2a4252e60894fdada9fe8ad2438ccda5e2b77fb2a825c57e550153de0e25ac5b,b6dd6f8bd246a669834fdf6cb401195a1359ac153e76d4c4885cdedf32709394,0a93c4cac3226482b87a62f516de01cc6c9ab77a1a4555a8d59457d3d4a84450,575a0213163fe9b3e0e2fb7b332d36fe784b4ed3b9cfb9e8966267fd098b5bf6,71e6ec6347b60ba13008eda06a6d8d05cbfb57d4da07d2f4451c7cc04b8a1acf
"22002","1","2","72018010","20018020"
"91002","30","8","72018011","20018021"
"22002","1","2","72018011","20018022"
"91002","30","8","72018012","20018023"
"22002","1","2","72018012","20018024"
"91002","30","8","72018013","20018025"
"22002","1","2","72018013","20018026"
"91002","30","8","72018014","20018027"
"22002","1","2","72018014","20018028"
"91002","200","8","72018015","20018029"
"22002","1","2","72018015","20018030"
"91002","60","8","72018016","20018031"
"22002","2","2","72018016","20018032"
"91002","60","8","72018017","20018033"
"22002","2","2","72018017","20018034"
"91002","60","8","72018018","20018035"
"22002","2","2","72018018","20018036"
"91002","60","8","72018019","20018037"
"22002","2","2","72018019","20018038"
"91002","300","8","72018020","20018039"
"22002","2","2","72018020","20018040"
"111201","1","1","72018021","20018041"
"31112","10","2","72018022","20018042"
"31036","10","2","72018022","20018043"
"31112","10","2","72018023","20018044"
"31036","10","2","72018023","20018045"
"91002","30","8","72019001","20019001"
"22002","1","2","72019001","20019002"
"91002","30","8","72019002","20019003"
"22002","1","2","72019002","20019004"
"91002","30","8","72019003","20019005"
"22002","1","2","72019003","20019006"
"91002","30","8","72019004","20019007"
"22002","1","2","72019004","20019008"
"91002","30","8","72019005","20019009"
"22002","1","2","72019005","20019010"
"91002","30","8","72019006","20019011"
"22002","1","2","72019006","20019012"
"91002","30","8","72019007","20019013"
"22002","1","2","72019007","20019014"
"91002","30","8","72019008","20019015"
"22002","1","2","72019008","20019016"
"91002","30","8","72019009","20019017"
"22002","1","2","72019009","20019018"
"91002","30","8","72019010","20019019"
"22002","1","2","72019010","20019020"
"91002","30","8","72019011","20019021"
"22002","1","2","72019011","20019022"
"91002","30","8","72019012","20019023"
"22002","1","2","72019012","20019024"
"91002","30","8","72019013","20019025"
"22002","1","2","72019013","20019026"
"91002","30","8","72019014","20019027"
"22002","1","2","72019014","20019028"
"91002","200","8","72019015","20019029"
"22002","1","2","72019015","20019030"
"91002","60","8","72019016","20019031"
"22002","2","2","72019016","20019032"
"91002","60","8","72019017","20019033"
"22002","2","2","72019017","20019034"
"91002","60","8","72019018","20019035"
"22002","2","2","72019018","20019036"
"91002","60","8","72019019","20019037"
"22002","2","2","72019019","20019038"
"91002","300","8","72019020","20019039"
"22002","2","2","72019020","20019040"
"31037","5","2","72019021","20019041"
"31005","5","2","72019021","20019042"
"31037","5","2","72019022","20019043"
"31005","5","2","72019022","20019044"
"31037","10","2","72019023","20019045"
"31005","10","2","72019023","20019046"
"91002","30","8","72020001","20020001"
"22002","1","2","72020001","20020002"
"91002","30","8","72020002","20020003"
"22002","1","2","72020002","20020004"
"91002","30","8","72020003","20020005"
"22002","1","2","72020003","20020006"
"91002","30","8","72020004","20020007"
"22002","1","2","72020004","20020008"
"91002","30","8","72020005","20020009"
"22002","1","2","72020005","20020010"
"91002","30","8","72020006","20020011"
"22002","1","2","72020006","20020012"
"91002","30","8","72020007","20020013"
"22002","1","2","72020007","20020014"
"91002","30","8","72020008","20020015"
"22002","1","2","72020008","20020016"
"91002","30","8","72020009","20020017"
"22002","1","2","72020009","20020018"
"91002","30","8","72020010","20020019"
"22002","1","2","72020010","20020020"
"91002","30","8","72020011","20020021"
"22002","1","2","72020011","20020022"
"91002","30","8","72020012","20020023"
"22002","1","2","72020012","20020024"
"91002","30","8","72020013","20020025"
"22002","1","2","72020013","20020026"
"91002","30","8","72020014","20020027"
"22002","1","2","72020014","20020028"
"91002","200","8","72020015","20020029"
"22002","1","2","72020015","20020030"
"91002","60","8","72020016","20020031"
"22002","2","2","72020016","20020032"
"91002","60","8","72020017","20020033"
"22002","2","2","72020017","20020034"
"91002","60","8","72020018","20020035"
"22002","2","2","72020018","20020036"
"91002","60","8","72020019","20020037"
"22002","2","2","72020019","20020038"
"91002","300","8","72020020","20020039"
"22002","2","2","72020020","20020040"
"111601","1","1","72020021","20020041"
"31116","10","2","72020022","20020042"
"31044","10","2","72020022","20020043"
"31116","10","2","72020023","20020044"
"31044","10","2","72020023","20020045"
"2205","1","7","72020024","20020046"
"91002","30","8","72021001","20021001"
"22002","1","2","72021001","20021002"
"91002","30","8","72021002","20021003"
"22002","1","2","72021002","20021004"
"91002","30","8","72021003","20021005"
"22002","1","2","72021003","20021006"
"91002","30","8","72021004","20021007"
"22002","1","2","72021004","20021008"
"91002","30","8","72021005","20021009"
"22002","1","2","72021005","20021010"
"91002","30","8","72021006","20021011"
"22002","1","2","72021006","20021012"
"91002","30","8","72021007","20021013"
"22002","1","2","72021007","20021014"
"91002","30","8","72021008","20021015"
"22002","1","2","72021008","20021016"
"91002","30","8","72021009","20021017"
"22002","1","2","72021009","20021018"
"91002","30","8","72021010","20021019"
"22002","1","2","72021010","20021020"
"91002","30","8","72021011","20021021"
"22002","1","2","72021011","20021022"
"91002","30","8","72021012","20021023"
"22002","1","2","72021012","20021024"
"91002","30","8","72021013","20021025"
"22002","1","2","72021013","20021026"
"91002","30","8","72021014","20021027"
"22002","1","2","72021014","20021028"
"91002","200","8","72021015","20021029"
"22002","1","2","72021015","20021030"
"91002","60","8","72021016","20021031"
"22002","2","2","72021016","20021032"
"91002","60","8","72021017","20021033"
"22002","2","2","72021017","20021034"
"91002","60","8","72021018","20021035"
"22002","2","2","72021018","20021036"
"91002","60","8","72021019","20021037"
"22002","2","2","72021019","20021038"
"91002","300","8","72021020","20021039"
"22002","2","2","72021020","20021040"
"112101","1","1","72021021","20021041"
"31121","10","2","72021022","20021042"
"31021","10","2","72021022","20021043"
"31121","10","2","72021023","20021044"
"31021","10","2","72021023","20021045"
"91002","30","8","72022001","20022001"
"22002","1","2","72022001","20022002"
"91002","30","8","72022002","20022003"
"22002","1","2","72022002","20022004"
"91002","30","8","72022003","20022005"
"22002","1","2","72022003","20022006"
"91002","30","8","72022004","20022007"
"22002","1","2","72022004","20022008"
"91002","30","8","72022005","20022009"
"22002","1","2","72022005","20022010"
"91002","30","8","72022006","20022011"
"22002","1","2","72022006","20022012"
"91002","30","8","72022007","20022013"
"22002","1","2","72022007","20022014"
"91002","30","8","72022008","20022015"
"22002","1","2","72022008","20022016"
"91002","30","8","72022009","20022017"
"22002","1","2","72022009","20022018"
"91002","30","8","72022010","20022019"
"22002","1","2","72022010","20022020"
"91002","30","8","72022011","20022021"
"22002","1","2","72022011","20022022"
"91002","30","8","72022012","20022023"
"22002","1","2","72022012","20022024"
"91002","30","8","72022013","20022025"
"22002","1","2","72022013","20022026"
"91002","30","8","72022014","20022027"
"22002","1","2","72022014","20022028"
"91002","200","8","72022015","20022029"
"22002","1","2","72022015","20022030"
"91002","60","8","72022016","20022031"
"22002","2","2","72022016","20022032"
"91002","60","8","72022017","20022033"
"22002","2","2","72022017","20022034"
"91002","60","8","72022018","20022035"
"22002","2","2","72022018","20022036"
"91002","60","8","72022019","20022037"
"22002","2","2","72022019","20022038"
"91002","300","8","72022020","20022039"
"22002","2","2","72022020","20022040"
"112301","1","1","72022021","20022041"
"2307","1","7","72022022","20022042"
"2308","1","7","72022023","20022043"
"31123","10","2","72022024","20022044"
"31049","10","2","72022024","20022045"
"31123","10","2","72022025","20022046"
"31049","10","2","72022025","20022047"
"91002","30","8","72023001","20023001"
"22002","1","2","72023001","20023002"
"91002","30","8","72023002","20023003"
"22002","1","2","72023002","20023004"
"91002","30","8","72023003","20023005"
"22002","1","2","72023003","20023006"
"91002","30","8","72023004","20023007"
"22002","1","2","72023004","20023008"
"91002","30","8","72023005","20023009"
"22002","1","2","72023005","20023010"
"91002","30","8","72023006","20023011"
"22002","1","2","72023006","20023012"
"91002","30","8","72023007","20023013"
"22002","1","2","72023007","20023014"
"91002","30","8","72023008","20023015"
"22002","1","2","72023008","20023016"
"91002","30","8","72023009","20023017"
"22002","1","2","72023009","20023018"
"91002","30","8","72023010","20023019"
"22002","1","2","72023010","20023020"
"91002","30","8","72023011","20023021"
"22002","1","2","72023011","20023022"
"91002","30","8","72023012","20023023"
"22002","1","2","72023012","20023024"
"91002","30","8","72023013","20023025"
"22002","1","2","72023013","20023026"
"91002","30","8","72023014","20023027"
"22002","1","2","72023014","20023028"
"91002","200","8","72023015","20023029"
"22002","1","2","72023015","20023030"
"91002","60","8","72023016","20023031"
"22002","2","2","72023016","20023032"
"91002","60","8","72023017","20023033"
"22002","2","2","72023017","20023034"
"91002","60","8","72023018","20023035"
"22002","2","2","72023018","20023036"
"91002","60","8","72023019","20023037"
"22002","2","2","72023019","20023038"
"91002","300","8","72023020","20023039"
"22002","2","2","72023020","20023040"
"31107","5","2","72023021","20023041"
"31046","5","2","72023021","20023042"
"31107","5","2","72023022","20023043"
"31046","5","2","72023022","20023044"
"31107","10","2","72023023","20023045"
"31046","10","2","72023023","20023046"
"91002","30","8","72024001","20024001"
"22002","1","2","72024001","20024002"
"91002","30","8","72024002","20024003"
"22002","1","2","72024002","20024004"
"91002","30","8","72024003","20024005"
"22002","1","2","72024003","20024006"
"91002","30","8","72024004","20024007"
"22002","1","2","72024004","20024008"
"91002","30","8","72024005","20024009"
"22002","1","2","72024005","20024010"
"91002","30","8","72024006","20024011"
"22002","1","2","72024006","20024012"
"91002","30","8","72024007","20024013"
"22002","1","2","72024007","20024014"
"91002","30","8","72024008","20024015"
"22002","1","2","72024008","20024016"
"91002","30","8","72024009","20024017"
"22002","1","2","72024009","20024018"
"91002","30","8","72024010","20024019"
"22002","1","2","72024010","20024020"
"91002","30","8","72024011","20024021"
"22002","1","2","72024011","20024022"
"91002","30","8","72024012","20024023"
"22002","1","2","72024012","20024024"
"91002","30","8","72024013","20024025"
"22002","1","2","72024013","20024026"
"91002","30","8","72024014","20024027"
"22002","1","2","72024014","20024028"
"91002","200","8","72024015","20024029"
"22002","1","2","72024015","20024030"
"91002","60","8","72024016","20024031"
"22002","2","2","72024016","20024032"
"91002","60","8","72024017","20024033"
"22002","2","2","72024017","20024034"
"91002","60","8","72024018","20024035"
"22002","2","2","72024018","20024036"
"91002","60","8","72024019","20024037"
"22002","2","2","72024019","20024038"
"91002","300","8","72024020","20024039"
"22002","2","2","72024020","20024040"
"31028","5","2","72024021","20024041"
"31033","5","2","72024021","20024042"
"31028","5","2","72024022","20024043"
"31033","5","2","72024022","20024044"
"31028","10","2","72024023","20024045"
"31033","10","2","72024023","20024046"
"91002","30","8","72025001","20025001"
"22002","1","2","72025001","20025002"
"91002","30","8","72025002","20025003"
"22002","1","2","72025002","20025004"
"91002","30","8","72025003","20025005"
"22002","1","2","72025003","20025006"
"91002","30","8","72025004","20025007"
"22002","1","2","72025004","20025008"
"91002","30","8","72025005","20025009"
"22002","1","2","72025005","20025010"
"91002","30","8","72025006","20025011"
"22002","1","2","72025006","20025012"
"91002","30","8","72025007","20025013"
"22002","1","2","72025007","20025014"
"91002","30","8","72025008","20025015"
"22002","1","2","72025008","20025016"
"91002","30","8","72025009","20025017"
"22002","1","2","72025009","20025018"
"91002","30","8","72025010","20025019"
"22002","1","2","72025010","20025020"
"91002","30","8","72025011","20025021"
"22002","1","2","72025011","20025022"
"91002","30","8","72025012","20025023"
"22002","1","2","72025012","20025024"
"91002","30","8","72025013","20025025"
"22002","1","2","72025013","20025026"
"91002","30","8","72025014","20025027"
"22002","1","2","72025014","20025028"
"91002","200","8","72025015","20025029"
"22002","1","2","72025015","20025030"
"91002","60","8","72025016","20025031"
"22002","2","2","72025016","20025032"
"91002","60","8","72025017","20025033"
"22002","2","2","72025017","20025034"
"91002","60","8","72025018","20025035"
"22002","2","2","72025018","20025036"
"91002","60","8","72025019","20025037"
"22002","2","2","72025019","20025038"
"91002","300","8","72025020","20025039"
"22002","2","2","72025020","20025040"
"113001","1","1","72025021","20025041"
"31130","10","2","72025022","20025042"
"31065","10","2","72025022","20025043"
"31130","10","2","72025023","20025044"
"31065","10","2","72025023","20025045"
"91002","30","8","72026001","20026001"
"22002","1","2","72026001","20026002"
"91002","30","8","72026002","20026003"
"22002","1","2","72026002","20026004"
"91002","30","8","72026003","20026005"
"22002","1","2","72026003","20026006"
"91002","30","8","72026004","20026007"
"22002","1","2","72026004","20026008"
"91002","30","8","72026005","20026009"
"22002","1","2","72026005","20026010"
"91002","30","8","72026006","20026011"
"22002","1","2","72026006","20026012"
"91002","30","8","72026007","20026013"
"22002","1","2","72026007","20026014"
"91002","30","8","72026008","20026015"
"22002","1","2","72026008","20026016"
"91002","30","8","72026009","20026017"
"22002","1","2","72026009","20026018"
"91002","30","8","72026010","20026019"
"22002","1","2","72026010","20026020"
"91002","30","8","72026011","20026021"
"22002","1","2","72026011","20026022"
"91002","30","8","72026012","20026023"
"22002","1","2","72026012","20026024"
"91002","30","8","72026013","20026025"
"22002","1","2","72026013","20026026"
"91002","30","8","72026014","20026027"
"22002","1","2","72026014","20026028"
"91002","200","8","72026015","20026029"
"22002","1","2","72026015","20026030"
"91002","60","8","72026016","20026031"
"22002","2","2","72026016","20026032"
"91002","60","8","72026017","20026033"
"22002","2","2","72026017","20026034"
"91002","60","8","72026018","20026035"
"22002","2","2","72026018","20026036"
"91002","60","8","72026019","20026037"
"22002","2","2","72026019","20026038"
"91002","300","8","72026020","20026039"
"22002","2","2","72026020","20026040"
"113201","1","1","72026021","20026041"
"31132","10","2","72026022","20026042"
"31027","10","2","72026022","20026043"
"31132","10","2","72026023","20026044"
"31027","10","2","72026023","20026045"
"91002","30","8","72027001","20027001"
"22002","1","2","72027001","20027002"
"91002","30","8","72027002","20027003"
"22002","1","2","72027002","20027004"
"91002","30","8","72027003","20027005"
"22002","1","2","72027003","20027006"
"91002","30","8","72027004","20027007"
"22002","1","2","72027004","20027008"
"91002","30","8","72027005","20027009"
"22002","1","2","72027005","20027010"
"91002","30","8","72027006","20027011"
"22002","1","2","72027006","20027012"
"91002","30","8","72027007","20027013"
"22002","1","2","72027007","20027014"
"91002","30","8","72027008","20027015"
"22002","1","2","72027008","20027016"
"91002","30","8","72027009","20027017"
"22002","1","2","72027009","20027018"
"91002","30","8","72027010","20027019"
"22002","1","2","72027010","20027020"
"91002","30","8","72027011","20027021"
"22002","1","2","72027011","20027022"
"91002","30","8","72027012","20027023"
"22002","1","2","72027012","20027024"
"91002","30","8","72027013","20027025"
"22002","1","2","72027013","20027026"
"91002","30","8","72027014","20027027"
"22002","1","2","72027014","20027028"
"91002","200","8","72027015","20027029"
"22002","1","2","72027015","20027030"
"91002","60","8","72027016","20027031"
"22002","2","2","72027016","20027032"
"91002","60","8","72027017","20027033"
"22002","2","2","72027017","20027034"
"91002","60","8","72027018","20027035"
"22002","2","2","72027018","20027036"
"91002","60","8","72027019","20027037"
"22002","2","2","72027019","20027038"
"91002","300","8","72027020","20027039"
"22002","2","2","72027020","20027040"
"113501","1","1","72027021","20027041"
"31135","10","2","72027022","20027042"
"31023","10","2","72027022","20027043"
"31135","10","2","72027023","20027044"
"31023","10","2","72027023","20027045"
"91002","30","8","72028001","20028001"
"22002","1","2","72028001","20028002"
"91002","30","8","72028002","20028003"
"22002","1","2","72028002","20028004"
"91002","30","8","72028003","20028005"
"22002","1","2","72028003","20028006"
"91002","30","8","72028004","20028007"
"22002","1","2","72028004","20028008"
"91002","30","8","72028005","20028009"
"22002","1","2","72028005","20028010"
"91002","30","8","72028006","20028011"
"22002","1","2","72028006","20028012"
"91002","30","8","72028007","20028013"
"22002","1","2","72028007","20028014"
"91002","30","8","72028008","20028015"
"22002","1","2","72028008","20028016"
"91002","30","8","72028009","20028017"
"22002","1","2","72028009","20028018"
"91002","30","8","72028010","20028019"
"22002","1","2","72028010","20028020"
"91002","30","8","72028011","20028021"
"22002","1","2","72028011","20028022"
"91002","30","8","72028012","20028023"
"22002","1","2","72028012","20028024"
"91002","30","8","72028013","20028025"
"22002","1","2","72028013","20028026"
"91002","30","8","72028014","20028027"
"22002","1","2","72028014","20028028"
"91002","200","8","72028015","20028029"
"22002","1","2","72028015","20028030"
"91002","60","8","72028016","20028031"
"22002","2","2","72028016","20028032"
"91002","60","8","72028017","20028033"
"22002","2","2","72028017","20028034"
"91002","60","8","72028018","20028035"
"22002","2","2","72028018","20028036"
"91002","60","8","72028019","20028037"
"22002","2","2","72028019","20028038"
"91002","300","8","72028020","20028039"
"22002","2","2","72028020","20028040"
"31016","5","2","72028021","20028041"
"31013","5","2","72028021","20028042"
"31016","5","2","72028022","20028043"
"31013","5","2","72028022","20028044"
"31016","10","2","72028023","20028045"
"31013","10","2","72028023","20028046"
"91002","30","8","72029001","20029001"
"22002","1","2","72029001","20029002"
"91002","30","8","72029002","20029003"
"22002","1","2","72029002","20029004"
"91002","30","8","72029003","20029005"
"22002","1","2","72029003","20029006"
"91002","30","8","72029004","20029007"
"22002","1","2","72029004","20029008"
"91002","30","8","72029005","20029009"
"22002","1","2","72029005","20029010"
"91002","30","8","72029006","20029011"
"22002","1","2","72029006","20029012"
"91002","30","8","72029007","20029013"
"22002","1","2","72029007","20029014"
"91002","30","8","72029008","20029015"
"22002","1","2","72029008","20029016"
"91002","30","8","72029009","20029017"
"22002","1","2","72029009","20029018"
"91002","30","8","72029010","20029019"
"22002","1","2","72029010","20029020"
"91002","30","8","72029011","20029021"
"22002","1","2","72029011","20029022"
"91002","30","8","72029012","20029023"
"22002","1","2","72029012","20029024"
"91002","30","8","72029013","20029025"
"22002","1","2","72029013","20029026"
"91002","30","8","72029014","20029027"
"22002","1","2","72029014","20029028"
"91002","200","8","72029015","20029029"
"22002","1","2","72029015","20029030"
"91002","60","8","72029016","20029031"
"22002","2","2","72029016","20029032"
"91002","60","8","72029017","20029033"
"22002","2","2","72029017","20029034"
"91002","60","8","72029018","20029035"
"22002","2","2","72029018","20029036"
"91002","60","8","72029019","20029037"
"22002","2","2","72029019","20029038"
"91002","300","8","72029020","20029039"
"22002","2","2","72029020","20029040"
"114101","1","1","72029021","20029041"
"31141","10","2","72029022","20029042"
"31054","10","2","72029022","20029043"
"31141","10","2","72029023","20029044"
"31054","10","2","72029023","20029045"
"91002","30","8","72030001","20030001"
"22002","1","2","72030001","20030002"
"91002","30","8","72030002","20030003"
"22002","1","2","72030002","20030004"
"91002","30","8","72030003","20030005"
"22002","1","2","72030003","20030006"
"91002","30","8","72030004","20030007"
"22002","1","2","72030004","20030008"
"91002","30","8","72030005","20030009"
"22002","1","2","72030005","20030010"
"91002","30","8","72030006","20030011"
"22002","1","2","72030006","20030012"
"91002","30","8","72030007","20030013"
"22002","1","2","72030007","20030014"
"91002","30","8","72030008","20030015"
"22002","1","2","72030008","20030016"
"91002","30","8","72030009","20030017"
"22002","1","2","72030009","20030018"
"91002","30","8","72030010","20030019"
"22002","1","2","72030010","20030020"
"91002","30","8","72030011","20030021"
"22002","1","2","72030011","20030022"
"91002","30","8","72030012","20030023"
"22002","1","2","72030012","20030024"
"91002","30","8","72030013","20030025"
"22002","1","2","72030013","20030026"
"91002","30","8","72030014","20030027"
"22002","1","2","72030014","20030028"
"91002","200","8","72030015","20030029"
"22002","1","2","72030015","20030030"
"91002","60","8","72030016","20030031"
"22002","2","2","72030016","20030032"
"91002","60","8","72030017","20030033"
"22002","2","2","72030017","20030034"
"91002","60","8","72030018","20030035"
"22002","2","2","72030018","20030036"
"91002","60","8","72030019","20030037"
"22002","2","2","72030019","20030038"
"91002","300","8","72030020","20030039"
"22002","2","2","72030020","20030040"
"31014","5","2","72030021","20030041"
"31037","5","2","72030021","20030042"
"2801","1","7","72030022","20030043"
"2802","1","7","72030023","20030044"
"31014","5","2","72030024","20030045"
"31037","5","2","72030024","20030046"
"31014","10","2","72030025","20030047"
"31037","10","2","72030025","20030048"
"91002","30","8","72031001","20031001"
"22002","1","2","72031001","20031002"
"91002","30","8","72031002","20031003"
"22002","1","2","72031002","20031004"
"91002","30","8","72031003","20031005"
"22002","1","2","72031003","20031006"
"91002","30","8","72031004","20031007"
"22002","1","2","72031004","20031008"
"91002","30","8","72031005","20031009"
"22002","1","2","72031005","20031010"
"91002","30","8","72031006","20031011"
"22002","1","2","72031006","20031012"
"91002","30","8","72031007","20031013"
"22002","1","2","72031007","20031014"
"91002","30","8","72031008","20031015"
"22002","1","2","72031008","20031016"
"91002","30","8","72031009","20031017"
"22002","1","2","72031009","20031018"
"91002","30","8","72031010","20031019"
"22002","1","2","72031010","20031020"
"91002","30","8","72031011","20031021"
"22002","1","2","72031011","20031022"
"91002","30","8","72031012","20031023"
"22002","1","2","72031012","20031024"
"91002","30","8","72031013","20031025"
"22002","1","2","72031013","20031026"
"91002","30","8","72031014","20031027"
"22002","1","2","72031014","20031028"
"91002","200","8","72031015","20031029"
"22002","1","2","72031015","20031030"
"91002","60","8","72031016","20031031"
"22002","2","2","72031016","20031032"
"91002","60","8","72031017","20031033"
"22002","2","2","72031017","20031034"
"91002","60","8","72031018","20031035"
"22002","2","2","72031018","20031036"
"91002","60","8","72031019","20031037"
"22002","2","2","72031019","20031038"
"91002","300","8","72031020","20031039"
"22002","2","2","72031020","20031040"
"114601","1","1","72031021","20031041"
"21001","1","2","72031022","20031042"
"31146","10","2","72031023","20031043"
"31048","10","2","72031023","20031044"
"31146","10","2","72031024","20031045"
"31048","10","2","72031024","20031046"
"91002","30","8","72032001","20032001"
"22002","1","2","72032001","20032002"
"91002","30","8","72032002","20032003"
"22002","1","2","72032002","20032004"
"91002","30","8","72032003","20032005"
"22002","1","2","72032003","20032006"
"91002","30","8","72032004","20032007"
"22002","1","2","72032004","20032008"
"91002","30","8","72032005","20032009"
"22002","1","2","72032005","20032010"
"91002","30","8","72032006","20032011"
"22002","1","2","72032006","20032012"
"91002","30","8","72032007","20032013"
"22002","1","2","72032007","20032014"
"91002","30","8","72032008","20032015"
"22002","1","2","72032008","20032016"
"91002","30","8","72032009","20032017"
"22002","1","2","72032009","20032018"
"91002","30","8","72032010","20032019"
"22002","1","2","72032010","20032020"
"91002","30","8","72032011","20032021"
"22002","1","2","72032011","20032022"
"91002","30","8","72032012","20032023"
"22002","1","2","72032012","20032024"
"91002","30","8","72032013","20032025"
"22002","1","2","72032013","20032026"
"91002","30","8","72032014","20032027"
"22002","1","2","72032014","20032028"
"91002","200","8","72032015","20032029"
"22002","1","2","72032015","20032030"
"91002","60","8","72032016","20032031"
"22002","2","2","72032016","20032032"
"91002","60","8","72032017","20032033"
"22002","2","2","72032017","20032034"
"91002","60","8","72032018","20032035"
"22002","2","2","72032018","20032036"
"91002","60","8","72032019","20032037"
"22002","2","2","72032019","20032038"
"91002","300","8","72032020","20032039"
"22002","2","2","72032020","20032040"
"114701","1","1","72032021","20032041"
"21002","1","2","72032022","20032042"
"31147","10","2","72032023","20032043"
"31060","10","2","72032023","20032044"
"31147","10","2","72032024","20032045"
"31060","10","2","72032024","20032046"
"91002","30","8","72033001","20033001"
"22002","1","2","72033001","20033002"
"91002","30","8","72033002","20033003"
"22002","1","2","72033002","20033004"
"91002","30","8","72033003","20033005"
"22002","1","2","72033003","20033006"
"91002","30","8","72033004","20033007"
"22002","1","2","72033004","20033008"
"91002","30","8","72033005","20033009"
"22002","1","2","72033005","20033010"
"91002","30","8","72033006","20033011"
"22002","1","2","72033006","20033012"
"91002","30","8","72033007","20033013"
"22002","1","2","72033007","20033014"
"91002","30","8","72033008","20033015"
"22002","1","2","72033008","20033016"
"91002","30","8","72033009","20033017"
"22002","1","2","72033009","20033018"
"91002","30","8","72033010","20033019"
"22002","1","2","72033010","20033020"
"91002","30","8","72033011","20033021"
"22002","1","2","72033011","20033022"
"91002","30","8","72033012","20033023"
"22002","1","2","72033012","20033024"
"91002","30","8","72033013","20033025"
"22002","1","2","72033013","20033026"
"91002","30","8","72033014","20033027"
"22002","1","2","72033014","20033028"
"91002","200","8","72033015","20033029"
"22002","1","2","72033015","20033030"
"91002","60","8","72033016","20033031"
"22002","2","2","72033016","20033032"
"91002","60","8","72033017","20033033"
"22002","2","2","72033017","20033034"
"91002","60","8","72033018","20033035"
"22002","2","2","72033018","20033036"
"91002","60","8","72033019","20033037"
"22002","2","2","72033019","20033038"
"91002","300","8","72033020","20033039"
"22002","2","2","72033020","20033040"
"115601","1","1","72033021","20033041"
"21003","1","2","72033022","20033042"
"31156","10","2","72033023","20033043"
"31003","10","2","72033023","20033044"
"31156","10","2","72033024","20033045"
"31003","10","2","72033024","20033046"
"91002","30","8","72034001","20034001"
"22002","1","2","72034001","20034002"
"91002","30","8","72034002","20034003"
"22002","1","2","72034002","20034004"
"91002","30","8","72034003","20034005"
"22002","1","2","72034003","20034006"
"91002","30","8","72034004","20034007"
"22002","1","2","72034004","20034008"
"91002","30","8","72034005","20034009"
"22002","1","2","72034005","20034010"
"91002","30","8","72034006","20034011"
"22002","1","2","72034006","20034012"
"91002","30","8","72034007","20034013"
"22002","1","2","72034007","20034014"
"91002","30","8","72034008","20034015"
"22002","1","2","72034008","20034016"
"91002","30","8","72034009","20034017"
"22002","1","2","72034009","20034018"
"91002","30","8","72034010","20034019"
"22002","1","2","72034010","20034020"
"91002","30","8","72034011","20034021"
"22002","1","2","72034011","20034022"
"91002","30","8","72034012","20034023"
"22002","1","2","72034012","20034024"
"91002","30","8","72034013","20034025"
"22002","1","2","72034013","20034026"
"91002","30","8","72034014","20034027"
"22002","1","2","72034014","20034028"
"91002","200","8","72034015","20034029"
"22002","1","2","72034015","20034030"
"91002","60","8","72034016","20034031"
"22002","2","2","72034016","20034032"
"91002","60","8","72034017","20034033"
"22002","2","2","72034017","20034034"
"91002","60","8","72034018","20034035"
"22002","2","2","72034018","20034036"
"91002","60","8","72034019","20034037"
"22002","2","2","72034019","20034038"
"91002","300","8","72034020","20034039"
"22002","2","2","72034020","20034040"
"31156","5","2","72034021","20034041"
"31003","5","2","72034021","20034042"
"2806","1","7","72034022","20034043"
"31156","5","2","72034023","20034044"
"31003","5","2","72034023","20034045"
"31156","10","2","72034024","20034046"
"31003","10","2","72034024","20034047"
"91002","30","8","72035001","20035001"
"22002","1","2","72035001","20035002"
"91002","30","8","72035002","20035003"
"22002","1","2","72035002","20035004"
"91002","30","8","72035003","20035005"
"22002","1","2","72035003","20035006"
"91002","30","8","72035004","20035007"
"22002","1","2","72035004","20035008"
"91002","30","8","72035005","20035009"
"22002","1","2","72035005","20035010"
"91002","30","8","72035006","20035011"
"22002","1","2","72035006","20035012"
"91002","30","8","72035007","20035013"
"22002","1","2","72035007","20035014"
"91002","30","8","72035008","20035015"
"22002","1","2","72035008","20035016"
"91002","30","8","72035009","20035017"
"22002","1","2","72035009","20035018"
"91002","30","8","72035010","20035019"
"22002","1","2","72035010","20035020"
"91002","30","8","72035011","20035021"
"22002","1","2","72035011","20035022"
"91002","30","8","72035012","20035023"
"22002","1","2","72035012","20035024"
"91002","30","8","72035013","20035025"
"22002","1","2","72035013","20035026"
"91002","30","8","72035014","20035027"
"22002","1","2","72035014","20035028"
"91002","200","8","72035015","20035029"
"22002","1","2","72035015","20035030"
"91002","60","8","72035016","20035031"
"22002","2","2","72035016","20035032"
"91002","60","8","72035017","20035033"
"22002","2","2","72035017","20035034"
"91002","60","8","72035018","20035035"
"22002","2","2","72035018","20035036"
"91002","60","8","72035019","20035037"
"22002","2","2","72035019","20035038"
"91002","300","8","72035020","20035039"
"22002","2","2","72035020","20035040"
"115801","1","1","72035021","20035041"
"21004","1","2","72035022","20035042"
"31158","10","2","72035023","20035043"
"31010","10","2","72035023","20035044"
"31158","10","2","72035024","20035045"
"31010","10","2","72035024","20035046"
"91002","30","8","72036001","20036001"
"22002","1","2","72036001","20036002"
"91002","30","8","72036002","20036003"
