9e4ffdf21703a67bcce25f8d9a2b9b6aed873b7418ee515e73ff4269af647006,9420d44cb46970facb5a447cdd6bf05c4c0b7f4ada766e61220ffa94eb28f385,1b173a1c7ffa793163153d93007df4c749651a16d59a016882440e0656d676c1,fd9b15ac70ab98070b05e7dcafd507aa30670b3becd96223cb865c05134fd811,10a6956da536c10a56062d757106976464bd1e6f1480a3f8174b3d9ed8d6a3df,0675d7d621f15706f5de7860998b4eb6da698659058b6644599524fcf9352c72
"91002","0","56011493","8","849","50"
"10201494","1003","56011494","15","850","1"
"91002","0","56011494","8","851","100"
"10201495","1001","56011495","15","852","1"
"10201496","1002","56011496","15","853","1"
"10201497","1003","56011497","15","854","1"
"91002","0","56011497","8","855","50"
"10201498","1001","56011498","15","856","1"
"10201499","1002","56011499","15","857","1"
"10201500","1003","56011500","15","858","1"
"91002","0","56011500","8","859","50"
"10201501","1001","56011501","15","860","1"
"10201502","1002","56011502","15","861","1"
"10201503","1003","56011503","15","862","1"
"91002","0","56011503","8","863","50"
"10201504","1003","56011504","15","864","1"
"91002","0","56011504","8","865","100"
"10201505","1001","56011505","15","867","1"
"10201506","1002","56011506","15","868","1"
"10201507","1003","56011507","15","869","1"
"91002","0","56011507","8","870","50"
"10201508","1001","56011508","15","871","1"
"10201509","1002","56011509","15","872","1"
"10201510","1003","56011510","15","873","1"
"91002","0","56011510","8","874","50"
"10201511","1001","56011511","15","875","1"
"10201512","1002","56011512","15","876","1"
"10201513","1003","56011513","15","877","1"
"91002","0","56011513","8","878","50"
"10201514","1003","56011514","15","879","1"
"91002","0","56011514","8","880","100"
"10201515","1001","56011515","15","881","1"
"10201516","1002","56011516","15","882","1"
"10201517","1003","56011517","15","883","1"
"91002","0","56011517","8","884","50"
"10201518","1001","56011518","15","885","1"
"10201519","1002","56011519","15","886","1"
"10201520","1003","56011520","15","887","1"
"91002","0","56011520","8","888","50"
"10201521","1001","56011521","15","889","1"
"10201522","1002","56011522","15","890","1"
"10201523","1003","56011523","15","891","1"
"91002","0","56011523","8","892","50"
"10201524","1003","56011524","15","893","1"
"91002","0","56011524","8","894","100"
"10201525","1001","56011525","15","895","1"
"10201526","1002","56011526","15","896","1"
"10201527","1003","56011527","15","897","1"
"91002","0","56011527","8","898","50"
"10201528","1001","56011528","15","899","1"
"10201529","1002","56011529","15","900","1"
"10201530","1003","56011530","15","901","1"
"91002","0","56011530","8","902","50"
"10201531","1001","56011531","15","903","1"
"10201532","1002","56011532","15","904","1"
"10201533","1003","56011533","15","905","1"
"91002","0","56011533","8","906","50"
"10201534","1001","56011534","15","907","1"
"10201535","1002","56011535","15","908","1"
"10201536","1003","56011536","15","909","1"
"91002","0","56011536","8","910","50"
"10201537","1003","56011537","15","911","1"
"91002","0","56011537","8","912","100"
"10201538","1001","56011538","15","913","1"
"10201539","1002","56011539","15","914","1"
"10201540","1003","56011540","15","915","1"
"91002","0","56011540","8","916","50"
"10201541","1001","56011541","15","917","1"
"10201542","1002","56011542","15","918","1"
"10201543","1003","56011543","15","919","1"
"91002","0","56011543","8","920","50"
"10201544","1001","56011544","15","921","1"
"10201545","1002","56011545","15","922","1"
"10201546","1003","56011546","15","923","1"
"91002","0","56011546","8","924","50"
"10201547","1001","56011547","15","925","1"
"10201548","1002","56011548","15","926","1"
"10201549","1003","56011549","15","927","1"
"91002","0","56011549","8","928","50"
"10201550","1003","56011550","15","929","1"
"91002","0","56011550","8","930","100"
"10201551","1003","56011551","15","931","1"
"91002","0","56011551","8","932","100"
"10201552","1001","56011552","15","933","1"
"10201553","1002","56011553","15","934","1"
"10201554","1003","56011554","15","935","1"
"91002","0","56011554","8","936","50"
"10201555","1001","56011555","15","937","1"
"10201556","1002","56011556","15","938","1"
"10201557","1003","56011557","15","939","1"
"91002","0","56011557","8","940","50"
"10201558","1001","56011558","15","941","1"
"10201559","1002","56011559","15","942","1"
"10201560","1003","56011560","15","943","1"
"91002","0","56011560","8","944","50"
"11302001","1001","51402001","15","945","1"
"91002","0","51402001","8","946","50"
"11302002","1002","51402002","15","947","1"
"91002","0","51402002","8","948","50"
"11302003","1003","51402003","15","949","1"
"91002","0","51402003","8","950","50"
"10201561","1003","56011561","15","951","1"
"91002","0","56011561","8","952","100"
"10201562","1001","56011562","15","953","1"
"10201563","1002","56011563","15","954","1"
"10201564","1003","56011564","15","955","1"
"91002","0","56011564","8","956","50"
"10201565","1001","56011565","15","957","1"
"10201566","1002","56011566","15","958","1"
"10201567","1003","56011567","15","959","1"
"91002","0","56011567","8","960","50"
"10201568","1001","56011568","15","961","1"
"10201569","1002","56011569","15","962","1"
"10201570","1003","56011570","15","963","1"
"91002","0","56011570","8","964","50"
"10201571","1001","56011571","15","965","1"
"10201572","1002","56011572","15","966","1"
"10201573","1003","56011573","15","967","1"
"91002","0","56011573","8","968","50"
"10201574","1003","56011574","15","969","1"
"91002","0","56011574","8","970","100"
"10201575","1001","56011575","15","971","1"
"10201576","1002","56011576","15","972","1"
"10201577","1003","56011577","15","973","1"
"91002","0","56011577","8","974","50"
"10201578","1001","56011578","15","975","1"
"10201579","1002","56011579","15","976","1"
"10201580","1003","56011580","15","977","1"
"91002","0","56011580","8","978","50"
"10201581","1001","56011581","15","979","1"
"10201582","1002","56011582","15","980","1"
"10201583","1003","56011583","15","981","1"
"91002","0","56011583","8","982","50"
"10201584","1001","56011584","15","983","1"
"10201585","1002","56011585","15","984","1"
"10201586","1003","56011586","15","985","1"
"91002","0","56011586","8","986","50"
"10201587","1001","56011587","15","987","1"
"10201588","1002","56011588","15","988","1"
"10201589","1003","56011589","15","989","1"
"91002","0","56011589","8","990","50"
"10201590","1001","56011590","15","991","1"
"10201591","1002","56011591","15","992","1"
"10201592","1003","56011592","15","993","1"
"91002","0","56011592","8","994","50"
"10201593","1001","56011593","15","995","1"
"10201594","1002","56011594","15","996","1"
"10201595","1003","56011595","15","997","1"
"91002","0","56011595","8","998","50"
"10201596","1003","56011596","15","999","1"
"91002","0","56011596","8","1000","100"
"10201597","1003","56011597","15","1001","1"
"91002","0","56011597","8","1002","100"
"10201598","1003","56011598","15","1003","1"
"91002","0","56011598","8","1004","100"
"10201599","1001","56011599","15","1005","1"
"10201600","1002","56011600","15","1006","1"
"10201601","1003","56011601","15","1007","1"
"91002","0","56011601","8","1008","50"
"10201602","1001","56011602","15","1009","1"
"10201603","1002","56011603","15","1010","1"
"10201604","1003","56011604","15","1011","1"
"91002","0","56011604","8","1012","50"
"10201605","1003","56011605","15","1013","1"
"91002","0","56011605","8","1014","100"
"10201606","1001","56011606","15","1015","1"
"10201607","1002","56011607","15","1016","1"
"10201608","1003","56011608","15","1017","1"
"91002","0","56011608","8","1018","50"
"10201609","1001","56011609","15","1019","1"
"10201610","1002","56011610","15","1020","1"
"10201611","1003","56011611","15","1021","1"
"91002","0","56011611","8","1022","50"
"10201612","1001","56011612","15","1023","1"
"10201613","1002","56011613","15","1024","1"
"10201614","1003","56011614","15","1025","1"
"91002","0","56011614","8","1026","50"
"10201615","1003","56011615","15","1027","1"
"91002","0","56011615","8","1028","100"
"10201616","1001","56011616","15","1029","1"
"10201617","1002","56011617","15","1030","1"
"10201618","1003","56011618","15","1031","1"
"91002","0","56011618","8","1032","50"
"10201619","1001","56011619","15","1033","1"
"10201620","1002","56011620","15","1034","1"
"10201621","1003","56011621","15","1035","1"
"91002","0","56011621","8","1036","50"
"10201622","1001","56011622","15","1037","1"
"10201623","1002","56011623","15","1038","1"
"10201624","1003","56011624","15","1039","1"
"91002","0","56011624","8","1040","50"
"10201625","1003","56011625","15","1041","1"
"91002","0","56011625","8","1042","100"
"10201626","1001","56011626","15","1043","1"
"10201627","1002","56011627","15","1044","1"
"10201628","1003","56011628","15","1045","1"
"91002","0","56011628","8","1046","50"
"10201629","1001","56011629","15","1047","1"
"10201630","1002","56011630","15","1048","1"
"10201631","1003","56011631","15","1049","1"
"91002","0","56011631","8","1050","50"
"10201632","1001","56011632","15","1051","1"
"10201633","1002","56011633","15","1052","1"
"10201634","1003","56011634","15","1053","1"
"91002","0","56011634","8","1054","50"
"10201635","1003","56011635","15","1055","1"
"91002","0","56011635","8","1056","100"
"10201636","1001","56011636","15","1057","1"
"10201637","1002","56011637","15","1058","1"
"10201638","1003","56011638","15","1059","1"
"91002","0","56011638","8","1060","50"
"10201639","1001","56011639","15","1061","1"
"10201640","1002","56011640","15","1062","1"
"10201641","1003","56011641","15","1063","1"
"91002","0","56011641","8","1064","50"
"10201642","1001","56011642","15","1065","1"
"10201643","1002","56011643","15","1066","1"
"10201644","1003","56011644","15","1067","1"
"91002","0","56011644","8","1068","50"
"10201645","1003","56011645","15","1069","1"
"91002","0","56011645","8","1070","100"
"10201646","1001","56011646","15","1071","1"
"10201647","1002","56011647","15","1072","1"
"10201648","1003","56011648","15","1073","1"
"91002","0","56011648","8","1074","50"
"10201649","1001","56011649","15","1075","1"
"10201650","1002","56011650","15","1076","1"
"10201651","1003","56011651","15","1077","1"
"91002","0","56011651","8","1078","50"
"10201652","1001","56011652","15","1079","1"
"10201653","1002","56011653","15","1080","1"
"10201654","1003","56011654","15","1081","1"
"91002","0","56011654","8","1082","50"
"10201655","1003","56011655","15","1083","1"
"91002","0","56011655","8","1084","100"
"10201656","1003","56011656","15","1085","1"
"91002","0","56011656","8","1086","100"
"10201657","1001","56011657","15","1087","1"
"10201658","1002","56011658","15","1088","1"
"10201659","1003","56011659","15","1089","1"
"91002","0","56011659","8","1090","50"
"10201660","1001","56011660","15","1091","1"
"10201661","1002","56011661","15","1092","1"
"10201662","1003","56011662","15","1093","1"
"91002","0","56011662","8","1094","50"
"10201663","1001","56011663","15","1095","1"
"10201664","1002","56011664","15","1096","1"
"10201665","1003","56011665","15","1097","1"
"91002","0","56011665","8","1098","50"
"10201666","1001","56011666","15","1099","1"
"10201667","1002","56011667","15","1100","1"
"10201668","1003","56011668","15","1101","1"
"91002","0","56011668","8","1102","50"
"10201669","1003","56011669","15","1103","1"
"91002","0","56011669","8","1104","100"
"10201670","1001","56011670","15","1105","1"
"10201671","1002","56011671","15","1106","1"
"10201672","1003","56011672","15","1107","1"
"91002","0","56011672","8","1108","50"
"10201673","1001","56011673","15","1109","1"
"10201674","1002","56011674","15","1110","1"
"10201675","1003","56011675","15","1111","1"
"91002","0","56011675","8","1112","50"
"10201676","1003","56011676","15","1113","1"
"91002","0","56011676","8","1114","100"
"10201677","1001","56011677","15","1115","1"
"10201678","1002","56011678","15","1116","1"
"10201679","1003","56011679","15","1117","1"
"91002","0","56011679","8","1118","50"
"10201680","1001","56011680","15","1119","1"
"10201681","1002","56011681","15","1120","1"
"10201682","1003","56011682","15","1121","1"
"91002","0","56011682","8","1122","50"
"10201683","1001","56011683","15","1123","1"
"10201684","1002","56011684","15","1124","1"
"10201685","1003","56011685","15","1125","1"
"91002","0","56011685","8","1126","50"
"10201686","1001","56011686","15","1127","1"
"10201687","1002","56011687","15","1128","1"
"10201688","1003","56011688","15","1129","1"
"91002","0","56011688","8","1130","50"
"10201689","1003","56011689","15","1131","1"
"91002","0","56011689","8","1132","100"
"10201690","1001","56011690","15","1133","1"
"10201691","1002","56011691","15","1134","1"
"10201692","1003","56011692","15","1135","1"
"91002","0","56011692","8","1136","50"
"10201693","1001","56011693","15","1137","1"
"10201694","1002","56011694","15","1138","1"
"10201695","1003","56011695","15","1139","1"
"91002","0","56011695","8","1140","50"
"10201696","1001","56011696","15","1141","1"
"10201697","1002","56011697","15","1142","1"
"10201698","1003","56011698","15","1143","1"
"91002","0","56011698","8","1144","50"
"10201699","1001","56011699","15","1145","1"
"10201700","1002","56011700","15","1146","1"
"10201701","1003","56011701","15","1147","1"
"91002","0","56011701","8","1148","50"
"11401001","1002","51501001","15","1149","1"
"91002","0","51501001","8","1150","50"
"11401002","1003","51502001","15","1151","1"
"91002","0","51502001","8","1152","100"
"10201702","1003","56011702","15","1153","1"
"91002","0","56011702","8","1154","100"
"10201703","1001","56011703","15","1155","1"
"10201704","1002","56011704","15","1156","1"
"10201705","1003","56011705","15","1157","1"
"91002","0","56011705","8","1158","50"
"10201706","1001","56011706","15","1159","1"
"10201707","1002","56011707","15","1160","1"
"10201708","1003","56011708","15","1161","1"
"91002","0","56011708","8","1162","50"
"10201709","1001","56011709","15","1163","1"
"10201710","1002","56011710","15","1164","1"
"10201711","1003","56011711","15","1165","1"
"91002","0","56011711","8","1166","50"
"10201712","1003","56011712","15","1167","1"
"91002","0","56011712","8","1168","100"
"10201713","1001","56011713","15","1169","1"
"10201714","1002","56011714","15","1170","1"
"10201715","1003","56011715","15","1171","1"
"91002","0","56011715","8","1172","50"
"10201716","1001","56011716","15","1173","1"
"10201717","1002","56011717","15","1174","1"
"10201718","1003","56011718","15","1175","1"
"91002","0","56011718","8","1176","50"
"10201719","1001","56011719","15","1177","1"
"10201720","1002","56011720","15","1178","1"
"10201721","1003","56011721","15","1179","1"
"91002","0","56011721","8","1180","50"
"10201722","1003","56011722","15","1182","1"
"91002","0","56011722","8","1183","100"
"10201723","1001","56011723","15","1184","1"
"10201724","1002","56011724","15","1185","1"
"10201725","1003","56011725","15","1186","1"
"91002","0","56011725","8","1187","50"
"10201726","1001","56011726","15","1188","1"
"10201727","1002","56011727","15","1189","1"
"10201728","1003","56011728","15","1190","1"
"91002","0","56011728","8","1191","50"
"10201729","1001","56011729","15","1192","1"
"10201730","1002","56011730","15","1193","1"
"10201731","1003","56011731","15","1194","1"
"91002","0","56011731","8","1195","50"
"10201732","1003","56011732","15","1196","1"
"91002","0","56011732","8","1197","100"
"10201733","1001","56011733","15","1198","1"
"10201734","1002","56011734","15","1199","1"
"10201735","1003","56011735","15","1200","1"
"91002","0","56011735","8","1201","50"
"10201736","1001","56011736","15","1202","1"
"10201737","1002","56011737","15","1203","1"
"10201738","1003","56011738","15","1204","1"
"91002","0","56011738","8","1205","50"
"10201739","1001","56011739","15","1206","1"
"10201740","1002","56011740","15","1207","1"
"10201741","1003","56011741","15","1208","1"
"91002","0","56011741","8","1209","50"
"10201742","1001","56011742","15","1210","1"
"10201743","1002","56011743","15","1211","1"
"10201744","1003","56011744","15","1212","1"
"91002","0","56011744","8","1213","50"
"10201745","1003","56011745","15","1214","1"
"91002","0","56011745","8","1215","100"
"10201746","1001","56011746","15","1216","1"
"10201747","1002","56011747","15","1217","1"
"10201748","1003","56011748","15","1218","1"
"91002","0","56011748","8","1219","50"
"10201749","1001","56011749","15","1220","1"
"10201750","1002","56011750","15","1221","1"
"10201751","1003","56011751","15","1222","1"
"91002","0","56011751","8","1223","50"
"10201752","1003","56011752","15","1224","1"
"91002","0","56011752","8","1225","100"
"10201753","1001","56011753","15","1226","1"
"10201754","1002","56011754","15","1227","1"
"10201755","1003","56011755","15","1228","1"
"91002","0","56011755","8","1229","50"
"10201756","1001","56011756","15","1230","1"
"10201757","1002","56011757","15","1231","1"
"10201758","1003","56011758","15","1232","1"
"91002","0","56011758","8","1233","50"
"10201759","1001","56011759","15","1234","1"
"10201760","1002","56011760","15","1235","1"
"10201761","1003","56011761","15","1236","1"
"91002","0","56011761","8","1237","50"
"10201762","1001","56011762","15","1238","1"
"10201763","1002","56011763","15","1239","1"
"10201764","1003","56011764","15","1240","1"
"91002","0","56011764","8","1241","50"
"10201765","1003","56011765","15","1242","1"
"91002","0","56011765","8","1243","100"
"10201766","1001","56011766","15","1244","1"
"10201767","1002","56011767","15","1245","1"
"10201768","1003","56011768","15","1246","1"
"91002","0","56011768","8","1247","50"
"10201769","1001","56011769","15","1248","1"
"10201770","1002","56011770","15","1249","1"
"10201771","1003","56011771","15","1250","1"
"91002","0","56011771","8","1251","50"
"10201772","1001","56011772","15","1252","1"
"10201773","1002","56011773","15","1253","1"
"10201774","1003","56011774","15","1254","1"
"91002","0","56011774","8","1255","50"
"10201775","1003","56011775","15","1256","1"
"91002","0","56011775","8","1257","100"
"10201776","1001","56011776","15","1258","1"
"10201777","1002","56011777","15","1259","1"
"10201778","1003","56011778","15","1260","1"
"91002","0","56011778","8","1261","50"
"10201779","1001","56011779","15","1262","1"
"10201780","1002","56011780","15","1263","1"
"10201781","1003","56011781","15","1264","1"
"91002","0","56011781","8","1265","50"
"10201782","1001","56011782","15","1266","1"
"10201783","1002","56011783","15","1267","1"
"10201784","1003","56011784","15","1268","1"
"91002","0","56011784","8","1269","50"
"10201785","1003","56011785","15","1270","1"
"91002","0","56011785","8","1271","100"
"11601001","1001","51601001","15","1272","1"
"11601002","1002","51601002","15","1273","1"
"11601003","1003","51601003","15","1274","1"
"10201786","1001","56011786","15","1275","1"
"10201787","1002","56011787","15","1276","1"
"10201788","1003","56011788","15","1277","1"
"91002","0","56011788","8","1278","50"
"10201789","1001","56011789","15","1279","1"
"10201790","1002","56011790","15","1280","1"
"10201791","1003","56011791","15","1281","1"
"91002","0","56011791","8","1282","50"
"10201792","1003","56011792","15","1283","1"
"91002","0","56011792","8","1284","100"
"10201793","1001","56011793","15","1285","1"
"10201794","1002","56011794","15","1286","1"
"10201795","1003","56011795","15","1287","1"
"91002","0","56011795","8","1288","50"
"10201796","1001","56011796","15","1289","1"
"10201797","1002","56011797","15","1290","1"
"10201798","1003","56011798","15","1291","1"
"91002","0","56011798","8","1292","50"
"10201799","1003","56011799","15","1293","1"
"91002","0","56011799","8","1294","100"
"10201800","1001","56011800","15","1295","1"
"10201801","1002","56011801","15","1296","1"
"10201802","1003","56011802","15","1297","1"
"91002","0","56011802","8","1298","50"
"10201803","1001","56011803","15","1299","1"
"10201804","1002","56011804","15","1300","1"
"10201805","1003","56011805","15","1301","1"
"91002","0","56011805","8","1302","50"
"10201806","1003","56011806","15","1303","1"
"91002","0","56011806","8","1304","100"
"10201807","1001","56011807","15","1305","1"
"10201808","1002","56011808","15","1306","1"
"10201809","1003","56011809","15","1307","1"
"91002","0","56011809","8","1308","50"
"10201810","1001","56011810","15","1309","1"
"10201811","1002","56011811","15","1310","1"
"10201812","1003","56011812","15","1311","1"
"91002","0","56011812","8","1312","50"
"10201813","1001","56011813","15","1313","1"
"10201814","1002","56011814","15","1314","1"
"10201815","1003","56011815","15","1315","1"
"91002","0","56011815","8","1316","50"
"10201816","1001","56011816","15","1317","1"
"10201817","1002","56011817","15","1318","1"
"10201818","1003","56011818","15","1319","1"
"91002","0","56011818","8","1320","50"
"10201819","1003","56011819","15","1321","1"
"91002","0","56011819","8","1322","100"
"10201820","1001","56011820","15","1323","1"
"10201821","1002","56011821","15","1324","1"
"10201822","1003","56011822","15","1325","1"
"91002","0","56011822","8","1326","50"
"10201823","1001","56011823","15","1327","1"
"10201824","1002","56011824","15","1328","1"
"10201825","1003","56011825","15","1329","1"
"91002","0","56011825","8","1330","50"
"10201826","1001","56011826","15","1331","1"
"10201827","1002","56011827","15","1332","1"
"10201828","1003","56011828","15","1333","1"
"91002","0","56011828","8","1334","50"
"10201829","1001","56011829","15","1335","1"
"10201830","1002","56011830","15","1336","1"
"10201831","1003","56011831","15","1337","1"
"91002","0","56011831","8","1338","50"
"11701001","1001","51701001","15","1339","1"
"10201832","1001","56011832","15","1340","1"
"10201833","1002","56011833","15","1341","1"
"10201834","1003","56011834","15","1342","1"
"91002","0","56011834","8","1343","50"
"10201835","1001","56011835","15","1344","1"
"10201836","1002","56011836","15","1345","1"
"10201837","1003","56011837","15","1346","1"
"91002","0","56011837","8","1347","50"
"10201838","1003","56011838","15","1348","1"
"91002","0","56011838","8","1349","100"
"10201839","1003","56011839","15","1350","1"
"91002","0","56011839","8","1351","100"
"10201840","1003","56011840","15","1352","1"
"91002","0","56011840","8","1353","100"
"10201841","1001","56011841","15","1354","1"
"10201842","1002","56011842","15","1355","1"
"10201843","1003","56011843","15","1356","1"
"91002","0","56011843","8","1357","50"
"10201844","1001","56011844","15","1358","1"
"10201845","1002","56011845","15","1359","1"
"10201846","1003","56011846","15","1360","1"
"91002","0","56011846","8","1361","50"
"10201847","1001","56011847","15","1362","1"
"10201848","1002","56011848","15","1363","1"
"10201849","1003","56011849","15","1364","1"
"91002","0","56011849","8","1365","50"
"10201850","1001","56011850","15","1366","1"
"10201851","1002","56011851","15","1367","1"
"10201852","1003","56011852","15","1368","1"
"91002","0","56011852","8","1369","50"
"10201853","1001","56011853","15","1370","1"
"10201854","1002","56011854","15","1371","1"
"10201855","1003","56011855","15","1372","1"
"91002","0","56011855","8","1373","50"
"10201856","1001","56011856","15","1374","1"
"10201857","1002","56011857","15","1375","1"
"10201858","1003","56011858","15","1376","1"
"91002","0","56011858","8","1377","50"
"10201859","1001","56011859","15","1378","1"
"10201860","1002","56011860","15","1379","1"
"10201861","1003","56011861","15","1380","1"
"91002","0","56011861","8","1381","50"
"10201862","1003","56011862","15","1382","1"
"91002","0","56011862","8","1383","100"
"10201863","1001","56011863","15","1384","1"
"10201864","1002","56011864","15","1385","1"
"10201865","1003","56011865","15","1386","1"
"91002","0","56011865","8","1387","50"
"10201866","1001","56011866","15","1388","1"
"10201867","1002","56011867","15","1389","1"
"10201868","1003","56011868","15","1390","1"
"91002","0","56011868","8","1391","50"
"10201869","1001","56011869","15","1392","1"
"10201870","1002","56011870","15","1393","1"
"10201871","1003","56011871","15","1394","1"
"91002","0","56011871","8","1395","50"
"10201872","1001","56011872","15","1396","1"
"10201873","1002","56011873","15","1397","1"
"10201874","1003","56011874","15","1398","1"
"91002","0","56011874","8","1399","50"
"11801001","1003","51801001","15","1400","1"
"10201875","1001","56011875","15","1401","1"
"10201876","1002","56011876","15","1402","1"
"10201877","1003","56011877","15","1403","1"
"91002","0","56011877","8","1404","50"
"10201878","1001","56011878","15","1405","1"
"10201879","1002","56011879","15","1406","1"
"10201880","1003","56011880","15","1407","1"
"91002","0","56011880","8","1408","50"
"10201881","1001","56011881","15","1409","1"
"10201882","1002","56011882","15","1410","1"
"10201883","1003","56011883","15","1411","1"
"91002","0","56011883","8","1412","50"
"10201884","1001","56011884","15","1413","1"
"10201885","1002","56011885","15","1414","1"
"10201886","1003","56011886","15","1415","1"
"91002","0","56011886","8","1416","50"
"10201887","1001","56011887","15","1417","1"
"10201888","1002","56011888","15","1418","1"
"10201889","1003","56011889","15","1419","1"
"91002","0","56011889","8","1420","50"
"10201890","1001","56011890","15","1421","1"
"10201891","1002","56011891","15","1422","1"
"10201892","1003","56011892","15","1423","1"
"91002","0","56011892","8","1424","50"
"10201893","1001","56011893","15","1425","1"
"10201894","1002","56011894","15","1426","1"
"10201895","1003","56011895","15","1427","1"
"91002","0","56011895","8","1428","50"
"10201896","1001","56011896","15","1429","1"
"10201897","1002","56011897","15","1430","1"
"10201898","1003","56011898","15","1431","1"
"91002","0","56011898","8","1432","50"
"10201899","1003","56011899","15","1433","1"
"91002","0","56011899","8","1434","100"
"10201900","1003","56011900","15","1435","1"
"91002","0","56011900","8","1436","100"
"10201901","1003","56011901","15","1437","1"
"91002","0","56011901","8","1438","100"
"10201902","1001","56011902","15","1439","1"
"10201903","1002","56011903","15","1440","1"
"10201904","1003","56011904","15","1441","1"
"91002","0","56011904","8","1442","50"
"10201905","1001","56011905","15","1443","1"
"10201906","1002","56011906","15","1444","1"
"10201907","1003","56011907","15","1445","1"
"91002","0","56011907","8","1446","50"
"10201908","1001","56011908","15","1447","1"
"10201909","1002","56011909","15","1448","1"
"10201910","1003","56011910","15","1449","1"
"91002","0","56011910","8","1450","50"
"10201911","1001","56011911","15","1451","1"
"10201912","1002","56011912","15","1452","1"
"10201913","1003","56011913","15","1453","1"
"91002","0","56011913","8","1454","50"
"10201914","1001","56011914","15","1455","1"
"10201915","1002","56011915","15","1456","1"
"10201916","1003","56011916","15","1457","1"
"91002","0","56011916","8","1458","50"
"10202019","1003","56012019","15","1459","1"
"10201917","1001","56011917","15","1460","1"
"10201918","1002","56011918","15","1461","1"
"10201919","1003","56011919","15","1462","1"
"91002","0","56011919","8","1463","50"
"10201920","1001","56011920","15","1464","1"
"10201921","1002","56011921","15","1465","1"
"10201922","1003","56011922","15","1466","1"
"91002","0","56011922","8","1467","50"
"10201923","1001","56011923","15","1468","1"
"10201924","1002","56011924","15","1469","1"
"10201925","1003","56011925","15","1470","1"
"91002","0","56011925","8","1471","50"
"10201926","1001","56011926","15","1472","1"
"10201927","1002","56011927","15","1473","1"
"10201928","1003","56011928","15","1474","1"
"91002","0","56011928","8","1475","50"
"10201929","1001","56011929","15","1476","1"
"10201930","1002","56011930","15","1477","1"
"10201931","1003","56011931","15","1478","1"
"91002","0","56011931","8","1479","50"
"10201932","1001","56011932","15","1480","1"
"10201933","1002","56011933","15","1481","1"
"10201934","1003","56011934","15","1482","1"
"91002","0","56011934","8","1483","50"
"10201935","1001","56011935","15","1484","1"
"10201936","1002","56011936","15","1485","1"
"10201937","1003","56011937","15","1486","1"
"91002","0","56011937","8","1487","50"
"10201938","1001","56011938","15","1488","1"
"10201939","1002","56011939","15","1489","1"
"10201940","1003","56011940","15","1490","1"
"91002","0","56011940","8","1491","50"
"10201941","1001","56011941","15","1492","1"
"10201942","1002","56011942","15","1493","1"
"10201943","1003","56011943","15","1494","1"
"91002","0","56011943","8","1495","50"
"10201944","1001","56011944","15","1496","1"
"10201945","1002","56011945","15","1497","1"
"10201946","1003","56011946","15","1498","1"
"91002","0","56011946","8","1499","50"
"10201947","1001","56011947","15","1500","1"
"10201948","1002","56011948","15","1501","1"
"10201949","1003","56011949","15","1502","1"
"91002","0","56011949","8","1503","50"
"10201950","1001","56011950","15","1504","1"
"10201951","1002","56011951","15","1505","1"
"10201952","1003","56011952","15","1506","1"
"91002","0","56011952","8","1507","50"
"10201953","1001","56011953","15","1508","1"
"10201954","1002","56011954","15","1509","1"
"10201955","1003","56011955","15","1510","1"
"91002","0","56011955","8","1511","50"
"10201956","1003","56011956","15","1512","1"
"91002","0","56011956","8","1513","100"
"10201957","1001","56011957","15","1514","1"
"10201958","1002","56011958","15","1515","1"
"10201959","1003","56011959","15","1516","1"
"91002","0","56011959","8","1517","50"
"10201960","1001","56011960","15","1518","1"
"10201961","1002","56011961","15","1519","1"
"10201962","1003","56011962","15","1520","1"
"91002","0","56011962","8","1521","50"
"10201963","1001","56011963","15","1522","1"
"10201964","1002","56011964","15","1523","1"
"10201965","1003","56011965","15","1524","1"
"91002","0","56011965","8","1525","50"
"10201966","1001","56011966","15","1526","1"
"10201967","1002","56011967","15","1527","1"
"10201968","1003","56011968","15","1528","1"
"91002","0","56011968","8","1529","50"
"10201969","1001","56011969","15","1530","1"
"10201970","1002","56011970","15","1531","1"
"10201971","1003","56011971","15","1532","1"
"91002","0","56011971","8","1533","50"
"10201972","1001","56011972","15","1534","1"
"10201973","1002","56011973","15","1535","1"
"10201974","1003","56011974","15","1536","1"
"91002","0","56011974","8","1537","50"
"10202022","1003","56012022","15","1538","1"
"10201975","1001","56011975","15","1539","1"
"10201976","1002","56011976","15","1540","1"
"10201977","1003","56011977","15","1541","1"
"91002","0","56011977","8","1542","50"
"10201978","1001","56011978","15","1543","1"
"10201979","1002","56011979","15","1544","1"
"10201980","1003","56011980","15","1545","1"
"91002","0","56011980","8","1546","50"
"10201981","1001","56011981","15","1547","1"
"10201982","1002","56011982","15","1548","1"
"10201983","1003","56011983","15","1549","1"
"91002","0","56011983","8","1550","50"
"10201984","1001","56011984","15","1551","1"
"10201985","1002","56011985","15","1552","1"
"10201986","1003","56011986","15","1553","1"
"91002","0","56011986","8","1554","50"
"10201987","1001","56011987","15","1555","1"
"10201988","1002","56011988","15","1556","1"
"10201989","1003","56011989","15","1557","1"
"91002","0","56011989","8","1558","50"
"10201990","1001","56011990","15","1559","1"
"10201991","1002","56011991","15","1560","1"
"10201992","1003","56011992","15","1561","1"
"91002","0","56011992","8","1562","50"
"10201993","1001","56011993","15","1563","1"
"10201994","1002","56011994","15","1564","1"
"10201995","1003","56011995","15","1565","1"
