65cb17999efa9a1f178695533e20faa15b1fe9ff050ad92385730511b51ab698,76eb29eaec96a92b390023044cd245bc38eb370e4e8746f74e03c4677e7d3276,ca0ec22fcc92bbd3c742ecd2a0d1003549ec832e0d47bef87f090970021386b0,c3cbacb2b3bab88f12fa42c63a99b122626faab38d16b45366e560a068a0ef25,2026d2814347bc7831f56bc3df202a8a0206e8358ee6181138a8a52d5d4cd3d0,43b917c50798905031551eb2dd31c20927342789c804ba90443db6500e63eab9,152d9830779179e9aa8e6cada3527f568c495a57fccc325cfa8ee9e191c88973,e73ea531e730ec17ccdbe9a2b20fddbcb86c32305e4d4361d02aa25d058df69d,52f01f582189365a48eb860c0834c273e15ac3314cc99b2de3f31f3a03e8ef3e,dba0584acecef128bf358b0aa7ffabd3ce17c99789f1f71bf94f9b52a63cfca4,b3cd927e44b62fa4fa45485a0a80f8d511cdfdbe6d91304092153ed1f85fd428,c14ed960daf6c65d422ffaca561ccc5c0a00e3dbb149504bdbec5b468ccdd9a8,a3437e49b6e9cfa9e0dc591b81b1f21b8a381db6fc58850d01a15a6afd3a4237,45c950f5a0ebfd546c8b85304dfe2feb75ee1619fcbc6c30ba2eb88437742fdf,608056a6ebe0cd11731e933252a12a4971cfb750443b3a57b835020ccbc4b525,50fac44b54e50ec7792fb193d0caa48281cb9d5801ee915f7483cf0708a7997b,252a2b84be9864ce3ccf3ac440f5996b105428823b5406c41ee0889ba9f396f7,3f09611b4b1d759458fb8d73a5848d649565fe1301823b0da991f9e2eff3738d,ff05930046b6b4c9fe6b856b648759990f653e3591b79d165462d5bd0eafe47d,eef37027fe53c616ab4b0abd2368cc581f16d320b8fb700087183ca3636e08bf,413a8b956160004023121ef837ef4aa1448b08442167d0b5769dea260b81f458,7016e9e92c3ff19eb6481e94ac469a0817bfe7edfca5ee5f595c9d600e2367e4
"10420224","202","2","24","22002","完成後篇活動冒險 N-7","2026/06/13 16:00:00","9003","2","8","91002","1","20224","1","601","104","0","30","0","6114","1","0"
"10420225","202","2","25","22002","完成後篇活動冒險 H-1","2026/06/13 16:00:00","9003","2","8","91002","3","20225","1","601","104","0","60","0","6114","1","0"
"10420226","202","2","26","22002","完成後篇活動冒險 H-2","2026/06/13 16:00:00","9003","2","8","91002","3","20226","1","601","104","0","60","0","6114","1","0"
"10420301","203","2","1","90005","通過前篇Boss戰（SCENARIO）","2026/06/01 16:00:00","9019","2","8","91002","10","20301","1","601","104","94002","50","12","6115","1","750000"
"10420401","204","2","1","90005","通過後篇Boss戰（SCENARIO）","2026/06/13 16:00:00","9028","2","8","91002","10","20401","1","601","104","94002","50","12","6115","1","750000"
"10430101","301","2","1","62001","通過前篇Boss戰（SPECIAL）的MODE1","2026/06/01 16:00:00","9016","3","8","91002","200","30101","1","601","104","0","50","0","6116","1","0"
"10430201","302","2","2","62001","通過前篇Boss戰（SPECIAL）的MODE2","2026/06/01 16:00:00","9016","3","8","91002","200","30201","1","601","104","0","50","0","6116","1","0"
"10430301","303","12","3","94002","通過前篇Boss戰（SPECIAL）","2026/06/01 16:00:00","9016","3","8","91002","150000","30301","1","601","104","0","50","0","6116","1","0"
"10430401","304","0","5","0","挑戰次數5次以內通過前篇Boss戰（SPECIAL）","2026/06/01 16:00:00","9015","3","8","91002","0","30401","1","601","104","0","250","0","6116","1","0"
"10430501","305","0","1","0","通過前篇Boss戰（SPECIAL+）的MODE1","2026/06/01 16:00:00","9026","3","12","94002","0","30501","1","601","104","0","400000","0","6117","1","0"
"10430601","306","0","2","0","通過前篇Boss戰（SPECIAL+）的MODE2","2026/06/01 16:00:00","9026","3","12","94002","0","30601","1","601","104","0","500000","0","6117","1","0"
"10430701","307","12","5","94002","挑戰次數5次以內通過前篇Boss戰（SPECIAL+）","2026/06/01 16:00:00","9027","3","4","140001","1000000","30701","1","601","104","0","30","0","6117","1","0"
"10430801","308","2","1","62001","通過後篇Boss戰（SPECIAL）的MODE1","2026/06/13 16:00:00","9029","3","8","91002","200","30801","1","601","104","0","50","0","6116","1","0"
"10430901","309","2","2","62001","通過後篇Boss戰（SPECIAL）的MODE2","2026/06/13 16:00:00","9029","3","8","91002","200","30901","1","601","104","0","50","0","6116","1","0"
"10431001","310","12","3","94002","通過後篇Boss戰（SPECIAL）","2026/06/13 16:00:00","9029","3","8","91002","150000","31001","1","601","104","0","50","0","6116","1","0"
"10431101","311","0","5","0","挑戰次數5次以內通過後篇Boss戰（SPECIAL）","2026/06/13 16:00:00","9030","3","8","91002","0","31101","1","601","104","0","250","0","6116","1","0"
"10431201","312","0","1","0","通過後篇Boss戰（SPECIAL+）的MODE1","2026/06/13 16:00:00","9031","3","12","94002","0","31201","1","601","104","0","400000","0","6117","1","0"
"10431301","313","0","2","0","通過後篇Boss戰（SPECIAL+）的MODE2","2026/06/13 16:00:00","9031","3","12","94002","0","31301","1","601","104","0","500000","0","6117","1","0"
"10431401","314","12","5","94002","挑戰次數5次以內通過後篇Boss戰（SPECIAL+）","2026/06/13 16:00:00","9032","3","4","140001","1000000","31401","1","601","104","0","30","0","6117","1","0"
"10510101","101","0","0","0","完成1次活動冒險","2026/07/01 16:00:00","9004","1","2","62001","0","10101","1","601","105","0","10","0","6114","1","0"
"10520101","201","12","1","94002","閱覽活動劇情序幕","2026/07/01 16:00:00","9002","2","2","62001","100000","20101","1","601","105","0","50","0","6113","2","0"
"10520102","201","12","2","94002","閱覽活動劇情 第1話","2026/07/01 16:00:00","9002","2","2","62001","100000","20102","1","601","105","0","50","0","6113","2","0"
"10520103","201","12","3","94002","閱覽活動劇情 第2話","2026/07/01 16:00:00","9002","2","2","62001","100000","20103","1","601","105","0","50","0","6113","2","0"
"10520104","201","12","4","94002","閱覽活動劇情 第3話","2026/07/01 16:00:00","9002","2","2","62001","100000","20104","1","601","105","0","50","0","6113","2","0"
"10520105","201","12","5","94002","閱覽活動劇情 第4話","2026/07/01 16:00:00","9002","2","2","62001","100000","20105","1","601","105","0","50","0","6113","2","0"
"10520106","201","12","6","94002","閱覽活動劇情 第5話","2026/07/01 16:00:00","9002","2","2","62001","100000","20106","1","601","105","0","50","0","6113","2","0"
"10520107","201","12","7","94002","閱覽活動劇情 第6話","2026/07/01 16:00:00","9002","2","2","62001","100000","20107","1","601","105","0","50","0","6113","2","0"
"10520108","201","12","8","94002","閱覽活動劇情終幕","2026/07/01 16:00:00","9002","2","2","62001","100000","20108","1","601","105","0","50","0","6113","2","0"
"10520201","202","2","1","22002","完成活動冒險 N-1","2026/07/01 16:00:00","9003","2","8","91002","1","20201","1","601","105","0","30","0","6114","1","0"
"10520202","202","2","2","22002","完成活動冒險 N-2","2026/07/01 16:00:00","9003","2","8","91002","1","20202","1","601","105","25201","30","2","6114","1","15"
"10520203","202","2","3","22002","完成活動冒險 N-3","2026/07/01 16:00:00","9003","2","8","91002","1","20203","1","601","105","25203","30","2","6114","1","15"
"10520204","202","2","4","22002","完成活動冒險 N-4","2026/07/01 16:00:00","9003","2","8","91002","1","20204","1","601","105","25205","30","2","6114","1","15"
"10520205","202","2","5","22002","完成活動冒險 N-5","2026/07/01 16:00:00","9003","2","8","91002","1","20205","1","601","105","25201","30","2","6114","1","15"
"10520206","202","2","6","22002","完成活動冒險 N-6","2026/07/01 16:00:00","9003","2","8","91002","1","20206","1","601","105","25203","30","2","6114","1","15"
"10520207","202","2","7","22002","完成活動冒險 N-7","2026/07/01 16:00:00","9003","2","8","91002","1","20207","1","601","105","25205","30","2","6114","1","15"
"10520208","202","2","8","22002","完成活動冒險 N-8","2026/07/01 16:00:00","9003","2","8","91002","1","20208","1","601","105","25201","30","2","6114","1","20"
"10520209","202","2","9","22002","完成活動冒險 N-9","2026/07/01 16:00:00","9003","2","8","91002","1","20209","1","601","105","25203","30","2","6114","1","20"
"10520210","202","2","10","22002","完成活動冒險 N-10","2026/07/01 16:00:00","9003","2","8","91002","1","20210","1","601","105","25205","30","2","6114","1","20"
"10520211","202","2","11","22002","完成活動冒險 H-1","2026/07/01 16:00:00","9003","2","8","91002","3","20211","1","601","105","25202","60","2","6114","1","30"
"10520212","202","2","12","22002","完成活動冒險 H-2","2026/07/01 16:00:00","9003","2","8","91002","3","20212","1","601","105","25204","60","2","6114","1","20"
"10520213","202","2","13","22002","完成活動冒險 H-3","2026/07/01 16:00:00","9003","2","8","91002","3","20213","1","601","105","25206","60","2","6114","1","5"
"10520301","203","2","1","90005","通過Boss戰（SCENARIO）","2026/07/01 16:00:00","9019","2","8","91002","10","20301","1","601","105","94002","50","12","6115","1","750000"
"10530101","301","2","1","62001","通過Boss戰（SPECIAL）的MODE1","2026/07/01 16:00:00","9016","3","8","91002","200","30101","1","601","105","25201","50","2","6116","1","40"
"10530201","302","2","2","62001","通過Boss戰（SPECIAL）的MODE2","2026/07/01 16:00:00","9016","3","8","91002","200","30201","1","601","105","25203","50","2","6116","1","40"
"10530301","303","12","3","94002","通過Boss戰（SPECIAL）","2026/07/01 16:00:00","9016","3","8","91002","150000","30301","1","601","105","25205","50","2","6116","1","40"
"10530401","304","2","5","25202","挑戰次數5次以內通過Boss戰（SPECIAL）","2026/07/01 16:00:00","9015","3","8","91002","40","30401","1","601","105","0","250","0","6116","1","0"
"10530501","305","0","1","0","通過Boss戰（SPECIAL+）的MODE1","2026/07/01 16:00:00","9026","3","12","94002","0","30501","1","601","105","0","500000","0","6117","1","0"
"10530601","306","0","2","0","通過Boss戰（SPECIAL+）的MODE2","2026/07/01 16:00:00","9026","3","12","94002","0","30601","1","601","105","0","500000","0","6117","1","0"
"10530701","307","12","5","94002","挑戰次數5次以內通過Boss戰（SPECIAL+）","2026/07/01 16:00:00","9027","3","2","25206","1000000","30701","1","601","105","0","5","0","6117","1","0"
"20110101","101","0","0","0","完成1次活動冒險","2026/08/11 16:00:00","9004","1","2","62001","0","10101","1","601","201","0","10","0","7114","1","0"
"20120201","202","2","1","22002","完成前篇活動冒險 N-1","2026/08/11 16:00:00","9003","2","8","91002","1","20201","1","601","201","0","30","0","7114","1","0"
"20120202","202","2","2","22002","完成前篇活動冒險 N-2","2026/08/11 16:00:00","9003","2","8","91002","1","20202","1","601","201","0","30","0","7114","1","0"
"20120203","202","2","3","22002","完成前篇活動冒險 N-3","2026/08/11 16:00:00","9003","2","8","91002","1","20203","1","601","201","0","30","0","7114","1","0"
"20120204","202","2","4","22002","完成前篇活動冒險 N-4","2026/08/11 16:00:00","9003","2","8","91002","1","20204","1","601","201","0","30","0","7114","1","0"
"20120205","202","2","5","22002","完成前篇活動冒險 N-5","2026/08/11 16:00:00","9003","2","8","91002","1","20205","1","601","201","0","30","0","7114","1","0"
"20120206","202","2","6","22002","完成前篇活動冒險 N-6","2026/08/11 16:00:00","9003","2","8","91002","1","20206","1","601","201","0","30","0","7114","1","0"
"20120207","202","2","7","22002","完成前篇活動冒險 N-7","2026/08/11 16:00:00","9003","2","8","91002","1","20207","1","601","201","0","30","0","7114","1","0"
"20120208","202","2","8","22002","完成前篇活動冒險 N-8","2026/08/11 16:00:00","9003","2","8","91002","1","20208","1","601","201","0","30","0","7114","1","0"
"20120209","202","2","9","22002","完成前篇活動冒險 N-9","2026/08/11 16:00:00","9003","2","8","91002","1","20209","1","601","201","0","30","0","7114","1","0"
"20120210","202","2","10","22002","完成前篇活動冒險 N-10","2026/08/11 16:00:00","9003","2","8","91002","1","20210","1","601","201","0","30","0","7114","1","0"
"20120211","202","2","11","22002","完成前篇活動冒險 H-1","2026/08/11 16:00:00","9003","2","8","91002","3","20211","1","601","201","0","60","0","7114","1","0"
"20120212","202","2","12","22002","完成前篇活動冒險 H-2","2026/08/11 16:00:00","9003","2","8","91002","3","20212","1","601","201","0","60","0","7114","1","0"
"20120213","202","2","13","22002","完成前篇活動冒險 H-3","2026/08/11 16:00:00","9003","2","8","91002","3","20213","1","601","201","0","60","0","7114","1","0"
"20120214","202","2","14","22002","完成後篇活動冒險 N-1","2026/08/11 16:00:00","9003","2","8","91002","1","20214","1","601","201","0","30","0","7114","1","0"
"20120215","202","2","15","22002","完成後篇活動冒險 N-2","2026/08/11 16:00:00","9003","2","8","91002","1","20215","1","601","201","0","30","0","7114","1","0"
"20120216","202","2","16","22002","完成後篇活動冒險 N-3","2026/08/11 16:00:00","9003","2","8","91002","1","20216","1","601","201","0","30","0","7114","1","0"
"20120217","202","2","17","22002","完成後篇活動冒險 N-4","2026/08/11 16:00:00","9003","2","8","91002","1","20217","1","601","201","0","30","0","7114","1","0"
"20120218","202","2","18","22002","完成後篇活動冒險 N-5","2026/08/11 16:00:00","9003","2","8","91002","1","20218","1","601","201","0","30","0","7114","1","0"
"20120219","202","2","19","22002","完成後篇活動冒險 N-6","2026/08/11 16:00:00","9003","2","8","91002","1","20219","1","601","201","0","30","0","7114","1","0"
"20120220","202","2","20","22002","完成後篇活動冒險 N-7","2026/08/11 16:00:00","9003","2","8","91002","1","20220","1","601","201","0","30","0","7114","1","0"
"20120221","202","2","21","22002","完成後篇活動冒險 N-8","2026/08/11 16:00:00","9003","2","8","91002","1","20221","1","601","201","0","30","0","7114","1","0"
"20120222","202","2","22","22002","完成後篇活動冒險 N-9","2026/08/11 16:00:00","9003","2","8","91002","1","20222","1","601","201","0","30","0","7114","1","0"
"20120223","202","2","23","22002","完成後篇活動冒險 N-10","2026/08/11 16:00:00","9003","2","8","91002","1","20223","1","601","201","0","30","0","7114","1","0"
"20120224","202","2","24","22002","完成後篇活動冒險 H-1","2026/08/11 16:00:00","9003","2","8","91002","3","20224","1","601","201","0","60","0","7114","1","0"
"20120225","202","2","25","22002","完成後篇活動冒險 H-2","2026/08/11 16:00:00","9003","2","8","91002","3","20225","1","601","201","0","60","0","7114","1","0"
"20120226","202","2","26","22002","完成後篇活動冒險 H-3","2026/08/11 16:00:00","9003","2","8","91002","3","20226","1","601","201","0","60","0","7114","1","0"
"20120301","203","2","1","90005","通過前篇Boss戰（SCENARIO）","2026/08/11 16:00:00","9019","2","8","91002","10","20301","1","601","201","94002","50","12","7115","1","750000"
"20120401","204","2","1","90005","通過後篇Boss戰（SCENARIO）","2026/08/11 16:00:00","9028","2","8","91002","10","20401","1","601","201","94002","50","12","7115","1","750000"
"20130101","301","2","1","62001","通過前篇Boss戰（SPECIAL）的MODE1","2026/08/11 16:00:00","9016","3","8","91002","200","30101","1","601","201","25201","50","2","7116","1","20"
"20130201","302","2","2","62001","通過前篇Boss戰（SPECIAL）的MODE2","2026/08/11 16:00:00","9016","3","8","91002","200","30201","1","601","201","25203","50","2","7116","1","20"
"20130301","303","12","3","94002","通過前篇Boss戰（SPECIAL）","2026/08/11 16:00:00","9016","3","8","91002","150000","30301","1","601","201","25205","50","2","7116","1","20"
"20130401","304","2","5","25206","挑戰次數5次以內通過前篇Boss戰（SPECIAL）","2026/08/11 16:00:00","9015","3","8","91002","5","30401","1","601","201","90005","250","2","7116","1","10"
"20130801","308","2","1","62001","通過後篇Boss戰（SPECIAL）的MODE1","2026/08/11 16:00:00","9029","3","8","91002","200","30801","1","601","201","25201","50","2","7116","1","20"
"20130901","309","2","2","62001","通過後篇Boss戰（SPECIAL）的MODE2","2026/08/11 16:00:00","9029","3","8","91002","200","30901","1","601","201","25203","50","2","7116","1","20"
"20131001","310","12","3","94002","通過後篇Boss戰（SPECIAL）","2026/08/11 16:00:00","9029","3","8","91002","150000","31001","1","601","201","25205","50","2","7116","1","20"
"20131101","311","2","5","25206","挑戰次數5次以內通過後篇Boss戰（SPECIAL）","2026/08/11 16:00:00","9030","3","8","91002","5","31101","1","601","201","90005","250","2","7116","1","10"
