77764d00577c7c8e09b2291c0a891db8675d57e000433859d8f3619e7290035c,7dde82b8e470c420bb438c08b5c5644d83b7a4f17568c4a9797a6efd5ed60376,192e10665820666e1cb2cc1e7b65c6874e4e191fa5f136b7bdca06f97c5f8e67,9bb7138835ce42a596d86702f66ff05f051dea2aad6dbebdf3041506ac6af5a8,c7860c8f922e360bc1fa6265a4391b11cebf6d8525cf41c196f54746fc66156b,0078dc0613d7b61213d36a443e4a26a785cda9041bff78a14ffa4c8293b1878a,d634aba226c12dbf3827d7b0651f6f6e302a5e3d5f91ce00bb9995a0025151db,cea56815fa9b251786149731bf02d9ff1b3f776230db5eef3385c715ac6c8784,089895d3cc3d0576c4f2ddfdacff0779f4076dbc2d9c60ad7f2401ecab419a5a,023d1d12a8da0eec350ce8ac27c7bc0f2d8d0ad6b60c785be7076be85b9797ba,393f3f8468e0a9e1419695340311e1fad1f1d4c472f9f74ea8713e85febeb40a
"1","1","1007005","","","113411","svd_talk_thinking","3","","0.2","1007005076"
"","","1007005","","","3","","93","","","1007005077"
"1","1","1007005","","","113411","svd_idle_thinking","3","","0.2","1007005078"
"1","","1007005","","0","113511","6","12","","0","1007005079"
"1","","1007005","","","113511","svd_talk_normal","3","","0.2","1007005080"
"","","1007005","","","3","","93","","","1007005081"
"1","","1007005","","","113511","svd_idle_normal","3","","0.2","1007005082"
"1","","1007005","","0","113411","9","12","","0","1007005083"
"1","1","1007005","","","113411","svd_talk_memory","3","","0.2","1007005084"
"","","1007005","","","3","","93","","","1007005085"
"1","1","1007005","","","113411","svd_idle_memory","3","","0.2","1007005086"
"","","1007005","","","1007005071","","101","","","1007005087"
"1","0","1007005","","0","333","1","6","1","1","1007005088"
"","","1007005","","","113511","1","4","","","1007005089"
"1","","1007005","","","113511","svd_run","3","","0.2","1007005090"
"-300","0","1007005","","","113511","-750","2","0.8","","1007005091"
"","","1007005","","","113411","0","4","","","1007005092"
"1","","1007005","","","113411","svd_run","3","","0.2","1007005093"
"-300","0","1007005","","","113411","750","2","0.8","","1007005094"
"","","1007005","","","0.6","","93","","","1007005095"
"1","0","1007005","","0","113511","1","6","1","0.2","1007005096"
"1","0","1007005","","0","113411","1","6","1","0.2","1007005097"
"","","1007005","","","0","","91","","","1007005098"
"100","-300","1007006","svd_idle_normal","0","2","113511","5","-750","2.08","1007006001"
"100","-300","1007006","svd_idle_normal","1","1","113411","5","650","2.08","1007006002"
"0","0","1007006","svd_white_loop","0","3","333","5","0","1","1007006003"
"1","0","1007006","","0","333","1","6","1","0","1007006004"
"0","","1007006","","","113511","2","7","0","","1007006005"
"-300","0","1007006","","","113511","-750","2","0.5","","1007006006"
"1","0","1007006","","0","113411","1","6","1","0","1007006007"
"-140","0.8","1007006","","","7","17","31","-40","0","1007006008"
"0","","1007006","","","17","2","34","0","","1007006009"
"","","1007006","","","1","","93","","","1007006010"
"1","0.4","1007006","","0","333","1","6","1","0.8","1007006011"
"0","1","1007006","","0","113511","svd_idle_see_sad_pre2","3","svd_idle_see_sad2","0.2","1007006012"
"-300","0","1007006","","","113511","-600","2","1.1","","1007006013"
"","","1007006","","","1","","93","","","1007006014"
"","","1007006","","","17","1","32","","","1007006015"
"","","1007006","","","0","","91","","","1007006016"
"260","80","1007006","","","113511","240","94","0","","1007006017"
"","","1007006","","","17","0","32","","","1007006018"
"1","","1007006","","0","113511","15","12","","0","1007006019"
"1","","1007006","","","113511","svd_walk_sad2","3","","0.2","1007006020"
"2","","1007006","","","113511","0","7","0","","1007006021"
"-300","0","1007006","","","113511","-250","2","2","","1007006022"
"","","1007006","","","2","","93","","","1007006023"
"1","","1007006","","","113511","svd_idle_sad","3","","0.2","1007006024"
"","","1007006","","","0.5","","93","","","1007006025"
"","","1007006","","","0","","91","","","1007006026"
"1","","1007006","","","113511","svd_talk_sad","3","","0.2","1007006027"
"0","","1007006","","","vo_svd","vo_svd_0621","21","0","","1007006028"
"6","0","1007006","1","0","113511","竟然連一隻魚都沒釣到……\n我還真是沒用……","11","0","0","1007006029"
"","","1007006","","","0","","91","","","1007006030"
"1","","1007006","","","113511","svd_idle_sad","3","","0.2","1007006031"
"1","","1007006","","","113411","svd_walk_glad","3","","0.2","1007006032"
"-300","0","1007006","","","113411","250","2","2","","1007006033"
"1","1","1007006","","0","113411","1","6","1","0.4","1007006034"
"","","1007006","","","2","","93","","","1007006035"
"1","","1007006","","","113411","svd_idle_normal","3","","0.2","1007006036"
"","","1007006","","","0.4","","93","","","1007006037"
"1","","1007006","","","113411","svd_talk_memory","3","","0.2","1007006038"
"0","","1007006","","","vo_svd","vo_svd_0622","21","0","","1007006039"
"6","0","1007006","1","0","113411","不過，釣魚時的弟弟\n非常帥氣呢……","11","0","0","1007006040"
"","","1007006","","","0","","91","","","1007006041"
"1","","1007006","","","113411","svd_idle_memory","3","","0.2","1007006042"
"1","","1007006","","","113511","svd_talk_memory","3","","0.2","1007006043"
"0","","1007006","","","vo_svd","vo_svd_0623","21","0","","1007006044"
"6","0","1007006","1","0","113511","是啊……能被如此\n帥氣的大人釣到，\n魚也死得其所了吧……","11","0","0","1007006045"
"","","1007006","","","0","","91","","","1007006046"
"1","","1007006","","","113511","svd_idle_memory","3","","0.2","1007006047"
"1","","1007006","","","113411","svd_talk_normal","3","","0.2","1007006048"
"0","","1007006","","","vo_svd","vo_svd_0624","21","0","","1007006049"
"6","0","1007006","1","0","113411","但是，下次要由我們\n來招待弟弟！","11","0","0","1007006050"
"","","1007006","","","0","","91","","","1007006051"
"1","","1007006","","","113411","svd_idle_normal","3","","0.2","1007006052"
"1","","1007006","","","113511","svd_talk_sad","3","","0.2","1007006053"
"0","","1007006","","","vo_svd","vo_svd_0625","21","0","","1007006054"
"5","0","1007006","1","0","113511","可是釣魚比想像中的\n困難許多……\n這樣的話……","11","0","0","1007006055"
"","","1007006","","","0","","91","","","1007006056"
"1","","1007006","","","113511","svd_idle_sad","3","","0.2","1007006057"
"0","1","1007006","","0.2","113411","svd_surprise","3","svd_talk_joy2","0.2","1007006058"
"0","","1007006","","","vo_svd","vo_svd_0626","21","0","","1007006059"
"6","0","1007006","1","0","113411","……！潛水！\n潛入水中的話或許能行唷！","11","0","0","1007006060"
"","","1007006","","","0","","91","","","1007006061"
"1","","1007006","","","113411","svd_idle_joy2","3","","0.2","1007006062"
"0","1","1007006","","0.2","113511","svd_surprise","3","svd_talk_wish","0.2","1007006063"
"0","","1007006","","","vo_svd","vo_svd_0627","21","0","","1007006064"
"6","0","1007006","1","0","113511","原來如此！\n那就趕緊出發吧！\n去狩獵深海的霸主！","11","0","0","1007006065"
"","","1007006","","","3","","93","","","1007006066"
"0","1","1007006","","0.2","113511","svd_attack_standby","3","svd_attack_idle","0.2","1007006067"
"","","1007006","","","1007006065","","91","","","1007006068"
"","","1007006","","","0","","93","","","1007006069"
"0","1","1007006","","0.2","113511","svd_attack_finish","3","svd_idle_normal","0.2","1007006070"
"","","1007006","","","0.4","","93","","","1007006071"
"","","1007006","","","","","102","","","1007006072"
"","","1007006","","","1","","93","","","1007006073"
"1","","1007006","","0","113511","11","12","","0","1007006074"
"0","1","1007006","","0.2","113511","svd_cmn_think","3","svd_idle_thinking","0.2","1007006075"
"","","1007006","","","3","","93","","","1007006076"
"1","","1007006","","","113511","svd_idle_thinking","3","","0.2","1007006077"
"1","","1007006","","0","113411","4","12","","0","1007006078"
"0","1","1007006","","0.2","113411","svd_surprise","3","svd_idle_surprise1","0.2","1007006079"
"","","1007006","","","3","","93","","","1007006080"
"1","1","1007006","","","113411","svd_idle_surprise1","3","","0.2","1007006081"
"1","","1007006","","0","113511","1","12","","0","1007006082"
"1","","1007006","","","113511","svd_talk_sad","3","","0.2","1007006083"
"","","1007006","","","3","","93","","","1007006084"
"1","","1007006","","","113511","svd_idle_sad","3","","0.2","1007006085"
"1","","1007006","","0","113411","7","12","","0","1007006086"
"1","1","1007006","","","113411","svd_talk_normal","3","","0.2","1007006087"
"","","1007006","","","3","","93","","","1007006088"
"1","1","1007006","","","113411","svd_idle_normal","3","","0.2","1007006089"
"","","1007006","","","1007006074","","101","","","1007006090"
"1","0","1007006","","0","333","1","6","1","1","1007006091"
"","","1007006","","","113511","1","4","","","1007006092"
"1","","1007006","","","113511","svd_run","3","","0.2","1007006093"
"-300","0","1007006","","","113511","-750","2","0.8","","1007006094"
"","","1007006","","","113411","0","4","","","1007006095"
"1","","1007006","","","113411","svd_run","3","","0.2","1007006096"
"-300","0","1007006","","","113411","750","2","0.8","","1007006097"
"","","1007006","","","0.6","","93","","","1007006098"
"1","0","1007006","","0","113511","1","6","1","0.2","1007006099"
"1","0","1007006","","0","113411","1","6","1","0.2","1007006100"
"","","1007006","","","0","","91","","","1007006101"
"100","-560","1007007","svd_idle_normal","0","1","113511","5","-250","2.08","1007007001"
"100","-560","1007007","svd_idle_normal","1","2","113411","5","250","2.08","1007007002"
"0","0","1007007","svd_white_loop","0","3","333","5","0","1","1007007003"
"1","0","1007007","","0","333","1","6","1","0","1007007004"
"1","0","1007007","","0","113511","1","6","1","0","1007007005"
"1","0","1007007","","0","113411","1","6","1","0","1007007006"
"","","1007007","","","1","","93","","","1007007007"
"1","0.4","1007007","","0","333","1","6","1","0.8","1007007008"
"0","1","1007007","","0.2","113511","svd_jump2","3","svd_idle_normal","0.2","1007007009"
"0","1","1007007","","0.2","113411","svd_jump2","3","svd_idle_normal","0.2","1007007010"
"","","1007007","","","0.3","","93","","","1007007011"
"-300","0","1007007","","","113511","-250","2","0.75","","1007007012"
"-300","0","1007007","","","113411","250","2","0.75","","1007007013"
"1","1","1007007","","0","113511","1","6","1","0.4","1007007014"
"1","1","1007007","","0","113411","1","6","1","0.4","1007007015"
"0.2","","1007007","","0","113511","6","12","","0","1007007016"
"0.2","","1007007","","0","113411","6","12","","0","1007007017"
"","","1007007","","","1.2","","93","","","1007007018"
"","","1007007","","","0","","91","","","1007007019"
"1","","1007007","","","113411","svd_idle_normal","3","","0.2","1007007020"
"1","","1007007","","","113511","svd_talk_joy2","3","","0.2","1007007021"
"0","","1007007","","","vo_svd","vo_svd_0721","21","0","","1007007022"
"7","0","1007007","1","0","113511","看見弟弟玩得這麼開心，\n姐姐也很高興呢！","11","0","0","1007007023"
"","","1007007","","","0","","91","","","1007007024"
"1","","1007007","","","113511","svd_idle_joy2","3","","0.2","1007007025"
"1","","1007007","","","113411","svd_talk_memory","3","","0.2","1007007026"
"0","","1007007","","","vo_svd","vo_svd_0722","21","0","","1007007027"
"6","0","1007007","1","0","113411","而且，漏接大人的球，\n本來就是不可\n饒恕的行為……","11","0","0","1007007028"
"","","1007007","","","0","","91","","","1007007029"
"1","","1007007","","","113411","svd_idle_memory","3","","0.2","1007007030"
"1","","1007007","","","113511","svd_talk_joy2","3","","0.2","1007007031"
"0","","1007007","","","vo_svd","vo_svd_0723","21","0","","1007007032"
"6","0","1007007","1","0","113511","妳說的沒錯！\n無論球飛往哪裡，\n我們都會一一打回去！","11","0","0","1007007033"
"","","1007007","","","0","","91","","","1007007034"
"1","","1007007","","","113511","svd_idle_joy2","3","","0.2","1007007035"
"1","","1007007","","","113411","svd_talk_sad","3","","0.2","1007007036"
"0","","1007007","","","vo_svd","vo_svd_0724","21","0","","1007007037"
"6","0","1007007","1","0","113411","但如果把球視作\n大人送的禮物，\n就會不由自主地想收下……","11","0","0","1007007038"
"","","1007007","","","0","","91","","","1007007039"
"1","","1007007","","","113411","svd_idle_sad","3","","0.2","1007007040"
"1","","1007007","","","113511","svd_talk_anger","3","","0.2","1007007041"
"0","","1007007","","","vo_svd","vo_svd_0725","21","0","","1007007042"
"7","0","1007007","1","0","113511","不行啦！我們要戰勝誘惑，\n好好把球打回去！\n那樣才是對的……","11","0","0","1007007043"
"","","1007007","","","4.2","","93","","","1007007044"
"1","","1007007","","","113511","svd_talk_sad","3","","0.2","1007007045"
"","","1007007","","","1007007043","","91","","","1007007046"
"1","","1007007","","","113511","svd_idle_sad","3","","0.2","1007007047"
"1","","1007007","","","113411","svd_talk_sad","3","","0.2","1007007048"
"0","","1007007","","","vo_svd","vo_svd_0726","21","0","","1007007049"
"5","0","1007007","1","0","113411","沙灘排球……\n真是項殘酷的運動……","11","0","0","1007007050"
"","","1007007","","","0","","91","","","1007007051"
"1","","1007007","","","113411","svd_idle_sad","3","","0.2","1007007052"
"","","1007007","","","","","102","","","1007007053"
"","","1007007","","","1","","93","","","1007007054"
"1","","1007007","","0","113511","13","12","","0","1007007055"
"1","","1007007","","","113511","svd_talk_normal","3","","0.2","1007007056"
"","","1007007","","","3","","93","","","1007007057"
"1","","1007007","","","113511","svd_idle_normal","3","","0.2","1007007058"
"1","","1007007","","0","113411","12","12","","0","1007007059"
"1","1","1007007","","","113411","svd_talk_sad","3","","0.2","1007007060"
"","","1007007","","","3","","93","","","1007007061"
"1","1","1007007","","","113411","svd_idle_sad","3","","0.2","1007007062"
"1","","1007007","","0","113511","4","12","","0","1007007063"
"1","","1007007","","","113511","svd_talk_anger","3","","0.2","1007007064"
"","","1007007","","","3","","93","","","1007007065"
"1","","1007007","","","113511","svd_idle_wish","3","","0.2","1007007066"
"1","","1007007","","0","113411","11","12","","0","1007007067"
"1","1","1007007","","","113411","svd_talk_wish","3","","0.2","1007007068"
"","","1007007","","","3","","93","","","1007007069"
"1","1","1007007","","","113411","svd_idle_wish","3","","0.2","1007007070"
"","","1007007","","","1007007055","","101","","","1007007071"
"1","0","1007007","","0","333","1","6","1","1","1007007072"
"","","1007007","","","113511","1","4","","","1007007073"
"1","","1007007","","","113511","svd_run","3","","0.2","1007007074"
"-300","0","1007007","","","113511","-750","2","0.8","","1007007075"
"","","1007007","","","113411","0","4","","","1007007076"
"1","","1007007","","","113411","svd_run","3","","0.2","1007007077"
"-300","0","1007007","","","113411","750","2","0.8","","1007007078"
"","","1007007","","","0.6","","93","","","1007007079"
"1","0","1007007","","0","113511","1","6","1","0.2","1007007080"
"1","0","1007007","","0","113411","1","6","1","0.2","1007007081"
"","","1007007","","","0","","91","","","1007007082"
"100","-300","1007008","svd_idle_normal","0","2","113511","5","-650","2.08","1007008001"
"100","-300","1007008","svd_idle_normal","1","1","113411","5","650","2.08","1007008002"
"0","0","1007008","svd_white_loop","0","3","333","5","0","1","1007008003"
"1","0","1007008","","0","333","1","6","1","0","1007008004"
"1","0","1007008","","0","113511","1","6","1","0","1007008005"
"1","0","1007008","","0","113411","1","6","1","0","1007008006"
"","","1007008","","","1","","93","","","1007008007"
"1","0.4","1007008","","0","333","1","6","1","0.8","1007008008"
"1","","1007008","","","113511","svd_walk_sad","3","","0.2","1007008009"
"-300","0","1007008","","","113511","-250","2","2","","1007008010"
"1","1","1007008","","0","113511","1","6","1","0.4","1007008011"
"1","","1007008","","","113411","svd_walk_sad","3","","0.2","1007008012"
"-300","0","1007008","","","113411","250","2","2","","1007008013"
"1","1","1007008","","0","113411","1","6","1","0.4","1007008014"
"","","1007008","","","2","","93","","","1007008015"
"","","1007008","","","0","","91","","","1007008016"
"1","","1007008","","","113411","svd_idle_sad","3","","0.2","1007008017"
"1","","1007008","","","113511","svd_idle_sad","3","","0.2","1007008018"
"","","1007008","","","0.6","","93","","","1007008019"
"1","","1007008","","","113511","svd_talk_sad","3","","0.2","1007008020"
"0","","1007008","","","vo_svd","vo_svd_0821","21","0","","1007008021"
"6","0","1007008","1","0","113511","終於……\n要面臨結束的這天了……","11","0","0","1007008022"
"","","1007008","","","0","","91","","","1007008023"
"1","","1007008","","","113511","svd_idle_sad","3","","0.2","1007008024"
"1","","1007008","","","113411","svd_talk_sad","3","","0.2","1007008025"
"0","","1007008","","","vo_svd","vo_svd_0822","21","0","","1007008026"
"6","0","1007008","1","0","113411","心裡充斥著\n見證了弟弟的努力\n所感受到的喜悅……","11","0","0","1007008027"
"","","1007008","","","0","","91","","","1007008028"
"1","","1007008","","","113411","svd_idle_sad","3","","0.2","1007008029"
"1","","1007008","","","113511","svd_talk_sad","3","","0.2","1007008030"
"0","","1007008","","","vo_svd","vo_svd_0823","21","0","","1007008031"
"6","0","1007008","1","0","113511","與對一去不復返的\n夏日時光的不捨……","11","0","0","1007008032"
"","","1007008","","","0","","91","","","1007008033"
"1","","1007008","","","113511","svd_idle_sad","3","","0.2","1007008034"
"1","","1007008","","","113411","svd_talk_anger","3","","0.2","1007008035"
"0","","1007008","","","vo_svd","vo_svd_0824","21","0","","1007008036"
"6","0","1007008","1","0","113411","不行！惠理子！\n我們要笑著目送\n弟弟進教室！","11","0","0","1007008037"
"","","1007008","","","4","","93","","","1007008038"
"0","1","1007008","","0.2","113411","svd_talk_guts2","3","svd_idle_guts2","0.2","1007008039"
"","","1007008","","","1007008037","","91","","","1007008040"
"1","","1007008","","","113411","svd_idle_wish","3","","0.2","1007008041"
"1","","1007008","","","113511","svd_talk_thinking","3","","0.2","1007008042"
"0","","1007008","","","vo_svd","vo_svd_0825","21","0","","1007008043"
"6","0","1007008","1","0","113511","說得也是……！\n這才是為了那位大人好。","11","0","0","1007008044"
"","","1007008","","","3.5","","93","","","1007008045"
"0","1","1007008","","0.2","113511","svd_talk_guts2","3","svd_idle_guts2","0.2","1007008046"
"","","1007008","","","1007008044","","91","","","1007008047"
"1","","1007008","","","113511","svd_idle_wish","3","","0.2","1007008048"
"0","1","1007008","","0.2","113411","svd_cmn_smile1","3","svd_idle_wish","0.2","1007008049"
"0","","1007008","","","vo_svd","vo_svd_0826","21","0","","1007008050"
"7","0","1007008","1","0","113411","一路順風唷！\n弟弟！","11","0","0","1007008051"
"","","1007008","","","0","","91","","","1007008052"
"1","","1007008","","","113411","svd_idle_wish","3","","0.2","1007008053"
"1","","1007008","","","113511","svd_talk_wish2","3","","0.2","1007008054"
"0","","1007008","","","vo_svd","vo_svd_0827","21","0","","1007008055"
"7","0","1007008","1","0","113511","無論何時何地，\n我們都會守護著\n大人您……！","11","0","0","1007008056"
"","","1007008","","","3","","93","","","1007008057"
"0","1","1007008","","0.2","113511","svd_obsession2","3","svd_idle_wish2","0.2","1007008058"
"","","1007008","","","1007008056","","91","","","1007008059"
"","","1007008","","","","","102","","","1007008060"
"","","1007008","","","1","","93","","","1007008061"
"1","","1007008","","0","113411","10","12","","0","1007008062"
"1","","1007008","","","113411","svd_talk_normal","3","","0.2","1007008063"
"","","1007008","","","3","","93","","","1007008064"
"1","","1007008","","","113411","svd_idle_normal","3","","0.2","1007008065"
"1","","1007008","","0","113511","12","12","","0","1007008066"
"1","1","1007008","","","113511","svd_talk_sad","3","","0.2","1007008067"
"","","1007008","","","3","","93","","","1007008068"
"1","1","1007008","","","113511","svd_idle_sad","3","","0.2","1007008069"
"1","","1007008","","0","113411","7","12","","0","1007008070"
"0","1","1007008","","0.2","113411","svd_talk_guts2","3","svd_idle_guts2","0.2","1007008071"
"","","1007008","","","3","","93","","","1007008072"
"1","","1007008","","","113411","svd_idle_guts2","3","","0.2","1007008073"
"1","","1007008","","0","113511","7","12","","0","1007008074"
"1","1","1007008","","","113511","svd_talk_wish","3","","0.2","1007008075"
"","","1007008","","","3","","93","","","1007008076"
"1","1","1007008","","","113511","svd_idle_wish","3","","0.2","1007008077"
"","","1007008","","","1007008062","","101","","","1007008078"
"1","0","1007008","","0","333","1","6","1","1","1007008079"
"","","1007008","","","113511","1","4","","","1007008080"
"1","","1007008","","","113511","svd_run","3","","0.2","1007008081"
"-300","0","1007008","","","113511","-750","2","0.8","","1007008082"
"","","1007008","","","113411","0","4","","","1007008083"
"1","","1007008","","","113411","svd_run","3","","0.2","1007008084"
"-300","0","1007008","","","113411","750","2","0.8","","1007008085"
"","","1007008","","","0.6","","93","","","1007008086"
"1","0","1007008","","0","113511","1","6","1","0.2","1007008087"
"1","0","1007008","","0","113411","1","6","1","0.2","1007008088"
"","","1007008","","","0","","91","","","1007008089"
