72625129ea11657994e8d11f16bdbd159e8a13eae70155dd769fe8fce144438d,b2ae4d7098119bfd4e36fc3255b69bcf664711e2b01247f9ab360ca2d969f5de,3dda1c71e5be1cf544b8e382147dff300fb1d06fff6fb53748f51a55f088110a,c9ac7843f52725fed3f178053f11fbcd56ef0510f6cbe998829836c34b3d8176,57c76ea00df9b8c79acfa73d85f54c5b074350f2ee579a14256750d329d25073
"200103101","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001031","13"
"200103102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001031","11"
"200103103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001031","17"
"200103104","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001031","boss_def_lower_limit"
"200103105","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001031","boss_magic_def_lower_limit"
"200103106","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001031","9"
"200103201","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001032","13"
"200103202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001032","11"
"200103203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001032","17"
"200103204","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001032","boss_def_lower_limit"
"200103205","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001032","boss_magic_def_lower_limit"
"200103206","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001032","9"
"200103301","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001033","13"
"200103302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001033","11"
"200103303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001033","17"
"200103304","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001033","boss_def_lower_limit"
"200103305","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001033","boss_magic_def_lower_limit"
"200103306","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001033","9"
"200103401","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001034","13"
"200103402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001034","11"
"200103403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001034","17"
"200103404","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001034","boss_def_lower_limit"
"200103405","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001034","boss_magic_def_lower_limit"
"200103406","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001034","9"
"200103501","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001035","13"
"200103502","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001035","11"
"200103503","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001035","17"
"200103504","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001035","boss_def_lower_limit"
"200103505","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001035","boss_magic_def_lower_limit"
"200103506","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001035","9"
"200103601","危險領域","戰鬥中，發動「降低物理暴擊傷害」、「降低魔法暴擊傷害」、「提升魔法暴擊傷害」效果。","82001036","25"
"200103602","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001036","13"
"200103603","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001036","11"
"200103604","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001036","17"
"200103605","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001036","boss_def_lower_limit"
"200103606","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001036","boss_magic_def_lower_limit"
"200103607","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001036","9"
"200103608","降低物理暴擊傷害","戰鬥開始時，超大幅度降低全體角色的物理暴擊傷害。","82001036","22"
"200103609","降低魔法暴擊傷害","戰鬥開始時，超大幅度降低全體角色的魔法暴擊傷害。","82001036","23"
"200103610","提升魔法暴擊傷害","戰鬥開始時，超大幅度提升最遠2名角色的魔法暴擊傷害。","82001036","21"
"200103701","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001037","13"
"200103702","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001037","11"
"200103703","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001037","17"
"200103704","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001037","boss_def_lower_limit"
"200103705","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001037","boss_magic_def_lower_limit"
"200103706","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001037","9"
"200103801","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001038","13"
"200103802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001038","11"
"200103803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001038","17"
"200103804","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001038","boss_def_lower_limit"
"200103805","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001038","boss_magic_def_lower_limit"
"200103806","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001038","9"
"200103901","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001039","13"
"200103902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001039","11"
"200103903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001039","17"
"200103904","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001039","boss_def_lower_limit"
"200103905","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001039","boss_magic_def_lower_limit"
"200103906","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001039","9"
"200104001","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001040","13"
"200104002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001040","11"
"200104003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001040","17"
"200104004","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001040","boss_def_lower_limit"
"200104005","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001040","boss_magic_def_lower_limit"
"200104006","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001040","9"
"200104007","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","82001040","boss_tp_down_cut"
"200104008","降低魔法防禦力","戰鬥開始時，大幅度降低全體角色的魔法防禦力。","82001040","8"
"200104101","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001041","13"
"200104102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001041","11"
"200104103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001041","17"
"200104104","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001041","boss_def_lower_limit"
"200104105","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001041","boss_magic_def_lower_limit"
"200104106","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001041","9"
"200104201","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001042","13"
"200104202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001042","11"
"200104203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001042","17"
"200104204","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001042","boss_def_lower_limit"
"200104205","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001042","boss_magic_def_lower_limit"
"200104206","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001042","9"
"200104301","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001043","13"
"200104302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001043","11"
"200104303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001043","17"
"200104304","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001043","boss_def_lower_limit"
"200104305","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001043","boss_magic_def_lower_limit"
"200104306","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001043","9"
"200104401","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001044","13"
"200104402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001044","11"
"200104403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001044","17"
"200104404","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001044","boss_def_lower_limit"
"200104405","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001044","boss_magic_def_lower_limit"
"200104406","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001044","9"
"200104501","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001045","13"
"200104502","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001045","11"
"200104503","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001045","17"
"200104504","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001045","boss_def_lower_limit"
"200104505","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001045","boss_magic_def_lower_limit"
"200104506","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001045","9"
"200104601","危險領域","戰鬥中，發動「反擊屏障」效果。","82001046","25"
"200104602","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001046","13"
"200104603","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001046","11"
"200104604","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001046","17"
"200104605","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001046","boss_def_lower_limit"
"200104606","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001046","boss_magic_def_lower_limit"
"200104607","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001046","9"
"200104608","反擊屏障","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色20000傷害的反擊屏障。","82001046","24"
"200104701","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001047","13"
"200104702","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001047","11"
"200104703","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001047","17"
"200104704","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001047","boss_def_lower_limit"
"200104705","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001047","boss_magic_def_lower_limit"
"200104706","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001047","9"
"200104801","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001048","13"
"200104802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001048","11"
"200104803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001048","17"
"200104804","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001048","boss_def_lower_limit"
"200104805","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001048","boss_magic_def_lower_limit"
"200104806","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001048","9"
"200104901","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001049","13"
"200104902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001049","11"
"200104903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001049","17"
"200104904","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001049","boss_def_lower_limit"
"200104905","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001049","boss_magic_def_lower_limit"
"200104906","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001049","9"
"200105001","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001050","13"
"200105002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001050","11"
"200105003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001050","17"
"200105004","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001050","boss_def_lower_limit"
"200105005","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001050","boss_magic_def_lower_limit"
"200105006","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001050","9"
"200105007","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","82001050","boss_tp_down_cut"
"200105008","物理傷害降低","戰鬥開始時，所有怪物的物理傷害為減少50%的狀態。","82001050","boss_physics_cut"
"200105101","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001051","13"
"200105102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001051","11"
"200105103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001051","17"
"200105104","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001051","boss_def_lower_limit"
"200105105","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001051","boss_magic_def_lower_limit"
"200105106","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001051","9"
"200105201","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001052","13"
"200105202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001052","11"
"200105203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001052","17"
"200105204","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001052","boss_def_lower_limit"
"200105205","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001052","boss_magic_def_lower_limit"
"200105206","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001052","9"
"200105301","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001053","13"
"200105302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001053","11"
"200105303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001053","17"
"200105304","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001053","boss_def_lower_limit"
"200105305","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001053","boss_magic_def_lower_limit"
"200105306","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001053","9"
"200105401","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001054","13"
"200105402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001054","11"
"200105403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001054","17"
"200105404","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001054","boss_def_lower_limit"
"200105405","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001054","boss_magic_def_lower_limit"
"200105406","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001054","9"
"200105501","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001055","13"
"200105502","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001055","11"
"200105503","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001055","17"
"200105504","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001055","boss_def_lower_limit"
"200105505","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001055","boss_magic_def_lower_limit"
"200105506","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001055","9"
"200105601","危險領域","戰鬥中，發動「造成中毒」效果。","82001056","25"
"200105602","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001056","13"
"200105603","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001056","11"
"200105604","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001056","17"
"200105605","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001056","boss_def_lower_limit"
"200105606","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001056","boss_magic_def_lower_limit"
"200105607","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001056","9"
"200105608","賦予毒","戰鬥開始時，使全體角色中毒。","82001056","10"
"200105701","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001057","13"
"200105702","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001057","11"
"200105703","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001057","17"
"200105704","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001057","boss_def_lower_limit"
"200105705","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001057","boss_magic_def_lower_limit"
"200105706","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001057","9"
"200105801","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001058","13"
"200105802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001058","11"
"200105803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001058","17"
"200105804","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001058","boss_def_lower_limit"
"200105805","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001058","boss_magic_def_lower_limit"
"200105806","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001058","9"
"200105901","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001059","13"
"200105902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001059","11"
"200105903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001059","17"
"200105904","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001059","boss_def_lower_limit"
"200105905","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001059","boss_magic_def_lower_limit"
"200105906","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001059","9"
"200106001","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001060","13"
"200106002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001060","11"
"200106003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001060","17"
"200106004","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001060","boss_def_lower_limit"
"200106005","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001060","boss_magic_def_lower_limit"
"200106006","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001060","9"
"200106007","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","82001060","boss_tp_down_cut"
"200106008","TP恢復","戰鬥開始時，特大幅度恢復所有怪物的TP。","82001060","energy_recover"
"200106101","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001061","13"
"200106102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001061","11"
"200106103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001061","17"
"200106104","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001061","boss_def_lower_limit"
"200106105","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001061","boss_magic_def_lower_limit"
"200106106","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001061","9"
"200106201","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001062","13"
"200106202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001062","11"
"200106203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001062","17"
