c8144ae0641f3719f121cb421ead3ecc5e0a993685df1abfea9e6b9cbdbc2ba1,5103cb1de4b2cfad5489d8c9f1b133f3f8add1dfdf0a79b7361d15132257432f,a79400b98ce43ef73247a1a1f19695c8d2341f6e1de0ede5130fc301af34330b,67bac522b252991b122585b6f7526792a730dae2a28ea4fea37f5377c4937856,673ff79f296c5c2b99affbf50f7b5900b39e7f664a4558f52bd409dafcb55893,01476d909d2f072b869189232a03f3e3847c92f909061db4b7498cb4508f38c0,faf1b0ba6e30b3ba12e50217e668610948a2e6ab9a2a6a7513934988862cd9b3,6dce1b015e2f86c8e33c3e20b403cd69dd80682b867e86faf277f53d40487bf5,c6beac2df0c029d5e37e0c15af005bdcc1202e5d1afd0bf35df7111f226a5d5b,17c63fb48efc95bb193d5020d2af545ff7c88a45bceb8da8031570ac80885479,a142e31b8f938612026fac4e181329e698eefbe77783d991aa87261d0a788961,1e552ecda4e1fae28d30495174be866adf4759439c5dc243dbe873460be74446,6b825142989b2db306caa0ea6906181bba1dc939a9283cf2dd2c2d077027fe22,851c491dc798372511338137f69f0ce3a72a751ad7f69a0ef899232b73df6e1e,699187d537fabcadffc6b2b4efe822335534c6c2cc40856a422bc5664efed5b1,5410a727a908e484e6671b690b3e8d0ec2e9e5da7e1f072d9d39410d5e756cd9,24d2df120a8f3da5ef1d82df99b58bc339a1bad23a00992d428ab3195a0c23bb,e0a8eb6a7660ad6d976b87700a5d932c768961096e57f1ebf1d1b9d63f80bd75,8fddbdedcdefe312b1d6329856f3a4a36adc2b2f0388a8ce6702b26756190e26,013e61ffb39de601fd6bc1c4d5cdd5ea94dd3b81505a6002f34402a058b703bd
"101","這個的名稱是什麼？","2","2","2197","110","Hansel and Gretel","3","3","3","0","115","Hanse","Hansel and Gretel","72","2","3","97","2","知名童話。講述年幼的兄妹運用智慧逃離危機的故事，這對兄妹的名字為？(請以英文作答)"
"35441","這個的名稱是什麼？","2","6","2198","29983","一千零一夜、格林童話、安徒生童話","6","6","6","0","31461","安徒生童話","一千零一夜、格林童話、安徒生童話","23433","1","6","24466","2","被列為「世界童話三大寶庫」的為："
"20160","這個的名稱是什麼？","2","6","2200","20285","","6","6","6","0","32654","吉爾伽美什","吉爾伽美什","21513","3","6","29246","2","世界第一部史詩。"
"35211","這個的名稱是什麼？","2","6","2201","33287","","6","6","6","0","20559","傲慢與偏見","傲慢與偏見","20658","2","6","24930","2","經典小說之一。講述男女主角因對彼此的第一印象有偏見，導致互相看不順眼，最後漸漸了解彼此才愛上對方。"
"101","這個的名稱是什麼？","2","3","2202","112","Triple","3","3","3","0","108","riple","Triple","114","1","3","105","2","Single、Double，然後下一個是什麼？"
"23665","這個的名稱是什麼？","2","6","2203","24085","","6","6","6","0","26031","奧林帕斯山","奧林帕斯山","22887","1","6","26519","2","希臘神話中的宙斯是住在？"
"35441","這句諺語是什麼？","2","6","2204","35498","","6","6","6","0","30333","空口說白話","空口說白話","31354","2","6","21475","2","比喻光說不做而沒有實際行動的表現。"
"21147","這個的名稱是什麼？","2","6","2205","39438","公主騎士之力","6","6","6","0","22763","公主騎士力","公主騎士之力","20844","1","6","20027","1","在「似似花」個人劇情裡，她教導主角心想著希望能成為某人的力量然後傳達出去。此力量稱為？"
"28304","空格裡該填入的是？","2","6","2206","21205","魔法裝置的動力源","6","6","6","0","21147","裝置動力源","魔法裝置的動力源","35037","1","6","32622","1","在主線劇情裡，似似花被抓去王宮當作魔法□□的□□□。"
"28122","這個的名稱是什麼？","2","6","2211","20351","","6","6","6","2211","20043","大天使之淚","大天使之淚","22823","3","6","22825","1","能在「Happy‧Change‧Angels」活動中獲得的道具。"
"31179","空格裡該填入的是？","2","6","2214","26202","","6","6","6","0","20358","天氣晚來秋","天氣晚來秋","22825","2","6","27683","2","唐詩的五言律詩之一。王維的「山居秋暝」裡其中一句為「空山新雨後，□□□□□。」"
"40657","空格裡該填入的是？","2","6","2216","32933","","6","6","6","0","30332","灰化肥發黑","灰化肥發黑","28784","3","6","21270","2","著名繞口令之一。「黑化肥發灰，□□□□□。」"
"29275","空格裡該填入的是？","2","6","2217","20845","","6","6","6","0","38957","六十六頭牛","六十六頭牛","20845","1","6","21313","2","著名繞口令之一。「六十六歲的陸老頭，蓋了六十六間樓，買了六十六簍油，養了□□□□□。」"
"33457","空格裡該填入的是？","2","6","2224","40179","","6","6","6","0","20976","紅粉鳳凰花","紅粉鳳凰花","32005","2","6","31881","2","著名繞口令之一。「紅鳳凰，粉鳳凰，□□□□□鳳凰。」"
"35211","這句諺語是什麼？","2","6","2227","32317","醜媳婦總得見公婆","6","6","6","0","24471","媳婦總得見","醜媳婦總得見公婆","23219","3","6","23142","2","比喻藏不住，總要露相。"
"97","這個的名稱是什麼？","2","3","2228","101","et cetera","3","3","3","0","114","etera","et cetera","101","3","3","116","2","「etc.」未經省略的全稱是？"
"38538","這個的名稱是什麼？","2","6","2229","33258","","6","6","6","0","34907","哞哞自衛隊","哞哞自衛隊","21726","1","6","21726","1","與【王宮騎士團】總是相互對立的公會。"
"21862","這個的名稱是什麼？","2","6","2230","24471","超不得了啦！","6","6","6","2230","20102","超不得了啦","超不得了啦！","36229","2","6","19981","1","凱留的口頭禪之一。意思有好有壞，大多是在發生不妙的事情時說。"
"38498","這個的名稱是什麼？","2","6","2231","32946","","6","6","6","0","24188","咲戀育幼院","咲戀育幼院","21682","1","6","25088","1","由前【王宮騎士團】副團長咲戀所統籌與經營的公會。"
"69","這個的名稱是什麼？","2","2","2232","80","","2","2","2","0","76","APPLE","APPLE","65","1","2","80","2","「蘋果」的英文。"
"39131","空格裡該填入的是？","2","6","2233","26371","","6","6","6","0","33457","發灰會花飛","發灰會花飛","30332","3","6","28784","2","著名繞口令之一。「黑化肥揮發□□□□□；灰化肥揮發發黑會飛花」"
"30828","這句諺語是什麼？","2","6","2234","19981","","6","6","6","0","21507","吃軟不吃硬","吃軟不吃硬","21507","1","6","36575","2","比喻對態度強硬者，從不屈從。對好言好語者，容易聽從。"
"34892","這句諺語是什麼？","2","6","2235","32780","","6","6","6","0","24460","三思而後行","三思而後行","19977","1","6","24605","2","比喻再三思考後才行動。"
"24515","這句諺語是什麼？","2","6","2236","35211","","6","6","6","0","20154","日久見人心","日久見人心","26085","1","6","20037","2","比喻相處久了，便能看的出來一個人的行為是如何。"
"36938","這個的名稱是什麼？","2","6","2237","32114","愛麗絲夢遊仙境","6","6","6","0","22818","愛麗絲夢遊","愛麗絲夢遊仙境","24859","1","6","40599","2","經典的兒童文學作品之一。描述主角追著一隻兔子一起跳入樹洞後展開奇幻冒險。"
"27138","這個的名稱是什麼？","2","6","2238","32773","","6","6","6","0","24120","知足者常樂","知足者常樂","30693","1","6","36275","2","比喻為人知道滿足，不做過分的要求，心情自然常保愉快。"
"69","這個的唸法是什麼？","2","2","2240","67","TICKET","2","2","2","0","75","TICKE","TICKET","84","1","2","73","2","「票券」的英文。"
"22812","這個的名稱是什麼？","2","6","2241","38646","","6","6","6","0","19968","一千零一夜","一千零一夜","19968","2","6","21315","2","一本童話的故事集。「阿拉丁與神燈」也收錄於其中。"
"23376","這個的名稱是什麼？","2","6","2242","25289","潘朵拉的盒子","6","6","6","0","30418","潘朵拉盒子","潘朵拉的盒子","28504","1","6","26421","2","在神話中登場，裝滿所有災厄的箱子。在現代則是「不可碰觸之物」的代名詞。"
"22763","這個的名稱是什麼？","2","6","2243","29983","各位先生與女士","6","6","6","0","33287","各位生與士","各位先生與女士","21508","1","6","20301","2","在表演等活動開始前，作為問候，主持人慣例會講的台詞。"
"121","這個的名稱是什麼？","2","2","2244","114","Merry christmas","3","3","3","0","114","Merry","Merry christmas","77","1","3","101","2","在聖誕節時，會對他人說的祝福話。(請用英文作答)"
"121","這個的名稱是什麼？","2","2","2245","97","Ready steady go！","3","3","3","0","100","Ready","Ready steady go！","82","2","3","101","2","「各就各位，預備，跑！」與此意思相近的英文台詞。"
"27155","空格裡該填入的是？","2","6","2246","23731","","6","6","6","0","38525","今上岳陽樓","今上岳陽樓","20170","3","6","19978","2","唐詩的五言律詩之一。杜甫的「登岳陽樓」裡其中一句為「昔聞洞庭水，□□□□□。」"
"19971","這個的唸法是什麼？","2","6","2247","20844","白雪公主與七個小矮人","6","6","6","0","20027","白雪公主七","白雪公主與七個小矮人","30333","1","6","38634","2","經典童話之一。描述公主的母后因為忌妒公主的美麗，而製作毒蘋果讓公主吃下。"
"24163","這個的名稱是什麼？","2","1","2248","48","1200盧幣","1","1","6","2248","48","1200幣","1200盧幣","49","2","1","50","1","在「鈴奈」的個人劇情裡，請主角幫忙計算的盧幣是多少？"
"29128","這個的名稱是什麼？","2","6","2249","19969","","6","6","6","0","31070","阿拉丁神燈","阿拉丁神燈","38463","1","6","25289","2","經典童話之一。故事中有一盞神燈，只要搓一搓神燈便能出現精靈來達成三個願望。"
"34399","這個的名稱是什麼？","2","6","2250","21034","冒號、分號、刪節號","6","6","6","0","31680","冒分刪節號","冒號、分號、刪節號","20882","1","6","20998","2","請問這三個讀法為：「：」「；」「……」"
"114","這個的名稱是什麼？","2","2","2251","103","Roger that","3","3","3","0","101","Roger","Roger that","82","3","3","111","2","以無線電交談時的規則。對方問「You copy?」的時候要回答什麼？(請用英文作答)"
"111","這個的名稱是什麼？","2","2","2252","108","","3","3","3","0","99","Wilco","Wilco","87","3","3","105","2","軍用術語。「Will comply」代表將會遵循指示進行，其縮寫為？"
"34389","空格裡該填入的是？","2","6","2253","27700","","6","6","6","0","31406","行到水窮處","行到水窮處","34892","2","6","21040","2","唐詩的五言律詩之一。王維的「終南別業」裡其中一句為「□□□□□，坐看雲起時。」"
"23376","這個的名稱是什麼？","2","6","2254","30340","讓心愛的孩子出去外面磨練","6","6","6","0","23401","心愛的孩子","讓心愛的孩子出去外面磨練","24515","1","6","24859","2","表達「不過度保護，讓孩子在世上經歷各式各樣的事才是為他們好」的諺語。"
"38291","空格裡該填入的是？","2","6","2255","24425","","6","6","6","0","38642","白帝彩雲間","白帝彩雲間","30333","2","6","24093","2","唐詩的七言絕句之一。李白的「下江陵」裡其中一句為「朝辭□□□□□，千里江陵一日還。」"
"108","這個的名稱是什麼？","2","3","2256","116","精神⇒Mental　身體⇒Physical","3","3","3","0","97","ental","精神⇒Mental　身體⇒Physical","101","3","3","110","2",""
"20497","這個的名稱是什麼？","2","6","2257","26159","","6","6","6","0","25105","我們是我們","別人是別人，我們是我們","25105","2","6","20497","2","「不應拿自己和別人比較並感到嫉妒」一語。常會被拿來對鬧脾氣的孩子說。"
"22744","空格裡該填入的是？","2","6","2258","22312","","6","6","6","0","20108","什麼在二壘","什麼在二壘","20160","2","6","40636","2","有名的相聲段子。「誰在一壘，□□□□□，三壘我不知道。」"
"19981","這句諺語是什麼？","2","6","2259","26874","不見棺材不落淚","6","6","6","0","26448","不見棺材不","不見棺材不落淚","19981","2","6","35211","2","比喻不到徹底失敗的時候不肯罷休"
"35211","這個的名稱是什麼？","2","6","2260","22914","百聞不如一見","6","6","6","0","19968","聞不如一見","百聞不如一見","32862","2","6","19981","2","表示多聽不如親眼看見的可靠。"
"26684","這個的名稱是什麼？","2","6","2261","26411","","6","6","6","0","39080","世紀末風格","世紀末風格","19990","2","6","32000","2","虛構作品中很受歡迎的類別。描述遙遠的未來中荒無又無秩序的世界。是甚麼樣的風格？"
"29983","這個的名稱是什麼？","2","6","2262","30028","異世界轉生風格","6","6","6","0","36681","異世界轉生","異世界轉生風格","30064","2","6","19990","2","近年在虛構作品中很受歡迎的類別。會以主角從現代社會被帶往異世界為開端。"
"115","這個的名稱是什麼？","2","3","2263","101","Cheers","3","3","3","0","114","heers","Cheers","104","1","3","101","2","外國人乾杯都會說的話。"
"31359","空格裡該填入的是？","2","6","2264","30475","","6","6","6","0","19981","他人看不穿","他人看不穿","20182","2","6","20154","2","港片「唐伯虎點秋香」中，有句經典台詞為「世人笑我太瘋癲，我笑□□□□□。」"
"30340","空格裡該填入的是？","2","6","2265","21361","","6","6","6","0","38570","是很危險的","是很危險的","26159","2","6","24456","2","港片「少林足球」中，有句經典台詞為「你快點回火星吧，地球□□□□□。」"
"23506","空格裡該填入的是？","2","6","2266","35041","","6","6","6","0","30332","你心裡發寒","你心裡發寒","20320","2","6","24515","2","港片「賭神」中，有句經典台詞為「他好像永遠對著你笑，笑得□□□□□。」"
"25105","空格裡該填入的是？","2","6","2267","19968","","6","6","6","0","20491","殺了一個我","殺了一個我","27578","2","6","20102","2","港片「功夫」中，有句經典台詞為「我不怕，就算□□□□□，還有千千萬萬個我。」"
"27861","這是什麼？","2","6","2268","30340","","6","6","6","2268","39764","戀愛的魔法","戀愛的魔法","25088","3","6","24859","1",""
"27861","這是什麼？","2","6","2269","30028","異世界的魔法","6","6","6","2269","39764","異世界魔法","異世界的魔法","30064","3","6","19990","1",""
"23020","這是什麼？","2","6","2270","20043","","6","6","6","2270","20901","疾風之冥姬","疾風之冥姬","30142","1","6","39080","1",""
"26381","這是什麼？","2","6","2271","20358","","6","6","6","2271","24449","由我來征服","由我來征服","30001","3","6","25105","1",""
"20102","這是什麼？","2","6","2272","20621","","6","6","6","2272","26202","已經傍晚了","已經傍晚了","24050","3","6","32147","1",""
"20497","這是什麼？","2","6","2273","22750","","6","6","6","2273","34507","揍扁壞蛋們","揍扁壞蛋們","25549","3","6","25153","1",""
"22411","這個的名稱是什麼？","2","6","2274","36852","時間迴圈類型","6","6","6","0","22280","時間迴圈型","時間迴圈類型","26178","2","6","38291","2","虛構作品中頗受歡迎的類別。故事主軸是處於相同時間不停重複的世界中，查明其真相。"
"23068","這是什麼？","2","6","2275","33922","","6","6","6","2275","20126","尤絲蒂亞娜","尤絲蒂亞娜","23588","1","6","32114","1",""
"26399","空格裡該填入的是？","2","6","2276","26410","","6","6","6","0","26377","歸期未有期","歸期未有期","27512","2","6","26399","2","唐詩的七言絕句之一。李商隱的「夜雨寄北」裡其中一句為「君問□□□□□，巴山夜語漲秋池。」"
"22899","這個活動名稱的「？」裡填入的是？","2","6","2277","30340","","6","6","6","2277","23569","飛舞的少女","飛舞的少女","39131","1","6","33310","1",""
"22812","這個活動名稱的「？」裡填入的是？","2","6","2278","31680","","6","6","6","2278","20043","萬聖節之夜","萬聖節之夜","33836","1","6","32854","1",""
"33775","這個角色是誰？","2","6","2279","32654","禊、美美、鏡華","6","6","6","2279","37857","禊美美鏡華","禊、美美、鏡華","31114","2","6","32654","1","身處此活動中心\n地位的三位角色"
"26654","這個角色是誰？","2","6","2280","21345","莫妮卡、智、栞、霞","6","6","6","2280","26234","莫妮卡智栞","莫妮卡、智、栞、霞","33707","2","6","22958","1","身處此活動中心地位的\n四位角色。"
"33457","這個角色是誰？","2","6","2281","32210","靜流、伊緒、空花","6","6","6","2281","31354","流伊緒空花","靜流、伊緒、空花","27969","2","6","20234","1","身處此活動中心地位的\n三位角色。"
"26792","這是什麼？","2","6","2282","22812","帆稀、嘉夜、祈梨","6","6","6","2282","31048","稀嘉夜祈梨","帆稀、嘉夜、祈梨","31232","2","6","22025","1","身處此活動中心地位的\n三位角色。"
"22296","這是什麼？","2","6","2283","39438","","6","6","6","2283","22763","王宮騎士團","王宮騎士團","29579","2","6","23470","1","身處此活動中心地位的\n公會名稱。"
"21315","這是什麼？","2","6","2284","32993","綾音、胡桃、千歌","6","6","6","2284","26691","綾音胡桃千","綾音、胡桃、千歌","32190","2","6","38899","1","身處此活動中心地位的\n三位角色。"
"22296","這個的名稱是什麼？","2","6","2285","21033","","6","6","6","2285","36001","墨丘利財團","墨丘利財團","22696","1","6","19992","1","身處此活動中心地位的\n公會名稱。"
"29802","這個的名稱是什麼？","2","6","2286","30340","","6","6","6","2286","33673","可愛的莉瑪","可愛的莉瑪","21487","3","6","24859","1",""
"25165","這個的名稱是什麼？","2","6","2287","30340","騎著白馬的天才棋士","6","6","6","2287","22825","白馬的天才","騎著白馬的天才棋士","30333","3","6","39340","1","在初次見面時，「碧」太過緊張而亂說出口的謎之話語。"
"30707","這個的名稱是什麼？","2","6","2288","22577","我要按響警報魔石囉！","6","6","6","2019","39764","響警報魔石","我要按響警報魔石囉！","38911","3","6","35686","1","在初次見面時，保持警戒的「鏡華」所說的話。"
"21451","這個的名稱是什麼？","2","6","2289","32773","也成近視者至友","6","6","6","2289","33267","近視者至友","也成近視者至友","36817","3","6","35222","1","教給「胡桃」的咒語，該咒語能夠消除緊張。"
"31455","這個的名稱是什麼？","2","6","2290","32773","有志者事竟成也","6","6","6","0","20107","有志者事竟","有志者事竟成也","26377","3","6","24535","1","交給「胡桃」的咒語：「也成近視者至友」，實際上是從哪一句話變成的？"
"35352","這個的名稱是什麼？","2","6","2291","21319","臨時升降記號","6","6","6","0","38477","臨時升降記","臨時升降記號","33256","3","6","26178","2","在整首曲子中加入額外的升降號，這些升降號稱為？"
"79","這個的名稱是什麼？","2","2","2292","77","","2","2","2","0","80","TEMPO","TEMPO","84","1","2","69","2","「節奏」的英文。"
"39770","這句諺語是什麼？","2","6","2293","37347","放長線釣大魚","6","6","6","0","22823","長線釣大魚","放長線釣大魚","38263","2","6","32218","2","比喻做事會以長遠來打算，雖然不會立即成效，但未來能獲得更大的好處。"
"84","這個的名稱是什麼？","2","2","2294","78","MAGNET","2","2","2","0","69","AGNET","MAGNET","65","2","2","71","2","「磁鐵」的英文。"
"33137","這個的名稱是什麼？","2","6","2295","37324","","6","6","6","0","26031","阿基里斯腱","阿基里斯腱","38463","1","6","22522","2","全身最大的肌腱，位於小腿肌肉至腳跟處。"
"29983","這個的名稱是什麼？","2","6","2296","21516","","6","6","6","0","26681","本是同根生","本是同根生","26412","1","6","26159","2","曹植的「七步詩」：「□□□□□，相煎何太急。」"
"73","這個的名稱是什麼？","2","2","2297","83","HOSPITAL","2","2","2","0","80","HOSPI","HOSPITAL","72","1","2","79","2","「醫院」的英文。"
"78","這個的名稱是什麼？","2","2","2298","65","","2","2","2","0","73","AGAIN","AGAIN","65","1","2","71","2","「再一次」的英文。"
"69","這個的名稱是什麼？","2","2","2299","82","","2","2","2","0","69","AGREE","AGREE","65","1","2","71","2","「同意」的英文。"
"82","這個的唸法是什麼？","2","2","2300","80","AIRPORT","2","2","2","0","79","IRPOR","AIRPORT","73","1","2","82","2","「機場」的英文。"
"84","這個的唸法是什麼？","2","2","2301","79","ALMOST","2","2","2","0","83","LMOST","ALMOST","76","1","2","77","2","「幾乎」的英文。"
"83","這個的唸法是什麼？","2","2","2302","65","ALWAYS","2","2","2","0","89","LWAYS","ALWAYS","76","1","2","87","2","「總是、經常」的英文。"
"89","這個的唸法是什麼？","2","2","2303","71","開心=HAPPY  生氣=ANGRY","2","2","2","0","82","ANGRY","開心=HAPPY  生氣=ANGRY","65","1","2","78","2",""
"65","這個的唸法是什麼？","2","2","2304","65","BANANA","2","2","2","0","78","ANANA","BANANA","65","1","2","78","2","「香蕉」的英文。"
"76","這個的唸法是什麼？","2","2","2305","84","BOTTLE","2","2","2","0","84","BOTTL","BOTTLE","66","1","2","79","2","「瓶子」的英文。"
"69","這個的唸法是什麼？","2","2","2306","85","","2","2","2","0","83","HOUSE","HOUSE","72","1","2","79","2","「房子」的英文。"
"78","這個的唸法是什麼？","2","2","2307","77","","2","2","2","0","79","LEMON","LEMON","76","1","2","69","2","「檸檬」的英文。"
"72","這個的唸法是什麼？","2","2","2308","78","","2","2","2","0","67","LUNCH","LUNCH","76","1","2","85","2","「午餐」的英文。"
"72","這個的唸法是什麼？","2","2","2309","82","","2","2","2","0","67","MARCH","MARCH","77","1","2","65","2","「三月」的英文。"
"82","這個的唸法是什麼？","2","2","2310","67","CONCERT","2","2","2","0","69","ONCER","CONCERT","79","2","2","78","2","「演唱會」的英文。"
"67","這個的唸法是什麼？","2","2","2311","83","","2","2","2","0","73","MUSIC","MUSIC","77","1","2","85","2","「音樂」的英文。"
"69","這個的唸法是什麼？","2","2","2312","78","","2","2","2","0","67","DANCE","DANCE","68","1","2","65","2","「跳舞」的英文。"
"82","這個的唸法是什麼？","2","2","2313","86","","2","2","2","0","69","NEVER","NEVER","78","2","2","69","2","「從未、永不」的英文。"
"73","這個的唸法是什麼？","2","2","2314","78","PENCIL","2","2","2","0","67","PENCI","PENCIL","80","1","2","69","2","「鉛筆」的英文。"
"84","這個的唸法是什麼？","2","2","2315","73","","2","2","2","0","82","SKIRT","SKIRT","83","1","2","75","2","「裙子」的英文。"
"71","這個的唸法是什麼？","2","2","2316","85","","2","2","2","0","78","YOUNG","YOUNG","89","2","2","79","2","「年輕的」的英文。"
"34880","這個的名稱是什麼？","3","6","3001","26364","沙羅曼達之血","6","6","6","0","36948","沙羅曼達血","沙羅曼達之血","27801","1","6","32645","1","此為居住於火山的魔物「沙羅曼達」的血液，有著很高的融解能力。"
"22296","這個的唸法是什麼？","3","6","3002","26263","熾炎戰鬼煉獄血盟暗黑團＝The‧Order‧Of‧Gehenna‧Immortals","6","6","6","3002","40657","血盟暗黑團","熾炎戰鬼煉獄血盟暗黑團\n＝The‧Order‧Of‧Gehenna‧Immortals","34880","2","6","30431","1","「修特帕魯」前世所隸屬的暗黑騎士團。"
"26989","這個的名稱是什麼？","3","6","3003","32026","","6","6","6","0","29986","第一級產業","第一級產業","31532","2","6","19968","2","農業、林業這類生產原料或食材的產業。"
"26989","這個的名稱是什麼？","3","6","3005","32026","","6","6","6","0","29986","第二級產業","第二級產業","31532","2","6","20108","2","工業這類擔任原料加工的產業。"
"26989","這個的名稱是什麼？","3","6","3006","32026","","6","6","6","0","29986","第三級產業","第三級產業","31532","2","6","19977","2","擔任物流、分銷、中介等工作的產業，又稱為服務業。"
"26028","這個的名稱是什麼？","3","6","3007","35010","深淵悠久=翠翔裂空斬（Eternal Abyss=Divider）","6","6","6","0","31354","翠翔裂空斬","深淵悠久=翠翔裂空斬（Eternal Abyss=Divider）","32736","3","6","32724","2","揮舞寄宿在劍上的魔力，將其釋放的魔法。"
"21147","這個的名稱是什麼？","3","6","3008","21046","五分制視力表","6","6","6","0","35222","五分制視力","五分制視力表","20116","3","6","20998","2","關於視力表，數值在4.0-5.3之間稱為？"
"34920","這個的名稱是什麼？","3","6","3009","35222","國際通用視力表","6","6","6","0","21147","通用視力表","國際通用視力表","36890","3","6","29992","2","關於視力表，數值在0.1-2.0之間稱為？"
"29289","這個的名稱是什麼？","3","6","3010","39131","不明飛行物體","6","6","6","0","34892","不明飛行物","不明飛行物體","19981","1","6","26126","2","「UFO（Unidentified Flying Object）」的中文。"
"22280","這個的名稱是什麼？","3","6","3011","33678","","6","6","6","0","30333","伊麗莎白圈","伊麗莎白圈","20234","2","6","40599","2","貓狗在受傷時用以防止牠們舔舐自己的項圈。"
"26371","這個的名稱是什麼？","3","6","3012","20234","","6","6","6","0","21830","惡德伊商會","惡德伊商會","24801","3","6","24503","1","在蘭德索爾活動的邪惡商會。商會的名字同樣也是會長的名字。"
"29289","這個問題的答案是？","3","6","3016","21205","冥想、養育動植物","6","6","6","0","26893","養育動植物","冥想、養育動植物","39178","2","6","32946","1","【美食殿堂】中的「可可蘿」的興趣是什麼？"
"32781","這個問題的答案是？","3","6","3020","21674","","6","6","6","0","29609","和貓咪玩耍","和貓咪玩耍","21644","2","6","35987","1","【美食殿堂】中的「凱留」的興趣是什麼？"
"35199","這個問題的答案是？","3","6","3026","30340","蒐集可愛的東西","6","6","6","0","26481","可愛的東西","蒐集可愛的東西","21487","2","6","24859","1","【小小甜心】中的「美美」的興趣是什麼？"
"36215","這個問題的答案是？","3","6","3029","22969","和妹妹一起玩","6","6","6","0","19968","和妹妹一起","和妹妹一起玩","21644","2","6","22969","1","【森林守衛】中的「初音」的興趣，除了午睡、早睡、回籠覺之外，另一個是什麼？"
"27861","這個的名稱是什麼？","3","6","3050","20132","","6","6","6","0","36890","道路交通法","道路交通法","36947","2","6","36335","2","為防止道路的危險與障礙、實現安全且順暢的交通環境而制定的法律。"
"27861","這個的名稱是什麼？","3","6","3051","22522","","6","6","6","0","28310","勞動基準法","勞動基準法","21214","2","6","21205","2","為保護勞動者而針對契約和報酬等方面訂定最低基準的法律。"
"27861","這個的名稱是什麼？","3","6","3053","31119","","6","6","6","0","21033","兒童福利法","兒童福利法","20818","2","6","31461","2","為實現所有兒童的福祉而制定必要之兒童援助的法律。"
"27861","這個的名稱是什麼？","3","6","3054","22522","","6","6","6","0","28310","建築基準法","建築基準法","24314","2","6","31689","2","針對建築物的設備及構造等項目制定必須達到之最低基準的法律。"
"108","這個謎語的答案是？","3","3","3063","111","A-people","3","3","3","0","112","peopl","A-people","112","3","3","101","2","腦筋急轉彎：「阿匹婆的英文名字？」"
"28092","這個謎語的答案是？","3","6","3064","33258","","6","6","6","0","28982","心靜自然涼","心靜自然涼","24515","3","6","38748","2","冷笑話：「人死後為什麼變得冰涼？」"
"31471","這個的名稱是什麼？","3","6","3065","23610","","6","6","6","0","39592","肘部尺骨端","肘部尺骨端","32920","3","6","37096","2","一般人對撞到手肘時會麻痺的那個部位的稱呼。"
"20687","這個問題的答案是？","3","6","3066","21451","交朋友的想像訓練","6","6","6","0","24819","交朋友想像","交朋友的想像訓練","20132","2","6","26379","1","【森林守衛】中的「碧」的興趣是什麼？"
"36215","這個問題的答案是？","3","6","3067","20154","兩個人一起去野餐","6","6","6","0","19968","兩個人一起","兩個人一起去野餐","20841","2","6","20491","1","【森林守衛】與【伊麗莎白牧場】中的「初音&栞」，兩人的興趣是什麼？"
"29229","這個問題的答案是？","3","6","3068","30340","和強敵之間的競爭","6","6","6","0","31478","之間的競爭","和強敵之間的競爭","20043","2","6","38291","1","【王宮騎士團】中的「克莉絲提娜」的興趣是什麼？"
"25138","這個問題的答案是？","3","6","3069","25198","英雄扮演遊戲","6","6","6","0","36938","英雄扮遊戲","英雄扮演遊戲","33521","3","6","38596","1","【王宮騎士團】中的「茉莉」的興趣是什麼？"
"30340","這個問題的答案是？","3","6","3070","35041","能在房間裡玩的遊戲","6","6","6","0","29609","房間裡玩的","能在房間裡玩的遊戲","25151","3","6","38291","1","【咲戀育幼院】中的「綾音」的興趣是什麼？"
"24037","這個問題的答案是？","3","6","3073","30340","傭兵等等的打工","6","6","6","0","25171","傭兵的打工","傭兵等等的打工","20653","3","6","20853","1","【墨丘利財團】中的「美冬」的興趣是什麼？"
"32781","這個問題的答案是？","3","6","3074","21674","","6","6","6","0","29609","和貓咪玩耍","和貓咪玩耍","21644","2","6","35987","1","【墨丘利財團】中的「珠希」的興趣是什麼？"
"35498","這個問題的答案是？","3","6","3075","24859","","6","6","6","0","23567","看戀愛小說","看戀愛小說","30475","2","6","25088","1","【月光學院】中的「伊緒」，興趣除了戀愛漫畫、戀愛劇之外，另一個是什麼？"
"21697","這個問題的答案是？","3","6","3076","21270","","6","6","6","0","22941","蒐集化妝品","蒐集化妝品","33936","3","6","38598","1","【月光學院】中的「美咲」，興趣除了閱讀流行雜誌之外，另一個是什麼？"
"24049","這個問題的答案是？","3","6","3077","30340","欣賞鏡中的自己","6","6","6","0","33258","鏡中的自己","欣賞鏡中的自己","37857","1","6","20013","1","【純白之翼 蘭德索爾分部】中的「雪」的興趣是什麼？"
"100","這個的名稱是什麼？","3","3","3078","103","The Hanged Man=倒吊人","3","3","3","0","101","anged","The Hanged Man=倒吊人","97","3","3","110","2","塔羅牌大阿爾克那的其中一張。也叫作「死刑犯」。"
"36554","這個的名稱是什麼？","3","6","3079","33258","","6","6","6","0","34892","淑女自行車","淑女自行車","28113","3","6","22899","2","市面上流通最廣的腳踏車的俗稱。源於彎形把手等設計讓婦女也便於騎乘的特色。"
"23376","這個問題的答案是？","3","6","3080","30340","蒐集漂亮的葉子","6","6","6","0","33865","漂亮的葉子","蒐集漂亮的葉子","28418","3","6","20142","1","「亞里莎」的興趣是什麼？"
