4d9620729ec5df76aa4be95c3e126ebdb325d7315311d461b746b6d9fe9bcb32,a7034998a644ca224cd5d54c58cbb597029e8f5b32d4fe276cab1051221b4072,b32ba7ecd9c5cbf59daf0a7e6e8c4d21c0e3aec5f91f707af12116113dfd8f84,e452d68251d252a689a234f2206775a7191a6f73ddb1becb051bb2b5a3a67382
"305405","3054","1020","3850"
"305406","3054","1009","4650"
"305407","3054","12","6250"
"305408","3054","16","6350"
"305409","3054","16","7150"
"305410","3054","16","8000"
"305411","3054","1009","8700"
"305412","3054","16","9500"
"305413","3054","1010","10200"
"305501","3055","1014","800"
"305502","3055","1015","1600"
"305503","3055","1007","2400"
"305504","3055","1016","3200"
"305505","3055","1017","4000"
"305506","3055","1006","4800"
"305507","3055","5","5425"
"305508","3055","14","6150"
"305509","3055","19","7050"
"305510","3055","1","8500"
"305511","3055","9","9100"
"305512","3055","3","10150"
"305513","3055","18","10900"
"305601","3056","1017","950"
"305602","3056","19","1600"
"305603","3056","3","3100"
"305604","3056","1","3800"
"305605","3056","1015","4100"
"305606","3056","1016","5000"
"305607","3056","14","5550"
"305608","3056","18","7050"
"305609","3056","1007","7350"
"305610","3056","5","8025"
"305611","3056","1006","8900"
"305612","3056","9","10050"
"305613","3056","1014","10600"
"305701","3057","1015","900"
"305702","3057","5","1525"
"305703","3057","1","3100"
"305704","3057","19","3250"
"305705","3057","1016","4200"
"305706","3057","1017","4950"
"305707","3057","3","6250"
"305708","3057","1006","6600"
"305709","3057","14","7150"
"305710","3057","9","8400"
"305711","3057","1014","8950"
"305712","3057","1007","9700"
"305713","3057","18","11000"
"305801","3058","9","1100"
"305802","3058","9","1900"
"305803","3058","9","2700"
"305804","3058","11","3400"
"305805","3058","1007","4000"
"305806","3058","11","5000"
"305807","3058","2","5800"
"305808","3058","2","6600"
"305809","3058","1019","7200"
"305810","3058","1012","8500"
"305811","3058","1012","9300"
"305812","3058","16","9700"
"305813","3058","16","10500"
"305901","3059","1012","1100"
"305902","3059","11","1650"
"305903","3059","16","2350"
"305904","3059","9","3350"
"305905","3059","1007","3900"
"305906","3059","9","5000"
"305907","3059","2","5700"
"305908","3059","16","6350"
"305909","3059","9","7400"
"305910","3059","1019","7850"
"305911","3059","11","8900"
"305912","3059","2","9650"
"305913","3059","1012","10800"
"306001","3060","1007","650"
"306002","3060","1012","2000"
"306003","3060","1012","2700"
"306004","3060","9","3400"
"306005","3060","9","4100"
"306006","3060","2","4800"
"306007","3060","9","5700"
"306008","3060","11","6500"
"306009","3060","1019","7050"
"306010","3060","11","8100"
"306011","3060","16","8700"
"306012","3060","2","9700"
"306013","3060","16","10350"
"306101","3061","1001","800"
"306102","3061","14","1350"
"306103","3061","14","2150"
"306104","3061","1003","3200"
"306105","3061","15","4150"
"306106","3061","1","5300"
"306107","3061","1012","6100"
"306108","3061","1013","6550"
"306109","3061","1020","7200"
"306110","3061","1009","8000"
"306111","3061","1009","8800"
"306112","3061","1010","9600"
"306113","3061","1003","10400"
"306114","3061","1002","11200"
"306115","3061","11","12200"
"306201","3062","1010","900"
"306202","3062","1013","1850"
"306203","3062","1","3100"
"306204","3062","1012","3850"
"306205","3062","14","3850"
"306206","3062","1003","5000"
"306207","3062","1002","5800"
"306208","3062","15","6700"
"306209","3062","1020","7350"
"306210","3062","1009","8100"
"306211","3062","11","9100"
"306212","3062","14","9500"
"306213","3062","1009","10600"
"306214","3062","1003","11350"
"306215","3062","1001","12150"
"306301","3063","14","700"
"306302","3063","1012","2300"
"306303","3063","11","2750"
"306304","3063","1003","3400"
"306305","3063","1","4700"
"306306","3063","1002","4900"
"306307","3063","1003","5700"
"306308","3063","1009","6600"
"306309","3063","1020","7400"
"306310","3063","15","8300"
"306311","3063","14","8750"
"306312","3063","1010","9700"
"306313","3063","1001","10500"
"306314","3063","1013","11450"
"306315","3063","1009","12200"
"306401","3064","5","625"
"306402","3064","5","1425"
"306403","3064","14","2150"
"306404","3064","19","3050"
"306405","3064","4","4475"
"306406","3064","1013","4950"
"306407","3064","4","6075"
"306408","3064","1013","6550"
"306409","3064","17","7700"
"306410","3064","18","8500"
"306411","3064","17","9300"
"306412","3064","18","10100"
"306413","3064","15","10550"
"306414","3064","15","11350"
"306415","3064","1009","12000"
"306501","3065","17","1100"
"306502","3065","15","1650"
"306503","3065","14","2000"
"306504","3065","17","3550"
"306505","3065","15","3950"
"306506","3065","18","5200"
"306507","3065","19","5250"
"306508","3065","1009","6200"
"306509","3065","18","7550"
"306510","3065","1013","7950"
"306511","3065","5","8475"
"306512","3065","4","9975"
"306513","3065","5","10075"
"306514","3065","1013","11200"
"306515","3065","4","12275"
"306601","3066","1009","650"
"306602","3066","1013","1600"
"306603","3066","1013","2450"
"306604","3066","4","3475"
"306605","3066","4","4375"
"306606","3066","15","4750"
"306607","3066","5","5275"
"306608","3066","17","6750"
"306609","3066","19","6850"
"306610","3066","17","8400"
"306611","3066","14","8450"
"306612","3066","18","9900"
"306613","3066","5","10125"
"306614","3066","18","11500"
"306615","3066","15","12000"
"306701","3067","1016","800"
"306702","3067","1017","1600"
"306703","3067","1006","2400"
"306704","3067","1006","3200"
"306705","3067","1009","4000"
"306706","3067","1009","4800"
"306707","3067","1009","5600"
"306708","3067","1009","6400"
"306709","3067","1020","7200"
"306710","3067","6","8000"
"306711","3067","1020","8800"
"306712","3067","6","9600"
"306713","3067","1011","10400"
"306714","3067","1011","11200"
"306715","3067","11","12200"
"306801","3068","1020","1000"
"306802","3068","1009","1700"
"306803","3068","1011","2550"
"306804","3068","1011","3350"
"306805","3068","1017","4150"
"306806","3068","1020","4900"
"306807","3068","1006","5750"
"306808","3068","6","6550"
"306809","3068","1006","7400"
"306810","3068","6","8100"
"306811","3068","1009","8950"
"306812","3068","1009","9750"
"306813","3068","11","10750"
"306814","3068","1009","11300"
"306815","3068","1016","12150"
"306901","3069","1020","900"
"306902","3069","6","1800"
"306903","3069","1016","2600"
"306904","3069","1006","3300"
"306905","3069","1011","4100"
"306906","3069","1009","4950"
"306907","3069","1020","5800"
"306908","3069","1006","6600"
"306909","3069","1011","7350"
"306910","3069","1009","8150"
"306911","3069","1017","8900"
"306912","3069","1009","9700"
"306913","3069","1009","10600"
"306914","3069","6","11400"
"306915","3069","11","12400"
"307001","3070","10","875"
"307002","3070","1007","1600"
"307003","3070","10","2475"
"307004","3070","1015","3200"
"307005","3070","15","4150"
"307006","3070","1014","4800"
"307007","3070","15","5750"
"307008","3070","9","6700"
"307009","3070","18","7700"
"307010","3070","3","8550"
"307011","3070","3","9350"
"307012","3070","18","10100"
"307013","3070","1007","10400"
"307014","3070","1004","11200"
"307015","3070","1007","12000"
"307101","3071","3","1250"
"307102","3071","3","2000"
"307103","3071","1007","2200"
"307104","3071","15","3250"
"307105","3071","15","3950"
"307106","3071","18","5200"
"307107","3071","9","5800"
"307108","3071","1014","6250"
"307109","3071","1004","7050"
"307110","3071","18","8300"
"307111","3071","1015","8650"
"307112","3071","1007","9400"
"307113","3071","10","10325"
"307114","3071","1007","11050"
"307115","3071","10","11975"
"307201","3072","1004","650"
"307202","3072","1007","1400"
"307203","3072","3","2850"
"307204","3072","3","3550"
"307205","3072","1014","3900"
"307206","3072","18","5100"
"307207","3072","10","5475"
"307208","3072","10","6275"
"307209","3072","18","7600"
"307210","3072","1007","7900"
"307211","3072","9","9000"
"307212","3072","1015","9500"
"307213","3072","15","10450"
"307214","3072","1007","11100"
"307215","3072","15","12000"
"307301","3073","14","550"
"307302","3073","16","1700"
"307303","3073","14","2150"
"307304","3073","16","3300"
"307305","3073","7","4000"
"307306","3073","2","5000"
"307307","3073","7","5600"
"307308","3073","4","6875"
"307309","3073","1009","7200"
"307310","3073","1006","8000"
"307311","3073","1006","8800"
"307312","3073","1009","9600"
"307313","3073","19","10250"
"307314","3073","6","11200"
"307315","3073","1019","12000"
"307401","3074","7","1000"
"307402","3074","1019","1800"
"307403","3074","14","2300"
"307404","3074","1006","3350"
"307405","3074","16","4200"
"307406","3074","19","4800"
"307407","3074","1009","5800"
"307408","3074","1009","6500"
"307409","3074","4","7825"
"307410","3074","7","8200"
"307411","3074","16","9050"
"307412","3074","2","9900"
"307413","3074","6","10550"
"307414","3074","1006","11400"
"307415","3074","14","11850"
"307501","3075","16","1000"
"307502","3075","14","1500"
"307503","3075","1019","2500"
"307504","3075","1009","3400"
"307505","3075","19","4050"
"307506","3075","16","5100"
"307507","3075","7","5750"
"307508","3075","7","6550"
"307509","3075","14","7150"
"307510","3075","2","8350"
"307511","3075","4","9475"
"307512","3075","1006","9800"
"307513","3075","1006","10600"
"307514","3075","1009","11300"
"307515","3075","6","12150"
"307601","3076","1007","800"
"307602","3076","1007","1600"
"307603","3076","1019","2400"
"307604","3076","1019","3200"
"307605","3076","17","4500"
"307606","3076","1020","4800"
"307607","3076","1020","5600"
"307608","3076","17","6900"
"307609","3076","11","7400"
"307610","3076","11","8200"
"307611","3076","2","9000"
"307612","3076","2","9800"
"307613","3076","1011","10400"
"307614","3076","1011","11200"
"307615","3076","1009","12000"
"307701","3077","17","1200"
"307702","3077","1007","1500"
"307703","3077","17","2700"
"307704","3077","11","3250"
"307705","3077","1019","3800"
"307706","3077","1020","4700"
"307707","3077","2","5650"
"307708","3077","1011","6250"
"307709","3077","1011","7100"
"307710","3077","2","8000"
"307711","3077","1020","8600"
"307712","3077","11","9700"
"307713","3077","1019","10250"
"307714","3077","1007","11100"
"307715","3077","1009","11800"
"307801","3078","17","1150"
"307802","3078","1007","1400"
"307803","3078","17","2750"
"307804","3078","2","3300"
"307805","3078","1020","3850"
"307806","3078","1019","4600"
"307807","3078","1020","5500"
"307808","3078","11","6400"
"307809","3078","1011","7050"
"307810","3078","11","8050"
"307811","3078","2","8900"
"307812","3078","1007","9450"
"307813","3078","1011","10200"
"307814","3078","1019","11050"
"307815","3078","1009","11850"
"307901","3079","17","1300"
"307902","3079","17","2100"
"307903","3079","1","2900"
"307904","3079","1003","3200"
"307905","3079","19","3850"
"307906","3079","5","4625"
"307907","3079","17","6100"
"307908","3079","1","6900"
"307909","3079","17","7700"
"307910","3079","1003","8000"
"307911","3079","19","8650"
"307912","3079","19","9450"
"307913","3079","1","10900"
"307914","3079","5","11025"
"307915","3079","17","12500"
"308001","3080","1","1450"
"308002","3080","17","2250"
"308003","3080","17","3100"
"308004","3080","5","3125"
"308005","3080","17","4650"
"308006","3080","17","5500"
"308007","3080","19","5600"
"308008","3080","19","6350"
"308009","3080","1","7800"
"308010","3080","1003","8150"
"308011","3080","5","8725"
"308012","3080","1003","9800"
"308013","3080","1","11000"
"308014","3080","19","11250"
"308015","3080","17","12600"
"308101","3081","1003","1000"
"308102","3081","19","1550"
"308103","3081","17","3000"
"308104","3081","1","3850"
"308105","3081","17","4700"
"308106","3081","1003","4900"
"308107","3081","17","6200"
"308108","3081","17","7050"
"308109","3081","17","7900"
"308110","3081","5","7925"
"308111","3081","5","8775"
"308112","3081","19","9600"
"308113","3081","1","11100"
"308114","3081","1","11850"
"308115","3081","19","12050"
"308201","3082","1006","800"
"308202","3082","6","1600"
"308203","3082","6","2400"
"308204","3082","1006","3200"
"308205","3082","1014","4000"
"308206","3082","2","5000"
"308207","3082","4","6075"
"308208","3082","4","6875"
"308209","3082","5","7025"
"308210","3082","5","7825"
"308211","3082","19","8650"
"308212","3082","14","9350"
"308213","3082","1008","10400"
"308214","3082","1006","11200"
"308215","3082","6","12000"
"308301","3083","6","600"
"308302","3083","1006","1450"
"308303","3083","6","2300"
"308304","3083","5","2825"
"308305","3083","4","4325"
"308306","3083","4","5175"
"308307","3083","1006","5400"
"308308","3083","6","6250"
"308309","3083","19","6850"
"308310","3083","1008","7800"
"308311","3083","5","8525"
"308312","3083","1006","9450"
"308313","3083","2","10400"
"308314","3083","14","10800"
"308315","3083","1014","11900"
"308401","3084","4","1125"
"308402","3084","1014","1400"
"308403","3084","1006","2250"
"308404","3084","6","3050"
"308405","3084","14","3650"
"308406","3084","5","4475"
"308407","3084","1006","5500"
"308408","3084","6","6300"
"308409","3084","5","6925"
"308410","3084","6","7900"
"308411","3084","19","8500"
"308412","3084","2","9700"
"308413","3084","4","10725"
"308414","3084","1008","11100"
"308415","3084","1006","11850"
"308501","3085","6","800"
"308502","3085","4","2075"
"308503","3085","4","2875"
"308504","3085","1013","3350"
"308505","3085","1020","4000"
"308506","3085","1003","4800"
"308507","3085","1010","5600"
"308508","3085","1010","6400"
"308509","3085","6","7200"
"308510","3085","14","7750"
"308511","3085","1013","8950"
"308512","3085","1013","9750"
"308513","3085","4","10875"
"308514","3085","6","11200"
"308515","3085","1013","12150"
"308601","3086","1010","950"
"308602","3086","6","1750"
"308603","3086","4","2975"
"308604","3086","1013","3450"
"308605","3086","4","4625"
"308606","3086","1020","4950"
"308607","3086","1013","5850"
"308608","3086","6","6500"
"308609","3086","1010","7300"
"308610","3086","1013","8250"
"308611","3086","4","9475"
"308612","3086","6","9800"
"308613","3086","1013","10700"
"308614","3086","14","11050"
"308615","3086","1003","12200"
"308701","3087","1013","1050"
"308702","3087","6","1700"
"308703","3087","4","3075"
"308704","3087","6","3400"
"308705","3087","1010","4100"
"308706","3087","6","5000"
"308707","3087","1013","5950"
"308708","3087","4","7075"
"308709","3087","4","7875"
"308710","3087","1010","8150"
"308711","3087","1013","9050"
"308712","3087","1013","9900"
"308713","3087","1003","10600"
"308714","3087","1020","11400"
"308715","3087","14","11900"
"308801","3088","1011","800"
"308802","3088","1004","1600"
"308803","3088","1011","2400"
"308804","3088","1004","3200"
"308805","3088","1007","4000"
"308806","3088","1011","4800"
"308807","3088","1013","5750"
"308808","3088","1013","6550"
"308809","3088","1019","7200"
"308810","3088","1019","8000"
"308811","3088","1013","8950"
"308812","3088","1007","9600"
"308813","3088","1006","10400"
"308814","3088","1012","11700"
"308815","3088","1011","12000"
"308901","3089","1004","700"
"308902","3089","1019","1450"
"308903","3089","1013","2450"
"308904","3089","1011","3000"
"308905","3089","1007","3800"
"308906","3089","1013","4850"
"308907","3089","1007","5450"
"308908","3089","1006","6200"
"308909","3089","1013","7250"
"308910","3089","1011","7800"
"308911","3089","1019","8600"
"308912","3089","1011","9400"
"308913","3089","1004","10200"
"308914","3089","1011","11050"
"308915","3089","1012","12400"
"309001","3090","1007","600"
"309002","3090","1007","1500"
"309003","3090","1019","2250"
"309004","3090","1011","3050"
"309005","3090","1013","4050"
"309006","3090","1012","5100"
"309007","3090","1013","5550"
"309008","3090","1004","6300"
"309009","3090","1013","7150"
"309010","3090","1004","7850"
"309011","3090","1011","8700"
"309012","3090","1011","9450"
"309013","3090","1011","10300"
"309014","3090","1019","11000"
"309015","3090","1006","11800"
"400101","4001","21001","1000"
"400102","4001","20001","2500"
"400103","4001","21003","3000"
"400104","4001","21004","4000"
"400105","4001","21003","5000"
"400106","4001","20001","6500"
"400107","4001","20003","7550"
"400108","4001","20001","8500"
"400201","4002","21003","1200"
"400202","4002","20001","2650"
"400203","4002","21001","3200"
"400204","4002","20001","4600"
"400205","4002","20003","5650"
"400206","4002","21003","6150"
"400207","4002","21004","7100"
"400208","4002","20001","8700"
"400301","4003","21003","1150"
"400302","4003","21001","2100"
"400303","4003","21004","3100"
"400304","4003","20003","4750"
"400305","4003","20001","5700"
"400306","4003","20001","6700"
"400307","4003","21003","7150"
"400308","4003","20001","8650"
"400401","4004","21003","1000"
"400402","4004","21001","2000"
"400403","4004","21012","3500"
"400404","4004","20001","4500"
"400405","4004","21012","5500"
"400406","4004","20009","6300"
"400407","4004","20009","7300"
"400408","4004","20009","8300"
"400501","4005","21012","1400"
"400502","4005","20009","2200"
"400503","4005","20009","3100"
"400504","4005","21003","3800"
"400505","4005","21012","5350"
"400506","4005","20001","6300"
"400507","4005","21001","6900"
"400508","4005","20009","8100"
"400601","4006","20001","1350"
"400602","4006","21003","1800"
"400603","4006","21012","3350"
"400604","4006","20009","4200"
"400605","4006","20009","5200"
"400606","4006","21012","6400"
"400607","4006","21001","6850"
"400608","4006","20009","8200"
"400701","4007","21002","1000"
"400702","4007","21003","2000"
"400703","4007","20003","3550"
"400704","4007","20003","4550"
"400705","4007","21004","5000"
"400706","4007","20015","6150"
"400707","4007","20015","7150"
"400708","4007","21004","8000"
"400801","4008","20015","1250"
"400802","4008","21003","2200"
"400803","4008","21004","3200"
"400804","4008","20003","4750"
"400805","4008","21002","5150"
"400806","4008","20003","6700"
"400807","4008","21004","7200"
"400808","4008","20015","8350"
"400901","4009","21002","1150"
"400902","4009","20015","2300"
"400903","4009","20015","3250"
"400904","4009","20003","4700"
"400905","4009","20003","5650"
"400906","4009","21004","6100"
"400907","4009","21004","7100"
"400908","4009","21003","8100"
"401001","4010","20015","1150"
"401002","4010","20015","2150"
"401003","4010","21012","3500"
"401004","4010","21012","4500"
"401005","4010","21012","5500"
"401006","4010","21004","6000"
"401007","4010","21002","7000"
"401008","4010","21004","8000"
"401101","4011","21004","900"
"401102","4011","21004","1850"
"401103","4011","21012","3400"
"401104","4011","21002","3800"
"401105","4011","21012","5400"
"401106","4011","21012","6300"
"401107","4011","20015","7050"
"401108","4011","20015","8050"
"401201","4012","21002","800"
"401202","4012","21004","1800"
"401203","4012","21012","3300"
"401204","4012","20015","4050"
"401205","4012","20015","5000"
"401206","4012","21004","5850"
"401207","4012","21012","7350"
"401208","4012","21012","8350"
"401301","4013","20001","1500"
"401302","4013","20001","2500"
"401303","4013","20009","3300"
"401304","4013","20003","4550"
"401305","4013","20009","5300"
"401306","4013","21003","6000"
"401307","4013","21001","7000"
"401308","4013","20015","8150"
"401401","4014","21003","1200"
"401402","4014","20009","2450"
"401403","4014","20015","3350"
"401404","4014","20003","4650"
"401405","4014","21001","5200"
"401406","4014","20001","6650"
"401407","4014","20009","7400"
"401408","4014","20001","8700"
"401501","4015","20001","1650"
"401502","4015","20015","2250"
"401503","4015","21001","3150"
"401504","4015","21003","4150"
"401505","4015","20001","5600"
"401506","4015","20009","6500"
"401507","4015","20003","7750"
"401508","4015","20009","8400"
"401601","4016","21001","1000"
"401602","4016","21001","2000"
"401603","4016","21003","3000"
"401604","4016","20015","4150"
"401605","4016","21003","5000"
"401606","4016","20001","6500"
"401607","4016","21003","7000"
"401608","4016","20001","8500"
"401701","4017","21003","900"
"401702","4017","21003","1800"
"401703","4017","21001","2800"
"401704","4017","21001","3800"
"401705","4017","20015","5000"
"401706","4017","20001","6400"
"401707","4017","20001","7400"
"401708","4017","21003","7850"
"401801","4018","21003","800"
"401802","4018","21001","1850"
"401803","4018","21003","2900"
"401804","4018","21003","3850"
"401805","4018","20015","5050"
"401806","4018","20001","6350"
"401807","4018","20001","7350"
"401808","4018","21001","7900"
"401901","4019","20001","1500"
"401902","4019","20001","2500"
"401903","4019","20001","3500"
"401904","4019","21003","4000"
"401905","4019","21003","5000"
"401906","4019","21002","6000"
"401907","4019","20015","7150"
"401908","4019","20003","8550"
"401909","4019","21004","9000"
"402001","4020","21004","1100"
"402002","4020","21003","2150"
"402003","4020","20015","3300"
"402004","4020","20001","4600"
"402005","4020","20003","5750"
"402006","4020","20001","6650"
"402007","4020","21003","7200"
"402008","4020","20001","8650"
"402009","4020","21002","9100"
"402101","4021","20015","1300"
"402102","4021","21003","2100"
"402103","4021","20001","3700"
"402104","4021","21004","4200"
"402105","4021","21002","5150"
"402106","4021","20003","6750"
"402107","4021","20001","7650"
"402108","4021","21003","8100"
"402109","4021","20001","9650"
"402201","4022","20001","1500"
"402202","4022","20009","2300"
"402203","4022","20001","3500"
"402204","4022","20003","4550"
"402205","4022","20003","5550"
"402206","4022","20003","6550"
"402207","4022","21012","7500"
"402208","4022","21012","8500"
"402209","4022","21004","9000"
"402301","4023","21012","1400"
"402302","4023","20003","2450"
"402303","4023","21012","3300"
"402304","4023","20001","4350"
"402305","4023","20003","5450"
"402306","4023","20001","6300"
"402307","4023","20009","7150"
"402308","4023","21004","7850"
"402309","4023","20003","9400"
"402401","4024","20009","1150"
"402402","4024","21004","1850"
"402403","4024","20003","3400"
"402404","4024","20001","4400"
"402405","4024","21012","5350"
"402406","4024","21012","6400"
"402407","4024","20003","7350"
"402408","4024","20003","8350"
"402409","4024","20001","9300"
"402501","4025","21003","1000"
"402502","4025","21003","2000"
"402503","4025","21003","3000"
"402504","4025","20015","4150"
"402505","4025","20001","5500"
"402506","4025","20009","6300"
"402507","4025","20003","7550"
"402508","4025","20001","8500"
"402509","4025","21002","9000"
"402601","4026","21003","1150"
"402602","4026","20001","2600"
"402603","4026","20001","3600"
"402604","4026","20003","4650"
"402605","4026","20009","5500"
"402606","4026","20015","6350"
"402607","4026","21003","7100"
"402608","4026","21003","8150"
"402609","4026","21002","9150"
"402701","4027","21003","1100"
"402702","4027","21002","2150"
"402703","4027","20015","3300"
"402704","4027","21003","4200"
"402705","4027","20001","5650"
"402706","4027","21003","6100"
"402707","4027","20001","7700"
"402708","4027","20003","8750"
"402709","4027","20009","9500"
"402801","4028","20001","1500"
"402802","4028","20003","2550"
"402803","4028","20009","3300"
"402804","4028","21003","4000"
"402805","4028","21004","5000"
"402806","4028","21003","6000"
"402807","4028","20015","7150"
"402808","4028","20015","8150"
"402809","4028","20015","9150"
"402901","4029","21003","900"
"402902","4029","21003","1800"
"402903","4029","20003","3450"
"402904","4029","20015","4050"
"402905","4029","21004","4900"
"402906","4029","20015","5950"
"402907","4029","20015","7050"
"402908","4029","20001","8350"
"402909","4029","20009","9200"
"403001","4030","21004","850"
"403002","4030","20015","2050"
"403003","4030","20001","3300"
"403004","4030","21003","3800"
"403005","4030","20003","5350"
"403006","4030","20015","6000"
"403007","4030","21003","6800"
"403008","4030","20009","8100"
"403009","4030","20015","8950"
"500101","5001","10001","1400"
"500102","5001","10001","2300"
"500103","5001","10003","3250"
"500104","5001","10004","4075"
"500105","5001","10004","4975"
"500106","5001","10005","5225"
"500107","5001","11012","6800"
"500108","5001","11012","7700"
"500109","5001","11012","8600"
"500201","5002","10003","1650"
"500202","5002","11012","2500"
"500203","5002","10001","3300"
"500204","5002","11012","4200"
"500205","5002","11012","5200"
"500206","5002","10001","6100"
"500207","5002","10004","6975"
"500208","5002","10005","7175"
"500209","5002","10004","8775"
"500301","5003","10004","1475"
"500302","5003","11012","2450"
"500303","5003","10003","3450"
"500304","5003","10004","4275"
"500305","5003","11012","5100"
"500306","5003","11012","6000"
"500307","5003","10005","6225"
"500308","5003","10001","7900"
"500309","5003","10001","8750"
"500401","5004","11002","900"
"500402","5004","10013","1800"
"500403","5004","10013","2700"
"500404","5004","10009","3900"
"500405","5004","11004","4500"
"500406","5004","10009","5700"
"500407","5004","10004","6775"
"500408","5004","10004","7675"
"500409","5004","10004","8575"
"500501","5005","10013","700"
"500502","5005","10013","1600"
"500503","5005","11002","2500"
"500504","5005","11004","3500"
"500505","5005","10004","4775"
"500506","5005","10009","5600"
"500507","5005","10004","6575"
"500508","5005","10004","7525"
"500509","5005","10009","8200"
"500601","5006","10013","800"
"500602","5006","10004","2175"
"500603","5006","10013","2600"
"500604","5006","11002","3400"
"500605","5006","11004","4400"
"500606","5006","10004","5675"
"500607","5006","10004","6675"
"500608","5006","10009","7300"
"500609","5006","10009","8300"
"500701","5007","11003","900"
"500702","5007","10015","1950"
"500703","5007","11003","2700"
"500704","5007","10004","4075"
"500705","5007","10010","4575"
"500706","5007","10004","5875"
"500707","5007","11003","6300"
"500708","5007","10004","7675"
"500709","5007","10010","8175"
"500801","5008","10004","1575"
"500802","5008","10015","2100"
"500803","5008","10004","3275"
"500804","5008","10010","3875"
"500805","5008","10004","5175"
"500806","5008","11003","5600"
"500807","5008","11003","6450"
"500808","5008","11003","7300"
"500809","5008","10010","8325"
"500901","5009","10015","1150"
"500902","5009","10010","1975"
"500903","5009","11003","2850"
"500904","5009","11003","3700"
"500905","5009","10004","5075"
"500906","5009","11003","5550"
"500907","5009","10004","6975"
"500908","5009","10004","7825"
"500909","5009","10010","8275"
"501001","5010","11002","900"
"501002","5010","11004","1800"
"501003","5010","11004","2700"
"501004","5010","10002","3800"
"501005","5010","10001","5000"
"501006","5010","10001","5900"
"501007","5010","10007","6300"
"501008","5010","10004","7675"
"501009","5010","10003","8650"
"501101","5011","10007","800"
"501102","5011","10003","2150"
"501103","5011","10001","3050"
"501104","5011","10004","3875"
"501105","5011","10002","4500"
"501106","5011","11002","5200"
"501107","5011","11004","6150"
"501108","5011","11004","7000"
"501109","5011","10001","8500"
"501201","5012","10007","750"
"501202","5012","11002","1650"
"501203","5012","10003","3050"
"501204","5012","11004","3450"
"501205","5012","10001","4850"
"501206","5012","11004","5300"
"501207","5012","10004","6675"
"501208","5012","10002","7300"
"501209","5012","10001","8400"
"501301","5013","10015","1050"
"501302","5013","10015","1950"
"501303","5013","10005","2525"
"501304","5013","10004","4075"
"501305","5013","10007","4500"
"501306","5013","10004","5875"
"501307","5013","10003","6850"
"501308","5013","10013","7200"
"501309","5013","10009","8400"
"501401","5014","10015","1250"
"501402","5014","10013","1950"
"501403","5014","10015","3050"
"501404","5014","10004","4275"
"501405","5014","10007","4600"
"501406","5014","10004","6075"
"501407","5014","10003","6950"
"501408","5014","10009","7650"
"501409","5014","10005","8075"
"501501","5015","10005","825"
"501502","5015","10013","1900"
"501503","5015","10004","3275"
"501504","5015","10007","3700"
"501505","5015","10015","4800"
"501506","5015","10015","5650"
"501507","5015","10009","6800"
"501508","5015","10004","7775"
"501509","5015","10003","8750"
"501601","5016","10003","1450"
"501602","5016","11012","2300"
"501603","5016","10003","3250"
"501604","5016","10001","4100"
"501605","5016","11004","4500"
"501606","5016","10001","5900"
"501607","5016","10013","6300"
"501608","5016","11012","7700"
"501609","5016","11012","8600"
"501701","5017","11012","1300"
"501702","5017","10001","2200"
"501703","5017","11012","3100"
"501704","5017","10003","4000"
"501705","5017","10013","4300"
"501706","5017","10001","5700"
"501707","5017","11012","6650"
"501708","5017","10003","7550"
"501709","5017","11004","7900"
"501801","5018","11012","1200"
"501802","5018","10001","2100"
"501803","5018","10013","2550"
"501804","5018","11004","3500"
"501805","5018","10003","4900"
"501806","5018","11012","5800"
"501807","5018","10001","6600"
"501808","5018","10003","7600"
"501809","5018","11012","8500"
"501901","5019","11012","1400"
"501902","5019","11012","2300"
"501903","5019","10010","2775"
"501904","5019","11012","4100"
"501905","5019","11012","5000"
"501906","5019","10009","5700"
"501907","5019","11012","6800"
"501908","5019","11012","7700"
"501909","5019","10015","8250"
"502001","5020","10015","1150"
"502002","5020","11012","2500"
"502003","5020","11012","3350"
"502004","5020","11012","4200"
"502005","5020","11012","5100"
"502006","5020","11012","6100"
"502007","5020","10009","6800"
"502008","5020","10010","7375"
"502009","5020","11012","8700"
"502101","5021","11012","1550"
"502102","5021","11012","2450"
"502103","5021","11012","3400"
"502104","5021","11012","4250"
"502105","5021","10010","4775"
"502106","5021","11012","6050"
"502107","5021","10015","6550"
"502108","5021","11012","7900"
"502109","5021","10009","8550"
"502201","5022","10007","900"
"502202","5022","10005","1625"
"502203","5022","10007","2700"
"502204","5022","10004","4075"
"502205","5022","10002","4700"
"502206","5022","10004","5875"
"502207","5022","10003","6850"
"502208","5022","10003","7750"
"502209","5022","11004","8100"
"502301","5023","10003","1250"
"502302","5023","11004","1600"
"502303","5023","10004","3025"
"502304","5023","10007","3500"
"502305","5023","10005","4125"
"502306","5023","10007","5200"
"502307","5023","10002","6300"
"502308","5023","10003","7600"
"502309","5023","10004","8375"
"502401","5024","11004","750"
"502402","5024","10003","2250"
"502403","5024","10007","2600"
"502404","5024","10005","3225"
"502405","5024","10002","4600"
"502406","5024","10004","5725"
"502407","5024","10004","6675"
"502408","5024","10003","7550"
"502409","5024","10007","8000"
"502501","5025","11003","900"
"502502","5025","10010","1875"
"502503","5025","10015","2850"
"502504","5025","10004","4075"
"502505","5025","10005","4325"
