399855311c674ec2694463d5c655df19ee368e9665a738cda78a4f24eb61c4cc,4815afee37ee398a1e6682eb72b8253b2e6d86eece98c5304501f3c4ae8f00b3,99febe7f464df62ff81784ad96110e7fd05eb36b9c17bf6d0901f6ffb6f93835,5da99a8a567c0df5f87d3ed5f1d4cf98dcf09ff2f2fda5b935aa169c61b7df1e,be34394d62ae8ef816e140580af04c9c7128968d9c1fb86b93f31d0c76190307,863a487657563945e0f2b4ade60bcf6cb41e6b1a90a5a03ca3bb2ce29356fc07,d07ffde8be93e214bd587fa4f5cf49ebfa2c2528e2bfe4b0d99f08c85b4d9be1,07ee630a81fe9fede9c584d94b6fd595c330e1a32918a8a0365e507a86fbcf5e,2ca56f0fea446cc0c3ce998af44c0784056bfb4fdf9b5d552c124b4e79b1f9fc,184f9a7c9412dc27a8350798ab2149b4859997c61ef4a0dccd13c884731eb2e5,2ae74e39bac5dd1a933d14b2651caffd4d35455ec3d8e03a0000db15f50046a2,04c23bc2c9f360a46f2db3a805acec25124c8eb3f183da865dee6d45884a46ea,78f224a5df2a52bb880b3d63b4d0adc5af0a69056d78fa1bd44399f1376216cc,f9124156884779865020be9b2119886e1b08e752be5025c4d3da765eb182cc57,412b919abb00115a4011d6a913023d22c6104058f1842d45d44df4c17ade8b32,35e49c03cd6f902312c5f11ec5ece5d6fd522f3ebfa8c98e3a88b48ff234ac27,2ea1f13bafedf04d13b7e05075bc1722a0b3b3e667c5eb4483ec1f3dd0c1a30a,49a3136982fa68a6441d26102853c55841a269869f727345ff6359ca36f6fd85,68a503fda29d6151f861efcf0da09c6bb6930b8a42e3e6f94a2fb284376fcf94,89079ae315d61742acb72012018383bcc8270389baedcf5c167771ae2a3f840a,6dc1544e7f00690f8d3772f158a7b6fcd77508cc10725faf251d515154a14bde
"241","301","2","3500","1","700","3500","91002","0","0","1018","2","18","90006","31022","0","0","0","0","8","0"
"242","701","2","3000","1","1300","3000","91002","0","0","1018","2","16","90006","31022","0","0","0","0","8","0"
"243","1301","2","2500","1","2500","2500","91002","0","0","1018","2","14","90006","31022","0","0","0","0","8","0"
"244","2501","2","2000","1","4000","2000","91002","0","0","1018","2","12","90006","31022","0","0","0","0","8","0"
"245","4001","2","1500","1","6000","1500","91002","0","0","1018","2","10","90006","31022","0","0","0","0","8","0"
"246","6001","2","1000","1","10000","1000","91002","0","0","1018","2","8","90006","31022","0","0","0","0","8","0"
"247","10001","2","750","1","-1","750","91002","0","0","1018","2","7","90006","31022","0","0","0","0","8","0"
"248","1","2","5000","1","1","20000","91002","0","0","1019","2","30","90006","31018","0","0","0","0","8","0"
"249","2","2","5000","1","2","15000","91002","0","0","1019","2","30","90006","31018","0","0","0","0","8","0"
"250","3","2","5000","1","3","12000","91002","0","0","1019","2","30","90006","31018","0","0","0","0","8","0"
"251","4","2","5000","1","20","10000","91002","0","0","1019","2","30","90006","31018","0","0","0","0","8","0"
"252","21","2","5000","1","50","8000","91002","0","0","1019","2","30","90006","31018","0","0","0","0","8","0"
"253","51","2","4500","1","150","6000","91002","0","0","1019","2","25","90006","31018","0","0","0","0","8","0"
"254","151","2","4000","1","300","4000","91002","0","0","1019","2","20","90006","31018","0","0","0","0","8","0"
"255","301","2","3500","1","700","3500","91002","0","0","1019","2","18","90006","31018","0","0","0","0","8","0"
"256","701","2","3000","1","1300","3000","91002","0","0","1019","2","16","90006","31018","0","0","0","0","8","0"
"257","1301","2","2500","1","2500","2500","91002","0","0","1019","2","14","90006","31018","0","0","0","0","8","0"
"258","2501","2","2000","1","4000","2000","91002","0","0","1019","2","12","90006","31018","0","0","0","0","8","0"
"259","4001","2","1500","1","6000","1500","91002","0","0","1019","2","10","90006","31018","0","0","0","0","8","0"
"260","6001","2","1000","1","10000","1000","91002","0","0","1019","2","8","90006","31018","0","0","0","0","8","0"
"261","10001","2","750","1","-1","750","91002","0","0","1019","2","7","90006","31018","0","0","0","0","8","0"
"262","1","2","5000","1","1","20000","91002","0","0","1020","2","30","90006","31042","0","0","0","0","8","0"
"263","2","2","5000","1","2","15000","91002","0","0","1020","2","30","90006","31042","0","0","0","0","8","0"
"264","3","2","5000","1","3","12000","91002","0","0","1020","2","30","90006","31042","0","0","0","0","8","0"
"265","4","2","5000","1","20","10000","91002","0","0","1020","2","30","90006","31042","0","0","0","0","8","0"
"266","21","2","5000","1","50","8000","91002","0","0","1020","2","30","90006","31042","0","0","0","0","8","0"
"267","51","2","4500","1","150","6000","91002","0","0","1020","2","25","90006","31042","0","0","0","0","8","0"
"268","151","2","4000","1","300","4000","91002","0","0","1020","2","20","90006","31042","0","0","0","0","8","0"
"269","301","2","3500","1","700","3500","91002","0","0","1020","2","18","90006","31042","0","0","0","0","8","0"
"270","701","2","3000","1","1300","3000","91002","0","0","1020","2","16","90006","31042","0","0","0","0","8","0"
"271","1301","2","2500","1","2500","2500","91002","0","0","1020","2","14","90006","31042","0","0","0","0","8","0"
"272","2501","2","2000","1","4000","2000","91002","0","0","1020","2","12","90006","31042","0","0","0","0","8","0"
"273","4001","2","1500","1","6000","1500","91002","0","0","1020","2","10","90006","31042","0","0","0","0","8","0"
"274","6001","2","1000","1","10000","1000","91002","0","0","1020","2","8","90006","31042","0","0","0","0","8","0"
"275","10001","2","750","1","-1","750","91002","0","0","1020","2","7","90006","31042","0","0","0","0","8","0"
"276","1","2","5000","1","1","20000","91002","0","0","1021","2","30","90006","31025","0","0","0","0","8","0"
"277","2","2","5000","1","2","15000","91002","0","0","1021","2","30","90006","31025","0","0","0","0","8","0"
"278","3","2","5000","1","3","12000","91002","0","0","1021","2","30","90006","31025","0","0","0","0","8","0"
"279","4","2","5000","1","20","10000","91002","0","0","1021","2","30","90006","31025","0","0","0","0","8","0"
"280","21","2","5000","1","50","8000","91002","0","0","1021","2","30","90006","31025","0","0","0","0","8","0"
"281","51","2","4500","1","150","6000","91002","0","0","1021","2","25","90006","31025","0","0","0","0","8","0"
"282","151","2","4000","1","300","4000","91002","0","0","1021","2","20","90006","31025","0","0","0","0","8","0"
"283","301","2","3500","1","700","3500","91002","0","0","1021","2","18","90006","31025","0","0","0","0","8","0"
"284","701","2","3000","1","1300","3000","91002","0","0","1021","2","16","90006","31025","0","0","0","0","8","0"
"285","1301","2","2500","1","2500","2500","91002","0","0","1021","2","14","90006","31025","0","0","0","0","8","0"
"286","2501","2","2000","1","4000","2000","91002","0","0","1021","2","12","90006","31025","0","0","0","0","8","0"
"287","4001","2","1500","1","6000","1500","91002","0","0","1021","2","10","90006","31025","0","0","0","0","8","0"
"288","6001","2","1000","1","10000","1000","91002","0","0","1021","2","8","90006","31025","0","0","0","0","8","0"
"289","10001","2","750","1","-1","750","91002","0","0","1021","2","7","90006","31025","0","0","0","0","8","0"
"290","1","2","5000","1","1","20000","91002","0","0","1022","2","30","90006","31018","0","0","0","0","8","0"
"291","2","2","5000","1","2","15000","91002","0","0","1022","2","30","90006","31018","0","0","0","0","8","0"
"292","3","2","5000","1","3","12000","91002","0","0","1022","2","30","90006","31018","0","0","0","0","8","0"
"293","4","2","5000","1","20","10000","91002","0","0","1022","2","30","90006","31018","0","0","0","0","8","0"
"294","21","2","5000","1","50","8000","91002","0","0","1022","2","30","90006","31018","0","0","0","0","8","0"
"295","51","2","4500","1","150","6000","91002","0","0","1022","2","25","90006","31018","0","0","0","0","8","0"
"296","151","2","4000","1","300","4000","91002","0","0","1022","2","20","90006","31018","0","0","0","0","8","0"
"297","301","2","3500","1","700","3500","91002","0","0","1022","2","18","90006","31018","0","0","0","0","8","0"
"298","701","2","3000","1","1300","3000","91002","0","0","1022","2","16","90006","31018","0","0","0","0","8","0"
"299","1301","2","2500","1","2500","2500","91002","0","0","1022","2","14","90006","31018","0","0","0","0","8","0"
"300","2501","2","2000","1","4000","2000","91002","0","0","1022","2","12","90006","31018","0","0","0","0","8","0"
"301","4001","2","1500","1","6000","1500","91002","0","0","1022","2","10","90006","31018","0","0","0","0","8","0"
"302","6001","2","1000","1","10000","1000","91002","0","0","1022","2","8","90006","31018","0","0","0","0","8","0"
"303","10001","2","750","1","-1","750","91002","0","0","1022","2","7","90006","31018","0","0","0","0","8","0"
"304","1","2","5000","1","1","20000","91002","0","0","1023","2","30","90006","31042","0","0","0","0","8","0"
"305","2","2","5000","1","2","15000","91002","0","0","1023","2","30","90006","31042","0","0","0","0","8","0"
"306","3","2","5000","1","3","12000","91002","0","0","1023","2","30","90006","31042","0","0","0","0","8","0"
"307","4","2","5000","1","20","10000","91002","0","0","1023","2","30","90006","31042","0","0","0","0","8","0"
"308","21","2","5000","1","50","8000","91002","0","0","1023","2","30","90006","31042","0","0","0","0","8","0"
"309","51","2","4500","1","150","6000","91002","0","0","1023","2","25","90006","31042","0","0","0","0","8","0"
"310","151","2","4000","1","300","4000","91002","0","0","1023","2","20","90006","31042","0","0","0","0","8","0"
"311","301","2","3500","1","700","3500","91002","0","0","1023","2","18","90006","31042","0","0","0","0","8","0"
"312","701","2","3000","1","1300","3000","91002","0","0","1023","2","16","90006","31042","0","0","0","0","8","0"
"313","1301","2","2500","1","2500","2500","91002","0","0","1023","2","14","90006","31042","0","0","0","0","8","0"
"314","2501","2","2000","1","4000","2000","91002","0","0","1023","2","12","90006","31042","0","0","0","0","8","0"
"315","4001","2","1500","1","6000","1500","91002","0","0","1023","2","10","90006","31042","0","0","0","0","8","0"
"316","6001","2","1000","1","10000","1000","91002","0","0","1023","2","8","90006","31042","0","0","0","0","8","0"
"317","10001","2","750","1","-1","750","91002","0","0","1023","2","7","90006","31042","0","0","0","0","8","0"
"318","1","2","5000","1","1","20000","91002","0","0","1024","2","30","90006","31043","0","0","0","0","8","0"
"319","2","2","5000","1","2","15000","91002","0","0","1024","2","30","90006","31043","0","0","0","0","8","0"
"320","3","2","5000","1","3","12000","91002","0","0","1024","2","30","90006","31043","0","0","0","0","8","0"
"321","4","2","5000","1","20","10000","91002","0","0","1024","2","30","90006","31043","0","0","0","0","8","0"
"322","21","2","5000","1","50","8000","91002","0","0","1024","2","30","90006","31043","0","0","0","0","8","0"
"323","51","2","4500","1","150","6000","91002","0","0","1024","2","25","90006","31043","0","0","0","0","8","0"
"324","151","2","4000","1","300","4000","91002","0","0","1024","2","20","90006","31043","0","0","0","0","8","0"
"325","301","2","3500","1","700","3500","91002","0","0","1024","2","18","90006","31043","0","0","0","0","8","0"
"326","701","2","3000","1","1500","3000","91002","0","0","1024","2","16","90006","31043","0","0","0","0","8","0"
"327","1501","2","2500","1","3000","2500","91002","0","0","1024","2","14","90006","31043","0","0","0","0","8","0"
"328","3001","2","2000","1","5000","2000","91002","0","0","1024","2","12","90006","31043","0","0","0","0","8","0"
"329","5001","2","1500","1","7000","1500","91002","0","0","1024","2","10","90006","31043","0","0","0","0","8","0"
"330","7001","2","1000","1","10000","1000","91002","0","0","1024","2","8","90006","31043","0","0","0","0","8","0"
"331","10001","2","750","1","-1","750","91002","0","0","1024","2","7","90006","31043","0","0","0","0","8","0"
"332","1","2","5000","1","1","20000","91002","0","0","1025","2","30","90006","31022","0","0","0","0","8","0"
"333","2","2","5000","1","2","15000","91002","0","0","1025","2","30","90006","31022","0","0","0","0","8","0"
"334","3","2","5000","1","3","12000","91002","0","0","1025","2","30","90006","31022","0","0","0","0","8","0"
"335","4","2","5000","1","20","10000","91002","0","0","1025","2","30","90006","31022","0","0","0","0","8","0"
"336","21","2","5000","1","50","8000","91002","0","0","1025","2","30","90006","31022","0","0","0","0","8","0"
"337","51","2","4500","1","150","6000","91002","0","0","1025","2","25","90006","31022","0","0","0","0","8","0"
"338","151","2","4000","1","300","4000","91002","0","0","1025","2","20","90006","31022","0","0","0","0","8","0"
"339","301","2","3500","1","700","3500","91002","0","0","1025","2","18","90006","31022","0","0","0","0","8","0"
"340","701","2","3000","1","1500","3000","91002","0","0","1025","2","16","90006","31022","0","0","0","0","8","0"
"341","1501","2","2500","1","3000","2500","91002","0","0","1025","2","14","90006","31022","0","0","0","0","8","0"
"342","3001","2","2000","1","5000","2000","91002","0","0","1025","2","12","90006","31022","0","0","0","0","8","0"
"343","5001","2","1500","1","7000","1500","91002","0","0","1025","2","10","90006","31022","0","0","0","0","8","0"
"344","7001","2","1000","1","10000","1000","91002","0","0","1025","2","8","90006","31022","0","0","0","0","8","0"
"345","10001","2","750","1","-1","750","91002","0","0","1025","2","7","90006","31022","0","0","0","0","8","0"
"346","1","2","5000","1","1","20000","91002","0","0","1026","2","30","90006","31025","0","0","0","0","8","0"
"347","2","2","5000","1","2","15000","91002","0","0","1026","2","30","90006","31025","0","0","0","0","8","0"
"348","3","2","5000","1","3","12000","91002","0","0","1026","2","30","90006","31025","0","0","0","0","8","0"
"349","4","2","5000","1","20","10000","91002","0","0","1026","2","30","90006","31025","0","0","0","0","8","0"
"350","21","2","5000","1","50","8000","91002","0","0","1026","2","30","90006","31025","0","0","0","0","8","0"
"351","51","2","4500","1","150","6000","91002","0","0","1026","2","25","90006","31025","0","0","0","0","8","0"
"352","151","2","4000","1","300","4000","91002","0","0","1026","2","20","90006","31025","0","0","0","0","8","0"
"353","301","2","3500","1","700","3500","91002","0","0","1026","2","18","90006","31025","0","0","0","0","8","0"
"354","701","2","3000","1","1500","3000","91002","0","0","1026","2","16","90006","31025","0","0","0","0","8","0"
"355","1501","2","2500","1","3000","2500","91002","0","0","1026","2","14","90006","31025","0","0","0","0","8","0"
"356","3001","2","2000","1","5000","2000","91002","0","0","1026","2","12","90006","31025","0","0","0","0","8","0"
"357","5001","2","1500","1","7000","1500","91002","0","0","1026","2","10","90006","31025","0","0","0","0","8","0"
"358","7001","2","1000","1","10000","1000","91002","0","0","1026","2","8","90006","31025","0","0","0","0","8","0"
"359","10001","2","750","1","-1","750","91002","0","0","1026","2","7","90006","31025","0","0","0","0","8","0"
"360","1","2","5000","1","1","20000","91002","0","0","1027","2","30","90006","31018","0","0","0","0","8","0"
"361","2","2","5000","1","2","15000","91002","0","0","1027","2","30","90006","31018","0","0","0","0","8","0"
"362","3","2","5000","1","3","12000","91002","0","0","1027","2","30","90006","31018","0","0","0","0","8","0"
"363","4","2","5000","1","20","10000","91002","0","0","1027","2","30","90006","31018","0","0","0","0","8","0"
"364","21","2","5000","1","50","8000","91002","0","0","1027","2","30","90006","31018","0","0","0","0","8","0"
"365","51","2","4500","1","150","6000","91002","0","0","1027","2","25","90006","31018","0","0","0","0","8","0"
"366","151","2","4000","1","300","4000","91002","0","0","1027","2","20","90006","31018","0","0","0","0","8","0"
"367","301","2","3500","1","700","3500","91002","0","0","1027","2","18","90006","31018","0","0","0","0","8","0"
"368","701","2","3000","1","1500","3000","91002","0","0","1027","2","16","90006","31018","0","0","0","0","8","0"
"369","1501","2","2500","1","3000","2500","91002","0","0","1027","2","14","90006","31018","0","0","0","0","8","0"
"370","3001","2","2000","1","5000","2000","91002","0","0","1027","2","12","90006","31018","0","0","0","0","8","0"
"371","5001","2","1500","1","7000","1500","91002","0","0","1027","2","10","90006","31018","0","0","0","0","8","0"
"372","7001","2","1000","1","10000","1000","91002","0","0","1027","2","8","90006","31018","0","0","0","0","8","0"
"373","10001","2","750","1","-1","750","91002","0","0","1027","2","7","90006","31018","0","0","0","0","8","0"
"374","1","2","5000","1","1","20000","91002","0","0","1028","2","30","90006","31042","0","0","0","0","8","0"
"375","2","2","5000","1","2","15000","91002","0","0","1028","2","30","90006","31042","0","0","0","0","8","0"
"376","3","2","5000","1","3","12000","91002","0","0","1028","2","30","90006","31042","0","0","0","0","8","0"
"377","4","2","5000","1","20","10000","91002","0","0","1028","2","30","90006","31042","0","0","0","0","8","0"
"378","21","2","5000","1","50","8000","91002","0","0","1028","2","30","90006","31042","0","0","0","0","8","0"
"379","51","2","4500","1","150","6000","91002","0","0","1028","2","25","90006","31042","0","0","0","0","8","0"
"380","151","2","4000","1","300","4000","91002","0","0","1028","2","20","90006","31042","0","0","0","0","8","0"
"381","301","2","3500","1","700","3500","91002","0","0","1028","2","18","90006","31042","0","0","0","0","8","0"
"382","701","2","3000","1","1500","3000","91002","0","0","1028","2","16","90006","31042","0","0","0","0","8","0"
"383","1501","2","2500","1","3000","2500","91002","0","0","1028","2","14","90006","31042","0","0","0","0","8","0"
"384","3001","2","2000","1","5000","2000","91002","0","0","1028","2","12","90006","31042","0","0","0","0","8","0"
"385","5001","2","1500","1","7000","1500","91002","0","0","1028","2","10","90006","31042","0","0","0","0","8","0"
"386","7001","2","1000","1","10000","1000","91002","0","0","1028","2","8","90006","31042","0","0","0","0","8","0"
"387","10001","2","750","1","-1","750","91002","0","0","1028","2","7","90006","31042","0","0","0","0","8","0"
"388","1","2","5000","1","1","20000","91002","0","0","1029","2","30","90006","31043","0","0","0","0","8","0"
"389","2","2","5000","1","2","15000","91002","0","0","1029","2","30","90006","31043","0","0","0","0","8","0"
"390","3","2","5000","1","3","12000","91002","0","0","1029","2","30","90006","31043","0","0","0","0","8","0"
"391","4","2","5000","1","20","10000","91002","0","0","1029","2","30","90006","31043","0","0","0","0","8","0"
"392","21","2","5000","1","50","8000","91002","0","0","1029","2","30","90006","31043","0","0","0","0","8","0"
"393","51","2","4500","1","150","6000","91002","0","0","1029","2","25","90006","31043","0","0","0","0","8","0"
"394","151","2","4000","1","300","4000","91002","0","0","1029","2","20","90006","31043","0","0","0","0","8","0"
"395","301","2","3500","1","700","3500","91002","0","0","1029","2","18","90006","31043","0","0","0","0","8","0"
"396","701","2","3000","1","1500","3000","91002","0","0","1029","2","16","90006","31043","0","0","0","0","8","0"
"397","1501","2","2500","1","3000","2500","91002","0","0","1029","2","14","90006","31043","0","0","0","0","8","0"
"398","3001","2","2000","1","5000","2000","91002","0","0","1029","2","12","90006","31043","0","0","0","0","8","0"
"399","5001","2","1500","1","7000","1500","91002","0","0","1029","2","10","90006","31043","0","0","0","0","8","0"
"400","7001","2","1000","1","10000","1000","91002","0","0","1029","2","8","90006","31043","0","0","0","0","8","0"
"401","10001","2","750","1","-1","750","91002","0","0","1029","2","7","90006","31043","0","0","0","0","8","0"
"402","1","2","5000","1","1","20000","91002","0","0","1030","2","30","90006","31025","0","0","0","0","8","0"
"403","2","2","5000","1","2","15000","91002","0","0","1030","2","30","90006","31025","0","0","0","0","8","0"
"404","3","2","5000","1","3","12000","91002","0","0","1030","2","30","90006","31025","0","0","0","0","8","0"
"405","4","2","5000","1","20","10000","91002","0","0","1030","2","30","90006","31025","0","0","0","0","8","0"
"406","21","2","5000","1","50","8000","91002","0","0","1030","2","30","90006","31025","0","0","0","0","8","0"
"407","51","2","4500","1","150","6000","91002","0","0","1030","2","25","90006","31025","0","0","0","0","8","0"
"408","151","2","4000","1","300","4000","91002","0","0","1030","2","20","90006","31025","0","0","0","0","8","0"
"409","301","2","3500","1","700","3500","91002","0","0","1030","2","18","90006","31025","0","0","0","0","8","0"
"410","701","2","3000","1","1500","3000","91002","0","0","1030","2","16","90006","31025","0","0","0","0","8","0"
"411","1501","2","2500","1","3000","2500","91002","0","0","1030","2","14","90006","31025","0","0","0","0","8","0"
"412","3001","2","2000","1","5000","2000","91002","0","0","1030","2","12","90006","31025","0","0","0","0","8","0"
"413","5001","2","1500","1","7000","1500","91002","0","0","1030","2","10","90006","31025","0","0","0","0","8","0"
"414","7001","2","1000","1","10000","1000","91002","0","0","1030","2","8","90006","31025","0","0","0","0","8","0"
"415","10001","2","750","1","-1","750","91002","0","0","1030","2","7","90006","31025","0","0","0","0","8","0"
"416","1","2","5000","1","1","20000","91002","0","0","1031","2","30","90006","31022","0","0","0","0","8","0"
"417","2","2","5000","1","2","15000","91002","0","0","1031","2","30","90006","31022","0","0","0","0","8","0"
"418","3","2","5000","1","3","12000","91002","0","0","1031","2","30","90006","31022","0","0","0","0","8","0"
"419","4","2","5000","1","20","10000","91002","0","0","1031","2","30","90006","31022","0","0","0","0","8","0"
"420","21","2","5000","1","50","8000","91002","0","0","1031","2","30","90006","31022","0","0","0","0","8","0"
"421","51","2","4500","1","150","6000","91002","0","0","1031","2","25","90006","31022","0","0","0","0","8","0"
"422","151","2","4000","1","300","4000","91002","0","0","1031","2","20","90006","31022","0","0","0","0","8","0"
"423","301","2","3500","1","700","3500","91002","0","0","1031","2","18","90006","31022","0","0","0","0","8","0"
"424","701","2","3000","1","1500","3000","91002","0","0","1031","2","16","90006","31022","0","0","0","0","8","0"
"425","1501","2","2500","1","3000","2500","91002","0","0","1031","2","14","90006","31022","0","0","0","0","8","0"
"426","3001","2","2000","1","5000","2000","91002","0","0","1031","2","12","90006","31022","0","0","0","0","8","0"
"427","5001","2","1500","1","7000","1500","91002","0","0","1031","2","10","90006","31022","0","0","0","0","8","0"
"428","7001","2","1000","1","10000","1000","91002","0","0","1031","2","8","90006","31022","0","0","0","0","8","0"
"429","10001","2","750","1","-1","750","91002","0","0","1031","2","7","90006","31022","0","0","0","0","8","0"
"430","1","2","5000","1","1","20000","91002","0","0","1032","2","30","90006","31018","0","0","0","0","8","0"
"431","2","2","5000","1","2","15000","91002","0","0","1032","2","30","90006","31018","0","0","0","0","8","0"
"432","3","2","5000","1","3","12000","91002","0","0","1032","2","30","90006","31018","0","0","0","0","8","0"
"433","4","2","5000","1","20","10000","91002","0","0","1032","2","30","90006","31018","0","0","0","0","8","0"
"434","21","2","5000","1","50","8000","91002","0","0","1032","2","30","90006","31018","0","0","0","0","8","0"
"435","51","2","4500","1","150","6000","91002","0","0","1032","2","25","90006","31018","0","0","0","0","8","0"
"436","151","2","4000","1","300","4000","91002","0","0","1032","2","20","90006","31018","0","0","0","0","8","0"
"437","301","2","3500","1","700","3500","91002","0","0","1032","2","18","90006","31018","0","0","0","0","8","0"
"438","701","2","3000","1","1500","3000","91002","0","0","1032","2","16","90006","31018","0","0","0","0","8","0"
"439","1501","2","2500","1","3000","2500","91002","0","0","1032","2","14","90006","31018","0","0","0","0","8","0"
"440","3001","2","2000","1","5000","2000","91002","0","0","1032","2","12","90006","31018","0","0","0","0","8","0"
"441","5001","2","1500","1","7000","1500","91002","0","0","1032","2","10","90006","31018","0","0","0","0","8","0"
"442","7001","2","1000","1","10000","1000","91002","0","0","1032","2","8","90006","31018","0","0","0","0","8","0"
"443","10001","2","750","1","-1","750","91002","0","0","1032","2","7","90006","31018","0","0","0","0","8","0"
"444","1","2","5000","1","1","20000","91002","0","0","1033","2","30","90006","31042","0","0","0","0","8","0"
"445","2","2","5000","1","2","15000","91002","0","0","1033","2","30","90006","31042","0","0","0","0","8","0"
"446","3","2","5000","1","3","12000","91002","0","0","1033","2","30","90006","31042","0","0","0","0","8","0"
"447","4","2","5000","1","20","10000","91002","0","0","1033","2","30","90006","31042","0","0","0","0","8","0"
"448","21","2","5000","1","50","8000","91002","0","0","1033","2","30","90006","31042","0","0","0","0","8","0"
"449","51","2","4500","1","150","6000","91002","0","0","1033","2","25","90006","31042","0","0","0","0","8","0"
"450","151","2","4000","1","300","4000","91002","0","0","1033","2","20","90006","31042","0","0","0","0","8","0"
"451","301","2","3500","1","700","3500","91002","0","0","1033","2","18","90006","31042","0","0","0","0","8","0"
"452","701","2","3000","1","1500","3000","91002","0","0","1033","2","16","90006","31042","0","0","0","0","8","0"
"453","1501","2","2500","1","3000","2500","91002","0","0","1033","2","14","90006","31042","0","0","0","0","8","0"
"454","3001","2","2000","1","5000","2000","91002","0","0","1033","2","12","90006","31042","0","0","0","0","8","0"
"455","5001","2","1500","1","7000","1500","91002","0","0","1033","2","10","90006","31042","0","0","0","0","8","0"
"456","7001","2","1000","1","10000","1000","91002","0","0","1033","2","8","90006","31042","0","0","0","0","8","0"
"457","10001","2","750","1","-1","750","91002","0","0","1033","2","7","90006","31042","0","0","0","0","8","0"
"458","1","2","5000","1","1","20000","91002","0","0","1034","2","30","90006","31043","0","0","0","0","8","0"
"459","2","2","5000","1","2","15000","91002","0","0","1034","2","30","90006","31043","0","0","0","0","8","0"
"460","3","2","5000","1","3","12000","91002","0","0","1034","2","30","90006","31043","0","0","0","0","8","0"
"461","4","2","5000","1","20","10000","91002","0","0","1034","2","30","90006","31043","0","0","0","0","8","0"
"462","21","2","5000","1","50","8000","91002","0","0","1034","2","30","90006","31043","0","0","0","0","8","0"
"463","51","2","4500","1","150","6000","91002","0","0","1034","2","25","90006","31043","0","0","0","0","8","0"
"464","151","2","4000","1","300","4000","91002","0","0","1034","2","20","90006","31043","0","0","0","0","8","0"
"465","301","2","3500","1","700","3500","91002","0","0","1034","2","18","90006","31043","0","0","0","0","8","0"
"466","701","2","3000","1","1500","3000","91002","0","0","1034","2","16","90006","31043","0","0","0","0","8","0"
"467","1501","2","2500","1","3000","2500","91002","0","0","1034","2","14","90006","31043","0","0","0","0","8","0"
"468","3001","2","2000","1","5000","2000","91002","0","0","1034","2","12","90006","31043","0","0","0","0","8","0"
"469","5001","2","1500","1","7000","1500","91002","0","0","1034","2","10","90006","31043","0","0","0","0","8","0"
"470","7001","2","1000","1","10000","1000","91002","0","0","1034","2","8","90006","31043","0","0","0","0","8","0"
"471","10001","2","750","1","-1","750","91002","0","0","1034","2","7","90006","31043","0","0","0","0","8","0"
"472","1","2","5000","1","1","20000","91002","0","0","1035","2","30","90006","31025","0","0","0","0","8","0"
"473","2","2","5000","1","2","15000","91002","0","0","1035","2","30","90006","31025","0","0","0","0","8","0"
"474","3","2","5000","1","3","12000","91002","0","0","1035","2","30","90006","31025","0","0","0","0","8","0"
"475","4","2","5000","1","20","10000","91002","0","0","1035","2","30","90006","31025","0","0","0","0","8","0"
"476","21","2","5000","1","50","8000","91002","0","0","1035","2","30","90006","31025","0","0","0","0","8","0"
"477","51","2","4500","1","150","6000","91002","0","0","1035","2","25","90006","31025","0","0","0","0","8","0"
"478","151","2","4000","1","300","4000","91002","0","0","1035","2","20","90006","31025","0","0","0","0","8","0"
"479","301","2","3500","1","700","3500","91002","0","0","1035","2","18","90006","31025","0","0","0","0","8","0"
"480","701","2","3000","1","1500","3000","91002","0","0","1035","2","16","90006","31025","0","0","0","0","8","0"
"481","1501","2","2500","1","3000","2500","91002","0","0","1035","2","14","90006","31025","0","0","0","0","8","0"
"482","3001","2","2000","1","5000","2000","91002","0","0","1035","2","12","90006","31025","0","0","0","0","8","0"
"483","5001","2","1500","1","7000","1500","91002","0","0","1035","2","10","90006","31025","0","0","0","0","8","0"
"484","7001","2","1000","1","10000","1000","91002","0","0","1035","2","8","90006","31025","0","0","0","0","8","0"
"485","10001","2","750","1","-1","750","91002","0","0","1035","2","7","90006","31025","0","0","0","0","8","0"
"486","1","2","5000","1","1","20000","91002","0","0","1036","2","30","90006","31022","0","0","0","0","8","0"
"487","2","2","5000","1","2","15000","91002","0","0","1036","2","30","90006","31022","0","0","0","0","8","0"
"488","3","2","5000","1","3","12000","91002","0","0","1036","2","30","90006","31022","0","0","0","0","8","0"
"489","4","2","5000","1","20","10000","91002","0","0","1036","2","30","90006","31022","0","0","0","0","8","0"
"490","21","2","5000","1","50","8000","91002","0","0","1036","2","30","90006","31022","0","0","0","0","8","0"
"491","51","2","4500","1","150","6000","91002","0","0","1036","2","25","90006","31022","0","0","0","0","8","0"
"492","151","2","4000","1","300","4000","91002","0","0","1036","2","20","90006","31022","0","0","0","0","8","0"
"493","301","2","3500","1","700","3500","91002","0","0","1036","2","18","90006","31022","0","0","0","0","8","0"
"494","701","2","3000","1","1500","3000","91002","0","0","1036","2","16","90006","31022","0","0","0","0","8","0"
"495","1501","2","2500","1","3000","2500","91002","0","0","1036","2","14","90006","31022","0","0","0","0","8","0"
"496","3001","2","2000","1","5000","2000","91002","0","0","1036","2","12","90006","31022","0","0","0","0","8","0"
"497","5001","2","1500","1","7000","1500","91002","0","0","1036","2","10","90006","31022","0","0","0","0","8","0"
"498","7001","2","1000","1","10000","1000","91002","0","0","1036","2","8","90006","31022","0","0","0","0","8","0"
