5afd05b74d0077f1b243353590b6648a7f8a876f52d5f213d19c6f87aa2bdaf7,53bbcc9305040c5c426703cd5fac994e52228b6f12e6ab63dd05856cd07101d2,cc12403af1a2214450995d7b6678427b03be6977da6c68fe100c40f5ce5a4543,99a26b23b4ba023936c4dd313b725c8590f98695fc60ceab3ab2816e39a54248,d08704ecf62deb536528e2b13d285e2b9f78cc31523af149d7fdd193111339e2,441f84a4538079dfa0773dc76f91983bbd07565a79e01df15461d6e3de13411d,ad091eb3f489899be36d7fd84d247ebfaeaca18808d8b82519ff3b9284a37f46,1e6784e02d3fa125ef3b7984e5554b92afcb35507b9791ec1cd4fe223a93f7eb,ede949b62fd79bc56fe7c26d3ff0c36d24f840bda3aac2ed2f7802f78ccb15df,14a757f71a53328e5910a3d890085b382fd40c4256465d177b6e2ec05f8ece71,c70d64abda28ddd6465359fc91e79d1bb3c20042b7d19934ac2d1fe41c8157d6,af4d54adc04047db23af7d6b5ab75fdc0338370de9eb407ce3f95720ea79c946,8ad015a8a8d83e618f9bf1241a901204f0176c7373d3a66bdae4375e614479b4,7359745bfcbd15102e9c040d4ac1b7c4d8b6bf27b76214b9db8a7d0045bfbd7f,385ce4c4aa9204b5583299ca45ed55e3aa75adf8542b52b3907779634f9f2d20,1b7a6f0622061ee4b3c2a8b2a7d4285eea4038c5779d4d617372b1bae8b449f8
"拉比林斯","44","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","阿澄佳奈","親人又多話的妹系少女","人族","0","璃乃（奇幻）","25","156","裁縫","A","3","8","112901","15"
"純白之翼 蘭德索爾分部","43","","大関英里","何時都會一見鍾情，純情少女","精靈族","0","步未（奇幻）","7","155","觀察","O","15","4","113001","16"
"暮光流星群","54","","佐藤利奈","散發人情味的帥氣「大姐頭」","人族","0","流夏（夏日）","11","167","釣魚","B","13","7","113101","25"
"暮光流星群","45","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","髙野麻美","相信前世的中二病患「疾風之冥姬」","魔族","0","杏奈（夏日）","5","159","寫小說","A","13","7","113201","17"
"暮光流星群","55","","佳村はるか","宅宅暴走的魔法少女","魔族","0","七七香（夏日）","21","166","讀書、魔法","O","13","8","113301","18"
"森林守衛","46","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","大橋彩香","為了大家使用超能力的睡美人","精靈族","0","初音（夏日）","24","156","和妹妹一起玩、回籠覺、午睡、早睡","A","6","12","113401","17"
"森林守衛","54","","國府田マリ子","充滿母性又溫柔，大家的「美里老師」","精靈族","0","美里（夏日）","5","165","製作繪本","O","6","9","113501","21"
"王宮騎士團","50","","川澄綾子","看不見面容的沉著女騎士","人族","0","純（夏日）","25","171","格鬥技、入浴","A","8","10","113601","25"
"惡魔偽王國軍","42","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","浅倉杏美","愛撒嬌又受大家喜歡","魔族","0","茜里（天使）","22","150","薩克斯風","O","7","11","113701","13"
"惡魔偽王國軍","40","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","原紗友里","怕生的任性女孩","魔族","0","依里（天使）","22","150","所有遊戲","O","7","11","113801","13"
"慈樂之音","45","","木戸衣吹","最愛時尚的可愛女孩","人族","0","紡希（萬聖節）","7","153","裁縫","AB","4","9","113901","14"
"破曉之星","46","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","早見沙織","冷酷又率直的劍士","魔族","0","怜（萬聖節）","12","163","讀書、騎馬、茶","B","2","1","114001","18"
"王宮騎士團","40","","下田麻美","仰慕英雄的見習騎士少女","獸人族","0","茉莉（萬聖節）","25","146","英雄扮演遊戲","O","8","11","114101","12"
"純白之翼 蘭德索爾分部","33","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","辻あゆみ","外表與內心都是孩子的異國軍人","人族","0","莫妮卡（魔法少女）","28","140","逛點心店","A","15","7","114201","18"
"王宮騎士團","43","","茅原実里","重情義愛捉弄人的劍術少女","人族","0","智（魔法少女）","11","149","劍術、戲弄長輩","A","8","8","114301","13"
"墨丘利財團","45","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","松嵜麗","目標成為頂尖商人的元氣大小姐","人族","0","秋乃（聖誕節）","12","157","慈善事業","AB","12","3","114401","18"
"咲戀育幼院","43","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","堀江由衣","經營育幼院的庶民派溫柔大小姐","精靈族","0","咲戀（聖誕節）","4","156","經營、茶會","A","9","10","114501","17"
"墨丘利財團","55","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","今井麻美","既純情又放心不下的成熟女性","精靈族","0","優花梨（聖誕節）","16","164","隨意逛街","A","12","3","114601","22"
"？？？","40","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","潘めぐみ","徬徨的謎樣少女","人族","0","矛依未（新年）","11","148","冒險、回憶故事","O","","8","114701","16"
"？？？","??","","井口裕香","隱居在研究所，相當文靜的大姊姊","精靈族","0","似似花（新年）","24","149","模仿、藝術欣賞","O","","3","115001","24"
"美食殿堂","35","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","伊藤美来","仰慕主人，小小嚮導","精靈族","0","可可蘿（祭服）","11","140","冥想、養育動植物","B","1","5","115501","11"
"破曉之星","47","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","種田梨沙","擅長支援戰鬥，心地善良的少女","人族","0","優衣（祭服）","5","158","料理、觀察人類","O","2","4","115601","17"
"哞哞自衛隊","41","","水瀬いのり","頭腦聰明的美少女名偵探","獸人族","0","霞（夏日）","3","152","讀書、推理","AB","10","11","115701","15"
"伊麗莎白牧場","100","我是個很平凡、隨處可見的女孩子喔！\n除、除了外表之外……","徳井青空","少女心的毛茸茸生物","獸人族","0","莉瑪（灰姑娘）","14","150","理毛、聊天","A","11","3","115801","18"
"哞哞自衛隊","54","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","小松未可子","不輸男人的狂野義氣少女","獸人族","0","真琴（灰姑娘）","9","168","做點心","O","10","8","115901","17"
"哞哞自衛隊","42","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","内田真礼","真步真步王國的公主","獸人族","0","真步（灰姑娘）","22","155","幻想、蒐集玩偶","O","10","9","116001","16"
"聖德蕾莎女子學院（好朋友社）","42","","種﨑敦美","生長在市區的陰暗系精靈族","精靈族","0","克蘿依（聖學祭）","7","154","飛鏢","O","16","8","116201","17"
"聖德蕾莎女子學院（好朋友社）","46","","佐倉綾音","天生自由奔放的失禮現代小孩","人族","0","琪愛兒（聖學祭）","15","156","跳舞、卡拉OK","O","16","9","116301","16"
"聖德蕾莎女子學院（好朋友社）","36","","小原好美","沉睡於書庫的小小賢人","人族","0","優妮（聖學祭）","28","142","讀書","O","16","2","116401","18"
"龍族巢穴","???","","藤田茜","嘴上功夫一流的廢材龍娘","龍人族","0","祈梨（時空旅行）","29","145","遊戲","AB","17","9","116501","13"
"龍族巢穴","???","","小市眞琴","專門用拳頭來交朋友的打手龍少女","龍人族","0","嘉夜（時空旅行）","25","156","格鬥技","B","17","6","116601","16"
"森林守衛","44","","花澤香菜","嚮往「朋友」的精靈之森女孩","精靈族","0","碧（工作服）","6","158","交朋友的想像訓練","AB","6","6","116701","13"
"墨丘利財團","48","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","沼倉愛美","鋤強扶弱的貓娘","獸人族","0","珠希（工作服）","1","158","與貓咪玩耍","AB","12","3","116801","18"
"墨丘利財團","49","我來當你的師傅吧！\n當然這可不能是免費的。\n我會算清楚時薪喔。","田所あずさ","公事私事都效率至上的傭兵少女","人族","0","美冬（工作服）","11","163","傭兵等等的打工","O","12","11","116901","20"
"暮光流星群","43","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","橋本ちなみ","專情於命中注定對象的少女","魔族","0","惠理子（夏日）","30","154","實驗、裁縫、料理","B","13","7","117001","16"
"拉比林斯","54","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","生天目仁美","姐姐會照顧你的呦！","人族","0","靜流（夏日）","24","168","所有家事","O","3","10","117101","18"
"慈樂之音","40","","日笠陽子","能歌善舞的超人氣偶像","人族","0","望（夏日）","24","157","看舞台劇，跳舞","B","4","1","117201","17"
"慈樂之音","46","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","福原綾香","守護人們而歌唱的唱喚士少女","人族","0","千歌（夏日）","3","163","各種樂器","O","4","6","117301","17"
"慈樂之音","45","","木戸衣吹","最愛時尚的可愛女孩","人族","0","紡希（夏日）","7","153","裁縫","AB","4","9","117401","14"
"暮光流星群","53","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","三石琴乃","興趣是實驗的危險科學家","人族","0","深月（大江戶）","7","166","研究、實驗","A","13","3","117501","27"
"純白之翼 蘭德索爾分部","40","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","大空直美","我比任何人都還要美麗","精靈族","0","雪（大江戶）","10","150","欣賞鏡中的自己","AB","15","10","117601","14"
"哞哞自衛隊","53","嗨呵～！我要又唱又跳\n讓氣氛嗨到最高點喲～！\n來嘛來嘛，你也一起跳吧～！","高森奈津美","隨時都「船到橋頭自然直」的天真少女","獸人族","0","香織（萬聖節）","7","158","跳舞、空手道","A","10","7","117701","19"
"純白之翼 蘭德索爾分部","51","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","佐藤聡美","東國的神祕，請告訴我！","人族","0","妮諾（萬聖節）","31","163","忍法開發","O","15","8","117801","16"
"月光學院","48","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","上坂すみれ","天真浪漫的人氣超級名模","魔族","0","鈴奈（萬聖節）","10","167","時尚","O","14","4","117901","18"
"里士滿工商會","57","","Lynn","醒悟了忠義的女商人","人族","0","克蕾琪塔","19","160","數錢、打壞主意","A","18","9","118001","26"
"憤怒‧軍團","53","","原田彩楓","歌唱尋求靜寂的陰沉少女","魔族","0","蘭法","28","165","唱歌、看書，以及寫詩","O","19","12","118101","20"
"憤怒‧軍團","??","","鬼頭明里","樂觀開朗，卻趨向毀滅的活潑少女","人族","0","美空","2","159","無","A","","7","118201","16"
"？？？","43","","洲崎綾","擔任【公會管理協會】職員的親切大姐姐","人族","0","花凜","12","152","處理文件、散步、桌遊","A","","9","118501","24"
"？？？","???","","相坂優歌","在幻霧玩耍的愛惡作劇嚮導小妖精","？？？","0","涅比亞","?","???","惡作劇","?","","?","118601","??"
"月光學院","52","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","伊藤静","魅惑眾多男性的純潔女老師","魔族","0","伊緒（黑暗）","14","162","看戀愛小說、戀愛劇、戀愛漫畫","B","14","8","119001","23"
"純白之翼 蘭德索爾分部","49","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","長妻樹里","最愛妄想！其實是個害羞少女","人族","0","空花（黑暗）","19","157","閱讀小說","AB","15","11","119101","18"
"伊麗莎白牧場","35","我的目標是，\n成為無論何時都能為大家帶來笑容的，最棒的搞笑藝人！\n一起加油的啦！","新田恵海","令大家歡笑的歡樂牧場主人","人族","0","真陽（聖誕節）","3","142","相聲","B","11","3","119201","20"
"拉比林斯","44","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","阿澄佳奈","親人又多話的妹系少女","人族","0","璃乃（聖誕節）","25","156","裁縫","A","3","8","119301","15"
"惡魔偽王國軍","32","太難的事情人家不懂來的～\n只要每天都能吃到布丁的話，\n宮子也可以繼續當幽靈喲～","雨宮天","最愛布丁的幽靈少女","魔族","0","宮子（聖誕節）","23","130","吃布丁","B","7","1","119901","14"
"拉比林斯","54","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","生天目仁美","姐姐會照顧你的呦！","人族","0","靜流（黑暗）","24","168","所有家事","O","3","10","120001","18"
"美食殿堂","???","","近藤玲奈","失去記憶的龍人族少女","龍人族","0","雪菲（新年）","14","147","讀書、伸展運動","B","1","12","120701","14"
"暮光流星群","54","","佐藤利奈","散發人情味的帥氣「大姐頭」","人族","0","流夏（新年）","11","167","釣魚","B","13","7","120801","25"
"惡魔偽王國軍","50","","丹下桜","曾經支配黑夜的最強吸血鬼","魔族","0","伊莉亞（新年）","5","172","征服世界","A","7","5","120901","??"
"美食殿堂","46","","M・A・O","元氣滿點的空腹少女","人族","0","貪吃佩可（超載）","31","156","邊走邊吃、料理","O","1","3","121001","17"
"美食殿堂","39","","立花理香","倒在路旁的謎之貓耳魔法師","獸人族","0","凱留（超載）","2","152","和貓咪玩耍","A","1","9","121101","14"
"拉比林斯","??","","沢城みゆき","祕密結社拉比林斯的「迷宮女王」","人族","0","拉比林斯達（超載）","25","160","觀察人類","AB","3","7","121201","25"
"咲戀育幼院","40","這個、那個……我叫胡、胡桃……嗚、嗚嗚嗚……怎、怎麼辦……太、太害羞了……對、對不起──！","植田佳奈","愛哭又膽小，令人想去保護的女孩","人族","0","胡桃（舞台）","9","150","看戲、扮家家酒","B","9","6","121301","12"
"月光學院","22","你剛才叫我了對吧？\n我會用成熟淑女的魅力擄獲你的心哦！","久野美咲","稍微有點差距的少女戀情","魔族","0","美咲（舞台）","3","120","閱讀流行雜誌、蒐集化妝品","A","14","1","121401","11"
"純白之翼 蘭德索爾分部","43","","大関英里","何時都會一見鍾情，純情少女","精靈族","0","步未（怪盜）","7","155","觀察","O","15","4","121501","16"
"龍族巢穴","???","","藤田茜","嘴上功夫一流的廢材龍娘","龍人族","0","祈梨（怪盜）","29","145","遊戲","AB","17","9","121601","13"
"暮光流星群","45","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","髙野麻美","相信前世的中二病患「疾風之冥姬」","魔族","0","杏奈（海盜）","5","159","寫小說","A","13","7","121901","17"
"惡魔偽王國軍","42","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","大坪由佳","擅長占卜的靈能少女","魔族","0","忍（海盜）","22","157","占卜","AB","7","12","122001","18"
"森林守衛","44","","花澤香菜","嚮往「朋友」的精靈之森女孩","精靈族","0","碧（露營）","6","158","交朋友的想像訓練","AB","6","6","122101","13"
"墨丘利財團","55","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","今井麻美","既純情又放心不下的成熟女性","精靈族","0","優花梨（露營）","16","164","隨意逛街","A","12","3","122201","22"
"？？？","41","","釘宮理惠","僕從親愛的主人","魔族","0","班比","?","149","散步、做料理","AB","","?","122301","??"
"破曉之星","44","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","東山奈央","最愛幫助別人！　正向思考的格鬥少女","獸人族","0","日和（夏日）","27","155","助人、打氣加油","A","2","8","122401","16"
"破曉之星","46","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","早見沙織","冷酷又率直的劍士","魔族","0","怜（夏日）","12","163","讀書、騎馬、茶","B","2","1","122501","18"
"破曉之星","47","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","種田梨沙","擅長支援戰鬥，心地善良的少女","人族","0","優衣（夏日）","5","158","料理、觀察人類","O","2","4","122601","17"
"小小甜心","21","","小倉唯","端莊正直的嬌小優等生","精靈族","0","鏡華（夏日）","2","118","讀書","A","5","2","122701","8"
"小小甜心","27","惡作劇就交給禊吧！\n哥哥，小心別上鉤了唷──♪","諸星すみれ","愛好冒險的搗蛋鬼","人族","0","禊（夏日）","10","128","惡作劇、探險","O","5","8","122801","9"
"小小甜心","21","蹦蹦跳，好想變成小兔子呢～♪\n美美如果能變成小兔子，\n會最先來給哥哥看喔！","日高里菜","唱歌、紅蘿蔔或是兔子先生，我全都喜歡♪","獸人族","0","美美（夏日）","3","117","蒐集可愛的東西","O","5","4","122901","10"
"？？？","???","","相坂優歌","以全新樣貌繼續支持騎士冒險的妖精","？？？","0","愛梅斯","?","150","？？？","?","","?","123001","??"
"哞哞自衛隊","42","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","内田真礼","真步真步王國的公主","獸人族","0","真步（探險家）","22","155","幻想、蒐集玩偶","O","10","9","123101","16"
"咲戀育幼院","38","這孩子啊，名叫噗吉。\n雖然是武器，但是會說話呦♪\n是我最重要最重要的朋友～！","芹澤優","永遠跟噗吉在一起！","人族","0","綾音（探險家）","10","148","能在房間裡玩的遊戲","B","9","5","123201","14"
"憤怒‧軍團","55","","和氣杏未","超喜歡正太♪辣妹系史萊姆女孩","魔族？","0","涅婭","13","157","和可愛的正太玩、購物","B","19","6","123301","19"
"王宮騎士團","50","","川澄綾子","看不見面容的沉著女騎士","人族","0","純（露營）","25","171","格鬥技、入浴","A","8","10","123401","25"
"伊麗莎白牧場","42","","小岩井ことり","視玩樂與睡眠為第一的懶惰少女","獸人族","0","鈴（萬聖節）","1","144","紅豆麵包","B","11","1","123501","17"
"王宮騎士團","43","","茅原実里","重情義愛捉弄人的劍術少女","人族","0","智（萬聖節）","11","149","劍術、戲弄長輩","A","8","8","123601","13"
"暮光流星群","55","","佳村はるか","宅宅暴走的魔法少女","魔族","0","七七香（萬聖節）","21","166","讀書、魔法","O","13","8","123701","18"
"王宮騎士團","??","","たかはし智秋","自視甚高的王宮騎士團副團長","人族","0","克莉絲提娜（狂野）","7","165","和強敵之間的競爭","O","8","2","123801","27"
"王宮騎士團","40","","下田麻美","仰慕英雄的見習騎士少女","獸人族","0","茉莉（狂野）","25","146","英雄扮演遊戲","O","8","11","123901","12"
"惡魔偽王國軍","42","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","浅倉杏美","愛撒嬌又受大家喜歡","魔族","0","茜里（聖誕節）","22","150","薩克斯風","O","7","11","124001","13"
"惡魔偽王國軍","40","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","原紗友里","怕生的任性女孩","魔族","0","依里（聖誕節）","22","150","所有遊戲","O","7","11","124101","13"
"王宮騎士團","50","","川澄綾子","看不見面容的沉著女騎士","人族","0","純（聖誕節）","25","171","格鬥技、入浴","A","8","10","124201","25"
"龍族巢穴","???","","大西沙織","面帶詭譎的笑容看透一切的臥龍首領。","龍人族","0","帆稀（新年）","17","168","繪畫、讀書","O","17","4","124501","25"
"森林守衛","54","","國府田マリ子","充滿母性又溫柔，大家的「美里老師」","精靈族","0","美里（新年）","5","165","製作繪本","O","6","9","124601","21"
"暮光流星群","53","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","三石琴乃","興趣是實驗的危險科學家","人族","0","深月（新年）","7","166","研究、實驗","A","13","3","124701","27"
"慈樂之音","40","","日笠陽子","能歌善舞的超人氣偶像","人族","0","望（解放者）","24","157","看舞台劇，跳舞","B","4","1","124801","17"
"龍族巢穴","???","","小市眞琴","專門用拳頭來交朋友的打手龍少女","龍人族","0","嘉夜（解放者）","25","156","格鬥技","B","17","6","124901","16"
"？？？","40","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","潘めぐみ","徬徨的謎樣少女","人族","0","矛依未（解放者）","11","148","冒險、回憶故事","O","","8","125001","16"
"墨丘利財團","48","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","沼倉愛美","鋤強扶弱的貓娘","獸人族","0","珠希（咖啡廳）","1","158","與貓咪玩耍","AB","12","3","125101","18"
"純白之翼 蘭德索爾分部","33","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","辻あゆみ","外表與內心都是孩子的異國軍人","人族","0","莫妮卡（咖啡廳）","28","140","逛點心店","A","15","7","125201","18"
"美食殿堂","35","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","伊藤美来","仰慕主人，小小嚮導","精靈族","0","可可蘿（遊俠）","11","140","冥想、養育動植物","B","1","5","125301","11"
"伊麗莎白牧場","40","咳咳，咳咳……雖、雖然身體孱弱，\n至少在心境上要積極向前……！\n啊，但是不行……一站起來就一陣暈眩……","小清水亜美","喜愛讀書的體弱少女","獸人族","0","栞（遊俠）","3","153","讀書、散步","A","11","11","125401","14"
"？？？","45","","金元寿子","夢想前往天空冒險的騎空士少女","人族","0","吉塔（術士）","10","156","冒險、聊天","O","","3","125501","17"
"？？？","39","","種﨑敦美","陰陽之力兼具的鼠神宮巫女","人族","0","碧卡拉","4","145","製作老鼠耳朵","AB","","12","125601","14"
"？？？","43","","洲崎綾","擔任【公會管理協會】職員的親切大姐姐","人族","0","花凜（鍊金術師）","12","152","處理文件、散步、桌遊","A","","9","125701","24"
"幻變少女","44","","鈴木みのり","懷抱贖罪之心，追求力量的妹系大和撫子","人族","0","莉莉（墮落）","29","154","花藝、閱讀（經典文學）、東國畫","A","20","4","125801","15"
"幻變少女","42","","前田佳織里","背負著難以忘懷過錯的黑色翅膀聖女","人族","0","可璃亞（墮落）","1","147","做點心、照顧花朵、演奏小提琴","O","20","11","126001","13"
"幻變少女","34","","高尾奏音","繼承正義靈魂的爆食系天才純真女孩","獸人族","0","普蕾西亞（墮落）","1","135","吃飯","O","20","3","126101","10"
"惡魔偽王國軍","50","","丹下桜","曾經支配黑夜的最強吸血鬼","魔族","0","伊莉亞（祭服）","5","172","征服世界","A","7","5","126201","??"
"純白之翼 蘭德索爾分部","40","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","大空直美","我比任何人都還要美麗","精靈族","0","雪（祭服）","10","150","欣賞鏡中的自己","AB","15","10","126301","14"
"？？？","未換裝時252","","長谷川育美","笑容滿溢！精力充沛的機械少女","機械人族","0","克蘿茜","11","170","午睡，幫助他人","?","","11","126401","??"
"吉歐‧提格尼亞","??","","河瀨茉希","兼具溫柔與傲慢的公主。","天使族","0","萊拉耶爾","17","162","午睡、試吃甜點新品。","?","","1","126501","??"
"？？？","??","","井口裕香","隱居在研究所，相當文靜的大姊姊","精靈族","0","似似花（夏日）","24","149","模仿、藝術欣賞","O","","3","126601","24"
"墨丘利財團","45","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","松嵜麗","目標成為頂尖商人的元氣大小姐","人族","0","秋乃（夏日）","12","157","慈善事業","AB","12","3","126701","18"
"墨丘利財團","55","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","今井麻美","既純情又放心不下的成熟女性","精靈族","0","優花梨（夏日）","16","164","隨意逛街","A","12","3","126801","22"
"憤怒‧軍團","53","","原田彩楓","歌唱尋求靜寂的陰沉少女","魔族","0","蘭法（夏日）","28","165","唱歌、看書，以及寫詩","O","19","12","126901","20"
"純白之翼 蘭德索爾分部","49","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","長妻樹里","最愛妄想！其實是個害羞少女","人族","0","空花（夏日）","19","157","閱讀小說","AB","15","11","127001","18"
"惡魔偽王國軍","42","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","大坪由佳","擅長占卜的靈能少女","魔族","0","忍（夏日）","22","157","占卜","AB","7","12","127101","18"
"美食殿堂","39","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","立花理香","倒在路旁的謎之貓耳魔法師","獸人族","0","凱留（插班生）","2","152","和貓咪玩耍","A","1","9","127201","14"
"月光學院","48","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","上坂すみれ","天真浪漫的人氣超級名模","魔族","0","鈴奈（插班生）","10","167","時尚","O","14","4","127301","18"
"咲戀育幼院","43","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","堀江由衣","經營育幼院的庶民派溫柔大小姐","精靈族","0","咲戀（薩拉薩利亞）","4","156","經營、茶會","A","9","10","127501","17"
"暮光流星群","54","","佐藤利奈","散發人情味的帥氣「大姐頭」","人族","0","流夏（薩拉薩利亞）","11","167","釣魚","B","13","7","127601","25"
"美食殿堂","46","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","M・A・O","元氣滿點的空腹少女","人族","0","貪吃佩可（聖誕節）","31","156","邊走邊吃、料理","O","1","3","127901","17"
"里士滿工商會","57","","Lynn","醒悟了忠義的女商人","人族","0","克蕾琪塔（聖誕節）","19","160","數錢、打壞主意","A","18","9","128001","26"
"龍族巢穴","???","","藤田茜","嘴上功夫一流的廢材龍娘","龍人族","0","祈梨（新年）","29","145","遊戲","AB","17","9","128301","13"
"森林守衛","46","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","大橋彩香","為了大家使用超能力的睡美人","精靈族","0","初音（新年）","24","156","和妹妹一起玩、回籠覺、午睡、早睡","A","6","12","128401","17"
"哞哞自衛隊","41","","水瀬いのり","頭腦聰明的美少女名偵探","獸人族","0","霞（新年）","3","152","讀書、推理","AB","10","11","128501","15"
"破曉之星","44","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","東山奈央","最愛幫助別人！　正向思考的格鬥少女","獸人族","0","日和（星素）","27","155","助人、打氣加油","A","2","8","128701","16"
"破曉之星","46","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","早見沙織","冷酷又率直的劍士","魔族","0","怜（星素）","12","163","讀書、騎馬、茶","B","2","1","128801","18"
"破曉之星","47","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","種田梨沙","擅長支援戰鬥，心地善良的少女","人族","0","優衣（星素）","5","158","料理、觀察人類","O","2","4","128901","17"
"？？？","??","","桑島法子","在悲劇的根源盛開的美麗黑薔薇","人族","0","厄莉絲","15","168","聽騎士先生說話","?","","2","129001","??"
"聖德蕾莎女子學院（好朋友社）","36","","小原好美","沉睡於書庫的小小賢人","人族","0","優妮（冬日）","28","142","讀書","O","16","2","129301","18"
"聖德蕾莎女子學院（好朋友社）","42","","種﨑敦美","生長在市區的陰暗系精靈族","精靈族","0","克蘿依（冬日）","7","154","飛鏢","O","16","8","129401","17"
"？？？","39","","立花日菜","繚繞孤絕香氣的花妖魔人","妖魔人","0","安涅默涅","2","145","照顧花卉、拔除棘刺","A","","4","129601","13"
"？？？","??","","大久保瑠美","萬魔的頂點，煉獄之皇女","妖魔人","0","涅妃‧涅羅","31","139","扮家家酒、觀察人類","?","","12","129701","??"
