6520b057ec861fb475538ecd3fba8d00b8d9748d11974ad2105fac4f4dd9b10e,11f34063b9f04542918adb6924ebbf4fc20d5531883fd90ff28f6df2c10cc015,ac93d67959d73085124bf0286398106d204e03c84b50aa6ff4adb1d44325fb42,245af7ef9957c566e283fd5c838c4a355cda81f7f878a4b233611fbd64609dcd,a6655010f6c7a035e2e67284dfd92a5b72efb3c1ab8987cc8f6da481b6f7fe94,f76293689f5f4f48173b49e36380a5edcd562111f558d0b3f51928c52e7d5bb7,06d1ead4a9ed989f161603ad5355d7cd0d28df6b14bc0cab6379962aaa5df00f,8dfed9bf39c79b7b662861072d822bb480eb12b4b42c92b3512e953e601c3349,02388faf1c877f6e210ba5806d6a6dd5120c68e840575d5ecff4c2bdcbb69858,cb22723c0cbe04b13d07cc8ee5998c67f8b7e938054f78658b6190bc38fe4922
"20001","1","302","0","0","1","2018/11/08 16:00:00","2018/11/12 15:59:59","0","0"
"20002","1","902","0","0","32","2018/10/26 16:00:00","2018/11/08 15:59:59","0","0"
"20003","1","302","0","0","1","2020/08/03 16:00:00","2020/08/09 15:59:59","0","0"
"20004","1","305","0","0","11","2024/07/01 16:00:00","2024/07/04 15:59:59","0","0"
"20005","4","908","0","0","3","2024/02/07 16:00:00","2024/02/17 15:59:59","0","0"
"20006","1","903","0","0","6","2019/07/24 16:00:00","2019/07/29 15:59:59","0","1"
"20007","1","903","0","0","6","2019/07/29 16:00:00","2019/08/01 15:59:59","0","1"
"20008","1","903","0","0","6","2019/08/01 16:00:00","2019/08/08 15:59:59","0","1"
"20011","1","307","110008","0","6","2023/12/16 16:00:00","2023/12/23 15:59:59","0","0"
"20012","4","908","0","0","3","2022/08/01 16:00:00","2022/08/11 15:59:59","0","0"
"20013","4","908","0","0","3","2023/08/01 16:00:00","2023/08/11 15:59:59","0","0"
"20014","5","0","0","627","10","2023/09/01 16:00:00","2023/09/16 15:59:59","0","0"
"20015","5","0","0","628","10","2023/09/16 16:00:00","2023/10/02 15:59:59","0","0"
"20016","4","908","0","0","3","2023/09/01 16:00:00","2023/09/16 15:59:59","0","0"
"20017","5","0","0","634","10","2024/02/07 16:00:00","2024/02/23 15:59:59","0","0"
"20018","5","0","0","635","14","2024/02/07 16:00:00","2024/02/23 15:59:59","0","0"
"20019","6","0","0","633","4","2024/02/07 16:00:00","2030/03/01 14:59:59","0","0"
"20020","1","307","110009","0","3","2023/12/23 16:00:00","2023/12/27 15:59:59","0","0"
"20021","1","305","0","0","8","2024/02/26 16:00:00","2024/02/29 15:59:59","0","0"
"20022","1","305","0","0","11","2024/04/23 16:00:00","2024/04/28 15:59:59","0","0"
"20023","4","908","0","0","3","2024/05/01 16:00:00","2024/05/12 15:59:59","0","0"
"20024","5","0","0","642","21","2024/06/14 16:00:00","2030/03/01 14:59:59","0","0"
"20025","5","0","0","648","14","2024/08/15 00:00:00","2024/08/29 23:59:59","0","0"
"20026","4","908","0","0","2","2024/08/15 16:00:00","2024/08/25 15:59:59","0","0"
"20027","1","305","70094","0","11","2024/06/17 16:00:00","2024/06/21 15:59:59","0","0"
"20028","1","305","70095","0","11","2024/06/17 16:00:00","2024/06/21 15:59:59","0","0"
"20029","1","305","70096","0","11","2024/06/21 16:00:00","2024/06/24 15:59:59","0","0"
"20030","1","305","70097","0","11","2024/06/21 16:00:00","2024/06/24 15:59:59","0","0"
"20031","1","305","70098","0","11","2024/06/24 16:00:00","2024/06/28 15:59:59","0","0"
"20032","1","305","0","0","16","2024/09/16 16:00:00","2024/09/28 15:59:59","0","0"
"20041","1","307","110010","0","16","2024/09/04 16:00:00","2024/09/06 15:59:59","0","0"
"20042","1","305","70104","0","16","2024/09/07 16:00:00","2024/09/09 15:59:59","0","0"
"20043","1","307","110011","0","17","2024/09/07 16:00:00","2024/09/09 15:59:59","0","0"
"20044","1","305","70105","0","16","2024/09/10 16:00:00","2024/09/12 15:59:59","0","0"
"20045","1","307","110012","0","16","2024/09/13 16:00:00","2024/09/15 15:59:59","0","0"
"50018","1","303","0","0","1","2019/02/01 12:00:00","2019/02/04 23:59:59","0","0"
"50023","1","303","0","0","1","2019/05/07 16:00:00","2019/05/14 15:59:59","50018","0"
"50027","1","303","0","0","1","2019/07/01 16:00:00","2019/07/15 15:59:59","0","0"
"50033","1","303","0","0","1","2019/09/02 16:00:00","2019/09/09 15:59:59","50018","0"
"50047","1","303","0","0","1","2020/01/21 16:00:00","2020/01/28 15:59:59","0","0"
"50061","1","303","0","0","2","2020/05/05 16:00:00","2020/05/08 15:59:59","0","0"
"50067","1","303","0","0","1","2020/06/22 16:00:00","2020/07/02 15:59:59","0","0"
"50079","1","303","0","0","1","2020/09/01 16:00:00","2020/09/04 15:59:59","0","0"
"50084","1","303","0","0","1","2020/11/02 16:00:00","2020/11/05 15:59:59","0","0"
"50094","1","303","0","0","1","2020/12/18 16:00:00","2020/12/21 15:59:59","0","0"
"50108","1","303","0","0","1","2021/02/11 16:00:00","2021/02/15 15:59:59","0","0"
"50119","1","303","0","0","1","2021/07/02 16:00:00","2021/07/05 15:59:59","0","0"
"50129","1","303","0","0","1","2021/07/30 16:00:00","2021/08/01 15:59:59","0","0"
"50140","1","303","0","0","1","2021/11/01 16:00:00","2021/11/04 15:59:59","0","0"
"50151","1","303","0","0","1","2022/01/02 16:00:00","2022/01/05 15:59:59","0","0"
"50162","1","303","0","0","1","2022/02/01 16:00:00","2022/02/04 15:59:59","0","0"
"50172","1","303","0","0","1","2022/05/04 16:00:00","2022/05/07 15:59:59","0","0"
"50183","1","303","0","0","1","2022/07/02 16:00:00","2022/07/05 15:59:59","0","0"
"50190","1","303","0","0","1","2022/09/01 16:00:00","2022/09/04 15:59:59","90039","0"
"50195","1","303","0","0","1","2022/07/30 16:00:00","2022/08/02 15:59:59","0","0"
"50200","1","303","0","0","1","2022/09/29 16:00:00","2022/10/02 15:59:59","90042","0"
"50217","1","303","0","0","7","2023/01/02 16:00:00","2023/01/05 15:59:59","0","0"
"50231","1","303","0","0","7","2023/03/28 16:00:00","2023/03/31 15:59:59","90053","0"
"50237","1","303","0","0","7","2023/05/04 16:00:00","2023/05/07 15:59:59","0","0"
"50248","1","303","0","0","7","2023/07/02 16:00:00","2023/07/05 15:59:59","0","0"
"50261","1","303","0","0","7","2023/09/25 16:00:00","2023/09/28 15:59:59","0","0"
"50267","1","303","0","0","7","2023/11/01 16:00:00","2023/11/04 15:59:59","0","0"
"50278","1","303","0","0","7","2024/01/01 16:00:00","2024/01/04 15:59:59","0","0"
"50291","1","303","0","0","7","2024/02/10 16:00:00","2024/02/13 15:59:59","0","0"
"50298","1","303","0","0","10","2024/05/02 16:00:00","2024/05/05 15:59:59","0","0"
"50309","1","303","0","0","10","2024/07/01 16:00:00","2024/07/04 15:59:59","0","0"
"50321","1","303","0","0","15","2024/09/01 16:00:00","2024/09/04 15:59:59","0","0"
"60001","1","304","0","0","6","2018/10/18 15:00:00","2023/08/01 15:59:59","0","0"
"60002","1","306","0","0","12","2019/07/01 05:00:00","2030/10/31 11:59:59","0","0"
"60003","1","308","0","0","13","2020/03/01 05:00:00","2030/10/31 11:59:59","0","0"
"60004","1","304","0","0","14","2023/08/01 16:00:00","2030/10/31 11:59:59","0","0"
"91186","1","510","0","106901","32","2023/03/15 16:00:00","2030/10/31 11:59:59","0","0"
