6bb1ebf0b578d9f5fd7023e44afb9f233abbaad6bb8e2dc5ca13094d0d876bf5,262a1ba2490d14af0921a09e88398b5eaf6439bf2cd7cb7a26fd86f41a8b4387,13cadd27b587fad601d6ca3c7e7b0a9f510c8571de92203a0de56e8d15249c75,4096736470d41d45bd8f402f70e1fb8bb5d2a7254c61c19f7b097e48811a61e0,e3711f4577ba8c563549f8f9eeb75fc8b8a5beaafc1de9f359d4f6f9dcf3b604,e846ebc9277b358ae6ed893c86b1f1f126265634d9dc0d17f2f7e3a9f870bb05,befdc7d5e930b26124600f3cd2a3450d0502937f03dc9bcc57b8e3817b424922,388b5e5db63c7992f66e53d50e3da9a5677dbd405c281e21305d55ff8feca23c,35fe879f1424f7e2c89991203290adbb1f36e255e323c65559821d8ece03e84e
"40","320120206","2","1","502012201","0.7","-74","0","520"
"67","320120206","3","2","502012203","1","10","0","521"
"11","320120206","1","3","0","0.65","43.5","0","522"
"50","320120207","2","1","502012206","0.7","-98","0","523"
"72","320120207","3","2","502012208","1","0","0","524"
"13","320120207","1","3","0","0.65","49","0","525"
"30","320120208","1","1","0","1.2","10","0","526"
"40","320120209","1","1","0","0.9","40","0","527"
"-35","320120210","1","1","0","1.1","-20","0","528"
"40","320120306","2","1","502012301","0.7","-74","0","529"
"67","320120306","3","2","502012303","1","10","0","530"
"11","320120306","1","3","0","0.65","43.5","0","531"
"50","320120307","2","1","502012306","0.7","-98","0","532"
"72","320120307","3","2","502012308","1","0","0","533"
"13","320120307","1","3","0","0.65","49","0","534"
"30","320120308","1","1","0","1.2","10","0","535"
"40","320120309","1","1","0","0.9","40","0","536"
"-35","320120310","1","1","0","1.1","-20","0","537"
"40","320120406","2","1","502012401","0.7","-74","0","538"
"67","320120406","3","2","502012403","1","10","0","539"
"11","320120406","1","3","0","0.65","43.5","0","540"
"50","320120407","2","1","502012406","0.7","-98","0","541"
"72","320120407","3","2","502012408","1","0","0","542"
"13","320120407","1","3","0","0.65","49","0","543"
"30","320120408","1","1","0","1.2","10","0","544"
"40","320120409","1","1","0","0.9","40","0","545"
"-35","320120410","1","1","0","1.1","-20","0","546"
"40","320120506","2","1","502012501","0.7","-74","0","547"
"67","320120506","3","2","502012503","1","10","0","548"
"11","320120506","1","3","0","0.65","43.5","0","549"
"50","320120507","2","1","502012506","0.7","-98","0","550"
"72","320120507","3","2","502012508","1","0","0","551"
"13","320120507","1","3","0","0.65","49","0","552"
"30","320120508","1","1","0","1.2","10","0","553"
"40","320120509","1","1","0","0.9","40","0","554"
"-35","320120510","1","1","0","1.1","-20","0","555"
"40","320130106","2","1","502013101","0.7","-74","0","556"
"67","320130106","3","2","502013103","0.8","10","0","557"
"11","320130106","1","3","0","0.65","43.5","0","558"
"50","320130107","2","1","502013106","0.7","-98","0","559"
"72","320130107","3","2","502013108","0.9","50","0","560"
"13","320130107","1","3","0","0.65","49","0","561"
"30","320130108","1","1","0","1.2","10","0","562"
"40","320130109","1","1","0","0.8","40","0","563"
"-35","320130110","1","1","0","1.1","-20","0","564"
"40","320130206","2","1","502013201","0.7","-74","0","565"
"67","320130206","3","2","502013203","0.8","10","0","566"
"11","320130206","1","3","0","0.65","43.5","0","567"
"50","320130207","2","1","502013206","0.7","-98","0","568"
"72","320130207","3","2","502013208","0.9","50","0","569"
"13","320130207","1","3","0","0.65","49","0","570"
"30","320130208","1","1","0","1.2","10","0","571"
"40","320130209","1","1","0","0.8","40","0","572"
"-35","320130210","1","1","0","1.1","-20","0","573"
"40","320130306","2","1","502013301","0.7","-74","0","574"
"67","320130306","3","2","502013303","0.8","10","0","575"
"11","320130306","1","3","0","0.65","43.5","0","576"
"50","320130307","2","1","502013306","0.7","-98","0","577"
"72","320130307","3","2","502013308","0.9","50","0","578"
"13","320130307","1","3","0","0.65","49","0","579"
"30","320130308","1","1","0","1.2","10","0","580"
"40","320130309","1","1","0","0.8","40","0","581"
"-35","320130310","1","1","0","1.1","-20","0","582"
"40","320130406","2","1","502013401","0.7","-74","0","583"
"67","320130406","3","2","502013403","0.8","10","0","584"
"11","320130406","1","3","0","0.65","43.5","0","585"
"50","320130407","2","1","502013406","0.7","-98","0","586"
"72","320130407","3","2","502013408","0.9","50","0","587"
"13","320130407","1","3","0","0.65","49","0","588"
"30","320130408","1","1","0","1.2","10","0","589"
"40","320130409","1","1","0","0.8","40","0","590"
"-35","320130410","1","1","0","1.1","-20","0","591"
"40","320130506","2","1","502013501","0.7","-74","0","592"
"67","320130506","3","2","502013503","0.8","10","0","593"
"11","320130506","1","3","0","0.65","43.5","0","594"
"50","320130507","2","1","502013506","0.7","-98","0","595"
"72","320130507","3","2","502013508","0.9","50","0","596"
"13","320130507","1","3","0","0.65","49","0","597"
"30","320130508","1","1","0","1.2","10","0","598"
"40","320130509","1","1","0","0.8","40","0","599"
"-35","320130510","1","1","0","1.1","-20","0","600"
"40","320140106","2","1","502014101","0.7","-74","0","601"
"67","320140106","3","2","502014103","1","13","0","602"
"11","320140106","1","3","0","0.65","43.5","0","603"
"50","320140107","2","1","502014106","0.7","-68","0","604"
"62","320140107","3","2","502014108","0.95","30","0","605"
"13","320140107","1","3","0","0.65","29","0","606"
"10","320140108","1","1","0","1","5","0","607"
"20","320140109","1","1","0","0.8","0","0","608"
"-35","320140110","1","1","0","1.1","-20","0","609"
"40","320140206","2","1","502014201","0.7","-74","0","610"
"67","320140206","3","2","502014203","1","13","0","611"
"11","320140206","1","3","0","0.65","43.5","0","612"
"50","320140207","2","1","502014206","0.7","-68","0","613"
"62","320140207","3","2","502014208","0.95","30","0","614"
"13","320140207","1","3","0","0.65","29","0","615"
"10","320140208","1","1","0","1","5","0","616"
"20","320140209","1","1","0","0.8","0","0","617"
"-35","320140210","1","1","0","1.1","-20","0","618"
"40","320140306","2","1","502014301","0.7","-74","0","619"
"67","320140306","3","2","502014303","1","13","0","620"
"11","320140306","1","3","0","0.65","43.5","0","621"
"50","320140307","2","1","502014306","0.7","-68","0","622"
"62","320140307","3","2","502014308","0.95","30","0","623"
"13","320140307","1","3","0","0.65","29","0","624"
"10","320140308","1","1","0","1","5","0","625"
"20","320140309","1","1","0","0.8","0","0","626"
"-35","320140310","1","1","0","1.1","-20","0","627"
"40","320140406","2","1","502014401","0.7","-74","0","628"
"67","320140406","3","2","502014403","1","13","0","629"
"11","320140406","1","3","0","0.65","43.5","0","630"
"50","320140407","2","1","502014406","0.7","-68","0","631"
"62","320140407","3","2","502014408","0.95","30","0","632"
"13","320140407","1","3","0","0.65","29","0","633"
"10","320140408","1","1","0","1","5","0","634"
"20","320140409","1","1","0","0.8","0","0","635"
"-35","320140410","1","1","0","1.1","-20","0","636"
"40","320140506","2","1","502014501","0.7","-74","0","637"
"67","320140506","3","2","502014503","1","13","0","638"
"11","320140506","1","3","0","0.65","43.5","0","639"
"50","320140507","2","1","502014506","0.7","-68","0","640"
"62","320140507","3","2","502014508","0.95","30","0","641"
"13","320140507","1","3","0","0.65","29","0","642"
"10","320140508","1","1","0","1","5","0","643"
"20","320140509","1","1","0","0.8","0","0","644"
"-35","320140510","1","1","0","1.1","-20","0","645"
