cc7b6c1d1748ea6fbcdf45095d56748b953ee7c28b7abf7922c9f3d87d11bedc,419b608157de588373fefc46b99018e42b06fe1c66d49ead6a5a659e83b00fe9,d1d2e2b846089358756874246ae732e81d4e8811ad2aa148291e73166813b52e,689bdbc143bebfd038320f681fdedb24950a7256c734e38c6ff0ea1944bc838b,d31e61ed41becc1693e5c1a566dec5d87901aad61dbdad28082c128714dcbc65,e0b49402ef80d032b5af76355be7f43e4bfaa041c7842a9de9bb0135c5aef3a2,4c9f4c202f86e78346e3e2271254792a3da07c13bc325fc3c5939c060a0988b7,214b3a93d89e48d49280f786af69a01a59c51f6fe7fc1ae0f9222bbb43a4941d,efba51914fa1a2f625a1d24bc72f67f6b91abdccb30aea872ebd4fe8f22ee66d,c836db830b0941226c28095f4934feb1ed2c397471184df7bda0e78be7c1b29a,66212e2ee9271b88243fe20156bf05baf1b963fb75d5cac3b47dd68867d7ab13
"","93","","3112","","","","0.6","131120044","","0"
"0.2","3","","3112","","1","","3","131120045","","round_monster_idle"
"","93","","3112","","","","0.4","131120046","","0"
"","2","0","3112","","-250","","1000001","131120047","0","0"
"","3","","3112","","1","","1000001","131120048","","escape"
"","2","0","3112","","-250","","1000001","131120049","1","-600"
"","93","","3112","","","","1","131120050","","0"
"0.2","6","0","3112","","1","","1000001","131120051","1","1"
"","93","","3112","","","","0.4","131120052","","0"
"","113","","3112","","","","2","131120053","","0"
"0","31","1","3113","","345.4","","311300","131130001","0","311300"
"","91","","3113","","","","0","131130002","",""
"0.2","3","","3113","","0","","1000001","131130003","","wait_gradeUp"
"","32","","3113","","","","311300","131130004","","1"
"","93","","3113","","","","0.1","131130005","","0"
"","32","","3113","","","","3","131130006","","0"
"","93","","3113","","","","0.8","131130007","","0"
"0","123","0","3113","","1.05","","1.05","131130008","1.05","1.05"
"","122","","3113","","0.5","","5","131130009","","5"
"","93","","3113","","","","1.1","131130010","","0"
"0","123","0","3113","","1.05","","1.05","131130011","1.05","1.05"
"","122","","3113","","0.5","","10","131130012","","10"
"","93","","3113","","","","0.8","131130013","","0"
"0.2","3","","3113","","0","","1000001","131130014","","glad_dot_light"
"","93","","3113","","","","0.1","131130015","","0"
"5","123","0.4","3113","","0.907","","0.907","131130016","0.907","0.907"
"","93","","3113","","","","1","131130017","","0"
"0.2","3","","3113","","0","","1000001","131130018","","disappoint"
"","93","","3113","","","","1","131130019","","0"
"","113","","3113","","","","2","131130020","",""
"0","31","1","3114","","345.4","","311400","131140001","0","311400"
"","91","","3114","","","","0","131140002","",""
"0","123","7.4","3114","","1.05","","1.05","131140003","1.05","1.05"
"0.2","3","","3114","","0","","1000001","131140004","","wait"
"","32","","3114","","","","311400","131140005","","1"
"","93","","3114","","","","0.1","131140006","","0"
"","32","","3114","","","","2","131140007","","0"
"","93","","3114","","","","3.4","131140008","","0"
"5","123","3.2","3114","","0.95","","0.95","131140009","0.95","0.95"
"0.1","3","1","3114","","0","0","1000001","131140010","shock_short_loop","shock_short_in"
"","93","","3114","","","","1.4","131140011","","0"
"0.2","3","","3114","","0","","1000001","131140012","","disappoint"
"","93","","3114","","","","0.7","131140013","","0"
"","113","","3114","","","","2","131140014","",""
"0","31","1","3121","","345.4","","312100","131210001","0","312100"
"","91","","3121","","","","0","131210002","",""
"0","123","7.4","3121","","1.05","","1.05","131210003","1.05","1.05"
"0.2","3","","3121","","0","","1000001","131210004","","wait"
"","35","","3121","","","","2","131210005","","1"
"","23","","3121","","0","","se_travel","131210006","","se_travel_treasure_big_rock"
"","93","","3121","","","","3.7","131210007","","0"
"","32","","3121","","","","312100","131210008","","1"
"","122","","3121","","0.65","","15","131210009","","15"
"","93","","3121","","","","0.5","131210010","","0"
"","122","","3121","","3.2","","20","131210011","","20"
"0.2","3","","3121","","0","","1000001","131210012","","shock_jump_short"
"","91","","3121","","","","0","131210013","","0"
"0","3","","3121","","1","","1000001","131210014","","escape"
"","2","0","3121","","-240","","1000001","131210015","2","-880"
"","93","","3121","","","","0.8","131210016","","0"
"","113","","3121","","","","2","131210017","",""
"0.2","3","","3122","","1","","1000001","131220001","","idle"
"0","31","1","3122","","345","","312200","131220002","-65","11"
"0","31","1","3122","","345","","312201","131220003","-65","12"
"","91","","3122","","","","0","131220004","",""
"0","123","6.8","3122","","1.05","0","1.05","131220005","1.05","1.05"
"0.2","3","","3122","","0","","1000001","131220006","","wait"
"","35","","3122","","","","2","131220007","","1"
"","93","","3122","","","","4","131220008","","0"
"0","123","0.4","3122","","0.95","","0.95","131220009","0.95","0.95"
"","32","","3122","","","","11","131220010","","1"
"","32","","3122","","","","12","131220011","","1"
"","3","","3122","","0","","1000001","131220012","","arrow_panic"
"","93","","3122","","","","2.7","131220013","","0"
"","113","","3122","","","","2","131220014","","0"
"0","31","1","3123","","345.4","","6","131230001","0","6"
"0","31","1","3123","","345.4","","7","131230002","0","7"
"0","31","1","3123","","345.4","","310000","131230003","0","310000"
"0","31","1","3123","","345.4","","312300","131230004","0","312300"
"1","31","1","3123","","345.4","","990001","131230005","0","990001"
"1.1","5","-180","3123","reward_loop","14","0","4","131230006","345","14"
"","91","","3123","","","","0","131230007","",""
"0","123","7.4","3123","","1.05","","1.05","131230008","1.05","1.05"
"0.2","3","","3123","","0","","1000001","131230009","","wait"
"","35","","3123","","","","2","131230010","","1"
"","93","","3123","","","","4.9","131230011","","0"
"","122","","3123","","0.4","","30","131230012","","30"
"","32","","3123","","","","312300","131230013","","1"
"","32","","3123","","","","6","131230014","","1"
"","93","","3123","","","","0.1","131230015","","0"
"","32","","3123","","","","2","131230016","","0"
"","32","","3123","","","","3","131230017","","0"
"","3","","3123","","0","","1000001","131230018","","dotEyes_noEmotion"
"","21","","3123","","0","","vo_travel_round_event","131230019","0","vo_travel_round_event_3123"
"","93","","3123","","","","2.5","131230020","","0"
"","32","","3123","","","","7","131230021","","1"
"","93","","3123","","","","0.1","131230022","","0"
"","32","","3123","","","","6","131230023","","0"
"","93","","3123","","","","0.2","131230024","","0"
"0","123","0.3","3123","","0.95","","0.95","131230025","0.95","0.95"
"","32","","3123","","","","310000","131230026","","1"
"","93","","3123","","","","0.2","131230027","","0"
"","122","","3123","","0.6","","50","131230028","","50"
"","93","","3123","","","","1.6","131230029","","0"
"","113","","3123","","","","2","131230030","",""
"0","31","1","3124","","345.4","","312400","131240001","0","312400"
"0","31","1","3124","","345.4","","8","131240002","0","8"
"","35","","3124","","","","8","131240003","","0"
"","32","","3124","","","","8","131240004","","1"
"1","31","1","3124","","345.4","","990002","131240005","0","990002"
"0.5","5","-240","3124","empty","56","0","2","131240006","345.4","3124"
"","91","","3124","","","","0","131240007","",""
"0","123","7.4","3124","","1.05","","1.05","131240008","1.05","1.05"
"0.2","3","","3124","","0","","1000001","131240009","","wait"
"","35","","3124","","","","2","131240010","","1"
"","93","","3124","","","","5.4","131240011","","0"
"","32","","3124","","","","312400","131240012","","1"
"","93","","3124","","","","0.1","131240013","","0"
"","32","","3124","","","","2","131240014","","0"
"0","123","0.4","3124","","0.95","","0.95","131240015","0.95","0.95"
"0.2","3","","3124","","0","","1000001","131240016","","glad"
"0","3","","3124","","0","","3124","131240017","","drop"
"","93","","3124","","","","0.7","131240018","","0"
"0.2","3","","3124","","0","","1000001","131240019","","joy_short"
"","93","","3124","","","","0.7","131240020","","0"
"0","3","","3124","","0","","3124","131240021","","shock"
"","93","","3124","","","","0.8","131240022","","0"
"0.2","3","0","3124","","0","","1000001","131240023","","shock_jump_mimic"
"","93","","3124","","","","2.4","131240024","","0"
"","113","","3124","","","","2","131240025","",""
"0","31","1","3200","","345.4","","320000","132000001","0","320000"
"0","31","1","3200","","345.4","","110","132000002","0","110"
"0","31","1","3200","","345.4","","111","132000003","0","111"
"1","31","1","3200","","345.4","","990001","132000004","0","990001"
"","91","","3200","","","","0","132000005","",""
"0","123","7.4","3200","","1.05","","1.05","132000006","1.05","1.05"
"0.2","3","","3200","","0","","1000001","132000007","","wait"
"","35","","3200","","","","2","132000008","","1"
"","93","","3200","","","","5.4","132000009","","0"
"0.2","3","","3200","","0","","1000001","132000010","","glad"
"","32","","3200","","","","320000","132000011","","1"
"","93","","3200","","","","1","132000012","","0"
"5","123","0.8","3200","","0.95","","0.95","132000013","0.95","0.95"
"","32","","3200","","","","110","132000014","","1"
"","32","","3200","","","","111","132000015","","1"
"","93","","3200","","","","0.1","132000016","","0"
"","32","","3200","","","","2","132000017","","0"
"","32","","3200","","","","3","132000018","","0"
"","93","","3200","","","","1.1","132000019","","0"
"0.2","3","1","3200","","0","0","1000001","132000020","joy_round3_loop","joy_round3_in"
"","93","","3200","","","","0.5","132000021","","0"
"","32","","3200","","","","998","132000022","","1"
"","93","","3200","","","","5.2","132000023","","0"
"","113","","3200","","","","1","132000024","",""
"0","31","1","3201","","345.4","","320000","132010001","0","320000"
"0","31","1","3201","","345.4","","110","132010002","0","110"
"0","31","1","3201","","345.4","","111","132010003","0","111"
"1","31","1","3201","","345.4","","990002","132010004","0","990002"
"","91","","3201","","","","0","132010005","",""
"0","123","7.4","3201","","1.05","","1.05","132010006","1.05","1.05"
"0.2","3","","3201","","0","","1000001","132010007","","wait"
"","35","","3201","","","","2","132010008","","1"
"","93","","3201","","","","5.4","132010009","","0"
"0.2","3","","3201","","0","","1000001","132010010","","glad"
"","32","","3201","","","","320000","132010011","","1"
"","93","","3201","","","","1","132010012","","0"
"5","123","0.8","3201","","0.95","","0.95","132010013","0.95","0.95"
"","32","","3201","","","","110","132010014","","1"
"","32","","3201","","","","111","132010015","","1"
"","93","","3201","","","","0.1","132010016","","0"
"","32","","3201","","","","2","132010017","","0"
"","32","","3201","","","","3","132010018","","0"
"","93","","3201","","","","1.1","132010019","","0"
"0.2","3","1","3201","","0","0","1000001","132010020","joy_round3_loop","joy_round3_in"
"","93","","3201","","","","0.5","132010021","","0"
"","32","","3201","","","","998","132010022","","1"
"","93","","3201","","","","5.2","132010023","","0"
"","113","","3201","","","","1","132010024","",""
"0","31","1","3202","","345.4","","320000","132020001","0","320000"
"0","31","1","3202","","345.4","","320001","132020002","0","320001"
"0","31","1","3202","","345.4","","110","132020003","0","110"
"0","31","1","3202","","345.4","","111","132020004","0","111"
"1","31","1","3202","","345.4","","990003","132020005","0","990003"
"","91","","3202","","","","0","132020006","",""
"0","123","7.4","3202","","1.05","","1.05","132020007","1.05","1.05"
"0.2","3","","3202","","0","","1000001","132020008","","wait"
"","32","","3202","","","","320001","132020009","","1"
"","93","","3202","","","","0.1","132020010","","0"
"","32","","3202","","","","2","132020011","","0"
"","93","","3202","","","","5.3","132020012","","0"
"0.2","3","","3202","","0","","1000001","132020013","","glad"
"","32","","3202","","","","320000","132020014","","1"
"","93","","3202","","","","1","132020015","","0"
"5","123","0.8","3202","","0.95","","0.95","132020016","0.95","0.95"
"","32","","3202","","","","110","132020017","","1"
"","32","","3202","","","","111","132020018","","1"
"","93","","3202","","","","0.1","132020019","","0"
"","32","","3202","","","","320001","132020020","","0"
"","32","","3202","","","","3","132020021","","0"
"","93","","3202","","","","1.1","132020022","","0"
"0.2","3","1","3202","","0","0","1000001","132020023","joy_round3_loop","joy_round3_in"
"","93","","3202","","","","0.5","132020024","","0"
"","32","","3202","","","","998","132020025","","1"
"","93","","3202","","","","5.2","132020026","","0"
"","113","","3202","","","","1","132020027","",""
"0","31","1","3211","","345.4","","6","132110001","0","6"
"0","31","1","3211","","345.4","","7","132110002","0","7"
"0","31","1","3211","","345.4","","8","132110003","0","8"
"0","31","1","3211","","345.4","","111","132110004","0","111"
"0","31","1","3211","","345.4","","110","132110005","0","110"
"0","31","1","3211","","345.4","","321100","132110006","0","321100"
"0","31","1","3211","","345.4","","321101","132110007","0","321101"
"0","31","1","3211","","345.4","","321102","132110008","0","321102"
"1.3","5","0","3211","appear","55","0","3","132110009","8000","13"
"0.89","1","-250","3211","03_run","56","1","2","132110010","8000","100711"
"","91","","3211","","","","0","132110011","",""
"0","6","0","3211","","1","0","13","132110012","1","1"
"","2","0","3211","","-250","","13","132110013","0","95"
"","2","0","3211","","-250","","100711","132110014","0","1100"
"0","123","7.4","3211","","1.05","","1.05","132110015","1.05","1.05"
"0.2","3","","3211","","0","","1000001","132110016","","wait"
"","35","","3211","","","","2","132110017","","1"
"","93","","3211","","","","4.9","132110018","","0"
"0","123","0.3","3211","","0.95","","0.95","132110019","0.95","0.95"
"","23","","3211","","0","","se_travel","132110020","","se_travel_treasure_ghost_special_success"
"","32","","3211","","","","8","132110021","","1"
"","35","","3211","","","","8","132110022","","0"
"","32","","3211","","","","6","132110023","","1"
"","93","","3211","","","","0.1","132110024","","0"
"","32","","3211","","","","2","132110025","","0"
"","32","","3211","","","","3","132110026","","0"
"0.2","3","","3211","","0","","1000001","132110027","","dotEyes"
"","93","","3211","","","","0.3","132110028","","0"
"","3","","3211","","0","","13","132110029","","appear"
"0","6","1","3211","","1","0","13","132110030","1","1"
"","93","","3211","","","","0.67","132110031","","0"
"","3","","3211","","0","","1000001","132110032","","shock_jump"
"","2","0","3211","","-250","","1000001","132110033","1","70"
"","93","","3211","","","","1.1","132110034","","0"
"","3","","3211","","1","","1000001","132110035","","escape"
"","2","0","3211","","-250","","1000001","132110036","1.2","-350"
"","3","","3211","","0","","13","132110037","","march_pudding"
"","32","","3211","","","","7","132110038","","1"
"","93","","3211","","","","0.1","132110039","","0"
"","32","","3211","","","","6","132110040","","0"
"","93","","3211","","","","0.3","132110041","","0"
"","32","","3211","","","","321100","132110042","","1"
"","93","","3211","","","","0.4","132110043","","0"
"","2","0","3211","","-250","","100711","132110044","1.1","630"
"","93","","3211","","","","0.9","132110045","","0"
"","21","","3211","","1","","vo_travel_round_event","132110046","0","vo_travel_round_event_3211"
"","93","","3211","","","","0.2","132110047","","0"
"","3","","3211","","1","0","100711","132110048","","03_idle"
"","93","","3211","","","","0.3","132110049","","0"
"0.2","3","","3211","","0","0.2","100711","132110050","03_idle","03_attack"
"","32","","3211","","","","321101","132110051","","1"
"","3","","3211","","1","","1000001","132110052","","run"
"","4","","3211","","","","1000001","132110053","","0"
"","2","0","3211","","-250","","1000001","132110054","2","70"
"","93","","3211","","","","0.6","132110055","","0"
"","32","","3211","","","","321102","132110056","","1"
"","32","","3211","","","","110","132110057","","1"
"","32","","3211","","","","111","132110058","","1"
"","93","","3211","","","","0.1","132110059","","0"
"","32","","3211","","","","7","132110060","","0"
"","93","","3211","","","","1.2","132110061","","0"
"","32","","3211","","","","8","132110062","","0"
"","93","","3211","","","","0.1","132110063","","0"
"0.2","3","","3211","","0","","100711","132110064","","03_joy_short"
"0.2","3","1","3211","","0","0.2","1000001","132110065","joy_round3_loop","joy_round3_in"
"","32","","3211","","","","998","132110066","","1"
"","93","","3211","","","","0.7","132110067","","0"
"","3","","3211","","1","","13","132110068","","pudding_loop"
"","93","","3211","","","","4.5","132110069","","0"
"","113","","3211","","","","1","132110070","",""
"0.2","3","","3212","","1","","1000001","132120001","","idle"
"0","31","1","3212","","0","","301200","132120002","0","13"
"0","31","1","3212","","0","","101","132120003","0","14"
"0","31","1","3212","","260","","301204","132120004","-150","16"
"0","31","1","3212","","320","","301204","132120005","-120","19"
"0","31","1","3212","","0","","301205","132120006","0","17"
"0","31","1","3212","","345.4","","6","132120007","0","18"
"0","31","1","3212","","345.4","","301201","132120008","0","20"
"0","31","1","3212","","345.4","","301202","132120009","0","21"
"0","31","1","3212","","345.4","","111","132120010","0","111"
"","35","","3212","","","","111","132120011","","0"
"0","31","1","3212","","345.4","","110","132120012","0","110"
"1","5","-234","3212","round_monster_walk","55","0","1","132120013","9340","3"
"","91","","3212","","","","0","132120014","",""
"0","6","0","3212","","1","0","3","132120015","1","1"
"0","2","0","3212","","-234","0","3","132120016","0","345"
"0","123","7.4","3212","","1.05","0","1.05","132120017","1.05","1.05"
"0.2","3","","3212","","0","","1000001","132120018","","wait"
"","35","","3212","","","","2","132120019","","1"
"0","31","1","3212","","0","","301203","132120020","0","15"
"0.89","1","-250","3212","<weapon>_run","57","0","2","132120021","9340","1000003"
"0.89","1","-290","3212","<weapon>_run","58","0","2","132120022","9340","1000004"
"","93","","3212","","","","4.3","132120023","","0"
"0","123","0.4","3212","","0.95","","0.95","132120024","0.95","0.95"
"","32","","3212","","","","21","132120025","","1"
"","35","","3212","","","","21","132120026","","0"
"","23","","3212","","","","se_travel","132120027","","se_travel_treasure_success_monster_helper_2"
"","32","","3212","","","","18","132120028","","1"
"","93","","3212","","","","0.1","132120029","","0"
"","32","","3212","","","","2","132120030","","0"
"0.3","6","1","3212","","1","0","3","132120031","1","1"
"","32","","3212","","","","13","132120032","","1"
"","3","","3212","","0","","3","132120033","","round_monster_appear"
"","3","","3212","","0","","1000001","132120034","","back"
"","93","","3212","","","","0.67","132120035","","0"
"0.1","3","","3212","","0","","3","132120036","","round_monster_walk"
"","2","0","3212","","-234","","3","132120037","1.4","220"
"","32","","3212","","","","20","132120038","","1"
"","93","","3212","","","","0.1","132120039","","0"
"","32","","3212","","","","18","132120040","","0"
"","93","","3212","","","","0.5","132120041","","0"
"","4","","3212","","","","1000003","132120042","","1"
"","2","0","3212","","-240","","1000003","132120043","0","1545"
"","4","","3212","","","","1000004","132120044","","1"
"","2","0","3212","","-280","","1000004","132120045","0","1635"
"","93","","3212","","","","0.5","132120046","","0"
"0.3","3","","3212","","0","","3","132120047","","round_monster_attack"
"","93","","3212","","","","0.5","132120048","","0"
"","32","","3212","","","","17","132120049","","1"
"0.1","3","","3212","","0","","1000001","132120050","","back_loop"
"","93","","3212","","","","0.5","132120051","","0"
"","2","0","3212","","-240","","1000003","132120052","0","920"
"","2","0","3212","","-240","","1000003","132120053","0.16","620"
"0.2","3","","3212","","0","","1000003","132120054","","<weapon>_run"
"","93","","3212","","","","0.16","132120055","","0"
"0.2","3","","3212","","0","","1000003","132120056","","<weapon>_attack_skipQuest"
"","93","","3212","","","","0.1","132120057","","0"
"","2","0","3212","","-234","","3","132120058","0","280"
"","4","","3212","","","","3","132120059","","1"
"0","3","","3212","","0","","3","132120060","","round_monster_die"
"","32","","3212","","","","16","132120061","","1"
"","93","","3212","","","","0.15","132120062","","0"
"","2","0","3212","","-280","","1000004","132120063","0","910"
"","2","0","3212","","-280","","1000004","132120064","0.16","710"
"0.2","3","","3212","","0","","1000004","132120065","","<weapon>_run"
"","93","","3212","","","","0.16","132120066","","0"
"0.2","3","","3212","","0","","1000004","132120067","","<weapon>_attack_skipQuest"
"","93","","3212","","","","0.1","132120068","","0"
"","93","","3212","","","","0.1","132120069","","0"
"0","3","","3212","","0","","3","132120070","","round_monster_die"
"","32","","3212","","","","19","132120071","","1"
"","93","","3212","","","","0.4","132120072","","0"
"","2","0","3212","","-240","","1000001","132120073","0","20"
"0","3","","3212","","0","","1000001","132120074","","back_origin"
"0.2","3","","3212","","0","","1000001","132120075","","surprise"
"0.2","3","","3212","","1","","1000003","132120076","","<weapon>_idle"
"","93","","3212","","","","0.2","132120077","","0"
"","32","","3212","","","","110","132120078","","1"
"","32","","3212","","","","111","132120079","","1"
"","93","","3212","","","","0.2","132120080","","0"
"0.2","3","","3212","","1","","1000004","132120081","","<weapon>_idle"
"","93","","3212","","","","0.46","132120082","","0"
"0.6","6","0","3212","","1","","3","132120083","1","1"
"","32","","3212","","","","18","132120084","","1"
"","93","","3212","","","","0.02","132120085","","0"
"","32","","3212","","","","20","132120086","","0"
"","32","","3212","","","","21","132120087","","0"
"0.2","3","1","3212","","0","","1000001","132120088","joy_round3_loop","joy_round3_in"
"","93","","3212","","","","0.1","132120089","","0"
"0","3","","3212","","0","","1000003","132120090","","<weapon>_joy_short"
"","93","","3212","","","","0.1","132120091","","0"
"0","3","","3212","","0","","1000004","132120092","","<weapon>_joy_short"
"","93","","3212","","","","0.9","132120093","","0"
"","32","","3212","","","","998","132120094","","1"
"","93","","3212","","","","3.8","132120095","","0"
"","113","","3212","","","","1","132120096","","0"
"0","31","1","3213","","345.4","","321300","132130001","0","321300"
"0","31","1","3213","","345.4","","111","132130002","0","111"
"","35","","3213","","","","111","132130003","","0"
"0","31","1","3213","","345.4","","110","132130004","0","110"
"","91","","3213","","","","0","132130005","",""
"0.2","3","","3213","","0","","1000001","132130006","","wait_gradeUp"
"","32","","3213","","","","321300","132130007","","1"
"","93","","3213","","","","0.1","132130008","","0"
"","32","","3213","","","","2","132130009","","0"
"","93","","3213","","","","0.8","132130010","","0"
"0","123","0","3213","","1.05","","1.05","132130011","1.05","1.05"
"","122","","3213","","0.5","","5","132130012","","5"
"","93","","3213","","","","1.1","132130013","","0"
"0","123","0","3213","","1.05","","1.05","132130014","1.05","1.05"
"","122","","3213","","0.5","","10","132130015","","10"
"","93","","3213","","","","0.8","132130016","","0"
"0.2","3","","3213","","0","","1000001","132130017","","glad_dot_light"
"","93","","3213","","","","0.1","132130018","","0"
"5","123","0.4","3213","","0.907","","0.907","132130019","0.907","0.907"
"","93","","3213","","","","1.5","132130020","","0"
"","122","","3213","","0.7","","20","132130021","","20"
"","93","","3213","","","","1.4","132130022","","0"
"","32","","3213","","","","110","132130023","","1"
"","32","","3213","","","","111","132130024","","1"
"","93","","3213","","","","1.2","132130025","","0"
"0.2","3","1","3213","","0","0","1000001","132130026","joy_round3_loop","joy_round3_in"
"","93","","3213","","","","0.3","132130027","","0"
"","32","","3213","","","","998","132130028","","1"
"","93","","3213","","","","3.8","132130029","","0"
"","113","","3213","","","","1","132130030","",""
"0","31","1","3214","","345.4","","321400","132140001","0","321400"
"0.89","1","-240","3214","05_idle","57","1","2","132140002","1088","103111"
"0","31","1","3214","","345.4","","110","132140003","0","110"
"0","31","1","3214","","345.4","","111","132140004","0","111"
"","91","","3214","","","","0","132140005","",""
"0","123","7.4","3214","","1.05","","1.05","132140006","1.05","1.05"
"0.2","3","","3214","","0","","1000001","132140007","","wait"
"","32","","3214","","","","321400","132140008","","1"
"","93","","3214","","","","0.1","132140009","","0"
"","32","","3214","","","","2","132140010","","0"
"","93","","3214","","","","3.4","132140011","","0"
"5","123","3.2","3214","","0.95","","0.95","132140012","0.95","0.95"
"0.2","3","","3214","","0","","1000001","132140013","","shock_jump_aura"
"","93","","3214","","","","0.1","132140014","","0"
"","2","2","3214","","-240","","1000001","132140015","0.6","70"
"","93","","3214","","","","0.5","132140016","","0"
"0","3","","3214","","1","","103111","132140017","","05_run_gamestart"
"","2","0","3214","","-240","","103111","132140018","0.5","586"
"","93","","3214","","","","0.5","132140019","","0"
"0.2","3","","3214","","1","","103111","132140020","","05_idle"
"","93","","3214","","","","0.5","132140021","","0"
"0.2","3","1","3214","","0","0","103111","132140022","05_idle","shinobu_exorcise"
"","21","","3214","","0","","vo_travel_round_event","132140023","0","vo_travel_round_event_3214"
"","93","","3214","","","","1","132140024","","0"
"","32","","3214","","","","110","132140025","","1"
"","32","","3214","","","","111","132140026","","1"
"","93","","3214","","","","0.1","132140027","","0"
"","32","","3214","","","","3","132140028","","0"
"","93","","3214","","","","1.1","132140029","","0"
"0.2","3","1","3214","","0","0","1000001","132140030","joy_round3_loop","joy_round3_in"
"0.2","3","","3214","","0","","103111","132140031","","05_joy_short"
"","93","","3214","","","","0.5","132140032","","0"
"","32","","3214","","","","998","132140033","","1"
"","93","","3214","","","","3.8","132140034","","0"
"","113","","3214","","","","1","132140035","",""
"1","31","1","3215","","345.4","","321500","132150001","0","321500"
"1","31","1","3215","","345.4","","321501","132150002","0","321501"
"0","31","1","3215","","345.4","","120","132150003","0","120"
"0","31","1","3215","","345.4","","121","132150004","0","121"
"1","31","1","3215","","345.4","","990001","132150005","0","990001"
"","91","","3215","","","","0","132150006","",""
"0","123","7.4","3215","","1.05","","1.05","132150007","1.05","1.05"
"0.2","3","","3215","","0","","1000001","132150008","","wait_wakuwaku"
"","35","","3215","","","","2","132150009","","1"
"","93","","3215","","","","5.2","132150010","","0"
"5","123","0.8","3215","","0.95","","0.95","132150011","0.95","0.95"
"","32","","3215","","","","120","132150012","","1"
"","32","","3215","","","","121","132150013","","1"
"","93","","3215","","","","0.1","132150014","","0"
"","32","","3215","","","","321501","132150015","","0"
"","32","","3215","","","","2","132150016","","0"
"","32","","3215","","","","3","132150017","","0"
"","32","","3215","","","","998","132150018","","1"
"","93","","3215","","","","0.4","132150019","","0"
"0.2","3","","3215","","1","","1000001","132150020","","dance"
"","93","","3215","","","","4.8","132150021","","0"
"","113","","3215","","","","1","132150022","",""
"0","31","1","3216","","345.4","","6","132160001","0","6"
"0","31","1","3216","","345.4","","8","132160002","0","8"
"0","31","1","3216","","345.4","","110","132160003","0","110"
"0","31","1","3216","","345.4","","111","132160004","0","111"
"0","31","1","3216","","345.4","","301600","132160005","-80","301600"
"1","31","1","3216","","345.4","","990002","132160006","0","990002"
"","91","","3216","","","","0","132160007","",""
"0","123","7.4","3216","","1.05","","1.05","132160008","1.05","1.05"
"0.2","3","","3216","","0","","1000001","132160009","","wait"
"","35","","3216","","","","2","132160010","","1"
"","93","","3216","","","","5.4","132160011","","0"
"0","123","0.4","3216","","0.95","","0.95","132160012","0.95","0.95"
"","32","","3216","","","","8","132160013","","1"
"","35","","3216","","","","8","132160014","","0"
"","32","","3216","","","","301600","132160015","","1"
"","32","","3216","","","","6","132160016","","1"
"","32","","3216","","","","111","132160017","","1"
"","35","","3216","","","","111","132160018","","0"
"","93","","3216","","","","0.1","132160019","","0"
"","32","","3216","","","","2","132160020","","0"
"","32","","3216","","","","3","132160021","","0"
"0.1","3","","3216","","0","","1000001","132160022","","glad"
"","93","","3216","","","","0.1","132160023","","0"
"","35","","3216","","","","8","132160024","","1"
"","32","","3216","","","","110","132160025","","1"
"","23","","3216","","0","","se_travel","132160026","","se_travel_treasure_special_success_butterfly"
"","93","","3216","","","","1.5","132160027","","0"
"","32","","3216","","","","998","132160028","","1"
"0.2","3","1","3216","","0","","1000001","132160029","joy_round3_loop","joy_round3_in"
"","93","","3216","","","","5.2","132160030","","0"
"","113","","3216","","","","1","132160031","",""
"0","31","1","3217","","345.4","","310000","132170001","0","310000"
"0","31","1","3217","","0","","310001","132170002","0","310001"
"0","31","1","3217","","345.4","","301700","132170003","0","301700"
"0","31","1","3217","","740","","301701","132170004","-115","301701"
"0","31","1","3217","","345.4","","301702","132170005","0","301702"
"0","31","1","3217","","345.4","","120","132170006","0","120"
"0","31","1","3217","","345.4","","321700","132170007","0","321700"
"0.44","5","-235","3217","empty","100","0","5","132170008","610","15"
"0.44","5","-235","3217","empty","55","0","5","132170009","610","16"
"","91","","3217","","","","0","132170010","",""
"0","123","7.4","3217","","1.05","","1.05","132170011","1.05","1.05"
"0.2","3","","3217","","0","","1000001","132170012","","wait"
"","35","","3217","","","","2","132170013","","1"
"","93","","3217","","","","5.4","132170014","","0"
"0","123","0.3","3217","","0.95","","0.95","132170015","0.95","0.95"
"","32","","3217","","","","310000","132170016","","1"
"","32","","3217","","","","310001","132170017","","1"
"","93","","3217","","","","0.2","132170018","","0"
"","122","","3217","","0.6","","50","132170019","","50"
"0.2","3","","3217","","0","","1000001","132170020","","shock"
"","93","","3217","","","","1.6","132170021","","0"
"","32","","3217","","","","301700","132170022","","1"
"","93","","3217","","","","1.2","132170023","","0"
"","23","","3217","","0","","se_travel","132170024","","se_travel_treasure_croce_ui"
"","3","","3217","","0","","15","132170025","","punch"
"","3","","3217","","0","","16","132170026","","punch_B"
"","93","","3217","","","","0.2","132170027","","0"
"11","123","0.1","3217","","1.05","","1.05","132170028","1.05","1.05"
"","93","","3217","","","","0.1","132170029","","0"
"0","123","0.3","3217","","0.95","","0.95","132170030","0.95","0.95"
"","93","","3217","","","","1","132170031","","0"
"","23","","3217","","0","","se_travel","132170032","","se_travel_treasure_croce_door"
"","93","","3217","","","","0.4","132170033","","0"
"","32","","3217","","","","301701","132170034","","1"
