daf36bb11d472a3bdeebe2a7a6fea34bd02eff919d4d74455e2de3c37bfe6725,479145f33ea3dbc22045d5a44587aed9db38b7f57127ad04a122a778cfa02cf3,d193b1435f1daaee6e87c14edf8e112c06f116faa91d0853d0d3966b8bb675f9,353c201c3829eae7d804659783041a3a850e783ac1aa27f446e1aa702e518502,a68bd147bb7c3ae8eaa3dd8bfa52974cb23e433560f14ba022bcf63ea06a5135,0d28aba723674cf75d3414d7aaa198886c51326f662721d3b0b4fbea0ad17a3b
"ミヤコ","3","1","10077","1007702","ミヤコなの！　プリンをよこすの。"
"むてき","3","1","10077","1007703","むてきなの！　プリンをよこすの。"
"ヒヨリ","1","1","20001","2000100","【トゥインクルウィッシュ】の人助け大好き格闘少女。"
"ほっとけないよ","3","1","20001","2000101","ヒヨリの口癖で、座右の銘。"
"ユイ","1","1","20002","2000200","【トゥインクルウィッシュ】の一途な純情ヒーラー。"
"ヒールオール","3","1","20002","2000201","全てを癒すユイの得意技。"
"マコトのおさななじみ","3","1","20002","2000202","まわりからは意外だと思われているらしい。"
"レイ","1","1","20003","2000300","【トゥインクルウィッシュ】のクールな剣士。釣りが趣味でもある。"
"じょうば","3","1","20003","2000301","レイの隠れた特技。"
"ミソギ","1","1","20004","2000400","【リトルリリカル】のいたずら担当。３人のなかでもムードメーカーである。"
"いたずらっこ","3","1","20004","2000401","いたずらスキルにおいて右に出る者はいないといわれるほどのいたずらの達人。"
"マツリ","1","1","20005","2000500","【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】所属。ヒーローに憧れる少女。"
"ヒーローみならい","3","1","20005","2000501","正義を愛する熱いハートは誰にも負けないッス！"
"アカリ","1","1","20006","2000600","【悪魔偽王国軍（ディアボロス）】の双子で、おしゃまな妹。"
"ヨリのいもうと","3","1","20006","2000601","そっくりだけど性格は正反対？"
"こあくま","3","1","20006","2000602","文字通り、その可愛さで人を惑わす。"
"ミヤコ","1","1","20007","2000700","【悪魔偽王国軍（ディアボロス）】のプリン大好き幽霊。"
"ゆうれい","3","1","20007","2000701","浮遊や壁のすり抜けなどが可能だが、やることはプリンの盗み食いくらいである。"
"プリンだいすき","3","1","20007","2000702","なの！"
"ユキ","1","1","20008","2000800","【ヴァイスフリューゲル　ランドソル支部】の美しさ担当。"
"うつくしいボク","3","1","20008","2000801","罪だね。"
"ナルシスト","3","1","20008","2000802","ボクが美しすぎるのが悪いのかな？"
"アンナ","1","1","20009","2000900","【トワイライトキャラバン】メンバーにして熾炎戦鬼煉獄血盟暗黒団団長。暗黒騎士にして終焉戦争を終わらせし旧世界の英雄。"
"しっぷうのヘカーテ","3","1","20009","2000901","またの名を！"
"ちゅうにびょう","3","1","20009","2000902","思春期なのでそっとしておいてあげて。"
"マホ","1","1","20010","2001000","【自警団（カォン）】の頼れるはんなりギルドマスター。"
"おひめさま","3","1","20010","2001001","いずこかの地にあるという謎の国、マホマホ王国…マホはそこのお姫様である。"
"くるりんぱ","3","1","20010","2001002","杖をくるくるまわすかわいらしい動作から繰り出される魔法の威力は侮れない…"
"リノ","1","1","20011","2001100","【ラビリンス】所属の自称妹。がんばりやの受験生。"
"いもうと","3","1","20011","2001101","妹だ。たとえ自称でも妹なのである。"
"あほのこ","3","1","20011","2001102","あほでもいい。健やかに生きて欲しい。"
"ハツネ","1","1","20012","2001200","【フォレスティエ】の眠れるサイキック少女。"
"ちょうのうりょくしょうじょ","3","1","20012","2001201","ちょうのうりょくのことはひみつだよ。"
"スヤスヤ","3","1","20012","2001202","あと５分だけ……"
"シオリンのあね","3","1","20012","2001203","シオリンだーいすき！"
"ナナカ","1","1","20013","2001300","【トワイライトキャラバン】のぐうかわサイツヨ魔法少女。"
"まほうしょうじょ","3","1","20013","2001301","魔法を使う少女。何歳まで魔法少女を名乗れるのかは識者の間でも見解が分かれる。"
"サイカワ","3","1","20013","2001302","最高にかわいいの意。"
"カスミ","1","1","20014","2001400","【自警団（カォン）】の頭脳派美少女名探偵。"
"めいたんてい","3","1","20014","2001401","解いた謎は数えきれない。事件が名探偵を呼び寄せるのか…"
"たんてい","3","1","20014","2001402","真実を追い求める気高き職業。探偵には助手がつき物である。"
"ミサト","1","1","20015","2001500","【フォレスティエ】のギルドマスター。母性が溢れに溢れているお姉さん。"
"ほいくえんのせんせい","3","1","20015","2001501","魔物すら保育してしまう。"
"スズナ","1","1","20016","2001600","【ルーセント学院】の勉強が苦手な、天真爛漫ギャル。九九はできるようになった…？"
"カリスマモデル","3","1","20016","2001601","カリスマ性に満ち溢れたモデル。"
"ギャル","3","1","20016","2001602","イケてる女の子。"
"カオリ","1","1","20017","2001700","【自警団（カォン）】所属の歌と踊りを愛する南国少女。"
"りゅうきゅうからて","3","1","20017","2001701","琉球犬ナックルアロー！"
"ハイタ～イ","3","1","20017","2001702","カオリの故郷の挨拶。はいた～い！"
"イオ","1","1","20018","2001800","【ルーセント学院】のセクシーな新米教師。"
"しんまいきょうし","3","1","20018","2001801","新米だけど、生徒に寄り添ういい先生。"
"ちゃんイオ","3","1","20018","2001802","スズナがイオを呼ぶ際の呼称。イオちゃんの意味。"
"ミミ","1","1","20019","2001900","【リトルリリカル】の甘えん坊担当。るんたった～るんたっ\nた～♪"
"うさぎさんだいすき","3","1","20019","2001901","ぴょんぴょ～ん♪"
"クルミ","1","1","20020","2002000","【サレンディア救護院】の泣き虫でも、臆病でも、勇気を出してがんばる女の子。"
"めいじょゆう","3","1","20020","2002001","ちいさくても名女優。"
"ヨリ","1","1","20021","2002100","【悪魔偽王国軍（ディアボロス）】の双子で、姉のツンデレ\nシャイガール。"
"ふたごのあね","3","1","20021","2002101","顔は似てても性格は異なる。"
"シャイ","3","1","20021","2002102","照れの裏返しで、つい強めのことを…"
"てんさいゲーマー","3","1","20021","2002103","華麗なる指さばき。"
"アヤネ","1","1","20022","2002200","【サレンディア救護院】所属。おとなしそうに見えて彼女が振るうぷうきちは意外と強烈。"
"ぷうきちのパートナー","3","1","20022","2002201","ぷうきちといつも一緒の一心同体。"
"スズメ","1","1","20023","2002300","【サレンディア救護院】の愛すべきドジっ子ご奉仕メイド。"
"メイド","3","1","20023","2002301","ご主人様に心よりお仕えしちゃいます。"
"おっちょこちょい","3","1","20023","2002302","いろいろ壊して大変。"
"リン","1","1","20024","2002400","【牧場（エリザベスパーク）】に派遣されている護衛。サボっているわけではない。スローライフを満喫しているだけであ\nる。"
"ぐうたら","3","1","20024","2002401","だらけていても、やるときはやる…たぶん…きっと…"
"エリコ","1","1","20025","2002500","【トワイライトキャラバン】メンバー。愛が重い。とても、重い。"
"デストロイヤー","3","1","20025","2002501","エリコの通り名。愛のためならいろいろなものを破壊する。"
"サレン","1","1","20026","2002600","【サレンディア救護院】の頼れるギルドマスター。元王宮騎士団副団長でもある。"
"ママ","3","1","20026","2002601","ママと呼ばれるような年齢ではなくとも、子どもがいなくて\nも、ママはママ。"
"ノゾミ","1","1","20027","2002700","【カルミナ】不動のセンター。トップ・オブ・アイドル。"
"だいにんきアイドル","3","1","20027","2002701","お忍びで行動するのが大変。"
"ニノン","1","1","20028","2002800","【ヴァイスフリューゲル　ランドソル支部】のトーゴクかぶれの戦士。天下統一デス！"
"トーゴクかぶれ","3","1","20028","2002801","トーゴクの文化が大好きだが、間違って覚えていることも多\nい。"
"えせニンジャ","3","1","20028","2002802","愛読書は『BUSHIDO』デース！"
"シノブ","1","1","20029","2002900","【悪魔偽王国軍（ディアボロス）】所属の占い師。ドクロは実は父親。"
"うらないし","3","1","20029","2002901","当たるも八卦、当たらぬも八卦。"
"アキノ","1","1","20030","2003000","【メルクリウス財団】を立ち上げたギルドマスター。彼女の商いは世界を変える。"
"ごれいじょう","3","1","20030","2003001","商才溢れるお嬢様。"
"マヒル","1","1","20031","2003100","【牧場（エリザベスパーク）】のマスター。個性豊かなギルドメンバーを温かく束ねるお姉さん。"
"ぼくじょうぬし","3","1","20031","2003101","牧場の経営はお任せだべ。"
"おわらいのみち","3","1","20031","2003102","それは、高く険しい。"
"ユカリ","1","1","20032","2003200","【メルクリウス財団】財務担当の敏腕お姉さん。…普段は。"
"のんべえ","3","1","20032","2003201","ユカリのような大人のこと。"
"キョウカ","1","1","20033","2003300","【リトルリリカル】最年少だが、勉強熱心で頭がとても良い。ニンジンやピーマンが苦手。"
"ゆうとうせい","3","1","20033","2003301","リトルリリカルの中でも一番の真面目でしっかり者。"
"トモ","1","1","20034","2003400","【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】団員。団長の懐刀？"
"ミクマりゅう","3","1","20034","2003401","トモの家に伝わる神速の剣技。奥義は阿修羅。"
"シオリ","1","1","20035","2003500","【牧場（エリザベスパーク）】のメンバー。病弱ながらもひたむきにがんばる少女。"
"ハツネちゃんのいもうと","3","1","20035","2003501","お姉ちゃんが大好き。"
"アオイ","1","1","20036","2003600","【フォレスティエ】のぼっちアーチャー。植物とお話しはできるがそれはそれとしてぼっち。"
"ぼっち","3","1","20036","2003601","ぼっち。咳をしてもぼっち。"
"ビービーだんのメンバー","3","1","20036","2003602","バイバイぼっちできる日は近い！！　…はず。"
"チカ","1","1","20037","2003700","【カルミナ】メンバー。精霊を友とする風の唱喚歌姫。"
"しょうかんじゅつし","3","1","20037","2003701","唱喚術師。歌により精霊を呼び出す幻の秘術を使う。字の間違いに注意。"
"うたひめ","3","1","20037","2003702","その歌はあらゆる者を魅了する。"
"マコト","1","1","20038","2003800","【自警団（カォン）】の突撃隊長。面倒見のいい獣人族の\n少女。"
"ユイのおさななじみ","3","1","20038","2003801","まわりからは意外だと思われているらしい。"
"イリヤ","1","1","20039","2003900","【悪魔偽王国軍（ディアボロス）】マスターであり、伝説の吸血鬼。世界征服のため今日もがんばる。"
"バンパイア","3","1","20039","2003901","血を吸う生き物。恐ろしい化け物のはずだが、なぜか弱点は多いらしい。"
"でんせつのバンパイア","3","1","20039","2003902","かつてランドソル中を恐怖のるつぼにたたき落としたといわれる。"
"よをすべるもの","3","1","20039","2003903","夜を統べているらしい。"
"クウカ","1","1","20040","2004000","【ヴァイスフリューゲル　ランドソル支部】の妄想担当。"
"ドえむ","3","1","20040","2004001","淑女の嗜み…？"
"タマキ","1","1","20041","2004100","【メルクリウス財団】所属のタイヤキ屋。しかしてその正体は…にゃっ！にゃにゃっ！"
"ネコむすめ","3","1","20041","2004101","猫のような姿をした女の子。"
"ファントムキャッツ","3","1","20041","2004102","ランドソルを騒がす謎の義賊。その正体は謎に包まれている。"
"ジュン","1","1","20042","2004200","【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】団長。仮面の下は、誰も知らない知られちゃいけない。"
"だんちょう","3","1","20042","2004201","とっても強い団長だ。"
"ミフユ","1","1","20043","2004300","【メルクリウス財団】所属のバイト戦士。実はドラゴンスレイヤー。"
"ししょう","3","1","20043","2004301","手取り足取り教えてくれるぞ。もちろん有償だぞ。"
"こうりつちゅう","3","1","20043","2004302","徹底して効率にこだわる人のこと。ゲームのプレイスタイルの一つ。"
"シズル","1","1","20044","2004400","【ラビリンス】所属の自称お姉ちゃん。お姉ちゃんにまかせなさい。"
"おねえちゃんだよ","3","1","20044","2004401","おねえちゃんだよ！！"
"ミサキ","1","1","20045","2004500","【ルーセント学院】の生徒。大人のレディにして、罪な女らしい。"
"おとなのレディ","3","1","20045","2004501","おとなのレディっていったらおとなのレディ！"
"ミツキ","1","1","20046","2004600","【トワイライトキャラバン】所属の危険な科学者。実験に\n夢中。"
"マッドサイエンティスト","3","1","20046","2004601","実験の犠牲になった者、数知れず。"
"ワンアイドデビル","3","1","20046","2004602","隻眼の悪魔。近づかぬが吉。"
"リマ","1","1","20047","2004700","【牧場（エリザベスパーク）】のリマ。実はギルドメンバーで一番の乙女ハートの持ち主。"
"もふもふ","3","1","20047","2004701","魅惑の毛並。"
"モニカ","1","1","20048","2004800","【ヴァイスフリューゲル　ランドソル支部】のギルドマスターで軍人。いつもメンバーにふりまわされる苦労人の白翼の指揮官。"
"おこちゃま","3","1","20048","2004801","こ、子どもではない！"
"ツムギ","1","1","20049","2004900","【カルミナ】メンバーで本職はテーラー。華麗な糸さばきでいろいろなものを縛り上げる。"
"テーラー","3","1","20049","2004901","裁縫はお任せ。"
"レイさまファンクラブ","3","1","20049","2004902","悪い虫を近づけさせない。"
"アユミ","1","1","20050","2005000","【ヴァイスフリューゲル　ランドソル支部】の隠密担当。どこにでもいて、どこにもいない。"
"モブ","3","1","20050","2005001","そんな名前じゃないですよ～！"
"ルカ","1","1","20051","2005100","【トワイライトキャラバン】ギルドマスター。気っ風のいい釣り人。剣の腕もすごい。"
"あねご","3","1","20051","2005101","魔物も姉御と慕っている。"
"ジータ","1","1","20052","2005200","蒼空の騎空士、を目指す女の子。"
"きくうし","3","1","20052","2005201","空を巡る者達のこと。もっとも自由でもっとも危険な職業と言われる。"
"ペコリーヌ","1","1","20053","2005300","【美食殿】ギルドマスター。何でもおいしく食べてしまう。やばいですね☆"
"くいしんぼう","3","1","20053","2005301","食べるのが大好きだ。"
"おうけのそうび","3","1","20053","2005302","装備すると大幅にパワーアップするが、お腹が減ってしまうらしい。"
"やばいですね","3","1","20053","2005303","やばいですね☆"
"プリンセス","3","1","20053","2005304","アストライア王家の王女。"
"コッコロ","1","1","20054","2005400","【美食殿】所属のエルフの少女。主さまファースト。"
"ガイドやく","3","1","20054","2005401","女神アメスの神託を受けた導き手。"
"みこ","3","1","20054","2005402","神に仕える女性のこと。"
"キャル","1","1","20055","2005500","なりゆきで【美食殿】に所属している謎のネコミミ少女。ヤバイわよ！"
"ツンデレ","3","1","20055","2005501","は？　意味わかんないんだけど！"
"ヤバイわよ","3","1","20055","2005502","ヤバイわよ！"
"ムイミ","1","1","20056","2005600","世界を敵に回して戦う自称・大罪人。天楼覇断剣はすべてを断ち切る！"
"ノウェム","3","1","20056","2005601","アタシはノウェムだ！"
"アリサ","1","1","20057","2005700","いつか必ず森番になると誓うエルフの少女。"
"エルフのおんな","3","1","20057","2005701","エルフの女性。"
"もりばんみならい","3","1","20057","2005702","森の守護者として一人前になるべく、日々修行に打ち込んでいる。"
"ネネカ","1","1","20058","2005800","七冠（セブンクラウンズ）の一人。千変万化の変貌大妃。"
"メタモルレグナント","3","1","20058","2005801","ネネカの二つ名。変貌大妃。"
"ぶんしんたい","3","1","20058","2005802","もう一人の私。"
"クリスティーナ","1","1","20059","2005900","【王宮騎士団（ＮＩＧＨＴＭAＲＥ）】副団長にして、七冠\n（セブンクラウンズ）の一人。かなりの享楽主義者。"
"レジーナゲッシュ","3","1","20059","2005901","クリスティーナの二つ名。誓約女君。"
"ふくだんちょう","3","1","20059","2005902","別名、問題児。"
"イノリ","1","1","20060","2006000","【ドラゴンズネスト】所属のドラゴン族。可愛い顔して意外と毒舌。"
"ドラゴンブレス","3","1","20060","2006001","イノリの得意技。"
"かんぶ","3","1","20060","2006002","【ドラゴンズネスト】の幹部であるあたしにひれ伏すですよ！"
"カヤ","1","1","20061","2006100","【ドラゴンズネスト】所属のドラゴン族の喧嘩屋。"
"のうきんケンカバカ","3","1","20061","2006101","喧嘩上等。"
"ホマレ","1","1","20062","2006200","【ドラゴンズネスト】の謎多きギルドマスター。ボス。"
"ギャングのボス","3","1","20062","2006201","親分、首領の意味。"
"クロエ","1","1","20063","2006300","【聖テレサ女学院（なかよし部）】メンバー。ガチめのバイブスの持ち主。"
"ダウナー","3","1","20063","2006301","別に怒っていたり機嫌が悪いわけではないらしい。"
"テレじょのやべーやつ","3","1","20063","2006302","テレ女のやべーやつ。すなわち、クロエのこと。"
"チエル","1","1","20064","2006400","【聖テレサ女学院（なかよし部）】のちぇる～ん☆担当。"
"れちぇるちぇぽぱぴ","3","1","20064","2006401","ちぇるりれれろりろりろ。"
"テレじょのやべーやつ","3","1","20064","2006402","テレ女のやべーやつ。すなわち、チエルのこと。"
"ユニ","1","1","20065","2006500","【ユニちゃんズ】のギルドマスター。天才とは孤独なものである。"
"ひきこもり","3","1","20065","2006501","象牙の塔にひきこもり、日々勉学に勤しんでいる。"
"テレじょのやべーやつ","3","1","20065","2006502","テレ女のやべーやつ。すなわち、ユニのこと。"
"ロボット","1","2","10078","3007800","人に代わり労働を行う機械。人型はロマン。"
"メカ","2","2","10078","3007801","魔法で駆動する機械。人を助けたり、戦うこともできる。"
"からくり","2","2","10078","3007802","歯車等の組み合わせで複雑な動きが出来る仕組み。"
"なかよしえっくす","3","2","10078","3007803","なかよし部の粋を集めたサイキョウのロボット。"
"ユニのりきさく","3","2","10078","3007804","不細工ポンコツ丸とは聞き捨てならんな…大概にしたまえ。"
"きのこ","1","2","10079","3007900","じめじめしたところに生える。植物ではなく菌糸類。"
"どくきのこ","1","2","10079","3007901","その多くは鮮やかな色をしており、食べると脳や体に支障をきたす。"
"マッシュルーム","2","2","10079","3007902","ピザやパスタに合うおいしいきのこ。"
"ベニタケ","3","2","10079","3007903","歩くきのこ。ペコリーヌ曰く、煮込むと意外とおいしいらし\nい。"
"ライオン","1","2","10080","3008000","百獣の王ともいわれるネコ科の大型肉食獣。"
"しし","1","2","10080","3008001","ライオンの別称。とある国では守護動物とされていた。"
"ひゃくじゅうのおう","2","2","10080","3008002","立派なたてがみを持つ最強の獣。"
"たてがみ","2","2","10080","3008003","馬や雄のライオンの首周りに生えている毛。"
"けもの","2","2","10080","3008004","全身を毛におおわれ、四足で歩く哺乳類。"
"オルレオン","3","2","10080","3008005","獅子座の魔星獣。刃向かうものは灼熱の咆哮で焼き尽くす。"
"えんぴつ","1","2","10081","3008100","色のついた芯を木で覆った筆記用具。"
"あかえんぴつ","1","2","10081","3008101","赤い色の鉛筆。テストの丸つけといえばこれ。"
"ペンシル","2","2","10081","3008102","先が尖っていて、細かいものを書くのに適している。"
"ひっきようぐ","2","2","10081","3008103","鉛筆、消しゴムなど、机まわりの道具の総称。"
"キラーペンシル","3","2","10081","3008104","クロエお気に入りの棒状に尖った武器。"
"たいよう","1","2","10082","3008200","自らエネルギーを作り出す、熱と光を放つ星。"
"おひさま","1","2","10082","3008201","太陽を親しんで呼ぶときの呼称。"
"にっこう","2","2","10082","3008202","太陽が発している光のこと。"
"はれのひ","2","2","10082","3008203","空に雲が少なく、太陽が出ていて、あたたかい日。"
"ひこうてい","1","2","10083","3008300","魔法の浮力で空を飛ぶ風船の乗り物。"
"ふね","2","2","10083","3008301","人や物を載せて水上を進む乗り物。"
"エアシップ","2","2","10083","3008302","風船などで機体を浮かせ、動力や舵をつけた空を飛ぶ船。"
"そらのたび","2","2","10083","3008303","飛行できる乗り物に乗って空を移動すること。"
"モニカのかんたい","3","2","10083","3008304","モニカ提督が指揮する（予定の）飛空艇艦隊。"
"バラ","1","2","10084","3008400","茎にとげがある、美しい赤い花。"
"いばら","1","2","10084","3008401","人里近くに多い、とげのある低木の総称。"
"はな","1","2","10084","3008402","植物の繁殖用の器官。きれいなものが多い。"
"ローズ","2","2","10084","3008403","バラの花の別称。色の名前を指すときにも使われる。"
"すし","1","2","10085","3008500","小さく握ったご飯の上に魚などをのせたトーゴク料理。"
"にぎりずし","1","2","10085","3008501","一口大の酢飯に新鮮な魚介の切り身を乗せたごちそう。"
"マグロ","1","2","10085","3008502","赤身のおいしい魚。"
"トゥンヌスのにぎり","3","2","10085","3008503","捕獲するのが一苦労なトゥンヌスを贅沢に使ったにぎりずし。"
"オーマのびしょく","3","2","10085","3008504","オーマでとれるのは最高級の魚、トゥンヌス。"
"かがみ","1","2","10086","3008600","自分の姿をうつすふしぎなどうぐ。"
"ミラー","2","2","10086","3008601","光を反射させることができるどうぐ。"
"エチケットアイテム","2","2","10086","3008602","身だしなみを整えるためにつかうどうぐ。"
"ユキのあいようひん","3","2","10086","3008603","ああ、ボクは今日も美しいね！"
"ティアラ","1","2","10087","3008700","女王や姫が頭頂部に着用する豪華な装飾品。"
"かんむり","1","2","10087","3008701","王族などが身に着ける豪華なかぶりもの。"
"そうしょくひん","2","2","10087","3008702","主に飾り付けるため身に着けるもの。"
"アクセサリー","2","2","10087","3008703","装飾品。オシャレするならマストアイテム。"
"ペコリーヌのティアラ","3","2","10087","3008704","実は強大な力を秘めた王家の装備の一部。"
"おうけのそうび","3","2","10087","3008705","装備すると大幅にパワーアップするが、お腹が減ってしまうらしい。"
"おでん","1","2","10088","3008800","肉や野菜をダシでじっくり煮込んだ熱々の料理。"
"にもの","1","2","10088","3008801","肉や野菜を煮込んだ料理。"
"なべ","1","2","10088","3008802","食べ物などを煮るための調理器具。"
"ドラゴンテイルおでん","3","2","10088","3008803","ラースドラゴンの尻尾のダシで煮込んだ至高のおでん。"
"でんきゅう","1","2","10089","3008900","魔法の力で光を発するどうぐ。"
"あかり","1","2","10089","3008901","暗闇を照らす光。"
"はくねつきゅう","2","2","10089","3008902","熱による放射を利用して発光するガラスの球。"
"まめでんきゅう","2","2","10089","3008903","小さめの電球のこと。"
"ピカピカ","2","2","10089","3008904","光がまたたく様をあらわす擬音。"
"カスミのひらめき","3","2","10089","3008905","真実導く閃きの力。名探偵にかかればどんな難事件も解決！"
"くも","1","2","10090","3009000","空に浮かぶ、水滴や氷の粒のかたまり。雨や雷の生みの親。"
"にゅうどうぐも","2","2","10090","3009001","夏の空でよく見られるもくもくと盛り上がった大きな雲。"
"どんてん","2","2","10090","3009002","雲がかかり太陽が見えない天気。"
"わたあめ","2","2","10090","3009003","口にいれるとシュワっと溶ける、白くてふわふわな甘いおか\nし。"
"ライライ","3","2","10090","3009004","雷雲を従え、無邪気に暴れるカミナリ娘。"
"おの","1","2","10091","3009100","木を切ったりできるどうぐ。武器にもなる。"
"いしおの","1","2","10091","3009101","石でできた斧。武器や農工具として使われる。"
"アックス","2","2","10091","3009102","柄の先に厚くて重い刃のついた武器。"
"ゴブリングレートのえもの","3","2","10091","3009103","熟練のゴブリン戦士が持つ武器。"
"おんせん","1","2","10092","3009200","自然に湧き上がるお湯でつくったお風呂。よくあたたまろう。"
"いわぶろ","1","2","10092","3009201","岩の間にお湯をためてつくったお風呂。"
"ろてんぶろ","1","2","10092","3009202","野外や屋外に設置された屋根のないお風呂。"
"めいとう","2","2","10092","3009203","体の疲れや不調に効く有名な温泉。"
"クリスティーナリゾートスパ","3","2","10092","3009204","牧場に湧き出た天然温泉の施設。入浴して疲れを癒そう。"
"まくら","1","2","10093","3009300","快眠の必需品。"
"だきまくら","1","2","10093","3009301","抱くようにして使用する大型のまくら。"
"しんぐ","2","2","10093","3009302","ふとん、まくら、寝間着など、寝るときに使うものの総称。"
"ピロー","2","2","10093","3009303","「枕」の英語読み。"
"ハツネのたからもの","3","2","10093","3009304","シオリからのプレゼント。本当はいつでもどこでも持ち歩きたい。"
"ざっし","1","2","10094","3009400","絵や写真がのっている楽しい読みもの。"
"マガジン","2","2","10094","3009401","インタビューやエンタメ等色々なものが盛り込まれた読み物。"
"ファッションし","2","2","10094","3009402","ファッションに関する記事が載った雑誌。"
"スズナのしゃしんしゅう","3","2","10094","3009403","ランドソルで性別年代を問わず大人気。"
"たいこ","1","2","10095","3009500","叩いて音を出す楽器。ドンドコドン！"
"こだいこ","1","2","10095","3009501","叩くと高い音が出る小型の太鼓。"
"ドラム","2","2","10095","3009502","太鼓やシンバル等の打楽器を一人の奏者で演奏可能にした物。"
"スネアドラム","2","2","10095","3009503","底面の膜に金属線が張られている小型の太鼓。"
"だがっき","2","2","10095","3009504","打つ、こする、振るなどして音を出す楽器の総称。"
"せいざ","1","2","10096","3009600","夜空に見える星を線でつないで様々な事物に見立てた物。"
"てんたい","1","2","10096","3009601","宇宙に存在する星々の総称。地球も月も太陽も。"
"ぎんが","1","2","10096","3009602","様々な星やガス状の物質、宇宙の塵等が集まった巨大な天体。"
"よぞら","2","2","10096","3009603","太陽が沈み、月や星が見えるくらい暗くなった空。"
"ほしのかがやき","2","2","10096","3009604","夜空を彩る主役たち。"
"おにぎりざ","3","2","10096","3009605","あの星座…おにぎりに見えませんか？やばいですね☆"
"トマト","1","2","10097","3009700","あまくてすっぱい夏の野菜。実はナスの仲間。"
"プチトマト","1","2","10097","3009701","一口サイズのトマト。黄色の種類もある。"
"ばんか","2","2","10097","3009702","「蕃茄」トマトの別名。"
"ケチャップ","2","2","10097","3009703","トマトなどを煮詰めて味をつけた調味料。"
"はらっぱ","1","2","10098","3009800","草が生い茂る広い空き地。"
"そうげん","1","2","10098","3009801","木がほとんどなく、花や草に覆われた大地。"
"のはら","1","2","10098","3009802","草などが生えた広い平地。"
"にじ","1","2","10099","3009900","雨上がりの空でたまに見られる、太陽光の反射でできる奇跡。"
"レインボー","1","2","10099","3009901","虹の別称。虹の七色のことでもある。"
"なないろ","1","2","10099","3009902","虹にみられる七種の色。赤橙黄緑青藍紫で構成される。"
"そらにかかるはし","2","2","10099","3009903","空に向かって伸びるように現れた虹。"
"あめあがり","2","2","10099","3009904","雨が止んでから少しの間のこと。"
"かきごおり","1","2","10100","3010000","氷を砕いて蜜をかけた、雪によく似た夏のおかし。"
"ブルーハワイ","1","2","10100","3010001","真っ青でさわやかな海のような、かき氷などにかける蜜。"
"フラッペ","2","2","10100","3010002","アイスクリームや果物等をカラフルにのせた豪華なかき氷。"
"なつのふうぶつし","2","2","10100","3010003","夏の感じを表す物事。スイカの他に海や花火など。"
"ちょうちょ","1","2","10101","3010100","美しい羽でひらひらと舞う、妖精みたいな虫。"
"アゲハ","1","2","10101","3010101","大型で美しい蝶の一種。多くは後翅に長い突起を持つ。"
"クロアゲハ","1","2","10101","3010102","大きな黒い羽で舞う美しい蝶。"
"むし","2","2","10101","3010103","人や獣、鳥や魚以外の小動物の総称。大抵のものは数が多い。"
"こんちゅう","2","2","10101","3010104","昆虫網に分類される、足が六本ある節足動物の総称。"
"バタフライ","2","2","10101","3010105","蝶の別称。又は泳ぐ姿が蝶に似ている泳ぎ方。"
"とう","1","2","10102","3010200","空高くそびえ立つ建物。"
"タワー","2","2","10102","3010201","「とう」の英語読み。"
"てんぼうだい","2","2","10102","3010202","はるか遠くを見渡すための建物。"
"みはりだい","2","2","10102","3010203","目的の地点を監視するための高い建物。"
"まてんろう","2","2","10102","3010204","天に届きそうなほど高い建物。"
"アイスクリーム","1","2","10103","3010300","冷た～い甘～いおかし。"
"ジェラート","1","2","10103","3010301","アイスクリームより少しだけヘルシー。"
"チョコミントアイス","2","2","10103","3010302","甘くてスーッと口いっぱいに広がる爽やかさ。"
"ひょうか","2","2","10103","3010303","「アイス」の別の言い方。"
"シェフィのこうぶつ","3","2","10103","3010304","シェフィはチョコミン党。"
"ドーナツ","1","2","10104","3010400","真ん中に穴があいた輪っか状の甘いおかし。"
"おやつ","2","2","10104","3010401","間食として食べる甘いもの。"
"チョコドーナツ","2","2","10104","3010402","チョコレートのかかったスタンダードなドーナツ。"
"チケット","1","2","10105","3010500","食べ物と交換できたり、施設に入場できたりする券。"
"けん","1","2","10105","3010501","約束や権利を表すための紙片。"
"スキップチケット","3","2","10105","3010502","一度クリアしたクエストをスキップできる便利なアイテム。"
"うきわ","1","2","10106","3010600","水に浮かぶ道具。プカプカ漂うのが気持ちいい。"
"フロート","2","2","10106","3010601","「うきわ」の英語読み。"
"かなづちのひっすアイテム","2","2","10106","3010602","これがあれば泳げなくても大丈夫。"
"キャルのうきわ","3","2","10106","3010603","泳ぐのが苦手なキャル愛用の可愛いネコ型浮き輪。"
"サングラス","1","2","10107","3010700","眩しい日差しや強い照明からオシャレに守ってくれる。"
"グラサン","2","2","10107","3010701","「サングラス」の別の言い方。"
"くろめがね","2","2","10107","3010702","レンズが黒い眼鏡。"
"ハードボイルド","2","2","10107","3010703","サングラスもバッチリ似合うクールな生き様。"
"キャルのサングラス","3","2","10107","3010704","キャルのお洒落アイテム。似合いすぎてヤバイわよ！"
"しゅりけん","1","2","10108","3010800","忍者が投げる武器。"
