f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d
"14711028","","","101311","3","14711","0.2","0","","wac_paint_bot_71","0"
"14711029","","","115","3","14711","0.2","0","","wac_paint_75","0"
"14711030","","","0","93","14711","","","","0",""
"14711031","","","16","32","14711","","","","1",""
"14711032","","","se_common","23","14711","","","","se_sys_login_birthday_calendar_smallbrush","0"
"14711033","","","1","131","14711","","","","",""
"14712001","","","100911","3","14712","0","","","wac_idle_kyapi_L","1"
"14712002","","","101311","3","14712","0","","","wac_idle_kyapi_L","1"
"14712003","","","105611","3","14712","0","","","wac_idle_smile","1"
"14712004","","","102711","3","14712","0","","","wac_idle_smile","1"
"14712005","","","105111","3","14712","0","","","wac_idle_wish","1"
"14712006","","","111","3","14712","0","","","wac_no_items","1"
"14712007","","","112","3","14712","0","","","wac_no_items","1"
"14712008","","","113","3","14712","0","","","wac_no_items","1"
"14712009","","","114","3","14712","0","","","wac_no_items","1"
"14712010","","","115","3","14712","0","","","wac_no_items","1"
"14712011","","","100911","2","14712","","","0","-190","-335"
"14712012","","","101311","2","14712","","","0","-335","-360"
"14712013","","","105611","2","14712","","","0","190","-360"
"14712014","","","102711","2","14712","","","0","350","-335"
"14712015","","","105111","2","14712","","","0","500","-360"
"14712016","","","111","2","14712","","","0","-190","-335"
"14712017","","","112","2","14712","","","0","-335","-360"
"14712018","","","113","2","14712","","","0","190","-360"
"14712019","","","114","2","14712","","","0","350","-335"
"14712020","","","115","2","14712","","","0","500","-360"
"14712021","","","55","32","14712","","","","0",""
"14712022","","","30","32","14712","","","","1",""
"14712023","","","16","32","14712","","","","0",""
"14712024","","","100911","3","14712","0.2","1","wac_talk_kyapi_loop_L","wac_talk_kyapi_in_L","0"
"14712025","","","vo_wac_220711","21","14712","","","0","vo_wac_220711_000","0"
"14712026","0","0.5","100911","11","14712","0","1","1","シグルドー！　見てくれ見てくれ！\n今回の絵は、歴史に残る最高傑作……！\n貴様には、その目撃者になる\n栄誉を授けよう！","10"
"14712027","","","0","91","14712","","","","",""
"14712028","","","100911","3","14712","0.2","1","","wac_idle_kyapi_L","1"
"14712029","","","101311","3","14712","0.2","1","wac_talk_kyapi_loop_L","wac_talk_kyapi_in_L","0"
"14712030","","","vo_wac_220711","21","14712","","","0","vo_wac_220711_001","0"
"14712031","0","0.5","101311","11","14712","0","1","1","さすがだね、アンナたそ！\nけど私も負けないよ～！\n芸術の神が舞い降りたかのような\nこの完成度、ぜひご照覧あれ～！","10"
"14712032","","","0","91","14712","","","","",""
"14712033","","","101311","3","14712","0.2","1","","wac_idle_kyapi_L","1"
"14712034","","","102711","3","14712","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"14712035","","","vo_wac_220711","21","14712","","","0","vo_wac_220711_002","0"
"14712036","0","0.5","102711","11","14712","0","1","1","なにをバカなことを……\nあなた様への愛をありったけ\n詰め込んだ、私の絵こそが\n一番の傑作に決まってます……","10"
"14712037","","","0","91","14712","","","","",""
"14712038","","","102711","3","14712","0.2","1","","wac_idle_smile","1"
"14712039","","","105111","3","14712","0.2","1","wac_talk_wish_loop","wac_talk_wish_in","0"
"14712040","","","vo_wac_220711","21","14712","","","0","vo_wac_220711_003","0"
"14712041","0","0.5","105111","11","14712","0","1","1","あらあら、私の正確無比な\n筆致も捨てたものじゃないわよ？\n伊達に毎日メスを握ってる\nわけじゃないんだから♪","10"
"14712042","","","0","91","14712","","","","",""
"14712043","","","105111","3","14712","0.2","1","","wac_idle_wish","1"
"14712044","","","105611","3","14712","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"14712045","","","vo_wac_220711","21","14712","","","0","vo_wac_220711_004","0"
"14712046","0","0.5","105611","11","14712","0","1","1","はは、アタシの筆さばきだって\nなかなか様になってたろう？\n……それで？　お前さんは\n誰の絵が一番だと思うんだい？","10"
"14712047","","","0","91","14712","","","","",""
"14712048","","","0","22","14712","","","","0",""
"14712049","","","","111","14712","","","","",""
"14713001","","","100911","3","14713","0.2","","","wac_idle_kyapi_L","1"
"14713002","","","101311","3","14713","0.2","","","wac_idle_kyapi_L","1"
"14713003","","","105611","3","14713","0.2","","","wac_idle_smile","1"
"14713004","","","102711","3","14713","0.2","","","wac_idle_smile","1"
"14713005","","","105111","3","14713","0.2","","","wac_idle_wish","1"
"14713006","","","111","3","14713","0.2","","","wac_no_items","1"
"14713007","","","112","3","14713","0.2","","","wac_no_items","1"
"14713008","","","113","3","14713","0.2","","","wac_no_items","1"
"14713009","","","114","3","14713","0.2","","","wac_no_items","1"
"14713010","","","115","3","14713","0.2","","","wac_no_items","1"
"14713011","","","100911","2","14713","","","0","-190","-335"
"14713012","","","101311","2","14713","","","0","-335","-360"
"14713013","","","105611","2","14713","","","0","190","-360"
"14713014","","","102711","2","14713","","","0","350","-335"
"14713015","","","105111","2","14713","","","0","500","-360"
"14713016","","","111","2","14713","","","0","-190","-335"
"14713017","","","112","2","14713","","","0","-335","-360"
"14713018","","","113","2","14713","","","0","190","-360"
"14713019","","","114","2","14713","","","0","350","-335"
"14713020","","","115","2","14713","","","0","500","-360"
"14713021","","","55","32","14713","","","","0",""
"14713022","","","30","32","14713","","","","1",""
"14713023","","","16","32","14713","","","","0",""
"14713024","","","0","91","14713","","","","",""
"14811001","0","wac_default_01","1","1","14811","2","-213","-108","101311","202"
"14811002","0","wac_default_03","1","5","14811","2","-213","-108","111","201"
"14811003","","","21","31","14811","1","1","0","21","0"
"14811004","","","54","31","14811","0","1","0","54","0"
"14811005","","","11","31","14811","0","1","0","11","0"
"14811006","","","501","31","14811","1","1","0","501","0"
"14811007","","","101311","3","14811","0.2","0","","wac_paint_01","0"
"14811008","","","111","3","14811","0.2","0","","wac_paint_03","0"
"14811009","","","0","93","14811","","","","0",""
"14811010","","","11","32","14811","","","","1",""
"14811011","","","se_10035700","23","14811","","","","se_10035700_brush","0"
"14811012","","","101311","13","14811","","","","300",""
"14811013","","","1","131","14811","","","","",""
"14812001","","","101311","3","14812","0.2","1","wac_talk_wish_loop","wac_talk_wish_in","0"
"14812002","","","111","3","14812","0.2","","","wac_no_items","1"
"14812003","","","101311","2","14812","","","0","200","-340"
"14812004","","","111","2","14812","","","0","200","-340"
"14812005","","","21","32","14812","","","","0",""
"14812006","","","54","32","14812","","","","1",""
"14812007","","","11","32","14812","","","","0",""
"14812008","","","vo_wac_220712","21","14812","","","0","vo_wac_220712_000","0"
"14812009","0","0.5","101311","11","14812","0","1","1","はぁっ、尊み溢れるアートの数々……\nこれはもう、すべてを写真に収めて\n画集にして発売すべきなのでは！？","10"
"14812010","","","0","91","14812","","","","",""
"14812011","","","vo_wac_220712","21","14812","","","0","vo_wac_220712_001","0"
"14812012","0","0.5","101311","11","14812","0","1","1","この尊さを後世に伝えなければ……\nそれも特典付きの、永久保存版で！\n早速、アンナたそに掛け合って\n出版社に持ち込むであります～！","10"
"14812013","","","0","91","14812","","","","",""
"14812014","","","0","22","14812","","","","0",""
"14813001","","","101311","3","14813","0.2","","","wac_idle_wish","1"
"14813002","","","111","3","14813","0.2","","","wac_no_items","1"
"14813003","","","101311","2","14813","","","0","200","-340"
"14813004","","","111","2","14813","","","0","200","-340"
"14813005","","","21","32","14813","","","","0",""
"14813006","","","54","32","14813","","","","1",""
"14813007","","","11","32","14813","","","","0",""
"14813008","","","0","91","14813","","","","",""
"14911001","0","wac_default_01","1","1","14911","2","-213","-108","102711","202"
"14911002","0","wac_default_01","1","5","14911","2","-213","-108","111","201"
"14911003","","","21","31","14911","1","1","0","21","0"
"14911004","","","54","31","14911","0","1","0","54","0"
"14911005","","","11","31","14911","0","1","0","11","0"
"14911006","","","501","31","14911","1","1","0","501","0"
"14911007","","","102711","3","14911","0.2","0","","wac_paint_01","0"
"14911008","","","111","3","14911","0.2","0","","wac_paint_01","0"
"14911009","","","0","93","14911","","","","0",""
"14911010","","","11","32","14911","","","","1",""
"14911011","","","se_10035700","23","14911","","","","se_10035700_brush","0"
"14911012","","","102711","13","14911","","","","300",""
"14911013","","","1","131","14911","","","","",""
"14912001","","","102711","3","14912","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"14912002","","","111","3","14912","0.2","","","wac_no_items","1"
"14912003","","","102711","2","14912","","","0","200","-340"
"14912004","","","111","2","14912","","","0","200","-340"
"14912005","","","21","32","14912","","","","0",""
"14912006","","","54","32","14912","","","","1",""
"14912007","","","11","32","14912","","","","0",""
"14912008","","","vo_wac_220713","21","14912","","","0","vo_wac_220713_000","0"
"14912009","0","0.5","102711","11","14912","0","1","1","クスクス……完成です。\nあなた様好みの色に、この壁を\n塗りつぶしました……\n気に入ってもらえましたか？","10"
"14912010","","","0","91","14912","","","","",""
"14912011","","","102711","3","14912","0.2","","","wac_talk_wish_loop","1"
"14912012","","","vo_wac_220713","21","14912","","","0","vo_wac_220713_001","0"
"14912013","0","0.5","102711","11","14912","0","1","1","ああ、私もこの壁のように\nあなた様の色に染まりたい……\nさあ、絵筆を手に取って。\n私をあなた様の色にしてください♪","10"
"14912014","","","0","91","14912","","","","",""
"14912015","","","0","22","14912","","","","0",""
"14913001","","","102711","3","14913","0.2","","","wac_idle_wish","1"
"14913002","","","111","3","14913","0.2","","","wac_no_items","1"
"14913003","","","102711","2","14913","","","0","200","-340"
"14913004","","","111","2","14913","","","0","200","-340"
"14913005","","","21","32","14913","","","","0",""
"14913006","","","54","32","14913","","","","1",""
"14913007","","","11","32","14913","","","","0",""
"14913008","","","0","91","14913","","","","",""
"15011001","0","wac_default_01","1","1","15011","2","-213","-108","104911","202"
"15011002","0","wac_default_03","1","5","15011","2","-213","-108","111","201"
"15011003","","","21","31","15011","1","1","0","21","0"
"15011004","","","54","31","15011","0","1","0","54","0"
"15011005","","","11","31","15011","0","1","0","11","0"
"15011006","","","501","31","15011","1","1","0","501","0"
"15011007","","","104911","3","15011","0.2","0","","wac_paint_01","0"
"15011008","","","111","3","15011","0.2","0","","wac_paint_03","0"
"15011009","","","0","93","15011","","","","0",""
"15011010","","","11","32","15011","","","","1",""
"15011011","","","se_10035700","23","15011","","","","se_10035700_brush","0"
"15011012","","","104911","13","15011","","","","300",""
"15011013","","","1","131","15011","","","","",""
"15012001","","","104911","3","15012","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"15012002","","","111","3","15012","0.2","","","wac_no_items","1"
"15012003","","","104911","2","15012","","","0","200","-340"
"15012004","","","111","2","15012","","","0","200","-340"
"15012005","","","21","32","15012","","","","0",""
"15012006","","","54","32","15012","","","","1",""
"15012007","","","11","32","15012","","","","0",""
"15012008","","","vo_wac_220714","21","15012","","","0","vo_wac_220714_000","0"
"15012009","0","0.5","104911","11","15012","0","1","1","よーし、上手に描けた！\n私はお姉ちゃんだからね。\nちょーっと練習すれば、\n絵も上手に描けちゃうんだから♪","10"
"15012010","","","0","91","15012","","","","",""
"15012011","","","vo_wac_220714","21","15012","","","0","vo_wac_220714_001","0"
"15012012","0","0.5","104911","11","15012","0","1","1","次はなにを描こうかな～\nふふ、弟くんにリクエストを\n聞いてみよっと♪\nなんだって描いてあげちゃうよ～","10"
"15012013","","","0","91","15012","","","","",""
"15012014","","","0","22","15012","","","","0",""
"15013001","","","104911","3","15013","0.2","","","wac_idle_smile","1"
"15013002","","","111","3","15013","0.2","","","wac_no_items","1"
"15013003","","","104911","2","15013","","","0","200","-340"
"15013004","","","111","2","15013","","","0","200","-340"
"15013005","","","21","32","15013","","","","0",""
"15013006","","","54","32","15013","","","","1",""
"15013007","","","11","32","15013","","","","0",""
"15013008","","","0","91","15013","","","","",""
"15111001","0","wac_default_11","1","1","15111","2","-213","-108","103011","202"
"15111002","0","wac_default_12","1","5","15111","2","-213","-108","111","201"
"15111003","","","21","31","15111","1","1","0","21","0"
"15111004","","","54","31","15111","0","1","0","54","0"
"15111005","","","11","31","15111","0","1","0","11","0"
"15111006","","","501","31","15111","1","1","0","501","0"
"15111007","","","103011","3","15111","0.2","0","","wac_paint_11","0"
"15111008","","","111","3","15111","0.2","0","","wac_paint_12","0"
"15111009","","","0.3","93","15111","","","","0",""
"15111010","","","11","32","15111","","","","1",""
"15111011","","","se_10035700","23","15111","","","","se_10035700_roller","0"
"15111012","","","103011","13","15111","","","","300",""
"15111013","","","1","131","15111","","","","",""
"15112001","","","103011","3","15112","0.2","1","wac_talk_kyapi_loop","wac_talk_kyapi_in","0"
"15112002","","","111","3","15112","0.2","","","wac_no_items","1"
"15112003","","","103011","2","15112","","","0","200","-340"
"15112004","","","111","2","15112","","","0","200","-340"
"15112005","","","21","32","15112","","","","0",""
"15112006","","","54","32","15112","","","","1",""
"15112007","","","11","32","15112","","","","0",""
"15112008","","","vo_wac_220715","21","15112","","","0","vo_wac_220715_000","0"
"15112009","0","0.5","103011","11","15112","0","1","1","ワビサビ！　オモムキ！\nそしてアソビゴコーロ！\nこれぞアートの極意デース！","10"
"15112010","","","0","91","15112","","","","",""
"15112011","","","vo_wac_220715","21","15112","","","0","vo_wac_220715_001","0"
"15112012","0","0.5","103011","11","15112","0","1","1","ナニゴトもアソビがなくては\nいけまセン！　すなわち……\n楽しければイイということデース！\nもっともっと楽しみマース！","10"
"15112013","","","0","91","15112","","","","",""
"15112014","","","0","22","15112","","","","0",""
"15113001","","","103011","3","15113","0.2","","","wac_idle_kyapi","1"
"15113002","","","111","3","15113","0.2","","","wac_no_items","1"
"15113003","","","103011","2","15113","","","0","200","-340"
"15113004","","","111","2","15113","","","0","200","-340"
"15113005","","","21","32","15113","","","","0",""
"15113006","","","54","32","15113","","","","1",""
"15113007","","","11","32","15113","","","","0",""
"15113008","","","0","91","15113","","","","",""
"15211001","0","wac_default_01","1","1","15211","2","-213","-108","106811","202"
"15211002","0","wac_default_02","1","5","15211","2","-213","-108","111","201"
"15211003","","","21","31","15211","1","1","0","21","0"
"15211004","","","54","31","15211","0","1","0","54","0"
"15211005","","","11","31","15211","0","1","0","11","0"
"15211006","","","501","31","15211","1","1","0","501","0"
"15211007","","","106811","3","15211","0.2","0","","wac_paint_01","0"
"15211008","","","111","3","15211","0.2","0","","wac_paint_02","0"
"15211009","","","0","93","15211","","","","0",""
"15211010","","","11","32","15211","","","","1",""
"15211011","","","se_10035700","23","15211","","","","se_10035700_brush","0"
"15211012","","","106811","13","15211","","","","300",""
"15211013","","","1","131","15211","","","","",""
"15212001","","","106811","3","15212","0.2","1","wac_talk_doya_loop","wac_talk_doya_in","0"
"15212002","","","111","3","15212","0.2","","","wac_no_items","1"
"15212003","","","106811","2","15212","","","0","200","-340"
"15212004","","","111","2","15212","","","0","200","-340"
"15212005","","","21","32","15212","","","","0",""
"15212006","","","54","32","15212","","","","1",""
"15212007","","","11","32","15212","","","","0",""
"15212008","","","vo_wac_220716","21","15212","","","0","vo_wac_220716_000","0"
"15212009","0","0.5","106811","11","15212","0","1","1","ふー、やれやれ。\n久々に集中して肩が凝った。\nま、そのかいあっていいものが\nできたんじゃないかな？","10"
"15212010","","","0","91","15212","","","","",""
"15212011","","","vo_wac_220716","21","15212","","","0","vo_wac_220716_001","0"
"15212012","0","0.5","106811","11","15212","0","1","1","裏から小細工をするんじゃなく、\nみんなと協力して\n真正面から何かを創る……\nやっぱり楽しいもんだねえ。","10"
"15212013","","","0","91","15212","","","","",""
"15212014","","","0","22","15212","","","","0",""
"15213001","","","106811","3","15213","0.2","","","wac_idle_doya","1"
"15213002","","","111","3","15213","0.2","","","wac_no_items","1"
"15213003","","","106811","2","15213","","","0","200","-340"
"15213004","","","111","2","15213","","","0","200","-340"
"15213005","","","21","32","15213","","","","0",""
"15213006","","","54","32","15213","","","","1",""
"15213007","","","11","32","15213","","","","0",""
"15213008","","","0","91","15213","","","","",""
"15311001","0","wac_default_11","1","1","15311","2","-213","-108","104511","202"
"15311002","0","wac_default_12","1","5","15311","2","-213","-108","111","201"
"15311003","","","21","31","15311","1","1","0","21","0"
"15311004","","","54","31","15311","0","1","0","54","0"
"15311005","","","11","31","15311","0","1","0","11","0"
"15311006","","","501","31","15311","1","1","0","501","0"
"15311007","","","104511","3","15311","0.2","0","","wac_paint_11","0"
"15311008","","","111","3","15311","0.2","0","","wac_paint_12","0"
"15311009","","","0.3","93","15311","","","","0",""
"15311010","","","11","32","15311","","","","1",""
"15311011","","","se_10035700","23","15311","","","","se_10035700_roller","0"
"15311012","","","104511","13","15311","","","","300",""
"15311013","","","1","131","15311","","","","",""
"15312001","","","104511","3","15312","0.2","1","wac_talk_wish_loop","wac_talk_wish_in","0"
"15312002","","","111","3","15312","0.2","","","wac_no_items","1"
"15312003","","","104511","2","15312","","","0","200","-340"
"15312004","","","111","2","15312","","","0","200","-340"
"15312005","","","21","32","15312","","","","0",""
"15312006","","","54","32","15312","","","","1",""
"15312007","","","11","32","15312","","","","0",""
"15312008","","","vo_wac_220717","21","15312","","","0","vo_wac_220717_000","0"
"15312009","0","0.5","104511","11","15312","0","1","1","ぐふふ……じ、自分の絵を\n大勢の人に見られるの……\n癖になってきちゃいました……♪","10"
"15312010","","","0","91","15312","","","","",""
"15312011","","","vo_wac_220717","21","15312","","","0","vo_wac_220717_001","0"
"15312012","0","0.5","104511","11","15312","0","1","1","あぁ、今この瞬間も……たくさんの\n目がクウカを舐めるように……！\nそんなに見られたら……体から\nいろいろなものが出ちゃいます～！","10"
"15312013","","","0","91","15312","","","","",""
"15312014","","","0","22","15312","","","","0",""
"15313001","","","104511","3","15313","0.2","","","wac_idle_wish","1"
"15313002","","","111","3","15313","0.2","","","wac_no_items","1"
"15313003","","","104511","2","15313","","","0","200","-340"
"15313004","","","111","2","15313","","","0","200","-340"
"15313005","","","21","32","15313","","","","0",""
"15313006","","","54","32","15313","","","","1",""
"15313007","","","11","32","15313","","","","0",""
"15313008","","","0","91","15313","","","","",""
"15411001","0","wac_default_11","1","1","15411","2","-213","-108","105311","202"
"15411002","0","wac_default_13","1","5","15411","2","-213","-108","111","201"
"15411003","","","21","31","15411","1","1","0","21","0"
"15411004","","","54","31","15411","0","1","0","54","0"
"15411005","","","11","31","15411","0","1","0","11","0"
"15411006","","","501","31","15411","1","1","0","501","0"
"15411007","","","105311","3","15411","0.2","0","","wac_paint_11","0"
"15411008","","","111","3","15411","0.2","0","","wac_paint_13","0"
"15411009","","","0.3","93","15411","","","","0",""
"15411010","","","11","32","15411","","","","1",""
"15411011","","","se_10035700","23","15411","","","","se_10035700_roller","0"
"15411012","","","105311","13","15411","","","","300",""
"15411013","","","1","131","15411","","","","",""
"15412001","","","105311","3","15412","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"15412002","","","111","3","15412","0.2","","","wac_no_items","1"
"15412003","","","105311","2","15412","","","0","200","-340"
"15412004","","","111","2","15412","","","0","200","-340"
"15412005","","","21","32","15412","","","","0",""
"15412006","","","54","32","15412","","","","1",""
"15412007","","","11","32","15412","","","","0",""
"15412008","","","vo_wac_220718","21","15412","","","0","vo_wac_220718_000","0"
"15412009","0","0.5","105311","11","15412","0","1","1","またしても傑作の完成だ！\nギルドの長たるもの、やはり\n芸術にも精通していなくてはな！","10"
"15412010","","","0","91","15412","","","","",""
"15412011","","","vo_wac_220718","21","15412","","","0","vo_wac_220718_001","0"
"15412012","0","0.5","105311","11","15412","0","1","1","この完成度を見れば\n我がギルドの評判も多少はマシに……\nいや！　大いに向上するはずだ！\nふふ、楽しみだな！","10"
"15412013","","","0","91","15412","","","","",""
"15412014","","","0","22","15412","","","","0",""
"15413001","","","105311","3","15413","0.2","","","wac_idle_smile","1"
"15413002","","","111","3","15413","0.2","","","wac_no_items","1"
"15413003","","","105311","2","15413","","","0","200","-340"
"15413004","","","111","2","15413","","","0","200","-340"
"15413005","","","21","32","15413","","","","0",""
"15413006","","","54","32","15413","","","","1",""
"15413007","","","11","32","15413","","","","0",""
"15413008","","","0","91","15413","","","","",""
"15511001","0","wac_default_bot_21","1","1","15511","2","-325","-108","101011","202"
"15511002","0","wac_default_bot_26","1","5","15511","2","-325","-108","111","201"
"15511003","","","56","31","15511","1","1","0","56","0"
"15511004","","","54","31","15511","0","1","0","54","0"
"15511005","","","13","31","15511","0","1","0","13","0"
"15511006","","","501","31","15511","1","1","0","501","0"
"15511007","","","101011","3","15511","0.2","0","","wac_paint_bot_21","0"
"15511008","","","111","3","15511","0.2","0","","wac_paint_bot_26","0"
"15511009","","","0","93","15511","","","","0",""
"15511010","","","13","32","15511","","","","1",""
"15511011","","","se_common","23","15511","","","","se_sys_login_birthday_calendar_brush","0"
"15511012","","","101011","13","15511","","","","300",""
"15511013","","","1","131","15511","","","","",""
"15512001","","","101011","3","15512","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"15512002","","","111","3","15512","0.2","","","wac_no_items","1"
"15512003","","","101011","2","15512","","","0","200","-340"
"15512004","","","111","2","15512","","","0","200","-340"
"15512005","","","56","32","15512","","","","0",""
"15512006","","","54","32","15512","","","","1",""
"15512007","","","13","32","15512","","","","0",""
"15512008","","","vo_wac_220719","21","15512","","","0","vo_wac_220719_000","0"
"15512009","0","0.5","101011","11","15512","0","1","1","ううん、ええ出来栄えやわぁ～\nやっぱり色塗りは尻尾でしたほうが、\n味のある色合いになりますなぁ。\n不思議なもんやわぁ♪","10"
"15512010","","","0","91","15512","","","","",""
"15512011","","","vo_wac_220719","21","15512","","","0","vo_wac_220719_001","0"
"15512012","0","0.5","101011","11","15512","0","1","1","いっそ尻尾だけで\n描いてみてもええかもやねえ。\nふふ、物は試しどす。\n早速次からやってみましょか♪","10"
"15512013","","","0","91","15512","","","","",""
"15512014","","","0","22","15512","","","","0",""
"15513001","","","101011","3","15513","0.2","","","wac_idle_smile","1"
"15513002","","","111","3","15513","0.2","","","wac_no_items","1"
"15513003","","","101011","2","15513","","","0","200","-340"
"15513004","","","111","2","15513","","","0","200","-340"
"15513005","","","56","32","15513","","","","0",""
"15513006","","","54","32","15513","","","","1",""
"15513007","","","13","32","15513","","","","0",""
"15513008","","","0","91","15513","","","","",""
"15611001","0","wac_default_bot_21","1","1","15611","2","-325","-108","104311","202"
"15611002","0","wac_default_bot_26","1","5","15611","2","-325","-108","111","201"
"15611003","","","56","31","15611","1","1","0","56","0"
"15611004","","","54","31","15611","0","1","0","54","0"
"15611005","","","13","31","15611","0","1","0","13","0"
"15611006","","","501","31","15611","1","1","0","501","0"
"15611007","","","104311","3","15611","0.2","0","","wac_paint_bot_21","0"
"15611008","","","111","3","15611","0.2","0","","wac_paint_bot_26","0"
"15611009","","","0","93","15611","","","","0",""
"15611010","","","13","32","15611","","","","1",""
"15611011","","","se_common","23","15611","","","","se_sys_login_birthday_calendar_brush","0"
"15611012","","","104311","13","15611","","","","300",""
"15611013","","","1","131","15611","","","","",""
"15612001","","","104311","3","15612","0.2","1","wac_talk_sad_loop","wac_talk_sad_in","0"
"15612002","","","111","3","15612","0.2","","","wac_no_items","1"
"15612003","","","104311","2","15612","","","0","200","-340"
"15612004","","","111","2","15612","","","0","200","-340"
"15612005","","","56","32","15612","","","","0",""
"15612006","","","54","32","15612","","","","1",""
"15612007","","","13","32","15612","","","","0",""
"15612008","","","vo_wac_220720","21","15612","","","0","vo_wac_220720_000","0"
"15612009","0","0.5","104311","11","15612","0","1","1","うっし、完成だ……完成はしたが、\nうーん、どういうわけか……\n描けば描くほどかわいい絵に\nなってく気がすんな……","10"
"15612010","","","0","91","15612","","","","",""
"15612011","","","vo_wac_220720","21","15612","","","0","vo_wac_220720_001","0"
"15612012","0","0.5","104311","11","15612","0","1","1","もっとこう、かわいいより\nきれいとか、そういう方向で\n上達してえもんだが……\nま、まあ上達してんならいいか……","10"
"15612013","","","0","91","15612","","","","",""
"15612014","","","0","22","15612","","","","0",""
"15613001","","","104311","3","15613","0.2","","","wac_idle_sad","1"
"15613002","","","111","3","15613","0.2","","","wac_no_items","1"
"15613003","","","104311","2","15613","","","0","200","-340"
"15613004","","","111","2","15613","","","0","200","-340"
"15613005","","","56","32","15613","","","","0",""
"15613006","","","54","32","15613","","","","1",""
"15613007","","","13","32","15613","","","","0",""
"15613008","","","0","91","15613","","","","",""
"15711001","0","wac_default_11","1","1","15711","2","-213","-108","101711","202"
"15711002","0","wac_default_13","1","5","15711","2","-213","-108","111","201"
"15711003","","","21","31","15711","1","1","0","21","0"
"15711004","","","54","31","15711","0","1","0","54","0"
"15711005","","","11","31","15711","0","1","0","11","0"
"15711006","","","501","31","15711","1","1","0","501","0"
"15711007","","","101711","3","15711","0.2","0","","wac_paint_11","0"
"15711008","","","111","3","15711","0.2","0","","wac_paint_13","0"
"15711009","","","0.3","93","15711","","","","0",""
"15711010","","","11","32","15711","","","","1",""
"15711011","","","se_10035700","23","15711","","","","se_10035700_roller","0"
"15711012","","","101711","13","15711","","","","300",""
"15711013","","","1","131","15711","","","","",""
"15712001","","","101711","3","15712","0.2","1","wac_talk_kyapi_loop","wac_talk_kyapi_in","0"
"15712002","","","111","3","15712","0.2","","","wac_no_items","1"
"15712003","","","101711","2","15712","","","0","200","-340"
"15712004","","","111","2","15712","","","0","200","-340"
"15712005","","","21","32","15712","","","","0",""
"15712006","","","54","32","15712","","","","1",""
"15712007","","","11","32","15712","","","","0",""
"15712008","","","vo_wac_220721","21","15712","","","0","vo_wac_220721_000","0"
"15712009","0","0.5","101711","11","15712","0","1","1","歌って踊って絵を描いて～♪\nふふ、踊りながら、鼻歌交じりでも\n描けるようになったさ～♪","10"
"15712010","","","0","91","15712","","","","",""
"15712011","","","vo_wac_220721","21","15712","","","0","vo_wac_220721_001","0"
"15712012","0","0.5","101711","11","15712","0","1","1","って、わぁっ！　いつの間にか\n人だかりが……！\nそれなら絵を見てくれたお礼に、\nもうひと踊りするさ～♪","10"
"15712013","","","0","91","15712","","","","",""
"15712014","","","0","22","15712","","","","0",""
"15713001","","","101711","3","15713","0.2","","","wac_idle_kyapi","1"
"15713002","","","111","3","15713","0.2","","","wac_no_items","1"
"15713003","","","101711","2","15713","","","0","200","-340"
"15713004","","","111","2","15713","","","0","200","-340"
"15713005","","","21","32","15713","","","","0",""
"15713006","","","54","32","15713","","","","1",""
"15713007","","","11","32","15713","","","","0",""
"15713008","","","0","91","15713","","","","",""
"15811001","0","wac_default_01","1","1","15811","2","-213","-108","101411","202"
"15811002","0","wac_default_03","1","5","15811","2","-213","-108","111","201"
"15811003","","","21","31","15811","1","1","0","21","0"
"15811004","","","54","31","15811","0","1","0","54","0"
"15811005","","","11","31","15811","0","1","0","11","0"
"15811006","","","501","31","15811","1","1","0","501","0"
"15811007","","","101411","3","15811","0.2","0","","wac_paint_01","0"
"15811008","","","111","3","15811","0.2","0","","wac_paint_03","0"
"15811009","","","0","93","15811","","","","0",""
"15811010","","","11","32","15811","","","","1",""
"15811011","","","se_10035700","23","15811","","","","se_10035700_brush","0"
"15811012","","","101411","13","15811","","","","300",""
"15811013","","","1","131","15811","","","","",""
