68d3128be9b1ace9909951cc9809bd276cba1f95e93e9e97d0466eb5c22c5e3b,e3bfa3ace1fed0e8f3ff915d6242550906f03b91dd78f5778d08a901fab19efc,6c668a0427e54c3056fc62d55f03f8b9ddd06b93aa33b543b0d8fe24772e286b,af3b14ad3e21af827e4270bc100b260065f244474de746a80f189e7c76815e3e,99f547c45a0f06e492c3f69206422875c9471583f88fef6ad99bafe724ca17f5,0219016d6cd5fb955645e3a2c06641e350ce3974c3252db96fcde4c86dbeda08,0056f761bd91e7f1ef93d2552659dc6e4b61cbcd80ba5b4f460ab6e29ec151e0,63d71c4f7d355f5178b47b81c31220426eb190b7855b192ea637bac3b0bb1ace,0a1d320d0980296698ab6d21cc035384932b1a428ea5cc72fee1475464d8d543,5507fd44ff87c4aab5d1b41eb02a9ef0df4763c57369d2426097c6266323243f,d98742d1dcdeb776c7ad23ec0bee33f98f17b99e6a5ebca330fe2c4495284bf3
"","0","21","","vo_mhp_1011","","","0","1007404","vo_mhp_1007404","1007404079"
"0","6","11","0","ランドソルでの独り暮らしは\n何かと入り用でしょう？\n差し出がましいようだけど私、\n丁度いい治験バイトを紹介できるわよ。","0.5","0","1","1007404","117531","1007404080"
"","","91","","0","","","","1007404","0","1007404081"
"","1","3","0.2","mhp_mitsuki_ecstatic_idle","","","","1007404","117531","1007404082"
"","1","3","0.2","mhp_sit_talk_anger","","","","1007404","111011","1007404083"
"","0","21","","vo_mhp_1012","","","0","1007404","vo_mhp_1007404","1007404084"
"0","7","11","0","端的に述べたまえ、人体実験だろう。","0.5","0","1","1007404","111011","1007404085"
"","","91","","0","","","","1007404","0","1007404086"
"","1","3","0.2","mhp_sit_idle_anger","","","","1007404","111011","1007404087"
"","1","3","0.2","mhp_talk_thinking","","","","1007404","117531","1007404088"
"","0","21","","vo_mhp_1013","","","0","1007404","vo_mhp_1007404","1007404089"
"0","8","11","0","敏いわね。","0.5","0","1","1007404","117531","1007404090"
"","","91","","0","","","","1007404","0","1007404091"
"","1","3","0.2","mhp_idle_thinking","","","","1007404","117531","1007404092"
"","1","3","0.2","mhp_sit_talk_sad2","","","","1007404","111011","1007404093"
"","0","21","","vo_mhp_1014","","","0","1007404","vo_mhp_1007404","1007404094"
"0","5","11","0","興味深い提案ではあるが──断る。\n御身がその声で持ちかけてきた誘いに、\nこれまで五体満足だった記憶はない。","0.5","0","1","1007404","111011","1007404095"
"","","91","","0","","","","1007404","0","1007404096"
"","1","3","0.2","mhp_sit_idle_2","","","","1007404","111011","1007404097"
"","1","3","0.2","mhp_talk_anger2","","","","1007404","117531","1007404098"
"","0","21","","vo_mhp_1015","","","0","1007404","vo_mhp_1007404","1007404099"
"0","5","11","0","えぇ～？　つまんなァ～い！\n未知なる体験より身の安全を選ぶなんて\n学びの放棄よ？　賢者の失墜よ？\nあーあ、ユニ博士もその程度か……","0.5","0","1","1007404","117531","1007404100"
"","","93","","1","","","","1007404","9","1007404101"
"","1","3","0.2","mhp_talk_thinking","","","","1007404","117531","1007404102"
"","","91","","0","","","","1007404","1007404100","1007404103"
"","1","3","0.2","mhp_idle_thinking","","","","1007404","117531","1007404104"
"","1","3","0.2","mhp_sit_talk_anger2","","","","1007404","111011","1007404105"
"","0","21","","vo_mhp_1016","","","0","1007404","vo_mhp_1007404","1007404106"
"0","5","11","0","むっ……なんだと、この小娘風情が！\n貴様さては理系だな？\n不愉快だ、こんなとこ二度と来るか！\nどけ、理系が伝染る！　ぺっ、ぺっ！","0.5","0","1","1007404","111011","1007404107"
"","","91","","","","","","1007404","0","1007404108"
"1","0","3","0.2","mhp_surprise","","0.2","mhp_idle_surprise1","1007404","117531","1007404109"
"","0","3","0.2","mhp_yuni_sit_out_angry","","","","1007404","111011","1007404110"
"","","93","","","","","","1007404","0.5","1007404111"
"","1","12","0","14","","0","","1007404","111011","1007404112"
"","","93","","","","","","1007404","0.5","1007404113"
"","","91","","","","","","1007404","0","1007404114"
"","1","3","0.2","mhp_run_angry","","","","1007404","111011","1007404115"
"","","4","","1","","","","1007404","111011","1007404116"
"0","-220","2","","-1000","","","2.5","1007404","111011","1007404117"
"","","93","","0","","","","1007404","2","1007404118"
"","","91","","","","","","1007404","0","1007404119"
"","1","3","0.2","mhp_talk_sad","","","","1007404","117531","1007404120"
"","0","21","","vo_mhp_1017","","","0","1007404","vo_mhp_1007404","1007404121"
"0","7","11","0","あの子……\nどんどん育ての親に似てきたわね……","0.5","0","1","1007404","117531","1007404122"
"","","91","","","","","","1007404","0","1007404123"
"","","22","","0","","","","1007404","0","1007404124"
"","","91","","","","","","1007404","0","1007404125"
"-240","100","1","1.7","111011","mhp_idle_normal","0","-1000","1007405","1","1007405001"
"-220","100","1","1.7","117531","mhp_sit_idle","1","185","1007405","1","1007405002"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007405","1","1007405003"
"0.85","-240","31","1","1","","","-154","1007405","1","1007405004"
"-220","110","5","1.7","11","NoItem","0","-200","1007405","1","1007405005"
"-220","105","5","1.7","12","NoItem","0","-200","1007405","1","1007405006"
"-220","110","5","1.7","21","NoItem","1","185","1007405","1","1007405007"
"-220","105","5","1.7","22","NoItem","1","185","1007405","1","1007405008"
"0","1","6","0","1","","0","1","1007405","11","1007405009"
"0","1","6","0","1","","0","1","1007405","12","1007405010"
"0","1","6","0","1","","0","1","1007405","21","1007405011"
"0","1","6","0","1","","0","1","1007405","22","1007405012"
"-220","110","5","1.7","31","NoItem","0","-1000","1007405","1","1007405013"
"","","91","","","","","","1007405","0","1007405014"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007405","117531","1007405015"
"","0","21","","vo_mhp_1101","","","0","1007405","vo_mhp_1007405","1007405016"
"0","8","11","0","ユニちゃん、どうぞー","0.5","0","0","1007405","117531","1007405017"
"","","91","","","","","","1007405","0","1007405018"
"","1","3","0.2","mhp_sit_idle","","","","1007405","117531","1007405019"
"","1","3","0.2","mhp_walk","","","","1007405","111011","1007405020"
"0","-220","2","","-200","","","4","1007405","111011","1007405021"
"","1","3","0.2","NoItem","","","","1007405","31","1007405022"
"0","-220","2","","-200","","","4","1007405","31","1007405023"
"","","91","","","","","","1007405","0","1007405024"
"1","0","3","0.2","mhp_sit_in_2","","0.2","mhp_sit_idle_2","1007405","111011","1007405025"
"","","93","","0","","","","1007405","1","1007405026"
"","1","3","0.2","mhp_sit_talk_joy2","","","","1007405","111011","1007405027"
"","0","21","","vo_mhp_1102","","","0","1007405","vo_mhp_1007405","1007405028"
"0","5","11","0","えへへ、ユニだよ。\nミツキちゃん元気？","0.5","0","1","1007405","111011","1007405029"
"","","91","","","","","","1007405","0","1007405030"
"","1","3","0.2","mhp_sit_idle_joy2","","","","1007405","111011","1007405031"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007405","117531","1007405032"
"","0","21","","vo_mhp_1103","","","0","1007405","vo_mhp_1007405","1007405033"
"0","6","11","0","あら。\nこないだぷりぷりして帰った件は\n綺麗さっぱりなかったことにするのね。\nオーケイ、了解よ。","0.5","0","1","1007405","117531","1007405034"
"","","91","","","","","","1007405","0","1007405035"
"","1","3","0.2","mhp_sit_talk_wish","","","","1007405","117531","1007405036"
"","0","21","","vo_mhp_1104","","","0","1007405","vo_mhp_1007405","1007405037"
"0","7","11","0","それで？\nユニちゃんは今日も\n私と雑談をしに来てくれたのかしら？","0.5","0","1","1007405","117531","1007405038"
"","","91","","","","","","1007405","0","1007405039"
"","1","3","0.2","mhp_sit_idle","","","","1007405","117531","1007405040"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007405","111011","1007405041"
"","0","21","","vo_mhp_1105","","","0","1007405","vo_mhp_1007405","1007405042"
"0","5","11","0","否。\n今日は患者として参ったのだ。\n医薬の道に長じた御身の助けを得たい。","0.5","0","1","1007405","111011","1007405043"
"","","91","","","","","","1007405","0","1007405044"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007405","111011","1007405045"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007405","117531","1007405046"
"","0","21","","vo_mhp_1106","","","0","1007405","vo_mhp_1007405","1007405047"
"0","7","11","0","あら、穏やかじゃないわね。\nいいわ、聞きましょう。どうぞ？","0.5","0","1","1007405","117531","1007405048"
"","","91","","","","","","1007405","0","1007405049"
"","1","3","0.2","mhp_sit_idle","","","","1007405","117531","1007405050"
"","1","3","0.2","mhp_sit_talk_sad2","","","","1007405","111011","1007405051"
"","0","21","","vo_mhp_1107","","","0","1007405","vo_mhp_1007405","1007405052"
"0","5","11","0","うむ、話せば長くなるのだが、\n端的に換言すれば──眠いのだ。","0.5","0","1","1007405","111011","1007405053"
"","","91","","","","","","1007405","0","1007405054"
"","0","3","0.2","mhp_yuni_sleep_in","","","","1007405","111011","1007405055"
"1","0","3","0","mhp_yuni_sleep_in","","0","NoItem","1007405","31","1007405056"
"","0","21","","vo_mhp_1108","","","0","1007405","vo_mhp_1007405","1007405057"
"0","6","11","0","なんか知らんがとにかく眠い。\n寝ても醒めてもひたすら眠い。\nその気になったら一生寝られる。","0.5","0","1","1007405","111011","1007405058"
"","","93","","1","","","","1007405","8.2","1007405059"
"","0","3","0.2","mhp_yuni_sleep_out","","","","1007405","111011","1007405060"
"","0","3","0.2","mhp_yuni_sleep_out","","","","1007405","31","1007405061"
"","","91","","","","","","1007405","1007405058","1007405062"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007405","111011","1007405063"
"","1","3","0.2","NoItem_idle","","","","1007405","31","1007405064"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007405","117531","1007405065"
"","0","21","","vo_mhp_1109","","","0","1007405","vo_mhp_1007405","1007405066"
"0","5","11","0","あー、そういう……はいはい。","0.5","0","1","1007405","117531","1007405067"
"","","91","","","","","","1007405","0","1007405068"
"","1","3","0.2","mhp_sit_idle","","","","1007405","117531","1007405069"
"","1","3","0.2","mhp_sit_talk_sad2","","","","1007405","111011","1007405070"
"","0","21","","vo_mhp_1110","","","0","1007405","vo_mhp_1007405","1007405071"
"0","5","11","0","ぼくが思うに、これはおそらく\n過眠症と呼ばれる睡眠障害に違いない。\n主治医、なんか面白ポーションくれ。","0.5","0","1","1007405","111011","1007405072"
"","","91","","","","","","1007405","0","1007405073"
"","1","3","0.2","mhp_sit_idle_sad2","","","","1007405","111011","1007405074"
"","0","103","","1007405078","","","","1007405","ハッスルポーション","1007405075"
"","0","103","","1007405124","","","","1007405","グッスリポーション","1007405076"
"","0","103","","1007405166","","","","1007405","ハッタリポーション","1007405077"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007405","117531","1007405078"
"","","93","","0","","","","1007405","0.6","1007405079"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007405","111011","1007405080"
"","","93","","0","","","","1007405","0.2","1007405081"
"0","1","3","0.2","mhp_walk","","","","1007405","111011","1007405082"
"0","-220","2","","35","","","1.5","1007405","111011","1007405083"
"0","-220","2","","35","","","1.5","1007405","31","1007405084"
"0","-220","2","","35","","","1.5","1007405","11","1007405085"
"0","-220","2","","35","","","1.5","1007405","12","1007405086"
"","","93","","0","","","","1007405","0.3","1007405087"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007405","117531","1007405088"
"1","1","6","0","1","","0","1","1007405","21","1007405089"
"1","1","6","0","1","","0","1","1007405","22","1007405090"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007405","21","1007405091"
"1","0","3","0.2","mhp_item_EX0001_handover_in","","0","mhp_item_EX0001_handover_loop","1007405","22","1007405092"
"","","93","","0","","","","1007405","1.2","1007405093"
"1","0","3","0.2","mhp_handover_receive_in","","0","mhp_handover_receive_loop","1007405","111011","1007405094"
"1","1","6","0","1","","0","1","1007405","11","1007405095"
"1","1","6","0","1","","0","1","1007405","12","1007405096"
"1","0","3","0.2","mhp_receive_yuni_in","","0","mhp_receive_yuni_loop","1007405","11","1007405097"
"1","0","3","0.2","mhp_item_EX0001_receive_in","","0","mhp_item_EX0001_receive_loop","1007405","12","1007405098"
"","","93","","0","","","","1007405","0.6","1007405099"
"1","1","6","0.4","1","","0","1","1007405","22","1007405100"
"","","93","","0","","","","1007405","0.4","1007405101"
"1","0","3","0.2","mhp_handover_out","","0","mhp_idle_normal","1007405","117531","1007405102"
"1","0","3","0.2","mhp_handover_out","","0","NoItem_idle","1007405","21","1007405103"
"1","0","3","0.2","mhp_item_EX0001_handover_out","","0","NoItem_idle","1007405","22","1007405104"
"","","93","","0","","","","1007405","0.4","1007405105"
"1","0","3","0.2","mhp_handover_receive_out","","0","mhp_idle_normal","1007405","111011","1007405106"
"1","0","3","0.2","mhp_receive_yuni_out","","0","NoItem_idle","1007405","11","1007405107"
"1","0","3","0.2","mhp_item_EX0001_receive_out","","0","NoItem_idle","1007405","12","1007405108"
"","","93","","","","","","1007405","2","1007405109"
"","1","3","0.2","mhp_talk_joy2","","","","1007405","111011","1007405110"
"","0","21","","vo_mhp_1111","","","0","1007405","vo_mhp_1007405","1007405111"
"0","8","11","0","わ～い、いつものポーションだぁ～！","0.5","0","1","1007405","111011","1007405112"
"","","91","","","","","","1007405","0","1007405113"
"","1","3","0.2","mhp_idle_joy2","","","","1007405","111011","1007405114"
"","1","3","0.2","mhp_talk_worry","","","","1007405","117531","1007405115"
"","0","21","","vo_mhp_1112","","","0","1007405","vo_mhp_1007405","1007405116"
"0","6","11","0","分かってるのかしら、この子……\n言っとくけどソレ、応急処置よ？\nあくまで自分の体力を\n前借りするだけなんだからね？","0.5","0","1","1007405","117531","1007405117"
"","","91","","","","","","1007405","0","1007405118"
"","1","3","0.2","mhp_talk_wish2","","","","1007405","117531","1007405119"
"","0","21","","vo_mhp_1113","","","0","1007405","vo_mhp_1007405","1007405120"
"0","5","11","0","たとえば一時間元気に活動したら、\nそのあと利子付きで\n三時間は確実にぐったりしちゃうの。\nだから用量用法は慎重に守りなさい？","0.5","0","1","1007405","117531","1007405121"
"","","91","","","","","","1007405","0","1007405122"
"","","101","","","","","","1007405","1007405213","1007405123"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007405","117531","1007405124"
"","","93","","0","","","","1007405","0.6","1007405125"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007405","111011","1007405126"
"","","93","","0","","","","1007405","0.2","1007405127"
"0","1","3","0.2","mhp_walk","","","","1007405","111011","1007405128"
"0","-220","2","","35","","","1.5","1007405","111011","1007405129"
"0","-220","2","","35","","","1.5","1007405","31","1007405130"
"0","-220","2","","35","","","1.5","1007405","11","1007405131"
"0","-220","2","","35","","","1.5","1007405","12","1007405132"
"","","93","","0","","","","1007405","0.3","1007405133"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007405","117531","1007405134"
"1","1","6","0","1","","0","1","1007405","21","1007405135"
"1","1","6","0","1","","0","1","1007405","22","1007405136"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007405","21","1007405137"
"1","0","3","0.2","mhp_item_EX0002_handover_in","","0","mhp_item_EX0002_handover_loop","1007405","22","1007405138"
"","","93","","0","","","","1007405","1.2","1007405139"
"1","0","3","0.2","mhp_handover_receive_in","","0","mhp_handover_receive_loop","1007405","111011","1007405140"
"1","1","6","0","1","","0","1","1007405","11","1007405141"
"1","1","6","0","1","","0","1","1007405","12","1007405142"
"1","0","3","0.2","mhp_receive_yuni_in","","0","mhp_receive_yuni_loop","1007405","11","1007405143"
"1","0","3","0.2","mhp_item_EX0002_receive_in","","0","mhp_item_EX0002_receive_loop","1007405","12","1007405144"
"","","93","","0","","","","1007405","0.6","1007405145"
"1","1","6","0.4","1","","0","1","1007405","22","1007405146"
"","","93","","0","","","","1007405","0.4","1007405147"
"1","0","3","0.2","mhp_handover_out","","0","mhp_idle_normal","1007405","117531","1007405148"
"1","0","3","0.2","mhp_handover_out","","0","NoItem_idle","1007405","21","1007405149"
"1","0","3","0.2","mhp_item_EX0002_handover_out","","0","NoItem_idle","1007405","22","1007405150"
"","","93","","0","","","","1007405","0.4","1007405151"
"1","0","3","0.2","mhp_handover_receive_out","","0","mhp_idle_normal","1007405","111011","1007405152"
"1","0","3","0.2","mhp_receive_yuni_out","","0","NoItem_idle","1007405","11","1007405153"
"1","0","3","0.2","mhp_item_EX0002_receive_out","","0","NoItem_idle","1007405","12","1007405154"
"","","93","","","","","","1007405","2","1007405155"
"","1","3","0.2","mhp_talk_anger2","","","","1007405","111011","1007405156"
"","0","21","","vo_mhp_1114","","","0","1007405","vo_mhp_1007405","1007405157"
"0","6","11","0","ぐっすり……？\nおい、待て主治医。\n寝過ぎで悩む患者をさらに寝かせるとは、\n貴様、気でもちぇるったか。","0.5","0","1","1007405","111011","1007405158"
"","","91","","","","","","1007405","0","1007405159"
"","1","3","0.2","mhp_idle_sad","","","","1007405","111011","1007405160"
"","1","3","0.2","mhp_talk_worry","","","","1007405","117531","1007405161"
"","0","21","","vo_mhp_1115","","","0","1007405","vo_mhp_1007405","1007405162"
"0","6","11","0","充分な睡眠時間を確保しているのに\n寝足りないなら、それは眠りが浅いの。\nだから逆に、眠りの質を高めなさい。","0.5","0","1","1007405","117531","1007405163"
"","","91","","","","","","1007405","0","1007405164"
"","","101","","","","","","1007405","1007405213","1007405165"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007405","117531","1007405166"
"","","93","","0","","","","1007405","0.6","1007405167"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007405","111011","1007405168"
"","","93","","0","","","","1007405","0.2","1007405169"
"0","1","3","0.2","mhp_walk","","","","1007405","111011","1007405170"
"0","-220","2","","35","","","1.5","1007405","111011","1007405171"
"0","-220","2","","35","","","1.5","1007405","31","1007405172"
"0","-220","2","","35","","","1.5","1007405","11","1007405173"
"0","-220","2","","35","","","1.5","1007405","12","1007405174"
"","","93","","0","","","","1007405","0.3","1007405175"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007405","117531","1007405176"
"1","1","6","0","1","","0","1","1007405","21","1007405177"
"1","1","6","0","1","","0","1","1007405","22","1007405178"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007405","21","1007405179"
"1","0","3","0.2","mhp_item_EX0003_handover_in","","0","mhp_item_EX0003_handover_loop","1007405","22","1007405180"
"","","93","","0","","","","1007405","1.2","1007405181"
"1","0","3","0.2","mhp_handover_receive_in","","0","mhp_handover_receive_loop","1007405","111011","1007405182"
"1","1","6","0","1","","0","1","1007405","11","1007405183"
"1","1","6","0","1","","0","1","1007405","12","1007405184"
"1","0","3","0.2","mhp_receive_yuni_in","","0","mhp_receive_yuni_loop","1007405","11","1007405185"
"1","0","3","0.2","mhp_item_EX0003_receive_in","","0","mhp_item_EX0003_receive_loop","1007405","12","1007405186"
"","","93","","0","","","","1007405","0.6","1007405187"
"1","1","6","0.4","1","","0","1","1007405","22","1007405188"
"","","93","","0","","","","1007405","0.4","1007405189"
"1","0","3","0.2","mhp_handover_out","","0","mhp_idle_normal","1007405","117531","1007405190"
"1","0","3","0.2","mhp_handover_out","","0","NoItem_idle","1007405","21","1007405191"
"1","0","3","0.2","mhp_item_EX0003_handover_out","","0","NoItem_idle","1007405","22","1007405192"
"","","93","","0","","","","1007405","0.4","1007405193"
"1","0","3","0.2","mhp_handover_receive_out","","0","mhp_idle_normal","1007405","111011","1007405194"
"1","0","3","0.2","mhp_receive_yuni_out","","0","NoItem_idle","1007405","11","1007405195"
"1","0","3","0.2","mhp_item_EX0003_receive_out","","0","NoItem_idle","1007405","12","1007405196"
"","","93","","0","","","","1007405","2","1007405197"
"","1","3","0.2","mhp_anna_ahahaStand_loop","","","","1007405","117531","1007405198"
"","0","21","","vo_mhp_1116","","","0","1007405","vo_mhp_1007405","1007405199"
"0","4","11","0","ほーっほっほ、これを飲みなさい！\nこの薬学王ミツキが開発した万能薬よ！\n何でもあなたが望む効果を発揮するわ！","0.5","0","1","1007405","117531","1007405200"
"","","93","","1","","","","1007405","2.5","1007405201"
"","1","3","0.2","mhp_talk_joy1","","","","1007405","117531","1007405202"
"","","91","","","","","","1007405","1007405200","1007405203"
"","1","3","0.2","mhp_idle_joy1","","","","1007405","117531","1007405204"
"","1","3","0.2","mhp_talk_surprise2","","","","1007405","111011","1007405205"
"","0","21","","vo_mhp_1117","","","0","1007405","vo_mhp_1007405","1007405206"
"0","8","11","0","まじで！　ミツキングすげえ！","0.5","0","1","1007405","111011","1007405207"
"","","91","","0","","","","1007405","0","1007405208"
"","1","3","0.2","mhp_idle_surprise2","","","","1007405","111011","1007405209"
"","1","3","0.2","mhp_idle_thinking","","","","1007405","117531","1007405210"
"","0","21","","vo_mhp_1118","","","0","1007405","vo_mhp_1007405","1007405211"
"0","6","11","0","（というのはハッタリでただの偽薬よ。\nユニちゃんの病名は過眠症じゃなくて、\nただの怠け癖。薬じゃ治らないわ）","0.5","0","1","1007405","117531","1007405212"
"","","91","","","","","","1007405","0","1007405213"
"","1","3","0.2","mhp_idle_normal","","","","1007405","117531","1007405214"
"","1","3","0.2","mhp_talk_wish","","","","1007405","111011","1007405215"
"","0","21","","vo_mhp_1119","","","0","1007405","vo_mhp_1007405","1007405216"
"0","6","11","","おお、ミツキ師かたじけない！\nよし、これでついごろごろして\n無駄に失われる時間がなくなるぞ！","0.5","0","1","1007405","111011","1007405217"
"","","91","","","","","","1007405","0","1007405218"
"","1","3","0.2","mhp_idle_joy1","","","","1007405","111011","1007405219"
"","1","3","0.2","mhp_talk_sad","","","","1007405","117531","1007405220"
"","0","21","","vo_mhp_1120","","","0","1007405","vo_mhp_1007405","1007405221"
"0","6","11","","どうかしら。\nそれは自分次第と言ったところね。\n応援してるわ、お大事に。","0.5","0","1","1007405","117531","1007405222"
"","","91","","","","","","1007405","0","1007405223"
"","","22","","0","","","","1007405","0","1007405224"
"","1","3","0.2","mhp_idle_normal","","","","1007405","117531","1007405225"
"0","1","3","0.2","mhp_walk_glad","","","","1007405","111011","1007405226"
"","","4","","1","","","","1007405","111011","1007405227"
"0","-220","2","","-1000","","","5","1007405","111011","1007405228"
"","","91","","","","","","1007405","0","1007405229"
"-240","100","1","1.7","111011","mhp_idle_normal","0","-1000","1007406","1","1007406001"
"-220","100","1","1.7","117531","mhp_sit_idle","1","185","1007406","1","1007406002"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007406","1","1007406003"
"0.85","-240","31","1","1","","","-154","1007406","1","1007406004"
"1","0","31","0","130","","","0","1007406","30","1007406005"
"1","0","31","0","112","","","0","1007406","12","1007406006"
"-220","110","5","1.7","11","NoItem","0","-200","1007406","1","1007406007"
"-220","105","5","1.7","12","NoItem","0","-200","1007406","1","1007406008"
"-220","110","5","1.7","21","NoItem","1","185","1007406","1","1007406009"
"-220","105","5","1.7","22","NoItem","1","185","1007406","1","1007406010"
"0","1","6","0","1","","0","1","1007406","11","1007406011"
"0","1","6","0","1","","0","1","1007406","12","1007406012"
"0","1","6","0","1","","0","1","1007406","21","1007406013"
"0","1","6","0","1","","0","1","1007406","22","1007406014"
"","","91","","","","","","1007406","0","1007406015"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007406","117531","1007406016"
"","0","21","","vo_mhp_1201","","","0","1007406","vo_mhp_1007406","1007406017"
"0","8","11","0","ユニちゃん、どうぞー","0.5","0","0","1007406","117531","1007406018"
"","","91","","","","","","1007406","0","1007406019"
"","1","3","0.2","mhp_sit_idle","","","","1007406","117531","1007406020"
"","1","3","0.2","mhp_walk","","","","1007406","111011","1007406021"
"0","-220","2","","-200","","","4","1007406","111011","1007406022"
"","","91","","","","","","1007406","0","1007406023"
"1","0","3","0.2","mhp_sit_in_2","","0.2","mhp_sit_idle_2","1007406","111011","1007406024"
"","","93","","0","","","","1007406","1","1007406025"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007406","111011","1007406026"
"","0","21","","vo_mhp_1202","","","0","1007406","vo_mhp_1007406","1007406027"
"0","7","11","0","やあミツキ師、待たせたね。\nギルドマスターのユニだよ。","0.5","0","1","1007406","111011","1007406028"
"","","91","","","","","","1007406","0","1007406029"
"","1","3","0.2","mhp_sit_idle_2","","","","1007406","111011","1007406030"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007406","117531","1007406031"
"","0","21","","vo_mhp_1203","","","0","1007406","vo_mhp_1007406","1007406032"
"0","7","11","0","とくに待っていた覚えはないのだけど、\nまあいいわ、ようこそ私の診察室へ。","0.5","0","1","1007406","117531","1007406033"
"","","91","","","","","","1007406","0","1007406034"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007406","117531","1007406035"
"","0","21","","vo_mhp_1204","","","0","1007406","vo_mhp_1007406","1007406036"
"0","5","11","0","さて、ユニちゃん──ああ失礼、\n今は学位持ちだったわね。\nユニ博士とお呼びするべきかしら？","0.5","0","1","1007406","117531","1007406037"
"","","91","","","","","","1007406","0","1007406038"
"","1","3","0.2","mhp_sit_idle","","","","1007406","117531","1007406039"
"","1","3","0.2","mhp_sit_talk_thinking2","","","","1007406","111011","1007406040"
"","0","21","","vo_mhp_1205","","","0","1007406","vo_mhp_1007406","1007406041"
"0","6","11","0","いや、結構。\n学院の都合で押しつけられた\n名誉学位などニックネームにも同義だ。","0.5","0","1","1007406","111011","1007406042"
"","","91","","","","","","1007406","0","1007406043"
"","1","3","0.2","mhp_sit_idle_2","","","","1007406","111011","1007406044"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007406","117531","1007406045"
"","0","21","","vo_mhp_1206","","","0","1007406","vo_mhp_1007406","1007406046"
"0","6","11","0","ふふ……聖テレサ女学院、だっけ？\n里の外にまるで興味のなかったあなたが\n今では立派な伝統校の一員だものねえ。","0.5","0","1","1007406","117531","1007406047"
"","","91","","","","","","1007406","0","1007406048"
"","1","3","0.2","mhp_sit_idle","","","","1007406","117531","1007406049"
"","1","3","0.2","mhp_sit_talk_joy1","","","","1007406","111011","1007406050"
"","0","21","","vo_mhp_1207","","","0","1007406","vo_mhp_1007406","1007406051"
"0","5","11","0","是非もなし。\nこの脆弱な体で\n一丁前に社会生活を送れているのは、\n一重にミツキ師の助力にほかならない。","0.5","0","1","1007406","111011","1007406052"
"","","91","","","","","","1007406","0","1007406053"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007406","111011","1007406054"
"","0","21","","vo_mhp_1208","","","0","1007406","vo_mhp_1007406","1007406055"
"0","6","11","0","ぼくはいつか言おうと思っていたのだ。\n御身には深く感謝している。ぺこり。","0.5","0","1","1007406","111011","1007406056"
"","","93","","1","","","","1007406","5.5","1007406057"
"1","0","3","0.2","mhp_yuni_pekori","","0","mhp_sit_idle_2","1007406","111011","1007406058"
"","","93","","0","","","","1007406","1","1007406059"
"","","91","","","","","","1007406","1007406056","1007406060"
"","1","3","0.2","mhp_sit_idle_2","","","","1007406","111011","1007406061"
"","1","3","0.2","mhp_sit_talk_memory","","","","1007406","117531","1007406062"
"","0","21","","vo_mhp_1209","","","0","1007406","vo_mhp_1007406","1007406063"
"0","6","11","0","や、やあねえ、急になに言ってるの！\n私はただ自分の仕事をしているだけよ。","0.5","0","1","1007406","117531","1007406064"
"","","91","","","","","","1007406","0","1007406065"
"","1","3","0.2","mhp_sit_idle","","","","1007406","117531","1007406066"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007406","111011","1007406067"
"","0","21","","vo_mhp_1210","","","0","1007406","vo_mhp_1007406","1007406068"
"0","6","11","0","さにあらず。\n里を下りて独りぼっちだったぼくを、\nミツキ師は何かにつけて構ってくれた。","0.5","0","1","1007406","111011","1007406069"
"","","91","","","","","","1007406","0","1007406070"
"","1","3","0.2","mhp_sit_talk_wish","","","","1007406","111011","1007406071"
"","0","21","","vo_mhp_1211","","","0","1007406","vo_mhp_1007406","1007406072"
