a42f622b2144ac16231d0ebd9676406f5fe3b7ccd2de799df5fd286b0d4d9d9b,cdc9b275ccd3d9a083aabd3b1d89427954c2846803849e5b85a73665e0ebaeb2,41747ac3b9327c744f425e9d92b264e610c415a7b0a4f3ec38b461ebae9404cf,7c49604cb72d70e3c873ae1ea0da6147af00232df84664deabc9e3d557fe4dad,6268968c063bd013909ff548b5a19fd3b416e873d67722b6ec91e75b0fff40a9,a7a3c8a560bae74cf4379cbf4eb4d813fa538f1b31345814cf28c7dec690fb52,b7f12eaf92ca9745cdf56ed4eed8ae825206851f382b22f5e252e32b29b70689,940075e488150a49d7ed8a7822b1732c0b02d9ade11bd0745097fe92d2be4ea8,b77d07abd821ba64f1b253cad1d27c6b7e6f431b54aa509031f8f32e15b66c67,9b7f6f2f2f6e36737ca4f13565b93f6219662f22cc67d0588a48c1563757fa7d,2033dbcbbf047626202bfe97863fd3b36217f393be0fc1f054a3b9d456f01965
"311010","311","アンナたそアンナたそ！\nおせち料理、美味しそうですぞ！\nさあ、おあがりよ！！","0","0","101311","11","0","0.5","0","8"
"311011","311","","","","311010","91","","","",""
"311012","311","nop_idle_joy_normal","","0.2","101311","3","","","","1"
"311013","311","nop_talk_thinking","","0.2","105111","3","","","","1"
"311014","311","医食同源……って知ってるかしら？\n長寿を願う料理には、なにかしらの\n効能があるものも多いのよ。","0","0","105111","11","0","0.5","0","8"
"311015","311","","","","311014","91","","","",""
"311016","311","nop_idle_thinking","","0.2","105111","3","","","","1"
"312001","312","素敵な新年会ね～\n他の学校の人たちも来ているようだし\nお話を伺いに行こうかしら？","0","0","101831","11","0","0.5","0","8"
"312002","312","nop_talk_joy1","","0.2","101831","3","","","","1"
"312003","312","","","","312001","91","","","",""
"312004","312","nop_idle_joy1","1","0.2","101831","3","","","","1"
"312005","312","見て見てミサキっち！\nあそこの料理すっごく美味しそう！","0","0","101611","11","0","0.5","0","8"
"312006","312","nop_talk_surprise_kira","","0.2","101611","3","","","","1"
"312007","312","","","","312005","91","","","",""
"312008","312","nop_idle_surprise_kira","1","0.2","101611","3","","","","1"
"312009","312","えー？　でもあれって野菜じゃない？\n別に、大人のレディだから\n食べられないわけじゃないけど？","0","0","105011","11","0","0.5","0","8"
"312010","312","nop_talk_sad","","0.2","105011","3","","","","1"
"312011","312","0","","","2.5","93","","","",""
"312012","312","nop_talk_tsun_pain","","0.2","105011","3","","","","1"
"312013","312","","","","312009","91","","","",""
"312014","312","nop_idle_sad","1","0.2","105011","3","","","","1"
"313001","313","立派な新年会ではないか。\n我々もこの場に相応しく\n振る舞わなければな！","0","0","105331","11","0","0.5","0","8"
"313002","313","nop_13_monica_talk_doya","1","0.2","105331","3","nop_13_monica_talk_doya_loop","","0.2","0"
"313003","313","","","","313001","91","","","",""
"313004","313","nop_idle_doya","1","0.2","105331","3","","","","1"
"313005","313","おせちといえばトーゴクデース！\nオーエド町のみなさんにも\n新年のゴアイサツしないとデスね！","0","0","103031","11","0","0.5","0","8"
"313006","313","nop_talk_joy1","","0.2","103031","3","","","","1"
"313007","313","","","","313005","91","","","",""
"313008","313","nop_idle_joy1","1","0.2","103031","3","","","","1"
"313009","313","新年会でもボクは美しいね。\nああ、会場中の視線が\n集まってるようだよ。","0","0","100811","11","0","0.5","0","8"
"313010","313","nop_talk_thinking","","0.2","100811","3","","","","1"
"313011","313","","","","313009","91","","","",""
"313012","313","nop_idle_thinking","1","0.2","100811","3","","","","1"
"313013","313","会場中の視線……\nああ、蔑みの視線がクウカに……\nぐふふふ……","0","0","104511","11","0","0.5","0","8"
"313014","313","nop_13_kuka_talk_memory1","","0.2","104511","3","","","","1"
"313015","313","","","","313013","91","","","",""
"313016","313","nop_13_kuka_idle_memory1","1","0.2","104511","3","","","","1"
"313017","313","大きな会場……\n先輩はどこにいるのかな？","0","0","105511","11","0","0.5","0","8"
"313018","313","nop_talk_sad","","0.2","105511","3","","","","1"
"313019","313","","","","313017","91","","","",""
"313020","313","nop_idle_sad","1","0.2","105511","3","","","","1"
"314001","314","むむむ……弟くんの気配！\n近くにいるよ、リノちゃん！","0","0","104931","11","0","0.5","0","8"
"314002","314","nop_14_shizuru_talk_thinking","","0.2","104931","3","","","","1"
"314003","314","0","","","2","93","","","",""
"314004","314","nop_talk_guts3","1","0.2","104931","3","nop_talk_guts3_loop","","0","0"
"314005","314","","","","314001","91","","","",""
"314006","314","はい！　私にも分かりますよ！\nあ、あそこです！　たぶん！","0","0","101131","11","0","0.5","0","8"
"314007","314","nop_talk_arm_crossed","1","0.2","101131","3","nop_talk_arm_crossed_loop","","","0"
"314008","314","0","","","2","93","","","",""
"314009","314","nop_talk_joy1","","0.2","101131","3","","","","1"
"314010","314","","","","314006","91","","","",""
"314011","314","nop_idle_joy_normal","1","0.2","101131","3","","","","1"
"314012","314","ははっ、相変わらずの\nお姉ちゃんパワーと妹パワーだね。","0","0","106831","11","0","0.5","0","8"
"314013","314","nop_talk_arm_crossed_joy","1","0.2","106831","3","nop_talk_arm_crossed_loop_joy","","0","0"
"314014","314","","","","314012","91","","","",""
"314015","314","nop_idle_normal","1","0.2","106831","3","","","","1"
"314016","314","nop_idle_normal","","0.2","104931","3","","","","1"
"314017","314","nop_idle_normal","1","0.2","101131","3","","","","1"
"315001","315","素敵な新年会ですね。\nみんなが楽しそうなおかげで\n精霊も喜んでいます。","0","0","104211","11","0","0.5","0","8"
"315002","315","nop_talk_wish","","0.2","104211","3","","","","1"
"315003","315","","","","315001","91","","","",""
"315004","315","nop_idle_wish","1","0.2","104211","3","","","","1"
"315005","315","トーゴクの晴れ着、きれいですね……\nステージ衣装の参考にできないかな？","0","0","105411","11","0","0.5","0","8"
"315006","315","nop_talk_normal","","0.2","105411","3","","","","1"
"315007","315","0","","","2.5","93","","","",""
"315008","315","nop_talk_thinking","","0.2","105411","3","","","","1"
"315009","315","","","","315005","91","","","",""
"315010","315","nop_idle_thinking","","0.2","105411","3","","","","1"
"315011","315","おせち料理もすごく美味しいよ。\n元気、もらっちゃったな♪","0","0","102931","11","0","0.5","0","8"
"315012","315","nop_talk_joy1","","0.2","102931","3","","","","1"
"315013","315","","","","315011","91","","","",""
"315014","315","nop_idle_joy1","1","0.2","102931","3","","","","1"
"316001","316","nop_16_inori_talk_doya","1","0.2","106631","3","nop_16_inori_talk_doya_loop","","0","0"
"316002","316","ビッグなあたしにふさわしい会場です！\n気に入ったですよ！","0","0","106631","11","0","0.5","0","8"
"316003","316","","","","316002","91","","","",""
"316004","316","nop_16_inori_idle_doya","","0.2","106631","3","","","","1"
"316005","316","nop_talk_joy1","","0.2","106531","3","","","","1"
"316006","316","楽しいケンカが出来そうな\n顔もチラホラいるな……\nなんだかたぎってきたぜ。","0","0","106531","11","0","0.5","0","8"
"316007","316","1","","","3.5","93","","","",""
"316008","316","nop_talk_arm_crossed","1","0.2","106531","3","nop_talk_arm_crossed_loop","","0","0"
"316009","316","","","","316006","91","","","",""
"316010","316","nop_idle_arm_crossed","","0.2","106531","3","","","","1"
"316011","316","nop_talk_normal","","0.2","106731","3","","","","1"
"316012","316","二人とも、問題起こしちゃダメだよ～？\nこの会場には怒ったら怖い人たちが\nい～っぱいいるからね～？","0","0","106731","11","0","0.5","0","8"
"316013","316","","","","316012","91","","","",""
"316014","316","nop_idle_normal","","0.2","106731","3","","","","1"
"317001","317","わぁ～！　美味しそうなお料理が\n所狭しと山盛り子ちゃんですね！\nちぇる～ん☆","0","0","110931","11","0","0.5","0","8"
"317002","317","nop_17_chieru_talk_memory","","0.2","110931","3","","","","1"
"317003","317","0","","","4.2","93","","","",""
"317004","317","nop_17_chieru_01","1","0.2","110931","3","nop_17_chieru_loop","","0","0"
"317005","317","nop_17_chieru_01","1","0.2","1","3","nop_17_chieru_loop","","0","0"
"317006","317","","","","317001","91","","","",""
"317007","317","nop_idle_joy1","","0.2","110931","3","","","","1"
"317008","317","NoItem_idle","","0.2","1","3","","","","1"
"317009","317","夥しい数の固形食物……うぇっぷ！\nこれは見ているだけで嫌になるな……","0","0","111031","11","0","0.5","0","8"
"317010","317","nop_talk_normal_sad","","0.2","111031","3","","","","1"
"317011","317","0","","","1.5","93","","","",""
"317012","317","nop_17_yuni_weppu","1","0.2","111031","3","nop_17_yuni_weppu_loop","","0","0"
"317013","317","","","","317009","91","","","",""
"317014","317","パイセン。\nうちらまでカンジ悪いと思われンで、\n二度と口開かないでもらっていいすか。","0","0","110831","11","0","0.5","0","8"
"317015","317","nop_17_chloe_talk_normal_anger","1","0.2","110831","3","nop_17_chloe_talk_normal_anger_loop","","0","0"
"317016","317","nop_idle_sad","","0.2","110931","3","","","","1"
"317017","317","","","","317014","91","","","",""
"317018","317","nop_17_chloe_idle_normal2","","0.2","110831","3","","","","1"
"317019","317","nop_idle_normal","1","0.2","111031","3","","","","1"
"318001","318","nop_talk_joy1","","0.2","114711","3","","","","1"
"318002","318","おせち料理、どれも美味しそうだな！\n……アイツも、ちゃんと\n正月楽しんでるのかな……","0","0","114711","11","0","0.5","0","8"
"318003","318","0","","","2.5","93","","","",""
"318004","318","nop_18_muimi_talk_thinking","","0.2","114711","3","","","","1"
"318005","318","","","","318002","91","","","",""
"318006","318","nop_18_muimi_idle_thinking","1","0.2","114711","3","","","","1"
"318007","318","nop_18_neneka_humu","1","0.2","115031","3","nop_idle_normal","","0","0"
"318008","318","正月くらいは少しゆっくり\nさせてもらいましょうか。","0","0","115031","11","0","0.5","0","8"
"318009","318","","","","318008","91","","","",""
"318010","318","nop_talk_arm_crossed","1","0.2","118031","3","nop_talk_arm_crossed_loop","","0","0"
"318011","318","む……この規模の会場を\nその価格で？　あなた、\nなかなかのやり手ですわね……！","0","0","118031","11","0","0.5","0","8"
"318012","318","0","","","2.5","93","","","",""
"318013","318","nop_talk_doya","1","0.2","118031","3","nop_talk_doya_loop","","0","0"
"318014","318","","","","318011","91","","","",""
"318015","318","nop_idle_doya","","0.2","118031","3","","","","1"
"318016","318","nop_18_karin_talk_normal","","0.2","118511","3","","","","1"
"318017","318","いえいえ。それほどでもー","0","0","118511","11","0","0.5","0","8"
"318018","318","","","","318017","91","","","",""
"318019","318","nop_18_karin_idle_normal","1","0.2","118511","3","","","","1"
"401001","401","nop_talk_joy2","","0.2","111831","3","","","","1"
"401002","401","0","","","2","93","","","",""
"401003","401","nop_idle_joy_normal","","0.2","111831","3","","","","1"
"401004","401","nop_18_neneka_humu","1","0.2","112031","3","nop_idle_normal","","0","0"
"401005","401","0","","","2","93","","","",""
"401006","401","nop_16_kaya_talk_normal2_loop","","0.2","120831","3","","","","1"
"401007","401","0","","","2","93","","","",""
"401008","401","nop_16_kaya_idle_normal2","","0.2","120831","3","","","","1"
"401009","401","nop_talk_surprise1","","0.2","120931","3","","","","1"
"401010","401","0","","","2","93","","","",""
"401011","401","nop_idle_normal_joy","","0.2","120931","3","","","","1"
"401012","401","nop_talk_normal","","0.2","111931","3","","","","1"
"401013","401","0","","","2","93","","","",""
"401014","401","nop_idle_normal","","0.2","111931","3","","","","1"
"401015","401","nop_talk_joy1","","0.2","120731","3","","","","1"
"401016","401","0","","","2","93","","","",""
"401017","401","nop_idle_normal_joy","","0.2","120731","3","","","","1"
"402001","402","nop_talk_joy2","","0.2","108731","3","","","","1"
"402002","402","0","","","2","93","","","",""
"402003","402","nop_idle_joy1","","0.2","108731","3","","","","1"
"402004","402","nop_talk_joy3_blink","","0.2","108831","3","","","","1"
"402005","402","0","","","2","93","","","",""
"402006","402","nop_idle_joy_normal","","0.2","108831","3","","","","1"
"402007","402","nop_talk_normal","","0.2","108931","3","","","","1"
"402008","402","0","","","2","93","","","",""
"402009","402","nop_idle_normal","","0.2","108931","3","","","","1"
"403001","403","nop_talk_surprise_kira","","0.2","102011","3","","","","1"
"403002","403","0","","","2","93","","","",""
"403003","403","nop_idle_joy1","","0.2","102011","3","","","","1"
"403004","403","nop_talk_joy2","","0.2","100411","3","","","","1"
"403005","403","0","","","2","93","","","",""
"403006","403","nop_idle_normal","","0.2","100411","3","","","","1"
"403007","403","nop_talk_wish","","0.2","103631","3","","","","1"
"403008","403","0","","","2","93","","","",""
"403009","403","nop_idle_wish","","0.2","103631","3","","","","1"
"404001","404","nop_talk_wish_joy","","0.2","101511","3","","","","1"
"404002","404","0","","","2","93","","","",""
"404003","404","nop_idle_normal","","0.2","101511","3","","","","1"
"404004","404","nop_talk_joy2","","0.2","101231","3","","","","1"
"404005","404","0","","","2","93","","","",""
"404006","404","nop_idle_normal","","0.2","101231","3","","","","1"
"404007","404","nop_talk_surprise_kira","","0.2","104011","3","","","","1"
"404008","404","0","","","2","93","","","",""
"404009","404","nop_idle_normal","","0.2","104011","3","","","","1"
"405001","405","nop_talk_normal","","0.2","103111","3","","","","1"
"405002","405","0","","","2","93","","","",""
"405003","405","nop_idle_normal","","0.2","103111","3","","","","1"
"405004","405","nop_talk_worry","","0.2","102211","3","","","","1"
"405005","405","0","","","2","93","","","",""
"405006","405","nop_idle_worry","","0.2","102211","3","","","","1"
"405007","405","nop_05_miyako_talk_joy1","","0.2","100711","3","","","","1"
"405008","405","0","","","2","93","","","",""
"405009","405","nop_05_miyako_idle_joy1","","0.2","100711","3","","","","1"
"405010","405","nop_talk_joy1","","0.2","100611","3","","","","1"
"405011","405","0","","","2","93","","","",""
"405012","405","nop_idle_joy1","","0.2","100611","3","","","","1"
"406001","406","nop_talk_thinking","","0.2","107131","3","","","","1"
"406002","406","0","","","2","93","","","",""
"406003","406","nop_idle_arm_crossed","","0.2","107131","3","","","","1"
"406004","406","nop_talk_sad","","0.2","103731","3","","","","1"
"406005","406","0","","","2","93","","","",""
"406006","406","nop_idle_sad","","0.2","103731","3","","","","1"
"406007","406","nop_talk_joy2","","0.2","100511","3","","","","1"
"406008","406","0","","","2","93","","","",""
"406009","406","nop_idle_normal","","0.2","100511","3","","","","1"
"406010","406","nop_talk_normal","","0.2","104731","3","","","","1"
"406011","406","0","","","2","93","","","",""
"406012","406","nop_idle_normal","","0.2","104731","3","","","","1"
"407001","407","nop_talk_joy3","","0.2","102831","3","","","","1"
"407002","407","0","","","2","93","","","",""
"407003","407","nop_idle_normal","","0.2","102831","3","","","","1"
"407004","407","nop_07_kurumi_idle_bitter","","0.2","102111","3","","","","1"
"407005","407","0","","","2","93","","","",""
"407006","407","nop_idle_normal","","0.2","102111","3","","","","1"
"407007","407","nop_talk_joy2","","0.2","102511","3","","","","1"
"407008","407","0","","","2","93","","","",""
"407009","407","nop_idle_normal","","0.2","102511","3","","","","1"
"407010","407","nop_talk_joy1","","0.2","102311","3","","","","1"
"407011","407","0","","","2","93","","","",""
"407012","407","nop_idle_normal","","0.2","102311","3","","","","1"
"408001","408","nop_talk_joy1","","0.2","101011","3","","","","1"
"408002","408","0","","","2","93","","","",""
"408003","408","nop_idle_joy_normal","","0.2","101011","3","","","","1"
"408004","408","nop_talk_arm_crossed_loop","","0.2","104331","3","","","","1"
"408005","408","0","","","2","93","","","",""
"408006","408","nop_idle_arm_crossed","","0.2","104331","3","","","","1"
"408007","408","nop_talk_joy2","","0.2","101711","3","","","","1"
"408008","408","0","","","2","93","","","",""
"408009","408","nop_idle_joy1","","0.2","101711","3","","","","1"
"408010","408","nop_talk_normal","","0.2","101431","3","","","","1"
"408011","408","0","","","2","93","","","",""
"408012","408","nop_idle_normal","","0.2","101431","3","","","","1"
"409001","409","nop_talk_joy1","","0.2","103311","3","","","","1"
"409002","409","0","","","2","93","","","",""
"409003","409","nop_idle_joy1","","0.2","103311","3","","","","1"
"409004","409","nop_talk_joy1","","0.2","105211","3","","","","1"
"409005","409","0","","","2","93","","","",""
"409006","409","nop_idle_joy_normal","","0.2","105211","3","","","","1"
"409007","409","nop_talk_sad2","","0.2","102611","3","","","","1"
"409008","409","0","","","2","93","","","",""
"409009","409","nop_idle_sad2","","0.2","102611","3","","","","1"
"409010","409","nop_talk_normal","","0.2","103811","3","","","","1"
"409011","409","0","","","2","93","","","",""
"409012","409","nop_idle_normal","","0.2","103811","3","","","","1"
"410001","410","nop_talk_joy1","","0.2","103231","3","","","","1"
"410002","410","0","","","2","93","","","",""
"410003","410","nop_idle_joy1","","0.2","103231","3","","","","1"
"410004","410","nop_10_yukari_01","","0.2","103411","3","","","","1"
"410005","410","nop_10_yukari_01","","0.2","11","3","","","","1"
"410006","410","0","","","2","93","","","",""
"410007","410","nop_10_yukari_02","","0.2","103411","3","","","","1"
"410008","410","nop_10_yukari_02","","0.2","11","3","","","","1"
"410009","410","nop_talk_doya_loop","","0.2","104811","3","","","","1"
"410010","410","1","","","104811","4","","","",""
"410011","410","0","","","2","93","","","",""
"410012","410","nop_idle_doya","","0.2","104811","3","","","","1"
"410013","410","nop_talk_joy2","","0.2","104611","3","","","","1"
"410014","410","0","","","2","93","","","",""
"410015","410","nop_idle_joy_normal","","0.2","104611","3","","","","1"
"411001","411","nop_talk_wish2","","0.2","102711","3","","","","1"
"411002","411","0","","","2","93","","","",""
"411003","411","nop_idle_memory","","0.2","102711","3","","","","1"
"411004","411","nop_talk_normal","","0.2","100911","3","","","","1"
"411005","411","0","","","2","93","","","",""
"411006","411","nop_idle_arm_crossed","","0.2","100911","3","","","","1"
"411007","411","nop_talk_joy2","","0.2","101311","3","","","","1"
"411008","411","0","","","2","93","","","",""
"411009","411","nop_idle_joy_normal","","0.2","101311","3","","","","1"
"411010","411","nop_talk_normal","","0.2","105111","3","","","","1"
"411011","411","0","","","2","93","","","",""
"411012","411","nop_idle_normal","","0.2","105111","3","","","","1"
"412001","412","nop_talk_joy1","","0.2","101831","3","","","","1"
"412002","412","0","","","2","93","","","",""
"412003","412","nop_idle_joy1","","0.2","101831","3","","","","1"
"412004","412","nop_talk_joy2","","0.2","101611","3","","","","1"
"412005","412","0","","","2","93","","","",""
"412006","412","nop_idle_joy_normal","","0.2","101611","3","","","","1"
"412007","412","nop_talk_joy1","","0.2","105011","3","","","","1"
"412008","412","0","","","2","93","","","",""
"412009","412","nop_idle_joy_normal","","0.2","105011","3","","","","1"
"413001","413","nop_talk_normal","","0.2","105331","3","","","","1"
"413002","413","0","","","2","93","","","",""
"413003","413","nop_idle_normal","","0.2","105331","3","","","","1"
"413004","413","nop_talk_memory","","0.2","104511","3","","","","1"
"413005","413","0","","","2","93","","","",""
"413006","413","nop_idle_memory","","0.2","104511","3","","","","1"
"413007","413","nop_talk_joy1","","0.2","103031","3","","","","1"
"413008","413","0","","","2","93","","","",""
"413009","413","nop_idle_joy1","","0.2","103031","3","","","","1"
"413010","413","nop_talk_wish","","0.2","100811","3","","","","1"
"413011","413","0","","","2","93","","","",""
"413012","413","nop_idle_wish","","0.2","100811","3","","","","1"
"413013","413","nop_talk_sad","","0.2","105511","3","","","","1"
"413014","413","0","","","2","93","","","",""
"413015","413","nop_idle_sad","","0.2","105511","3","","","","1"
"414001","414","nop_talk_guts2","1","0.2","101131","3","nop_talk_guts2_loop","","0","0"
"414002","414","0","","","2","93","","","",""
"414003","414","nop_idle_normal","","0.2","101131","3","","","","1"
"414004","414","nop_talk_wish","","0.2","104931","3","","","","1"
"414005","414","0","","","2","93","","","",""
"414006","414","nop_idle_normal","","0.2","104931","3","","","","1"
"414007","414","nop_talk_thinking","","0.2","106831","3","","","","1"
"414008","414","0","","","2","93","","","",""
"414009","414","nop_idle_normal","","0.2","106831","3","","","","1"
"415001","415","nop_talk_wish","","0.2","104211","3","","","","1"
"415002","415","0","","","2","93","","","",""
"415003","415","nop_idle_wish","","0.2","104211","3","","","","1"
"415004","415","nop_talk_joy1","","0.2","102931","3","","","","1"
"415005","415","0","","","2","93","","","",""
"415006","415","nop_idle_joy1","","0.2","102931","3","","","","1"
"415007","415","nop_talk_normal","","0.2","105411","3","","","","1"
"415008","415","0","","","2","93","","","",""
"415009","415","nop_idle_normal","","0.2","105411","3","","","","1"
"416001","416","nop_talk_normal","","0.2","106731","3","","","","1"
"416002","416","0","","","2","93","","","",""
"416003","416","nop_idle_normal","","0.2","106731","3","","","","1"
"416004","416","nop_talk_joy2","","0.2","106631","3","","","","1"
"416005","416","0","","","2","93","","","",""
"416006","416","nop_idle_joy1","","0.2","106631","3","","","","1"
"416007","416","nop_16_kaya_talk_normal2_loop","","0.2","106531","3","","","","1"
"416008","416","0","","","2","93","","","",""
"416009","416","nop_16_kaya_idle_normal2","","0.2","106531","3","","","","1"
"417001","417","nop_talk_arm_crossed2","1","0.2","111031","3","nop_talk_arm_crossed_loop2","","0","0"
"417002","417","0","","","2","93","","","",""
"417003","417","nop_idle_normal","","0.2","111031","3","","","","1"
"417004","417","nop_talk_joy2","","0.2","110931","3","","","","1"
"417005","417","0","","","2","93","","","",""
"417006","417","nop_idle_joy_normal","","0.2","110931","3","","","","1"
"417007","417","nop_17_chloe_talk_normal2_loop","","0.2","110831","3","","","","1"
"417008","417","0","","","2","93","","","",""
"417009","417","nop_17_chloe_idle_normal2","","0.2","110831","3","","","","1"
"418001","418","nop_18_neneka_humu","1","0.2","115031","3","nop_idle_normal","","0.2","0"
"418002","418","0","","","2","93","","","",""
"418003","418","nop_talk_joy1_normal","","0.2","114711","3","","","","1"
"418004","418","0","","","2","93","","","",""
"418005","418","nop_idle_joy1","","0.2","114711","3","","","","1"
"418006","418","nop_18_karin_talk_normal","","0.2","118511","3","","","","1"
"418007","418","0","","","2","93","","","",""
"418008","418","nop_18_karin_idle_normal","","0.2","118511","3","","","","1"
"418009","418","nop_talk_doya","1","0.2","118031","3","nop_talk_doya_loop","","0","0"
"418010","418","0","","","2","93","","","",""
"418011","418","nop_idle_doya","","0.2","118031","3","","","","1"
"501001","501","111831","-255","1.95","1","1","-150","nop_idle_joy2","0","101"
"501002","501","120731","-255","1.95","1","1","150","nop_idle_normal","1","100"
"501003","501","120831","-265","1.95","1","1","-320","nop_idle_arm_crossed","0","103"
"501004","501","111931","-265","1.95","1","1","320","nop_idle_normal","1","102"
"501005","501","120931","-300","1.95","1","1","-450","nop_idle_thinking","0","105"
"501006","501","112031","-300","1.95","1","1","450","nop_idle_doya","1","104"
"501007","501","0","","","0.5","93","","","",""
"501008","501","nop_01_peko_oissu","1","0.2","111831","3","nop_talk_joy1","","0.2","0"
"501009","501","vo_drama_10082001_001","","","vo_drama_10082001","21","0","","","0"
"501010","501","おいっすー！\n新年会、楽しんでますか？","0","0","111831","11","1","0.5","0","5"
"501011","501","","","","501010","91","","","",""
"501012","501","0","","","0.2","93","","","",""
"501013","501","6","0","0","120731","12","0","0","0","1"
"501014","501","8","0","0","111931","12","0","0","0","1"
"501015","501","10","0","0","112031","12","0","0","0","1"
"501016","501","7","0","0","120931","12","0","0","0","1"
"501017","501","13","0","0","120831","12","0","0","0","1"
"501018","501","nop_talk_joy1","","0.2","120731","3","","","","1"
"501019","501","nop_talk_wish3","","0.2","111931","3","","","","1"
"501020","501","nop_talk_doya","1","0.2","112031","3","nop_talk_doya_loop","","0","0"
"501021","501","nop_talk_arm_crossed","1","0.2","120931","3","nop_talk_arm_crossed_loop","","0","0"
"501022","501","nop_01_ruka_hello_long","","0.2","120831","3","","","","1"
"501023","501","0","","","2","93","","","",""
"501024","501","nop_idle_joy1","","0.2","111831","3","","","","1"
"501025","501","nop_idle_normal_joy","","0.3","120731","3","","","","1"
"501026","501","nop_idle_doya","","0.3","112031","3","","","","1"
"501027","501","nop_idle_arm_crossed","","0.3","120931","3","","","","1"
"501028","501","nop_idle_normal","","0.3","120831","3","","","","1"
"501029","501","nop_talk_normal","","0.2","111931","3","","","","1"
"501030","501","vo_drama_10082001_002","","","vo_drama_10082001","21","0","","","0"
"501031","501","はい、とても楽しんでおります。\nお料理もとても美味しいですし、\n皆さまも楽しんでいただけているようで\nわたくしもうれしいです。","0","0","111931","11","1","0.5","0","6"
"501032","501","1","","","3","93","","","",""
"501033","501","nop_talk_joy3_dere","","0.2","111931","3","","","","1"
"501034","501","","","","501031","91","","","",""
"501035","501","nop_idle_normal_joy","","0.2","111931","3","","","","1"
"501036","501","nop_talk_sad","","0.2","112031","3","","","","1"
"501037","501","vo_drama_10082001_003","","","vo_drama_10082001","21","0","","","0"
"501038","501","と言ってもあんたほどじゃないけどね。\nそれ、いったい何皿目よ……","0","0","112031","11","1","0.5","0","5"
"501039","501","1","","","5","93","","","",""
"501040","501","8","0","0","111831","12","0","0","0","1"
"501041","501","nop_17_chieru_swing","1","0.2","111831","3","nop_idle_joy_normal","","0.2","0"
"501042","501","","","","501038","91","","","",""
"501043","501","nop_idle_sad","","0.2","112031","3","","","","1"
"501044","501","","","","0.1","93","","","",""
"501045","501","0","","","120731","4","","","",""
"501046","501","nop_talk_normal","","0.2","120731","3","","","","1"
"501047","501","vo_drama_10082001_004","","","vo_drama_10082001","21","0","","","0"
"501048","501","食べつくしちゃえ、って言ったのは\nキャルじゃない。\n美味しそうに食べてるのは\nペコリーヌさんらしくていいわね。","0","0","120731","11","1","0.5","0","6"
"501049","501","1","","","2.5","93","","","",""
"501050","501","4","0","0","112031","12","0","0","0","1"
"501051","501","nop_surprise","1","0.2","112031","3","nop_idle_surprise1","","0.3","0"
"501052","501","1","","","2","93","","","",""
"501053","501","1","","","120731","4","","","",""
"501054","501","nop_talk_joy1","","0.2","120731","3","","","","1"
"501055","501","nop_idle_arm_crossed","","0.2","112031","3","","","","1"
"501056","501","","","","501048","91","","","",""
"501057","501","nop_idle_joy1","","0.2","120731","3","","","","1"
"501058","501","nop_talk_joy1","","0.2","111831","3","","","","1"
"501059","501","vo_drama_10082001_005","","","vo_drama_10082001","21","0","","","0"
"501060","501","わたしたちが作ったおせちも\nみなさんに好評みたいですよ！","0","0","111831","11","1","0.5","0","6"
"501061","501","","","","501060","91","","","",""
"501062","501","nop_idle_joy_normal","","0.2","111831","3","","","","1"
"501063","501","nop_talk_normal","","0.2","120831","3","","","","1"
"501064","501","vo_drama_10082001_006","","","vo_drama_10082001","21","0","","","0"
"501065","501","ああ、美味しくいただいてるよ。\nトーゴクでもこれだけ豪華なものは\nそうそう食べられないんじゃないかい？","0","0","120831","11","1","0.5","0","6"
"501066","501","1","","","3","93","","","",""
"501067","501","nop_talk_arm_crossed","1","0.2","120831","3","nop_talk_arm_crossed_loop","","0.2","0"
"501068","501","","","","501065","91","","","",""
"501069","501","nop_idle_arm_crossed","","0.2","120831","3","","","","1"
"501070","501","nop_talk_doya","1","0.2","120931","3","nop_talk_doya_loop","","0.2","0"
"501071","501","vo_drama_10082001_007","","","vo_drama_10082001","21","0","","","0"
"501072","501","うむ！　わらわも真の力を取り戻して\nしまうほどの料理、さすがじゃ。\nシェフィが頑張ったおかげじゃな。","0","0","120931","11","1","0.5","0","5"
"501073","501","1","","","5","93","","","",""
"501074","501","nop_talk_normal","","0.2","120931","3","","","","1"
"501075","501","","","","501072","91","","","",""
"501076","501","nop_idle_normal","","0.2","120931","3","","","","1"
"501077","501","nop_talk_normal","","0.2","120731","3","","","","1"
"501078","501","vo_drama_10082001_008","","","vo_drama_10082001","21","0","","","0"
"501079","501","それはみんなが手伝ってくれたからよ。\n二人とも、去年は本当にありがとう。","0","0","120731","11","1","0.5","0","4"
"501080","501","1","","","6.5","93","","","",""
"501081","501","nop_bow","1","0.2","120731","3","nop_idle_normal_joy","","0.2","0"
"501082","501","","","","501079","91","","","",""
"501083","501","nop_idle_normal_joy","","0.2","120731","3","","","","1"
"501084","501","nop_talk_normal","","0.2","120831","3","","","","1"
"501085","501","vo_drama_10082001_009","","","vo_drama_10082001","21","0","","","0"
"501086","501","水臭いこと言わないでおくれよ。\nアタシらが好きでやったことさ。","0","0","120831","11","1","0.5","0","6"
"501087","501","1","","","3","93","","","",""
"501088","501","nop_talk_doya","1","0.2","120831","3","nop_talk_doya_loop","","0.2","0"
"501089","501","","","","501086","91","","","",""
"501090","501","nop_idle_doya","","0.2","120831","3","","","","1"
