308c43a8a165f3137153a848be7b8941eeb8145e95b098dea6770a6042b3ff64,3a80388225faa2ff302df5cd0fd28df75c26a7ea227edda15aeb2edc46d407eb,28f86dd323e1b461cececc8e514767868a7ebde0bfebaa774525499c02fa957d,cbc13735882a5e988bd5b562a6f6d8c6e400d3441a556cc3601dde4c586293ef,b0eedee0c476f617cc94643ac0d9e79896d05a6753cb8ec2efda70916da828bd,2ddf799162362319ae8b4385b92b83f1c7f1f0cf38454c9fafc9e10e5fbb7212,39bfb38aa4af62aa079912ef1f83202899e55904c910832a55f91c0d7fb08149,515413750217f31fe4af9dc6bdf27103ed043fab58497b4e11300ac96db3fa47,d5d6d2e08723e3e039a7138d452e35f481dec1a6ae7133665043e9b46c1bb250,b02b6cc6bb1a87f77aa6e1958c68112ef26d326871ddbbfc01ccafdd6cbc9e35,d0cadd7e79837914ffe6a044a2e30c3abfca6bce578917ecc4d71be9d6f0f6a5,f8fb57033e5271448d5430be1a3be7affa72090955c056c4ce496b6b53b27375,cb0170948f23cf3f299b932a130315c9446ef4ca130919559c9bfc993f74e8b3,8e80a64a109a47ddbb8b865b466bd46c6909aa026b1724984824d92588631c1d,812910451d06d5dde38bd6ea51b1f45ab59197c8409a935107586ff13e8986d4,570cbfd965e4889137123b5f4bfdfa2c24d6ba02cd874dad972444d79d984588,aebc74b7146ddf6969ae5f6d2798570f0e03864eef0945cb3d2b47e0d8a65a8a,712492409d752c7b74e3b0363612acb224d50aa485f6c3239ef9162a2b2d4881,6549a082a973989ffcca553b01385f0f9c307e7fbf1959c3a0d7affc852f305e,398f5ab73999dbd144a42224c7ea824d1d2bdfd79feff8fa0cd7df5fc22b4991,a1498cec31331c2400d2a95fdfe34a0b77161e4109778e16b88deece5dabaee8
"","720","7","0","0","0","ユニオンバースト使用後、自分のＴＰを{0}回復","2","1","16","1","0","0","0","0","1","0","1","3","1","106320303"
"","21","7","74.6","0","0","","2","106320302","26","1","74.6","0.75","0","0.75","1","0","1","1","0","106320304"
"物理攻撃力アップ+{0}","1","7","12","0","0","自分の物理攻撃力を{0}アップ","2","10","10","1","-2080","8","0","0","1","0","1","1","0","106320305"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","15","15","0","0","0","0","1","0","0","106350101"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","240","15","0","0","0","0","1","0","0","106351101"
"物理ダメージ+{0}","60","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","60","4.8","-1","0","1","0","1","1","0","106400101"
"","21","3","0","0","0","","1","106400103","26","4","1","0","-1","0","1","0","1","1","0","106400102"
"","10","7","5","0","0","","2","1","35","0","97","180","0","0","1","0","1","1","0","106400103"
"","5","7","0","0","0","","2","1","45","0","0","0","0","0","1","0","1","1","0","106400104"
"","10","7","-1","0","0","","2","1","35","0","97","180","0","0","1","0","1","1","0","106400201"
"","297","7","0","0","0","","2","106400203","26","3","0.4","0","0","0","1","0","1","1","0","106400202"
"物理ダメージ+{0}","10","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","10","0.4","-1","0","1","0","1","1","0","106400203"
"物理防御力ダウン+{0}","1","3","12","0","0","敵単体の物理防御力を{0}ダウン","1","21","10","0","0.54","0.54","-1","0","1","0","1","1","0","106400204"
"","10","7","-1","0","0","","2","1","35","0","97","180","0","0","1","0","1","1","0","106400301"
"","297","7","0","0","0","","2","106400303","26","1","2.5","2.5","0","0","1","0","1","1","0","106400302"
"物理攻撃力アップ+{0}","2.5","7","0","3","0","物理攻撃力を{0}アップさせるフィールドを展開する","2","10","38","1","2.5","12","0","400","1","0","1","1","0","106400303"
"物理ダメージ+{0}","75","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","75","6","-1","0","1","0","1","1","0","106401101"
"","21","3","0","0","0","","1","106401103","26","4","1","0","-1","0","1","0","1","1","0","106401102"
"","20","7","7","0","0","","2","1","35","0","97","180","0","0","1","0","1","1","0","106401103"
"","13","7","0","0","0","","2","1","45","0","0","0","0","0","1","0","1","1","0","106401104"
"","1","0","0","0","0","","0","106400303","53","106401107","0","0","0","0","0","0","1","0","0","106401105"
"","297","3","0","0","0","","2","106401107","26","1","1","0","-1","0","1","0","1","1","0","106401106"
"","10","7","0","0","0","毎秒ＴＰを10回復する","2","1","48","2","0","0","0","10.5","1","0","1","1","0","106401107"
"","10","7","-1","0","0","","2","1","35","0","97","180","0","0","1","0","1","1","0","106401201"
"","297","7","0","0","0","","2","106401203","26","3","0.6","0","0","0","1","0","1","1","0","106401202"
"物理ダメージ+{0}","15","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","15","0.6","-1","0","1","0","1","1","0","106401203"
"物理防御力ダウン+{0}","1","3","12","0","0","敵単体の物理防御力を{0}ダウン","1","21","10","0","0.8","0.8","-1","0","1","0","1","1","0","106401204"
"","297","7","0","0","0","","2","106401206","26","2","4","4","0","0","1","0","1","1","0","106401205"
"物理攻撃力アップ+{0}","1","7","12","0","0","自分の物理攻撃力を{0}アップ","2","10","10","0","4","4","0","0","1","0","1","1","0","106401206"
"","10","7","4","0","0","","2","1","35","0","97","180","0","0","1","0","1","1","0","106410101"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","15","15","0","0","0","0","1","0","0","106450101"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","240","15","0","0","0","0","1","0","0","106451101"
"","1","7","0","106500103","0","","2","1211","28","106500102","2","0","0","0","1","0","1","3","0","106500101"
"物理ダメージ+{0}","40","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","40","4","-1","0","1","0","1","1","0","106500102"
"初使用時の物理ダメージ+{0}","120","3","0","0","0","初使用時、敵単体に{0}の物理ダメージ","1","1","1","0","120","9.6","-1","0","1","0","1","1","0","106500103"
"","1","7","0","0","0","","2","1","45","0","0","0","0","0","1","0","1","3","0","106500104"
"物理ダメージ+{0}","20","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","20","1.8","-1","0","1","0","1","1","0","106500201"
"物理攻撃力アップ+{0}","1","7","12","0","0","自分の物理攻撃力を{0}アップ","2","10","10","1","20","20","0","0","1","0","1","1","1","106500301"
"","1","7","12","0","0","自分の物理クリティカルを{0}アップ","2","60","10","1","100","0","0","0","1","0","1","1","1","106500302"
"物理攻撃力アップ+{0}","1","7","18","0","0","自分の物理攻撃力を{0}アップ","2","10","10","1","25","25","0","0","1","0","1","1","1","106501101"
"","1","7","0","106501108","0","","2","1211","28","106501104","2","0","0","0","1","0","1","3","0","106501102"
"","1","7","0","106501109","0","","2","1211","28","106501105","2","0","0","0","1","0","1","3","0","106501103"
"物理ダメージ+{0}","50","3","0","0","0","１番目に近い敵単体に{0}の物理ダメージ","1","1","1","0","50","4","-1","0","1","0","1","1","0","106501104"
"物理ダメージ+{0}","50","3","0","0","1","２番目に近い敵単体に{0}の物理ダメージ","1","1","1","0","50","4","2160","0","1","0","1","1","0","106501105"
"","9","3","0","0","0","","1","106501108","26","7","0.05","0","-1","0","1","0","1","1","0","106501106"
"","9","3","0","0","1","","1","106501109","26","7","0.05","0","2160","0","1","0","1","1","0","106501107"
"初使用時の物理ダメージ+{0}","120","3","0","0","0","初使用時、１番目に近い敵単体に物理防御力を５%無視する{0}の物理ダメージ","1","1","1","0","120","9.6","-1","0","1","0","1","1","0","106501108"
"初使用時の物理ダメージ+{0}","120","3","0","0","1","初使用時、２番目に近い敵単体に物理防御力を５%無視する{0}の物理ダメージ","1","1","1","0","120","9.6","2160","0","1","0","1","1","0","106501109"
"","1","7","0","0","0","","2","1","45","0","0","0","0","0","1","0","1","3","0","106501110"
"","1","7","0","106501203","0","","2","1221","28","106501202","2","0","0","0","1","0","1","3","0","106501201"
"物理ダメージ+{0}","20","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","20","1.8","-1","0","1","0","1","1","0","106501202"
"初使用時の物理ダメージ+{0}","75","3","0","0","0","初使用時、敵単体に{0}の物理ダメージ","1","1","1","0","75","6","-1","0","1","0","1","1","0","106501203"
"初使用時、物理防御力ダウン+{0}","1","3","30","0","0","初使用時、敵単体の物理防御力を{0}ダウン","1","21","10","1","0.6","0.6","-1","0","1","0","1","1","0","106501204"
"","1","7","0","106501206","0","","2","1221","28","0","2","0","0","0","1","0","1","3","0","106501205"
"初使用時、物理攻撃力アップ+{0}","1","7","30","0","0","初使用時、自分の物理攻撃力を{0}アップ","2","10","10","0","72","72","0","0","1","0","1","3","0","106501206"
"","1","7","0","0","0","","2","2","45","0","0","0","0","0","1","0","1","3","0","106501207"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","15","15","0","0","0","0","1","0","0","106550101"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","240","15","0","0","0","0","1","0","0","106551101"
"物理ダメージ+{0}","25","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","25","2","400","0","99","0","1","1","0","106600101"
"火傷の1秒当たりのダメージ量+{0}","6","3","0","0","0","{0}ダメージを与える火傷状態にする","1","2","9","1","6","12","400","0","99","0","1","1","1","106600102"
"","300","3","0","0","0","","1","3","3","0","0","600","400","0","99","0","1","1","1","106600103"
"物理ダメージ+{0}","3.75","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","3.75","0.3","315","0","99","0","1","1","0","106600201"
"スタンの確定成功Ｌｖ+1","0","3","0","0","0","範囲内の敵を一定時間行動不能にする","1","7","8","0","0","1.5","315","0","99","0","1","1","0","106600202"
"物理ダメージ+{0}","14","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","14","1.12","500","0","99","0","1","1","0","106600301"
"物理ダメージ+{0}","30","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","30","2.4","400","0","99","0","1","1","0","106601101"
"","7","7","0","0","0","","2","106601103","26","1","0.04","0","0","0","1","0","1","1","0","106601102"
"火傷の1秒当たりのダメージ量+{0}","6","3","0","0","0","{0}ダメージを与える火傷状態にする","1","2","9","1","6","12.5","400","0","99","0","1","1","1","106601103"
"","300","3","0","0","0","","1","3","3","0","0","3000","400","0","99","0","1","1","1","106601104"
"物理攻撃力アップ+{0}","1","7","180","0","0","自分の物理攻撃力を{0}アップ","2","10","10","1","40","40","0","0","1","0","1","1","1","106601105"
"","1","7","180","0","0","自分の物理クリティカルを{0}アップ","2","60","10","1","100","0","0","0","1","0","1","1","1","106601106"
"物理ダメージ+{0}","15","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","15","1.2","515","0","99","0","1","1","0","106601201"
"スタンの確定成功Ｌｖ+1","0","3","0","0","0","範囲内の敵を一定時間行動不能にする","1","7","8","0","0","1.5","515","0","99","0","1","1","0","106601202"
"","150","3","0","0","0","","1","3","3","0","0","750","515","0","99","0","1","1","1","106601203"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","15","15","0","0","0","0","1","0","0","106650101"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","240","15","0","0","0","0","1","0","0","106651101"
"","1","16","0","0","0","","1","6107","23","106700102","2","0","2160","0","1","0","1","2","0","106700101"
"龍眼状態の敵への魔法ダメージ+{0}","80","16","0","0","0","対象が龍眼状態だった場合{0}の魔法ダメージ","1","2","1","0","80","6.4","2160","0","1","0","1","2","0","106700102"
"","1","16","0","0","0","","1","6107","23","106700104","2","0","2160","0","1","0","1","2","0","106700103"
"魔法防御力ダウン+{0}","1","16","18","0","0","龍眼状態の敵の魔法防御力を{0}ダウン","1","41","10","1","0.7","0.7","2160","0","1","0","1","2","1","106700104"
"魔法ダメージ+{0}","12.5","3","0","0","0","敵全体に{0}の魔法ダメージ","1","2","1","0","12.5","1","2160","0","99","0","1","2","0","106700105"
"","1","3","1","106700204","0","","1","721","28","106700202","2","107","2160","0","99","0","1","2","0","106700201"
"","1","3","0","0","0","","1","6107","23","106700203","0","1","2160","0","99","0","1","2","0","106700202"
"魔法防御力ダウン+{0}","1","3","12","0","0","龍眼状態の敵の魔法防御力を{0}ダウン","1","41","10","1","0.7","0.7","2160","0","99","0","1","2","1","106700203"
"","1","16","180","0","0","龍眼状態中、その敵が受ける魔法ダメージを{0}％アップ","1","171","10","1","12","0","2160","0","1","1","1","2","1","106700204"
"","1","3","1","106700206","0","","1","721","28","0","2","107","2160","0","99","0","1","2","0","106700205"
"","1","16","1","0","0","","1","0","35","0","107","180","2160","0","1","0","1","2","0","106700206"
"","0","1","0","0","0","","1","0","94","0","0","0","2160","0","0","0","1","2","0","106700207"
"","1","3","0","0","0","","1","6107","23","106700302","0","1","2160","0","99","0","1","2","0","106700301"
"龍眼状態の敵への魔法ダメージ+{0}","15","3","0","0","0","龍眼状態の敵に{0}の魔法ダメージ","1","2","1","0","15","1.2","2160","0","99","0","1","2","0","106700302"
"魔法防御力ダウン+{0}","1","3","12","0","0","龍眼状態の敵の魔法防御力を{0}ダウン","1","41","10","1","0.4","0.4","2160","0","99","0","1","2","0","106700303"
"","2","3","12","0","0","龍眼状態の敵がクリティカルを受けた際のダメージを{0}％アップ","1","141","10","1","10","0","2160","0","99","0","1","2","1","106700304"
"ＴＰ回復量+{0}","50","7","0","0","0","自分のＴＰを{0}回復","2","1","16","0","0.5","0","0","0","1","0","1","1","0","106700305"
"","1","3","1","0","0","","1","721","28","0","0","107","2160","0","99","0","1","2","0","106700306"
"","0","1","0","0","0","","1","0","94","0","0","0","2160","0","0","0","1","2","0","106700307"
"","1","16","180","0","0","龍眼状態中、その敵が受ける魔法ダメージを{0}％アップ","1","171","10","1","12","0","2160","0","1","1","1","2","0","106710101"
"","1","16","1","0","0","","1","0","35","0","107","180","2160","0","1","0","1","2","0","106710102"
"","1","3","0","0","0","","1","6107","23","106720302","0","1","2160","0","99","0","1","2","0","106720301"
"龍眼状態の敵への魔法ダメージ+{0}","15","3","0","0","0","龍眼状態の敵に{0}の魔法ダメージ","1","2","1","0","15","1.6","2160","0","99","0","1","2","0","106720302"
"魔法防御力ダウン+{0}","1","3","12","0","0","龍眼状態の敵の魔法防御力を{0}ダウン","1","41","10","1","0.4","0.4","2160","0","99","0","1","2","0","106720303"
"","2","3","12","0","0","龍眼状態の敵がクリティカルを受けた際のダメージを{0}％アップ","1","141","10","1","10","0","2160","0","99","0","1","2","1","106720304"
"","180","7","0","0","0","自分のＴＰを{0}回復","2","1","16","0","0","0","0","0","1","0","1","1","0","106720305"
"","1","3","1","0","0","","1","721","28","0","0","107","2160","0","99","0","1","2","0","106720306"
"","0","1","0","0","0","","1","0","94","0","0","0","2160","0","0","0","1","2","0","106720307"
"魔法攻撃力アップ+{0}","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","4","90","0","15","15","0","0","0","0","1","0","0","106750101"
"魔法攻撃力アップ+{0}","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","4","90","0","240","15","0","0","0","0","1","0","0","106751101"
"物理攻撃力+{0}","1","7","24","0","0","自分の物理攻撃力を{0}アップ","2","10","10","1","60","60","0","0","1","0","1","1","0","106800101"
"物理クリティカルアップ+{0}","1","7","24","0","0","自分の物理クリティカルを{0}アップ","2","60","10","1","200","0","0","0","1","0","1","1","0","106800102"
"","-1","7","0","1","0","","2","1","22","10680102","0","0","0","0","1","0","1","1","0","106800103"
"","5","7","0","3","0","物理攻撃クリティカル時のダメージを{0}％アップさせるフィールドを展開する","2","110","38","2","0","180","0","2160","1","0","1","1","0","106800104"
"物理攻撃力+{0}","1","3","12","0","0","味方全体の物理攻撃力を{0}アップ","2","10","10","1","10","10","2160","0","99","0","1","3","0","106800201"
"物理クリティカルアップ+{0}","1","3","12","0","0","味方全体の物理クリティカルを{0}アップ","2","60","10","1","50","0","2160","0","99","0","1","3","0","106800202"
"物理ダメージ+{0}","20","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","20","1.6","2160","0","1","0","1","1","0","106800301"
"物理防御力ダウン+{0}","1","3","12","0","0","敵単体の物理防御力を{0}ダウン","1","21","10","0","0.4","0.4","2160","0","1","0","1","1","0","106800302"
"物理攻撃力+{0}","1","3","12","0","0","味方全体の物理攻撃力を{0}アップ","2","10","10","1","20","20","2160","0","99","0","1","3","0","106801201"
"物理クリティカルアップ+{0}","1","3","12","0","0","味方全体の物理クリティカルを{0}アップ","2","60","10","1","75","0","2160","0","99","0","1","3","0","106801202"
"","200","7","0","0","0","自分のＴＰを{0}回復","2","1","16","0","0","1","-1","0","1","0","1","2","0","106801203"
"物理攻撃力+{0}","1","3","12","0","0","味方全体の物理攻撃力を{0}アップ","2","10","10","1","20","20","2160","0","99","0","1","3","0","106810101"
"物理クリティカルアップ+{0}","1","3","12","0","0","味方全体の物理クリティカルを{0}アップ","2","60","10","1","75","0","2160","0","99","0","1","3","0","106810102"
"","1.5","3","0","0","0","味方全体の行動速度をアップ","2","2","8","0","0","12","2160","0","99","0","1","3","0","106810103"
"物理ダメージ+{0}","40","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","40","3.2","2160","0","1","0","1","1","0","106810201"
"物理攻撃力+{0}","1","3","12","0","0","敵単体の物理防御力を{0}ダウン","1","21","10","1","0.6","0.6","2160","0","1","0","1","1","0","106810202"
"物理ダメージ+{0}","60","3","0","0","0","敵全体に{0}の物理ダメージ","1","1","1","0","60","4.8","2160","0","99","0","1","3","0","106810301"
"","-1","7","0","0","0","","2","1","22","10680101","0","0","0","0","1","0","1","1","0","106810302"
"","1000","7","0","0","0","自分のＴＰを{0}失わせる","2","2","16","0","0","0","0","0","1","0","1","1","0","106810303"
"","0","7","0","0","0","七冠の権能を解除する","2","106800104","58","0","0","0","0","0","1","0","1","1","0","106810304"
"物理攻撃力+{0}","1","3","24","0","0","味方全体の物理攻撃力を{0}アップ","2","10","10","1","40","40","2160","0","99","0","1","3","0","106811101"
"物理クリティカルアップ+{0}","1","3","24","0","0","味方全体の物理クリティカルを{0}アップ","2","60","10","1","100","0","2160","0","99","0","1","3","0","106811102"
"","2","3","0","0","0","味方全体の行動速度をアップ","2","2","8","0","0","24","2160","0","99","0","1","3","0","106811103"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","15","15","0","0","0","0","1","0","0","106850101"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","240","15","0","0","0","0","1","0","0","106851101"
"","100","3","0","0","0","敵全体のバリアとステータスアップ効果を解除する","1","3","49","0","0","0","2160","0","99","0","1","3","0","106900101"
"","100","3","0","0","0","","1","10","49","0","0","0","2160","0","99","0","1","3","0","106900102"
"物理ダメージ+{0}","32.5","3","0","0","0","敵全体に{0}の物理ダメージ","1","1","1","0","32.5","2.6","2160","0","99","0","1","3","0","106900103"
"物理ダメージ+{0}","20","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","20","1.6","2160","0","99","0","1","1","0","106900201"
"","100","3","0","0","0","範囲内の敵のＴＰを{0}失わせる","1","2","16","0","0","1","2160","0","99","0","1","1","0","106900202"
"","100","7","0","0","0","自分のＴＰを{0}回復","2","1","16","0","0","1","-1","0","1","0","1","3","0","106900203"
"","1","3","12","0","0","範囲内の敵が受ける物理ダメージを{0}％アップ","1","161","10","1","12","0","2160","0","99","1","1","1","1","106900301"
"","1","3","12","0","0","範囲内の敵が受ける魔法ダメージを{0}％アップ","1","171","10","1","12","0","2160","0","99","1","1","1","1","106900302"
"","1","3","1","0","0","","1","0","35","1","122","12","2160","0","99","0","1","1","0","106900303"
"物理防御力ダウン+{0}","1","3","12","0","0","範囲内の敵の物理防御力を{0}ダウン","1","21","10","1","0.5","0.5","2160","0","99","0","1","1","1","106900304"
"魔法防御力ダウン+{0}","1","3","12","0","0","範囲内の敵の魔法防御力を{0}ダウン","1","41","10","1","0.5","0.5","2160","0","99","0","1","1","1","106900305"
"","1","3","12","0","0","範囲内の敵の物理攻撃クリティカル時のダメージを15％ダウン","1","111","10","1","15","0","2160","0","99","0","1","1","1","106900306"
"","1","3","12","0","0","範囲内の敵の魔法攻撃クリティカル時のダメージを15％ダウン","1","121","10","1","15","0","2160","0","99","0","1","1","1","106900307"
"","0","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","0","1","803","0","99","0","1","1","0","106910101"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","15","15","0","0","0","0","1","0","0","106950101"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","240","15","0","0","0","0","1","0","0","106951101"
"生成する分身のＬｖ+{0}","0","7","0","1","0","分身を生成する","2","3","15","407001","1","1","0","1","1","1","1","1","200","107000101"
"魔法攻撃力アップ+{0}","28","7","0","3","0","魔法攻撃力を{0}アップさせるフィールドを展開する","2","30","38","1","28","18","0","400","1","0","1","1","0","107000102"
"ＴＰ上昇アップ+{0}","15","7","0","0","0","ＴＰ上昇を{0}アップさせるフィールドを展開する","2","80","38","1","0","18","0","400","1","0","1","1","0","107000103"
"1","0","3","0","0","0","","1","1","7","0","0","0","-1","0","1","0","1","1","0","107000201"
"魔法ダメージ+{0}","20","3","0","0","0","範囲内の敵すべてに{0}の魔法ダメージ","1","2","1","0","20","1.6","250","0","99","0","1","2","0","107000202"
"スタンの確定成功Ｌｖ+1","0","3","0","0","0","範囲内の敵を一定時間行動不能にする","1","7","8","0","0","0.5","250","0","99","0","1","2","0","107000203"
"魔法ダメージ+{0}","15","3","0","0","0","敵単体に{0}の魔法ダメージ","1","2","1","0","15","1.2","-1","0","1","0","1","2","0","107000301"
"魔法防御力ダウン+{0}","1","1","12","0","0","敵単体の魔法防御力を{0}ダウン","1","41","10","0","0.6","0.6","-1","0","1","0","1","2","0","107000302"
"","0","3","0","0","0","","1","1","7","0","0","0","-1","0","1","0","1","1","0","107001201"
"魔法ダメージ+{0}","30","3","0","0","0","範囲内の敵すべてに{0}の魔法ダメージ","1","2","1","0","30","2.4","250","0","99","0","1","2","0","107001202"
"魔法防御力ダウン+{0}","1","3","12","0","0","範囲内の敵すべての魔法防御力を{0}ダウン","1","41","10","0","0.2","0.2","250","0","99","0","1","2","0","107001203"
"スタンの確定成功Ｌｖ+1","0","3","0","0","0","範囲内の敵を一定時間行動不能にする","1","7","8","0","0","1.5","250","0","99","0","1","2","0","107001204"
"魔法攻撃力アップ+{0}","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","4","90","0","15","15","0","0","0","0","1","0","0","107050101"
"魔法攻撃力アップ+{0}","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","4","90","0","240","15","0","0","0","0","1","0","0","107051101"
"物理ダメージ+{0}","45","3","0","0","0","敵単体に{0}の物理ダメージ","1","3","1","0","45","3.6","-1","1","1","0","1","1","0","107100101"
"継続時間+0.01秒","3","7","0","0","0","一定時間全ての物理攻撃を回避する","2","2","21","0","0.01","0","0","0","1","0","1","1","0","107100102"
"物理攻撃力アップ+{0}","1","7","15","0","0","自分の物理攻撃力を{0}アップ","2","10","10","1","15","15","0","0","1","0","1","3","0","107100201"
"","1","7","15","0","0","自分のＴＰ上昇を{0}アップ","2","80","10","1","15","0","0","0","1","0","1","3","0","107100202"
"物理ダメージ+{0}","15","3","0","0","0","敵単体に{0}の物理ダメージ","1","1","1","0","15","1.2","-1","0","1","0","1","2","0","107100301"
"物理防御力ダウン+{0}","1","1","12","0","0","敵単体の物理防御力を{0}ダウン","1","21","10","0","0.6","0.6","-1","0","1","0","1","2","0","107100302"
"物理ダメージ+{0}","40","3","0","0","0","敵単体に物理防御力を50無視する{0}の物理ダメージ","1","3","1","0","40","3.2","-1","-1","1","0","1","1","50","107101101"
"物理ダメージ+{0}","40","3","0","0","0","敵単体に物理防御力を50無視する{0}の物理ダメージ","1","3","1","0","40","3.2","-1","-1","1","0","1","1","50","107101102"
"物理防御力ダウン+{0}","1","3","18","0","0","敵単体の物理防御力を{0}ダウン","1","21","10","1","0.2","0.2","-1","0","1","0","1","1","0","107101103"
"継続時間+0.01秒","3","7","0","0","0","一定時間全ての物理攻撃を回避する","2","2","21","0","0.01","0","0","0","1","0","1","1","0","107101104"
"物理攻撃力アップ+{0}","1","7","15","0","0","自分の物理攻撃力を{0}アップ","2","10","10","1","36","36","0","0","1","0","1","3","0","107101201"
"","1","7","15","0","0","自分のＴＰ上昇を{0}アップ","2","80","10","1","30","0","0","0","1","0","1","3","0","107101202"
"ＴＰ回復量+{0}","150","7","0","0","0","自分のＴＰを{0}回復","2","1","16","0","1.5","0","0","0","1","0","1","1","0","107101203"
"","2","7","180","1","0","自分の物理攻撃クリティカル時のダメージを{0}％アップ","2","110","10","1","10","0","0","0","1","0","1","1","1","107101204"
"物理ダメージ+{0}","45","3","0","0","0","敵単体に{0}の物理ダメージ","1","3","1","0","45","3.6","-1","1","1","0","1","1","0","107120101"
"","6","7","0","0","0","一定時間全ての物理攻撃を回避する","2","2","21","0","0","0","0","0","1","0","1","1","0","107120102"
"物理攻撃力アップ+{0}","1","7","18","0","0","自分の物理攻撃力を{0}アップ","2","10","10","1","-2400","8","0","0","1","0","1","1","0","107120103"
"物理ダメージ+{0}","40","3","0","0","0","敵単体に物理防御力を50無視する{0}の物理ダメージ","1","3","1","0","40","3.2","-1","-1","1","0","1","1","50","107121101"
"物理ダメージ+{0}","40","3","0","0","0","敵単体に物理防御力を50無視する{0}の物理ダメージ","1","3","1","0","40","3.2","-1","-1","1","0","1","1","50","107121102"
"物理防御力ダウン+{0}","1","3","18","0","0","敵単体の物理防御力を{0}ダウン","1","21","10","1","0.2","0.2","-1","0","1","0","1","1","0","107121103"
"","6","7","0","0","0","一定時間全ての物理攻撃を回避する","2","2","21","0","0","0","0","0","1","0","1","1","0","107121104"
"物理攻撃力アップ+{0}","1","7","18","0","0","自分の物理攻撃力を{0}アップ","2","10","10","1","-2400","8","0","0","1","0","1","1","0","107121105"
"物理攻撃力アップ+{0}","1","7","15","0","0","自分の物理攻撃力を{0}アップ","2","10","10","1","-2044","44","0","0","1","0","1","3","0","107121201"
"","1","7","15","0","0","自分のＴＰ上昇を{0}アップ","2","80","10","1","30","0","0","0","1","0","1","3","0","107121202"
"","540","7","0","0","0","自分のＴＰを{0}回復","2","1","16","0","0","0","0","0","1","0","1","1","0","107121203"
"","2","7","180","1","0","自分の物理攻撃クリティカル時のダメージを{0}％アップ","2","110","10","1","10","0","0","0","1","0","1","1","1","107121204"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","15","15","0","0","0","0","1","0","0","107150101"
"物理攻撃力アップ+{0}","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","2","90","0","240","15","0","0","0","0","1","0","0","107151101"
"物理ダメージ+{0}","32","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","32","2.55","600","0","99","0","1","1","0","107500101"
"物理攻撃力アップ+{0}","1","7","12","0","0","自分の物理攻撃力を{0}アップ","2","10","10","1","40","40","0","0","1","0","1","3","0","107500201"
"","2","7","12","0","0","自分の魔法防御力を初期値の20%ダウン","2","41","10","0","20","0","0","0","1","0","1","3","0","107500202"
"物理ダメージ+{0}","10","3","0","0","0","範囲内の敵に{0}の物理ダメージ","1","1","1","0","10","0.8","325","0","99","0","1","1","0","107500301"
"","200","3","0","0","0","","1","3","3","0","0","500","325","0","1","0","1","1","0","107500302"
