b62607b719af3d517c24668833ad95c73a4657d4a2bf75b79664b2c710c6ab0d,d8a1bab191ad7439f9c6966372ca545e4bb3d86fd4d2fbb22d9575aaf16ced2f,4c64a4ab1231ca47cdf4fe2e41cbccf0117ec805059c71ded86813f4f87a1c30,bc97aad522f00964ef0cb22c3ed08e0dd23c45fa204d5490a1bff69e95107a32,6998430daada3b5d0e88895f4f79d5f60f647585050806cf4759899b2369fc9b,f0bf940c24ae4e7cc175bd191ec40ad68c984728c858241cb4e693dd5a8682b6,27bd6511af186ac4c7554456073793039cb235d0f29c98172c3d57f6d0da6e45,4037fa8070173ed40cd7fba2d3745bfb0fc885ecd8347756b185cec6e5fb4b97,8770015600b51d7104bb27dff7e99ef672e6e93d097eab87b5288ce0eed49178,ebaf71670ee26df83809cd51a20ec828610bafd403878492f48fb36779d6ea1a,74f71984949d5e144f7dfa0301740c2e06a0d031c9113161de06d313820052fc,18669c58056cc8c261eca8d448fd5a21dbe44d7702c3b13d9e615add144fc357,ea443c98f1a1facb3477e689fb5b550b20bffef1793ca148ddf1cb52265eba77
"鉄は熱いうちに打て、\n…ってね♪","1004","3","7","7","0","0","vo_minigame_1012_gamestart_111","0","0","1","0","13100401"
"よし、もっぺんやるわよ！","1004","3","1","1","0","0","vo_minigame_1012_gamestart_112","0","0","1","0","13100402"
"スズナもちゃんと勉強してるみたいね～","1005","3","9","9","0","0","vo_minigame_1012_gamestart_113","0","0","1","0","13100501"
"あんたがスズナの\n先生？　…ふーん","1005","3","3","3","0","0","vo_minigame_1012_gamestart_114","0","0","1","0","13100502"
"問題！","1101","3","1","1","0","0","vo_minigame_1012_start_100","0","0","1","0","13110101"
"いくわよ！","1101","3","1","1","0","0","vo_minigame_1012_start_101","0","0","1","0","13110102"
"解けるかしら？","1101","3","7","7","0","0","vo_minigame_1012_start_102","0","0","1","0","13110103"
"次はいける！","1102","3","2","2","0","0","vo_minigame_1012_start_103","0","0","1","0","13110201"
"諦めないで！","1102","3","1","1","0","0","vo_minigame_1012_start_104","0","0","1","0","13110202"
"取り返すのよ！","1102","3","1","1","0","0","vo_minigame_1012_start_105","0","0","1","0","13110203"
"さあ次よ！","1103","3","1","1","0","4","vo_minigame_1012_start_106","0","2","1","0","13110301"
"落ち着いてね！","1103","3","1","1","0","4","vo_minigame_1012_start_107","0","2","1","0","13110302"
"これは解ける？","1103","3","7","7","0","4","vo_minigame_1012_start_108","0","2","1","0","13110303"
"まだ気を抜かないで！","1103","3","2","2","0","7","vo_minigame_1012_start_109","0","5","1","0","13110304"
"ほら、次いくわよ！","1103","3","1","1","0","7","vo_minigame_1012_start_110","0","5","1","0","13110305"
"まだまだ続くわよ！","1103","3","8","8","0","7","vo_minigame_1012_start_111","0","5","1","0","13110306"
"最後まで集中よ！","1103","3","2","2","0","10","vo_minigame_1012_start_112","0","8","1","0","13110307"
"ラストスパート！","1103","1","8","8","0","10","vo_minigame_1012_start_113","0","8","1","0","13110308"
"走り切って！","1103","1","1","1","0","10","vo_minigame_1012_start_114","0","8","1","0","13110309"
"適当に選ぶんじゃないわよ！","1104","3","2","2","0","2","vo_minigame_1012_start_115","0","2","1","0","13110401"
"正解はどれでしょう？","1104","3","7","7","0","2","vo_minigame_1012_start_116","0","2","1","0","13110402"
"正解は一つよ！","1104","3","1","1","0","2","vo_minigame_1012_start_117","0","2","1","0","13110403"
"どっちかしら？","1104","3","3","3","0","1","vo_minigame_1012_start_118","0","1","1","0","13110404"
"迷った時は運任せよ！","1104","3","2","2","0","1","vo_minigame_1012_start_119","0","1","1","0","13110405"
"〇？　それとも×？","1104","3","5","5","0","1","vo_minigame_1012_start_120","0","1","1","0","13110406"
"いくつか選びなさい","1104","3","1","1","0","3","vo_minigame_1012_start_121","0","3","1","0","13110407"
"答えは複数あるわ！","1104","3","0","0","0","3","vo_minigame_1012_start_122","0","3","1","0","13110408"
"いくつ正解があるのかしら？","1104","3","3","3","0","3","vo_minigame_1012_start_123","0","3","1","0","13110409"
"これはできてたわね","1105","3","1","1","0","0","vo_minigame_1012_start_127","0","0","1","0","13110501"
"見覚えのある問題ね","1105","3","10","10","0","0","vo_minigame_1012_start_128","0","0","1","0","13110502"
"前に正解してるわ","1105","3","8","8","0","0","vo_minigame_1012_start_129","0","0","1","0","13110503"
"これは解ける？","1106","3","3","3","0","0","vo_minigame_1012_start_124","0","0","1","0","13110601"
"これまだ正解してないわ","1106","3","3","3","0","0","vo_minigame_1012_start_125","0","0","1","0","13110602"
"目指せ初正解！","1106","3","1","1","0","0","vo_minigame_1012_start_126","0","0","1","0","13110603"
"ここまでパーフェクトよ！","1107","3","8","8","0","0","vo_minigame_1012_start_130","0","0","1","0","13110701"
"最後ビシッと決めちゃえ！","1107","3","7","7","0","0","vo_minigame_1012_start_131","0","0","1","0","13110702"
"次間違えたら…","1108","3","3","3","0","0","vo_minigame_1012_start_132","0","0","1","0","13110801"
"最後くらい正解しなさい！","1108","3","2","2","0","0","vo_minigame_1012_start_133","0","0","1","0","13110802"
"正解よ！","1201","3","1","1","0","0","vo_minigame_1012_correct_100","0","0","1","0","13120101"
"やるわね！","1201","3","7","7","0","0","vo_minigame_1012_correct_101","0","0","1","0","13120102"
"いいじゃない！","1201","3","8","8","0","0","vo_minigame_1012_correct_102","0","0","1","0","13120103"
"それよ！","1201","3","1","1","0","0","vo_minigame_1012_correct_103","0","0","1","0","13120104"
"できてるわ！","1201","3","1","1","0","0","vo_minigame_1012_correct_104","0","0","1","0","13120105"
"ナイス！","1201","3","8","8","0","0","vo_minigame_1012_correct_105","0","0","1","0","13120106"
"バッチリね！","1201","3","7","7","0","0","vo_minigame_1012_correct_106","0","0","1","0","13120107"
"はやっ！","1202","3","5","5","0.01","3000","vo_minigame_1012_correct_110","8","0","1","0","13120201"
"すごっ！","1202","3","5","5","0","3000","vo_minigame_1012_correct_111","0","0","1","0","13120202"
"いいテンポよ！","1202","3","7","7","0","6000","vo_minigame_1012_correct_112","0","3001","1","0","13120203"
"速いわね！","1202","3","1","1","0","6000","vo_minigame_1012_correct_113","0","3001","1","0","13120204"
"素晴らしい！","1202","3","8","8","0","6000","vo_minigame_1012_correct_114","0","3001","1","0","13120205"
"ちょっと迷った？","1202","3","1","1","0","-1","vo_minigame_1012_correct_116","0","13333","1","0","13120206"
"あんた天才！？","1203","3","5","5","0.01","0","vo_minigame_1012_correct_120","8","0","1","0","13120301"
"覚えてるわね！","1204","3","1","1","0","0","vo_minigame_1012_correct_124","0","0","1","0","13120401"
"完璧みたいね！","1204","3","7","7","0","0","vo_minigame_1012_correct_126","0","0","1","0","13120402"
"解けたわね！","1205","3","8","8","0","0","vo_minigame_1012_correct_121","0","0","1","0","13120501"
"それで正解よ！","1205","3","8","8","0","0","vo_minigame_1012_correct_122","0","0","1","0","13120502"
"またまた正解！","1206","3","5","5","0","-1","vo_minigame_1012_correct_127","0","3","1","0","13120601"
"こっからよ！","1207","3","1","1","0","-1","vo_minigame_1012_correct_130","0","3","1","0","13120701"
"不正解！","1301","3","4","4","0","0","vo_minigame_1012_incorrect_100","0","0","1","0","13130101"
"違う！","1301","3","2","2","0","0","vo_minigame_1012_incorrect_101","0","0","1","0","13130102"
"間違いね…！","1301","3","3","3","0","0","vo_minigame_1012_incorrect_102","0","0","1","0","13130103"
"やっちゃった…！","1301","3","4","4","0","0","vo_minigame_1012_incorrect_103","0","0","1","0","13130104"
"あちゃ…！","1301","3","4","4","0","0","vo_minigame_1012_incorrect_104","0","0","1","0","13130105"
"残念ね…！","1301","3","3","3","0.01","0","vo_minigame_1012_incorrect_105","6","0","1","0","13130106"
"次こそは！","1301","3","2","2","0","0","vo_minigame_1012_incorrect_106","0","0","1","0","13130107"
"落ち着きなさい！？","1302","3","3","3","0","3000","vo_minigame_1012_incorrect_110","0","0","1","0","13130201"
"今のなに！？","1302","3","6","6","0.01","3000","vo_minigame_1012_incorrect_111","8","0","1","0","13130202"
"焦んないで！","1302","3","3","3","0","6000","vo_minigame_1012_incorrect_112","0","3001","1","0","13130203"
"ゆっくりでいいの！","1302","3","2","2","0","6000","vo_minigame_1012_incorrect_113","0","3001","1","0","13130204"
"速さより正確さ！","1302","3","2","2","0","6000","vo_minigame_1012_incorrect_114","0","3001","1","0","13130205"
"考えすぎた？","1302","3","5","5","0","-1","vo_minigame_1012_incorrect_115","0","20000","1","0","13130206"
"これはしょうがないわ…","1303","3","9","9","0","0","vo_minigame_1012_incorrect_120","0","0","1","0","13130301"
"できてた問題よ？","1304","3","3","3","0.01","0","vo_minigame_1012_incorrect_121","6","0","1","0","13130401"
"ちゃんと復習した？","1304","3","6","6","0.01","0","vo_minigame_1012_incorrect_122","2","0","1","0","13130402"
"一部は合ってたわ！","1305","3","1","1","0","0","vo_minigame_1012_incorrect_124","0","0","1","0","13130501"
"んー、惜しいわね！","1305","3","5","5","0","0","vo_minigame_1012_incorrect_125","0","0","1","0","13130502"
"どう…？","1401","3","3","3","0","0","vo_minigame_1012_hint_100","0","0","1","0","13140101"
"解けそう？","1401","3","10","10","0","0","vo_minigame_1012_hint_101","0","0","1","0","13140102"
"うーん…","1401","3","3","3","0.01","0","vo_minigame_1012_hint_102","2","0","1","0","13140103"
"さあどれ？","1401","3","1","1","0","0","vo_minigame_1012_hint_103","0","0","1","0","13140104"
"考えて…","1401","3","1","1","0","0","vo_minigame_1012_hint_104","0","0","1","0","13140105"
"寝てる？","1401","3","6","6","0","0","vo_minigame_1012_hint_105","0","0","1","0","13140106"
"おーい","1401","3","2","2","0","0","vo_minigame_1012_hint_106","0","0","1","0","13140107"
"最悪運任せよ！","1401","3","2","2","0","0","vo_minigame_1012_hint_107","0","0","1","0","13140108"
"よそ見してんじゃないわよ！","1401","3","2","2","0","0","vo_minigame_1012_hint_108","0","0","1","0","13140109"
"難しいわね…","1402","3","3","3","0.01","0","vo_minigame_1012_hint_110","6","0","1","0","13140201"
"難問ね…","1402","3","3","3","0","0","vo_minigame_1012_hint_111","0","0","1","0","13140202"
"勘でいっちゃう…？","1402","3","9","9","0","0","vo_minigame_1012_hint_112","0","0","1","0","13140203"
"ヒントあげるわ！","1501","3","7","7","0.01","20000","vo_minigame_1012_hint_113","11","3001","1","0","13150101"
"これで分かる？","1501","3","1","1","0","20000","vo_minigame_1012_hint_114","0","3001","1","0","13150102"
"特別サービスよ！","1501","3","7","7","0.01","20000","vo_minigame_1012_hint_115","11","3001","1","0","13150103"
"もう頼っちゃう？","1501","3","5","5","0","3000","vo_minigame_1012_hint_116","0","0","1","0","13150104"
"しょうがないわねー","1501","3","9","9","0","3000","vo_minigame_1012_hint_117","0","0","1","0","13150105"
"なによ？","1601","3","10","10","0.01","4","vo_minigame_1012_tap_100","5","1","1","0","13160101"
"消しゴム貸してほしいの？","1601","3","10","10","0.01","4","vo_minigame_1012_tap_101","5","1","1","0","13160102"
"いやなんなのよ？","1601","3","4","4","0","9","vo_minigame_1012_tap_102","0","5","1","0","13160103"
"ゴミでもついてる？","1601","3","6","6","0","9","vo_minigame_1012_tap_103","0","5","1","0","13160104"
"いい加減怒るわよ！","1601","3","2","2","0.01","-1","vo_minigame_1012_tap_104","1","10","1","0","13160105"
"何回触んのよ！！","1601","3","2","2","0.01","-1","vo_minigame_1012_tap_105","1","10","1","0","13160106"
"どの科目を勉強するか\n選びなさい！","2001","3","1","1","0","0","vo_minigame_1012_select_100","0","0","1","0","13200101"
"勉強熱心ね！\nさあ科目は何にする？","2001","3","8","8","0","0","vo_minigame_1012_select_101","0","0","1","0","13200102"
"勉強、勉強、楽しいな～♪\n…！　は、はやく選びなさい！","2001","3","4","8","3.03","0","vo_minigame_1012_select_102","7","0","1","0","13200103"
"これまでに勉強した内容を\n振り返れるわよ\n間違えちゃった問題も\nここで復習できるわ！","4001","3","1","1","0","0","vo_minigame_1012_archive_100","0","0","1","0","13400101"
"やった、〇ゲット～♪","1201","1","2","2","0.01","0","vo_minigame_1012_correct_207","4","0","2","0","21120101"
"やったねヒデサイ♪","1201","1","2","2","0.01","0","vo_minigame_1012_correct_208","4","0","2","0","21120102"
"さっすがヒデサイ♪","1201","1","3","3","0.01","0","vo_minigame_1012_correct_209","4","0","2","0","21120103"
"解けたっ…！","1202","1","5","5","0","-1","vo_minigame_1012_correct_215","0","13333","2","0","21120201"
"お、正解？","1202","1","6","6","0","-1","vo_minigame_1012_correct_217","0","13333","2","0","21120202"
"すごーい！","1203","1","6","6","0","0","vo_minigame_1012_correct_218","0","0","2","0","21120301"
"はなまる～♪","1203","1","2","2","0.01","0","vo_minigame_1012_correct_219","4","0","2","0","21120302"
"覚えてた～","1204","1","2","2","0","0","vo_minigame_1012_correct_225","0","0","2","0","21120401"
"やっと解けたよ～！","1205","1","4","4","0","0","vo_minigame_1012_correct_223","0","0","2","0","21120501"
"テンアゲ～♪","1206","1","2","2","0.01","-1","vo_minigame_1012_correct_228","4","3","2","0","21120601"
"逆転開始！","1207","1","3","3","0","-1","vo_minigame_1012_correct_231","0","3","2","0","21120701"
"テンサゲ～","1301","1","9","9","0.01","0","vo_minigame_1012_incorrect_207","6","0","2","0","21130101"
"間違いなの？","1301","1","4","4","0","0","vo_minigame_1012_incorrect_208","0","0","2","0","21130102"
"違うんじゃないかな？","1301","1","4","4","0","0","vo_minigame_1012_incorrect_209","0","0","2","0","21130103"
"遅かった？","1302","1","4","4","0","-1","vo_minigame_1012_incorrect_216","0","20000","2","0","21130201"
"ぼーっとしちゃった…！","1302","1","8","8","0","-1","vo_minigame_1012_incorrect_217","0","20000","2","0","21130202"
"きびしーよー","1303","1","4","4","0.01","0","vo_minigame_1012_incorrect_218","6","0","2","0","21130301"
"おにムズだよね～","1303","1","8","8","0","0","vo_minigame_1012_incorrect_219","0","0","2","0","21130302"
"あれ、違った…？","1304","1","6","6","0","0","vo_minigame_1012_incorrect_223","0","0","2","0","21130401"
"あとちょいだったね…！","1305","1","8","8","0","0","vo_minigame_1012_incorrect_226","0","0","2","0","21130501"
"すご、全部〇じゃん…！\nこの調子で教えてくれたら\nうちも頭よくなりそー！","3001","1","0","6","3.32","10","vo_minigame_1012_result_2000","0","10","2","1","21300101"
"え、〇しかなかった…？\n満点ってほんとにあるんだ…\nヒデサイマジすごい…！","3001","1","2","6","6.5","10","vo_minigame_1012_result_2001","3","10","2","1","21300102"
"満点じゃん！　やりー！\nもしかしてヒデサイには\n簡単過ぎた感じ？","3001","1","6","3","3.1","10","vo_minigame_1012_result_2002","5","10","2","1","21300103"
"ビシッと決まったね！\nヒデサイ、ベンキョー\n教えてくれてありがとー♪","3001","1","2","3","2.06","10","vo_minigame_1012_result_2003","11","10","2","2","21300104"
"ムズい問題もぜーんぶ正解！\n激アツじゃん！\nヒデサイ、頭よすぎ～","3001","1","7","3","4.45","10","vo_minigame_1012_result_2004","0","10","2","2","21300105"
"きゃはっ、満点じゃん！\n一緒にベンキョーしてる\nうちまでいい気分！","3001","1","2","2","0.01","10","vo_minigame_1012_result_2005","11","10","2","2","21300106"
"ヒデサイ、満点パーフェクト！\nこれで、もーサイツヨだね！\nそれっ、ハイタッチ～！","3001","1","3","2","6.64","10","vo_minigame_1012_result_2006","11","10","2","3","21300107"
"カンペキ過ぎて\nまぶしぃんですけど！\n〇しかないってどゆこと！？","3001","1","6","6","0","10","vo_minigame_1012_result_2007","0","10","2","3","21300108"
"おにムズでも満点じゃん…！\nヒデサイセンセーマジすごい！\nこれからも頼りにしてるよ～","3001","1","7","6","5.76","10","vo_minigame_1012_result_2008","0","10","2","3","21300109"
"ヒデサイ、もしかして\nよゆーな感じ？\n正解しまくりじゃん！","3001","1","6","6","0","9","vo_minigame_1012_result_2009","0","7","2","1","21300110"
"〇いっぱいで、わろ～\nてかヒデサイ教えるのうまっ！\nめちゃわかりやすかったよ♪","3001","1","7","2","2.59","9","vo_minigame_1012_result_2010","0","7","2","1","21300111"
"これだけ〇あったら、\nめちゃ気持ちいいね♪\n次は満点取っちゃおー！","3001","1","3","2","4.09","9","vo_minigame_1012_result_2011","11","7","2","1","21300112"
"満点まで、もーすぐじゃん！\nさっすがヒデサイ！\nバイブス上がってきた～","3001","1","3","2","2.47","9","vo_minigame_1012_result_2012","0","7","2","2","21300113"
"きゃはっ、めちゃ解けてる～\nもー次は満点っしょ！\nテンアゲしてきたね♪","3001","1","3","3","0.01","9","vo_minigame_1012_result_2013","11","7","2","2","21300114"
"ヒデサイのおかげで\nうちもちょっちベンキョー\nわかってきたかも！","3001","1","2","2","0","9","vo_minigame_1012_result_2014","0","7","2","2","21300115"
"おにムズ問題も\n〇ばっかじゃん…！\nヒデサイ、マジ心強い！","3001","1","2","6","3.45","9","vo_minigame_1012_result_2015","0","7","2","3","21300116"
"ヒデサイセンセーに\n追いつけ追い越せ！\nうちもがんばる～！","3001","1","3","3","0","9","vo_minigame_1012_result_2016","0","7","2","3","21300117"
"おにムズ問題も\nあとちょいで満点じゃん！\nもーここまできたら\nやるしかないっしょ！","3001","1","3","2","4","9","vo_minigame_1012_result_2017","0","7","2","3","21300118"
"お！　あと半分だし\nうちも、もうちっと\nがんばってみるね！","3001","1","0","6","0.92","6","vo_minigame_1012_result_2018","0","4","2","1","21300119"
"まだイミフな問題あるけど\n悪くないよね？\nバイブス上がってきたし\n次もっとイケんじゃない？","3001","1","3","0","4.36","6","vo_minigame_1012_result_2019","0","4","2","1","21300120"
"だいたい半分ぐらい？\nじゃあ、こっからだね！\n集中、集中！","3001","1","2","6","2.35","6","vo_minigame_1012_result_2020","0","4","2","1","21300121"
"これで半分ぐらい？\nよしっ、とりま赤点回避！\nやりー！","3001","1","2","0","2.13","6","vo_minigame_1012_result_2021","0","4","2","2","21300122"
"あともう半分だね！\nフレッフレッ、ヒデサイ！\nうちもがんばる～！","3001","1","2","0","2.38","6","vo_minigame_1012_result_2022","0","4","2","2","21300123"
"う～ん、やっぱムズいね\nでも、半分ぐらい〇だし\nイケそーな気するね！","3001","1","0","4","3.5","6","vo_minigame_1012_result_2023","0","4","2","2","21300124"
"だいたい半分正解？\nとゆーことは\nあと半分で満点じゃん！","3001","1","6","0","2.25","6","vo_minigame_1012_result_2024","0","4","2","3","21300125"
"やるじゃんヒデサイ！\nえ？　もっと上目指すの？\nじゃあうちもがんばる！","3001","1","6","3","2.14","6","vo_minigame_1012_result_2025","0","4","2","3","21300126"
"おにムズだったのに\n半分解けてる…！？\nヒデサイいい感じ！","3001","1","2","6","3.75","6","vo_minigame_1012_result_2026","0","4","2","3","21300127"
"おにムズだったね～\n…え？　これって簡単なの？\nえへへ、うそだ～？","3001","1","10","4","2.53","3","vo_minigame_1012_result_2027","5","1","2","1","21300128"
"…ねーねー、ヒデサイ\nうちに合わせて\n悪い点取らなくていいんだよ？","3001","1","4","4","0.01","3","vo_minigame_1012_result_2028","9","1","2","1","21300129"
"ウォーミングアップは\nこんなところで…\nヒデサイ、次は\n本気出しちゃおうよ！","3001","1","3","0","2.93","3","vo_minigame_1012_result_2029","0","1","2","1","21300130"
"あ、ヒデサイ\nうちと点数おそろじゃん！\n一緒に赤点取っちゃおっか～♪","3001","1","3","0","4.26","3","vo_minigame_1012_result_2030","4","1","2","2","21300131"
"えーっと…\nもっかい教えてくれたら\n次はもうちょい\nイケる気するよっ！","3001","1","10","10","0","3","vo_minigame_1012_result_2031","0","1","2","2","21300132"
"うちもさっぱりだった～\nどこ間違えたんだろ…？\nもっかいベンキョーしてみる？","3001","1","0","9","4.98","3","vo_minigame_1012_result_2032","5","1","2","2","21300133"
"おにムズ過ぎてマジさっぱり…\nどーしよ…\nヒデサイ、助けて～","3001","1","4","4","0.01","3","vo_minigame_1012_result_2033","9","1","2","3","21300134"
"赤点って感じ？\nう～ん…せっかくだし\nうちと一緒にがんばろ！","3001","1","4","4","0.01","3","vo_minigame_1012_result_2034","6","1","2","3","21300135"
"やっぱムズいね…\nでも０点じゃないし\nオーライっしょ！","3001","1","10","4","2.51","3","vo_minigame_1012_result_2035","11","1","2","3","21300136"
"よし、結果は…\nって０ってマ！？\nヒデサイ、どーしちゃったの？","3001","1","6","0","2.54","0","vo_minigame_1012_result_2036","0","0","2","1","21300137"
"ヒデサイ\nわざと０点取ったっしょ？\n違うの？　ほんとに～？","3001","1","10","2","4.08","0","vo_minigame_1012_result_2037","5","0","2","1","21300138"
"ヒデサイ、０点だね…\nうちが代わりに\nベンキョー教えてあげよっか…？","3001","1","4","6","3.41","0","vo_minigame_1012_result_2038","0","0","2","1","21300139"
"んーっと…\nぜんぜんわかんなかった！\nでも、ベンキョーって\nいつもそーだよね！","3001","1","8","10","4.1","0","vo_minigame_1012_result_2039","0","0","2","2","21300140"
"これ、うちら習ったっけ？\nヒデサイも覚えてない感じ？\nじゃあ仕方ないっしょ！\n次いこ次！","3001","1","2","6","5.8","0","vo_minigame_1012_result_2040","4","0","2","2","21300141"
"ねねね、全部×って\nこれはこれでレアなんじゃ？\n喜んじゃダメ？","3001","1","8","10","4.6","0","vo_minigame_1012_result_2041","3","0","2","2","21300142"
"おにムズってのはわかった！\nこれも一歩前進…だよね？\n次がんばろーよ！","3001","1","2","10","6.04","0","vo_minigame_1012_result_2042","0","0","2","3","21300143"
"０点…！　でもでも\nうちらバイブスは満点じゃん♪\nヒデサイ、もっかいやろ！","3001","1","3","9","1.92","0","vo_minigame_1012_result_2043","4","0","2","3","21300144"
"ヒデサイと同じ点数\nちょっちうれしーかも？\n一緒に０からがんばろーね！","3001","1","7","7","0","0","vo_minigame_1012_result_2044","0","0","2","3","21300145"
"えへへ～","1201","2","2","2","0","0","vo_minigame_1012_correct_232","0","0","2","0","22120101"
"へぇ～","1201","2","6","6","0","0","vo_minigame_1012_correct_233","0","0","2","0","22120102"
"まる～♪","1201","2","3","3","0","0","vo_minigame_1012_correct_234","0","0","2","0","22120103"
"びゅーん！","1202","2","2","2","0","3000","vo_minigame_1012_correct_235","0","0","2","0","22120201"
"やりー！","1202","2","2","2","0","3000","vo_minigame_1012_correct_236","0","0","2","0","22120202"
"ナイス～","1202","2","3","3","0","6000","vo_minigame_1012_correct_237","0","3001","2","0","22120203"
"ギリギリ～！","1202","2","6","6","0","-1","vo_minigame_1012_correct_238","0","13333","2","0","22120204"
"どやぁ！","1203","2","7","7","0","0","vo_minigame_1012_correct_239","0","0","2","0","22120301"
"だよね♪","1204","2","3","3","0.01","0","vo_minigame_1012_correct_241","4","0","2","0","22120401"
"イケた！","1205","2","6","6","0","0","vo_minigame_1012_correct_240","0","0","2","0","22120501"
"サイツヨ～","1206","2","2","2","0","-1","vo_minigame_1012_correct_242","0","3","2","0","22120601"
"負けないよ～","1207","2","5","5","0","-1","vo_minigame_1012_correct_243","0","3","2","0","22120701"
"ダメ？","1301","2","4","4","0","0","vo_minigame_1012_incorrect_227","0","0","2","0","22130101"
"ガーンッ…！","1301","2","4","4","0.01","0","vo_minigame_1012_incorrect_228","6","0","2","0","22130102"
"むむっ…！","1301","2","5","5","0","0","vo_minigame_1012_incorrect_229","0","0","2","0","22130103"
"ええ…！？","1302","2","6","6","0","3000","vo_minigame_1012_incorrect_231","0","0","2","0","22130202"
"あちゃ～…","1302","2","4","4","0","6000","vo_minigame_1012_incorrect_232","0","3001","2","0","22130203"
"待ってよ～","1302","2","4","4","0","-1","vo_minigame_1012_incorrect_233","0","20000","2","0","22130204"
"おにムズ～","1303","2","9","9","0","0","vo_minigame_1012_incorrect_234","0","0","2","0","22130301"
"なんだっけ？","1304","2","10","10","0","0","vo_minigame_1012_incorrect_235","0","0","2","0","22130401"
"くやし～","1305","2","5","5","0","0","vo_minigame_1012_incorrect_236","0","0","2","0","22130501"
"もー終わりそう！","1701","2","6","6","0.01","30000","vo_minigame_1012_time_200","3","20000","2","0","22170101"
"急がなきゃ…！","1701","2","5","5","0.01","30000","vo_minigame_1012_time_201","9","20000","2","0","22170102"
"〇多すぎてわろ～\nスラスラ解いてくし\nまじカッコよかったよ♪","3001","2","3","2","2.81","-1","vo_minigame_1012_result_2045","4","20","2","1","22300101"
"点数イケイケじゃん！　\nもしかして、ヒデサイには\n簡単過ぎた感じ？","3001","2","2","3","2.31","-1","vo_minigame_1012_result_2046","11","20","2","1","22300102"
"きゃはっ、もうバッチリだね♪\n他の問題も教えてほしーし\n次はムズいのいっちゃう？","3001","2","3","3","0.01","-1","vo_minigame_1012_result_2047","11","20","2","1","22300103"
"ムズい問題なのに\n〇でいっぱいじゃん…！\nさっすが、ヒデサイセンセー！","3001","2","7","6","4.33","-1","vo_minigame_1012_result_2048","11","20","2","2","22300104"
"一緒にベンキョー\nしてるだけなのに\nうちまで賢くなった気する…！\nマジありがとね","3001","2","2","6","5.73","-1","vo_minigame_1012_result_2049","0","20","2","2","22300105"
"これってムズい問題だよね？\nなんで簡単に解いてくの？\nヒデサイ、すごすぎ！","3001","2","6","6","0.01","-1","vo_minigame_1012_result_2050","8","20","2","2","22300106"
"おにムズなのに\n答えるの一瞬だったね…！\nヒデサイ、頭良すぎじゃん？","3001","2","3","6","4.02","-1","vo_minigame_1012_result_2051","0","20","2","3","22300107"
"まる、まる、はなまる～\nきゃははっ、すごっ！\nさっすがヒデサイ！\nハイタッチー！","3001","2","3","2","5.24","-1","vo_minigame_1012_result_2052","11","20","2","3","22300108"
"これだけ教えてもらったら\nもうテストもよゆーっしょ！\nヒデサイ、マジありがとね♪","3001","2","3","2","4.6","-1","vo_minigame_1012_result_2053","4","20","2","3","22300109"
"うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？","3001","2","10","6","5.57","-1","vo_minigame_1012_result_2054","0","20","2","1","22300110"
"うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？","3001","2","10","6","5.57","-1","vo_minigame_1012_result_2054","0","20","2","2","22300112"
"うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？","3001","2","10","6","5.57","-1","vo_minigame_1012_result_2054","0","20","2","3","22300114"
"めちゃ問題あったのに\nバンバン答えてくし\n超頼もしかった！","3001","2","2","2","0","19","vo_minigame_1012_result_2056","0","15","2","1","22300116"
"おーさすがヒデサイ！\n〇の数も超ヒデサイだね♪\nイェーイ！","3001","2","3","6","5.23","19","vo_minigame_1012_result_2057","11","15","2","1","22300117"
"ヒデサイ、〇でいっぱいじゃん♪\nうちも教えてもらったとこは\nけっこー覚えてきたかも？","3001","2","2","3","3.23","19","vo_minigame_1012_result_2058","11","15","2","1","22300118"
"アゲアゲな点数じゃん！\nとりま、どやっとく？\nせーの、どやぁ…！","3001","2","7","3","6","19","vo_minigame_1012_result_2059","10","15","2","2","22300119"
"ムズい問題も\nだんだん解けてくると\nたのしーね\nちょっち感動～","3001","2","7","7","0","19","vo_minigame_1012_result_2060","0","15","2","2","22300120"
"たくさん解いても\nヒデサイは頭パンクしないの？\nスゴ…！","3001","2","6","6","0","19","vo_minigame_1012_result_2061","0","15","2","2","22300121"
"わわっ、〇ばっかり…！\nこの調子なら\n次は20に届くんじゃない？","3001","2","2","6","3.06","19","vo_minigame_1012_result_2062","3","15","2","3","22300122"
"15個以上〇って…！\nおにムズなのに、すごすぎ～\nうちもがんばらなきゃ！","3001","2","5","6","5.74","19","vo_minigame_1012_result_2063","0","15","2","3","22300123"
"すっごい集中力…！\nもしかして、ヒデサイ\nおにムズ問題ほど\n燃える感じっしょ？","3001","2","3","6","2.67","19","vo_minigame_1012_result_2064","0","15","2","3","22300124"
"きゃはっ、いい感じ！\nたくさん解けてるし\nベンキョーの成果\n…ってやつだね♪","3001","2","3","3","0","14","vo_minigame_1012_result_2067","0","10","2","1","22300131"
