308956a09dad2979e255cb3c4243d70348183c443850c46b6b5fecb3d36e237c,f2ee0abae21a9a56f533f2b9e07f0660f9a308b9f678485b0ffd12996e8afcb2,6906a0e538749ef10940cb3b7395098e8816fde9e0238b202d44da250516b632,7bea19b46eea08d97b950021367c9287ea79db8bdb12144b9d69489c89a9d50f,5bcc772c2f138e5379cc9fbac3a0f5445f53cd890786e795e5b4d709ca392efa,7aba2174875c4b508760fb193edde74dd77c0cccc8d350779ff4c116a9dbf796,f77e1f54f8c741a55bfcedb30be73f5c83ffea5538d9d3b94ac28a145798d203,f0ed93abc137a628014a00249024ee0af4e399649e2943bf410f2a91553eef64,145994226c1e9c05407e449c1fe02ef6a94312392281839ed565681554d2c38f,61bfd31c4b6ada601f1ceedfee93446a6e4bc32943ee48854593b0619fe332fe,86b6e008ad0e266b937d42aac3687e23937a1da495d6fa30d6d4ba16d851e9d9,be2722441b26c17001f5a9a195e869615db99e3c76bf14e417358ccaeef60232,db74c17d1d1940e012039d47e02e3b40fb3c74f83d5b0766815a606fc68fa77b,ce387153fb9b19415e4e762e30c6a6153357086dd05d642719840b0d53f88d67,fc5a18475f162d50645e1c524fefd6e2097a1e5d598692fcf0c46815743985f0,f12bf8ea52733faf704e9a1504c47358a86992bc084a19136f04ae3bf3e23ff9,947fd0f9dd42518bb6a54a09c429f75dc2fa6b15ca890514f0f7ca63c6464faf,3b2c32b3bfb9646e236359488ad468776117e43818b0cd63a652f100c7277e23,2e32306775cff02fea79104e79597bd726d48bb74891beb5379f4e6a2418a3bf,4cab8b5f3546ccaeb26f410d20046e2bc03381882b1f13b3a5eea171bafa527d,858a10b73121d8585ec86582f66c88c885a2105b7ffba7d60373670ce95236df
"248","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1037","4","2","0"
"249","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1037","8","2","0"
"250","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1037","12","2","0"
"251","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1037","16","2","0"
"252","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1038","0","0","0"
"253","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1038","4","2","0"
"254","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1038","8","2","0"
"255","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1038","12","2","0"
"256","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1038","16","2","0"
"257","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1039","0","0","0"
"258","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1039","4","2","0"
"259","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1039","8","2","0"
"260","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1039","12","2","0"
"261","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1039","16","2","0"
"262","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1040","0","0","0"
"263","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1040","4","2","0"
"264","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1040","8","2","0"
"265","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1040","12","2","0"
"266","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1040","16","2","0"
"267","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1041","0","0","0"
"268","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1041","4","2","0"
"269","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1041","8","2","0"
"270","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1041","12","2","0"
"271","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1041","16","2","0"
"272","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1042","0","0","0"
"273","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1042","4","2","0"
"274","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1042","8","2","0"
"275","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1042","12","2","0"
"276","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1042","16","2","0"
"277","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1043","0","0","0"
"278","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1043","4","2","0"
"279","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1043","8","2","0"
"280","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1043","12","2","0"
"281","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1043","16","2","0"
"282","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1044","0","0","0"
"283","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1044","4","2","0"
"284","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1044","8","2","0"
"285","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1044","12","2","0"
"286","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1044","16","2","0"
"287","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1045","0","0","0"
"288","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1045","4","2","0"
"289","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1045","8","2","0"
"290","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1045","12","2","0"
"291","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1045","16","2","0"
"292","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1046","0","0","0"
"293","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1046","4","2","0"
"294","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1046","8","2","0"
"295","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1046","12","2","0"
"296","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1046","16","2","0"
"297","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1047","0","0","0"
"298","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1047","4","2","0"
"299","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1047","8","2","0"
"300","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1047","12","2","0"
"301","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1047","16","2","0"
"302","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1048","0","0","0"
"303","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1048","4","2","0"
"304","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1048","8","2","0"
"305","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1048","12","2","0"
"306","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1048","16","2","0"
"307","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1049","0","0","0"
"308","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1049","4","2","0"
"309","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1049","8","2","0"
"310","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1049","12","2","0"
"311","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1049","16","2","0"
"312","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1050","0","0","0"
"313","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1050","4","2","0"
"314","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1050","8","2","0"
"315","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1050","12","2","0"
"316","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1050","16","2","0"
"317","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1051","0","0","0"
"318","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1051","4","2","0"
"319","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1051","8","2","0"
"320","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1051","12","2","0"
"321","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1051","16","2","0"
"322","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1052","0","0","0"
"323","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1052","4","2","0"
"324","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1052","8","2","0"
"325","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1052","12","2","0"
"326","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1052","16","2","0"
"327","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1053","0","0","0"
"328","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1053","4","2","0"
"329","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1053","8","2","0"
"330","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1053","12","2","0"
"331","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1053","16","2","0"
"332","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1054","0","0","0"
"333","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1054","4","2","0"
"334","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1054","8","2","0"
"335","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1054","12","2","0"
"336","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1054","16","2","0"
"337","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1055","0","0","0"
"338","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1055","4","2","0"
"339","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1055","8","2","0"
"340","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1055","12","2","0"
"341","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1055","16","2","0"
"342","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1056","0","0","0"
"343","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1056","4","2","0"
"344","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1056","8","2","0"
"345","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1056","12","2","0"
"346","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1056","16","2","0"
"347","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1057","0","0","0"
"348","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1057","4","2","0"
"349","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1057","8","2","0"
"350","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1057","12","2","0"
"351","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1057","16","2","0"
"352","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1058","0","0","0"
"353","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1058","4","2","0"
"354","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1058","8","2","0"
"355","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1058","12","2","0"
"356","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1058","16","2","0"
"357","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1059","0","0","0"
"358","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1059","4","2","0"
"359","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1059","8","2","0"
"360","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1059","12","2","0"
"361","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1059","16","2","0"
"362","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1060","0","0","0"
"363","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1060","4","2","0"
"364","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1060","8","2","0"
"365","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1060","12","2","0"
"366","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1060","16","2","0"
"367","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1061","0","0","0"
"368","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1061","4","2","0"
"369","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1061","8","2","0"
"370","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1061","12","2","0"
"371","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1061","16","2","0"
"372","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1063","0","0","0"
"373","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1063","4","2","0"
"374","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1063","8","2","0"
"375","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1063","12","2","0"
"376","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1063","16","2","0"
"377","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1064","0","0","0"
"378","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1064","4","2","0"
"379","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1064","8","2","0"
"380","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1064","12","2","0"
"381","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1064","16","2","0"
"382","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1065","0","0","0"
"383","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1065","4","2","0"
"384","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1065","8","2","0"
"385","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1065","12","2","0"
"386","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1065","16","2","0"
"387","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1066","0","0","0"
"388","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1066","4","2","0"
"389","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1066","8","2","0"
"390","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1066","12","2","0"
"391","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1066","16","2","0"
"392","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1067","0","0","0"
"393","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1067","4","2","0"
"394","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1067","8","2","0"
"395","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1067","12","2","0"
"396","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1067","16","2","0"
"397","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1068","0","0","0"
"398","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1068","4","2","0"
"399","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1068","8","2","0"
"400","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1068","12","2","0"
"401","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1068","16","2","0"
"402","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1069","0","0","0"
"403","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1069","4","2","0"
"404","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1069","8","2","0"
"405","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1069","12","2","0"
"406","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1069","16","2","0"
"407","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1070","0","0","0"
"408","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1070","4","2","0"
"409","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1070","8","2","0"
"410","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1070","12","2","0"
"411","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1070","16","2","0"
"412","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1071","0","0","0"
"413","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1071","4","2","0"
"414","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1071","8","2","0"
"415","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1071","12","2","0"
"416","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1071","16","2","0"
"417","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1072","0","0","0"
"418","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1072","4","2","0"
"419","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1072","8","2","0"
"420","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1072","12","2","0"
"421","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1072","16","2","0"
"422","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1073","0","0","0"
"423","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1073","4","2","0"
"424","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1073","8","2","0"
"425","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1073","12","2","0"
"426","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1073","16","2","0"
"427","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1074","0","0","0"
"428","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1074","4","2","0"
"429","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1074","8","2","0"
"430","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1074","12","2","0"
"431","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1074","16","2","0"
"432","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1075","0","0","0"
"433","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1075","4","2","0"
"434","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1075","8","2","0"
"435","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1075","12","2","0"
"436","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1075","16","2","0"
"437","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1076","0","0","0"
"438","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1076","4","2","0"
"439","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1076","8","2","0"
"440","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1076","12","2","0"
"441","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1076","16","2","0"
"442","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1077","0","0","0"
"443","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1077","4","2","0"
"444","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1077","8","2","0"
"445","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1077","12","2","0"
"446","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1077","16","2","0"
"447","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1078","0","0","0"
"448","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1078","4","2","0"
"449","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1078","8","2","0"
"450","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1078","12","2","0"
"451","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1078","16","2","0"
"452","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1079","0","0","0"
"453","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1079","4","2","0"
"454","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1079","8","2","0"
"455","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1079","12","2","0"
"456","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1079","16","2","0"
"457","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1080","0","0","0"
"458","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1080","4","2","0"
"459","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1080","8","2","0"
"460","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1080","12","2","0"
"461","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1080","16","2","0"
"462","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1081","0","0","0"
"463","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1081","4","2","0"
"464","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1081","8","2","0"
"465","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1081","12","2","0"
"466","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1081","16","2","0"
"467","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1082","0","0","0"
"468","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1082","4","2","0"
"469","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1082","8","2","0"
"470","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1082","12","2","0"
"471","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1082","16","2","0"
"472","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1083","0","0","0"
"473","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1083","4","2","0"
"474","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1083","8","2","0"
"475","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1083","12","2","0"
"476","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1083","16","2","0"
"477","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1084","0","0","0"
"478","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1084","4","2","0"
"479","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1084","8","2","0"
"480","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1084","12","2","0"
"481","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1084","16","2","0"
"482","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1085","0","0","0"
"483","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1085","4","2","0"
"484","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1085","8","2","0"
"485","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1085","12","2","0"
"486","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1085","16","2","0"
"487","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1086","0","0","0"
"488","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1086","4","2","0"
"489","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1086","8","2","0"
"490","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1086","12","2","0"
"491","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1086","16","2","0"
"492","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1087","0","0","0"
"493","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1087","4","2","0"
"494","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1087","8","2","0"
"495","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1087","12","2","0"
"496","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1087","16","2","0"
"497","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1088","0","0","0"
"498","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1088","4","2","0"
"499","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1088","8","2","0"
"500","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1088","12","2","0"
"501","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1088","16","2","0"
"502","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1089","0","0","0"
"503","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1089","4","2","0"
"504","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1089","8","2","0"
"505","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1089","12","2","0"
"506","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1089","16","2","0"
"507","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1090","0","0","0"
"508","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1090","4","2","0"
"509","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1090","8","2","0"
"510","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1090","12","2","0"
"511","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1090","16","2","0"
"512","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1091","0","0","0"
"513","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1091","4","2","0"
"514","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1091","8","2","0"
"515","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1091","12","2","0"
