1b4ac99cc3d6528a1c9c4e69ac2f71fce9eb1319f093b30b45d781603e74c710,92826f85e4cf94156e74c1e336c6f843cf4b95eae9a257bf90386d4a4fd21ab8,dbf0e2b9762e7a950c185171405c411b7a252fe9a1bbbaf578596b063e86e55b,a351a954fe4c7feebe9aa39385e7537dd96c8c1ecca2a1a51ecfe4554436e0f6,4401c6d0d4a2c025ee55d77f3fd4ec624ec09c676e9e021494b3f2a5d6e423a6,90a2ec7ca6d01bfdb5f32a19fc78690cb723a8e293a7d58edf6773f53809faac,2c2f8998ec9097d311d2684a1f79ba0b59b361fa27c274114ac89ccc465c66e6,85a77a4bb462328aaba24e30963169a90cf8b06ec51c04e0332d473d4a3be86d,7535c01130da8e73d34754d9b141b0aed6e07f80144e758f032f4d3d20d9c5b6,2fff0634bbeebdb27c95abbbe4704ab3f43c653f49a42f66797636482f859c82,98ff593321953c278fc6964e4968b1703be2da1951c3ace47cb5b794c1d99a2b
"1330012","","0.5","","","","","33","","","93"
"1330013","","2","pkb_talk_yell","","","0","33","","0.2","3"
"1330014","","3","","","","","33","","","93"
"1330015","pkb_idle_shock","2","pkb_shock","1","","0","33","","0.2","3"
"1330016","","1330011","","","","","33","","","91"
"1330017","","2","pkb_idle_normal","","","1","33","","0.2","3"
"1340001","170","1","106531","-150","pkb_idle_normal","100","34","1","1.6","1"
"1340002","-20","1","113411","-150","pkb_idle_normal","100","34","0","1.6","1"
"1340003","pkb_idle_arm_crossed","106531","pkb_talk_arm_crossed","1","","0","34","0.2","0.2","3"
"1340004","0","vo_minigame_1006","vo_minigame_1006_top_talk_13_301","","","0","34","","","21"
"1340005","0","106531","キミもすげえボール\n投げるじゃねえか\nどうやって\n投げてんだ？","0","-1","8","34","0","0","11"
"1340006","","3.4","","","","","34","","","93"
"1340007","","106531","pkb_talk_normal","","","1","34","","0.2","3"
"1340008","","1340005","","","","","34","","","91"
"1340009","","106531","pkb_idle_normal","","","1","34","","0.2","3"
"1340010","","113411","pkb_talk_normal","","","1","34","","0.2","3"
"1340011","0","vo_minigame_1006","vo_minigame_1006_top_talk_13_202","","","0","34","","","21"
"1340012","0","113411","超能りょ……\nじゃなくて！\n特別な魔法を\n使ってるんだ～えへへ","0","1","8","34","0","0","11"
"1340013","","1.2","","","","","34","","","93"
"1340014","pkb_talk_surprise1","113411","pkb_surprise","1","","0","34","0.2","0.2","3"
"1340015","","1","","","","","34","","","93"
"1340016","","113411","pkb_talk_joy3","","","1","34","","0.2","3"
"1340017","","1340012","","","","","34","","","91"
"1340018","","113411","pkb_idle_normal","","","1","34","","0.2","3"
"1350001","-20","1","113511","-150","pkb_idle_normal","100","35","0","1.6","1"
"1350002","170","1","102311","-150","pkb_idle_normal","100","35","1","1.6","1"
"1350003","","113511","pkb_talk_joy3","","","1","35","","0.2","3"
"1350004","0","vo_minigame_1006","vo_minigame_1006_top_talk_14_101","","","0","35","","","21"
"1350005","0","113511","アヤネちゃん\n今日も打撃コーチを\nよろしくね～\n頼りにしてるから～！","0","0.5","6","35","0","0","11"
"1350006","","5.2","","","","","35","","","93"
"1350007","","113511","pkb_talk_wish","","","1","35","","0.2","3"
"1350008","","1350005","","","","","35","","","91"
"1350009","","113511","pkb_idle_normal","","","1","35","","0.2","3"
"1350010","","102311","pkb_talk_joy1","","","1","35","","0.2","3"
"1350011","0","vo_minigame_1006","vo_minigame_1006_top_talk_14_402","","","0","35","","","21"
"1350012","0","102311","お兄ちゃんたちが\nいっぱいホームラン\n打てるように\nがんばるね！","0","-1","8","35","0","0","11"
"1350013","","3.2","","","","","35","","","93"
"1350014","pkb_idle_doya","102311","pkb_talk_doya","1","","0","35","","0.2","3"
"1350015","","1350012","","","","","35","","","91"
"1350016","","102311","pkb_idle_normal","","","1","35","","0.2","3"
"1360001","170","3","3","-130","pkb_idle_normal_l","100","36","1","55","5"
"1360002","-20","1","1","-130","pkb_idle_normal","100","36","0","55","5"
"1360003","pkb_idle_arm_crossed_l","3","pkb_talk_arm_crossed_l","1","","0","36","0.2","0.2","3"
"1360004","0","vo_minigame_1006","vo_minigame_1006_top_talk_15_601","","","0","36","","","21"
"1360005","0","3","おい、アサヒ！\nどんくらい上達したか\n見せてみろ！","0","-0.5","8","36","0","0","11"
"1360006","","1360005","","","","","36","","","91"
"1360007","","3","pkb_idle_normal_l","","","1","36","","0.2","3"
"1360008","pkb_idle_guts","1","pkb_talk_guts","1","","0","36","","0.2","3"
"1360009","0","vo_minigame_1006","vo_minigame_1006_top_talk_15_702","","","0","36","","","21"
"1360010","0","1","ああ！　ダイチこそ\n手加減なしで頼むよ\n真剣勝負だ！","0","0","8","36","0","0","11"
"1360011","","1360010","","","","","36","","","91"
"1360012","","1","pkb_idle_normal","","","1","36","","0.2","3"
"1370001","-20","1","1","-130","pkb_idle_normal","100","37","0","55","5"
"1370002","170","3","3","-130","pkb_idle_normal_l","100","37","1","55","5"
"1370003","pkb_idle_guts","1","pkb_talk_guts","1","","0","37","","0.2","3"
"1370004","0","vo_minigame_1006","vo_minigame_1006_top_talk_16_701","","","0","37","","","21"
"1370005","0","1","全国大会に絶対行こう\n俺たちの夢を\n叶えるんだ！","0","-0.5","8","37","0","0","11"
"1370006","","3.2","","","","","37","","","93"
"1370007","pkb_idle_normal","1","pkb_talk_handsup","1","","0","37","0.2","0.2","3"
"1370008","","1370005","","","","","37","","","91"
"1370009","","1","pkb_idle_normal","","","1","37","","0.2","3"
"1370010","pkb_idle_arm_crossed_l","3","pkb_talk_arm_crossed_l","1","","0","37","0.2","0.2","3"
"1370011","0","vo_minigame_1006","vo_minigame_1006_top_talk_16_602","","","0","37","","","21"
"1370012","0","3","ふん、当然だろ\n俺たちなら\n全国優勝だって\n夢じゃねえぜ！","0","1","8","37","0","0","11"
"1370013","","4.8","","","","","37","","","93"
"1370014","pkb_idle_guts_l","3","pkb_talk_guts_l","1","","0","37","","0.2","3"
"1370015","","1370012","","","","","37","","","91"
"1370016","","3","pkb_idle_normal_l","","","1","37","","0.2","3"
"1380001","170","1","106531","-150","pkb_idle_normal","100","38","1","1.6","1"
"1380002","-20","2","2","-130","pkb_idle_normal","100","38","0","55","5"
"1380003","pkb_idle_arm_crossed","106531","pkb_talk_arm_crossed","1","","0","38","0.2","0.2","3"
"1380004","0","vo_minigame_1006","vo_minigame_1006_top_talk_17_301","","","0","38","","","21"
"1380005","0","106531","結構やるように\nなってきたじゃねえか\nこっからはオレ様も\n本気でいくぜぇ！！","0","-0.5","8","38","0","0","11"
"1380006","","3.6","","","","","38","","","93"
"1380007","pkb_idle_doya","106531","pkb_talk_doya","1","","0","38","","0.2","3"
"1380008","","2","","","","","38","","","93"
"1380009","pkb_idle_normal","106531","pkb_talk_handsup","1","","0","38","0.2","0.2","3"
"1380010","","1380005","","","","","38","","","91"
"1380011","","1","","","","","38","","","93"
"1380012","","106531","pkb_idle_normal","","","1","38","","0.2","3"
"1380013","pkb_idle_shock","2","pkb_shock","1","","0","38","","0.2","3"
"1380014","0","vo_minigame_1006","vo_minigame_1006_top_talk_17_802","","","0","38","","","21"
"1380015","0","2","マジか……\nまだ本気じゃ\nなかったのかよ\n…何人か死ぬな","0","1","7","38","0","0","11"
"1380016","","1380015","","","","","38","","","91"
"1380017","","2","pkb_idle_normal","","","1","38","","0.2","3"
