ec711f62af5ef51799df5c08f197397a28fc4a92b4b640a40c512ef50f3325a6,2f7d2b42eb216ca3789ded4c04643af9d7ac2f936888235adfda64921c92e64f,3c20847f37b50261b501e1329883b7e3038b9674498c17647cdddeec92c61308,158fe0e909bc90da5e4fa331da17260f93aaacb78900971b2f919d1d90a9a7d1,ffdedc27ee8f56704b8fab9d3ab5b19939b32fef3723e51dcbe1c7880974f1b8,f1a617bef1d3ace5526f137a55d8ab9b66f24230e85dc561628927e04bee29f1,924036ee46b003746ca309eb91c159fd6176017a36e5b8ba81010645ba69c704,4977c3c9e6e32b92d74587836c3bee88a919fbd26c150aa4d70f3912a85d392f
"0","0","0","5","0","126","4","15531"
"0","0","0","5","0","168","4","15541"
"0","0","0","5","0","210","4","15551"
"0","0","0","2","0","94","1","15611"
"0","0","0","2","0","188","1","15621"
"0","0","0","2","0","282","1","15631"
"0","0","0","2","0","376","1","15641"
"0","0","0","2","0","470","1","15651"
"0","0","0","3","0","42","4","15711"
"0","0","0","3","0","84","4","15721"
"0","0","0","3","0","126","4","15731"
"0","0","0","3","0","168","4","15741"
"0","0","0","3","0","210","4","15751"
"0","0","0","6","0","15","5","15811"
"0","0","0","6","0","30","5","15821"
"0","0","0","6","0","45","5","15831"
"0","0","0","6","0","60","5","15841"
"0","0","0","6","0","75","5","15851"
"0","0","0","7","0","20","2","15911"
"0","0","0","7","0","40","2","15921"
"0","0","0","7","0","60","2","15931"
"0","0","0","7","0","80","2","15941"
"0","0","0","7","0","100","2","15951"
"0","0","0","3","0","44","3","16011"
"0","0","0","3","0","88","3","16021"
"0","0","0","3","0","132","3","16031"
"0","0","0","3","0","176","3","16041"
"0","0","0","3","0","220","3","16051"
"0","0","0","100","0","1","4","16111"
"0","0","0","100","0","2","4","16121"
"0","0","0","100","0","3","4","16131"
"0","0","0","1","0","64","5","16211"
"0","0","0","1","0","128","5","16221"
"0","0","0","1","0","192","5","16231"
"0","0","0","1","0","256","5","16241"
"0","0","0","1","0","320","5","16251"
"0","0","0","3","0","42","2","16311"
"0","0","0","3","0","84","2","16321"
"0","0","0","3","0","126","2","16331"
"0","0","0","3","0","168","2","16341"
"0","0","0","3","0","210","2","16351"
"0","0","0","5","0","44","3","16411"
"0","0","0","5","0","88","3","16421"
"0","0","0","5","0","132","3","16431"
"0","0","0","5","0","176","3","16441"
"0","0","0","5","0","220","3","16451"
"0","0","0","5","0","44","5","16511"
"0","0","0","5","0","88","5","16521"
"0","0","0","5","0","132","5","16531"
"0","0","0","5","0","176","5","16541"
"0","0","0","5","0","220","5","16551"
"5","4","3","3","2","42","1","16611"
"5","4","3","3","2","84","1","16621"
"5","4","3","3","2","126","1","16631"
"5","4","3","3","2","168","1","16641"
"5","4","3","3","2","210","1","16651"
"0","0","0","6","0","20","1","16711"
"0","0","0","6","0","40","1","16721"
"0","0","0","6","0","60","1","16731"
"0","0","0","6","0","80","1","16741"
"0","0","0","6","0","100","1","16751"
"0","0","0","5","0","46","3","16811"
"0","0","0","5","0","92","3","16821"
"0","0","0","5","0","138","3","16831"
"0","0","0","5","0","184","3","16841"
"0","0","0","5","0","230","3","16851"
"0","0","0","4","0","94","4","16911"
"0","0","0","4","0","188","4","16921"
"0","0","0","4","0","282","4","16931"
"0","0","0","4","0","376","4","16941"
"0","0","0","4","0","470","4","16951"
"0","0","0","6","0","20","5","17011"
"0","0","0","6","0","40","5","17021"
"0","0","0","6","0","60","5","17031"
"0","0","0","6","0","80","5","17041"
"0","0","0","6","0","100","5","17051"
"0","0","0","5","0","46","1","17111"
"0","0","0","5","0","92","1","17121"
"0","0","0","5","0","138","1","17131"
"0","0","0","5","0","184","1","17141"
"0","0","0","5","0","230","1","17151"
"0","0","0","4","0","94","1","17211"
"0","0","0","4","0","188","1","17221"
"0","0","0","4","0","282","1","17231"
"0","0","0","4","0","376","1","17241"
"0","0","0","4","0","470","1","17251"
"0","0","0","1","0","50","2","17311"
"0","0","0","1","0","100","2","17321"
"0","0","0","1","0","150","2","17331"
"0","0","0","1","0","200","2","17341"
"0","0","0","1","0","250","2","17351"
"0","0","0","7","0","20","5","17411"
"0","0","0","7","0","40","5","17421"
"0","0","0","7","0","60","5","17431"
"0","0","0","7","0","80","5","17441"
"0","0","0","7","0","100","5","17451"
"0","0","0","3","0","42","1","17511"
"0","0","0","3","0","84","1","17521"
"0","0","0","3","0","126","1","17531"
"0","0","0","3","0","168","1","17541"
"0","0","0","3","0","210","1","17551"
"0","0","0","100","0","1","3","17611"
"0","0","0","100","0","2","3","17621"
"0","0","0","101","0","1","4","17711"
"0","0","0","101","0","2","4","17721"
"0","0","0","101","0","3","4","17731"
"0","0","0","1","0","50","1","17811"
"0","0","0","1","0","100","1","17821"
"0","0","0","1","0","150","1","17831"
"0","0","0","1","0","200","1","17841"
"0","0","0","1","0","250","1","17851"
"0","0","0","1","0","52","3","17911"
"0","0","0","1","0","104","3","17921"
"0","0","0","1","0","156","3","17931"
"0","0","0","1","0","208","3","17941"
"0","0","0","1","0","260","3","17951"
"0","0","0","3","0","44","4","18011"
"0","0","0","3","0","88","4","18021"
"0","0","0","3","0","132","4","18031"
"0","0","0","3","0","176","4","18041"
"0","0","0","3","0","220","4","18051"
"0","0","0","100","0","1","5","18111"
"0","0","0","100","0","2","5","18121"
"0","0","0","6","0","20","2","18211"
"0","0","0","6","0","40","2","18221"
"0","0","0","6","0","60","2","18231"
"0","0","0","6","0","80","2","18241"
"0","0","0","6","0","100","2","18251"
"0","0","0","4","0","92","3","18311"
"0","0","0","4","0","184","3","18321"
"0","0","0","4","0","276","3","18331"
"0","0","0","4","0","368","3","18341"
"0","0","0","4","0","460","3","18351"
"0","0","0","5","0","44","4","18411"
"0","0","0","5","0","88","4","18421"
"0","0","0","5","0","132","4","18431"
"0","0","0","5","0","176","4","18441"
"0","0","0","5","0","220","4","18451"
"0","0","0","1","0","52","1","18511"
"0","0","0","1","0","104","1","18521"
"0","0","0","1","0","156","1","18531"
"0","0","0","1","0","208","1","18541"
"0","0","0","1","0","260","1","18551"
"0","0","0","1","0","64","4","18611"
"0","0","0","1","0","128","4","18621"
"0","0","0","1","0","192","4","18631"
"0","0","0","1","0","256","4","18641"
"0","0","0","1","0","320","4","18651"
"0","0","0","4","0","94","5","18711"
"0","0","0","4","0","188","5","18721"
"0","0","0","4","0","282","5","18731"
"0","0","0","4","0","376","5","18741"
"0","0","0","4","0","470","5","18751"
"0","0","0","1","0","52","2","18811"
"0","0","0","1","0","104","2","18821"
"0","0","0","1","0","156","2","18831"
"0","0","0","1","0","208","2","18841"
"0","0","0","1","0","260","2","18851"
"0","0","0","101","0","1","3","18911"
"0","0","0","101","0","2","3","18921"
"0","0","0","101","0","3","3","18931"
"0","0","0","100","0","1","1","19011"
"0","0","0","100","0","2","1","19021"
"0","0","0","4","0","92","2","19111"
"0","0","0","4","0","184","2","19121"
"0","0","0","4","0","276","2","19131"
"0","0","0","4","0","368","2","19141"
"0","0","0","4","0","460","2","19151"
"0","0","0","7","0","20","3","19211"
"0","0","0","7","0","40","3","19221"
"0","0","0","7","0","60","3","19231"
"0","0","0","7","0","80","3","19241"
"0","0","0","7","0","100","3","19251"
"0","0","0","3","0","46","5","19311"
"0","0","0","3","0","92","5","19321"
"0","0","0","3","0","138","5","19331"
"0","0","0","3","0","184","5","19341"
"0","0","0","3","0","230","5","19351"
"5","4","3","2","2","90","1","19411"
"5","4","3","2","2","180","1","19421"
"5","4","3","2","2","270","1","19431"
"5","4","3","2","2","360","1","19441"
"5","4","3","2","2","450","1","19451"
"0","0","0","100","0","1","1","19511"
"0","0","0","100","0","2","1","19521"
"0","0","0","100","0","3","1","19531"
"0","0","0","3","0","46","3","19611"
"0","0","0","3","0","92","3","19621"
"0","0","0","3","0","138","3","19631"
"0","0","0","3","0","184","3","19641"
"0","0","0","3","0","230","3","19651"
"0","0","0","2","0","94","4","19711"
"0","0","0","2","0","188","4","19721"
"0","0","0","2","0","282","4","19731"
"0","0","0","2","0","376","4","19741"
"0","0","0","2","0","470","4","19751"
"0","0","0","5","0","46","5","19811"
"0","0","0","5","0","92","5","19821"
"0","0","0","5","0","138","5","19831"
"0","0","0","5","0","184","5","19841"
"0","0","0","5","0","230","5","19851"
"0","0","0","101","0","1","2","19911"
"0","0","0","101","0","2","2","19921"
"0","0","0","101","0","3","2","19931"
"0","0","0","4","0","94","3","20011"
"0","0","0","4","0","188","3","20021"
"0","0","0","4","0","282","3","20031"
"0","0","0","4","0","376","3","20041"
"0","0","0","4","0","470","3","20051"
"0","0","0","4","0","96","5","20111"
"0","0","0","4","0","192","5","20121"
"0","0","0","4","0","288","5","20131"
"0","0","0","4","0","384","5","20141"
"0","0","0","4","0","480","5","20151"
"0","0","0","2","0","96","1","20211"
"0","0","0","2","0","192","1","20221"
"0","0","0","2","0","288","1","20231"
"0","0","0","2","0","384","1","20241"
"0","0","0","2","0","480","1","20251"
"0","0","0","4","0","94","2","20311"
"0","0","0","4","0","188","2","20321"
"0","0","0","4","0","282","2","20331"
"0","0","0","4","0","376","2","20341"
"0","0","0","4","0","470","2","20351"
"0","0","0","100","0","1","5","20411"
"0","0","0","100","0","2","5","20421"
"0","0","0","100","0","3","5","20431"
"0","0","0","4","0","96","2","20511"
"0","0","0","4","0","192","2","20521"
"0","0","0","4","0","288","2","20531"
"0","0","0","4","0","384","2","20541"
"0","0","0","4","0","480","2","20551"
"0","0","0","2","0","96","4","20611"
"0","0","0","2","0","192","4","20621"
"0","0","0","2","0","288","4","20631"
"0","0","0","2","0","384","4","20641"
"0","0","0","2","0","480","4","20651"
"0","0","0","3","0","44","1","20711"
"0","0","0","3","0","88","1","20721"
"0","0","0","3","0","132","1","20731"
"0","0","0","3","0","176","1","20741"
"0","0","0","3","0","220","1","20751"
"0","0","0","3","0","44","2","20811"
"0","0","0","3","0","88","2","20821"
"0","0","0","3","0","132","2","20831"
"0","0","0","3","0","176","2","20841"
"0","0","0","3","0","220","2","20851"
"0","0","0","100","0","1","3","20911"
"0","0","0","100","0","2","3","20921"
"0","0","0","100","0","3","3","20931"
"0","0","0","4","0","96","4","21011"
"0","0","0","4","0","192","4","21021"
"0","0","0","4","0","288","4","21031"
"0","0","0","4","0","384","4","21041"
"0","0","0","4","0","480","4","21051"
"0","0","0","4","0","96","1","21111"
"0","0","0","4","0","192","1","21121"
"0","0","0","4","0","288","1","21131"
"0","0","0","4","0","384","1","21141"
"0","0","0","4","0","480","1","21151"
"0","0","0","4","0","96","3","21211"
"0","0","0","4","0","192","3","21221"
"0","0","0","4","0","288","3","21231"
"0","0","0","4","0","384","3","21241"
"0","0","0","4","0","480","3","21251"
"0","0","0","2","0","94","5","21311"
"0","0","0","2","0","188","5","21321"
"0","0","0","2","0","282","5","21331"
"0","0","0","2","0","376","5","21341"
"0","0","0","2","0","470","5","21351"
"0","0","0","3","0","46","2","21411"
"0","0","0","3","0","92","2","21421"
"0","0","0","3","0","138","2","21431"
"0","0","0","3","0","184","2","21441"
"0","0","0","3","0","230","2","21451"
"0","0","0","5","0","46","4","21511"
"0","0","0","5","0","92","4","21521"
"0","0","0","5","0","138","4","21531"
"0","0","0","5","0","184","4","21541"
"0","0","0","5","0","230","4","21551"
"0","0","0","2","0","96","5","21611"
"0","0","0","2","0","192","5","21621"
"0","0","0","2","0","288","5","21631"
"0","0","0","2","0","384","5","21641"
"0","0","0","2","0","480","5","21651"
"0","0","0","100","0","1","2","21711"
"0","0","0","100","0","2","2","21721"
"0","0","0","100","0","3","2","21731"
"0","0","0","2","0","96","3","21811"
"0","0","0","2","0","192","3","21821"
"0","0","0","2","0","288","3","21831"
"0","0","0","2","0","384","3","21841"
"0","0","0","2","0","480","3","21851"
"0","0","0","3","0","46","4","21911"
"0","0","0","3","0","92","4","21921"
"0","0","0","3","0","138","4","21931"
"0","0","0","3","0","184","4","21941"
"0","0","0","3","0","230","4","21951"
"0","0","0","3","0","46","1","22011"
"0","0","0","3","0","92","1","22021"
"0","0","0","3","0","138","1","22031"
"0","0","0","3","0","184","1","22041"
"0","0","0","3","0","230","1","22051"
"0","0","0","2","0","96","2","22111"
"0","0","0","2","0","192","2","22121"
"0","0","0","2","0","288","2","22131"
"0","0","0","2","0","384","2","22141"
"0","0","0","2","0","480","2","22151"
"5","4","3","4","2","90","1","22211"
"5","4","3","4","2","180","1","22221"
"5","4","3","4","2","270","1","22231"
"5","4","3","4","2","360","1","22241"
"5","4","3","4","2","450","1","22251"
"0","0","0","101","0","1","2","22311"
"0","0","0","2","0","46","1","22411"
"0","0","0","2","0","92","1","22421"
"0","0","0","2","0","138","1","22431"
"0","0","0","2","0","184","1","22441"
"0","0","0","2","0","230","1","22451"
"0","0","0","6","0","7","3","22511"
"0","0","0","6","0","14","3","22521"
"0","0","0","6","0","21","3","22531"
"0","0","0","6","0","28","3","22541"
"0","0","0","6","0","35","3","22551"
"0","0","0","2","0","46","5","22611"
"0","0","0","2","0","92","5","22621"
"0","0","0","2","0","138","5","22631"
"0","0","0","2","0","184","5","22641"
"0","0","0","2","0","230","5","22651"
"0","0","0","2","0","46","4","22711"
"0","0","0","2","0","92","4","22721"
"0","0","0","2","0","138","4","22731"
"0","0","0","2","0","184","4","22741"
"0","0","0","2","0","230","4","22751"
"0","0","0","4","0","46","5","22811"
"0","0","0","4","0","92","5","22821"
"0","0","0","4","0","138","5","22831"
"0","0","0","4","0","184","5","22841"
"0","0","0","4","0","230","5","22851"
"0","0","0","101","0","1","3","22911"
"0","0","0","4","0","46","4","23011"
"0","0","0","4","0","92","4","23021"
"0","0","0","4","0","138","4","23031"
"0","0","0","4","0","184","4","23041"
"0","0","0","4","0","230","4","23051"
"0","0","0","7","0","7","2","23111"
"0","0","0","7","0","14","2","23121"
"0","0","0","7","0","21","2","23131"
"0","0","0","7","0","28","2","23141"
"0","0","0","7","0","35","2","23151"
"0","0","0","101","0","1","5","23211"
"0","0","0","100","0","1","3","23311"
"0","0","0","4","0","46","1","23411"
"0","0","0","4","0","92","1","23421"
"0","0","0","4","0","138","1","23431"
"0","0","0","4","0","184","1","23441"
"0","0","0","4","0","230","1","23451"
"5","4","3","1","2","26","1","23511"
"5","4","3","1","2","52","1","23521"
"5","4","3","1","2","78","1","23531"
"5","4","3","1","2","104","1","23541"
"5","4","3","1","2","130","1","23551"
"0","0","0","6","0","7","4","23611"
"0","0","0","6","0","14","4","23621"
"0","0","0","6","0","21","4","23631"
"0","0","0","6","0","28","4","23641"
"0","0","0","6","0","35","4","23651"
"0","0","0","7","0","7","1","23711"
"0","0","0","7","0","14","1","23721"
"0","0","0","7","0","21","1","23731"
"0","0","0","7","0","28","1","23741"
"0","0","0","7","0","35","1","23751"
"0","0","0","2","0","46","3","23811"
"0","0","0","2","0","92","3","23821"
"0","0","0","2","0","138","3","23831"
"0","0","0","2","0","184","3","23841"
"0","0","0","2","0","230","3","23851"
"0","0","0","6","0","7","5","23911"
"0","0","0","6","0","14","5","23921"
"0","0","0","6","0","21","5","23931"
"0","0","0","6","0","28","5","23941"
"0","0","0","6","0","35","5","23951"
"0","0","0","101","0","1","3","24011"
"0","0","0","101","0","1","1","24111"
"0","0","0","7","0","7","4","24211"
"0","0","0","7","0","14","4","24221"
"0","0","0","7","0","21","4","24231"
"0","0","0","7","0","28","4","24241"
"0","0","0","7","0","35","4","24251"
"0","0","0","100","0","1","2","24311"
"0","0","0","2","0","46","4","24411"
"0","0","0","2","0","92","4","24421"
"0","0","0","2","0","138","4","24431"
"0","0","0","2","0","184","4","24441"
"0","0","0","2","0","230","4","24451"
"0","0","0","6","0","7","2","24511"
"0","0","0","6","0","14","2","24521"
"0","0","0","6","0","21","2","24531"
"0","0","0","6","0","28","2","24541"
"0","0","0","6","0","35","2","24551"
"0","0","0","100","0","1","5","24611"
"0","0","0","6","0","7","1","24711"
"0","0","0","6","0","14","1","24721"
"0","0","0","6","0","21","1","24731"
"0","0","0","6","0","28","1","24741"
"0","0","0","6","0","35","1","24751"
"5","4","3","5","2","24","1","24811"
"5","4","3","5","2","48","1","24821"
"5","4","3","5","2","72","1","24831"
"5","4","3","5","2","96","1","24841"
"5","4","3","5","2","120","1","24851"
"0","0","0","2","0","46","2","24911"
"0","0","0","2","0","92","2","24921"
"0","0","0","2","0","138","2","24931"
"0","0","0","2","0","184","2","24941"
"0","0","0","2","0","230","2","24951"
"0","0","0","7","0","7","5","25011"
"0","0","0","7","0","14","5","25021"
"0","0","0","7","0","21","5","25031"
"0","0","0","7","0","28","5","25041"
"0","0","0","7","0","35","5","25051"
"0","0","0","4","0","46","4","25111"
"0","0","0","4","0","92","4","25121"
"0","0","0","4","0","138","4","25131"
"0","0","0","4","0","184","4","25141"
"0","0","0","4","0","230","4","25151"
"0","0","0","100","0","1","3","25211"
"0","0","0","2","0","46","5","25311"
"0","0","0","2","0","92","5","25321"
"0","0","0","2","0","138","5","25331"
"0","0","0","2","0","184","5","25341"
"0","0","0","2","0","230","5","25351"
"0","0","0","7","0","7","3","25411"
"0","0","0","7","0","14","3","25421"
"0","0","0","7","0","21","3","25431"
"0","0","0","7","0","28","3","25441"
"0","0","0","7","0","35","3","25451"
"0","0","0","101","0","1","4","25511"
"0","0","0","6","0","7","4","25611"
"0","0","0","6","0","14","4","25621"
"0","0","0","6","0","21","4","25631"
"0","0","0","6","0","28","4","25641"
"0","0","0","6","0","35","4","25651"
"0","0","0","4","0","46","2","25711"
"0","0","0","4","0","92","2","25721"
"0","0","0","4","0","138","2","25731"
"0","0","0","4","0","184","2","25741"
"0","0","0","4","0","230","2","25751"
"0","0","0","100","0","1","2","25811"
"0","0","0","7","0","7","1","25911"
"0","0","0","7","0","14","1","25921"
"0","0","0","7","0","21","1","25931"
"0","0","0","7","0","28","1","25941"
"0","0","0","7","0","35","1","25951"
"0","0","0","100","0","1","4","26011"
"5","4","3","3","2","24","1","26111"
"5","4","3","3","2","48","1","26121"
"5","4","3","3","2","72","1","26131"
"5","4","3","3","2","96","1","26141"
"5","4","3","3","2","120","1","26151"
"0","0","0","4","0","46","1","26211"
"0","0","0","4","0","92","1","26221"
"0","0","0","4","0","138","1","26231"
"0","0","0","4","0","184","1","26241"
"0","0","0","4","0","230","1","26251"
"0","0","0","6","0","7","5","26311"
"0","0","0","6","0","14","5","26321"
"0","0","0","6","0","21","5","26331"
"0","0","0","6","0","28","5","26341"
"0","0","0","6","0","35","5","26351"
"0","0","0","101","0","1","2","26411"
"0","0","0","2","0","46","5","26511"
"0","0","0","2","0","92","5","26521"
"0","0","0","2","0","138","5","26531"
"0","0","0","2","0","184","5","26541"
"0","0","0","2","0","230","5","26551"
"0","0","0","100","0","1","1","26611"
"0","0","0","7","0","7","5","26711"
"0","0","0","7","0","14","5","26721"
"0","0","0","7","0","21","5","26731"
"0","0","0","7","0","28","5","26741"
"0","0","0","7","0","35","5","26751"
"0","0","0","2","0","46","3","26811"
"0","0","0","2","0","92","3","26821"
"0","0","0","2","0","138","3","26831"
"0","0","0","2","0","184","3","26841"
"0","0","0","2","0","230","3","26851"
"0","0","0","101","0","1","4","26911"
"0","0","0","2","0","46","1","27011"
"0","0","0","2","0","92","1","27021"
"0","0","0","2","0","138","1","27031"
"0","0","0","2","0","184","1","27041"
"0","0","0","2","0","230","1","27051"
"0","0","0","101","0","1","1","27111"
"0","0","0","7","0","7","3","27211"
"0","0","0","7","0","14","3","27221"
"0","0","0","7","0","21","3","27231"
"0","0","0","7","0","28","3","27241"
"0","0","0","7","0","35","3","27251"
"0","0","0","4","0","46","2","27311"
"0","0","0","4","0","92","2","27321"
"0","0","0","4","0","138","2","27331"
"0","0","0","4","0","184","2","27341"
"0","0","0","4","0","230","2","27351"
"5","4","3","5","2","24","1","27411"
"5","4","3","5","2","48","1","27421"
"5","4","3","5","2","72","1","27431"
"5","4","3","5","2","96","1","27441"
"5","4","3","5","2","120","1","27451"
"0","0","0","100","0","1","5","27511"
"0","0","0","7","0","7","4","27611"
"0","0","0","7","0","14","4","27621"
"0","0","0","7","0","21","4","27631"
"0","0","0","7","0","28","4","27641"
"0","0","0","7","0","35","4","27651"
"0","0","0","4","0","46","3","27711"
"0","0","0","4","0","92","3","27721"
"0","0","0","4","0","138","3","27731"
"0","0","0","4","0","184","3","27741"
"0","0","0","4","0","230","3","27751"
"0","0","0","100","0","1","1","27811"
"0","0","0","6","0","7","3","27911"
"0","0","0","6","0","14","3","27921"
"0","0","0","6","0","21","3","27931"
"0","0","0","6","0","28","3","27941"
"0","0","0","6","0","35","3","27951"
"0","0","0","4","0","46","5","28011"
"0","0","0","4","0","92","5","28021"
"0","0","0","4","0","138","5","28031"
"0","0","0","4","0","184","5","28041"
"0","0","0","4","0","230","5","28051"
"0","0","0","2","0","46","2","28111"
"0","0","0","2","0","92","2","28121"
"0","0","0","2","0","138","2","28131"
"0","0","0","2","0","184","2","28141"
"0","0","0","2","0","230","2","28151"
"0","0","0","100","0","1","4","28211"
"0","0","0","101","0","1","5","28311"
"0","0","0","6","0","7","1","28411"
"0","0","0","6","0","14","1","28421"
"0","0","0","6","0","21","1","28431"
"0","0","0","6","0","28","1","28441"
"0","0","0","6","0","35","1","28451"
"0","0","0","100","0","1","5","28511"
"0","0","0","7","0","7","1","28611"
"0","0","0","7","0","14","1","28621"
"0","0","0","7","0","21","1","28631"
"0","0","0","7","0","28","1","28641"
"0","0","0","7","0","35","1","28651"
"5","4","3","3","2","24","1","28711"
"5","4","3","3","2","48","1","28721"
"5","4","3","3","2","72","1","28731"
"5","4","3","3","2","96","1","28741"
"5","4","3","3","2","120","1","28751"
"0","0","0","6","0","7","5","28811"
"0","0","0","6","0","14","5","28821"
"0","0","0","6","0","21","5","28831"
"0","0","0","6","0","28","5","28841"
"0","0","0","6","0","35","5","28851"
"0","0","0","101","0","1","1","28911"
"0","0","0","2","0","46","3","29011"
"0","0","0","2","0","92","3","29021"
"0","0","0","2","0","138","3","29031"
"0","0","0","2","0","184","3","29041"
"0","0","0","2","0","230","3","29051"
"0","0","0","7","0","7","2","29111"
"0","0","0","7","0","14","2","29121"
"0","0","0","7","0","21","2","29131"
"0","0","0","7","0","28","2","29141"
"0","0","0","7","0","35","2","29151"
"0","0","0","100","0","1","3","29211"
"0","0","0","4","0","46","4","29311"
"0","0","0","4","0","92","4","29321"
"0","0","0","4","0","138","4","29331"
"0","0","0","4","0","184","4","29341"
"0","0","0","4","0","230","4","29351"
"0","0","0","6","0","7","2","29411"
"0","0","0","6","0","14","2","29421"
"0","0","0","6","0","21","2","29431"
"0","0","0","6","0","28","2","29441"
"0","0","0","6","0","35","2","29451"
"0","0","0","4","0","46","3","29511"
"0","0","0","4","0","92","3","29521"
"0","0","0","4","0","138","3","29531"
"0","0","0","4","0","184","3","29541"
"0","0","0","4","0","230","3","29551"
"0","0","0","6","0","7","3","29611"
"0","0","0","6","0","14","3","29621"
"0","0","0","6","0","21","3","29631"
"0","0","0","6","0","28","3","29641"
"0","0","0","6","0","35","3","29651"
"0","0","0","2","0","46","1","29711"
"0","0","0","2","0","92","1","29721"
"0","0","0","2","0","138","1","29731"
"0","0","0","2","0","184","1","29741"
"0","0","0","2","0","230","1","29751"
"0","0","0","6","0","7","2","29811"
"0","0","0","6","0","14","2","29821"
"0","0","0","6","0","21","2","29831"
"0","0","0","6","0","28","2","29841"
"0","0","0","6","0","35","2","29851"
"0","0","0","100","0","1","4","29911"
"5","4","3","1","2","26","1","30011"
"5","4","3","1","2","52","1","30021"
"5","4","3","1","2","78","1","30031"
"5","4","3","1","2","104","1","30041"
"5","4","3","1","2","130","1","30051"
"0","0","0","4","0","46","2","30111"
"0","0","0","4","0","92","2","30121"
"0","0","0","4","0","138","2","30131"
"0","0","0","4","0","184","2","30141"
"0","0","0","4","0","230","2","30151"
"0","0","0","101","0","1","3","30211"
"0","0","0","4","0","46","5","30311"
"0","0","0","4","0","92","5","30321"
"0","0","0","4","0","138","5","30331"
"0","0","0","4","0","184","5","30341"
"0","0","0","4","0","230","5","30351"
"0","0","0","2","0","46","3","30411"
"0","0","0","2","0","92","3","30421"
"0","0","0","2","0","138","3","30431"
"0","0","0","2","0","184","3","30441"
"0","0","0","2","0","230","3","30451"
"0","0","0","4","0","46","1","30511"
"0","0","0","4","0","92","1","30521"
"0","0","0","4","0","138","1","30531"
"0","0","0","4","0","184","1","30541"
"0","0","0","4","0","230","1","30551"
"0","0","0","7","0","7","5","30611"
"0","0","0","7","0","14","5","30621"
"0","0","0","7","0","21","5","30631"
"0","0","0","7","0","28","5","30641"
"0","0","0","7","0","35","5","30651"
"0","0","0","101","0","1","2","30711"
"0","0","0","2","0","46","4","30811"
"0","0","0","2","0","92","4","30821"
"0","0","0","2","0","138","4","30831"
"0","0","0","2","0","184","4","30841"
"0","0","0","2","0","230","4","30851"
"0","0","0","2","0","46","1","30911"
"0","0","0","2","0","92","1","30921"
"0","0","0","2","0","138","1","30931"
"0","0","0","2","0","184","1","30941"
"0","0","0","2","0","230","1","30951"
"0","0","0","4","0","46","3","31011"
"0","0","0","4","0","92","3","31021"
"0","0","0","4","0","138","3","31031"
"0","0","0","4","0","184","3","31041"
"0","0","0","4","0","230","3","31051"
"0","0","0","6","0","7","1","31111"
"0","0","0","6","0","14","1","31121"
"0","0","0","6","0","21","1","31131"
"0","0","0","6","0","28","1","31141"
"0","0","0","6","0","35","1","31151"
"0","0","0","100","0","1","2","31211"
"5","4","3","3","2","24","1","31311"
"5","4","3","3","2","48","1","31321"
"5","4","3","3","2","72","1","31331"
"5","4","3","3","2","96","1","31341"
"5","4","3","3","2","120","1","31351"
"0","0","0","7","0","7","3","31411"
"0","0","0","7","0","14","3","31421"
"0","0","0","7","0","21","3","31431"
"0","0","0","7","0","28","3","31441"
"0","0","0","7","0","35","3","31451"
"0","0","0","4","0","46","1","31511"
"0","0","0","4","0","92","1","31521"
"0","0","0","4","0","138","1","31531"
"0","0","0","4","0","184","1","31541"
"0","0","0","4","0","230","1","31551"
"0","0","0","101","0","1","4","31611"
"0","0","0","2","0","46","5","31711"
"0","0","0","2","0","92","5","31721"
"0","0","0","2","0","138","5","31731"
"0","0","0","2","0","184","5","31741"
"0","0","0","2","0","230","5","31751"
"0","0","0","4","0","46","3","31811"
"0","0","0","4","0","92","3","31821"
"0","0","0","4","0","138","3","31831"
"0","0","0","4","0","184","3","31841"
"0","0","0","4","0","230","3","31851"
"0","0","0","100","0","1","1","31911"
"0","0","0","2","0","46","2","32011"
"0","0","0","2","0","92","2","32021"
"0","0","0","2","0","138","2","32031"
"0","0","0","2","0","184","2","32041"
"0","0","0","2","0","230","2","32051"
"0","0","0","6","0","7","4","32111"
"0","0","0","6","0","14","4","32121"
"0","0","0","6","0","21","4","32131"
"0","0","0","6","0","28","4","32141"
"0","0","0","6","0","35","4","32151"
"0","0","0","7","0","7","4","32211"
"0","0","0","7","0","14","4","32221"
"0","0","0","7","0","21","4","32231"
"0","0","0","7","0","28","4","32241"
"0","0","0","7","0","35","4","32251"
"0","0","0","101","0","1","5","32311"
"0","0","0","7","0","7","2","32411"
"0","0","0","7","0","14","2","32421"
"0","0","0","7","0","21","2","32431"
"0","0","0","7","0","28","2","32441"
"0","0","0","7","0","35","2","32451"
"0","0","0","4","0","46","5","32511"
"0","0","0","4","0","92","5","32521"
"0","0","0","4","0","138","5","32531"
"0","0","0","4","0","184","5","32541"
"0","0","0","4","0","230","5","32551"
"5","4","3","5","2","24","1","32611"
"5","4","3","5","2","48","1","32621"
"5","4","3","5","2","72","1","32631"
"5","4","3","5","2","96","1","32641"
"5","4","3","5","2","120","1","32651"
"0","0","0","100","0","1","2","32711"
"0","0","0","2","0","46","3","32811"
"0","0","0","2","0","92","3","32821"
"0","0","0","2","0","138","3","32831"
"0","0","0","2","0","184","3","32841"
"0","0","0","2","0","230","3","32851"
