cf6543676b782b0b1a4d8464fde191db7ed3fac661b50d84eb5a7f14ffcd30e5,51639e1e1feea95d400c2dceb4ea2fe01ff17e55bfe47ccb6bb2544b525e1ecb,8ac76560966eb667ccf0d16a13be35909a6aac1b87a03f5ef90b0afa16ba68af,61c25a920b4d6b5d4880d87c0e51bf8a7400c87cc23218bf3d8bc438b50563d7,08600cc79476fd4259d6cd1dd612bbd0cf929afb46e5a152858785bb3163e6c6,008dbb96bf400a38128c7fbf7fc92cecdc7ecd0114c114a93f65feac198afdbb,be5cbd1bbe79fd4640d7c85c84588eb3bbfe0d85dd131cc55ba32f78b5631684,38bc966321509379f46e2aebf901947ee0bfffe912c12bade9a2e37c2a7df26e,0130293579b8ded3fdace6139c7614aa3ae4f938206f2ad2ac0b726b68c30f68,1700f2d0f319bbf2f1f956ab15f6e9a070a5861b2e599306d2fd93ea3dc00e9d,b0dd512f9567a54532b5998c4e3271b14d08e8ec3979aff1e100a7a2dbeff922,be27f309d5ba9354725feb54a4f5ff68ebfa6843c94fdcfb5fd109552d2d5061
"～～！！　ちょっと褒められて\nいい気になって損したわ！！\nふざけんなふざけんな\nふ～ざ～け～ん～な～っ！！","5","","23","106001","0","0","0","0","キャル","80003","178"
"あと９日！　もうすぐですよ♪\nえへへ、楽しみで楽しみで\nごはんが進みますね☆","6","","17","105801","0","0","0","0","ペコリーヌ","80003","179"
"ごはんが進みますね☆\nじゃなーい！\nいくらなんでも食べ過ぎよ！\n記念日、迎えられなくなるわよ！？","6","","24","106001","0","0","0","2","キャル","80003","180"
"大丈夫ですよキャルさま\n食事はわたくしたちの\n歩んできた道そのもの\nなのですから","6","","17","105901","0","0","0","1","コッコロ","80003","181"
"さっすがコッコロちゃん\nいいことを言いますね！\nそう、わたしたち\n【美食殿】の活動目的は─","6","","18","105801","0","0","0","0","ペコリーヌ","80003","182"
"─みんなで楽しく食事をすること\nでしょ？\nあれだけ食べ歩いてきたんだから\n分かってるわよ","6","","25","106001","0","0","0","2","キャル","80003","183"
"はい…そうでございますね♪\nそれにしてもわたくしたち\n本当にいろいろなものを\n食べ歩いてきましたね…","6","","18","105901","0","0","0","1","コッコロ","80003","184"
"そうね…ほんっとうにね…\n毒まみれのニセドラゴンとか\n恐竜…は逃げられちゃったっけ\nあとワニゴ…ワニの魔物とかね","6","","26","106001","0","0","0","2","キャル","80003","185"
"そして、とうとう本物の\nドラゴンまで相手に\nしちゃったのよね、あたしたちって","6","","27","106001","0","0","0","2","キャル","80003","186"
"信じられない強さだったわね\nあのドラゴン…やっぱり\n作戦はしっかり立てていかないと\nダメよね","6","","28","106001","0","0","0","2","キャル","80003","187"
"えへへ…☆\nキャルちゃんが色んなことを\n覚えていてくれて\nうれしいです♪","6","","19","105801","0","0","0","0","ペコリーヌ","80003","188"
"わたくしも鮮明に覚えておりますよ\n主さまもきっと…♪","6","","19","105901","0","0","0","1","コッコロ","80003","189"
"あったり前でしょ！\n忘れないわよ、あんな滅茶苦茶な\nものばかり食べさせられて！\n…忘れられるわけ、ないじゃない","6","","29","106001","0","0","0","2","キャル","80003","190"
"ねえちょっと、ちょっと待って！？\nカリンから、2.5周年記念の\n生放送に出演してほしいって\n言われたんだけど！","7","","30","106001","0","0","0","0","キャル","80003","191"
"なんでそういう大事なことを\n急に言うわけ！？\nそんなの聞いてないわよ～！？","7","","31","106001","0","0","0","0","キャル","80003","192"
"いっぱい人に見られちゃうのよね？\nなんであたしがそんなこと…","7","","32","106001","0","0","0","0","キャル","80003","193"
"あー\nあー\n…声、これで大丈夫かしら？","7","","33","106001","0","0","0","0","キャル","80003","194"
"聞き取りにくいかもしれないわね…\nもうちょっと明るい方がいいかも\nえっと…こんな感じ？","7","","34","106001","0","0","0","0","キャル","80003","195"
"オイッスー☆","7","","35","106001","0","0","0","0","キャル","80003","196"
"……\nいや、ないわ\nいつもどおりが一番ね、うん","7","","36","106001","0","0","0","0","キャル","80003","197"
"もう、記念の生放送なんて\n超責任重大なやつじゃない…\nもしなにか失敗とかしたら…","7","","37","106001","0","0","0","0","キャル","80003","198"
"ど、どど、どうしよう！？\n緊張してきちゃった…！！","7","","38","106001","0","0","0","0","キャル","80003","199"
"主さま、わたくし\nペコリーヌさまとキャルさまと共に\n2.5周年を祝う生放送に\n出演する大役を仰せつかりました","8","","20","105901","0","0","0","0","コッコロ","80003","200"
"多くの方々に\n『プリンセスコネクト！\nRe:Dive』の魅力をお伝えする\n重要な役割でございます","8","","21","105901","0","0","0","0","コッコロ","80003","201"
"わたくし、全身全霊をもって\n生放送に取り組みたいと\n思っております","8","","22","105901","0","0","0","0","コッコロ","80003","202"
"ですが、もしかしたら\nセリフを噛んでしまったり\n段取りを間違えてしまったり\nするかもしれません…","8","","23","105901","0","0","0","0","コッコロ","80003","203"
"そのようなことがないよう\n練習はしっかりしておかなくては\nまずはこちらから…","8","","24","105901","0","0","0","0","コッコロ","80003","204"
"オイッスー☆","8","","25","105901","0","0","0","0","コッコロ","80003","205"
"先ほどキャルさまが練習されて\nいるのをお見かけしたので\nわたくしもと思いまして…\nいかがでしょうか？","8","","26","105901","0","0","0","0","コッコロ","80003","206"
"良い感じ、ですか？\n…ふふ、ありがとうございます\n主さまのあたたかいお言葉があれば\nわたくしは百人力でございます","8","","27","105901","0","0","0","0","コッコロ","80003","207"
"この大役を無事に成し遂げ\n主さまに素敵な2.5周年を\n迎えていただけるよう…\nわたくし、尽力いたしますね","8","","28","105901","0","0","0","0","コッコロ","80003","208"
"オイッスー☆","9","","20","105801","0","0","0","0","ペコリーヌ","80003","209"
"…う～ん、今のはちょっと\n違う感じがしますね\n堅苦しかったかもしれません","9","","21","105801","0","0","0","0","ペコリーヌ","80003","210"
"あと６日で2.5周年ですか…","9","","22","105801","0","0","0","0","ペコリーヌ","80003","211"
"この年月がオイッスーの\n歴史なんだと思うと\nじ～んとしちゃいます！\nやばいですね☆","9","","23","105801","0","0","0","0","ペコリーヌ","80003","212"
"生放送で最高のオイッスー☆　を\nみなさんにお届けするために\n頑張らないと！\nそれじゃあもう一度…","9","","24","105801","0","0","0","0","ペコリーヌ","80003","213"
"オイッスー☆","9","","25","105801","0","0","0","0","ペコリーヌ","80003","214"
"…うう～ん、どうしてでしょう\nまだ何かが違う気がします…\nもしかしたら\nおなかが空きすぎてるとか？","9","","26","105801","0","0","0","0","ペコリーヌ","80003","215"
"今さっき食べたばっかりですけど\nおなかが減っては\n良いオイッスー☆　は\n出せませんよね！","9","","27","105801","0","0","0","0","ペコリーヌ","80003","216"
"そうと決まれば、コッコロちゃんと\nキャルちゃんを誘って\nごはんにしましょう！\n善は急げです！","9","","28","105801","0","0","0","0","ペコリーヌ","80003","217"
"あ、二人が丁度いいところに！\nオイッス～☆　…ああ！！\n今の、今のですよ～♪","9","","29","105801","0","0","0","0","ペコリーヌ","80003","218"
"なるほど、どんな時も\n自然体が一番ってことですね！\nこの調子で、生放送も\n頑張っちゃいます♪","9","","30","105801","0","0","0","0","ペコリーヌ","80003","219"
"2.5周年まで残り５日ですが\nその前にもうすぐ生放送ですよ！\nコッコロちゃん\n準備の方はどうですか？","10","","31","105801","0","0","0","0","ペコリーヌ","80003","220"
"はい。わたくし、しっかりと\n備えてまいりました\n万事抜かりはございません","10","","29","105901","0","0","0","1","コッコロ","80003","221"
"おお～すごい自信を感じます…！\nいい生放送になりそうですね☆\n……あれ？　なんだかこの辺り\n揺れていませんか？","10","","32","105801","0","0","0","0","ペコリーヌ","80003","222"
"…………","10","","39","106001","0","0","0","2","キャル","80003","223"
"キャルさま？\nお風邪をひかれたんでしょうか\nひどい震えですが…","10","","30","105901","0","0","0","1","コッコロ","80003","224"
"かかかか風邪じゃないわよ！\nここここれはただ\nななな生放送が楽しみ過ぎて\nワワワワクワクが止まらないだけ！","10","","40","106001","0","0","0","2","キャル","80003","225"
"大丈夫ですかキャルちゃん！？\nそうだ、これを飲んでください！","10","","33","105801","0","0","0","0","ペコリーヌ","80003","226"
"きき気がきくじゃない、ありがとっ\nごくっ、んく…ぶはぁっ！？\nちょっと何飲ませたの！？\n辛っ！　苦ぁ！？　甘ぁっ！？","10","","41","106001","0","0","0","2","キャル","80003","227"
"これは魔物のエキスに薬草に\nその他色んなものを混ぜた\n特製の栄養ドリンクです！","10","","34","105801","0","0","0","0","ペコリーヌ","80003","228"
"これを飲めば体ぽかぽかで\n元気いっぱいですよ♪","10","","35","105801","0","0","0","0","ペコリーヌ","80003","229"
"このアホリーヌ！\n風邪じゃないって言ったでしょ！？\nどさくさに紛れて\nそんな恐ろしいもん飲ませんな～！","10","","42","106001","0","0","0","2","キャル","80003","230"
"キャルさま\n震えが収まっておりますね\nよかったです…\nわたくし、心配いたしました","10","","31","105901","0","0","0","1","コッコロ","80003","231"
"え？　ああ、ホントね…って\nだから風邪じゃないって\n言ってるのに…\nまあいいわこの際なんでも","10","","43","106001","0","0","0","2","キャル","80003","232"
"えっへへ～♪　いつも通りの\nキャルちゃんに戻りましたし\n素敵な生放送が出来そうですね！\n今から楽しみです☆","10","","36","105801","0","0","0","0","ペコリーヌ","80003","233"
"ランドソルのみなさま、こんにちは\n生放送の会場設営を担当しています\n【ギルド管理協会】のカリンです","11","","6","190801","0","0","0","0","カリン","80003","234"
"【美食殿】のみなさんは\nまもなく始まる生放送に向けて\n最後の調整のため\n席を外しています","11","","7","190801","0","0","0","0","カリン","80003","235"
"頑張っている３人の\n邪魔をするわけには\nいきませんので、ご容赦ください","11","","8","190801","0","0","0","0","カリン","80003","236"
"ですので、本日は私から\n【美食殿】のみなさんの様子を\nお伝えさせていただこうと思います","11","","9","190801","0","0","0","0","カリン","80003","237"
"まずはペコリーヌさんですが…\n何やら大量のおにぎりを\n食べているようです\nえっと…栄養は大事ですよね","11","","10","190801","0","0","0","0","カリン","80003","238"
"次にコッコロさんですが\nこちらは発声練習をしています","11","","11","190801","0","0","0","0","カリン","80003","239"
"一生懸命、小さなお口を開けて\n声を出す姿が応援したくなりますね","11","","12","190801","0","0","0","0","カリン","80003","240"
"そしてキャルさんは…\nこれは…堂々としたものですね\n何もせず、ただ立ち尽くして…","11","","13","190801","0","0","0","0","カリン","80003","241"
"あれ？\nもしかして緊張で気を失って…？","11","","14","190801","0","0","0","0","カリン","80003","242"
"…ええと\n【美食殿】のみなさんは\nやる気十分なようですね！","11","","15","190801","0","0","0","0","カリン","80003","243"
"３人とも生放送を\nいいものにしようと\n全力で頑張ってくれていますので\nどうかご期待ください","11","","16","190801","0","0","0","0","カリン","80003","244"
"それでは\nまた明日お会いしましょう♪","11","","17","190801","0","0","0","0","カリン","80003","245"
"2.5周年まであと３日！\nそして生放送は明日！\nなんかいよいよって感じね…","12","","44","106001","0","0","0","0","キャル","80003","246"
"３人でい～っぱい練習しましたし\nきっと大丈夫ですよ☆","12","","37","105801","0","0","0","2","ペコリーヌ","80003","247"
"ペコリーヌさまに\n大丈夫と言ってもらえると\nとても心強いですね","12","","32","105901","0","0","0","1","コッコロ","80003","248"
"信じすぎちゃだめよコロ助\nこいつはなーんにも\n考えてないだけなんだから","12","","45","106001","0","0","0","0","キャル","80003","249"
"ひどいですよぉキャルちゃ～ん！","12","","38","105801","0","0","0","2","ペコリーヌ","80003","250"
"ふふ。お二人とも\n普段通りの様子で\n安心いたしました","12","","33","105901","0","0","0","1","コッコロ","80003","251"
"はいっ☆\n生放送でもなんでも\n全力全開、わたしらしく\nぶつかっていくだけです！","12","","39","105801","0","0","0","2","ペコリーヌ","80003","252"
"そうね。おめでたいことなんだし\nここまで来たんなら\n楽しめるだけ\n楽しむしかないわよね！","12","","46","106001","0","0","0","0","キャル","80003","253"
"わたくしも、普段よりも心が\n熱くなっております\nこの胸の気持ちをお伝えできるよう\n精一杯努力いたします…！","12","","34","105901","0","0","0","1","コッコロ","80003","254"
"それでは、いきましょう！\n明日の生放送、絶対に\n成功させましょうね☆","12","","40","105801","0","0","0","2","ペコリーヌ","80003","255"
"えっと、最初のひと言は…あれ？\nキャルちゃん、わたし\n何て言うんでしたっけ？","13","","41","105801","0","0","0","0","ペコリーヌ","80003","256"
"は！？\nなにいきなりど忘れしてるの！？\nっていうかあんた、台本は！？","13","","47","106001","0","0","0","2","キャル","80003","257"
"忘れてきちゃいました☆","13","","42","105801","0","0","0","0","ペコリーヌ","80003","258"
"忘れてきちゃいました☆\nで済ませられると思ってんの！？\nほら、あたし二冊持ってきたから\nこれ使いなさい！","13","","48","106001","0","0","0","2","キャル","80003","259"
"マイクとは、こんな高い位置に\nあるものなのですね…！\n背伸びをすれば、何とか…\nう～ん、うぅ～ん…！","13","","35","105901","0","0","0","1","コッコロ","80003","260"
"あぁもう\n少し下げればいいでしょ！？\nこれくらいでいい？\nまったく、世話が焼けるわね…","13","","49","106001","0","0","0","2","キャル","80003","261"
"あれ？\nキャルちゃん、後ろ髪が\nはねちゃってますよ？","13","","43","105801","0","0","0","0","ペコリーヌ","80003","262"
"え？　うそっ！？\nちゃんと確かめてきたのに！\nどこどこ！？","13","","50","106001","0","0","0","2","キャル","80003","263"
"キャルさま、動かないで\nくださいまし。今くしで…\nはい、直りましたよ","13","","36","105901","0","0","0","1","コッコロ","80003","264"
"あ、ありがと…はぁ。生放送\n本番までもうすぐなのに\nこんなことしてる場合じゃ\nないわよね","13","","51","106001","0","0","0","2","キャル","80003","265"
"はい、時間は残りわずかです\nですが、慌ただしく\n動き回るこの時間も\nなんだか楽しくて…♪","13","","37","105901","0","0","0","1","コッコロ","80003","266"
"コロ助、あんた…って\nそうじゃなくて！\n胸にジンワリきてる\n暇なんかないでしょ…！？","13","","52","106001","0","0","0","2","キャル","80003","267"
"あはは♪\nキャルちゃんの動きが\nとっても面白いです♪\nやばいですね☆","13","","44","105801","0","0","0","0","ペコリーヌ","80003","268"
"ふふ\nきっと面白い生放送になると\nわたくし、確信しております","13","","38","105901","0","0","0","1","コッコロ","80003","269"
"絶対絶対、間違いありません！\n見てくれるみなさんが\n笑顔になれる時間を\nお届けしましょう！","13","","45","105801","0","0","0","0","ペコリーヌ","80003","270"
"そんなの当然でしょ！\n誰が見たって面白いって\n言ってもらえるように\nあれだけ準備したんだから！","13","","53","106001","0","0","0","2","キャル","80003","271"
"それでは\n記念日直前生放送！\n楽しみにしててくださいね☆","13","","46","105801","0","0","0","0","ペコリーヌ","80003","272"
"こんにちは\n【ギルド管理協会】のカリンです","14","","18","190801","0","0","0","0","カリン","80003","273"
"昨日の生放送は\nいかがだったでしょうか？","14","","19","190801","0","0","0","0","カリン","80003","274"
"たくさんの笑顔と喜びと\nそして驚きを受け取って\nいただけたのではないかと思います","14","","20","190801","0","0","0","0","カリン","80003","275"
"そしていよいよ\n明日は2.5周年の当日\n待ちに待った記念日を\n迎えることとなります","14","","21","190801","0","0","0","0","カリン","80003","276"
"【美食殿】のみなさんも\n張り切って様々な準備を\nされていますよ","14","","22","190801","0","0","0","0","カリン","80003","277"
"【ギルド管理協会】も\n万全のサポート体制で\n協力してまいりたいと思います","14","","23","190801","0","0","0","0","カリン","80003","278"
"…ふふ、本当に楽しみですね\n【ギルド管理協会】の職員として\nだけではなく、私個人としても…","14","","24","190801","0","0","0","0","カリン","80003","279"
"この記念日を迎えられることが\n心から楽しみですし\n幸せを感じています","14","","25","190801","0","0","0","0","カリン","80003","280"
"きっと【美食殿】のみなさんは\nそれ以上に心を弾ませて\nいることでしょう","14","","26","190801","0","0","0","0","カリン","80003","281"
"それでは\n明日からの2.5周年を\nどうぞ、お楽しみに…♪","14","","27","190801","0","0","0","0","カリン","80003","282"
"準備はいいですかっ？\n…いっきますよー！","15","","47","105801","0","0","0","0","ペコリーヌ","80003","283"
"祝！","15","","54","106001","0","0","0","2","キャル","80003","284"
"2.5周年！","15","","39","105901","0","0","0","1","コッコロ","80003","285"
"おめでとうございま～す☆","15","","48","105801","0","0","0","0","ペコリーヌ","80003","286"
"少し前まではまだまだ先じゃない\nとか言ってたけど\n本当にあっという間だったわね","15","","55","106001","0","0","0","2","キャル","80003","287"
"光陰矢の如し…\nとはこのことでございますね\nでも、今日という日を無事に\n迎えることができて良かったです","15","","40","105901","0","0","0","1","コッコロ","80003","288"
"コッコロちゃん！　キャルちゃん！\n落ち着くには\nまだ早いですよ！\n盛り上がるのはこれからです☆","15","","49","105801","0","0","0","0","ペコリーヌ","80003","289"
"ほんとあんたはいつも\n全力全開ねー\nでもそうね、記念日なんだし\nパーっといきましょ！","15","","56","106001","0","0","0","2","キャル","80003","290"
"ええ、わたくしも全力全開で\nまいります…！\n主さま、さあ\nどうぞ手を取ってくださいまし…♪","15","","41","105901","0","0","0","1","コッコロ","80003","291"
"あんたもコロ助も、浮かれて\n転ぶんじゃないわよ？\n…仕方ないから、あたしも\n手を繋いであげるわよ","15","","57","106001","0","0","0","2","キャル","80003","292"
"あー！　二人ともずるいです！\nわたしもっ、ギュー♪","15","","50","105801","0","0","0","0","ペコリーヌ","80003","293"
"ちょっ、ペコリーヌ！\nくっつき過ぎよ！","15","","58","106001","0","0","0","2","キャル","80003","294"
"記念日だから\n平気平気♪\nやばいですね☆","15","","51","105801","0","0","0","0","ペコリーヌ","80003","295"
"意味分かんないわよ！","15","","59","106001","0","0","0","2","キャル","80003","296"
"ふふ。このめでたき日に\n喜びがあふれておりますね\n主さまは…いかがでしょうか？","15","","42","105901","0","0","0","1","コッコロ","80003","297"
"喜んでいただけているならば\nわたくしはとてもとても\n幸せでございます","15","","43","105901","0","0","0","1","コッコロ","80003","298"
"さぁ、2.5周年を\n楽しみ尽くしますよ☆\nまだまだ食べたいものもありますし\nやりたいこともたくさんです！","15","","52","105801","0","0","0","0","ペコリーヌ","80003","299"
"分かった、分かったから\n引っ張るんじゃないわよ！\n…そんな掴まなくても\nちゃんとついていくから","15","","60","106001","0","0","0","2","キャル","80003","300"
"ペコリーヌさま…キャルさま…\n主さま…共にまいりましょう\nどこまでも…！","15","","44","105901","0","0","0","1","コッコロ","80003","301"
"はい！　それでは2.5周年\n食べつくしツアーへ！\nそして、その先の未来へ\n向かって出発しましょう！","15","","53","105801","0","0","0","0","ペコリーヌ","80003","302"
"2.5周年\nありがとうございます！","15","105901,45,106001,61","54","105801","1","0","0","0","ペコリーヌ・コッコロ・キャル","80003","303"
"新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","0","","1","190804","0","0","1","1","カリン","60002","304"
"今日の運勢は姫吉！　どんな不可能も可能にできちゃう！　　　　仲間と食卓を囲めばさらに運気上昇よ！　ただし魔物料理以外！","0","","0","0","0","1","1","2","","60002","305"
"今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","0","","0","0","0","1","1","2","","60002","306"
"今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！","0","","0","0","0","1","1","2","","60002","307"
"今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！","0","","0","0","0","1","1","2","","60002","308"
"今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪","0","","0","0","0","1","2","2","","60002","309"
"今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？","0","","0","0","0","2","1","2","","60002","310"
"今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！","0","","0","0","0","2","1","2","","60002","311"
"今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！","0","","0","0","0","2","1","2","","60002","312"
"今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！","0","","0","0","0","2","1","2","","60002","313"
"今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！","0","","0","0","0","2","2","2","","60002","314"
"今日の運勢は中吉！　家の中でゆっくり過ごすのがよさそう！　　ラッキーアイテムはゲームよ！　ベストスコアを更新できるかも？","0","","0","0","0","3","1","2","","60002","315"
"今日の運勢は中吉！　上手くなりたいことに積極的に挑戦してみてサックス好きの妹が、手取り足取りサポートしてくれるかも～？","0","","0","0","0","3","1","2","","60002","316"
"今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","0","","0","0","0","3","1","2","","60002","317"
"今日の運勢は中吉！　日頃の努力が報われます！　　　　　　　　親しい友人がいるなら報告してみて。一緒に喜んでくれるはずだ。","0","","0","0","0","3","1","2","","60002","318"
"今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたい焼き！　和菓子パワーで売上アップです！","0","","0","0","0","3","1","2","","60002","319"
"今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","0","","0","0","0","3","1","2","","60002","320"
"今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかのごとく、色々な事がうまくいきますよ♪","0","","0","0","0","3","2","2","","60002","321"
"今日の運勢は小吉！　まだ見ぬ危険が隠れているかも！　　　　　でも安心しろ！　提督が貴公を守ってくれるはずだぞ！","0","","0","0","0","4","1","2","","60002","322"
"今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","0","","0","0","0","4","1","2","","60002","323"
"今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？","0","","0","0","0","4","1","2","","60002","324"
"今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……","0","","0","0","0","4","1","2","","60002","325"
"今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！","0","","0","0","0","4","1","2","","60002","326"
"今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～","0","","0","0","0","4","1","2","","60002","327"
"今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪","0","","0","0","0","4","2","2","","60002","328"
"おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","0","","2","190804","0","0","0","3","カリン","60002","329"
"おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","7","","3","190804","0","0","0","3","カリン","60002","330"
"ささ、シェフィさまはこちらへ…","1","","1","105901","0","0","0","4","コッコロ","80005","331"
"コッコロさん、どこへ行くの…？\n…え？","1","","1","106401","0","0","0","0","シェフィ","80005","332"
"『おめでとうございます！\nわ～パチパチー！』\n…という感じでどうですかね！？","1","","1","105801","0","0","0","3","ペコリーヌ","80005","333"
"ではわたくしも\n後ろからクラッカーを鳴らして\n応戦いたします\nああ、当日が待ち遠しいですね","1","","2","105901","0","0","0","4","コッコロ","80005","334"
"ええと…\n二人とも何をしているの？","1","","2","106401","0","0","0","0","シェフィ","80005","335"
"シェフィは初めてだもんね\nあの日が近いからって\n予行練習してんのよ\n気が早いわよね～","1","","1","106001","0","0","0","1","キャル","80005","336"
"あの日…？","1","","3","106401","0","0","0","0","シェフィ","80005","337"
"その通りです…\nいよいよ記念すべきあの日が\n近づいてきましたよ！","1","","2","105801","0","0","0","3","ペコリーヌ","80005","338"
"『プリンセスコネクト！\nRe:Dive』3.5周年！","1","","3","105801","0","0","0","3","ペコリーヌ","80005","339"
"やばいですね☆","1","","1","190801","0","0","0","2","カリン","80005","340"
"って、なにしれっと\n参加してんのよカリン！","1","","2","106001","0","0","0","1","キャル","80005","341"
"ふふ、いいじゃないですか\n【ギルド管理協会】として\n私もみなさんと一緒に\nお祝いをさせてください！","1","","2","190801","0","0","0","2","カリン","80005","342"
"それに…記念日が近づけば\nとっておきの情報を\nお届けしますから♪","1","","3","190801","0","0","0","2","カリン","80005","343"
"というわけで\n今日からシェフィちゃんも一緒に\nカウントダウンしちゃいましょう！\n3.5周年まで…","1","","4","105801","0","0","0","3","ペコリーヌ","80005","344"
"えっ！？　ええとええと…！\nあ、あと14日…！","1","","4","106401","0","0","0","0","シェフィ","80005","345"
"3.5周年まであと13日\n豪華に、そして盛大に\nお祝いしたいですね☆","2","","5","105801","0","0","0","3","ペコリーヌ","80005","346"
"豪華といえば前にとある貴族さまが\n舞踏会を開かれたそうで\n主さまがそのお手伝いを\nしておりました","2","","3","105901","0","0","0","1","コッコロ","80005","347"
"そこで美しい所作を学ばれたので\nわたくしも教えていただきました\nしゃなり、しゃなり…\nいかがでしょう？","2","","4","105901","0","0","0","1","コッコロ","80005","348"
"すっごく上手ですよ☆\nまるでお姫様みたいです\nせっかくなのでわたしも\nしゃなりしゃなり","2","","6","105801","0","0","0","3","ペコリーヌ","80005","349"
"さすがでございます\nペコリーヌさま","2","","5","105901","0","0","0","1","コッコロ","80005","350"
"いや、あんたは\nできなきゃダメでしょ\n本物のお姫様なんだし","2","","3","106001","0","0","0","0","キャル","80005","351"
"しゃなり、しゃなり…\nふふ、案外できるものね","2","","5","106401","0","0","0","2","シェフィ","80005","352"
"わぁ！\nシェフィちゃん\n姿勢がとってもキレイです♪","2","","7","105801","0","0","0","3","ペコリーヌ","80005","353"
"さ、次はキャルさまの\n番でございますよ","2","","6","105901","0","0","0","1","コッコロ","80005","354"
"あ、あたしはいいわよ！\nそういうの全然分かんないし…","2","","4","106001","0","0","0","0","キャル","80005","355"
"大丈夫\nやってみると結構楽しいわよ\nほらほらっ","2","","6","106401","0","0","0","2","シェフィ","80005","356"
"そ、そこまで言うなら…\nしゃなにゅわきゃあっ！","2","","5","106001","0","0","0","0","キャル","80005","357"
"いたたた…もぉお～！\nなんであたしがこんな目に～！","2","","6","106001","0","0","0","0","キャル","80005","358"
"まぁまぁ\n記念日までに練習すれば\nできるようになるかもしれません\nよろしければお教えいたしますよ","2","","7","105901","0","0","0","1","コッコロ","80005","359"
"よし！\nあんたたちができて\nあたしだけできないのはしゃくだし\nやってやろうじゃないの！！","2","","7","106001","0","0","0","0","キャル","80005","360"
"3.5周年まであと12日\n記念日当日はもちろんですが\nその日を待つ時間というのも\n心躍ります","3","","8","105901","0","0","0","1","コッコロ","80005","361"
"分かりますっ！\nどんな特別な料理を食べられるのか\n考えるだけでワクワクしますよね！","3","","8","105801","0","0","0","3","ペコリーヌ","80005","362"
"特別な料理といえば、お祭りですね\nそういえば主さまは学生として\n聖学祭に参加されたこと\nがあるとか…","3","","9","105901","0","0","0","1","コッコロ","80005","363"
"聖学祭…って、なにかしら？","3","","7","106401","0","0","0","2","シェフィ","80005","364"
"聖テレサ女学院の祭典ですよ\n二つのチームが競い合い\n青春を満喫するのが趣旨のようです","3","","10","105901","0","0","0","1","コッコロ","80005","365"
"それってカルミナの\nサプライズライブがあった\nお祭りよね？\nちょっと見たかったかも…","3","","8","106001","0","0","0","0","キャル","80005","366"
"カルミナの後の\nライブも好評だったらしいじゃない\n確か、なかよし部\nだったっけ…？","3","","9","106001","0","0","0","0","キャル","80005","367"
"なかよし部…\n仲が良さそうな名前で\nやばいですね☆","3","","9","105801","0","0","0","3","ペコリーヌ","80005","368"
"いや、そのまんますぎでしょ…","3","","10","106001","0","0","0","0","キャル","80005","369"
