1e587ea97a8b8daac0a08f5c551c4ecb1fe32ed3d07937823ed5c8a2f1d349cd,ea48d837664234bbebcf5ef432be7d0a232dbcd15150ba1b60c3bed72fc66bec,170ec3bd079d3923bdeb3151f8167d279aaa71571b23f37e9cf779c0562b43d9,0cdbef270a7e9a5ff7fbdb11cfae6ce88e14e79e2dcc03cfc6988c5383eda784,85147048095b63360e2ccfcca4c0cd3fd211d0ec44dc86f9b0a69c5aa6229037,51f4c669fae40e3d731f05b743fc4d36855263917d060275fdf88cd8cdb9cd29,494ea3f7eb36b69777af8a2c5e1697759ed949c29e548b017daa4e246a13642e,79c4b0b08a6245e7e9c461fe0611645d4ab37e6f8f87b60dd0633a12dd66a0a3,66c3cf2ca7bccf2b05b57434c8a3a104f15b091585c79c77e147d369f0958cf6,998abd93c6789a1682f6230f9c6e1cd32e31e53d17efbdf34090baf6a71fcdf4,70fdecfe52ee34954a0cdb5cff4f074d2f1b1adbd846b81175d793dba014d869,57ece54911df47112d56edc98bf43038ec6cb0351ffe3b667740d52215e2b48c
"0","0","0","0","10140","5","2","953","カカオーラのおもちゃ","1","0","10140953"
"0","0","0","0","10140","5","1","954","ゴーレムのおもちゃ","1","0","10140954"
"0","0","0","0","10140","5","2","955","ジズのおもちゃ","1","0","10140955"
"0","0","0","0","10140","5","1","956","スリーピィーオウルのおもちゃ","1","0","10140956"
"0","0","0","0","10140","5","2","957","ゼラチナのおもちゃ","1","0","10140957"
"0","0","0","0","10140","5","1","958","ニャットちゃんのおもちゃ","1","0","10140958"
"0","0","0","0","10140","5","2","959","バルーンバードのおもちゃ","1","0","10140959"
"0","0","0","0","10140","5","1","960","プチグリフォンのおもちゃ","1","0","10140960"
"0","0","0","0","10140","5","2","961","ベニタケのおもちゃ","1","0","10140961"
"0","0","0","0","10140","5","1","962","モーラのおもちゃ","1","0","10140962"
"0","0","0","0","10140","5","2","963","ラットンのおもちゃ","1","0","10140963"
"0","0","0","0","10140","5","1","964","ロックフラワーのおもちゃ","1","0","10140964"
"0","0","0","0","10140","5","2","965","ワッパタヌキのおもちゃ","1","0","10140965"
"0","0","0","0","10140","5","1","966","ドラゴンもどきのおもちゃ","1","0","10140966"
"0","0","0","0","10140","5","2","970","タマキのビーチボール","1","0","10140970"
"0","0","0","0","10140","5","1","971","キャルのうきわ","1","0","10140971"
"0","0","0","0","10140","5","2","972","赤い魚","1","0","10140972"
"0","0","0","0","10140","5","1","973","大きな貝殻","1","0","10140973"
"0","0","0","0","10140","5","2","974","すいか","1","0","10140974"
"0","0","0","0","10140","5","2","975","ヒヨリのイルカ","1","0","10140975"
"0","0","0","0","10140","5","1","976","ミソギの水風船","1","0","10140976"
"0","0","0","0","10140","5","1","977","ミミのプチグリフォン","1","0","10140977"
"0","0","0","0","10140","5","2","978","ユニのビーチボール","1","0","10140978"
"0","0","0","0","10140","5","2","979","クロエのサーフボード","1","0","10140979"
"0","0","0","0","10140","10","2","980","すし、すし、すし","1","0","10140980"
"0","0","0","0","10140","1","2","981","すし、すし、プリン","1","0","10140981"
"0","0","0","0","10140","5","1","982","アイスフィッシュ","1","0","10140982"
"0","0","0","0","10140","5","1","983","ギャングオッター","1","0","10140983"
"0","0","0","0","10140","5","1","984","エンゼルダーツ","1","0","10140984"
