d3f4ec15f24cf8a72b23e3de7313804bd473c00371b23742e15f9409543b270b,c0ff582646ef57c0cbb46f43594d3fb9335d28434d7ea7f67c9b461c8cb5bc61,aee04b73c405f623f6ffa89351d2ddac275b2525c49e4b1f911098670a851a03,1a7f23e8c8264e556dace7651679878dff279366e0237b4e1996503b0657f840,32c5bf02d5945bff63809825cd6aea7278c315719dff26c749ce4d4b67996db5,0c5b390a098cd1776c00ef1eca49ae0344605af73a04ed59c9ad5f385115d4eb,6b9c4031df6e39fb8233ff75a028eb6db785661789923a543a2a3485a9765969,94ad4a08d1fe1774ff98d97a1b93b6bfbb7d5c0e72c5cb49f30f93e2272fb3f4,9ebec54d326d3663565c2a185265aeb3d09ba485b054797e5fd35da0e8182c83,c4fcdd3dd189e8d4c0bb77fa5d0a21d23abc38de27f423b7f5890577117d34c2,b8a79faddcada59ca7dbe60483afc2a3c4b70608c9354af6cdcee74eaeadf5c0,5f115372acd258242fd2db0c3db68bf36de485c9338ff28538afc242f54e3c04,e3e7077f0e2db422fa69936c43622f695995192f24d6d9350aca391eb29db4a0,6654eb42e240a308f84291747b521c4c1315654f8fbdc17520507b7b7b78486c,777a78474b52b0bc54510c94f852687826aa34dbcef3e020cb5432a1feec89eb
"26211","9103803","103801","2022/11/03 5:00:00","10","0","500","26213","26212","263","410","0","2816","2621","0"
"26221","9101403","101401","2022/11/03 5:00:00","10","0","500","26223","26222","264","310","0","2816","2622","0"
"26231","9109403","109401","2022/11/03 5:00:00","10","0","500","26233","26232","265","220","0","2816","2623","0"
"26311","0","0","2022/11/04 5:00:00","10","0","500","26313","26312","266","564","0","2816","2631","0"
"26411","0","0","2022/11/05 5:00:00","10","0","500","26413","26412","267","499","0","2816","2641","0"
"26511","0","0","2022/11/06 5:00:00","10","0","500","26513","26512","268","435","0","2816","2651","0"
"26611","0","0","2022/11/07 5:00:00","10","0","500","26613","26612","269","372","0","2816","2661","0"
"26711","0","0","2022/11/08 5:00:00","10","0","500","26713","26712","270","309","0","2816","2671","0"
"26811","0","0","2022/11/09 5:00:00","10","0","500","26813","26812","271","246","0","2816","2681","0"
"26911","0","0","2022/11/10 5:00:00","10","0","500","26913","26912","272","183","0","2816","2691","0"
"27011","9104803","104801","2022/11/11 5:00:00","10","0","500","27013","27012","273","85","0","2816","2701","0"
"27111","0","0","2022/11/12 5:00:00","10","0","500","27113","27112","274","120","0","2816","2711","0"
"27211","0","0","2022/11/13 5:00:00","10","0","500","27213","27212","275","57","0","2816","2721","0"
"27311","0","0","2022/11/14 5:00:00","10","0","500","27313","27312","276","-6","0","2816","2731","0"
"27411","0","0","2022/11/15 5:00:00","10","0","500","27413","27412","277","-69","0","2816","2741","0"
"27511","0","0","2022/11/16 5:00:00","10","0","500","27513","27512","278","-132","0","2816","2751","0"
"27611","0","0","2022/11/17 5:00:00","10","0","500","27613","27612","279","-195","0","2816","2761","0"
"27711","0","0","2022/11/18 5:00:00","10","0","500","27713","27712","280","-258","0","2816","2771","0"
"27811","9104503","104501","2022/11/19 5:00:00","10","0","500","27813","27812","281","-75","0","2816","2781","0"
"27911","0","0","2022/11/20 5:00:00","10","0","500","27913","27912","282","-20","0","2816","2791","0"
"28011","0","0","2022/11/21 5:00:00","10","0","500","28013","28012","283","-60","0","2816","2801","0"
"28111","9100603","102201","2022/11/22 5:00:00","10","100601","500","28113","28112","284","-235","0","2816","2811","0"
"28211","0","0","2022/11/23 5:00:00","10","0","500","28213","28212","285","-210","0","2816","2821","0"
"28311","0","0","2022/11/24 5:00:00","10","0","500","28313","28312","286","-240","0","2816","2831","0"
"28411","9100503","100501","2022/11/25 5:00:00","10","0","500","28413","28412","287","-445","0","2816","2841","0"
"28511","0","0","2022/11/26 5:00:00","10","0","500","28513","28512","288","-321","0","2816","2851","0"
"28611","0","0","2022/11/27 5:00:00","10","0","500","28613","28612","289","-384","0","2816","2861","0"
"28711","0","0","2022/11/28 5:00:00","10","0","500","28713","28712","290","-448","0","2816","2871","0"
"28811","0","0","2022/11/29 5:00:00","10","0","500","28813","28812","291","-513","0","2816","2881","0"
"28911","0","0","2022/11/30 5:00:00","10","0","500","28913","28912","292","-579","0","2816","2891","1"
"29011","9109203","109201","2022/12/01 5:00:00","11","0","600","29013","29012","293","330","4","2816","2901","0"
"29111","0","0","2022/12/02 5:00:00","11","0","600","29113","29112","294","395","4","2816","2911","0"
"29211","0","0","2022/12/03 5:00:00","11","0","600","29213","29212","295","360","4","2816","2921","0"
"29311","0","0","2022/12/04 5:00:00","11","0","600","29313","29312","296","325","4","2816","2931","0"
"29411","0","0","2022/12/05 5:00:00","11","0","600","29413","29412","297","290","4","2816","2941","0"
"29511","0","0","2022/12/06 5:00:00","11","0","600","29513","29512","298","255","4","2816","2951","0"
"29611","0","0","2022/12/07 5:00:00","11","0","600","29613","29612","299","220","4","2816","2961","0"
"29711","0","0","2022/12/08 5:00:00","11","0","600","29713","29712","300","185","4","2816","2971","0"
"29811","0","0","2022/12/09 5:00:00","11","0","600","29813","29812","301","150","4","2816","2981","0"
"29911","0","0","2022/12/10 5:00:00","11","0","600","29913","29912","302","115","4","2816","2991","0"
"30011","0","0","2022/12/11 5:00:00","11","0","600","30013","30012","303","80","4","2816","3001","0"
"30111","9102503","102501","2022/12/12 5:00:00","11","0","600","30113","30112","304","250","4","2816","3011","0"
"30211","0","0","2022/12/13 5:00:00","11","0","600","30213","30212","305","45","4","2816","3021","0"
"30311","9106403","106401","2022/12/14 5:00:00","11","0","600","30313","30312","306","95","4","2816","3031","0"
"30411","0","0","2022/12/15 5:00:00","11","0","600","30413","30412","307","10","4","2816","3041","0"
"30511","0","0","2022/12/16 5:00:00","11","0","600","30513","30512","308","-25","4","2816","3051","0"
"30611","0","0","2022/12/17 5:00:00","11","0","600","30613","30612","309","-60","4","2816","3061","0"
"30711","0","0","2022/12/18 5:00:00","11","0","600","30713","30712","310","-95","4","2816","3071","0"
"30811","0","0","2022/12/19 5:00:00","11","0","600","30813","30812","311","-130","4","2816","3081","0"
"30911","0","0","2022/12/20 5:00:00","11","0","600","30913","30912","312","-165","4","2816","3091","0"
"31011","0","0","2022/12/21 5:00:00","11","0","600","31013","31012","313","-200","4","2816","3101","0"
"31111","9103103","103101","2022/12/22 5:00:00","11","0","600","31113","31112","314","-30","4","2816","3111","0"
"31211","0","0","2022/12/23 5:00:00","11","0","600","31213","31212","315","-235","4","2816","3121","0"
"31311","9101203","101201","2022/12/24 5:00:00","11","0","600","31313","31312","316","-190","4","2816","3131","0"
"31411","0","0","2022/12/25 5:00:00","11","0","600","31413","31412","317","-115","4","2816","3141","0"
"31511","0","0","2022/12/26 5:00:00","11","0","600","31513","31512","318","-160","4","2816","3151","0"
"31611","0","0","2022/12/27 5:00:00","11","0","600","31613","31612","319","-270","4","2816","3161","0"
"31711","9118103","118101","2022/12/28 5:00:00","11","0","600","31713","31712","320","-260","4","2816","3171","0"
"31811","0","0","2022/12/29 5:00:00","11","0","600","31813","31812","321","-305","4","2816","3181","0"
"31911","0","0","2022/12/30 5:00:00","11","0","600","31913","31912","322","-340","4","2816","3191","0"
"32011","0","0","2022/12/31 5:00:00","11","0","600","32013","32012","323","-378","4","2816","3201","1"
"32111","9102603","102601","2023/01/01 5:00:00","12","0","600","32113","32112","324","204","4","2816","3211","0"
"32211","0","0","2023/01/02 5:00:00","12","0","600","32213","32212","325","323","4","2816","3221","0"
"32311","9105003","105001","2023/01/03 5:00:00","12","0","600","32313","32312","326","167","4","2816","3231","0"
"32411","0","0","2023/01/04 5:00:00","12","0","600","32413","32412","327","387","4","2816","3241","0"
"32511","0","0","2023/01/05 5:00:00","12","0","600","32513","32512","328","343","4","2816","3251","0"
"32611","0","0","2023/01/06 5:00:00","12","0","600","32613","32612","329","301","4","2816","3261","0"
"32711","0","0","2023/01/07 5:00:00","12","0","600","32713","32712","330","258","4","2816","3271","0"
"32811","0","0","2023/01/08 5:00:00","12","0","600","32813","32812","331","216","4","2816","3281","0"
"32911","0","0","2023/01/09 5:00:00","12","0","600","32913","32912","332","174","4","2816","3291","0"
"33011","0","0","2023/01/10 5:00:00","12","0","600","33013","33012","333","133","4","2816","3301","0"
"33111","0","0","2023/01/11 5:00:00","12","0","600","33113","33112","334","91","4","2816","3311","0"
"33211","9100303","100301","2023/01/12 5:00:00","12","0","600","33213","33212","335","0","4","2816","3321","0"
"33311","0","0","2023/01/13 5:00:00","12","0","600","33313","33312","336","49","4","2816","3331","0"
"33411","0","0","2023/01/14 5:00:00","12","0","600","33413","33412","337","6","4","2816","3341","0"
"33511","0","0","2023/01/15 5:00:00","12","0","600","33513","33512","338","-36","4","2816","3351","0"
"33611","0","0","2023/01/16 5:00:00","12","0","600","33613","33612","339","-76","4","2816","3361","0"
"33711","0","0","2023/01/17 5:00:00","12","0","600","33713","33712","340","-119","4","2816","3371","0"
"33811","0","0","2023/01/18 5:00:00","12","0","600","33813","33812","341","-100","4","2816","3381","0"
"33911","0","0","2023/01/19 5:00:00","12","0","600","33913","33912","342","-81","4","2816","3391","0"
"34011","0","0","2023/01/20 5:00:00","12","0","600","34013","34012","343","-161","4","2816","3401","0"
"34111","0","0","2023/01/21 5:00:00","12","0","600","34113","34112","344","-203","4","2816","3411","0"
"34211","0","0","2023/01/22 5:00:00","12","0","600","34213","34212","345","-246","4","2816","3421","0"
"34311","9100703","100701","2023/01/23 5:00:00","12","0","600","34313","34312","346","-78","4","2816","3431","0"
"34411","9102903","102901","2023/01/24 5:00:00","12","0","600","34413","34412","347","-209","4","2816","3441","0"
"34511","0","0","2023/01/25 5:00:00","12","0","600","34513","34512","348","-288","4","2816","3451","0"
"34611","0","0","2023/01/26 5:00:00","12","0","600","34613","34612","349","-290","4","2816","3461","0"
"34711","0","0","2023/01/27 5:00:00","12","0","600","34713","34712","350","-308","4","2816","3471","0"
"34811","0","0","2023/01/28 5:00:00","12","0","600","34813","34812","351","-332","4","2816","3481","0"
"34911","0","0","2023/01/29 5:00:00","12","0","600","34913","34912","352","-330","4","2816","3491","0"
"35011","0","0","2023/01/30 5:00:00","12","0","600","35013","35012","353","-320","4","2816","3501","0"
"35111","0","0","2023/01/31 5:00:00","12","0","600","35113","35112","354","-378","4","2816","3511","1"
"35211","0","0","2023/02/01 5:00:00","13","0","600","35213","35212","355","382","4","2816","3521","0"
"35311","9103603","103601","2023/02/02 5:00:00","13","0","600","35313","35312","356","323","4","2816","3531","0"
"35411","0","0","2023/02/03 5:00:00","13","0","600","35413","35412","357","381","4","2816","3541","0"
"35511","9109303","109301","2023/02/04 5:00:00","13","0","600","35513","35512","358","185","4","2816","3551","0"
"35611","0","0","2023/02/05 5:00:00","13","0","600","35613","35612","359","191","4","2816","3561","0"
"35711","0","0","2023/02/06 5:00:00","13","0","600","35713","35712","360","72","4","2816","3571","0"
"35811","9107103","107101","2023/02/07 5:00:00","13","0","600","35813","35812","361","7","4","2816","3581","0"
"35911","0","0","2023/02/08 5:00:00","13","0","600","35913","35912","362","332","4","2816","3591","0"
"36011","0","0","2023/02/09 5:00:00","13","0","600","36013","36012","363","285","4","2816","3601","0"
"36111","0","0","2023/02/10 5:00:00","13","0","600","36113","36112","364","237","4","2816","3611","0"
"36211","0","0","2023/02/11 5:00:00","13","0","600","36213","36212","365","192","4","2816","3621","0"
"36311","0","0","2023/02/12 5:00:00","13","0","600","36313","36312","366","144","4","2816","3631","0"
"36411","0","0","2023/02/13 5:00:00","13","0","600","36413","36412","367","97","4","2816","3641","0"
"36511","0","0","2023/02/14 5:00:00","13","0","600","36513","36512","368","50","4","2816","3651","0"
"36611","0","0","2023/02/15 5:00:00","13","0","600","36613","36612","369","3","4","2816","3661","0"
"36711","0","0","2023/02/16 5:00:00","13","0","600","36713","36712","370","-43","4","2816","3671","0"
"36811","0","0","2023/02/17 5:00:00","13","0","600","36813","36812","371","-90","4","2816","3681","0"
"36911","9123003","123001","2023/02/18 5:00:00","13","0","600","36913","36912","372","-153","4","2816","3691","0"
"37011","0","0","2023/02/19 5:00:00","13","0","600","37013","37012","373","-93","4","2816","3701","0"
"37111","0","0","2023/02/20 5:00:00","13","0","600","37113","37112","374","-137","4","2816","3711","0"
"37211","0","0","2023/02/21 5:00:00","13","0","600","37213","37212","375","-185","4","2816","3721","0"
"37311","0","0","2023/02/22 5:00:00","13","0","600","37313","37312","376","-232","4","2816","3731","0"
"37411","0","0","2023/02/23 5:00:00","13","0","600","37413","37412","377","-225","4","2816","3741","0"
"37511","0","0","2023/02/24 5:00:00","13","0","600","37513","37512","378","-256","4","2816","3751","0"
"37611","0","0","2023/02/25 5:00:00","13","0","600","37613","37612","379","-280","4","2816","3761","0"
"37711","0","0","2023/02/26 5:00:00","13","0","600","37713","37712","380","-329","4","2816","3771","0"
"37811","0","0","2023/02/27 5:00:00","13","0","600","37813","37812","381","-379","4","2816","3781","0"
"37911","9111003","111001","2023/02/28 5:00:00","13","0","600","37913","37912","382","-250","4","2816","3791","1"
"38011","9104603","104601","2023/03/01 5:00:00","14","0","100","38013","38012","383","480","1","2816","3801","0"
"38111","0","0","2023/03/02 5:00:00","14","0","100","38113","38112","384","560","1","2816","3811","0"
"38211","9103303","103301","2023/03/03 5:00:00","14","0","100","38213","38212","385","370","1","2816","3821","0"
"38311","0","0","2023/03/04 5:00:00","14","0","100","38313","38312","386","553","1","2816","3831","0"
"38411","0","0","2023/03/05 5:00:00","14","0","100","38413","38412","387","476","1","2816","3841","0"
"38511","0","0","2023/03/06 5:00:00","14","0","100","38513","38512","388","400","1","2816","3851","0"
"38611","9105103","105101","2023/03/07 5:00:00","14","0","100","38613","38612","389","330","1","2816","3861","0"
"38711","0","0","2023/03/08 5:00:00","14","0","100","38713","38712","390","325","1","2816","3871","0"
"38811","0","0","2023/03/09 5:00:00","14","0","100","38813","38812","391","250","1","2816","3881","0"
"38911","9105703","105701","2023/03/10 5:00:00","14","0","100","38913","38912","392","185","1","2816","3891","0"
"39011","0","0","2023/03/11 5:00:00","14","0","100","39013","39012","393","175","1","2816","3901","0"
"39111","9103203","103201","2023/03/12 5:00:00","14","0","100","39113","39112","394","205","1","2816","3911","0"
"39211","0","0","2023/03/13 5:00:00","14","0","100","39213","39212","395","110","1","2816","3921","0"
"39311","9105203","105201","2023/03/14 5:00:00","14","0","100","39313","39312","396","30","1","2816","3931","0"
"39411","0","0","2023/03/15 5:00:00","14","0","100","39413","39412","397","-45","1","2816","3941","0"
"39511","9103403","103401","2023/03/16 5:00:00","14","0","100","39513","39512","398","-250","1","2816","3951","0"
"39611","0","0","2023/03/17 5:00:00","14","0","100","39613","39612","399","-50","1","2816","3961","0"
"39711","0","0","2023/03/18 5:00:00","14","0","100","39713","39712","400","-90","1","2816","3971","0"
"39811","0","0","2023/03/19 5:00:00","14","0","100","39813","39812","401","100","1","2816","3981","0"
"39911","0","0","2023/03/20 5:00:00","14","0","100","39913","39912","402","25","1","2816","3991","0"
"40011","0","0","2023/03/21 5:00:00","14","0","100","40013","40012","403","-50","1","2816","4001","0"
"40111","0","0","2023/03/22 5:00:00","14","0","100","40113","40112","404","-125","1","2816","4011","0"
"40211","0","0","2023/03/23 5:00:00","14","0","100","40213","40212","405","-370","1","2816","4021","0"
"40311","9107003","107001","2023/03/24 5:00:00","14","0","100","40313","40312","406","-460","1","2816","4031","0"
"40411","0","0","2023/03/25 5:00:00","14","0","100","40413","40412","407","-200","1","2816","4041","0"
"40511","0","0","2023/03/26 5:00:00","14","0","100","40513","40512","408","-275","1","2816","4051","0"
"40611","0","0","2023/03/27 5:00:00","14","0","100","40613","40612","409","-350","1","2816","4061","0"
"40711","0","0","2023/03/28 5:00:00","14","0","100","40713","40712","410","-425","1","2816","4071","0"
"40811","0","0","2023/03/29 5:00:00","14","0","100","40813","40812","411","-501","1","2816","4081","0"
"40911","0","0","2023/03/30 5:00:00","14","0","100","40913","40912","412","-579","1","2816","4091","1"
"40921","0","0","2023/03/30 5:00:00","1","0","100","40923","40922","413","0","1","2816","4092","1"
