a60e5c1a8bcd63f6dec3b263c67ee56bc469ff88106facc29a7a1dd04acd13f8,5dcae5a2bdc1631a81d33fb16bc473dc59be9788330509295c326fa95fa66e56,1307fd13d254fbe6d91336ff63b74064b9f4baff700d7cc2bc24a6efa94eb751,effa7e05301d20be36a4f40b2a89ab85518deb047cc3ae23e4a48b9b93450ba4,c02c70520035be985a51f7bd4e7d8841b553fc1e66a1a0babc7055184be2cbed,887edbf5434b5461c5a49a0e1855de7e2910aff94e0b80768dbf4bd6055d6461,1841b977ee94226c5936e413c124280fb4beb2a13ada35d9534e29ce9e6fdb50,b8710183f104230a3b6e058c0e033ec1990a9a0b027d0a3f4b1f08cfb7872699,406a6ade2f00ec92ccd337c78ecf3556514d6421feb5c14043e198598ebe3e1b,4194959e113da5f3285e01d1aa972669280ac8979b8bc013a5e8d723bb8c791f,2235121b014eec09f7ee459d9c22e1eab5b31770c29f8ddee8b4f37733322f1e,24bcb9ec546e2f5bf05003a6cc1a1c3cacb2551961e4d0febffe0c27ebd2887d
"0","52","1","1005901","0","0","100590152","0","0","3.4","4","0"
"0","53","0","1005901","vo_ske_0608","0","100590153","0","vo_ske","0","2","0"
"212","54","0","1005901","0","2","100590154","11","0","0","1","0"
"0","55","1","1005901","0","0","100590155","0","0","2.7","4","0"
"339","56","0","1005901","0","1","100590156","11","0","0","1","212"
"0","57","1","1005901","0","0","100590157","0","0","1","4","0"
"82","58","0","1005901","0","0.7","100590158","12","0","0","1","0"
"0","59","1","1005901","0","0","100590159","0","0","1.9","4","0"
"313","60","0","1005901","0","1.6","100590160","12","0","0","1","82"
"0","61","1","1005901","0","0","100590161","0","0","4","4","0"
"0","62","0","1005901","vo_ske_0609","0","100590162","0","vo_ske","0","2","0"
"238","63","0","1005901","0","2","100590163","13","0","0","1","0"
"0","64","1","1005901","0","0","100590164","0","0","3.8","4","0"
"0","65","0","1005901","vo_ske_0610","0","100590165","0","vo_ske","0","2","0"
"114","66","0","1005901","0","0.7","100590166","14","0","0","1","0"
"0","67","1","1005901","0","0","100590167","0","0","1.4","4","0"
"336","68","0","1005901","0","1.7","100590168","14","0","0","1","114"
"0","69","1","1005901","0","0","100590169","0","0","4.2","4","0"
"0","1","1","1005902","0","0","100590201","0","0","0.8","4","0"
"0","2","0","1005902","vo_ske_0701","0","100590202","0","vo_ske","0","2","0"
"310","3","0","1005902","0","2.3","100590203","1","0","0","1","0"
"0","4","1","1005902","0","0","100590204","0","0","3.6","4","0"
"0","5","0","1005902","vo_ske_0702","0","100590205","0","vo_ske","0","2","0"
"120","6","0","1005902","0","0.9","100590206","2","0","0","1","0"
"0","7","1","1005902","0","0","100590207","0","0","1.6","4","0"
"210","8","0","1005902","0","0.7","100590208","2","0","0","1","120"
"0","9","1","1005902","0","0","100590209","0","0","1.6","4","0"
"290","10","0","1005902","0","0.9","100590210","2","0","0","1","210"
"0","11","1","1005902","0","0","100590211","0","0","1.5","4","0"
"250","12","0","1005902","0","1.9","100590212","3","0","0","1","0"
"0","13","1","1005902","0","0","100590213","0","0","3.5","4","0"
"0","14","0","1005902","vo_ske_0703","0","100590214","0","vo_ske","0","2","0"
"135","15","0","1005902","0","1.2","100590215","4","0","0","1","0"
"0","16","1","1005902","0","0","100590216","0","0","2.1","4","0"
"328","17","0","1005902","0","1.6","100590217","4","0","0","1","135"
"0","18","1","1005902","0","0","100590218","0","0","1.6","4","0"
"114","19","0","1005902","0","0.6","100590219","5","0","0","1","0"
"0","20","1","1005902","0","0","100590220","0","0","2.5","4","0"
"0","21","0","1005902","vo_ske_0704","0","100590221","0","vo_ske","0","2","0"
"200","22","0","1005902","0","0.7","100590222","5","0","0","1","114"
"0","23","1","1005902","0","0","100590223","0","0","2.4","4","0"
"318","24","0","1005902","0","1.1","100590224","5","0","0","1","200"
"0","25","1","1005902","0","0","100590225","0","0","1.1","4","0"
"183","26","0","1005902","0","1.5","100590226","6","0","0","1","0"
"0","27","1","1005902","0","0","100590227","0","0","2","4","0"
"340","28","0","1005902","0","1.4","100590228","6","0","0","1","183"
"0","29","1","1005902","0","0","100590229","0","0","2.9","4","0"
"0","30","0","1005902","vo_ske_0705","0","100590230","0","vo_ske","0","2","0"
"85","31","0","1005902","0","0.6","100590231","7","0","0","1","0"
"0","32","1","1005902","0","0","100590232","0","0","1.4","4","0"
"340","33","0","1005902","0","2","100590233","7","0","0","1","85"
"0","34","1","1005902","0","0","100590234","0","0","5.2","4","0"
"0","35","0","1005902","vo_ske_0706","0","100590235","0","vo_ske","0","2","0"
"116","36","0","1005902","0","1.226","100590236","8","0","0","1","0"
"0","37","1","1005902","0","0","100590237","0","0","1.934","4","0"
"281","38","0","1005902","0","1.42","100590238","8","0","0","1","116"
"0","39","1","1005902","0","0","100590239","0","0","1.552","4","0"
"357","40","0","1005902","0","0.6","100590240","8","0","0","1","281"
"0","41","1","1005902","0","0","100590241","0","0","0.6","4","0"
"180","42","0","1005902","0","1.2","100590242","9","0","0","1","0"
"0","43","1","1005902","0","0","100590243","0","0","3","4","0"
"0","44","0","1005902","vo_ske_0707","0","100590244","0","vo_ske","0","2","0"
"284","45","0","1005902","0","1","100590245","9","0","0","1","180"
"0","46","1","1005902","0","0","100590246","0","0","2","4","0"
"402","47","0","1005902","0","0.9","100590247","9","0","0","1","284"
"0","48","1","1005902","0","0","100590248","0","0","3.1","4","0"
"0","49","0","1005902","vo_ske_0708","0","100590249","0","vo_ske","0","2","0"
"168","50","0","1005902","0","1.1","100590250","10","0","0","1","0"
"0","51","1","1005902","0","0","100590251","0","0","2.4","4","0"
"0","52","0","1005902","vo_ske_0709","0","100590252","0","vo_ske","0","2","0"
"340","53","0","1005902","0","2.5","100590253","11","0","0","1","0"
"0","54","1","1005902","0","0","100590254","0","0","3.4","4","0"
"0","55","0","1005902","vo_ske_0710","0","100590255","0","vo_ske","0","2","0"
"150","56","0","1005902","0","1.4","100590256","12","0","0","1","0"
"0","57","1","1005902","0","0","100590257","0","0","2.1","4","0"
"302","58","0","1005902","0","1.3","100590258","12","0","0","1","150"
"0","59","1","1005902","0","0","100590259","0","0","3.2","4","0"
"0","60","0","1005902","vo_ske_0711","0","100590260","0","vo_ske","0","2","0"
"63","61","0","1005902","0","0.8","100590261","13","0","0","1","0"
"0","62","1","1005902","0","0","100590262","0","0","1.9","4","0"
"305","63","0","1005902","0","1.7","100590263","13","0","0","1","63"
"0","64","1","1005902","0","0","100590264","0","0","3.5","4","0"
"0","65","0","1005902","vo_ske_0712","0","100590265","0","vo_ske","0","2","0"
"95","66","0","1005902","0","1","100590266","14","0","0","1","0"
"0","67","1","1005902","0","0","100590267","0","0","1.9","4","0"
"362","68","0","1005902","0","1.6","100590268","14","0","0","1","95"
"0","69","1","1005902","0","0","100590269","0","0","4.1","4","0"
"0","1","1","1005903","0","0","100590301","0","0","0.8","4","0"
"0","2","0","1005903","vo_ske_0801","0","100590302","0","vo_ske","0","2","0"
"231","3","0","1005903","0","2.2","100590303","1","0","0","1","0"
"0","4","1","1005903","0","0","100590304","0","0","3.4","4","0"
"0","5","0","1005903","vo_ske_0802","0","100590305","0","vo_ske","0","2","0"
"39","6","0","1005903","0","0.465","100590306","2","0","0","1","0"
"0","7","1","1005903","0","0","100590307","0","0","0.998","4","0"
"284","8","0","1005903","0","1.722","100590308","2","0","0","1","39"
"0","9","1","1005903","0","0","100590309","0","0","3.024","4","0"
"388","10","0","1005903","0","0.8","100590310","2","0","0","1","284"
"0","11","1","1005903","0","0","100590311","0","0","0.8","4","0"
"168","12","0","1005903","0","0.9","100590312","3","0","0","1","0"
"0","13","1","1005903","0","0","100590313","0","0","2.5","4","0"
"262","14","0","1005903","0","1","100590314","3","0","0","1","168"
"0","15","1","1005903","0","0","100590315","0","0","1.8","4","0"
"388","16","0","1005903","0","1.2","100590316","3","0","0","1","262"
"0","17","1","1005903","0","0","100590317","0","0","1.2","4","0"
"145","18","0","1005903","0","0.828","100590318","4","0","0","1","0"
"0","19","1","1005903","0","0","100590319","0","0","3.156","4","0"
"0","20","0","1005903","vo_ske_0803","0","100590320","0","vo_ske","0","2","0"
"134","21","0","1005903","0","1.2","100590321","5","0","0","1","0"
"0","22","1","1005903","0","0","100590322","0","0","2.3","4","0"
"347","23","0","1005903","0","1.8","100590323","5","0","0","1","134"
"0","24","1","1005903","0","0","100590324","0","0","3.4","4","0"
"257","25","0","1005903","0","1.9","100590325","6","0","0","1","0"
"0","26","1","1005903","0","0","100590326","0","0","4.3","4","0"
"0","27","0","1005903","vo_ske_0804","0","100590327","0","vo_ske","0","2","0"
"133","28","0","1005903","0","1.067","100590328","7","0","0","1","0"
"0","29","1","1005903","0","0","100590329","0","0","1.523","4","0"
"210","30","0","1005903","0","0.674","100590330","7","0","0","1","133"
"0","31","1","1005903","0","0","100590331","0","0","2.337","4","0"
"0","32","0","1005903","vo_ske_0805","0","100590332","0","vo_ske","0","2","0"
"330","33","0","1005903","0","1.1","100590333","7","0","0","1","210"
"0","34","1","1005903","0","0","100590334","0","0","1.1","4","0"
"110","35","0","1005903","0","0.675","100590335","8","0","0","1","0"
"0","36","1","1005903","0","0","100590336","0","0","1.662","4","0"
"350","37","0","1005903","0","2","100590337","8","0","0","1","110"
"0","38","1","1005903","0","0","100590338","0","0","4.3","4","0"
"0","39","0","1005903","vo_ske_0806","0","100590339","0","vo_ske","0","2","0"
"140","40","0","1005903","0","1.3","100590340","9","0","0","1","0"
"0","41","1","1005903","0","0","100590341","0","0","2.5","4","0"
"370","42","0","1005903","0","1.7","100590342","9","0","0","1","140"
"0","43","1","1005903","0","0","100590343","0","0","1.7","4","0"
"83","44","0","1005903","0","0.5","100590344","10","0","0","1","0"
"0","45","1","1005903","0","0","100590345","0","0","3.5","4","0"
"0","46","0","1005903","vo_ske_0807","0","100590346","0","vo_ske","0","2","0"
"222","47","0","1005903","0","2","100590347","11","0","0","1","0"
"0","48","1","1005903","0","0","100590348","0","0","3.2","4","0"
"385","49","0","1005903","0","1.1","100590349","11","0","0","1","222"
"0","50","1","1005903","0","0","100590350","0","0","1.1","4","0"
"102","51","0","1005903","0","0.8","100590351","12","0","0","1","0"
"0","52","1","1005903","0","0","100590352","0","0","2.4","4","0"
"328","53","0","1005903","0","1.7","100590353","12","0","0","1","102"
"0","54","1","1005903","0","0","100590354","0","0","4.6","4","0"
"0","55","0","1005903","vo_ske_0808","0","100590355","0","vo_ske","0","2","0"
"89","56","0","1005903","0","0.4","100590356","13","0","0","1","0"
"0","57","1","1005903","0","0","100590357","0","0","2","4","0"
"360","58","0","1005903","0","2.3","100590358","13","0","0","1","89"
"0","59","1","1005903","0","0","100590359","0","0","3.2","4","0"
"120","60","0","1005903","0","0.9","100590360","14","0","0","1","0"
"0","61","1","1005903","0","0","100590361","0","0","3.2","4","0"
"0","62","0","1005903","vo_ske_0809","0","100590362","0","vo_ske","0","2","0"
"318","63","0","1005903","0","0.8","100590363","14","0","0","1","120"
"0","64","1","1005903","0","0","100590364","0","0","3.3","4","0"
"0","1","1","1005904","0","0","100590401","0","0","0.8","4","0"
"0","2","0","1005904","vo_ske_0901","0","100590402","0","vo_ske","0","2","0"
"113","3","0","1005904","0","1.325","100590403","1","0","0","1","0"
"0","4","1","1005904","0","0","100590404","0","0","2.008","4","0"
"365","5","0","1005904","0","1.863","100590405","1","0","0","1","113"
"0","6","1","1005904","0","0","100590406","0","0","3.699","4","0"
"0","7","0","1005904","vo_ske_0902","0","100590407","0","vo_ske","0","2","0"
"151","8","0","1005904","0","1.3","100590408","2","0","0","1","0"
"0","9","1","1005904","0","0","100590409","0","0","2.1","4","0"
"375","10","0","1005904","0","1.8","100590410","2","0","0","1","151"
"0","11","1","1005904","0","0","100590411","0","0","1.8","4","0"
"71","12","0","1005904","0","0.7","100590412","3","0","0","1","0"
"0","13","1","1005904","0","0","100590413","0","0","1.6","4","0"
"351","14","0","1005904","0","2.2","100590414","3","0","0","1","71"
"0","15","1","1005904","0","0","100590415","0","0","4.8","4","0"
"0","16","0","1005904","vo_ske_0903","0","100590416","0","vo_ske","0","2","0"
"304","17","0","1005904","0","2.3","100590417","4","0","0","1","0"
"0","18","1","1005904","0","0","100590418","0","0","3","4","0"
"389","19","0","1005904","0","0.8","100590419","4","0","0","1","304"
"0","20","1","1005904","0","0","100590420","0","0","1.3","4","0"
"342","21","0","1005904","0","2.8","100590421","5","0","0","1","0"
"0","22","1","1005904","0","0","100590422","0","0","4.9","4","0"
"0","23","0","1005904","vo_ske_0904","0","100590423","0","vo_ske","0","2","0"
"125","24","0","1005904","0","0.9","100590424","6","0","0","1","0"
"0","25","1","1005904","0","0","100590425","0","0","1.9","4","0"
"215","26","0","1005904","0","0.8","100590426","6","0","0","1","125"
"0","27","1","1005904","0","0","100590427","0","0","1.4","4","0"
"395","28","0","1005904","0","1.7","100590428","6","0","0","1","215"
"0","29","1","1005904","0","0","100590429","0","0","1.7","4","0"
"47","30","0","1005904","0","0.3","100590430","7","0","0","1","0"
"0","31","1","1005904","0","0","100590431","0","0","1.2","4","0"
"317","32","0","1005904","0","2.1","100590432","7","0","0","1","47"
"0","33","1","1005904","0","0","100590433","0","0","4.1","4","0"
"0","34","0","1005904","vo_ske_0905","0","100590434","0","vo_ske","0","2","0"
"233","35","0","1005904","0","1.3","100590435","8","0","0","1","0"
"0","36","1","1005904","0","0","100590436","0","0","1.9","4","0"
"311","37","0","1005904","0","0.59","100590437","8","0","0","1","233"
"0","38","1","1005904","0","0","100590438","0","0","2.656","4","0"
"0","39","0","1005904","vo_ske_0906","0","100590439","0","vo_ske","0","2","0"
"97","40","0","1005904","0","0.8","100590440","9","0","0","1","0"
"0","41","1","1005904","0","0","100590441","0","0","1.7","4","0"
"350","42","0","1005904","0","2.1","100590442","9","0","0","1","97"
"0","43","1","1005904","0","0","100590443","0","0","2.1","4","0"
"170","44","0","1005904","0","1.4","100590444","10","0","0","1","0"
"0","45","1","1005904","0","0","100590445","0","0","3.3","4","0"
"300","46","0","1005904","0","1.1","100590446","10","0","0","1","170"
"0","47","1","1005904","0","0","100590447","0","0","2.2","4","0"
"395","48","0","1005904","0","0.6","100590448","10","0","0","1","300"
"0","49","1","1005904","0","0","100590449","0","0","0.6","4","0"
"253","50","0","1005904","0","2.1","100590450","11","0","0","1","0"
"0","51","1","1005904","0","0","100590451","0","0","4.7","4","0"
"0","52","0","1005904","vo_ske_0907","0","100590452","0","vo_ske","0","2","0"
"95","53","0","1005904","0","0.8","100590453","12","0","0","1","0"
"0","54","1","1005904","0","0","100590454","0","0","1.7","4","0"
"256","55","0","1005904","0","1.34","100590455","12","0","0","1","95"
"0","56","1","1005904","0","0","100590456","0","0","1.874","4","0"
"347","57","0","1005904","0","0.776","100590457","12","0","0","1","256"
"0","58","1","1005904","0","0","100590458","0","0","2.613","4","0"
"0","59","0","1005904","vo_ske_0908","0","100590459","0","vo_ske","0","2","0"
"161","60","0","1005904","0","1.5","100590460","14","0","0","1","0"
"0","61","1","1005904","0","0","100590461","0","0","2.6","4","0"
"399","62","0","1005904","0","2","100590462","14","0","0","1","161"
"0","63","1","1005904","0","0","100590463","0","0","4.5","4","0"
"0","1","1","1005905","0","0","100590501","0","0","0.8","4","0"
"0","2","0","1005905","vo_ske_1001","0","100590502","0","vo_ske","0","2","0"
"53","3","0","1005905","0","0.5","100590503","1","0","0","1","0"
"0","4","1","1005905","0","0","100590504","0","0","1.1","4","0"
"235","5","0","1005905","0","1.4","100590505","1","0","0","1","53"
"0","6","1","1005905","0","0","100590506","0","0","2.8","4","0"
"0","7","0","1005905","vo_ske_1002","0","100590507","0","vo_ske","0","2","0"
"230","8","0","1005905","0","1.8","100590508","2","0","0","1","0"
"0","9","1","1005905","0","0","100590509","0","0","2.4","4","0"
"400","10","0","1005905","0","1.4","100590510","2","0","0","1","230"
"0","11","1","1005905","0","0","100590511","0","0","3.3","4","0"
"0","12","0","1005905","vo_ske_1003","0","100590512","0","vo_ske","0","2","0"
"237","13","0","1005905","0","2.224","100590513","3","0","0","1","0"
"0","14","1","1005905","0","0","100590514","0","0","2.769","4","0"
"358","15","0","1005905","0","0.869","100590515","3","0","0","1","237"
"0","16","1","1005905","0","0","100590516","0","0","1.635","4","0"
"93","17","0","1005905","0","0.6","100590517","4","0","0","1","0"
"0","18","1","1005905","0","0","100590518","0","0","2.2","4","0"
"0","19","0","1005905","vo_ske_1004","0","100590519","0","vo_ske","0","2","0"
"237","20","0","1005905","0","1.3","100590520","4","0","0","1","93"
"0","21","1","1005905","0","0","100590521","0","0","1.8","4","0"
"342","22","0","1005905","0","0.9","100590522","4","0","0","1","237"
"0","23","1","1005905","0","0","100590523","0","0","0.9","4","0"
"166","24","0","1005905","0","0.9","100590524","5","0","0","1","0"
"0","25","1","1005905","0","0","100590525","0","0","2.7","4","0"
"327","26","0","1005905","0","1.059","100590526","5","0","0","1","166"
"0","27","1","1005905","0","0","100590527","0","0","3","4","0"
"0","28","0","1005905","vo_ske_1005","0","100590528","0","vo_ske","0","2","0"
"94","29","0","1005905","0","1.2","100590529","6","0","0","1","0"
"0","30","1","1005905","0","0","100590530","0","0","1.7","4","0"
"397","31","0","1005905","0","2.1","100590531","6","0","0","1","94"
"0","32","1","1005905","0","0","100590532","0","0","4.5","4","0"
"0","33","0","1005905","vo_ske_1006","0","100590533","0","vo_ske","0","2","0"
"47","34","0","1005905","0","0.566","100590534","7","0","0","1","0"
"0","35","1","1005905","0","0","100590535","0","0","1.552","4","0"
"362","36","0","1005905","0","2.318","100590536","7","0","0","1","47"
"0","37","1","1005905","0","0","100590537","0","0","3.724","4","0"
"260","38","0","1005905","0","2.077","100590538","8","0","0","1","0"
"0","39","1","1005905","0","0","100590539","0","0","2.729","4","0"
"327","40","0","1005905","0","0.66","100590540","8","0","0","1","260"
"0","41","1","1005905","0","0","100590541","0","0","2.832","4","0"
"0","42","0","1005905","vo_ske_1007","0","100590542","0","vo_ske","0","2","0"
"60","43","0","1005905","0","0.608","100590543","9","0","0","1","0"
"0","44","1","1005905","0","0","100590544","0","0","1.363","4","0"
"179","45","0","1005905","0","1.493","100590545","9","0","0","1","60"
"0","46","1","1005905","0","0","100590546","0","0","2.007","4","0"
"387","47","0","1005905","0","1.437","100590547","9","0","0","1","179"
"0","48","1","1005905","0","0","100590548","0","0","3.22","4","0"
"0","49","0","1005905","vo_ske_1008","0","100590549","0","vo_ske","0","2","0"
"133","50","0","1005905","0","1.2","100590550","10","0","0","1","0"
"0","51","1","1005905","0","0","100590551","0","0","2.4","4","0"
"347","52","0","1005905","0","1.5","100590552","10","0","0","1","133"
"0","53","1","1005905","0","0","100590553","0","0","1.5","4","0"
"104","54","0","1005905","0","0.4","100590554","11","0","0","1","0"
"0","55","1","1005905","0","0","100590555","0","0","2.7","4","0"
"331","56","0","1005905","0","1.6","100590556","11","0","0","1","104"
"0","57","1","1005905","0","0","100590557","0","0","3.7","4","0"
"0","58","0","1005905","vo_ske_1009","0","100590558","0","vo_ske","0","2","0"
"345","59","0","1005905","0","2.9","100590559","12","0","0","1","0"
"0","60","1","1005905","0","0","100590560","0","0","4","4","0"
"216","61","0","1005905","0","1.6","100590561","13","0","0","1","0"
"0","62","1","1005905","0","0","100590562","0","0","3.6","4","0"
"0","63","0","1005905","vo_ske_1010","0","100590563","0","vo_ske","0","2","0"
"121","64","0","1005905","0","0.7","100590564","14","0","0","1","0"
"0","65","1","1005905","0","0","100590565","0","0","2.1","4","0"
"360","66","0","1005905","0","1.9","100590566","14","0","0","1","121"
"0","67","1","1005905","0","0","100590567","0","0","4.4","4","0"
"0","1","1","1005906","0","0","100590601","0","0","0.8","4","0"
"0","2","0","1005906","vo_ske_1101","0","100590602","0","vo_ske","0","2","0"
"121","3","0","1005906","0","1","100590603","1","0","0","1","0"
"0","4","1","1005906","0","0","100590604","0","0","1.7","4","0"
"211","5","0","1005906","0","0.6","100590605","1","0","0","1","121"
"0","6","1","1005906","0","0","100590606","0","0","1.5","4","0"
"280","7","0","1005906","0","0.9","100590607","1","0","0","1","211"
"0","8","1","1005906","0","0","100590608","0","0","1.5","4","0"
"135","9","0","1005906","0","1.6","100590609","2","0","0","1","0"
"0","10","1","1005906","0","0","100590610","0","0","3.6","4","0"
"0","11","0","1005906","vo_ske_1102","0","100590611","0","vo_ske","0","2","0"
"260","12","0","1005906","0","0.9","100590612","2","0","0","1","135"
"0","13","1","1005906","0","0","100590613","0","0","1.8","4","0"
"320","14","0","1005906","0","0.7","100590614","2","0","0","1","260"
"0","15","1","1005906","0","0","100590615","0","0","1.9","4","0"
"346","16","0","1005906","0","0.2","100590616","2","0","0","1","320"
"0","17","1","1005906","0","0","100590617","0","0","1.5","4","0"
"190","18","0","1005906","0","2.1","100590618","3","0","0","1","0"
"0","19","1","1005906","0","0","100590619","0","0","4.1","4","0"
"0","20","0","1005906","vo_ske_1103","0","100590620","0","vo_ske","0","2","0"
"387","21","0","1005906","0","1.7","100590621","3","0","0","1","190"
"0","22","1","1005906","0","0","100590622","0","0","2.5","4","0"
"139","23","0","1005906","0","1.197","100590623","4","0","0","1","0"
"0","24","1","1005906","0","0","100590624","0","0","1.72","4","0"
"347","25","0","1005906","0","1.735","100590625","4","0","0","1","139"
"0","26","1","1005906","0","0","100590626","0","0","4.154","4","0"
"0","27","0","1005906","vo_ske_1104","0","100590627","0","vo_ske","0","2","0"
"292","28","0","1005906","0","2.4","100590628","5","0","0","1","0"
"0","29","1","1005906","0","0","100590629","0","0","3.1","4","0"
"355","30","0","1005906","0","0.7","100590630","5","0","0","1","292"
"0","31","1","1005906","0","0","100590631","0","0","0.7","4","0"
"153","32","0","1005906","0","1.2","100590632","6","0","0","1","0"
"0","33","1","1005906","0","0","100590633","0","0","1.8","4","0"
"289","34","0","1005906","0","1.2","100590634","6","0","0","1","153"
"0","35","1","1005906","0","0","100590635","0","0","3.8","4","0"
"0","36","0","1005906","vo_ske_1105","0","100590636","0","vo_ske","0","2","0"
"92","37","0","1005906","0","0.8","100590637","7","0","0","1","0"
"0","38","1","1005906","0","0","100590638","0","0","1.4","4","0"
"230","39","0","1005906","0","1.1","100590639","7","0","0","1","92"
"0","40","1","1005906","0","0","100590640","0","0","2.1","4","0"
"384","41","0","1005906","0","1.3","100590641","7","0","0","1","260"
"0","42","1","1005906","0","0","100590642","0","0","1.3","4","0"
"55","43","0","1005906","0","0.4","100590643","8","0","0","1","0"
"0","44","1","1005906","0","0","100590644","0","0","1.9","4","0"
"177","45","0","1005906","0","1.152","100590645","8","0","0","1","55"
"0","46","1","1005906","0","0","100590646","0","0","1.561","4","0"
"355","47","0","1005906","0","1.273","100590647","8","0","0","1","177"
"0","48","1","1005906","0","0","100590648","0","0","3.32","4","0"
"0","49","0","1005906","vo_ske_1106","0","100590649","0","vo_ske","0","2","0"
"300","50","0","1005906","0","2.7","100590650","9","0","0","1","0"
"0","51","1","1005906","0","0","100590651","0","0","3.8","4","0"
"79","52","0","1005906","0","0.894","100590652","10","0","0","1","0"
"0","53","1","1005906","0","0","100590653","0","0","1.455","4","0"
"263","54","0","1005906","0","1.334","100590654","10","0","0","1","79"
"0","55","1","1005906","0","0","100590655","0","0","3.699","4","0"
"0","56","0","1005906","vo_ske_1107","0","100590656","0","vo_ske","0","2","0"
"210","57","0","1005906","0","1.7","100590657","11","0","0","1","0"
"0","58","1","1005906","0","0","100590658","0","0","2.8","4","0"
"183","59","0","1005906","0","1.364","100590659","12","0","0","1","0"
"0","60","1","1005906","0","0","100590660","0","0","3.365","4","0"
"0","61","0","1005906","vo_ske_1108","0","100590661","0","vo_ske","0","2","0"
"85","62","0","1005906","0","0.6","100590662","13","0","0","1","0"
"0","63","1","1005906","0","0","100590663","0","0","2.4","4","0"
"0","64","0","1005906","vo_ske_1109","0","100590664","0","vo_ske","0","2","0"
"122","65","0","1005906","0","1","100590665","14","0","0","1","0"
"0","66","1","1005906","0","0","100590666","0","0","2","4","0"
"212","67","0","1005906","0","1","100590667","14","0","0","1","122"
"0","68","1","1005906","0","0","100590668","0","0","3.5","4","0"
