50ead598366b74f505ab99025bc523511296767a9bef7cebd5e05083afae0726,282a1ea678c92bdf2047f5976d542896f9640e24c0c47a5d81ccf8753ced1a86,4d9386d46128d0e205239604731367f4c8f2a743299ef29fc2f93fcdb94a3eb0,0f9e542eceaefd1c480f412ea586926f7adce0912e7fd380819dc7eee811f488,617717901f1b6a128426341c953f1b8232d089cf9cda84e3c5e24bc79dac4476,a71e6726a84322327fcfbc4a8cd6d7c160fe5e7b6e2556ef73cf112d9469a657,b9a996d4bdab5b6209c83670857bd3a58771be9342893ba6a855f0ac46f4697c,7dac878f9dbcd7660cd0811b827dade977b74a50b84e6c841d1b23d3fbf60570,e9fb2748640b61a1a59b1b96c8d91adcc66a2b605c2a6db6c036251f0ac73984,a88f25f295f07b0ef4e34a3e034c544eb82f002281fc122ce278f81e16510edf,c4aa40b173077ed30c966dbb8004f33cb4b962c6a75534e85077cd157d764cfd,5ac013bcef33da809633f5e14cced5b59a350a0702b106dd1690f197582573be,f8a9a63794700bdac0c9ecc8bc4b954bb568339d0316cedf5ffca6573629dd08,531660ebd5642e3bfab1cdc613bc11a6ad482b2eb9f11146722ae3798c9a7d11,186afc9a9899bb5588bb3013708c1f899f70c6d47bed308df585c4b485d36a32
"26213","2621","0","0","2816","26212","410","0","103801","9103803","10","26211","263","500","2022/11/03 5:00:00"
"26223","2622","0","0","2816","26222","310","0","101401","9101403","10","26221","264","500","2022/11/03 5:00:00"
"26233","2623","0","0","2816","26232","220","0","109401","9109403","10","26231","265","500","2022/11/03 5:00:00"
"26313","2631","0","0","2816","26312","564","0","0","0","10","26311","266","500","2022/11/04 5:00:00"
"26413","2641","0","0","2816","26412","499","0","0","0","10","26411","267","500","2022/11/05 5:00:00"
"26513","2651","0","0","2816","26512","435","0","0","0","10","26511","268","500","2022/11/06 5:00:00"
"26613","2661","0","0","2816","26612","372","0","0","0","10","26611","269","500","2022/11/07 5:00:00"
"26713","2671","0","0","2816","26712","309","0","0","0","10","26711","270","500","2022/11/08 5:00:00"
"26813","2681","0","0","2816","26812","246","0","0","0","10","26811","271","500","2022/11/09 5:00:00"
"26913","2691","0","0","2816","26912","183","0","0","0","10","26911","272","500","2022/11/10 5:00:00"
"27013","2701","0","0","2816","27012","85","0","104801","9104803","10","27011","273","500","2022/11/11 5:00:00"
"27113","2711","0","0","2816","27112","120","0","0","0","10","27111","274","500","2022/11/12 5:00:00"
"27213","2721","0","0","2816","27212","57","0","0","0","10","27211","275","500","2022/11/13 5:00:00"
"27313","2731","0","0","2816","27312","-6","0","0","0","10","27311","276","500","2022/11/14 5:00:00"
"27413","2741","0","0","2816","27412","-69","0","0","0","10","27411","277","500","2022/11/15 5:00:00"
"27513","2751","0","0","2816","27512","-132","0","0","0","10","27511","278","500","2022/11/16 5:00:00"
"27613","2761","0","0","2816","27612","-195","0","0","0","10","27611","279","500","2022/11/17 5:00:00"
"27713","2771","0","0","2816","27712","-258","0","0","0","10","27711","280","500","2022/11/18 5:00:00"
"27813","2781","0","0","2816","27812","-75","0","104501","9104503","10","27811","281","500","2022/11/19 5:00:00"
"27913","2791","0","0","2816","27912","-20","0","0","0","10","27911","282","500","2022/11/20 5:00:00"
"28013","2801","0","0","2816","28012","-60","0","0","0","10","28011","283","500","2022/11/21 5:00:00"
"28113","2811","0","100601","2816","28112","-235","0","102201","9100603","10","28111","284","500","2022/11/22 5:00:00"
"28213","2821","0","0","2816","28212","-210","0","0","0","10","28211","285","500","2022/11/23 5:00:00"
"28313","2831","0","0","2816","28312","-240","0","0","0","10","28311","286","500","2022/11/24 5:00:00"
"28413","2841","0","0","2816","28412","-445","0","100501","9100503","10","28411","287","500","2022/11/25 5:00:00"
"28513","2851","0","0","2816","28512","-321","0","0","0","10","28511","288","500","2022/11/26 5:00:00"
"28613","2861","0","0","2816","28612","-384","0","0","0","10","28611","289","500","2022/11/27 5:00:00"
"28713","2871","0","0","2816","28712","-448","0","0","0","10","28711","290","500","2022/11/28 5:00:00"
"28813","2881","0","0","2816","28812","-513","0","0","0","10","28811","291","500","2022/11/29 5:00:00"
"28913","2891","1","0","2816","28912","-579","0","0","0","10","28911","292","500","2022/11/30 5:00:00"
"29013","2901","0","0","2816","29012","330","4","109201","9109203","11","29011","293","600","2022/12/01 5:00:00"
"29113","2911","0","0","2816","29112","395","4","0","0","11","29111","294","600","2022/12/02 5:00:00"
"29213","2921","0","0","2816","29212","360","4","0","0","11","29211","295","600","2022/12/03 5:00:00"
"29313","2931","0","0","2816","29312","325","4","0","0","11","29311","296","600","2022/12/04 5:00:00"
"29413","2941","0","0","2816","29412","290","4","0","0","11","29411","297","600","2022/12/05 5:00:00"
"29513","2951","0","0","2816","29512","255","4","0","0","11","29511","298","600","2022/12/06 5:00:00"
"29613","2961","0","0","2816","29612","220","4","0","0","11","29611","299","600","2022/12/07 5:00:00"
"29713","2971","0","0","2816","29712","185","4","0","0","11","29711","300","600","2022/12/08 5:00:00"
"29813","2981","0","0","2816","29812","150","4","0","0","11","29811","301","600","2022/12/09 5:00:00"
"29913","2991","0","0","2816","29912","115","4","0","0","11","29911","302","600","2022/12/10 5:00:00"
"30013","3001","0","0","2816","30012","80","4","0","0","11","30011","303","600","2022/12/11 5:00:00"
"30113","3011","0","0","2816","30112","250","4","102501","9102503","11","30111","304","600","2022/12/12 5:00:00"
"30213","3021","0","0","2816","30212","45","4","0","0","11","30211","305","600","2022/12/13 5:00:00"
"30313","3031","0","0","2816","30312","95","4","106401","9106403","11","30311","306","600","2022/12/14 5:00:00"
"30413","3041","0","0","2816","30412","10","4","0","0","11","30411","307","600","2022/12/15 5:00:00"
"30513","3051","0","0","2816","30512","-25","4","0","0","11","30511","308","600","2022/12/16 5:00:00"
"30613","3061","0","0","2816","30612","-60","4","0","0","11","30611","309","600","2022/12/17 5:00:00"
"30713","3071","0","0","2816","30712","-95","4","0","0","11","30711","310","600","2022/12/18 5:00:00"
"30813","3081","0","0","2816","30812","-130","4","0","0","11","30811","311","600","2022/12/19 5:00:00"
"30913","3091","0","0","2816","30912","-165","4","0","0","11","30911","312","600","2022/12/20 5:00:00"
"31013","3101","0","0","2816","31012","-200","4","0","0","11","31011","313","600","2022/12/21 5:00:00"
"31113","3111","0","0","2816","31112","-30","4","103101","9103103","11","31111","314","600","2022/12/22 5:00:00"
"31213","3121","0","0","2816","31212","-235","4","0","0","11","31211","315","600","2022/12/23 5:00:00"
"31313","3131","0","0","2816","31312","-190","4","101201","9101203","11","31311","316","600","2022/12/24 5:00:00"
"31413","3141","0","0","2816","31412","-115","4","0","0","11","31411","317","600","2022/12/25 5:00:00"
"31513","3151","0","0","2816","31512","-160","4","0","0","11","31511","318","600","2022/12/26 5:00:00"
"31613","3161","0","0","2816","31612","-270","4","0","0","11","31611","319","600","2022/12/27 5:00:00"
"31713","3171","0","0","2816","31712","-260","4","118101","9118103","11","31711","320","600","2022/12/28 5:00:00"
"31813","3181","0","0","2816","31812","-305","4","0","0","11","31811","321","600","2022/12/29 5:00:00"
"31913","3191","0","0","2816","31912","-340","4","0","0","11","31911","322","600","2022/12/30 5:00:00"
"32013","3201","1","0","2816","32012","-378","4","0","0","11","32011","323","600","2022/12/31 5:00:00"
"32113","3211","0","0","2816","32112","204","4","102601","9102603","12","32111","324","600","2023/01/01 5:00:00"
"32213","3221","0","0","2816","32212","323","4","0","0","12","32211","325","600","2023/01/02 5:00:00"
"32313","3231","0","0","2816","32312","167","4","105001","9105003","12","32311","326","600","2023/01/03 5:00:00"
"32413","3241","0","0","2816","32412","387","4","0","0","12","32411","327","600","2023/01/04 5:00:00"
"32513","3251","0","0","2816","32512","343","4","0","0","12","32511","328","600","2023/01/05 5:00:00"
"32613","3261","0","0","2816","32612","301","4","0","0","12","32611","329","600","2023/01/06 5:00:00"
"32713","3271","0","0","2816","32712","258","4","0","0","12","32711","330","600","2023/01/07 5:00:00"
"32813","3281","0","0","2816","32812","216","4","0","0","12","32811","331","600","2023/01/08 5:00:00"
"32913","3291","0","0","2816","32912","174","4","0","0","12","32911","332","600","2023/01/09 5:00:00"
"33013","3301","0","0","2816","33012","133","4","0","0","12","33011","333","600","2023/01/10 5:00:00"
"33113","3311","0","0","2816","33112","91","4","0","0","12","33111","334","600","2023/01/11 5:00:00"
"33213","3321","0","0","2816","33212","0","4","100301","9100303","12","33211","335","600","2023/01/12 5:00:00"
"33313","3331","0","0","2816","33312","49","4","0","0","12","33311","336","600","2023/01/13 5:00:00"
"33413","3341","0","0","2816","33412","6","4","0","0","12","33411","337","600","2023/01/14 5:00:00"
"33513","3351","0","0","2816","33512","-36","4","0","0","12","33511","338","600","2023/01/15 5:00:00"
"33613","3361","0","0","2816","33612","-76","4","0","0","12","33611","339","600","2023/01/16 5:00:00"
"33713","3371","0","0","2816","33712","-119","4","0","0","12","33711","340","600","2023/01/17 5:00:00"
"33813","3381","0","0","2816","33812","-100","4","0","0","12","33811","341","600","2023/01/18 5:00:00"
"33913","3391","0","0","2816","33912","-81","4","0","0","12","33911","342","600","2023/01/19 5:00:00"
"34013","3401","0","0","2816","34012","-161","4","0","0","12","34011","343","600","2023/01/20 5:00:00"
"34113","3411","0","0","2816","34112","-203","4","0","0","12","34111","344","600","2023/01/21 5:00:00"
"34213","3421","0","0","2816","34212","-246","4","0","0","12","34211","345","600","2023/01/22 5:00:00"
"34313","3431","0","0","2816","34312","-78","4","100701","9100703","12","34311","346","600","2023/01/23 5:00:00"
"34413","3441","0","0","2816","34412","-209","4","102901","9102903","12","34411","347","600","2023/01/24 5:00:00"
"34513","3451","0","0","2816","34512","-288","4","0","0","12","34511","348","600","2023/01/25 5:00:00"
"34613","3461","0","0","2816","34612","-290","4","0","0","12","34611","349","600","2023/01/26 5:00:00"
"34713","3471","0","0","2816","34712","-308","4","0","0","12","34711","350","600","2023/01/27 5:00:00"
"34813","3481","0","0","2816","34812","-332","4","0","0","12","34811","351","600","2023/01/28 5:00:00"
"34913","3491","0","0","2816","34912","-330","4","0","0","12","34911","352","600","2023/01/29 5:00:00"
"35013","3501","0","0","2816","35012","-320","4","0","0","12","35011","353","600","2023/01/30 5:00:00"
"35113","3511","1","0","2816","35112","-378","4","0","0","12","35111","354","600","2023/01/31 5:00:00"
"35213","3521","0","0","2816","35212","382","4","0","0","13","35211","355","600","2023/02/01 5:00:00"
"35313","3531","0","0","2816","35312","323","4","103601","9103603","13","35311","356","600","2023/02/02 5:00:00"
"35413","3541","0","0","2816","35412","381","4","0","0","13","35411","357","600","2023/02/03 5:00:00"
"35513","3551","0","0","2816","35512","185","4","109301","9109303","13","35511","358","600","2023/02/04 5:00:00"
"35613","3561","0","0","2816","35612","191","4","0","0","13","35611","359","600","2023/02/05 5:00:00"
"35713","3571","0","0","2816","35712","72","4","0","0","13","35711","360","600","2023/02/06 5:00:00"
"35813","3581","0","0","2816","35812","7","4","107101","9107103","13","35811","361","600","2023/02/07 5:00:00"
"35913","3591","0","0","2816","35912","332","4","0","0","13","35911","362","600","2023/02/08 5:00:00"
"36013","3601","0","0","2816","36012","285","4","0","0","13","36011","363","600","2023/02/09 5:00:00"
"36113","3611","0","0","2816","36112","237","4","0","0","13","36111","364","600","2023/02/10 5:00:00"
"36213","3621","0","0","2816","36212","192","4","0","0","13","36211","365","600","2023/02/11 5:00:00"
"36313","3631","0","0","2816","36312","144","4","0","0","13","36311","366","600","2023/02/12 5:00:00"
"36413","3641","0","0","2816","36412","97","4","0","0","13","36411","367","600","2023/02/13 5:00:00"
"36513","3651","0","0","2816","36512","50","4","0","0","13","36511","368","600","2023/02/14 5:00:00"
"36613","3661","0","0","2816","36612","3","4","0","0","13","36611","369","600","2023/02/15 5:00:00"
"36713","3671","0","0","2816","36712","-43","4","0","0","13","36711","370","600","2023/02/16 5:00:00"
"36813","3681","0","0","2816","36812","-90","4","0","0","13","36811","371","600","2023/02/17 5:00:00"
"36913","3691","0","0","2816","36912","-153","4","123001","9123003","13","36911","372","600","2023/02/18 5:00:00"
"37013","3701","0","0","2816","37012","-93","4","0","0","13","37011","373","600","2023/02/19 5:00:00"
"37113","3711","0","0","2816","37112","-137","4","0","0","13","37111","374","600","2023/02/20 5:00:00"
"37213","3721","0","0","2816","37212","-185","4","0","0","13","37211","375","600","2023/02/21 5:00:00"
"37313","3731","0","0","2816","37312","-232","4","0","0","13","37311","376","600","2023/02/22 5:00:00"
"37413","3741","0","0","2816","37412","-225","4","0","0","13","37411","377","600","2023/02/23 5:00:00"
"37513","3751","0","0","2816","37512","-256","4","0","0","13","37511","378","600","2023/02/24 5:00:00"
"37613","3761","0","0","2816","37612","-280","4","0","0","13","37611","379","600","2023/02/25 5:00:00"
"37713","3771","0","0","2816","37712","-329","4","0","0","13","37711","380","600","2023/02/26 5:00:00"
"37813","3781","0","0","2816","37812","-379","4","0","0","13","37811","381","600","2023/02/27 5:00:00"
"37913","3791","1","0","2816","37912","-250","4","111001","9111003","13","37911","382","600","2023/02/28 5:00:00"
"38013","3801","0","0","2816","38012","480","1","104601","9104603","14","38011","383","100","2023/03/01 5:00:00"
"38113","3811","0","0","2816","38112","560","1","0","0","14","38111","384","100","2023/03/02 5:00:00"
"38213","3821","0","0","2816","38212","370","1","103301","9103303","14","38211","385","100","2023/03/03 5:00:00"
"38313","3831","0","0","2816","38312","553","1","0","0","14","38311","386","100","2023/03/04 5:00:00"
"38413","3841","0","0","2816","38412","476","1","0","0","14","38411","387","100","2023/03/05 5:00:00"
"38513","3851","0","0","2816","38512","400","1","0","0","14","38511","388","100","2023/03/06 5:00:00"
"38613","3861","0","0","2816","38612","330","1","105101","9105103","14","38611","389","100","2023/03/07 5:00:00"
"38713","3871","0","0","2816","38712","325","1","0","0","14","38711","390","100","2023/03/08 5:00:00"
"38813","3881","0","0","2816","38812","250","1","0","0","14","38811","391","100","2023/03/09 5:00:00"
"38913","3891","0","0","2816","38912","185","1","105701","9105703","14","38911","392","100","2023/03/10 5:00:00"
"39013","3901","0","0","2816","39012","175","1","0","0","14","39011","393","100","2023/03/11 5:00:00"
"39113","3911","0","0","2816","39112","205","1","103201","9103203","14","39111","394","100","2023/03/12 5:00:00"
"39213","3921","0","0","2816","39212","110","1","0","0","14","39211","395","100","2023/03/13 5:00:00"
"39313","3931","0","0","2816","39312","30","1","105201","9105203","14","39311","396","100","2023/03/14 5:00:00"
"39413","3941","0","0","2816","39412","-45","1","0","0","14","39411","397","100","2023/03/15 5:00:00"
"39513","3951","0","0","2816","39512","-250","1","103401","9103403","14","39511","398","100","2023/03/16 5:00:00"
"39613","3961","0","0","2816","39612","-50","1","0","0","14","39611","399","100","2023/03/17 5:00:00"
"39713","3971","0","0","2816","39712","-90","1","0","0","14","39711","400","100","2023/03/18 5:00:00"
"39813","3981","0","0","2816","39812","100","1","0","0","14","39811","401","100","2023/03/19 5:00:00"
"39913","3991","0","0","2816","39912","25","1","0","0","14","39911","402","100","2023/03/20 5:00:00"
"40013","4001","0","0","2816","40012","-50","1","0","0","14","40011","403","100","2023/03/21 5:00:00"
"40113","4011","0","0","2816","40112","-125","1","0","0","14","40111","404","100","2023/03/22 5:00:00"
"40213","4021","0","0","2816","40212","-370","1","0","0","14","40211","405","100","2023/03/23 5:00:00"
"40313","4031","0","0","2816","40312","-460","1","107001","9107003","14","40311","406","100","2023/03/24 5:00:00"
"40413","4041","0","0","2816","40412","-200","1","0","0","14","40411","407","100","2023/03/25 5:00:00"
"40513","4051","0","0","2816","40512","-275","1","0","0","14","40511","408","100","2023/03/26 5:00:00"
"40613","4061","0","0","2816","40612","-350","1","0","0","14","40611","409","100","2023/03/27 5:00:00"
"40713","4071","0","0","2816","40712","-425","1","0","0","14","40711","410","100","2023/03/28 5:00:00"
"40813","4081","0","0","2816","40812","-501","1","0","0","14","40811","411","100","2023/03/29 5:00:00"
"40913","4091","1","0","2816","40912","-579","1","0","0","14","40911","412","100","2023/03/30 5:00:00"
"40923","4092","1","0","2816","40922","0","1","0","0","1","40921","413","100","2023/03/30 5:00:00"
