80d0ac449933ec5cac83ba9eec1977b1cf3452a796a1e6738b06944b5dbb6ee8,6c5acdacef8c8c8afebd5f528f2b3a76ffcb515f5c1de68757bcb783e1949a8e,7c71cfa9625430229a9ea1aca299ec1a2a60ed6beefdde46e945eca629d2d8d0,95c0017e2efadffbfaeb3798b5060131547114226ca3ebba3ad671590accd232,4d197f2e4f73e2e127a58d58b0418cb4154220fe481853ab56827d738dedb06e
"boss_def_lower_limit","74005404","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","236"
"boss_magic_def_lower_limit","74005404","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","237"
"9","74005404","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","238"
"limit_time","74005405","バトル時間が60秒になる。","バトル時間制限","239"
"18","74005405","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","240"
"17","74005405","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","241"
"boss_def_lower_limit","74005405","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","242"
"boss_magic_def_lower_limit","74005405","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","243"
"9","74005405","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","244"
"18","74005501","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","245"
"17","74005501","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","246"
"boss_def_lower_limit","74005501","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","247"
"boss_magic_def_lower_limit","74005501","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","248"
"9","74005501","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","249"
"boss_tp_down_cut","74005501","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","250"
"add_shadow","74005502","ゴーレム、ウパルパが追加される。","モンスター追加","251"
"18","74005502","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","252"
"17","74005502","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","253"
"boss_def_lower_limit","74005502","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","254"
"boss_magic_def_lower_limit","74005502","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","255"
"9","74005502","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","256"
"boss_tp_down_cut","74005502","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","257"
"add_shadow","74005503","ミヤコ、アオイが追加される。","モンスター追加","258"
"18","74005503","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","259"
"17","74005503","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","260"
"boss_def_lower_limit","74005503","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","261"
"boss_magic_def_lower_limit","74005503","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","262"
"9","74005503","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","263"
"boss_tp_down_cut","74005503","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","264"
"add_shadow","74005504","ルナポッドが追加される。","モンスター追加","265"
"18","74005504","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","266"
"17","74005504","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","267"
"boss_def_lower_limit","74005504","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","268"
"boss_magic_def_lower_limit","74005504","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","269"
"9","74005504","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","270"
"boss_tp_down_cut","74005504","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","271"
"limit_time","74005505","バトル時間が60秒になる。","バトル時間制限","272"
"18","74005505","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","273"
"17","74005505","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","274"
"boss_def_lower_limit","74005505","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","275"
"boss_magic_def_lower_limit","74005505","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","276"
"9","74005505","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","277"
"boss_tp_down_cut","74005505","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","278"
"star6_shadow","74006102","ハツネ（サマー）、サレン（サマー）、スズナ、キョウカのシャドウに専用装備が追加される。","シャドウ強化","279"
"star6_shadow","74006103","スズナ、キョウカのシャドウが★6になる。","シャドウ強化","280"
"limit_chara_num","74006103","編成可能キャラ数が4キャラになる。","編成キャラ数制限","281"
"limit_chara_num","74006104","編成可能キャラ数が4キャラになる。","編成キャラ数制限","282"
"27","74006104","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","物理無効バリア","283"
"28","74006104","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","魔法無効バリア","284"
"limit_chara_num","74006105","編成可能キャラ数が4キャラになる。","編成キャラ数制限","285"
"27","74006105","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","物理無効バリア","286"
"28","74006105","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","魔法無効バリア","287"
"star6_shadow","74006202","レイ（ニューイヤー）、シズル（ノワール）、シズル、ネアのシャドウに専用装備が追加される。","シャドウ強化","288"
"star6_shadow","74006203","レイ（ニューイヤー）、シズルのシャドウが★6になる。","シャドウ強化","289"
"limit_chara_num","74006203","編成可能キャラ数が4キャラになる。","編成キャラ数制限","290"
"limit_chara_num","74006204","編成可能キャラ数が4キャラになる。","編成キャラ数制限","291"
"energy_recover","74006204","バトル開始時、すべてのシャドウのＴＰを特大回復。","ＴＰ回復","292"
"limit_chara_num","74006205","編成可能キャラ数が4キャラになる。","編成キャラ数制限","293"
"energy_recover","74006205","バトル開始時、すべてのシャドウのＴＰを特大回復させ、ＴＰ継続回復状態を付与する。","ＴＰ回復","294"
"boss_def_lower_limit","74006301","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","295"
"boss_magic_def_lower_limit","74006301","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","296"
"boss_tp_down_cut","74006301","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ＴＰダウンカット","297"
"boss_magic_cut","74006302","バトル開始時、すべてのモンスターが魔法ダメージ30％カット状態になる。","魔法ダメージカット","298"
"boss_def_lower_limit","74006302","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","299"
"boss_magic_def_lower_limit","74006302","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","300"
"boss_tp_down_cut","74006302","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ＴＰダウンカット","301"
"boss_magic_cut","74006303","バトル開始時、すべてのモンスターが魔法ダメージ60％カット状態になる。","魔法ダメージカット","302"
"boss_def_lower_limit","74006303","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","303"
"boss_magic_def_lower_limit","74006303","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","304"
"boss_tp_down_cut","74006303","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ＴＰダウンカット","305"
"boss_ub_enhance","74006304","ボスモンスターの行動パターンが変化する。","ボス行動パターン変化","306"
"boss_magic_cut","74006304","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","魔法ダメージカット","307"
"boss_def_lower_limit","74006304","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","308"
"boss_magic_def_lower_limit","74006304","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","309"
"boss_tp_down_cut","74006304","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ＴＰダウンカット","310"
"boss_ub_enhance","74006305","ボスモンスターの行動パターンが変化する。","ボス行動パターン変化","311"
"boss_magic_cut","74006305","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","魔法ダメージカット","312"
"boss_def_lower_limit","74006305","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","313"
"boss_magic_def_lower_limit","74006305","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","314"
"boss_tp_down_cut","74006305","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ＴＰダウンカット","315"
"boss_def_lower_limit","74006401","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","316"
"boss_magic_def_lower_limit","74006401","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","317"
"boss_physics_cut","74006402","バトル開始時、すべてのモンスターが物理ダメージ30％カット状態になる。","物理ダメージカット","318"
"boss_def_lower_limit","74006402","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","319"
"boss_magic_def_lower_limit","74006402","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","320"
"boss_physics_cut","74006403","バトル開始時、すべてのモンスターが物理ダメージ60％カット状態になる。","物理ダメージカット","321"
"boss_def_lower_limit","74006403","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","322"
"boss_magic_def_lower_limit","74006403","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","323"
"add_shadow","74006404","ジャングルガード、マコトのシャドウ、エリコのシャドウ、スタンプが追加される。","モンスター追加","324"
"boss_ub_enhance","74006404","ボスモンスターの行動パターンが変化する。","ボス行動パターン変化","325"
"boss_physics_cut","74006404","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","物理ダメージカット","326"
"boss_def_lower_limit","74006404","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","327"
"boss_magic_def_lower_limit","74006404","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","328"
"boss_ub_enhance","74006405","ボスモンスターの行動パターンが変化する。","ボス行動パターン変化","329"
"boss_physics_cut","74006405","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","物理ダメージカット","330"
"boss_def_lower_limit","74006405","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","331"
"boss_magic_def_lower_limit","74006405","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","332"
"boss_tp_down_cut","74006405","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ＴＰダウンカット","333"
"18","74006501","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","334"
"17","74006501","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","335"
"boss_def_lower_limit","74006501","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","336"
"boss_magic_def_lower_limit","74006501","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","337"
"9","74006501","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","338"
"boss_tp_down_cut","74006501","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","339"
"33","74006502","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","全属性ボーナス特大アップ","340"
"18","74006502","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","341"
"17","74006502","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","342"
"boss_def_lower_limit","74006502","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","343"
"boss_magic_def_lower_limit","74006502","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","344"
"9","74006502","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","345"
"boss_tp_down_cut","74006502","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","346"
"33","74006503","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","全属性ボーナス特大アップ","347"
"18","74006503","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","348"
"17","74006503","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","349"
"boss_def_lower_limit","74006503","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","350"
"boss_magic_def_lower_limit","74006503","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","351"
"9","74006503","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","352"
"boss_tp_down_cut","74006503","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","353"
"33","74006504","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","全属性ボーナス特大アップ","354"
"18","74006504","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","355"
"17","74006504","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","356"
"boss_def_lower_limit","74006504","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","357"
"boss_magic_def_lower_limit","74006504","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","358"
"9","74006504","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","359"
"boss_tp_down_cut","74006504","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","360"
"limit_time","74006505","バトル時間が60秒になる。","バトル時間制限","361"
"33","74006505","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","全属性ボーナス特大アップ","362"
"18","74006505","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","363"
"17","74006505","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","364"
"boss_def_lower_limit","74006505","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","365"
"boss_magic_def_lower_limit","74006505","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","366"
"9","74006505","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","367"
"boss_tp_down_cut","74006505","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","368"
