b0cd4096fdeaa7bef2009b32d98b691dd63645abc2c4003ce4fcedb77be0fd92,fa337bc1e452a310e1314654680e230528e8e87cb3704584925a569142a371c3,2231890bd03941c77dfa992251ef7c82ca8424d413dac475791fa6d7b465a858,ee4a959b431a86688f0d60919f830f39cbf279bb3699220b0cfe56a721df5a60,d992359c11bb078e84bcd2ae4cc815670436b926abce6b26fc7ff7c75b806e55,be8b748252c0ff839bd4c449f82ee3f974444150602143bc1a6d6a0bf5334748,bb40b0ba54d894b592cd7e56dbaa0a6767906d4f2755f280d239c7e8d4468861,9f3f1c78b281d0200dc60645e30720371bab3d276f637cd6a93a3f751a514c8c,d5ecfa1cef5a2e918870a7dd03de1b90ec1dda1aaa25623bd20d7089ef175401,409ca9b948c6ae35824a1f79f7e0e7b8718c3041150f28cdc0dd5adc5d09029f
"でんせん","0","1","でんきん","0","2320009","0","0","でこぴん","でんぷん"
"960","0","1","360","0","2320010","0","0","340","720"
"2分の1","0","1","6分の1","0","2320011","0","0","4分の1","8分の1"
"コタンジェント","0","1","サイン","0","2320013","0","0","コサイン","タンジェント"
"引き算の答え","0","1","かけ算の答え","0","2320014","0","0","足し算の答え","割り算の答え"
"水素液","0","1","臭素液","0","2320016","0","0","炭素液","ヨウ素液"
"ドルトンの法則","0","1","ヘンリーの法則","0","2320017","0","0","ヘスの法則","キルヒホッフの法則"
"ばった座","0","1","とんぼ座","0","2320018","0","0","ちょう座","はえ座"
"月","0","1","地球","0","2320020","0","0","木星","太陽"
"秋","0","1","春","0","2320021","0","0","夏","冬"
"バリウム","0","1","カリウム","0","2320022","0","0","トリウム","ヘリウム"
"フオン","0","1","イオン","0","2320025","0","0","トオン","ネオン"
"自然対数","0","1","小数","0","2320026","0","0","総数","整数"
"フラダンス","0","1","リンボーダンス","0","2320029","0","0","ソシアルダンス","インピーダンス"
"水溶銀","0","1","純銀","0","2320030","0","0","水化銀","水銀"
"12回","0","1","1回","0","2320031","0","0","4回","2回"
"海流","0","1","魚群","0","2320032","0","0","地熱","月"
"Ne","0","1","N","0","2320033","0","0","Nt","Na"
"Ka","0","1","K","0","2320034","0","0","Cl","Ca"
"結膜","0","1","結氷","0","2320035","0","0","結節","結晶"
"4回","0","1","2回","0","2320036","0","0","3回","1回"
"分姉","0","1","分父","0","2320037","0","0","分兄","分母"
"炭素","0","1","水素","0","2320040","0","0","臭素","酸素"
"伏火山","0","1","休火山","0","2320041","0","0","弱火山","死火山"
"アスガスト","0","1","アスラスト","0","2320042","0","0","アスミスト","アスベスト"
"シグマ","0","1","ガンマ","0","2320043","0","0","ゼータ","デルタ"
"しし座","0","1","さそり座","0","2320044","0","0","かに座","みずがめ座"
"かに座","0","1","みずがめ座","0","2320045","0","0","さそり座","しし座"
"面","0","1","頂点","0","2320046","0","0","辺","母線"
"7","0","1","3","0","2320049","0","0","5","2"
"33キロ","0","1","15キロ","0","2320050","0","0","20キロ","25キロ"
"無線","0","1","点線","0","2320051","0","0","電線","前線"
"チタン","0","1","鉄","0","2320053","0","0","ニッケル","アルミニウム"
"超新星","0","1","恒星","0","2320054","0","0","衛星","惑星"
"日付","0","1","昼夜","0","2320056","0","0","時間","季節"
"シューズ","0","1","ミューズ","0","2320057","0","0","リューズ","ヒューズ"
"白","0","1","赤","0","2320058","0","0","青","緑"
"ジュール","0","1","パスカル","0","2320059","0","0","トル","ニュートン"
"インターセクション","0","1","ファクトリアル","0","2320060","0","0","コンビネーション","インテグラル"
"16本","0","1","1本","0","2320061","0","0","4本","2本"
"ペコリーヌ","0","1","リマ","0","2321001","0","0","キョウカ","全員同じ"
"ランドソル","0","1","オーエド","0","2321002","0","0","セントールス","オーマ"
"エルビス島","0","1","オーマ","0","2321003","0","0","オーエド","セントールス"
"サレンディア","0","1","オーマ","0","2321004","0","0","セントールス","オーエド"
"1500","0","1","2000","0","2321005","0","0","1000","2500"
"アルキン","0","1","アルヘナ","0","2330001","0","0","アルガン","アルベド"
"22","0","1","16","0","2330002","0","0","20","18"
"おひつじ座","0","1","しし座","0","2330004","0","0","みずがめ座","おうし座"
"ベテルギウス","0","1","シリウス","0","2330005","0","0","カノープス","アークトゥルス"
"土星","0","1","海王星","0","2330007","0","0","木星","天王星"
"カオリナイト","0","1","ベントナイト","0","2330008","0","0","マイカナイト","モアサナイト"
"いもり座","0","1","やもり座","0","2330010","0","0","かえる座","とかげ座"
"DC","0","1","BC","0","2330011","0","0","CC","AC"
"どちらも白くなる","0","1","赤色が青くなる","0","2330012","0","0","どちらも変化しない","青色が赤くなる"
"内心","0","1","外心","0","2330015","0","0","垂心","重心"
"青","0","1","橙","0","2330016","0","0","透明","緑"
"13本","0","1","5本","0","2330017","0","0","7本","9本"
"9戦目","0","1","16戦目","0","2330018","0","0","23戦目","31戦目"
"みなみのひしがた座","0","1","みなみのまる座","0","2330020","0","0","みなみのしかく座","みなみのさんかく座"
"アンタレス","0","1","アクルックス","0","2330021","0","0","ベクルックス","ポルックス"
"アイスキュロス座","0","1","アンドロギュノス座","0","2330022","0","0","アンドロイド座","アンドロメダ座"
"インターナショナリズム","0","1","オリエンタリズム","0","2330023","0","0","ポリリズム","サーカディアンリズム"
"自然化石","0","1","示準化石","0","2330024","0","0","歯石化石","示相化石"
"リヤー","0","1","ラスカー","0","2330026","0","0","ミュラー","スカラー"
"ダイヤモンド","0","1","アセチレン","0","2330027","0","0","銀","アンモニア"
"993","0","1","989","0","2330028","0","0","991","997"
"パフトキシン","0","1","イクシオトキシン","0","2330029","0","0","テトロドトキシン","アスタキサンチン"
"ヘンリー","0","1","インダクタンス","0","2330030","0","0","ジーメンス","コンダクタンス"
"デルタ","0","1","ラムダ","0","2330031","0","0","ガンマ","シグマ"
"おおいぬ座","0","1","おおぐま座","0","2330032","0","0","こいぬ座","こぐま座"
"マグネシウム","0","1","カリウム","0","2330033","0","0","ナトリウム","カルシウム"
"白亜紀","0","1","三畳紀","0","2330034","0","0","ジュラ紀","ペルム紀"
"ロジウム","0","1","モリブデン","0","2330035","0","0","テルル","テクネチウム"
"マグカップ","0","1","アルスマグナ","0","2330036","0","0","マグナカルタ","フォッサマグナ"
"タシロスコープ","0","1","ヤシロスコープ","0","2330037","0","0","ムシロスコープ","オシロスコープ"
"1銭","0","1","1里","0","2330038","0","0","1尺","1分"
"1013気圧","0","1","0気圧","0","2330040","0","0","10気圧","1気圧"
"SiO2","0","1","NaOH","0","2330041","0","0","MgO","NaCl"
"1個","0","1","3個","0","2330042","0","0","4個","2個"
"9","0","1","7","0","2330043","0","0","8","10"
"水素","0","1","窒素","0","2330045","0","0","二酸化炭素","酸素"
"木星","0","1","地球","0","2330047","0","0","月","金星"
"ヒートアイランド現象","0","1","スプロール現象","0","2330048","0","0","クリープ現象","ブロッケン現象"
"交点","0","1","支点","0","2330049","0","0","力点","作用点"
"ビューン現象","0","1","ジェーン現象","0","2330051","0","0","デューン現象","フェーン現象"
"月","0","1","水星","0","2330053","0","0","火星","太陽"
"対流圏","0","1","熱圏","0","2330056","0","0","中間圏","成層圏"
"土星","0","1","水星","0","2330057","0","0","火星","金星"
"偉分数","0","1","偽分数","0","2330058","0","0","倍分数","仮分数"
"7分の1","0","1","4分の1","0","2330061","0","0","5分の1","6分の1"
"オーエド海岸","0","1","ミステリオン海岸","0","2331001","0","0","ブリザ海岸","マルジェン海岸"
"3","0","1","4","0","2331002","0","0","5","4.5"
"モニカ","0","1","アキノ","0","2331003","0","0","コッコロ","マコト"
"ジュノー湿地","0","1","ナンセイ湿地","0","2331004","0","0","タリア湿地","ドロテア湿地"
"フテラ岬","0","1","カウダ岬","0","2331005","0","0","エスタ岬","プロピーナ岬"
"ワンマンバス","0","1","シャトルバス","0","2410002","0","0","路線バス","ユニットバス"
"潜水艦","0","1","自転車","0","2410003","0","0","救急車","新幹線"
"メタボットシンドローム","0","1","メタボライズシンドローム","0","2410004","0","0","メタボンスシンドローム","メタボリックシンドローム"
"ネットドライビング","0","1","ネットサイクリング","0","2410005","0","0","ネットランニング","ネットサーフィン"
"ハッキング","0","1","ショールーミング","0","2410006","0","0","サミング","ストリーミング"
"水ファイバー","0","1","闇ファイバー","0","2410007","0","0","炎ファイバー","光ファイバー"
"新人ドライバー","0","1","初心者ドライバー","0","2410008","0","0","若手ドライバー","ペーパードライバー"
"チューリップ","0","1","スイートピー","0","2410009","0","0","エーデルワイス","カーネーション"
"お察し","0","1","お直し","0","2410011","0","0","お達し","お通し"
"バスドーナッツ","0","1","バブルレス","0","2410012","0","0","アイガード","シャンプーハット"
"夜更し","0","1","夜なべ","0","2410014","0","0","夜逃げ","夜泣き"
"山","0","1","プール","0","2410015","0","0","海","花火"
"カルテット","0","1","フォルテ","0","2410016","0","0","タルト","カルテ"
"正距方位図法","0","1","遠遠法","0","2410017","0","0","近近法","遠近法"
"鎧","0","1","シートベルト","0","2410018","0","0","チャイルドシート","ヘルメット"
"緊急集会","0","1","株主集会","0","2410019","0","0","特別総会","株主総会"
"天下御免","0","1","上下無用","0","2410020","0","0","天地有情","天地無用"
"人間サッグ","0","1","人間タッグ","0","2410022","0","0","人間ピッグ","人間ドック"
"自動車教養所","0","1","自動車教育所","0","2410024","0","0","自動車教会所","自動車教習所"
"気球","0","1","飛行機","0","2410025","0","0","グライダー","ヘリコプター"
"クライミングウォール","0","1","グレートウォール","0","2410026","0","0","チャイニーズウォール","ファイアウォール"
"エコロジータイム","0","1","スプリングタイム","0","2410027","0","0","ホットタイム","サマータイム"
"ブルーシート","0","1","ゴールドシート","0","2410028","0","0","グリーンシート","シルバーシート"
"金太郎飴","0","1","べっこう飴","0","2410030","0","0","ニッキ飴","千歳飴"
"ぐん針","0","1","むら針","0","2410031","0","0","けん針","まち針"
"冬","0","1","秋","0","2410032","0","0","春","夏"
"牛乳瓶","0","1","花瓶","0","2410033","0","0","火炎瓶","魔法瓶"
"鏡下げ","0","1","鏡閉じ","0","2410036","0","0","鏡上げ","鏡開き"
"スパゲッティ交差点","0","1","ストロング交差点","0","2410037","0","0","スピーディー交差点","スクランブル交差点"
"俳句が趣味","0","1","イクラが大好き","0","2410038","0","0","いつも外出している","子育てに積極的"
"不幸の手紙","0","1","残暑見舞い","0","2410039","0","0","暑中見舞い","年賀状"
"おとうさん","0","1","おばあさん","0","2410040","0","0","おかあさん","おじいさん"
"ゴッドクッキー","0","1","ペーパークッキー","0","2410041","0","0","ラッキークッキー","フォーチュンクッキー"
"いぶりがっこ","0","1","まげわっぱ","0","2410042","0","0","しょっつる","きりたんぽ"
"輪切り","0","1","乱切り","0","2410048","0","0","せん切り","みじん切り"
"しお胡椒","0","1","しろ胡椒","0","2410050","0","0","くろ胡椒","ゆず胡椒"
"卵焼き","0","1","たこ焼き","0","2410051","0","0","いか焼き","たい焼き"
"味が無くなる","0","1","赤く変色する","0","2410052","0","0","ボロボロ崩れる","水分が出てくる"
"もみじ","0","1","さくら","0","2410053","0","0","すみれ","れんげ"
"タケノコ","0","1","グリンピース","0","2410054","0","0","ツナ","牛肉"
"ソーサー","0","1","ジョッキ","0","2410055","0","0","タンブラー","デミタス"
"水ようかん","0","1","ぜんざい","0","2410056","0","0","きんつば","くず餅"
"きしめん","0","1","うどん","0","2410057","0","0","ラーメン","そば"
"プレーンオムレツ","0","1","ポーチドエッグ","0","2410058","0","0","サニーサイドアップ","スクランブルエッグ"
"サラ","0","1","サビ","0","2410059","0","0","ガリ","ネタ"
"ムシエラルゴ商社","0","1","マリネリウス財閥","0","2411001","0","0","メイケオール結社","メルクリウス財団"
"レッツ！テオゴニア！","0","1","オニギリすごろく","0","2411002","0","0","アドベンチャー","キャラバン"
"ソル","0","1","ジュエル","0","2411003","0","0","マナ","ルピ"
"リノ","0","1","スズメ","0","2411004","0","0","タマキ","アユミ"
"デイリー帳","0","1","一括スキップ","0","2411005","0","0","予定表","予定帳"
"金髪","0","1","茶髪","0","2420001","0","0","黒髪","白髪"
"気象予言士","0","1","気象予想士","0","2420002","0","0","気象予告士","気象予報士"
"ジェネシス","0","1","ジェネレーション","0","2420003","0","0","ジェネラル","ジェネリック"
"9","0","1","1","0","2420004","0","0","3","7"
"はかま","0","1","ソーサー","0","2420005","0","0","茶托","コースター"
"作戦会議","0","1","お茶の間会議","0","2420006","0","0","世間話会議","井戸端会議"
"八部衆","0","1","四天王","0","2420008","0","0","十二神将","七福神"
"WT","0","1","TW","0","2420009","0","0","TO","WC"
"延長保険","0","1","終末保険","0","2420011","0","0","終期保険","終身保険"
"パタンナー","0","1","レシピエント","0","2420012","0","0","グレーダー","ドナー"
"司法書士","0","1","裁判官","0","2420013","0","0","弁護士","検察官"
"クリスマスイブ","0","1","元旦","0","2420014","0","0","春分の日","大晦日"
"イグアス式海岸","0","1","シワス式海岸","0","2420016","0","0","リアル式海岸","リアス式海岸"
"さら梅雨","0","1","たら梅雨","0","2420017","0","0","ばら梅雨","から梅雨"
"かんがい","0","1","水害","0","2420018","0","0","氷害","冷害"
"ボールボーイ","0","1","トムボーイ","0","2420019","0","0","カウボーイ","ベルボーイ"
"アイスクリーム","0","1","ケーキ","0","2420020","0","0","クレープ","ドーナツ"
"216回","0","1","27回","0","2420021","0","0","54回","108回"
"デノミネーション","0","1","デフレーション","0","2420023","0","0","スタグネーション","インフレーション"
"忍法試験","0","1","憲法試験","0","2420025","0","0","違法試験","司法試験"
"乾燥している地域","0","1","気温の高い地域","0","2420028","0","0","海に近い地域","雪の多い地域"
"地震が起こる状態","0","1","気温が低い状態","0","2420029","0","0","面積が狭い状態","人口が減った状態"
"クリーニングボウル","0","1","ウォッシュボウル","0","2420030","0","0","サラダボウル","フィンガーボウル"
"※","0","1","？","0","2420031","0","0","！？","！"
"どれも同じ","0","1","小さじ","0","2420032","0","0","茶さじ","大さじ"
"美容師専門","0","1","子供専門","0","2420033","0","0","役者専門","ペット専門"
"ハリメグラス","0","1","サングラス","0","2420035","0","0","オペラグラス","ステンドグラス"
"葛粉","0","1","小麦粉","0","2420036","0","0","白玉粉","片栗粉"
"みがきにしん","0","1","しょっつる","0","2420039","0","0","アンチョビ","くさや"
"羊","0","1","豚","0","2420040","0","0","鶏","牛"
"縁","0","1","煙","0","2420042","0","0","鉛","塩"
"蒸し餃子","0","1","揚げ餃子","0","2420046","0","0","焼き餃子","水餃子"
"ワイングラス","0","1","ビールグラス","0","2420048","0","0","ステンドグラス","レモングラス"
"大豆","0","1","ジャガイモ","0","2420049","0","0","小麦","米"
"羊肉","0","1","牛肉","0","2420051","0","0","豚肉","鶏肉"
"ねぎ","0","1","鶏肉","0","2420052","0","0","かきあげ","卵"
"秋","0","1","冬","0","2420053","0","0","春","夏"
"12cc","0","1","10cc","0","2420054","0","0","3cc","5cc"
"シロ","0","1","アガリ","0","2420055","0","0","ムラサキ","シャリ"
"カプサイシン","0","1","カプリチオ","0","2420056","0","0","カプレーゼ","カプチーノ"
"冷や奴","0","1","揚げ物","0","2420057","0","0","味噌汁","炒め物"
"気球巻き","0","1","客船巻き","0","2420058","0","0","馬車巻き","軍艦巻き"
"日本酒","0","1","麦茶","0","2420059","0","0","焼酎","緑茶"
"ミディアム","0","1","ウェルダン","0","2420060","0","0","ミディアムレア","レア"
"ストロベリージャム","0","1","マシュマロ","0","2420061","0","0","ソーセージ","ホイップクリーム"
"Connecting Happy！！","0","1","Precious Journey","0","2421001","0","0","Lost Princess","Mirage Game"
"つなぐもの","0","1","Precious Journey","0","2421002","0","0","Connecting Happy！！","茜色の寄り道"
"2人","0","1","3人","0","2421003","0","0","4人","5人"
"フィッシャーマン・ジーク","0","1","マサカズ","0","2421004","0","0","カズヒコ","カズマサ"
"魔物","0","1","鉄","0","2421005","0","0","木材","お菓子"
"DOS","0","1","GPS","0","2430001","0","0","SSD","CPU"
"抱き枕","0","1","膝枕","0","2430002","0","0","腕枕","北枕"
"6．6平方メートル","0","1","4．4平方メートル","0","2430003","0","0","5．5平方メートル","3．3平方メートル"
"10親等","0","1","3親等","0","2430004","0","0","9親等","6親等"
"B4","0","1","A3","0","2430005","0","0","A4","B5"
"パタンナー","0","1","ドナー","0","2430006","0","0","グレーダー","レシピエント"
"遺愛分","0","1","遺訓分","0","2430007","0","0","遺令分","遺留分"
"銀行","0","1","小学校","0","2430008","0","0","税務署","保健所"
"火災保険 ","0","1","個人年金保険","0","2430009","0","0","家族傷害保険","自賠責保険"
"固定電話","0","1","ガス","0","2430010","0","0","電気","水道"
"遠くの病院でもらう薬","0","1","すぐに効き目が出る薬","0","2430011","0","0","高くてなかなか手に入らない薬","周りを糖分でくるんだ薬"
"確定資産","0","1","固定資産","0","2430015","0","0","行動資産","流動資産"
"銀婚式","0","1","誕生日","0","2430016","0","0","敬老の日","成人式"
"カマキリ講","0","1","カラス講","0","2430017","0","0","クラゲ講","ネズミ講"
"B5","0","1","A4","0","2430018","0","0","B4","A3"
"指示標識","0","1","案内標識","0","2430019","0","0","警戒標識","規制標識"
"亜寒帯","0","1","眼帯","0","2430020","0","0","時間帯","岩田帯"
"20キロ","0","1","50キロ","0","2430021","0","0","40キロ","30キロ"
"割引チケットの色","0","1","車体の色","0","2430022","0","0","運転手の制服の色","ナンバープレートの色"
"夏至","0","1","立春","0","2430023","0","0","土用","節分"
"0人","0","1","1人","0","2430024","0","0","3人","2人"
"NUMBER","0","1","ROAD","0","2430025","0","0","COUNTRY","ROUTE"
"印鑑登録証明書","0","1","住民票","0","2430026","0","0","課税証明書","戸籍謄本"
"御内儀","0","1","御不浄","0","2430027","0","0","御洗浄","御手洗"
"藪入り","0","1","都入り","0","2430028","0","0","お蔵入り","お国入り"
"牢獄","0","1","脱獄","0","2430029","0","0","地獄","疑獄"
"東","0","1","北東","0","2430030","0","0","北","北西"
"いきさつ","0","1","ぼさつ","0","2430031","0","0","ひっさつ","おさつ"
"育児手帳","0","1","子宝手帳","0","2430032","0","0","臨月手帳","母子健康手帳"
"つつじ肉","0","1","もみじ肉","0","2430034","0","0","ぼたん肉","さくら肉"
"キャッチャー液","0","1","ピッチャー液","0","2430041","0","0","ライト液","バッター液"
"ジンギスカン","0","1","しゃぶしゃぶ","0","2430042","0","0","肉じゃが","すきやき"
"白菜","0","1","長ネギ","0","2430043","0","0","シイタケ","しらたき"
"コンニャクイモ","0","1","ジャガイモ","0","2430044","0","0","サトイモ","サツマイモ"
"サトイモ","0","1","サツマイモ","0","2430046","0","0","ジャガイモ","コンニャクイモ"
"イワシ","0","1","マグロ","0","2430047","0","0","シャケ","カツオ"
"イルカ","0","1","クジラ","0","2430048","0","0","マグロ","サメ"
"オクラ","0","1","ダイコン","0","2430049","0","0","ハクサイ","ネギ"
"泥水","0","1","真水","0","2430052","0","0","酢","塩水"
"ピーカン","0","1","ピーターパン","0","2430053","0","0","ピタパン","ピータン"
"パテ","0","1","グラッセ","0","2430054","0","0","スフレ","ピューレ"
"プラリネ","0","1","テリーヌ","0","2430056","0","0","エシャロット","クルトン"
"樫むき","0","1","杉むき","0","2430058","0","0","松むき","桂むき"
"きんつば","0","1","ようかん","0","2430060","0","0","わらび餅","ういろう"
"ブイヤベース","0","1","ラザニア","0","2430061","0","0","オムレツ","パエリア"
"裸の冒険者","0","1","駆けだしの冒険者","0","2431001","0","0","冒険の始まり","冒険への初立"
"美の伝道者","0","1","美の饗宴","0","2431002","0","0","ユキのビューティーチェック","ユキの審美会"
"断崖の遺跡","0","1","緑竜の骸嶺","0","2431003","0","0","蒼海の孤塔","毒瘴の闇稜"
"ノウェムの過ぎ去りし日々","0","1","ムイミの思い出","0","2431004","0","0","追憶のメモリー","追想のデフラグ"
"フェアリーテイルは夢の中","0","1","GREEDY LOVE","0","2431005","0","0","Seize The Day！","私色STORY"
"フォックス","0","1","ファイン","0","2510003","0","0","フィーネ","フォルテ"
"ビオラ","0","1","チェロ","0","2510004","0","0","バイオリン","コントラバス"
"i","0","1","g","0","2510005","0","0","d","f"
"第一バイオリン","0","1","作曲者","0","2510006","0","0","最年長","指揮者"
"このあいだはどうも","0","1","ごぶさた","0","2510007","0","0","ひさしぶり","しばらく"
"Create Voice","0","1","Cuter Voice","0","2510008","0","0","Commercial Voice","Character Voice"
"バンドルソフト","0","1","キラーソフト","0","2510009","0","0","スタートソフト","ローンチソフト"
"ちょこ毛","0","1","縦ロール","0","2510010","0","0","盛り髪","アホ毛"
"どれも同じ","0","1","将棋","0","2510012","0","0","チェス","オセロ"
"歩兵","0","1","飛車","0","2510013","0","0","角行","王将"
"爆風","0","1","そよ風","0","2510014","0","0","北風","木枯らし"
"モンスーン","0","1","ハリケーン","0","2510015","0","0","タイフーン","スコール"
"ふち","0","1","なぎ","0","2510016","0","0","とろ","しけ"
"ベビン","0","1","バビン","0","2510018","0","0","ブビン","ボビン"
"クリミア","0","1","ボヘミア","0","2510019","0","0","プレミア","カシミア"
"ボディーソープ","0","1","シャンプー","0","2510022","0","0","リンス","トリートメント"
"マラカス","0","1","チーク","0","2510023","0","0","ヒトカラ","マスカラ"
"スカッド","0","1","ステップ","0","2510025","0","0","スリット","ステッチ"
"バイト","0","1","バインダー","0","2510027","0","0","バイプレーヤー","バイヤー"
"井戸水","0","1","軟水","0","2510028","0","0","上水","硬水"
"リインカーネーション","0","1","テンプテーション","0","2510029","0","0","エクトプラズム","ポルターガイスト"
"将棋の駒","0","1","トランプ","0","2510030","0","0","麻雀牌","サイコロ"
"五目並べ","0","1","将棋","0","2510031","0","0","麻雀","囲碁"
"ライフハザード","0","1","バイオハザード","0","2510032","0","0","マネーハザード","モラルハザード"
"ハッパ","0","1","バリン","0","2510033","0","0","ラパン","バラン"
"包丁をさびつかせる","0","1","包丁をよく冷やす","0","2510035","0","0","包丁を油まみれにする","包丁を軽く温める"
"リュリュ","0","1","チュチュ","0","2510038","0","0","キュキュ","シュシュ"
"プリーツ","0","1","パニール","0","2510039","0","0","ストール","デニール"
"除算液","0","1","除湿液","0","2510040","0","0","除名液","除光液"
"ミラージュ","0","1","ベージュ","0","2510041","0","0","コサージュ","ルージュ"
"アンチドレッシング","0","1","アンチクルージング","0","2510042","0","0","アンチクレンジング","アンチエイジング"
"フルハウス","0","1","スリーカード","0","2510043","0","0","フラッシュ","ワンペア"
"チー","0","1","ロン","0","2510044","0","0","ポン","ツモ"
"5月5日","0","1","7月7日","0","2510046","0","0","6月6日","8月8日"
"D","0","1","A","0","2510047","0","0","B","C"
"頭打ち","0","1","耳打ち","0","2510048","0","0","舌打ち","峰打ち"
"タンカー","0","1","トラック","0","2510050","0","0","深夜バス","タクシー"
"キリ","0","1","タチバナ","0","2510051","0","0","キク","ヒマワリ"
"高価な食材の順番","0","1","味の強い順番","0","2510053","0","0","カロリーの高い順番","使っている量の多い順番"
"セットリスト","0","1","ドライヤー","0","2510054","0","0","プレイヤー","フライヤー"
"ドリームジャスティス","0","1","デジタルジョーカー","0","2510056","0","0","ダンスジョグ","ディスクジョッキー"
"バク転","0","1","側転","0","2510057","0","0","回転","暗転"
"ブロードバンド","0","1","ビッグバンド","0","2510058","0","0","ハズバンド","ブラスバンド"
"角","0","1","金","0","2510059","0","0","銀","歩"
"エンカ音","0","1","ジャズ音","0","2510060","0","0","ロック音","ラップ音"
"体育館","0","1","職員室","0","2511001","0","0","保健室","プール"
"3.5","0","1","4.5","0","2511002","0","0","6.5","5.5"
"サレン","0","1","レイ","0","2511003","0","0","シオリ","ヒヨリ"
"ちぇる～ん☆チエルちゃん","0","1","どこでもチエルちゃん","0","2511004","0","0","いつでもチエルちゃん","おしゃべりチエルちゃん"
"タワー・オブ・クレジッタ","0","1","リッチモンド・タワー","0","2511005","0","0","クレジッタ・ビルディング","クレジッタ・タワー"
"6月22日","0","1","6月27日","0","2520001","0","0","7月7日","7月2日"
"髪切り","0","1","皮切り","0","2520002","0","0","身切り","骨切り"
"はなし","0","1","さわり","0","2520004","0","0","まわし","にぎり"
"天狗鉤","0","1","自由鉤","0","2520006","0","0","自分鉤","自在鉤"
"チョチョ","0","1","チャチャ","0","2520007","0","0","チェチェ","チュチュ"
"ヘアーフィッシング","0","1","ライトフィッシング","0","2520009","0","0","ヘビーフィッシング","フライフィッシング"
"針","0","1","糸","0","2520010","0","0","浮き","重り"
"静語り","0","1","生語り","0","2520011","0","0","直語り","素語り"
"支点","0","1","露点","0","2520012","0","0","屋点","野点"
"ブリッジ","0","1","ステージ","0","2520013","0","0","グランジ","フリンジ"
"セレモニー","0","1","セパレート","0","2520015","0","0","セールスランキング","セレクトショップ"
"スコート","0","1","レギンス","0","2520016","0","0","オーバーニーソックス","プルオーバー"
"ポリッジ","0","1","コーンフレーク","0","2520018","0","0","オートミール","グラノーラ"
"プレイヤード","0","1","ワイアード","0","2520020","0","0","ブリザード","ティアード"
"テスティモニアル広告","0","1","ティーザー広告","0","2520022","0","0","シズル広告","サブリミナル広告"
"6本","0","1","5本","0","2520023","0","0","8本","4本"
"カルテット","0","1","トリオ","0","2520024","0","0","デュオ","クインテット"
"テノール","0","1","メゾアルト","0","2520025","0","0","バリトン","メゾソプラノ"
"ギンガム","0","1","マドラス","0","2520026","0","0","タータン","アーガイル"
"仏滅","0","1","先負","0","2520028","0","0","大安","先勝"
"U","0","1","S","0","2520029","0","0","T","R"
"将棋","0","1","麻雀","0","2520033","0","0","花札","囲碁"
"6月1日","0","1","7月1日","0","2520034","0","0","9月1日","8月1日"
"膝","0","1","まぶた","0","2520035","0","0","尻","足の裏"
"ぎゅうひ売り","0","1","ようかん売り","0","2520037","0","0","すあま売り","ういろう売り"
"サークル","0","1","クラウド","0","2520038","0","0","フレーム","バルーン"
"クラブのキング","0","1","ダイヤのキング","0","2520039","0","0","スペードのキング","ハートのキング"
"ラピスラズリ","0","1","ルビー","0","2520040","0","0","ターコイズ","アメシスト"
"御化暦","0","1","地球暦 ","0","2520042","0","0","太陰暦","太陽暦 "
"31年目","0","1","11年目","0","2520043","0","0","21年目","1年目"
"鎖編み","0","1","長編み","0","2520044","0","0","細編み","メリヤス編み"
"四暗刻","0","1","字一色","0","2520045","0","0","大三元","天和"
"ファイブカード","0","1","ストレート","0","2520047","0","0","フルハウス","フラッシュ"
"山","0","1","川","0","2520048","0","0","瀞","海"
"リシェ","0","1","ラシェ","0","2520049","0","0","カシェ","サシェ"
"南西","0","1","南東","0","2520050","0","0","北西","北東"
"クルクルネック","0","1","クルーザーネック","0","2520051","0","0","クルブシネック","クルーネック"
"ドールカラー","0","1","ピーチカラー","0","2520052","0","0","パールカラー","アースカラー"
"せっぱ","0","1","かっぱ","0","2520054","0","0","せっさ","かっさ"
"ピースオン","0","1","キープオン","0","2520055","0","0","ページオン","ロールオン"
"ストーカー","0","1","ウーファー","0","2520056","0","0","サイドカー","チョーカー"
"20組","0","1","24組","0","2520058","0","0","30組","26組"
"デュオ","0","1","クインテット","0","2520059","0","0","トリオ","カルテット"
"オシロスコープ","0","1","クロノグラフ","0","2520060","0","0","バロメーター","メトロノーム"
"きく","0","1","うつ","0","2520061","0","0","のむ","さす"
"至高のドラゴンテイルおでん","0","1","天露の金甘水","0","2521001","0","0","雲海の魔物肉","ゴールデン無限おにぎり"
"蜜","0","1","ご飯","0","2521002","0","0","肉","卵"
"弓","0","1","キャンプ道具","0","2521003","0","0","だいじょぶマイフレンドくん1号","土鍋"
"龍の翼","0","1","竜の卵","0","2521004","0","0","竜の翼","龍の卵"
"カヤと掃除をする","0","1","龍の卵をカジノ王から盗む","0","2521005","0","0","ホマレにいたずらをする","ホマレの部屋で写真を撮る"
"スーパータイピング","0","1","シャドータイピング","0","2530001","0","0","ノールックタイピング","タッチタイピング"
"スイートスポット","0","1","ソルトプール","0","2530002","0","0","ソルトスポット","タイドプール"
"シャークトゥース","0","1","キャットトゥース","0","2530003","0","0","キャメルトゥース","ハウンドトゥース"
"ニンジンカン","0","1","イモカン","0","2530004","0","0","カボチャカン","ナスカン"
