4cb465b6d9979d88f5c4fcb1a83c221fb3dea4a4907d43da217d125c330f7b0a,4420bce317c0423a4b64934b8bce9c98643c26ae0ddf89df117a865688a88dc6,49e08293afaad42068a21a43c2464cebf4b5a26dde10ad93ad4d50e5aa349892,a95de0a349b79f6d69208f1a902040edad1e62343afce4fae26a78d4e0eaefac,81f2846587f79ef6953d310ed0ebdd514a61c29f50067abec19e7079f14886d5,917b41a684aa2f54090df62ab31263f00079cbc9006c973f0079757971d78d7b,f6b5437d63590dc55794961c949cf077357a9901778158f36fa675c3a2378c95,ec58de48b825a0c3391cb7e3e68ef2b4bdc8ef6f44bbb0a5a6eded38f1bad00f,ddb64bc6f8723593f7fb2ca504312b8e6b3fcce8f124f55138b8306400e3e22b,22ae711adb79b717b3962e7c0f7dc9dbdce966a83b99e6ddf30e94e5fa01984b,423dd76eb4b92b57439d847650b9cc449a9da9f5b5c27bdcd6ae5ea61f3b3ecd
"","","","311","","","","91","","311010","311011"
"nop_idle_joy_normal","0.2","","311","","","1","3","","101311","311012"
"nop_talk_thinking","0.2","","311","","","1","3","","105111","311013"
"医食同源……って知ってるかしら？\n長寿を願う料理には、なにかしらの\n効能があるものも多いのよ。","0","0.5","311","0","0","8","11","0","105111","311014"
"","","","311","","","","91","","311014","311015"
"nop_idle_thinking","0.2","","311","","","1","3","","105111","311016"
"素敵な新年会ね～\n他の学校の人たちも来ているようだし\nお話を伺いに行こうかしら？","0","0.5","312","0","0","8","11","0","101831","312001"
"nop_talk_joy1","0.2","","312","","","1","3","","101831","312002"
"","","","312","","","","91","","312001","312003"
"nop_idle_joy1","0.2","","312","1","","1","3","","101831","312004"
"見て見てミサキっち！\nあそこの料理すっごく美味しそう！","0","0.5","312","0","0","8","11","0","101611","312005"
"nop_talk_surprise_kira","0.2","","312","","","1","3","","101611","312006"
"","","","312","","","","91","","312005","312007"
"nop_idle_surprise_kira","0.2","","312","1","","1","3","","101611","312008"
"えー？　でもあれって野菜じゃない？\n別に、大人のレディだから\n食べられないわけじゃないけど？","0","0.5","312","0","0","8","11","0","105011","312009"
"nop_talk_sad","0.2","","312","","","1","3","","105011","312010"
"0","","","312","","","","93","","2.5","312011"
"nop_talk_tsun_pain","0.2","","312","","","1","3","","105011","312012"
"","","","312","","","","91","","312009","312013"
"nop_idle_sad","0.2","","312","1","","1","3","","105011","312014"
"立派な新年会ではないか。\n我々もこの場に相応しく\n振る舞わなければな！","0","0.5","313","0","0","8","11","0","105331","313001"
"nop_13_monica_talk_doya","0.2","","313","1","nop_13_monica_talk_doya_loop","0","3","0.2","105331","313002"
"","","","313","","","","91","","313001","313003"
"nop_idle_doya","0.2","","313","1","","1","3","","105331","313004"
"おせちといえばトーゴクデース！\nオーエド町のみなさんにも\n新年のゴアイサツしないとデスね！","0","0.5","313","0","0","8","11","0","103031","313005"
"nop_talk_joy1","0.2","","313","","","1","3","","103031","313006"
"","","","313","","","","91","","313005","313007"
"nop_idle_joy1","0.2","","313","1","","1","3","","103031","313008"
"新年会でもボクは美しいね。\nああ、会場中の視線が\n集まってるようだよ。","0","0.5","313","0","0","8","11","0","100811","313009"
"nop_talk_thinking","0.2","","313","","","1","3","","100811","313010"
"","","","313","","","","91","","313009","313011"
"nop_idle_thinking","0.2","","313","1","","1","3","","100811","313012"
"会場中の視線……\nああ、蔑みの視線がクウカに……\nぐふふふ……","0","0.5","313","0","0","8","11","0","104511","313013"
"nop_13_kuka_talk_memory1","0.2","","313","","","1","3","","104511","313014"
"","","","313","","","","91","","313013","313015"
"nop_13_kuka_idle_memory1","0.2","","313","1","","1","3","","104511","313016"
"大きな会場……\n先輩はどこにいるのかな？","0","0.5","313","0","0","8","11","0","105511","313017"
"nop_talk_sad","0.2","","313","","","1","3","","105511","313018"
"","","","313","","","","91","","313017","313019"
"nop_idle_sad","0.2","","313","1","","1","3","","105511","313020"
"むむむ……弟くんの気配！\n近くにいるよ、リノちゃん！","0","0.5","314","0","0","8","11","0","104931","314001"
"nop_14_shizuru_talk_thinking","0.2","","314","","","1","3","","104931","314002"
"0","","","314","","","","93","","2","314003"
"nop_talk_guts3","0.2","","314","1","nop_talk_guts3_loop","0","3","0","104931","314004"
"","","","314","","","","91","","314001","314005"
"はい！　私にも分かりますよ！\nあ、あそこです！　たぶん！","0","0.5","314","0","0","8","11","0","101131","314006"
"nop_talk_arm_crossed","0.2","","314","1","nop_talk_arm_crossed_loop","0","3","","101131","314007"
"0","","","314","","","","93","","2","314008"
"nop_talk_joy1","0.2","","314","","","1","3","","101131","314009"
"","","","314","","","","91","","314006","314010"
"nop_idle_joy_normal","0.2","","314","1","","1","3","","101131","314011"
"ははっ、相変わらずの\nお姉ちゃんパワーと妹パワーだね。","0","0.5","314","0","0","8","11","0","106831","314012"
"nop_talk_arm_crossed_joy","0.2","","314","1","nop_talk_arm_crossed_loop_joy","0","3","0","106831","314013"
"","","","314","","","","91","","314012","314014"
"nop_idle_normal","0.2","","314","1","","1","3","","106831","314015"
"nop_idle_normal","0.2","","314","","","1","3","","104931","314016"
"nop_idle_normal","0.2","","314","1","","1","3","","101131","314017"
"素敵な新年会ですね。\nみんなが楽しそうなおかげで\n精霊も喜んでいます。","0","0.5","315","0","0","8","11","0","104211","315001"
"nop_talk_wish","0.2","","315","","","1","3","","104211","315002"
"","","","315","","","","91","","315001","315003"
"nop_idle_wish","0.2","","315","1","","1","3","","104211","315004"
"トーゴクの晴れ着、きれいですね……\nステージ衣装の参考にできないかな？","0","0.5","315","0","0","8","11","0","105411","315005"
"nop_talk_normal","0.2","","315","","","1","3","","105411","315006"
"0","","","315","","","","93","","2.5","315007"
"nop_talk_thinking","0.2","","315","","","1","3","","105411","315008"
"","","","315","","","","91","","315005","315009"
"nop_idle_thinking","0.2","","315","","","1","3","","105411","315010"
"おせち料理もすごく美味しいよ。\n元気、もらっちゃったな♪","0","0.5","315","0","0","8","11","0","102931","315011"
"nop_talk_joy1","0.2","","315","","","1","3","","102931","315012"
"","","","315","","","","91","","315011","315013"
"nop_idle_joy1","0.2","","315","1","","1","3","","102931","315014"
"nop_16_inori_talk_doya","0.2","","316","1","nop_16_inori_talk_doya_loop","0","3","0","106631","316001"
"ビッグなあたしにふさわしい会場です！\n気に入ったですよ！","0","0.5","316","0","0","8","11","0","106631","316002"
"","","","316","","","","91","","316002","316003"
"nop_16_inori_idle_doya","0.2","","316","","","1","3","","106631","316004"
"nop_talk_joy1","0.2","","316","","","1","3","","106531","316005"
"楽しいケンカが出来そうな\n顔もチラホラいるな……\nなんだかたぎってきたぜ。","0","0.5","316","0","0","8","11","0","106531","316006"
"1","","","316","","","","93","","3.5","316007"
"nop_talk_arm_crossed","0.2","","316","1","nop_talk_arm_crossed_loop","0","3","0","106531","316008"
"","","","316","","","","91","","316006","316009"
"nop_idle_arm_crossed","0.2","","316","","","1","3","","106531","316010"
"nop_talk_normal","0.2","","316","","","1","3","","106731","316011"
"二人とも、問題起こしちゃダメだよ～？\nこの会場には怒ったら怖い人たちが\nい～っぱいいるからね～？","0","0.5","316","0","0","8","11","0","106731","316012"
"","","","316","","","","91","","316012","316013"
"nop_idle_normal","0.2","","316","","","1","3","","106731","316014"
"わぁ～！　美味しそうなお料理が\n所狭しと山盛り子ちゃんですね！\nちぇる～ん☆","0","0.5","317","0","0","8","11","0","110931","317001"
"nop_17_chieru_talk_memory","0.2","","317","","","1","3","","110931","317002"
"0","","","317","","","","93","","4.2","317003"
"nop_17_chieru_01","0.2","","317","1","nop_17_chieru_loop","0","3","0","110931","317004"
"nop_17_chieru_01","0.2","","317","1","nop_17_chieru_loop","0","3","0","1","317005"
"","","","317","","","","91","","317001","317006"
"nop_idle_joy1","0.2","","317","","","1","3","","110931","317007"
"NoItem_idle","0.2","","317","","","1","3","","1","317008"
"夥しい数の固形食物……うぇっぷ！\nこれは見ているだけで嫌になるな……","0","0.5","317","0","0","8","11","0","111031","317009"
"nop_talk_normal_sad","0.2","","317","","","1","3","","111031","317010"
"0","","","317","","","","93","","1.5","317011"
"nop_17_yuni_weppu","0.2","","317","1","nop_17_yuni_weppu_loop","0","3","0","111031","317012"
"","","","317","","","","91","","317009","317013"
"パイセン。\nうちらまでカンジ悪いと思われンで、\n二度と口開かないでもらっていいすか。","0","0.5","317","0","0","8","11","0","110831","317014"
"nop_17_chloe_talk_normal_anger","0.2","","317","1","nop_17_chloe_talk_normal_anger_loop","0","3","0","110831","317015"
"nop_idle_sad","0.2","","317","","","1","3","","110931","317016"
"","","","317","","","","91","","317014","317017"
"nop_17_chloe_idle_normal2","0.2","","317","","","1","3","","110831","317018"
"nop_idle_normal","0.2","","317","1","","1","3","","111031","317019"
"nop_talk_joy1","0.2","","318","","","1","3","","114711","318001"
"おせち料理、どれも美味しそうだな！\n……アイツも、ちゃんと\n正月楽しんでるのかな……","0","0.5","318","0","0","8","11","0","114711","318002"
"0","","","318","","","","93","","2.5","318003"
"nop_18_muimi_talk_thinking","0.2","","318","","","1","3","","114711","318004"
"","","","318","","","","91","","318002","318005"
"nop_18_muimi_idle_thinking","0.2","","318","1","","1","3","","114711","318006"
"nop_18_neneka_humu","0.2","","318","1","nop_idle_normal","0","3","0","115031","318007"
"正月くらいは少しゆっくり\nさせてもらいましょうか。","0","0.5","318","0","0","8","11","0","115031","318008"
"","","","318","","","","91","","318008","318009"
"nop_talk_arm_crossed","0.2","","318","1","nop_talk_arm_crossed_loop","0","3","0","118031","318010"
"む……この規模の会場を\nその価格で？　あなた、\nなかなかのやり手ですわね……！","0","0.5","318","0","0","8","11","0","118031","318011"
"0","","","318","","","","93","","2.5","318012"
"nop_talk_doya","0.2","","318","1","nop_talk_doya_loop","0","3","0","118031","318013"
"","","","318","","","","91","","318011","318014"
"nop_idle_doya","0.2","","318","","","1","3","","118031","318015"
"nop_18_karin_talk_normal","0.2","","318","","","1","3","","118511","318016"
"いえいえ。それほどでもー","0","0.5","318","0","0","8","11","0","118511","318017"
"","","","318","","","","91","","318017","318018"
"nop_18_karin_idle_normal","0.2","","318","1","","1","3","","118511","318019"
"nop_talk_joy2","0.2","","401","","","1","3","","111831","401001"
"0","","","401","","","","93","","2","401002"
"nop_idle_joy_normal","0.2","","401","","","1","3","","111831","401003"
"nop_18_neneka_humu","0.2","","401","1","nop_idle_normal","0","3","0","112031","401004"
"0","","","401","","","","93","","2","401005"
"nop_16_kaya_talk_normal2_loop","0.2","","401","","","1","3","","120831","401006"
"0","","","401","","","","93","","2","401007"
"nop_16_kaya_idle_normal2","0.2","","401","","","1","3","","120831","401008"
"nop_talk_surprise1","0.2","","401","","","1","3","","120931","401009"
"0","","","401","","","","93","","2","401010"
"nop_idle_normal_joy","0.2","","401","","","1","3","","120931","401011"
"nop_talk_normal","0.2","","401","","","1","3","","111931","401012"
"0","","","401","","","","93","","2","401013"
"nop_idle_normal","0.2","","401","","","1","3","","111931","401014"
"nop_talk_joy1","0.2","","401","","","1","3","","120731","401015"
"0","","","401","","","","93","","2","401016"
"nop_idle_normal_joy","0.2","","401","","","1","3","","120731","401017"
"nop_talk_joy2","0.2","","402","","","1","3","","108731","402001"
"0","","","402","","","","93","","2","402002"
"nop_idle_joy1","0.2","","402","","","1","3","","108731","402003"
"nop_talk_joy3_blink","0.2","","402","","","1","3","","108831","402004"
"0","","","402","","","","93","","2","402005"
"nop_idle_joy_normal","0.2","","402","","","1","3","","108831","402006"
"nop_talk_normal","0.2","","402","","","1","3","","108931","402007"
"0","","","402","","","","93","","2","402008"
"nop_idle_normal","0.2","","402","","","1","3","","108931","402009"
"nop_talk_surprise_kira","0.2","","403","","","1","3","","102011","403001"
"0","","","403","","","","93","","2","403002"
"nop_idle_joy1","0.2","","403","","","1","3","","102011","403003"
"nop_talk_joy2","0.2","","403","","","1","3","","100411","403004"
"0","","","403","","","","93","","2","403005"
"nop_idle_normal","0.2","","403","","","1","3","","100411","403006"
"nop_talk_wish","0.2","","403","","","1","3","","103631","403007"
"0","","","403","","","","93","","2","403008"
"nop_idle_wish","0.2","","403","","","1","3","","103631","403009"
"nop_talk_wish_joy","0.2","","404","","","1","3","","101511","404001"
"0","","","404","","","","93","","2","404002"
"nop_idle_normal","0.2","","404","","","1","3","","101511","404003"
"nop_talk_joy2","0.2","","404","","","1","3","","101231","404004"
"0","","","404","","","","93","","2","404005"
"nop_idle_normal","0.2","","404","","","1","3","","101231","404006"
"nop_talk_surprise_kira","0.2","","404","","","1","3","","104011","404007"
"0","","","404","","","","93","","2","404008"
"nop_idle_normal","0.2","","404","","","1","3","","104011","404009"
"nop_talk_normal","0.2","","405","","","1","3","","103111","405001"
"0","","","405","","","","93","","2","405002"
"nop_idle_normal","0.2","","405","","","1","3","","103111","405003"
"nop_talk_worry","0.2","","405","","","1","3","","102211","405004"
"0","","","405","","","","93","","2","405005"
"nop_idle_worry","0.2","","405","","","1","3","","102211","405006"
"nop_05_miyako_talk_joy1","0.2","","405","","","1","3","","100711","405007"
"0","","","405","","","","93","","2","405008"
"nop_05_miyako_idle_joy1","0.2","","405","","","1","3","","100711","405009"
"nop_talk_joy1","0.2","","405","","","1","3","","100611","405010"
"0","","","405","","","","93","","2","405011"
"nop_idle_joy1","0.2","","405","","","1","3","","100611","405012"
"nop_talk_thinking","0.2","","406","","","1","3","","107131","406001"
"0","","","406","","","","93","","2","406002"
"nop_idle_arm_crossed","0.2","","406","","","1","3","","107131","406003"
"nop_talk_sad","0.2","","406","","","1","3","","103731","406004"
"0","","","406","","","","93","","2","406005"
"nop_idle_sad","0.2","","406","","","1","3","","103731","406006"
"nop_talk_joy2","0.2","","406","","","1","3","","100511","406007"
"0","","","406","","","","93","","2","406008"
"nop_idle_normal","0.2","","406","","","1","3","","100511","406009"
"nop_talk_normal","0.2","","406","","","1","3","","104731","406010"
"0","","","406","","","","93","","2","406011"
"nop_idle_normal","0.2","","406","","","1","3","","104731","406012"
"nop_talk_joy3","0.2","","407","","","1","3","","102831","407001"
"0","","","407","","","","93","","2","407002"
"nop_idle_normal","0.2","","407","","","1","3","","102831","407003"
"nop_07_kurumi_idle_bitter","0.2","","407","","","1","3","","102111","407004"
"0","","","407","","","","93","","2","407005"
"nop_idle_normal","0.2","","407","","","1","3","","102111","407006"
"nop_talk_joy2","0.2","","407","","","1","3","","102511","407007"
"0","","","407","","","","93","","2","407008"
"nop_idle_normal","0.2","","407","","","1","3","","102511","407009"
"nop_talk_joy1","0.2","","407","","","1","3","","102311","407010"
"0","","","407","","","","93","","2","407011"
"nop_idle_normal","0.2","","407","","","1","3","","102311","407012"
"nop_talk_joy1","0.2","","408","","","1","3","","101011","408001"
"0","","","408","","","","93","","2","408002"
"nop_idle_joy_normal","0.2","","408","","","1","3","","101011","408003"
"nop_talk_arm_crossed_loop","0.2","","408","","","1","3","","104331","408004"
"0","","","408","","","","93","","2","408005"
"nop_idle_arm_crossed","0.2","","408","","","1","3","","104331","408006"
"nop_talk_joy2","0.2","","408","","","1","3","","101711","408007"
"0","","","408","","","","93","","2","408008"
"nop_idle_joy1","0.2","","408","","","1","3","","101711","408009"
"nop_talk_normal","0.2","","408","","","1","3","","101431","408010"
"0","","","408","","","","93","","2","408011"
"nop_idle_normal","0.2","","408","","","1","3","","101431","408012"
"nop_talk_joy1","0.2","","409","","","1","3","","103311","409001"
"0","","","409","","","","93","","2","409002"
"nop_idle_joy1","0.2","","409","","","1","3","","103311","409003"
"nop_talk_joy1","0.2","","409","","","1","3","","105211","409004"
"0","","","409","","","","93","","2","409005"
"nop_idle_joy_normal","0.2","","409","","","1","3","","105211","409006"
"nop_talk_sad2","0.2","","409","","","1","3","","102611","409007"
"0","","","409","","","","93","","2","409008"
"nop_idle_sad2","0.2","","409","","","1","3","","102611","409009"
"nop_talk_normal","0.2","","409","","","1","3","","103811","409010"
"0","","","409","","","","93","","2","409011"
"nop_idle_normal","0.2","","409","","","1","3","","103811","409012"
"nop_talk_joy1","0.2","","410","","","1","3","","103231","410001"
"0","","","410","","","","93","","2","410002"
"nop_idle_joy1","0.2","","410","","","1","3","","103231","410003"
"nop_10_yukari_01","0.2","","410","","","1","3","","103411","410004"
"nop_10_yukari_01","0.2","","410","","","1","3","","11","410005"
"0","","","410","","","","93","","2","410006"
"nop_10_yukari_02","0.2","","410","","","1","3","","103411","410007"
"nop_10_yukari_02","0.2","","410","","","1","3","","11","410008"
"nop_talk_doya_loop","0.2","","410","","","1","3","","104811","410009"
"1","","","410","","","","4","","104811","410010"
"0","","","410","","","","93","","2","410011"
"nop_idle_doya","0.2","","410","","","1","3","","104811","410012"
"nop_talk_joy2","0.2","","410","","","1","3","","104611","410013"
"0","","","410","","","","93","","2","410014"
"nop_idle_joy_normal","0.2","","410","","","1","3","","104611","410015"
"nop_talk_wish2","0.2","","411","","","1","3","","102711","411001"
"0","","","411","","","","93","","2","411002"
"nop_idle_memory","0.2","","411","","","1","3","","102711","411003"
"nop_talk_normal","0.2","","411","","","1","3","","100911","411004"
"0","","","411","","","","93","","2","411005"
"nop_idle_arm_crossed","0.2","","411","","","1","3","","100911","411006"
"nop_talk_joy2","0.2","","411","","","1","3","","101311","411007"
"0","","","411","","","","93","","2","411008"
"nop_idle_joy_normal","0.2","","411","","","1","3","","101311","411009"
"nop_talk_normal","0.2","","411","","","1","3","","105111","411010"
"0","","","411","","","","93","","2","411011"
"nop_idle_normal","0.2","","411","","","1","3","","105111","411012"
"nop_talk_joy1","0.2","","412","","","1","3","","101831","412001"
"0","","","412","","","","93","","2","412002"
"nop_idle_joy1","0.2","","412","","","1","3","","101831","412003"
"nop_talk_joy2","0.2","","412","","","1","3","","101611","412004"
"0","","","412","","","","93","","2","412005"
"nop_idle_joy_normal","0.2","","412","","","1","3","","101611","412006"
"nop_talk_joy1","0.2","","412","","","1","3","","105011","412007"
"0","","","412","","","","93","","2","412008"
"nop_idle_joy_normal","0.2","","412","","","1","3","","105011","412009"
"nop_talk_normal","0.2","","413","","","1","3","","105331","413001"
"0","","","413","","","","93","","2","413002"
"nop_idle_normal","0.2","","413","","","1","3","","105331","413003"
"nop_talk_memory","0.2","","413","","","1","3","","104511","413004"
"0","","","413","","","","93","","2","413005"
"nop_idle_memory","0.2","","413","","","1","3","","104511","413006"
"nop_talk_joy1","0.2","","413","","","1","3","","103031","413007"
"0","","","413","","","","93","","2","413008"
"nop_idle_joy1","0.2","","413","","","1","3","","103031","413009"
"nop_talk_wish","0.2","","413","","","1","3","","100811","413010"
"0","","","413","","","","93","","2","413011"
"nop_idle_wish","0.2","","413","","","1","3","","100811","413012"
"nop_talk_sad","0.2","","413","","","1","3","","105511","413013"
"0","","","413","","","","93","","2","413014"
"nop_idle_sad","0.2","","413","","","1","3","","105511","413015"
"nop_talk_guts2","0.2","","414","1","nop_talk_guts2_loop","0","3","0","101131","414001"
"0","","","414","","","","93","","2","414002"
"nop_idle_normal","0.2","","414","","","1","3","","101131","414003"
"nop_talk_wish","0.2","","414","","","1","3","","104931","414004"
"0","","","414","","","","93","","2","414005"
"nop_idle_normal","0.2","","414","","","1","3","","104931","414006"
"nop_talk_thinking","0.2","","414","","","1","3","","106831","414007"
"0","","","414","","","","93","","2","414008"
"nop_idle_normal","0.2","","414","","","1","3","","106831","414009"
"nop_talk_wish","0.2","","415","","","1","3","","104211","415001"
"0","","","415","","","","93","","2","415002"
"nop_idle_wish","0.2","","415","","","1","3","","104211","415003"
"nop_talk_joy1","0.2","","415","","","1","3","","102931","415004"
"0","","","415","","","","93","","2","415005"
"nop_idle_joy1","0.2","","415","","","1","3","","102931","415006"
"nop_talk_normal","0.2","","415","","","1","3","","105411","415007"
"0","","","415","","","","93","","2","415008"
"nop_idle_normal","0.2","","415","","","1","3","","105411","415009"
"nop_talk_normal","0.2","","416","","","1","3","","106731","416001"
"0","","","416","","","","93","","2","416002"
"nop_idle_normal","0.2","","416","","","1","3","","106731","416003"
"nop_talk_joy2","0.2","","416","","","1","3","","106631","416004"
"0","","","416","","","","93","","2","416005"
"nop_idle_joy1","0.2","","416","","","1","3","","106631","416006"
"nop_16_kaya_talk_normal2_loop","0.2","","416","","","1","3","","106531","416007"
"0","","","416","","","","93","","2","416008"
"nop_16_kaya_idle_normal2","0.2","","416","","","1","3","","106531","416009"
"nop_talk_arm_crossed2","0.2","","417","1","nop_talk_arm_crossed_loop2","0","3","0","111031","417001"
"0","","","417","","","","93","","2","417002"
"nop_idle_normal","0.2","","417","","","1","3","","111031","417003"
"nop_talk_joy2","0.2","","417","","","1","3","","110931","417004"
"0","","","417","","","","93","","2","417005"
"nop_idle_joy_normal","0.2","","417","","","1","3","","110931","417006"
"nop_17_chloe_talk_normal2_loop","0.2","","417","","","1","3","","110831","417007"
"0","","","417","","","","93","","2","417008"
"nop_17_chloe_idle_normal2","0.2","","417","","","1","3","","110831","417009"
"nop_18_neneka_humu","0.2","","418","1","nop_idle_normal","0","3","0.2","115031","418001"
"0","","","418","","","","93","","2","418002"
"nop_talk_joy1_normal","0.2","","418","","","1","3","","114711","418003"
"0","","","418","","","","93","","2","418004"
"nop_idle_joy1","0.2","","418","","","1","3","","114711","418005"
"nop_18_karin_talk_normal","0.2","","418","","","1","3","","118511","418006"
"0","","","418","","","","93","","2","418007"
"nop_18_karin_idle_normal","0.2","","418","","","1","3","","118511","418008"
"nop_talk_doya","0.2","","418","1","nop_talk_doya_loop","0","3","0","118031","418009"
"0","","","418","","","","93","","2","418010"
"nop_idle_doya","0.2","","418","","","1","3","","118031","418011"
"111831","1.95","nop_idle_joy2","501","-255","-150","101","1","0","1","501001"
"120731","1.95","nop_idle_normal","501","-255","150","100","1","1","1","501002"
"120831","1.95","nop_idle_arm_crossed","501","-265","-320","103","1","0","1","501003"
"111931","1.95","nop_idle_normal","501","-265","320","102","1","1","1","501004"
"120931","1.95","nop_idle_thinking","501","-300","-450","105","1","0","1","501005"
"112031","1.95","nop_idle_doya","501","-300","450","104","1","1","1","501006"
"0","","","501","","","","93","","0.5","501007"
"nop_01_peko_oissu","0.2","","501","1","nop_talk_joy1","0","3","0.2","111831","501008"
"vo_drama_10082001_001","","","501","","0","0","21","","vo_drama_10082001","501009"
"おいっすー！\n新年会、楽しんでますか？","0","0.5","501","0","1","5","11","0","111831","501010"
"","","","501","","","","91","","501010","501011"
"0","","","501","","","","93","","0.2","501012"
"6","0","0","501","0","0","1","12","0","120731","501013"
"8","0","0","501","0","0","1","12","0","111931","501014"
"10","0","0","501","0","0","1","12","0","112031","501015"
"7","0","0","501","0","0","1","12","0","120931","501016"
"13","0","0","501","0","0","1","12","0","120831","501017"
"nop_talk_joy1","0.2","","501","","","1","3","","120731","501018"
"nop_talk_wish3","0.2","","501","","","1","3","","111931","501019"
"nop_talk_doya","0.2","","501","1","nop_talk_doya_loop","0","3","0","112031","501020"
"nop_talk_arm_crossed","0.2","","501","1","nop_talk_arm_crossed_loop","0","3","0","120931","501021"
"nop_01_ruka_hello_long","0.2","","501","","","1","3","","120831","501022"
"0","","","501","","","","93","","2","501023"
"nop_idle_joy1","0.2","","501","","","1","3","","111831","501024"
"nop_idle_normal_joy","0.3","","501","","","1","3","","120731","501025"
"nop_idle_doya","0.3","","501","","","1","3","","112031","501026"
"nop_idle_arm_crossed","0.3","","501","","","1","3","","120931","501027"
"nop_idle_normal","0.3","","501","","","1","3","","120831","501028"
"nop_talk_normal","0.2","","501","","","1","3","","111931","501029"
"vo_drama_10082001_002","","","501","","0","0","21","","vo_drama_10082001","501030"
"はい、とても楽しんでおります。\nお料理もとても美味しいですし、\n皆さまも楽しんでいただけているようで\nわたくしもうれしいです。","0","0.5","501","0","1","6","11","0","111931","501031"
"1","","","501","","","","93","","3","501032"
"nop_talk_joy3_dere","0.2","","501","","","1","3","","111931","501033"
"","","","501","","","","91","","501031","501034"
"nop_idle_normal_joy","0.2","","501","","","1","3","","111931","501035"
"nop_talk_sad","0.2","","501","","","1","3","","112031","501036"
"vo_drama_10082001_003","","","501","","0","0","21","","vo_drama_10082001","501037"
"と言ってもあんたほどじゃないけどね。\nそれ、いったい何皿目よ……","0","0.5","501","0","1","5","11","0","112031","501038"
"1","","","501","","","","93","","5","501039"
"8","0","0","501","0","0","1","12","0","111831","501040"
"nop_17_chieru_swing","0.2","","501","1","nop_idle_joy_normal","0","3","0.2","111831","501041"
"","","","501","","","","91","","501038","501042"
"nop_idle_sad","0.2","","501","","","1","3","","112031","501043"
"","","","501","","","","93","","0.1","501044"
"0","","","501","","","","4","","120731","501045"
"nop_talk_normal","0.2","","501","","","1","3","","120731","501046"
"vo_drama_10082001_004","","","501","","0","0","21","","vo_drama_10082001","501047"
"食べつくしちゃえ、って言ったのは\nキャルじゃない。\n美味しそうに食べてるのは\nペコリーヌさんらしくていいわね。","0","0.5","501","0","1","6","11","0","120731","501048"
"1","","","501","","","","93","","2.5","501049"
"4","0","0","501","0","0","1","12","0","112031","501050"
"nop_surprise","0.2","","501","1","nop_idle_surprise1","0","3","0.3","112031","501051"
"1","","","501","","","","93","","2","501052"
"1","","","501","","","","4","","120731","501053"
"nop_talk_joy1","0.2","","501","","","1","3","","120731","501054"
"nop_idle_arm_crossed","0.2","","501","","","1","3","","112031","501055"
"","","","501","","","","91","","501048","501056"
"nop_idle_joy1","0.2","","501","","","1","3","","120731","501057"
"nop_talk_joy1","0.2","","501","","","1","3","","111831","501058"
"vo_drama_10082001_005","","","501","","0","0","21","","vo_drama_10082001","501059"
"わたしたちが作ったおせちも\nみなさんに好評みたいですよ！","0","0.5","501","0","1","6","11","0","111831","501060"
"","","","501","","","","91","","501060","501061"
"nop_idle_joy_normal","0.2","","501","","","1","3","","111831","501062"
"nop_talk_normal","0.2","","501","","","1","3","","120831","501063"
"vo_drama_10082001_006","","","501","","0","0","21","","vo_drama_10082001","501064"
"ああ、美味しくいただいてるよ。\nトーゴクでもこれだけ豪華なものは\nそうそう食べられないんじゃないかい？","0","0.5","501","0","1","6","11","0","120831","501065"
"1","","","501","","","","93","","3","501066"
"nop_talk_arm_crossed","0.2","","501","1","nop_talk_arm_crossed_loop","0","3","0.2","120831","501067"
"","","","501","","","","91","","501065","501068"
"nop_idle_arm_crossed","0.2","","501","","","1","3","","120831","501069"
"nop_talk_doya","0.2","","501","1","nop_talk_doya_loop","0","3","0.2","120931","501070"
"vo_drama_10082001_007","","","501","","0","0","21","","vo_drama_10082001","501071"
"うむ！　わらわも真の力を取り戻して\nしまうほどの料理、さすがじゃ。\nシェフィが頑張ったおかげじゃな。","0","0.5","501","0","1","5","11","0","120931","501072"
"1","","","501","","","","93","","5","501073"
"nop_talk_normal","0.2","","501","","","1","3","","120931","501074"
"","","","501","","","","91","","501072","501075"
"nop_idle_normal","0.2","","501","","","1","3","","120931","501076"
"nop_talk_normal","0.2","","501","","","1","3","","120731","501077"
"vo_drama_10082001_008","","","501","","0","0","21","","vo_drama_10082001","501078"
"それはみんなが手伝ってくれたからよ。\n二人とも、去年は本当にありがとう。","0","0.5","501","0","1","4","11","0","120731","501079"
"1","","","501","","","","93","","6.5","501080"
"nop_bow","0.2","","501","1","nop_idle_normal_joy","0","3","0.2","120731","501081"
"","","","501","","","","91","","501079","501082"
"nop_idle_normal_joy","0.2","","501","","","1","3","","120731","501083"
"nop_talk_normal","0.2","","501","","","1","3","","120831","501084"
"vo_drama_10082001_009","","","501","","0","0","21","","vo_drama_10082001","501085"
"水臭いこと言わないでおくれよ。\nアタシらが好きでやったことさ。","0","0.5","501","0","1","6","11","0","120831","501086"
"1","","","501","","","","93","","3","501087"
"nop_talk_doya","0.2","","501","1","nop_talk_doya_loop","0","3","0.2","120831","501088"
"","","","501","","","","91","","501086","501089"
"nop_idle_doya","0.2","","501","","","1","3","","120831","501090"
"nop_talk_thinking","0.2","","501","","","1","3","","120931","501091"
"vo_drama_10082001_010","","","501","","0","0","21","","vo_drama_10082001","501092"
