d3e1c8779a4b73c5d98f37dd346d8af770284fab4f0fca26f117da7caf4b1e6f,f2368674e53240b067bd47d0b469250492d891de870c9ad1de53498ff28df7e2,7bfd07cc9b497359e91c719fc4d0916b086c181d78d6023f6b001ebc27aa98eb,250053748cc2b8ea8b37fce13e887a0ceefba08ba5b33095f0802b1c51b24718,a00ea6dc514aeeb967f0f6673ce7478aa6351618daeed27b0e4dceda454195b4,f9be5d74dfccb37aa8a72949b7800073f357b30dd20f3c17c224030b148f118c,0a45a374828b7471f75ded7617069c74c6c185bdd3921b86b9160d88f04e2cd5,6b52b879a2c997c92eca82e6298173ce7402ec19e9cd0955fef0fc4c8e188d39,eee729380b01d474c34a874aec1fb552c5f4b88aadd2c4923244238e4d6f7c36,1840f81189ab7e93e48721c6008ab9c365f802825501d60e4131362dacd8a36d,0c652e65e25e26e3e0a54f45f54d93b7b3f43e48e2456efeccc320e1d8f1bb7f,6c20fac9727425fbacc56ea070b674c29129329824c9c00cbd9e1dd6aadf3ad8
"100590153","0","0","53","vo_ske_0608","0","0","1005901","2","0","0","vo_ske"
"100590154","0","212","54","0","11","2","1005901","1","0","0","0"
"100590155","1","0","55","0","0","0","1005901","4","0","2.7","0"
"100590156","0","339","56","0","11","1","1005901","1","212","0","0"
"100590157","1","0","57","0","0","0","1005901","4","0","1","0"
"100590158","0","82","58","0","12","0.7","1005901","1","0","0","0"
"100590159","1","0","59","0","0","0","1005901","4","0","1.9","0"
"100590160","0","313","60","0","12","1.6","1005901","1","82","0","0"
"100590161","1","0","61","0","0","0","1005901","4","0","4","0"
"100590162","0","0","62","vo_ske_0609","0","0","1005901","2","0","0","vo_ske"
"100590163","0","238","63","0","13","2","1005901","1","0","0","0"
"100590164","1","0","64","0","0","0","1005901","4","0","3.8","0"
"100590165","0","0","65","vo_ske_0610","0","0","1005901","2","0","0","vo_ske"
"100590166","0","114","66","0","14","0.7","1005901","1","0","0","0"
"100590167","1","0","67","0","0","0","1005901","4","0","1.4","0"
"100590168","0","336","68","0","14","1.7","1005901","1","114","0","0"
"100590169","1","0","69","0","0","0","1005901","4","0","4.2","0"
"100590201","1","0","1","0","0","0","1005902","4","0","0.8","0"
"100590202","0","0","2","vo_ske_0701","0","0","1005902","2","0","0","vo_ske"
"100590203","0","310","3","0","1","2.3","1005902","1","0","0","0"
"100590204","1","0","4","0","0","0","1005902","4","0","3.6","0"
"100590205","0","0","5","vo_ske_0702","0","0","1005902","2","0","0","vo_ske"
"100590206","0","120","6","0","2","0.9","1005902","1","0","0","0"
"100590207","1","0","7","0","0","0","1005902","4","0","1.6","0"
"100590208","0","210","8","0","2","0.7","1005902","1","120","0","0"
"100590209","1","0","9","0","0","0","1005902","4","0","1.6","0"
"100590210","0","290","10","0","2","0.9","1005902","1","210","0","0"
"100590211","1","0","11","0","0","0","1005902","4","0","1.5","0"
"100590212","0","250","12","0","3","1.9","1005902","1","0","0","0"
"100590213","1","0","13","0","0","0","1005902","4","0","3.5","0"
"100590214","0","0","14","vo_ske_0703","0","0","1005902","2","0","0","vo_ske"
"100590215","0","135","15","0","4","1.2","1005902","1","0","0","0"
"100590216","1","0","16","0","0","0","1005902","4","0","2.1","0"
"100590217","0","328","17","0","4","1.6","1005902","1","135","0","0"
"100590218","1","0","18","0","0","0","1005902","4","0","1.6","0"
"100590219","0","114","19","0","5","0.6","1005902","1","0","0","0"
"100590220","1","0","20","0","0","0","1005902","4","0","2.5","0"
"100590221","0","0","21","vo_ske_0704","0","0","1005902","2","0","0","vo_ske"
"100590222","0","200","22","0","5","0.7","1005902","1","114","0","0"
"100590223","1","0","23","0","0","0","1005902","4","0","2.4","0"
"100590224","0","318","24","0","5","1.1","1005902","1","200","0","0"
"100590225","1","0","25","0","0","0","1005902","4","0","1.1","0"
"100590226","0","183","26","0","6","1.5","1005902","1","0","0","0"
"100590227","1","0","27","0","0","0","1005902","4","0","2","0"
"100590228","0","340","28","0","6","1.4","1005902","1","183","0","0"
"100590229","1","0","29","0","0","0","1005902","4","0","2.9","0"
"100590230","0","0","30","vo_ske_0705","0","0","1005902","2","0","0","vo_ske"
"100590231","0","85","31","0","7","0.6","1005902","1","0","0","0"
"100590232","1","0","32","0","0","0","1005902","4","0","1.4","0"
"100590233","0","340","33","0","7","2","1005902","1","85","0","0"
"100590234","1","0","34","0","0","0","1005902","4","0","5.2","0"
"100590235","0","0","35","vo_ske_0706","0","0","1005902","2","0","0","vo_ske"
"100590236","0","116","36","0","8","1.226","1005902","1","0","0","0"
"100590237","1","0","37","0","0","0","1005902","4","0","1.934","0"
"100590238","0","281","38","0","8","1.42","1005902","1","116","0","0"
"100590239","1","0","39","0","0","0","1005902","4","0","1.552","0"
"100590240","0","357","40","0","8","0.6","1005902","1","281","0","0"
"100590241","1","0","41","0","0","0","1005902","4","0","0.6","0"
"100590242","0","180","42","0","9","1.2","1005902","1","0","0","0"
"100590243","1","0","43","0","0","0","1005902","4","0","3","0"
"100590244","0","0","44","vo_ske_0707","0","0","1005902","2","0","0","vo_ske"
"100590245","0","284","45","0","9","1","1005902","1","180","0","0"
"100590246","1","0","46","0","0","0","1005902","4","0","2","0"
"100590247","0","402","47","0","9","0.9","1005902","1","284","0","0"
"100590248","1","0","48","0","0","0","1005902","4","0","3.1","0"
"100590249","0","0","49","vo_ske_0708","0","0","1005902","2","0","0","vo_ske"
"100590250","0","168","50","0","10","1.1","1005902","1","0","0","0"
"100590251","1","0","51","0","0","0","1005902","4","0","2.4","0"
"100590252","0","0","52","vo_ske_0709","0","0","1005902","2","0","0","vo_ske"
"100590253","0","340","53","0","11","2.5","1005902","1","0","0","0"
"100590254","1","0","54","0","0","0","1005902","4","0","3.4","0"
"100590255","0","0","55","vo_ske_0710","0","0","1005902","2","0","0","vo_ske"
"100590256","0","150","56","0","12","1.4","1005902","1","0","0","0"
"100590257","1","0","57","0","0","0","1005902","4","0","2.1","0"
"100590258","0","302","58","0","12","1.3","1005902","1","150","0","0"
"100590259","1","0","59","0","0","0","1005902","4","0","3.2","0"
"100590260","0","0","60","vo_ske_0711","0","0","1005902","2","0","0","vo_ske"
"100590261","0","63","61","0","13","0.8","1005902","1","0","0","0"
"100590262","1","0","62","0","0","0","1005902","4","0","1.9","0"
"100590263","0","305","63","0","13","1.7","1005902","1","63","0","0"
"100590264","1","0","64","0","0","0","1005902","4","0","3.5","0"
"100590265","0","0","65","vo_ske_0712","0","0","1005902","2","0","0","vo_ske"
"100590266","0","95","66","0","14","1","1005902","1","0","0","0"
"100590267","1","0","67","0","0","0","1005902","4","0","1.9","0"
"100590268","0","362","68","0","14","1.6","1005902","1","95","0","0"
"100590269","1","0","69","0","0","0","1005902","4","0","4.1","0"
"100590301","1","0","1","0","0","0","1005903","4","0","0.8","0"
"100590302","0","0","2","vo_ske_0801","0","0","1005903","2","0","0","vo_ske"
"100590303","0","231","3","0","1","2.2","1005903","1","0","0","0"
"100590304","1","0","4","0","0","0","1005903","4","0","3.4","0"
"100590305","0","0","5","vo_ske_0802","0","0","1005903","2","0","0","vo_ske"
"100590306","0","39","6","0","2","0.465","1005903","1","0","0","0"
"100590307","1","0","7","0","0","0","1005903","4","0","0.998","0"
"100590308","0","284","8","0","2","1.722","1005903","1","39","0","0"
"100590309","1","0","9","0","0","0","1005903","4","0","3.024","0"
"100590310","0","388","10","0","2","0.8","1005903","1","284","0","0"
"100590311","1","0","11","0","0","0","1005903","4","0","0.8","0"
"100590312","0","168","12","0","3","0.9","1005903","1","0","0","0"
"100590313","1","0","13","0","0","0","1005903","4","0","2.5","0"
"100590314","0","262","14","0","3","1","1005903","1","168","0","0"
"100590315","1","0","15","0","0","0","1005903","4","0","1.8","0"
"100590316","0","388","16","0","3","1.2","1005903","1","262","0","0"
"100590317","1","0","17","0","0","0","1005903","4","0","1.2","0"
"100590318","0","145","18","0","4","0.828","1005903","1","0","0","0"
"100590319","1","0","19","0","0","0","1005903","4","0","3.156","0"
"100590320","0","0","20","vo_ske_0803","0","0","1005903","2","0","0","vo_ske"
"100590321","0","134","21","0","5","1.2","1005903","1","0","0","0"
"100590322","1","0","22","0","0","0","1005903","4","0","2.3","0"
"100590323","0","347","23","0","5","1.8","1005903","1","134","0","0"
"100590324","1","0","24","0","0","0","1005903","4","0","3.4","0"
"100590325","0","257","25","0","6","1.9","1005903","1","0","0","0"
"100590326","1","0","26","0","0","0","1005903","4","0","4.3","0"
"100590327","0","0","27","vo_ske_0804","0","0","1005903","2","0","0","vo_ske"
"100590328","0","133","28","0","7","1.067","1005903","1","0","0","0"
"100590329","1","0","29","0","0","0","1005903","4","0","1.523","0"
"100590330","0","210","30","0","7","0.674","1005903","1","133","0","0"
"100590331","1","0","31","0","0","0","1005903","4","0","2.337","0"
"100590332","0","0","32","vo_ske_0805","0","0","1005903","2","0","0","vo_ske"
"100590333","0","330","33","0","7","1.1","1005903","1","210","0","0"
"100590334","1","0","34","0","0","0","1005903","4","0","1.1","0"
"100590335","0","110","35","0","8","0.675","1005903","1","0","0","0"
"100590336","1","0","36","0","0","0","1005903","4","0","1.662","0"
"100590337","0","350","37","0","8","2","1005903","1","110","0","0"
"100590338","1","0","38","0","0","0","1005903","4","0","4.3","0"
"100590339","0","0","39","vo_ske_0806","0","0","1005903","2","0","0","vo_ske"
"100590340","0","140","40","0","9","1.3","1005903","1","0","0","0"
"100590341","1","0","41","0","0","0","1005903","4","0","2.5","0"
"100590342","0","370","42","0","9","1.7","1005903","1","140","0","0"
"100590343","1","0","43","0","0","0","1005903","4","0","1.7","0"
"100590344","0","83","44","0","10","0.5","1005903","1","0","0","0"
"100590345","1","0","45","0","0","0","1005903","4","0","3.5","0"
"100590346","0","0","46","vo_ske_0807","0","0","1005903","2","0","0","vo_ske"
"100590347","0","222","47","0","11","2","1005903","1","0","0","0"
"100590348","1","0","48","0","0","0","1005903","4","0","3.2","0"
"100590349","0","385","49","0","11","1.1","1005903","1","222","0","0"
"100590350","1","0","50","0","0","0","1005903","4","0","1.1","0"
"100590351","0","102","51","0","12","0.8","1005903","1","0","0","0"
"100590352","1","0","52","0","0","0","1005903","4","0","2.4","0"
"100590353","0","328","53","0","12","1.7","1005903","1","102","0","0"
"100590354","1","0","54","0","0","0","1005903","4","0","4.6","0"
"100590355","0","0","55","vo_ske_0808","0","0","1005903","2","0","0","vo_ske"
"100590356","0","89","56","0","13","0.4","1005903","1","0","0","0"
"100590357","1","0","57","0","0","0","1005903","4","0","2","0"
"100590358","0","360","58","0","13","2.3","1005903","1","89","0","0"
"100590359","1","0","59","0","0","0","1005903","4","0","3.2","0"
"100590360","0","120","60","0","14","0.9","1005903","1","0","0","0"
"100590361","1","0","61","0","0","0","1005903","4","0","3.2","0"
"100590362","0","0","62","vo_ske_0809","0","0","1005903","2","0","0","vo_ske"
"100590363","0","318","63","0","14","0.8","1005903","1","120","0","0"
"100590364","1","0","64","0","0","0","1005903","4","0","3.3","0"
"100590401","1","0","1","0","0","0","1005904","4","0","0.8","0"
"100590402","0","0","2","vo_ske_0901","0","0","1005904","2","0","0","vo_ske"
"100590403","0","113","3","0","1","1.325","1005904","1","0","0","0"
"100590404","1","0","4","0","0","0","1005904","4","0","2.008","0"
"100590405","0","365","5","0","1","1.863","1005904","1","113","0","0"
"100590406","1","0","6","0","0","0","1005904","4","0","3.699","0"
"100590407","0","0","7","vo_ske_0902","0","0","1005904","2","0","0","vo_ske"
"100590408","0","151","8","0","2","1.3","1005904","1","0","0","0"
"100590409","1","0","9","0","0","0","1005904","4","0","2.1","0"
"100590410","0","375","10","0","2","1.8","1005904","1","151","0","0"
"100590411","1","0","11","0","0","0","1005904","4","0","1.8","0"
"100590412","0","71","12","0","3","0.7","1005904","1","0","0","0"
"100590413","1","0","13","0","0","0","1005904","4","0","1.6","0"
"100590414","0","351","14","0","3","2.2","1005904","1","71","0","0"
"100590415","1","0","15","0","0","0","1005904","4","0","4.8","0"
"100590416","0","0","16","vo_ske_0903","0","0","1005904","2","0","0","vo_ske"
"100590417","0","304","17","0","4","2.3","1005904","1","0","0","0"
"100590418","1","0","18","0","0","0","1005904","4","0","3","0"
"100590419","0","389","19","0","4","0.8","1005904","1","304","0","0"
"100590420","1","0","20","0","0","0","1005904","4","0","1.3","0"
"100590421","0","342","21","0","5","2.8","1005904","1","0","0","0"
"100590422","1","0","22","0","0","0","1005904","4","0","4.9","0"
"100590423","0","0","23","vo_ske_0904","0","0","1005904","2","0","0","vo_ske"
"100590424","0","125","24","0","6","0.9","1005904","1","0","0","0"
"100590425","1","0","25","0","0","0","1005904","4","0","1.9","0"
"100590426","0","215","26","0","6","0.8","1005904","1","125","0","0"
"100590427","1","0","27","0","0","0","1005904","4","0","1.4","0"
"100590428","0","395","28","0","6","1.7","1005904","1","215","0","0"
"100590429","1","0","29","0","0","0","1005904","4","0","1.7","0"
"100590430","0","47","30","0","7","0.3","1005904","1","0","0","0"
"100590431","1","0","31","0","0","0","1005904","4","0","1.2","0"
"100590432","0","317","32","0","7","2.1","1005904","1","47","0","0"
"100590433","1","0","33","0","0","0","1005904","4","0","4.1","0"
"100590434","0","0","34","vo_ske_0905","0","0","1005904","2","0","0","vo_ske"
"100590435","0","233","35","0","8","1.3","1005904","1","0","0","0"
"100590436","1","0","36","0","0","0","1005904","4","0","1.9","0"
"100590437","0","311","37","0","8","0.59","1005904","1","233","0","0"
"100590438","1","0","38","0","0","0","1005904","4","0","2.656","0"
"100590439","0","0","39","vo_ske_0906","0","0","1005904","2","0","0","vo_ske"
"100590440","0","97","40","0","9","0.8","1005904","1","0","0","0"
"100590441","1","0","41","0","0","0","1005904","4","0","1.7","0"
"100590442","0","350","42","0","9","2.1","1005904","1","97","0","0"
"100590443","1","0","43","0","0","0","1005904","4","0","2.1","0"
"100590444","0","170","44","0","10","1.4","1005904","1","0","0","0"
"100590445","1","0","45","0","0","0","1005904","4","0","3.3","0"
"100590446","0","300","46","0","10","1.1","1005904","1","170","0","0"
"100590447","1","0","47","0","0","0","1005904","4","0","2.2","0"
"100590448","0","395","48","0","10","0.6","1005904","1","300","0","0"
"100590449","1","0","49","0","0","0","1005904","4","0","0.6","0"
"100590450","0","253","50","0","11","2.1","1005904","1","0","0","0"
"100590451","1","0","51","0","0","0","1005904","4","0","4.7","0"
"100590452","0","0","52","vo_ske_0907","0","0","1005904","2","0","0","vo_ske"
"100590453","0","95","53","0","12","0.8","1005904","1","0","0","0"
"100590454","1","0","54","0","0","0","1005904","4","0","1.7","0"
"100590455","0","256","55","0","12","1.34","1005904","1","95","0","0"
"100590456","1","0","56","0","0","0","1005904","4","0","1.874","0"
"100590457","0","347","57","0","12","0.776","1005904","1","256","0","0"
"100590458","1","0","58","0","0","0","1005904","4","0","2.613","0"
"100590459","0","0","59","vo_ske_0908","0","0","1005904","2","0","0","vo_ske"
"100590460","0","161","60","0","14","1.5","1005904","1","0","0","0"
"100590461","1","0","61","0","0","0","1005904","4","0","2.6","0"
"100590462","0","399","62","0","14","2","1005904","1","161","0","0"
"100590463","1","0","63","0","0","0","1005904","4","0","4.5","0"
"100590501","1","0","1","0","0","0","1005905","4","0","0.8","0"
"100590502","0","0","2","vo_ske_1001","0","0","1005905","2","0","0","vo_ske"
"100590503","0","53","3","0","1","0.5","1005905","1","0","0","0"
"100590504","1","0","4","0","0","0","1005905","4","0","1.1","0"
"100590505","0","235","5","0","1","1.4","1005905","1","53","0","0"
"100590506","1","0","6","0","0","0","1005905","4","0","2.8","0"
"100590507","0","0","7","vo_ske_1002","0","0","1005905","2","0","0","vo_ske"
"100590508","0","230","8","0","2","1.8","1005905","1","0","0","0"
"100590509","1","0","9","0","0","0","1005905","4","0","2.4","0"
"100590510","0","400","10","0","2","1.4","1005905","1","230","0","0"
"100590511","1","0","11","0","0","0","1005905","4","0","3.3","0"
"100590512","0","0","12","vo_ske_1003","0","0","1005905","2","0","0","vo_ske"
"100590513","0","237","13","0","3","2.224","1005905","1","0","0","0"
"100590514","1","0","14","0","0","0","1005905","4","0","2.769","0"
"100590515","0","358","15","0","3","0.869","1005905","1","237","0","0"
"100590516","1","0","16","0","0","0","1005905","4","0","1.635","0"
"100590517","0","93","17","0","4","0.6","1005905","1","0","0","0"
"100590518","1","0","18","0","0","0","1005905","4","0","2.2","0"
"100590519","0","0","19","vo_ske_1004","0","0","1005905","2","0","0","vo_ske"
"100590520","0","237","20","0","4","1.3","1005905","1","93","0","0"
"100590521","1","0","21","0","0","0","1005905","4","0","1.8","0"
"100590522","0","342","22","0","4","0.9","1005905","1","237","0","0"
"100590523","1","0","23","0","0","0","1005905","4","0","0.9","0"
"100590524","0","166","24","0","5","0.9","1005905","1","0","0","0"
"100590525","1","0","25","0","0","0","1005905","4","0","2.7","0"
"100590526","0","327","26","0","5","1.059","1005905","1","166","0","0"
"100590527","1","0","27","0","0","0","1005905","4","0","3","0"
"100590528","0","0","28","vo_ske_1005","0","0","1005905","2","0","0","vo_ske"
"100590529","0","94","29","0","6","1.2","1005905","1","0","0","0"
"100590530","1","0","30","0","0","0","1005905","4","0","1.7","0"
"100590531","0","397","31","0","6","2.1","1005905","1","94","0","0"
"100590532","1","0","32","0","0","0","1005905","4","0","4.5","0"
"100590533","0","0","33","vo_ske_1006","0","0","1005905","2","0","0","vo_ske"
"100590534","0","47","34","0","7","0.566","1005905","1","0","0","0"
"100590535","1","0","35","0","0","0","1005905","4","0","1.552","0"
"100590536","0","362","36","0","7","2.318","1005905","1","47","0","0"
"100590537","1","0","37","0","0","0","1005905","4","0","3.724","0"
"100590538","0","260","38","0","8","2.077","1005905","1","0","0","0"
"100590539","1","0","39","0","0","0","1005905","4","0","2.729","0"
"100590540","0","327","40","0","8","0.66","1005905","1","260","0","0"
"100590541","1","0","41","0","0","0","1005905","4","0","2.832","0"
"100590542","0","0","42","vo_ske_1007","0","0","1005905","2","0","0","vo_ske"
"100590543","0","60","43","0","9","0.608","1005905","1","0","0","0"
"100590544","1","0","44","0","0","0","1005905","4","0","1.363","0"
"100590545","0","179","45","0","9","1.493","1005905","1","60","0","0"
"100590546","1","0","46","0","0","0","1005905","4","0","2.007","0"
"100590547","0","387","47","0","9","1.437","1005905","1","179","0","0"
"100590548","1","0","48","0","0","0","1005905","4","0","3.22","0"
"100590549","0","0","49","vo_ske_1008","0","0","1005905","2","0","0","vo_ske"
"100590550","0","133","50","0","10","1.2","1005905","1","0","0","0"
"100590551","1","0","51","0","0","0","1005905","4","0","2.4","0"
"100590552","0","347","52","0","10","1.5","1005905","1","133","0","0"
"100590553","1","0","53","0","0","0","1005905","4","0","1.5","0"
"100590554","0","104","54","0","11","0.4","1005905","1","0","0","0"
"100590555","1","0","55","0","0","0","1005905","4","0","2.7","0"
"100590556","0","331","56","0","11","1.6","1005905","1","104","0","0"
"100590557","1","0","57","0","0","0","1005905","4","0","3.7","0"
"100590558","0","0","58","vo_ske_1009","0","0","1005905","2","0","0","vo_ske"
"100590559","0","345","59","0","12","2.9","1005905","1","0","0","0"
"100590560","1","0","60","0","0","0","1005905","4","0","4","0"
"100590561","0","216","61","0","13","1.6","1005905","1","0","0","0"
"100590562","1","0","62","0","0","0","1005905","4","0","3.6","0"
"100590563","0","0","63","vo_ske_1010","0","0","1005905","2","0","0","vo_ske"
"100590564","0","121","64","0","14","0.7","1005905","1","0","0","0"
"100590565","1","0","65","0","0","0","1005905","4","0","2.1","0"
"100590566","0","360","66","0","14","1.9","1005905","1","121","0","0"
"100590567","1","0","67","0","0","0","1005905","4","0","4.4","0"
"100590601","1","0","1","0","0","0","1005906","4","0","0.8","0"
"100590602","0","0","2","vo_ske_1101","0","0","1005906","2","0","0","vo_ske"
"100590603","0","121","3","0","1","1","1005906","1","0","0","0"
"100590604","1","0","4","0","0","0","1005906","4","0","1.7","0"
"100590605","0","211","5","0","1","0.6","1005906","1","121","0","0"
"100590606","1","0","6","0","0","0","1005906","4","0","1.5","0"
"100590607","0","280","7","0","1","0.9","1005906","1","211","0","0"
"100590608","1","0","8","0","0","0","1005906","4","0","1.5","0"
"100590609","0","135","9","0","2","1.6","1005906","1","0","0","0"
"100590610","1","0","10","0","0","0","1005906","4","0","3.6","0"
"100590611","0","0","11","vo_ske_1102","0","0","1005906","2","0","0","vo_ske"
"100590612","0","260","12","0","2","0.9","1005906","1","135","0","0"
"100590613","1","0","13","0","0","0","1005906","4","0","1.8","0"
"100590614","0","320","14","0","2","0.7","1005906","1","260","0","0"
"100590615","1","0","15","0","0","0","1005906","4","0","1.9","0"
"100590616","0","346","16","0","2","0.2","1005906","1","320","0","0"
"100590617","1","0","17","0","0","0","1005906","4","0","1.5","0"
"100590618","0","190","18","0","3","2.1","1005906","1","0","0","0"
"100590619","1","0","19","0","0","0","1005906","4","0","4.1","0"
"100590620","0","0","20","vo_ske_1103","0","0","1005906","2","0","0","vo_ske"
"100590621","0","387","21","0","3","1.7","1005906","1","190","0","0"
"100590622","1","0","22","0","0","0","1005906","4","0","2.5","0"
"100590623","0","139","23","0","4","1.197","1005906","1","0","0","0"
"100590624","1","0","24","0","0","0","1005906","4","0","1.72","0"
"100590625","0","347","25","0","4","1.735","1005906","1","139","0","0"
"100590626","1","0","26","0","0","0","1005906","4","0","4.154","0"
"100590627","0","0","27","vo_ske_1104","0","0","1005906","2","0","0","vo_ske"
"100590628","0","292","28","0","5","2.4","1005906","1","0","0","0"
"100590629","1","0","29","0","0","0","1005906","4","0","3.1","0"
"100590630","0","355","30","0","5","0.7","1005906","1","292","0","0"
"100590631","1","0","31","0","0","0","1005906","4","0","0.7","0"
"100590632","0","153","32","0","6","1.2","1005906","1","0","0","0"
"100590633","1","0","33","0","0","0","1005906","4","0","1.8","0"
"100590634","0","289","34","0","6","1.2","1005906","1","153","0","0"
"100590635","1","0","35","0","0","0","1005906","4","0","3.8","0"
"100590636","0","0","36","vo_ske_1105","0","0","1005906","2","0","0","vo_ske"
"100590637","0","92","37","0","7","0.8","1005906","1","0","0","0"
"100590638","1","0","38","0","0","0","1005906","4","0","1.4","0"
"100590639","0","230","39","0","7","1.1","1005906","1","92","0","0"
"100590640","1","0","40","0","0","0","1005906","4","0","2.1","0"
"100590641","0","384","41","0","7","1.3","1005906","1","260","0","0"
"100590642","1","0","42","0","0","0","1005906","4","0","1.3","0"
"100590643","0","55","43","0","8","0.4","1005906","1","0","0","0"
"100590644","1","0","44","0","0","0","1005906","4","0","1.9","0"
"100590645","0","177","45","0","8","1.152","1005906","1","55","0","0"
"100590646","1","0","46","0","0","0","1005906","4","0","1.561","0"
"100590647","0","355","47","0","8","1.273","1005906","1","177","0","0"
"100590648","1","0","48","0","0","0","1005906","4","0","3.32","0"
"100590649","0","0","49","vo_ske_1106","0","0","1005906","2","0","0","vo_ske"
"100590650","0","300","50","0","9","2.7","1005906","1","0","0","0"
"100590651","1","0","51","0","0","0","1005906","4","0","3.8","0"
"100590652","0","79","52","0","10","0.894","1005906","1","0","0","0"
"100590653","1","0","53","0","0","0","1005906","4","0","1.455","0"
"100590654","0","263","54","0","10","1.334","1005906","1","79","0","0"
"100590655","1","0","55","0","0","0","1005906","4","0","3.699","0"
"100590656","0","0","56","vo_ske_1107","0","0","1005906","2","0","0","vo_ske"
"100590657","0","210","57","0","11","1.7","1005906","1","0","0","0"
"100590658","1","0","58","0","0","0","1005906","4","0","2.8","0"
"100590659","0","183","59","0","12","1.364","1005906","1","0","0","0"
"100590660","1","0","60","0","0","0","1005906","4","0","3.365","0"
"100590661","0","0","61","vo_ske_1108","0","0","1005906","2","0","0","vo_ske"
"100590662","0","85","62","0","13","0.6","1005906","1","0","0","0"
"100590663","1","0","63","0","0","0","1005906","4","0","2.4","0"
"100590664","0","0","64","vo_ske_1109","0","0","1005906","2","0","0","vo_ske"
"100590665","0","122","65","0","14","1","1005906","1","0","0","0"
"100590666","1","0","66","0","0","0","1005906","4","0","2","0"
"100590667","0","212","67","0","14","1","1005906","1","122","0","0"
"100590668","1","0","68","0","0","0","1005906","4","0","3.5","0"
