32f6ecddfc1c8ac5e57b6fafebc799e7b34ed5ee3726824b98beb27b0801931e,d28292d4efdce1c3b05f8eef035a2e26d0989d4aff57fc9d6afb7e3c179ca5cd,fe0e4ee165fda23eaad47b50e0c5d706bbe68dd66f881a21ce0853f2eb87ac11,fd41eb04ba8270c65c139aca2294abb7dbf6829f79d43572aeb065d55a83a1cf,de72f6fa474873494bb80326d879f8b843ceb4e7197bbc34adc0b81b2f79bd2f,56124ae399138f1e61e76192248b0d959efa5b0e0d7fee5bb45556add1a9008a
"128901","10211501","2025/11/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10211017"
"128901","10211501","2025/11/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211018"
"136401","10211501","2025/11/30 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10211019"
"136401","10211501","2025/11/30 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10211020"
"101201","10211501","2025/11/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10211021"
"101201","10211501","2025/11/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211022"
"104301","10211501","2025/11/30 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10211023"
"104301","10211501","2025/11/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211024"
"104901","10212501","2025/12/31 12:00:00","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10212001"
"104901","10212501","2025/12/31 12:00:00","3013","バトル開始後味方全体の行動不能\n2回無効","10212002"
"106801","10212501","2025/12/31 12:00:00","3010","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10212003"
"106801","10212501","2025/12/31 12:00:00","3010","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10212004"
"101101","10212501","2025/12/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10212005"
"101101","10212501","2025/12/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10212006"
"109101","10212501","2025/12/31 12:00:00","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10212007"
"109101","10212501","2025/12/31 12:00:00","3013","バトル開始後味方全体の行動不能\n2回無効","10212008"
"117101","10212501","2025/12/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10212009"
"117101","10212501","2025/12/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10212010"
"120001","10212501","2025/12/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10212011"
"120001","10212501","2025/12/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10212012"
"136501","10212501","2026/01/03 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10212013"
"136501","10212501","2026/01/03 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10212014"
"181101","10212501","2025/12/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10212015"
"181101","10212501","2025/12/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10212016"
"121201","10212501","2025/12/31 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10212017"
"121201","10212501","2025/12/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10212018"
"133701","10212501","2025/12/31 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10212019"
"133701","10212501","2025/12/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10212020"
"112901","10212501","2025/12/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10212021"
"112901","10212501","2025/12/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10212022"
"119301","10212501","2025/12/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10212023"
"119301","10212501","2025/12/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10212024"
"137901","10212501","2026/01/15 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10212025"
"137901","10212501","2026/01/15 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10212026"
"133101","10213501","2026/01/31 12:00:00","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10213001"
"133101","10213501","2026/01/31 12:00:00","3013","バトル開始後味方全体の行動不能\n2回無効","10213002"
"129701","10213501","2026/01/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10213003"
"129701","10213501","2026/01/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10213004"
"105801","10213501","2026/01/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10213005"
"105801","10213501","2026/01/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10213006"
"105801","10213501","2026/01/31 12:00:00","3015","バトル開始後90秒間敵全体を挑発","10213007"
"126501","10213501","2026/01/31 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10213008"
"126501","10213501","2026/01/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10213009"
"138001","10213501","2026/01/31 12:00:00","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10213010"
"138001","10213501","2026/01/31 12:00:00","3013","バトル開始後味方全体の行動不能\n2回無効","10213011"
"138201","10213501","2026/02/15 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10213012"
"138201","10213501","2026/02/15 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10213013"
"107501","10213501","2026/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10213014"
"107501","10213501","2026/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10213015"
"111801","10213501","2026/01/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10213016"
"111801","10213501","2026/01/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10213017"
"180401","10213501","2026/01/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10213018"
"180401","10213501","2026/01/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10213019"
"180401","10213501","2026/01/31 12:00:00","3015","バトル開始後90秒間敵全体を挑発","10213020"
"121001","10213501","2026/01/31 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10213021"
"121001","10213501","2026/01/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10213022"
"127901","10213501","2026/01/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10213023"
"127901","10213501","2026/01/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10213024"
"127901","10213501","2026/01/31 12:00:00","3015","バトル開始後90秒間敵全体を挑発","10213025"
"132801","10213501","2026/01/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10213026"
"132801","10213501","2026/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10213027"
"138101","10213501","2026/02/09 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10213028"
"138101","10213501","2026/02/09 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10213029"
"133101","10213551","2026/01/31 12:00:00","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10213501"
"133101","10213551","2026/01/31 12:00:00","3013","バトル開始後味方全体の行動不能\n2回無効","10213502"
"129701","10213551","2026/01/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10213503"
"129701","10213551","2026/01/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10213504"
"105801","10213551","2026/01/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10213505"
"105801","10213551","2026/01/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10213506"
"105801","10213551","2026/01/31 12:00:00","3015","バトル開始後90秒間敵全体を挑発","10213507"
"126501","10213551","2026/01/31 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10213508"
"126501","10213551","2026/01/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10213509"
"138001","10213551","2026/01/31 12:00:00","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10213510"
"138001","10213551","2026/01/31 12:00:00","3013","バトル開始後味方全体の行動不能\n2回無効","10213511"
"138201","10213551","2026/02/15 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10213512"
"138201","10213551","2026/02/15 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10213513"
"107501","10213551","2026/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10213514"
"107501","10213551","2026/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10213515"
"111801","10213551","2026/01/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10213516"
"111801","10213551","2026/01/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10213517"
"180401","10213551","2026/01/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10213518"
"180401","10213551","2026/01/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10213519"
"180401","10213551","2026/01/31 12:00:00","3015","バトル開始後90秒間敵全体を挑発","10213520"
"121001","10213551","2026/01/31 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10213521"
"121001","10213551","2026/01/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10213522"
"127901","10213551","2026/01/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10213523"
"127901","10213551","2026/01/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10213524"
"127901","10213551","2026/01/31 12:00:00","3015","バトル開始後90秒間敵全体を挑発","10213525"
"132801","10213551","2026/01/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10213526"
"132801","10213551","2026/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10213527"
"138101","10213551","2026/02/09 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10213528"
"138101","10213551","2026/02/09 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10213529"
"103801","10214501","2026/02/28 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10214001"
"103801","10214501","2026/02/28 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10214002"
"130101","10214501","2026/02/28 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10214003"
"130101","10214501","2026/02/28 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10214004"
"112301","10214501","2026/02/28 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10214005"
"112301","10214501","2026/02/28 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10214006"
"125401","10214501","2026/02/28 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10214007"
"125401","10214501","2026/02/28 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10214008"
"138801","10214501","2026/03/16 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10214009"
"138801","10214501","2026/03/16 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10214010"
"180701","10214501","2026/02/28 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10214011"
"180701","10214501","2026/02/28 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10214012"
"138701","10214501","2026/03/03 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10214013"
"138701","10214501","2026/03/03 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10214014"
"104801","10214501","2026/02/28 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10214023"
"104801","10214501","2026/02/28 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10214024"
"103401","10214501","2026/02/28 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10214025"
"103401","10214501","2026/02/28 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10214026"
"103601","10215501","2026/03/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10215001"
"103601","10215501","2026/03/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10215002"
"133001","10215501","2026/03/31 12:00:00","3010","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10215003"
"133001","10215501","2026/03/31 12:00:00","3010","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10215004"
"111101","10215501","2026/03/31 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10215005"
"111101","10215501","2026/03/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10215006"
"122701","10215501","2026/03/31 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10215007"
"122701","10215501","2026/03/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10215008"
"130701","10215501","2026/03/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10215009"
"130701","10215501","2026/03/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10215010"
"139001","10215501","2026/04/10 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10215011"
"139001","10215501","2026/04/10 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10215012"
"180801","10215501","2026/03/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10215013"
"180801","10215501","2026/03/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10215014"
"138901","10215501","2026/03/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10215023"
"138901","10215501","2026/03/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10215024"
"133101","10215501","2026/03/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10215025"
"133101","10215501","2026/03/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10215026"
"139401","10216501","2026/05/11 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10216001"
"139401","10216501","2026/05/11 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10216002"
"139301","10216501","2026/04/30 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10216003"
"139301","10216501","2026/04/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10216004"
"139201","10216501","2026/04/30 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10216005"
"139201","10216501","2026/04/30 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10216006"
"106001","10216501","2026/04/30 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10216007"
"106001","10216501","2026/04/30 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10216008"
"105901","10216501","2026/04/30 12:00:00","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10216009"
"105901","10216501","2026/04/30 12:00:00","3013","バトル開始後味方全体の行動不能\n2回無効","10216010"
"106401","10216501","2026/04/30 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10216011"
"106401","10216501","2026/04/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10216012"
"105801","10216501","2026/04/30 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10216013"
"105801","10216501","2026/04/30 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10216014"
"106701","10216501","2026/04/30 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10216023"
"106701","10216501","2026/04/30 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10216024"
"106801","10216501","2026/04/30 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10216025"
"106801","10216501","2026/04/30 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10216026"
"126001","10217501","2026/05/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10217001"
"126001","10217501","2026/05/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10217002"
"126101","10217501","2026/05/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10217003"
"126101","10217501","2026/05/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10217004"
"125801","10217501","2026/05/31 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10217005"
"125801","10217501","2026/05/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10217006"
"135301","10217501","2026/05/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10217007"
"135301","10217501","2026/05/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10217008"
"139601","10217501","2026/06/22 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10217009"
"139601","10217501","2026/06/22 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10217010"
"135201","10217501","2026/05/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10217011"
"135201","10217501","2026/05/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10217012"
"139701","10217501","2026/06/10 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10217013"
"139701","10217501","2026/06/10 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10217014"
"131601","10217501","2026/05/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10217015"
"131601","10217501","2026/05/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10217016"
"139501","10217501","2026/05/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10217017"
"139501","10217501","2026/05/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10217018"
