0da18068376a7793132b26533bea32178367a0d8f15cd2e4ee35085c305a261e,bee5355d1dc8b88af2b6ee900afc647f7f4bd58c6e5a8c2852c58c8660d4c3a1,fcf7429fbe169df2288b689369aaec40798360821dcb90e1677068eba0fed738,a3f1881e4ef52fc781b1bfb5ca60d346dd5a05d1436685dd2954e0080812b2f9,ffd47698d991fa1c2252c94c1c364993709b7abe242b18b28f2093774939218c
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001055","100105506"
"危険領域","25","バトル中、「ダメージカット」、「火傷継続ダメージアップ」効果が発動する。","81001056","100105601"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001056","100105602"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001056","100105603"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001056","100105604"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001056","100105605"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001056","100105606"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001056","100105607"
"ダメージカット","boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n50％カット状態になる。","81001056","100105608"
"火傷継続ダメージアップ","19","バトル開始時、すべてのモンスターが受ける火傷状態の継続ダメージをアップさせる。","81001056","100105609"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001057","100105701"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001057","100105702"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001057","100105703"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001057","100105704"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001057","100105705"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001057","100105706"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001058","100105801"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001058","100105802"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001058","100105803"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001058","100105804"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001058","100105805"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001058","100105806"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001059","100105901"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001059","100105902"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001059","100105903"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001059","100105904"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001059","100105905"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001059","100105906"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001060","100106001"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001060","100106002"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001060","100106003"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001060","100106004"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001060","100106005"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","81001060","100106006"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","81001060","100106007"
"継続ＴＰ回復","energy_recover","バトル開始時、すべてのモンスターに継続ＴＰ小回復状態を付与する。","81001060","100106008"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001061","100106101"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001061","100106102"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001061","100106103"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001061","100106104"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001061","100106105"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001061","100106106"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001062","100106201"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001062","100106202"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001062","100106203"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001062","100106204"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001062","100106205"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001062","100106206"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001063","100106301"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001063","100106302"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001063","100106303"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001063","100106304"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001063","100106305"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001063","100106306"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001064","100106401"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001064","100106402"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001064","100106403"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001064","100106404"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001064","100106405"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001064","100106406"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001065","100106501"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001065","100106502"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001065","100106503"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001065","100106504"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001065","100106505"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001065","100106506"
"危険領域","25","バトル中、「物理ダメージカット」効果が発動する。","81001066","100106601"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001066","100106602"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001066","100106603"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001066","100106604"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001066","100106605"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001066","100106606"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001066","100106607"
"物理ダメージカット","boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ100％カット状態になる。","81001066","100106608"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001067","100106701"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001067","100106702"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001067","100106703"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001067","100106704"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001067","100106705"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001067","100106706"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001068","100106801"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001068","100106802"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001068","100106803"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001068","100106804"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001068","100106805"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001068","100106806"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001069","100106901"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001069","100106902"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001069","100106903"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001069","100106904"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001069","100106905"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","81001069","100106906"
"火属性ボーナス特大アップ","12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","81001070","100107001"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","81001070","100107002"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","81001070","100107003"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","81001070","100107004"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","81001070","100107005"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","81001070","100107006"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","81001070","100107007"
"ＨＰ回復量ダウン","2","バトル開始時、すべてのキャラのＨＰ回復量を大ダウンさせる。","81001070","100107008"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001001","200100101"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001001","200100102"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001001","200100103"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","82001001","200100104"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","82001001","200100105"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","82001001","200100106"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001002","200100201"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001002","200100202"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001002","200100203"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","82001002","200100204"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","82001002","200100205"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","82001002","200100206"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001003","200100301"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001003","200100302"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001003","200100303"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","82001003","200100304"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","82001003","200100305"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","82001003","200100306"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001004","200100401"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001004","200100402"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001004","200100403"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","82001004","200100404"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","82001004","200100405"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","82001004","200100406"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001005","200100501"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001005","200100502"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001005","200100503"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","82001005","200100504"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","82001005","200100505"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","82001005","200100506"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001006","200100601"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001006","200100602"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001006","200100603"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","82001006","200100604"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","82001006","200100605"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","82001006","200100606"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001007","200100701"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001007","200100702"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001007","200100703"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","82001007","200100704"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","82001007","200100705"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","82001007","200100706"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001008","200100801"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001008","200100802"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001008","200100803"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","82001008","200100804"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","82001008","200100805"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","82001008","200100806"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001009","200100901"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001009","200100902"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001009","200100903"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","82001009","200100904"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","82001009","200100905"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","82001009","200100906"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001010","200101001"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001010","200101002"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001010","200101003"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","82001010","200101004"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","82001010","200101005"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","82001010","200101006"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","82001010","200101007"
"ＴＰ上昇ダウン","3","バトル開始時、すべてのキャラのＴＰ上昇を特大ダウンさせる。","82001010","200101008"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001011","200101101"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001011","200101102"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001011","200101103"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","82001011","200101104"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","82001011","200101105"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","82001011","200101106"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001012","200101201"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001012","200101202"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001012","200101203"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","82001012","200101204"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","82001012","200101205"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","82001012","200101206"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001013","200101301"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001013","200101302"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001013","200101303"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","82001013","200101304"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","82001013","200101305"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","82001013","200101306"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","82001014","200101401"
"深域モンスター","11","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","82001014","200101402"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","82001014","200101403"
