08b5465e0e5c5a6b2b2b8a4ab7f0eb5dfbe63a7ced21ddbbde08053e0169c7da,ae432381ea499c126480f6484844fd424aa6d7dd238ad9e5a6d9b711c5ef7a46,31173a3e2a24673d578474c6b237b9a63a5b15199d5f94a3268d0d3ae3b3097e,a99987f82c00fd825bf3d2fc78cd77edc140c0377b5d5e513d98effd23b18eb3,94d3367c36324799bf12e57281ca32a259deb0aed67b0ef986c50a46e1f6d3eb,f6f1b9cafe62a0028ccb80db7b2633ea0d61d4eeeecd68f4725a0457a39e6a58,3f260b722d40b94fa92240134ba2ded7ff6ac20cc1c19f61fa792acbd90f944b,8bd79242e5e8b859ac5f7ed9e301cebf41ffeb540331af308539dc2cc1e94ff1,09b167e7e123509b09e86d757ee45fef4a18f32b548f021b4ed807b0bba34348,d522f5fd287219de73f4d600a040841e1d953d6edcb472dabf5aab2d6e15e7fa,b52e4e97c0d66806ab8d886619f91e55a82cebba14663e7471bd5c5222aaab97
"vo_dsb_4001","","21","vo_dsb_1010804","1010804","","","0","","0","1010804025"
"…………","0","11","2","1010804","0","0.2","10","1","1","1010804026"
"","","91","0","1010804","","","","","","1010804027"
"dsb_idle_relax_Ex2","0.5","3","2","1010804","","","1","","","1010804028"
"130","","33","3","1010804","","","0","12","2","1010804029"
"130","","33","4","1010804","","","0","12","2","1010804030"
"130","","33","20","1010804","","","0","12","2","1010804031"
"120","","33","30","1010804","","","-183","12","2","1010804032"
"130","","33","43","1010804","","","0","12","2","1010804033"
"-345","","2","124531","1010804","","","-219","12","2","1010804034"
"130","","2","2","1010804","","","-360","12","2","1010804035"
"0","","93","2.5","1010804","","","","","","1010804036"
"dsb_idle_surprise1","0.3","3","124531","1010804","","","1","","","1010804037"
"vo_dsb_4002","","21","vo_dsb_1010804","1010804","","","0","","0","1010804038"
"（あの子……\nなんだかずっと静かね～\n電撃が強すぎちゃったかな？）","0","11","124531","1010804","0","0.2","10","1","1","1010804039"
"","","91","0","1010804","","","","","","1010804040"
"dsb_talk_wish","0.2","3","124531","1010804","","","1","","","1010804041"
"vo_dsb_4003","","21","vo_dsb_1010804","1010804","","","0","","0","1010804042"
"お客さま～？\nお湯加減と電撃加減はいかがですか～","0","11","124531","1010804","0","0.2","10","1","1","1010804043"
"","","91","0","1010804","","","","","","1010804044"
"dsb_idle_wish","0.2","3","124531","1010804","","","1","","","1010804045"
"dsb_kuka_idle_relax","0.5","3","2","1010804","","","1","","","1010804046"
"0","","22","0","1010804","","","","","","1010804047"
"vo_dsb_4004","","21","vo_dsb_1010804","1010804","","","0","","0.9","1010804048"
"……い","0","11","2","1010804","0","0.2","10","1","1","1010804049"
"","","91","0","1010804","","","","","","1010804050"
"dsb_idle_wish_normal2","0.2","3","124531","1010804","","","1","","","1010804051"
"vo_dsb_4005","","21","vo_dsb_1010804","1010804","","","0","","0","1010804052"
"い？","0","11","124531","1010804","0","0.2","10","1","1","1010804053"
"","","91","0","1010804","","","","","","1010804054"
"dsb_idle_wish_surprise","0.2","3","124531","1010804","","","1","","","1010804055"
"dsb_kuka_ecstasy","0.3","3","2","1010804","0.3","","0","1","dsb_kuka_idle_dere2","1010804056"
"vo_dsb_4006","","21","vo_dsb_1010804","1010804","","","0","","0","1010804057"
"イイですぅ～～！！","0","11","2","1010804","0","0.2","10","1","1","1010804058"
"","","91","0","1010804","","","","","","1010804059"
"dsb_idle_wish","0.2","3","124531","1010804","","","1","","","1010804060"
"dsb_kuka_talk_sad_dere","0.5","3","2","1010804","","","1","","","1010804061"
"vo_dsb_4007","","21","vo_dsb_1010804","1010804","","","0","","0","1010804062"
"この甘くビリっとくる感じが\nもうたまりません～♪\nあひんっ！　くうん！　はうぅうっ！","0","11","2","1010804","0","0.2","10","1","1","1010804063"
"1","","93","6.2","1010804","","","","","","1010804064"
"dsb_kuka_electric","0","3","2","1010804","0.5","","0","1","dsb_talk_sad2","1010804065"
"","","91","1010804063","1010804","","","","","","1010804066"
"dsb_talk_joy3_nervous","0.2","3","124531","1010804","","","1","","","1010804067"
"vo_dsb_4008","","21","vo_dsb_1010804","1010804","","","0","","0","1010804068"
"ああ、しっかり味わってくれてたんだ～\nなんだか温泉を楽しんでるのとは\n違うような感じがするけど……\n喜んでくれてるなら、いっか☆","0","11","124531","1010804","0","0.2","10","1","1","1010804069"
"","","91","0","1010804","","","","","","1010804070"
"dsb_idle_joy3","0.2","3","124531","1010804","","","1","","","1010804071"
"dsb_kuka_wish1","0.5","3","2","1010804","","","1","","","1010804072"
"vo_dsb_4009","","21","vo_dsb_1010804","1010804","","","0","","0","1010804073"
"若女将！\nもっと……もっとクウカに刺激を！\n激しくシビれさせてください～！！","0","11","2","1010804","0","0.2","10","1","1","1010804074"
"1","","93","5","1010804","","","","","","1010804075"
"dsb_kuka_wish2","0.2","3","2","1010804","","","1","","","1010804076"
"","","91","1010804074","1010804","","","","","","1010804077"
"dsb_talk_joy3","0.2","3","124531","1010804","","","1","","","1010804078"
"vo_dsb_4010","","21","vo_dsb_1010804","1010804","","","0","","0","1010804079"
"かしこまりました～♪\nえ～い☆","0","11","124531","1010804","0","0.2","10","1","1","1010804080"
"","","91","0","1010804","","","","","","1010804081"
"0","","22","0","1010804","","","","","","1010804082"
"se_10044200_homare_movement","","23","se_10044200","1010804","","","0","","","1010804083"
"dsb_kuka_wish3","0.2","3","2","1010804","","","1","","","1010804084"
"dsb_attack_in","0.1","3","124531","1010804","0","","0","1","dsb_attack_loop","1010804085"
"dsb_attack_in","0","3","99","1010804","0","","0","1","dsb_attack_loop","1010804086"
"1","","32","44","1010804","","","","","","1010804087"
"0","","93","1.4","1010804","","","","","","1010804088"
"0","","32","30","1010804","","","","","","1010804089"
"0","","32","43","1010804","","","","","","1010804090"
"1","","32","45","1010804","","","","","","1010804091"
"0","","32","43","1010804","","","","","","1010804092"
"1","","32","46","1010804","","","","","","1010804093"
"20","","122","20","1010804","","","3.1","","","1010804094"
"se_10044200_thunder","","23","se_10044200","1010804","","","0","","","1010804095"
"vo_dsb_4011","","21","vo_dsb_1010804","1010804","","","0","","0","1010804096"
"はぁああああん！！","0","11","2","1010804","0","0","5","0","0","1010804097"
"0","","93","0.1","1010804","","","","","","1010804098"
"dsb_empty","0","3","2","1010804","","","0","","","1010804099"
"0","","93","3","1010804","","","","","","1010804100"
"20","","122","20","1010804","","","0.5","","","1010804101"
"1","","32","30","1010804","","","","","","1010804102"
"1","","32","43","1010804","","","","","","1010804103"
"0","","32","45","1010804","","","","","","1010804104"
"1","","32","47","1010804","","","","","","1010804105"
"se_10044200_poof","","23","se_10044200","1010804","","","0","","","1010804106"
"dsb_kuka_damage_gaku","0","3","2","1010804","","","1","","","1010804107"
"0","","93","1","1010804","","","","","","1010804108"
"dsb_attack_out","0.1","3","124531","1010804","0.2","","0","1","dsb_talk_surprise","1010804109"
"dsb_attack_out","0.1","3","99","1010804","0","","0","0","dsb_empty","1010804110"
"vo_dsb_4012","","21","vo_dsb_1010804","1010804","","","0","","0","1010804111"
"あっ。\nちょ～っとサービスしすぎちゃった……\nかな？","0","11","124531","1010804","0","0.2","10","1","1","1010804112"
"","","91","0","1010804","","","","","","1010804113"
"0","","22","0","1010804","","","","","","1010804114"
"dsb_idle_surprise1","0.2","3","124531","1010804","","","1","","","1010804115"
"dsb_kuka_damage_dere2_in","0.1","3","2","1010804","0","","0","1","dsb_kuka_damage_dere2_loop","1010804116"
"0","","93","0.3","1010804","","","","","","1010804117"
"0","","32","47","1010804","","","","","","1010804118"
"1","","32","48","1010804","","","","","","1010804119"
"se_adv_emote_heart_01","","23","se_adv_emote_heart_01","1010804","","","0","","","1010804120"
"0","","93","1","1010804","","","","","","1010804121"
"vo_dsb_4013","","21","vo_dsb_1010804","1010804","","","0","","0","1010804122"
"……ぐふ。\nぐふふふふ……\n温泉に……目覚めちゃいますぅ……\nじゅるり。","0","11","2","1010804","0","0.2","10","1","1","1010804123"
"","","91","0","1010804","","","","","","1010804124"
"dsb_kuka_damage_dead","0.2","3","2","1010804","","","1","","","1010804125"
"dsb_talk_joy3","0.2","3","124531","1010804","","","1","","","1010804126"
"vo_dsb_4014","","21","vo_dsb_1010804","1010804","","","0","","0","1010804127"
"よかった～なんともないみたい。\nそれにしても……\n今の威力で喜んじゃうなんてね～\n……ウワサ以上だよ、クウカちゃん♪","0","11","124531","1010804","0","0.2","10","1","1","1010804128"
"","","91","0","1010804","","","","","","1010804129"
"dsb_idle_joy3","0.2","3","124531","1010804","","","1","","","1010804130"
"0","","93","0.3","1010804","","","","","","1010804131"
"1","2","5","12","1010805","0","dsb_idle_normal","70","-345","-165","1010805001"
"2","2","5","3","1010805","1","dsb_idle_normal_joy","70","-345","165","1010805002"
"1","1","31","1","1010805","","","0","1","0","1010805003"
"3","1","31","3","1010805","","","0","1","0","1010805004"
"4","1","31","4","1010805","","","0","1","0","1010805005"
"10","1","31","13","1010805","","","0","1","0","1010805006"
"20","1","31","23","1010805","","","0","1","0","1010805007"
"30","1","31","33","1010805","","","155","1","-168","1010805008"
"31","1","31","33","1010805","","","-155","1","-168","1010805009"
"170","","13","1","1010805","","","","","","1010805010"
"170","","13","2","1010805","","","","","","1010805011"
"","","91","0","1010805","","","","","","1010805012"
"se_10044200_cmn_amb","","23","se_10044200","1010805","","","1","","","1010805013"
"se_10044200_cmn_steam","","23","se_10044200","1010805","","","0","","","1010805014"
"0","","93","6.1","1010805","","","","","","1010805015"
"se_10044200_hotspring_03","","23","se_10044200","1010805","","","1","","","1010805016"
"0","","93","1.4","1010805","","","","","","1010805017"
"dsb_talk_arm_crossed_joy","0.5","3","2","1010805","0.5","","0","1","dsb_talk_arm_crossed_joy_loop","1010805018"
"vo_dsb_5001","","21","vo_dsb_1010805","1010805","","","0","","0","1010805019"
"ふう……\nさすがはエルフの森の薬草ね。\n体の疲れが一気になくなっていくわ。","0","11","2","1010805","0","0.2","10","1","1","1010805020"
"","","91","0","1010805","","","","","","1010805021"
"dsb_idle_arm_joy_crossed","0.5","3","2","1010805","","","1","","","1010805022"
"dsb_talk_joy3","0.5","3","1","1010805","","","1","","","1010805023"
"vo_dsb_5002","","21","vo_dsb_1010805","1010805","","","0","","0","1010805024"
"喜んでもらえてよかったわ～♪\n実はね、その薬草には\n癒しの魔法もかけてあるの。","0","11","1","1010805","0","0.2","10","1","1","1010805025"
"","","91","0","1010805","","","","","","1010805026"
"dsb_idle_normal","0.5","3","1","1010805","","","1","","","1010805027"
"dsb_talk_arm_crossed_normal2_loop","0.5","3","2","1010805","","","1","","","1010805028"
"vo_dsb_5003","","21","vo_dsb_1010805","1010805","","","0","","0","1010805029"
"なるほど……\nそれでこの疲労回復効果なのね。\n優れた効能を更に強化……\nうんうん、効率的だわ！","0","11","2","1010805","0","0.2","10","1","1","1010805030"
"","","91","0","1010805","","","","","","1010805031"
"dsb_talk_doya_Ex1_loop","0.5","3","2","1010805","","","1","","","1010805032"
"vo_dsb_5004","","21","vo_dsb_1010805","1010805","","","0","","0","1010805033"
"おかげでバリバリ働けそうよ！\nもうすぐにでも！\nさっそくお風呂からあがって\n臨時のバイトを探さないと！","0","11","2","1010805","0","0.2","10","1","1","1010805034"
"","","91","0","1010805","","","","","","1010805035"
"se_10044200_get_out_water","","23","se_10044200","1010805","","","0","","","1010805036"
"dsb_stand_up_in","0.2","3","2","1010805","0.2","","0","1","dsb_stand_up_loop","1010805037"
"dsb_talk_surprise1_misato","0.5","3","1","1010805","","","1","","","1010805038"
"vo_dsb_5005","","21","vo_dsb_1010805","1010805","","","0","","0","1010805039"
"あらあら、もう上がっちゃうの？\nせっかくの温泉なんだから\nもうちょっとゆっくりしていって？","0","11","1","1010805","0","0.2","10","1","1","1010805040"
"","","91","0","1010805","","","","","","1010805041"
"dsb_idle_surprise1_misato","0.5","3","1","1010805","","","1","","","1010805042"
"dsb_stand_talk_normal2","0.5","3","2","1010805","","","1","","","1010805043"
"vo_dsb_5006","","21","vo_dsb_1010805","1010805","","","0","","0","1010805044"
"もう十分、疲れはとれたわ。\nあんまり長湯しちゃうと\nかえって時間がもったいないもの。\n時は金なりよ！","0","11","2","1010805","0","0.2","10","1","1","1010805045"
"","","91","0","1010805","","","","","","1010805046"
"dsb_stand_up_loop","0.5","3","2","1010805","","","1","","","1010805047"
"dsb_talk_sad2_blink2","0.5","3","1","1010805","","","1","","","1010805048"
"vo_dsb_5007","","21","vo_dsb_1010805","1010805","","","0","","0","1010805049"
"時は金なり……\nそうね\nそういう考え方もあるわね～","0","11","1","1010805","0","0.2","10","1","1","1010805050"
"","","91","0","1010805","","","","","","1010805051"
"dsb_talk_worry_misato","0.5","3","1","1010805","","","1","","","1010805052"
"vo_dsb_5008","","21","vo_dsb_1010805","1010805","","","0","","0","1010805053"
"でも……\nたまには時間をぜいたくに使うのも\nいいんじゃないかしら？","0","11","1","1010805","0","0.2","10","1","1","1010805054"
"","","91","0","1010805","","","","","","1010805055"
"dsb_stand_wish_surprise_idle","0.2","3","2","1010805","","","1","","","1010805056"
"vo_dsb_5009","","21","vo_dsb_1010805","1010805","","","0","","0","1010805057"
"え？","0","11","2","1010805","0","0.2","10","1","1","1010805058"
"","","91","0","1010805","","","","","","1010805059"
"dsb_talk_wish_nervous","0.2","3","1","1010805","","","1","","","1010805060"
"vo_dsb_5010","","21","vo_dsb_1010805","1010805","","","0","","0","1010805061"
"疲れがたまるのは体だけじゃないわ。\nあんまり気を張りすぎたら\n心だって疲れちゃうもの。","0","11","1","1010805","0","0.2","10","1","1","1010805062"
"","","91","0","1010805","","","","","","1010805063"
"dsb_misato_talk_sad2_dere","0.5","3","1","1010805","","","1","","","1010805064"
"vo_dsb_5011","","21","vo_dsb_1010805","1010805","","","0","","0","1010805065"
"そういう目に見えないところを癒すのも\n大切なことだって……\n私は思うの♪","0","11","1","1010805","0","0.2","10","1","1","1010805066"
"","","91","0","1010805","","","","","","1010805067"
"dsb_idle_normal_misato","0.5","3","1","1010805","","","1","","","1010805068"
"dsb_stand_thinking","0.2","3","2","1010805","","","1","","","1010805069"
"vo_dsb_5012","","21","vo_dsb_1010805","1010805","","","0","","0","1010805070"
"た、たしかに……\nそういう考え方もあるわね。\nはるばるオーエドまで足を運んだんだし\nこの機会を生かした方がいいのかも……","0","11","2","1010805","0","0.2","10","1","1","1010805071"
"","","91","0","1010805","","","","","","1010805072"
"dsb_stand_talk_guts","0.2","3","2","1010805","0.5","","0","1","dsb_stand_talk_guts_loop","1010805073"
"0","","22","0","1010805","","","","","","1010805074"
"vo_dsb_5013","","21","vo_dsb_1010805","1010805","","","0","","0.9","1010805075"
"……分かったわ。\nしっかりたっぷり時間を使って\n徹底的にリラックスしてみせる！\nこれも必要経費ってやつよ！","0","11","2","1010805","0","0.2","10","1","1","1010805076"
"","","91","0","1010805","","","","","","1010805077"
"se_10044200_get_out_water","","23","se_10044200","1010805","","","0","","","1010805078"
"dsb_stand_sitdown_in","0.5","3","2","1010805","0.5","","0","1","dsb_stand_sitdown_loop","1010805079"
"dsb_talk_joy3","0.5","3","1","1010805","","","1","","","1010805080"
"vo_dsb_5014","","21","vo_dsb_1010805","1010805","","","0","","0","1010805081"
"うふふ、それがいいわ～\n温泉はの～んびりするところだもの。\nどうぞ、ごゆるりと♪","0","11","1","1010805","0","0.2","10","1","1","1010805082"
"","","91","0","1010805","","","","","","1010805083"
"0","","93","0.3","1010805","","","","","","1010805084"
"1","2","5","11","1010806","0","dsb_idle_normal","70","-345","-165","1010806001"
"2","2","5","8","1010806","1","dsb_idle_relax","70","-345","165","1010806002"
"1","1","31","1","1010806","","","0","1","0","1010806003"
"3","1","31","3","1010806","","","0","1","0","1010806004"
"4","1","31","4","1010806","","","0","1","0","1010806005"
"10","1","31","18","1010806","","","0","1","0","1010806006"
"20","1","31","28","1010806","","","0","1","0","1010806007"
"30","1","31","38","1010806","","","155","1","-168","1010806008"
"31","1","31","38","1010806","","","-155","1","-168","1010806009"
"170","","13","1","1010806","","","","","","1010806010"
"170","","13","2","1010806","","","","","","1010806011"
"","","91","0","1010806","","","","","","1010806012"
"se_10044200_cmn_amb","","23","se_10044200","1010806","","","1","","","1010806013"
"se_10044200_cmn_steam","","23","se_10044200","1010806","","","0","","","1010806014"
"0","","93","6","1010806","","","","","","1010806015"
"se_10044200_hotspring_08","","23","se_10044200","1010806","","","1","","","1010806016"
"0","","93","1.5","1010806","","","","","","1010806017"
"dsb_talk_memory_nervous","0.5","3","2","1010806","","","1","","","1010806018"
"vo_dsb_6001","","21","vo_dsb_1010806","1010806","","","0","","0","1010806019"
"あああああ～～っ！\n燃えるっ！\nわたくしの脂肪が燃えていますわ～っ！","0","11","2","1010806","0","0.2","10","1","1","1010806020"
"","","91","0","1010806","","","","","","1010806021"
"dsb_talk_guts_pain","0.5","3","2","1010806","0.5","","0","1","dsb_talk_guts_pain_loop","1010806022"
"vo_dsb_6002","","21","vo_dsb_1010806","1010806","","","0","","0","1010806023"
"ブラック労働のストレスからの食欲！\n食欲からのぜい肉！\nこの私腹を肥やすのは却下ですわ！\nすっきりごっそり清算しますわよ～！！","0","11","2","1010806","0","0.2","10","1","1","1010806024"
"","","91","0","1010806","","","","","","1010806025"
"dsb_idle_guts_pain","0.5","3","2","1010806","","","1","","","1010806026"
"dsb_talk_normal_joy","0.5","3","1","1010806","","","1","","","1010806027"
"vo_dsb_6003","","21","vo_dsb_1010806","1010806","","","0","","0","1010806028"
"入浴時間には気をつけてね？\n脂肪燃焼効果が高いから……\n入りすぎると大変なことになるわよ。","0","11","1","1010806","0","0.2","10","1","1","1010806029"
"","","91","0","1010806","","","","","","1010806030"
"dsb_idle_normal","0.5","3","1","1010806","","","1","","","1010806031"
"dsb_talk_normal","0.5","3","2","1010806","","","1","","","1010806032"
"vo_dsb_6004","","21","vo_dsb_1010806","1010806","","","0","","0","1010806033"
"ええ、ええ！　もちろんですわ！\nそれにしても……短時間で\nこれほどの温泉が用意できるとは。\nさすがは『隻眼の悪魔』ですわね？","0","11","2","1010806","0","0.2","10","1","1","1010806034"
"","","91","0","1010806","","","","","","1010806035"
"dsb_idle_normal","0.5","3","2","1010806","","","1","","","1010806036"
"dsb_talk_sad2_surprise","0.5","3","1","1010806","","","1","","","1010806037"
"vo_dsb_6005","","21","vo_dsb_1010806","1010806","","","0","","0","1010806038"
"お褒めの言葉どうも。\nといっても……\n私はあなたの依頼に応えただけだけど。","0","11","1","1010806","0","0.2","10","1","1","1010806039"
"","","91","0","1010806","","","","","","1010806040"
"dsb_idle_sad_talk1","0.5","3","1","1010806","","","1","","","1010806041"
"dsb_talk_normal_dere2","0.5","3","2","1010806","","","1","","","1010806042"
"vo_dsb_6006","","21","vo_dsb_1010806","1010806","","","0","","0","1010806043"
"あらあらご謙遜ですこと。\nもっとつけ入る隙を見せてくれたら\nわたくしも楽ですのに。","0","11","2","1010806","0","0.2","10","1","1","1010806044"
"","","91","0","1010806","","","","","","1010806045"
"dsb_idle_normal","0.5","3","2","1010806","","","1","","","1010806046"
"dsb_talk_normal_suprise1","0.5","3","1","1010806","","","1","","","1010806047"
"vo_dsb_6007","","21","vo_dsb_1010806","1010806","","","0","","0","1010806048"
"私が楽にしてあげるのは患者だけよ。\n商売の取引相手は範囲外。","0","11","1","1010806","0","0.2","10","1","1","1010806049"
"","","91","0","1010806","","","","","","1010806050"
"dsb_idle_normal","0.5","3","1","1010806","","","1","","","1010806051"
"dsb_talk_thinking_dere","0.5","3","2","1010806","","","1","","","1010806052"
"vo_dsb_6008","","21","vo_dsb_1010806","1010806","","","0","","0","1010806053"
"あらあらあら手厳しいですわね\nおそろしいですわね。\n冷や汗をかいてしまいますわ～\nそれはもうダクダクと……んん？","0","11","2","1010806","0","0.2","10","1","1","1010806054"
"","","91","0","1010806","","","","","","1010806055"
"dsb_talk_worry_anger","0.3","3","2","1010806","","","1","","","1010806056"
"vo_dsb_6009","","21","vo_dsb_1010806","1010806","","","0","","0","1010806057"
"この汗の量……\nおかしくありませんこと？\nいくら発汗作用が優れているからと\nいっても、これは……","0","11","2","1010806","0","0.2","10","1","1","1010806058"
"","","91","0","1010806","","","","","","1010806059"
"dsb_talk_surprise3","0.5","3","2","1010806","","","1","","","1010806060"
"vo_dsb_6010","","21","vo_dsb_1010806","1010806","","","0","","0","1010806061"
"それに……\n気のせいかしら？\nなんだか肌がヒリついてきたような……","0","11","2","1010806","0","0.2","10","1","1","1010806062"
"","","91","0","1010806","","","","","","1010806063"
"dsb_idle_surprise1_sjhy2","0.5","3","2","1010806","","","1","","","1010806064"
"dsb_talk_nerrvous","0.5","3","1","1010806","","","1","","","1010806065"
"0","","22","0","1010806","","","","","","1010806066"
"vo_dsb_6011","","21","vo_dsb_1010806","1010806","","","0","","0.9","1010806067"
"……ねえ、クレジッタ。\nあなた、秘書さんに出張だってウソを\nついてここに来たのよね？","0","11","1","1010806","0","0.2","10","1","1","1010806068"
"","","91","0","1010806","","","","","","1010806069"
"dsb_idle_normal","0.5","3","1","1010806","","","1","","","1010806070"
"dsb_shock_credita_in","0.5","3","2","1010806","0.5","","0","1","dsb_shock_credita_loop","1010806071"
"vo_dsb_6012","","21","vo_dsb_1010806","1010806","","","0","","0","1010806072"
"ギギギギクッ？\nどうしてそれを！？","0","11","2","1010806","0","0.2","10","1","1","1010806073"
"","","91","0","1010806","","","","","","1010806074"
"dsb_idle_joy_sad","0.5","3","2","1010806","","","1","","","1010806075"
"dsb_talk_normal_joy","0.5","3","1","1010806","","","1","","","1010806076"
"vo_dsb_6013","","21","vo_dsb_1010806","1010806","","","0","","0","1010806077"
"秘書さんからの依頼でね？\n……虚偽の申請をしたお仕置きを\nしてほしいって言われちゃったの。\nだから……","0","11","1","1010806","0","0.2","10","1","1","1010806078"
"","","91","0","1010806","","","","","","1010806079"
"dsb_talk_sad2_talkjoy2","0.5","3","1","1010806","","","1","","","1010806080"
"vo_dsb_6014","","21","vo_dsb_1010806","1010806","","","0","","0","1010806081"
"この温泉……\nちょっと刺激的にしておいたわ。\nトウガラシをた～っぷり入れて、ね。","0","11","1","1010806","0","0.2","10","1","1","1010806082"
"","","91","0","1010806","","","","","","1010806083"
"dsb_idle_sad_talkjoy2","0.5","3","1","1010806","","","1","","","1010806084"
"dsb_surprise_credita","0.5","3","2","1010806","0.5","","0","1","dsb_talk_surprise_credita","1010806085"
"vo_dsb_6015","","21","vo_dsb_1010806","1010806","","","0","","0","1010806086"
"んなっ……！？\nなんてモノを入れてますの～っ！！","0","11","2","1010806","0","0.2","10","1","1","1010806087"
"","","91","0","1010806","","","","","","1010806088"
"dsb_idle_joy_sad","0.5","3","2","1010806","","","1","","","1010806089"
"dsb_talk_surprise1_normal2","0.5","3","1","1010806","","","1","","","1010806090"
"vo_dsb_6016","","21","vo_dsb_1010806","1010806","","","0","","0","1010806091"
"ああ、心配しないで。\nちゃんと脂肪燃焼効果はあるから。\nちなみに私もよく入ってるし。\n健康に害はないわよ。","0","11","1","1010806","0","0.2","10","1","1","1010806092"
"","","91","0","1010806","","","","","","1010806093"
"dsb_idle_surprise1_sjhy","0.5","3","1","1010806","","","1","","","1010806094"
"dsb_hot_dead","0.3","3","2","1010806","","","1","","","1010806095"
"vo_dsb_6017","","21","vo_dsb_1010806","1010806","","","0","","0","1010806096"
"だからって……ああっ！！\n目っ！　刺激が目に！　来ましたわ！\nくうう……ですが報酬を払った以上\n最大限利用しませんと～ッ！！！","0","11","2","1010806","0","0.2","10","1","1","1010806097"
"","","91","0","1010806","","","","","","1010806098"
"dsb_talk_thinking_surprise","0.3","3","1","1010806","","","1","","","1010806099"
"vo_dsb_6018","","21","vo_dsb_1010806","1010806","","","0","","0","1010806100"
"途中で投げ出さないなんて\nさすがは商売人ね……\nこの覚悟の決まった損得勘定、\n伊達じゃないわ……！","0","11","1","1010806","0","0.2","10","1","1","1010806101"
"","","91","0","1010806","","","","","","1010806102"
"0","","93","0.3","1010806","","","","","","1010806103"
"1","2","5","10","1010807","0","dsb_idle_normal","70","-345","-165","1010807001"
"2","2","5","1","1010807","1","dsb_idle_relax_dere2","70","-345","165","1010807002"
"99","2","5","10","1010807","0","dsb_lago","70","-350","-215","1010807003"
"1","1","31","1","1010807","","","0","1","0","1010807004"
"3","1","31","3","1010807","","","0","1","0","1010807005"
"4","1","31","4","1010807","","","0","1","0","1010807006"
"10","1","31","11","1010807","","","0","1","0","1010807007"
"20","1","31","21","1010807","","","0","1","0","1010807008"
"30","1","31","31","1010807","","","155","1","-168","1010807009"
"31","1","31","31","1010807","","","-155","1","-168","1010807010"
"32","1","31","41","1010807","","","-222","1","-175","1010807011"
"170","","13","1","1010807","","","","","","1010807012"
"170","","13","2","1010807","","","","","","1010807013"
"","","91","0","1010807","","","","","","1010807014"
"se_10044200_cmn_amb","","23","se_10044200","1010807","","","1","","","1010807015"
"se_10044200_cmn_steam","","23","se_10044200","1010807","","","0","","","1010807016"
"0","","93","6","1010807","","","","","","1010807017"
"se_10044200_hotspring_01","","23","se_10044200","1010807","","","1","","","1010807018"
"0","","93","1.5","1010807","","","","","","1010807019"
"dsb_talk_relax_nervous","0.5","3","2","1010807","","","1","","","1010807020"
"vo_dsb_7001","","21","vo_dsb_1010807","1010807","","","0","","0","1010807021"
"はぁ～いい湯加減……♪\n体がほぐれるぅ……\nたまには温泉もいいわね～","0","11","2","1010807","0","0.2","10","1","1","1010807022"
"","","91","0","1010807","","","","","","1010807023"
"dsb_idle_relax_dere2","0.5","3","2","1010807","","","1","","","1010807024"
"dsb_talk_joy3","0.5","3","1","1010807","","","1","","","1010807025"
"vo_dsb_7002","","21","vo_dsb_1010807","1010807","","","0","","0","1010807026"
"ありがと～☆\nそう言ってもらえると\n私も若女将として鼻が高いよ～♪","0","11","1","1010807","0","0.2","10","1","1","1010807027"
"","","91","0","1010807","","","","","","1010807028"
"dsb_idle_normal","0.5","3","1","1010807","","","1","","","1010807029"
"dsb_talk_surprise1_joy2","0.5","3","2","1010807","","","1","","","1010807030"
"vo_dsb_7003","","21","vo_dsb_1010807","1010807","","","0","","0","1010807031"
"よっ、オーエド一の若女将！\n……って、【ドラゴンズネスト】ぉ！？\nなんであんたがここに！？","0","11","2","1010807","0","0.2","10","1","1","1010807032"
"1","","93","3.2","1010807","","","","","","1010807033"
"dsb_talk_surprise2","0.5","3","2","1010807","","","1","","","1010807034"
"","","91","1010807032","1010807","","","","","","1010807035"
"dsb_idle_surprise2","0.5","3","2","1010807","","","1","","","1010807036"
"dsb_talk_joy3","0.5","3","1","1010807","","","1","","","1010807037"
"vo_dsb_7004","","21","vo_dsb_1010807","1010807","","","0","","0","1010807038"
"わぁ～♪\nキャルちゃんノリツッコミだ～\nウワサ通りの切れ味鋭い名ツッコミ☆","0","11","1","1010807","0","0.2","10","1","1","1010807039"
"","","91","0","1010807","","","","","","1010807040"
"dsb_idle_normal","0.5","3","1","1010807","","","1","","","1010807041"
"dsb_talk_sad_shy","0.5","3","2","1010807","","","1","","","1010807042"
"vo_dsb_7005","","21","vo_dsb_1010807","1010807","","","0","","0","1010807043"
"誰が言ってたのよ、そんなこと！？\nまったく……\nどうせならもっとマシなウワサが\n流れてほしいもんだわ。","0","11","2","1010807","0","0.2","10","1","1","1010807044"
"","","91","0","1010807","","","","","","1010807045"
"dsb_idle_sad","0.5","3","2","1010807","","","1","","","1010807046"
"dsb_talk_thinking_joy","0.5","3","1","1010807","","","1","","","1010807047"
"vo_dsb_7006","","21","vo_dsb_1010807","1010807","","","0","","0","1010807048"
"人の口に戸は立てられないもんね～\n……そういうキャルちゃんだって\nここのウワサを聞いてきたんでしょ？","0","11","1","1010807","0","0.2","10","1","1","1010807049"
"","","91","0","1010807","","","","","","1010807050"
"dsb_idle_arm_crossed","0.5","3","1","1010807","","","1","","","1010807051"
