13924a3a825784d6e1563b96e1f269b3b39eca6fed7c26fe6bcf64e13527cb2b,1872a4b047990565301cbe39f33be0c4d8154c3f9074ac3eb5c73a087be610b6,0b977135ae06ea6d0ecc2a68f30b47dbf64237c5b240254224682a66eded34ce,74d4bf5dc227c88edfb8d4e215ae48868ee2dd3a47d9af4964fbc132524c2af9,5c649b36111aa319cd5de5b1fa1b1a33dd8e3559ff5afa971c8e049c9671e9bd,73a810dbadd5cd25cb2bd8c2f03ecc8debf96d85f5c866c81e3fa2b6d7da5539,de60b55277820caf81cb9977b2dac9d0a294498cd3f1f0c16869c55cdb33b4c7,959d49e6efe9d600f1a0fe8cee5082728e38dcc5dc3d215682258b5f3ec78188,15e6de0a8cf9d94c0c763238aeebd0eef5253a1d3281db6f3f433b84db8d0b2f,0849622923dbd9dc68b0809bc6a78662a51699a9ae06417f5d865ab7e21b1159,961410978fc3eb8503f0529e5392d99245e67c1620b899d1c40a092099420efa
"","91","17614","","","","0","","","17614071",""
"","3","17614","0.2","","wac_birthday_idle_wish","101011","1","","17614072",""
"","3","17614","0.2","","wac_birthday_talk_smile","101411","1","","17614073",""
"","21","17614","","","vo_wac_17614_002","vo_wac_17614","0","0","17614074",""
"0.5","11","17614","0","1","ギルドの仕事にいつも一番熱心な、\n君への労いも兼ねているよ。\n改めてお誕生日、おめでとう♪","101411","10","1","17614075","0"
"","91","17614","","","","0","","","17614076",""
"","3","17614","0.2","","wac_birthday_idle_smile","101411","1","","17614077",""
"","3","17614","0.2","","wac_birthday_talk_smile","101711","1","","17614078",""
"","21","17614","","","vo_wac_17614_003","vo_wac_17614","0","0","17614079",""
"0.5","11","17614","0","1","本当に、いつもお疲れさまさ～♪\nおいしーケーキをたっくさん食べて、\nこれからも私たちの分まで、\nお仕事頑張ってね～？","101711","10","1","17614080","0"
"","91","17614","","","","0","","","17614081",""
"","3","17614","0.2","","wac_birthday_idle_smile","101711","1","","17614082",""
"","3","17614","0.2","","wac_birthday_makoto_talk_smile","104311","1","","17614083",""
"","21","17614","","","vo_wac_17614_004","vo_wac_17614","0","0","17614084",""
"0.5","11","17614","0","1","うれしいじゃねぇか、ありがとな！\n……って、ちょっと待て。\nギルドの仕事はみんなにも\n頑張ってもらわないと困るって！？　","104311","10","1","17614085","0"
"","91","17614","","","","0","","","17614086",""
"","3","17614","0.2","","wac_birthday_talk_doya","104311","1","","17614087",""
"","21","17614","","","vo_wac_17614_005","vo_wac_17614","0","0","17614088",""
"0.5","11","17614","0","1","まぁ、でも、今日はケーキに\n免じて勘弁してやるか。\nおまえも、わざわざありがとな。\nこれからも、一緒に頑張ろうぜ♪","104311","10","1","17614089","0"
"","91","17614","","","","0","","","17614090",""
"","22","17614","","","","0","","","17614091",""
"","25","17714","","","bgm_M321_2C","bgm_M321","","","17714001",""
"wac_birthday_idle_normal","1","17714","2","-70","100411","1","250","-1000","17714002","0"
"wac_birthday_idle_doya","1","17714","2","-270","103611","1","256","230","17714003","1"
"wac_birthday_idle_smile","1","17714","2","-310","102011","1","257","410","17714004","1"
"","13","17714","","","300","100411","","","17714005",""
"","13","17714","","","300","103611","","","17714006",""
"","31","17714","0","1","501","501","0","0","17714007",""
"","31","17714","1","1","600","600","0","0","17714008",""
"","31","17714","0","1","602","602","0","0","17714009",""
"","31","17714","0","1","603","603","0","0","17714010",""
"","31","17714","1","1","604","604","30","60","17714011",""
"","31","17714","1","1","613","613","0","0","17714012",""
"","31","17714","0","1","700","700","0","0","17714013",""
"","31","17714","0","1","701","701","0","0","17714014",""
"","31","17714","0","1","702","702","0","0","17714015",""
"","31","17714","0","1","800","800","0","0","17714016",""
"","31","17714","1","1","922","922","30","60","17714017",""
"","93","17714","","","","1","","","17714018",""
"","3","17714","0.2","1","wac_birthday_reaction_01","102011","0","wac_birthday_reaction_03","17714019","0.2"
"","93","17714","","","","0.1","","","17714020",""
"","3","17714","0.2","1","wac_birthday_reaction_01","103611","0","wac_birthday_reaction_03","17714021","0.2"
"","93","17714","","","","0.3","","","17714022",""
"","3","17714","0.2","","wac_birthday_run_01","100411","1","","17714023",""
"","2","17714","","","0","100411","-70","3","17714024",""
"","93","17714","","","","2.5","","","17714025",""
"","32","17714","","","1","602","","","17714026",""
"","93","17714","","","","0.6","","","17714027",""
"","32","17714","","","1","501","","","17714028",""
"","32","17714","","","0","600","","","17714029",""
"","32","17714","","","0","613","","","17714030",""
"","32","17714","","","0","604","","","17714031",""
"","32","17714","","","1","701","","","17714032",""
"","33","17714","","","0","922","0","0.01","17714033",""
"","3","17714","0.2","1","wac_birthday_blowout_01","100411","0","wac_birthday_wish_02","17714034","0.2"
"","2","17714","","","-200","100411","-330","0.01","17714035",""
"","3","17714","0.2","","wac_birthday_idle_doya","103611","1","","17714036",""
"","2","17714","","","180","103611","-320","0.01","17714037",""
"","3","17714","0.2","","wac_birthday_idle_smile","102011","1","","17714038",""
"","2","17714","","","320","102011","-340","0.01","17714039",""
"","93","17714","","","","0","","","17714040",""
"","32","17714","","","1","800","","","17714041",""
"","93","17714","","","","0.7","","","17714042",""
"","32","17714","","","1","702","","","17714043",""
"","93","17714","","","","0.5","","","17714044",""
"","23","17714","","","se_sys_login_birthday_blow_candle","se_common","0","","17714045",""
"","32","17714","","","0","701","","","17714046",""
"","93","17714","","","","0.4","","","17714047",""
"","23","17714","","","se_sys_login_birthday_cracker","se_common","0","","17714048",""
"","32","17714","","","1","700","","","17714049",""
"","23","17714","","","se_sys_login_birthday_calendar_applause","se_common","0","","17714050",""
"","3","17714","0.2","1","wac_birthday_clap","103611","0","wac_birthday_idle_doya","17714051","0.2"
"","93","17714","","","","0.1","","","17714052",""
"","3","17714","0.2","1","wac_birthday_clap","102011","0","wac_birthday_idle_smile","17714053","0.2"
"","93","17714","","","","2","","","17714054",""
"","131","17714","","","","1","","","17714055",""
"","21","17714","","","vo_wac_17714_000","vo_wac_17714","0","0","17714056",""
"0.5","11","17714","0","1","あれ、このケーキって……？\nもしかして、ミソギのお誕生日、\nお祝いしてくれるの！？","100411","10","1","17714057","0"
"","91","17714","","","","0","","","17714058",""
"","3","17714","0.2","","wac_birthday_idle_smile","100411","1","","17714059",""
"","3","17714","0.2","","wac_birthday_kyoka_talk_wish","103611","1","","17714060",""
"","21","17714","","","vo_wac_17714_001","vo_wac_17714","0","0","17714061",""
"0.5","11","17714","0","1","そういうこと。\nお誕生日おめでとう、ミソギ♪\nミミと二人で手作りしたの！\nたくさん食べてね！","103611","10","1","17714062","0"
"","91","17714","","","","0","","","17714063",""
"","3","17714","0.2","","wac_birthday_idle_wish","103611","1","","17714064",""
"","3","17714","0.2","","wac_birthday_talk_normal","100411","1","","17714065",""
"","21","17714","","","vo_wac_17714_002","vo_wac_17714","0","0","17714066",""
"0.5","11","17714","0","1","やったー、ありがとー！\nそれにしても、おっきい～……\n運ぶの、大変じゃなかった？","100411","10","1","17714067","0"
"","91","17714","","","","0","","","17714068",""
"","3","17714","0.2","","wac_birthday_idle_normal","100411","1","","17714069",""
"","3","17714","0.2","","wac_birthday_talk_smile","102011","1","","17714070",""
"","21","17714","","","vo_wac_17714_003","vo_wac_17714","0","0","17714071",""
"0.5","11","17714","0","1","じつは、ミミたちだけじゃ運べなくて。\nおにいちゃんも手伝ってくれたの～♪","102011","10","1","17714072","0"
"","91","17714","","","","0","","","17714073",""
"","3","17714","0.2","","wac_birthday_idle_smile","102011","1","","17714074",""
"","3","17714","0.2","","wac_birthday_talk_kyapi","100411","1","","17714075",""
"","21","17714","","","vo_wac_17714_004","vo_wac_17714","0","0","17714076",""
"0.5","11","17714","0","1","そうなんだ～、えへへ～♪\nにいちゃん、いつもありがとう！\n今度新しいイタズラを思いついたら、\n最初ににいちゃんに教えてあげる！","100411","10","1","17714077","0"
"","91","17714","","","","0","","","17714078",""
"","22","17714","","","","0","","","17714079",""
"","25","17814","","","bgm_M321_2C","bgm_M321","","","17814001",""
"wac_birthday_idle_normal","1","17814","2","-70","103711","1","250","-1000","17814002","0"
"wac_birthday_idle_doya","1","17814","2","-270","104711","1","256","200","17814003","1"
"wac_birthday_idle_smile","1","17814","2","-310","100511","1","258","320","17814004","1"
"wac_birthday_idle_normal","1","17814","2","-290","107111","1","257","450","17814005","1"
"","13","17814","","","300","103711","","","17814006",""
"","13","17814","","","300","104711","","","17814007",""
"","13","17814","","","300","100511","","","17814008",""
"","13","17814","","","300","107111","","","17814009",""
"","31","17814","0","1","501","501","0","0","17814010",""
"","31","17814","1","1","600","600","0","0","17814011",""
"","31","17814","0","1","602","602","0","0","17814012",""
"","31","17814","0","1","603","603","0","0","17814013",""
"","31","17814","1","1","604","604","30","60","17814014",""
"","31","17814","1","1","613","613","0","0","17814015",""
"","31","17814","0","1","700","700","0","0","17814016",""
"","31","17814","0","1","701","701","0","0","17814017",""
"","31","17814","0","1","702","702","0","0","17814018",""
"","31","17814","0","1","800","800","0","0","17814019",""
"","31","17814","1","1","923","923","30","60","17814020",""
"","93","17814","","","","1","","","17814021",""
"","3","17814","0.2","1","wac_birthday_reaction_02","100511","0","wac_birthday_reaction_03","17814022","0.2"
"","93","17814","","","","0.1","","","17814023",""
"","3","17814","0.2","1","wac_birthday_reaction_05","104711","0","wac_birthday_reaction_03","17814024","0.2"
"","3","17814","0.2","1","wac_birthday_reaction_01","107111","0","wac_birthday_reaction_04","17814025","0.2"
"","93","17814","","","","0.3","","","17814026",""
"","3","17814","0.2","","wac_birthday_run_01","103711","1","","17814027",""
"","2","17814","","","0","103711","-70","3","17814028",""
"","93","17814","","","","2.5","","","17814029",""
"","32","17814","","","1","602","","","17814030",""
"","93","17814","","","","0.6","","","17814031",""
"","32","17814","","","1","501","","","17814032",""
"","32","17814","","","0","600","","","17814033",""
"","32","17814","","","0","613","","","17814034",""
"","32","17814","","","0","604","","","17814035",""
"","32","17814","","","1","701","","","17814036",""
"","33","17814","","","0","923","0","0.01","17814037",""
"","3","17814","0.2","1","wac_birthday_blowout_01","103711","0","wac_birthday_wish_01","17814038","0.2"
"","2","17814","","","-200","103711","-330","0.01","17814039",""
"","3","17814","0.2","","wac_birthday_idle_doya","104711","1","","17814040",""
"","2","17814","","","180","104711","-320","0.01","17814041",""
"","3","17814","0.2","","wac_birthday_idle_smile","100511","1","","17814042",""
"","2","17814","","","300","100511","-360","0.01","17814043",""
"","3","17814","0.2","","wac_birthday_idle_normal","107111","1","","17814044",""
"","2","17814","","","430","107111","-340","0.01","17814045",""
"","93","17814","","","","0","","","17814046",""
"","32","17814","","","1","800","","","17814047",""
"","93","17814","","","","0.7","","","17814048",""
"","32","17814","","","1","702","","","17814049",""
"","93","17814","","","","0.5","","","17814050",""
"","23","17814","","","se_sys_login_birthday_blow_candle","se_common","0","","17814051",""
"","32","17814","","","0","701","","","17814052",""
"","93","17814","","","","0.4","","","17814053",""
"","23","17814","","","se_sys_login_birthday_cracker","se_common","0","","17814054",""
"","32","17814","","","1","700","","","17814055",""
"","23","17814","","","se_sys_login_birthday_calendar_applause","se_common","0","","17814056",""
"","3","17814","0.2","1","wac_birthday_clap","104711","0","wac_birthday_idle_doya","17814057","0.2"
"","93","17814","","","","0.1","","","17814058",""
"","3","17814","0.2","1","wac_birthday_clap","100511","0","wac_birthday_idle_smile","17814059","0.2"
"","93","17814","","","","0.1","","","17814060",""
"","3","17814","0.2","1","wac_birthday_clap","107111","0","wac_birthday_idle_normal","17814061","0.2"
"","93","17814","","","","2","","","17814062",""
"","131","17814","","","","1","","","17814063",""
"","21","17814","","","vo_wac_17814_000","vo_wac_17814","0","0","17814064",""
"0.5","11","17814","0","1","ええっと、確認なんですけど。\nもしかして、もしかしなくても、\n私の誕生日ケーキってことで\nあってますか？","103711","10","1","17814065","0"
"","91","17814","","","","0","","","17814066",""
"","3","17814","0.2","","wac_birthday_idle_smile","103711","1","","17814067",""
"","3","17814","0.2","","wac_birthday_talk_normal","104711","1","","17814068",""
"","21","17814","","","vo_wac_17814_001","vo_wac_17814","0","0","17814069",""
"0.5","11","17814","0","1","うん、そうだよ。\n【王宮騎士団（NIGHTMARE）】\nと少年から、またひとつ成長した\nトモちゃんにプレゼントだ。","104711","10","1","17814070","0"
"","91","17814","","","","0","","","17814071",""
"","3","17814","0.2","","wac_birthday_idle_normal","104711","1","","17814072",""
"","3","17814","0.2","","wac_birthday_talk_smile","100511","1","","17814073",""
"","21","17814","","","vo_wac_17814_002","vo_wac_17814","0","0","17814074",""
"0.5","11","17814","0","1","お誕生日、おめでとうッス！\nいやー、自分も早く誕生日を迎えて、\nジュンさんやトモね～ちゃんみたいな\n大人になりたいッス！","100511","10","1","17814075","0"
"","91","17814","","","","0","","","17814076",""
"","3","17814","0.2","","wac_birthday_idle_smile","100511","1","","17814077",""
"","3","17814","0.2","","wac_birthday_talk_smile","103711","1","","17814078",""
"","21","17814","","","vo_wac_17814_003","vo_wac_17814","0","0","17814079",""
"0.5","11","17814","0","1","あはは、ありがとう。\n私は大人って呼ばれるには\n早すぎる気もするけどね。\nまだ成人すらしていないわけだし。","103711","10","1","17814080","0"
"","91","17814","","","","0","","","17814081",""
"","3","17814","0.2","","wac_birthday_idle_smile","103711","1","","17814082",""
"","3","17814","0.2","","wac_birthday_christina_talk_doya","107111","1","","17814083",""
"","21","17814","","","vo_wac_17814_004","vo_wac_17814","0","0","17814084",""
"0.5","11","17814","0","1","……なぜそこでこちらを見る？\n言っておくが、いつかオマエたち全員、\n今のワタシと同じ年齢になる日が来る。\nその時を、せいぜい震えて待つがいい。","107111","10","1","17814085","0"
"","91","17814","","","","0","","","17814086",""
"","3","17814","0.2","","wac_birthday_christina_idle_doya","107111","1","","17814087",""
"","3","17814","0.2","","wac_birthday_talk_smile","103711","1","","17814088",""
"","21","17814","","","vo_wac_17814_005","vo_wac_17814","0","0","17814089",""
"0.5","11","17814","0","1","これはこれは、失礼いたしました♪\n……あなたも、今日はありがとう。\n記念になる日に傍にいてくれて、\n本当にうれしいよ♪","103711","10","1","17814090","0"
"","91","17814","","","","0","","","17814091",""
"","22","17814","","","","0","","","17814092",""
"","25","17824","","","bgm_M321_2C","bgm_M321","","","17824001",""
"wac_birthday_idle_normal","1","17824","2","-70","106111","1","250","-1000","17824002","0"
"wac_birthday_idle_doya","1","17824","2","-290","107111","1","256","310","17824003","1"
"","13","17824","","","300","106111","","","17824004",""
"","13","17824","","","300","107111","","","17824005",""
"","31","17824","0","1","501","501","0","0","17824006",""
"","31","17824","1","1","601","601","0","0","17824007",""
"","31","17824","0","1","602","602","0","0","17824008",""
"","31","17824","0","1","603","603","0","0","17824009",""
"","31","17824","1","1","604","604","30","60","17824010",""
"","31","17824","1","1","613","613","0","0","17824011",""
"","31","17824","0","1","700","700","0","0","17824012",""
"","31","17824","0","1","701","701","0","0","17824013",""
"","31","17824","0","1","702","702","0","0","17824014",""
"","31","17824","0","1","800","800","0","0","17824015",""
"","31","17824","1","1","924","924","30","60","17824016",""
"","93","17824","","","","1","","","17824017",""
"","3","17824","0.2","1","wac_birthday_reaction_01","107111","0","wac_birthday_reaction_04","17824018","0.2"
"","93","17824","","","","0.4","","","17824019",""
"","3","17824","0.2","","wac_birthday_run_01","106111","1","","17824020",""
"","2","17824","","","0","106111","-70","3","17824021",""
"","93","17824","","","","2.5","","","17824022",""
"","32","17824","","","1","602","","","17824023",""
"","93","17824","","","","0.6","","","17824024",""
"","32","17824","","","1","501","","","17824025",""
"","32","17824","","","0","601","","","17824026",""
"","32","17824","","","0","613","","","17824027",""
"","32","17824","","","0","604","","","17824028",""
"","32","17824","","","1","701","","","17824029",""
"","33","17824","","","0","924","0","0.01","17824030",""
"","3","17824","0.2","1","wac_birthday_blowout_01","106111","0","wac_birthday_wish_02","17824031","0.2"
"","2","17824","","","-200","106111","-330","0.01","17824032",""
"","3","17824","0.2","","wac_birthday_idle_doya","107111","1","","17824033",""
"","2","17824","","","200","107111","-330","0.01","17824034",""
"","93","17824","","","","0","","","17824035",""
"","32","17824","","","1","800","","","17824036",""
"","93","17824","","","","0.7","","","17824037",""
"","32","17824","","","1","702","","","17824038",""
"","93","17824","","","","0.5","","","17824039",""
"","23","17824","","","se_sys_login_birthday_blow_candle","se_common","0","","17824040",""
"","32","17824","","","0","701","","","17824041",""
"","93","17824","","","","0.4","","","17824042",""
"","23","17824","","","se_sys_login_birthday_cracker","se_common","0","","17824043",""
"","32","17824","","","1","700","","","17824044",""
"","23","17824","","","se_sys_login_birthday_calendar_applause","se_common","0","","17824045",""
"","3","17824","0.2","1","wac_birthday_clap","107111","0","wac_birthday_idle_doya","17824046","0.2"
"","93","17824","","","","2.1","","","17824047",""
"","131","17824","","","","1","","","17824048",""
"","21","17824","","","vo_wac_17824_000","vo_wac_17824","0","0","17824049",""
"0.5","11","17824","0","1","ええっと……なんていうか。\nクリスティーナがアタシのために\nケーキを用意してくれるなんてな。\nどういう風の吹き回しだ？","106111","10","1","17824050","0"
"","91","17824","","","","0","","","17824051",""
"","3","17824","0.2","","wac_birthday_idle_smile","106111","1","","17824052",""
"","3","17824","0.2","","wac_birthday_talk_doya","107111","1","","17824053",""
"","21","17824","","","vo_wac_17824_001","vo_wac_17824","0","0","17824054",""
"0.5","11","17824","0","1","坊やに相談されたんだ、\nオマエの誕生日を祝いたいとな。\nオクトーの坊やは不在だが……\nワタシがいるのだ、退屈はさせんぞ☆","107111","10","1","17824055","0"
"","91","17824","","","","0","","","17824056",""
"","3","17824","0.2","","wac_birthday_idle_doya","107111","1","","17824057",""
"","3","17824","0.2","","wac_birthday_talk_smile","106111","1","","17824058",""
"","21","17824","","","vo_wac_17824_002","vo_wac_17824","0","0","17824059",""
"0.5","11","17824","0","1","二人とも……本当に、ありがとな！\nそれならアタシも大悪党らしく、\n豪快に、ド派手に、ワガママ放題\n楽しんでやる！","106111","10","1","17824060","0"
"","91","17824","","","","0","","","17824061",""
"","3","17824","0.2","","wac_birthday_talk_doya","106111","1","","17824062",""
"","21","17824","","","vo_wac_17824_003","vo_wac_17824","0","0","17824063",""
"0.5","11","17824","0","1","それでいつか、今日のことを\nオクトーのやつに自慢するんだ！\nどうだ、すっごーく悪いだろ！\nきっと悔しがるぞ♪","106111","10","1","17824064","0"
"","91","17824","","","","0","","","17824065",""
"","22","17824","","","","0","","","17824066",""
"","25","18114","","","bgm_M321_2C","bgm_M321","","","18114001",""
"wac_birthday_idle_normal","1","18114","2","-70","101811","1","250","-1000","18114002","0"
"wac_birthday_idle_normal","1","18114","2","-270","105011","1","256","230","18114003","1"
"wac_birthday_idle_normal","1","18114","2","-310","101611","1","257","410","18114004","1"
"","13","18114","","","300","101811","","","18114005",""
"","13","18114","","","300","105011","","","18114006",""
"","13","18114","","","300","101611","","","18114007",""
"","31","18114","0","1","501","501","0","0","18114008",""
"","31","18114","1","1","600","600","0","0","18114009",""
"","31","18114","0","1","602","602","0","0","18114010",""
"","31","18114","0","1","603","603","0","0","18114011",""
"","31","18114","1","1","604","604","30","60","18114012",""
"","31","18114","1","1","613","613","0","0","18114013",""
"","31","18114","0","1","700","700","0","0","18114014",""
"","31","18114","0","1","701","701","0","0","18114015",""
"","31","18114","0","1","702","702","0","0","18114016",""
"","31","18114","0","1","800","800","0","0","18114017",""
"","31","18114","1","1","925","925","30","60","18114018",""
"","93","18114","","","","1","","","18114019",""
"","3","18114","0.2","1","wac_birthday_reaction_02","101611","0","wac_birthday_reaction_03","18114020","0.2"
"","93","18114","","","","0.1","","","18114021",""
"","3","18114","0.2","1","wac_birthday_reaction_01","105011","0","wac_birthday_reaction_03","18114022","0.2"
"","93","18114","","","","0.3","","","18114023",""
"","3","18114","0.2","","wac_birthday_run_01","101811","1","","18114024",""
"","2","18114","","","0","101811","-70","3","18114025",""
"","93","18114","","","","2.5","","","18114026",""
"","32","18114","","","1","602","","","18114027",""
"","93","18114","","","","0.6","","","18114028",""
"","32","18114","","","1","501","","","18114029",""
"","32","18114","","","0","600","","","18114030",""
"","32","18114","","","0","613","","","18114031",""
"","32","18114","","","0","604","","","18114032",""
"","32","18114","","","1","701","","","18114033",""
"","33","18114","","","0","925","0","0.01","18114034",""
"","3","18114","0.2","1","wac_birthday_blowout_03","101811","0","wac_birthday_wish_04","18114035","0.2"
"","2","18114","","","-200","101811","-330","0.01","18114036",""
"","3","18114","0.2","","wac_birthday_idle_normal","105011","1","","18114037",""
"","2","18114","","","180","105011","-320","0.01","18114038",""
"","3","18114","0.2","","wac_birthday_idle_normal","101611","1","","18114039",""
"","2","18114","","","320","101611","-340","0.01","18114040",""
"","93","18114","","","","0","","","18114041",""
"","32","18114","","","1","800","","","18114042",""
"","93","18114","","","","0.7","","","18114043",""
"","32","18114","","","1","702","","","18114044",""
"","93","18114","","","","0.5","","","18114045",""
"","23","18114","","","se_sys_login_birthday_blow_candle","se_common","0","","18114046",""
"","32","18114","","","0","701","","","18114047",""
"","93","18114","","","","0.4","","","18114048",""
"","23","18114","","","se_sys_login_birthday_cracker","se_common","0","","18114049",""
"","32","18114","","","1","700","","","18114050",""
"","23","18114","","","se_sys_login_birthday_calendar_applause","se_common","0","","18114051",""
"","3","18114","0.2","1","wac_birthday_clap","105011","0","wac_birthday_idle_normal","18114052","0.2"
"","93","18114","","","","0.1","","","18114053",""
"","3","18114","0.2","1","wac_birthday_clap","101611","0","wac_birthday_idle_normal","18114054","0.2"
"","93","18114","","","","2","","","18114055",""
"","131","18114","","","","1","","","18114056",""
"","21","18114","","","vo_wac_18114_000","vo_wac_18114","0","0","18114057",""
"0.5","11","18114","0","1","私のために、ケーキで\nお祝いしてくれるなんて……\nみんなの先生でいられて、\n本当によかったって思うわ♪","101811","10","1","18114058","0"
"","91","18114","","","","0","","","18114059",""
"","3","18114","0.2","","wac_birthday_idle_wish","101811","1","","18114060",""
"","3","18114","0.2","","wac_birthday_talk_smile","105011","1","","18114061",""
"","21","18114","","","vo_wac_18114_001","vo_wac_18114","0","0","18114062",""
"0.5","11","18114","0","1","イオちゃん、大げさだよ～\nでも、喜んでもらえたなら、\n手作りしてよかったかも♪","105011","10","1","18114063","0"
"","91","18114","","","","0","","","18114064",""
"","3","18114","0.2","","wac_birthday_idle_smile","105011","1","","18114065",""
"","3","18114","0.2","","wac_birthday_talk_kyapi","101611","1","","18114066",""
"","21","18114","","","vo_wac_18114_002","vo_wac_18114","0","0","18114067",""
"0.5","11","18114","0","1","ヒデサイにも買い出しとか\n手伝ってもらったしー\nみんなでお祝いする誕生日って、\nそれだけでエモいっしょ♪","101611","10","1","18114068","0"
"","91","18114","","","","0","","","18114069",""
"","3","18114","0.2","","wac_birthday_idle_kyapi","101611","1","","18114070",""
"","3","18114","0.2","","wac_birthday_talk_smile","101811","1","","18114071",""
"","21","18114","","","vo_wac_18114_003","vo_wac_18114","0","0","18114072",""
"0.5","11","18114","0","1","ええ、本当にありがとう♪\n頼りない先生かもしれないけど、\nこれからもみんなのために\n頑張るわね♪","101811","10","1","18114073","0"
"","91","18114","","","","0","","","18114074",""
"","22","18114","","","","0","","","18114075",""
"","25","18814","","","bgm_M321_2C","bgm_M321","","","18814001",""
"wac_birthday_idle_normal","1","18814","2","-70","101311","1","250","-1000","18814002","0"
"wac_birthday_idle_smile","1","18814","2","-260","105611","1","256","170","18814003","1"
"wac_birthday_idle_normal","1","18814","2","-310","105111","1","259","270","18814004","1"
"wac_birthday_idle_doya","1","18814","2","-270","100911","1","257","395","18814005","1"
"wac_birthday_idle_normal","1","18814","2","-310","102711","1","258","510","18814006","1"
"","13","18814","","","300","101311","","","18814007",""
"","13","18814","","","300","105611","","","18814008",""
"","13","18814","","","300","105111","","","18814009",""
"","13","18814","","","300","100911","","","18814010",""
"","13","18814","","","300","102711","","","18814011",""
"","31","18814","0","1","501","501","0","0","18814012",""
"","31","18814","1","1","600","600","0","0","18814013",""
"","31","18814","0","1","602","602","0","0","18814014",""
"","31","18814","0","1","603","603","0","0","18814015",""
"","31","18814","1","1","604","604","30","60","18814016",""
"","31","18814","1","1","613","613","0","0","18814017",""
"","31","18814","0","1","700","700","0","0","18814018",""
"","31","18814","0","1","701","701","0","0","18814019",""
"","31","18814","0","1","702","702","0","0","18814020",""
"","31","18814","0","1","800","800","0","0","18814021",""
"","31","18814","1","1","926","926","30","60","18814022",""
"","93","18814","","","","1","","","18814023",""
"","3","18814","0.2","1","wac_birthday_reaction_04","105111","0","wac_birthday_reaction_03","18814024","0.2"
"","3","18814","0.2","1","wac_birthday_reaction_01","105611","0","wac_birthday_reaction_03","18814025","0.2"
"","93","18814","","","","0.1","","","18814026",""
"","3","18814","0.2","1","wac_birthday_reaction_02","100911","0","wac_birthday_reaction_03","18814027","0.2"
"","3","18814","0.2","1","wac_birthday_reaction_03","102711","0","wac_birthday_reaction_04","18814028","0.2"
"","93","18814","","","","0.3","","","18814029",""
"","3","18814","0.2","","wac_birthday_run_01","101311","1","","18814030",""
"","2","18814","","","0","101311","-70","3","18814031",""
"","93","18814","","","","2.5","","","18814032",""
"","32","18814","","","1","602","","","18814033",""
"","93","18814","","","","0.6","","","18814034",""
"","32","18814","","","1","501","","","18814035",""
"","32","18814","","","0","600","","","18814036",""
"","32","18814","","","0","613","","","18814037",""
"","32","18814","","","0","604","","","18814038",""
"","32","18814","","","1","701","","","18814039",""
"","33","18814","","","0","926","0","0.01","18814040",""
"","3","18814","0.2","1","wac_birthday_blowout_02","101311","0","wac_birthday_wish_03","18814041","0.2"
"","2","18814","","","-200","101311","-330","0.01","18814042",""
"","3","18814","0.2","","wac_birthday_idle_smile","105611","1","","18814043",""
"","2","18814","","","150","105611","-320","0.01","18814044",""
"","3","18814","0.2","","wac_birthday_idle_normal","105111","1","","18814045",""
"","2","18814","","","260","105111","-360","0.01","18814046",""
"","3","18814","0.2","","wac_birthday_idle_doya","100911","1","","18814047",""
"","2","18814","","","380","100911","-320","0.01","18814048",""
"","3","18814","0.2","","wac_birthday_idle_normal","102711","1","","18814049",""
"","2","18814","","","500","102711","-340","0.01","18814050",""
"","93","18814","","","","0","","","18814051",""
"","32","18814","","","1","800","","","18814052",""
"","93","18814","","","","0.7","","","18814053",""
"","32","18814","","","1","702","","","18814054",""
"","93","18814","","","","0.5","","","18814055",""
"","23","18814","","","se_sys_login_birthday_blow_candle","se_common","0","","18814056",""
"","32","18814","","","0","701","","","18814057",""
"","93","18814","","","","0.4","","","18814058",""
"","23","18814","","","se_sys_login_birthday_cracker","se_common","0","","18814059",""
"","32","18814","","","1","700","","","18814060",""
"","23","18814","","","se_sys_login_birthday_calendar_applause","se_common","0","","18814061",""
"","3","18814","0.2","1","wac_birthday_clap","105611","0","wac_birthday_idle_smile","18814062","0.2"
"","3","18814","0.2","1","wac_birthday_clap","100911","0","wac_birthday_idle_doya","18814063","0.2"
"","93","18814","","","","0.1","","","18814064",""
"","3","18814","0.2","1","wac_birthday_clap","105111","0","wac_birthday_idle_normal","18814065","0.2"
"","93","18814","","","","0.1","","","18814066",""
"","3","18814","0.2","1","wac_birthday_clap","102711","0","wac_birthday_idle_normal","18814067","0.2"
"","93","18814","","","","2","","","18814068",""
"","131","18814","","","","1","","","18814069",""
"","21","18814","","","vo_wac_18814_000","vo_wac_18814","0","0","18814070",""
"0.5","11","18814","0","1","こ、ここ、これはまさか～！？\nナナカちゃん生誕祭の準備！？\n……であってるよね？　単にケーキを\n食べたかっただけとかじゃないよね？","101311","10","1","18814071","0"
"","91","18814","","","","0","","","18814072",""
"","3","18814","0.2","1","wac_birthday_nanaka_wish_to_idle_kyapi","101311","0","wac_birthday_idle_kyapi","18814073",""
"","3","18814","0.2","","wac_birthday_talk_doya","105611","1","","18814074",""
"","21","18814","","","vo_wac_18814_001","vo_wac_18814","0","0","18814075",""
