4dc8cd011fbaa95884ba6c12fde1edda7d546ef9c60c284dbb6fa4eb8f361ec5,ac0bbc1fe9c9c615dfadcce2f097fe282a1821f0d896822b855fa1195f0db63f,21181390136c676cd4cee40100863086cb1745b37cd196c24e0ce8ecb25b89eb,5a16b450362a65934ea202446d06bfadf73ad8097a60060d8f890f993417fe85,b70463cd16f15de0b878cca5dda69c9fbdb002196e16fead8d908e85f8c0515a,968f91d7fda04aa645fc0b27d98d1d8dcfba2fbd0d680e0c2052d0f46a7aaea3,cf7317beec9d4eb9c584f7ce3bb5fca51527d115663200c77f5533b2efa0e362,9f7b5b37e07cc9bde126d09b1e08f80a03b932e72b28d3e6c9b54c19160c5a2e,4130e3fed9afbc7d7ef85ee3176c1e9adf503057e1e3a401a89e246dcf7021a5,a1c9e275ce66d1c4b315c7e660fd274ff46aa298999eb6224a50a64166b27e2d,7aa606e566a43efb21b2fc8b5058155190a5d8f164a24984706b413c625898f0,9893a0dc4a02c7696daea64246c63b5df10afe931de1bf225d007a5d0f6c0a7c,f6241c120f0536b22a71213d0e8a1a66fdd18e6297061fc435751fde74780a60,5922f14f94f7ed7dd79c3ddea991f5377f196c19bba3725fde43a824dd613948,85b643a2e99980842f5819ef7a692f367a04816c26adff28a0230a091780298a,1dcbbddd29cc9f085474d9daa7e78dd42a5d357209e91e6ec5e6b09284ef8817,c7f69d6e1bf410cec23dd034ac2f806cc34d54bc53f342e2bee46dd07d24c5e2,e35401e8d5d5e60b8d55260c54d068c2c34c017ca2c41d7143d5cd5e1dfbef4b,2bd64e1477af002f7e9020b0b6a1ebc5b70a2fc48dd9181511aba6513660ba6d,e65c76afc88da581e13277b063543d435a0677dfc57d795d078a83f547c14448,c4f1e69c294a337c0ab95ba40c52ddf256d24aec9f0a7f0ed496592ed2482181,240b2fedb08c43ce1d169feaba3275f771b909f6f32a442edfbbb5abae03c96e
"bgm_M64","101021","190","-70","0","101021","1","-30","0","1.3","4","200","1038","1","0","200","4","-30","1","0.9","1","10380104"
"bgm_M55","101031","440","0","0","101031","1","-30","0","1.8","5","200","1038","1","0","220","5","0","1.6","1.4","1","10380105"
"bgm_M64","101041","-470","-125","10","101041","1","-30","-30","0.8","1","250","1039","1","0","210","1","0","0.7","0.6","1","10390101"
"bgm_M64","101041","-210","-95","10","101041","1","-30","0","1","2","200","1039","1","0","200","2","0","0.7","0.65","1","10390102"
"bgm_M64","101041","50","-120","0","101041","1","-30","-10","1.3","3","100","1039","1","-15","200","3","0","1","0.9","1","10390103"
"bgm_M64","101041","195","35","0","101041","1","-30","0","1.35","4","100","1039","1","0","200","4","0","1.3","0.9","1","10390104"
"bgm_M55","101042","450","-55","0","101042","1.3","-30","0","1.8","5","150","1039","1","0","210","5","-50","1.35","1.1","1","10390105"
"bgm_M64","101161","-480","-120","10","101161","1","-30","0","0.8","1","250","1040","1","0","210","1","0","0.85","0.6","1","10400101"
"bgm_M64","101161","-260","-100","0","101161","1","-30","0","1.2","2","100","1040","1","0","240","2","0","1.1","0.75","1","10400102"
"bgm_M64","101161","-10","65","5","101161","1","-30","-10","1.1","3","100","1040","1","-5","200","3","0","1","0.65","1","10400103"
"bgm_M64","101161","190","-110","0","101161","1","-30","0","1","4","150","1040","1","0","200","4","43","1","0.9","1","10400104"
"bgm_M55","101162","485","-70","-10","101162","1.3","-30","-45","1.15","5","270","1040","1","-40","280","5","-50","1","0.9","1","10400105"
"bgm_M64","101171","-480","-120","10","101171","1","-30","0","0.8","1","120","1041","1","0","210","1","0","0.85","0.6","1","10410101"
"bgm_M64","101171","-260","-120","10","101171","1","-30","0","1.2","2","120","1041","1","0","200","2","0","1","0.75","1","10410102"
"bgm_M64","101171","-10","0","0","101171","1","-30","-60","0.9","3","150","1041","1","-13","200","3","-50","0.55","0.6","1.4","10410103"
"bgm_M64","101171","190","-110","0","101171","1","-30","0","1.2","4","100","1041","1","0","200","4","0","1","0.9","1","10410104"
"bgm_M55","101172","475","-30","10","101172","1","-30","0","1.45","5","200","1041","1","-20","250","5","-50","1","1","1","10410105"
"bgm_M64","101191","-480","-120","10","101191","1","-30","-30","0.8","1","100","1042","1","0","210","1","0","0.7","0.6","1","10420101"
"bgm_M64","101191","-260","-100","10","101191","1","-30","0","1.2","2","100","1042","1","0","200","2","0","1","0.8","1","10420102"
"bgm_M64","101451","-10","65","0","101191","1","-30","-10","1.4","3","100","1042","1","-15","200","3","-30","1","0.9","1","10420103"
"bgm_M64","101191","190","-110","0","101191","1","-30","0","1.1","4","100","1042","1","0","200","4","0","1","0.65","1","10420104"
"bgm_M55","101192","485","-70","-10","101192","1","-30","-45","1.3","5","200","1042","1","0","280","5","-50","1","1.1","1.2","10420105"
"bgm_M64","101201","-480","-120","10","101201","1","-30","0","0.8","1","100","1043","1","0","210","1","0","0.85","0.6","1","10430101"
"bgm_M64","101201","-260","-120","10","101201","1","-30","0","1.2","2","100","1043","1","0","240","2","0","1.1","0.75","1","10430102"
"bgm_M64","101201","-10","65","0","101201","1","-30","-10","1.1","3","100","1043","1","-15","200","3","0","1","0.8","1","10430103"
"bgm_M64","101201","190","-110","0","101201","1","-30","0","1","4","100","1043","1","0","200","4","43","1","0.7","1","10430104"
"bgm_M55","101202","475","-30","10","101202","1","-30","-45","1.45","5","100","1043","1","-20","250","5","-50","1","1","1","10430105"
"bgm_M64","101291","-480","-120","10","101291","1","-30","0","0.8","1","100","1044","1","0","210","1","0","0.85","0.6","1","10440101"
"bgm_M64","101291","-260","-120","10","101291","1","-30","0","1.2","2","100","1044","1","0","240","2","0","1.1","0.75","1","10440102"
"bgm_M64","101291","-40","65","0","101291","1","-30","-10","2.3","3","100","1044","1","-15","200","3","0","2.2","1.55","1","10440103"
"bgm_M64","101291","150","-110","0","101291","1","-30","0","1.2","4","100","1044","1","0","200","4","0","1","1.1","1","10440104"
"bgm_M55","101292","490","-15","30","101292","1","-30","30","1.45","5","100","1044","1","-20","230","5","15","1","1.1","1","10440105"
"bgm_M64","101301","-480","-120","10","101301","1","-30","-30","0.8","1","100","1045","1","0","210","1","0","0.7","0.58","1","10450101"
"bgm_M64","101301","-260","-120","10","101301","1","-30","0","1.2","2","100","1045","1","0","200","2","0","1","0.9","1","10450102"
"bgm_M64","101301","-50","100","-10","101301","1","-30","-10","1.4","3","200","1045","1","0","200","3","-30","1","0.93","1","10450103"
"bgm_M64","101301","100","-100","0","101301","1","-30","0","1.3","4","100","1045","1","0","200","4","15","1","0.9","1","10450104"
"bgm_M55","101302","470","-55","10","101302","1","-30","-30","1.2","5","100","1045","1","-20","270","5","-15","1.1","1","1","10450105"
"bgm_M64","101161","-450","-130","10","101441","1","-30","0","0.8","1","100","1046","1","0","210","1","0","0.85","0.575","1","10460101"
"bgm_M64","101161","-250","-120","10","101441","1","-30","0","1","2","200","1046","1","0","200","2","0","0.7","0.75","1","10460102"
"bgm_M64","101161","-10","50","0","101441","1","-30","-10","1.2","3","100","1046","1","-15","200","3","0","1.1","0.8","1","10460103"
"bgm_M64","101161","210","-100","0","101441","1","-30","0","1","4","150","1046","1","0","200","4","43","1","0.8","1","10460104"
"bgm_M55","101162","470","-70","10","101442","1","-30","-30","1.2","5","100","1046","1","-20","230","5","-35","1.1","0.95","1","10460105"
"bgm_M64","101451","-450","-130","10","101451","1","-30","-30","0.8","1","100","1047","1","0","210","1","0","0.7","0.58","1","10470101"
"bgm_M64","101451","-250","-120","10","101451","1","-30","0","1.2","2","100","1047","1","0","200","2","0","1","0.9","1","10470102"
"bgm_M64","101451","-20","50","0","101451","1","-30","-10","1.4","3","100","1047","1","-15","200","3","-30","1","0.9","1","10470103"
"bgm_M64","101451","200","-100","0","101451","1","-30","0","1","4","100","1047","1","0","200","4","0","0.85","0.8","1","10470104"
"bgm_M55","101452","510","-70","0","101452","1","-30","-50","1.55","5","100","1047","1","0","290","5","-35","1.4","1.25","1.2","10470105"
"bgm_M64","101451","-450","-130","10","101561","1","-30","-30","0.8","1","100","1048","1","0","210","1","0","0.7","0.58","1","10480101"
"bgm_M64","101451","-240","-120","0","101561","1","-30","0","1.2","2","100","1048","1","0","240","2","0","1.1","0.75","1","10480102"
"bgm_M64","101451","-10","0","0","101561","1","-30","-60","0.9","3","150","1048","1","-13","200","3","-50","0.55","0.6","1.4","10480103"
"bgm_M64","101451","195","-100","0","101561","1","-30","0","1.1","4","100","1048","1","0","200","4","20","1","0.7","1","10480104"
"bgm_M55","101452","460","-70","0","101562","1","-30","-50","1.55","5","400","1048","1","0","290","5","-60","1.35","1.25","1.4","10480105"
"bgm_M64","101001","-480","-120","10","101001","1","-30","-30","0.8","1","100","1049","1","0","210","1","0","0.7","0.58","1","10490101"
"bgm_M64","101001","-270","-120","10","101001","1","-30","0","1.2","2","100","1049","1","0","200","2","0","1.1","0.75","1","10490102"
"bgm_M64","101001","-25","65","0","101001","1","-30","-10","1.4","3","200","1049","1","-15","200","3","-30","1","0.9","1","10490103"
"bgm_M64","101001","200","-120","0","101001","1","-30","0","1.1","4","150","1049","1","0","200","4","-30","1","0.9","1","10490104"
"bgm_M55","101011","480","-40","0","101011","1","-30","0","1.3","5","200","1049","1","0","250","5","0","1","1.2","1.2","10490105"
"bgm_M64","101021","-450","-110","10","101021","1","-30","-30","1","1","170","1050","1","0","210","1","-25","0.9","0.575","1","10500101"
"bgm_M64","101021","-240","-120","0","101021","1","-30","0","1.2","2","100","1050","1","0","240","2","0","1.1","0.75","1","10500102"
"bgm_M64","101021","-10","65","5","101021","1","-30","-10","0.9","3","100","1050","1","-5","200","3","0","0.8","0.6","1","10500103"
"bgm_M64","101021","190","-110","0","101021","1","-30","0","1.1","4","100","1050","1","0","200","4","0","1","0.65","1","10500104"
"bgm_M55","101031","440","0","0","101031","1","-30","0","1.8","5","200","1050","1","0","220","5","0","1.6","1.4","1","10500105"
"bgm_M64","101041","-450","-130","10","101041","1","-30","-30","0.8","1","100","1051","1","0","210","1","0","0.7","0.58","1","10510101"
"bgm_M64","101041","-250","-120","10","101041","1","-30","0","1","2","200","1051","1","0","200","2","0","0.7","0.65","1","10510102"
"bgm_M64","101041","-35","70","10","101041","1","-30","-10","1.3","3","100","1051","1","-15","200","3","-10","1","0.75","1","10510103"
"bgm_M64","101041","150","-110","0","101041","1","-30","0","1.4","4","100","1051","1","0","200","4","0","1","1","1","10510104"
"bgm_M55","101042","450","-55","0","101042","1.3","-30","0","1.8","5","150","1051","1","0","210","5","-50","1.35","1.1","1","10510105"
"bgm_M64","101161","-480","-120","10","101161","1","-30","-30","0.8","1","250","1052","1","0","210","1","0","0.7","0.6","1","10520101"
"bgm_M64","101161","-260","-100","0","101161","1","-30","0","1.2","2","100","1052","1","0","240","2","0","1.1","0.75","1","10520102"
"bgm_M64","101161","-10","65","5","101161","1","-30","-10","1.1","3","100","1052","1","-5","200","3","0","1","0.65","1","10520103"
"bgm_M64","101161","240","-50","0","101161","1","-30","0","1.3","4","100","1052","1","0","200","4","-30","1","0.8","1","10520104"
"bgm_M55","101162","485","-70","-10","101162","1.3","-30","-45","1.15","5","270","1052","1","-40","280","5","-50","1","0.9","1","10520105"
"bgm_M64","101171","-480","-120","10","101171","1","-30","0","0.8","1","120","1053","1","0","210","1","0","0.85","0.5","1","10530101"
"bgm_M64","101171","-270","-120","10","101171","1","-30","0","1.2","2","100","1053","1","0","200","2","0","1.1","0.75","1","10530102"
"bgm_M64","101171","-25","65","0","101171","1","-30","-10","2.3","3","100","1053","1","-15","200","3","0","2.2","1.55","1","10530103"
"bgm_M64","101171","200","-100","0","101171","1","-30","0","1.5","4","100","1053","1","0","200","4","-30","1","0.9","1","10530104"
"bgm_M55","101172","475","-30","10","101172","1","-30","0","1.45","5","200","1053","1","-20","250","5","-50","1","1","1","10530105"
"bgm_M64","101191","-450","-110","10","101191","1","-30","-30","1","1","170","1054","1","0","210","1","-25","0.9","0.575","1","10540101"
"bgm_M64","101191","-250","-120","10","101191","1","-30","0","1","2","200","1054","1","0","200","2","0","0.7","0.65","1","10540102"
"bgm_M64","101191","-10","50","0","101191","1","-30","-10","1.2","3","100","1054","1","-15","200","3","0","1.1","0.8","1","10540103"
"bgm_M64","101191","190","-90","0","101191","1","-30","0","1.5","4","200","1054","1","0","200","4","0","1","1","1","10540104"
"bgm_M55","101192","485","-70","-10","101192","1","-30","-45","1.3","5","200","1054","1","0","280","5","-50","1","1.1","1.2","10540105"
"bgm_M64","101201","-480","-120","10","101201","1","-30","0","0.8","1","120","1055","1","0","210","1","0","0.85","0.5","1","10550101"
"bgm_M64","101201","-250","-120","0","101201","1","-30","-30","1","2","250","1055","1","0","240","2","-30","1","0.7","1","10550102"
"bgm_M64","101201","-10","65","0","101201","1","-30","-10","1.1","3","100","1055","1","-15","200","3","0","1","0.8","1","10550103"
"bgm_M64","101201","190","-110","0","101201","1","-30","0","1","4","100","1055","1","0","200","4","43","1","0.7","1","10550104"
"bgm_M55","101202","475","-30","10","101202","1","-30","-45","1.45","5","100","1055","1","-20","250","5","-50","1","1","1","10550105"
"bgm_M64","101291","-480","-120","10","101291","1","-30","-30","0.8","1","250","1056","1","0","210","1","0","0.7","0.6","1","10560101"
"bgm_M64","101291","-260","-100","0","101291","1","-30","0","1.2","2","100","1056","1","0","240","2","0","1.1","0.75","1","10560102"
"bgm_M64","101291","-35","50","0","101291","1","-30","-10","1.4","3","100","1056","1","-15","200","3","-30","1","0.9","1","10560103"
"bgm_M64","101291","190","-120","0","101291","1","-30","0","1.1","4","150","1056","1","0","200","4","-30","1","0.9","1","10560104"
"bgm_M55","101292","490","-15","30","101292","1","-30","30","1.45","5","100","1056","1","-20","230","5","15","1","1.1","1","10560105"
"bgm_M64","101301","-450","-110","10","101301","1","-30","-30","1","1","170","1057","1","0","210","1","-25","0.9","0.575","1","10570101"
"bgm_M64","101301","-270","-120","10","101301","1","-30","0","1.2","2","100","1057","1","0","200","2","0","1.1","0.75","1","10570102"
"bgm_M64","101301","-50","100","-10","101301","1","-30","-10","1.4","3","200","1057","1","0","200","3","-30","1","0.93","1","10570103"
"bgm_M64","101301","190","-110","0","101301","1","-30","0","1.2","4","100","1057","1","0","200","4","0","1","0.9","1","10570104"
"bgm_M55","101302","470","-55","10","101302","1","-30","-30","1.2","5","100","1057","1","-20","270","5","-15","1.1","1","1","10570105"
"bgm_M64","101441","-480","-120","10","101441","1","-30","-30","0.8","1","250","1058","1","0","210","1","0","0.7","0.6","1","10580101"
"bgm_M64","101441","-250","-120","0","101441","1","-30","-30","1","2","250","1058","1","0","240","2","-30","1","0.7","1","10580102"
"bgm_M64","101441","-5","70","10","101441","1","-30","-10","1.3","3","100","1058","1","-15","200","3","-10","1","0.75","1","10580103"
"bgm_M64","101441","210","-100","10","101441","1","-30","0","1.1","4","100","1058","1","0","200","4","20","1","0.8","1","10580104"
"bgm_M55","101442","470","-70","10","101442","1","-30","-30","1.2","5","100","1058","1","-20","230","5","-35","1.1","0.95","1","10580105"
"bgm_M64","101451","-450","-110","10","101451","1","-30","-30","1","1","170","1059","1","0","210","1","-25","0.9","0.575","1","10590101"
"bgm_M64","101451","-250","-120","10","101451","1","-30","0","1","2","200","1059","1","0","200","2","0","0.7","0.65","1","10590102"
"bgm_M64","101451","-10","0","0","101451","1","-30","-60","0.9","3","150","1059","1","-13","200","3","-50","0.55","0.6","1.4","10590103"
"bgm_M64","101451","200","-120","0","101451","1","-30","0","1","4","100","1059","1","0","200","4","0","0.7","0.7","1","10590104"
"bgm_M55","101452","510","-70","0","101452","1","-30","-50","1.55","5","100","1059","1","0","290","5","-35","1.4","1.25","1.2","10590105"
"bgm_M64","101561","-480","-120","10","101561","1","-30","0","0.8","1","120","1060","1","0","210","1","0","0.85","0.5","1","10600101"
"bgm_M64","101561","-270","-120","10","101561","1","-30","0","1.2","2","100","1060","1","0","200","2","0","1.1","0.75","1","10600102"
"bgm_M64","101561","-25","65","0","101561","1","-30","-10","1.4","3","200","1060","1","-15","200","3","-30","1","0.9","1","10600103"
"bgm_M64","101561","190","-110","0","101561","1","-30","0","1.1","4","100","1060","1","0","200","4","0","1","0.65","1","10600104"
"bgm_M55","101562","460","-70","0","101562","1","-30","-50","1.55","5","400","1060","1","0","290","5","-60","1.35","1.25","1.4","10600105"
"bgm_M64","101001","-480","-120","10","101001","1","-30","-30","0.8","1","250","1061","1","0","210","1","0","0.7","0.6","1","10610101"
"bgm_M64","101001","-260","-100","0","101001","1","-30","0","1.2","2","100","1061","1","0","240","2","0","1.1","0.75","1","10610102"
"bgm_M64","101001","-10","65","0","101001","1","-30","-10","1.4","3","100","1061","1","-15","200","3","-30","1","1","1","10610103"
"bgm_M64","101001","200","-110","0","101001","1","-30","0","1.4","4","100","1061","1","0","200","4","0","1","1","1","10610104"
"bgm_M55","101011","480","-40","0","101011","1","-30","0","1.3","5","200","1061","1","0","250","5","0","1","1.2","1.2","10610105"
"bgm_M64","101021","-480","-120","10","101021","1","-30","0","0.8","1","120","1063","1","0","210","1","0","0.85","0.5","1","10630101"
"bgm_M64","101021","-250","-120","0","101021","1","-30","-30","1","2","250","1063","1","0","240","2","-30","1","0.7","1","10630102"
"bgm_M64","101021","-10","70","0","101021","1","-30","0","1.3","3","100","1063","1","0","200","3","0","1","0.9","1","10630103"
"bgm_M64","101021","240","-70","0","101021","1","-30","0","1.2","4","100","1063","1","0","200","4","-30","1","0.8","1","10630104"
"bgm_M55","101031","470","0","0","101031","1","-30","0","1.8","5","200","1063","1","0","220","5","0","1.6","1.4","1","10630105"
"bgm_M64","101041","-450","-110","10","101041","1","-30","-30","1","1","170","1064","1","0","210","1","-25","0.9","0.575","1","10640101"
"bgm_M64","101041","-250","-120","10","101041","1","-30","0","1","2","200","1064","1","0","200","2","0","0.7","0.65","1","10640102"
"bgm_M64","101041","-10","65","0","101041","1","-30","-10","1.1","3","100","1064","1","-15","200","3","0","1","0.8","1","10640103"
"bgm_M64","101041","200","-100","0","101041","1","-30","0","1.5","4","100","1064","1","0","200","4","-30","1","0.9","1","10640104"
"bgm_M55","101042","450","-55","0","101042","1.3","-30","0","1.8","5","150","1064","1","0","210","5","-50","1.35","1.1","1","10640105"
"bgm_M64","101161","-480","-120","10","101161","1","-30","-30","0.8","1","250","1065","1","0","210","1","0","0.7","0.6","1","10650101"
"bgm_M64","101161","-260","-100","0","101161","1","-30","0","1.2","2","100","1065","1","0","240","2","0","1.1","0.75","1","10650102"
"bgm_M64","101161","-10","65","5","101161","1","-30","-10","1.1","3","100","1065","1","-5","200","3","0","1","0.65","1","10650103"
"bgm_M64","101161","200","-100","0","101161","1","-30","0","1","4","100","1065","1","0","200","4","0","0.85","0.8","1","10650104"
"bgm_M55","101162","485","-70","-10","101162","1.3","-30","-45","1.15","5","270","1065","1","-40","280","5","-50","1","0.9","1","10650105"
"bgm_M64","101171","-480","-120","10","101171","1","-30","0","0.8","1","120","1066","1","0","210","1","0","0.85","0.5","1","10660101"
"bgm_M64","101171","-250","-120","0","101171","1","-30","-30","1","2","250","1066","1","0","240","2","-30","1","0.7","1","10660102"
"bgm_M64","101171","0","65","0","101171","1","-30","-10","1.15","3","100","1066","1","-10","200","3","0","1.1","0.8","1","10660103"
"bgm_M64","101171","230","5","0","101171","1","-30","-10","1.35","4","100","1066","1","0","200","4","0","1.3","0.9","1","10660104"
"bgm_M55","101172","475","-30","10","101172","1","-30","0","1.45","5","200","1066","1","-20","250","5","-50","1","1","1","10660105"
"bgm_M64","101191","-480","-50","10","101191","1","-30","-30","0.8","1","250","1067","1","0","210","1","0","0.7","0.6","1","10670101"
"bgm_M64","101191","-270","-120","10","101191","1","-30","0","1.2","2","100","1067","1","0","200","2","0","1.1","0.75","1","10670102"
"bgm_M64","101191","-20","50","0","101191","1","-30","-10","1.4","3","100","1067","1","-15","200","3","-30","1","0.9","1","10670103"
"bgm_M64","101191","200","-90","0","101191","1","-30","0","1.5","4","200","1067","1","0","200","4","0","1","1","1","10670104"
"bgm_M55","101192","485","-70","-10","101192","1","-30","-45","1.3","5","200","1067","1","0","280","5","-50","1","1.1","1.2","10670105"
"bgm_M64","101201","-470","0","10","101201","1","-30","0","1.45","1","100","1068","1","0","210","1","20","1.1","0.8","1","10680101"
"bgm_M64","101201","-250","-120","10","101201","1","-30","0","1","2","200","1068","1","0","200","2","0","0.7","0.65","1","10680102"
"bgm_M64","101201","-5","70","10","101201","1","-30","-10","1.3","3","100","1068","1","-15","200","3","-10","1","0.75","1","10680103"
"bgm_M64","101201","190","-110","0","101201","1","-30","0","1","4","100","1068","1","0","200","4","43","1","0.7","1","10680104"
"bgm_M55","101202","475","-30","10","101202","1","-30","-45","1.45","5","100","1068","1","-20","250","5","-50","1","1","1","10680105"
"bgm_M64","101291","-450","-110","10","101291","1","-30","-30","1","1","170","1069","1","0","210","1","-25","0.9","0.575","1","10690101"
"bgm_M64","101291","-225","-25","0","101291","1","-30","0","1.2","2","100","1069","1","0","240","2","0","1.1","0.75","1","10690102"
"bgm_M64","101291","0","65","0","101291","1","-30","-10","2.3","3","100","1069","1","-15","200","3","0","2.2","1.55","1","10690103"
"bgm_M64","101291","190","-110","0","101291","1","-30","0","1.1","4","100","1069","1","0","200","4","0","1","0.65","1","10690104"
"bgm_M55","101292","490","-15","30","101292","1","-30","30","1.45","5","100","1069","1","-20","230","5","15","1","1.1","1","10690105"
"bgm_M64","101301","-480","-50","10","101301","1","-30","-30","0.8","1","250","1070","1","0","210","1","0","0.7","0.6","1","10700101"
"bgm_M64","101301","-250","-120","10","101301","1","-30","0","1","2","200","1070","1","0","200","2","0","0.7","0.65","1","10700102"
"bgm_M64","101301","-50","100","-10","101301","1","-30","-10","1.4","3","200","1070","1","0","200","3","-30","1","0.93","1","10700103"
"bgm_M64","101301","190","-120","0","101301","1","-30","0","1.1","4","150","1070","1","0","200","4","-30","1","0.9","1","10700104"
"bgm_M55","101302","470","-55","10","101302","1","-30","-30","1.2","5","100","1070","1","-20","270","5","-15","1.1","1","1","10700105"
"bgm_M64","101441","-470","0","10","101441","1","-30","0","1.45","1","100","1071","1","0","210","1","20","1.1","0.8","1","10710101"
"bgm_M64","101441","-250","-120","0","101441","1","-30","-30","1","2","250","1071","1","0","240","2","-30","1","0.7","1","10710102"
"bgm_M64","101441","-10","65","0","101441","1","-30","-10","1.1","3","100","1071","1","-15","200","3","0","1","0.8","1","10710103"
"bgm_M64","101441","200","-120","0","101441","1","-30","0","1","4","100","1071","1","0","200","4","0","0.7","0.7","1","10710104"
"bgm_M55","101442","470","-70","10","101442","1","-30","-30","1.2","5","100","1071","1","-20","230","5","-35","1.1","0.95","1","10710105"
"bgm_M64","101451","-450","-110","10","101451","1","-30","-30","1","1","170","1072","1","0","210","1","-25","0.9","0.575","1","10720101"
"bgm_M64","101451","-225","-25","0","101451","1","-30","0","1.2","2","100","1072","1","0","240","2","0","1.1","0.75","1","10720102"
"bgm_M64","101451","-10","65","0","101451","1","-30","-10","1.4","3","100","1072","1","-15","200","3","-30","1","1","1","10720103"
"bgm_M64","101451","210","-100","10","101451","1","-30","0","1.1","4","100","1072","1","0","200","4","20","1","0.8","1","10720104"
"bgm_M55","101452","510","-70","0","101452","1","-30","-50","1.55","5","100","1072","1","0","290","5","-35","1.4","1.25","1.2","10720105"
"bgm_M64","101561","-450","0","10","101561","1","-30","-30","1","1","170","1073","1","0","210","1","-25","0.9","0.575","1","10730101"
"bgm_M64","101561","-270","-120","10","101561","1","-30","0","1.2","2","100","1073","1","0","200","2","0","1.1","0.75","1","10730102"
"bgm_M64","101561","-10","65","5","101561","1","-30","-10","1.1","3","100","1073","1","-5","200","3","0","1","0.65","1","10730103"
"bgm_M64","101561","200","-110","0","101561","1","-30","0","1.4","4","100","1073","1","0","200","4","0","1","1","1","10730104"
"bgm_M55","101562","460","-70","0","101562","1","-30","-50","1.55","5","400","1073","1","0","290","5","-60","1.35","1.25","1.4","10730105"
"bgm_M64","101001","-480","-50","10","101001","1","-30","-30","0.8","1","250","1074","1","0","210","1","0","0.7","0.6","1","10740101"
"bgm_M64","101001","-260","-110","0","101001","1","-30","10","1.35","2","200","1074","1","0","240","2","10","1.1","0.9","1","10740102"
"bgm_M64","101001","-5","70","10","101001","1","-30","-10","1.15","3","100","1074","1","-15","200","3","-10","1","0.75","1","10740103"
"bgm_M64","101001","190","-110","0","101001","1","-30","0","1.2","4","100","1074","1","0","200","4","0","1","0.9","1","10740104"
"bgm_M55","101011","480","-40","0","101011","1","-30","0","1.3","5","200","1074","1","0","250","5","0","1","1.2","1.2","10740105"
"bgm_M64","101021","-470","0","10","101021","1","-30","0","1.45","1","100","1075","1","0","210","1","20","1.1","0.8","1","10750101"
"bgm_M64","101021","-250","-120","10","101021","1","-30","0","1","2","200","1075","1","0","200","2","0","0.7","0.65","1","10750102"
"bgm_M64","101021","-10","0","0","101021","1","-30","-60","0.9","3","150","1075","1","-13","200","3","-50","0.55","0.6","1.4","10750103"
"bgm_M64","101021","200","-100","0","101021","1","-30","0","1.5","4","100","1075","1","0","200","4","-30","1","0.9","1","10750104"
"bgm_M55","101031","470","0","0","101031","1","-30","0","1.8","5","200","1075","1","0","220","5","0","1.6","1.4","1","10750105"
"bgm_M64","101041","-480","-110","10","101041","1","-30","-30","1","1","170","1076","1","0","210","1","-25","0.9","0.575","1","10760101"
"bgm_M64","101041","-230","-20","0","101041","1","-30","-30","1","2","250","1076","1","0","240","2","-30","1","0.7","1","10760102"
"bgm_M64","101041","15","-120","0","101041","1","-30","-10","1.4","3","100","1076","1","-15","200","3","-30","1","0.9","1","10760103"
"bgm_M64","101041","200","40","0","101041","1","-30","-50","1.3","4","300","1076","1","0","200","4","-60","1","0.8","1","10760104"
"bgm_M55","101042","450","-55","0","101042","1.3","-30","0","1.8","5","150","1076","1","0","210","5","-50","1.35","1.1","1","10760105"
"bgm_M64","101161","-480","-50","10","101161","1","-30","-30","0.8","1","250","1077","1","0","210","1","0","0.7","0.6","1","10770101"
"bgm_M64","101161","-270","-120","10","101161","1","-30","0","1.2","2","100","1077","1","0","200","2","0","1.1","0.75","1","10770102"
"bgm_M64","101161","-10","70","0","101161","1","-30","0","1.3","3","100","1077","1","0","200","3","0","1","0.9","1","10770103"
"bgm_M64","101161","200","-90","0","101161","1","-30","0","1.5","4","200","1077","1","0","200","4","0","1","1","1","10770104"
"bgm_M55","101162","485","-70","-10","101162","1.3","-30","-45","1.15","5","270","1077","1","-40","280","5","-50","1","0.9","1","10770105"
"bgm_M64","101171","-450","-90","10","101171","1","-30","-30","1","1","170","1078","1","0","210","1","-25","0.9","0.575","1","10780101"
"bgm_M64","101171","-225","20","0","101171","1","-30","0","1.2","2","100","1078","1","0","240","2","0","1.1","0.75","1","10780102"
"bgm_M64","101171","0","-65","0","101171","1","-30","-10","1.15","3","100","1078","1","-10","200","3","0","1.1","0.8","1","10780103"
"bgm_M64","101171","230","0","0","101171","1","-30","-10","1","4","100","1078","1","0","200","4","0","0.9","0.65","1","10780104"
"bgm_M55","101172","475","-30","10","101172","1","-30","0","1.45","5","200","1078","1","-20","250","5","-50","1","1","1","10780105"
"bgm_M64","101191","-480","-50","10","101191","1","-30","-30","0.8","1","250","1079","1","0","210","1","0","0.7","0.6","1","10790101"
"bgm_M64","101191","-260","-110","0","101191","1","-30","10","1.35","2","200","1079","1","0","240","2","10","1.1","0.9","1","10790102"
"bgm_M64","101191","-10","65","0","101191","1","-30","-10","1.1","3","100","1079","1","-15","200","3","0","1","0.8","1","10790103"
"bgm_M64","101191","230","5","0","101191","1","-30","-10","1.35","4","100","1079","1","0","200","4","0","1.3","0.9","1","10790104"
"bgm_M55","101192","485","-70","-10","101192","1","-30","-45","1.3","5","200","1079","1","0","280","5","-50","1","1.1","1.2","10790105"
