b4fc70dc003bd91aae95730b28ca3c2532a6daecf3d1329e391997abb7b32221,731d42a905230cd7f3505c15ff7c11213d47d3bd6820f56c2f54c2ee8a1b2f9e,b641fa1d2f9485b17154d7182c586120c59c8cf9c8b305aad700ca189c2bad3b,bdfaf9dabff2fd869a50345da8e50834f5cda5e0c9533dffa359745b6962f6b9,ab1bb2851de4b8bb4740aff937b39bcbab1a63320a441f23f1992d3f82a69dae,6caf739b31f84a3e7120d7168b16d998522eef7e9f39430332e7ab148fd99fa4,8b29ce0d6a6e7ec60458a43be1cdbf33dc82168e27a0afa570ee4c37ebd75695,82198ab1631861735235afa8669bef726de41b67d8bd183308dee5cd117985ba,491b61e8a11c2ffaa662c94e9752465926e57afecb61bc90a3cc637507c8ab12,f3c82f6a675a9dbc603b71a37a752c1704a02ac4fe5dace20690beb56dd9093f,385a6afc2421680132cbbeb2ea09644fd465a58148c467f9674ba0190c3312aa
"0.6","131120044","","","0","","3112","93","","",""
"3","131120045","1","0.2","round_monster_idle","","3112","3","","",""
"0.4","131120046","","","0","","3112","93","","",""
"1000001","131120047","-250","","0","","3112","2","0","0",""
"1000001","131120048","1","","escape","","3112","3","","",""
"1000001","131120049","-250","","-600","","3112","2","0","1",""
"1","131120050","","","0","","3112","93","","",""
"1000001","131120051","1","0.2","1","","3112","6","0","1",""
"0.4","131120052","","","0","","3112","93","","",""
"2","131120053","","","0","","3112","113","","",""
"311300","131130001","345.4","0","311300","","3113","31","1","0",""
"0","131130002","","","","","3113","91","","",""
"1000001","131130003","0","0.2","wait_gradeUp","","3113","3","","",""
"311300","131130004","","","1","","3113","32","","",""
"0.1","131130005","","","0","","3113","93","","",""
"3","131130006","","","0","","3113","32","","",""
"0.8","131130007","","","0","","3113","93","","",""
"1.05","131130008","1.05","0","1.05","","3113","123","0","1.05",""
"5","131130009","0.5","","5","","3113","122","","",""
"1.1","131130010","","","0","","3113","93","","",""
"1.05","131130011","1.05","0","1.05","","3113","123","0","1.05",""
"10","131130012","0.5","","10","","3113","122","","",""
"0.8","131130013","","","0","","3113","93","","",""
"1000001","131130014","0","0.2","glad_dot_light","","3113","3","","",""
"0.1","131130015","","","0","","3113","93","","",""
"0.907","131130016","0.907","5","0.907","","3113","123","0.4","0.907",""
"1","131130017","","","0","","3113","93","","",""
"1000001","131130018","0","0.2","disappoint","","3113","3","","",""
"1","131130019","","","0","","3113","93","","",""
"2","131130020","","","","","3113","113","","",""
"311400","131140001","345.4","0","311400","","3114","31","1","0",""
"0","131140002","","","","","3114","91","","",""
"1.05","131140003","1.05","0","1.05","","3114","123","7.4","1.05",""
"1000001","131140004","0","0.2","wait","","3114","3","","",""
"311400","131140005","","","1","","3114","32","","",""
"0.1","131140006","","","0","","3114","93","","",""
"2","131140007","","","0","","3114","32","","",""
"3.4","131140008","","","0","","3114","93","","",""
"0.95","131140009","0.95","5","0.95","","3114","123","3.2","0.95",""
"1000001","131140010","0","0.1","shock_short_in","","3114","3","1","shock_short_loop","0"
"1.4","131140011","","","0","","3114","93","","",""
"1000001","131140012","0","0.2","disappoint","","3114","3","","",""
"0.7","131140013","","","0","","3114","93","","",""
"2","131140014","","","","","3114","113","","",""
"312100","131210001","345.4","0","312100","","3121","31","1","0",""
"0","131210002","","","","","3121","91","","",""
"1.05","131210003","1.05","0","1.05","","3121","123","7.4","1.05",""
"1000001","131210004","0","0.2","wait","","3121","3","","",""
"2","131210005","","","1","","3121","35","","",""
"se_travel","131210006","0","","se_travel_treasure_big_rock","","3121","23","","",""
"3.7","131210007","","","0","","3121","93","","",""
"312100","131210008","","","1","","3121","32","","",""
"15","131210009","0.65","","15","","3121","122","","",""
"0.5","131210010","","","0","","3121","93","","",""
"20","131210011","3.2","","20","","3121","122","","",""
"1000001","131210012","0","0.2","shock_jump_short","","3121","3","","",""
"0","131210013","","","0","","3121","91","","",""
"1000001","131210014","1","0","escape","","3121","3","","",""
"1000001","131210015","-240","","-880","","3121","2","0","2",""
"0.8","131210016","","","0","","3121","93","","",""
"2","131210017","","","","","3121","113","","",""
"1000001","131220001","1","0.2","idle","","3122","3","","",""
"312200","131220002","345","0","11","","3122","31","1","-65",""
"312201","131220003","345","0","12","","3122","31","1","-65",""
"0","131220004","","","","","3122","91","","",""
"1.05","131220005","1.05","0","1.05","","3122","123","6.8","1.05","0"
"1000001","131220006","0","0.2","wait","","3122","3","","",""
"2","131220007","","","1","","3122","35","","",""
"4","131220008","","","0","","3122","93","","",""
"0.95","131220009","0.95","0","0.95","","3122","123","0.4","0.95",""
"11","131220010","","","1","","3122","32","","",""
"12","131220011","","","1","","3122","32","","",""
"1000001","131220012","0","","arrow_panic","","3122","3","","",""
"2.7","131220013","","","0","","3122","93","","",""
"2","131220014","","","0","","3122","113","","",""
"6","131230001","345.4","0","6","","3123","31","1","0",""
"7","131230002","345.4","0","7","","3123","31","1","0",""
"310000","131230003","345.4","0","310000","","3123","31","1","0",""
"312300","131230004","345.4","0","312300","","3123","31","1","0",""
"990001","131230005","345.4","1","990001","","3123","31","1","0",""
"4","131230006","14","1.1","14","reward_loop","3123","5","-180","345","0"
"0","131230007","","","","","3123","91","","",""
"1.05","131230008","1.05","0","1.05","","3123","123","7.4","1.05",""
"1000001","131230009","0","0.2","wait","","3123","3","","",""
"2","131230010","","","1","","3123","35","","",""
"4.9","131230011","","","0","","3123","93","","",""
"30","131230012","0.4","","30","","3123","122","","",""
"312300","131230013","","","1","","3123","32","","",""
"6","131230014","","","1","","3123","32","","",""
"0.1","131230015","","","0","","3123","93","","",""
"2","131230016","","","0","","3123","32","","",""
"3","131230017","","","0","","3123","32","","",""
"1000001","131230018","0","","dotEyes_noEmotion","","3123","3","","",""
"vo_travel_round_event","131230019","0","","vo_travel_round_event_3123","","3123","21","","0",""
"2.5","131230020","","","0","","3123","93","","",""
"7","131230021","","","1","","3123","32","","",""
"0.1","131230022","","","0","","3123","93","","",""
"6","131230023","","","0","","3123","32","","",""
"0.2","131230024","","","0","","3123","93","","",""
"0.95","131230025","0.95","0","0.95","","3123","123","0.3","0.95",""
"310000","131230026","","","1","","3123","32","","",""
"0.2","131230027","","","0","","3123","93","","",""
"50","131230028","0.6","","50","","3123","122","","",""
"1.6","131230029","","","0","","3123","93","","",""
"2","131230030","","","","","3123","113","","",""
"312400","131240001","345.4","0","312400","","3124","31","1","0",""
"8","131240002","345.4","0","8","","3124","31","1","0",""
"8","131240003","","","0","","3124","35","","",""
"8","131240004","","","1","","3124","32","","",""
"990002","131240005","345.4","1","990002","","3124","31","1","0",""
"2","131240006","56","0.5","3124","empty","3124","5","-240","345.4","0"
"0","131240007","","","","","3124","91","","",""
"1.05","131240008","1.05","0","1.05","","3124","123","7.4","1.05",""
"1000001","131240009","0","0.2","wait","","3124","3","","",""
"2","131240010","","","1","","3124","35","","",""
"5.4","131240011","","","0","","3124","93","","",""
"312400","131240012","","","1","","3124","32","","",""
"0.1","131240013","","","0","","3124","93","","",""
"2","131240014","","","0","","3124","32","","",""
"0.95","131240015","0.95","0","0.95","","3124","123","0.4","0.95",""
"1000001","131240016","0","0.2","glad","","3124","3","","",""
"3124","131240017","0","0","drop","","3124","3","","",""
"0.7","131240018","","","0","","3124","93","","",""
"1000001","131240019","0","0.2","joy_short","","3124","3","","",""
"0.7","131240020","","","0","","3124","93","","",""
"3124","131240021","0","0","shock","","3124","3","","",""
"0.8","131240022","","","0","","3124","93","","",""
"1000001","131240023","0","0.2","shock_jump_mimic","","3124","3","0","",""
"2.4","131240024","","","0","","3124","93","","",""
"2","131240025","","","","","3124","113","","",""
"320000","132000001","345.4","0","320000","","3200","31","1","0",""
"110","132000002","345.4","0","110","","3200","31","1","0",""
"111","132000003","345.4","0","111","","3200","31","1","0",""
"990001","132000004","345.4","1","990001","","3200","31","1","0",""
"0","132000005","","","","","3200","91","","",""
"1.05","132000006","1.05","0","1.05","","3200","123","7.4","1.05",""
"1000001","132000007","0","0.2","wait","","3200","3","","",""
"2","132000008","","","1","","3200","35","","",""
"5.4","132000009","","","0","","3200","93","","",""
"1000001","132000010","0","0.2","glad","","3200","3","","",""
"320000","132000011","","","1","","3200","32","","",""
"1","132000012","","","0","","3200","93","","",""
"0.95","132000013","0.95","5","0.95","","3200","123","0.8","0.95",""
"110","132000014","","","1","","3200","32","","",""
"111","132000015","","","1","","3200","32","","",""
"0.1","132000016","","","0","","3200","93","","",""
"2","132000017","","","0","","3200","32","","",""
"3","132000018","","","0","","3200","32","","",""
"1.1","132000019","","","0","","3200","93","","",""
"1000001","132000020","0","0.2","joy_round3_in","","3200","3","1","joy_round3_loop","0"
"0.5","132000021","","","0","","3200","93","","",""
"998","132000022","","","1","","3200","32","","",""
"5.2","132000023","","","0","","3200","93","","",""
"1","132000024","","","","","3200","113","","",""
"320000","132010001","345.4","0","320000","","3201","31","1","0",""
"110","132010002","345.4","0","110","","3201","31","1","0",""
"111","132010003","345.4","0","111","","3201","31","1","0",""
"990002","132010004","345.4","1","990002","","3201","31","1","0",""
"0","132010005","","","","","3201","91","","",""
"1.05","132010006","1.05","0","1.05","","3201","123","7.4","1.05",""
"1000001","132010007","0","0.2","wait","","3201","3","","",""
"2","132010008","","","1","","3201","35","","",""
"5.4","132010009","","","0","","3201","93","","",""
"1000001","132010010","0","0.2","glad","","3201","3","","",""
"320000","132010011","","","1","","3201","32","","",""
"1","132010012","","","0","","3201","93","","",""
"0.95","132010013","0.95","5","0.95","","3201","123","0.8","0.95",""
"110","132010014","","","1","","3201","32","","",""
"111","132010015","","","1","","3201","32","","",""
"0.1","132010016","","","0","","3201","93","","",""
"2","132010017","","","0","","3201","32","","",""
"3","132010018","","","0","","3201","32","","",""
"1.1","132010019","","","0","","3201","93","","",""
"1000001","132010020","0","0.2","joy_round3_in","","3201","3","1","joy_round3_loop","0"
"0.5","132010021","","","0","","3201","93","","",""
"998","132010022","","","1","","3201","32","","",""
"5.2","132010023","","","0","","3201","93","","",""
"1","132010024","","","","","3201","113","","",""
"320000","132020001","345.4","0","320000","","3202","31","1","0",""
"320001","132020002","345.4","0","320001","","3202","31","1","0",""
"110","132020003","345.4","0","110","","3202","31","1","0",""
"111","132020004","345.4","0","111","","3202","31","1","0",""
"990003","132020005","345.4","1","990003","","3202","31","1","0",""
"0","132020006","","","","","3202","91","","",""
"1.05","132020007","1.05","0","1.05","","3202","123","7.4","1.05",""
"1000001","132020008","0","0.2","wait","","3202","3","","",""
"320001","132020009","","","1","","3202","32","","",""
"0.1","132020010","","","0","","3202","93","","",""
"2","132020011","","","0","","3202","32","","",""
"5.3","132020012","","","0","","3202","93","","",""
"1000001","132020013","0","0.2","glad","","3202","3","","",""
"320000","132020014","","","1","","3202","32","","",""
"1","132020015","","","0","","3202","93","","",""
"0.95","132020016","0.95","5","0.95","","3202","123","0.8","0.95",""
"110","132020017","","","1","","3202","32","","",""
"111","132020018","","","1","","3202","32","","",""
"0.1","132020019","","","0","","3202","93","","",""
"320001","132020020","","","0","","3202","32","","",""
"3","132020021","","","0","","3202","32","","",""
"1.1","132020022","","","0","","3202","93","","",""
"1000001","132020023","0","0.2","joy_round3_in","","3202","3","1","joy_round3_loop","0"
"0.5","132020024","","","0","","3202","93","","",""
"998","132020025","","","1","","3202","32","","",""
"5.2","132020026","","","0","","3202","93","","",""
"1","132020027","","","","","3202","113","","",""
"6","132110001","345.4","0","6","","3211","31","1","0",""
"7","132110002","345.4","0","7","","3211","31","1","0",""
"8","132110003","345.4","0","8","","3211","31","1","0",""
"111","132110004","345.4","0","111","","3211","31","1","0",""
"110","132110005","345.4","0","110","","3211","31","1","0",""
"321100","132110006","345.4","0","321100","","3211","31","1","0",""
"321101","132110007","345.4","0","321101","","3211","31","1","0",""
"321102","132110008","345.4","0","321102","","3211","31","1","0",""
"3","132110009","55","1.3","13","appear","3211","5","0","8000","0"
"2","132110010","56","0.89","100711","03_run","3211","1","-250","8000","1"
"0","132110011","","","","","3211","91","","",""
"13","132110012","1","0","1","","3211","6","0","1","0"
"13","132110013","-250","","95","","3211","2","0","0",""
"100711","132110014","-250","","1100","","3211","2","0","0",""
"1.05","132110015","1.05","0","1.05","","3211","123","7.4","1.05",""
"1000001","132110016","0","0.2","wait","","3211","3","","",""
"2","132110017","","","1","","3211","35","","",""
"4.9","132110018","","","0","","3211","93","","",""
"0.95","132110019","0.95","0","0.95","","3211","123","0.3","0.95",""
"se_travel","132110020","0","","se_travel_treasure_ghost_special_success","","3211","23","","",""
"8","132110021","","","1","","3211","32","","",""
"8","132110022","","","0","","3211","35","","",""
"6","132110023","","","1","","3211","32","","",""
"0.1","132110024","","","0","","3211","93","","",""
"2","132110025","","","0","","3211","32","","",""
"3","132110026","","","0","","3211","32","","",""
"1000001","132110027","0","0.2","dotEyes","","3211","3","","",""
"0.3","132110028","","","0","","3211","93","","",""
"13","132110029","0","","appear","","3211","3","","",""
"13","132110030","1","0","1","","3211","6","1","1","0"
"0.67","132110031","","","0","","3211","93","","",""
"1000001","132110032","0","","shock_jump","","3211","3","","",""
"1000001","132110033","-250","","70","","3211","2","0","1",""
"1.1","132110034","","","0","","3211","93","","",""
"1000001","132110035","1","","escape","","3211","3","","",""
"1000001","132110036","-250","","-350","","3211","2","0","1.2",""
"13","132110037","0","","march_pudding","","3211","3","","",""
"7","132110038","","","1","","3211","32","","",""
"0.1","132110039","","","0","","3211","93","","",""
"6","132110040","","","0","","3211","32","","",""
"0.3","132110041","","","0","","3211","93","","",""
"321100","132110042","","","1","","3211","32","","",""
"0.4","132110043","","","0","","3211","93","","",""
"100711","132110044","-250","","630","","3211","2","0","1.1",""
"0.9","132110045","","","0","","3211","93","","",""
"vo_travel_round_event","132110046","1","","vo_travel_round_event_3211","","3211","21","","0",""
"0.2","132110047","","","0","","3211","93","","",""
"100711","132110048","1","","03_idle","","3211","3","","","0"
"0.3","132110049","","","0","","3211","93","","",""
"100711","132110050","0","0.2","03_attack","","3211","3","","03_idle","0.2"
"321101","132110051","","","1","","3211","32","","",""
"1000001","132110052","1","","run","","3211","3","","",""
"1000001","132110053","","","0","","3211","4","","",""
"1000001","132110054","-250","","70","","3211","2","0","2",""
"0.6","132110055","","","0","","3211","93","","",""
"321102","132110056","","","1","","3211","32","","",""
"110","132110057","","","1","","3211","32","","",""
"111","132110058","","","1","","3211","32","","",""
"0.1","132110059","","","0","","3211","93","","",""
"7","132110060","","","0","","3211","32","","",""
"1.2","132110061","","","0","","3211","93","","",""
"8","132110062","","","0","","3211","32","","",""
"0.1","132110063","","","0","","3211","93","","",""
"100711","132110064","0","0.2","03_joy_short","","3211","3","","",""
"1000001","132110065","0","0.2","joy_round3_in","","3211","3","1","joy_round3_loop","0.2"
"998","132110066","","","1","","3211","32","","",""
"0.7","132110067","","","0","","3211","93","","",""
"13","132110068","1","","pudding_loop","","3211","3","","",""
"4.5","132110069","","","0","","3211","93","","",""
"1","132110070","","","","","3211","113","","",""
"1000001","132120001","1","0.2","idle","","3212","3","","",""
"301200","132120002","0","0","13","","3212","31","1","0",""
"101","132120003","0","0","14","","3212","31","1","0",""
"301204","132120004","260","0","16","","3212","31","1","-150",""
"301204","132120005","320","0","19","","3212","31","1","-120",""
"301205","132120006","0","0","17","","3212","31","1","0",""
"6","132120007","345.4","0","18","","3212","31","1","0",""
"301201","132120008","345.4","0","20","","3212","31","1","0",""
"301202","132120009","345.4","0","21","","3212","31","1","0",""
"111","132120010","345.4","0","111","","3212","31","1","0",""
"111","132120011","","","0","","3212","35","","",""
"110","132120012","345.4","0","110","","3212","31","1","0",""
"1","132120013","55","1","3","round_monster_walk","3212","5","-234","9340","0"
"0","132120014","","","","","3212","91","","",""
"3","132120015","1","0","1","","3212","6","0","1","0"
"3","132120016","-234","0","345","","3212","2","0","0","0"
"1.05","132120017","1.05","0","1.05","","3212","123","7.4","1.05","0"
"1000001","132120018","0","0.2","wait","","3212","3","","",""
"2","132120019","","","1","","3212","35","","",""
"301203","132120020","0","0","15","","3212","31","1","0",""
"2","132120021","57","0.89","1000003","<weapon>_run","3212","1","-250","9340","0"
"2","132120022","58","0.89","1000004","<weapon>_run","3212","1","-290","9340","0"
"4.3","132120023","","","0","","3212","93","","",""
"0.95","132120024","0.95","0","0.95","","3212","123","0.4","0.95",""
"21","132120025","","","1","","3212","32","","",""
"21","132120026","","","0","","3212","35","","",""
"se_travel","132120027","","","se_travel_treasure_success_monster_helper_2","","3212","23","","",""
"18","132120028","","","1","","3212","32","","",""
"0.1","132120029","","","0","","3212","93","","",""
"2","132120030","","","0","","3212","32","","",""
"3","132120031","1","0.3","1","","3212","6","1","1","0"
"13","132120032","","","1","","3212","32","","",""
"3","132120033","0","","round_monster_appear","","3212","3","","",""
"1000001","132120034","0","","back","","3212","3","","",""
"0.67","132120035","","","0","","3212","93","","",""
"3","132120036","0","0.1","round_monster_walk","","3212","3","","",""
"3","132120037","-234","","220","","3212","2","0","1.4",""
"20","132120038","","","1","","3212","32","","",""
"0.1","132120039","","","0","","3212","93","","",""
"18","132120040","","","0","","3212","32","","",""
"0.5","132120041","","","0","","3212","93","","",""
"1000003","132120042","","","1","","3212","4","","",""
"1000003","132120043","-240","","1545","","3212","2","0","0",""
"1000004","132120044","","","1","","3212","4","","",""
"1000004","132120045","-280","","1635","","3212","2","0","0",""
"0.5","132120046","","","0","","3212","93","","",""
"3","132120047","0","0.3","round_monster_attack","","3212","3","","",""
"0.5","132120048","","","0","","3212","93","","",""
"17","132120049","","","1","","3212","32","","",""
"1000001","132120050","0","0.1","back_loop","","3212","3","","",""
"0.5","132120051","","","0","","3212","93","","",""
"1000003","132120052","-240","","920","","3212","2","0","0",""
"1000003","132120053","-240","","620","","3212","2","0","0.16",""
"1000003","132120054","0","0.2","<weapon>_run","","3212","3","","",""
"0.16","132120055","","","0","","3212","93","","",""
"1000003","132120056","0","0.2","<weapon>_attack_skipQuest","","3212","3","","",""
"0.1","132120057","","","0","","3212","93","","",""
"3","132120058","-234","","280","","3212","2","0","0",""
"3","132120059","","","1","","3212","4","","",""
"3","132120060","0","0","round_monster_die","","3212","3","","",""
"16","132120061","","","1","","3212","32","","",""
"0.15","132120062","","","0","","3212","93","","",""
"1000004","132120063","-280","","910","","3212","2","0","0",""
"1000004","132120064","-280","","710","","3212","2","0","0.16",""
"1000004","132120065","0","0.2","<weapon>_run","","3212","3","","",""
"0.16","132120066","","","0","","3212","93","","",""
"1000004","132120067","0","0.2","<weapon>_attack_skipQuest","","3212","3","","",""
"0.1","132120068","","","0","","3212","93","","",""
"0.1","132120069","","","0","","3212","93","","",""
"3","132120070","0","0","round_monster_die","","3212","3","","",""
"19","132120071","","","1","","3212","32","","",""
"0.4","132120072","","","0","","3212","93","","",""
"1000001","132120073","-240","","20","","3212","2","0","0",""
"1000001","132120074","0","0","back_origin","","3212","3","","",""
"1000001","132120075","0","0.2","surprise","","3212","3","","",""
"1000003","132120076","1","0.2","<weapon>_idle","","3212","3","","",""
"0.2","132120077","","","0","","3212","93","","",""
"110","132120078","","","1","","3212","32","","",""
"111","132120079","","","1","","3212","32","","",""
"0.2","132120080","","","0","","3212","93","","",""
"1000004","132120081","1","0.2","<weapon>_idle","","3212","3","","",""
"0.46","132120082","","","0","","3212","93","","",""
"3","132120083","1","0.6","1","","3212","6","0","1",""
"18","132120084","","","1","","3212","32","","",""
"0.02","132120085","","","0","","3212","93","","",""
"20","132120086","","","0","","3212","32","","",""
"21","132120087","","","0","","3212","32","","",""
"1000001","132120088","0","0.2","joy_round3_in","","3212","3","1","joy_round3_loop",""
"0.1","132120089","","","0","","3212","93","","",""
"1000003","132120090","0","0","<weapon>_joy_short","","3212","3","","",""
"0.1","132120091","","","0","","3212","93","","",""
"1000004","132120092","0","0","<weapon>_joy_short","","3212","3","","",""
"0.9","132120093","","","0","","3212","93","","",""
"998","132120094","","","1","","3212","32","","",""
"3.8","132120095","","","0","","3212","93","","",""
"1","132120096","","","0","","3212","113","","",""
"321300","132130001","345.4","0","321300","","3213","31","1","0",""
"111","132130002","345.4","0","111","","3213","31","1","0",""
"111","132130003","","","0","","3213","35","","",""
"110","132130004","345.4","0","110","","3213","31","1","0",""
"0","132130005","","","","","3213","91","","",""
"1000001","132130006","0","0.2","wait_gradeUp","","3213","3","","",""
"321300","132130007","","","1","","3213","32","","",""
"0.1","132130008","","","0","","3213","93","","",""
"2","132130009","","","0","","3213","32","","",""
"0.8","132130010","","","0","","3213","93","","",""
"1.05","132130011","1.05","0","1.05","","3213","123","0","1.05",""
"5","132130012","0.5","","5","","3213","122","","",""
"1.1","132130013","","","0","","3213","93","","",""
"1.05","132130014","1.05","0","1.05","","3213","123","0","1.05",""
"10","132130015","0.5","","10","","3213","122","","",""
"0.8","132130016","","","0","","3213","93","","",""
"1000001","132130017","0","0.2","glad_dot_light","","3213","3","","",""
"0.1","132130018","","","0","","3213","93","","",""
"0.907","132130019","0.907","5","0.907","","3213","123","0.4","0.907",""
"1.5","132130020","","","0","","3213","93","","",""
"20","132130021","0.7","","20","","3213","122","","",""
"1.4","132130022","","","0","","3213","93","","",""
"110","132130023","","","1","","3213","32","","",""
"111","132130024","","","1","","3213","32","","",""
"1.2","132130025","","","0","","3213","93","","",""
"1000001","132130026","0","0.2","joy_round3_in","","3213","3","1","joy_round3_loop","0"
"0.3","132130027","","","0","","3213","93","","",""
"998","132130028","","","1","","3213","32","","",""
"3.8","132130029","","","0","","3213","93","","",""
"1","132130030","","","","","3213","113","","",""
"321400","132140001","345.4","0","321400","","3214","31","1","0",""
"2","132140002","57","0.89","103111","05_idle","3214","1","-240","1088","1"
"110","132140003","345.4","0","110","","3214","31","1","0",""
"111","132140004","345.4","0","111","","3214","31","1","0",""
"0","132140005","","","","","3214","91","","",""
"1.05","132140006","1.05","0","1.05","","3214","123","7.4","1.05",""
"1000001","132140007","0","0.2","wait","","3214","3","","",""
"321400","132140008","","","1","","3214","32","","",""
"0.1","132140009","","","0","","3214","93","","",""
"2","132140010","","","0","","3214","32","","",""
"3.4","132140011","","","0","","3214","93","","",""
"0.95","132140012","0.95","5","0.95","","3214","123","3.2","0.95",""
"1000001","132140013","0","0.2","shock_jump_aura","","3214","3","","",""
"0.1","132140014","","","0","","3214","93","","",""
"1000001","132140015","-240","","70","","3214","2","2","0.6",""
"0.5","132140016","","","0","","3214","93","","",""
"103111","132140017","1","0","05_run_gamestart","","3214","3","","",""
"103111","132140018","-240","","586","","3214","2","0","0.5",""
"0.5","132140019","","","0","","3214","93","","",""
"103111","132140020","1","0.2","05_idle","","3214","3","","",""
"0.5","132140021","","","0","","3214","93","","",""
"103111","132140022","0","0.2","shinobu_exorcise","","3214","3","1","05_idle","0"
"vo_travel_round_event","132140023","0","","vo_travel_round_event_3214","","3214","21","","0",""
"1","132140024","","","0","","3214","93","","",""
"110","132140025","","","1","","3214","32","","",""
"111","132140026","","","1","","3214","32","","",""
"0.1","132140027","","","0","","3214","93","","",""
"3","132140028","","","0","","3214","32","","",""
"1.1","132140029","","","0","","3214","93","","",""
"1000001","132140030","0","0.2","joy_round3_in","","3214","3","1","joy_round3_loop","0"
"103111","132140031","0","0.2","05_joy_short","","3214","3","","",""
"0.5","132140032","","","0","","3214","93","","",""
"998","132140033","","","1","","3214","32","","",""
"3.8","132140034","","","0","","3214","93","","",""
"1","132140035","","","","","3214","113","","",""
"321500","132150001","345.4","1","321500","","3215","31","1","0",""
"321501","132150002","345.4","1","321501","","3215","31","1","0",""
"120","132150003","345.4","0","120","","3215","31","1","0",""
"121","132150004","345.4","0","121","","3215","31","1","0",""
"990001","132150005","345.4","1","990001","","3215","31","1","0",""
"0","132150006","","","","","3215","91","","",""
"1.05","132150007","1.05","0","1.05","","3215","123","7.4","1.05",""
"1000001","132150008","0","0.2","wait_wakuwaku","","3215","3","","",""
"2","132150009","","","1","","3215","35","","",""
"5.2","132150010","","","0","","3215","93","","",""
"0.95","132150011","0.95","5","0.95","","3215","123","0.8","0.95",""
"120","132150012","","","1","","3215","32","","",""
"121","132150013","","","1","","3215","32","","",""
"0.1","132150014","","","0","","3215","93","","",""
"321501","132150015","","","0","","3215","32","","",""
"2","132150016","","","0","","3215","32","","",""
"3","132150017","","","0","","3215","32","","",""
"998","132150018","","","1","","3215","32","","",""
"0.4","132150019","","","0","","3215","93","","",""
"1000001","132150020","1","0.2","dance","","3215","3","","",""
"4.8","132150021","","","0","","3215","93","","",""
"1","132150022","","","","","3215","113","","",""
"6","132160001","345.4","0","6","","3216","31","1","0",""
"8","132160002","345.4","0","8","","3216","31","1","0",""
"110","132160003","345.4","0","110","","3216","31","1","0",""
"111","132160004","345.4","0","111","","3216","31","1","0",""
"301600","132160005","345.4","0","301600","","3216","31","1","-80",""
"990002","132160006","345.4","1","990002","","3216","31","1","0",""
"0","132160007","","","","","3216","91","","",""
"1.05","132160008","1.05","0","1.05","","3216","123","7.4","1.05",""
"1000001","132160009","0","0.2","wait","","3216","3","","",""
"2","132160010","","","1","","3216","35","","",""
"5.4","132160011","","","0","","3216","93","","",""
"0.95","132160012","0.95","0","0.95","","3216","123","0.4","0.95",""
"8","132160013","","","1","","3216","32","","",""
"8","132160014","","","0","","3216","35","","",""
"301600","132160015","","","1","","3216","32","","",""
"6","132160016","","","1","","3216","32","","",""
"111","132160017","","","1","","3216","32","","",""
"111","132160018","","","0","","3216","35","","",""
"0.1","132160019","","","0","","3216","93","","",""
"2","132160020","","","0","","3216","32","","",""
"3","132160021","","","0","","3216","32","","",""
"1000001","132160022","0","0.1","glad","","3216","3","","",""
"0.1","132160023","","","0","","3216","93","","",""
"8","132160024","","","1","","3216","35","","",""
"110","132160025","","","1","","3216","32","","",""
"se_travel","132160026","0","","se_travel_treasure_special_success_butterfly","","3216","23","","",""
"1.5","132160027","","","0","","3216","93","","",""
"998","132160028","","","1","","3216","32","","",""
"1000001","132160029","0","0.2","joy_round3_in","","3216","3","1","joy_round3_loop",""
"5.2","132160030","","","0","","3216","93","","",""
"1","132160031","","","","","3216","113","","",""
"310000","132170001","345.4","0","310000","","3217","31","1","0",""
"310001","132170002","0","0","310001","","3217","31","1","0",""
"301700","132170003","345.4","0","301700","","3217","31","1","0",""
"301701","132170004","740","0","301701","","3217","31","1","-115",""
"301702","132170005","345.4","0","301702","","3217","31","1","0",""
"120","132170006","345.4","0","120","","3217","31","1","0",""
"321700","132170007","345.4","0","321700","","3217","31","1","0",""
"5","132170008","100","0.44","15","empty","3217","5","-235","610","0"
"5","132170009","55","0.44","16","empty","3217","5","-235","610","0"
"0","132170010","","","","","3217","91","","",""
"1.05","132170011","1.05","0","1.05","","3217","123","7.4","1.05",""
"1000001","132170012","0","0.2","wait","","3217","3","","",""
"2","132170013","","","1","","3217","35","","",""
"5.4","132170014","","","0","","3217","93","","",""
"0.95","132170015","0.95","0","0.95","","3217","123","0.3","0.95",""
"310000","132170016","","","1","","3217","32","","",""
"310001","132170017","","","1","","3217","32","","",""
"0.2","132170018","","","0","","3217","93","","",""
"50","132170019","0.6","","50","","3217","122","","",""
"1000001","132170020","0","0.2","shock","","3217","3","","",""
"1.6","132170021","","","0","","3217","93","","",""
"301700","132170022","","","1","","3217","32","","",""
"1.2","132170023","","","0","","3217","93","","",""
"se_travel","132170024","0","","se_travel_treasure_croce_ui","","3217","23","","",""
"15","132170025","0","","punch","","3217","3","","",""
"16","132170026","0","","punch_B","","3217","3","","",""
"0.2","132170027","","","0","","3217","93","","",""
"1.05","132170028","1.05","11","1.05","","3217","123","0.1","1.05",""
"0.1","132170029","","","0","","3217","93","","",""
"0.95","132170030","0.95","0","0.95","","3217","123","0.3","0.95",""
"1","132170031","","","0","","3217","93","","",""
"se_travel","132170032","0","","se_travel_treasure_croce_door","","3217","23","","",""
"0.4","132170033","","","0","","3217","93","","",""
"301701","132170034","","","1","","3217","32","","",""
