6b964766611f1c87007a0b501707ca3f2e0dd6ed78554fdce376b24eb32a4c09,407170839d7610e40934d3773c186d25eecc577239ba8a890107307026e44ee3,1a3a5130b88d5494b6f7f5f7185d4650ed535db04016e94dcfa90796a67360fd,33ad8e5401767bc2c1e9a6e40e645dc3fab821d9bcc5987d6c5213c93c292d27,972247a432bf0dacad7b7f93644d56338094d9092e30b17894ea370806a68968,6810d75d4a9b88e3cd0ebb53fb4235b998442d0a9be2e8efb63fd9f6f0826673,cd04bbffd505edb18a3e0abab2fa4f3ee79f5bea8350493ef9f0efc4cfec40d6,45c7b74278cb3b152cf129ce616898b7b13dd01250a414399e376406eda61b06,262b63f676d65d34d74216e54eb03cd34f18c97a8220560effecce3537ee9b11,f958230ba5e82c989b314640d29e905a1a329b1837b5dc9ab34889b3f4ca0977,05b873c761d47754f09c59a4f3662c6dcaa650b46e74b1897813b625bd3a5913,09028f59081f226c92fc6340192e8ecabe0f5b808efd0b89558a29e7f024f82c,4d0c76d3bd04733b369496d8e56fb83269c00a2d7b14799d9b07a1c4727a057d,6f448ab5ed0e04eb12277f15533a782f63d771acbf3e18137f64cc1d461367ed,0ecb059923e9aa033180ceee465fdbd94487dc4e1de78c401ea143c43746ae59,af11a2d1871718f6328fbec14d00c162b305c791c0e72430f3c331d4687b023a,aeb7b05bb316e5196496e701448a97d301024cb2fdc2ed7540b25f177e2738e0,e0b46775ea8756993cc3933cfd33de59cbf54d1756659ac8ecd1e25506879dea,1b7e918846cc30951c16ef2beb9079b45a288324bdb536b72770044acf24c604,d22f6d49d4b47dd292fe4ab261c1d9b196e20d464884af9a597c7e6d6909653e,b837e05caad067609022312ef83c03f6a843688d68ae229153af13c5c2634beb,be59a5da0b75e1530701b15efdedf39539d2568a090d3dc773a6232728cf5c30
"0","0","1.8","1","-30","1","0","0","220","1","1.4","101031","440","bgm_M55","0","10380105","200","5","101031","5","1.6","1038"
"-30","10","0.8","1","-30","1","-125","0","210","1","0.6","101041","-470","bgm_M64","0","10390101","250","1","101041","1","0.7","1039"
"0","10","1","1","-30","1","-95","0","200","1","0.65","101041","-210","bgm_M64","0","10390102","200","2","101041","2","0.7","1039"
"-10","0","1.3","1","-30","1","-120","0","200","1","0.9","101041","50","bgm_M64","-15","10390103","100","3","101041","3","1","1039"
"0","0","1.35","1","-30","1","35","0","200","1","0.9","101041","195","bgm_M64","0","10390104","100","4","101041","4","1.3","1039"
"0","0","1.8","1.3","-30","1","-55","-50","210","1","1.1","101042","450","bgm_M55","0","10390105","150","5","101042","5","1.35","1039"
"0","10","0.8","1","-30","1","-120","0","210","1","0.6","101161","-480","bgm_M64","0","10400101","250","1","101161","1","0.85","1040"
"0","0","1.2","1","-30","1","-100","0","240","1","0.75","101161","-260","bgm_M64","0","10400102","100","2","101161","2","1.1","1040"
"-10","5","1.1","1","-30","1","65","0","200","1","0.65","101161","-10","bgm_M64","-5","10400103","100","3","101161","3","1","1040"
"0","0","1","1","-30","1","-110","43","200","1","0.9","101161","190","bgm_M64","0","10400104","150","4","101161","4","1","1040"
"-45","-10","1.15","1.3","-30","1","-70","-50","280","1","0.9","101162","485","bgm_M55","-40","10400105","270","5","101162","5","1","1040"
"0","10","0.8","1","-30","1","-120","0","210","1","0.6","101171","-480","bgm_M64","0","10410101","120","1","101171","1","0.85","1041"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101171","-260","bgm_M64","0","10410102","120","2","101171","2","1","1041"
"-60","0","0.9","1","-30","1","0","-50","200","1.4","0.6","101171","-10","bgm_M64","-13","10410103","150","3","101171","3","0.55","1041"
"0","0","1.2","1","-30","1","-110","0","200","1","0.9","101171","190","bgm_M64","0","10410104","100","4","101171","4","1","1041"
"0","10","1.45","1","-30","1","-30","-50","250","1","1","101172","475","bgm_M55","-20","10410105","200","5","101172","5","1","1041"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.6","101191","-480","bgm_M64","0","10420101","100","1","101191","1","0.7","1042"
"0","10","1.2","1","-30","1","-100","0","200","1","0.8","101191","-260","bgm_M64","0","10420102","100","2","101191","2","1","1042"
"-10","0","1.4","1","-30","1","65","-30","200","1","0.9","101191","-10","bgm_M64","-15","10420103","100","3","101451","3","1","1042"
"0","0","1.1","1","-30","1","-110","0","200","1","0.65","101191","190","bgm_M64","0","10420104","100","4","101191","4","1","1042"
"-45","-10","1.3","1","-30","1","-70","-50","280","1.2","1.1","101192","485","bgm_M55","0","10420105","200","5","101192","5","1","1042"
"0","10","0.8","1","-30","1","-120","0","210","1","0.6","101201","-480","bgm_M64","0","10430101","100","1","101201","1","0.85","1043"
"0","10","1.2","1","-30","1","-120","0","240","1","0.75","101201","-260","bgm_M64","0","10430102","100","2","101201","2","1.1","1043"
"-10","0","1.1","1","-30","1","65","0","200","1","0.8","101201","-10","bgm_M64","-15","10430103","100","3","101201","3","1","1043"
"0","0","1","1","-30","1","-110","43","200","1","0.7","101201","190","bgm_M64","0","10430104","100","4","101201","4","1","1043"
"-45","10","1.45","1","-30","1","-30","-50","250","1","1","101202","475","bgm_M55","-20","10430105","100","5","101202","5","1","1043"
"0","10","0.8","1","-30","1","-120","0","210","1","0.6","101291","-480","bgm_M64","0","10440101","100","1","101291","1","0.85","1044"
"0","10","1.2","1","-30","1","-120","0","240","1","0.75","101291","-260","bgm_M64","0","10440102","100","2","101291","2","1.1","1044"
"-10","0","2.3","1","-30","1","65","0","200","1","1.55","101291","-40","bgm_M64","-15","10440103","100","3","101291","3","2.2","1044"
"0","0","1.2","1","-30","1","-110","0","200","1","1.1","101291","150","bgm_M64","0","10440104","100","4","101291","4","1","1044"
"30","30","1.45","1","-30","1","-15","15","230","1","1.1","101292","490","bgm_M55","-20","10440105","100","5","101292","5","1","1044"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.58","101301","-480","bgm_M64","0","10450101","100","1","101301","1","0.7","1045"
"0","10","1.2","1","-30","1","-120","0","200","1","0.9","101301","-260","bgm_M64","0","10450102","100","2","101301","2","1","1045"
"-10","-10","1.4","1","-30","1","100","-30","200","1","0.93","101301","-50","bgm_M64","0","10450103","200","3","101301","3","1","1045"
"0","0","1.3","1","-30","1","-100","15","200","1","0.9","101301","100","bgm_M64","0","10450104","100","4","101301","4","1","1045"
"-30","10","1.2","1","-30","1","-55","-15","270","1","1","101302","470","bgm_M55","-20","10450105","100","5","101302","5","1.1","1045"
"0","10","0.8","1","-30","1","-130","0","210","1","0.575","101441","-450","bgm_M64","0","10460101","100","1","101161","1","0.85","1046"
"0","10","1","1","-30","1","-120","0","200","1","0.75","101441","-250","bgm_M64","0","10460102","200","2","101161","2","0.7","1046"
"-10","0","1.2","1","-30","1","50","0","200","1","0.8","101441","-10","bgm_M64","-15","10460103","100","3","101161","3","1.1","1046"
"0","0","1","1","-30","1","-100","43","200","1","0.8","101441","210","bgm_M64","0","10460104","150","4","101161","4","1","1046"
"-30","10","1.2","1","-30","1","-70","-35","230","1","0.95","101442","470","bgm_M55","-20","10460105","100","5","101162","5","1.1","1046"
"-30","10","0.8","1","-30","1","-130","0","210","1","0.58","101451","-450","bgm_M64","0","10470101","100","1","101451","1","0.7","1047"
"0","10","1.2","1","-30","1","-120","0","200","1","0.9","101451","-250","bgm_M64","0","10470102","100","2","101451","2","1","1047"
"-10","0","1.4","1","-30","1","50","-30","200","1","0.9","101451","-20","bgm_M64","-15","10470103","100","3","101451","3","1","1047"
"0","0","1","1","-30","1","-100","0","200","1","0.8","101451","200","bgm_M64","0","10470104","100","4","101451","4","0.85","1047"
"-50","0","1.55","1","-30","1","-70","-35","290","1.2","1.25","101452","510","bgm_M55","0","10470105","100","5","101452","5","1.4","1047"
"-30","10","0.8","1","-30","1","-130","0","210","1","0.58","101561","-450","bgm_M64","0","10480101","100","1","101451","1","0.7","1048"
"0","0","1.2","1","-30","1","-120","0","240","1","0.75","101561","-240","bgm_M64","0","10480102","100","2","101451","2","1.1","1048"
"-60","0","0.9","1","-30","1","0","-50","200","1.4","0.6","101561","-10","bgm_M64","-13","10480103","150","3","101451","3","0.55","1048"
"0","0","1.1","1","-30","1","-100","20","200","1","0.7","101561","195","bgm_M64","0","10480104","100","4","101451","4","1","1048"
"-50","0","1.55","1","-30","1","-70","-60","290","1.4","1.25","101562","460","bgm_M55","0","10480105","400","5","101452","5","1.35","1048"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.58","101001","-480","bgm_M64","0","10490101","100","1","101001","1","0.7","1049"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101001","-270","bgm_M64","0","10490102","100","2","101001","2","1.1","1049"
"-10","0","1.4","1","-30","1","65","-30","200","1","0.9","101001","-25","bgm_M64","-15","10490103","200","3","101001","3","1","1049"
"0","0","1.1","1","-30","1","-120","-30","200","1","0.9","101001","200","bgm_M64","0","10490104","150","4","101001","4","1","1049"
"0","0","1.3","1","-30","1","-40","0","250","1.2","1.2","101011","480","bgm_M55","0","10490105","200","5","101011","5","1","1049"
"-30","10","1","1","-30","1","-110","-25","210","1","0.575","101021","-450","bgm_M64","0","10500101","170","1","101021","1","0.9","1050"
"0","0","1.2","1","-30","1","-120","0","240","1","0.75","101021","-240","bgm_M64","0","10500102","100","2","101021","2","1.1","1050"
"-10","5","0.9","1","-30","1","65","0","200","1","0.6","101021","-10","bgm_M64","-5","10500103","100","3","101021","3","0.8","1050"
"0","0","1.1","1","-30","1","-110","0","200","1","0.65","101021","190","bgm_M64","0","10500104","100","4","101021","4","1","1050"
"0","0","1.8","1","-30","1","0","0","220","1","1.4","101031","440","bgm_M55","0","10500105","200","5","101031","5","1.6","1050"
"-30","10","0.8","1","-30","1","-130","0","210","1","0.58","101041","-450","bgm_M64","0","10510101","100","1","101041","1","0.7","1051"
"0","10","1","1","-30","1","-120","0","200","1","0.65","101041","-250","bgm_M64","0","10510102","200","2","101041","2","0.7","1051"
"-10","10","1.3","1","-30","1","70","-10","200","1","0.75","101041","-35","bgm_M64","-15","10510103","100","3","101041","3","1","1051"
"0","0","1.4","1","-30","1","-110","0","200","1","1","101041","150","bgm_M64","0","10510104","100","4","101041","4","1","1051"
"0","0","1.8","1.3","-30","1","-55","-50","210","1","1.1","101042","450","bgm_M55","0","10510105","150","5","101042","5","1.35","1051"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.6","101161","-480","bgm_M64","0","10520101","250","1","101161","1","0.7","1052"
"0","0","1.2","1","-30","1","-100","0","240","1","0.75","101161","-260","bgm_M64","0","10520102","100","2","101161","2","1.1","1052"
"-10","5","1.1","1","-30","1","65","0","200","1","0.65","101161","-10","bgm_M64","-5","10520103","100","3","101161","3","1","1052"
"0","0","1.3","1","-30","1","-50","-30","200","1","0.8","101161","240","bgm_M64","0","10520104","100","4","101161","4","1","1052"
"-45","-10","1.15","1.3","-30","1","-70","-50","280","1","0.9","101162","485","bgm_M55","-40","10520105","270","5","101162","5","1","1052"
"0","10","0.8","1","-30","1","-120","0","210","1","0.5","101171","-480","bgm_M64","0","10530101","120","1","101171","1","0.85","1053"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101171","-270","bgm_M64","0","10530102","100","2","101171","2","1.1","1053"
"-10","0","2.3","1","-30","1","65","0","200","1","1.55","101171","-25","bgm_M64","-15","10530103","100","3","101171","3","2.2","1053"
"0","0","1.5","1","-30","1","-100","-30","200","1","0.9","101171","200","bgm_M64","0","10530104","100","4","101171","4","1","1053"
"0","10","1.45","1","-30","1","-30","-50","250","1","1","101172","475","bgm_M55","-20","10530105","200","5","101172","5","1","1053"
"-30","10","1","1","-30","1","-110","-25","210","1","0.575","101191","-450","bgm_M64","0","10540101","170","1","101191","1","0.9","1054"
"0","10","1","1","-30","1","-120","0","200","1","0.65","101191","-250","bgm_M64","0","10540102","200","2","101191","2","0.7","1054"
"-10","0","1.2","1","-30","1","50","0","200","1","0.8","101191","-10","bgm_M64","-15","10540103","100","3","101191","3","1.1","1054"
"0","0","1.5","1","-30","1","-90","0","200","1","1","101191","190","bgm_M64","0","10540104","200","4","101191","4","1","1054"
"-45","-10","1.3","1","-30","1","-70","-50","280","1.2","1.1","101192","485","bgm_M55","0","10540105","200","5","101192","5","1","1054"
"0","10","0.8","1","-30","1","-120","0","210","1","0.5","101201","-480","bgm_M64","0","10550101","120","1","101201","1","0.85","1055"
"-30","0","1","1","-30","1","-120","-30","240","1","0.7","101201","-250","bgm_M64","0","10550102","250","2","101201","2","1","1055"
"-10","0","1.1","1","-30","1","65","0","200","1","0.8","101201","-10","bgm_M64","-15","10550103","100","3","101201","3","1","1055"
"0","0","1","1","-30","1","-110","43","200","1","0.7","101201","190","bgm_M64","0","10550104","100","4","101201","4","1","1055"
"-45","10","1.45","1","-30","1","-30","-50","250","1","1","101202","475","bgm_M55","-20","10550105","100","5","101202","5","1","1055"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.6","101291","-480","bgm_M64","0","10560101","250","1","101291","1","0.7","1056"
"0","0","1.2","1","-30","1","-100","0","240","1","0.75","101291","-260","bgm_M64","0","10560102","100","2","101291","2","1.1","1056"
"-10","0","1.4","1","-30","1","50","-30","200","1","0.9","101291","-35","bgm_M64","-15","10560103","100","3","101291","3","1","1056"
"0","0","1.1","1","-30","1","-120","-30","200","1","0.9","101291","190","bgm_M64","0","10560104","150","4","101291","4","1","1056"
"30","30","1.45","1","-30","1","-15","15","230","1","1.1","101292","490","bgm_M55","-20","10560105","100","5","101292","5","1","1056"
"-30","10","1","1","-30","1","-110","-25","210","1","0.575","101301","-450","bgm_M64","0","10570101","170","1","101301","1","0.9","1057"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101301","-270","bgm_M64","0","10570102","100","2","101301","2","1.1","1057"
"-10","-10","1.4","1","-30","1","100","-30","200","1","0.93","101301","-50","bgm_M64","0","10570103","200","3","101301","3","1","1057"
"0","0","1.2","1","-30","1","-110","0","200","1","0.9","101301","190","bgm_M64","0","10570104","100","4","101301","4","1","1057"
"-30","10","1.2","1","-30","1","-55","-15","270","1","1","101302","470","bgm_M55","-20","10570105","100","5","101302","5","1.1","1057"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.6","101441","-480","bgm_M64","0","10580101","250","1","101441","1","0.7","1058"
"-30","0","1","1","-30","1","-120","-30","240","1","0.7","101441","-250","bgm_M64","0","10580102","250","2","101441","2","1","1058"
"-10","10","1.3","1","-30","1","70","-10","200","1","0.75","101441","-5","bgm_M64","-15","10580103","100","3","101441","3","1","1058"
"0","10","1.1","1","-30","1","-100","20","200","1","0.8","101441","210","bgm_M64","0","10580104","100","4","101441","4","1","1058"
"-30","10","1.2","1","-30","1","-70","-35","230","1","0.95","101442","470","bgm_M55","-20","10580105","100","5","101442","5","1.1","1058"
"-30","10","1","1","-30","1","-110","-25","210","1","0.575","101451","-450","bgm_M64","0","10590101","170","1","101451","1","0.9","1059"
"0","10","1","1","-30","1","-120","0","200","1","0.65","101451","-250","bgm_M64","0","10590102","200","2","101451","2","0.7","1059"
"-60","0","0.9","1","-30","1","0","-50","200","1.4","0.6","101451","-10","bgm_M64","-13","10590103","150","3","101451","3","0.55","1059"
"0","0","1","1","-30","1","-120","0","200","1","0.7","101451","200","bgm_M64","0","10590104","100","4","101451","4","0.7","1059"
"-50","0","1.55","1","-30","1","-70","-35","290","1.2","1.25","101452","510","bgm_M55","0","10590105","100","5","101452","5","1.4","1059"
"0","10","0.8","1","-30","1","-120","0","210","1","0.5","101561","-480","bgm_M64","0","10600101","120","1","101561","1","0.85","1060"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101561","-270","bgm_M64","0","10600102","100","2","101561","2","1.1","1060"
"-10","0","1.4","1","-30","1","65","-30","200","1","0.9","101561","-25","bgm_M64","-15","10600103","200","3","101561","3","1","1060"
"0","0","1.1","1","-30","1","-110","0","200","1","0.65","101561","190","bgm_M64","0","10600104","100","4","101561","4","1","1060"
"-50","0","1.55","1","-30","1","-70","-60","290","1.4","1.25","101562","460","bgm_M55","0","10600105","400","5","101562","5","1.35","1060"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.6","101001","-480","bgm_M64","0","10610101","250","1","101001","1","0.7","1061"
"0","0","1.2","1","-30","1","-100","0","240","1","0.75","101001","-260","bgm_M64","0","10610102","100","2","101001","2","1.1","1061"
"-10","0","1.4","1","-30","1","65","-30","200","1","1","101001","-10","bgm_M64","-15","10610103","100","3","101001","3","1","1061"
"0","0","1.4","1","-30","1","-110","0","200","1","1","101001","200","bgm_M64","0","10610104","100","4","101001","4","1","1061"
"0","0","1.3","1","-30","1","-40","0","250","1.2","1.2","101011","480","bgm_M55","0","10610105","200","5","101011","5","1","1061"
"0","10","0.8","1","-30","1","-120","0","210","1","0.5","101021","-480","bgm_M64","0","10630101","120","1","101021","1","0.85","1063"
"-30","0","1","1","-30","1","-120","-30","240","1","0.7","101021","-250","bgm_M64","0","10630102","250","2","101021","2","1","1063"
"0","0","1.3","1","-30","1","70","0","200","1","0.9","101021","-10","bgm_M64","0","10630103","100","3","101021","3","1","1063"
"0","0","1.2","1","-30","1","-70","-30","200","1","0.8","101021","240","bgm_M64","0","10630104","100","4","101021","4","1","1063"
"0","0","1.8","1","-30","1","0","0","220","1","1.4","101031","470","bgm_M55","0","10630105","200","5","101031","5","1.6","1063"
"-30","10","1","1","-30","1","-110","-25","210","1","0.575","101041","-450","bgm_M64","0","10640101","170","1","101041","1","0.9","1064"
"0","10","1","1","-30","1","-120","0","200","1","0.65","101041","-250","bgm_M64","0","10640102","200","2","101041","2","0.7","1064"
"-10","0","1.1","1","-30","1","65","0","200","1","0.8","101041","-10","bgm_M64","-15","10640103","100","3","101041","3","1","1064"
"0","0","1.5","1","-30","1","-100","-30","200","1","0.9","101041","200","bgm_M64","0","10640104","100","4","101041","4","1","1064"
"0","0","1.8","1.3","-30","1","-55","-50","210","1","1.1","101042","450","bgm_M55","0","10640105","150","5","101042","5","1.35","1064"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.6","101161","-480","bgm_M64","0","10650101","250","1","101161","1","0.7","1065"
"0","0","1.2","1","-30","1","-100","0","240","1","0.75","101161","-260","bgm_M64","0","10650102","100","2","101161","2","1.1","1065"
"-10","5","1.1","1","-30","1","65","0","200","1","0.65","101161","-10","bgm_M64","-5","10650103","100","3","101161","3","1","1065"
"0","0","1","1","-30","1","-100","0","200","1","0.8","101161","200","bgm_M64","0","10650104","100","4","101161","4","0.85","1065"
"-45","-10","1.15","1.3","-30","1","-70","-50","280","1","0.9","101162","485","bgm_M55","-40","10650105","270","5","101162","5","1","1065"
"0","10","0.8","1","-30","1","-120","0","210","1","0.5","101171","-480","bgm_M64","0","10660101","120","1","101171","1","0.85","1066"
"-30","0","1","1","-30","1","-120","-30","240","1","0.7","101171","-250","bgm_M64","0","10660102","250","2","101171","2","1","1066"
"-10","0","1.15","1","-30","1","65","0","200","1","0.8","101171","0","bgm_M64","-10","10660103","100","3","101171","3","1.1","1066"
"-10","0","1.35","1","-30","1","5","0","200","1","0.9","101171","230","bgm_M64","0","10660104","100","4","101171","4","1.3","1066"
"0","10","1.45","1","-30","1","-30","-50","250","1","1","101172","475","bgm_M55","-20","10660105","200","5","101172","5","1","1066"
"-30","10","0.8","1","-30","1","-50","0","210","1","0.6","101191","-480","bgm_M64","0","10670101","250","1","101191","1","0.7","1067"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101191","-270","bgm_M64","0","10670102","100","2","101191","2","1.1","1067"
"-10","0","1.4","1","-30","1","50","-30","200","1","0.9","101191","-20","bgm_M64","-15","10670103","100","3","101191","3","1","1067"
"0","0","1.5","1","-30","1","-90","0","200","1","1","101191","200","bgm_M64","0","10670104","200","4","101191","4","1","1067"
"-45","-10","1.3","1","-30","1","-70","-50","280","1.2","1.1","101192","485","bgm_M55","0","10670105","200","5","101192","5","1","1067"
"0","10","1.45","1","-30","1","0","20","210","1","0.8","101201","-470","bgm_M64","0","10680101","100","1","101201","1","1.1","1068"
"0","10","1","1","-30","1","-120","0","200","1","0.65","101201","-250","bgm_M64","0","10680102","200","2","101201","2","0.7","1068"
"-10","10","1.3","1","-30","1","70","-10","200","1","0.75","101201","-5","bgm_M64","-15","10680103","100","3","101201","3","1","1068"
"0","0","1","1","-30","1","-110","43","200","1","0.7","101201","190","bgm_M64","0","10680104","100","4","101201","4","1","1068"
"-45","10","1.45","1","-30","1","-30","-50","250","1","1","101202","475","bgm_M55","-20","10680105","100","5","101202","5","1","1068"
"-30","10","1","1","-30","1","-110","-25","210","1","0.575","101291","-450","bgm_M64","0","10690101","170","1","101291","1","0.9","1069"
"0","0","1.2","1","-30","1","-25","0","240","1","0.75","101291","-225","bgm_M64","0","10690102","100","2","101291","2","1.1","1069"
"-10","0","2.3","1","-30","1","65","0","200","1","1.55","101291","0","bgm_M64","-15","10690103","100","3","101291","3","2.2","1069"
"0","0","1.1","1","-30","1","-110","0","200","1","0.65","101291","190","bgm_M64","0","10690104","100","4","101291","4","1","1069"
"30","30","1.45","1","-30","1","-15","15","230","1","1.1","101292","490","bgm_M55","-20","10690105","100","5","101292","5","1","1069"
"-30","10","0.8","1","-30","1","-50","0","210","1","0.6","101301","-480","bgm_M64","0","10700101","250","1","101301","1","0.7","1070"
"0","10","1","1","-30","1","-120","0","200","1","0.65","101301","-250","bgm_M64","0","10700102","200","2","101301","2","0.7","1070"
"-10","-10","1.4","1","-30","1","100","-30","200","1","0.93","101301","-50","bgm_M64","0","10700103","200","3","101301","3","1","1070"
"0","0","1.1","1","-30","1","-120","-30","200","1","0.9","101301","190","bgm_M64","0","10700104","150","4","101301","4","1","1070"
"-30","10","1.2","1","-30","1","-55","-15","270","1","1","101302","470","bgm_M55","-20","10700105","100","5","101302","5","1.1","1070"
"0","10","1.45","1","-30","1","0","20","210","1","0.8","101441","-470","bgm_M64","0","10710101","100","1","101441","1","1.1","1071"
"-30","0","1","1","-30","1","-120","-30","240","1","0.7","101441","-250","bgm_M64","0","10710102","250","2","101441","2","1","1071"
"-10","0","1.1","1","-30","1","65","0","200","1","0.8","101441","-10","bgm_M64","-15","10710103","100","3","101441","3","1","1071"
"0","0","1","1","-30","1","-120","0","200","1","0.7","101441","200","bgm_M64","0","10710104","100","4","101441","4","0.7","1071"
"-30","10","1.2","1","-30","1","-70","-35","230","1","0.95","101442","470","bgm_M55","-20","10710105","100","5","101442","5","1.1","1071"
"-30","10","1","1","-30","1","-110","-25","210","1","0.575","101451","-450","bgm_M64","0","10720101","170","1","101451","1","0.9","1072"
"0","0","1.2","1","-30","1","-25","0","240","1","0.75","101451","-225","bgm_M64","0","10720102","100","2","101451","2","1.1","1072"
"-10","0","1.4","1","-30","1","65","-30","200","1","1","101451","-10","bgm_M64","-15","10720103","100","3","101451","3","1","1072"
"0","10","1.1","1","-30","1","-100","20","200","1","0.8","101451","210","bgm_M64","0","10720104","100","4","101451","4","1","1072"
"-50","0","1.55","1","-30","1","-70","-35","290","1.2","1.25","101452","510","bgm_M55","0","10720105","100","5","101452","5","1.4","1072"
"-30","10","1","1","-30","1","0","-25","210","1","0.575","101561","-450","bgm_M64","0","10730101","170","1","101561","1","0.9","1073"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101561","-270","bgm_M64","0","10730102","100","2","101561","2","1.1","1073"
"-10","5","1.1","1","-30","1","65","0","200","1","0.65","101561","-10","bgm_M64","-5","10730103","100","3","101561","3","1","1073"
"0","0","1.4","1","-30","1","-110","0","200","1","1","101561","200","bgm_M64","0","10730104","100","4","101561","4","1","1073"
"-50","0","1.55","1","-30","1","-70","-60","290","1.4","1.25","101562","460","bgm_M55","0","10730105","400","5","101562","5","1.35","1073"
"-30","10","0.8","1","-30","1","-50","0","210","1","0.6","101001","-480","bgm_M64","0","10740101","250","1","101001","1","0.7","1074"
"10","0","1.35","1","-30","1","-110","10","240","1","0.9","101001","-260","bgm_M64","0","10740102","200","2","101001","2","1.1","1074"
"-10","10","1.15","1","-30","1","70","-10","200","1","0.75","101001","-5","bgm_M64","-15","10740103","100","3","101001","3","1","1074"
"0","0","1.2","1","-30","1","-110","0","200","1","0.9","101001","190","bgm_M64","0","10740104","100","4","101001","4","1","1074"
"0","0","1.3","1","-30","1","-40","0","250","1.2","1.2","101011","480","bgm_M55","0","10740105","200","5","101011","5","1","1074"
"0","10","1.45","1","-30","1","0","20","210","1","0.8","101021","-470","bgm_M64","0","10750101","100","1","101021","1","1.1","1075"
"0","10","1","1","-30","1","-120","0","200","1","0.65","101021","-250","bgm_M64","0","10750102","200","2","101021","2","0.7","1075"
"-60","0","0.9","1","-30","1","0","-50","200","1.4","0.6","101021","-10","bgm_M64","-13","10750103","150","3","101021","3","0.55","1075"
"0","0","1.5","1","-30","1","-100","-30","200","1","0.9","101021","200","bgm_M64","0","10750104","100","4","101021","4","1","1075"
"0","0","1.8","1","-30","1","0","0","220","1","1.4","101031","470","bgm_M55","0","10750105","200","5","101031","5","1.6","1075"
"-30","10","1","1","-30","1","-110","-25","210","1","0.575","101041","-480","bgm_M64","0","10760101","170","1","101041","1","0.9","1076"
"-30","0","1","1","-30","1","-20","-30","240","1","0.7","101041","-230","bgm_M64","0","10760102","250","2","101041","2","1","1076"
"-10","0","1.4","1","-30","1","-120","-30","200","1","0.9","101041","15","bgm_M64","-15","10760103","100","3","101041","3","1","1076"
"-50","0","1.3","1","-30","1","40","-60","200","1","0.8","101041","200","bgm_M64","0","10760104","300","4","101041","4","1","1076"
"0","0","1.8","1.3","-30","1","-55","-50","210","1","1.1","101042","450","bgm_M55","0","10760105","150","5","101042","5","1.35","1076"
"-30","10","0.8","1","-30","1","-50","0","210","1","0.6","101161","-480","bgm_M64","0","10770101","250","1","101161","1","0.7","1077"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101161","-270","bgm_M64","0","10770102","100","2","101161","2","1.1","1077"
"0","0","1.3","1","-30","1","70","0","200","1","0.9","101161","-10","bgm_M64","0","10770103","100","3","101161","3","1","1077"
"0","0","1.5","1","-30","1","-90","0","200","1","1","101161","200","bgm_M64","0","10770104","200","4","101161","4","1","1077"
"-45","-10","1.15","1.3","-30","1","-70","-50","280","1","0.9","101162","485","bgm_M55","-40","10770105","270","5","101162","5","1","1077"
"-30","10","1","1","-30","1","-90","-25","210","1","0.575","101171","-450","bgm_M64","0","10780101","170","1","101171","1","0.9","1078"
"0","0","1.2","1","-30","1","20","0","240","1","0.75","101171","-225","bgm_M64","0","10780102","100","2","101171","2","1.1","1078"
"-10","0","1.15","1","-30","1","-65","0","200","1","0.8","101171","0","bgm_M64","-10","10780103","100","3","101171","3","1.1","1078"
"-10","0","1","1","-30","1","0","0","200","1","0.65","101171","230","bgm_M64","0","10780104","100","4","101171","4","0.9","1078"
"0","10","1.45","1","-30","1","-30","-50","250","1","1","101172","475","bgm_M55","-20","10780105","200","5","101172","5","1","1078"
"-30","10","0.8","1","-30","1","-50","0","210","1","0.6","101191","-480","bgm_M64","0","10790101","250","1","101191","1","0.7","1079"
"10","0","1.35","1","-30","1","-110","10","240","1","0.9","101191","-260","bgm_M64","0","10790102","200","2","101191","2","1.1","1079"
"-10","0","1.1","1","-30","1","65","0","200","1","0.8","101191","-10","bgm_M64","-15","10790103","100","3","101191","3","1","1079"
"-10","0","1.35","1","-30","1","5","0","200","1","0.9","101191","230","bgm_M64","0","10790104","100","4","101191","4","1.3","1079"
"-45","-10","1.3","1","-30","1","-70","-50","280","1.2","1.1","101192","485","bgm_M55","0","10790105","200","5","101192","5","1","1079"
"0","10","1.35","1","-30","1","0","0","210","1","0.85","101201","-470","bgm_M64","0","10800101","100","1","101201","1","1.1","1080"
"-5","10","1","1","-30","1","-120","0","200","1","0.65","101201","-250","bgm_M64","0","10800102","200","2","101201","2","0.8","1080"
