c70924df1e1d1286a022ba3494fe1a5b52dafde295d866cb33238ad90d093fbd,b42cd0d71305173f166113cabb6aa4917b0ce30e4d53689432258d8d0d5a15f4,5ffd8798ed0dbf6ad76acb80173cc6d80cdd483540eaf41925bf7003ba9c7da8,b032cc8056b4bff193dd9873419901e2cde0d921dc061258f5f225707617786e,059d38e829ec2a289efde84689c8d31cd1d8793f0bd0852f760a38465c37bc06,cf64b525a215d710d537e5773208fe0fe9c921819cddd16bc5ef38daaeb5bf8e,9f79d4adb4461767e930115a3a2c7aeae141bf812d9a07426640bf89d9bcb66a,fb692c91a458780dc63591783e9206a81428d0bb9d40a6173308287211717e2a
"710041905","710041901","710041902","100","710041903","710041904","712104191","710000419"
"710042002","710042004","710042003","100","710042001","710042005","712104201","710000420"
"710042105","710042101","710042104","100","710042103","710042102","712204211","710000421"
"710042205","710042203","710042202","100","710042204","710042201","712204221","710000422"
"710042305","710042303","710042302","100","710042301","710042304","712204231","710000423"
"710042405","710042403","710042402","100","710042401","710042404","712204241","710000424"
"710042505","710042501","710042504","100","710042503","710042502","712204251","710000425"
"710042605","710042603","710042602","100","710042604","710042601","712204261","710000426"
"710042705","710042703","710042702","100","710042701","710042704","712204271","710000427"
"710042805","710042803","710042802","100","710042801","710042804","712204281","710000428"
"710042905","710042901","710042902","100","710042903","710042904","712204291","710000429"
"710043002","710043004","710043003","100","710043001","710043005","712204301","710000430"
"710043105","710043103","710043102","100","710043101","710043104","712304311","710000431"
"710043205","710043201","710043204","100","710043203","710043202","712304321","710000432"
"710043305","710043303","710043302","100","710043301","710043304","712304331","710000433"
"710043405","710043403","710043402","100","710043404","710043401","712304341","710000434"
"710043505","710043503","710043502","100","710043501","710043504","712304351","710000435"
"710043605","710043603","710043604","100","710043601","710043602","712304361","710000436"
"710043705","710043703","710043702","100","710043701","710043704","712304371","710000437"
"710043805","710043803","710043802","100","710043801","710043804","712304381","710000438"
"710043905","710043903","710043904","100","710043901","710043902","712304391","710000439"
"710044002","710044004","710044003","100","710044001","710044005","712304401","710000440"
"710044105","710044103","710044102","100","710044101","710044104","712404411","710000441"
"710044205","710044203","710044202","100","710044201","710044204","712404421","710000442"
"710044305","710044303","710044302","100","710044304","710044301","712404431","710000443"
"710044405","710044403","710044402","100","710044401","710044404","712404441","710000444"
"710044505","710044501","710044502","100","710044503","710044504","712404451","710000445"
"710044605","710044603","710044602","100","710044601","710044604","712404461","710000446"
"710044705","710044701","710044704","100","710044703","710044702","712404471","710000447"
"710044805","710044803","710044802","100","710044804","710044801","712404481","710000448"
"710044905","710044903","710044902","100","710044904","710044901","712404491","710000449"
"710045002","710045001","710045003","100","710045004","710045005","712404501","710000450"
"710045105","710045101","710045102","100","710045103","710045104","712504511","710000451"
"710045205","710045203","710045202","100","710045201","710045204","712504521","710000452"
"710045305","710045303","710045304","100","710045301","710045302","712504531","710000453"
"710045405","710045403","710045404","100","710045401","710045402","712504541","710000454"
"710045505","710045503","710045502","100","710045501","710045504","712504551","710000455"
"710045605","710045603","710045604","100","710045601","710045602","712504561","710000456"
"710045705","710045703","710045702","100","710045704","710045701","712504571","710000457"
"710045805","710045803","710045804","100","710045801","710045802","712504581","710000458"
"710045905","710045903","710045902","100","710045901","710045904","712504591","710000459"
"710046002","710046004","710046003","100","710046001","710046005","712504601","710000460"
"710046105","710046101","710046104","100","710046103","710046102","712604611","710000461"
"710046205","710046203","710046202","100","710046201","710046204","712604621","710000462"
"710046302","710046303","710046305","100","710046301","710046304","712604631","710000463"
"710046405","710046401","710046402","100","710046403","710046404","712604641","710000464"
"710046505","710046503","710046502","100","710046501","710046504","712604651","710000465"
"710046605","710046603","710046602","100","710046601","710046604","712604661","710000466"
"710046702","710046703","710046705","100","710046701","710046704","712604671","710000467"
"710046805","710046803","710046802","100","710046804","710046801","712604681","710000468"
"710046905","710046903","710046902","100","710046901","710046904","712604691","710000469"
"710047005","710047004","710047003","100","710047001","710047002","712604701","710000470"
"710047105","710047103","710047104","100","710047101","710047102","712704711","710000471"
"710047205","710047201","710047204","100","710047203","710047202","712704721","710000472"
"710047302","710047303","710047305","100","710047301","710047304","712704731","710000473"
"710047402","710047403","710047405","100","710047401","710047404","712704741","710000474"
"710047505","710047501","710047502","100","710047503","710047504","712704751","710000475"
"710047605","710047603","710047602","100","710047604","710047601","712704761","710000476"
"710047705","710047701","710047704","100","710047702","710047703","712704771","710000477"
"710047802","710047803","710047805","100","710047801","710047804","712704781","710000478"
"710047905","710047901","710047902","100","710047903","710047904","712704791","710000479"
"710048005","710048001","710048003","100","710048002","710048004","712704801","710000480"
"710048105","710048103","710048102","100","710048101","710048104","712804811","710000481"
"710048202","710048203","710048205","100","710048201","710048204","712804821","710000482"
"710048305","710048303","710048302","100","710048304","710048301","712804831","710000483"
"710048405","710048403","710048402","100","710048404","710048401","712804841","710000484"
"710048505","710048503","710048502","100","710048504","710048501","712804851","710000485"
"710048605","710048603","710048602","100","710048601","710048604","712804861","710000486"
"710048702","710048703","710048705","100","710048701","710048704","712804871","710000487"
"710048805","710048803","710048802","100","710048804","710048801","712804881","710000488"
"710048905","710048903","710048902","100","710048904","710048901","712804891","710000489"
"710049005","710049001","710049003","100","710049004","710049002","712804901","710000490"
"710049105","710049103","710049102","100","710049101","710049104","712904911","710000491"
"710049205","710049201","710049204","100","710049203","710049202","712904921","710000492"
"710049302","710049303","710049305","100","710049301","710049304","712904931","710000493"
"710049405","710049401","710049402","100","710049403","710049404","712904941","710000494"
"710049505","710049503","710049502","100","710049501","710049504","712904951","710000495"
"710049605","710049603","710049602","100","710049601","710049604","712904961","710000496"
"710049705","710049703","710049704","100","710049701","710049702","712904971","710000497"
"710049805","710049803","710049804","100","710049801","710049802","712904981","710000498"
"710049905","710049901","710049902","100","710049903","710049904","712904991","710000499"
"710050005","710050001","710050003","100","710050004","710050002","712905001","710000500"
"710050105","710050103","710050102","100","710050101","710050104","713005011","710000501"
"710050202","710050203","710050205","100","710050201","710050204","713005021","710000502"
"710050302","710050303","710050305","100","710050301","710050304","713005031","710000503"
"710050405","710050401","710050402","100","710050403","710050404","713005041","710000504"
"710050505","710050503","710050504","100","710050501","710050502","713005051","710000505"
"710050605","710050603","710050602","100","710050601","710050604","713005061","710000506"
"710050705","710050703","710050702","100","710050704","710050701","713005071","710000507"
"710050805","710050803","710050804","100","710050801","710050802","713005081","710000508"
"710050902","710050903","710050905","100","710050901","710050904","713005091","710000509"
"710051002","710051004","710051003","100","710051001","710051005","713005101","710000510"
"710051105","710051103","710051102","100","710051101","710051104","713105111","710000511"
"710051205","710051201","710051204","100","710051203","710051202","713105121","710000512"
"710051302","710051303","710051305","100","710051301","710051304","713105131","710000513"
"710051405","710051403","710051404","100","710051401","710051402","713105141","710000514"
"710051505","710051503","710051504","100","710051501","710051502","713105151","710000515"
"710051605","710051601","710051602","100","710051603","710051604","713105161","710000516"
"710051705","710051703","710051704","100","710051701","710051702","713105171","710000517"
"710051805","710051803","710051802","100","710051801","710051804","713105181","710000518"
"710051902","710051903","710051905","100","710051901","710051904","713105191","710000519"
"710052002","710052004","710052003","100","710052001","710052005","713105201","710000520"
"710052105","710052103","710052102","100","710052101","710052104","713205211","710000521"
"710052205","710052201","710052204","100","710052203","710052202","713205221","710000522"
"710052302","710052303","710052305","100","710052301","710052304","713205231","710000523"
"710052405","710052403","710052402","100","710052401","710052404","713205241","710000524"
"710052505","710052503","710052502","100","710052504","710052501","713205251","710000525"
"710052605","710052603","710052604","100","710052601","710052602","713205261","710000526"
"710052702","710052703","710052705","100","710052701","710052704","713205271","710000527"
"710052805","710052803","710052804","100","710052801","710052802","713205281","710000528"
"710052905","710052903","710052902","100","710052901","710052904","713205291","710000529"
"710053002","710053004","710053003","100","710053001","710053005","713205301","710000530"
"710053105","710053103","710053102","100","710053104","710053101","713305311","710000531"
"710053205","710053203","710053202","100","710053201","710053204","713305321","710000532"
"710053305","710053303","710053304","100","710053301","710053302","713305331","710000533"
"710053405","710053401","710053402","100","710053403","710053404","713305341","710000534"
"710053502","710053503","710053505","100","710053504","710053501","713305351","710000535"
"710053605","710053603","710053602","100","710053601","710053604","713305361","710000536"
"710053702","710053703","710053705","100","710053704","710053701","713305371","710000537"
"710053805","710053801","710053804","100","710053803","710053802","713305381","710000538"
"710053905","710053903","710053902","100","710053904","710053901","713305391","710000539"
"710054002","710054004","710054003","100","710054001","710054005","713305401","710000540"
"710054105","710054103","710054102","100","710054104","710054101","713405411","710000541"
"710054202","710054203","710054205","100","710054204","710054201","713405421","710000542"
"710054305","710054303","710054304","100","710054301","710054302","713405431","710000543"
"710054402","710054403","710054405","100","710054401","710054404","713405441","710000544"
"710054505","710054503","710054502","100","710054501","710054504","713405451","710000545"
"710054605","710054603","710054604","100","710054601","710054602","713405461","710000546"
"710054702","710054703","710054701","100","710054704","710054705","713405471","710000547"
"710054805","710054803","710054804","100","710054801","710054802","713405481","710000548"
"710054905","710054901","710054904","100","710054903","710054902","713405491","710000549"
"710055002","710055004","710055003","100","710055001","710055005","713405501","710000550"
"710055105","710055101","710055104","100","710055103","710055102","713505511","710000551"
"710055202","710055203","710055205","100","710055204","710055201","713505521","710000552"
"710055305","710055301","710055304","100","710055303","710055302","713505531","710000553"
"710055402","710055403","710055405","100","710055401","710055404","713505541","710000554"
"710055505","710055503","710055502","100","710055504","710055501","713505551","710000555"
"710055605","710055603","710055604","100","710055601","710055602","713505561","710000556"
"710055705","710055703","710055702","100","710055704","710055701","713505571","710000557"
"710055805","710055803","710055802","100","710055804","710055801","713505581","710000558"
"710055905","710055903","710055904","100","710055901","710055902","713505591","710000559"
"710056002","710056004","710056003","100","710056001","710056005","713505601","710000560"
"710056105","710056101","710056104","100","710056103","710056102","713605611","710000561"
"710056205","710056203","710056204","100","710056201","710056202","713605621","710000562"
"710056302","710056303","710056305","100","710056301","710056304","713605631","710000563"
"710056402","710056403","710056405","100","710056401","710056404","713605641","710000564"
"710056502","710056503","710056505","100","710056501","710056504","713605651","710000565"
"710056605","710056601","710056602","100","710056603","710056604","713605661","710000566"
"710056705","710056703","710056704","100","710056701","710056702","713605671","710000567"
"710056802","710056803","710056801","100","710056804","710056805","713605681","710000568"
"710056905","710056903","710056902","100","710056901","710056904","713605691","710000569"
"710057005","710057004","710057002","100","710057001","710057003","713605701","710000570"
"710057105","710057103","710057102","100","710057101","710057104","713705711","710000571"
"710057202","710057203","710057205","100","710057201","710057204","713705721","710000572"
"710057305","710057301","710057304","100","710057303","710057302","713705731","710000573"
"710057402","710057403","710057405","100","710057404","710057401","713705741","710000574"
"710057505","710057503","710057502","100","710057501","710057504","713705751","710000575"
"710057605","710057601","710057602","100","710057603","710057604","713705761","710000576"
"710057702","710057701","710057705","100","710057703","710057704","713705771","710000577"
"710057805","710057803","710057804","100","710057801","710057802","713705781","710000578"
"710057902","710057903","710057905","100","710057901","710057904","713705791","710000579"
"710058005","710058001","710058003","100","710058004","710058002","713705801","710000580"
"710058105","710058103","710058102","100","710058101","710058104","713805811","710000581"
"710058205","710058201","710058204","100","710058203","710058202","713805821","710000582"
"710058305","710058303","710058302","100","710058304","710058301","713805831","710000583"
"710058405","710058403","710058402","100","710058401","710058404","713805841","710000584"
"710058505","710058503","710058504","100","710058501","710058502","713805851","710000585"
"710058605","710058601","710058604","100","710058603","710058602","713805861","710000586"
"710058705","710058701","710058702","100","710058703","710058704","713805871","710000587"
"710058805","710058803","710058804","100","710058801","710058802","713805881","710000588"
"710058905","710058903","710058902","100","710058901","710058904","713805891","710000589"
"0","710059001","710059005","100","710059002","710059004","713805901","710000590"
"710059105","710059103","710059102","100","710059101","710059104","713905911","710000591"
"710059202","710059203","710059201","100","710059204","710059205","713905921","710000592"
"710059305","710059303","710059302","100","710059301","710059304","713905931","710000593"
"710059405","710059403","710059402","100","710059401","710059404","713905941","710000594"
"710059505","710059501","710059504","100","710059503","710059502","713905951","710000595"
"710059605","710059603","710059602","100","710059601","710059604","713905961","710000596"
"710059705","710059703","710059702","100","710059704","710059701","713905971","710000597"
"710059805","710059803","710059802","100","710059804","710059801","713905981","710000598"
"710059905","710059903","710059902","100","710059901","710059904","713905991","710000599"
"0","710060001","710060004","100","710060005","710060002","713906001","710000600"
"710060105","710060103","710060104","100","710060101","710060102","714006011","710000601"
"710060205","710060203","710060204","100","710060201","710060202","714006021","710000602"
"710060305","710060303","710060304","100","710060301","710060302","714006031","710000603"
"710060405","710060403","710060402","100","710060401","710060404","714006041","710000604"
"710060505","710060503","710060502","100","710060504","710060501","714006051","710000605"
"710060605","710060603","710060602","100","710060604","710060601","714006061","710000606"
"710060705","710060703","710060704","100","710060701","710060702","714006071","710000607"
"710060805","710060803","710060802","100","710060804","710060801","714006081","710000608"
"710060905","710060903","710060902","100","710060901","710060904","714006091","710000609"
"0","710061001","710061004","100","710061002","710061005","714006101","710000610"
"710061105","710061103","710061102","100","710061104","710061101","714106111","710000611"
"710061205","710061203","710061204","100","710061201","710061202","714106121","710000612"
"710061305","710061301","710061304","100","710061303","710061302","714106131","710000613"
"710061405","710061403","710061402","100","710061401","710061404","714106141","710000614"
"710061505","710061501","710061502","100","710061503","710061504","714106151","710000615"
"710061605","710061603","710061602","100","710061604","710061601","714106161","710000616"
"710061705","710061701","710061704","100","710061703","710061702","714106171","710000617"
"710061805","710061803","710061804","100","710061801","710061802","714106181","710000618"
"710061905","710061903","710061902","100","710061901","710061904","714106191","710000619"
"0","710062005","710062004","100","710062001","710062002","714106201","710000620"
"710062102","710062101","710062105","100","710062103","710062104","714206211","710000621"
"710062202","710062203","710062205","100","710062204","710062201","714206221","710000622"
"710062305","710062301","710062304","100","710062303","710062302","714206231","710000623"
"710062405","710062403","710062404","100","710062401","710062402","714206241","710000624"
"710062505","710062501","710062504","100","710062503","710062502","714206251","710000625"
"710062605","710062603","710062602","100","710062604","710062601","714206261","710000626"
"710062705","710062703","710062702","100","710062701","710062704","714206271","710000627"
"710062805","710062803","710062802","100","710062804","710062801","714206281","710000628"
"710062905","710062903","710062904","100","710062901","710062902","714206291","710000629"
"0","710063001","710063004","100","710063005","710063002","714206301","710000630"
"710063105","710063103","710063102","100","710063104","710063101","714306311","710000631"
"710063205","710063203","710063202","100","710063201","710063204","714306321","710000632"
"710063305","710063303","710063304","100","710063301","710063302","714306331","710000633"
"710063405","710063403","710063402","100","710063401","710063404","714306341","710000634"
"710063502","710063503","710063501","100","710063504","710063505","714306351","710000635"
"710063605","710063603","710063602","100","710063601","710063604","714306361","710000636"
"710063705","710063701","710063704","100","710063703","710063702","714306371","710000637"
"710063805","710063803","710063802","100","710063801","710063804","714306381","710000638"
"710063902","710063903","710063901","100","710063904","710063905","714306391","710000639"
"0","710064001","710064004","100","710064005","710064002","714306401","710000640"
"710064104","710064105","710064103","100","710064101","710064102","714406411","710000641"
"710064205","710064203","710064202","100","710064201","710064204","714406421","710000642"
"710064305","710064303","710064302","100","710064304","710064301","714406431","710000643"
"710064405","710064401","710064404","100","710064403","710064402","714406441","710000644"
"710064505","710064503","710064502","100","710064501","710064504","714406451","710000645"
"710064605","710064603","710064602","100","710064604","710064601","714406461","710000646"
"710064705","710064701","710064704","100","710064703","710064702","714406471","710000647"
"710064802","710064803","710064805","100","710064804","710064801","714406481","710000648"
"710064905","710064903","710064902","100","710064901","710064904","714406491","710000649"
"0","710065005","710065004","100","710065001","710065002","714406501","710000650"
"710065105","710065103","710065102","100","710065101","710065104","714506511","710000651"
"710065205","710065203","710065202","100","710065201","710065204","714506521","710000652"
"710065305","710065303","710065302","100","710065301","710065304","714506531","710000653"
"710065405","710065403","710065402","100","710065401","710065404","714506541","710000654"
"710065505","710065503","710065502","100","710065501","710065504","714506551","710000655"
"710065605","710065601","710065604","100","710065603","710065602","714506561","710000656"
"710065705","710065703","710065702","100","710065701","710065704","714506571","710000657"
"710065805","710065801","710065804","100","710065803","710065802","714506581","710000658"
"710065905","710065903","710065902","100","710065904","710065901","714506591","710000659"
"0","710066001","710066004","100","710066005","710066002","714506601","710000660"
"710066105","710066103","710066104","100","710066101","710066102","714606611","710000661"
"710066205","710066203","710066204","100","710066201","710066202","714606621","710000662"
"710066305","710066303","710066302","100","710066301","710066304","714606631","710000663"
"710066405","710066401","710066402","100","710066403","710066404","714606641","710000664"
"710066505","710066503","710066502","100","710066504","710066501","714606651","710000665"
"710066605","710066601","710066604","100","710066603","710066602","714606661","710000666"
"710066705","710066703","710066704","100","710066701","710066702","714606671","710000667"
"710066805","710066803","710066802","100","710066801","710066804","714606681","710000668"
"710066902","710066901","710066905","100","710066903","710066904","714606691","710000669"
"0","710067001","710067005","100","710067004","710067002","714606701","710000670"
"710067105","710067101","710067102","100","710067103","710067104","714706711","710000671"
"710067205","710067201","710067204","100","710067203","710067202","714706721","710000672"
"710067305","710067303","710067302","100","710067304","710067301","714706731","710000673"
"710067405","710067403","710067404","100","710067401","710067402","714706741","710000674"
"710067505","710067503","710067504","100","710067501","710067502","714706751","710000675"
"710067605","710067603","710067602","100","710067604","710067601","714706761","710000676"
"710067702","710067701","710067705","100","710067703","710067704","714706771","710000677"
"710067802","710067803","710067805","100","710067804","710067801","714706781","710000678"
"710067905","710067903","710067904","100","710067901","710067902","714706791","710000679"
"0","710068001","710068005","100","710068004","710068002","714706801","710000680"
"710068105","710068103","710068102","100","710068104","710068101","714806811","710000681"
"710068205","710068203","710068202","100","710068204","710068201","714806821","710000682"
"710068305","710068303","710068302","100","710068301","710068304","714806831","710000683"
"710068405","710068401","710068404","100","710068402","710068403","714806841","710000684"
"710068505","710068503","710068502","100","710068501","710068504","714806851","710000685"
"710068605","710068603","710068602","100","710068604","710068601","714806861","710000686"
"710068702","710068701","710068705","100","710068703","710068704","714806871","710000687"
"710068805","710068803","710068802","100","710068804","710068801","714806881","710000688"
"710068905","710068903","710068904","100","710068901","710068902","714806891","710000689"
"0","710069001","710069005","100","710069002","710069004","714806901","710000690"
"710069105","710069103","710069102","100","710069104","710069101","714906911","710000691"
"710069205","710069203","710069202","100","710069201","710069204","714906921","710000692"
"710069305","710069303","710069302","100","710069301","710069304","714906931","710000693"
"710069405","710069403","710069402","100","710069401","710069404","714906941","710000694"
"710069505","710069503","710069502","100","710069504","710069501","714906951","710000695"
"710069605","710069603","710069602","100","710069604","710069601","714906961","710000696"
"710069702","710069703","710069705","100","710069704","710069701","714906971","710000697"
"710069805","710069803","710069802","100","710069801","710069804","714906981","710000698"
"710069905","710069903","710069902","100","710069904","710069901","714906991","710000699"
"0","710070001","710070005","100","710070004","710070002","714907001","710000700"
"710070105","710070101","710070104","100","710070102","710070103","715007011","710000701"
"710070205","710070203","710070204","100","710070201","710070202","715007021","710000702"
"710070305","710070303","710070304","100","710070301","710070302","715007031","710000703"
"710070402","710070401","710070405","100","710070403","710070404","715007041","710000704"
"710070502","710070503","710070505","100","710070504","710070501","715007051","710000705"
"710070605","710070601","710070602","100","710070603","710070604","715007061","710000706"
"710070705","710070703","710070704","100","710070701","710070702","715007071","710000707"
"710070805","710070801","710070804","100","710070803","710070802","715007081","710000708"
"710070905","710070903","710070902","100","710070904","710070901","715007091","710000709"
"0","710071001","710071005","100","710071004","710071002","715007101","710000710"
"710071102","710071103","710071105","100","710071101","710071104","715107111","710000711"
"710071205","710071204","710071202","100","710071203","710071201","715107121","710000712"
"710071305","710071301","710071302","100","710071303","710071304","715107131","710000713"
"710071405","710071401","710071404","100","710071402","710071403","715107141","710000714"
"710071505","710071501","710071504","100","710071503","710071502","715107151","710000715"
"710071605","710071603","710071602","100","710071601","710071604","715107161","710000716"
"710071705","710071703","710071702","100","710071704","710071701","715107171","710000717"
"710071805","710071801","710071804","100","710071803","710071802","715107181","710000718"
"710071902","710071903","710071905","100","710071901","710071904","715107191","710000719"
"0","710072004","710072005","100","710072001","710072002","715107201","710000720"
"710072105","710072103","710072102","100","710072101","710072104","715207211","710000721"
"710072205","710072203","710072202","100","710072204","710072201","715207221","710000722"
"710072302","710072303","710072305","100","710072301","710072304","715207231","710000723"
"710072405","710072403","710072402","100","710072401","710072404","715207241","710000724"
"710072502","710072503","710072505","100","710072501","710072504","715207251","710000725"
"710072605","710072603","710072602","100","710072601","710072604","715207261","710000726"
"710072705","710072703","710072702","100","710072704","710072701","715207271","710000727"
"710072805","710072803","710072802","100","710072801","710072804","715207281","710000728"
"710072905","710072901","710072904","100","710072903","710072902","715207291","710000729"
"0","710073001","710073005","100","710073004","710073002","715207301","710000730"
"710073105","710073103","710073104","100","710073101","710073102","715307311","710000731"
"710073205","710073201","710073204","100","710073202","710073203","715307321","710000732"
"710073305","710073303","710073302","100","710073301","710073304","715307331","710000733"
"710073405","710073403","710073402","100","710073401","710073404","715307341","710000734"
"710073505","710073501","710073504","100","710073503","710073502","715307351","710000735"
"710073602","710073603","710073605","100","710073601","710073604","715307361","710000736"
"710073702","710073701","710073705","100","710073703","710073704","715307371","710000737"
"710073805","710073803","710073802","100","710073801","710073804","715307381","710000738"
"710073905","710073903","710073904","100","710073901","710073902","715307391","710000739"
"0","710074004","710074005","100","710074001","710074002","715307401","710000740"
"710074102","710074101","710074105","100","710074103","710074104","715407411","710000741"
"710074202","710074203","710074201","100","710074204","710074205","715407421","710000742"
"710074302","710074303","710074305","100","710074304","710074301","715407431","710000743"
"710074402","710074403","710074405","100","710074401","710074404","715407441","710000744"
"710074505","710074501","710074504","100","710074503","710074502","715407451","710000745"
"710074605","710074601","710074602","100","710074603","710074604","715407461","710000746"
"710074705","710074703","710074704","100","710074701","710074702","715407471","710000747"
"710074805","710074803","710074804","100","710074801","710074802","715407481","710000748"
"710074905","710074903","710074902","100","710074904","710074901","715407491","710000749"
"0","710075004","710075005","100","710075001","710075002","715407501","710000750"
"720007002","720007003","720007005","100","720007004","720007001","720100701","720000001"
"720011002","720011003","720011005","100","720011004","720011001","720201101","720000002"
"720013002","720013003","720013005","100","720013004","720013001","720301301","720000003"
"720015005","720015001","720015004","100","720015002","720015003","720401501","720000004"
"720017005","720017001","720017004","100","720017002","720017003","720501701","720000005"
"720019005","720019001","720019003","100","720019002","720019004","720601901","720000006"
"720021005","720021001","720021004","100","720021002","720021003","720702101","720000007"
"0","720023002","720023004","100","720023003","720023001","720802301","720000008"
"0","720025001","720025004","100","720025002","720025003","720902501","720000009"
"720027005","720027001","720027004","100","720027002","720027003","721002701","720000010"
"720029005","720029001","720029004","100","720029002","720029003","721102901","720000011"
"720031005","720031001","720031004","100","720031003","720031002","721203101","720000012"
"720033005","720033001","720033004","100","720033002","720033003","721303301","720000013"
"720035005","720035001","720035003","100","720035002","720035004","721403501","720000014"
"720036005","720036001","720036003","100","720036002","720036004","721503601","720000015"
"720037005","720037001","720037003","100","720037002","720037004","721603701","720000016"
"720038005","720038001","720038003","100","720038002","720038004","721703801","720000017"
"720039005","720039001","720039003","100","720039002","720039004","721803901","720000018"
"720040005","720040001","720040003","100","720040002","720040004","721904001","720000019"
"720041005","720041001","720041003","100","720041002","720041004","722004101","720000020"
"720042005","720042001","720042003","100","720042002","720042004","722104201","720000021"
"720043005","720043001","720043003","100","720043002","720043004","722204301","720000022"
"720044005","720044001","720044003","100","720044002","720044004","722304401","720000023"
"720045005","720045001","720045003","100","720045002","720045004","722404501","720000024"
"720046005","720046001","720046003","100","720046002","720046004","722504601","720000025"
"720047005","720047001","720047003","100","720047002","720047004","722604701","720000026"
"720048005","720048001","720048003","100","720048002","720048004","722704801","720000027"
"720049005","720049001","720049003","100","720049002","720049004","722804901","720000028"
"720050005","720050001","720050003","100","720050002","720050004","722905001","720000029"
"720051005","720051001","720051003","100","720051002","720051004","723005101","720000030"
"720052005","720052001","720052003","100","720052002","720052004","723105201","720000031"
"720053005","720053001","720053003","100","720053002","720053004","723205301","720000032"
"720054005","720054001","720054003","100","720054002","720054004","723305401","720000033"
"720055005","720055001","720055003","100","720055002","720055004","723405501","720000034"
"720056005","720056001","720056003","100","720056002","720056004","723505601","720000035"
"720057005","720057001","720057003","100","720057002","720057004","723605701","720000036"
"720058005","720058001","720058003","100","720058002","720058004","723705801","720000037"
"0","720059001","720059005","100","720059002","720059004","723805901","720000038"
"0","720060001","720060005","100","720060002","720060004","723906001","720000039"
"0","720061001","720061005","100","720061002","720061004","724006101","720000040"
"0","720062001","720062005","100","720062002","720062004","724106201","720000041"
"0","720063001","720063005","100","720063002","720063004","724206301","720000042"
"0","720064001","720064005","100","720064002","720064004","724306401","720000043"
"0","720065001","720065005","100","720065002","720065004","724406501","720000044"
"0","720066001","720066005","100","720066002","720066004","724506601","720000045"
"0","720067001","720067005","100","720067002","720067004","724606701","720000046"
"0","720068001","720068005","100","720068002","720068004","724706801","720000047"
"0","720069001","720069005","100","720069002","720069004","724806901","720000048"
"0","720070001","720070005","100","720070002","720070004","724907001","720000049"
"0","720071001","720071005","100","720071002","720071004","725007101","720000050"
"0","720072001","720072005","100","720072002","720072004","725107201","720000051"
"0","720073001","720073005","100","720073002","720073004","725207301","720000052"
"0","720074001","720074005","100","720074002","720074004","725307401","720000053"
"0","720075001","720075005","100","720075002","720075004","725407501","720000054"
"0","730035011","730035015","100","730035014","730035012","731403501","730000001"
"730035023","730035021","730035025","100","730035024","730035022","731403502","730000002"
"730035035","730035031","730035033","100","730035032","730035034","731403503","730000003"
"0","730036015","730036012","100","730036011","730036014","731503601","730000004"
"730036025","730036021","730036023","100","730036024","730036022","731503602","730000005"
"730036035","730036031","730036033","100","730036034","730036032","731503603","730000006"
"0","730037014","730037012","100","730037011","730037015","731603701","730000007"
"730037023","730037021","730037025","100","730037022","730037024","731603702","730000008"
"730037033","730037034","730037035","100","730037031","730037032","731603703","730000009"
"0","730038014","730038015","100","730038011","730038012","731703801","730000010"
"730038023","730038024","730038025","100","730038021","730038022","731703802","730000011"
"730038033","730038034","730038032","100","730038031","730038035","731703803","730000012"
"0","730039014","730039015","100","730039011","730039012","731803901","730000013"
"730039025","730039024","730039023","100","730039021","730039022","731803902","730000014"
"730039033","730039034","730039035","100","730039031","730039032","731803903","730000015"
"0","730040014","730040012","100","730040015","730040011","731904001","730000016"
"730040023","730040021","730040025","100","730040024","730040022","731904002","730000017"
"730040035","730040031","730040033","100","730040032","730040034","731904003","730000018"
"0","730041014","730041012","100","730041011","730041015","732004101","730000019"
"730041025","730041024","730041023","100","730041021","730041022","732004102","730000020"
"730041033","730041031","730041032","100","730041034","730041035","732004103","730000021"
"0","730042014","730042012","100","730042015","730042011","732104201","730000022"
"730042023","730042024","730042025","100","730042021","730042022","732104202","730000023"
"730042033","730042034","730042032","100","730042031","730042035","732104203","730000024"
"0","730043014","730043012","100","730043011","730043015","732204301","730000025"
"730043023","730043024","730043025","100","730043021","730043022","732204302","730000026"
"730043035","730043034","730043033","100","730043031","730043032","732204303","730000027"
"0","730044011","730044015","100","730044014","730044012","732304401","730000028"
"730044023","730044024","730044025","100","730044021","730044022","732304402","730000029"
"730044035","730044034","730044033","100","730044031","730044032","732304403","730000030"
"0","730045014","730045012","100","730045015","730045011","732404501","730000031"
"730045025","730045024","730045023","100","730045021","730045022","732404502","730000032"
"730045033","730045034","730045035","100","730045031","730045032","732404503","730000033"
"0","730046014","730046012","100","730046011","730046015","732504601","730000034"
"730046025","730046021","730046023","100","730046022","730046024","732504602","730000035"
"730046033","730046034","730046035","100","730046031","730046032","732504603","730000036"
"0","730047014","730047012","100","730047011","730047015","732604701","730000037"
"730047023","730047021","730047025","100","730047022","730047024","732604702","730000038"
"730047033","730047034","730047035","100","730047031","730047032","732604703","730000039"
"0","730048014","730048015","100","730048011","730048012","732704801","730000040"
"730048023","730048024","730048025","100","730048021","730048022","732704802","730000041"
"730048033","730048034","730048035","100","730048031","730048032","732704803","730000042"
"0","730049011","730049015","100","730049014","730049012","732804901","730000043"
"730049023","730049021","730049025","100","730049022","730049024","732804902","730000044"
