ddd2dc90cb4e2aca39f2ae7ccae1e727ea8422d97a2bdc5b56c0fd7e347b88cc,1044319fd232c61d647419f84fd64c2b34e04f284f1073d69e29afde3898260d,07074b991a457cd446e2924250a6c4f51f60f4863701cde7caefd42da9af789d,3147dcef27b734becdabbd0fd6f33b14fed6f580ac5eccaa55710b930ffed6e5,0c16c4f4fcc926f95f9214fb5234779f0d59e7d48f6e01972cd0094edaadaeea,bbcf130b2a06e1e8af762aed03dadbf2946546f36d35e4a887468bbef12466eb,3cd816e3db14e32b7035392008b213e50f23c9c3ba81fc29b7b9eae121f6e628,118d4d21ce98f51442479489e4af46ebc37ede0c2a831b3b8f915145b840fd55,bb8e809e3af5d4736444eeb635034c4883fb0989282776a197785697d4de576f,324dcb6443504ed937e5ea45f4b919ed242522311d5e34a9800293f40bfe13aa,c40288f98c9261902a480acfaccbb6ffe4490d35efcb92e958030add270c6210,1a6d68f2b1203e68383a27001da7763e63693ef5f3a20477be8fccfa24d7e350
"10074015","1","0","117501","2021/09/14 20:59:59","5074001","2021/08/31 12:00:00","0","10074","2","1003","5074426"
"10074016","1","0","100801","2021/09/14 20:59:59","5074002","2021/08/31 12:00:00","0","10074","4","1003","5074427"
"10074017","1","0","117501","2021/09/14 20:59:59","5074001","2021/08/31 12:00:00","0","10074","7","1003","5074428"
"10074018","1","0","100801","2021/09/14 20:59:59","5074002","2021/08/31 12:00:00","0","10074","10","1003","5074429"
"10074019","1","0","117501","2021/09/14 20:59:59","5074001","2021/08/31 12:00:00","0","10074","13","1003","5074430"
"10074020","1","0","117501","2021/09/14 20:59:59","5074001","2021/08/31 12:00:00","0","10074","15","1003","5074431"
"10074021","1","1","117501","2021/09/14 20:59:59","5074003","2021/08/31 12:00:00","0","10074","1007403","1002","5074442"
"10074022","1","0","117601","2021/09/14 20:59:59","5074003","2021/08/31 12:00:00","0","10074","20","1001","5074444"
"10074023","1","0","117601","2021/09/14 20:59:59","5074003","2021/08/31 12:00:00","0","10074","4","1003","5074447"
"10074024","1","0","117601","2021/09/14 20:59:59","5074003","2021/08/31 12:00:00","0","10074","10","1003","5074449"
"10074025","1","0","117501","2021/09/14 20:59:59","5074003","2021/08/31 12:00:00","0","10074","15","1003","5074451"
"10075001","0","1","100601","2021/09/26 20:59:59","0","2021/09/17 12:00:00","0","10075","1007503","1002","5048422"
"10075002","1","1","113701","2021/09/26 20:59:59","5048001","2021/09/17 12:00:00","0","10075","1007503","1002","5048402"
"10075003","0","0","113801","2021/09/26 20:59:59","0","2021/09/17 12:00:00","0","10075","10","1001","5048403"
"10075004","0","0","100601","2021/09/26 20:59:59","0","2021/09/17 12:00:00","0","10075","20","1001","5048424"
"10075005","1","0","113701","2021/09/26 20:59:59","5048001","2021/09/17 12:00:00","0","10075","20","1001","5048404"
"10075006","0","0","100601","2021/09/26 20:59:59","0","2021/09/17 12:00:00","0","10075","30","1001","5048425"
"10075007","1","0","113701","2021/09/26 20:59:59","5048001","2021/09/17 12:00:00","0","10075","30","1001","5048405"
"10075008","0","0","113801","2021/09/26 20:59:59","0","2021/09/17 12:00:00","0","10075","2","1003","5048406"
"10075009","0","0","100601","2021/09/26 20:59:59","0","2021/09/17 12:00:00","0","10075","3","1003","5048427"
"10075010","1","0","113701","2021/09/26 20:59:59","5048001","2021/09/17 12:00:00","0","10075","3","1003","5048407"
"10075011","0","0","113801","2021/09/26 20:59:59","0","2021/09/17 12:00:00","0","10075","4","1003","5048408"
"10075012","0","0","113801","2021/09/26 20:59:59","0","2021/09/17 12:00:00","0","10075","5","1003","5048409"
"10075013","0","0","100601","2021/09/26 20:59:59","0","2021/09/17 12:00:00","0","10075","6","1003","5048430"
"10075014","1","0","113701","2021/09/26 20:59:59","5048001","2021/09/17 12:00:00","0","10075","6","1003","5048410"
"10075015","0","0","113801","2021/09/26 20:59:59","0","2021/09/17 12:00:00","0","10075","8","1003","5048411"
"10076001","0","0","117801","2021/10/14 20:59:59","0","2021/09/30 12:00:00","0","10076","117801","1004","5076401"
"10076002","0","1","101701","2021/10/14 20:59:59","0","2021/09/30 12:00:00","0","10076","1007603","1002","5076402"
"10076003","0","0","103001","2021/10/14 20:59:59","0","2021/09/30 12:00:00","0","10076","10","1001","5076403"
"10076004","0","0","101601","2021/10/14 20:59:59","0","2021/09/30 12:00:00","0","10076","20","1001","5076404"
"10076005","0","0","101701","2021/10/14 20:59:59","0","2021/09/30 12:00:00","0","10076","30","1001","5076405"
"10076006","0","0","101701","2021/10/14 20:59:59","0","2021/09/30 12:00:00","0","10076","2","1003","5076406"
"10076007","0","0","103001","2021/10/14 20:59:59","0","2021/09/30 12:00:00","0","10076","4","1003","5076407"
"10076008","0","0","101701","2021/10/14 20:59:59","0","2021/09/30 12:00:00","0","10076","7","1003","5076408"
"10076010","0","0","101701","2021/10/14 20:59:59","0","2021/09/30 12:00:00","0","10076","13","1003","5076410"
"10076011","0","0","101701","2021/10/14 20:59:59","0","2021/09/30 12:00:00","0","10076","15","1003","5076411"
"10076012","1","1","117701","2021/10/14 20:59:59","5076002","2021/09/30 12:00:00","0","10076","1007603","1002","5076422"
"10076013","1","0","117801","2021/10/14 20:59:59","5076002","2021/09/30 12:00:00","0","10076","10","1001","5076423"
"10076014","1","0","117901","2021/10/14 20:59:59","5076002","2021/09/30 12:00:00","0","10076","20","1001","5076424"
"10076015","1","0","117701","2021/10/14 20:59:59","5076002","2021/09/30 12:00:00","0","10076","30","1001","5076425"
"10076016","1","0","117701","2021/10/14 20:59:59","5076002","2021/09/30 12:00:00","0","10076","2","1003","5076426"
"10076017","1","0","117801","2021/10/14 20:59:59","5076002","2021/09/30 12:00:00","0","10076","4","1003","5076427"
"10076018","1","0","117701","2021/10/14 20:59:59","5076002","2021/09/30 12:00:00","0","10076","7","1003","5076428"
"10076019","1","0","117901","2021/10/14 20:59:59","5076002","2021/09/30 12:00:00","0","10076","10","1003","5076429"
"10076020","1","0","117701","2021/10/14 20:59:59","5076002","2021/09/30 12:00:00","0","10076","13","1003","5076430"
"10076021","1","0","117701","2021/10/14 20:59:59","5076002","2021/09/30 12:00:00","0","10076","15","1003","5076431"
"10076022","1","1","117701","2021/10/14 20:59:59","5076005","2021/09/30 12:00:00","0","10076","1007603","1002","5076442"
"10076023","1","0","117801","2021/10/14 20:59:59","5076005","2021/09/30 12:00:00","0","10076","10","1001","5076443"
"10076024","1","0","117901","2021/10/14 20:59:59","5076005","2021/09/30 12:00:00","0","10076","20","1001","5076444"
"10076025","1","0","117701","2021/10/14 20:59:59","5076005","2021/09/30 12:00:00","0","10076","30","1001","5076445"
"10076026","1","0","117701","2021/10/14 20:59:59","5076005","2021/09/30 12:00:00","0","10076","2","1003","5076446"
"10076027","1","0","117801","2021/10/14 20:59:59","5076005","2021/09/30 12:00:00","0","10076","4","1003","5076447"
"10076028","1","0","117701","2021/10/14 20:59:59","5076005","2021/09/30 12:00:00","0","10076","7","1003","5076448"
"10076029","1","0","117901","2021/10/14 20:59:59","5076005","2021/09/30 12:00:00","0","10076","10","1003","5076449"
"10076030","1","0","117701","2021/10/14 20:59:59","5076005","2021/09/30 12:00:00","0","10076","13","1003","5076450"
"10076031","1","0","117701","2021/10/14 20:59:59","5076005","2021/09/30 12:00:00","0","10076","15","1003","5076451"
"10077001","0","0","114101","2021/10/27 20:59:59","0","2021/10/18 12:00:00","0","10077","114101","1004","5050401"
"10077002","0","1","100501","2021/10/27 20:59:59","0","2021/10/18 12:00:00","0","10077","1007703","1002","5050422"
"10077003","0","0","100501","2021/10/27 20:59:59","0","2021/10/18 12:00:00","0","10077","10","1001","5050423"
"10077004","0","0","105401","2021/10/27 20:59:59","0","2021/10/18 12:00:00","0","10077","20","1001","5050424"
"10077005","0","0","100301","2021/10/27 20:59:59","0","2021/10/18 12:00:00","0","10077","30","1001","5050425"
"10077006","0","0","105401","2021/10/27 20:59:59","0","2021/10/18 12:00:00","0","10077","2","1003","5050426"
"10077007","0","0","100301","2021/10/27 20:59:59","0","2021/10/18 12:00:00","0","10077","3","1003","5050427"
"10077008","0","0","100501","2021/10/27 20:59:59","0","2021/10/18 12:00:00","0","10077","4","1003","5050428"
"10077009","0","0","105401","2021/10/27 20:59:59","0","2021/10/18 12:00:00","0","10077","5","1003","5050429"
"10077010","0","0","100301","2021/10/27 20:59:59","0","2021/10/18 12:00:00","0","10077","6","1003","5050430"
"10077011","0","0","105401","2021/10/27 20:59:59","0","2021/10/18 12:00:00","0","10077","8","1003","5050431"
"10077012","1","1","114101","2021/10/27 20:59:59","5050001","2021/10/18 12:00:00","0","10077","1007703","1002","5050402"
"10077013","1","0","114101","2021/10/27 20:59:59","5050001","2021/10/18 12:00:00","0","10077","10","1001","5050403"
"10077014","1","0","113901","2021/10/27 20:59:59","5050001","2021/10/18 12:00:00","0","10077","20","1001","5050404"
"10077015","1","0","114001","2021/10/27 20:59:59","5050001","2021/10/18 12:00:00","0","10077","30","1001","5050405"
"10077016","1","0","113901","2021/10/27 20:59:59","5050001","2021/10/18 12:00:00","0","10077","2","1003","5050406"
"10077017","1","0","114001","2021/10/27 20:59:59","5050001","2021/10/18 12:00:00","0","10077","3","1003","5050407"
"10077018","1","0","114101","2021/10/27 20:59:59","5050001","2021/10/18 12:00:00","0","10077","4","1003","5050408"
"10077019","1","0","113901","2021/10/27 20:59:59","5050001","2021/10/18 12:00:00","0","10077","5","1003","5050409"
"10077020","1","0","114001","2021/10/27 20:59:59","5050001","2021/10/18 12:00:00","0","10077","6","1003","5050410"
"10077021","1","0","113901","2021/10/27 20:59:59","5050001","2021/10/18 12:00:00","0","10077","8","1003","5050411"
"10078001","0","0","120101","2021/11/14 20:59:59","0","2021/10/31 12:00:00","0","10078","10","1001","5078403"
"10078002","0","0","120201","2021/11/14 20:59:59","0","2021/10/31 12:00:00","0","10078","20","1001","5078404"
"10078004","0","0","120101","2021/11/14 20:59:59","0","2021/10/31 12:00:00","0","10078","2","1003","5078406"
"10078005","0","0","120201","2021/11/14 20:59:59","5078002","2021/10/31 12:00:00","0","10078","4","1003","5078407"
"10078006","1","0","120101","2021/11/14 20:59:59","5078004","2021/10/31 12:00:00","0","10078","10","1001","5078423"
"10078007","1","0","120201","2021/11/14 20:59:59","5078004","2021/10/31 12:00:00","0","10078","20","1001","5078424"
"10078008","0","0","120301","2021/11/14 20:59:59","0","2021/10/31 12:00:00","0","10078","30","1001","5078425"
"10078009","1","0","120101","2021/11/14 20:59:59","5078004","2021/10/31 12:00:00","0","10078","2","1003","5078426"
"10078010","1","0","120201","2021/11/14 20:59:59","5078004","2021/10/31 12:00:00","0","10078","4","1003","5078427"
"10078011","1","0","120301","2021/11/14 20:59:59","5078004","2021/10/31 12:00:00","0","10078","7","1003","5078428"
"10078012","0","1","119001","2021/11/14 20:59:59","0","2021/10/31 12:00:00","0","10078","1007803","1002","5078442"
"10078013","1","0","119001","2021/11/14 20:59:59","5078006","2021/10/31 12:00:00","0","10078","10","1001","5078443"
"10078014","1","0","119101","2021/11/14 20:59:59","5078006","2021/10/31 12:00:00","0","10078","20","1001","5078444"
"10078015","1","0","120001","2021/11/14 20:59:59","5078006","2021/10/31 12:00:00","0","10078","30","1001","5078445"
"10078016","1","0","119001","2021/11/14 20:59:59","5078006","2021/10/31 12:00:00","0","10078","2","1003","5078446"
"10078017","1","0","119101","2021/11/14 20:59:59","5078006","2021/10/31 12:00:00","0","10078","4","1003","5078447"
"10078018","1","0","120001","2021/11/14 20:59:59","5078006","2021/10/31 12:00:00","0","10078","7","1003","5078448"
"10078019","1","0","119001","2021/11/14 20:59:59","5078006","2021/10/31 12:00:00","0","10078","10","1003","5078449"
"10078020","1","0","119101","2021/11/14 20:59:59","5078006","2021/10/31 12:00:00","0","10078","13","1003","5078450"
"10078021","1","0","119001","2021/11/14 20:59:59","5078006","2021/10/31 12:00:00","0","10078","15","1003","5078451"
"10079001","0","1","114201","2021/11/25 20:59:59","0","2021/11/18 12:00:00","0","10079","1007903","1002","5052422"
"10079002","0","0","114201","2021/11/25 20:59:59","0","2021/11/18 12:00:00","0","10079","10","1001","5052403"
"10079003","0","0","103701","2021/11/25 20:59:59","0","2021/11/18 12:00:00","0","10079","20","1001","5052424"
"10079004","0","0","114201","2021/11/25 20:59:59","0","2021/11/18 12:00:00","0","10079","30","1001","5052405"
"10079005","0","0","114201","2021/11/25 20:59:59","0","2021/11/18 12:00:00","0","10079","2","1003","5052406"
"10079006","0","0","103701","2021/11/25 20:59:59","0","2021/11/18 12:00:00","0","10079","3","1003","5052427"
"10079007","0","0","114201","2021/11/25 20:59:59","0","2021/11/18 12:00:00","0","10079","4","1003","5052408"
"10079008","0","0","103701","2021/11/25 20:59:59","0","2021/11/18 12:00:00","0","10079","5","1003","5052429"
"10079009","0","0","114201","2021/11/25 20:59:59","0","2021/11/18 12:00:00","0","10079","6","1003","5052410"
"10079010","0","0","114201","2021/11/25 20:59:59","0","2021/11/18 12:00:00","0","10079","8","1003","5052431"
"10079011","1","1","114201","2021/11/25 20:59:59","5052002","2021/11/18 12:00:00","0","10079","1007903","1002","5052402"
"10079012","1","0","114301","2021/11/25 20:59:59","5052002","2021/11/18 12:00:00","0","10079","20","1001","5052404"
"10079013","1","0","114301","2021/11/25 20:59:59","5052002","2021/11/18 12:00:00","0","10079","3","1003","5052407"
"10079014","1","0","114301","2021/11/25 20:59:59","5052002","2021/11/18 12:00:00","0","10079","5","1003","5052409"
"10079015","1","0","114201","2021/11/25 20:59:59","5052002","2021/11/18 12:00:00","0","10079","8","1003","5052411"
"10080001","0","0","119201","2021/12/14 20:59:59","0","2021/11/30 12:00:00","0","10080","119201","1004","5080401"
"10080002","0","1","103301","2021/12/14 20:59:59","0","2021/11/30 12:00:00","0","10080","1008003","1002","5080402"
"10080003","0","0","103301","2021/12/14 20:59:59","0","2021/11/30 12:00:00","0","10080","10","1001","5080403"
"10080004","0","0","101101","2021/12/14 20:59:59","0","2021/11/30 12:00:00","0","10080","20","1001","5080404"
"10080005","0","0","100701","2021/12/14 20:59:59","0","2021/11/30 12:00:00","0","10080","30","1001","5080405"
"10080006","0","0","100701","2021/12/14 20:59:59","0","2021/11/30 12:00:00","0","10080","2","1003","5080406"
"10080007","0","0","103301","2021/12/14 20:59:59","0","2021/11/30 12:00:00","0","10080","7","1003","5080408"
"10080008","0","0","100701","2021/12/14 20:59:59","0","2021/11/30 12:00:00","0","10080","13","1003","5080410"
"10080009","0","0","100701","2021/12/14 20:59:59","0","2021/11/30 12:00:00","0","10080","15","1003","5080411"
"10080010","1","0","101101","2021/12/14 20:59:59","5080001","2021/11/30 12:00:00","0","10080","4","1003","5080407"
"10080011","1","0","101101","2021/12/14 20:59:59","5080001","2021/11/30 12:00:00","0","10080","10","1003","5080409"
"10080012","1","1","119201","2021/12/14 20:59:59","5080002","2021/11/30 12:00:00","0","10080","1008003","1002","5080422"
"10080013","1","0","119201","2021/12/14 20:59:59","5080002","2021/11/30 12:00:00","0","10080","10","1001","5080423"
"10080014","1","0","119301","2021/12/14 20:59:59","5080002","2021/11/30 12:00:00","0","10080","20","1001","5080424"
"10080015","1","0","119901","2021/12/14 20:59:59","5080002","2021/11/30 12:00:00","0","10080","30","1001","5080425"
"10080016","1","0","119901","2021/12/14 20:59:59","5080002","2021/11/30 12:00:00","0","10080","2","1003","5080426"
"10080017","1","0","119301","2021/12/14 20:59:59","5080002","2021/11/30 12:00:00","0","10080","4","1003","5080427"
"10080018","1","0","119201","2021/12/14 20:59:59","5080002","2021/11/30 12:00:00","0","10080","7","1003","5080428"
"10080019","1","0","119301","2021/12/14 20:59:59","5080002","2021/11/30 12:00:00","0","10080","10","1003","5080429"
"10080020","1","0","119901","2021/12/14 20:59:59","5080002","2021/11/30 12:00:00","0","10080","13","1003","5080430"
"10080021","1","0","119901","2021/12/14 20:59:59","5080002","2021/11/30 12:00:00","0","10080","15","1003","5080431"
"10080022","1","0","119201","2021/12/14 20:59:59","5080005","2021/11/30 12:00:00","0","10080","119201","1004","5080421"
"10080023","1","1","119201","2021/12/14 20:59:59","5080005","2021/11/30 12:00:00","0","10080","1008003","1002","5080442"
"10080024","1","0","119201","2021/12/14 20:59:59","5080005","2021/11/30 12:00:00","0","10080","10","1001","5080443"
"10080025","1","0","119301","2021/12/14 20:59:59","5080005","2021/11/30 12:00:00","0","10080","20","1001","5080444"
"10080026","1","0","119901","2021/12/14 20:59:59","5080005","2021/11/30 12:00:00","0","10080","30","1001","5080445"
"10080027","1","0","119901","2021/12/14 20:59:59","5080005","2021/11/30 12:00:00","0","10080","2","1003","5080446"
"10080028","1","0","119301","2021/12/14 20:59:59","5080005","2021/11/30 12:00:00","0","10080","4","1003","5080447"
"10080029","1","0","119201","2021/12/14 20:59:59","5080005","2021/11/30 12:00:00","0","10080","7","1003","5080448"
"10080030","1","0","119301","2021/12/14 20:59:59","5080005","2021/11/30 12:00:00","0","10080","10","1003","5080449"
"10080031","1","0","119901","2021/12/14 20:59:59","5080005","2021/11/30 12:00:00","0","10080","13","1003","5080450"
"10080032","1","0","119901","2021/12/14 20:59:59","5080005","2021/11/30 12:00:00","0","10080","15","1003","5080451"
"10081001","0","0","114601","2021/12/24 20:59:59","0","2021/12/17 12:00:00","0","10081","114601","1004","5054401"
"10081002","0","1","114501","2021/12/24 20:59:59","0","2021/12/17 12:00:00","0","10081","1008103","1002","5054402"
"10081003","0","0","114401","2021/12/24 20:59:59","0","2021/12/17 12:00:00","0","10081","10","1001","5054403"
"10081004","0","0","114501","2021/12/24 20:59:59","0","2021/12/17 12:00:00","0","10081","20","1001","5054404"
"10081005","0","0","114501","2021/12/24 20:59:59","0","2021/12/17 12:00:00","0","10081","30","1001","5054405"
"10081006","0","0","114501","2021/12/24 20:59:59","0","2021/12/17 12:00:00","0","10081","2","1003","5054406"
"10081007","0","0","114401","2021/12/24 20:59:59","0","2021/12/17 12:00:00","0","10081","3","1003","5054407"
"10081008","0","0","114501","2021/12/24 20:59:59","0","2021/12/17 12:00:00","0","10081","4","1003","5054408"
"10081009","0","0","114401","2021/12/24 20:59:59","0","2021/12/17 12:00:00","0","10081","5","1003","5054409"
"10081010","0","0","114401","2021/12/24 20:59:59","0","2021/12/17 12:00:00","0","10081","6","1003","5054410"
"10081011","0","0","114401","2021/12/24 20:59:59","0","2021/12/17 12:00:00","0","10081","8","1003","5054411"
"10082001","0","0","120801","2022/01/14 20:59:59","0","2021/12/31 12:00:00","0","10082","120801","1004","5082401"
"10082002","0","1","120701","2022/01/14 20:59:59","0","2021/12/31 12:00:00","0","10082","1008203","1002","5082402"
"10082003","1","1","120701","2022/01/14 20:59:59","5082002","2021/12/31 12:00:00","0","10082","1008203","1002","5082422"
"10082004","1","1","120701","2022/01/14 20:59:59","5082004","2021/12/31 12:00:00","0","10082","1008203","1002","5082442"
"10082005","1","1","120701","2022/01/14 20:59:59","5082005","2021/12/31 12:00:00","0","10082","1008203","1002","5082402"
"10082006","0","0","120801","2022/01/14 20:59:59","0","2021/12/31 12:00:00","0","10082","10","1001","5082403"
"10082007","1","0","120801","2022/01/14 20:59:59","5082002","2021/12/31 12:00:00","0","10082","10","1001","5082423"
"10082008","1","0","120801","2022/01/14 20:59:59","5082004","2021/12/31 12:00:00","0","10082","10","1001","5082443"
"10082009","1","0","120801","2022/01/14 20:59:59","5082005","2021/12/31 12:00:00","0","10082","10","1001","5082403"
"10082010","0","0","120902","2022/01/14 20:59:59","0","2021/12/31 12:00:00","0","10082","20","1001","5082404"
"10082011","1","0","120902","2022/01/14 20:59:59","5082002","2021/12/31 12:00:00","0","10082","20","1001","5082424"
"10082012","1","0","120902","2022/01/14 20:59:59","5082004","2021/12/31 12:00:00","0","10082","20","1001","5082444"
"10082013","1","0","120902","2022/01/14 20:59:59","5082005","2021/12/31 12:00:00","0","10082","20","1001","5082404"
"10082014","0","0","120701","2022/01/14 20:59:59","0","2021/12/31 12:00:00","0","10082","30","1001","5082405"
"10082015","1","0","120701","2022/01/14 20:59:59","5082002","2021/12/31 12:00:00","0","10082","30","1001","5082425"
"10082016","1","0","120701","2022/01/14 20:59:59","5082004","2021/12/31 12:00:00","0","10082","30","1001","5082445"
"10082017","1","0","120701","2022/01/14 20:59:59","5082005","2021/12/31 12:00:00","0","10082","30","1001","5082405"
"10082018","0","0","120701","2022/01/14 20:59:59","0","2021/12/31 12:00:00","0","10082","2","1003","5082406"
"10082019","1","0","120701","2022/01/14 20:59:59","5082002","2021/12/31 12:00:00","0","10082","2","1003","5082426"
"10082020","1","0","120701","2022/01/14 20:59:59","5082004","2021/12/31 12:00:00","0","10082","2","1003","5082446"
"10082021","1","0","120701","2022/01/14 20:59:59","5082005","2021/12/31 12:00:00","0","10082","2","1003","5082406"
"10082022","0","0","120801","2022/01/14 20:59:59","0","2021/12/31 12:00:00","0","10082","4","1003","5082407"
"10082023","1","0","120801","2022/01/14 20:59:59","5082002","2021/12/31 12:00:00","0","10082","4","1003","5082427"
"10082024","1","0","120801","2022/01/14 20:59:59","5082004","2021/12/31 12:00:00","0","10082","4","1003","5082447"
"10082025","1","0","120801","2022/01/14 20:59:59","5082005","2021/12/31 12:00:00","0","10082","4","1003","5082407"
"10082026","0","0","120902","2022/01/14 20:59:59","0","2021/12/31 12:00:00","0","10082","7","1003","5082408"
"10082027","1","0","120902","2022/01/14 20:59:59","5082002","2021/12/31 12:00:00","0","10082","7","1003","5082428"
"10082028","1","0","120902","2022/01/14 20:59:59","5082004","2021/12/31 12:00:00","0","10082","7","1003","5082448"
"10082029","1","0","120902","2022/01/14 20:59:59","5082005","2021/12/31 12:00:00","0","10082","7","1003","5082408"
"10082030","0","0","120701","2022/01/14 20:59:59","0","2021/12/31 12:00:00","0","10082","10","1003","5082409"
"10082031","1","0","120701","2022/01/14 20:59:59","5082002","2021/12/31 12:00:00","0","10082","10","1003","5082429"
"10082032","1","0","120701","2022/01/14 20:59:59","5082004","2021/12/31 12:00:00","0","10082","10","1003","5082449"
"10082033","1","0","120701","2022/01/14 20:59:59","5082005","2021/12/31 12:00:00","0","10082","10","1003","5082409"
"10082034","0","0","120801","2022/01/14 20:59:59","0","2021/12/31 12:00:00","0","10082","13","1003","5082410"
"10082035","1","0","120801","2022/01/14 20:59:59","5082002","2021/12/31 12:00:00","0","10082","13","1003","5082430"
"10082036","1","0","120801","2022/01/14 20:59:59","5082004","2021/12/31 12:00:00","0","10082","13","1003","5082450"
"10082037","1","0","120801","2022/01/14 20:59:59","5082005","2021/12/31 12:00:00","0","10082","13","1003","5082410"
"10082038","0","0","120801","2022/01/14 20:59:59","0","2021/12/31 12:00:00","0","10082","15","1003","5082411"
"10082039","1","0","120801","2022/01/14 20:59:59","5082002","2021/12/31 12:00:00","0","10082","15","1003","5082431"
"10082040","1","0","120801","2022/01/14 20:59:59","5082004","2021/12/31 12:00:00","0","10082","15","1003","5082451"
"10082041","1","0","120801","2022/01/14 20:59:59","5082005","2021/12/31 12:00:00","0","10082","15","1003","5082411"
"10083001","0","0","114701","2022/01/25 20:59:59","0","2022/01/18 12:00:00","0","10083","114701","1004","5056401"
"10083002","0","1","105801","2022/01/25 20:59:59","0","2022/01/18 12:00:00","0","10083","1008303","1002","5056402"
"10083003","1","1","111801","2022/01/25 20:59:59","5056001","2022/01/18 12:00:00","0","10083","1008303","1002","5056422"
"10083004","0","0","106001","2022/01/25 20:59:59","0","2022/01/18 12:00:00","0","10083","10","1001","5056403"
"10083005","1","0","112001","2022/01/25 20:59:59","5056001","2022/01/18 12:00:00","0","10083","10","1001","5056423"
"10083006","0","0","105901","2022/01/25 20:59:59","0","2022/01/18 12:00:00","0","10083","20","1001","5056404"
"10083007","1","0","111901","2022/01/25 20:59:59","5056001","2022/01/18 12:00:00","0","10083","20","1001","5056424"
"10083008","0","0","105801","2022/01/25 20:59:59","0","2022/01/18 12:00:00","0","10083","30","1001","5056405"
"10083009","1","0","111801","2022/01/25 20:59:59","5056001","2022/01/18 12:00:00","0","10083","30","1001","5056425"
"10083010","0","0","105801","2022/01/25 20:59:59","0","2022/01/18 12:00:00","0","10083","2","1003","5056406"
"10083011","1","0","111801","2022/01/25 20:59:59","5056001","2022/01/18 12:00:00","0","10083","2","1003","5056426"
"10083012","0","0","106001","2022/01/25 20:59:59","0","2022/01/18 12:00:00","0","10083","3","1003","5056407"
"10083013","1","0","112001","2022/01/25 20:59:59","5056001","2022/01/18 12:00:00","0","10083","3","1003","5056427"
"10083014","0","0","105901","2022/01/25 20:59:59","0","2022/01/18 12:00:00","0","10083","4","1003","5056408"
"10083015","1","0","111901","2022/01/25 20:59:59","5056001","2022/01/18 12:00:00","0","10083","4","1003","5056428"
"10083016","0","0","106101","2022/01/25 20:59:59","0","2022/01/18 12:00:00","0","10083","5","1003","5056409"
"10083017","1","0","114701","2022/01/25 20:59:59","5056001","2022/01/18 12:00:00","0","10083","5","1003","5056429"
"10083018","0","0","107001","2022/01/25 20:59:59","0","2022/01/18 12:00:00","0","10083","6","1003","5056410"
"10083019","1","0","115001","2022/01/25 20:59:59","5056001","2022/01/18 12:00:00","0","10083","6","1003","5056430"
"10083020","0","0","105801","2022/01/25 20:59:59","0","2022/01/18 12:00:00","0","10083","8","1003","5056411"
"10083021","1","0","111801","2022/01/25 20:59:59","5056001","2022/01/18 12:00:00","0","10083","8","1003","5056431"
"10084001","0","1","106401","2022/02/20 20:59:59","0","2022/01/31 12:00:00","0","10084","1008403","1002","5084402"
"10084002","0","0","106401","2022/02/20 20:59:59","0","2022/01/31 12:00:00","0","10084","10","1001","5084403"
"10084003","0","0","106001","2022/02/20 20:59:59","0","2022/01/31 12:00:00","0","10084","20","1001","5084404"
"10084004","0","0","105901","2022/02/20 20:59:59","0","2022/01/31 12:00:00","0","10084","30","1001","5084405"
"10084005","1","0","106001","2022/02/20 20:59:59","5084003","2022/01/31 12:00:00","0","10084","2","1003","5084406"
"10084006","1","0","105901","2022/02/20 20:59:59","5084003","2022/01/31 12:00:00","0","10084","4","1003","5084407"
"10084007","1","0","106401","2022/02/20 20:59:59","5084003","2022/01/31 12:00:00","0","10084","7","1003","5084408"
"10084008","1","1","106401","2022/02/20 20:59:59","5084003","2022/01/31 12:00:00","0","10084","1008403","1002","5084422"
"10084009","1","0","106401","2022/02/20 20:59:59","5084003","2022/01/31 12:00:00","0","10084","10","1001","5084423"
"10084010","1","0","106001","2022/02/20 20:59:59","5084003","2022/01/31 12:00:00","0","10084","20","1001","5084424"
"10084011","1","0","105901","2022/02/20 20:59:59","5084003","2022/01/31 12:00:00","0","10084","30","1001","5084425"
"10085001","0","0","121201","2022/02/20 20:59:59","0","2022/02/07 12:00:00","0","10085","121201","1004","5085401"
"10085002","0","1","121201","2022/02/20 20:59:59","0","2022/02/07 12:00:00","0","10085","1008503","1002","5085402"
"10085003","0","0","106001","2022/02/20 20:59:59","0","2022/02/07 12:00:00","0","10085","10","1001","5085403"
"10085004","0","0","105801","2022/02/20 20:59:59","0","2022/02/07 12:00:00","0","10085","20","1001","5085404"
"10085005","0","0","121201","2022/02/20 20:59:59","0","2022/02/07 12:00:00","0","10085","30","1001","5085405"
"10085006","1","0","121001","2022/02/20 20:59:59","5085005","2022/02/07 12:00:00","0","10085","10","1003","5085406"
"10085007","1","0","121101","2022/02/20 20:59:59","5085005","2022/02/07 12:00:00","0","10085","12","1003","5085407"
"10085008","1","0","121201","2022/02/20 20:59:59","5085005","2022/02/07 12:00:00","0","10085","17","1003","5085408"
"10085009","1","0","121001","2022/02/20 20:59:59","5085005","2022/02/07 12:00:00","0","10085","21","1003","5085411"
"10085010","1","1","121201","2022/02/20 20:59:59","5085004","2022/02/07 12:00:00","0","10085","1008503","1002","5085422"
"10085011","1","0","106001","2022/02/20 20:59:59","5085004","2022/02/07 12:00:00","0","10085","10","1001","5085423"
