9dc812e73984a79ed6f011a73267363e9831b7f8645d71cd9172ac4a5dc1c3de,c176052983849a4d1836580b89355a4a7cae5d4d728bd07e77312b8347f0ed7f,0b9a01345e83da58c93c5ca0300ee496ff1d04b31bae3690b163799d5c2672b7,5f7682e55f1d84a6444aaa4679eccfbfed5c59c6ecef181d14b36f12fad2b655,64b5b921d6bf7e4157e5c8135ae883eec5f3a3cd3107802c0b28493a42f359a6,380813d6d3ffe459f20c409f9e3a223c3a13cfffed7648f9e5b60199cbb69750,8894d334f6b61e4ce2ee9d3ca8052dfae63c8b4073face8036934d8dd27b6c29,e36c94302f038ca2d33c5f560501efe16f695c6efe55e22d6557acf6f7ff8a4d,37a5fd25bae4f9db511d6ad81085898c3451bb1c89868dec476542e9d235681e,186583cf62fd71480af98c3f5d875ce88ce8f4f17a7b647d183e24e945b78a44,f65921b7a112f75cc28b19c243a88501c7d9b738b4150d04afe5ad795290347f,a54bab93233186b7e548ee1fdd552a1672d2b13c92ee3ae9e2993417fdbb69fd,f5ec68e5f32d4d80a696b547098c39723d2177c318966a2a1f9c0f4684181dab,43ef7f0023528d74df20c780fc38ef85706a38203f74200832c2e7a63bf2d19f,b19b16b0e059bed2ba2049dd9fa661453e4012deadaa55616ee5c2e8eb2eae3a,c185d8ec17b6add6f5352753e47f499484ab52b6b48693b497309bd2cf034f7f,522146757c7b31a6b70d2826bd836a61f6096158db357498aa179cfbcded9d6b,8df74ad93cd9ceba8c044e58c236cb768aa6e207dfefaf90966ee6d3b586d8c4,50038840efa81c88580126ee0bd0d49ef521417def642892cedf6d5e5602c9c5,ef1d0ae0e44c7fcb0c0854c1ef9f91d2e99fa2ab687c13e5f6be6d3e7c3f6df5,22816c4bf40aebee00bc7c72ce482fe6e3af081158c62599dc94e4fad449ae5e
"豪炎槍プロミネンス","28.2","0","0","0","0","0","0","0","0.6","0","0","槍","0","0","0","0","5","0","0","105165"
"星核槍エルツボルグ","25.4","0","0","0","0","0","0","0","0","1","30","槍","0","0","0","0","5","0","0","105166"
"聖鹿槍アルマベナード","27.8","0","0","0","0","0","0","0","0","0.6","50","弓","0","0","0","0","5","0","0","105167"
"ネクロディムアックス","24","0","0.4","0","0","0","0","0","0","0","0","斧","0","0","0","0","5","0","0.2","105191"
"神判の聖斧","24","0","0","0","0","0.6","0","0","0","0","0","斧","0","0","2","0","5","0","0","105192"
"ガイアアクス","26","0","0","0","0","0","0","0","0","0","12","斧","0","0","2.4","0","5","0","0","105193"
"神轟斧テラブレイク","28","0","0","0","20","0","0","0","0","0","0","斧","0","0","2.4","0","5","0","0","105194"
"機操斧コアブレイカー","30.2","0","0","0","0","0","0","0","0.2","0","0","斧","0","0","0","0","5","0","0","105195"
"ターコイズ・ノア","34","0","0","0","0","0","0","0","0","0","0","斧","0","0","0","0","5","0","0","105196"
"炎羆帝の爪戦斧","30","0","0","0","0","0","0","0","0","0","40","斧","0","0","4","0","5","0","0","105197"
"ゼノスフィアロッド","0","0","0","0","0","0","20","0.6","0","0","0","攻撃杖","0","0","0","0","5","2","0","105221"
"ジェネシスロッド","0","0","0","0","0","0","22","0","0","0","0","攻撃杖","4","0","0","0","5","2.4","0","105222"
"ケラウノスワンド","0","0","0","0","0","0.4","23.6","0","0","0","0","攻撃杖","0","0","0","0","5","2.8","0","105223"
"黒蛇龍の杖","0","0","0","0","0","0","25.6","0","0","0","0","攻撃杖","2","0","0","0","5","3.2","0","105224"
"月淵杖サクリファイス","0","0","0","0","0","0","29.2","0","0","0","0","攻撃杖","0","0","0","0","5","2","0","105225"
"清雅なる翠蝶杖","0","0","0","0","0","0","30.8","0","0","0","0","攻撃杖","4","0","0","0","5","0","0","105226"
"黒蛇の魔炎杖","0","0","0","0","0","0","34.4","0","0","0","0","攻撃杖","0","0","0","0","5","2.4","0","105227"
"フレイアムルロッド","0","1.2","0","0","24","0","19","0","0.8","0","0","回復杖","0","0","0","0","5","0","0","105251"
"神花の聖杖","0","0","0","0","0","0","18.4","0.4","0.6","0.4","0","回復杖","2","0","0","0","5","0","0","105252"
"アトランティスロッド","0","0","0","0","24","0","20","0","0.8","0.6","0","回復杖","0","0","0","0","5","0","0","105253"
"天杖ステラスフィア","0","0","0","0","0","0","22","0","0.8","0.6","12","回復杖","0","0","0","0","5","0","0","105254"
"世界樹の枝杖","0","1","0","0","0","0","25.4","0","0.4","0.4","0","回復杖","0","0","0","0","5","0","0","105255"
"炎鳥杖レイズフレア","0","0.2","0","0","0","0","30.4","0","0.4","0.2","0","回復杖","0","0","0","0","5","0","0","105256"
"白蛇の水聖杖","0","0","0","0","0","0","27.2","0","1","0.8","0","回復杖","0","0","0","0","5","0","0","105257"
"ファンタズムメイル","6.4","0","0","0","0","0.6","0","0","0.8","1.2","20","軽装鎧","0","0","0","0","5","0","0","105281"
"九天の鎧","8.4","0","0","0","0","0","0","0","1.2","1.2","16","軽装鎧","0","0","0","0","5","0","0","105282"
"レイジクイーンドレス","8.8","0","0","0","0","0","0","0","1","1.4","16","軽装鎧","0","0","0","0","5","0","0","105283"
"閃華の舞鎧","9.6","0","0","0","0","0","0","0","1.2","1.2","0","軽装鎧","2.4","0","0","0","5","0","0","105284"
"麗装ソウルローゼス","14","0","0","0","0","0","0","0","0.4","1.6","0","軽装鎧","0","0","1.8","0","5","0","0","105285"
"極南天の烈蒼鎧","16.2","0","0","0","0","0","0","0","0.8","1.2","0","軽装鎧","0","0","0","0","5","0","0","105286"
"聖光のリリープレート","18.4","0","0","0","0","0","0","0","1","0.6","0","軽装鎧","0","0","4","0","5","0","0","105287"
"蒼輝の鎧","0","0","0","0","0","0","0","0","1.8","2","24","重装鎧","0","0","0","0","5","0","0","105311"
"聖櫻の鎧","0","0","0","0","20","0","0","0","2","2.2","0","重装鎧","0","0","0","0","5","0","0","105312"
"煌金の王鎧","0","0","0","0","0","0","0","0.2","1.6","2.4","10","重装鎧","0","0","0","0","5","0","0","105313"
"烈風の俊鎧","0","0","0","0","0","0","0","0","2","2.4","14","重装鎧","0","0","0","0","5","0","0","105314"
"熾白銀の鏡鎧","0","0","0","0","10","0","0","0","2.6","1.8","20","重装鎧","0","0","0","0","5","0","0","105315"
"極北天の覇焔鎧","0","0","0","0","0","0","0","0","1.8","3.2","15","重装鎧","0","0","0","0","5","0","0","105316"
"覇王樹の棘針鎧","0","0","0","0","0","0","0","0","1.8","3","42","重装鎧","0","0","0","0","5","0","0","105317"
"イージスコート","6.8","0","0","0","0","0","0","0","0.4","0.8","20","服","0","0","0","0","5","0","2","105341"
"メイデンクロース","0","0","0","0.4","0","0","0","0","2","1.2","32","服","0","0","0","0","5","0","0","105342"
"鬼焔の闘衣","13","0","0","0","0","0","0","0","0.8","1","0","服","0","0","2","0","5","0","0","105343"
"極黒の冥衣","13.2","0","0","0","0","0","0","0","0.8","1","0","服","0","0","2.4","0","5","0","0","105344"
"流蒼装アズールロンド","13.6","0","0","0","0","0","0","0","0.4","1.2","0","服","0","0","0","0","5","0","1","105345"
"極東天の碧風装","12.4","0","0","0","30","0","0","0","1","1.4","0","服","0","0","0","0","5","0","0","105346"
"白霞の純花装","13.6","0","0","0.4","0","0","0","0","1","1.2","0","服","0","0","2.4","0","5","0","0","105347"
"純潔の巫女装束","0","0","0","0","0","0.6","4","0","1.4","1","24","魔法服","0","0","0","0","5","0","0","105371"
"エンプレスローブ","0","0","0","0","0","0","8.6","0","1.4","1","0","魔法服","0","0","0","0","5","1.6","0","105372"
"エクゾマギアローブ","0","0","0","0","0","0","9.6","0","1.4","0.8","0","魔法服","0","0","0","0","5","2","0","105373"
"爽氷の天衣","0","0","0","0","0","0","8.6","0","1.4","1.2","16","魔法服","0","0","0","0","5","0","0","105374"
"星詠みの聖霊衣","0","0","0","0","0","0","9.2","0","1.6","1","0","魔法服","0","0","0","0","5","2.6","0","105375"
"極西天の聖導衣","0","0","0","0","0","0","10.4","0","1.8","0.8","0","魔法服","0","0","0","0","5","3","0","105376"
"緋天のチューリップドレス","0","0","0","0","0","0","12","0","1.8","1.2","0","魔法服","0","0","0","0","5","1.6","0","105377"
"星詠みの円盾","10.8","0","0","0.4","0","0","0","0","0.6","1","0","盾","0","0","0","0","5","0","0","105401"
"熾白銀の鏡盾","0","0","0","0","0","0","0","0","2.8","1.8","16","盾","0","0","0","0","5","0","0","105402"
"聖円環ヘブンリーロータス","0","0","0","0","0","0","0","0","3.4","1.8","24","盾","0","0","0","0","5","0","0","105403"
"インファナルグリーブ","6","0","0","0","0","0","0","0","1.2","1.6","12","靴","0","0","2","0","5","0","0","105431"
"天翔の金靴","14","0","0","0.4","0","0","0","0","0.6","0.8","0","靴","0","0","0","0","5","0","0","105432"
"極翼天の聖靴","0","0","0","0","0","0","0","0","3.6","1.2","20","靴","0","0","0","0","5","0","0","105433"
"ブラッドルビーヒール","0","0.8","0","0","0","0","4.8","0","1.8","1.2","12","魔法靴","0","0","0","0","5","0","0","105462"
"熾白銀の鏡脚","0","0","0","0","0","0","5.2","0","2.2","1.4","14","魔法靴","0","0","0","0","5","0","0","105463"
"プライドオブローゼス","0","0","0","0","0","0","5.6","0","2.8","1.8","0","魔法靴","0","0","0","0","5","0","0","105464"
"ロイヤルガードハット","12","0","0","0","0","0","0","0","0.8","1","0","帽子","0","0","0","0","5","0","0.6","105491"
"忘哭の冠","0","0","0","0","0","0","9.6","0","1","0.6","20","魔法帽子","0","0","0","0","5","1.6","0","105521"
"白祈の聖冠","0","0","0","0","0","0","4.4","0","2","1.2","0","魔法帽子","2.4","0","0","0","5","0","0","105522"
"プロスペリティベール","0","0","0","0","0","0.4","4.6","0","1.8","1.6","0","魔法帽子","0","0","0","0","5","0","0","105523"
"極翼天の賢聖帽","0","0","0","0","0","0","7.2","0","2","1.4","0","魔法帽子","3","0","0","0","5","0","0","105524"
"ミレニアムイヤリング","12.8","0","0","0","0","0","0","0","0","0","14","攻撃アクセサリ","0","0","2","0","5","0","2","105551"
"赫怒竜のペンダント","16.8","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","5","0","2.6","0","5","0","0","105552"
"闘神の荒腕","20.4","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","4.8","0","5","0","0","105553"
"花簪焔火牡丹","20.8","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","5.6","0","5","0","0","105554"
"緋竜の爪火輪","19.6","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","5.8","0","5","0","0.6","105555"
"ルビーローズチョーカー","21","0","0","0","0","0","0","0","0","0","10","攻撃アクセサリ","0","0","5.8","0","5","0","0","105556"
"紅鳥のクラリオンブローチ","22","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","7.6","0","5","0","0","105557"
"精霊王の護石","0","0","0","0","20","0","0","0","1.2","2","40","防御アクセサリ","0","0","0","0","5","0","0","105581"
"人魚姫の霊涙","0","0.4","0","0","0","0","0","0","1.6","2.4","12","防御アクセサリ","0","0","0","0","5","0","0","105582"
"英盾王の腕輪","0","0","0","0","0","0","0","0.4","2","2","0","防御アクセサリ","0","0","0","0","5","0","0","105583"
"海龍神の髪飾り","0","0","0","0","20","0","0","0","2.4","2","0","防御アクセサリ","0","0","0","0","5","0","0","105584"
"神盾輪ウォールブレス","0","0","0","0","0","0","0","0","1.8","2.8","10","防御アクセサリ","0","0","0","0","5","0","0","105585"
"エルフィンチョーカー","0","0","0","0.6","0","0","0","0","2.2","1.8","12","防御アクセサリ","0","0","0","0","5","0","0","105586"
"翆奏のハープブローチ","0","0","0","0","0","0","0","0","2.6","2.6","0","防御アクセサリ","0","0","0","0","5","0","0","105587"
"海神の耳飾り","0","0","0","0","0","0","15.6","0.6","0","0","0","魔法アクセサリ","0","0","0","0","5","1.6","0","105611"
"聖獣の祈念","0","0","0","0","0","0","16.8","0","0","0","28","魔法アクセサリ","0","0","0","0","5","2","0","105612"
"ソフォスブレスレット","0","0","0","0","24","0","18.4","0","0","0","0","魔法アクセサリ","0","0","0","0","5","2.8","0","105613"
"細氷姫の結び紐","0","0","0","0","0","0","19.6","0","0","0","6","魔法アクセサリ","0","0","0","0","5","3.2","0","105614"
"深結晶ゼノクリスタル","0","0","0","0","0","0","20.2","0","0","0","0","魔法アクセサリ","0","0","0","0","5","4","0","105615"
"ケイオティックチョーカー","0","0","0","0","0","0","20.6","0","0","0","0","魔法アクセサリ","2","0","0","0","5","3","0","105616"
"蒼夜のノクターンブローチ","0","0","0","0","0","0","21","0","0","0","0","魔法アクセサリ","0","0","0","0","5","5","0","105617"
"輝光剣アダマス","38.2","0","0","0","0","0","0","0","0","0","31","剣","0","0","4.2","0","6","0","0","106011"
"チョコスティックブレード","43.2","0","0","0","0","0","0","0","0","0","15","剣","0","0","4","0","6","0","0","106012"
"炎天赤日の剣","47","0","0","0","0","0","0","0","0","0","11","剣","0","0","3.6","0","6","0","0","106013"
"紅玉刀スカーレットムーン","41.2","0","0","0","0","0","0","0","0","0","0","刀","0","0","5.2","0","6","0","0","106041"
"ソフタイスシュベールト","43.2","0","0","0","0","0","0","0","0","0","0","刀","0","0","7.4","0","6","0","0","106042"
"薫風花散","43","0","0","0","0","0","0","0","0","0","0","刀","0","0","7.8","0","6","0","1","106043"
"翠風刃エメラルドエッジ","39.6","0","0","0","0","0","0","0","0","0","0","短剣","0","0","8.4","0","6","0","0","106071"
"チョコバナナダガー","39.8","0","0","0","0","0","0","0","0","0","50","短剣","0","0","3","0","6","0","0","106072"
"紫霧の短剣","42.4","0","0","1","0","0","0","0","0","0","0","短剣","0","0","2.4","0","6","0","0","106073"
"オパルスパージフィスト","34.8","0","0","0","0","0","0","0","0.8","0.4","0","拳","0","0","6","0","6","0","0","106101"
"シューナックル","45","0","0","0","0","0","0","0","0","0.4","0","拳","0","0","0","0","6","0","0","106102"
"砂塵瀑布の手甲","44","0","0","0","0","0","0","0","0","1.2","0","拳","0","0","0","0","6","0","0","106103"
"蒼神弓マーシーサピロス","28.8","0","0","0","0","0","0","0","2","1","0","弓","0","0","0","0","6","0","0","106131"
"キャンディーシュガーボウ","39","0","0","0","0","0","0","0","1.6","0","0","弓","0","0","0","0","6","0","0","106132"
"白雨の流転弓","39.2","0","0","0","0","0","0","0","2","0","0","弓","0","0","1.6","0","6","0","0","106133"
"クリスタロススパイク","39.8","0","0","0","0","0","0","0","0.8","0","0","槍","0","0","0","0","6","0","0","106161"
"ショコラートランス","40","0","0","0","0","0","0","0","0","1.4","0","槍","0","0","0","0","6","0","0","106162"
"迅雷一閃の槍","43","0","0","0","0","0","0","0","0.6","0.6","0","槍","0","0","2","0","6","0","0","106163"
"黄銅の裂戦斧","43.8","0","0","0","0","0","0","0","0","0","0","斧","0","0","0","0","6","0","0","106191"
"クレープアックス","47","0","0","0","0","0","0","0","0","0","0","斧","0","0","0","0","6","0","0","106192"
"極天の光帯斧","48.6","0","0","0","0","0","0","0","0","0","0","斧","1.8","0","0","0","6","0","0","106193"
"黒真珠の闇獄杖","0","0","0","0","0","0","38","0","0","0","0","攻撃杖","0","0","0","0","6","5.8","0","106221"
"ロリポップステッキ","0","0","0","0","0","0","40.4","0","0","0","0","攻撃杖","0","0","0","0","6","6.6","0","106222"
"月闇の弧月杖","0","0","0","0","0","0","42.8","0","0","0","0","攻撃杖","0","0","0","0","6","7.2","0","106223"
"白真珠の光天杖","0","0","0","0","0","0","29","0","0.8","0.6","69","回復杖","0","0","0","0","6","0","0","106251"
"トリプルアイスロッド","0","0","0","0","0","0","30","0","1.4","1.2","35","回復杖","0","0","0","0","6","0","0","106252"
"氷雪華晶の杖","0","0","0","0","0","0","28.4","0","1.8","1.4","50","回復杖","0","0","0","0","6","0","0","106253"
"白金の煌鱗鎧","15.6","0","0","0","0","0","0","0","1.4","1.8","0","軽装鎧","0","0","0","0","6","0","0","106281"
"チョコレートメイル","15.8","0","0","0","0","0","0","0","1","2.6","0","軽装鎧","0","0","0","0","6","0","0","106282"
"宵桜の紫鎧","24","0","0","0","0","0","0","0","1","1.2","0","軽装鎧","0","0","2","0","6","0","0","106283"
"金無垢の聖彫重甲","0","0","0","0","0","0","0","0","2.2","2.8","37","重装鎧","3","0","0","0","6","0","0","106311"
"ロゼストロベリーアーマー","0","0","0","0","0","0","0","0","2.4","3","32","重装鎧","4","0","0","0","6","0","0","106312"
"桜花の八重鎧","0","0","0","0","0","0","0","0","2.4","3.2","43","重装鎧","4","0","0","0","6","0","0","106313"
"ピンクコーラルドレス","22.6","0","0","0","0","0","0","0","0.8","0.8","0","服","0","0","2","0","6","0","0","106341"
"ファンシーマカロンドレス","21.8","0","0","0","0","0","0","0","1.2","1.2","0","服","0","0","0","0","6","0","0","106342"
"薄紅桜花の聖衣","22","0","0","0","0","0","0","0","1.2","1.4","0","服","0","0","2","0","6","0","0","106343"
"黒瑪瑙の祈装衣","0","0","0","0","0","0","17.4","0","1.4","1","0","魔法服","0","0","0","0","6","2","0","106371"
"マジックパンケーキローブ","0","0","0","0","0","0","9.8","0","2.8","2","0","魔法服","0","0","0","0","6","0","0","106372"
"白雪桜の魔装","0","0","0","0","0","0","20","0","1.6","1.2","0","魔法服","0","0","0","0","6","2","0","106373"
"アイオライトシールド","7.4","0","0","0","0","0","0","0","2.4","2.4","0","盾","0","0","0","0","6","0","0","106401"
"ミントアイスヒール","4.8","0","0","0","0","0","0","0","3.6","2.2","0","靴","0","0","0","0","6","0","0","106431"
"ムーンクリスタルヒール","0","0","0","0","0","0","8.6","0","2.4","1.6","25","魔法靴","0","0","0","0","6","0","0","106461"
"桜吹雪の編上靴","0","0","0","0","0","0","10","0","2.6","1.8","35","魔法靴","0","0","0","0","6","0","0","106462"
"不散桜の鍔広帽","6.2","0","0","0","0","0","0","0","3.8","2.2","0","帽子","0","0","0","0","6","0","0","106491"
"シーツタルトベレー","0","0","0","0","0","0","24.4","0","0.6","0.8","0","魔法帽子","0","0","0","0","6","2.4","0","106521"
"神紅輪ルビーローズ","24.8","0","0","0","0","0","0","0","0","0","19","攻撃アクセサリ","0","0","8","0","6","0","0","106551"
"ポップコーンネックレス","27.4","0","0","0","0","0","0","0","0","0","20","攻撃アクセサリ","0","0","8.2","0","6","0","0","106552"
"獄天の耳飾り","30","0","0","0","0","0","0","0","0","0","18","攻撃アクセサリ","0","0","8.8","0","6","0","0","106553"
"常盤の緑環","0","0","0","0","19","0","0","0","3","3","0","防御アクセサリ","0","0","0","0","6","0","0","106581"
"マカロンペンダント","0","0","0","0","0","0","0","0","3.2","3.4","7","防御アクセサリ","0","0","0","0","6","0","0","106582"
"旋風の耳飾り","0","0","0","0","0","0","0","0","3.4","3.4","22","防御アクセサリ","0","0","0","0","6","0","0","106583"
"白聖石ダイヤモンドスター","0","0","0","0","0","0","26.4","0","0","0","0","魔法アクセサリ","0","0","0","0","6","4.8","0","106611"
"ドーナツチョーカー","0","0","0","0","0","0","26.8","0","0","0","0","魔法アクセサリ","0","0","0","0","6","7","0","106612"
"恵雨の耳飾り","0","0","0","0","20","0","28","0","0","0","0","魔法アクセサリ","0","0","0","0","6","7.2","0","106613"
"チェリーブロッサム","53.6","0","0","0","0","0","0","0","0","0","8","剣","0","0","3.6","0","7","0","0","107011"
"クリオネブレード","56.2","0","0","0","0","0","0","0","0","0","17","剣","0","0","3.2","0","7","0","0","107012"
"ライオットスパイク","57.2","0","0","0","0","0","0","0","0","0","34","剣","0","0","2.8","0","7","0","0","107013"
"宵刀影桜","52","0","0","0","0","0","0","0","0","0","0","刀","0","0","8.4","0","7","0","0","107041"
"オルカソード","51.6","0","0","0","0","0","0","0","0","1","0","刀","0","0","6.2","0","7","0","0","107042"
"チェインフューリーソード","59.4","0","0","0","0","0","0","0","0","0","0","刀","0","0","6.2","0","7","0","0","107043"
"チェリーペタルダガー","50.8","0","0","0","0","0","0","0","0","0","13","短剣","0","0","8","0","7","0","0","107071"
"シャークダガー","55.6","0","0","0","0","0","0","0","0","0","0","短剣","0","0","8.2","0","7","0","0","107072"
"サンダーパンクダガー","59","0","0","0","0","0","0","0","0","0","0","短剣","0","0","7","0","7","0","0","107073"
"桜花の貫き手","49.6","0","0","0","0","0","0","0","0","0.8","24","拳","0","0","0","0","7","0","0","107101"
"タートルガントレット","47.8","0","0","0","0","0","0","0","1.2","1.2","0","拳","0","0","0","0","7","0","0","107102"
"メリケンニャックル","62.4","0","0","0","0","0","0","0","0","0","0","拳","0","0","0","0","7","0","0","107103"
"枝垂れの桜花弓","46.2","0","0","0","0","0","0","0","1","1","0","弓","0","0","0","0","7","0","0","107131"
"クラウンフィッシュボウ","51.2","0","0","0","0","0","0","0","1.4","0","0","弓","0","0","3","0","7","0","0","107132"
"クライムハントボウ","52.8","0","0","0","0","0","0","0","1.2","0.4","0","弓","0","0","3.4","0","7","0","0","107133"
"散桜の颯槍","44.2","0","0","0","0","0","0","0","1.8","0.6","0","槍","0","0","0","0","7","0","0","107161"
"クラブシザースピアー","45.8","0","0","0","0","0","0","0","0.8","2","0","槍","0","0","0","0","7","0","0","107162"
"スカルゴシックランス","49.4","0","0","0","0","0","0","0","0.8","1.8","0","槍","0","0","0","0","7","0","0","107163"
"桜伐り","56.2","0","0","0","0","0","0","0","0","0","0","斧","0","0","0","0","7","0","0","107191"
"ホエールアックス","54","0","0","0","0","0","0","0","0","0","51","斧","0","0","0","0","7","0","0","107192"
"スカルゴシックランス","54.6","0","0","0","0","0","0","0","0","0","48","斧","0","0","5","0","7","0","0","107193"
"チェリッシュロッド","0","0","0","0","0","0","45.8","0","0","0","0","攻撃杖","0","0","0","0","7","10.4","0","107221"
"ジュエルシェルロッド","0","0","0","0","0","0","50.4","0","0","0","0","攻撃杖","0","0","0","0","7","9.4","0","107222"
"パドロックセプター","0","0","0","0","0","0","55.4","0","0","0","0","攻撃杖","0","0","0","0","7","7","0","107223"
"桜華の舞杖","0","0","0","0","0","0","40.2","0","1.8","1.2","10","回復杖","0","0","0","0","7","0","0","107251"
"ジェリーフィッシュロッド","0","0","0","0","0","0","38.6","0","1.6","1.2","64","回復杖","0","0","0","0","7","0","0","107252"
"パンクプリンセスロッド","0","0","0","0","0","0","42","0","1.4","0.8","84","回復杖","0","0","0","0","7","0","0","107253"
"サマーライトビキニアーマー","28","0","0","0","0","0","0","0","1.6","2.2","0","軽装鎧","0","0","3.6","0","7","0","0","107281"
"ゴシックドレープアーマー","29.6","0","0","0","0","0","0","0","1.8","2.2","0","軽装鎧","0","0","4.4","0","7","0","0","107282"
"ピュアスノウメイル","29.8","0","0","0","0","0","0","0","2.6","2","0","軽装鎧","0","0","4.4","0","7","0","0","107283"
"ビーチフローターメイル","0","0","0","0","0","0","0","0","3.6","4","68","重装鎧","4","0","0","0","7","0","0","107311"
"ゴシックメイデン","0","0","0","0","0","0","0","0","4","4.4","86","重装鎧","0","0","0","0","7","0","0","107312"
"クリスタルアイスメイル","0","0","0","0","0","0","0","0","4","5.2","80","重装鎧","0","0","0","0","7","0","0","107313"
"朝顔の夏影浴衣","32.8","0","0","0","0","0","0","0","1.4","1.8","0","服","0","0","0","0","7","0","0","107341"
"パンキッシュガール","24.8","0","0","0","0","0","0","0","2.4","3","0","服","0","0","0","0","7","0","0","107342"
"ホワイトオーロラドレス","29.8","0","0","0","0","0","0","0","2","1.6","64","服","0","0","0","0","7","0","0","107343"
"パラソルワンピース","0","0","0","0","0","0","33.4","0","1.4","1","0","魔法服","0","0","0","0","7","3.4","0","107371"
"ゴシックブルーローズ","0","0","0","0","0","0","33.8","0","1.6","1.2","0","魔法服","0","0","0","0","7","4","0","107372"
"ダイヤモンドダストローブ","0","0","0","0","0","0","36.4","0","1.8","1.2","0","魔法服","0","0","0","0","7","3.6","0","107373"
"ハイビスカスサンダル","0","0","0","0","0","0","16","0","2.6","2.4","69","魔法靴","0","0","0","0","7","0","0","107461"
"スタッズドブラック","0","0","0","0","0","0","16.4","0","2.8","2.6","75","魔法靴","0","0","0","0","7","0","0","107462"
"フロストコラムヒール","0","0","0","0","0","0","16.6","0","3","2.6","92","魔法靴","0","0","0","0","7","0","0","107463"
"サンフラワーストローハット","36.8","0","0","0","0","0","0","0","1.2","1.2","0","帽子","0","0","0","0","7","0","0","107491"
"ピアスドブラック","38.8","0","0","0","0","0","0","0","1.6","1","0","帽子","0","0","0","0","7","0","0","107492"
"スノウフレークベレー","43","0","0","0","0","0","0","0","0","0","105","帽子","0","0","0","0","7","0","0","107493"
"桜舞の八重簪","42","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","6","0","7","0","0","107551"
"ルビーハイビスカスの髪飾り","45","0","0","0","0","0","0","0","0","0","18","攻撃アクセサリ","0","0","2.2","0","7","0","0","107552"
"パンクニードルバングル","49.4","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","3.6","0","7","0","0","107553"
"桜花の月夜簪","0","0","0","0","0","0","0","0","3.8","3.8","63","防御アクセサリ","0","0","0","0","7","0","0","107581"
"パールココナッツの髪飾り","0","0","0","0","0","0","0","0","4.8","4.8","0","防御アクセサリ","0","0","0","0","7","0","0","107582"
"エメラルドゴシックバングル","0","0","0","0","0","0","0","0","5","5.2","0","防御アクセサリ","0","0","0","0","7","0","0","107583"
"仙桜の祝簪","0","0","0","0","0","0","39","0","0","0","0","魔法アクセサリ","0","0","0","0","7","6","0","107611"
"オパールシェルの髪飾り","0","0","0","0","0","0","40.2","0","1.6","0","0","魔法アクセサリ","0","0","0","0","7","0","0","107612"
"ロッキンチェインバングル","0","0","0","0","0","0","48.2","0","0","0","0","魔法アクセサリ","0","0","0","0","7","3","0","107613"
"氷輝剣グラースブレード","66","0","0","0","0","0","0","0","0","0","20","剣","0","0","3.6","0","8","0","0","108011"
"音界剣グランデピアニオス","70.4","0","0","0","0","0","0","0","0","0","20","剣","0","0","2.4","0","8","0","0","108012"
"オアシスガードブレード","72.8","0","0","0","0","0","0","0","0","0","40","剣","0","0","0.6","0","8","0","0","108013"
"ローズインペリアルソード","76.4","0","0","0","0","0","0","0","0","0","40","剣","0","0","0.6","0","8","0","0","108014"
"氷雪刀グラキエッジ","66.8","0","0","0","0","0","0","0","0","0","8","刀","0","0","4.6","0","8","0","0","108041"
"創音刀ゲルトナ","71.2","0","0","0","0","0","0","0","0","0","8","刀","0","0","3.2","0","8","0","0","108042"
"クイックサンドシャムシール","76","0","0","0","0","0","0","0","0","0","10","刀","0","0","0.8","0","8","0","0","108043"
"クルーエルローズブレード","79.8","0","0","0","0","0","0","0","0","0","10","刀","0","0","0.8","0","8","0","0","108044"
"氷牙スティーリアダガー","67","0","0","0","0","0","0","0","0","0","0","短剣","0","0","6","0","8","0","0","108071"
"刻音刃クレフトオン","71.8","0","0","0","0","0","0","0","0","0","0","短剣","0","0","4","0","8","0","0","108072"
"ダークデザートエッジ","77","0","0","0","0","0","0","0","0","0","0","短剣","0","0","1","0","8","0","0","108073"
"ソーンオブローゼズ","80.8","0","0","0","0","0","0","0","0","0","0","短剣","0","0","1","0","8","0","0","108074"
"氷塊拳グラセナックル","70","0","0","0","0","0","0","0","0","0","0","拳","0","0","0","0","8","0","0","108101"
"叫鳴拳バイオラフィスト","73.8","0","0","0","0","0","0","0","0","0","0","拳","0","0","0","0","8","0","0","108102"
"ヘリテージジャマダハル","77.6","0","0","0","0","0","0","0","0","0","0","拳","0","0","0","0","8","0","0","108103"
"ローズペタルナックル","81.2","0","0","0","0","0","0","0","0","0","0","拳","0","0","0","0","8","0","0","108104"
"氷聖弓コンヘラシオン","64.6","0","0","0","0","0","0","0","0.8","0","0","弓","0","0","2.8","0","8","0","0","108131"
"巧音弓スネアアーク","69.8","0","0","0","0","0","0","0","0.6","0","0","弓","0","0","2","0","8","0","0","108132"
