0c9b2c2613f6a043dd1b4625a396fd8b899259a123f10299f10d85a48a09c076,e3bffd4f51abc1d5bcd1479efec395c1b9c8a2128a3233c8f83ddcc64c8160b8,070cff78793c224423d3c9ea31972fa8bf7478bf30ce25311c275c15ba0fa8f0,3f340bb1428263ee94e57eec3c373e78c227f6864e3b97636b442940fa71b288,5f6d4283710e3b713ecc2ee1958f2cdcffce0365d30b4920f177dd02e312803e,3331f5f38cdcdefe5f962377cf05542d37420fc2cd01e08d9ecc3c33c53ebe21,25e2f1b2d87d683d119541d4080570fdde22bcd54bac9206ddf0f98ba4f8292b,de8af9b9f3e2c84339038336304fa4c7639ba957fb1167761e13127f10998e92,7cf7cd8d59d555e5f233f1bf7c23d74fb77b61c6ad6d957ed9c6467c07e8e2aa,bff9ce1c29bbc514064c4e9049b0bbf1bbd21734dc1fa16fbacaf85fa73532b2,3cb86277a7895adfc86de055c1687fb3f7a97c7be2fda966f8aec414a950e7a0
"1000001","","0","","shock_jump","0","3","","3112","","131120043"
"0.6","","","","0","","93","","3112","","131120044"
"3","","1","","round_monster_idle","0.2","3","","3112","","131120045"
"0.4","","","","0","","93","","3112","","131120046"
"1000001","","-250","0","0","","2","0","3112","","131120047"
"1000001","","1","","escape","","3","","3112","","131120048"
"1000001","","-250","1","-600","","2","0","3112","","131120049"
"1","","","","0","","93","","3112","","131120050"
"1000001","","1","1","1","0.2","6","0","3112","","131120051"
"0.4","","","","0","","93","","3112","","131120052"
"2","","","","0","","113","","3112","","131120053"
"311300","","345.4","0","311300","0","31","1","3113","","131130001"
"0","","","","","","91","","3113","","131130002"
"1000001","","0","","wait_gradeUp","0.2","3","","3113","","131130003"
"311300","","","","1","","32","","3113","","131130004"
"0.1","","","","0","","93","","3113","","131130005"
"3","","","","0","","32","","3113","","131130006"
"0.8","","","","0","","93","","3113","","131130007"
"1.05","","1.05","1.05","1.05","0","123","0","3113","","131130008"
"5","","0.5","","5","","122","","3113","","131130009"
"1.1","","","","0","","93","","3113","","131130010"
"1.05","","1.05","1.05","1.05","0","123","0","3113","","131130011"
"10","","0.5","","10","","122","","3113","","131130012"
"0.8","","","","0","","93","","3113","","131130013"
"1000001","","0","","glad_dot_light","0.2","3","","3113","","131130014"
"0.1","","","","0","","93","","3113","","131130015"
"0.907","","0.907","0.907","0.907","5","123","0.4","3113","","131130016"
"1","","","","0","","93","","3113","","131130017"
"1000001","","0","","disappoint","0.2","3","","3113","","131130018"
"1","","","","0","","93","","3113","","131130019"
"2","","","","","","113","","3113","","131130020"
"311400","","345.4","0","311400","0","31","1","3114","","131140001"
"0","","","","","","91","","3114","","131140002"
"1.05","","1.05","1.05","1.05","0","123","7.4","3114","","131140003"
"1000001","","0","","wait","0.2","3","","3114","","131140004"
"311400","","","","1","","32","","3114","","131140005"
"0.1","","","","0","","93","","3114","","131140006"
"2","","","","0","","32","","3114","","131140007"
"3.4","","","","0","","93","","3114","","131140008"
"0.95","","0.95","0.95","0.95","5","123","3.2","3114","","131140009"
"1000001","","0","shock_short_loop","shock_short_in","0.1","3","1","3114","0","131140010"
"1.4","","","","0","","93","","3114","","131140011"
"1000001","","0","","disappoint","0.2","3","","3114","","131140012"
"0.7","","","","0","","93","","3114","","131140013"
"2","","","","","","113","","3114","","131140014"
"312100","","345.4","0","312100","0","31","1","3121","","131210001"
"0","","","","","","91","","3121","","131210002"
"1.05","","1.05","1.05","1.05","0","123","7.4","3121","","131210003"
"1000001","","0","","wait","0.2","3","","3121","","131210004"
"2","","","","1","","35","","3121","","131210005"
"se_travel","","0","","se_travel_treasure_big_rock","","23","","3121","","131210006"
"3.7","","","","0","","93","","3121","","131210007"
"312100","","","","1","","32","","3121","","131210008"
"15","","0.65","","15","","122","","3121","","131210009"
"0.5","","","","0","","93","","3121","","131210010"
"20","","3.2","","20","","122","","3121","","131210011"
"1000001","","0","","shock_jump_short","0.2","3","","3121","","131210012"
"0","","","","0","","91","","3121","","131210013"
"1000001","","1","","escape","0","3","","3121","","131210014"
"1000001","","-240","2","-880","","2","0","3121","","131210015"
"0.8","","","","0","","93","","3121","","131210016"
"2","","","","","","113","","3121","","131210017"
"1000001","","1","","idle","0.2","3","","3122","","131220001"
"312200","","345","-65","11","0","31","1","3122","","131220002"
"312201","","345","-65","12","0","31","1","3122","","131220003"
"0","","","","","","91","","3122","","131220004"
"1.05","","1.05","1.05","1.05","0","123","6.8","3122","0","131220005"
"1000001","","0","","wait","0.2","3","","3122","","131220006"
"2","","","","1","","35","","3122","","131220007"
"4","","","","0","","93","","3122","","131220008"
"0.95","","0.95","0.95","0.95","0","123","0.4","3122","","131220009"
"11","","","","1","","32","","3122","","131220010"
"12","","","","1","","32","","3122","","131220011"
"1000001","","0","","arrow_panic","","3","","3122","","131220012"
"2.7","","","","0","","93","","3122","","131220013"
"2","","","","0","","113","","3122","","131220014"
"6","","345.4","0","6","0","31","1","3123","","131230001"
"7","","345.4","0","7","0","31","1","3123","","131230002"
"310000","","345.4","0","310000","0","31","1","3123","","131230003"
"312300","","345.4","0","312300","0","31","1","3123","","131230004"
"990001","","345.4","0","990001","1","31","1","3123","","131230005"
"4","reward_loop","14","345","14","1.1","5","-180","3123","0","131230006"
"0","","","","","","91","","3123","","131230007"
"1.05","","1.05","1.05","1.05","0","123","7.4","3123","","131230008"
"1000001","","0","","wait","0.2","3","","3123","","131230009"
"2","","","","1","","35","","3123","","131230010"
"4.9","","","","0","","93","","3123","","131230011"
"30","","0.4","","30","","122","","3123","","131230012"
"312300","","","","1","","32","","3123","","131230013"
"6","","","","1","","32","","3123","","131230014"
"0.1","","","","0","","93","","3123","","131230015"
"2","","","","0","","32","","3123","","131230016"
"3","","","","0","","32","","3123","","131230017"
"1000001","","0","","dotEyes_noEmotion","","3","","3123","","131230018"
"vo_travel_round_event","","0","0","vo_travel_round_event_3123","","21","","3123","","131230019"
"2.5","","","","0","","93","","3123","","131230020"
"7","","","","1","","32","","3123","","131230021"
"0.1","","","","0","","93","","3123","","131230022"
"6","","","","0","","32","","3123","","131230023"
"0.2","","","","0","","93","","3123","","131230024"
"0.95","","0.95","0.95","0.95","0","123","0.3","3123","","131230025"
"310000","","","","1","","32","","3123","","131230026"
"0.2","","","","0","","93","","3123","","131230027"
"50","","0.6","","50","","122","","3123","","131230028"
"1.6","","","","0","","93","","3123","","131230029"
"2","","","","","","113","","3123","","131230030"
"312400","","345.4","0","312400","0","31","1","3124","","131240001"
"8","","345.4","0","8","0","31","1","3124","","131240002"
"8","","","","0","","35","","3124","","131240003"
"8","","","","1","","32","","3124","","131240004"
"990002","","345.4","0","990002","1","31","1","3124","","131240005"
"2","empty","56","345.4","3124","0.5","5","-240","3124","0","131240006"
"0","","","","","","91","","3124","","131240007"
"1.05","","1.05","1.05","1.05","0","123","7.4","3124","","131240008"
"1000001","","0","","wait","0.2","3","","3124","","131240009"
"2","","","","1","","35","","3124","","131240010"
"5.4","","","","0","","93","","3124","","131240011"
"312400","","","","1","","32","","3124","","131240012"
"0.1","","","","0","","93","","3124","","131240013"
"2","","","","0","","32","","3124","","131240014"
"0.95","","0.95","0.95","0.95","0","123","0.4","3124","","131240015"
"1000001","","0","","glad","0.2","3","","3124","","131240016"
"3124","","0","","drop","0","3","","3124","","131240017"
"0.7","","","","0","","93","","3124","","131240018"
"1000001","","0","","joy_short","0.2","3","","3124","","131240019"
"0.7","","","","0","","93","","3124","","131240020"
"3124","","0","","shock","0","3","","3124","","131240021"
"0.8","","","","0","","93","","3124","","131240022"
"1000001","","0","","shock_jump_mimic","0.2","3","0","3124","","131240023"
"2.4","","","","0","","93","","3124","","131240024"
"2","","","","","","113","","3124","","131240025"
"320000","","345.4","0","320000","0","31","1","3200","","132000001"
"110","","345.4","0","110","0","31","1","3200","","132000002"
"111","","345.4","0","111","0","31","1","3200","","132000003"
"990001","","345.4","0","990001","1","31","1","3200","","132000004"
"0","","","","","","91","","3200","","132000005"
"1.05","","1.05","1.05","1.05","0","123","7.4","3200","","132000006"
"1000001","","0","","wait","0.2","3","","3200","","132000007"
"2","","","","1","","35","","3200","","132000008"
"5.4","","","","0","","93","","3200","","132000009"
"1000001","","0","","glad","0.2","3","","3200","","132000010"
"320000","","","","1","","32","","3200","","132000011"
"1","","","","0","","93","","3200","","132000012"
"0.95","","0.95","0.95","0.95","5","123","0.8","3200","","132000013"
"110","","","","1","","32","","3200","","132000014"
"111","","","","1","","32","","3200","","132000015"
"0.1","","","","0","","93","","3200","","132000016"
"2","","","","0","","32","","3200","","132000017"
"3","","","","0","","32","","3200","","132000018"
"1.1","","","","0","","93","","3200","","132000019"
"1000001","","0","joy_round3_loop","joy_round3_in","0.2","3","1","3200","0","132000020"
"0.5","","","","0","","93","","3200","","132000021"
"998","","","","1","","32","","3200","","132000022"
"5.2","","","","0","","93","","3200","","132000023"
"1","","","","","","113","","3200","","132000024"
"320000","","345.4","0","320000","0","31","1","3201","","132010001"
"110","","345.4","0","110","0","31","1","3201","","132010002"
"111","","345.4","0","111","0","31","1","3201","","132010003"
"990002","","345.4","0","990002","1","31","1","3201","","132010004"
"0","","","","","","91","","3201","","132010005"
"1.05","","1.05","1.05","1.05","0","123","7.4","3201","","132010006"
"1000001","","0","","wait","0.2","3","","3201","","132010007"
"2","","","","1","","35","","3201","","132010008"
"5.4","","","","0","","93","","3201","","132010009"
"1000001","","0","","glad","0.2","3","","3201","","132010010"
"320000","","","","1","","32","","3201","","132010011"
"1","","","","0","","93","","3201","","132010012"
"0.95","","0.95","0.95","0.95","5","123","0.8","3201","","132010013"
"110","","","","1","","32","","3201","","132010014"
"111","","","","1","","32","","3201","","132010015"
"0.1","","","","0","","93","","3201","","132010016"
"2","","","","0","","32","","3201","","132010017"
"3","","","","0","","32","","3201","","132010018"
"1.1","","","","0","","93","","3201","","132010019"
"1000001","","0","joy_round3_loop","joy_round3_in","0.2","3","1","3201","0","132010020"
"0.5","","","","0","","93","","3201","","132010021"
"998","","","","1","","32","","3201","","132010022"
"5.2","","","","0","","93","","3201","","132010023"
"1","","","","","","113","","3201","","132010024"
"320000","","345.4","0","320000","0","31","1","3202","","132020001"
"320001","","345.4","0","320001","0","31","1","3202","","132020002"
"110","","345.4","0","110","0","31","1","3202","","132020003"
"111","","345.4","0","111","0","31","1","3202","","132020004"
"990003","","345.4","0","990003","1","31","1","3202","","132020005"
"0","","","","","","91","","3202","","132020006"
"1.05","","1.05","1.05","1.05","0","123","7.4","3202","","132020007"
"1000001","","0","","wait","0.2","3","","3202","","132020008"
"320001","","","","1","","32","","3202","","132020009"
"0.1","","","","0","","93","","3202","","132020010"
"2","","","","0","","32","","3202","","132020011"
"5.3","","","","0","","93","","3202","","132020012"
"1000001","","0","","glad","0.2","3","","3202","","132020013"
"320000","","","","1","","32","","3202","","132020014"
"1","","","","0","","93","","3202","","132020015"
"0.95","","0.95","0.95","0.95","5","123","0.8","3202","","132020016"
"110","","","","1","","32","","3202","","132020017"
"111","","","","1","","32","","3202","","132020018"
"0.1","","","","0","","93","","3202","","132020019"
"320001","","","","0","","32","","3202","","132020020"
"3","","","","0","","32","","3202","","132020021"
"1.1","","","","0","","93","","3202","","132020022"
"1000001","","0","joy_round3_loop","joy_round3_in","0.2","3","1","3202","0","132020023"
"0.5","","","","0","","93","","3202","","132020024"
"998","","","","1","","32","","3202","","132020025"
"5.2","","","","0","","93","","3202","","132020026"
"1","","","","","","113","","3202","","132020027"
"6","","345.4","0","6","0","31","1","3211","","132110001"
"7","","345.4","0","7","0","31","1","3211","","132110002"
"8","","345.4","0","8","0","31","1","3211","","132110003"
"111","","345.4","0","111","0","31","1","3211","","132110004"
"110","","345.4","0","110","0","31","1","3211","","132110005"
"321100","","345.4","0","321100","0","31","1","3211","","132110006"
"321101","","345.4","0","321101","0","31","1","3211","","132110007"
"321102","","345.4","0","321102","0","31","1","3211","","132110008"
"3","appear","55","8000","13","1.3","5","0","3211","0","132110009"
"2","03_run","56","8000","100711","0.89","1","-250","3211","1","132110010"
"0","","","","","","91","","3211","","132110011"
"13","","1","1","1","0","6","0","3211","0","132110012"
"13","","-250","0","95","","2","0","3211","","132110013"
"100711","","-250","0","1100","","2","0","3211","","132110014"
"1.05","","1.05","1.05","1.05","0","123","7.4","3211","","132110015"
"1000001","","0","","wait","0.2","3","","3211","","132110016"
"2","","","","1","","35","","3211","","132110017"
"4.9","","","","0","","93","","3211","","132110018"
"0.95","","0.95","0.95","0.95","0","123","0.3","3211","","132110019"
"se_travel","","0","","se_travel_treasure_ghost_special_success","","23","","3211","","132110020"
"8","","","","1","","32","","3211","","132110021"
"8","","","","0","","35","","3211","","132110022"
"6","","","","1","","32","","3211","","132110023"
"0.1","","","","0","","93","","3211","","132110024"
"2","","","","0","","32","","3211","","132110025"
"3","","","","0","","32","","3211","","132110026"
"1000001","","0","","dotEyes","0.2","3","","3211","","132110027"
"0.3","","","","0","","93","","3211","","132110028"
"13","","0","","appear","","3","","3211","","132110029"
"13","","1","1","1","0","6","1","3211","0","132110030"
"0.67","","","","0","","93","","3211","","132110031"
"1000001","","0","","shock_jump","","3","","3211","","132110032"
"1000001","","-250","1","70","","2","0","3211","","132110033"
"1.1","","","","0","","93","","3211","","132110034"
"1000001","","1","","escape","","3","","3211","","132110035"
"1000001","","-250","1.2","-350","","2","0","3211","","132110036"
"13","","0","","march_pudding","","3","","3211","","132110037"
"7","","","","1","","32","","3211","","132110038"
"0.1","","","","0","","93","","3211","","132110039"
"6","","","","0","","32","","3211","","132110040"
"0.3","","","","0","","93","","3211","","132110041"
"321100","","","","1","","32","","3211","","132110042"
"0.4","","","","0","","93","","3211","","132110043"
"100711","","-250","1.1","630","","2","0","3211","","132110044"
"0.9","","","","0","","93","","3211","","132110045"
"vo_travel_round_event","","1","0","vo_travel_round_event_3211","","21","","3211","","132110046"
"0.2","","","","0","","93","","3211","","132110047"
"100711","","1","","03_idle","","3","","3211","0","132110048"
"0.3","","","","0","","93","","3211","","132110049"
"100711","","0","03_idle","03_attack","0.2","3","","3211","0.2","132110050"
"321101","","","","1","","32","","3211","","132110051"
"1000001","","1","","run","","3","","3211","","132110052"
"1000001","","","","0","","4","","3211","","132110053"
"1000001","","-250","2","70","","2","0","3211","","132110054"
"0.6","","","","0","","93","","3211","","132110055"
"321102","","","","1","","32","","3211","","132110056"
"110","","","","1","","32","","3211","","132110057"
"111","","","","1","","32","","3211","","132110058"
"0.1","","","","0","","93","","3211","","132110059"
"7","","","","0","","32","","3211","","132110060"
"1.2","","","","0","","93","","3211","","132110061"
"8","","","","0","","32","","3211","","132110062"
"0.1","","","","0","","93","","3211","","132110063"
"100711","","0","","03_joy_short","0.2","3","","3211","","132110064"
"1000001","","0","joy_round3_loop","joy_round3_in","0.2","3","1","3211","0.2","132110065"
"998","","","","1","","32","","3211","","132110066"
"0.7","","","","0","","93","","3211","","132110067"
"13","","1","","pudding_loop","","3","","3211","","132110068"
"4.5","","","","0","","93","","3211","","132110069"
"1","","","","","","113","","3211","","132110070"
"1000001","","1","","idle","0.2","3","","3212","","132120001"
"301200","","0","0","13","0","31","1","3212","","132120002"
"101","","0","0","14","0","31","1","3212","","132120003"
"301204","","260","-150","16","0","31","1","3212","","132120004"
"301204","","320","-120","19","0","31","1","3212","","132120005"
"301205","","0","0","17","0","31","1","3212","","132120006"
"6","","345.4","0","18","0","31","1","3212","","132120007"
"301201","","345.4","0","20","0","31","1","3212","","132120008"
"301202","","345.4","0","21","0","31","1","3212","","132120009"
"111","","345.4","0","111","0","31","1","3212","","132120010"
"111","","","","0","","35","","3212","","132120011"
"110","","345.4","0","110","0","31","1","3212","","132120012"
"1","round_monster_walk","55","9340","3","1","5","-234","3212","0","132120013"
"0","","","","","","91","","3212","","132120014"
"3","","1","1","1","0","6","0","3212","0","132120015"
"3","","-234","0","345","0","2","0","3212","0","132120016"
"1.05","","1.05","1.05","1.05","0","123","7.4","3212","0","132120017"
"1000001","","0","","wait","0.2","3","","3212","","132120018"
"2","","","","1","","35","","3212","","132120019"
"301203","","0","0","15","0","31","1","3212","","132120020"
"2","<weapon>_run","57","9340","1000003","0.89","1","-250","3212","0","132120021"
"2","<weapon>_run","58","9340","1000004","0.89","1","-290","3212","0","132120022"
"4.3","","","","0","","93","","3212","","132120023"
"0.95","","0.95","0.95","0.95","0","123","0.4","3212","","132120024"
"21","","","","1","","32","","3212","","132120025"
"21","","","","0","","35","","3212","","132120026"
"se_travel","","","","se_travel_treasure_success_monster_helper_2","","23","","3212","","132120027"
"18","","","","1","","32","","3212","","132120028"
"0.1","","","","0","","93","","3212","","132120029"
"2","","","","0","","32","","3212","","132120030"
"3","","1","1","1","0.3","6","1","3212","0","132120031"
"13","","","","1","","32","","3212","","132120032"
"3","","0","","round_monster_appear","","3","","3212","","132120033"
"1000001","","0","","back","","3","","3212","","132120034"
"0.67","","","","0","","93","","3212","","132120035"
"3","","0","","round_monster_walk","0.1","3","","3212","","132120036"
"3","","-234","1.4","220","","2","0","3212","","132120037"
"20","","","","1","","32","","3212","","132120038"
"0.1","","","","0","","93","","3212","","132120039"
"18","","","","0","","32","","3212","","132120040"
"0.5","","","","0","","93","","3212","","132120041"
"1000003","","","","1","","4","","3212","","132120042"
"1000003","","-240","0","1545","","2","0","3212","","132120043"
"1000004","","","","1","","4","","3212","","132120044"
"1000004","","-280","0","1635","","2","0","3212","","132120045"
"0.5","","","","0","","93","","3212","","132120046"
"3","","0","","round_monster_attack","0.3","3","","3212","","132120047"
"0.5","","","","0","","93","","3212","","132120048"
"17","","","","1","","32","","3212","","132120049"
"1000001","","0","","back_loop","0.1","3","","3212","","132120050"
"0.5","","","","0","","93","","3212","","132120051"
"1000003","","-240","0","920","","2","0","3212","","132120052"
"1000003","","-240","0.16","620","","2","0","3212","","132120053"
"1000003","","0","","<weapon>_run","0.2","3","","3212","","132120054"
"0.16","","","","0","","93","","3212","","132120055"
"1000003","","0","","<weapon>_attack_skipQuest","0.2","3","","3212","","132120056"
"0.1","","","","0","","93","","3212","","132120057"
"3","","-234","0","280","","2","0","3212","","132120058"
"3","","","","1","","4","","3212","","132120059"
"3","","0","","round_monster_die","0","3","","3212","","132120060"
"16","","","","1","","32","","3212","","132120061"
"0.15","","","","0","","93","","3212","","132120062"
"1000004","","-280","0","910","","2","0","3212","","132120063"
"1000004","","-280","0.16","710","","2","0","3212","","132120064"
"1000004","","0","","<weapon>_run","0.2","3","","3212","","132120065"
"0.16","","","","0","","93","","3212","","132120066"
"1000004","","0","","<weapon>_attack_skipQuest","0.2","3","","3212","","132120067"
"0.1","","","","0","","93","","3212","","132120068"
"0.1","","","","0","","93","","3212","","132120069"
"3","","0","","round_monster_die","0","3","","3212","","132120070"
"19","","","","1","","32","","3212","","132120071"
"0.4","","","","0","","93","","3212","","132120072"
"1000001","","-240","0","20","","2","0","3212","","132120073"
"1000001","","0","","back_origin","0","3","","3212","","132120074"
"1000001","","0","","surprise","0.2","3","","3212","","132120075"
"1000003","","1","","<weapon>_idle","0.2","3","","3212","","132120076"
"0.2","","","","0","","93","","3212","","132120077"
"110","","","","1","","32","","3212","","132120078"
"111","","","","1","","32","","3212","","132120079"
"0.2","","","","0","","93","","3212","","132120080"
"1000004","","1","","<weapon>_idle","0.2","3","","3212","","132120081"
"0.46","","","","0","","93","","3212","","132120082"
"3","","1","1","1","0.6","6","0","3212","","132120083"
"18","","","","1","","32","","3212","","132120084"
"0.02","","","","0","","93","","3212","","132120085"
"20","","","","0","","32","","3212","","132120086"
"21","","","","0","","32","","3212","","132120087"
"1000001","","0","joy_round3_loop","joy_round3_in","0.2","3","1","3212","","132120088"
"0.1","","","","0","","93","","3212","","132120089"
"1000003","","0","","<weapon>_joy_short","0","3","","3212","","132120090"
"0.1","","","","0","","93","","3212","","132120091"
"1000004","","0","","<weapon>_joy_short","0","3","","3212","","132120092"
"0.9","","","","0","","93","","3212","","132120093"
"998","","","","1","","32","","3212","","132120094"
"3.8","","","","0","","93","","3212","","132120095"
"1","","","","0","","113","","3212","","132120096"
"321300","","345.4","0","321300","0","31","1","3213","","132130001"
"111","","345.4","0","111","0","31","1","3213","","132130002"
"111","","","","0","","35","","3213","","132130003"
"110","","345.4","0","110","0","31","1","3213","","132130004"
"0","","","","","","91","","3213","","132130005"
"1000001","","0","","wait_gradeUp","0.2","3","","3213","","132130006"
"321300","","","","1","","32","","3213","","132130007"
"0.1","","","","0","","93","","3213","","132130008"
"2","","","","0","","32","","3213","","132130009"
"0.8","","","","0","","93","","3213","","132130010"
"1.05","","1.05","1.05","1.05","0","123","0","3213","","132130011"
"5","","0.5","","5","","122","","3213","","132130012"
"1.1","","","","0","","93","","3213","","132130013"
"1.05","","1.05","1.05","1.05","0","123","0","3213","","132130014"
"10","","0.5","","10","","122","","3213","","132130015"
"0.8","","","","0","","93","","3213","","132130016"
"1000001","","0","","glad_dot_light","0.2","3","","3213","","132130017"
"0.1","","","","0","","93","","3213","","132130018"
"0.907","","0.907","0.907","0.907","5","123","0.4","3213","","132130019"
"1.5","","","","0","","93","","3213","","132130020"
"20","","0.7","","20","","122","","3213","","132130021"
"1.4","","","","0","","93","","3213","","132130022"
"110","","","","1","","32","","3213","","132130023"
"111","","","","1","","32","","3213","","132130024"
"1.2","","","","0","","93","","3213","","132130025"
"1000001","","0","joy_round3_loop","joy_round3_in","0.2","3","1","3213","0","132130026"
"0.3","","","","0","","93","","3213","","132130027"
"998","","","","1","","32","","3213","","132130028"
"3.8","","","","0","","93","","3213","","132130029"
"1","","","","","","113","","3213","","132130030"
"321400","","345.4","0","321400","0","31","1","3214","","132140001"
"2","05_idle","57","1088","103111","0.89","1","-240","3214","1","132140002"
"110","","345.4","0","110","0","31","1","3214","","132140003"
"111","","345.4","0","111","0","31","1","3214","","132140004"
"0","","","","","","91","","3214","","132140005"
"1.05","","1.05","1.05","1.05","0","123","7.4","3214","","132140006"
"1000001","","0","","wait","0.2","3","","3214","","132140007"
"321400","","","","1","","32","","3214","","132140008"
"0.1","","","","0","","93","","3214","","132140009"
"2","","","","0","","32","","3214","","132140010"
"3.4","","","","0","","93","","3214","","132140011"
"0.95","","0.95","0.95","0.95","5","123","3.2","3214","","132140012"
"1000001","","0","","shock_jump_aura","0.2","3","","3214","","132140013"
"0.1","","","","0","","93","","3214","","132140014"
"1000001","","-240","0.6","70","","2","2","3214","","132140015"
"0.5","","","","0","","93","","3214","","132140016"
"103111","","1","","05_run_gamestart","0","3","","3214","","132140017"
"103111","","-240","0.5","586","","2","0","3214","","132140018"
"0.5","","","","0","","93","","3214","","132140019"
"103111","","1","","05_idle","0.2","3","","3214","","132140020"
"0.5","","","","0","","93","","3214","","132140021"
"103111","","0","05_idle","shinobu_exorcise","0.2","3","1","3214","0","132140022"
"vo_travel_round_event","","0","0","vo_travel_round_event_3214","","21","","3214","","132140023"
"1","","","","0","","93","","3214","","132140024"
"110","","","","1","","32","","3214","","132140025"
"111","","","","1","","32","","3214","","132140026"
"0.1","","","","0","","93","","3214","","132140027"
"3","","","","0","","32","","3214","","132140028"
"1.1","","","","0","","93","","3214","","132140029"
"1000001","","0","joy_round3_loop","joy_round3_in","0.2","3","1","3214","0","132140030"
"103111","","0","","05_joy_short","0.2","3","","3214","","132140031"
"0.5","","","","0","","93","","3214","","132140032"
"998","","","","1","","32","","3214","","132140033"
"3.8","","","","0","","93","","3214","","132140034"
"1","","","","","","113","","3214","","132140035"
"321500","","345.4","0","321500","1","31","1","3215","","132150001"
"321501","","345.4","0","321501","1","31","1","3215","","132150002"
"120","","345.4","0","120","0","31","1","3215","","132150003"
"121","","345.4","0","121","0","31","1","3215","","132150004"
"990001","","345.4","0","990001","1","31","1","3215","","132150005"
"0","","","","","","91","","3215","","132150006"
"1.05","","1.05","1.05","1.05","0","123","7.4","3215","","132150007"
"1000001","","0","","wait_wakuwaku","0.2","3","","3215","","132150008"
"2","","","","1","","35","","3215","","132150009"
"5.2","","","","0","","93","","3215","","132150010"
"0.95","","0.95","0.95","0.95","5","123","0.8","3215","","132150011"
"120","","","","1","","32","","3215","","132150012"
"121","","","","1","","32","","3215","","132150013"
"0.1","","","","0","","93","","3215","","132150014"
"321501","","","","0","","32","","3215","","132150015"
"2","","","","0","","32","","3215","","132150016"
"3","","","","0","","32","","3215","","132150017"
"998","","","","1","","32","","3215","","132150018"
"0.4","","","","0","","93","","3215","","132150019"
"1000001","","1","","dance","0.2","3","","3215","","132150020"
"4.8","","","","0","","93","","3215","","132150021"
"1","","","","","","113","","3215","","132150022"
"6","","345.4","0","6","0","31","1","3216","","132160001"
"8","","345.4","0","8","0","31","1","3216","","132160002"
"110","","345.4","0","110","0","31","1","3216","","132160003"
"111","","345.4","0","111","0","31","1","3216","","132160004"
"301600","","345.4","-80","301600","0","31","1","3216","","132160005"
"990002","","345.4","0","990002","1","31","1","3216","","132160006"
"0","","","","","","91","","3216","","132160007"
"1.05","","1.05","1.05","1.05","0","123","7.4","3216","","132160008"
"1000001","","0","","wait","0.2","3","","3216","","132160009"
"2","","","","1","","35","","3216","","132160010"
"5.4","","","","0","","93","","3216","","132160011"
"0.95","","0.95","0.95","0.95","0","123","0.4","3216","","132160012"
"8","","","","1","","32","","3216","","132160013"
"8","","","","0","","35","","3216","","132160014"
"301600","","","","1","","32","","3216","","132160015"
"6","","","","1","","32","","3216","","132160016"
"111","","","","1","","32","","3216","","132160017"
"111","","","","0","","35","","3216","","132160018"
"0.1","","","","0","","93","","3216","","132160019"
"2","","","","0","","32","","3216","","132160020"
"3","","","","0","","32","","3216","","132160021"
"1000001","","0","","glad","0.1","3","","3216","","132160022"
"0.1","","","","0","","93","","3216","","132160023"
"8","","","","1","","35","","3216","","132160024"
"110","","","","1","","32","","3216","","132160025"
"se_travel","","0","","se_travel_treasure_special_success_butterfly","","23","","3216","","132160026"
"1.5","","","","0","","93","","3216","","132160027"
"998","","","","1","","32","","3216","","132160028"
"1000001","","0","joy_round3_loop","joy_round3_in","0.2","3","1","3216","","132160029"
"5.2","","","","0","","93","","3216","","132160030"
"1","","","","","","113","","3216","","132160031"
"310000","","345.4","0","310000","0","31","1","3217","","132170001"
"310001","","0","0","310001","0","31","1","3217","","132170002"
"301700","","345.4","0","301700","0","31","1","3217","","132170003"
"301701","","740","-115","301701","0","31","1","3217","","132170004"
"301702","","345.4","0","301702","0","31","1","3217","","132170005"
"120","","345.4","0","120","0","31","1","3217","","132170006"
"321700","","345.4","0","321700","0","31","1","3217","","132170007"
"5","empty","100","610","15","0.44","5","-235","3217","0","132170008"
"5","empty","55","610","16","0.44","5","-235","3217","0","132170009"
"0","","","","","","91","","3217","","132170010"
"1.05","","1.05","1.05","1.05","0","123","7.4","3217","","132170011"
"1000001","","0","","wait","0.2","3","","3217","","132170012"
"2","","","","1","","35","","3217","","132170013"
"5.4","","","","0","","93","","3217","","132170014"
"0.95","","0.95","0.95","0.95","0","123","0.3","3217","","132170015"
"310000","","","","1","","32","","3217","","132170016"
"310001","","","","1","","32","","3217","","132170017"
"0.2","","","","0","","93","","3217","","132170018"
"50","","0.6","","50","","122","","3217","","132170019"
"1000001","","0","","shock","0.2","3","","3217","","132170020"
"1.6","","","","0","","93","","3217","","132170021"
"301700","","","","1","","32","","3217","","132170022"
"1.2","","","","0","","93","","3217","","132170023"
"se_travel","","0","","se_travel_treasure_croce_ui","","23","","3217","","132170024"
"15","","0","","punch","","3","","3217","","132170025"
"16","","0","","punch_B","","3","","3217","","132170026"
"0.2","","","","0","","93","","3217","","132170027"
"1.05","","1.05","1.05","1.05","11","123","0.1","3217","","132170028"
"0.1","","","","0","","93","","3217","","132170029"
"0.95","","0.95","0.95","0.95","0","123","0.3","3217","","132170030"
"1","","","","0","","93","","3217","","132170031"
"se_travel","","0","","se_travel_treasure_croce_door","","23","","3217","","132170032"
