15bb538f6be0f11aa5e4733877b429efdc2218faced64ad0659ef8d566c28fca,cc1c7ab7ddb2a81c33025e747fb37665c7850429b8778bc242d37841097b47df,5cbbd11a26d2295770a48072156c552199936adfd6479bcb2d076024f8ce555c,d0e5464835007b4d0c5d490d522238569f210094c7b0fb559ba9160beb137398,d67b38be696b7cfa6180a7940606aa67a399c7c0a8a8cf2d0150d627891f0b78,d45d20ff7968e76d9b41458aa4fbaacea07b1af9990956421ee8c8fa596ef960,1082d8cdabc77f4a52c5c4924c319c44afc53ed0f959196efd74dab3c4b99e63,3b9324d8c5274d5d68d3ad3c4509eceaa7994f47e47e3f35a23e37d4a707eea9,4ac73e76b22b27362e4e5124df960be1044c38c6afe34307484c5008ab68d8ce,f54b646a7220e0881b86cef5eac54ef887c05d18e851705fba32f395eb47c8aa,5657ec3b63e0f760834b7573b96208e2dc573c47ee3c0bcfd4aba13104bec3b3
"psy_fairy_talk","0.2","","3","7","","1","1","7005","",""
"vo_minigame_1008_drama_9902","","0","21","7","","0","vo_minigame_1008","7006","",""
"キュキュッ！","0","1","11","7","0","6","1","7007","0.5","0"
"","","","91","7","","","0","7008","",""
"psy_fairy_idle","0.2","","3","7","","1","1","7009","",""
"psy_miyako_talk3","0.2","","3","7","","1","119931","7010","",""
"vo_minigame_1008_drama_0702","","0","21","7","","0","vo_minigame_1008","7011","",""
"うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！","0","1","11","7","0","6","119931","7012","1","0"
"1","","","93","7","","","3","7013","",""
"psy_miyako_arm_crossed_in","0.2","psy_miyako_arm_crossed_loop","3","7","0","0","119931","7014","","1"
"","","","91","7","","","7012","7015","",""
"0","","","22","7","","","0","7016","",""
"psy_fairy_talk","0.2","","3","7","","1","1","7017","",""
"vo_minigame_1008_drama_9903","","0","21","7","","0","vo_minigame_1008","7018","",""
"キュ～キュ～！","0","1","11","7","0","6","1","7019","0.5","0"
"","","","91","7","","","0","7020","",""
"psy_fairy_idle","0.2","","3","7","","1","1","7021","",""
"psy_miyako_anger2","0.2","","3","7","","1","119931","7022","",""
"vo_minigame_1008_drama_0704","","0","21","7","","0","vo_minigame_1008","7023","",""
"そんなこと言われても知らないの！","0","1","11","7","0","6","119931","7024","0.5","0"
"","","","91","7","","","0","7025","",""
"0","","","22","7","","","0","7026","",""
"psy_miyako_thinking3","0.2","","3","7","","1","119931","7027","",""
"vo_minigame_1008_drama_0705","","0","21","7","","0","vo_minigame_1008","7028","",""
"ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！","0","1","11","7","0","5","119931","7029","0.5","0"
"1","","","93","7","","","5","7030","",""
"psy_miyako_doya_in","0.2","psy_miyako_doya_loop","3","7","0","0","119931","7031","","1"
"","","","91","7","","","7029","7032","",""
"0","","","22","7","","","0","7033","",""
"","","","93","7","","","1","7034","",""
"","","","91","7","","","0","7035","",""
"119931","1.7","-300","1","8","0","100","1","8001","psy_miyako_start","-200"
"100411","1.7","225","1","8","1","100","1","8002","psy_walk2","-210"
"103631","1.7","480","1","8","1","105","1","8003","psy_walk3","-220"
"102011","1.7","340","1","8","1","110","1","8004","psy_walk_glad","-235"
"11","1","0","31","8","","0","1","8005","","1"
"1","1.7","-300","5","8","0","101","1","8006","psy_smoke_start","-200"
"110","","2","2","8","","-210","100411","8007","","0"
"365","","2.2","2","8","","-220","103631","8008","","0"
"225","","2.3","2","8","","-235","102011","8009","","0"
"","","","93","8","","","2","8010","",""
"psy_idle_normal","0.2","","3","8","","1","100411","8011","",""
"","","","93","8","","","0.2","8012","",""
"psy_idle_normal","0.2","","3","8","","1","103631","8013","",""
"","","","93","8","","","0.1","8014","",""
"psy_talk_joy1","0.2","","3","8","","1","102011","8015","",""
"vo_minigame_1008_drama_0806","","0","21","8","","0","vo_minigame_1008","8016","",""
"おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？","0","1","11","8","0","8","102011","8017","0.5","0"
"","","","91","8","","","0","8018","",""
"psy_idle_joy1","0.2","","3","8","","1","102011","8019","",""
"psy_miyako_appear","0","psy_miyako_talk1","3","8","0.2","0","119931","8020","","1"
"psy_smoke_appear","0","psy_smoke_start","3","8","0","0","1","8021","","0"
"vo_minigame_1008_drama_0801","","0","21","8","","0","vo_minigame_1008","8022","",""
"ん？　アイツに何か用なの？","0","1","11","8","0","6","119931","8023","0.5","0"
"","","","91","8","","","0","8024","",""
"0","","","22","8","","","0","8025","",""
"psy_miyako_idle","0.2","","3","8","","1","119931","8026","",""
"psy_talk_surprise2","0.2","","3","8","","1","103631","8027","",""
"vo_minigame_1008_drama_0807","","0","21","8","","0","vo_minigame_1008","8028","",""
"きゃ～！？　おばけ！！","0","1","11","8","0","8","103631","8029","0.5","0"
"","","","91","8","","","0","8030","",""
"psy_idle_surprise2","0.2","","3","8","","1","103631","8031","",""
"psy_talk_joy2","0.2","","3","8","","1","100411","8032","",""
"vo_minigame_1008_drama_0808","","0","21","8","","0","vo_minigame_1008","8033","",""
"すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～","0","1","11","8","0","8","100411","8034","0.5","0"
"","","","91","8","","","0","8035","",""
"psy_idle_joy2","0.2","","3","8","","1","100411","8036","",""
"psy_miyako_panic2","0.2","","3","8","","1","119931","8037","",""
"vo_minigame_1008_drama_0802","","0","21","8","","0","vo_minigame_1008","8038","",""
"ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。","0","1","11","8","0","6","119931","8039","1","0"
"1","","","93","8","","","3","8040","",""
"psy_miyako_talk2","0.2","","3","8","","1","119931","8041","",""
"","","","91","8","","","8039","8042","",""
"0","","","22","8","","","0","8043","",""
"psy_miyako_idle","0.2","","3","8","","1","119931","8044","",""
"psy_talk_wish","0.2","","3","8","","1","100411","8045","",""
"vo_minigame_1008_drama_0809","","0","21","8","","0","vo_minigame_1008","8046","",""
"いないの？\nそれなら今のうちにイタズラを……","0","1","11","8","0","8","100411","8047","0.5","0"
"","","","91","8","","","0","8048","",""
"psy_idle_wish","0.2","","3","8","","1","100411","8049","",""
"psy_talk_anger","0.2","","3","8","","1","103631","8050","",""
"vo_minigame_1008_drama_0810","","0","21","8","","0","vo_minigame_1008","8051","",""
"お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？","0","1","11","8","0","8","103631","8052","0.5","0"
"","","","91","8","","","0","8053","",""
"psy_idle_anger","0.2","","3","8","","1","103631","8054","",""
"psy_talk_normal","0.2","","3","8","","1","100411","8055","",""
"0","","","4","8","","","100411","8056","",""
"vo_minigame_1008_drama_0811","","0","21","8","","0","vo_minigame_1008","8057","",""
"だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。","0","1","11","8","0","8","100411","8058","0.5","0"
"","","","91","8","","","0","8059","",""
"1","","","4","8","","","100411","8060","",""
"psy_idle_normal","0.2","","3","8","","1","100411","8061","",""
"psy_talk_joy1","0.2","","3","8","","1","102011","8062","",""
"vo_minigame_1008_drama_0812","","0","21","8","","0","vo_minigame_1008","8063","",""
"おにいちゃんが帰ってくるまで\n一緒に遊ぼ～","0","1","11","8","0","8","102011","8064","0.5","0"
"","","","91","8","","","0","8065","",""
"psy_idle_joy1","0.2","","3","8","","1","102011","8066","",""
"psy_miyako_anger3","0.2","","3","8","","1","119931","8067","",""
"vo_minigame_1008_drama_0803","","0","21","8","","0","vo_minigame_1008","8068","",""
"遊ばないの。\nミヤコはプリン作りで忙しいの！","0","1","11","8","0","6","119931","8069","0.5","0"
"","","","91","8","","","0","8070","",""
"0","","","22","8","","","0","8071","",""
"psy_miyako_idle_anger","0.2","","3","8","","1","119931","8072","",""
"psy_talk_joy2","0.2","","3","8","","1","102011","8073","",""
"vo_minigame_1008_drama_0813","","0","21","8","","0","vo_minigame_1008","8074","",""
"プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？","0","1","11","8","0","8","102011","8075","0.5","0"
"","","","91","8","","","0","8076","",""
"psy_idle_joy2","0.2","","3","8","","1","102011","8077","",""
"psy_miyako_doya_in","0.2","psy_miyako_doya_loop","3","8","0","0","119931","8078","","1"
"vo_minigame_1008_drama_0804","","0","21","8","","0","vo_minigame_1008","8079","",""
"ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。","0","1","11","8","0","6","119931","8080","0.5","0"
"","","","91","8","","","0","8081","",""
"0","","","22","8","","","0","8082","",""
"psy_miyako_doya_idle","0.2","","3","8","","1","119931","8083","",""
"psy_jump","0.2","psy_idle_joy1","3","8","0.4","0","102011","8084","","1"
"vo_minigame_1008_drama_0814","","0","21","8","","0","vo_minigame_1008","8085","",""
"わ～い！　やった～！","0","1","11","8","0","8","102011","8086","0.5","0"
"","","","91","8","","","0","8087","",""
"psy_talk_joy2","0.2","","3","8","","1","100411","8088","",""
"vo_minigame_1008_drama_0815","","0","21","8","","0","vo_minigame_1008","8089","",""
"にいちゃんにイタズラする用のプリン\n作っちゃお～！","0","1","11","8","0","8","100411","8090","0.5","0"
"","","","91","8","","","0","8091","",""
"psy_idle_joy2","0.2","","3","8","","1","100411","8092","",""
"psy_talk_sad","0.2","","3","8","","1","103631","8093","",""
"vo_minigame_1008_drama_0816","","0","21","8","","0","vo_minigame_1008","8094","",""
"そ、そんな……\n幽霊とプリン作りなんて……","0","1","11","8","0","8","103631","8095","0.5","0"
"","","","91","8","","","0","8096","",""
"psy_idle_sad","0.2","","3","8","","1","103631","8097","",""
"psy_talk_normal","0.2","","3","8","","1","100411","8098","",""
"0","","","4","8","","","100411","8099","",""
"0","","","4","8","","","102011","8100","",""
"vo_minigame_1008_drama_0817","","0","21","8","","0","vo_minigame_1008","8101","",""
"キョウカはやらないの？","0","1","11","8","0","8","100411","8102","0.5","0"
"","","","91","8","","","0","8103","",""
"psy_idle_normal","0.2","","3","8","","1","100411","8104","",""
"psy_talk_joy2","0.2","","3","8","","1","102011","8105","",""
"vo_minigame_1008_drama_0818","","0","21","8","","0","vo_minigame_1008","8106","",""
"ミミ、キョウカちゃんと一緒に\nプリン作りたいな～","0","1","11","8","0","8","102011","8107","0.5","0"
"","","","91","8","","","0","8108","",""
"psy_idle_joy2","0.2","","3","8","","1","102011","8109","",""
"psy_talk_sad","0.2","","3","8","","1","103631","8110","",""
"vo_minigame_1008_drama_0819","","0","21","8","","0","vo_minigame_1008","8111","",""
"うぅ……わかったよ、\n私も一緒に作ります。","0","1","11","8","0","8","103631","8112","0.5","0"
"","","","91","8","","","0","8113","",""
"psy_idle_sad","0.2","","3","8","","1","103631","8114","",""
"psy_miyako_joy1","0.2","","3","8","","1","119931","8115","",""
"vo_minigame_1008_drama_0805","","0","21","8","","0","vo_minigame_1008","8116","",""
"やったの！\n手下が一気に３人も増えたの！","0","1","11","8","0","6","119931","8117","0.5","0"
"","","","91","8","","","0","8118","",""
"0","","","22","8","","","0","8119","",""
"","","","93","8","","","1","8120","",""
"","","","91","8","","","0","8121","",""
"119931","1.7","-300","1","9","0","100","1","9001","psy_miyako_idle","-200"
"1","1.7","185","5","9","1","100","1","9002","psy_idle_normal","-220"
"11","1","0","31","9","","0","1","9003","","1"
"","","","93","9","","","1","9004","",""
"psy_miyako_thinking4","0.2","","3","9","","1","119931","9005","",""
"vo_minigame_1008_drama_0901","","0","21","9","","0","vo_minigame_1008","9006","",""
"むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！","0","1","11","9","0","5","119931","9007","1","0"
"1","","","93","9","","","6","9008","",""
"psy_miyako_sad2","0.2","","3","9","","1","119931","9009","",""
"","","","91","9","","","9007","9010","",""
"0","","","22","9","","","0","9011","",""
"psy_miyako_talk_joy1","0.2","","3","9","","1","119931","9012","",""
"vo_minigame_1008_drama_0902","","0","21","9","","0","vo_minigame_1008","9013","",""
"オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！","0","1","11","9","0","6","119931","9014","0.5","0"
"1","","","93","9","","","6","9015","",""
"psy_miyako_guts2_in","0.2","psy_miyako_guts2_loop","3","9","0","0","119931","9016","","1"
"","","","91","9","","","9014","9017","",""
"0","","","22","9","","","0","9018","",""
"11","0","0","12","9","0","1","1","9019","0","0"
"psy_talk_guts2","0.2","psy_idle_guts2","3","9","0","0","1","9020","","1"
"","","","93","9","","","2","9021","",""
"0","","","4","9","","","1","9022","",""
"psy_run","0.2","","3","9","","1","1","9023","",""
"1000","","3","2","9","","-220","1","9024","","0"
"","","","93","9","","","4","9025","",""
"1","","","4","9","","","1","9026","",""
"psy_item01_run","0.2","","3","9","","1","1","9027","",""
"185","","3","2","9","","-220","1","9028","","0"
"","","","93","9","","","3","9029","",""
"psy_item01_up","0.2","psy_item01_up_loop","3","9","0","0","1","9030","","1"
"","","","93","9","","","0.5","9031","",""
"9033","","","103","9","","0","手錠とムチを持ってきた。","9032","",""
"psy_miyako_anger2","0.2","","3","9","","1","119931","9033","",""
"vo_minigame_1008_drama_0903","","0","21","9","","0","vo_minigame_1008","9034","",""
"い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！","0","1","11","9","0","6","119931","9035","0.5","0"
"","","","91","9","","","0","9036","",""
"0","","","22","9","","","0","9037","",""
"10","0","0","12","9","0","2","1","9038","0","0"
"psy_item01_up_loop_talk","0.2","","3","9","","1","1","9039","",""
"","","","93","9","","","3","9040","",""
"psy_item01_up_loop","0.2","","3","9","","1","1","9041","",""
"psy_miyako_thinking4","0.2","","3","9","","1","119931","9042","",""
"vo_minigame_1008_drama_0904","","0","21","9","","0","vo_minigame_1008","9043","",""
"…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？","0","1","11","9","0","5","119931","9044","0.5","0"
"1","","","93","9","","","6","9045","",""
"psy_miyako_talk4","0.2","","3","9","","1","119931","9046","",""
"","","","91","9","","","9044","9047","",""
"0","","","22","9","","","0","9048","",""
"","","","93","9","","","1","9049","",""
"","","","91","9","","","0","9050","",""
"119931","1.7","-300","1","10","0","100","1","10001","psy_miyako_idle","-200"
"1","1.7","1000","5","10","1","100","1","10002","psy_idle_normal","-220"
"11","1","0","31","10","","0","1","10003","","1"
"","","","93","10","","","2","10004","",""
"psy_item02_run","0.2","","3","10","","1","1","10005","",""
"185","","3","2","10","","-220","1","10006","","0"
"","","","93","10","","","3","10007","",""
"psy_item02_up","0.2","psy_item02_up_loop","3","10","0","0","1","10008","","1"
"","","","93","10","","","0.5","10009","",""
"10011","","","103","10","","0","ヒントになりそうなものだよ。","10010","",""
"psy_miyako_anger3","0.2","","3","10","","1","119931","10011","",""
"vo_minigame_1008_drama_1001","","0","21","10","","0","vo_minigame_1008","10012","",""
"また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！","0","1","11","10","0","5","119931","10013","0.5","0"
"1","","","93","10","","","4","10014","",""
"psy_miyako_talk2","0.2","","3","10","","1","119931","10015","",""
"1","","","93","10","","","2.5","10016","",""
"psy_miyako_talk_joy1","0.2","","3","10","","1","119931","10017","",""
"","","","91","10","","","10013","10018","",""
"0","","","22","10","","","0","10019","",""
"psy_miyako_thinking1","0.2","","3","10","","1","119931","10020","",""
"vo_minigame_1008_drama_1002","","0","21","10","","0","vo_minigame_1008","10021","",""
"でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。","0","1","11","10","0","5","119931","10022","0.5","0"
"","","","91","10","","","0","10023","",""
"0","","","22","10","","","0","10024","",""
"6","0","0","12","10","0","3","1","10025","0","0"
"psy_item02_up_loop_talk","0.2","","3","10","","1","1","10026","",""
"","","","93","10","","","3","10027","",""
"psy_item02_up_loop","0.2","","3","10","","1","1","10028","",""
"psy_miyako_sad1","0.2","","3","10","","1","119931","10029","",""
"vo_minigame_1008_drama_1003","","0","21","10","","0","vo_minigame_1008","10030","",""
"食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！","0","1","11","10","0","6","119931","10031","0.5","0"
"1","","","93","10","","","3","10032","",""
"psy_miyako_anger2","0.2","","3","10","","1","119931","10033","",""
"","","","91","10","","","10031","10034","",""
"0","","","22","10","","","0","10035","",""
"","","","93","10","","","1","10036","",""
"","","","91","10","","","0","10037","",""
"119931","1.7","-300","1","11","0","100","1","11001","psy_miyako_idle","-200"
"1","1.7","1000","5","11","1","100","1","11002","psy_idle_normal","-220"
"11","1","0","31","11","","0","1","11003","","1"
"","","","93","11","","","2","11004","",""
"psy_item03_run","0.2","","3","11","","1","1","11005","",""
"185","","3","2","11","","-220","1","11006","","0"
"","","","93","11","","","3","11007","",""
"psy_item03_up","0.2","psy_item03_up_loop","3","11","0","0","1","11008","","1"
"","","","93","11","","","0.5","11009","",""
"11011","","","103","11","","0","ヒントになりそうなものだよ。","11010","",""
"psy_miyako_talk3","0.2","","3","11","","1","119931","11011","",""
"vo_minigame_1008_drama_1101","","0","21","11","","0","vo_minigame_1008","11012","",""
"３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。","0","1","11","11","0","6","119931","11013","1","0"
"1","","","93","11","","","4","11014","",""
"psy_miyako_panic3","0.2","","3","11","","1","119931","11015","",""
"","","","91","11","","","11013","11016","",""
"0","","","22","11","","","0","11017","",""
"psy_miyako_thinking1","0.2","","3","11","","1","119931","11018","",""
"vo_minigame_1008_drama_1102","","0","21","11","","0","vo_minigame_1008","11019","",""
"それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？","0","1","11","11","0","6","119931","11020","0.5","0"
"","","","91","11","","","0","11021","",""
"0","","","22","11","","","0","11022","",""
"11024","","","103","11","","0","台本とシフト表","11023","",""
"psy_miyako_talk4","0.2","","3","11","","1","119931","11024","",""
"vo_minigame_1008_drama_1103","","0","21","11","","0","vo_minigame_1008","11025","",""
"……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。","0","1","11","11","0","6","119931","11026","0.5","0"
"","","","91","11","","","0","11027","",""
"0","","","22","11","","","0","11028","",""
"psy_miyako_sad1","0.2","","3","11","","1","119931","11029","",""
"vo_minigame_1008_drama_1104","","0","21","11","","0","vo_minigame_1008","11030","",""
"これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！","0","1","11","11","0","6","119931","11031","0.5","0"
"","","","91","11","","","0","11032","",""
"0","","","22","11","","","0","11033","",""
"psy_miyako_talk_joy1","0.2","","3","11","","1","119931","11034","",""
"vo_minigame_1008_drama_1105","","0","21","11","","0","vo_minigame_1008","11035","",""
"でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！","0","1","11","11","0","6","119931","11036","0.5","0"
"1","","","93","11","","","5","11037","",""
"psy_miyako_doya_in","0.2","psy_miyako_doya_loop","3","11","0","0","119931","11038","","1"
"","","","91","11","","","11036","11039","",""
"0","","","22","11","","","0","11040","",""
"","","","93","11","","","1.5","11041","",""
"","","","91","11","","","0","11042","",""
