aa96ae597b828a3b62644fa39441bd12e0e67bb7195c5ef800e640f9e7d1dc5d,9dfd04bce60dfa388d46460ca27c616a2b610c53aad8f9a29acdcae7e2635ac6,46770f903b4e69147526ae5c697bdc087e91a3c25812c7e24dfc41f1d0e4d8a9,47c166d8d8106523284e303226658bd9e5100f2b4c22a094c279a839c1eb1a0c,a358a3b06a4bdd893ba2aa8258e8c6e42a02af788178d3c85c53691d397c562d,1b98949e2f3654ae57b2ae065801ec43bfc6ed03c0ce15ad7b7a982ccaa7e9e1
"846","15","10201491","56011491","1001","1"
"847","15","10201492","56011492","1002","1"
"848","15","10201493","56011493","1003","1"
"849","8","91002","56011493","0","50"
"850","15","10201494","56011494","1003","1"
"851","8","91002","56011494","0","100"
"852","15","10201495","56011495","1001","1"
"853","15","10201496","56011496","1002","1"
"854","15","10201497","56011497","1003","1"
"855","8","91002","56011497","0","50"
"856","15","10201498","56011498","1001","1"
"857","15","10201499","56011499","1002","1"
"858","15","10201500","56011500","1003","1"
"859","8","91002","56011500","0","50"
"860","15","10201501","56011501","1001","1"
"861","15","10201502","56011502","1002","1"
"862","15","10201503","56011503","1003","1"
"863","8","91002","56011503","0","50"
"864","15","10201504","56011504","1003","1"
"865","8","91002","56011504","0","100"
"867","15","10201505","56011505","1001","1"
"868","15","10201506","56011506","1002","1"
"869","15","10201507","56011507","1003","1"
"870","8","91002","56011507","0","50"
"871","15","10201508","56011508","1001","1"
"872","15","10201509","56011509","1002","1"
"873","15","10201510","56011510","1003","1"
"874","8","91002","56011510","0","50"
"875","15","10201511","56011511","1001","1"
"876","15","10201512","56011512","1002","1"
"877","15","10201513","56011513","1003","1"
"878","8","91002","56011513","0","50"
"879","15","10201514","56011514","1003","1"
"880","8","91002","56011514","0","100"
"881","15","10201515","56011515","1001","1"
"882","15","10201516","56011516","1002","1"
"883","15","10201517","56011517","1003","1"
"884","8","91002","56011517","0","50"
"885","15","10201518","56011518","1001","1"
"886","15","10201519","56011519","1002","1"
"887","15","10201520","56011520","1003","1"
"888","8","91002","56011520","0","50"
"889","15","10201521","56011521","1001","1"
"890","15","10201522","56011522","1002","1"
"891","15","10201523","56011523","1003","1"
"892","8","91002","56011523","0","50"
"893","15","10201524","56011524","1003","1"
"894","8","91002","56011524","0","100"
"895","15","10201525","56011525","1001","1"
"896","15","10201526","56011526","1002","1"
"897","15","10201527","56011527","1003","1"
"898","8","91002","56011527","0","50"
"899","15","10201528","56011528","1001","1"
"900","15","10201529","56011529","1002","1"
"901","15","10201530","56011530","1003","1"
"902","8","91002","56011530","0","50"
"903","15","10201531","56011531","1001","1"
"904","15","10201532","56011532","1002","1"
"905","15","10201533","56011533","1003","1"
"906","8","91002","56011533","0","50"
"907","15","10201534","56011534","1001","1"
"908","15","10201535","56011535","1002","1"
"909","15","10201536","56011536","1003","1"
"910","8","91002","56011536","0","50"
"911","15","10201537","56011537","1003","1"
"912","8","91002","56011537","0","100"
"913","15","10201538","56011538","1001","1"
"914","15","10201539","56011539","1002","1"
"915","15","10201540","56011540","1003","1"
"916","8","91002","56011540","0","50"
"917","15","10201541","56011541","1001","1"
"918","15","10201542","56011542","1002","1"
"919","15","10201543","56011543","1003","1"
"920","8","91002","56011543","0","50"
"921","15","10201544","56011544","1001","1"
"922","15","10201545","56011545","1002","1"
"923","15","10201546","56011546","1003","1"
"924","8","91002","56011546","0","50"
"925","15","10201547","56011547","1001","1"
"926","15","10201548","56011548","1002","1"
"927","15","10201549","56011549","1003","1"
"928","8","91002","56011549","0","50"
"929","15","10201550","56011550","1003","1"
"930","8","91002","56011550","0","100"
"931","15","10201551","56011551","1003","1"
"932","8","91002","56011551","0","100"
"933","15","10201552","56011552","1001","1"
"934","15","10201553","56011553","1002","1"
"935","15","10201554","56011554","1003","1"
"936","8","91002","56011554","0","50"
"937","15","10201555","56011555","1001","1"
"938","15","10201556","56011556","1002","1"
"939","15","10201557","56011557","1003","1"
"940","8","91002","56011557","0","50"
"941","15","10201558","56011558","1001","1"
"942","15","10201559","56011559","1002","1"
"943","15","10201560","56011560","1003","1"
"944","8","91002","56011560","0","50"
"945","15","11302001","51402001","1001","1"
"946","8","91002","51402001","0","50"
"947","15","11302002","51402002","1002","1"
"948","8","91002","51402002","0","50"
"949","15","11302003","51402003","1003","1"
"950","8","91002","51402003","0","50"
"951","15","10201561","56011561","1003","1"
"952","8","91002","56011561","0","100"
"953","15","10201562","56011562","1001","1"
"954","15","10201563","56011563","1002","1"
"955","15","10201564","56011564","1003","1"
"956","8","91002","56011564","0","50"
"957","15","10201565","56011565","1001","1"
"958","15","10201566","56011566","1002","1"
"959","15","10201567","56011567","1003","1"
"960","8","91002","56011567","0","50"
"961","15","10201568","56011568","1001","1"
"962","15","10201569","56011569","1002","1"
"963","15","10201570","56011570","1003","1"
"964","8","91002","56011570","0","50"
"965","15","10201571","56011571","1001","1"
"966","15","10201572","56011572","1002","1"
"967","15","10201573","56011573","1003","1"
"968","8","91002","56011573","0","50"
"969","15","10201574","56011574","1003","1"
"970","8","91002","56011574","0","100"
"971","15","10201575","56011575","1001","1"
"972","15","10201576","56011576","1002","1"
"973","15","10201577","56011577","1003","1"
"974","8","91002","56011577","0","50"
"975","15","10201578","56011578","1001","1"
"976","15","10201579","56011579","1002","1"
"977","15","10201580","56011580","1003","1"
"978","8","91002","56011580","0","50"
"979","15","10201581","56011581","1001","1"
"980","15","10201582","56011582","1002","1"
"981","15","10201583","56011583","1003","1"
"982","8","91002","56011583","0","50"
"983","15","10201584","56011584","1001","1"
"984","15","10201585","56011585","1002","1"
"985","15","10201586","56011586","1003","1"
"986","8","91002","56011586","0","50"
"987","15","10201587","56011587","1001","1"
"988","15","10201588","56011588","1002","1"
"989","15","10201589","56011589","1003","1"
"990","8","91002","56011589","0","50"
"991","15","10201590","56011590","1001","1"
"992","15","10201591","56011591","1002","1"
"993","15","10201592","56011592","1003","1"
"994","8","91002","56011592","0","50"
"995","15","10201593","56011593","1001","1"
"996","15","10201594","56011594","1002","1"
"997","15","10201595","56011595","1003","1"
"998","8","91002","56011595","0","50"
"999","15","10201596","56011596","1003","1"
"1000","8","91002","56011596","0","100"
"1001","15","10201597","56011597","1003","1"
"1002","8","91002","56011597","0","100"
"1003","15","10201598","56011598","1003","1"
"1004","8","91002","56011598","0","100"
"1005","15","10201599","56011599","1001","1"
"1006","15","10201600","56011600","1002","1"
"1007","15","10201601","56011601","1003","1"
"1008","8","91002","56011601","0","50"
"1009","15","10201602","56011602","1001","1"
"1010","15","10201603","56011603","1002","1"
"1011","15","10201604","56011604","1003","1"
"1012","8","91002","56011604","0","50"
"1013","15","10201605","56011605","1003","1"
"1014","8","91002","56011605","0","100"
"1015","15","10201606","56011606","1001","1"
"1016","15","10201607","56011607","1002","1"
"1017","15","10201608","56011608","1003","1"
"1018","8","91002","56011608","0","50"
"1019","15","10201609","56011609","1001","1"
"1020","15","10201610","56011610","1002","1"
"1021","15","10201611","56011611","1003","1"
"1022","8","91002","56011611","0","50"
"1023","15","10201612","56011612","1001","1"
"1024","15","10201613","56011613","1002","1"
"1025","15","10201614","56011614","1003","1"
"1026","8","91002","56011614","0","50"
"1027","15","10201615","56011615","1003","1"
"1028","8","91002","56011615","0","100"
"1029","15","10201616","56011616","1001","1"
"1030","15","10201617","56011617","1002","1"
"1031","15","10201618","56011618","1003","1"
"1032","8","91002","56011618","0","50"
"1033","15","10201619","56011619","1001","1"
"1034","15","10201620","56011620","1002","1"
"1035","15","10201621","56011621","1003","1"
"1036","8","91002","56011621","0","50"
"1037","15","10201622","56011622","1001","1"
"1038","15","10201623","56011623","1002","1"
"1039","15","10201624","56011624","1003","1"
"1040","8","91002","56011624","0","50"
"1041","15","10201625","56011625","1003","1"
"1042","8","91002","56011625","0","100"
"1043","15","10201626","56011626","1001","1"
"1044","15","10201627","56011627","1002","1"
"1045","15","10201628","56011628","1003","1"
"1046","8","91002","56011628","0","50"
"1047","15","10201629","56011629","1001","1"
"1048","15","10201630","56011630","1002","1"
"1049","15","10201631","56011631","1003","1"
"1050","8","91002","56011631","0","50"
"1051","15","10201632","56011632","1001","1"
"1052","15","10201633","56011633","1002","1"
"1053","15","10201634","56011634","1003","1"
"1054","8","91002","56011634","0","50"
"1055","15","10201635","56011635","1003","1"
"1056","8","91002","56011635","0","100"
"1057","15","10201636","56011636","1001","1"
"1058","15","10201637","56011637","1002","1"
"1059","15","10201638","56011638","1003","1"
"1060","8","91002","56011638","0","50"
"1061","15","10201639","56011639","1001","1"
"1062","15","10201640","56011640","1002","1"
"1063","15","10201641","56011641","1003","1"
"1064","8","91002","56011641","0","50"
"1065","15","10201642","56011642","1001","1"
"1066","15","10201643","56011643","1002","1"
"1067","15","10201644","56011644","1003","1"
"1068","8","91002","56011644","0","50"
"1069","15","10201645","56011645","1003","1"
"1070","8","91002","56011645","0","100"
"1071","15","10201646","56011646","1001","1"
"1072","15","10201647","56011647","1002","1"
"1073","15","10201648","56011648","1003","1"
"1074","8","91002","56011648","0","50"
"1075","15","10201649","56011649","1001","1"
"1076","15","10201650","56011650","1002","1"
"1077","15","10201651","56011651","1003","1"
"1078","8","91002","56011651","0","50"
"1079","15","10201652","56011652","1001","1"
"1080","15","10201653","56011653","1002","1"
"1081","15","10201654","56011654","1003","1"
"1082","8","91002","56011654","0","50"
"1083","15","10201655","56011655","1003","1"
"1084","8","91002","56011655","0","100"
"1085","15","10201656","56011656","1003","1"
"1086","8","91002","56011656","0","100"
"1087","15","10201657","56011657","1001","1"
"1088","15","10201658","56011658","1002","1"
"1089","15","10201659","56011659","1003","1"
"1090","8","91002","56011659","0","50"
"1091","15","10201660","56011660","1001","1"
"1092","15","10201661","56011661","1002","1"
"1093","15","10201662","56011662","1003","1"
"1094","8","91002","56011662","0","50"
"1095","15","10201663","56011663","1001","1"
"1096","15","10201664","56011664","1002","1"
"1097","15","10201665","56011665","1003","1"
"1098","8","91002","56011665","0","50"
"1099","15","10201666","56011666","1001","1"
"1100","15","10201667","56011667","1002","1"
"1101","15","10201668","56011668","1003","1"
"1102","8","91002","56011668","0","50"
"1103","15","10201669","56011669","1003","1"
"1104","8","91002","56011669","0","100"
"1105","15","10201670","56011670","1001","1"
"1106","15","10201671","56011671","1002","1"
"1107","15","10201672","56011672","1003","1"
"1108","8","91002","56011672","0","50"
"1109","15","10201673","56011673","1001","1"
"1110","15","10201674","56011674","1002","1"
"1111","15","10201675","56011675","1003","1"
"1112","8","91002","56011675","0","50"
"1113","15","10201676","56011676","1003","1"
"1114","8","91002","56011676","0","100"
"1115","15","10201677","56011677","1001","1"
"1116","15","10201678","56011678","1002","1"
"1117","15","10201679","56011679","1003","1"
"1118","8","91002","56011679","0","50"
"1119","15","10201680","56011680","1001","1"
"1120","15","10201681","56011681","1002","1"
"1121","15","10201682","56011682","1003","1"
"1122","8","91002","56011682","0","50"
"1123","15","10201683","56011683","1001","1"
"1124","15","10201684","56011684","1002","1"
"1125","15","10201685","56011685","1003","1"
"1126","8","91002","56011685","0","50"
"1127","15","10201686","56011686","1001","1"
"1128","15","10201687","56011687","1002","1"
"1129","15","10201688","56011688","1003","1"
"1130","8","91002","56011688","0","50"
"1131","15","10201689","56011689","1003","1"
"1132","8","91002","56011689","0","100"
"1133","15","10201690","56011690","1001","1"
"1134","15","10201691","56011691","1002","1"
"1135","15","10201692","56011692","1003","1"
"1136","8","91002","56011692","0","50"
"1137","15","10201693","56011693","1001","1"
"1138","15","10201694","56011694","1002","1"
"1139","15","10201695","56011695","1003","1"
"1140","8","91002","56011695","0","50"
"1141","15","10201696","56011696","1001","1"
"1142","15","10201697","56011697","1002","1"
"1143","15","10201698","56011698","1003","1"
"1144","8","91002","56011698","0","50"
"1145","15","10201699","56011699","1001","1"
"1146","15","10201700","56011700","1002","1"
"1147","15","10201701","56011701","1003","1"
"1148","8","91002","56011701","0","50"
"1149","15","11401001","51501001","1002","1"
"1150","8","91002","51501001","0","50"
"1151","15","11401002","51502001","1003","1"
"1152","8","91002","51502001","0","100"
"1153","15","10201702","56011702","1003","1"
"1154","8","91002","56011702","0","100"
"1155","15","10201703","56011703","1001","1"
"1156","15","10201704","56011704","1002","1"
"1157","15","10201705","56011705","1003","1"
"1158","8","91002","56011705","0","50"
"1159","15","10201706","56011706","1001","1"
"1160","15","10201707","56011707","1002","1"
"1161","15","10201708","56011708","1003","1"
"1162","8","91002","56011708","0","50"
"1163","15","10201709","56011709","1001","1"
"1164","15","10201710","56011710","1002","1"
"1165","15","10201711","56011711","1003","1"
"1166","8","91002","56011711","0","50"
"1167","15","10201712","56011712","1003","1"
"1168","8","91002","56011712","0","100"
"1169","15","10201713","56011713","1001","1"
"1170","15","10201714","56011714","1002","1"
"1171","15","10201715","56011715","1003","1"
"1172","8","91002","56011715","0","50"
"1173","15","10201716","56011716","1001","1"
"1174","15","10201717","56011717","1002","1"
"1175","15","10201718","56011718","1003","1"
"1176","8","91002","56011718","0","50"
"1177","15","10201719","56011719","1001","1"
"1178","15","10201720","56011720","1002","1"
"1179","15","10201721","56011721","1003","1"
"1180","8","91002","56011721","0","50"
"1182","15","10201722","56011722","1003","1"
"1183","8","91002","56011722","0","100"
"1184","15","10201723","56011723","1001","1"
"1185","15","10201724","56011724","1002","1"
"1186","15","10201725","56011725","1003","1"
"1187","8","91002","56011725","0","50"
"1188","15","10201726","56011726","1001","1"
"1189","15","10201727","56011727","1002","1"
"1190","15","10201728","56011728","1003","1"
"1191","8","91002","56011728","0","50"
"1192","15","10201729","56011729","1001","1"
"1193","15","10201730","56011730","1002","1"
"1194","15","10201731","56011731","1003","1"
"1195","8","91002","56011731","0","50"
"1196","15","10201732","56011732","1003","1"
"1197","8","91002","56011732","0","100"
"1198","15","10201733","56011733","1001","1"
"1199","15","10201734","56011734","1002","1"
"1200","15","10201735","56011735","1003","1"
"1201","8","91002","56011735","0","50"
"1202","15","10201736","56011736","1001","1"
"1203","15","10201737","56011737","1002","1"
"1204","15","10201738","56011738","1003","1"
"1205","8","91002","56011738","0","50"
"1206","15","10201739","56011739","1001","1"
"1207","15","10201740","56011740","1002","1"
"1208","15","10201741","56011741","1003","1"
"1209","8","91002","56011741","0","50"
"1210","15","10201742","56011742","1001","1"
"1211","15","10201743","56011743","1002","1"
"1212","15","10201744","56011744","1003","1"
"1213","8","91002","56011744","0","50"
"1214","15","10201745","56011745","1003","1"
"1215","8","91002","56011745","0","100"
"1216","15","10201746","56011746","1001","1"
"1217","15","10201747","56011747","1002","1"
"1218","15","10201748","56011748","1003","1"
"1219","8","91002","56011748","0","50"
"1220","15","10201749","56011749","1001","1"
"1221","15","10201750","56011750","1002","1"
"1222","15","10201751","56011751","1003","1"
"1223","8","91002","56011751","0","50"
"1224","15","10201752","56011752","1003","1"
"1225","8","91002","56011752","0","100"
"1226","15","10201753","56011753","1001","1"
"1227","15","10201754","56011754","1002","1"
"1228","15","10201755","56011755","1003","1"
"1229","8","91002","56011755","0","50"
"1230","15","10201756","56011756","1001","1"
"1231","15","10201757","56011757","1002","1"
"1232","15","10201758","56011758","1003","1"
"1233","8","91002","56011758","0","50"
"1234","15","10201759","56011759","1001","1"
"1235","15","10201760","56011760","1002","1"
"1236","15","10201761","56011761","1003","1"
"1237","8","91002","56011761","0","50"
"1238","15","10201762","56011762","1001","1"
"1239","15","10201763","56011763","1002","1"
"1240","15","10201764","56011764","1003","1"
"1241","8","91002","56011764","0","50"
"1242","15","10201765","56011765","1003","1"
"1243","8","91002","56011765","0","100"
"1244","15","10201766","56011766","1001","1"
"1245","15","10201767","56011767","1002","1"
"1246","15","10201768","56011768","1003","1"
"1247","8","91002","56011768","0","50"
"1248","15","10201769","56011769","1001","1"
"1249","15","10201770","56011770","1002","1"
"1250","15","10201771","56011771","1003","1"
"1251","8","91002","56011771","0","50"
"1252","15","10201772","56011772","1001","1"
"1253","15","10201773","56011773","1002","1"
"1254","15","10201774","56011774","1003","1"
"1255","8","91002","56011774","0","50"
"1256","15","10201775","56011775","1003","1"
"1257","8","91002","56011775","0","100"
"1258","15","10201776","56011776","1001","1"
"1259","15","10201777","56011777","1002","1"
"1260","15","10201778","56011778","1003","1"
"1261","8","91002","56011778","0","50"
"1262","15","10201779","56011779","1001","1"
"1263","15","10201780","56011780","1002","1"
"1264","15","10201781","56011781","1003","1"
"1265","8","91002","56011781","0","50"
"1266","15","10201782","56011782","1001","1"
"1267","15","10201783","56011783","1002","1"
"1268","15","10201784","56011784","1003","1"
"1269","8","91002","56011784","0","50"
"1270","15","10201785","56011785","1003","1"
"1271","8","91002","56011785","0","100"
"1272","15","11601001","51601001","1001","1"
"1273","15","11601002","51601002","1002","1"
"1274","15","11601003","51601003","1003","1"
"1275","15","10201786","56011786","1001","1"
"1276","15","10201787","56011787","1002","1"
"1277","15","10201788","56011788","1003","1"
"1278","8","91002","56011788","0","50"
"1279","15","10201789","56011789","1001","1"
"1280","15","10201790","56011790","1002","1"
"1281","15","10201791","56011791","1003","1"
"1282","8","91002","56011791","0","50"
"1283","15","10201792","56011792","1003","1"
"1284","8","91002","56011792","0","100"
"1285","15","10201793","56011793","1001","1"
"1286","15","10201794","56011794","1002","1"
"1287","15","10201795","56011795","1003","1"
"1288","8","91002","56011795","0","50"
"1289","15","10201796","56011796","1001","1"
"1290","15","10201797","56011797","1002","1"
"1291","15","10201798","56011798","1003","1"
"1292","8","91002","56011798","0","50"
"1293","15","10201799","56011799","1003","1"
"1294","8","91002","56011799","0","100"
"1295","15","10201800","56011800","1001","1"
"1296","15","10201801","56011801","1002","1"
"1297","15","10201802","56011802","1003","1"
"1298","8","91002","56011802","0","50"
"1299","15","10201803","56011803","1001","1"
"1300","15","10201804","56011804","1002","1"
"1301","15","10201805","56011805","1003","1"
"1302","8","91002","56011805","0","50"
"1303","15","10201806","56011806","1003","1"
"1304","8","91002","56011806","0","100"
"1305","15","10201807","56011807","1001","1"
"1306","15","10201808","56011808","1002","1"
"1307","15","10201809","56011809","1003","1"
"1308","8","91002","56011809","0","50"
"1309","15","10201810","56011810","1001","1"
"1310","15","10201811","56011811","1002","1"
"1311","15","10201812","56011812","1003","1"
"1312","8","91002","56011812","0","50"
"1313","15","10201813","56011813","1001","1"
"1314","15","10201814","56011814","1002","1"
"1315","15","10201815","56011815","1003","1"
"1316","8","91002","56011815","0","50"
"1317","15","10201816","56011816","1001","1"
"1318","15","10201817","56011817","1002","1"
"1319","15","10201818","56011818","1003","1"
"1320","8","91002","56011818","0","50"
"1321","15","10201819","56011819","1003","1"
"1322","8","91002","56011819","0","100"
"1323","15","10201820","56011820","1001","1"
"1324","15","10201821","56011821","1002","1"
"1325","15","10201822","56011822","1003","1"
"1326","8","91002","56011822","0","50"
"1327","15","10201823","56011823","1001","1"
"1328","15","10201824","56011824","1002","1"
"1329","15","10201825","56011825","1003","1"
"1330","8","91002","56011825","0","50"
"1331","15","10201826","56011826","1001","1"
"1332","15","10201827","56011827","1002","1"
"1333","15","10201828","56011828","1003","1"
"1334","8","91002","56011828","0","50"
"1335","15","10201829","56011829","1001","1"
"1336","15","10201830","56011830","1002","1"
"1337","15","10201831","56011831","1003","1"
"1338","8","91002","56011831","0","50"
"1339","15","11701001","51701001","1001","1"
"1340","15","10201832","56011832","1001","1"
"1341","15","10201833","56011833","1002","1"
"1342","15","10201834","56011834","1003","1"
"1343","8","91002","56011834","0","50"
"1344","15","10201835","56011835","1001","1"
"1345","15","10201836","56011836","1002","1"
"1346","15","10201837","56011837","1003","1"
"1347","8","91002","56011837","0","50"
"1348","15","10201838","56011838","1003","1"
"1349","8","91002","56011838","0","100"
"1350","15","10201839","56011839","1003","1"
"1351","8","91002","56011839","0","100"
"1352","15","10201840","56011840","1003","1"
"1353","8","91002","56011840","0","100"
"1354","15","10201841","56011841","1001","1"
"1355","15","10201842","56011842","1002","1"
"1356","15","10201843","56011843","1003","1"
"1357","8","91002","56011843","0","50"
"1358","15","10201844","56011844","1001","1"
"1359","15","10201845","56011845","1002","1"
"1360","15","10201846","56011846","1003","1"
"1361","8","91002","56011846","0","50"
"1362","15","10201847","56011847","1001","1"
"1363","15","10201848","56011848","1002","1"
"1364","15","10201849","56011849","1003","1"
"1365","8","91002","56011849","0","50"
"1366","15","10201850","56011850","1001","1"
"1367","15","10201851","56011851","1002","1"
"1368","15","10201852","56011852","1003","1"
"1369","8","91002","56011852","0","50"
"1370","15","10201853","56011853","1001","1"
"1371","15","10201854","56011854","1002","1"
"1372","15","10201855","56011855","1003","1"
"1373","8","91002","56011855","0","50"
"1374","15","10201856","56011856","1001","1"
"1375","15","10201857","56011857","1002","1"
"1376","15","10201858","56011858","1003","1"
"1377","8","91002","56011858","0","50"
"1378","15","10201859","56011859","1001","1"
"1379","15","10201860","56011860","1002","1"
"1380","15","10201861","56011861","1003","1"
"1381","8","91002","56011861","0","50"
"1382","15","10201862","56011862","1003","1"
"1383","8","91002","56011862","0","100"
"1384","15","10201863","56011863","1001","1"
"1385","15","10201864","56011864","1002","1"
"1386","15","10201865","56011865","1003","1"
"1387","8","91002","56011865","0","50"
"1388","15","10201866","56011866","1001","1"
"1389","15","10201867","56011867","1002","1"
"1390","15","10201868","56011868","1003","1"
"1391","8","91002","56011868","0","50"
"1392","15","10201869","56011869","1001","1"
"1393","15","10201870","56011870","1002","1"
"1394","15","10201871","56011871","1003","1"
"1395","8","91002","56011871","0","50"
"1396","15","10201872","56011872","1001","1"
"1397","15","10201873","56011873","1002","1"
"1398","15","10201874","56011874","1003","1"
"1399","8","91002","56011874","0","50"
"1400","15","11801001","51801001","1003","1"
"1401","15","10201875","56011875","1001","1"
"1402","15","10201876","56011876","1002","1"
"1403","15","10201877","56011877","1003","1"
"1404","8","91002","56011877","0","50"
"1405","15","10201878","56011878","1001","1"
"1406","15","10201879","56011879","1002","1"
"1407","15","10201880","56011880","1003","1"
"1408","8","91002","56011880","0","50"
"1409","15","10201881","56011881","1001","1"
"1410","15","10201882","56011882","1002","1"
"1411","15","10201883","56011883","1003","1"
"1412","8","91002","56011883","0","50"
"1413","15","10201884","56011884","1001","1"
"1414","15","10201885","56011885","1002","1"
"1415","15","10201886","56011886","1003","1"
"1416","8","91002","56011886","0","50"
"1417","15","10201887","56011887","1001","1"
"1418","15","10201888","56011888","1002","1"
"1419","15","10201889","56011889","1003","1"
"1420","8","91002","56011889","0","50"
"1421","15","10201890","56011890","1001","1"
"1422","15","10201891","56011891","1002","1"
"1423","15","10201892","56011892","1003","1"
"1424","8","91002","56011892","0","50"
"1425","15","10201893","56011893","1001","1"
"1426","15","10201894","56011894","1002","1"
"1427","15","10201895","56011895","1003","1"
"1428","8","91002","56011895","0","50"
"1429","15","10201896","56011896","1001","1"
"1430","15","10201897","56011897","1002","1"
"1431","15","10201898","56011898","1003","1"
"1432","8","91002","56011898","0","50"
"1433","15","10201899","56011899","1003","1"
"1434","8","91002","56011899","0","100"
"1435","15","10201900","56011900","1003","1"
"1436","8","91002","56011900","0","100"
"1437","15","10201901","56011901","1003","1"
"1438","8","91002","56011901","0","100"
"1439","15","10201902","56011902","1001","1"
"1440","15","10201903","56011903","1002","1"
"1441","15","10201904","56011904","1003","1"
"1442","8","91002","56011904","0","50"
"1443","15","10201905","56011905","1001","1"
"1444","15","10201906","56011906","1002","1"
"1445","15","10201907","56011907","1003","1"
"1446","8","91002","56011907","0","50"
"1447","15","10201908","56011908","1001","1"
"1448","15","10201909","56011909","1002","1"
"1449","15","10201910","56011910","1003","1"
"1450","8","91002","56011910","0","50"
"1451","15","10201911","56011911","1001","1"
"1452","15","10201912","56011912","1002","1"
"1453","15","10201913","56011913","1003","1"
"1454","8","91002","56011913","0","50"
"1455","15","10201914","56011914","1001","1"
"1456","15","10201915","56011915","1002","1"
"1457","15","10201916","56011916","1003","1"
"1458","8","91002","56011916","0","50"
"1459","15","10202019","56012019","1003","1"
"1460","15","10201917","56011917","1001","1"
"1461","15","10201918","56011918","1002","1"
"1462","15","10201919","56011919","1003","1"
"1463","8","91002","56011919","0","50"
