b5968f3e4f7b4b6d287342d026c79c7a46c4097f85c043b1c090383ed89218d7,8f1dc7f5448a45269f58d7c5315cbf0fe96fb63884f8a9747579dd23a8f64920,f19e238f8e563fe433a913336cab2ca040915202006ce1fe7aaf0927a9cbefd6,97bd831064b6d03d0669f657d015bd919e666923add3dec5b1bf3baaf57cfdbe,e5fbe4b6df4b00a53e4d95bfaf248cbcafc8f483a1dbb97de0d2dd27e671a8c8,8979b2ea893e2dca7fe3b4910d947703817dbf3407a9e1ef85e2d015dbdf97e3,4244fbbacd3aaa7e420a7e615291283c0d12c7fb632b311c0e34e585ff15aaa6,415c7923ebe00a91b10cd5b2d917c8768fa4aed6912c96cddfacb411fee3613e,5f4601d0b74feb932347eb5f800cb5890fe570d9f11d7dbb21f2889538711006,4d32aa2cc5495cf3c90feb4a940798d439fa18848856e8885587e4010b412ce9,598a44217c41dffbb26323b6865d313bf9c9275ba04611f1d1ecf94feaf5fb30
"93","","","","","0.2","","","0","902","19020048"
"3","0.1","","","1","5","","","02_neneka_floatRing","902","19020049"
"2","","","","-180","1","12","2.71493212669683","850","902","19020050"
"33","","","","-180","1","12","2.71493212669683","850","902","19020051"
"93","","","","","0.2","","","0","902","19020052"
"2","","","","-125","2","12","3.84615384615385","850","902","19020053"
"33","","","","-125","2","12","3.84615384615385","850","902","19020054"
"93","","","","","0.1","","","0","902","19020055"
"2","","","","-250","3","12","4.97737556561086","850","902","19020056"
"33","","","","-250","3","12","4.97737556561086","850","902","19020057"
"93","","","","","1.5","","","0","902","19020058"
"2","","","","-125","5","","6.26923076923077","850","902","19020059"
"33","","","","-125","5","","6.26923076923077","850","902","19020060"
"93","","","","","1","","","0","902","19020061"
"3","0.1","","","1","6","","","02_neneka_floatRing","902","19020062"
"2","","","","-250","6","","6.63800904977376","850","902","19020063"
"33","","","","-250","6","","6.63800904977376","850","902","19020064"
"91","","","","","0","","","","902","19020065"
"93","","","","","1","","","0","902","19020066"
"91","","","","","0","","","","902","19020067"
"1","1.4875","0","03_cmn_walk_styk_N2","12","1","-15","-750","113211","903","19030001"
"1","1.4875","0","03_cmn_run_def_N","12","1","-15","750","113311","903","19030002"
"23","","","","1","se_10053800","","","se_fpc_water_random","903","19030003"
"91","","","","","19030002","","","0","903","19030004"
"2","","","","-15","113211","","3.52941176470588","-150","903","19030005"
"93","","","","","1.5","","","0","903","19030006"
"2","","","","-15","113311","","2.71493212669683","150","903","19030007"
"91","","","","","19030005","","","","903","19030008"
"3","0.1","","","1","113211","","","03_cmn_idol_def_N","903","19030009"
"91","","","","","19030007","","","","903","19030010"
"3","0.3","","","1","113311","","","03_nanaka_gufufu","903","19030011"
"93","","","","","0.3","","","0","903","19030012"
"21","","","","","vo_fpc","","0","vo_fpc_20300","903","19030013"
"11","0","0","0.5","10","113311","0","1","ぐっふっふ、\nさすがアンナたそ♪","903","19030014"
"91","","","","","0","","","","903","19030015"
"93","","","","","0.5","","","0","903","19030016"
"21","","","","","vo_fpc","","0","vo_fpc_20301","903","19030017"
"11","0","0","0.5","10","113311","0","1","ナナカちゃんセレクトの伝説のスク水を\n完璧に着こなしておりますなあ！","903","19030018"
"91","","","","","0","","","","903","19030019"
"93","","","","","0.5","","","0","903","19030020"
"3","0.1","","","1","113211","","","03_anna_shy","903","19030021"
"21","","","","","vo_fpc","","0","vo_fpc_20302","903","19030022"
"11","0","0","0.5","10","113211","0","1","なっ、これは他に持ってないから\n仕方なくだなあ…","903","19030023"
"91","","","","","0","","","","903","19030024"
"93","","","","","0.5","","","0","903","19030025"
"21","","","","","vo_fpc","","0","vo_fpc_20303","903","19030026"
"11","0","0","0.5","10","113311","0","1","だいじょぶだいじょぶ、\n似合ってるのはホントだってば！","903","19030027"
"91","","","","","0","","","","903","19030028"
"93","","","","","0.5","","","0","903","19030029"
"21","","","","","vo_fpc","","0","vo_fpc_20304","903","19030030"
"11","0","0","0.5","10","113311","0","1","それともぉ…\nこっちの水着と交換してみる？","903","19030031"
"91","","","","","0","","","","903","19030032"
"93","","","","","0.5","","","0","903","19030033"
"3","0.1","","","0","113211","1","03_anna_pui_loop","03_anna_pui_in","903","19030034"
"21","","","","","vo_fpc","","0","vo_fpc_20305","903","19030035"
"11","0","0","0.5","10","113211","0","1","それはそれで恥ずかしいじゃないか！","903","19030036"
"91","","","","","0","","","","903","19030037"
"93","","","","","0.5","","","0","903","19030038"
"21","","","","","vo_fpc","","0","vo_fpc_20306","903","19030039"
"11","0","0","0.5","10","113211","0","1","わ、我には友が選んでくれた\nこのスク水で十分だ！","903","19030040"
"91","","","","","0","","","","903","19030041"
"93","","","","","0.5","","","0","903","19030042"
"4","0.1","","","1","113311","","","1","903","19030043"
"4","0.1","","","1","113211","","","1","903","19030044"
"3","0.1","","","1","113311","","","03_cmn_run_def_N","903","19030045"
"3","0.1","","","1","113211","","","03_cmn_walk_styk_N2","903","19030046"
"2","","","","-15","113311","","2.71493212669683","750","903","19030047"
"2","","","","-15","113211","","3.52941176470588","-750","903","19030048"
"91","","","","","0","","","","903","19030049"
"1","1.75","0","04_misogi_flutterKick_loop","22","1","-180","-910","122811","904","19040001"
"1","1.75","0","04_mimi_flutterKick_loop","12","1","-125","-910","122911","904","19040002"
"1","1.75","0","04_kyouka_flutterKick_loop","22","1","-180","-910","122711","904","19040003"
"1","1.75","0","04_yuni_flutterKick_loop","23","1","-180","-910","129311","904","19040004"
"5","1.75","0","cmn_swm_flutterKick_floatBoad","22","1","-180","-910","1","904","19040005"
"5","1.75","0","empty","24","3","-180","-50","3","904","19040006"
"31","1","","","-910","1","1","-180","1","904","19040007"
"31","0","","","-910","4","1","-180","11","904","19040008"
"31","1","","","-910","7","1","-125","2","904","19040009"
"31","0","","","-910","4","1","-125","21","904","19040010"
"31","1","","","-910","1","1","-180","3","904","19040011"
"31","0","","","-910","4","1","-180","31","904","19040012"
"31","1","","","-910","1","1","-180","4","904","19040013"
"31","0","","","-50","4","1","-180","41","904","19040014"
"31","0","","","-180","1006","1","0","1006","904","19040015"
"23","","","","1","se_10053800","","","se_fpc_water_random","904","19040016"
"91","","","","","19040015","","","0","904","19040017"
"2","","","","-180","122811","12","5.81447963800905","375","904","19040018"
"33","","","","-180","1","12","5.81447963800905","375","904","19040019"
"33","","","","-180","11","12","5.81447963800905","375","904","19040020"
"91","","","","","","","","","904","19040021"
"32","","","","","1","","","0","904","19040022"
"32","","","","","11","","","1","904","19040023"
"3","0.1","0.1","","0","122811","1","04_misogi_float_loop","04_misogi_float_in","904","19040024"
"93","","","","","0.9","","","0","904","19040025"
"21","","","","","vo_fpc","","0","vo_fpc_20400","904","19040026"
"11","0","0","0.5","10","122811","0","1","わーい！　ミソギがいっちばーん！\nオニさんこっちらー！","904","19040027"
"91","","","","","0","","","","904","19040028"
"93","","","","","0.5","","","0","904","19040029"
"2","","","","-125","122911","12","5.94117647058824","100","904","19040030"
"33","","","","-125","2","12","5.94117647058824","100","904","19040031"
"33","","","","-125","21","12","5.94117647058824","100","904","19040032"
"93","","","","","2","","","0","904","19040033"
"21","","","","","vo_fpc","","0","vo_fpc_20401","904","19040034"
"11","0","0","0.5","10","122911","0","1","逃げろ逃げろ～！","904","19040035"
"91","","","","","19040032","","","","904","19040036"
"32","","","","","2","","","0","904","19040037"
"32","","","","","21","","","1","904","19040038"
"3","0.1","0.1","","0","122911","1","04_mimi_float_loop","04_mimi_float_in","904","19040039"
"2","","","","-180","122711","12","5.40441176470588","-175","904","19040040"
"33","","","","-180","3","12","5.40441176470588","-175","904","19040041"
"33","","","","-180","31","12","5.40441176470588","-175","904","19040042"
"93","","","","","2","","","0","904","19040043"
"21","","","","","vo_fpc","","0","vo_fpc_20402","904","19040044"
"11","0","0","0","10","122711","0","1","も～！　二人とも待ってよ～！","904","19040045"
"91","","","","","19040042","","","","904","19040046"
"32","","","","","3","","","0","904","19040047"
"32","","","","","31","","","1","904","19040048"
"3","0.1","0.1","","0","122711","1","04_kyouka_float_loop","04_kyouka_float_in","904","19040049"
"93","","","","","1.2","","","0","904","19040050"
"32","","","","","1006","","","1","904","19040051"
"93","","","","","0.8","","","0","904","19040052"
"32","","","","","1","","","1","904","19040053"
"32","","","","","11","","","0","904","19040054"
"32","","","","","2","","","1","904","19040055"
"32","","","","","21","","","0","904","19040056"
"32","","","","","3","","","1","904","19040057"
"32","","","","","31","","","0","904","19040058"
"3","0.1","0.1","","0","122811","1","04_misogi_flutterKick_loop","04_misogi_flutterKick_in","904","19040059"
"2","","","","-180","122811","","2.82805429864253","1000","904","19040060"
"33","","","","-180","1","","2.82805429864253","1000","904","19040061"
"93","","","","","0.1","","","0","904","19040062"
"3","0.1","0.1","","0","122911","1","04_mimi_flutterKick_loop","04_mimi_flutterKick_in","904","19040063"
"2","","","","-125","122911","","4.07239819004525","1000","904","19040064"
"33","","","","-125","2","","4.07239819004525","1000","904","19040065"
"93","","","","","0.1","","","0","904","19040066"
"3","0.1","0.1","","0","122711","1","04_kyouka_flutterKick_loop","04_kyouka_flutterKick_in","904","19040067"
"2","","","","-180","122711","","5.31674208144796","1000","904","19040068"
"33","","","","-180","3","","5.31674208144796","1000","904","19040069"
"93","","","","","0.1","","","0","904","19040070"
"2","","","","-180","129311","","5.05882352941176","-50","904","19040071"
"33","","","","-180","4","","5.05882352941176","-50","904","19040072"
"2","","","","-180","1","","5.05882352941176","-50","904","19040073"
"93","","","","","2","","","0","904","19040074"
"21","","","","","vo_fpc","","0","vo_fpc_20403","904","19040075"
"11","0","0","0.5","10","129311","0","1","わーい♪","904","19040076"
"93","","","","","2.75882352941176","","","0","904","19040077"
"3","0.1","0.1","","0","3","1","04_yuni_flutterKick_pause_loop","04_yuni_flutterKick_pause_in","904","19040078"
"3","0.1","0.1","","0","129311","1","04_yuni_flutterKick_pause_loop","04_yuni_flutterKick_pause_in","904","19040079"
"3","0.1","0.1","","0","1","1","04_yuni_flutterKick_pause_loop","04_yuni_flutterKick_pause_in","904","19040080"
"93","","","","","0.3","","","0","904","19040081"
"21","","","","","vo_fpc","","0","vo_fpc_20404","904","19040082"
"32","","","","","4","","","0","904","19040083"
"32","","","","","41","","","1","904","19040084"
"93","","","","","5","","","0","904","19040085"
"3","0.1","","","0","3","","","empty","904","19040086"
"3","0.2","0.1","","0","129311","1","04_yuni_flutterKick_loop","04_yuni_flutterKick_in","904","19040087"
"3","0.2","0.1","","0","1","1","cmn_swm_flutterKick_floatBoad","04_yuni_flutterKick_in","904","19040088"
"32","","","","","4","","","1","904","19040089"
"32","","","","","41","","","0","904","19040090"
"2","","","","-180","129311","","6.17647058823529","1000","904","19040091"
"2","","","","-180","1","","6.17647058823529","1000","904","19040092"
"33","","","","-180","4","","6.17647058823529","1000","904","19040093"
"93","","","","","0.3","","","0","904","19040094"
"21","","","","","vo_fpc","","0","vo_fpc_20405","904","19040095"
"11","0","0","0.5","10","129311","0","1","わーいわーい♪","904","19040096"
"91","","","","","19040091","","","","904","19040097"
"1","1.75","0","cmn_swm_flutterKick","12","1","-125","-910","117111","905","19050001"
"1","1.75","0","cmn_swm_flutterKick","22","1","-180","-910","117011","905","19050002"
"1","1.4875","0","cmn_walk_r","12","1","-15","750","107611","905","19050003"
"31","1","","","-910","7","1","-125","1","905","19050004"
"31","0","","","-910","4","1","-125","11","905","19050005"
"31","1","","","-910","1","1","-180","2","905","19050006"
"31","0","","","-910","4","1","-180","21","905","19050007"
"23","","","","1","se_10053800","","","se_fpc_water_random","905","19050008"
"91","","","","","19050007","","","0","905","19050009"
"2","","","","-125","117111","12","5.35294117647059","0","905","19050010"
"33","","","","-125","1","12","5.35294117647059","0","905","19050011"
"33","","","","-125","11","12","5.35294117647059","0","905","19050012"
"91","","","","","","","","","905","19050013"
"32","","","","","1","","","0","905","19050014"
"32","","","","","11","","","1","905","19050015"
"3","0.1","0.1","","0","117111","1","05_shizuru_search_loop","05_shizuru_search_in","905","19050016"
"93","","","","","1","","","0","905","19050017"
"21","","","","","vo_fpc","","0","vo_fpc_20500","905","19050018"
"11","0","0","0.5","10","117111","0","1","うーん…おかしいなあ…\nここらへんで弟くんの「気」を\n感じたんだけど…","905","19050019"
"93","","","","","1.81764705882353","","","1","905","19050020"
"2","","","","-180","117011","12","3.88235294117647","-250","905","19050021"
"33","","","","-180","2","12","3.88235294117647","-250","905","19050022"
"33","","","","-180","21","12","3.88235294117647","-250","905","19050023"
"93","","","","","2.38235294117647","","","0","905","19050024"
"93","","","","","1.5","","","0","905","19050025"
"91","","","","","19050019","","","","905","19050026"
"91","","","","","19050021","","","","905","19050027"
"3","0.1","0.1","","0","117011","1","05_eriko_talk_loop","05_eriko_talk_in","905","19050028"
"32","","","","","2","","","0","905","19050029"
"32","","","","","21","","","1","905","19050030"
"21","","","","","vo_fpc","","0","vo_fpc_20501","905","19050031"
"11","0","0","0.5","10","117011","0","1","あのおかたのオーラの残滓…\n確かにこのあたりなのですが…","905","19050032"
"93","","","","","2.15294117647059","","","1","905","19050033"
"2","","","","-15","107611","0","2.64705882352941","300","905","19050034"
"93","","","","","1.14705882352941","","","0","905","19050035"
"93","","","","","1.5","","","0","905","19050036"
"91","","","","","19050032","","","","905","19050037"
"91","","","","","19050034","","","","905","19050038"
"3","0.2","","","1","107611","","","05_kokkoro_talk","905","19050039"
"21","","","","","vo_fpc","","0","vo_fpc_20502","905","19050040"
"11","0","0","0.5","10","107611","0","1","シズルさまにエリコさま、\nどうかされたのですか？","905","19050041"
"91","","","","","0","","","","905","19050042"
"93","","","","","0.5","","","0","905","19050043"
"3","0.1","0.1","","0","117111","1","05_shizuru_greet_loop","05_shizuru_greet_in","905","19050044"
"21","","","","","vo_fpc","","0","vo_fpc_20503","905","19050045"
"11","0","0","0.5","10","117111","0","1","あ、コッコロちゃん♪\nそっかー、コッコロちゃんに残った\n弟くんの「気」を感じちゃったんだね♪","905","19050046"
"91","","","","","0","","","","905","19050047"
"93","","","","","0.5","","","0","905","19050048"
"3","0.1","0.1","","0","117011","1","05_eriko_pressure_loop","05_eriko_pressure_in","905","19050049"
"21","","","","","vo_fpc","","0","vo_fpc_20504","905","19050050"
"11","0","0","0.5","10","117011","0","1","なんですか、その気持ちの悪い根拠は。\nそれよりも、あの方はどこにおられるのか\n知っているのでしょう？\n隠し立ては許しませんよ。","905","19050051"
"91","","","","","0","","","","905","19050052"
"93","","","","","0.5","","","0","905","19050053"
"3","0.3","","","1","107611","","","05_kokkoro_talk2","905","19050054"
"21","","","","","vo_fpc","","0","vo_fpc_20505","905","19050055"
"11","0","0","0.5","10","107611","0","1","隠し立てなど、そんな。","905","19050056"
"91","","","","","0","","","","905","19050057"
"93","","","","","0.5","","","0","905","19050058"
"3","0.1","0.1","","0","107611","1","05_kokkoro_point_loop","05_kokkoro_point_in","905","19050059"
"21","","","","","vo_fpc","","0","vo_fpc_20506","905","19050060"
"11","0","0","0.5","10","107611","0","1","主さまは先ほどあちらの方に\n流れていかれましたが…","905","19050061"
"91","","","","","0","","","","905","19050062"
"93","","","","","0.5","","","0","905","19050063"
"3","0.1","0.1","","0","117111","1","05_shizuru_smile_loop","05_shizuru_smile_in","905","19050064"
"21","","","","","vo_fpc","","0","vo_fpc_20507","905","19050065"
"11","0","0","0.5","10","117111","0","1","あっちね！\nよーし、お姉ちゃんが\n今すぐ助けにいくからね！","905","19050066"
"91","","","","","0","","","","905","19050067"
"93","","","","","0.5","","","0","905","19050068"
"3","0.1","0.1","","0","117011","1","05_eriko_sad_loop","05_eriko_sad_in","905","19050069"
"21","","","","","vo_fpc","","0","vo_fpc_20508","905","19050070"
"11","0","0","0.5","10","117011","0","1","ああ、なんということ…\n私が今お助けに向かいます！","905","19050071"
"91","","","","","0","","","","905","19050072"
"93","","","","","0.5","","","0","905","19050073"
"3","0.1","0.1","","0","117111","1","05_shizuru_flutterKick_loop","05_shizuru_flutterKick_in","905","19050074"
"2","","","","-125","117111","","2.66169816342827","1000","905","19050075"
"33","","","","-125","1","","2.66169816342827","1000","905","19050076"
"32","","","","","1","","","1","905","19050077"
"32","","","","","11","","","0","905","19050078"
"93","","","","","0.1","","","0","905","19050079"
"3","0.1","0.1","","0","117011","1","05_eriko_flutterKick_loop","05_eriko_flutterKick_in","905","19050080"
"2","","","","-180","117011","","3.14228255404726","1000","905","19050081"
"33","","","","-180","2","","3.14228255404726","1000","905","19050082"
"32","","","","","2","","","1","905","19050083"
"32","","","","","21","","","0","905","19050084"
"91","","","","","19050081","","","","905","19050085"
"3","0.1","0.1","","0","107611","1","05_kokkoro_talk3_loop","05_kokkoro_talk3_in","905","19050086"
"21","","","","","vo_fpc","","0","vo_fpc_20509","905","19050087"
"11","0","0","0.5","10","107611","0","1","行ってしまわれました…","905","19050088"
"91","","","","","0","","","","905","19050089"
"93","","","","","0.5","","","0","905","19050090"
"21","","","","","vo_fpc","","0","vo_fpc_20510","905","19050091"
"11","0","0","0.5","10","107611","0","1","あのお二人が揃われると\n何が起こるか心配ですね…","905","19050092"
"91","","","","","0","","","","905","19050093"
"93","","","","","0.5","","","0","905","19050094"
"21","","","","","vo_fpc","","0","vo_fpc_20511","905","19050095"
"11","0","0","0.5","10","107611","0","1","主さまの前で暴走されぬよう\nわたくしが見張っておかねば…！","905","19050096"
"91","","","","","0","","","","905","19050097"
"93","","","","","0.5","","","0","905","19050098"
"2","","","","-15","107611","0","1.65912518853695","850","905","19050099"
"3","0.2","","","1","107611","","","05_kokkoro_run","905","19050100"
"21","","","","","vo_fpc","","0","vo_fpc_20512","905","19050101"
"11","0","0","0.5","10","107611","0","1","主さまー！","905","19050102"
"91","","","","","0","","","","905","19050103"
"93","","","","","0.5","","","0","905","19050104"
"91","","","","","19050099","","","","905","19050105"
"1","1.75","0","cmn_float","22","1","-180","-850","126911","906","19060001"
"1","1.75","0","cmn_float","12","1","-125","-850","117311","906","19060002"
"31","1","","","-850","6","1","-180","11","906","19060003"
"31","0","","","-850","1007","1","-180","10071","906","19060004"
"31","1","","","-850","6","1","-125","21","906","19060005"
"31","0","","","-850","1007","1","-125","10072","906","19060006"
"31","0","","","-850","1008","1","-125","10081","906","19060007"
"23","","","","1","se_10053800","","","se_fpc_water_random","906","19060008"
"91","","","","","19060007","","","0","906","19060009"
"2","","","","-180","126911","12","6.25","0","906","19060010"
"33","","","","-180","11","12","6.25","0","906","19060011"
"33","","","","-180","10071","12","6.25","0","906","19060012"
"93","","","","","3","","","0","906","19060013"
"21","","","","","vo_fpc","","0","vo_fpc_20600","906","19060014"
"3","0.2","","","1","126911","","","06_cmn_float_sing","906","19060015"
"32","","","","","10071","","","1","906","19060016"
"91","","","","","19060010","","","","906","19060017"
"3","0.2","","","1","126911","","","cmn_float","906","19060018"
"21","","","","","vo_fpc","","0","vo_fpc_20601","906","19060019"
"11","0","0","0.5","10","126911","0","1","たまには、こういう所も\n悪くないかも…","906","19060020"
"91","","","","","0","","","","906","19060021"
"93","","","","","0.5","","","0","906","19060022"
"2","","","","-125","117311","12","5.14705882352941","-150","906","19060023"
"33","","","","-125","21","12","5.14705882352941","-150","906","19060024"
"33","","","","-125","10072","12","5.14705882352941","-150","906","19060025"
"33","","","","-125","10081","12","5.14705882352941","-150","906","19060026"
"2","","","","-180","126911","12","5.14705882352941","150","906","19060027"
"33","","","","-180","11","12","5.14705882352941","150","906","19060028"
"33","","","","-180","10071","12","5.14705882352941","150","906","19060029"
"93","","","","","2.5","","","0","906","19060030"
"21","","","","","vo_fpc","","0","vo_fpc_20602","906","19060031"
"3","0.2","","","1","126911","","","06_cmn_float_sing","906","19060032"
"3","0.2","","","1","117311","","","06_cmn_float_sing","906","19060033"
"32","","","","","10071","","","0","906","19060034"
"32","","","","","10071","","","1","906","19060035"
"32","","","","","10072","","","1","906","19060036"
"91","","","","","19060029","","","","906","19060037"
"4","","","","","126911","","","1","906","19060038"
"33","","","","-180","11","","0","180","906","19060039"
"3","0.1","0.1","","0","126911","1","06_ranpha_float_shy","06_ranpha_float_notice","906","19060040"
"3","","0.1","","1","117311","","","cmn_float","906","19060041"
"21","","","","","vo_fpc","","0","vo_fpc_20603","906","19060042"
"11","0","0","0.5","10","126911","0","1","あっ…","906","19060043"
"91","","","","","0","","","","906","19060044"
"93","","","","","0.5","","","0","906","19060045"
"3","0.1","0.1","","0","117311","1","06_chika_float_notice","06_chika_float_notice_in","906","19060046"
"21","","","","","vo_fpc","","0","vo_fpc_20604","906","19060047"
"11","0","0","0.5","10","117311","0","1","ごめんなさい、素敵な歌だったから\nつい合わせてしまって…\nお邪魔でしたよね。","906","19060048"
"91","","","","","0","","","","906","19060049"
"93","","","","","0.5","","","0","906","19060050"
"21","","","","","vo_fpc","","0","vo_fpc_20605","906","19060051"
"11","0","0","0.5","10","126911","0","1","ううん…\nそっちも、とても素敵な歌…\nだから、よければもう少し、\nこのまま…","906","19060052"
"91","","","","","0","","","","906","19060053"
"93","","","","","0.5","","","0","906","19060054"
"3","0.2","","","1","117311","","","06_chika_float_smile","906","19060055"
"21","","","","","vo_fpc","","0","vo_fpc_20606","906","19060056"
"11","0","0","0.5","10","117311","0","1","はい。","906","19060057"
"91","","","","","0","","","","906","19060058"
"93","","","","","0.5","","","0","906","19060059"
"21","","","","","vo_fpc","","0","vo_fpc_20607","906","19060060"
"3","0.2","","","1","126911","","","06_cmn_float_sing","906","19060061"
"3","0.2","","","1","117311","","","06_cmn_float_sing","906","19060062"
"32","","","","","10071","","","0","906","19060063"
"32","","","","","10071","","","1","906","19060064"
"32","","","","","10081","","","1","906","19060065"
"93","","","","","2","","","0","906","19060066"
"2","","","","-180","126911","","4.11764705882353","850","906","19060067"
"33","","","","-180","11","","4.11764705882353","880","906","19060068"
"33","","","","-180","10071","","4.11764705882353","880","906","19060069"
"2","","","","-125","117311","","5.88235294117647","850","906","19060070"
"33","","","","-125","21","","5.88235294117647","850","906","19060071"
"33","","","","-125","10081","","5.88235294117647","850","906","19060072"
"93","","","","","1.5","","","0","906","19060073"
"32","","","","","10071","","","0","906","19060074"
"32","","","","","10071","","","1","906","19060075"
"32","","","","","10081","","","0","906","19060076"
"32","","","","","10081","","","1","906","19060077"
"91","","","","","19060070","","","","906","19060078"
"1","1.75","0","07_shinobu_search","12","1","-125","-850","127111","907","19070001"
"1","1.75","0","07_ruka_float","22","1","-180","-850","113111","907","19070002"
"5","1.75","0","07_dokuro_float","22","4","-180","-850","4","907","19070003"
"31","1","","","-850","5","1","-125","11","907","19070004"
"31","1","","","-850","4","1","-180","21","907","19070005"
"31","1","","","-850","4","1","-180","31","907","19070006"
"23","","","","1","se_10053800","","","se_fpc_water_random","907","19070007"
"91","","","","","19070006","","","0","907","19070008"
"3","0.1","","","1","127111","","","07_shinobu_search","907","19070009"
"2","","","","-125","127111","12","8.38806396344946","325","907","19070010"
"33","","","","-125","11","12","8.38806396344946","325","907","19070011"
"91","","","","","","","","","907","19070012"
"3","0.1","0.1","","0","127111","1","07_shinobu_talk_loop","07_shinobu_talk_in","907","19070013"
"93","","","","","1","","","0","907","19070014"
"21","","","","","vo_fpc","","0","vo_fpc_20700","907","19070015"
"11","0","0","0.5","10","127111","0","1","お父さん、どこに行ったのかしら？\nまた何か事件を起こしてないといいけど…","907","19070016"
"91","","","","","0","","","","907","19070017"
"93","","","","","0.5","","","0","907","19070018"
"2","","","","-180","113111","12","4.11764705882353","-150","907","19070019"
"33","","","","-180","21","12","4.11764705882353","-150","907","19070020"
"91","","","","","","","","","907","19070021"
"3","0.1","","","1","113111","","","07_ruka_float2","907","19070022"
"21","","","","","vo_fpc","","0","vo_fpc_20701","907","19070023"
"11","0","0","0.5","10","113111","0","1","くっ、まさかこんな場所でしゃれこうべに\nでくわすなんてね…","907","19070024"
"91","","","","","0","","","","907","19070025"
"93","","","","","0.5","","","0","907","19070026"
"21","","","","","vo_fpc","","0","vo_fpc_20702","907","19070027"
"11","0","0","0.5","10","113111","0","1","アイツの前で取り乱して、\nつい蹴っ飛ばしちまったが…","907","19070028"
"91","","","","","0","","","","907","19070029"
"93","","","","","0.5","","","0","907","19070030"
"21","","","","","vo_fpc","","0","vo_fpc_20703","907","19070031"
"11","0","0","0.5","10","113111","0","1","あれから見当たらないってことは\nちゃんと成仏してりゃいいけども…","907","19070032"
"91","","","","","0","","","","907","19070033"
"93","","","","","0.5","","","0","907","19070034"
"3","0.1","","","1","113111","","","07_ruka_float","907","19070035"
"21","","","","","vo_fpc","","0","vo_fpc_20704","907","19070036"
"11","0","0","0.5","10","113111","0","1","『一緒に』とか『逝こう』とか言ってたし\n何か現世に恨みでもあったのかねえ？","907","19070037"
"91","","","","","0","","","","907","19070038"
"93","","","","","0.5","","","0","907","19070039"
"2","","","","-180","113111","","4.52488687782805","850","907","19070040"
"33","","","","-180","21","","4.52488687782805","850","907","19070041"
"4","","","","","113111","","","1","907","19070042"
"3","0.1","","","1","113111","","","07_ruka_float","907","19070043"
"93","","","","","3.2","","","0","907","19070044"
"3","0.1","0.1","","0","127111","1","07_shinobu_turnFace_loop","07_shinobu_turnFace_in","907","19070045"
"91","","","","","19070040","","","","907","19070046"
"2","","","","-180","4","","3.82352941176471","-200","907","19070047"
"33","","","","-180","31","","3.82352941176471","-200","907","19070048"
"91","","","","","19070047","","","","907","19070049"
"3","0.1","0.1","","0","127111","1","07_shinobu_surprise_loop","07_shinobu_surprise_in","907","19070050"
"21","","","","","vo_fpc","","0","vo_fpc_20705","907","19070051"
"11","0","120","0.5","10","4","0","1","うう…おね…","907","19070052"
"91","","","","","0","","","","907","19070053"
"93","","","","","0.5","","","0","907","19070054"
"3","0.2","","","1","4","","","07_dokuro_spin","907","19070055"
"21","","","","","vo_fpc","","0","vo_fpc_20706","907","19070056"
"11","0","120","0.5","10","4","0","1","おねーちゃん、いっしょに\nウォータースライダーいかなーい？\nぐへへへ…","907","19070057"
"91","","","","","0","","","","907","19070058"
"93","","","","","0.5","","","0","907","19070059"
"3","0.1","0.1","","0","127111","1","07_shinobu_sad_loop","07_shinobu_sad_in","907","19070060"
"21","","","","","vo_fpc","","0","vo_fpc_20707","907","19070061"
"11","0","0","0.5","10","127111","0","1","やっぱり自業自得のようですね…\n放っておきましょう。","907","19070062"
"91","","","","","0","","","","907","19070063"
"93","","","","","0.5","","","0","907","19070064"
"3","0.1","0.1","","0","127111","1","07_shinobu_swim_loop","07_shinobu_swim_in","907","19070065"
"32","","","","","11","","","1","907","19070066"
"2","","","","-125","127111","","3.08823529411765","850","907","19070067"
"33","","","","-125","11","","3.08823529411765","850","907","19070068"
"3","0.3","","","1","4","","","07_dokuro_float","907","19070069"
"2","","","","-180","4","","6.17647058823529","850","907","19070070"
"33","","","","-180","31","","6.17647058823529","850","907","19070071"
"91","","","","","19070070","","","","907","19070072"
"1","1.4875","0","cmn_walk_r","12","1","-15","750","107811","908","19080001"
"1","1.75","0","cmn_swm_tread","23","1","-180","-900","126911","908","19080002"
"5","1.75","0","08_penpokorin","22","5","-180","-900","5","908","19080003"
"31","0","","","-850","1007","1","-180","10071","908","19080004"
"31","1","","","-900","3","1","-180","3","908","19080005"
"23","","","","1","se_10053800","","","se_fpc_water_random","908","19080006"
"91","","","","","19080005","","","","908","19080007"
"2","","","","-180","126911","12","5.88235294117647","-100","908","19080008"
"2","","","","-180","5","12","5.88235294117647","-100","908","19080009"
"33","","","","-180","3","12","5.88235294117647","-100","908","19080010"
"33","","","","-180","10071","12","5.88235294117647","-50","908","19080011"
"93","","","","","2.3","","","0","908","19080012"
"21","","","","","vo_fpc","","0","vo_fpc_20800","908","19080013"
"32","","","","","10071","","","1","908","19080014"
"2","","","","-15","107811","12","3.30882352941176","300","908","19080015"
"91","","","","","19080015","","","","908","19080016"
"3","0.1","0.1","","0","107811","1","08_kyaru_surprise_loop","08_kyaru_surprise_in","908","19080017"
