1c5e968d3ea26bd645d1f6c3e75fcc90a7e238f7f73a696bf9bb5b0ea0fa969a,5965969655f63a7af1cebf899bd78509db5a0fa3efa6a5273ecdc8be9b24612a,a543a15379611d41345c3e1f7259599f1e91ee438f91f963ab6b3e65e038c6ff,bf08feab0d50df4e99d9012b815359f953dfe01be49305692608cc360dfac525,2c8726d7680a571d041ba805f9473834255b22c1d5d590f47307b26a707ee5d8,c9df042729d5d58c3e11b0905e02741237cf12c761a7ebd8cab40b4f4ab911cd,07bb6c6bd1bf68fc868ef1e37481908c2d731588fc62b77df9be5ad68014189c,e77cc2580684b109309a88dd280d2eb04597dfb4c2ed14e3c029693c36b0d628,0d00e594c083077d24c055d02fc933118cdcecbdbc5f4eb64fe6da17225b21e9,651697e9f4b9fa5d225731db1383436c993716aa3494a6adc80924e8e31d81dc,8deddf53e05180b0637a37ea873e34b206da9302ad1fd53aeabe3ffe8714e840
"63065","0.2","131711","","1","shock_to_surprise","surprise_idle","0","3","5152063",""
"63066","0.2","1","","","empty","","1","3","5152063",""
"63067","0.2","132011","0","1","doya_in_sad","doya_talk_sad","0","3","5152063",""
"63068","","vo_rag","","","vo_rag_5009","0","0","21","5152063",""
"63069","0","132011","0","1","これがアイドル…とても過酷だ\nところで…まだ他にも\n色々なタイソーがあるんだろう？","1","10","11","5152063","0"
"63070","","0","","","","0","0","91","5152063",""
"63071","0.2","132011","","","doya_talk","","1","3","5152063",""
"63072","","vo_rag","","","vo_rag_5010","0","0","21","5152063",""
"63073","0","132011","0","1","そちらもぜひご教授願いたいね\nああ、ボクは見ているだけで\n大丈夫だよ","1","10","11","5152063","0"
"63074","","0","","","","0","0","91","5152063",""
"63075","0.2","132011","","","doya_idle","","1","3","5152063",""
"63076","0.2","131711","","","sad_talk_anger","","1","3","5152063",""
"63077","","vo_rag","","","vo_rag_5011","0","0","21","5152063",""
"63078","0","131711","0","1","さすがは『強欲の魔女』\n体力は絶望的でも、\nその知的好奇心は無限なのね","1","10","11","5152063","0"
"63079","","0","","","","0","0","91","5152063",""
"63080","0.2","132011","0","1","doya_to_doya","doya_idle_normal2","0","3","5152063",""
"63081","0.2","131711","0","1","cool_in_joy2","cool_talk_joy2","0","3","5152063",""
"63082","","se_10058300","","","se_10058300_emotion_isekai_1","","0","23","5152063",""
"63083","","131711","","0","10","0","0.8","12","5152063",""
"63084","","1.5","","","0","","","93","5152063",""
"63085","0.2","132011","","","sad_idle_surprise1","","1","3","5152063",""
"63086","0.2","131711","","","ames_idol_dance","","0","3","5152063",""
"63087","","1.8","","","0","","","93","5152063",""
"63088","0.2","132011","0","1","echidna_interest_in","echidna_interest_talk","0","3","5152063",""
"63089","","se_10058300","","","se_10058300_emotion_isekai_2","","0","23","5152063",""
"63090","","132011","","0","7","0","2","12","5152063",""
"63091","","1.1","","","0","","","93","5152063",""
"63092","","0.5","","","0","","","93","5152063",""
"63093","","63094","","","","","","101","5152063",""
"63094","","bgm_MC173B","","","bgm_MC173B","","","25","5152063",""
"63095","","0","","","0","","","22","5152063",""
"64001","1.55","1","1","-295","102611","410","110","1","5152064","idle_normal"
"64002","1.45","1","0","-114","107811","176","105","1","5152064","cool_idle"
"64003","1.5","1","0","-179","102311","12","106","1","5152064","joy_idle_normal"
"64004","1.45","1","0","-116","110311","-177","105","1","5152064","idle_normal"
"64005","1.55","1","0","-258","102111","-226","107","1","5152064","wish_idle"
"64006","1.55","1","0","-260","131911","115","107","1","5152064","idle_normal"
"64007","1.5","1","0","-178","122811","-350","106","1","5152064","doya_idle"
"64008","1.6","1","0","-334","122911","-391","108","1","5152064","idle_normal"
"64009","1.6","1","0","-330","122711","-60","108","1","5152064","idle_normal"
"64010","","102611","","","210","","","13","5152064",""
"64011","","131911","","","207","","","13","5152064",""
"64012","","110311","","","205","","","13","5152064",""
"64013","","122711","","","208","","","13","5152064",""
"64014","","122811","","","206","","","13","5152064",""
"64015","","122911","","","208","","","13","5152064",""
"64016","","102111","","","207","","","13","5152064",""
"64017","","102311","","","206","","","13","5152064",""
"64018","","107811","","","205","","","13","5152064",""
"64019","1.55","1","1","-295","11","410","115","5","5152064","empty"
"64020","1.55","1","0","-260","61","115","131","5","5152064","empty"
"64021","1.55","1","0","-134","62","146","131","5","5152064","empty"
"64022","1.55","1","0","-295","63","410","132","5","5152064","empty"
"64023","1.55","1","0","-136","64","-177","132","5","5152064","empty"
"64024","1","1","","1.3","1","40","0","31","5152064",""
"64025","0","13","","1","13","-235","385","31","5152064",""
"64026","0","2","","1","2","0","0","31","5152064",""
"64027","1","3","","1","3","0","0","31","5152064",""
"64028","","0","","","0","","","91","5152064",""
"64029","","3","","","telop_4","","","37","5152064",""
"64030","","0","","","0","","0","102","5152064",""
"64031","","1","","","0","","","93","5152064",""
"64032","0.2","102611","","","sad_talk_dead","","1","3","5152064",""
"64033","","vo_rag","","","vo_rag_3001","0","0","21","5152064",""
"64034","0","102611","0","1","えぇ…うそ、めっちゃ来てるじゃん…\nこんな朝早くからご苦労さんだねぇ…","1","10","11","5152064","0"
"64035","","0","","","","0","0","91","5152064",""
"64036","0.2","102611","","","talk_normal_surprise","","1","3","5152064",""
"64037","","vo_rag","","","vo_rag_3002","0","0","21","5152064",""
"64038","0","102611","0","1","ほんとはやりたくないけど、\n体操はじめるよ～","1","10","11","5152064","0"
"64039","","0","","","","0","0","91","5152064",""
"64040","0.2","102611","","","idle_normal","","1","3","5152064",""
"64041","","bgm_MC175B","","","bgm_MC175B","","","25","5152064",""
"64042","","2","","","1","","","32","5152064",""
"64043","","vo_rag","","","vo_rag_3003","0","0","21","5152064",""
"64044","0","102611","0","0","まずはその場で跳躍～\nいち、に、さん…","1","10","11","5152064","2.2"
"64045","","3.2","","","","0","0","93","5152064",""
"64046","0.2","11","0.2","1","gutara_jump3time","tired_idle","0","3","5152064",""
"64047","0.2","102611","0.2","1","gutara_jump3time","tired_idle","0","3","5152064",""
"64048","","0.1","","","","0","0","93","5152064",""
"64049","0.2","131911","0.2","1","jump3time","idle_normal","0","3","5152064",""
"64050","0.2","122911","0.2","1","jump3time","idle_normal","0","3","5152064",""
"64051","0.2","102311","0.2","1","jump3time","joy_idle_normal","0","3","5152064",""
"64052","","0.1","","","","0","0","93","5152064",""
"64053","0.2","107811","0.2","1","jump3time","idle_normal","0","3","5152064",""
"64054","0.2","110311","0.2","1","jump3time","idle_normal","0","3","5152064",""
"64055","0.2","102111","0.2","1","jump3time","wish_idle","0","3","5152064",""
"64056","","0.1","","","","0","0","93","5152064",""
"64057","0.2","122811","0.2","1","jump3time","doya_idle","0","3","5152064",""
"64058","0.2","122711","0.2","1","jump3time","idle_normal","0","3","5152064",""
"64059","","2.1","","","0","","","93","5152064",""
"64060","","se_10058300","","","se_10058300_isekai_breath","","0","23","5152064",""
"64061","","1.7","","","0","","","93","5152064",""
"64062","","64044","","","","0","0","91","5152064",""
"64063","0","bgm_MC173B","1","0","bgm_MC173B","0.5","0.5","27","5152064",""
"64064","","2","","","out","","","37","5152064",""
"64065","","vo_rag","","","vo_rag_3004","0","0","21","5152064",""
"64066","0","102611","","1","…ふぅ、ちょっと休憩しよっか","1","10","11","5152064","0"
"64067","","0","","","","0","0","91","5152064",""
"64068","0.2","107811","","","talk_normal_shy","","1","3","5152064",""
"64069","","vo_rag","","","vo_rag_3005","0","0","21","5152064",""
"64070","0","107811","","1","いくら何でも早すぎるでしょ！？","1","10","11","5152064","0"
"64071","","0","","","","0","0","91","5152064",""
"64072","0.2","107811","","","idle_normal_shy","","1","3","5152064",""
"64073","","se_10058300_isekai_breath","","","0.3","","","24","5152064",""
"64074","0.2","11","","","empty","","1","3","5152064",""
"64075","0.2","102611","","","talk_normal_joy","","1","3","5152064",""
"64076","","vo_rag","","","vo_rag_3006","0","0","21","5152064",""
"64077","0","102611","","1","じゃあ次は横になって深呼吸～","1","10","11","5152064","0"
"64078","","0","","","","0","0","91","5152064",""
"64079","0.2","102611","0","1","idle_to_layLongHair","gutara_sleepy_idle","0","3","5152064",""
"64080","","0.2","","","","0","0","93","5152064",""
"64081","0.2","131911","0","1","idle_to_layLongHair","gutara_breathLongHair_idle","0","3","5152064",""
"64082","0.2","122911","0","1","idle_to_layShortHair","gutara_breathShortHair_idle","0","3","5152064",""
"64083","0.2","102311","0","1","idle_to_layShortHair","gutara_breathShortHair_idle","0","3","5152064",""
"64084","","0.2","","","","0","0","93","5152064",""
"64085","0.2","110311","0","1","idle_to_layLongHair","gutara_breathLongHair_idle","0","3","5152064",""
"64086","0.2","122711","0","1","idle_to_layShortHair","gutara_breathShortHair_idle","0","3","5152064",""
"64087","0.2","107811","0","1","idle_to_layLongHair","gutara_breathLongHair_idle","0","3","5152064",""
"64088","","0.1","","","","0","0","93","5152064",""
"64089","0.2","102111","0","1","idle_to_layShortHair","gutara_breathShortHair_idle","0","3","5152064",""
"64090","0.2","122811","0","1","idle_to_layShortHair","gutara_breathShortHair_idle","0","3","5152064",""
"64091","12","0","","2.8","105","1","1","121","5152064",""
"64092","","2","","","","0","0","93","5152064",""
"64093","50","102611","-120","0","12","0","1.5","12","5152064",""
"64094","","1.5","","","","0","0","93","5152064",""
"64095","0.2","102611","0","1","gutara_sleep2_in","gutara_sleep2_idle","0","3","5152064",""
"64096","","1.5","","","","0","0","93","5152064",""
"64097","","13","","","1","","","32","5152064",""
"64098","","vo_rag","","","vo_rag_3007","0","0","21","5152064",""
"64099","15","102611","-100","1","すぅ…むにゃむにゃ…","1","10","11","5152064","0"
"64100","","0","","","","0","0","91","5152064",""
"64101","","se_10058300","","","se_10058300_gutara_sleep","","0","23","5152064",""
"64102","","11","","","0","","","4","5152064",""
"64103","","11","","0","460","0","-310","2","5152064",""
"64104","","11","","","gutara_sleep","","0","3","5152064",""
"64105","0.2","107811","0","1","gutara_surprise","gutara_sleep1_idle","0","3","5152064",""
"64106","","vo_rag","","","vo_rag_3008","0","0","21","5152064",""
"64107","-15","107811","-40","0","ウソでしょ？　寝てる！？\nやだ、あたしまで眠くなってきた…","1","10","11","5152064","1.5"
"64108","","6.8","","","0","","","93","5152064",""
"64109","","0.5","","","0","","","93","5152064",""
"64110","","se_10058300","","","se_10058300_gutara_sleep","","0","23","5152064",""
"64111","","62","","","gutara_sleep2","","0","3","5152064",""
"64112","","64107","","","","0","0","91","5152064",""
"64113","0.2","122911","0","1","gutara_sleep1ShortHair_in","gutara_sleep1_idle","0","3","5152064",""
"64114","","0.2","","","","0","0","93","5152064",""
"64115","0.2","102311","0","1","gutara_sleep1ShortHair_in","gutara_sleep1_idle","0","3","5152064",""
"64116","","0.2","","","","0","0","93","5152064",""
"64117","0.2","122811","0","1","gutara_sleep1ShortHair_in","gutara_sleep1_idle","0","3","5152064",""
"64118","","1.5","","","","0","0","93","5152064",""
"64119","0.2","110311","0","1","gutara_sleepy_in","gutara_sleep1_idle","0","3","5152064",""
"64120","","vo_rag","","","vo_rag_3009","0","0","21","5152064",""
"64121","-40","110311","-110","0","今日は朝が早かったから…\nあたしも…ふあ……","1","10","11","5152064","1.5"
"64122","","7.4","","","0","","","93","5152064",""
"64123","","se_10058300","","","se_10058300_gutara_sleep","","0","23","5152064",""
"64124","","64","","","gutara_sleep","","0","3","5152064",""
"64125","","64121","","","","0","0","91","5152064",""
"64126","0.2","102111","0","1","gutara_sleep1ShortHair_in","gutara_sleep1_idle","0","3","5152064",""
"64127","","0.2","","","","0","0","93","5152064",""
"64128","0.2","122711","0","1","gutara_sleep1ShortHair_in","gutara_sleep1_idle","0","3","5152064",""
"64129","","4","","","","0","0","93","5152064",""
"64130","0.2","131911","0","1","gutara_notice_in","gutara_notice_talk_shy","0","3","5152064",""
"64131","","vo_rag","","","vo_rag_3010","0","0","21","5152064",""
"64132","-15","131911","-50","1","え、みんな寝ちゃったの！？\nびっくり仰天だわ\nみんなを起こさないと…","1","10","11","5152064","0"
"64133","","0","","","","0","0","91","5152064",""
"64134","0.2","131911","0","1","gutara_notice_to_notice","gutara_notice_talk_dead","0","3","5152064",""
"64135","","vo_rag","","","vo_rag_3011","0","0","21","5152064",""
"64136","-15","131911","-50","1","ふわぁ……\nあれ、どうしてかしら、\n私まで急に眠く…すぅ","1","10","11","5152064","0"
"64137","","0","","","","0","0","91","5152064",""
"64138","0.2","131911","0","1","gutara_notice_out","gutara_sleep1_idle","0","3","5152064",""
"64139","","0.5","","","","0","0","93","5152064",""
"64140","","se_10058300","","","se_10058300_gutara_sleep","","0","23","5152064",""
"64141","","61","","","gutara_sleep","","0","3","5152064",""
"64142","","1.3","","","","0","0","93","5152064",""
"64143","","se_10058300","","","se_10058300_gutara_sleep","","0","23","5152064",""
"64144","","64","","0","-205","0","-305","2","5152064",""
"64145","","64","","","gutara_sleep2","","0","3","5152064",""
"64146","","1.3","","","","0","0","93","5152064",""
"64147","","se_10058300","","","se_10058300_gutara_sleep","","0","23","5152064",""
"64148","","62","","0","-300","0","-190","2","5152064",""
"64149","","62","","","gutara_sleep","","0","3","5152064",""
"64150","","2","","","","0","0","93","5152064",""
"64151","","0.5","","","0","","","93","5152064",""
"64152","","64153","","","","","","101","5152064",""
"64153","","bgm_MC173B","","","bgm_MC173B","","","25","5152064",""
"64154","","0","","","0","","","22","5152064",""
"65001","1.55","1","1","-280","127111","335","109","1","5152065","idle_normal"
"65002","1.5","1","0","-179","132111","-252","105","1","5152065","wish_idle_normal"
"65003","1.5","4","0","-163","4","-74","104","5","5152065","doya_idle"
"65004","1.55","1","0","-264","131911","29","107","1","5152065","idle_normal"
"65005","1.55","1","0","-304","126911","-346","109","1","5152065","wish_idle_normal"
"65006","1.55","1","0","-285","113111","-150","108","1","5152065","idle_normal"
"65007","1.5","6","1","-280","6","1000","110","5","5152065","ghost_dokuro_idle"
"65008","0","6","0","0","1","1","1","6","5152065",""
"65009","1.5","7","0","-178","7","-507","106","5","5152065","idle_normal"
"65010","0","7","0","0","1","1","1","6","5152065",""
"65011","","127111","","","209","","","13","5152065",""
"65012","","132111","","","205","","","13","5152065",""
"65013","","4","","","204","","","13","5152065",""
"65014","","131911","","","207","","","13","5152065",""
"65015","","126911","","","209","","","13","5152065",""
"65016","","113111","","","208","","","13","5152065",""
"65017","1","1","","1.03","1","0","0","31","5152065",""
"65018","0","14","","1","14","-178","-507","31","5152065",""
"65019","0","16","","1.03","16","0","0","31","5152065",""
"65020","0","2","","1","2","0","0","31","5152065",""
"65021","1","3","","1","3","0","0","31","5152065",""
"65022","0","15","","1","15","-130","1000","31","5152065",""
"65023","","0","","","0","","","91","5152065",""
"65024","","3","","","telop_5","","","37","5152065",""
"65025","","0","","","0","","0","102","5152065",""
"65026","","1","","","0","","","93","5152065",""
"65027","0.2","127111","","","talk_normal","","1","3","5152065",""
"65028","","vo_rag","","","vo_rag_4001","0","0","21","5152065",""
"65029","0","127111","0","1","本日の体操のお手本を\n務めさせていただくシノブです","1","10","11","5152065","0"
"65030","","0","","","","0","0","91","5152065",""
"65031","0.2","127111","","","talk_normal","","1","3","5152065",""
"65032","","vo_rag","","","vo_rag_4002","0","0","21","5152065",""
"65033","0","127111","0","1","そちらのあなたも一緒にどうぞ\nそれでは始めましょう。いちに、いち…","1","10","11","5152065","0"
"65034","","0","","","","0","0","91","5152065",""
"65035","","2","","","1","","","32","5152065",""
"65036","","bgm_MC175C","","","bgm_MC175C","","","25","5152065",""
"65037","","0.5","","","0","","","93","5152065",""
"65038","0.3","127111","","","radio_stretch1_loop","","1","3","5152065",""
"65039","","0.1","","","0","","","93","5152065",""
"65040","0.2","132111","","","radio_stretch1_loop","","1","3","5152065",""
"65041","0.2","4","","","radio_stretch1_loop","","1","3","5152065",""
"65042","0.2","131911","","","radio_stretch1_loop","","1","3","5152065",""
"65043","0.2","126911","","","radio_stretch1_loop","","1","3","5152065",""
"65044","0.2","113111","","","radio_stretch1_loop","","1","3","5152065",""
"65045","0.2","7","","","radio_stretch1_loop","","1","3","5152065",""
"65046","","1","","","0","","","93","5152065",""
"65047","","16","","","1","","","32","5152065",""
"65048","","14","","","1","","","32","5152065",""
"65049","","0.7","","","0","","","93","5152065",""
"65050","12","65","","2.8","0","1","1","121","5152065",""
"65051","","1","","","0","","","93","5152065",""
"65052","1","7","0","1","1","1","1","6","5152065",""
"65053","","2.2","","","0","","","93","5152065",""
"65054","0.2","131911","0","1","ghost_stretch1_turn","sad_talkR","0","3","5152065",""
"65055","","vo_rag","","","vo_rag_4003","0","0","21","5152065",""
"65056","0","131911","50","0","ええと、そっちには誰も…\nきゃあっ！","1","10","11","5152065","0.5"
"65057","","2.5","","","0","","","93","5152065",""
"65058","0.2","131911","0","1","shock_inR","shock_loopR","0","3","5152065",""
"65059","","2.1","","","0","","","93","5152065",""
"65060","","65056","","","","0","0","91","5152065",""
"65061","0.2","131911","","","ghost_stretch2_turn","","0","3","5152065",""
"65062","","0.4","","","0","","","93","5152065",""
"65063","0.2","127111","","","radio_stretch2R_loop","","1","3","5152065",""
"65064","","0.1","","","0","","","93","5152065",""
"65065","0.2","132111","","","radio_stretch2_loop","","1","3","5152065",""
"65066","0.2","4","","","radio_stretch2_loop","","1","3","5152065",""
"65067","0.2","131911","","","radio_stretch2_loop_faceBlue","","1","3","5152065",""
"65068","0.2","126911","","","radio_stretch2_loop","","1","3","5152065",""
"65069","0.2","113111","","","radio_stretch2_loop_faceBlue","","1","3","5152065",""
"65070","0.2","7","","","radio_stretch2_loop","","1","3","5152065",""
"65071","","vo_rag","","","vo_rag_4004","0","0","21","5152065",""
"65072","0","113111","50","0","お、おいおい、勘弁しとくれよ…","1","10","11","5152065","0.5"
"65073","","6.6","","","0","","","93","5152065",""
"65074","","vo_rag","","","vo_rag_4005","0","0","21","5152065",""
"65075","0","127111","0","0","はい、その調子です","1","10","11","5152065","0.5"
"65076","","3.4","","","0","","","93","5152065",""
"65077","","14","","","spread","","","37","5152065",""
"65078","","0.3","","","0","","","93","5152065",""
"65079","0.2","127111","","","radio_stretch1_loop_surprise1","","1","3","5152065",""
"65080","","0.1","","","0","","","93","5152065",""
"65081","0.2","132111","","","radio_stretch1_loop_faceBlue","","1","3","5152065",""
"65082","0.2","4","","","radio_stretch1_loop","","1","3","5152065",""
"65083","0.2","131911","","","radio_stretch1_loop_faceBlue","","1","3","5152065",""
"65084","0.2","126911","","","radio_stretch1_loop","","1","3","5152065",""
"65085","0.2","113111","","","radio_stretch1_loop_faceBlue","","1","3","5152065",""
"65086","0.2","7","","","radio_stretch1_loop","","1","3","5152065",""
"65087","","se_10058300","","","se_10058300_ghost_cold","","0","23","5152065",""
"65088","","1","","","0","","","93","5152065",""
"65089","","vo_rag","","","vo_rag_4006","0","0","21","5152065",""
"65090","0","132111","0","0","ひゃっ！　ね、姉様…","1","10","11","5152065","0.5"
"65091","","4.6","","","0","","","93","5152065",""
"65092","","vo_rag","","","vo_rag_4007","0","0","21","5152065",""
"65093","0","127111","0","0","にーにっ、さんし…","1","10","11","5152065","0.5"
"65094","","3.7","","","0","","","93","5152065",""
"65095","","1.1","","","0","","","93","5152065",""
"65096","","0","","","","0","0","91","5152065",""
"65097","0.2","127111","","","radio_stretch2R_loop","","1","3","5152065",""
"65098","","0.1","","","0","","","93","5152065",""
"65099","0.2","132111","","","radio_stretch2_loop_faceBlue","","1","3","5152065",""
"65100","0.2","4","","","radio_stretch2_loop","","1","3","5152065",""
"65101","0.2","131911","","","radio_stretch2_loop_faceBlue","","1","3","5152065",""
"65102","0.2","126911","","","radio_stretch2_loop","","1","3","5152065",""
"65103","0.2","113111","","","radio_stretch2_loop_faceBlue","","1","3","5152065",""
"65104","0.2","7","","","radio_stretch2_loop","","1","3","5152065",""
"65105","","vo_rag","","","vo_rag_4008","0","0","21","5152065",""
"65106","0","4","0","0","風よ\n風の仕業に決まってるわ\nタイソーに集中なさい、レム","1","10","11","5152065","0.5"
"65107","","5.1","","","0","","","93","5152065",""
"65108","","0","","","0","","","93","5152065",""
"65109","","15","","","1","","","32","5152065",""
"65110","","15","","11","197","0.8","-130","33","5152065",""
"65111","","6","","11","197","0.8","-280","2","5152065",""
"65112","","se_10058300","","","se_10058300_ghost_soul","","0","23","5152065",""
"65113","","0.5","","","0","","","93","5152065",""
"65114","0.2","131911","0","1","shock_jump","escape","0","3","5152065",""
"65115","0.2","113111","0","1","shock_jump","escape","0","3","5152065",""
"65116","","vo_rag","","","vo_rag_4010","0","0","21","5152065",""
"65117","20","131911","80","0","きゃああぁー！","0","20","11","5152065","0.8"
"65118","","vo_rag","","","vo_rag_4011","0","1","21","5152065",""
"65119","-20","113111","80","0","ひ、ひいいいぃー！？","0","20","11","5152065","0"
"65120","","0.3","","","0","","","93","5152065",""
"65121","","6","","","0","","","4","5152065",""
"65122","","0.7","","","0","","","93","5152065",""
"65123","","131911","","0","-1050","2","-264","2","5152065",""
"65124","","113111","","0","-1229","2","-285","2","5152065",""
"65125","","2","","","out","","","37","5152065",""
"65126","","16","","","out","","","37","5152065",""
"65127","","14","","","out","","","37","5152065",""
"65128","0","bgm_MC173B","1","0","bgm_MC173B","0.5","0.5","27","5152065",""
"65129","0.2","7","","","idle_normal","","1","3","5152065",""
"65130","1.2","7","0","0","1","1","1","6","5152065",""
"65131","0.2","127111","","","sad_idle_normal","","1","3","5152065",""
"65132","","0.1","","","0","","","93","5152065",""
"65133","0.2","132111","","","idle_normal_surprise1","","1","3","5152065",""
"65134","0.2","4","","","idle_normal_surprise1","","1","3","5152065",""
"65135","0.2","126911","","","idle_normal","","1","3","5152065",""
"65136","","0.1","","","0","","","93","5152065",""
"65137","1","6","0","1","1","1","1","6","5152065",""
"65138","","2","","","0","","","93","5152065",""
"65139","","vo_rag","","","vo_rag_4009","0","0","21","5152065",""
"65140","0","6","20","1","おーい、シノブ…\n捜したんだぞ","1","10","11","5152065","0"
"65141","","0","","","","","","91","5152065",""
"65142","0.2","127111","","","sad_talk_talk2","","1","3","5152065",""
"65143","0.2","6","0","1","ghost_dokuro_turn","ghost_dokuro_idleR","0","3","5152065",""
"65144","","vo_rag","","","vo_rag_4012","0","0","21","5152065",""
"65145","0","127111","0","1","さあ、気を取り直して\n体操を続けましょう","1","10","11","5152065","0"
"65146","","65145","","","","0","0","91","5152065",""
"65147","0.2","127111","","","radio_stretch1_loop_surprise1","","1","3","5152065",""
"65148","","0.1","","","0","","","93","5152065",""
"65149","0.2","132111","","","radio_stretch1_loop","","1","3","5152065",""
"65150","0.2","4","","","radio_stretch1_loop","","1","3","5152065",""
"65151","0.2","126911","","","radio_stretch1_loop","","1","3","5152065",""
"65152","","2.5","","","0","","","93","5152065",""
"65153","","0.5","","","0","","","93","5152065",""
"65154","","65155","","","","","","101","5152065",""
"65155","","bgm_MC173B","","","bgm_MC173B","","","25","5152065",""
"65156","","0","","","0","","","22","5152065",""
"65157","","1","","","0","","","22","5152065",""
"66001","1.55","1","0","-259","131911","-151","108","1","5152066","idle_normal"
"66002","1.55","1","0","-295","132111","-460","110","1","5152066","wish_idle_normal"
"66003","1.55","4","0","-277","4","-305","109","5","5152066","doya_idle"
"66004","1.55","1","1","-258","107511","89","105","1","5152066","idle_normal"
"66005","1.55","1","1","-297","107611","407","107","1","5152066","wish_idle_normal"
"66006","1.55","1","1","-278","107811","245","106","1","5152066","cool_idle"
"66007","1.45","1","1","-142","126911","329","103","1","5152066","wish_idle_normal"
"66008","1.45","1","1","-158","110311","479","104","1","5152066","idle_normal"
"66009","1.45","1","1","-132","113511","178","102","1","5152066","sad_idle_normal"
"66010","1.55","5","0","-259","5","-151","107","5","5152066","empty"
"66011","0.75","2","0","120","2","15","210","5","5152066","empty"
"66012","","131911","","","208","","","13","5152066",""
"66013","","132111","","","210","","","13","5152066",""
"66014","","4","","","209","","","13","5152066",""
"66015","","107511","","","205","","","13","5152066",""
"66016","","107611","","","207","","","13","5152066",""
"66017","","107811","","","206","","","13","5152066",""
"66018","","126911","","","203","","","13","5152066",""
"66019","","110311","","","204","","","13","5152066",""
"66020","","113511","","","202","","","13","5152066",""
"66021","1","1","","1","1","0","0","31","5152066",""
"66022","0","4","","1","4","0","0","31","5152066",""
"66023","0","2","","1","2","0","0","31","5152066",""
"66024","1","3","","1","3","0","0","31","5152066",""
"66025","0","17","","1","17","0","0","31","5152066",""
"66026","","0","","","0","","","91","5152066",""
"66027","","3","","","telop_6","","","37","5152066",""
"66028","","0","","","0","","0","102","5152066",""
"66029","","1","","","0","","","93","5152066",""
"66030","0.2","131911","","","talk_normal_joy","","1","3","5152066",""
"66031","","vo_rag","","","vo_rag_1001","0","0","21","5152066",""
"66032","-10","131911","5","1","それじゃあみんな、\nラジーオタイソーをはじめるわ！","1","10","11","5152066","0"
"66033","","66032","","","","0","0","91","5152066",""
"66034","0.2","131911","","","idle_normal_joy","","1","3","5152066",""
"66035","0.2","132111","0","1","gutsB_in","gutsB_idle","0","3","5152066",""
"66036","0.2","4","0","1","cool_in_talk2","cool_talk_talk2","0","3","5152066",""
"66037","0.2","107511","0","1","handsup_in","handsup_loop","0","3","5152066",""
"66038","0.2","107611","","","wish_talk","","1","3","5152066",""
"66039","0.2","126911","","","wish2_idle","","1","3","5152066",""
"66040","0.2","110311","","","joy_idle","","1","3","5152066",""
"66041","0.2","107811","0","1","doya_in","doya_idle_normal2","0","3","5152066",""
"66042","0.2","113511","","","wish_talk_joy_shy","","1","3","5152066",""
"66043","","2.5","","","","0","0","93","5152066",""
"66044","","bgm_MC175A","","","bgm_MC175A","","","25","5152066",""
"66045","","2","","","1","","","32","5152066",""
"66046","0.2","132111","","","wish_idle_normal","","1","3","5152066",""
"66047","0.2","4","","","doya_idle","","1","3","5152066",""
"66048","0.2","107511","","","idle_normal","","1","3","5152066",""
"66049","0.2","107611","","","wish_idle_normal","","1","3","5152066",""
"66050","0.2","126911","","","cool_idle","","1","3","5152066",""
"66051","0.2","110311","","","wish_idle_normal","","1","3","5152066",""
"66052","0.2","107811","","","idle_normal","","1","3","5152066",""
"66053","0.2","113511","","","sad_idle_normal","","1","3","5152066",""
"66054","","vo_rag","","","vo_rag_1002","0","0","21","5152066",""
"66055","-10","131911","5","0","まずはぴょんぴょん跳ねて\n全身をほぐしていきます","1","10","11","5152066","0.5"
"66056","","0.5","","","0","","","93","5152066",""
"66057","0.2","131911","","","radio_jump_loop_normal2","","1","3","5152066",""
"66058","","1.6","","","","0","0","93","5152066",""
"66059","0.2","132111","","","radio_jump_loop","","1","3","5152066",""
"66060","0.2","4","","","radio_jump_loop_talk2","","1","3","5152066",""
"66061","","0.1","","","","0","0","93","5152066",""
"66062","0.2","107511","","","radio_jump_loop","","1","3","5152066",""
"66063","0.2","107611","","","radio_jump_loop","","1","3","5152066",""
"66064","0.2","126911","","","radio_jump_loop","","1","3","5152066",""
"66065","0.2","110311","","","radio_jump_loop","","1","3","5152066",""
"66066","0.2","107811","","","radio_jump_loop","","1","3","5152066",""
"66067","0.2","113511","","","radio_jump_loop","","1","3","5152066",""
"66068","","3","","","0","","","93","5152066",""
"66069","","66055","","","","0","0","91","5152066",""
"66070","","vo_rag","","","vo_rag_1003","0","0","21","5152066",""
"66071","-10","4","5","0","ただ跳ねるだけでも\n案外疲れるものね","1","10","11","5152066","0.5"
"66072","","3.2","","","0","","","93","5152066",""
"66073","","66071","","","","0","0","91","5152066",""
"66074","","1.5","","","0","","","93","5152066",""
"66075","0.3","131911","","","idle_normal","","1","3","5152066",""
"66076","0.3","132111","","","wish_talk","","1","3","5152066",""
"66077","0.3","4","","","cool_idle","","1","3","5152066",""
"66078","","0.1","","","0","","","93","5152066",""
"66079","0.3","107511","","","idle_normal","","1","3","5152066",""
"66080","0.3","107611","","","wish_idle","","1","3","5152066",""
"66081","0.3","126911","","","wish_idle_normal","","1","3","5152066",""
"66082","0.3","110311","","","idle_normal","","1","3","5152066",""
