8aac2102e95dff134368ad169c5f5b0ca78a55a92b99964ddf8f85d647a025d2,e77a4b636896a16219f3445a9de94c1abb4e5a229f497478887c698ceead8cf6,35dd7351ccdfcb7b1226606019f31e82a2c25f9c27d2f8891cebaf8b011e0e72,20cb8448a3b9e62760723cbd4b84895626951fbe2323c7349bcc17635829d89a,d264f86296bb2bcb9332ce57b9ea3eab4c1bd3056eea6d8424affb6a59416cf6,198783e92093bc181ff623bcb61e146f2c416eb8eb718fece0f42cfac9813d41,0fb8edfac04f70100004d48f133c0d051c5eefeb10bff3c85e27add6f73a21f8,480723e269817c88f62209b6f338a9a6a2845fb8220236216ac5f7b47032fdfd,5ce3d56550a2e8c1f69620436c539db673256987d1df5536e7cd6918490b1451,5c568920dad8d14584c8b6c9dfc71d4cf808778b035a9fe0ae0e002bef017bd7,059dd1d159ee6a66679cb6a7c87558a7d1ae7ee1bcada2bea30a618b72c3df64,7a684df9db25b05313b5f63a12c075d1ec866564f45d56e72e1b346c132d6770
"0","vo_lsv","0","0","vo_lsv_1401","2","0","2","1009814","0","0","100981402"
"0","0","160","1","0","3","0","1","1009814","0","0.677","100981403"
"0","0","0","0","0","4","0.7","4","1009814","1","0","100981404"
"0","0","270","2","0","5","0","1","1009814","0","1.677","100981405"
"0","0","0","0","0","6","3.5","4","1009814","1","0","100981406"
"0","vo_lsv","0","0","vo_lsv_1402","7","0","2","1009814","0","0","100981407"
"0","0","270","4","0","8","0","1","1009814","0","1.099","100981408"
"0","0","0","0","0","9","1.13","4","1009814","1","0","100981409"
"0","0","160","5","0","10","0","1","1009814","0","1.234","100981410"
"0","0","0","0","0","11","2.2","4","1009814","1","0","100981411"
"0","vo_lsv","0","0","vo_lsv_1403","12","0","2","1009814","0","0","100981412"
"0","0","180","6","0","13","0","1","1009814","0","1.37","100981413"
"0","0","0","0","0","14","2.5","4","1009814","1","0","100981414"
"0","vo_lsv","0","0","vo_lsv_1404","15","0","2","1009814","0","0","100981415"
"0","0","100","8","0","16","0","1","1009814","0","1","100981416"
"0","0","0","0","0","17","1.3","4","1009814","1","0","100981417"
"0","0","327","9","0","18","0","1","1009814","0","1.661","100981418"
"0","0","0","0","0","19","1.7","4","1009814","1","0","100981419"
"0","0","180","10","0","20","0","1","1009814","0","1.344","100981420"
"0","0","0","0","0","21","2.5","4","1009814","1","0","100981421"
"0","vo_lsv","0","0","vo_lsv_1405","22","0","2","1009814","0","0","100981422"
"0","0","50","12","0","23","0","1","1009814","0","0.82","100981423"
"0","0","0","0","0","24","1.4","4","1009814","1","0","100981424"
"52","0","300","12","0","25","0","1","1009814","0","1.83","100981425"
"0","0","0","0","0","1","0.8","4","1009815","1","0","100981501"
"0","vo_lsv","0","0","vo_lsv_1501","2","0","2","1009815","0","0","100981502"
"0","0","300","1","0","3","0","1","1009815","0","2.384","100981503"
"0","0","0","0","0","4","2.41","4","1009815","1","0","100981504"
"0","0","180","2","0","5","0","1","1009815","0","1","100981505"
"0","0","0","0","0","6","2","4","1009815","1","0","100981506"
"0","vo_lsv","0","0","vo_lsv_1502","7","0","2","1009815","0","0","100981507"
"0","0","300","3","0","8","0","1","1009815","0","1.71","100981508"
"0","0","0","0","0","9","2","4","1009815","1","0","100981509"
"0","0","300","4","0","10","0","1","1009815","0","1.369","100981510"
"0","0","0","0","0","11","1.39","4","1009815","1","0","100981511"
"0","0","327","5","0","12","0","1","1009815","0","2.431","100981512"
"0","0","0","0","0","13","2.432","4","1009815","1","0","100981513"
"0","0","250","6","0","14","0","1","1009815","0","1.164","100981514"
"0","0","0","0","0","15","2.5","4","1009815","1","0","100981515"
"0","vo_lsv","0","0","vo_lsv_1503","16","0","2","1009815","0","0","100981516"
"0","0","327","7","0","17","0","1","1009815","0","3.101","100981517"
"0","0","0","0","0","18","4.5","4","1009815","1","0","100981518"
"0","vo_lsv","0","0","vo_lsv_1504","19","0","2","1009815","0","0","100981519"
"0","0","327","8","0","20","0","1","1009815","0","2.454","100981520"
"0","0","0","0","0","21","2.484","4","1009815","1","0","100981521"
"0","0","150","9","0","22","0","1","1009815","0","0.727","100981522"
"0","0","0","0","0","23","2","4","1009815","1","0","100981523"
"0","vo_lsv","0","0","vo_lsv_1505","24","0","2","1009815","0","0","100981524"
"0","0","300","10","0","25","0","1","1009815","0","1.984","100981525"
"0","0","0","0","0","26","3","4","1009815","1","0","100981526"
"0","vo_lsv","0","0","vo_lsv_1506","27","0","2","1009815","0","0","100981527"
"0","0","327","12","0","28","0","1","1009815","0","2.1","100981528"
