c6540dbcee850c9ee836a7e3f0f8fb342beb3f5d8963a819c53f95984311bf73,f7ab3ad553aed6ace0b32e9e02ded71d9d472f82319d078c7de918d3f45e24c1,5bf429cdebca9c5e2f2d357c101a254db465f5864238b32ceef26e861e714717,f061e584b84a07dd23f4bcc5121c5a34c4dce0498e7b0ec4b168b9687e0771e6,bfaea96e4e4f01cb9916fe7a611067d9e9679df21f70aa94159e7b8b2be12eb9,bee8126e4f752d77f987a4cdee83b6434b87b6a17cfa9389164e2869ec2c8b4c,ec917786461fb3ed96f3be7af2c68b4a1440a79e02a3920ae5c8aebe7d337baf,105f33992ca8198b025bb3afb06eaed60707f60873409783a0d1d18ead2b27d2,e7f05dfacb5a699d42baaffab41974f7b1809ad0b3adb667ccdd70e9c4bcc618,9164e371bfbde53cc88478d655fdd759286d4f998407fa5127ead8d9863ed018,a5ddb276b442d50c74d01c1e49f3e45bc541664f17e3647ce552e689c5712fa7
"","204019","","1","","","3","0.2","1","cgg_idle_normal","204"
"","204020","0","102811","1","cgg_talk_surprise1","3","0.2","0","cgg_surprise","204"
"","204021","","102811","","","12","0.2","1.4","4","204"
"","204022","","3","","","93","","","0","204"
"","204023","","102811","","","3","0.2","1","cgg_idle_def","204"
"","204024","","1","","","3","0.2","1","cgg_idle_reaction3","204"
"","204025","","1","","","12","0.2","1.4","11","204"
"","204026","","3","","","93","","","0","204"
"","204027","","1","","","3","0.2","1","cgg_idle_normal","204"
"","204028","","102811","","","3","0.2","1","cgg_talk_joy3_blink","204"
"","204029","","102811","","","12","0.2","1.4","10","204"
"","204030","","3","","","93","","","0","204"
"","204031","","204015","","","101","","","0","204"
"","204032","","0","","","22","","","0.5","204"
"","204033","0","1","0","1","6","0.1","1","1","204"
"","204034","0","102811","0","1","6","0.1","1","1","204"
"","204035","","0.1","","","93","","","0","204"
"","204036","","1","","","3","0","1","cgg_idle_normal","204"
"","204037","","102811","","","3","0","1","cgg_idle_def","204"
"cgg_idle_normal","205001","0","1","-230","-420","5","160","100","1","205"
"cgg_idle_def","205002","1","1","-230","420","1","1.6","100","102511","205"
"","205003","0","1","1","1","6","0.1","1","1","205"
"","205004","0","102511","1","1","6","0.1","1","1","205"
"","205005","","0.2","","","93","","","0","205"
"","205006","","vo_minigame_1007","","0","21","","0","vo_minigame_1007_top_talk_11_017","205"
"0","205007","0","102511","0","0","11","0","6","なんででしょう～！？\nさっきから同じグッズ\nしか出ません～！\nドジのせいですか！？","205"
"","205008","0","1","1","cgg_idle_surprise2","3","0.2","0","cgg_surprise2","205"
"","205009","0","102511","1","cgg_talk_surprise1","3","0.2","0","cgg_surprise","205"
"","205010","","5.5","","","93","","","0","205"
"","205011","0","1","1","cgg_idle_shock","3","0.2","0","cgg_shock","205"
"","205012","0","102511","1","","3","0.2","1","cgg_talk_sad2","205"
"","205013","","205007","","","91","","","","205"
"","205014","","0.5","","","93","","","0","205"
"","205015","","102511","","","3","0.2","1","cgg_idle_def","205"
"","205016","","1","","","3","0.2","1","cgg_idle_reaction4","205"
"","205017","","1","","","12","0.2","1.4","2","205"
"","205018","","3","","","93","","","0","205"
"","205019","","1","","","3","0.2","1","cgg_idle_normal","205"
"","205020","","102511","","","3","0.2","1","cgg_idle_tsun","205"
"","205021","","102511","","","12","0.2","1.4","5","205"
"","205022","","3","","","93","","","0","205"
"","205023","","102511","","","3","0.2","1","cgg_idle_def","205"
"","205024","","1","","","3","0.2","1","cgg_idle_surprise_sad","205"
"","205025","","1","","","12","0.2","1.4","1","205"
"","205026","","3","","","93","","","0","205"
"","205027","","1","","","3","0.2","1","cgg_idle_normal","205"
"","205028","","102511","","","3","0.2","1","cgg_talk_sad2","205"
"","205029","","102511","","","12","0.2","1.4","15","205"
"","205030","","3","","","93","","","0","205"
"","205031","","205015","","","101","","","0","205"
"","205032","","0","","","22","","","0.5","205"
"","205033","0","1","0","1","6","0.1","1","1","205"
"","205034","0","102511","0","1","6","0.1","1","1","205"
"","205035","","0.1","","","93","","","0","205"
"","205036","","1","","","3","0","1","cgg_idle_normal","205"
"","205037","","102511","","","3","0","1","cgg_idle_def","205"
"cgg_idle_normal","206001","0","1","-230","-420","5","160","100","1","206"
"cgg_idle_def","206002","1","1","-230","420","1","1.6","100","110911","206"
"","206003","0","1","1","1","6","0.1","1","1","206"
"","206004","0","110911","1","1","6","0.1","1","1","206"
"","206005","","0.2","","","93","","","0","206"
"","206006","","vo_minigame_1007","","0","21","","0","vo_minigame_1007_top_talk_12_018","206"
"0","206007","0","110911","0","0","11","0","6","そこそこ揃いましたね\nカルミナそこそこ侍の\n称号をあげますので\nほら、無心で回す！","206"
"","206008","0","1","1","cgg_idle_doya","3","0.2","0","cgg_talk_doya","206"
"","206009","","110911","","","3","0.2","1","cgg_talk_joy1_normal","206"
"","206010","","2.3","","","93","","","0","206"
"","206011","","1","","","3","0.2","1","cgg_idle_surprise2","206"
"","206012","","110911","","","3","0.2","1","cgg_talk_joy3_blink2","206"
"","206013","","3.2","","","93","","","0","206"
"","206014","0","1","1","cgg_idle_reaction1","3","0.2","0","cgg_talk_handsup","206"
"","206015","0","110911","1","cgg_idle_guts_anger","3","0.2","0","cgg_talk_guts_anger_NoBlink","206"
"","206016","","206007","","","91","","","","206"
"","206017","","0.5","","","93","","","0","206"
"","206018","","110911","","","3","0.2","1","cgg_idle_def","206"
"","206019","0","1","1","cgg_idle_doya","3","0.2","0","cgg_talk_doya","206"
"","206020","","1","","","12","0.2","1.4","10","206"
"","206021","","3","","","93","","","0","206"
"","206022","","1","","","3","0.2","1","cgg_idle_normal","206"
"","206023","","110911","","","3","0.2","1","cgg_talk_sad","206"
"","206024","","110911","","","12","0.2","1.4","5","206"
"","206025","","3","","","93","","","0","206"
"","206026","","110911","","","3","0.2","1","cgg_idle_def","206"
"","206027","0","1","1","cgg_idle_surprise2","3","0.2","0","cgg_surprise2","206"
"","206028","","1","","","12","0.2","1.4","4","206"
"","206029","","3","","","93","","","0","206"
"","206030","","1","","","3","0.2","1","cgg_idle_normal","206"
"","206031","0","110911","1","cgg_idle_guts_anger","3","0.2","0","cgg_talk_guts_anger","206"
"","206032","","110911","","","12","0.2","1.4","11","206"
"","206033","","3","","","93","","","0","206"
"","206034","","206018","","","101","","","0","206"
"","206035","","0","","","22","","","0.5","206"
"","206036","0","1","0","1","6","0.1","1","1","206"
"","206037","0","110911","0","1","6","0.1","1","1","206"
"","206038","","0.1","","","93","","","0","206"
"","206039","","1","","","3","0","1","cgg_idle_normal","206"
"","206040","","110911","","","3","0","1","cgg_idle_def","206"
"cgg_idle_normal","301001","0","1","-230","-420","5","160","100","1","301"
"cgg_idle_def","301002","1","1","-230","420","1","1.6","100","105811","301"
"","301003","0","1","1","1","6","0.1","1","1","301"
"","301004","0","105811","1","1","6","0.1","1","1","301"
"","301005","","0.2","","","93","","","0","301"
"","301006","3","vo_minigame_1007","","0","21","","0","vo_minigame_1007_top_talk_13_019","301"
"0","301007","0","105811","0","0","11","0","6","やばいですね☆\nオールコンプリート\nですよ♪\nパチパチパチ～☆","301"
"","301008","","1","","","3","0.2","1","cgg_idle_reaction1","301"
"","301009","0","105811","1","cgg_talk_surprise_kira","3","0.2","0","cgg_surprise_kira","301"
"","301010","","1.7","","","93","","","0","301"
"","301011","0","1","1","cgg_idle_nod","3","0.2","0","cgg_talk_nod","301"
"","301012","","105811","","","3","0.2","1","cgg_talk_joy1_normal","301"
"","301013","","1.8","","","93","","","0","301"
"","301014","0","1","1","cgg_idle_reaction3","3","0.2","0","cgg_joy","301"
"","301015","0.2","105811","1","cgg_idle_def","3","0.2","0","cgg_handclap_def_N","301"
"","301016","","301007","","","91","","","","301"
"","301017","","0.5","","","93","","","0","301"
"","301018","0","1","1","cgg_idle_doya","3","0.2","0","cgg_talk_doya","301"
"","301019","","1","","","12","0.2","1.4","10","301"
"","301020","","3","","","93","","","0","301"
"","301021","","1","","","3","0.2","1","cgg_idle_normal","301"
"","301022","0","105811","1","cgg_talk_surprise_kira","3","0.2","0","cgg_surprise_kira","301"
"","301023","","105811","","","12","0.2","1.4","7","301"
"","301024","","3","","","93","","","0","301"
"","301025","","105811","","","3","0.2","1","cgg_idle_def","301"
"","301026","","1","","","3","0.2","1","cgg_idle_surprise3","301"
"","301027","","1","","","12","0.2","1.4","6","301"
"","301028","","3","","","93","","","0","301"
"","301029","","1","","","3","0.2","1","cgg_idle_normal","301"
"","301030","","105811","","","3","0.1","1","cgg_idle_joy3","301"
"","301031","","105811","","","12","0.2","1.4","10","301"
"","301032","","3","","","93","","","0","301"
"","301033","","105811","","","3","0.2","1","cgg_idle_def","301"
"","301034","","301018","","","101","","","0","301"
"","301035","","0","","","22","","","0.5","301"
"","301036","0","1","0","1","6","0.1","1","1","301"
"","301037","0","105811","0","1","6","0.1","1","1","301"
"","301038","","0.1","","","93","","","0","301"
"","301039","","1","","","3","0","1","cgg_idle_normal","301"
"","301040","","105811","","","3","0","1","cgg_idle_def","301"
"cgg_idle_normal","302001","0","1","-230","-420","5","160","100","1","302"
"cgg_idle_def","302002","1","1","-230","420","1","1.6","100","105911","302"
"","302003","0","1","1","1","6","0.1","1","1","302"
"","302004","0","105911","1","1","6","0.1","1","1","302"
"","302005","","0.2","","","93","","","0","302"
"","302006","","vo_minigame_1007","","0","21","","0","vo_minigame_1007_top_talk_14_020","302"
"0","302007","0","105911","0","0","11","0","6","主さま…\n見事な収集ぶりで\nございました\nさすがでございます","302"
"","302008","","1","","","3","0.2","1","cgg_idle_reaction5","302"
"","302009","","105911","","","3","0.2","1","cgg_talk_joy3","302"
"","302010","","4.5","","","93","","","0","302"
"","302011","0","1","1","cgg_idle_doya","3","0.2","0","cgg_talk_doya","302"
"","302012","","105911","","","3","0.2","1","cgg_talk_wish","302"
"","302013","","302007","","","91","","","","302"
"","302014","","0.5","","","93","","","0","302"
"","302015","","105911","","","3","0.2","1","cgg_idle_def","302"
"","302016","0","1","1","cgg_idle_nod","3","0.2","0","cgg_talk_nod","302"
"","302017","","1","","","12","0.2","1.4","6","302"
"","302018","","3","","","93","","","0","302"
"","302019","","1","","","3","0.2","1","cgg_idle_normal","302"
"","302020","","105911","","","3","0.2","1","cgg_talk_joy3_blink","302"
"","302021","","105911","","","12","0.2","1.4","7","302"
"","302022","","3","","","93","","","0","302"
"","302023","","105911","","","3","0.2","1","cgg_idle_def","302"
"","302024","","1","","","3","0.2","1","cgg_idle_reaction3","302"
"","302025","","1","","","12","0.2","1.4","10","302"
"","302026","","3","","","93","","","0","302"
"","302027","","1","","","3","0.2","1","cgg_idle_normal","302"
"","302028","0","105911","1","cgg_idle_guts","3","0.2","0","cgg_talk_guts","302"
"","302029","","105911","","","12","0.2","1.4","11","302"
"","302030","","3","","","93","","","0","302"
"","302031","","302015","","","101","","","0","302"
"","302032","","0","","","22","","","0.5","302"
"","302033","0","1","0","1","6","0.1","1","1","302"
"","302034","0","105911","0","1","6","0.1","1","1","302"
"","302035","","0.1","","","93","","","0","302"
"","302036","","1","","","3","0","1","cgg_idle_normal","302"
"","302037","","105911","","","3","0","1","cgg_idle_def","302"
"cgg_idle_normal","303001","0","1","-230","-420","5","160","100","1","303"
"cgg_idle_def","303002","1","1","-230","420","1","1.6","100","106011","303"
"","303003","0","1","1","1","6","0.1","1","1","303"
"","303004","0","106011","1","1","6","0.1","1","1","303"
"","303005","","0.2","","","93","","","0","303"
"","303006","","vo_minigame_1007","","0","21","","0","vo_minigame_1007_top_talk_15_021","303"
"0","303007","0","106011","0","0","11","0","6","へぇ、全部揃えちゃう\nなんて、あんたも\n頑張ったじゃない\nま、褒めてあげるわ","303"
"","303008","0","1","1","cgg_idle_doya","3","0.2","0","cgg_talk_doya","303"
"","303009","0","106011","1","cgg_talk_surprise1","3","0.2","0","cgg_surprise","303"
"","303010","","3","","","93","","","0","303"
"","303011","","106011","","","3","0.2","1","cgg_talk_joy1_normal","303"
"","303012","","2.1","","","93","","","0","303"
"","303013","0","1","1","cgg_idle_reaction1","3","0.2","0","cgg_talk_handsup","303"
"","303014","0","106011","1","cgg_idle_doya","3","0.2","0","cgg_talk_doya","303"
"","303015","","303007","","","91","","","","303"
"","303016","","0.5","","","93","","","0","303"
"","303017","","106011","","","3","0.2","1","cgg_idle_def","303"
"","303018","0","1","1","cgg_idle_doya","3","0.2","0","cgg_talk_doya","303"
"","303019","","1","","","12","0.2","1.4","6","303"
"","303020","","3","","","93","","","0","303"
"","303021","","1","","","3","0.2","1","cgg_idle_normal","303"
"","303022","0","106011","1","cgg_talk_surprise1","3","0.2","0","cgg_surprise","303"
"","303023","","106011","","","12","0.2","1.4","4","303"
"","303024","","3","","","93","","","0","303"
"","303025","","106011","","","3","0.2","1","cgg_idle_def","303"
"","303026","0","1","1","cgg_idle_guts2","3","0.2","0","cgg_talk_guts2","303"
"","303027","","1","","","12","0.2","1.4","7","303"
"","303028","","3","","","93","","","0","303"
"","303029","","1","","","3","0.2","1","cgg_idle_normal","303"
"","303030","","106011","","","3","0.2","1","cgg_idle_bitter","303"
"","303031","","106011","","","12","0.2","1.4","1","303"
"","303032","","3","","","93","","","0","303"
"","303033","","303017","","","101","","","0","303"
"","303034","","0","","","22","","","0.5","303"
"","303035","0","1","0","1","6","0.1","1","1","303"
"","303036","0","106011","0","1","6","0.1","1","1","303"
"","303037","","0.1","","","93","","","0","303"
"","303038","","1","","","3","0","1","cgg_idle_normal","303"
"","303039","","106011","","","3","0","1","cgg_idle_def","303"
"cgg_idle_normal","304001","0","1","-230","-420","5","160","100","1","304"
"cgg_idle_def","304002","1","1","-230","420","1","1.6","100","106411","304"
"","304003","0","1","1","1","6","0.1","1","1","304"
"","304004","0","106411","1","1","6","0.1","1","1","304"
"","304005","","0.2","","","93","","","0","304"
"","304006","","vo_minigame_1007","","0","21","","0","vo_minigame_1007_top_talk_16_022","304"
"0","304007","0","106411","0","0","11","0","5","すごいわね…\n全部のグッズが\n並んでいるのを見ると\n壮観だわ","304"
"","304008","0","1","1","cgg_idle_doya","3","0.2","0","cgg_talk_doya","304"
"","304009","0","106411","2","cgg_talk_surprise_dere","3","0.2","0","cgg_surprise_dere","304"
"","304010","","5.2","","","93","","","0","304"
"","304011","","106411","","","3","0.2","1","cgg_talk_joy3","304"
"","304012","","304007","","","91","","","","304"
"","304013","","0.5","","","93","","","0","304"
"","304014","","106411","","","3","0.2","1","cgg_idle_def","304"
"","304015","","1","","","3","0.2","1","cgg_idle_surprise3","304"
"","304016","","1","","","12","0.2","1.4","6","304"
"","304017","","3","","","93","","","0","304"
"","304018","","1","","","3","0.2","1","cgg_idle_normal","304"
"","304019","","106411","","","3","0.2","1","cgg_talk_joy1","304"
"","304020","","106411","","","12","0.2","1.4","10","304"
"","304021","","3","","","93","","","0","304"
"","304022","","106411","","","3","0.2","1","cgg_idle_def","304"
"","304023","0","1","1","cgg_idle_doya","3","0.2","0","cgg_talk_doya","304"
"","304024","","1","","","12","0.2","1.4","6","304"
"","304025","","3","","","93","","","0","304"
"","304026","","1","","","3","0.2","1","cgg_idle_normal","304"
"","304027","0","106411","1","cgg_talk_surprise_kira","3","0.2","0","cgg_surprise_kira","304"
"","304028","","106411","","","12","0.2","1.4","7","304"
"","304029","","3","","","93","","","0","304"
"","304030","","304015","","","101","","","0","304"
"","304031","","0","","","22","","","0.5","304"
"","304032","0","1","0","1","6","0.1","1","1","304"
"","304033","0","106411","0","1","6","0.1","1","1","304"
"","304034","","0.1","","","93","","","0","304"
"","304035","","1","","","3","0","1","cgg_idle_normal","304"
"","304036","","106411","","","3","0","1","cgg_idle_def","304"
"cgg_idle_normal","305001","0","1","-230","-420","5","160","100","1","305"
"cgg_idle_def","305002","1","1","-230","420","1","1.6","100","110911","305"
"","305003","0","1","1","1","6","0.1","1","1","305"
"","305004","0","110911","1","1","6","0.1","1","1","305"
"","305005","","0.2","","","93","","","0","305"
"","305006","","vo_minigame_1007","","0","21","","0","vo_minigame_1007_top_talk_17_023","305"
"0","305007","0","110911","0","0","11","0","6","フルコンプおめです！\nようやく始まりますね\n先輩の果てしなく長い\nカルミナすこすこ道が","305"
"","305008","0","1","1","cgg_idle_doya","3","0.2","0","cgg_talk_doya","305"
"","305009","","110911","","","3","0.2","1","cgg_talk_joy1","305"
"","305010","","1.9","","","93","","","0","305"
"","305011","","1","","","3","0.2","1","cgg_idle_nod","305"
"","305012","","110911","","","3","0.2","1","cgg_talk_joy3_dere","305"
"","305013","","305007","","","91","","","","305"
"","305014","","0.5","","","93","","","0","305"
"","305015","","110911","","","3","0.2","1","cgg_idle_def","305"
"","305016","0","1","1","cgg_idle_doya","3","0.2","0","cgg_talk_doya","305"
"","305017","","1","","","12","0.2","1.4","6","305"
"","305018","","3","","","93","","","0","305"
"","305019","","1","","","3","0.2","1","cgg_idle_normal","305"
"","305020","","110911","","","3","0.2","1","cgg_talk_joy3","305"
"","305021","","110911","","","12","0.2","1.4","10","305"
"","305022","","3","","","93","","","0","305"
"","305023","","110911","","","3","0.2","1","cgg_idle_def","305"
"","305024","","1","","","3","0.2","1","cgg_idle_reaction3","305"
"","305025","","1","","","12","0.2","1.4","10","305"
"","305026","","3","","","93","","","0","305"
"","305027","","1","","","3","0.2","1","cgg_idle_normal","305"
"","305028","0","110911","1","cgg_idle_arm_crossed","3","0.2","0","cgg_talk_arm_crossed","305"
"","305029","","110911","","","12","0.2","1.4","7","305"
"","305030","","3","","","93","","","0","305"
"","305031","","305015","","","101","","","0","305"
"","305032","","0","","","22","","","0.5","305"
"","305033","0","1","0","1","6","0.1","1","1","305"
"","305034","0","110911","0","1","6","0.1","1","1","305"
"","305035","","0.1","","","93","","","0","305"
"","305036","","1","","","3","0","1","cgg_idle_normal","305"
"","305037","","110911","","","3","0","1","cgg_idle_def","305"
"cgg_idle_normal","306001","0","1","-230","-420","5","160","100","1","306"
"cgg_idle_def","306002","1","1","-230","290","1","1.6","100","117211","306"
"cgg_idle_def","306003","1","1","-230","405","1","1.6","101","117311","306"
"cgg_idle_def","306004","1","1","-230","520","1","1.6","102","117411","306"
"","306005","0","1","1","1","6","0.1","1","1","306"
"","306006","0","117211","1","1","6","0.1","1","1","306"
"","306007","0","117311","1","1","6","0.1","1","1","306"
"","306008","0","117411","1","1","6","0.1","1","1","306"
"","306009","","0.2","","","93","","","0","306"
"","306010","","vo_minigame_1007","","0","21","","0","vo_minigame_1007_top_talk_18_024","306"
"0","306011","0","117211","0","0","11","0","7","私たちのグッズを\n全部集めてくれて\nありがとう♪","306"
"","306012","","1","","","3","0.2","1","cgg_idle_reaction1","306"
"","306013","","117211","","","3","0.2","1","cgg_talk_joy1_normal","306"
"","306014","","2.4","","","93","","","0","306"
"","306015","0","1","1","cgg_idle_reaction3","3","0.2","0","cgg_joy","306"
"","306016","","117211","","","3","0.2","1","cgg_talk_surprise_nozomi","306"
"","306017","","306011","","","91","","","","306"
"","306018","","117211","","","3","0.2","1","cgg_idle_def","306"
"","306019","","vo_minigame_1007","","0","21","","0","vo_minigame_1007_top_talk_18_025","306"
"0","306020","0","117311","0","0","11","0","5","全部集めてしまう\nなんて、驚きました\nおめでとうございます","306"
"","306021","0","1","1","cgg_idle_doya","3","0.2","0","cgg_talk_doya","306"
"","306022","","117311","","","3","0.2","1","cgg_talk_surprise1","306"
"","306023","","4.5","","","93","","","0","306"
"","306024","","1","","","3","0.2","1","cgg_idle_reaction5","306"
"","306025","","117311","","","3","0.2","1","cgg_talk_wish","306"
"","306026","","306020","","","91","","","","306"
"","306027","","117311","","","3","0.2","1","cgg_idle_def","306"
"","306028","","vo_minigame_1007","","0","21","","0","vo_minigame_1007_top_talk_18_026","306"
"0","306029","0","117411","0","0","11","0","5","せっかく\n揃えたんですから\nその…大事にして\nくださいよ！","306"
"","306030","","1","","","3","0.2","1","cgg_idle_surprise1","306"
"","306031","","117411","","","3","0.2","1","cgg_idle_tsun","306"
"","306032","","4.3","","","93","","","0","306"
"","306033","0","1","1","cgg_idle_guts2","3","0.2","0","cgg_talk_guts2","306"
"","306034","","117411","","","3","0.2","1","cgg_talk_joy1","306"
"","306035","","306029","","","91","","","","306"
"","306036","","0.5","","","93","","","0","306"
"","306037","","117411","","","3","0.2","1","cgg_idle_def","306"
"","306038","","1","","","3","0.2","1","cgg_idle_normal","306"
"","306039","","117211","","","3","0.2","1","cgg_talk_joy1","306"
"","306040","","117211","","","12","0.2","1.4","10","306"
"","306041","","3","","","93","","","0","306"
"","306042","","117211","","","3","0.2","1","cgg_idle_def","306"
"","306043","","117311","","","3","0.2","1","cgg_talk_wish","306"
"","306044","","117311","","","12","0.2","1.4","7","306"
"","306045","","3","","","93","","","0","306"
"","306046","","117311","","","3","0.2","1","cgg_idle_def","306"
"","306047","0","117411","1","cgg_idle_guts","3","0.2","0","cgg_talk_guts","306"
"","306048","","117411","","","12","0.2","1.4","4","306"
"","306049","","3","","","93","","","0","306"
"","306050","","117411","","","3","0.2","1","cgg_idle_def","306"
"","306051","","1","","","3","0.2","1","cgg_idle_reaction3","306"
"","306052","","1","","","12","0.2","1.4","6","306"
"","306053","","3","","","93","","","0","306"
"","306054","","306038","","","101","","","0","306"
"","306055","","0","","","22","","","0.5","306"
"","306056","0","1","0","1","6","0.1","1","1","306"
"","306057","0","117211","0","1","6","0.1","1","1","306"
"","306058","0","117311","0","1","6","0.1","1","1","306"
"","306059","0","117411","0","1","6","0.1","1","1","306"
"","306060","","0.1","","","93","","","0","306"
"","306061","","1","","","3","0","1","cgg_idle_normal","306"
"","306062","","117211","","","3","0","1","cgg_idle_def","306"
"","306063","","117311","","","3","0","1","cgg_idle_def","306"
"","306064","","117411","","","3","0","1","cgg_idle_def","306"
