5d4c3bee8463ee84b9168c24f7305a8ab0bec1ad498cc585b00c0eb43bca5b0c,f5513770000ca67d0e78d6599b9476e704877c141a44fd07f2766906782f3245,5abd925917fd47bcc37b2f8bdaf71f88a0a6403a8af720cffc2de9c6fbe4d749,ccc5b757e9cc78e38ef20345d3fd8f31a00c1b0d03979d30c4fe47abad854b82,e49a5b03b00efc0b2b1d7f585c683cc20553002c51947566006664d1367be752,7333e7bcb416e624119d2d660b4702bcf9a1f645a54232f31f25b1e3864225d4,6f3b626bdb05233b9dd843586fbcb1b2e86e1d8fc7085a05703df7110748dcb5,b03ef757a8378e7889843c288a0dbbae023765b1871de17e594837c9579e2819,16b17cdcbc7ae7cc2e8925c162ff96bd0d7e8d629521aacb0da96232e69b2439,b3fddf3cca45a7682c9f6b024b05ab8e0534f63df6f71d7baea0fa7e27222b9a,3706a80d0d906808c3a4c7e88745c9c683b81bd2c53607c06c583b19a3097204
"1","35","","10402","","","30","","","1104020049",""
"1","32","","10402","","","30","","","1104020050",""
"0","93","","10402","","","0.2","","","1104020051",""
"1","6","","10402","0","0","1","1","1","1104020052","0"
"1","6","","10402","0","0","2","1","1","1104020053","0"
"1","6","","10402","0","0","3","1","1","1104020054","0"
"1","6","","10402","0","0","4","1","1","1104020055","0"
"0","32","","10402","","","0","","","1104020056",""
"0","32","","10402","","","1","","","1104020057",""
"0","32","","10402","","","2","","","1104020058",""
"0","32","","10402","","","3","","","1104020059",""
"0","32","","10402","","","5","","","1104020060",""
"0","32","","10402","","","6","","","1104020061",""
"0","32","","10402","","","10","","","1104020062",""
"0","32","","10402","","","20","","","1104020063",""
"0","32","","10402","","","50","","","1104020064",""
"0","93","","10402","","","0.3","","","1104020065",""
"1","5","empty","10501","1","0","4","18","0","1105010001","0"
"2","5","animation","10501","1","0","105000","36","0","1105010002","0"
"10","31","","10501","0","1","105000","0","0","1105010003",""
"11","31","","10501","0","1","105001","0","0","1105010004",""
"12","31","","10501","0","1","105002","0","0","1105010005",""
"13","31","","10501","0","1","4","0","0","1105010006",""
"0","35","","10501","1","1","13","0","0","1105010007",""
"14","31","","10501","0","0.91","103010","0","0","1105010008",""
"15","31","","10501","1","1","1","0","0","1105010009",""
"16","31","","10501","0","1","2","0","0","1105010010",""
"17","31","","10501","0","1","3","0","0","1105010011",""
"19","31","","10501","0","1","5","0","0","1105010012",""
"18","31","","10501","0","1","4","0","0","1105010013",""
"0","35","","10501","1","1","18","0","0","1105010014",""
"1","32","","10501","","","18","","","1105010015",""
"0","91","","10501","","","0","","","1105010016",""
"1","32","","10501","","","19","","","1105010017",""
"1","32","","10501","","","10","","","1105010018",""
"1","32","","10501","","","11","","","1105010019",""
"0","93","","10501","","","0.6","","","1105010020",""
"0","121","","10501","0","0","180","1.3","1.3","1105010021",""
"skate","3","","10501","0","","1","0","","1105010022",""
"animation","3","","10501","0","","2","0","","1105010023",""
"se_caravan_event_shefi_1","23","","10501","","","se_caravan","0","","1105010024",""
"0","93","","10501","","","0.5","","","1105010025",""
"0","121","","10501","3","1","-82","1.3","1.3","1105010026",""
"0","93","","10501","","","0.33","","","1105010027",""
"se_caravan_event_shefi_amb_1","23","","10501","","","se_caravan","0","","1105010028",""
"0","93","","10501","","","0.6","","","1105010029",""
"vo_caravan_event_008_000","21","","10501","","","vo_caravan","0","","1105010030",""
"0","93","","10501","","","0.1","","","1105010031",""
"0","93","","10501","","","0.33","","","1105010032",""
"se_caravan_event_shefi_2","23","","10501","","","se_caravan","0","","1105010033",""
"0","93","","10501","","","0.17","","","1105010034",""
"0","121","","10501","3","0.4","100","1.3","1.3","1105010035",""
"0","93","","10501","","","0.34","","","1105010036",""
"0","93","","10501","","","0.5","","","1105010037",""
"0","121","","10501","3","0.53","-155","1.3","1.3","1105010038",""
"0","93","","10501","","","0.06","","","1105010039",""
"0","93","","10501","","","0.4","","","1105010040",""
"vo_caravan_event_008_001","21","","10501","","","vo_caravan","0","","1105010041",""
"0","93","","10501","","","0.04","","","1105010042",""
"0","121","","10501","3","0.8","0","1.3","1.3","1105010043",""
"0","93","","10501","","","0.06","","","1105010044",""
"0","93","","10501","","","0.4","","","1105010045",""
"se_caravan_event_shefi_amb_2","23","","10501","","","se_caravan","0","","1105010046",""
"0","93","","10501","","","0.1","","","1105010047",""
"0","121","","10501","3","0.43","0","1.1","1.1","1105010048",""
"1","32","","10501","","","12","","","1105010049",""
"0","93","","10501","","","0.07","","","1105010050",""
"se_caravan_event_shefi_3","23","","10501","","","se_caravan","0","","1105010051",""
"0","93","","10501","","","0.43","","","1105010052",""
"se_caravan_event_shefi_4","23","","10501","","","se_caravan","0","","1105010053",""
"0","93","","10501","","","0.6","","","1105010054",""
"se_caravan_event_shefi_emote","23","","10501","","","se_caravan","0","","1105010055",""
"0","93","","10501","","","0.3","","","1105010056",""
"vo_caravan_event_008_002","21","","10501","","","vo_caravan","0","","1105010057",""
"0","93","","10501","","","0.6","","","1105010058",""
"0","32","","10501","","","18","","","1105010059",""
"0","93","","10501","","","0.7","","","1105010060",""
"1","35","","10501","","","13","","","1105010061",""
"1","32","","10501","","","13","","","1105010062",""
"1","101","","10501","","","1105010065","","","1105010063",""
"0","121","","10501","0","0","0","1.1","1.1","1105010064",""
"1","35","","10501","","","14","","","1105010065",""
"1","32","","10501","","","14","","","1105010066",""
"1","32","","10501","","","16","","","1105010067",""
"1","35","","10501","","","18","","","1105010068",""
"0.5","24","","10501","","","se_caravan_event_shefi_1","","","1105010069",""
"0.5","24","","10501","","","se_caravan_event_shefi_2","","","1105010070",""
"0.5","24","","10501","","","se_caravan_event_shefi_3","","","1105010071",""
"0.5","24","","10501","","","se_caravan_event_shefi_4","","","1105010072",""
"0.5","24","","10501","","","se_caravan_event_shefi_amb_1","","","1105010073",""
"0.5","24","","10501","","","se_caravan_event_shefi_amb_2","","","1105010074",""
"0.5","24","","10501","","","se_caravan_event_shefi_emote","","","1105010075",""
"0","93","","10501","","","0.4","","","1105010076",""
"","92","","10501","","","","","","1105010077",""
"1","35","","10501","","","17","","","1105010078",""
"1","32","","10501","","","17","","","1105010079",""
"0","93","","10501","","","0.2","","","1105010080",""
"0","6","","10501","0.01","0","1","0","0","1105010081","0"
"0","6","","10501","0.01","0","2","0","0","1105010082","0"
"0","32","","10501","","","10","","","1105010083",""
"0","32","","10501","","","11","","","1105010084",""
"0","32","","10501","","","12","","","1105010085",""
"0","32","","10501","","","14","","","1105010086",""
"0","32","","10501","","","15","","","1105010087",""
"0","32","","10501","","","16","","","1105010088",""
"0","32","","10501","","","18","","","1105010089",""
"0","93","","10501","","","0.3","","","1105010090",""
"1","5","empty","20101","1","0","1","18","0","1201010001","0"
"2","5","empty","20101","1","0","2","20","0","1201010002","0"
"3","5","empty","20101","1","0","3","26","0","1201010003","0"
"4","5","empty","20101","1","0","4","27","0","1201010004","0"
"21","5","empty","20101","1","0","21","21","0","1201010005","0"
"22","5","empty","20101","1","0","22","20","0","1201010006","0"
"23","5","empty","20101","1","0","23","19","0","1201010007","0"
"201000","5","empty","20101","1","0","201000","25","0","1201010008","0"
"900001","31","","20101","0","1","900001","0","0","1201010009",""
"201000","31","","20101","0","1","201000","0","0","1201010010",""
"0","35","","20101","","","201000","","0","1201010011",""
"201001","31","","20101","0","1","201001","0","0","1201010012",""
"201002","31","","20101","0","1","201002","0","0","1201010013",""
"15","31","","20101","0","1","1","0","0","1201010014",""
"16","31","","20101","0","1","2","0","0","1201010015",""
"17","31","","20101","0","1","3","0","0","1201010016",""
"","91","","20101","","","0","","","1201010017",""
"1","32","","20101","","","900001","","","1201010018",""
"0","93","","20101","","","0.7","","","1201010019",""
"1","32","","20101","0","","201000","0","","1201010020",""
"1","32","","20101","0","","15","0","","1201010021",""
"0","93","","20101","","","0.3","","","1201010022",""
"se_caravan_party_drama_one","23","","20101","","","se_caravan","0","","1201010023",""
"party","3","","20101","0","","1","0","","1201010024",""
"party","3","","20101","0","","2","0","","1201010025",""
"party","3","","20101","0","","3","0","","1201010026",""
"party","3","","20101","0","","4","0","","1201010027",""
"party","3","","20101","0","","21","0","","1201010028",""
"party","3","","20101","0","","22","0","","1201010029",""
"party","3","","20101","0","","23","0","","1201010030",""
"party","3","","20101","0","","201000","0","","1201010031",""
"1","35","","20101","","","201000","","","1201010032",""
"0","93","","20101","","","0.4","","","1201010033",""
"vo_caravan_party_001","21","","20101","","","vo_caravan","0","","1201010034",""
"0","93","","20101","","","0.55","","","1201010035",""
"se_caravan_party_drama_two","23","","20101","","","se_caravan","0","","1201010036",""
"0","93","","20101","","","1.1","","","1201010037",""
"se_caravan_party_drama_three","23","","20101","","","se_caravan","0","","1201010038",""
"vo_caravan_party_002","21","","20101","","","vo_caravan","0","","1201010039",""
"0","93","","20101","","","0.45","","","1201010040",""
"1","32","","20101","","","201001","","","1201010041",""
"0","93","","20101","","","1.5","","","1201010042",""
"1","101","","20101","","","1201010047","","","1201010043",""
"0.5","24","","20101","","","se_caravan_party_drama_one","","","1201010044",""
"0.5","24","","20101","","","se_caravan_party_drama_two","","","1201010045",""
"0.5","24","","20101","","","se_caravan_party_drama_three","","","1201010046",""
"1","35","","20101","","","201002","","","1201010047",""
"1","32","","20101","","","201002","","","1201010048",""
"1","35","","20101","","","900001","","","1201010049",""
"1","32","","20101","","","16","","","1201010050",""
"0","93","","20101","","","0.4","","","1201010051",""
"","92","","20101","","","","","","1201010052",""
"1","35","","20101","","","17","","","1201010053",""
"1","32","","20101","","","17","","","1201010054",""
"0","93","","20101","","","0.2","","","1201010055",""
"0","6","","20101","0.01","0","1","0","0","1201010056","0"
"0","6","","20101","0.01","0","2","0","0","1201010057","0"
"0","6","","20101","0.01","0","3","0","0","1201010058","0"
"0","6","","20101","0.01","0","4","0","0","1201010059","0"
"0","6","","20101","0.01","0","21","0","0","1201010060","0"
"0","6","","20101","0.01","0","22","0","0","1201010061","0"
"0","6","","20101","0.01","0","23","0","0","1201010062","0"
"0","6","","20101","0.01","0","201000","0","0","1201010063","0"
"0","32","","20101","","","201002","","","1201010064",""
"0","32","","20101","","","15","","","1201010065",""
"0","32","","20101","","","201001","","","1201010066",""
"0","32","","20101","","","16","","","1201010067",""
"0","32","","20101","","","201000","","","1201010068",""
"0","93","","20101","","","0.3","","","1201010069",""
"105811","1","empty","20201","1","-255","1","57","-754","1202010001","0"
"202000","5","empty","20201","1","-255","202000","58","-126","1202010002","0"
"100","5","idle","20201","0.43","-210","100","56","-1000","1202010003","1"
"110","5","idle","20201","0.43","-210","110","55","-1000","1202010004","1"
"1000","5","empty","20201","0.55","-183","1000","52","283","1202010005","0"
"1001","5","empty","20201","0.55","-239","1001","53","450","1202010006","0"
"0","31","","20201","0","1","202000","0","0","1202010007",""
"202004","31","","20201","0","1","202004","0","0","1202010008",""
"1","31","","20201","0","1","900001","0","0","1202010009",""
"3","31","","20201","0","1","3","0","0","1202010010",""
"0","35","","20201","","","3","","","1202010011",""
"1","32","","20201","","","3","","","1202010012",""
"4","31","","20201","0","1","6","0","0","1202010013",""
"202006","31","","20201","0","1","202006","0","0","1202010014",""
"202001","31","","20201","0","1","202001","0","0","1202010015",""
"2020021","31","","20201","0","1","202002","203","167","1202010016",""
"2020022","31","","20201","0","1","202002","370","81","1202010017",""
"202003","31","","20201","0","1","202003","-186","-25","1202010018",""
"6","31","","20201","0","1","900004","-372","-210","1202010019",""
"202005","31","","20201","0","1","202005","340","-215","1202010020",""
"0","91","","20201","","","0","","","1202010021",""
"1","32","","20201","","","1","","","1202010022",""
"0","93","","20201","","","0.7","","","1202010023",""
"1","32","","20201","","","0","","","1202010024",""
"1","32","","20201","","","202004","","","1202010025",""
"idle","3","","20201","0","","1000","1","","1202010026",""
"idle","3","","20201","0","","1001","1","","1202010027",""
"se_caravan_chikamiti_drama_first","23","","20201","","","se_caravan","0","","1202010028",""
"run_stop_short","3","","20201","0","1","100","0","idle","1202010029","0"
"run_stop_short","3","","20201","0","1","110","0","idle","1202010030","0"
"-372","2","","20201","","","100","-210","1.5","1202010031",""
"-372","2","","20201","","","110","-210","1.5","1202010032",""
"shortcut_run","3","","20201","0","","105811","1","","1202010033",""
"-126","2","","20201","","","105811","-255","1.5","1202010034",""
"0","93","","20201","","","0.2","","","1202010035",""
"vo_caravan_chikamichi_001","21","","20201","","","vo_caravan","0","","1202010036",""
"awake","3","","20201","0.2","1","1000","0","idle","1202010037","0.1"
"awake","3","","20201","0.2","1","1001","0","idle","1202010038","0.1"
"0","93","","20201","","","0.5","","","1202010039",""
"1","32","","20201","","","202001","","","1202010040",""
"1","32","","20201","","","2020021","","","1202010041",""
"1","32","","20201","","","2020022","","","1202010042",""
"0","93","","20201","","","0.8","","","1202010043",""
"shortcut_surprise_in","3","","20201","0.2","1","105811","0","shortcut_surprise_loop","1202010044",""
"0","93","","20201","","","1","","","1202010045",""
"0","32","","20201","","","3","","","1202010046",""
"","101","","20201","","","1202010065","","","1202010047",""
"","101","","20201","","","1202010049","","","1202010048",""
"1","35","","20201","","","3","","","1202010049",""
"0","93","","20201","","","0.2","","","1202010050",""
"0","32","","20201","","","202001","","","1202010051",""
"0","32","","20201","","","2020021","","","1202010052",""
"0","32","","20201","","","2020022","","","1202010053",""
"0.5","24","","20201","","","se_caravan_chikamiti_drama_first","","","1202010054",""
"idle","3","","20201","","","100","1","","1202010055",""
"idle","3","","20201","","","110","1","","1202010056",""
"-372","2","","20201","","","100","-210","0","1202010057",""
"-372","2","","20201","","","110","-210","0","1202010058",""
"shortcut_surprise_loop","3","","20201","0.2","","105811","1","","1202010059",""
"-126","2","","20201","","","105811","-255","0","1202010060",""
"idle","3","","20201","0.2","","1000","1","","1202010061",""
"idle","3","","20201","0.2","","1001","1","","1202010062",""
"0","32","","20201","","","2020021","","","1202010063",""
"0","32","","20201","","","2020022","","","1202010064",""
"1","32","","20201","","","202006","","","1202010065",""
"0","93","","20201","","","100","","","1202010066",""
"","101","","20201","","","1202010066","","","1202010067",""
"","101","","20201","","","1202010069","","","1202010068",""
"0","32","","20201","","","202006","","","1202010069",""
"0","32","","20201","","","2020021","","","1202010070",""
"0","32","","20201","","","2020022","","","1202010071",""
"0","93","","20201","","","0.2","","","1202010072",""
"vo_caravan_chikamichi_002","21","","20201","","","vo_caravan","0","","1202010073",""
"se_caravan_chikamiti_drama_second_one","23","","20201","","","se_caravan","0","","1202010074",""
"shortcut_throw","3","","20201","0.1","1","105811","0","shortcut_throw_loop","1202010075","0.2"
"shortcut_throw","3","","20201","","","202000","0","","1202010076",""
"0","93","","20201","","","1.2","","","1202010077",""
"se_caravan_chikamiti_drama_second_two","23","","20201","","","se_caravan","0","","1202010078",""
"joy","3","","20201","0.1","1","1000","0","idle","1202010079","0.1"
"joy","3","","20201","0.1","1","1001","0","idle","1202010080","0.1"
"1","32","","20201","","","202005","","","1202010081",""
"0","93","","20201","","","0.5","","","1202010082",""
"shortcut_relief","3","","20201","0.1","1","105811","0","shortcut_relief_loop","1202010083","0.1"
"0","93","","20201","","","1.4","","","1202010084",""
"move_pass","3","","20201","0.1","1","1000","0","move_pass_loop","1202010085","0.1"
"move_pass","3","","20201","0.1","1","1001","0","move_pass_loop","1202010086","0.1"
"0","93","","20201","","","0.1","","","1202010087",""
"se_caravan_chikamiti_drama_second_three","23","","20201","","","se_caravan","0","","1202010088",""
"0","93","","20201","","","0.3","","","1202010089",""
"shortcut_run","3","","20201","0.2","","105811","1","","1202010090",""
"1746","2","","20201","","0","105811","-255","3.4","1202010091",""
"1","32","","20201","","","202003","","","1202010092",""
"1686","33","","20201","","0","202003","-25","3.4","1202010093",""
"run","3","","20201","0.2","","100","1","","1202010094",""
"run","3","","20201","0.2","","110","1","","1202010095",""
"1","32","","20201","","","6","","","1202010096",""
"1500","2","","20201","","0","100","-210","3.4","1202010097",""
"1500","2","","20201","","0","110","-210","3.4","1202010098",""
"1500","33","","20201","","0","6","-210","3.4","1202010099",""
"0","93","","20201","","","0.6","","","1202010100",""
"","101","","20201","","","1202010102","","","1202010101",""
"1","32","","20201","","","4","","","1202010102",""
"0","93","","20201","","","0.7","","","1202010103",""
"1","6","","20201","0","0","100","1","1","1202010104","0"
"1","6","","20201","0","0","110","1","1","1202010105","0"
"0","32","","20201","","","0","","","1202010106",""
"0","32","","20201","","","202004","","","1202010107",""
"0","32","","20201","","","6","","","1202010108",""
"0","32","","20201","","","202001","","","1202010109",""
"0","32","","20201","","","2020021","","","1202010110",""
"0","32","","20201","","","2020022","","","1202010111",""
"0","32","","20201","","","202006","","","1202010112",""
"0","32","","20201","","","2020021","","","1202010113",""
"0","32","","20201","","","2020022","","","1202010114",""
"0","32","","20201","","","202003","","","1202010115",""
"0","32","","20201","","","202005","","","1202010116",""
"1","6","","20201","0","0","105811","1","1","1202010117","0"
"1","6","","20201","0","0","202000","1","1","1202010118","0"
"1","6","","20201","0","0","1000","1","1","1202010119","0"
"1","6","","20201","0","0","1001","1","1","1202010120","0"
"0.5","24","","20201","","","se_caravan_chikamiti_drama_second_one","","","1202010121",""
"0.5","24","","20201","","","se_caravan_chikamiti_drama_second_two","","","1202010122",""
"0.5","24","","20201","","","se_caravan_chikamiti_drama_second_three","","","1202010123",""
"0","93","","20201","","","1","","","1202010124",""
"105811","1","empty","20202","1","-255","1","57","-126","1202020001","0"
"202000","5","empty","20202","1","-255","202000","58","-126","1202020002","0"
"100","5","idle","20202","0.43","-210","100","56","-1085","1202020003","1"
"110","5","idle","20202","0.43","-210","110","55","-1085","1202020004","1"
"1000","5","empty","20202","0.55","-183","1000","52","283","1202020005","0"
"1001","5","empty","20202","0.55","-239","1001","53","450","1202020006","0"
"0","31","","20202","0","1","202000","0","0","1202020007",""
"202004","31","","20202","0","1","202004","0","0","1202020008",""
"3","31","","20202","0","1","3","0","0","1202020009",""
"4","31","","20202","0","1","6","0","0","1202020010",""
"202003","31","","20202","0","1","202003","-186","-25","1202020011",""
"6","31","","20202","0","1","900004","-372","-210","1202020012",""
"202005","31","","20202","0","1","202005","340","-215","1202020013",""
"0","91","","20202","","","0","","","1202020014",""
"1","32","","20202","","","3","","","1202020015",""
"0","93","","20202","","","0.2","","","1202020016",""
"1","32","","20202","","","0","","","1202020017",""
"1","32","","20202","","","202004","","","1202020018",""
"idle","3","","20202","","","100","1","","1202020019",""
"idle","3","","20202","","","110","1","","1202020020",""
"-372","2","","20202","","","100","-210","0","1202020021",""
"-372","2","","20202","","","110","-210","0","1202020022",""
"shortcut_surprise_loop","3","","20202","","","105811","1","","1202020023",""
"-126","2","","20202","","","105811","-255","0","1202020024",""
"idle","3","","20202","0.2","","1000","1","","1202020025",""
"idle","3","","20202","0.2","","1001","1","","1202020026",""
"0","93","","20202","","","0.2","","","1202020027",""
"vo_caravan_chikamichi_002","21","","20202","","","vo_caravan","0","","1202020028",""
"se_caravan_chikamiti_drama_second_one","23","","20202","","","se_caravan","0","","1202020029",""
"shortcut_throw","3","","20202","0.1","1","105811","0","shortcut_throw_loop","1202020030","0.2"
"shortcut_throw","3","","20202","","","202000","0","","1202020031",""
"0","93","","20202","","","1.2","","","1202020032",""
"se_caravan_chikamiti_drama_second_two","23","","20202","","","se_caravan","0","","1202020033",""
"joy","3","","20202","0.1","1","1000","0","idle","1202020034","0.1"
"joy","3","","20202","0.1","1","1001","0","idle","1202020035","0.1"
"1","32","","20202","","","202005","","","1202020036",""
"0","93","","20202","","","0.5","","","1202020037",""
"shortcut_relief","3","","20202","0.1","1","105811","0","shortcut_relief_loop","1202020038","0.1"
"0","93","","20202","","","1.4","","","1202020039",""
"move_pass","3","","20202","0.1","1","1000","0","move_pass_loop","1202020040","0.1"
"move_pass","3","","20202","0.1","1","1001","0","move_pass_loop","1202020041","0.1"
"0","93","","20202","","","0.1","","","1202020042",""
"se_caravan_chikamiti_drama_second_three","23","","20202","","","se_caravan","0","","1202020043",""
"0","93","","20202","","","0.3","","","1202020044",""
"shortcut_run","3","","20202","0.2","","105811","1","","1202020045",""
"1746","2","","20202","","0","105811","-255","3.4","1202020046",""
"1","32","","20202","","","202003","","","1202020047",""
"1686","33","","20202","","0","202003","-25","3.4","1202020048",""
"run","3","","20202","0.2","","100","1","","1202020049",""
"run","3","","20202","0.2","","110","1","","1202020050",""
"1","32","","20202","","","6","","","1202020051",""
"1500","2","","20202","","0","100","-210","3.4","1202020052",""
"1500","2","","20202","","0","110","-210","3.4","1202020053",""
"1500","33","","20202","","0","6","-210","3.4","1202020054",""
"0","93","","20202","","","0.6","","","1202020055",""
"","101","","20202","","","1202020057","","","1202020056",""
"1","32","","20202","","","4","","","1202020057",""
"0","93","","20202","","","0.7","","","1202020058",""
"1","6","","20202","0","0","100","1","1","1202020059","0"
"1","6","","20202","0","0","110","1","1","1202020060","0"
"0","32","","20202","","","0","","","1202020061",""
"0","32","","20202","","","202004","","","1202020062",""
"0","32","","20202","","","6","","","1202020063",""
"0","32","","20202","","","202003","","","1202020064",""
"0","32","","20202","","","202005","","","1202020065",""
"1","6","","20202","0","0","105811","1","1","1202020066","0"
"1","6","","20202","0","0","202000","1","1","1202020067","0"
"1","6","","20202","0","0","1000","1","1","1202020068","0"
"1","6","","20202","0","0","1001","1","1","1202020069","0"
"0.5","24","","20202","","","se_caravan_chikamiti_drama_second_one","","","1202020070",""
"0.5","24","","20202","","","se_caravan_chikamiti_drama_second_two","","","1202020071",""
"0.5","24","","20202","","","se_caravan_chikamiti_drama_second_three","","","1202020072",""
"0","93","","20202","","","1","","","1202020073",""
"105811","1","empty","90101","1","-34","1","62","0","1901010001","0"
"105911","1","empty","90101","1","-34","1","66","0","1901010002","0"
"106011","1","empty","90101","1","-34","1","64","0","1901010003","0"
"106411","1","empty","90101","1","-34","1","65","0","1901010004","0"
"118511","1","empty","90101","1","-34","1","52","0","1901010005","0"
"100","5","idle","90101","0.4","-266","100","58","-1085","1901010006","1"
"110","5","idle","90101","0.4","-266","110","56","-1085","1901010007","1"
"0","31","","90101","0","1","901000","-300","0","1901010008",""
"1","31","","90101","0","1","900001","0","0","1901010009",""
"2","31","","90101","0","1","900002","0","0","1901010010",""
"4","31","","90101","0","1","900004","-1085","-266","1901010011",""
"5","31","","90101","0","1","900005","0","0","1901010012",""
"9","31","","90101","0","1","900009","0","-34","1901010013",""
"0","91","","90101","","","0","","","1901010014",""
"1","32","","90101","","","1","","","1901010015",""
"0","93","","90101","","","0.7","","","1901010016",""
"1","32","","90101","","","0","","","1901010017",""
"1","32","","90101","","","9","","","1901010018",""
"checkpoint_karin_idle","3","","90101","0","","118511","1","","1901010019",""
"","26","","90101","","","0.5","","","1901010020",""
"se_caravan_goal_amb","23","","90101","","","se_caravan","0","","1901010021",""
"0","93","","90101","","","0.9","","","1901010022",""
"se_caravan_goal_onigiri","23","","90101","","","se_caravan","0","","1901010023",""
"0","93","","90101","","","0.5","","","1901010024",""
"run_checkpoint","3","","90101","0","1","100","0","idle","1901010025","0"
"run_checkpoint","3","","90101","0","1","110","0","idle","1901010026","0"
"1","32","","90101","","","4","","","1901010027",""
"67","2","","90101","","11","100","-276","2.5","1901010028",""
"67","2","","90101","","11","110","-276","2.5","1901010029",""
"67","33","","90101","","11","4","-276","2.5","1901010030",""
"0","93","","90101","","","2","","","1901010031",""
"se_caravan_goal_chara_appear","23","","90101","","","se_caravan","0","","1901010032",""
"checkpoint_peko_in","3","","90101","0","1","105811","0","checkpoint_peko_loop","1901010033","0"
"checkpoint_kokkoro_in","3","","90101","0","1","105911","0","checkpoint_kokkoro_loop","1901010034","0"
"checkpoint_kyaru_in","3","","90101","0","1","106011","0","checkpoint_kyaru_loop","1901010035","0"
"checkpoint_shefy_in","3","","90101","0","1","106411","0","checkpoint_shefy_loop","1901010036","0"
"0","140","","90101","","","6","0","","1901010037",""
"0","93","","90101","","","1.6","","","1901010038",""
"se_caravan_goal_arrival","23","","90101","","","se_caravan","0","","1901010039",""
"1","32","","90101","","","5","","","1901010040",""
"checkpoint_karin_clap","3","","90101","0.2","","118511","1","","1901010041",""
"0","93","","90101","","","3","","","1901010042",""
"","101","","90101","","","1901010044","","","1901010043",""
"bgm_MC043","25","","90101","","","bgm_MC043","","","1901010044",""
"0","32","","90101","","","4","","","1901010045",""
"","113","","90101","","","1","","","1901010046",""
"0","93","","90101","","","0.3","","","1901010047",""
"1","32","","90101","","","2","","","1901010048",""
"0","93","","90101","","","0.4","","","1901010049",""
"1","6","","90101","0","0","100","1","1","1901010050","0"
"1","6","","90101","0","0","110","1","1","1901010051","0"
"0","32","","90101","","","0","","","1901010052",""
"0","32","","90101","","","5","","","1901010053",""
"0","32","","90101","","","9","","","1901010054",""
"1","6","","90101","0","0","105811","1","1","1901010055","0"
"1","6","","90101","0","0","105911","1","1","1901010056","0"
"1","6","","90101","0","0","106011","1","1","1901010057","0"
"1","6","","90101","0","0","106411","1","1","1901010058","0"
"1","6","","90101","0","0","118511","1","1","1901010059","0"
"","91","","90101","","","0","","","1901010060",""
"105811","1","empty","90102","1","-34","1","62","0","1901020001","0"
"105911","1","empty","90102","1","-34","1","66","0","1901020002","0"
"106011","1","empty","90102","1","-34","1","64","0","1901020003","0"
"106411","1","empty","90102","1","-34","1","64","0","1901020004","0"
"118511","1","empty","90102","1","-34","1","52","0","1901020005","0"
"900000","5","empty","90102","1","-34","900000","54","0","1901020006","0"
"1","6","","90102","0","1","105811","1","1","1901020007","0"
"1","6","","90102","0","1","105911","1","1","1901020008","0"
"1","6","","90102","0","1","106011","1","1","1901020009","0"
"1","6","","90102","0","1","106411","1","1","1901020010","0"
"1","6","","90102","0","1","118511","1","1","1901020011","0"
"0","2","","90102","0","1","105811","-34","0","1901020012","0"
"0","2","","90102","0","1","105911","-34","0","1901020013","0"
"0","2","","90102","0","1","106011","-34","0","1901020014","0"
"0","2","","90102","0","1","106411","-34","0","1901020015","0"
"901001","31","","90102","1","1","901001","-300","0","1901020016",""
"900002","31","","90102","0","1","900002","0","0","1901020017",""
"900003","31","","90102","0","1","900003","0","0","1901020018",""
"900006","31","","90102","0","1","900006","0","0","1901020019",""
"900008","31","","90102","0","1","900008","0","0","1901020020",""
"0","91","","90102","","","0","","","1901020021",""
"treasure_peko","3","","90102","0","","105811","1","","1901020022",""
"treasure_kokkoro","3","","90102","0","","105911","1","","1901020023",""
"treasure_kyaru","3","","90102","0","","106011","1","","1901020024",""
"treasure_shefy","3","","90102","0","","106411","1","","1901020025",""
"treasure_karin_normal","3","","90102","0","","118511","0","","1901020026",""
"treasure_karin_normal","3","","90102","0","","900000","0","","1901020027",""
"1","32","","90102","","","900006","","","1901020028",""
"1","32","","90102","","","900008","","","1901020029",""
"0","93","","90102","","","0.4","","","1901020030",""
"0","140","","90102","","","7","0","","1901020031",""
"0","93","","90102","","","3.9","","","1901020032",""
"","101","","90102","","","1901020035","","","1901020033",""
"0","32","","90102","","","900006","","","1901020034",""
"","113","","90102","0.1","0","2","1","1","1901020035","0"
"0","93","","90102","","","0.2","","","1901020036",""
"1","32","","90102","","","900003","","","1901020037",""
"0","93","","90102","","","0.2","","","1901020038",""
"0","32","","90102","","","901001","","","1901020039",""
"0","32","","90102","","","900006","","","1901020040",""
"1","6","","90102","0","0","105811","1","1","1901020041","0"
"1","6","","90102","0","0","105911","1","1","1901020042","0"
"1","6","","90102","0","0","106011","1","1","1901020043","0"
"1","6","","90102","0","0","106411","1","1","1901020044","0"
"1","6","","90102","0","0","118511","1","1","1901020045","0"
"1","6","","90102","0","0","900000","1","1","1901020046","0"
"0","93","","90102","","","0.1","","","1901020047",""
"105811","1","empty","90103","1","-34","1","62","0","1901030001","0"
"105911","1","empty","90103","1","-34","1","66","0","1901030002","0"
"106011","1","empty","90103","1","-34","1","64","0","1901030003","0"
"106411","1","empty","90103","1","-34","1","64","0","1901030004","0"
