151233aef2c9cca7fdf47c9016874a4d0e78a5abc424c32b93f916289ade6690,3e77bc722d2e9423ba3fb1eb4d22ab84713eadf3ef83ee1ee1eb0683a67e04ca,545d992f0b0ffd0a50a2c47cebcfed8084b3c440173d7df37f58b53ec399945f,d9581ad73b59a1290b4301248b67cb2fa1ebba9fd826b1fcf79db69f2464c104,af26e2bd4e783ff90c022618b90d28f1ecf91351484caa8be036ef788f2e2ff2,85fa26f672dca5d494308177bfdad4c013dd09b277109fd45737e4173cb5daee,691c7dca8a1900fdf45f6d5b46613bd8ac8628e714f4719b1c6607bb2d2f1c64,4c8ab354477e3ba7a0b9785a228237696cf8dc3280afc6683eea60f798812244,425fef8b4e177b999b465551e35fc0dae55e801bbf8b178f912203e2bf7ccbb8,06fe1750da6284e4729b62b73410269940e24f5d4b22829864324afec182ae5b,1d994f3d35a18b9674e373aceb87b7f6e33117a257364431c26c3201bddabb29
"311012","101311","3","","1","311","","","","nop_idle_joy_normal","0.2"
"311013","105111","3","","1","311","","","","nop_talk_thinking","0.2"
"311014","105111","11","0","8","311","0","0.5","0","医食同源……って知ってるかしら？\n長寿を願う料理には、なにかしらの\n効能があるものも多いのよ。","0"
"311015","311014","91","","","311","","","","",""
"311016","105111","3","","1","311","","","","nop_idle_thinking","0.2"
"312001","101831","11","0","8","312","0","0.5","0","素敵な新年会ね～\n他の学校の人たちも来ているようだし\nお話を伺いに行こうかしら？","0"
"312002","101831","3","","1","312","","","","nop_talk_joy1","0.2"
"312003","312001","91","","","312","","","","",""
"312004","101831","3","1","1","312","","","","nop_idle_joy1","0.2"
"312005","101611","11","0","8","312","0","0.5","0","見て見てミサキっち！\nあそこの料理すっごく美味しそう！","0"
"312006","101611","3","","1","312","","","","nop_talk_surprise_kira","0.2"
"312007","312005","91","","","312","","","","",""
"312008","101611","3","1","1","312","","","","nop_idle_surprise_kira","0.2"
"312009","105011","11","0","8","312","0","0.5","0","えー？　でもあれって野菜じゃない？\n別に、大人のレディだから\n食べられないわけじゃないけど？","0"
"312010","105011","3","","1","312","","","","nop_talk_sad","0.2"
"312011","2.5","93","","","312","","","","0",""
"312012","105011","3","","1","312","","","","nop_talk_tsun_pain","0.2"
"312013","312009","91","","","312","","","","",""
"312014","105011","3","1","1","312","","","","nop_idle_sad","0.2"
"313001","105331","11","0","8","313","0","0.5","0","立派な新年会ではないか。\n我々もこの場に相応しく\n振る舞わなければな！","0"
"313002","105331","3","1","0","313","nop_13_monica_talk_doya_loop","","0.2","nop_13_monica_talk_doya","0.2"
"313003","313001","91","","","313","","","","",""
"313004","105331","3","1","1","313","","","","nop_idle_doya","0.2"
"313005","103031","11","0","8","313","0","0.5","0","おせちといえばトーゴクデース！\nオーエド町のみなさんにも\n新年のゴアイサツしないとデスね！","0"
"313006","103031","3","","1","313","","","","nop_talk_joy1","0.2"
"313007","313005","91","","","313","","","","",""
"313008","103031","3","1","1","313","","","","nop_idle_joy1","0.2"
"313009","100811","11","0","8","313","0","0.5","0","新年会でもボクは美しいね。\nああ、会場中の視線が\n集まってるようだよ。","0"
"313010","100811","3","","1","313","","","","nop_talk_thinking","0.2"
"313011","313009","91","","","313","","","","",""
"313012","100811","3","1","1","313","","","","nop_idle_thinking","0.2"
"313013","104511","11","0","8","313","0","0.5","0","会場中の視線……\nああ、蔑みの視線がクウカに……\nぐふふふ……","0"
"313014","104511","3","","1","313","","","","nop_13_kuka_talk_memory1","0.2"
"313015","313013","91","","","313","","","","",""
"313016","104511","3","1","1","313","","","","nop_13_kuka_idle_memory1","0.2"
"313017","105511","11","0","8","313","0","0.5","0","大きな会場……\n先輩はどこにいるのかな？","0"
"313018","105511","3","","1","313","","","","nop_talk_sad","0.2"
"313019","313017","91","","","313","","","","",""
"313020","105511","3","1","1","313","","","","nop_idle_sad","0.2"
"314001","104931","11","0","8","314","0","0.5","0","むむむ……弟くんの気配！\n近くにいるよ、リノちゃん！","0"
"314002","104931","3","","1","314","","","","nop_14_shizuru_talk_thinking","0.2"
"314003","2","93","","","314","","","","0",""
"314004","104931","3","1","0","314","nop_talk_guts3_loop","","0","nop_talk_guts3","0.2"
"314005","314001","91","","","314","","","","",""
"314006","101131","11","0","8","314","0","0.5","0","はい！　私にも分かりますよ！\nあ、あそこです！　たぶん！","0"
"314007","101131","3","1","0","314","nop_talk_arm_crossed_loop","","","nop_talk_arm_crossed","0.2"
"314008","2","93","","","314","","","","0",""
"314009","101131","3","","1","314","","","","nop_talk_joy1","0.2"
"314010","314006","91","","","314","","","","",""
"314011","101131","3","1","1","314","","","","nop_idle_joy_normal","0.2"
"314012","106831","11","0","8","314","0","0.5","0","ははっ、相変わらずの\nお姉ちゃんパワーと妹パワーだね。","0"
"314013","106831","3","1","0","314","nop_talk_arm_crossed_loop_joy","","0","nop_talk_arm_crossed_joy","0.2"
"314014","314012","91","","","314","","","","",""
"314015","106831","3","1","1","314","","","","nop_idle_normal","0.2"
"314016","104931","3","","1","314","","","","nop_idle_normal","0.2"
"314017","101131","3","1","1","314","","","","nop_idle_normal","0.2"
"315001","104211","11","0","8","315","0","0.5","0","素敵な新年会ですね。\nみんなが楽しそうなおかげで\n精霊も喜んでいます。","0"
"315002","104211","3","","1","315","","","","nop_talk_wish","0.2"
"315003","315001","91","","","315","","","","",""
"315004","104211","3","1","1","315","","","","nop_idle_wish","0.2"
"315005","105411","11","0","8","315","0","0.5","0","トーゴクの晴れ着、きれいですね……\nステージ衣装の参考にできないかな？","0"
"315006","105411","3","","1","315","","","","nop_talk_normal","0.2"
"315007","2.5","93","","","315","","","","0",""
"315008","105411","3","","1","315","","","","nop_talk_thinking","0.2"
"315009","315005","91","","","315","","","","",""
"315010","105411","3","","1","315","","","","nop_idle_thinking","0.2"
"315011","102931","11","0","8","315","0","0.5","0","おせち料理もすごく美味しいよ。\n元気、もらっちゃったな♪","0"
"315012","102931","3","","1","315","","","","nop_talk_joy1","0.2"
"315013","315011","91","","","315","","","","",""
"315014","102931","3","1","1","315","","","","nop_idle_joy1","0.2"
"316001","106631","3","1","0","316","nop_16_inori_talk_doya_loop","","0","nop_16_inori_talk_doya","0.2"
"316002","106631","11","0","8","316","0","0.5","0","ビッグなあたしにふさわしい会場です！\n気に入ったですよ！","0"
"316003","316002","91","","","316","","","","",""
"316004","106631","3","","1","316","","","","nop_16_inori_idle_doya","0.2"
"316005","106531","3","","1","316","","","","nop_talk_joy1","0.2"
"316006","106531","11","0","8","316","0","0.5","0","楽しいケンカが出来そうな\n顔もチラホラいるな……\nなんだかたぎってきたぜ。","0"
"316007","3.5","93","","","316","","","","1",""
"316008","106531","3","1","0","316","nop_talk_arm_crossed_loop","","0","nop_talk_arm_crossed","0.2"
"316009","316006","91","","","316","","","","",""
"316010","106531","3","","1","316","","","","nop_idle_arm_crossed","0.2"
"316011","106731","3","","1","316","","","","nop_talk_normal","0.2"
"316012","106731","11","0","8","316","0","0.5","0","二人とも、問題起こしちゃダメだよ～？\nこの会場には怒ったら怖い人たちが\nい～っぱいいるからね～？","0"
"316013","316012","91","","","316","","","","",""
"316014","106731","3","","1","316","","","","nop_idle_normal","0.2"
"317001","110931","11","0","8","317","0","0.5","0","わぁ～！　美味しそうなお料理が\n所狭しと山盛り子ちゃんですね！\nちぇる～ん☆","0"
"317002","110931","3","","1","317","","","","nop_17_chieru_talk_memory","0.2"
"317003","4.2","93","","","317","","","","0",""
"317004","110931","3","1","0","317","nop_17_chieru_loop","","0","nop_17_chieru_01","0.2"
"317005","1","3","1","0","317","nop_17_chieru_loop","","0","nop_17_chieru_01","0.2"
"317006","317001","91","","","317","","","","",""
"317007","110931","3","","1","317","","","","nop_idle_joy1","0.2"
"317008","1","3","","1","317","","","","NoItem_idle","0.2"
"317009","111031","11","0","8","317","0","0.5","0","夥しい数の固形食物……うぇっぷ！\nこれは見ているだけで嫌になるな……","0"
"317010","111031","3","","1","317","","","","nop_talk_normal_sad","0.2"
"317011","1.5","93","","","317","","","","0",""
"317012","111031","3","1","0","317","nop_17_yuni_weppu_loop","","0","nop_17_yuni_weppu","0.2"
"317013","317009","91","","","317","","","","",""
"317014","110831","11","0","8","317","0","0.5","0","パイセン。\nうちらまでカンジ悪いと思われンで、\n二度と口開かないでもらっていいすか。","0"
"317015","110831","3","1","0","317","nop_17_chloe_talk_normal_anger_loop","","0","nop_17_chloe_talk_normal_anger","0.2"
"317016","110931","3","","1","317","","","","nop_idle_sad","0.2"
"317017","317014","91","","","317","","","","",""
"317018","110831","3","","1","317","","","","nop_17_chloe_idle_normal2","0.2"
"317019","111031","3","1","1","317","","","","nop_idle_normal","0.2"
"318001","114711","3","","1","318","","","","nop_talk_joy1","0.2"
"318002","114711","11","0","8","318","0","0.5","0","おせち料理、どれも美味しそうだな！\n……アイツも、ちゃんと\n正月楽しんでるのかな……","0"
"318003","2.5","93","","","318","","","","0",""
"318004","114711","3","","1","318","","","","nop_18_muimi_talk_thinking","0.2"
"318005","318002","91","","","318","","","","",""
"318006","114711","3","1","1","318","","","","nop_18_muimi_idle_thinking","0.2"
"318007","115031","3","1","0","318","nop_idle_normal","","0","nop_18_neneka_humu","0.2"
"318008","115031","11","0","8","318","0","0.5","0","正月くらいは少しゆっくり\nさせてもらいましょうか。","0"
"318009","318008","91","","","318","","","","",""
"318010","118031","3","1","0","318","nop_talk_arm_crossed_loop","","0","nop_talk_arm_crossed","0.2"
"318011","118031","11","0","8","318","0","0.5","0","む……この規模の会場を\nその価格で？　あなた、\nなかなかのやり手ですわね……！","0"
"318012","2.5","93","","","318","","","","0",""
"318013","118031","3","1","0","318","nop_talk_doya_loop","","0","nop_talk_doya","0.2"
"318014","318011","91","","","318","","","","",""
"318015","118031","3","","1","318","","","","nop_idle_doya","0.2"
"318016","118511","3","","1","318","","","","nop_18_karin_talk_normal","0.2"
"318017","118511","11","0","8","318","0","0.5","0","いえいえ。それほどでもー","0"
"318018","318017","91","","","318","","","","",""
"318019","118511","3","1","1","318","","","","nop_18_karin_idle_normal","0.2"
"401001","111831","3","","1","401","","","","nop_talk_joy2","0.2"
"401002","2","93","","","401","","","","0",""
"401003","111831","3","","1","401","","","","nop_idle_joy_normal","0.2"
"401004","112031","3","1","0","401","nop_idle_normal","","0","nop_18_neneka_humu","0.2"
"401005","2","93","","","401","","","","0",""
"401006","120831","3","","1","401","","","","nop_16_kaya_talk_normal2_loop","0.2"
"401007","2","93","","","401","","","","0",""
"401008","120831","3","","1","401","","","","nop_16_kaya_idle_normal2","0.2"
"401009","120931","3","","1","401","","","","nop_talk_surprise1","0.2"
"401010","2","93","","","401","","","","0",""
"401011","120931","3","","1","401","","","","nop_idle_normal_joy","0.2"
"401012","111931","3","","1","401","","","","nop_talk_normal","0.2"
"401013","2","93","","","401","","","","0",""
"401014","111931","3","","1","401","","","","nop_idle_normal","0.2"
"401015","120731","3","","1","401","","","","nop_talk_joy1","0.2"
"401016","2","93","","","401","","","","0",""
"401017","120731","3","","1","401","","","","nop_idle_normal_joy","0.2"
"402001","108731","3","","1","402","","","","nop_talk_joy2","0.2"
"402002","2","93","","","402","","","","0",""
"402003","108731","3","","1","402","","","","nop_idle_joy1","0.2"
"402004","108831","3","","1","402","","","","nop_talk_joy3_blink","0.2"
"402005","2","93","","","402","","","","0",""
"402006","108831","3","","1","402","","","","nop_idle_joy_normal","0.2"
"402007","108931","3","","1","402","","","","nop_talk_normal","0.2"
"402008","2","93","","","402","","","","0",""
"402009","108931","3","","1","402","","","","nop_idle_normal","0.2"
"403001","102011","3","","1","403","","","","nop_talk_surprise_kira","0.2"
"403002","2","93","","","403","","","","0",""
"403003","102011","3","","1","403","","","","nop_idle_joy1","0.2"
"403004","100411","3","","1","403","","","","nop_talk_joy2","0.2"
"403005","2","93","","","403","","","","0",""
"403006","100411","3","","1","403","","","","nop_idle_normal","0.2"
"403007","103631","3","","1","403","","","","nop_talk_wish","0.2"
"403008","2","93","","","403","","","","0",""
"403009","103631","3","","1","403","","","","nop_idle_wish","0.2"
"404001","101511","3","","1","404","","","","nop_talk_wish_joy","0.2"
"404002","2","93","","","404","","","","0",""
"404003","101511","3","","1","404","","","","nop_idle_normal","0.2"
"404004","101231","3","","1","404","","","","nop_talk_joy2","0.2"
"404005","2","93","","","404","","","","0",""
"404006","101231","3","","1","404","","","","nop_idle_normal","0.2"
"404007","104011","3","","1","404","","","","nop_talk_surprise_kira","0.2"
"404008","2","93","","","404","","","","0",""
"404009","104011","3","","1","404","","","","nop_idle_normal","0.2"
"405001","103111","3","","1","405","","","","nop_talk_normal","0.2"
"405002","2","93","","","405","","","","0",""
"405003","103111","3","","1","405","","","","nop_idle_normal","0.2"
"405004","102211","3","","1","405","","","","nop_talk_worry","0.2"
"405005","2","93","","","405","","","","0",""
"405006","102211","3","","1","405","","","","nop_idle_worry","0.2"
"405007","100711","3","","1","405","","","","nop_05_miyako_talk_joy1","0.2"
"405008","2","93","","","405","","","","0",""
"405009","100711","3","","1","405","","","","nop_05_miyako_idle_joy1","0.2"
"405010","100611","3","","1","405","","","","nop_talk_joy1","0.2"
"405011","2","93","","","405","","","","0",""
"405012","100611","3","","1","405","","","","nop_idle_joy1","0.2"
"406001","107131","3","","1","406","","","","nop_talk_thinking","0.2"
"406002","2","93","","","406","","","","0",""
"406003","107131","3","","1","406","","","","nop_idle_arm_crossed","0.2"
"406004","103731","3","","1","406","","","","nop_talk_sad","0.2"
"406005","2","93","","","406","","","","0",""
"406006","103731","3","","1","406","","","","nop_idle_sad","0.2"
"406007","100511","3","","1","406","","","","nop_talk_joy2","0.2"
"406008","2","93","","","406","","","","0",""
"406009","100511","3","","1","406","","","","nop_idle_normal","0.2"
"406010","104731","3","","1","406","","","","nop_talk_normal","0.2"
"406011","2","93","","","406","","","","0",""
"406012","104731","3","","1","406","","","","nop_idle_normal","0.2"
"407001","102831","3","","1","407","","","","nop_talk_joy3","0.2"
"407002","2","93","","","407","","","","0",""
"407003","102831","3","","1","407","","","","nop_idle_normal","0.2"
"407004","102111","3","","1","407","","","","nop_07_kurumi_idle_bitter","0.2"
"407005","2","93","","","407","","","","0",""
"407006","102111","3","","1","407","","","","nop_idle_normal","0.2"
"407007","102511","3","","1","407","","","","nop_talk_joy2","0.2"
"407008","2","93","","","407","","","","0",""
"407009","102511","3","","1","407","","","","nop_idle_normal","0.2"
"407010","102311","3","","1","407","","","","nop_talk_joy1","0.2"
"407011","2","93","","","407","","","","0",""
"407012","102311","3","","1","407","","","","nop_idle_normal","0.2"
"408001","101011","3","","1","408","","","","nop_talk_joy1","0.2"
"408002","2","93","","","408","","","","0",""
"408003","101011","3","","1","408","","","","nop_idle_joy_normal","0.2"
"408004","104331","3","","1","408","","","","nop_talk_arm_crossed_loop","0.2"
"408005","2","93","","","408","","","","0",""
"408006","104331","3","","1","408","","","","nop_idle_arm_crossed","0.2"
"408007","101711","3","","1","408","","","","nop_talk_joy2","0.2"
"408008","2","93","","","408","","","","0",""
"408009","101711","3","","1","408","","","","nop_idle_joy1","0.2"
"408010","101431","3","","1","408","","","","nop_talk_normal","0.2"
"408011","2","93","","","408","","","","0",""
"408012","101431","3","","1","408","","","","nop_idle_normal","0.2"
"409001","103311","3","","1","409","","","","nop_talk_joy1","0.2"
"409002","2","93","","","409","","","","0",""
"409003","103311","3","","1","409","","","","nop_idle_joy1","0.2"
"409004","105211","3","","1","409","","","","nop_talk_joy1","0.2"
"409005","2","93","","","409","","","","0",""
"409006","105211","3","","1","409","","","","nop_idle_joy_normal","0.2"
"409007","102611","3","","1","409","","","","nop_talk_sad2","0.2"
"409008","2","93","","","409","","","","0",""
"409009","102611","3","","1","409","","","","nop_idle_sad2","0.2"
"409010","103811","3","","1","409","","","","nop_talk_normal","0.2"
"409011","2","93","","","409","","","","0",""
"409012","103811","3","","1","409","","","","nop_idle_normal","0.2"
"410001","103231","3","","1","410","","","","nop_talk_joy1","0.2"
"410002","2","93","","","410","","","","0",""
"410003","103231","3","","1","410","","","","nop_idle_joy1","0.2"
"410004","103411","3","","1","410","","","","nop_10_yukari_01","0.2"
"410005","11","3","","1","410","","","","nop_10_yukari_01","0.2"
"410006","2","93","","","410","","","","0",""
"410007","103411","3","","1","410","","","","nop_10_yukari_02","0.2"
"410008","11","3","","1","410","","","","nop_10_yukari_02","0.2"
"410009","104811","3","","1","410","","","","nop_talk_doya_loop","0.2"
"410010","104811","4","","","410","","","","1",""
"410011","2","93","","","410","","","","0",""
"410012","104811","3","","1","410","","","","nop_idle_doya","0.2"
"410013","104611","3","","1","410","","","","nop_talk_joy2","0.2"
"410014","2","93","","","410","","","","0",""
"410015","104611","3","","1","410","","","","nop_idle_joy_normal","0.2"
"411001","102711","3","","1","411","","","","nop_talk_wish2","0.2"
"411002","2","93","","","411","","","","0",""
"411003","102711","3","","1","411","","","","nop_idle_memory","0.2"
"411004","100911","3","","1","411","","","","nop_talk_normal","0.2"
"411005","2","93","","","411","","","","0",""
"411006","100911","3","","1","411","","","","nop_idle_arm_crossed","0.2"
"411007","101311","3","","1","411","","","","nop_talk_joy2","0.2"
"411008","2","93","","","411","","","","0",""
"411009","101311","3","","1","411","","","","nop_idle_joy_normal","0.2"
"411010","105111","3","","1","411","","","","nop_talk_normal","0.2"
"411011","2","93","","","411","","","","0",""
"411012","105111","3","","1","411","","","","nop_idle_normal","0.2"
"412001","101831","3","","1","412","","","","nop_talk_joy1","0.2"
"412002","2","93","","","412","","","","0",""
"412003","101831","3","","1","412","","","","nop_idle_joy1","0.2"
"412004","101611","3","","1","412","","","","nop_talk_joy2","0.2"
"412005","2","93","","","412","","","","0",""
"412006","101611","3","","1","412","","","","nop_idle_joy_normal","0.2"
"412007","105011","3","","1","412","","","","nop_talk_joy1","0.2"
"412008","2","93","","","412","","","","0",""
"412009","105011","3","","1","412","","","","nop_idle_joy_normal","0.2"
"413001","105331","3","","1","413","","","","nop_talk_normal","0.2"
"413002","2","93","","","413","","","","0",""
"413003","105331","3","","1","413","","","","nop_idle_normal","0.2"
"413004","104511","3","","1","413","","","","nop_talk_memory","0.2"
"413005","2","93","","","413","","","","0",""
"413006","104511","3","","1","413","","","","nop_idle_memory","0.2"
"413007","103031","3","","1","413","","","","nop_talk_joy1","0.2"
"413008","2","93","","","413","","","","0",""
"413009","103031","3","","1","413","","","","nop_idle_joy1","0.2"
"413010","100811","3","","1","413","","","","nop_talk_wish","0.2"
"413011","2","93","","","413","","","","0",""
"413012","100811","3","","1","413","","","","nop_idle_wish","0.2"
"413013","105511","3","","1","413","","","","nop_talk_sad","0.2"
"413014","2","93","","","413","","","","0",""
"413015","105511","3","","1","413","","","","nop_idle_sad","0.2"
"414001","101131","3","1","0","414","nop_talk_guts2_loop","","0","nop_talk_guts2","0.2"
"414002","2","93","","","414","","","","0",""
"414003","101131","3","","1","414","","","","nop_idle_normal","0.2"
"414004","104931","3","","1","414","","","","nop_talk_wish","0.2"
"414005","2","93","","","414","","","","0",""
"414006","104931","3","","1","414","","","","nop_idle_normal","0.2"
"414007","106831","3","","1","414","","","","nop_talk_thinking","0.2"
"414008","2","93","","","414","","","","0",""
"414009","106831","3","","1","414","","","","nop_idle_normal","0.2"
"415001","104211","3","","1","415","","","","nop_talk_wish","0.2"
"415002","2","93","","","415","","","","0",""
"415003","104211","3","","1","415","","","","nop_idle_wish","0.2"
"415004","102931","3","","1","415","","","","nop_talk_joy1","0.2"
"415005","2","93","","","415","","","","0",""
"415006","102931","3","","1","415","","","","nop_idle_joy1","0.2"
"415007","105411","3","","1","415","","","","nop_talk_normal","0.2"
"415008","2","93","","","415","","","","0",""
"415009","105411","3","","1","415","","","","nop_idle_normal","0.2"
"416001","106731","3","","1","416","","","","nop_talk_normal","0.2"
"416002","2","93","","","416","","","","0",""
"416003","106731","3","","1","416","","","","nop_idle_normal","0.2"
"416004","106631","3","","1","416","","","","nop_talk_joy2","0.2"
"416005","2","93","","","416","","","","0",""
"416006","106631","3","","1","416","","","","nop_idle_joy1","0.2"
"416007","106531","3","","1","416","","","","nop_16_kaya_talk_normal2_loop","0.2"
"416008","2","93","","","416","","","","0",""
"416009","106531","3","","1","416","","","","nop_16_kaya_idle_normal2","0.2"
"417001","111031","3","1","0","417","nop_talk_arm_crossed_loop2","","0","nop_talk_arm_crossed2","0.2"
"417002","2","93","","","417","","","","0",""
"417003","111031","3","","1","417","","","","nop_idle_normal","0.2"
"417004","110931","3","","1","417","","","","nop_talk_joy2","0.2"
"417005","2","93","","","417","","","","0",""
"417006","110931","3","","1","417","","","","nop_idle_joy_normal","0.2"
"417007","110831","3","","1","417","","","","nop_17_chloe_talk_normal2_loop","0.2"
"417008","2","93","","","417","","","","0",""
"417009","110831","3","","1","417","","","","nop_17_chloe_idle_normal2","0.2"
"418001","115031","3","1","0","418","nop_idle_normal","","0.2","nop_18_neneka_humu","0.2"
"418002","2","93","","","418","","","","0",""
"418003","114711","3","","1","418","","","","nop_talk_joy1_normal","0.2"
"418004","2","93","","","418","","","","0",""
"418005","114711","3","","1","418","","","","nop_idle_joy1","0.2"
"418006","118511","3","","1","418","","","","nop_18_karin_talk_normal","0.2"
"418007","2","93","","","418","","","","0",""
"418008","118511","3","","1","418","","","","nop_18_karin_idle_normal","0.2"
"418009","118031","3","1","0","418","nop_talk_doya_loop","","0","nop_talk_doya","0.2"
"418010","2","93","","","418","","","","0",""
"418011","118031","3","","1","418","","","","nop_idle_doya","0.2"
"501001","1","1","-255","101","501","-150","nop_idle_joy2","0","111831","1.95"
"501002","1","1","-255","100","501","150","nop_idle_normal","1","120731","1.95"
"501003","1","1","-265","103","501","-320","nop_idle_arm_crossed","0","120831","1.95"
"501004","1","1","-265","102","501","320","nop_idle_normal","1","111931","1.95"
"501005","1","1","-300","105","501","-450","nop_idle_thinking","0","120931","1.95"
"501006","1","1","-300","104","501","450","nop_idle_doya","1","112031","1.95"
"501007","0.5","93","","","501","","","","0",""
"501008","111831","3","1","0","501","nop_talk_joy1","","0.2","nop_01_peko_oissu","0.2"
"501009","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_001",""
"501010","111831","11","0","5","501","1","0.5","0","おいっすー！\n新年会、楽しんでますか？","0"
"501011","501010","91","","","501","","","","",""
"501012","0.2","93","","","501","","","","0",""
"501013","120731","12","0","1","501","0","0","0","6","0"
"501014","111931","12","0","1","501","0","0","0","8","0"
"501015","112031","12","0","1","501","0","0","0","10","0"
"501016","120931","12","0","1","501","0","0","0","7","0"
"501017","120831","12","0","1","501","0","0","0","13","0"
"501018","120731","3","","1","501","","","","nop_talk_joy1","0.2"
"501019","111931","3","","1","501","","","","nop_talk_wish3","0.2"
"501020","112031","3","1","0","501","nop_talk_doya_loop","","0","nop_talk_doya","0.2"
"501021","120931","3","1","0","501","nop_talk_arm_crossed_loop","","0","nop_talk_arm_crossed","0.2"
"501022","120831","3","","1","501","","","","nop_01_ruka_hello_long","0.2"
"501023","2","93","","","501","","","","0",""
"501024","111831","3","","1","501","","","","nop_idle_joy1","0.2"
"501025","120731","3","","1","501","","","","nop_idle_normal_joy","0.3"
"501026","112031","3","","1","501","","","","nop_idle_doya","0.3"
"501027","120931","3","","1","501","","","","nop_idle_arm_crossed","0.3"
"501028","120831","3","","1","501","","","","nop_idle_normal","0.3"
"501029","111931","3","","1","501","","","","nop_talk_normal","0.2"
"501030","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_002",""
"501031","111931","11","0","6","501","1","0.5","0","はい、とても楽しんでおります。\nお料理もとても美味しいですし、\n皆さまも楽しんでいただけているようで\nわたくしもうれしいです。","0"
"501032","3","93","","","501","","","","1",""
"501033","111931","3","","1","501","","","","nop_talk_joy3_dere","0.2"
"501034","501031","91","","","501","","","","",""
"501035","111931","3","","1","501","","","","nop_idle_normal_joy","0.2"
"501036","112031","3","","1","501","","","","nop_talk_sad","0.2"
"501037","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_003",""
"501038","112031","11","0","5","501","1","0.5","0","と言ってもあんたほどじゃないけどね。\nそれ、いったい何皿目よ……","0"
"501039","5","93","","","501","","","","1",""
"501040","111831","12","0","1","501","0","0","0","8","0"
"501041","111831","3","1","0","501","nop_idle_joy_normal","","0.2","nop_17_chieru_swing","0.2"
"501042","501038","91","","","501","","","","",""
"501043","112031","3","","1","501","","","","nop_idle_sad","0.2"
"501044","0.1","93","","","501","","","","",""
"501045","120731","4","","","501","","","","0",""
"501046","120731","3","","1","501","","","","nop_talk_normal","0.2"
"501047","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_004",""
"501048","120731","11","0","6","501","1","0.5","0","食べつくしちゃえ、って言ったのは\nキャルじゃない。\n美味しそうに食べてるのは\nペコリーヌさんらしくていいわね。","0"
"501049","2.5","93","","","501","","","","1",""
"501050","112031","12","0","1","501","0","0","0","4","0"
"501051","112031","3","1","0","501","nop_idle_surprise1","","0.3","nop_surprise","0.2"
"501052","2","93","","","501","","","","1",""
"501053","120731","4","","","501","","","","1",""
"501054","120731","3","","1","501","","","","nop_talk_joy1","0.2"
"501055","112031","3","","1","501","","","","nop_idle_arm_crossed","0.2"
"501056","501048","91","","","501","","","","",""
"501057","120731","3","","1","501","","","","nop_idle_joy1","0.2"
"501058","111831","3","","1","501","","","","nop_talk_joy1","0.2"
"501059","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_005",""
"501060","111831","11","0","6","501","1","0.5","0","わたしたちが作ったおせちも\nみなさんに好評みたいですよ！","0"
"501061","501060","91","","","501","","","","",""
"501062","111831","3","","1","501","","","","nop_idle_joy_normal","0.2"
"501063","120831","3","","1","501","","","","nop_talk_normal","0.2"
"501064","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_006",""
"501065","120831","11","0","6","501","1","0.5","0","ああ、美味しくいただいてるよ。\nトーゴクでもこれだけ豪華なものは\nそうそう食べられないんじゃないかい？","0"
"501066","3","93","","","501","","","","1",""
"501067","120831","3","1","0","501","nop_talk_arm_crossed_loop","","0.2","nop_talk_arm_crossed","0.2"
"501068","501065","91","","","501","","","","",""
"501069","120831","3","","1","501","","","","nop_idle_arm_crossed","0.2"
"501070","120931","3","1","0","501","nop_talk_doya_loop","","0.2","nop_talk_doya","0.2"
"501071","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_007",""
"501072","120931","11","0","5","501","1","0.5","0","うむ！　わらわも真の力を取り戻して\nしまうほどの料理、さすがじゃ。\nシェフィが頑張ったおかげじゃな。","0"
"501073","5","93","","","501","","","","1",""
"501074","120931","3","","1","501","","","","nop_talk_normal","0.2"
"501075","501072","91","","","501","","","","",""
"501076","120931","3","","1","501","","","","nop_idle_normal","0.2"
"501077","120731","3","","1","501","","","","nop_talk_normal","0.2"
"501078","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_008",""
"501079","120731","11","0","4","501","1","0.5","0","それはみんなが手伝ってくれたからよ。\n二人とも、去年は本当にありがとう。","0"
"501080","6.5","93","","","501","","","","1",""
"501081","120731","3","1","0","501","nop_idle_normal_joy","","0.2","nop_bow","0.2"
"501082","501079","91","","","501","","","","",""
"501083","120731","3","","1","501","","","","nop_idle_normal_joy","0.2"
"501084","120831","3","","1","501","","","","nop_talk_normal","0.2"
"501085","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_009",""
"501086","120831","11","0","6","501","1","0.5","0","水臭いこと言わないでおくれよ。\nアタシらが好きでやったことさ。","0"
"501087","3","93","","","501","","","","1",""
"501088","120831","3","1","0","501","nop_talk_doya_loop","","0.2","nop_talk_doya","0.2"
"501089","501086","91","","","501","","","","",""
"501090","120831","3","","1","501","","","","nop_idle_doya","0.2"
"501091","120931","3","","1","501","","","","nop_talk_thinking","0.2"
"501092","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_010",""
