09ec7e67ae22ba5d49f18fe74f186270fcda4a5b72d4617c035bd44b195700a0,b405c3126f44aa1b577e8e3098c1c2c842fb4414bb42e705e0c7daf061d1c5ab,990c0abf9ea21e3a6fe5cdb4c860db965106fcc9ba43a21ea763ae2fce6578ee,b7a06d0da18854a4c6508849b758bb6ba514b5319fb8d23fdf173ae7cbbf7044,bafa88523234068b8fec4509830e985687052491203c7726b5ce1a3ecc0418fc,3a445b0a93378e66a6b7b0c7f1cce0d1c1819fed7e00e8821c37ae09aedccd96,4950eebaef60026558f4798f8df377380cd835cf867a16ee64ddf3b9098e8ddb,e66717025cdc755a69aae87fb817db0d94a52558766d773e4d322ea56cec6c51,fe0b40374f07c499a21919c28260f868772e38bf53887096efc6dcb20f9f5379,ca680ce50f13236d4bdc1708dceaa15fffdf5142a33eda4a55aa494117c33d33,ea61fa7cbfb054cb3595c339a38a4b45930d031d628a6fdaaa3750f4afe99201,d1011ef0f00ea48aa5c96d4ce7fbff8cf764bceb751cba7caae95cb36ca08e39,2446929ceb29310f781dda0de70c9fbdad3683d099e652477d620aed50a46a9f,20b71ea5649a33fa0a8427724f0ac3a291c138732f368488e52f6977e1c5984e,a1595080253ed69fb5b14d445988ad872ff2f7d054f8b8bc523c90e3f054cf6c,64304b8ac8a804506d0d1f51f1be8f57019e27a174b14b5b5dbb98da8ec70770,0a6c8c9c688b7be984d09e0168758ea114784575140b82d9427298214e3eaa00,7e3ee7a705b5004d8f611b4f3d2582a4651e55a22c334fa79ba4b2dcfd4320eb,0cd552365cb91a654f1df9a5ebd5e778d99b8891a9b74a5cc37d1f744234c434,e291ffbfff9ebd5d897f8a3b9679e5165dcd421dd2563785ce27f0d748cf7d19,ecab7d741843185242d95c95636b14e6caf49fbafb9d297dd40e494332fb16f7
"0","7","1","","111501302","0","0","111501303","28","1","0","111501304","2","1","1","0","661","2","0","1",""
"0","3","30","コインを持っていない場合、敵単体に{0}の物理ダメージ","111501303","2160","0","0","1","1","0","0","1","2.4","1","0","1","30","0","1","物理ダメージ+{0}"
"0","3","30","コインを持っている場合、敵単体に{0}の物理ダメージ","111501304","2160","0","0","1","1","0","0","1","2.4","1","0","1","30","0","1","物理ダメージ+{0}"
"0","7","1","","111501305","0","0","0","28","1","0","111501306","2","1","1","0","661","0","0","1",""
"0","3","1","コインを持っている場合、味方全体のＴＰ上昇を{0}アップ","111501306","2160","12","0","10","3","0","1","2","0","1","0","80","10","0","99",""
"0","3","100","コインを持っていない場合とコインを持っている場合の効果が両方発動する状態の間、範囲内の味方の行動速度100％アップ","111501307","-1","0","0","2","1","0","0","1","0","1","0","1","0","0","1",""
"0","7","180","コインを持っている状態と持っていない状態の両方の効果が発動するようになる","111501308","0","1","1","14","1","0","11150102","2","1115100","1","0","1","0","0","1",""
"0","7","0","","111501309","0","1","0","14","1","0","11150101","2","1115001","1","0","3","0","0","1",""
"0","7","2.5","","111501310","0","0","0","13","1","0","1","2","100","1","0","1","0","0","1",""
"0","3","60","敵単体に{0}の物理ダメージ","111510001","-1","0","0","1","1","0","0","1","4.8","1","0","1","60","0","1","物理ダメージ+{0}"
"0","3","120","敵単体に{0}の物理ダメージ","111510002","-1","0","0","1","1","0","0","1","9.6","1","0","3","120","0","1","物理ダメージ+{0}"
"0","7","1","自分の物理攻撃力を{0}アップ","111510003","0","18","1","10","1","1","1","2","36","1","0","10","36","0","1","物理攻撃力アップ+{0}"
"0","7","1","","111510004","0","-1","0","35","1","0","0","2","180","1","0","0","61","0","1",""
"0","20","1","対象の味方の物理攻撃力を{0}アップ","111510101","2160","12","0","10","3","1","1","2","24","1","0","10","24","0","99","物理攻撃力アップ+{0}"
"0","20","1","対象の味方の物理攻撃力を{0}アップ","111510102","2160","12","0","10","3","1","1","2","10","1","0","10","10","0","99","物理攻撃力アップ+{0}"
"0","7","1","自分の物理攻撃力を{0}アップ","111510103","0","12","0","10","1","1","1","2","42","1","0","10","42","0","1","物理攻撃力アップ+{0}"
"0","7","2","自分の物理攻撃クリティカル時のダメージを25％アップ","111510104","0","12","1","10","1","1","1","2","0","1","0","110","25","0","1",""
"0","7","3","一定時間全ての物理攻撃を回避する","111510201","2160","0","0","21","3","0","0","2","0","1","0","2","0","0","1",""
"0","3","30","敵単体に{0}の物理ダメージ","111510202","2160","0","0","1","1","0","0","1","2.4","1","0","1","30","0","1","物理ダメージ+{0}"
"0","3","30","敵単体に{0}の物理ダメージ","111510203","2160","0","0","1","1","0","0","1","2.4","1","0","1","30","0","1","物理ダメージ+{0}"
"0","3","1","味方全体のＴＰ上昇を{0}アップ","111510204","2160","12","0","10","3","0","1","2","0","1","0","80","10","0","99",""
"0","3","100","","111510205","-1","0","0","2","1","0","0","1","0","1","0","1","0","0","1",""
"0","3","2","範囲内の味方の行動速度100％アップ","111510206","200","0","0","8","2","0","0","2","12","1","0","2","0","0","99",""
"0","0","1","自分の物理攻撃力を{0}アップ","111550101","0","1","0","90","0","0","0","0","15","1","0","2","15","0","0","物理攻撃力アップ+{0}"
"0","0","1","自分の物理攻撃力を{0}アップ","111551101","0","1","0","90","0","0","0","0","15","1","0","2","240","0","0","物理攻撃力アップ+{0}"
"0","3","12","","111600101","2160","0","0","26","3","0","2","2","0.5","1","0","111600102","0.5","0","99",""
"0","3","1","味方全体の物理防御力を{0}アップ","111600102","2160","18","0","10","3","1","1","2","0.25","1","0","20","0.25","0","99","物理防御力アップ+{0}"
"0","3","10","{0}ダメージ分の物理無効バリアを展開する","111600201","2160","0","0","6","3","0","0","2","18","1","0","1","10","0","99","無効ダメージ量+{0}"
"0","3","18","敵単体に{0}の物理ダメージ","111600301","-1","0","0","1","1","0","0","1","1.2","1","0","1","18","0","1","物理ダメージ+{0}"
"0","1","0","敵単体を一定時間行動不能にする","111600302","-1","0","0","8","1","0","0","1","3","1","0","4","0","0","1","凍結の確定成功Ｌｖ+1"
"0","3","12","","111601201","2160","0","0","26","3","0","4","2","0","1","0","111601202","0.05","0","99",""
"0","7","1","自分のＨＰを{0}回復","111601202","2160","0.1","0","4","3","0","1","2","0.75","1","0","1","0.75","0","1","ＨＰ回復量+{0}"
"0","3","20","{0}ダメージ分の物理無効バリアを展開する","111601203","2160","0","0","6","3","0","0","2","27","1","0","1","20","0","99","無効ダメージ量+{0}"
"0","3","12","","111601204","2160","0","0","26","3","0","2","2","0.3","1","0","111601205","0.3","0","99",""
"0","3","1","味方全体の物理防御力を{0}アップ","111601205","2160","27","0","10","3","0","1","2","0.15","1","0","20","0.15","0","99","物理防御力アップ+{0}"
"0","3","12","","111601206","2160","0","0","26","3","0","3","2","0","1","0","111601207","0.03","0","99",""
"0","3","0.15","毎秒ＨＰを{0}回復する","111601207","2160","0","0","48","3","0","1","2","0.02","1","0","1","0.15","12.5","99","回復量+{0}"
"0","3","32","{0}ダメージ分の物理魔法無効バリアを展開する","111601301","-1","0","0","6","3","0","0","2","12","1","0","5","32","0","99","無効ダメージ量+{0}"
"0","3","0","","111601302","2160","0","0","7","1","0","0","1","0","1","0","1","0","0","1",""
"0","3","30","範囲内の敵に{0}の物理ダメージ","111601303","400","0","0","1","2","0","0","1","2.4","1","0","1","30","0","99","物理ダメージ+{0}"
"0","3","0","範囲内の敵を一定時間行動不能にする","111601304","400","0","0","8","2","0","0","1","6","1","0","4","0","0","99","凍結の確定成功Ｌｖ+1"
"0","3","600","","111601305","400","0","0","3","2","0","0","1","1000","1","0","3","0","0","99",""
"0","0","1","自分の物理防御力を{0}アップ","111650101","0","1","0","90","0","0","0","0","2","1","0","3","2","0","0","物理防御力アップ+{0}"
"0","0","1","自分の物理防御力を{0}アップ","111651101","0","1","0","90","0","0","0","0","2","1","0","3","32","0","0","物理防御力アップ+{0}"
"0","7","1","","111700101","0","0","0","26","1","0","1","2","0","1","0","111700102","6","0","1",""
"0","3","60","敵単体に{0}の魔法ダメージ","111700102","2160","0","0","1","1","0","0","1","4.8","1","0","2","60","0","1","魔法ダメージ+{0}"
"0","7","1","自分の魔法攻撃力を{0}アップ","111700103","0","180","0","10","1","1","1","2","15","1","0","30","15","0","1","魔法攻撃力アップ+{0}"
"0","7","1","","111700201","0","0","0","26","1","0","1","2","0","1","0","111700202","2","0","1",""
"0","3","20","敵単体に{0}の魔法ダメージ","111700202","-1","0","0","1","1","0","0","1","1.6","1","0","2","20","0","1","魔法ダメージ+{0}"
"0","7","1","","111700301","0","0","0","26","1","0","1","2","0","1","0","111700302","1","0","1",""
"0","3","12.5","範囲内の敵すべてに{0}の魔法ダメージ","111700302","615","0","0","1","1","0","0","1","1","1","0","2","12.5","0","99","魔法ダメージ+{0}"
"0","7","1","自分の魔法攻撃力を{0}アップ","111700303","0","12","1","10","1","1","1","2","15","1","0","30","15","0","1","魔法攻撃力アップ+{0}"
"0","7","20","自分の残りＨＰの20%を消費","111700304","0","0","0","46","1","0","2","2","0","1","0","2","0","0","1",""
"0","7","1","","111701201","0","0","0","26","1","0","2","2","0","1","0","111701202","0.08","0","1",""
"0","7","1","自分の魔法攻撃力を{0}アップ","111701202","0","180","0","10","1","1","1","2","4","1","0","30","4","0","1","魔法攻撃力アップ+{0}"
"0","7","1","","111701203","0","0","0","26","1","0","1","2","0","1","0","111701204","2","0","1",""
"0","3","25","敵単体に{0}の魔法ダメージ","111701204","-1","0","0","1","1","0","0","1","2","1","0","2","25","0","1","魔法ダメージ+{0}"
"0","7","20","自分の残りＨＰの20%を消費","111701301","2160","0","0","46","2","0","2","2","0","1","0","2","0","0","1",""
"0","7","6","一定時間無敵状態になる","111701302","2160","0","0","21","3","0","0","2","0","1","0","1","0","0","1",""
"0","7","1","自分の魔法攻撃力を{0}アップ","111701303","2160","12","1","10","3","1","1","2","120","1","0","30","120","0","1","魔法攻撃力アップ+{0}"
"0","7","1","","111701304","2160","0","0","26","3","0","1","2","0","1","0","111701305","1","0","1",""
"0","3","60","範囲内の敵すべてに{0}の魔法ダメージ","111701305","615","0","0","1","1","0","0","1","4.8","1","0","2","60","0","99","魔法ダメージ+{0}"
"0","7","625","自分のＴＰを{0}回復","111701306","2160","0","0","16","3","0","0","2","0","1","0","1","0","0","1",""
"0","0","1","自分の魔法攻撃力を{0}アップ","111750101","0","1","0","90","0","0","0","0","15","1","0","4","15","0","0","魔法攻撃力アップ+{0}"
"0","0","1","自分の魔法攻撃力を{0}アップ","111751101","0","1","0","90","0","0","0","0","15","1","0","4","240","0","0","魔法攻撃力アップ+{0}"
"0","7","0","","111800101","0","0","0","26","1","0","1","2","0","1","0","111800104","5","0","1",""
"0","7","0","","111800102","0","0","0","26","1","0","1","2","0","1","0","111800105","5","0","1",""
"0","7","2","","111800103","0","0","111800105","28","1","1","111800104","2","0","1","0","980","1","0","1",""
"0","3","20","自分の残りＨＰが最大ＨＰの80％未満の場合、敵単体に{0}の物理ダメージ","111800104","-1","0","0","1","1","0","0","1","1.6","1","0","1","20","0","1","物理ダメージ+{0}"
"0","3","40","自分の残りＨＰが最大ＨＰの80％以上の場合、敵単体に{0}の物理ダメージ","111800105","-1","0","0","1","1","0","0","1","3.2","1","0","1","40","0","1","物理ダメージ+{0}"
"0","7","0","","111800106","0","0","111800107","28","1","1","0","2","0","1","0","990","0","0","1",""
"0","7","1","自分の残りＨＰが最大ＨＰの90％以上の場合、自分の物理攻撃力を{0}アップ","111800107","0","18","0","10","1","1","1","2","42","1","0","10","42","0","1","物理攻撃力アップ+{0}"
"0","7","0","","111800201","0","0","0","26","1","0","2","2","0","1","0","111800203","0.09","0","1",""
"0","7","0","","111800202","0","0","0","26","1","0","2","2","0","1","0","111800205","0.05","0","1",""
"0","7","1","自分の物理攻撃力を{0}アップ","111800203","0","12","0","10","1","1","1","2","9","1","0","10","9","0","1","物理攻撃力アップ+{0}"
"0","7","2","","111800204","0","0","111800205","28","1","1","0","2","0","1","0","980","1","0","1",""
"0","3","1","自分の残りＨＰが最大ＨＰの80％以上の場合、味方全体の物理攻撃力を{0}アップ","111800205","2160","12","0","10","3","1","1","2","5","1","0","10","5","0","99","物理攻撃力アップ+{0}"
"0","7","0","","111800301","0","0","0","26","1","0","1","2","0","1","0","111800302","2","0","1",""
"0","3","16","敵単体に{0}の物理ダメージ","111800302","-1","0","0","1","1","0","0","1","1.28","1","0","1","16","0","1","物理ダメージ+{0}"
"0","7","0","","111800303","0","0","111800304","28","1","1","0","2","0","1","0","980","0","0","1",""
"0","3","1","自分の残りＨＰが最大ＨＰの80％以上の場合、敵単体の物理防御力を{0}ダウン","111800304","2160","12","0","10","1","0","1","1","0.45","1","0","21","0.45","0","1","物理防御力ダウン+{0}"
"0","7","0","","111801201","0","0","0","26","1","0","2","2","0","1","0","111801203","0.11","0","1",""
"0","7","0","","111801202","0","0","0","26","1","0","2","2","0","1","0","111801205","0.06","0","1",""
"0","7","1","自分の物理攻撃力を{0}アップ","111801203","0","12","0","10","1","1","1","2","9","1","0","10","9","0","1","物理攻撃力アップ+{0}"
"0","7","2","","111801204","0","0","111801205","28","1","1","0","2","0","1","0","980","1","0","1",""
"0","3","1","自分の残りＨＰが最大ＨＰの80％以上の場合、味方全体の物理攻撃力を{0}アップ","111801205","2160","12","0","10","3","1","1","2","5","1","0","10","5","0","99","物理攻撃力アップ+{0}"
"0","7","0","","111801206","0","0","111801207","28","1","1","0","2","0","1","0","990","0","0","1",""
"0","7","75","自分の残りＨＰが最大ＨＰの90％以上の場合、自分のＴＰを{0}回復","111801207","0","0","0","16","1","0","0","2","0","1","0","1","0.75","0","1","ＴＰ回復量+{0}"
"0","7","0","","111821201","0","0","0","26","1","0","2","2","0","1","0","111821203","0.11","0","1",""
"0","7","0","","111821202","0","0","0","26","1","0","2","2","0","1","0","111821205","0.06","0","1",""
"0","7","1","自分の物理攻撃力を{0}アップ","111821203","0","12","0","10","1","1","1","2","17","1","0","10","-2071","0","1","物理攻撃力アップ+{0}"
"0","7","2","","111821204","0","0","111821205","28","1","1","0","2","0","1","0","980","1","0","1",""
"0","3","1","自分の残りＨＰが最大ＨＰの80％以上の場合、味方全体の物理攻撃力を{0}アップ","111821205","2160","12","0","10","3","1","1","2","5","1","0","10","5","0","99","物理攻撃力アップ+{0}"
"0","7","0","","111821206","0","0","111821207","28","1","1","0","2","0","1","0","990","0","0","1",""
"0","7","270","自分の残りＨＰが最大ＨＰの90％以上の場合、自分のＴＰを{0}回復","111821207","0","0","0","16","1","0","0","2","0","1","0","1","0","0","1",""
"0","0","1","自分の最大ＨＰを{0}アップ","111850101","0","1","0","90","0","0","0","0","75","1","0","1","75","0","0","最大ＨＰアップ+{0}"
"0","0","1","自分の最大ＨＰを{0}アップ","111851101","0","1","0","90","0","0","0","0","75","1","0","1","1275","0","0","最大ＨＰアップ+{0}"
"0","7","1","自分のＨＰを{0}回復","111900101","0","0.5","0","4","3","0","0","2","6","1","0","1","6","0","1","ＨＰ回復量+{0}"
"0","3","1.6","毎秒ＨＰを{0}回復する","111900102","2160","0","0","48","3","0","1","2","0.1","1","0","1","1.6","10","99","ＨＰ回復量+{0}"
"0","3","1","味方全体の物理攻撃力を{0}アップ","111900103","2160","18","1","10","3","1","1","2","18","1","0","10","18","0","99","物理攻撃力アップ+{0}"
"0","7","16.5","{0}ダメージ分の物理魔法吸収バリアを展開する","111900201","0","0","0","6","1","0","0","2","12","1","0","6","16.5","0","1","吸収ダメージ量+{0}"
"0","7","5","敵全体を挑発する","111900202","0","0","0","20","1","0","0","2","0","1","0","1","0.05","0","1",""
"0","14","1","味方単体の物理攻撃力を{0}アップ","111900301","2160","12","1","10","3","1","1","2","12","1","0","10","12","0","1","物理攻撃力アップ+{0}"
"0","14","1","味方単体の物理クリティカルを{0}アップ","111900302","2160","12","1","10","3","1","1","2","0","1","0","60","100","0","1","物理クリティカルアップ+{0}"
"0","14","2","味方単体の物理攻撃クリティカル時のダメージを30％アップ","111900303","2160","12","1","10","3","1","1","2","0","1","0","110","29.9","0","1",""
"0","7","20","{0}ダメージ分の物理魔法吸収バリアを展開する","111901201","0","0","0","6","1","0","0","2","12","1","0","6","20","0","1","吸収ダメージ量+{0}"
"0","3","1","味方全体の物理攻撃力を{0}アップ","111901202","2160","12","0","10","3","0","1","2","13.5","1","0","10","13.5","0","99","物理攻撃力アップ+{0}"
"0","7","5","敵全体を挑発する","111901203","0","0","0","20","1","0","0","2","0","1","0","1","0.05","0","1",""
"0","7","16.5","{0}ダメージ分の物理魔法吸収バリアを展開する","111920201","0","0","0","6","1","0","0","2","12","1","0","6","16.5","0","1","吸収ダメージ量+{0}"
"0","3","1","味方全体の物理攻撃力を{0}アップ","111920202","2160","12","0","10","3","0","1","2","4","1","0","10","-1200","0","99","物理攻撃力アップ+{0}"
"0","7","20","敵全体を挑発する","111920203","0","0","0","20","1","0","0","2","0","1","0","1","0","0","1",""
"0","7","20","{0}ダメージ分の物理魔法吸収バリアを展開する","111921201","0","0","0","6","1","0","0","2","12","1","0","6","20","0","1","吸収ダメージ量+{0}"
"0","3","1","味方全体の物理攻撃力を{0}アップ","111921202","2160","12","0","10","3","0","1","2","17.5","1","0","10","-1186.5","0","99","物理攻撃力アップ+{0}"
"0","7","20","敵全体を挑発する","111921203","0","0","0","20","1","0","0","2","0","1","0","1","0","0","1",""
"0","0","1","自分の物理防御力を{0}アップ","111950101","0","1","0","90","0","0","0","0","2","1","0","3","2","0","0","物理防御力アップ+{0}"
"0","0","1","自分の物理防御力を{0}アップ","111951101","0","1","0","90","0","0","0","0","2","1","0","3","32","0","0","物理防御力アップ+{0}"
"0","3","60","敵単体に{0}の魔法ダメージ","112000101","-1","0","0","1","1","0","0","1","4.8","1","0","2","60","0","1","魔法ダメージ+{0}"
"0","3","6","","112000102","-1","0","0","26","1","0","2","1","0","1","0","112000103","0.1125","0","1",""
"0","7","1","自分の魔法攻撃力を{0}アップ","112000103","0","18","1","10","1","1","1","2","10","1","0","30","10","0","1","魔法攻撃力アップ+{0}"
"0","3","20","敵単体に{0}の魔法ダメージ","112000201","-1","0","0","1","1","0","0","1","1.6","1","0","2","20","0","1","魔法ダメージ+{0}"
"0","3","1","味方全体の魔法攻撃力を{0}アップ","112000301","2160","12","1","10","3","1","1","2","6","1","0","30","6","0","99","魔法攻撃力アップ+{0}"
"0","7","8","","112000302","0","0","0","26","1","1","1","2","0","1","0","112000303","0.08","0","1",""
"0","3","3","{0}ダメージ分の物理無効バリアを展開する","112000303","2160","0","0","6","3","0","0","2","12","1","0","1","3","0","99","無効ダメージ量+{0}"
"0","3","0","","112001201","-1","0","0","7","1","0","0","1","0","1","0","1","0","0","1",""
"0","3","27","範囲内の敵に{0}の魔法ダメージ","112001202","200","0","0","1","2","0","0","1","2.1","1","0","2","27","0","99","魔法ダメージ+{0}"
"0","0","1","自分の魔法攻撃力を{0}アップ","112050101","0","1","0","90","0","0","0","0","15","1","0","4","15","0","0","魔法攻撃力アップ+{0}"
"0","0","1","自分の魔法攻撃力を{0}アップ","112051101","0","1","0","90","0","0","0","0","15","1","0","4","240","0","0","魔法攻撃力アップ+{0}"
"0","3","1","味方全体のＨＰを{0}回復","112100101","-1","0.3375","0","4","3","0","0","2","4.5","1","0","2","4.5","0","99","ＨＰ回復量+{0}"
"0","3","1.6","味方全体の行動速度60％アップ","112100102","2160","0","0","8","3","0","0","2","18","1","0","2","0","0","99",""
"0","4","10","敵単体に{0}の魔法ダメージ","112100201","2160","0","0","1","3","0","0","1","0.8","1","0","2","10","0","1","魔法ダメージ+{0}"
"0","4","300","","112100202","2160","0","0","3","3","0","0","1","1000","1","0","3","0","0","1",""
"0","3","12.5","{0}ダメージ分の魔法無効バリアを展開する","112100301","2160","0","0","6","3","0","0","2","10","1","0","2","12.5","0","99","無効ダメージ量+{0}"
"0","4","0","","112101201","2160","0","0","7","3","0","0","1","0","1","0","1","0","0","1",""
"0","3","12","範囲内の敵に{0}の魔法ダメージ","112101202","150","0","0","1","2","0","0","1","0.8","1","0","2","12","0","99","魔法ダメージ+{0}"
"0","3","300","","112101203","150","0","0","3","2","0","0","1","1000","1","0","3","0","0","99",""
"0","1","5","","112101204","150","0","0","26","2","0","3","1","0","1","0","112101205","0.3","0","99",""
"0","1","0","範囲内の敵を一定時間行動不能にする","112101205","150","0","0","8","2","0","0","1","1.8","1","0","7","0","0","99","スタンの確定成功Ｌｖ+1"
"0","3","1","味方全体の物理攻撃力を{0}アップ","112101301","2160","12","0","10","3","0","1","2","15","1","0","10","15","0","99","物理攻撃力アップ+{0}"
"0","3","1","味方全体の魔法攻撃力を{0}アップ","112101302","2160","12","0","10","3","0","1","2","15","1","0","30","15","0","99","魔法攻撃力アップ+{0}"
"0","3","30","{0}ダメージ分の物理無効バリアを展開する","112101303","2160","0","0","6","3","0","0","2","12","1","0","1","30","0","99","無効ダメージ量+{0}"
"0","3","30","{0}ダメージ分の魔法無効バリアを展開する","112101304","2160","0","0","6","3","0","0","2","12","1","0","2","30","0","99","無効ダメージ量+{0}"
"0","0","1","自分の魔法攻撃力を{0}アップ","112150101","0","1","0","90","0","0","0","0","15","1","0","4","15","0","0","魔法攻撃力アップ+{0}"
"0","0","1","自分の魔法攻撃力を{0}アップ","112151101","0","1","0","90","0","0","0","0","15","1","0","4","240","0","0","魔法攻撃力アップ+{0}"
"0","3","12","敵全体に{0}の魔法ダメージ","112200101","2160","0","0","1","3","0","0","1","1.08","1","0","2","12","0","99","魔法ダメージ+{0}"
"0","3","50","敵全体のＴＰを{0}失わせる","112200102","2160","0","0","16","3","0","0","1","0","1","0","2","0.5","0","99","ＴＰダメージ+{0}"
"0","12","150","敵単体のＴＰを{0}失わせる","112200201","2160","0","0","16","2","0","0","1","0","1","0","2","1.5","0","1","ＴＰダメージ+{0}"
"0","4","0","","112200301","2160","0","0","7","3","0","0","1","0","1","0","1","0","0","1",""
"0","3","3.4","範囲内の敵に{0}の魔法ダメージ","112200302","280","0","0","1","2","0","0","1","0.27","1","0","2","3.4","0","99","魔法ダメージ+{0}"
"0","3","0","範囲内の敵を一定時間行動不能にする","112200303","280","0","0","8","2","0","0","1","2.5","1","0","5","0","0","99","束縛の確定成功Ｌｖ+1"
"0","12","155","敵単体のＴＰを{0}失わせる","112201201","2160","0","0","16","2","0","0","1","0","1","0","2","1.55","0","1","ＴＰダメージ+{0}"
"0","12","1","敵単体の物理攻撃力を{0}ダウン","112201202","2160","8","0","10","2","0","1","1","20","1","0","11","20","0","1","物理攻撃力ダウン+{0}"
"0","12","1","敵単体の魔法攻撃力を{0}ダウン","112201203","2160","8","0","10","2","0","1","1","20","1","0","31","20","0","1","魔法攻撃力ダウン+{0}"
"0","12","1","敵単体の物理クリティカルを{0}ダウン","112201204","2160","8","0","10","2","0","1","1","0","1","0","61","150","0","1","物理クリティカルダウン+{0}"
"0","12","1","敵単体の魔法クリティカルを{0}ダウン","112201205","2160","8","0","10","2","0","1","1","0","1","0","71","150","0","1","魔法クリティカルダウン+{0}"
"0","4","0","","112201301","2160","0","0","7","3","0","0","1","0","1","0","1","0","0","1",""
"0","3","1","範囲内の敵の魔法防御力を{0}ダウン","112201302","400","12","0","10","2","0","1","1","0.6","1","0","41","0.6","0","99","魔法防御力ダウン+{0}"
"0","3","17.5","範囲内の敵に{0}の魔法ダメージ","112201303","400","0","0","1","2","0","0","1","1.4","1","0","2","17.5","0","99","魔法ダメージ+{0}"
"0","3","0","範囲内の敵を一定時間行動不能にする","112201304","400","0","0","8","2","0","0","1","2.5","1","0","5","0","0","99","束縛の確定成功Ｌｖ+1"
"0","3","60","範囲内の味方のＴＰを{0}回復","112201305","100","0","0","16","2","0","0","2","0","1","0","1","0","0","99",""
"0","3","5","","112201306","2160","240","0","26","3","0","1","1","0","1","0","112201305","48","0","99",""
"0","3","12","敵全体に{0}の魔法ダメージ","112220101","2160","0","0","1","3","0","0","1","1.48","1","0","2","12","0","99","魔法ダメージ+{0}"
"0","3","180","敵全体のＴＰを{0}失わせる","112220102","2160","0","0","16","3","0","0","1","0","1","0","2","0","0","99",""
"0","12","540","敵単体のＴＰを{0}失わせる","112220201","2160","0","0","16","2","0","0","1","0","1","0","2","0","0","1",""
"0","12","1","敵単体の物理攻撃力を{0}ダウン","112220202","2160","8","0","10","2","0","1","1","4","1","0","11","-1040","0","1","物理攻撃力ダウン+{0}"
"0","12","1","敵単体の魔法攻撃力を{0}ダウン","112220203","2160","8","0","10","2","0","1","1","4","1","0","31","-1040","0","1","魔法攻撃力ダウン+{0}"
"0","12","558","敵単体のＴＰを{0}失わせる","112221201","2160","0","0","16","2","0","0","1","0","1","0","2","0","0","1",""
"0","12","1","敵単体の物理攻撃力を{0}ダウン","112221202","2160","8","0","10","2","0","1","1","24","1","0","11","-1020","0","1","物理攻撃力ダウン+{0}"
"0","12","1","敵単体の魔法攻撃力を{0}ダウン","112221203","2160","8","0","10","2","0","1","1","24","1","0","31","-1020","0","1","魔法攻撃力ダウン+{0}"
"0","12","1","敵単体の物理クリティカルを{0}ダウン","112221204","2160","8","0","10","2","0","1","1","0","1","0","61","150","0","1","物理クリティカルダウン+{0}"
"0","12","1","敵単体の魔法クリティカルを{0}ダウン","112221205","2160","8","0","10","2","0","1","1","0","1","0","71","150","0","1","魔法クリティカルダウン+{0}"
"0","0","1","自分の物理防御力を{0}アップ","112250101","0","1","0","90","0","0","0","0","2","1","0","3","2","0","0","物理防御力アップ+{0}"
"0","0","1","自分の物理防御力を{0}アップ","112251101","0","1","0","90","0","0","0","0","2","1","0","3","32","0","0","物理防御力アップ+{0}"
"0","3","1","味方全体の物理攻撃力を{0}アップ","112300101","2160","18","0","10","3","1","1","2","30","1","0","10","30","0","99","物理攻撃力アップ+{0}"
"0","3","1","範囲内の味方の物理攻撃力を{0}アップ","112300201","300","12","0","10","2","1","1","2","10","1","0","10","10","0","99","物理攻撃力アップ+{0}"
"0","3","1","範囲内の味方の物理クリティカルを{0}アップ","112300202","300","12","0","10","2","1","1","2","0","1","0","60","60","0","99","物理クリティカルアップ+{0}"
"0","3","1","範囲内の味方の物理攻撃力を{0}アップ","112300301","300","12","0","10","2","1","1","2","15","1","0","10","15","0","99","物理攻撃力アップ+{0}"
"0","3","75","敵単体に{0}の物理ダメージ","112300302","2160","0","0","1","1","0","0","1","6","1","0","1","75","0","1","物理ダメージ+{0}"
"0","3","1","範囲内の味方の物理攻撃力を{0}アップ","112301201","300","18","0","10","2","1","1","2","15","1","0","10","15","0","99","物理攻撃力アップ+{0}"
"0","3","1","範囲内の味方の物理クリティカルを{0}アップ","112301202","300","18","0","10","2","1","1","2","0","1","0","60","75","0","99","物理クリティカルアップ+{0}"
"0","3","2","範囲内の味方の物理攻撃クリティカル時のダメージを{0}％アップ","112301203","300","18","1","10","2","1","1","2","0","1","0","110","10","0","99",""
"0","3","1","範囲内の味方の物理攻撃力を{0}アップ","112301301","300","12","0","10","2","1","1","2","30","1","0","10","30","0","99","物理攻撃力アップ+{0}"
"0","7","75","{0}ダメージ分の物魔無効バリアを展開する","112301302","2160","0","0","6","2","0","0","2","12","1","0","5","75","0","1","無効ダメージ量+{0}"
"0","7","1","","112301303","2160","0","0","28","2","0","112301306","2","0","1","0","1900","2","0","1",""
"0","3","81.25","","112301304","2160","0","0","1","1","0","0","1","6.5","1","0","1","81.25","0","1",""
"0","3","1","","112301305","2160","12","0","10","1","1","1","1","1","1","0","21","1","0","1",""
"0","7","1","自分の物理攻撃力を{0}アップ","112301306","2160","12","0","10","2","1","1","2","70","1","0","10","70","0","1","物理攻撃力アップ+{0}"
"0","7","1","","112301307","2160","0","112301304","28","2","0","112301308","2","0","1","0","1900","2","0","1",""
"0","3","81.25","対象の敵に{0}の物理ダメージ(バリア展開中、物理防御力を50無視する)","112301308","2160","0","0","1","1","50","0","1","6.5","1","0","1","81.25","0","99","物理ダメージ+{0}"
