01fe468c1318e1fae6f7dfb2c1da651b86b8345e344efb3ba39716075f714051,be399a7d792d4c6cb78cae6c1b0e89a0f829d298399e256e53797d28e93530cb,7d913f1870dceccd1e109ba6fa347e093d6b25c3cc5cd63b3eac2bdd386211cb,6dc6d75168237ad8e1d3fb2860adba4d222dd283a52bced84e4d1c5933b18a01,26a5c27e899ef642fd0a48bd671b1418cba5f91ac5539102b6f1896e56e62501,2266ef61e3002ad728ad3304ae2a324a7b39134da35bd15df3e0d604be162e77,590f5e42f1bd4f87ad4294a023aebe618deffd47e29c9a22e0ee4934256e1632,24dbbd37d6bf8f9dbc5ec23f79be1a1d316ff5808bb4ee4de989cfa72a18bbf3,49342a31f426027ee8e6a8d0f73024ca85cf1a3eb9eff1496ebf8ec0393b9d44,bdb55769b6a5e8913104195669ce2012ad7d0d87abf713c77a0eed70d4866cf3,9a3c36195902d5def95e9a7fb6553d1755aa10c702051d8fba3ef45473daf88b
"0","empty","10003","101","400","5","10","10","-130","1.4","10"
"0","idle_normal_talkJoy","10004","102","270","5","3","3","-120","1.37","10"
"","","10005","","","91","0","0","","","10"
"","","10006","","","93","","1.5","","","10"
"","","10007","0","0","21","vo_alces_1000","vo_alces","","","10"
"0","4","10008","3","1","11","くー…\nくー…\n…むにゃ","2","0","0","10"
"","","10009","0","0","91","","0","","","10"
"","","10010","","","93","","0","","","10"
"","","10011","1","","3","sad_talk_Ex0007","3","","0.2","10"
"","","10012","0","0","21","vo_alces_1001","vo_alces","","","10"
"0","2","10013","10","1","11","ふふ、気持ちよさそうに寝ちゃって。\n…風邪ひいちゃうよ～","3","0","0","10"
"","","10014","0","0","91","","0","","","10"
"","","10015","","","22","0.5","0","","","10"
"0","","10016","0","iroha_sleep2","3","iroha_sleep_hung","2","1","0.2","10"
"0","","10017","0","iroha_sleep2","3","iroha_sleep_hung","12","1","0.2","10"
"0","","10018","0","idle_normal_talkJoy","3","sono_hung","3","1","0.2","10"
"","","10019","","","93","0","1.2","","","10"
"","","10020","0","","23","se_alces_futon","se_alces","","","10"
"","","10021","","","93","0","2.5","","","10"
"0","","10022","0","iroha_sleep3","3","iroha_sleep2_to_sleep3","2","1","0.2","10"
"0","","10023","0","iroha_sleep3","3","iroha_sleep2_to_sleep3","12","1","0.2","10"
"","","10024","","","93","0","0.6","","","10"
"0","","10025","0","idle_surprise","3","idle_surprise_in","3","1","0.2","10"
"","","10026","","","93","0","1.4","","","10"
"","","10027","0","","23","se_alces_sleep","se_alces","","","10"
"0","","10028","0","empty","3","iroha_sleep","10","1","0","10"
"","","10029","","","93","0","2.4","","","10"
"","","10030","1","","3","relief_idle_Ex0010","3","","0.2","10"
"","","10031","0","0","21","vo_alces_1002","vo_alces","","","10"
"0","0.5","10032","10","1","11","ふふふ♪","3","0","0","10"
"","","10033","0","0","91","","0","","","10"
"","","10034","","","22","0","0","","","10"
"","","10035","","","93","1","3","","","10"
"","","10036","0","0","101","","10035","","","10"
"1","sit_readPaper","11001","100","350","5","3","3","-130","1.4","11"
"0","empty","11002","102","950","5","1","1","-150","1.5","11"
"","","11003","475","-18","31","10","10","1","1","11"
"","","11004","350","-130","31","11","11","1","0","11"
"","","11005","","","91","0","0","","","11"
"","","11006","","","93","1","0.5","","","11"
"","","11007","0","0","21","vo_alces_1100","vo_alces","","","11"
"0","0.5","11008","10","1","11","…………\n…………","3","0","10","11"
"","","11009","0","0","91","","0","","","11"
"0","","11010","0","sit_readPaper","3","sit_readPaperTurn","3","1","0.2","11"
"","","11011","","","93","1","1","","","11"
"","","11012","","","93","0","1","","","11"
"","","11013","1","","3","sit_readPaper_surprise","3","","0.2","11"
"","","11014","0","0","21","vo_alces_1101","vo_alces","","","11"
"0","0.5","11015","10","1","11","…………\n…………","3","0","10","11"
"","","11016","0","0","91","","0","","","11"
"","","11017","","","93","0","1","","","11"
"","","11018","","","23","se_alces_emotion_exQuestion","se_alces","","","11"
"0","","11019","0.2","0","12","3","3","0","10","11"
"0","","11020","0","sit_readPaper_notice_loop","3","sit_readPaper_notice_in","3","1","0.1","11"
"","","11021","","","93","0","1.2","","","11"
"0","","11022","0","sit_readPaper_kira_talk","3","sit_readPaper_kira_in","3","1","0.2","11"
"","","11023","0","0","21","vo_alces_1102","vo_alces","","","11"
"0","3.2","11024","10","1","11","……っ！！\nトマト３個入りパック150ルピ！？\n神か！？","3","0","0","11"
"","","11025","","","91","","0","","","11"
"","","11026","","","22","0.5","0","","","11"
"","","11027","1","","3","sit_out_readPaper_light","3","","0.2","11"
"","","11028","","","93","0","0.5","","","11"
"","","11029","1","","3","sono_walletPick_in","3","","0.2","11"
"","","11030","","","93","0","1.8","","","11"
"0","","11031","0","sono_walk_quick_R","3","sono_walk_quick_R_in","3","1","0.2","11"
"","","11032","","","32","1","11","","","11"
"","","11033","-130","3.3","2","1500","3","0","","11"
"","","11034","-130","3.3","33","1500","11","0","","11"
"","","11035","","","93","0","1","","","11"
"0","","11036","0","luis_walk_furimuki","3","luis_walk_furimuki_in","1","1","0.2","11"
"","","11037","-150","4","2","350","1","0","","11"
"","","11038","","","93","0","4","","","11"
"0","","11039","0","luis_sad_idle","3","luis_walk_to_idle","1","1","0.2","11"
"","","11040","","","23","se_alces_emotion_question","se_alces","","","11"
"0","","11041","1.3","0","12","5","1","0","0","11"
"","","11042","","","93","0","2.1","","","11"
"","","11043","1","","3","idle_normal","1","","0.2","11"
"","","11044","","","22","0","0","","","11"
"","","11045","","","93","0","3","","","11"
"","","11046","0","0","101","","11045","","","11"
"0","luis_run_dash_pain","12001","101","400","5","1","1","-190","1.45","12"
"0","empty","12002","102","-85","5","1001","10","-190","1.45","12"
"","","12003","400","-190","31","11","11","1","","12"
"","","12004","","","13","130","1","","","12"
"1","empty","12005","102","1050","1","105111","1","-190","1.45","12"
"1","empty","12006","103","1050","5","1002","10","-190","1.45","12"
"","","12007","-85","-190","31","12","12","1","0","12"
"","","12008","","","91","0","0","","","12"
"","","12009","-190","1.3","2","-85","1","0","","12"
"","","12010","-190","1.3","33","-85","11","0","","12"
"","","12011","","","32","1","11","","","12"
"","","12012","","","37","sweatR_run","11","","","12"
"","","12013","","","93","0","1.3","","","12"
"0","","12014","0","anger_talk_Ex0001","3","luis_run_turn","1","1","0.2","12"
"","","12015","0","0","21","vo_alces_1200","vo_alces","","","12"
"0","1","12016","10","1","11","ちょ、あの人なんで\n私を追いかけてくるの！？","1","0","0","12"
"","","12017","0","0","91","","0","","","12"
"","","12018","1","","3","sad_talk_normalR","1","","0.2","12"
"","","12019","0","0","21","vo_alces_1201","vo_alces","","","12"
"0","1.6","12020","10","1","11","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！","1","0","0","12"
"","","12021","0","0","91","","0","","","12"
"","","12022","0","","3","luis_drink","1","","0.2","12"
"","","12023","","","22","0.5","0","","","12"
"","","12024","","","93","0","1.6","","","12"
"","","12025","0","0","21","vo_alces_1202","vo_alces","","","12"
"0","0.5","12026","10","1","11","ごくんっ！！","1","0","0","12"
"","","12027","","","93","0","2","","","12"
"","","12028","","","23","se_alces_invisible","se_alces","","","12"
"","","12029","","","32","1","12","","","12"
"0","","12030","1","1","6","1","1","0","0.2","12"
"","","12031","","","93","0","1.8","","","12"
"","","12032","-190","2","2","250","105111","0","","12"
"","","12033","-190","2","2","250","1002","0","","12"
"","","12034","1","","3","mitsuki_run_dash_noface","105111","","0.2","12"
"","","12035","1","","3","mitsuki_run_dash","1002","","0.2","12"
"","","12036","","","93","0","2","","","12"
"","","12037","1","","3","mitsuki_anger_talk_noface","105111","","0.2","12"
"","","12038","1","","3","mitsuki_anger_talk","1002","","0.2","12"
"","","12039","0","0","21","vo_alces_1203","vo_alces","","","12"
"0","0.5","12040","10","1","11","追いつめたわよ錬金術師！","105111","0","0","12"
"","","12041","0","0","91","","0","","","12"
"","","12042","","","22","0.5","0","","","12"
"0","","12043","0","sad_talk_anger","3","mitsuki_look_in_noface","105111","1","0.2","12"
"","","12044","0","","3","mitsuki_look_in","1002","","0.2","12"
"","","12045","","","93","0","1.5","","","12"
"","","12046","0","0","21","vo_alces_1204","vo_alces","","","12"
"0","1.2","12047","10","1","11","…ちっ、逃がしたみたいね…","105111","0","0","12"
"","","12048","0","0","91","","0","","","12"
"0","","12049","0","mitsuki_armcrossed_talk_noface","3","mitsuki_armcrossed_in_noface","105111","1","0.2","12"
"0","","12050","0","mitsuki_armcrossed_talk","3","mitsuki_armcrossed_in","1002","1","0.2","12"
"","","12051","0","0","21","vo_alces_1205","vo_alces","","","12"
"0","2.3","12052","10","1","11","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ","105111","0","0","12"
"","","12053","0","0","91","","0","","","12"
"","","12054","1","","3","mitsuki_ecstatic_talk_noface","105111","","0.2","12"
"","","12055","1","","3","mitsuki_ecstatic_talk","1002","","0.2","12"
"","","12056","0","0","21","vo_alces_1206","vo_alces","","","12"
"0","1","12057","10","1","11","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！","105111","0","0","12"
"","","12058","0","0","91","","0","","","12"
"","","12059","","","22","0.5","0","","","12"
"0","","12060","0","mitsuki_walkR_noface","3","mitsuki_turnR_noface","105111","1","0.2","12"
"0","","12061","0","mitsuki_walkR","3","mitsuki_turnR","1002","1","0.2","12"
"","","12062","-190","5","2","1050","105111","0","","12"
"","","12063","-190","5","2","1050","1002","0","","12"
"","","12064","","","93","0","4.5","","","12"
"","","12065","1","","3","idle_normal_Ex0001","1","","0.2","12"
"","","12066","","","23","se_alces_invisible","se_alces","","","12"
"","","12067","","","32","0","12","","","12"
"","","12068","","","32","1","12","","","12"
"","","12069","","","93","0","0.1","","","12"
"0","","12070","1","1","6","1","1","1","0.3","12"
"","","12071","","","93","0","1.5","","","12"
"","","12072","","","23","se_alces_breath","se_alces","","","12"
"0","","12073","0","relief_idle","3","relief_in","1","1","0.2","12"
"","","12074","0","","3","relief_in","1001","","","12"
"","","12075","","","22","0","0","","","12"
"","","12076","","","93","0","3","","","12"
"","","12077","0","0","101","","12076","","","12"
"0","iroha_wait","13001","101","0","5","2","2","-130","1.45","13"
"0","nebia_wait","13002","102","0","5","14","14","-130","1.45","13"
"0","iroha_wait_ziriziri_idle_empty","13003","103","0","5","20","2","-130","1.45","13"
"","","13004","","","91","0","0","","","13"
"","","13005","","","93","0","0.1","","","13"
"0.2","","13006","0","nebia_talk","3","nebia_talk_in","14","1","0.2","13"
"","","13007","","","93","0","2.8","","","13"
"","","13008","0","0","21","vo_alces_1300","vo_alces","","","13"
"0","2","13009","10","1","11","へ～\nいろんなものが置いてあるわね","14","0","0","13"
"","","13010","0","0","91","","0","","","13"
"0","","13011","0","nebia_talk2","3","nebia_talk2_in","14","1","0.2","13"
"","","13012","","","93","0","1.6","","","13"
"","","13013","0","","23","se_alces_steal","se_alces","","","13"
"","","13014","0","0","91","","13011","","","13"
"","","13015","0","0","21","vo_alces_1301","vo_alces","","","13"
"0","1.5","13016","10","1","11","んふふ♪\nどんな悪戯に使おうかしら♪","14","0","0","13"
"","","13017","","","93","0","0.5","","","13"
"0.2","","13018","0","iroha_wait2","3","iroha_wait2_in","2","1","0.1","13"
"","","13019","0","0","91","","13016","","","13"
"","","13020","0","","23","se_alces_laugh","se_alces","","","13"
"","","13021","1","","3","nebia_talk2_laugh","14","","0.2","13"
"0.2","","13022","0","iroha_wait_ziriziri_idle","3","iroha_wait_ziriziri_in","2","1","0.1","13"
"","","13023","","","93","0","3.3","","","13"
"0","","13024","0","nebia_talk3","3","nebia_talk3_in","14","1","0.2","13"
"","","13025","0","0","21","vo_alces_1302","vo_alces","","","13"
"0","0.5","13026","10","1","11","……ん？","14","0","0","13"
"","","13027","0","0","91","","0","","","13"
"","","13028","","","22","0","0","","","13"
"","","13029","0","","23","se_alces_catch","se_alces","","","13"
"0","","13030","0","nebia_brow_idle_guru","3","nebia_brow","14","1","0.2","13"
"0","","13031","0","empty","3","iroha_wait_brow_net","20","1","0.2","13"
"0","","13032","0","iroha_wait_brow_talk","3","iroha_wait_brow","2","1","0.2","13"
"","","13033","0","0","91","","0","","","13"
"","","13034","0","0","21","vo_alces_1303","vo_alces","","","13"
"0","1.5","13035","10","1","11","なんか変なの捕まえた！！\nやったーレア昆虫ゲットー！！","2","0","0","13"
"","","13036","0","0","91","","0","","","13"
"","","13037","1","","3","iroha_wait_brow_idle","2","","0.2","13"
"","","13038","1","","3","nebia_brow_idle_anger","14","","0.2","13"
"","","13039","0","0","21","vo_alces_1304","vo_alces","","","13"
"0","0.5","13040","10","1","11","ちょっ、誰が昆虫よ～！","14","0","0","13"
"","","13041","0","0","91","","0","","","13"
"","","13042","","","22","0","0","","","13"
"","","13043","","","93","0","1","","","13"
"0","","13044","0","iroha_wait_brow_surprise","3","iroha_wait_brow_escape","2","1","0.2","13"
"0","","13045","0","nebia_talk4","3","nebia_brow_escape","14","1","0.2","13"
"","","13046","","","93","0","4","","","13"
"","","13047","","","22","0","0","","","13"
"","","13048","","","93","0","3","","","13"
"","","13049","0","0","101","","13048","","","13"
"1","top_iroha_run_joy","14001","105","1500","5","2","2","-140","1.4","14"
"1","dokuro_run","14002","103","1150","5","13","13","-140","1.4","14"
"0","empty","14003","104","-15","5","10","10","-140","1.4","14"
"0","idle_normal","14004","101","-150","1","103111","1","-125","1.37","14"
"","","14005","","","13","130","2","","","14"
"","","14006","","","13","130","13","","","14"
"","","14007","","","13","130","103111","","","14"
"","","14008","1500","-140","31","111","11","1","1","14"
"","","14009","1150","-190","31","112","11","1","1","14"
"","","14010","","","91","0","0","","","14"
"","","14011","0","","23","se_alces_skull_chase1","se_alces","","","14"
"","","14012","","","37","smokeR","111","","","14"
"","","14013","","","37","sweatR_Loop","112","","","14"
"","","14014","-140","7.5","2","-1150","2","0","","14"
"","","14015","-140","7.5","33","-1150","111","0","","14"
"","","14016","-140","7.5","2","-1500","13","0","","14"
"","","14017","-190","7.5","33","-1500","112","0","","14"
"","","14018","","","93","0","2.5","","","14"
"","","14019","0","0","21","vo_alces_1400","vo_alces","","","14"
"30","0.5","14020","10","1","11","あははー！！\n待て待てー！！","2","0","0","14"
"","","14021","","","93","0","1","","","14"
"0","","14022","0","idle_normalR","3","idle_normalR_in","103111","1","0.2","14"
"","","14023","","","93","0","4","","","14"
"","","14024","0","","23","se_alces_skull_chase1","se_alces","","","14"
"","","14025","-140","0","2","-1500","2","0","","14"
"","","14026","-140","0","33","-1500","111","0","","14"
"","","14027","-140","0","2","-1150","13","0","","14"
"","","14028","-190","0","33","-1150","112","0","","14"
"","","14029","","","4","0","2","","","14"
"","","14030","","","4","0","13","","","14"
"","","14031","","","37","smokeL","111","","","14"
"","","14032","","","37","sweatL_Loop2","112","","","14"
"","","14033","-140","8.2","2","1150","2","0","","14"
"","","14034","-140","8.2","33","1150","111","0","","14"
"","","14035","-140","8.2","2","1500","13","0","","14"
"","","14036","-190","8.2","33","1500","112","0","","14"
"","","14037","","","93","0","1.5","","","14"
"","","14038","0","0","21","vo_alces_1401","vo_alces","","","14"
"0","0.3","14039","10","1","11","あ、あれ～！？\nなんでだ！？","13","0","0","14"
"","","14040","","","93","0","1.5","","","14"
"0","","14041","0","idle_normal","3","idle_normal_in","103111","1","0.2","14"
"","","14042","","","93","0","5.2","","","14"
"","","14043","-140","0","2","1500","2","0","","14"
"","","14044","-140","0","33","1500","111","0","","14"
"","","14045","-140","0","2","1150","13","0","","14"
"","","14046","-190","0","33","1150","112","0","","14"
"","","14047","","","4","1","2","","","14"
"","","14048","","","4","1","13","","","14"
"","","14049","","","37","smokeR","111","","","14"
"","","14050","","","37","sweatR_Loop","112","","","14"
"","","14051","-140","1.8","2","-15","13","0","","14"
"","","14052","-205","1.8","33","-15","112","0","","14"
"","","14053","0","","23","se_alces_skull_dash","se_alces","","","14"
"","","14054","","","93","0","1","","","14"
"","","14055","1","","3","iroha_net_run_normal2","2","","0.1","14"
"","","14056","-140","3","2","335","2","0","","14"
"","","14057","-140","3","33","335","111","0","","14"
"","","14058","","","93","0","0.8","","","14"
"","","14059","1","","3","dokuro_talk","13","","0.2","14"
"","","14060","","","32","0","112","","","14"
"","","14061","1","","3","idle_normal_lookdown","103111","","0.2","14"
"","","14062","0","0","21","vo_alces_1402","vo_alces","","","14"
"0","1","14063","10","1","11","グラマーな姉ちゃんに\n追いかけられてるのに\n微塵もうれしくねえっ！","13","0","0","14"
"","","14064","","","93","0","2.2","","","14"
"0","","14065","0","iroha_net_idle_doya","3","iroha_net_idle_in","2","1","0.1","14"
"","","14066","","","32","0","111","","","14"
"","","14067","","","93","0","0.4","","","14"
"","","14068","1","","3","iroha_net_ziriziri","2","","0.2","14"
"","","14069","-140","2.7","2","135","2","0","","14"
"","","14070","-140","2.7","33","135","111","0","","14"
"","","14071","","","93","0","1","","","14"
"","","14072","1","","3","idle_normal_lookup","103111","","0.2","14"
"","","14073","","","93","0","1.7","","","14"
"","","14074","1","","3","iroha_net_ziriziri_idle","2","","0.2","14"
"","","14075","","","91","","14063","","","14"
"","","14076","","","22","0","0","","","14"
"","","14077","0","","23","se_alces_skull_chase2","se_alces","","","14"
"","","14078","0","","3","dokuro_turn_surprise","10","","0","14"
"0","","14079","0","dokuro_run","3","dokuro_turn_surprise","13","1","0.2","14"
"","","14080","","","93","0","0.1","","","14"
"0","","14081","0","iroha_net_brow_idle","3","iroha_net_brow","2","1","0.1","14"
"","","14082","","","91","","14079","","","14"
"","","14083","","","4","1","13","","","14"
"","","14084","-140","2.5","2","-1500","13","0","","14"
"","","14085","-190","2.5","33","-1500","112","0","","14"
"","","14086","","","93","0","0.1","","","14"
"0","","14087","0","idle_normalR","3","idle_normalR_in","103111","1","0.2","14"
"","","14088","","","32","1","112","","","14"
"","","14089","","","37","sweatR_Loop","112","","","14"
"","","14090","","","93","0","0.3","","","14"
"0","","14091","0","iroha_net_brow_notice_idle","3","iroha_net_brow_notice","2","1","0.1","14"
"","","14092","","","91","","0","","","14"
"","","14093","","","32","1","111","","","14"
"","","14094","","","37","smokeR","111","","","14"
"","","14095","1","","3","top_iroha_run_joy","2","","0.2","14"
"","","14096","-140","2.5","2","-1350","2","0","","14"
"","","14097","-140","2.5","33","-1350","111","0","","14"
"","","14098","","","93","0","2.5","","","14"
"","","14099","0","","23","se_alces_skull_chase1","se_alces","","","14"
"","","14100","-140","0","2","-1500","2","0","","14"
"","","14101","-140","0","33","-1500","111","0","","14"
"","","14102","-140","0","2","-1150","13","0","","14"
"","","14103","-190","0","33","-1150","112","0","","14"
"","","14104","","","4","0","2","","","14"
"","","14105","","","4","0","13","","","14"
"","","14106","","","37","smokeL","111","","","14"
"","","14107","","","37","sweatL_Loop2","112","","","14"
"","","14108","-140","7.5","2","1150","2","0","","14"
"","","14109","-140","7.5","33","1150","111","0","","14"
"","","14110","-140","7.5","2","1500","13","0","","14"
"","","14111","-190","7.5","33","1500","112","0","","14"
"","","14112","","","93","0","1.5","","","14"
"","","14113","0","0","21","vo_alces_1403","vo_alces","","","14"
"0","0.5","14114","10","1","11","シノブ、助けてーっ！！","13","0","0","14"
"","","14115","","","93","0","1.5","","","14"
"0.2","","14116","0","idle_normal","3","idle_normal_in","103111","1","0.2","14"
"","","14117","0","0","91","","14114","","","14"
"","","14118","1","","3","sad_talk_dead","103111","","0.2","14"
"","","14119","0","0","21","vo_alces_1404","vo_alces","","","14"
"0","0.5","14120","10","1","11","……因果応報だよ、お父さん","103111","0","0","14"
"","","14121","","","93","0","3.5","","","14"
"","","14122","0","","23","se_alces_skull_chase1","se_alces","","","14"
"","","14123","-140","0","2","1500","2","0","","14"
"","","14124","-140","0","33","1500","111","0","","14"
"","","14125","-140","0","2","1150","13","0","","14"
"","","14126","-190","0","33","1150","112","0","","14"
"","","14127","","","4","1","2","","","14"
"","","14128","","","4","1","13","","","14"
"","","14129","","","37","smokeR","111","","","14"
"","","14130","","","37","sweatR_Loop","112","","","14"
"","","14131","-140","7.5","2","-1150","2","0","","14"
"","","14132","-140","7.5","33","-1150","111","0","","14"
"","","14133","-140","7.5","2","-1500","13","0","","14"
"","","14134","-190","7.5","33","-1500","112","0","","14"
"","","14135","0","0","91","","14120","","","14"
"","","14136","1","","3","sad_idle_normal","103111","","0.2","14"
"","","14137","","","93","0","3.6","","","14"
"0","","14138","0","idle_normalR","3","idle_normalR_in","103111","1","0.2","14"
"","","14139","","","93","0","3.9","","","14"
"","","14140","","","22","0","0","","","14"
"","","14141","0","","23","se_alces_skull_chase1","se_alces","","","14"
"","","14142","-140","0","2","-1500","2","0","","14"
"","","14143","-140","0","33","-1500","111","0","","14"
"","","14144","-140","0","2","-1150","13","0","","14"
"","","14145","-190","0","33","-1150","112","0","","14"
"","","14146","","","4","0","2","","","14"
"","","14147","","","4","0","13","","","14"
"","","14148","","","37","smokeL","111","","","14"
"","","14149","","","37","sweatL_Loop2","112","","","14"
"","","14150","-140","7.5","2","1150","2","0","","14"
"","","14151","-140","7.5","33","1150","111","0","","14"
"","","14152","-140","7.5","2","1500","13","0","","14"
"","","14153","-190","7.5","33","1500","112","0","","14"
"","","14154","","","93","0","3","","","14"
"0","","14155","0","idle_normal","3","idle_normal_in","103111","1","0.2","14"
"","","14156","","","93","0","4.5","","","14"
"","","14157","0","","23","se_alces_skull_chase1","se_alces","","","14"
"","","14158","-140","0","2","1500","2","0","","14"
"","","14159","-140","0","33","1500","111","0","","14"
"","","14160","-140","0","2","1150","13","0","","14"
"","","14161","-190","0","33","1150","112","0","","14"
"","","14162","","","4","1","2","","","14"
"","","14163","","","4","1","13","","","14"
"","","14164","","","37","smokeR","111","","","14"
"","","14165","","","37","sweatR_Loop","112","","","14"
"","","14166","-140","7.5","2","-1150","2","0","","14"
"","","14167","-140","7.5","33","-1150","111","0","","14"
"","","14168","-140","7.5","2","-1500","13","0","","14"
"","","14169","-190","7.5","33","-1500","112","0","","14"
"","","14170","","","93","0","3.5","","","14"
"0","","14171","0","idle_normalR","3","idle_normalR_in","103111","1","0.2","14"
"","","14172","","","93","0","4","","","14"
"","","14173","0","0","101","","14141","","","14"
"0","walk_jog_talkjoy2","15001","100","100","5","2","2","-130","1.43","15"
"1","sit_readPaper","15002","101","400","5","3","3","-130","1.4","15"
"","","15003","","","91","0","0","","","15"
"","","15004","-130","0.8","2","235","2","0","","15"
"","","15005","0","0","93","0","0.5","","","15"
"","","15006","0","0","21","vo_alces_1500","vo_alces","","","15"
"0","0.5","15007","10","1","11","お使い行ってきたよ～\nソノおばちゃ～ん","2","0","0","15"
"","","15008","","","93","0","0.3","","","15"
"","","15009","1","","3","talk_normal","2","","0.2","15"
"","","15010","","","91","","15007","","","15"
"","","15011","","","22","0.5","0","","","15"
"","","15012","1","","3","idle_normal","2","","0.2","15"
"","","15013","","","93","0","1","","","15"
"0","","15014","0","sit_readPaper","3","sit_readPaperTurn","3","1","0.2","15"
"","","15015","","","93","0","0.5","","","15"
"","","15016","0","0","21","vo_alces_1501","vo_alces","","","15"
"0","0.5","15017","10","1","11","……ソノおばちゃ～ん！","2","0","0","15"
"","","15018","","","93","0","0.3","","","15"
"0","","15019","0","idle_normal","3","smile_normal","2","1","0.2","15"
"","","15020","0","0","91","","15017","","","15"
"","","15021","","","22","0.5","0","","","15"
"","","15022","","","93","0","0.5","","","15"
"","","15023","1","","3","sad_idle_surprise","2","","0.2","15"
"","","15024","","","93","1","1","","","15"
"0","","15025","0","sit_readPaper","3","sit_readPaperTurn","3","1","0.2","15"
"","","15026","","","93","0","1.2","","","15"
"","","15027","1","","3","anger_talk_pain","2","","0.2","15"
"","","15028","0","0","21","vo_alces_1502","vo_alces","","","15"
"0","0.5","15029","10","1","11","ソノおばちゃーんっ！！！","2","0","0","15"
"","","15030","0","0","91","","0","","","15"
"","","15031","","","22","0.5","0","","","15"
"","","15032","1","","3","anger_idle_angerR","2","","0.2","15"
"","","15033","","","93","1","1.2","","","15"
"","","15034","","","23","se_alces_emotion_quiet","se_alces","","","15"
"0","","15035","1","0","12","12","3","0","10","15"
"","","15036","","","93","0","2.5","","","15"
"","","15037","","","23","se_alces_emotion_notice","se_alces","","","15"
"0","","15038","0.3","0","12","10","2","0","0","15"
"0","","15039","0","notice_loop_talk2","3","notice_in_talk2","2","1","0.2","15"
"","","15040","","","93","0","1.4","","","15"
"","","15041","1","","3","talk_normal_normal2","2","","0.2","15"
"","","15042","0","0","21","vo_alces_1503","vo_alces","","","15"
"0","0.5","15043","10","1","11","ソノおねーちゃん","2","0","0","15"
"","","15044","0","0","91","","0","","","15"
"","","15045","1","","3","idle_normal","2","","0.2","15"
"","","15046","1","","3","sit_out_smile","3","","0.2","15"
"","","15047","","","93","1","0.5","","","15"
"0","","15048","0","sono_cool_talk","3","sono_cool_in","3","1","0.2","15"
"","","15049","1","","3","surprise_idle_shy","2","","0.2","15"
"","","15050","0","0","21","vo_alces_1504","vo_alces","","","15"
"0","2.2","15051","10","1","11","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪","3","0","0","15"
"","","15052","0","0","91","","0","","","15"
"","","15053","","","22","0.5","0","","","15"
"0","","15054","0","sono_armcrossed_idle","3","sono_armcrossed_in","3","1","0.2","15"
"","","15055","","","93","0","0.5","","","15"
"","","15056","","","23","se_alces_emotion_sweat","se_alces","","","15"
"0","","15057","1.5","0","12","2","2","0","0","15"
"","","15058","1","","3","talk_normal_nervous","2","","0.2","15"
"","","15059","","","93","0","0.8","","","15"
"","","15060","1","","3","sono_armcrossed_talk","3","","0.2","15"
"","","15061","","","93","0","1.7","","","15"
"","","15062","1","","3","iroha_idle_Ex0001","2","","0.2","15"
"","","15063","1","","3","sono_armcrossed_idle","3","","0.2","15"
"","","15064","","","93","0","1","","","15"
"","","15065","","","22","0","0","","","15"
"","","15066","","","93","0","3","","","15"
"","","15067","0","0","101","","15066","","","15"
"1","iroha_idle_dere_glass","16001","103","150","5","5","5","-160","1.45","16"
"","","16002","150","-160","31","11","11","1","0","16"
"1","empty","16003","104","150","5","1001","10","-160","1.45","16"
"1","sono_walk_scare","16004","102","1000","5","3","3","-160","1.41","16"
"1","empty","16005","103","300","5","1002","10","-160","1.41","16"
"","","16006","110","","13","130","3","","","16"
"0","idle_normal","16007","100","-50","1","132211","1","-150","1.42","16"
"0","empty","16008","101","-50","5","1003","10","-150","1.42","16"
"","","16009","","","91","0","0","","","16"
"0","","16010","0","iroha_doya_talk_glass","3","iroha_doya_in_glass","5","1","0.2","16"
"","","16011","","","93","0","0.5","","","16"
"","","16012","0","0","21","vo_alces_1600","vo_alces","","","16"
"0","4.9","16013","10","1","11","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？","5","0","0","16"
"","","16014","0","0","91","","0","","","16"
"","","16015","1","","3","iroha_doya_idle_glass","5","","0.2","16"
"","","16016","1","","3","surprise_talk","132211","","0.2","16"
"","","16017","0","0","21","vo_alces_1601","vo_alces","","","16"
"0","0.8","16018","10","1","11","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？","132211","0","0","16"
"","","16019","0","0","91","","0","","","16"
"","","16020","1","","3","surprise_idle","132211","","0.2","16"
"0","","16021","0","iroha_cool_talk_glass","3","iroha_cool_in_glass","5","1","0.2","16"
"","","16022","0","0","21","vo_alces_1602","vo_alces","","","16"
"0","1.6","16023","10","1","11","そうよー私はソノよ。\nないすばでぃーでしょ？","5","0","0","16"
"","","16024","0","0","91","","0","","","16"
"","","16025","","","22","0.5","0","","","16"
"","","16026","-160","4","2","300","3","0","","16"
"0.2","","16027","0","sono_armcrossed_idle","3","sono_walk_scare","3","1","0.2","16"
"0","","16028","0","iroha_armcrossed_talk_glass","3","iroha_armcrossed_in_glass","5","1","0.2","16"
