af95a321a4bbc52474560ef7d8d2503e27c688791f95c07f53d36f27c186a622,e338248983ac4a6e0531d1de7c0c8b85b195213a626d322f23d56aea01a7c7f6,b9411a77ec4e1363d32e0e421647ad935b506a9b1b5c39ba674eedf67fb4c7bd,c32053824de888df80f257f8a768b283521df2f63f7e921f48c1e51b8d96a515,55f4e69fc28c4e0e9243fd82f02fe60b71cdadf2ac7e34c38c7d051adc59bc04,e665918e8d7b1a17832e9bfcab035fec0cc14eb5ebc44ef227192f13c9589528,31fcac7a3d631293fa0e8ae43a843c3462c4f55738b89021b26d6940be433b14,43c3224e66fd6fee0a16c95847be084fbec89836b3296e9b967a31f2557eb313,b9366be5188ed8fbdd3a84001d99ed5649c8e2cd5ee96491d03ef559af8ea3c1,b14f5832fa53d403ea6c7882e350e635f484fe54fdd66506296b12400ab054cf,12693a33f5a8bd3e0b285ecd5220720203ae523c8802f3e349427636948657f3,88eb6836292526a7fad252f0b44f08356222a9544c3a36955d86f98812cb3aaf,a62ac56491a3622a262d86906d2029f88c664254756afad3e18e55c8085ed8b7,06616de07663ad97ed1a8c6710b777253bc46399d900fc8d26ca99966363b904,c13d280a1b37f5f10920e0a51a539c29e8ad5b132c576777281c50746401a681,b20fdd08a2e4c3bbaa91f5c4d6c9f77630d0ca114bcca78966a5ad45dd58c5cc,29a5bbd9fa22be1053a9eba2c1076a386881e99c6601021f417cc3780aaef811,84d877816bd772c0879d85a339364f153968bda2c76473ae6a5d4c8ee817578c,ee179e6db44cb65ed9e5de8c5643fb806693eb622741e74fdeed0059ae73726a,9ef295072ebce4a17df483c4cf35513d6880ab5e017c40802f543c38f865e16a,9bc424b0f18e272ce1828d8923286e0827458712d1f56e3ec7150f2acb588768,d9737498b56a928d6907c3364f9814cabf9b6e5766a7b0e25729d070e72904e5,17b095e2c880e6ecf42cc92640c9b35185d0135bf008be72976ae594f04e4f75,42ca211697580b1a6f4f170a8ad8b1592b22fde966f4f549765dec75a8a50808,c682246b97286cf0721d76082641ae1efe55f8b562e9f574114cc8c2626b2b5a,9352aafb1e4e30977490eb4219ea5b45862f4979b6ceff6f9c43c0a804bf78e1,046585a8c1506cfe3b39f15bcb71c5fdbe7acef8dd1994c7e40c23b88d5031ab,c7782c9d2f5bb581e43a1edf121470d9be31fe847957e532c6100d17b3bea18f,3d23d500e88809243e443aca9b90e12eaa51babba9dc473f7cf74823d4c9e723,c5f979390217045dadc12b315e63f0af1f79e322384908c744642443ad0fb21d,c1a818e85535582762efede4bbcf16a16b2ee021aca4b68469afa31c217b9dc8,8a664464bba1786671f5ceef46adcef11ee32949cc6fb448b8454eefc69121ce,eb083307e407503adb1f23418fdb231d631ebea39ae2287a836a2ac30035594c,9769b61b8c30c5e83b4b705e5260d017cf27ce40c7ded6bad77bb127a3b509e5,1347a5fdcc2aa66ed8eabaa8a9f91f142172dd4e810d8c9672fdf142103ba4a2,abea3f2fadded5929eae0c8ccf9e64d46c2d81f1a91e88bde606c7cee6628ac9,748f4a3a664666b0b71ab052c800e08f5ca572cf9f91634f5e37dd56b99436ef,e2ae1392da5d33c64f9c7d6dbf9b795141f504da82b918155c0953025bd2f2d8,333a8355565f50c87cf22c120ead40d183bc76253d8d47e6423167578dc6c0e5,f23ae120310742b7c8bd4905fdea0af5d057abfedaf5cf185598e7538ab16464
"31343","67","67","0","67","67","109","67","67","0","122","0","10","67","67","10","0","67","0","200000001","67","0","30","0","670060067","0","67","67","67","67","2829","67","1","1","67","67","0","1","0","200600"
"31782","68","68","0","68","68","109","68","68","0","123","0","10","68","68","10","0","68","0","200000001","68","0","30","0","670060068","0","68","68","68","68","2899","68","1","1","68","68","0","1","0","200600"
"32221","69","69","0","69","69","109","69","69","0","125","0","10","69","69","10","0","69","0","200000001","69","0","30","0","670060069","0","69","69","69","69","2969","69","1","1","69","69","0","1","0","200600"
"32660","70","70","0","70","70","109","70","70","0","126","0","10","70","70","10","0","70","0","200000001","70","0","30","0","670060070","0","70","70","70","70","3039","70","1","1","70","70","0","1","0","200600"
"33099","71","71","0","71","71","109","71","71","0","128","0","10","71","71","10","0","71","0","200000001","71","0","30","0","670060071","0","71","71","71","71","3109","71","1","1","71","71","0","1","0","200600"
"356","1","1","0","1","1","3","1","1","0","2","0","10","1","1","10","0","1","0","200000006","1","0","30","0","670070001","0","1","1","1","1","0","1","1","1","1","1","23","1","0","200700"
"364","2","2","0","2","2","8","2","2","0","3","0","10","2","2","10","0","2","0","200000006","2","0","30","0","670070002","0","2","2","2","2","0","2","1","1","2","2","23","1","0","200700"
"371","3","3","0","3","3","5","3","3","0","5","0","10","3","3","10","0","3","0","200000006","3","0","30","0","670070003","0","3","3","3","3","0","3","1","1","3","3","26","1","0","200700"
"407","4","4","0","4","4","5","4","4","0","5","0","10","4","4","10","0","4","0","200000006","4","0","30","0","670070004","0","4","4","4","4","0","4","1","1","4","4","29","1","0","200700"
"517","5","5","0","5","5","7","5","5","0","7","0","10","5","5","10","0","5","0","200000006","5","0","30","0","670070005","0","5","5","5","5","0","5","1","1","5","5","36","1","0","200700"
"623","6","6","0","6","6","7","6","6","0","8","0","10","6","6","10","0","6","0","200000006","6","0","30","0","670070006","0","6","6","6","6","0","6","1","1","6","6","80","1","0","200700"
"670","7","7","0","7","7","7","7","7","0","8","0","10","7","7","10","0","7","0","200000006","7","0","30","0","670070007","0","7","7","7","7","0","7","1","1","7","7","101","1","0","200700"
"717","8","8","0","8","8","8","8","8","0","9","0","10","8","8","10","0","8","0","200000006","8","0","30","0","670070008","0","8","8","8","8","0","8","1","1","8","8","123","1","0","200700"
"763","9","9","0","9","9","8","9","9","0","9","0","10","9","9","10","0","9","0","200000006","9","0","30","0","670070009","0","9","9","9","9","0","9","1","1","9","9","144","1","0","200700"
"810","10","10","0","10","10","8","10","10","0","9","0","10","10","10","10","0","10","0","200000006","10","0","30","0","670070010","0","10","10","10","10","0","10","1","1","10","10","165","1","0","200700"
"950","11","11","0","11","11","8","11","11","0","9","0","10","11","11","10","0","11","0","200000006","11","0","30","0","670070011","0","11","11","11","11","0","11","1","1","11","11","185","1","0","200700"
"1089","12","12","0","12","12","9","12","12","0","9","0","10","12","12","10","0","12","0","200000006","12","0","30","0","670070012","0","12","12","12","12","0","12","1","1","12","12","204","1","0","200700"
"1229","13","13","0","13","13","12","13","13","0","14","0","10","13","13","10","0","13","0","200000006","13","0","30","0","670070013","0","13","13","13","13","0","13","1","1","13","13","235","1","0","200700"
"1324","14","14","0","14","14","12","14","14","0","14","0","10","14","14","10","0","14","0","200000006","14","0","30","0","670070014","0","14","14","14","14","0","14","1","1","14","14","249","1","0","200700"
"1418","15","15","0","15","15","12","15","15","0","15","0","10","15","15","10","0","15","0","200000006","15","0","30","0","670070015","0","15","15","15","15","0","15","1","1","15","15","262","1","0","200700"
"1513","16","16","0","16","16","13","16","16","0","15","0","10","16","16","10","0","16","0","200000006","16","0","30","0","670070016","0","16","16","16","16","0","16","1","1","16","16","276","1","0","200700"
"1608","17","17","0","17","17","13","17","17","0","15","0","10","17","17","10","0","17","0","200000006","17","0","30","0","670070017","0","17","17","17","17","0","17","1","1","17","17","290","1","0","200700"
"1702","18","18","0","18","18","13","18","18","0","16","0","10","18","18","10","0","18","0","200000006","18","0","30","0","670070018","0","18","18","18","18","0","18","1","1","18","18","303","1","0","200700"
"1797","19","19","0","19","19","13","19","19","0","16","0","10","19","19","10","0","19","0","200000006","19","0","30","0","670070019","0","19","19","19","19","0","19","1","1","19","19","317","1","0","200700"
"1892","20","20","0","20","20","14","20","20","0","16","0","10","20","20","10","0","20","0","200000006","20","0","30","0","670070020","0","20","20","20","20","0","20","1","1","20","20","331","1","0","200700"
"1986","21","21","0","21","21","14","21","21","0","17","0","10","21","21","10","0","21","0","200000006","21","0","30","0","670070021","0","21","21","21","21","0","21","1","1","21","21","344","1","0","200700"
"2081","22","22","0","22","22","14","22","22","0","17","0","10","22","22","10","0","22","0","200000006","22","0","30","0","670070022","0","22","22","22","22","0","22","1","1","22","22","358","1","0","200700"
"2278","23","23","0","23","23","15","23","23","0","19","0","10","23","23","10","0","23","0","200000006","23","0","30","0","670070023","0","23","23","23","23","0","23","1","1","23","23","386","1","0","200700"
"2475","24","24","0","24","24","17","24","24","0","20","0","10","24","24","10","0","24","0","200000006","24","0","30","0","670070024","0","24","24","24","24","0","24","1","1","24","24","415","1","0","200700"
"2672","25","25","0","25","25","18","25","25","0","22","0","10","25","25","10","0","25","0","200000006","25","0","30","0","670070025","0","25","25","25","25","0","25","1","1","25","25","443","1","0","200700"
"2868","26","26","0","26","26","19","26","26","0","23","0","10","26","26","10","0","26","0","200000006","26","0","30","0","670070026","0","26","26","26","26","0","26","1","1","26","26","471","1","0","200700"
"3065","27","27","0","27","27","20","27","27","0","25","0","10","27","27","10","0","27","0","200000006","27","0","30","0","670070027","0","27","27","27","27","0","27","1","1","27","27","499","1","0","200700"
"3262","28","28","0","28","28","22","28","28","0","26","0","10","28","28","10","0","28","0","200000006","28","0","30","0","670070028","0","28","28","28","28","0","28","1","1","28","28","528","1","0","200700"
"3459","29","29","0","29","29","23","29","29","0","28","0","10","29","29","10","0","29","0","200000006","29","0","30","0","670070029","0","29","29","29","29","0","29","1","1","29","29","556","1","0","200700"
"3869","30","30","0","30","30","24","30","30","0","29","0","10","30","30","10","0","30","0","200000006","30","0","30","0","670070030","0","30","30","30","30","0","30","1","1","30","30","603","1","0","200700"
"4280","31","31","0","31","31","25","31","31","0","29","0","10","31","31","10","0","31","0","200000006","31","0","30","0","670070031","0","31","31","31","31","0","31","1","1","31","31","650","1","0","200700"
"4690","32","32","0","32","32","26","32","32","0","30","0","10","32","32","10","0","32","0","200000006","32","0","30","0","670070032","0","32","32","32","32","0","32","1","1","32","32","697","1","0","200700"
"5101","33","33","0","33","33","27","33","33","0","31","0","10","33","33","10","0","33","0","200000006","33","0","30","0","670070033","0","33","33","33","33","0","33","1","1","33","33","744","1","0","200700"
"5511","34","34","0","34","34","28","34","34","0","31","0","10","34","34","10","0","34","0","200000006","34","0","30","0","670070034","0","34","34","34","34","0","34","1","1","34","34","791","1","0","200700"
"5921","35","35","0","35","35","29","35","35","0","32","0","10","35","35","10","0","35","0","200000006","35","0","30","0","670070035","0","35","35","35","35","0","35","1","1","35","35","838","1","0","200700"
"6332","36","36","0","36","36","31","36","36","0","32","0","10","36","36","10","0","36","0","200000006","36","0","30","0","670070036","0","36","36","36","36","0","36","1","1","36","36","885","1","0","200700"
"6742","37","37","0","37","37","32","37","37","0","33","0","10","37","37","10","0","37","0","200000006","37","0","30","0","670070037","0","37","37","37","37","0","37","1","1","37","37","932","1","0","200700"
"7152","38","38","0","38","38","33","38","38","0","34","0","10","38","38","10","0","38","0","200000006","38","0","30","0","670070038","0","38","38","38","38","0","38","1","1","38","38","979","1","0","200700"
"7563","39","39","0","39","39","34","39","39","0","34","0","10","39","39","10","0","39","0","200000006","39","0","30","0","670070039","0","39","39","39","39","0","39","1","1","39","39","1026","1","0","200700"
"7973","40","40","0","40","40","35","40","40","0","35","0","10","40","40","10","0","40","0","200000006","40","0","30","0","670070040","0","40","40","40","40","0","40","1","1","40","40","1073","1","0","200700"
"8384","41","41","0","41","41","36","41","41","0","36","0","10","41","41","10","0","41","0","200000006","41","0","30","0","670070041","0","41","41","41","41","0","41","1","1","41","41","1120","1","0","200700"
"8794","42","42","0","42","42","37","42","42","0","36","0","10","42","42","10","0","42","0","200000006","42","0","30","0","670070042","0","42","42","42","42","0","42","1","1","42","42","1167","1","0","200700"
"9204","43","43","0","43","43","38","43","43","0","37","0","10","43","43","10","0","43","0","200000006","43","0","30","0","670070043","0","43","43","43","43","0","43","1","1","43","43","1214","1","0","200700"
"9993","44","44","0","44","44","40","44","44","0","39","0","10","44","44","10","0","44","0","200000006","44","0","30","0","670070044","0","44","44","44","44","0","44","1","1","44","44","1253","1","0","200700"
"10783","45","45","0","45","45","41","45","45","0","41","0","10","45","45","10","0","45","0","200000006","45","0","30","0","670070045","0","45","45","45","45","0","45","1","1","45","45","1293","1","0","200700"
"11572","46","46","0","46","46","43","46","46","0","43","0","10","46","46","10","0","46","0","200000006","46","0","30","0","670070046","0","46","46","46","46","0","46","1","1","46","46","1332","1","0","200700"
"11572","47","47","0","47","47","43","47","47","0","44","0","10","47","47","10","0","47","0","200000006","47","0","30","0","670070047","0","47","47","47","47","0","47","1","1","47","47","1413","1","0","200700"
"16609","48","48","0","48","48","45","48","48","0","45","0","10","48","48","10","0","48","0","200000006","48","0","30","0","670070048","0","48","48","48","48","0","48","1","1","48","48","2041","1","0","200700"
"17497","49","49","0","49","49","44","49","49","0","44","0","10","49","49","10","0","49","0","200000006","49","0","30","0","670070049","0","49","49","49","49","0","49","1","1","49","49","2119","1","0","200700"
"18106","50","50","0","50","50","45","50","50","0","46","0","10","50","50","10","0","50","0","200000006","50","0","30","0","670070050","0","50","50","50","50","0","50","1","1","50","50","2045","1","0","200700"
"18716","51","51","0","51","51","46","51","51","0","48","0","10","51","51","10","0","51","0","200000006","51","0","30","0","670070051","0","51","51","51","51","0","51","1","1","51","51","2047","1","0","200700"
"19325","52","52","0","52","52","47","52","52","0","49","0","10","52","52","10","0","52","0","200000006","52","0","30","0","670070052","0","52","52","52","52","0","52","1","1","52","52","2049","1","0","200700"
"19934","53","53","0","53","53","48","53","53","0","51","0","10","53","53","10","0","53","0","200000006","53","0","30","0","670070053","0","53","53","53","53","0","53","1","1","53","53","2052","1","0","200700"
"20544","54","54","0","54","54","49","54","54","0","52","0","10","54","54","10","0","54","0","200000006","54","0","30","0","670070054","0","54","54","54","54","0","54","1","1","54","54","2054","1","0","200700"
"21153","55","55","0","55","55","50","55","55","0","54","0","10","55","55","10","0","55","0","200000006","55","0","30","0","670070055","0","55","55","55","55","0","55","1","1","55","55","2056","1","0","200700"
"21762","56","56","0","56","56","51","56","56","0","55","0","10","56","56","10","0","56","0","200000006","56","0","30","0","670070056","0","56","56","56","56","0","56","1","1","56","56","2058","1","0","200700"
"22408","57","57","0","57","57","53","57","57","0","56","0","10","57","57","10","0","57","0","200000006","57","0","30","0","670070057","0","57","57","57","57","0","57","1","1","57","57","2060","1","0","200700"
"23053","58","58","0","58","58","54","58","58","0","57","0","10","58","58","10","0","58","0","200000006","58","0","30","0","670070058","0","58","58","58","58","0","58","1","1","58","58","2062","1","0","200700"
"23737","59","59","0","59","59","55","59","59","0","59","0","10","59","59","10","0","59","0","200000006","59","0","30","0","670070059","0","59","59","59","59","0","59","1","1","59","59","2064","1","0","200700"
"24421","60","60","0","60","60","56","60","60","0","60","0","10","60","60","10","0","60","0","200000006","60","0","30","0","670070060","0","60","60","60","60","0","60","1","1","60","60","2067","1","0","200700"
"25145","61","61","0","61","61","58","61","61","0","62","0","10","61","61","10","0","61","0","200000006","61","0","30","0","670070061","0","61","61","61","61","0","61","1","1","61","61","2069","1","0","200700"
"25485","62","62","0","62","62","59","62","62","0","63","0","10","62","62","10","0","62","0","200000006","62","0","30","0","670070062","0","62","62","62","62","0","62","1","1","62","62","2119","1","0","200700"
"25825","63","63","0","63","63","61","63","63","0","64","0","10","63","63","10","0","63","0","200000006","63","0","30","0","670070063","0","63","63","63","63","0","63","1","1","63","63","2170","1","0","200700"
"26166","64","64","0","64","64","62","64","64","0","65","0","10","64","64","10","0","64","0","200000006","64","0","30","0","670070064","0","64","64","64","64","0","64","1","1","64","64","2220","1","0","200700"
"26506","65","65","0","65","65","63","65","65","0","67","0","10","65","65","10","0","65","0","200000006","65","0","30","0","670070065","0","65","65","65","65","0","65","1","1","65","65","2270","1","0","200700"
"26846","66","66","0","66","66","64","66","66","0","68","0","10","66","66","10","0","66","0","200000006","66","0","30","0","670070066","0","66","66","66","66","0","66","1","1","66","66","2321","1","0","200700"
"27186","67","67","0","67","67","66","67","67","0","69","0","10","67","67","10","0","67","0","200000006","67","0","30","0","670070067","0","67","67","67","67","0","67","1","1","67","67","2371","1","0","200700"
"27526","68","68","0","68","68","67","68","68","0","70","0","10","68","68","10","0","68","0","200000006","68","0","30","0","670070068","0","68","68","68","68","0","68","1","1","68","68","2421","1","0","200700"
"27866","69","69","0","69","69","68","69","69","0","71","0","10","69","69","10","0","69","0","200000006","69","0","30","0","670070069","0","69","69","69","69","0","69","1","1","69","69","2472","1","0","200700"
"28207","70","70","0","70","70","69","70","70","0","72","0","10","70","70","10","0","70","0","200000006","70","0","30","0","670070070","0","70","70","70","70","0","70","1","1","70","70","2522","1","0","200700"
"28547","71","71","0","71","71","71","71","71","0","74","0","10","71","71","10","0","71","0","200000006","71","0","30","0","670070071","0","71","71","71","71","0","71","1","1","71","71","2572","1","0","200700"
"325","1","1","0","1","1","12","1","1","0","4","0","10","1","1","10","0","1","0","200000008","1","0","30","0","670070101","0","1","1","1","1","0","1","1","1","1","1","15","1","0","200701"
"331","2","2","0","2","2","8","2","2","0","6","0","10","2","2","10","0","2","0","200000008","2","0","30","0","670070102","0","2","2","2","2","0","2","1","1","2","2","17","1","0","200701"
"363","3","3","0","3","3","8","3","3","0","6","0","10","3","3","10","0","3","0","200000008","3","0","30","0","670070103","0","3","3","3","3","0","3","1","1","3","3","19","1","0","200701"
"461","4","4","0","4","4","11","4","4","0","9","0","10","4","4","10","0","4","0","200000008","4","0","30","0","670070104","0","4","4","4","4","0","4","1","1","4","4","24","1","0","200701"
"556","5","5","0","5","5","11","5","5","0","10","0","10","5","5","10","0","5","0","200000008","5","0","30","0","670070105","0","5","5","5","5","0","5","1","1","5","5","53","1","0","200701"
"598","6","6","0","6","6","11","6","6","0","10","0","10","6","6","10","0","6","0","200000008","6","0","30","0","670070106","0","6","6","6","6","0","6","1","1","6","6","67","1","0","200701"
"639","7","7","0","7","7","12","7","7","0","11","0","10","7","7","10","0","7","0","200000008","7","0","30","0","670070107","0","7","7","7","7","0","7","1","1","7","7","81","1","0","200701"
"681","8","8","0","8","8","12","8","8","0","11","0","10","8","8","10","0","8","0","200000008","8","0","30","0","670070108","0","8","8","8","8","0","8","1","1","8","8","95","1","0","200701"
"723","9","9","0","9","9","12","9","9","0","11","0","10","9","9","10","0","9","0","200000008","9","0","30","0","670070109","0","9","9","9","9","0","9","1","1","9","9","109","1","0","200701"
"847","10","10","0","10","10","13","10","10","0","12","0","10","10","10","10","0","10","0","200000008","10","0","30","0","670070110","0","10","10","10","10","0","10","1","1","10","10","122","1","0","200701"
"972","11","11","0","11","11","13","11","11","0","12","0","10","11","11","10","0","11","0","200000008","11","0","30","0","670070111","0","11","11","11","11","0","11","1","1","11","11","135","1","0","200701"
"1097","12","12","0","12","12","18","12","12","0","18","0","10","12","12","10","0","12","0","200000008","12","0","30","0","670070112","0","12","12","12","12","0","12","1","1","12","12","155","1","0","200701"
"1181","13","13","0","13","13","19","13","13","0","18","0","10","13","13","10","0","13","0","200000008","13","0","30","0","670070113","0","13","13","13","13","0","13","1","1","13","13","164","1","0","200701"
"1266","14","14","0","14","14","19","14","14","0","18","0","10","14","14","10","0","14","0","200000008","14","0","30","0","670070114","0","14","14","14","14","0","14","1","1","14","14","173","1","0","200701"
"1350","15","15","0","15","15","19","15","15","0","19","0","10","15","15","10","0","15","0","200000008","15","0","30","0","670070115","0","15","15","15","15","0","15","1","1","15","15","182","1","0","200701"
"1435","16","16","0","16","16","20","16","16","0","19","0","10","16","16","10","0","16","0","200000008","16","0","30","0","670070116","0","16","16","16","16","0","16","1","1","16","16","191","1","0","200701"
"1519","17","17","0","17","17","20","17","17","0","20","0","10","17","17","10","0","17","0","200000008","17","0","30","0","670070117","0","17","17","17","17","0","17","1","1","17","17","200","1","0","200701"
"1604","18","18","0","18","18","20","18","18","0","20","0","10","18","18","10","0","18","0","200000008","18","0","30","0","670070118","0","18","18","18","18","0","18","1","1","18","18","209","1","0","200701"
"1688","19","19","0","19","19","21","19","19","0","21","0","10","19","19","10","0","19","0","200000008","19","0","30","0","670070119","0","19","19","19","19","0","19","1","1","19","19","218","1","0","200701"
"1772","20","20","0","20","20","21","20","20","0","21","0","10","20","20","10","0","20","0","200000008","20","0","30","0","670070120","0","20","20","20","20","0","20","1","1","20","20","227","1","0","200701"
"1857","21","21","0","21","21","21","21","21","0","21","0","10","21","21","10","0","21","0","200000008","21","0","30","0","670070121","0","21","21","21","21","0","21","1","1","21","21","236","1","0","200701"
"2033","22","22","0","22","22","23","22","22","0","23","0","10","22","22","10","0","22","0","200000008","22","0","30","0","670070122","0","22","22","22","22","0","22","1","1","22","22","255","1","0","200701"
"2208","23","23","0","23","23","25","23","23","0","25","0","10","23","23","10","0","23","0","200000008","23","0","30","0","670070123","0","23","23","23","23","0","23","1","1","23","23","273","1","0","200701"
"2384","24","24","0","24","24","27","24","24","0","27","0","10","24","24","10","0","24","0","200000008","24","0","30","0","670070124","0","24","24","24","24","0","24","1","1","24","24","292","1","0","200701"
"2560","25","25","0","25","25","29","25","25","0","29","0","10","25","25","10","0","25","0","200000008","25","0","30","0","670070125","0","25","25","25","25","0","25","1","1","25","25","311","1","0","200701"
"2735","26","26","0","26","26","31","26","26","0","31","0","10","26","26","10","0","26","0","200000008","26","0","30","0","670070126","0","26","26","26","26","0","26","1","1","26","26","329","1","0","200701"
"2911","27","27","0","27","27","33","27","27","0","33","0","10","27","27","10","0","27","0","200000008","27","0","30","0","670070127","0","27","27","27","27","0","27","1","1","27","27","348","1","0","200701"
"3087","28","28","0","28","28","35","28","28","0","35","0","10","28","28","10","0","28","0","200000008","28","0","30","0","670070128","0","28","28","28","28","0","28","1","1","28","28","367","1","0","200701"
"3453","29","29","0","29","29","37","29","29","0","36","0","10","29","29","10","0","29","0","200000008","29","0","30","0","670070129","0","29","29","29","29","0","29","1","1","29","29","398","1","0","200701"
"3819","30","30","0","30","30","39","30","30","0","37","0","10","30","30","10","0","30","0","200000008","30","0","30","0","670070130","0","30","30","30","30","0","30","1","1","30","30","429","1","0","200701"
"4185","31","31","0","31","31","40","31","31","0","38","0","10","31","31","10","0","31","0","200000008","31","0","30","0","670070131","0","31","31","31","31","0","31","1","1","31","31","460","1","0","200701"
"4551","32","32","0","32","32","42","32","32","0","38","0","10","32","32","10","0","32","0","200000008","32","0","30","0","670070132","0","32","32","32","32","0","32","1","1","32","32","491","1","0","200701"
"4917","33","33","0","33","33","44","33","33","0","39","0","10","33","33","10","0","33","0","200000008","33","0","30","0","670070133","0","33","33","33","33","0","33","1","1","33","33","522","1","0","200701"
"5284","34","34","0","34","34","45","34","34","0","40","0","10","34","34","10","0","34","0","200000008","34","0","30","0","670070134","0","34","34","34","34","0","34","1","1","34","34","553","1","0","200701"
"5650","35","35","0","35","35","47","35","35","0","41","0","10","35","35","10","0","35","0","200000008","35","0","30","0","670070135","0","35","35","35","35","0","35","1","1","35","35","584","1","0","200701"
"6016","36","36","0","36","36","48","36","36","0","42","0","10","36","36","10","0","36","0","200000008","36","0","30","0","670070136","0","36","36","36","36","0","36","1","1","36","36","615","1","0","200701"
"6382","37","37","0","37","37","50","37","37","0","42","0","10","37","37","10","0","37","0","200000008","37","0","30","0","670070137","0","37","37","37","37","0","37","1","1","37","37","646","1","0","200701"
"6748","38","38","0","38","38","52","38","38","0","43","0","10","38","38","10","0","38","0","200000008","38","0","30","0","670070138","0","38","38","38","38","0","38","1","1","38","38","677","1","0","200701"
"7115","39","39","0","39","39","53","39","39","0","44","0","10","39","39","10","0","39","0","200000008","39","0","30","0","670070139","0","39","39","39","39","0","39","1","1","39","39","708","1","0","200701"
"7481","40","40","0","40","40","55","40","40","0","45","0","10","40","40","10","0","40","0","200000008","40","0","30","0","670070140","0","40","40","40","40","0","40","1","1","40","40","738","1","0","200701"
"7847","41","41","0","41","41","57","41","41","0","46","0","10","41","41","10","0","41","0","200000008","41","0","30","0","670070141","0","41","41","41","41","0","41","1","1","41","41","769","1","0","200701"
"8213","42","42","0","42","42","58","42","42","0","46","0","10","42","42","10","0","42","0","200000008","42","0","30","0","670070142","0","42","42","42","42","0","42","1","1","42","42","800","1","0","200701"
"8917","43","43","0","43","43","61","43","43","0","49","0","10","43","43","10","0","43","0","200000008","43","0","30","0","670070143","0","43","43","43","43","0","43","1","1","43","43","826","1","0","200701"
"9622","44","44","0","44","44","63","44","44","0","52","0","10","44","44","10","0","44","0","200000008","44","0","30","0","670070144","0","44","44","44","44","0","44","1","1","44","44","852","1","0","200701"
"10326","45","45","0","45","45","66","45","45","0","54","0","10","45","45","10","0","45","0","200000008","45","0","30","0","670070145","0","45","45","45","45","0","45","1","1","45","45","878","1","0","200701"
"10326","46","46","0","46","46","66","46","46","0","55","0","10","46","46","10","0","46","0","200000008","46","0","30","0","670070146","0","46","46","46","46","0","46","1","1","46","46","932","1","0","200701"
"10326","47","47","0","47","47","66","47","47","0","56","0","10","47","47","10","0","47","0","200000008","47","0","30","0","670070147","0","47","47","47","47","0","47","1","1","47","47","989","1","0","200701"
"14821","48","48","0","48","48","69","48","48","0","58","0","10","48","48","10","0","48","0","200000008","48","0","30","0","670070148","0","48","48","48","48","0","48","1","1","48","48","1428","1","0","200701"
"15613","49","49","0","49","49","67","49","49","0","56","0","10","49","49","10","0","49","0","200000008","49","0","30","0","670070149","0","49","49","49","49","0","49","1","1","49","49","1483","1","0","200701"
"16157","50","50","0","50","50","69","50","50","0","59","0","10","50","50","10","0","50","0","200000008","50","0","30","0","670070150","0","50","50","50","50","0","50","1","1","50","50","1431","1","0","200701"
"16700","51","51","0","51","51","70","51","51","0","61","0","10","51","51","10","0","51","0","200000008","51","0","30","0","670070151","0","51","51","51","51","0","51","1","1","51","51","1433","1","0","200701"
"17244","52","52","0","52","52","72","52","52","0","63","0","10","52","52","10","0","52","0","200000008","52","0","30","0","670070152","0","52","52","52","52","0","52","1","1","52","52","1434","1","0","200701"
"17788","53","53","0","53","53","74","53","53","0","65","0","10","53","53","10","0","53","0","200000008","53","0","30","0","670070153","0","53","53","53","53","0","53","1","1","53","53","1436","1","0","200701"
"18332","54","54","0","54","54","76","54","54","0","67","0","10","54","54","10","0","54","0","200000008","54","0","30","0","670070154","0","54","54","54","54","0","54","1","1","54","54","1437","1","0","200701"
"18875","55","55","0","55","55","77","55","55","0","69","0","10","55","55","10","0","55","0","200000008","55","0","30","0","670070155","0","55","55","55","55","0","55","1","1","55","55","1439","1","0","200701"
"19419","56","56","0","56","56","79","56","56","0","70","0","10","56","56","10","0","56","0","200000008","56","0","30","0","670070156","0","56","56","56","56","0","56","1","1","56","56","1440","1","0","200701"
"19995","57","57","0","57","57","81","57","57","0","72","0","10","57","57","10","0","57","0","200000008","57","0","30","0","670070157","0","57","57","57","57","0","57","1","1","57","57","1442","1","0","200701"
"20571","58","58","0","58","58","83","58","58","0","73","0","10","58","58","10","0","58","0","200000008","58","0","30","0","670070158","0","58","58","58","58","0","58","1","1","58","58","1443","1","0","200701"
"21181","59","59","0","59","59","84","59","59","0","75","0","10","59","59","10","0","59","0","200000008","59","0","30","0","670070159","0","59","59","59","59","0","59","1","1","59","59","1445","1","0","200701"
"21791","60","60","0","60","60","86","60","60","0","76","0","10","60","60","10","0","60","0","200000008","60","0","30","0","670070160","0","60","60","60","60","0","60","1","1","60","60","1446","1","0","200701"
"22438","61","61","0","61","61","88","61","61","0","79","0","10","61","61","10","0","61","0","200000008","61","0","30","0","670070161","0","61","61","61","61","0","61","1","1","61","61","1448","1","0","200701"
"22976","62","62","0","62","62","90","62","62","0","81","0","10","62","62","10","0","62","0","200000008","62","0","30","0","670070162","0","62","62","62","62","0","62","1","1","62","62","1524","1","0","200701"
"23514","63","63","0","63","63","92","63","63","0","83","0","10","63","63","10","0","63","0","200000008","63","0","30","0","670070163","0","63","63","63","63","0","63","1","1","63","63","1600","1","0","200701"
