8dc541d17c84051701b3f7841243f1af67188af3d3cfbf8ec41fa25190edabe9,8ab2545fe3690b2f54141f99057a135ef0d19e26c6ea4d9579799b45022f569a,b240e596788f1d7d79d868d0845d8e7e6ba572dac5168587a9a0a43e8f3a99b9,a4f5eac57d192742459e20096ed59c12b3b5e95fe471fdd2f5ebd04ac319b07e,abf8eaaa907e8f261126e42d85727bdf994b28e5ca140aeed9df969882470718,fbdfd19544053eddbef764d41de4932d5afe28aa67521e570503d10517cd63cb,ef5c230d8fb4315b9b886b63397a00d67f1871456aae4101eaa7c4d666c108c0,77947b5329b51a0857d2b40f5ae15cbc85938537badf8e1c14a6d945330e43e3,bcd524e601353d048a394747d1d576bd2dd61ad6d719993ebbb0c4da411c0f67,9c7bbe5c673de609ed469efe3acf37536df1a91f5878fc861309cae8891f0a19,0b8f6f2655e1b436c2e74559cc7bc7f26506b03c4dc93d6ce7e64b4ad41b9c95
"0.2","0","lsv_look_idle_normal","","0","1009804","3","lsv_choice","1","100411","1009804058"
"","","","","","1009804","93","0","","0.1","1009804059"
"0.2","-235","0.33","","","1009804","2","-452","2","102011","1009804060"
"0.2","-220","0.33","","","1009804","2","420","2","103611","1009804061"
"0.2","-250","0.33","","","1009804","2","545","2","100411","1009804062"
"","1","","","0.2","1009804","22","0","","0","1009804063"
"","0","","","","1009804","103","1009804067","","米粒に絵を描きたい。","1009804064"
"","0","","","","1009804","103","1009804091","","おっきなオモチャを作りたい。","1009804065"
"","0","","","","1009804","103","1009804114","","ぬいぐるみを作りたい。","1009804066"
"0.2","0","lsv_idle_normal","","0","1009804","3","lsv_choice","1","102011","1009804067"
"0.2","0","lsv_idle_normal","","0","1009804","3","lsv_choice","1","103611","1009804068"
"0.2","0","lsv_idle_normal","","0","1009804","3","lsv_choice","1","100411","1009804069"
"","","","","","1009804","93","0","","0.1","1009804070"
"0.2","-235","0.33","","","1009804","2","-200","2","102011","1009804071"
"0.2","-220","0.33","","","1009804","2","100","2","103611","1009804072"
"0.2","-250","0.33","","","1009804","2","270","2","100411","1009804073"
"","","","","","1009804","93","0","","0.7","1009804074"
"","1","","","0.2","1009804","3","lsv_talk_surprise_R2","","102011","1009804075"
"","0","0","","","1009804","21","vo_lsv_0427","","vo_lsv","1009804076"
"0","10","1","0","0","1009804","11","ええっ、そんなにちっちゃく？\nおにいちゃん、すっご～い！","1","102011","1009804077"
"","","","","","1009804","91","","","0","1009804078"
"","1","","","0.2","1009804","3","lsv_idle_normal_joyR","","102011","1009804079"
"0.2","0","lsv_talk_arm_crossed_loop_joy","","0","1009804","3","lsv_talk_arm_crossed_joy","1","103611","1009804080"
"","0","0","","","1009804","21","vo_lsv_0428","","vo_lsv","1009804081"
"0","10","1","0","0","1009804","11","かなりの手先の器用さと\n集中力を求められますね…\nまさに職人技です。","1","103611","1009804082"
"","","","","","1009804","91","","","0","1009804083"
"","1","","","0.2","1009804","3","lsv_idle_arm_crossed","","103611","1009804084"
"","1","","","0.2","1009804","3","lsv_talk_bitter","","100411","1009804085"
"","0","0","","","1009804","21","vo_lsv_0429","","vo_lsv","1009804086"
"0","10","1","0","0","1009804","11","考えただけでミソギには\n難しそうだな～\n…だから応援だけにするねっ♪","1","100411","1009804087"
"","","","","","1009804","91","","","0","1009804088"
"","1","","","0.2","1009804","3","lsv_idle_bitter","","100411","1009804089"
"","","","","","1009804","101","","","1009804137","1009804090"
"0.2","0","lsv_idle_normal","","0","1009804","3","lsv_choice","1","102011","1009804091"
"0.2","0","lsv_idle_normal","","0","1009804","3","lsv_choice","1","103611","1009804092"
"0.2","0","lsv_idle_normal","","0","1009804","3","lsv_choice","1","100411","1009804093"
"","","","","","1009804","93","0","","0.1","1009804094"
"0.2","-235","0.33","","","1009804","2","-200","2","102011","1009804095"
"0.2","-220","0.33","","","1009804","2","100","2","103611","1009804096"
"0.2","-250","0.33","","","1009804","2","270","2","100411","1009804097"
"","","","","","1009804","93","0","","0.7","1009804098"
"0.2","0","lsv_exactly_joy_loop","","0","1009804","3","lsv_exactly_joy_in","1","100411","1009804099"
"","0","0","","","1009804","21","vo_lsv_0430","","vo_lsv","1009804100"
"0","10","1","0","0","1009804","11","それ、いいっ！　いいよ！\nにいちゃん、わかってるー！\nそういうのロマンだよね！","1","100411","1009804101"
"","","","","","1009804","91","","","0","1009804102"
"","1","","","0.2","1009804","3","lsv_idle_wish_joy","","100411","1009804103"
"","1","","","0.2","1009804","3","lsv_talk_thinking_anger","","103611","1009804104"
"","0","0","","","1009804","21","vo_lsv_0431","","vo_lsv","1009804105"
"0","10","1","0","0","1009804","11","ミソギ、好きそうだよね。\n…でも、どれくらい\n大きいのかな？","1","103611","1009804106"
"","","","","","1009804","91","","","0","1009804107"
"","1","","","0.2","1009804","3","lsv_idle_thinking_anger","","103611","1009804108"
"","1","","","0.2","1009804","3","lsv_talk_memory_dere2","","102011","1009804109"
"","0","0","","","1009804","21","vo_lsv_0432","","vo_lsv","1009804110"
"0","10","1","0","0","1009804","11","う～ん…\nお城よりおっきいかも！\nかっこいいね～♪","1","102011","1009804111"
"","","","","","1009804","91","","","0","1009804112"
"","","","","","1009804","101","","","1009804137","1009804113"
"0.2","0","lsv_idle_normal","","0","1009804","3","lsv_choice","1","102011","1009804114"
"0.2","0","lsv_idle_normal","","0","1009804","3","lsv_choice","1","103611","1009804115"
"0.2","0","lsv_idle_normal","","0","1009804","3","lsv_choice","1","100411","1009804116"
"","","","","","1009804","93","0","","0.1","1009804117"
"0.2","-235","0.33","","","1009804","2","-200","2","102011","1009804118"
"0.2","-220","0.33","","","1009804","2","100","2","103611","1009804119"
"0.2","-250","0.33","","","1009804","2","270","2","100411","1009804120"
"","","","","","1009804","93","0","","0.7","1009804121"
"0.2","0","lsv_talk_arm_crossed_loop_joy","","0","1009804","3","lsv_talk_arm_crossed_joy","1","103611","1009804122"
"","0","0","","","1009804","21","vo_lsv_0433","","vo_lsv","1009804123"
"0","10","1","0","0","1009804","11","……\nいい着眼点ですね。","1","103611","1009804124"
"","","","","","1009804","91","","","0","1009804125"
"","1","","","0.2","1009804","3","lsv_idle_arm_crossed_joy","","103611","1009804126"
"0.2","0","lsv_talk_surprise","","0","1009804","3","lsv_surprise","1","100411","1009804127"
"","0","0","","","1009804","21","vo_lsv_0434","","vo_lsv","1009804128"
"0","10","1","0","0","1009804","11","なんか、すごい納得してる！？\nま、ぬいぐるみがいいのは\nなんとなくわかるけどねー","1","100411","1009804129"
"","","","","","1009804","91","","","0","1009804130"
"","1","","","0.2","1009804","3","lsv_idle_surprise","","100411","1009804131"
"","1","","","0.2","1009804","3","lsv_talk_joy3","","102011","1009804132"
"","0","0","","","1009804","21","vo_lsv_0435","","vo_lsv","1009804133"
"0","10","1","0","0","1009804","11","じゃあ、今からみんなで\n作ってみようよ～\nとってもかわいいぬいぐるみ♪","1","102011","1009804134"
"","","","","","1009804","91","","","0","1009804135"
"","","","","","1009804","101","","","1009804137","1009804136"
"","","","","","1009804","91","","","0","1009804137"
"","","","","","1009804","102","","","","1009804138"
"","","","","","1009804","22","0.2","","0","1009804139"
"","","","","","1009804","93","","","0.2","1009804140"
"0","1","0","0","0","1009804","12","8","0","102011","1009804141"
"","1","","","0.2","1009804","3","lsv_talk_guts2_joy_loop","","102011","1009804142"
"","","","","","1009804","93","0","","3","1009804143"
"","1","","","0.2","1009804","3","lsv_idle_normal_joyR","","102011","1009804144"
"0","1","0","0","0","1009804","12","7","0","103611","1009804145"
"","1","","","0.2","1009804","3","lsv_talk_surprise_kira","","103611","1009804146"
"","","","","","1009804","93","0","","3","1009804147"
"","1","","","0.2","1009804","3","lsv_idle_joy","","103611","1009804148"
"0","1","0","0","0","1009804","12","2","0","100411","1009804149"
"0.2","0","lsv_talk_cool_bitter_loop","","0","1009804","3","lsv_talk_cool_bitter","1","100411","1009804150"
"","","","","","1009804","93","0","","3","1009804151"
"","1","","","0.2","1009804","3","lsv_idle_cool","","100411","1009804152"
"","","","","","1009804","101","","","1009804141","1009804153"
"0","1","1","","1","1009804","6","1","0","333","1009804154"
"","","","","","1009804","4","1","","102011","1009804155"
"","1","","","0.2","1009804","3","lsv_run","","102011","1009804156"
"","-235","0.8","","","1009804","2","-750","0","102011","1009804157"
"","","","","","1009804","4","0","","103611","1009804158"
"","1","","","0.2","1009804","3","lsv_run","","103611","1009804159"
"","-220","0.8","","","1009804","2","750","0","103611","1009804160"
"","","","","","1009804","4","0","","100411","1009804161"
"","1","","","0.2","1009804","3","lsv_run","","100411","1009804162"
"","-250","0.8","","","1009804","2","850","0","100411","1009804163"
"","","","","","1009804","93","","","0.6","1009804164"
"0","1","1","","0.2","1009804","6","1","0","102011","1009804165"
"0","1","1","","0.2","1009804","6","1","0","103611","1009804166"
"0","1","1","","0.2","1009804","6","1","0","100411","1009804167"
"","","","","","1009804","91","","","0","1009804168"
"0","102","-650","lsv_idle_normal","1.95","1009805","1","100411","-235","1","1009805001"
"1","100","650","lsv_idle_normal","1.95","1009805","1","102011","-220","1","1009805002"
"1","101","750","lsv_idle_normal","1.95","1009805","1","103611","-250","1","1009805003"
"0","0","0","lsv_white_loop","1","1009805","5","333","0","1","1009805004"
"0","1","1","","0","1009805","6","1","0","333","1009805005"
"0","1","1","","0","1009805","6","1","0","100411","1009805006"
"0","1","1","","0","1009805","6","1","0","102011","1009805007"
"0","1","1","","0","1009805","6","1","0","103611","1009805008"
"","","","","","1009805","93","0","","1","1009805009"
"0","1","1","","0.8","1009805","6","1","0.4","333","1009805010"
"","1","","","0.2","1009805","3","lsv_run","","100411","1009805011"
"","-235","1","","","1009805","2","-200","0","100411","1009805012"
"0","1","1","","0.4","1009805","6","1","1","100411","1009805013"
"","1","","","0.2","1009805","3","lsv_walk_surprise","","102011","1009805014"
"","-220","2","","","1009805","2","100","0","102011","1009805015"
"0","1","1","","0.4","1009805","6","1","1","102011","1009805016"
"","1","","","0.2","1009805","3","lsv_walk_surprise","","103611","1009805017"
"","-250","2","","","1009805","2","270","0","103611","1009805018"
"0","1","1","","0.4","1009805","6","1","1","103611","1009805019"
"","","","","","1009805","93","0","","1","1009805020"
"","1","","","0.2","1009805","3","lsv_idle_joy_normal","","100411","1009805021"
"","","","","","1009805","93","0","","1","1009805022"
"","1","","","0.2","1009805","3","lsv_idle_normal","","102011","1009805023"
"","1","","","0.2","1009805","3","lsv_idle_normal","","103611","1009805024"
"","","","","","1009805","93","0","","0.6","1009805025"
"0.2","0","lsv_talk_guts1_loop","","0","1009805","3","lsv_talk_guts1","1","100411","1009805026"
"","0","0","","","1009805","21","vo_lsv_0521","","vo_lsv","1009805027"
"0","10","1","0","0","1009805","11","罠をしかけた結果はっぴょー！\n結果は～…？","1","100411","1009805028"
"","","","","","1009805","91","","","0","1009805029"
"","1","","","0.2","1009805","3","lsv_talk_anger_dead","","100411","1009805030"
"","0","0","","","1009805","21","vo_lsv_0522","","vo_lsv","1009805031"
"0","10","1","0","0","1009805","11","一匹も\n捕まえられませんでした！\nがっくし！","1","100411","1009805032"
"","","","","","1009805","91","","","0","1009805033"
"","1","","","0.2","1009805","3","lsv_idle_anger1","","100411","1009805034"
"","1","","","0.2","1009805","3","lsv_talk_normal_sad","","102011","1009805035"
"","0","0","","","1009805","21","vo_lsv_0523","","vo_lsv","1009805036"
"0","10","1","0","0","1009805","11","残念だったね～\nやっぱり罠が少なかったの\nかなぁ？","1","102011","1009805037"
"","","","","","1009805","91","","","0","1009805038"
"","1","","","0.2","1009805","3","lsv_idle_normal","","102011","1009805039"
"","1","","","0.2","1009805","3","lsv_talk_joy1_sad","","103611","1009805040"
"","0","0","","","1009805","21","vo_lsv_0524","","vo_lsv","1009805041"
"0","10","1","0","0","1009805","11","というか、カブトムシを\n捕まえたら\n何をするつもりだったの？","1","103611","1009805042"
"","","","","","1009805","91","","","0","1009805043"
"","1","","","0.2","1009805","3","lsv_idle_normal","","103611","1009805044"
"0.2","0","lsv_talk_arm_crossed_loop_anger","","0","1009805","3","lsv_talk_arm_crossed_anger","1","100411","1009805045"
"","0","0","","","1009805","21","vo_lsv_0525","","vo_lsv","1009805046"
"0","10","1","0","0","1009805","11","ふっふっふ…！\nそれはもちろん！\n…考えてなかったなー","1","100411","1009805047"
"","","","","","1009805","91","","","0","1009805048"
"","1","","","0.2","1009805","3","lsv_idle_arm_crossed_anger","","100411","1009805049"
"","1","","","0.2","1009805","3","lsv_idle_bitter","","102011","1009805050"
"","1","","","0.2","1009805","3","lsv_talk_tsun_sad","","103611","1009805051"
"","0","0","","","1009805","21","vo_lsv_0526","","vo_lsv","1009805052"
"0","10","1","0","0","1009805","11","ええっ？\n一応、自由研究だって\nいうから付き合ったのに…！","1","103611","1009805053"
"","","","","","1009805","91","","","0","1009805054"
"","1","","","0.2","1009805","3","lsv_idle_wish_sad","","103611","1009805055"
"","1","","","0.2","1009805","3","lsv_talk_cool_bitter_loop","","100411","1009805056"
"","0","0","","","1009805","21","vo_lsv_0527","","vo_lsv","1009805057"
"0","10","1","0","0","1009805","11","あ、あはははー\n…ちなみに、にいちゃんなら\nどんなことをしたい？","1","100411","1009805058"
"","","","","","1009805","91","","","0","1009805059"
"","1","","","0.2","1009805","3","lsv_idle_cool","","100411","1009805060"
"0.2","0","lsv_look_idle_normal","","0","1009805","3","lsv_choice","1","100411","1009805061"
"0.2","0","lsv_look_idle_normal","","0","1009805","3","lsv_choice","1","102011","1009805062"
"0.2","0","lsv_look_idle_normal","","0","1009805","3","lsv_choice","1","103611","1009805063"
"","","","","","1009805","93","0","","0.1","1009805064"
"0.2","-235","0.33","","","1009805","2","-452","2","100411","1009805065"
"0.2","-220","0.33","","","1009805","2","420","2","102011","1009805066"
"0.2","-250","0.33","","","1009805","2","545","2","103611","1009805067"
"","1","","","0.2","1009805","22","0","","0","1009805068"
"","0","","","","1009805","103","1009805072","","カブトムシバトル！","1009805069"
"","0","","","","1009805","103","1009805103","","観察日記を書く。","1009805070"
"","0","","","","1009805","103","1009805127","","捕まえることがロマン。","1009805071"
"0.2","0","lsv_idle_normal","","0","1009805","3","lsv_choice","1","100411","1009805072"
"0.2","0","lsv_idle_normal","","0","1009805","3","lsv_choice","1","102011","1009805073"
"0.2","0","lsv_idle_normal","","0","1009805","3","lsv_choice","1","103611","1009805074"
"","","","","","1009805","93","0","","0.1","1009805075"
"0.2","-235","0.33","","","1009805","2","-200","2","100411","1009805076"
"0.2","-220","0.33","","","1009805","2","100","2","102011","1009805077"
"0.2","-250","0.33","","","1009805","2","270","2","103611","1009805078"
"","","","","","1009805","93","0","","0.7","1009805079"
"0.2","0","lsv_exactly_joy_loop","","0","1009805","3","lsv_exactly_joy_in","1","100411","1009805080"
"","1","","","0.2","1009805","3","lsv_idle_normal","","103611","1009805081"
"","0","0","","","1009805","21","vo_lsv_0528","","vo_lsv","1009805082"
"0","10","1","0","0","1009805","11","カブトムシといえば\nそれだよね！","1","100411","1009805083"
"","","","","","1009805","91","","","0","1009805084"
"","1","","","0.2","1009805","3","lsv_idle_joy","","100411","1009805085"
"","1","","","0.2","1009805","3","lsv_talk_thinking_anger","","103611","1009805086"
"","0","0","","","1009805","21","vo_lsv_0529","","vo_lsv","1009805087"
"0","10","1","0","0","1009805","11","うーん…カブトムシの\n強さを調べるとかなら\n自由研究になりそう…かも？","1","103611","1009805088"
"","","","","","1009805","91","","","0","1009805089"
"","1","","","0.2","1009805","3","lsv_idle_sad_normal","","103611","1009805090"
"","1","","","0.2","1009805","3","lsv_talk_joy1_normal","","102011","1009805091"
"","0","0","","","1009805","21","vo_lsv_0530","","vo_lsv","1009805092"
"0","10","1","0","0","1009805","11","でも、あんまり\n無茶なバトルはさせちゃ\nダメだよ？　ミミと約束ねっ。","1","102011","1009805093"
"","","","","","1009805","91","","","0","1009805094"
"","1","","","0.2","1009805","3","lsv_idle_normal_joyR","","102011","1009805095"
"0.2","0","lsv_idle_normal","","0","1009805","3","lsv_handsup_joy2","1","103611","1009805096"
"0.2","0","lsv_idle_joy","","0","1009805","3","lsv_handsup_joy","1","100411","1009805097"
"","0","0","","","1009805","21","vo_lsv_0531","","vo_lsv","1009805098"
"0","10","1","0","0","1009805","11","はーい！","1","103611","1009805099"
"0","10","1","0","0","1009805","11","はーい！","1","100411","1009805100"
"","","","","","1009805","91","","","0","1009805101"
"","","","","","1009805","101","","","1009805152","1009805102"
"0.2","0","lsv_idle_normal","","0","1009805","3","lsv_choice","1","100411","1009805103"
"0.2","0","lsv_idle_normal","","0","1009805","3","lsv_choice","1","102011","1009805104"
"0.2","0","lsv_idle_normal","","0","1009805","3","lsv_choice","1","103611","1009805105"
"","","","","","1009805","93","0","","0.1","1009805106"
"0.2","-235","0.33","","","1009805","2","-200","2","100411","1009805107"
"0.2","-220","0.33","","","1009805","2","100","2","102011","1009805108"
"0.2","-250","0.33","","","1009805","2","270","2","103611","1009805109"
"","","","","","1009805","93","0","","0.7","1009805110"
"0.2","0","lsv_talk_arm_crossed_loop_joy","","0","1009805","3","lsv_talk_arm_crossed_joy","1","103611","1009805111"
"","0","0","","","1009805","21","vo_lsv_0532","","vo_lsv","1009805112"
"0","10","1","0","0","1009805","11","それならわかります。\nきちんとした観察をすれば\n自然とお勉強になりますし。","1","103611","1009805113"
"","","","","","1009805","91","","","0","1009805114"
"","1","","","0.2","1009805","3","lsv_idle_arm_crossed_joy","","103611","1009805115"
"","1","","","0.2","1009805","3","lsv_talk_joy3_blink","","102011","1009805116"
"","0","0","","","1009805","21","vo_lsv_0533","","vo_lsv","1009805117"
"0","10","1","0","0","1009805","11","観察だったら\n海でもやったよね。\n楽しかったな～♪","1","102011","1009805118"
"","","","","","1009805","91","","","0","1009805119"
"","1","","","0.2","1009805","3","lsv_idle_normal_joyR","","102011","1009805120"
"0.2","0","lsv_talk_guts2_anger_loop","","0","1009805","3","lsv_talk_guts2_anger","1","100411","1009805121"
"","0","0","","","1009805","21","vo_lsv_0534","","vo_lsv","1009805122"
"0","10","1","0","0","1009805","11","そっか、あれならできそう！\nよーし、観察日記書くぞー！\n目指せっ、全カブトムシ制覇！","1","100411","1009805123"
"","","","","","1009805","91","","","0","1009805124"
"","1","","","0.2","1009805","3","lsv_idle_guts2_joy","","100411","1009805125"
"","","","","","1009805","101","","","1009805152","1009805126"
"0.2","0","lsv_idle_normal","","0","1009805","3","lsv_choice","1","100411","1009805127"
"0.2","0","lsv_idle_normal","","0","1009805","3","lsv_choice","1","102011","1009805128"
"0.2","0","lsv_idle_normal","","0","1009805","3","lsv_choice","1","103611","1009805129"
"","","","","","1009805","93","0","","0.1","1009805130"
"0.2","-235","0.33","","","1009805","2","-200","2","100411","1009805131"
"0.2","-220","0.33","","","1009805","2","100","2","102011","1009805132"
"0.2","-250","0.33","","","1009805","2","270","2","103611","1009805133"
"","","","","","1009805","93","0","","0.7","1009805134"
"","1","","","0.2","1009805","3","lsv_talk_surprise","","102011","1009805135"
"","1","","","0.2","1009805","3","lsv_idle_normal","","103611","1009805136"
"","0","0","","","1009805","21","vo_lsv_0535","","vo_lsv","1009805137"
"0","10","1","0","0","1009805","11","捕まえるのがいいんだ～\nミソギちゃんもそうなの？","1","102011","1009805138"
"","","","","","1009805","91","","","0","1009805139"
"","1","","","0.2","1009805","3","lsv_idle_surprise","","102011","1009805140"
"0.2","0","lsv_talk_arm_crossed_loop_anger","","0","1009805","3","lsv_talk_arm_crossed_anger","1","100411","1009805141"
"","0","0","","","1009805","21","vo_lsv_0536","","vo_lsv","1009805142"
"0","10","1","0","0","1009805","11","…ふっ、やるね。\nそれでこそ、\nミソギのにいちゃんだよ。","1","100411","1009805143"
"","","","","","1009805","91","","","0","1009805144"
"","1","","","0.2","1009805","3","lsv_idle_arm_crossed_anger","","100411","1009805145"
"","1","","","0.2","1009805","3","lsv_talk_thinking_anger","","103611","1009805146"
"","0","0","","","1009805","21","vo_lsv_0537","","vo_lsv","1009805147"
"0","10","1","0","0","1009805","11","なんだか通じ合ってる…！\n…ロマンも自由研究の\nテーマになるのかな？","1","103611","1009805148"
"","","","","","1009805","91","","","0","1009805149"
"","1","","","0.2","1009805","3","lsv_idle_thinking_anger","","103611","1009805150"
"","","","","","1009805","101","","","1009805152","1009805151"
"","","","","","1009805","91","","","0","1009805152"
"","","","","","1009805","102","","","","1009805153"
"","","","","","1009805","22","0.2","","0","1009805154"
"","","","","","1009805","93","","","0.2","1009805155"
"0","1","0","0","0","1009805","12","7","0","100411","1009805156"
"0.2","0","lsv_surprise3_kira_loop","","0","1009805","3","lsv_surprise3_kira","1","100411","1009805157"
"","","","","","1009805","93","0","","3","1009805158"
"","1","","","0.2","1009805","3","lsv_idle_cool","","100411","1009805159"
"0","1","0","0","0","1009805","12","11","0","103611","1009805160"
"0.2","0","lsv_talk_guts1_loop","","0","1009805","3","lsv_talk_guts1","1","103611","1009805161"
"","","","","","1009805","93","0","","3","1009805162"
"","1","","","0.2","1009805","3","lsv_idle_joy","","103611","1009805163"
"0","1","0","0","0","1009805","12","5","0","102011","1009805164"
"","1","","","0.2","1009805","3","lsv_talk_wish_surprise","","102011","1009805165"
"","","","","","1009805","93","0","","3","1009805166"
"","1","","","0.2","1009805","3","lsv_idle_normal_joyR","","102011","1009805167"
"","","","","","1009805","101","","","1009805156","1009805168"
"0","1","1","","1","1009805","6","1","0","333","1009805169"
"","","","","","1009805","4","1","","100411","1009805170"
"","1","","","0.2","1009805","3","lsv_run","","100411","1009805171"
"","-235","0.8","","","1009805","2","-750","0","100411","1009805172"
"","","","","","1009805","4","0","","102011","1009805173"
"","1","","","0.2","1009805","3","lsv_run","","102011","1009805174"
"","-220","0.8","","","1009805","2","750","0","102011","1009805175"
"","","","","","1009805","4","0","","103611","1009805176"
"","1","","","0.2","1009805","3","lsv_run","","103611","1009805177"
"","-250","0.8","","","1009805","2","850","0","103611","1009805178"
"","","","","","1009805","93","","","0.6","1009805179"
"0","1","1","","0.2","1009805","6","1","0","100411","1009805180"
"0","1","1","","0.2","1009805","6","1","0","102011","1009805181"
"0","1","1","","0.2","1009805","6","1","0","103611","1009805182"
"","","","","","1009805","91","","","0","1009805183"
"0","102","-200","lsv_idle_normal","1.95","1009806","1","122711","-495","1","1009806001"
"1","100","100","lsv_idle_normal","1.95","1009806","1","122911","-480","1","1009806002"
"1","101","270","lsv_idle_normal","1.95","1009806","1","122811","-510","1","1009806003"
"0","0","0","lsv_white_loop","1","1009806","5","333","0","1","1009806004"
"0","1","1","","0","1009806","6","1","0","333","1009806005"
"0","1","1","","0","1009806","6","1","0","122711","1009806006"
"0","1","1","","0","1009806","6","1","0","122911","1009806007"
"0","1","1","","0","1009806","6","1","0","122811","1009806008"
"","","","","","1009806","93","0","","1","1009806009"
"0","1","1","","0.8","1009806","6","1","0.4","333","1009806010"
"0.2","0","lsv_idle_normal","","0.2","1009806","3","lsv_jump2","1","122711","1009806011"
"0.2","0","lsv_idle_normal","","0.2","1009806","3","lsv_jump2","1","122911","1009806012"
"0.2","0","lsv_idle_normal","","0.2","1009806","3","lsv_jump2","1","122811","1009806013"
"","","","","","1009806","93","","","0.3","1009806014"
"","-235","0.75","","","1009806","2","-200","0","122711","1009806015"
"","-220","0.75","","","1009806","2","100","0","122911","1009806016"
"","-250","0.75","","","1009806","2","270","0","122811","1009806017"
"0","1","1","","0.4","1009806","6","1","1","122711","1009806018"
"0","1","1","","0.4","1009806","6","1","1","122911","1009806019"
"0","1","1","","0.4","1009806","6","1","1","122811","1009806020"
"0","0.2","0","","0","1009806","12","6","","122711","1009806021"
"0","0.2","0","","0","1009806","12","6","","122911","1009806022"
"0","0.2","0","","0","1009806","12","6","","122811","1009806023"
"","","","","","1009806","93","0","","2","1009806024"
"","1","","","0.2","1009806","3","lsv_talk_normal","","122711","1009806025"
"","0","0","","","1009806","21","vo_lsv_0621","","vo_lsv","1009806026"
"0","10","1","0","0","1009806","11","海もよかったけど、\nプールはプールで楽しいよね。","1","122711","1009806027"
"","","","","","1009806","91","","","0","1009806028"
"","1","","","0.2","1009806","3","lsv_idle_normal","","122711","1009806029"
"0.2","0","lsv_idle_normal","","0","1009806","3","lsv_agree1","1","122811","1009806030"
"0.2","0","lsv_idle_normal_joyR","","0","1009806","3","lsv_agree2","1","122911","1009806031"
"","0","0","","","1009806","21","vo_lsv_0622","","vo_lsv","1009806032"
"0","10","1","0","0","1009806","11","ねー♪","1","122811","1009806033"
"0","10","1","0","0","1009806","11","ねー♪","1","122911","1009806034"
"","","","","","1009806","91","","","0","1009806035"
"0.2","0","lsv_talk_arm_crossed_loop_joy","","0","1009806","3","lsv_talk_arm_crossed_joy","1","122711","1009806036"
"","0","0","","","1009806","21","vo_lsv_0623","","vo_lsv","1009806037"
"0","10","1","0","0","1009806","11","危険はないし、\n涼しくなれたし。\nあれくらいがちょうどいいよ。","1","122711","1009806038"
"","","","","","1009806","91","","","0","1009806039"
"","1","","","0.2","1009806","3","lsv_idle_arm_crossed_joy","","122711","1009806040"
"","1","","","0.2","1009806","3","lsv_talk_wish_joy","","122911","1009806041"
"","0","0","","","1009806","21","vo_lsv_0624","","vo_lsv","1009806042"
"0","10","1","0","0","1009806","11","キョウカちゃん、\nプールが大好きなんだね～♪","1","122911","1009806043"
"","","","","","1009806","91","","","0","1009806044"
"","1","","","0.2","1009806","3","lsv_idle_wish_joy","","122911","1009806045"
"0.2","0","lsv_talk_cool_normal2_loop","","0","1009806","3","lsv_talk_cool_normal2","1","122811","1009806046"
"","0","0","","","1009806","21","vo_lsv_0625","","vo_lsv","1009806047"
"0","10","1","0","0","1009806","11","次は大きいプールで\n思いっきり泳ぐのもいいよね！\nで、泳いだあとには～…","1","122811","1009806048"
"","","","","","1009806","91","","","0","1009806049"
"","1","","","0.2","1009806","3","lsv_idle_cool","","122811","1009806050"
"0.2","0","lsv_look_idle_normal","","0","1009806","3","lsv_choice","1","122711","1009806051"
"0.2","0","lsv_look_idle_normal","","0","1009806","3","lsv_choice","1","122911","1009806052"
"0.2","0","lsv_look_idle_normal","","0","1009806","3","lsv_choice","1","122811","1009806053"
"","","","","","1009806","93","0","","0.1","1009806054"
"0.2","-235","0.33","","","1009806","2","-452","2","122711","1009806055"
"0.2","-220","0.33","","","1009806","2","420","2","122911","1009806056"
"0.2","-250","0.33","","","1009806","2","545","2","122811","1009806057"
"","1","","","0.2","1009806","22","0","","0","1009806058"
"","0","","","","1009806","103","1009806062","","アイスを食べよう。","1009806059"
"","0","","","","1009806","103","1009806086","","焼きそばを食べよう。","1009806060"
"","0","","","","1009806","103","1009806109","","ラムネを飲もう。","1009806061"
"0.2","0","lsv_idle_normal","","0","1009806","3","lsv_choice","1","122711","1009806062"
"0.2","0","lsv_idle_normal","","0","1009806","3","lsv_choice","1","122911","1009806063"
"0.2","0","lsv_idle_normal","","0","1009806","3","lsv_choice","1","122811","1009806064"
"","","","","","1009806","93","0","","0.1","1009806065"
"0.2","-235","0.33","","","1009806","2","-200","2","122711","1009806066"
"0.2","-220","0.33","","","1009806","2","100","2","122911","1009806067"
"0.2","-250","0.33","","","1009806","2","270","2","122811","1009806068"
"","","","","","1009806","93","0","","0.7","1009806069"
"","1","","","0.2","1009806","3","lsv_talk_memory_dere2","","122711","1009806070"
"","0","0","","","1009806","21","vo_lsv_0626","","vo_lsv","1009806071"
"0","10","1","0","0","1009806","11","アイス…！\nおいしいですよね、\nアイスは…本当に。","1","122711","1009806072"
"","","","","","1009806","91","","","0","1009806073"
"","1","","","0.2","1009806","3","lsv_idle_memory2","","122711","1009806074"
"0.2","0","lsv_talk_guts2_joy_loop","","0","1009806","3","lsv_talk_guts2_joy","1","122811","1009806075"
"","0","0","","","1009806","21","vo_lsv_0627","","vo_lsv","1009806076"
