d72ffcc1240400f64bce62c265b6864674b79ad0bc3c4a256338eaf1eec2eb62,2e7dd9c184e4e9d3bd46b241507dacec091c2abc9d11396547b6739b81474c92,f70796c8aaf8585b9cfd29222cea937b79fb0d1537314b24c849f962cd44beac,ebb7f5097238b7c52d8ddf6743a37973ada14d218c4c1e24f0a9aa0ea822ba24,693825f905f5d3e6e8f6c11491b0ba6bb2e610ccf17a566d13f9f406b8957e93,fd7f96e7c20e531f043261af68d6b80ae9088bc9cadc0f1c514f46cb96a962f3,86deb9befbf306bc72563023517422edb411be13394978b7a8c83f10c14a7766,a023d9b91bce7d326d666f544d451d20795223c4d887a98052767461af6bb92f,30116e32119be0d0509ea1d8039d4fbece071d1d98e11d44cc6018edfd6a11ef,406e6ccdae680eb4c8e55bf2a1a4487d2d3c7eead8914466eb39ed235e0c5da6,129a23b81cef88a954bac3a66c38dfcf4c5b26e88e2c78c79f997efe6e0a0fb4,b32a096f5bea89193869be52d2ec1690e0f95dd0b5e82c58ee73757795ee49d3,dda63c30a6d2c0059c6763a84e31136eac826600c91fac2e465f1450e6a6a57e,1b662998c2ed033379739e172afbe542152c4424dfda9a7ca3c9042a38eb1c42,4599212ca5019c44a38a4c517111137861448f2efcb8b7d221955d03266fd1db
"26213","500","26212","26211","0","0","9103803","2816","103801","410","2621","263","10","2022/11/03 5:00:00","0"
"26223","500","26222","26221","0","0","9101403","2816","101401","310","2622","264","10","2022/11/03 5:00:00","0"
"26233","500","26232","26231","0","0","9109403","2816","109401","220","2623","265","10","2022/11/03 5:00:00","0"
"26313","500","26312","26311","0","0","0","2816","0","564","2631","266","10","2022/11/04 5:00:00","0"
"26413","500","26412","26411","0","0","0","2816","0","499","2641","267","10","2022/11/05 5:00:00","0"
"26513","500","26512","26511","0","0","0","2816","0","435","2651","268","10","2022/11/06 5:00:00","0"
"26613","500","26612","26611","0","0","0","2816","0","372","2661","269","10","2022/11/07 5:00:00","0"
"26713","500","26712","26711","0","0","0","2816","0","309","2671","270","10","2022/11/08 5:00:00","0"
"26813","500","26812","26811","0","0","0","2816","0","246","2681","271","10","2022/11/09 5:00:00","0"
"26913","500","26912","26911","0","0","0","2816","0","183","2691","272","10","2022/11/10 5:00:00","0"
"27013","500","27012","27011","0","0","9104803","2816","104801","85","2701","273","10","2022/11/11 5:00:00","0"
"27113","500","27112","27111","0","0","0","2816","0","120","2711","274","10","2022/11/12 5:00:00","0"
"27213","500","27212","27211","0","0","0","2816","0","57","2721","275","10","2022/11/13 5:00:00","0"
"27313","500","27312","27311","0","0","0","2816","0","-6","2731","276","10","2022/11/14 5:00:00","0"
"27413","500","27412","27411","0","0","0","2816","0","-69","2741","277","10","2022/11/15 5:00:00","0"
"27513","500","27512","27511","0","0","0","2816","0","-132","2751","278","10","2022/11/16 5:00:00","0"
"27613","500","27612","27611","0","0","0","2816","0","-195","2761","279","10","2022/11/17 5:00:00","0"
"27713","500","27712","27711","0","0","0","2816","0","-258","2771","280","10","2022/11/18 5:00:00","0"
"27813","500","27812","27811","0","0","9104503","2816","104501","-75","2781","281","10","2022/11/19 5:00:00","0"
"27913","500","27912","27911","0","0","0","2816","0","-20","2791","282","10","2022/11/20 5:00:00","0"
"28013","500","28012","28011","0","0","0","2816","0","-60","2801","283","10","2022/11/21 5:00:00","0"
"28113","500","28112","28111","100601","0","9100603","2816","102201","-235","2811","284","10","2022/11/22 5:00:00","0"
"28213","500","28212","28211","0","0","0","2816","0","-210","2821","285","10","2022/11/23 5:00:00","0"
"28313","500","28312","28311","0","0","0","2816","0","-240","2831","286","10","2022/11/24 5:00:00","0"
"28413","500","28412","28411","0","0","9100503","2816","100501","-445","2841","287","10","2022/11/25 5:00:00","0"
"28513","500","28512","28511","0","0","0","2816","0","-321","2851","288","10","2022/11/26 5:00:00","0"
"28613","500","28612","28611","0","0","0","2816","0","-384","2861","289","10","2022/11/27 5:00:00","0"
"28713","500","28712","28711","0","0","0","2816","0","-448","2871","290","10","2022/11/28 5:00:00","0"
"28813","500","28812","28811","0","0","0","2816","0","-513","2881","291","10","2022/11/29 5:00:00","0"
"28913","500","28912","28911","0","0","0","2816","0","-579","2891","292","10","2022/11/30 5:00:00","1"
"29013","600","29012","29011","0","4","9109203","2816","109201","330","2901","293","11","2022/12/01 5:00:00","0"
"29113","600","29112","29111","0","4","0","2816","0","395","2911","294","11","2022/12/02 5:00:00","0"
"29213","600","29212","29211","0","4","0","2816","0","360","2921","295","11","2022/12/03 5:00:00","0"
"29313","600","29312","29311","0","4","0","2816","0","325","2931","296","11","2022/12/04 5:00:00","0"
"29413","600","29412","29411","0","4","0","2816","0","290","2941","297","11","2022/12/05 5:00:00","0"
"29513","600","29512","29511","0","4","0","2816","0","255","2951","298","11","2022/12/06 5:00:00","0"
"29613","600","29612","29611","0","4","0","2816","0","220","2961","299","11","2022/12/07 5:00:00","0"
"29713","600","29712","29711","0","4","0","2816","0","185","2971","300","11","2022/12/08 5:00:00","0"
"29813","600","29812","29811","0","4","0","2816","0","150","2981","301","11","2022/12/09 5:00:00","0"
"29913","600","29912","29911","0","4","0","2816","0","115","2991","302","11","2022/12/10 5:00:00","0"
"30013","600","30012","30011","0","4","0","2816","0","80","3001","303","11","2022/12/11 5:00:00","0"
"30113","600","30112","30111","0","4","9102503","2816","102501","250","3011","304","11","2022/12/12 5:00:00","0"
"30213","600","30212","30211","0","4","0","2816","0","45","3021","305","11","2022/12/13 5:00:00","0"
"30313","600","30312","30311","0","4","9106403","2816","106401","95","3031","306","11","2022/12/14 5:00:00","0"
"30413","600","30412","30411","0","4","0","2816","0","10","3041","307","11","2022/12/15 5:00:00","0"
"30513","600","30512","30511","0","4","0","2816","0","-25","3051","308","11","2022/12/16 5:00:00","0"
"30613","600","30612","30611","0","4","0","2816","0","-60","3061","309","11","2022/12/17 5:00:00","0"
"30713","600","30712","30711","0","4","0","2816","0","-95","3071","310","11","2022/12/18 5:00:00","0"
"30813","600","30812","30811","0","4","0","2816","0","-130","3081","311","11","2022/12/19 5:00:00","0"
"30913","600","30912","30911","0","4","0","2816","0","-165","3091","312","11","2022/12/20 5:00:00","0"
"31013","600","31012","31011","0","4","0","2816","0","-200","3101","313","11","2022/12/21 5:00:00","0"
"31113","600","31112","31111","0","4","9103103","2816","103101","-30","3111","314","11","2022/12/22 5:00:00","0"
"31213","600","31212","31211","0","4","0","2816","0","-235","3121","315","11","2022/12/23 5:00:00","0"
"31313","600","31312","31311","0","4","9101203","2816","101201","-190","3131","316","11","2022/12/24 5:00:00","0"
"31413","600","31412","31411","0","4","0","2816","0","-115","3141","317","11","2022/12/25 5:00:00","0"
"31513","600","31512","31511","0","4","0","2816","0","-160","3151","318","11","2022/12/26 5:00:00","0"
"31613","600","31612","31611","0","4","0","2816","0","-270","3161","319","11","2022/12/27 5:00:00","0"
"31713","600","31712","31711","0","4","9118103","2816","118101","-260","3171","320","11","2022/12/28 5:00:00","0"
"31813","600","31812","31811","0","4","0","2816","0","-305","3181","321","11","2022/12/29 5:00:00","0"
"31913","600","31912","31911","0","4","0","2816","0","-340","3191","322","11","2022/12/30 5:00:00","0"
"32013","600","32012","32011","0","4","0","2816","0","-378","3201","323","11","2022/12/31 5:00:00","1"
"32113","600","32112","32111","0","4","9102603","2816","102601","204","3211","324","12","2023/01/01 5:00:00","0"
"32213","600","32212","32211","0","4","0","2816","0","323","3221","325","12","2023/01/02 5:00:00","0"
"32313","600","32312","32311","0","4","9105003","2816","105001","167","3231","326","12","2023/01/03 5:00:00","0"
"32413","600","32412","32411","0","4","0","2816","0","387","3241","327","12","2023/01/04 5:00:00","0"
"32513","600","32512","32511","0","4","0","2816","0","343","3251","328","12","2023/01/05 5:00:00","0"
"32613","600","32612","32611","0","4","0","2816","0","301","3261","329","12","2023/01/06 5:00:00","0"
"32713","600","32712","32711","0","4","0","2816","0","258","3271","330","12","2023/01/07 5:00:00","0"
"32813","600","32812","32811","0","4","0","2816","0","216","3281","331","12","2023/01/08 5:00:00","0"
"32913","600","32912","32911","0","4","0","2816","0","174","3291","332","12","2023/01/09 5:00:00","0"
"33013","600","33012","33011","0","4","0","2816","0","133","3301","333","12","2023/01/10 5:00:00","0"
"33113","600","33112","33111","0","4","0","2816","0","91","3311","334","12","2023/01/11 5:00:00","0"
"33213","600","33212","33211","0","4","9100303","2816","100301","0","3321","335","12","2023/01/12 5:00:00","0"
"33313","600","33312","33311","0","4","0","2816","0","49","3331","336","12","2023/01/13 5:00:00","0"
"33413","600","33412","33411","0","4","0","2816","0","6","3341","337","12","2023/01/14 5:00:00","0"
"33513","600","33512","33511","0","4","0","2816","0","-36","3351","338","12","2023/01/15 5:00:00","0"
"33613","600","33612","33611","0","4","0","2816","0","-76","3361","339","12","2023/01/16 5:00:00","0"
"33713","600","33712","33711","0","4","0","2816","0","-119","3371","340","12","2023/01/17 5:00:00","0"
"33813","600","33812","33811","0","4","0","2816","0","-100","3381","341","12","2023/01/18 5:00:00","0"
"33913","600","33912","33911","0","4","0","2816","0","-81","3391","342","12","2023/01/19 5:00:00","0"
"34013","600","34012","34011","0","4","0","2816","0","-161","3401","343","12","2023/01/20 5:00:00","0"
"34113","600","34112","34111","0","4","0","2816","0","-203","3411","344","12","2023/01/21 5:00:00","0"
"34213","600","34212","34211","0","4","0","2816","0","-246","3421","345","12","2023/01/22 5:00:00","0"
"34313","600","34312","34311","0","4","9100703","2816","100701","-78","3431","346","12","2023/01/23 5:00:00","0"
"34413","600","34412","34411","0","4","9102903","2816","102901","-209","3441","347","12","2023/01/24 5:00:00","0"
"34513","600","34512","34511","0","4","0","2816","0","-288","3451","348","12","2023/01/25 5:00:00","0"
"34613","600","34612","34611","0","4","0","2816","0","-290","3461","349","12","2023/01/26 5:00:00","0"
"34713","600","34712","34711","0","4","0","2816","0","-308","3471","350","12","2023/01/27 5:00:00","0"
"34813","600","34812","34811","0","4","0","2816","0","-332","3481","351","12","2023/01/28 5:00:00","0"
"34913","600","34912","34911","0","4","0","2816","0","-330","3491","352","12","2023/01/29 5:00:00","0"
"35013","600","35012","35011","0","4","0","2816","0","-320","3501","353","12","2023/01/30 5:00:00","0"
"35113","600","35112","35111","0","4","0","2816","0","-378","3511","354","12","2023/01/31 5:00:00","1"
"35213","600","35212","35211","0","4","0","2816","0","382","3521","355","13","2023/02/01 5:00:00","0"
"35313","600","35312","35311","0","4","9103603","2816","103601","323","3531","356","13","2023/02/02 5:00:00","0"
"35413","600","35412","35411","0","4","0","2816","0","381","3541","357","13","2023/02/03 5:00:00","0"
"35513","600","35512","35511","0","4","9109303","2816","109301","185","3551","358","13","2023/02/04 5:00:00","0"
"35613","600","35612","35611","0","4","0","2816","0","191","3561","359","13","2023/02/05 5:00:00","0"
"35713","600","35712","35711","0","4","0","2816","0","72","3571","360","13","2023/02/06 5:00:00","0"
"35813","600","35812","35811","0","4","9107103","2816","107101","7","3581","361","13","2023/02/07 5:00:00","0"
"35913","600","35912","35911","0","4","0","2816","0","332","3591","362","13","2023/02/08 5:00:00","0"
"36013","600","36012","36011","0","4","0","2816","0","285","3601","363","13","2023/02/09 5:00:00","0"
"36113","600","36112","36111","0","4","0","2816","0","237","3611","364","13","2023/02/10 5:00:00","0"
"36213","600","36212","36211","0","4","0","2816","0","192","3621","365","13","2023/02/11 5:00:00","0"
"36313","600","36312","36311","0","4","0","2816","0","144","3631","366","13","2023/02/12 5:00:00","0"
"36413","600","36412","36411","0","4","0","2816","0","97","3641","367","13","2023/02/13 5:00:00","0"
"36513","600","36512","36511","0","4","0","2816","0","50","3651","368","13","2023/02/14 5:00:00","0"
"36613","600","36612","36611","0","4","0","2816","0","3","3661","369","13","2023/02/15 5:00:00","0"
"36713","600","36712","36711","0","4","0","2816","0","-43","3671","370","13","2023/02/16 5:00:00","0"
"36813","600","36812","36811","0","4","0","2816","0","-90","3681","371","13","2023/02/17 5:00:00","0"
"36913","600","36912","36911","0","4","9123003","2816","123001","-153","3691","372","13","2023/02/18 5:00:00","0"
"37013","600","37012","37011","0","4","0","2816","0","-93","3701","373","13","2023/02/19 5:00:00","0"
"37113","600","37112","37111","0","4","0","2816","0","-137","3711","374","13","2023/02/20 5:00:00","0"
"37213","600","37212","37211","0","4","0","2816","0","-185","3721","375","13","2023/02/21 5:00:00","0"
"37313","600","37312","37311","0","4","0","2816","0","-232","3731","376","13","2023/02/22 5:00:00","0"
"37413","600","37412","37411","0","4","0","2816","0","-225","3741","377","13","2023/02/23 5:00:00","0"
"37513","600","37512","37511","0","4","0","2816","0","-256","3751","378","13","2023/02/24 5:00:00","0"
"37613","600","37612","37611","0","4","0","2816","0","-280","3761","379","13","2023/02/25 5:00:00","0"
"37713","600","37712","37711","0","4","0","2816","0","-329","3771","380","13","2023/02/26 5:00:00","0"
"37813","600","37812","37811","0","4","0","2816","0","-379","3781","381","13","2023/02/27 5:00:00","0"
"37913","600","37912","37911","0","4","9111003","2816","111001","-250","3791","382","13","2023/02/28 5:00:00","1"
"38013","100","38012","38011","0","1","9104603","2816","104601","480","3801","383","14","2023/03/01 5:00:00","0"
"38113","100","38112","38111","0","1","0","2816","0","560","3811","384","14","2023/03/02 5:00:00","0"
"38213","100","38212","38211","0","1","9103303","2816","103301","370","3821","385","14","2023/03/03 5:00:00","0"
"38313","100","38312","38311","0","1","0","2816","0","553","3831","386","14","2023/03/04 5:00:00","0"
"38413","100","38412","38411","0","1","0","2816","0","476","3841","387","14","2023/03/05 5:00:00","0"
"38513","100","38512","38511","0","1","0","2816","0","400","3851","388","14","2023/03/06 5:00:00","0"
"38613","100","38612","38611","0","1","9105103","2816","105101","330","3861","389","14","2023/03/07 5:00:00","0"
"38713","100","38712","38711","0","1","0","2816","0","325","3871","390","14","2023/03/08 5:00:00","0"
"38813","100","38812","38811","0","1","0","2816","0","250","3881","391","14","2023/03/09 5:00:00","0"
"38913","100","38912","38911","0","1","9105703","2816","105701","185","3891","392","14","2023/03/10 5:00:00","0"
"39013","100","39012","39011","0","1","0","2816","0","175","3901","393","14","2023/03/11 5:00:00","0"
"39113","100","39112","39111","0","1","9103203","2816","103201","205","3911","394","14","2023/03/12 5:00:00","0"
"39213","100","39212","39211","0","1","0","2816","0","110","3921","395","14","2023/03/13 5:00:00","0"
"39313","100","39312","39311","0","1","9105203","2816","105201","30","3931","396","14","2023/03/14 5:00:00","0"
"39413","100","39412","39411","0","1","0","2816","0","-45","3941","397","14","2023/03/15 5:00:00","0"
"39513","100","39512","39511","0","1","9103403","2816","103401","-250","3951","398","14","2023/03/16 5:00:00","0"
"39613","100","39612","39611","0","1","0","2816","0","-50","3961","399","14","2023/03/17 5:00:00","0"
"39713","100","39712","39711","0","1","0","2816","0","-90","3971","400","14","2023/03/18 5:00:00","0"
"39813","100","39812","39811","0","1","0","2816","0","100","3981","401","14","2023/03/19 5:00:00","0"
"39913","100","39912","39911","0","1","0","2816","0","25","3991","402","14","2023/03/20 5:00:00","0"
"40013","100","40012","40011","0","1","0","2816","0","-50","4001","403","14","2023/03/21 5:00:00","0"
"40113","100","40112","40111","0","1","0","2816","0","-125","4011","404","14","2023/03/22 5:00:00","0"
"40213","100","40212","40211","0","1","0","2816","0","-370","4021","405","14","2023/03/23 5:00:00","0"
"40313","100","40312","40311","0","1","9107003","2816","107001","-460","4031","406","14","2023/03/24 5:00:00","0"
"40413","100","40412","40411","0","1","0","2816","0","-200","4041","407","14","2023/03/25 5:00:00","0"
"40513","100","40512","40511","0","1","0","2816","0","-275","4051","408","14","2023/03/26 5:00:00","0"
"40613","100","40612","40611","0","1","0","2816","0","-350","4061","409","14","2023/03/27 5:00:00","0"
"40713","100","40712","40711","0","1","0","2816","0","-425","4071","410","14","2023/03/28 5:00:00","0"
"40813","100","40812","40811","0","1","0","2816","0","-501","4081","411","14","2023/03/29 5:00:00","0"
"40913","100","40912","40911","0","1","0","2816","0","-579","4091","412","14","2023/03/30 5:00:00","1"
"40923","100","40922","40921","0","1","0","2816","0","0","4092","413","1","2023/03/30 5:00:00","1"
