c605491e073841cad7b7d54c93f44ad7fdb8eb607624542d1db893dbcd13b5c7,f9ca22687eb95e3a442914a9ec254066cb7a2048f9958f65b4e58ef47b1ecfe1,bbaa6e47009cfa66d37571e8bc9f42efb81e8e81eddb1009bb9e4a824617126b,5c829d16cec84e1440e19f03aefce2ef1baf787628102f532b0d51d0bf6ac1a8,e5556a7dc7127ca5c22efbdddfc2c192a9b21099c9bfaa5fe63cd4ab4a5fa940,235794151f7c26a4ae2dbe44b34bd7b086b02085e184535033a5c88958379735,e30d751b709077b406705df40e19f358d74db96eb83ef0000b15ea4e29413695,da1075a770cb9be35fc7f9ceef1b409b23cee3f2d45cbbfd1b819a37740a7512,656db71b3f740c06c8445eb904d00001a87950ab6d6a76e244a8b1b7fac5ad2d,e27d45209d98c13252b4dc0de0d3116dfca9bf3a03eba9049d22289c2ee6af54,415a7b71753e5d75590071a10692429264b8865f10a35808a5148020c6be1273
"talk2ToKohon","72","3","1","0.2","","0","0","clear_kohon_loop_shy","1","72031"
"vo_asb_0726","72","21","vo_asb","","","","0","0","","72032"
"そりゃそうですよね……\nいきなり前のめり過ぎ太郎でした……","72","11","1","0","0","0","10","1","1","72033"
"","72","91","0","","","","0","0","","72034"
"clear_guts1_in","72","3","1","0.2","","0","0","clear_guts1_talk","1","72035"
"vo_asb_0727","72","21","vo_asb","","","","0","0","","72036"
"でも、諦めるわけにはいかないなって。\n時々森に通って、300年を３年くらい\nに、縮めようと思ってるんです！","72","11","1","0","0","0","10","1","1","72037"
"","72","91","0","","","","0","0","","72038"
"","72","101","72040","","","","","","","72039"
"1","72","6","1","0.3","","0","1","1","0","72040"
"1","72","6","0","0.3","","0","1","1","0","72041"
"-120","72","2","1","","","","-250","0.3","1","72042"
"-100","72","2","0","","","","0","0.3","1","72043"
"0","72","22","0","","","","","","","72044"
"0","72","93","0.4","","","","","","","72045"
"1","82","5","1","2.2","riri_idle","0","52","30","-250","82001"
"1","82","6","1","0","","0","1","1","0","82002"
"0","82","5","0","1","black","0","29","50","0","82003"
"1","82","6","0","0","","0","1","1","0","82004"
"","82","91","0","","","","","","","82005"
"1","82","6","1","0.2","","0","1","1","1","82006"
"1","82","6","0","0.2","","0","1","1","1","82007"
"-20","82","2","1","","","","-250","0.3","2","82008"
"0","82","2","0","","","","0","0.3","2","82009"
"0","82","93","0.6","","","","","","","82010"
"riri_talk","82","3","1","0.2","","","1","","","82011"
"vo_asb_0821","82","21","vo_asb","","","","0","0","","82012"
"その頃わたくしは、\nスカウトをお受けしておりました。\nミサト様いわく、わたくしには保育士の\n『天賦の才』があるそうで。","82","11","1","0","0","0","10","1","1","82013"
"","82","91","0","","","","0","0","","82014"
"sad_talk_surprise","82","3","1","0.2","","","1","","","82015"
"vo_asb_0822","82","21","vo_asb","","","","0","0","","82016"
"小さいお子様はともかく、動物さんに\n好かれる自覚はありますし……\n冒険者という仕事に不向きなことも、\n自認していますけれど……","82","11","1","0","0","0","10","1","1","82017"
"","82","91","0","","","","0","0","","82018"
"guts2_talk_Ex1","82","3","1","0.2","","","1","","","82019"
"vo_asb_0823","82","21","vo_asb","","","","0","0","","82020"
"それでも……適性など踏み越えて、\n己の道を突き進むのが冒険者です。\n一度決めたことを、\n曲げるわけには参りません……！","82","11","1","0","0","0","10","1","1","82021"
"","82","91","0","","","","0","0","","82022"
"talk_joy","82","3","1","0.2","","","1","","","82023"
"vo_asb_0824","82","21","vo_asb","","","","0","0","","82024"
"と、不退転の決意を申し上げたら、\nミサト様、「は～い♪」と、\n二つ返事で分かってくださって。","82","11","1","0","0","0","10","1","1","82025"
"","82","91","0","","","","0","0","","82026"
"wish_talk_joyR_riri","82","3","1","0.2","","","1","","","82027"
"vo_asb_0825","82","21","vo_asb","","","","0","0","","82028"
"柔和で、寛容で、お話のわかる……\n彼女こそ、真の保育士さんで\nいらっしゃいますね。","82","11","1","0","0","0","10","1","1","82029"
"","82","91","0","","","","0","0","","82030"
"surprise_talk_nervous","82","3","1","0.2","","","1","","","82031"
"vo_asb_0826","82","21","vo_asb","","","","0","0","","82032"
"……別れ際に、\n「また誘うわね～♪」と、\n同じく柔和な笑顔でおっしゃって\nおられたのがやや気にはなりますが……","82","11","1","0","0","0","10","1","1","82033"
"","82","91","0","","","","0","0","","82034"
"","82","101","82036","","","","","","","82035"
"1","82","6","1","0.3","","0","1","1","0","82036"
"1","82","6","0","0.3","","0","1","1","0","82037"
"-120","82","2","1","","","","-250","0.3","1","82038"
"-100","82","2","0","","","","0","0.3","1","82039"
"0","82","22","0","","","","","","","82040"
"0","82","93","0.4","","","","","","","82041"
"1","92","5","2","2.2","clear_surprise_talk","0","52","30","-250","92001"
"1","92","6","1","0","","0","1","1","0","92002"
"0","92","5","0","1","black","0","29","50","0","92003"
"1","92","6","0","0","","0","1","1","0","92004"
"","92","91","0","","","","","","","92005"
"1","92","6","1","0.2","","0","1","1","1","92006"
"1","92","6","0","0.2","","0","1","1","1","92007"
"-20","92","2","1","","","","-250","0.3","2","92008"
"0","92","2","0","","","","0","0.3","2","92009"
"0","92","93","0.6","","","","","","","92010"
"vo_asb_0921","92","21","vo_asb","","","","0","0","","92011"
"穴って、不思議ですよね……","92","11","1","0","0","0","10","1","1","92012"
"","92","91","0","","","","0","0","","92013"
"vo_asb_0922","92","21","vo_asb","","","","0","0","","92014"
"暗くて、狭くて。\n涼しくて、静かで。\nなんとなく、落ち着く……というか。","92","11","1","0","0","0","10","1","1","92015"
"","92","91","0","","","","0","0","","92016"
"surpriseToKohon","92","3","1","0.1","","0","0","clear_kohon_loop_normal2","1","92017"
"vo_asb_0923","92","21","vo_asb","","","","0","0","","92018"
"そういうの。\nわたし、意外と好きなの、かも……？\n穴があったら入りたい、\nじゃないですけど……","92","11","1","0","0","0","10","1","1","92019"
"","92","91","0","","","","0","0","","92020"
"clear_wish_talk_joy_noShy","92","3","1","0.2","","","1","","","92021"
"vo_asb_0924","92","21","vo_asb","","","","0","0","","92022"
"掘り方、習ったし。\n自分用の穴、掘ってみようかな……？","92","11","1","0","0","0","10","1","1","92023"
"","92","91","0","","","","0","0","","92024"
"","92","101","92026","","","","","","","92025"
"1","92","6","1","0.3","","0","1","1","0","92026"
"1","92","6","0","0.3","","0","1","1","0","92027"
"-120","92","2","1","","","","-250","0.3","1","92028"
"-100","92","2","0","","","","0","0.3","1","92029"
"0","92","22","0","","","","","","","92030"
"0","92","93","0.4","","","","","","","92031"
"1","102","5","3","2.2","idle_precia","0","52","30","-250","102001"
"1","102","6","1","0","","0","1","1","0","102002"
"0","102","5","0","1","black","0","29","50","0","102003"
"1","102","6","0","0","","0","1","1","0","102004"
"","102","91","0","","","","","","","102005"
"1","102","6","1","0.2","","0","1","1","1","102006"
"1","102","6","0","0.2","","0","1","1","1","102007"
"-20","102","2","1","","","","-250","0.3","2","102008"
"0","102","2","0","","","","0","0.3","2","102009"
"0","102","93","0.6","","","","","","","102010"
"doya_idle_surprise_precia","102","3","1","0.3","","","1","","","102011"
"vo_asb_1021","102","21","vo_asb","","","","0","0","","102012"
"「へんたいふしんしゃさんは\nあなにおちるべきです」","102","11","1","0","0","0","10","1","1","102013"
"","102","91","0","","","","0","0","","102014"
"talk_precia","102","3","1","0.3","","","1","","","102015"
"vo_asb_1022","102","21","vo_asb","","","","0","0","","102016"
"キョウカ。\nだん。","102","11","1","0","0","0","10","1","1","102017"
"","102","91","0","","","","0","0","","102018"
"think_idle_anger_precia","102","3","1","0.3","","","1","","","102019"
"vo_asb_1023","102","21","vo_asb","","","","0","0","","102020"
"へんたいふしんしゃ。\nとは……？","102","11","1","0","0","0","10","1","1","102021"
"","102","91","0","","","","0","0","","102022"
"thinkToSad_precia","102","3","1","0.2","","0","0","sad_talk_surprise_precia","1","102023"
"vo_asb_1024","102","21","vo_asb","","","","0","0","","102024"
"……まだ、しらないこと。\nたくさん。","102","11","1","0","0","0","10","1","1","102025"
"","102","91","0","","","","0","0","","102026"
"guts2_talk_joy_precia","102","3","1","0.3","","","1","","","102027"
"vo_asb_1025","102","21","vo_asb","","","","0","0","","102028"
"どんどん。\nまなんでく。ぞ。","102","11","1","0","0","0","10","1","1","102029"
"","102","91","0","","","","0","0","","102030"
"","102","101","102032","","","","","","","102031"
"1","102","6","1","0.3","","0","1","1","0","102032"
"1","102","6","0","0.3","","0","1","1","0","102033"
"-120","102","2","1","","","","-250","0.3","1","102034"
"-100","102","2","0","","","","0","0.3","1","102035"
"0","102","22","0","","","","","","","102036"
"0","102","93","0.4","","","","","","","102037"
"1","112","5","2","2.2","clear_wish_talk_joy","0","52","30","-250","112001"
"1","112","6","1","0","","0","1","1","0","112002"
"0","112","5","0","1","black","0","29","50","0","112003"
"1","112","6","0","0","","0","1","1","0","112004"
"","112","91","0","","","","","","","112005"
"1","112","6","1","0.2","","0","1","1","1","112006"
"1","112","6","0","0.2","","0","1","1","1","112007"
"-20","112","2","1","","","","-250","0.3","2","112008"
"0","112","2","0","","","","0","0.3","2","112009"
"0","112","93","0.6","","","","","","","112010"
"vo_asb_1121","112","21","vo_asb","","","","0","0","","112011"
"ミツキさんの出してくれた\nオリジナルのお茶、\n不思議な香りでした。","112","11","1","0","0","0","10","1","1","112012"
"","112","91","0","","","","0","0","","112013"
"clear_memoly_talk","112","3","1","0.2","","","1","","","112014"
"vo_asb_1122","112","21","vo_asb","","","","0","0","","112015"
"嗅いだだけでふわ～と、\n体が熱くなって。\nミツキさんいわく、\n滋養強壮の効果があるんだそうです。","112","11","1","0","0","0","10","1","1","112016"
"","112","91","0","","","","0","0","","112017"
"clear_surprise_talk","112","3","1","0.3","","","1","","","112018"
"vo_asb_1123","112","21","vo_asb","","","","0","0","","112019"
"なぜかお兄さんが珍しく焦った様子で、\n飲まない方がいい、と止めるので、\n香りを嗅ぐだけに\n留めておきましたけど……","112","11","1","0","0","0","10","1","1","112020"
"","112","91","0","","","","0","0","","112021"
"clear_wish_talk_normal2","112","3","1","0.2","","","1","","","112022"
"vo_asb_1124","112","21","vo_asb","","","","0","0","","112023"
"ミツキさん、\n「次はもっと効くのを\n飲ませてあげるから、\nまたいらっしゃいね」","112","11","1","0","0","0","10","1","1","112024"
"","112","91","0","","","","","0","","112025"
"vo_asb_1125","112","21","vo_asb","","","","0","0","","112026"
"って言ってくれていたので、\nまた遊びに行こうと思います。","112","11","1","0","0","0","10","1","1","112027"
"","112","91","0","","","","0","0","","112028"
"wishToTalk","112","3","1","0.2","","0","0","clear_talk_joyR","1","112029"
"vo_asb_1126","112","21","vo_asb","","","","0","0","","112030"
"ふふ……入口は怖かったですけど。\n見かけによらないんですね、\nギルドって。これも学びです♪","112","11","1","0","0","0","10","1","1","112031"
"","112","91","0","","","","0","0","","112032"
"","112","101","112034","","","","","","","112033"
"1","112","6","1","0.3","","0","1","1","0","112034"
"1","112","6","0","0.3","","0","1","1","0","112035"
"-120","112","2","1","","","","-250","0.3","1","112036"
"-100","112","2","0","","","","0","0.3","1","112037"
"0","112","22","0","","","","","","","112038"
"0","112","93","0.4","","","","","","","112039"
"1","122","5","3","2.2","notice_loop","0","52","30","-250","122001"
"1","122","6","1","0","","0","1","1","0","122002"
"0","122","5","0","1","black","0","29","50","0","122003"
"1","122","6","0","0","","0","1","1","0","122004"
"","122","91","0","","","","","","","122005"
"1","122","6","1","0.2","","0","1","1","1","122006"
"1","122","6","0","0.2","","0","1","1","1","122007"
"-20","122","2","1","","","","-250","0.3","2","122008"
"0","122","2","0","","","","0","0.3","2","122009"
"0","122","93","0.6","","","","","","","122010"
"vo_asb_1221","122","21","vo_asb","","","","0","0","","122011"
"ミツキの。\nけはい……","122","11","1","0","0","0","10","1","1","122012"
"","122","91","0","","","","0","0","","122013"
"sad_idle_surprise","122","3","1","0.3","","","1","","","122014"
"vo_asb_1222","122","21","vo_asb","","","","0","0","","122015"
"のっと。\nただもの。","122","11","1","0","0","0","10","1","1","122016"
"","122","91","0","","","","0","0","","122017"
"surprise_idle_anger_precia","122","3","1","0.3","","","1","","","122018"
"vo_asb_1223","122","21","vo_asb","","","","0","0","","122019"
"わるもの？\nせいぎ、の、みかた？","122","11","1","0","0","0","10","1","1","122020"
"","122","91","0","","","","0","0","","122021"
"surpriseToThink_precia","122","3","1","0.2","","0","0","think_idle_Ex1_precia","1","122022"
"vo_asb_1224","122","21","vo_asb","","","","0","0","","122023"
"ふくざつ。","122","11","1","0","0","0","10","1","1","122024"
"","122","91","0","","","","0","0","","122025"
"","122","101","122027","","","","","","","122026"
"1","122","6","1","0.3","","0","1","1","0","122027"
"1","122","6","0","0.3","","0","1","1","0","122028"
"-120","122","2","1","","","","-250","0.3","1","122029"
"-100","122","2","0","","","","0","0.3","1","122030"
"0","122","22","0","","","","","","","122031"
"0","122","93","0.4","","","","","","","122032"
"1","132","5","3","2.2","lift_down_normal","0","52","30","-250","132001"
"1","132","6","1","0","","0","1","1","0","132002"
"0","132","5","0","1","black","0","29","50","0","132003"
"1","132","6","0","0","","0","1","1","0","132004"
"","132","91","0","","","","","","","132005"
"1","132","6","1","0.2","","0","1","1","1","132006"
"1","132","6","0","0.2","","0","1","1","1","132007"
"-20","132","2","1","","","","-250","0.3","2","132008"
"0","132","2","0","","","","0","0.3","2","132009"
"0","132","93","0.6","","","","","","","132010"
"vo_asb_1321","132","21","vo_asb","","","","0","0","","132011"
"ぼうけん、グッズ。\nたくさん。","132","11","1","0","0","0","10","1","1","132012"
"","132","91","0","","","","0","0","","132013"
"lift_down_shy_in","132","3","1","0.2","","0","0","lift_down_shy","1","132014"
"vo_asb_1322","132","21","vo_asb","","","","0","0","","132015"
"もちきれ……ない。","132","11","1","0","0","0","10","1","1","132016"
"","132","91","0","","","","0","0","","132017"
"lift_up_in","132","3","1","0.2","","0","0","lift_up_loop","1","132018"
"vo_asb_1323","132","21","vo_asb","","","","0","0","","132019"
"でも。\nもつ。よ。","132","11","1","0","0","0","10","1","1","132020"
"","132","91","0","","","","0","0","","132021"
"vo_asb_1324","132","21","vo_asb","","","","0","0","","132022"
"これ、が。\nまもりたいもの、の。\nおもさ。","132","11","1","0","0","0","10","1","1","132023"
"","132","91","0","","","","0","0","","132024"
"","132","101","132026","","","","","","","132025"
"1","132","6","1","0.3","","0","1","1","0","132026"
"1","132","6","0","0.3","","0","1","1","0","132027"
"-120","132","2","1","","","","-250","0.3","1","132028"
"-100","132","2","0","","","","0","0.3","1","132029"
"0","132","22","0","","","","","","","132030"
"0","132","93","0.4","","","","","","","132031"
"1","142","5","1","2.2","sad_talk_dere","0","52","30","-250","142001"
"1","142","6","1","0","","0","1","1","0","142002"
"0","142","5","0","1","black","0","29","50","0","142003"
"1","142","6","0","0","","0","1","1","0","142004"
"","142","91","0","","","","","","","142005"
"1","142","6","1","0.2","","0","1","1","1","142006"
"1","142","6","0","0.2","","0","1","1","1","142007"
"-20","142","2","1","","","","-250","0.3","2","142008"
"0","142","2","0","","","","0","0.3","2","142009"
"0","142","93","0.6","","","","","","","142010"
"vo_asb_1421","142","21","vo_asb","","","","0","0","","142011"
"お礼にいただいたお弁当が、\nあまりにもおいしくて……","142","11","1","0","0","0","10","1","1","142012"
"","142","91","0","","","","0","0","","142013"
"sad_talk_joyR","142","3","1","0.3","","","1","","","142014"
"vo_asb_1422","142","21","vo_asb","","","","0","0","","142015"
"わたくしもいつか、\nあんな心のこもったお弁当を作って、\n兄様にそっとお渡しすることが\nできたら、なんて……","142","11","1","0","0","0","10","1","1","142016"
"","142","91","0","","","","0","0","","142017"
"wish_talk_nervous_riri","142","3","1","0.3","","","1","","","142018"
"vo_asb_1423","142","21","vo_asb","","","","0","0","","142019"
"まだ卵焼きすらも\n焦がしてしまう分際で、\nつい、出過ぎたことを\n夢想してしまいました。","142","11","1","0","0","0","10","1","1","142020"
"","142","91","0","","","","0","0","","142021"
"wish_talk_normal2_riri","142","3","1","0.2","","","1","","","142022"
"vo_asb_1424","142","21","vo_asb","","","","0","0","","142023"
"……でも。\n今回の冒険で、夢見ることは\n大きな力だと知りましたから。","142","11","1","0","0","0","10","1","1","142024"
"","142","91","0","","","","0","0","","142025"
"guts2_talk_riri","142","3","1","0.2","","","1","","","142026"
"vo_asb_1425","142","21","vo_asb","","","","0","0","","142027"
"いつか兄様をもお支えできる\n冒険者になることを、諦めず、\nいつまでも夢想し続けながら、\n一歩ずつ、歩みを進めていく所存です。","142","11","1","0","0","0","10","1","1","142028"
"","142","91","0","","","","0","0","","142029"
"","142","101","142031","","","","","","","142030"
"1","142","6","1","0.3","","0","1","1","0","142031"
"1","142","6","0","0.3","","0","1","1","0","142032"
"-120","142","2","1","","","","-250","0.3","1","142033"
"-100","142","2","0","","","","0","0.3","1","142034"
"0","142","22","0","","","","","","","142035"
"0","142","93","0.4","","","","","","","142036"
