3c4d8d0ae9eac4e8f5e4f8c64879332c4bd4530e4901d44284f4d9cd5bc828cc,83f127721cc39f91074e029c6d1ebc927501ba94c221fd8e1a0ac9f534b2439f,44b1d61bbcf1fc7cdb0f8bebc19e90ef976b3655b87c262e01cdd25656210fdb,982f18410a0036af41f6250e5d7d61079e9038da0604920659e32e730e666e86,31bcb8e0591dfb82f801f02cdc3b700a365d86ee8b6ae55637b88a202c1212bc,5b8ddfdd7766bcfecf57f9c2bf8862a9d584857abcf1ef01e86702d5fb612404,c6c9662556d5f5dc030a76b52944041e0d048d4f285b28ba14f1507de33631a9,9bdac3130dac9ea415c31aac1ae3a7ed15882f56248db3ba23c1eac115c309c0,f3a9646abc11ff30407dc54317deebd74461fa5678fae0ca1a1cdd51b1bea805,2d87da94653c1402e68efd5f24ee13a9adeeca0fd04ffbbbb09d8935f679645e,c9edf50b73990e4a90a6d9a3e430e0cc0dadea40e278bd79537990bb8bcb8d66
"12","21","0","","vo_alces_1201","0","vo_alces","","12019","",""
"12","11","10","1.6","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！","1","1","0","12020","0","0"
"12","91","0","","","0","0","","12021","",""
"12","3","0","","luis_drink","","1","0.2","12022","",""
"12","22","","","0.5","","0","","12023","",""
"12","93","","","0","","1.6","","12024","",""
"12","21","0","","vo_alces_1202","0","vo_alces","","12025","",""
"12","11","10","0.5","ごくんっ！！","1","1","0","12026","0","0"
"12","93","","","0","","2","","12027","",""
"12","23","","","se_alces_invisible","","se_alces","","12028","",""
"12","32","","","1","","12","","12029","",""
"12","6","1","","1","1","1","0.2","12030","0","0"
"12","93","","","0","","1.8","","12031","",""
"12","2","-190","","250","2","105111","","12032","0",""
"12","2","-190","","250","2","1002","","12033","0",""
"12","3","1","","mitsuki_run_dash_noface","","105111","0.2","12034","",""
"12","3","1","","mitsuki_run_dash","","1002","0.2","12035","",""
"12","93","","","0","","2","","12036","",""
"12","3","1","","mitsuki_anger_talk_noface","","105111","0.2","12037","",""
"12","3","1","","mitsuki_anger_talk","","1002","0.2","12038","",""
"12","21","0","","vo_alces_1203","0","vo_alces","","12039","",""
"12","11","10","0.5","追いつめたわよ錬金術師！","1","105111","0","12040","0","0"
"12","91","0","","","0","0","","12041","",""
"12","22","","","0.5","","0","","12042","",""
"12","3","0","","mitsuki_look_in_noface","sad_talk_anger","105111","0.2","12043","1","0"
"12","3","0","","mitsuki_look_in","","1002","0.2","12044","",""
"12","93","","","0","","1.5","","12045","",""
"12","21","0","","vo_alces_1204","0","vo_alces","","12046","",""
"12","11","10","1.2","…ちっ、逃がしたみたいね…","1","105111","0","12047","0","0"
"12","91","0","","","0","0","","12048","",""
"12","3","0","","mitsuki_armcrossed_in_noface","mitsuki_armcrossed_talk_noface","105111","0.2","12049","1","0"
"12","3","0","","mitsuki_armcrossed_in","mitsuki_armcrossed_talk","1002","0.2","12050","1","0"
"12","21","0","","vo_alces_1205","0","vo_alces","","12051","",""
"12","11","10","2.3","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ","1","105111","0","12052","0","0"
"12","91","0","","","0","0","","12053","",""
"12","3","1","","mitsuki_ecstatic_talk_noface","","105111","0.2","12054","",""
"12","3","1","","mitsuki_ecstatic_talk","","1002","0.2","12055","",""
"12","21","0","","vo_alces_1206","0","vo_alces","","12056","",""
"12","11","10","1","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！","1","105111","0","12057","0","0"
"12","91","0","","","0","0","","12058","",""
"12","22","","","0.5","","0","","12059","",""
"12","3","0","","mitsuki_turnR_noface","mitsuki_walkR_noface","105111","0.2","12060","1","0"
"12","3","0","","mitsuki_turnR","mitsuki_walkR","1002","0.2","12061","1","0"
"12","2","-190","","1050","5","105111","","12062","0",""
"12","2","-190","","1050","5","1002","","12063","0",""
"12","93","","","0","","4.5","","12064","",""
"12","3","1","","idle_normal_Ex0001","","1","0.2","12065","",""
"12","23","","","se_alces_invisible","","se_alces","","12066","",""
"12","32","","","0","","12","","12067","",""
"12","32","","","1","","12","","12068","",""
"12","93","","","0","","0.1","","12069","",""
"12","6","1","","1","1","1","0.3","12070","1","0"
"12","93","","","0","","1.5","","12071","",""
"12","23","","","se_alces_breath","","se_alces","","12072","",""
"12","3","0","","relief_in","relief_idle","1","0.2","12073","1","0"
"12","3","0","","relief_in","","1001","","12074","",""
"12","22","","","0","","0","","12075","",""
"12","93","","","0","","3","","12076","",""
"12","101","0","","","0","12076","","12077","",""
"15","5","100","walk_jog_talkjoy2","2","100","2","1.43","15001","-130","0"
"15","5","101","sit_readPaper","3","400","3","1.4","15002","-130","1"
"15","91","","","0","","0","","15003","",""
"15","2","-130","","235","0.8","2","","15004","0",""
"15","93","0","","0","0","0.5","","15005","",""
"15","21","0","","vo_alces_1500","0","vo_alces","","15006","",""
"15","11","10","0.5","お使い行ってきたよ～\nソノおばちゃ～ん","1","2","0","15007","0","0"
"15","93","","","0","","0.3","","15008","",""
"15","3","1","","talk_normal","","2","0.2","15009","",""
"15","91","","","","","15007","","15010","",""
"15","22","","","0.5","","0","","15011","",""
"15","3","1","","idle_normal","","2","0.2","15012","",""
"15","93","","","0","","1","","15013","",""
"15","3","0","","sit_readPaperTurn","sit_readPaper","3","0.2","15014","1","0"
"15","93","","","0","","0.5","","15015","",""
"15","21","0","","vo_alces_1501","0","vo_alces","","15016","",""
"15","11","10","0.5","……ソノおばちゃ～ん！","1","2","0","15017","0","0"
"15","93","","","0","","0.3","","15018","",""
"15","3","0","","smile_normal","idle_normal","2","0.2","15019","1","0"
"15","91","0","","","0","15017","","15020","",""
"15","22","","","0.5","","0","","15021","",""
"15","93","","","0","","0.5","","15022","",""
"15","3","1","","sad_idle_surprise","","2","0.2","15023","",""
"15","93","","","1","","1","","15024","",""
"15","3","0","","sit_readPaperTurn","sit_readPaper","3","0.2","15025","1","0"
"15","93","","","0","","1.2","","15026","",""
"15","3","1","","anger_talk_pain","","2","0.2","15027","",""
"15","21","0","","vo_alces_1502","0","vo_alces","","15028","",""
"15","11","10","0.5","ソノおばちゃーんっ！！！","1","2","0","15029","0","0"
"15","91","0","","","0","0","","15030","",""
"15","22","","","0.5","","0","","15031","",""
"15","3","1","","anger_idle_angerR","","2","0.2","15032","",""
"15","93","","","1","","1.2","","15033","",""
"15","23","","","se_alces_emotion_quiet","","se_alces","","15034","",""
"15","12","1","","12","0","3","10","15035","0","0"
"15","93","","","0","","2.5","","15036","",""
"15","23","","","se_alces_emotion_notice","","se_alces","","15037","",""
"15","12","0.3","","10","0","2","0","15038","0","0"
"15","3","0","","notice_in_talk2","notice_loop_talk2","2","0.2","15039","1","0"
"15","93","","","0","","1.4","","15040","",""
"15","3","1","","talk_normal_normal2","","2","0.2","15041","",""
"15","21","0","","vo_alces_1503","0","vo_alces","","15042","",""
"15","11","10","0.5","ソノおねーちゃん","1","2","0","15043","0","0"
"15","91","0","","","0","0","","15044","",""
"15","3","1","","idle_normal","","2","0.2","15045","",""
"15","3","1","","sit_out_smile","","3","0.2","15046","",""
"15","93","","","1","","0.5","","15047","",""
"15","3","0","","sono_cool_in","sono_cool_talk","3","0.2","15048","1","0"
"15","3","1","","surprise_idle_shy","","2","0.2","15049","",""
"15","21","0","","vo_alces_1504","0","vo_alces","","15050","",""
"15","11","10","2.2","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪","1","3","0","15051","0","0"
"15","91","0","","","0","0","","15052","",""
"15","22","","","0.5","","0","","15053","",""
"15","3","0","","sono_armcrossed_in","sono_armcrossed_idle","3","0.2","15054","1","0"
"15","93","","","0","","0.5","","15055","",""
"15","23","","","se_alces_emotion_sweat","","se_alces","","15056","",""
"15","12","1.5","","2","0","2","0","15057","0","0"
"15","3","1","","talk_normal_nervous","","2","0.2","15058","",""
"15","93","","","0","","0.8","","15059","",""
"15","3","1","","sono_armcrossed_talk","","3","0.2","15060","",""
"15","93","","","0","","1.7","","15061","",""
"15","3","1","","iroha_idle_Ex0001","","2","0.2","15062","",""
"15","3","1","","sono_armcrossed_idle","","3","0.2","15063","",""
"15","93","","","0","","1","","15064","",""
"15","22","","","0","","0","","15065","",""
"15","93","","","0","","3","","15066","",""
"15","101","0","","","0","15066","","15067","",""
"16","5","103","iroha_idle_dere_glass","5","150","5","1.45","16001","-160","1"
"16","31","150","","11","-160","11","0","16002","1",""
"16","5","104","empty","1001","150","10","1.45","16003","-160","1"
"16","5","102","sono_walk_scare","3","1000","3","1.41","16004","-160","1"
"16","5","103","empty","1002","300","10","1.41","16005","-160","1"
"16","13","110","","130","","3","","16006","",""
"16","1","100","idle_normal","132211","-50","1","1.42","16007","-150","0"
"16","5","101","empty","1003","-50","10","1.42","16008","-150","0"
"16","91","","","0","","0","","16009","",""
"16","3","0","","iroha_doya_in_glass","iroha_doya_talk_glass","5","0.2","16010","1","0"
"16","93","","","0","","0.5","","16011","",""
"16","21","0","","vo_alces_1600","0","vo_alces","","16012","",""
"16","11","10","4.9","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？","1","5","0","16013","0","0"
"16","91","0","","","0","0","","16014","",""
"16","3","1","","iroha_doya_idle_glass","","5","0.2","16015","",""
"16","3","1","","surprise_talk","","132211","0.2","16016","",""
"16","21","0","","vo_alces_1601","0","vo_alces","","16017","",""
"16","11","10","0.8","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？","1","132211","0","16018","0","0"
"16","91","0","","","0","0","","16019","",""
"16","3","1","","surprise_idle","","132211","0.2","16020","",""
"16","3","0","","iroha_cool_in_glass","iroha_cool_talk_glass","5","0.2","16021","1","0"
"16","21","0","","vo_alces_1602","0","vo_alces","","16022","",""
"16","11","10","1.6","そうよー私はソノよ。\nないすばでぃーでしょ？","1","5","0","16023","0","0"
"16","91","0","","","0","0","","16024","",""
"16","22","","","0.5","","0","","16025","",""
"16","2","-160","","300","4","3","","16026","0",""
"16","3","0","","sono_walk_scare","sono_armcrossed_idle","3","0.2","16027","1","0.2"
"16","3","0","","iroha_armcrossed_in_glass","iroha_armcrossed_talk_glass","5","0.2","16028","1","0"
"16","93","","","0","","0.5","","16029","",""
"16","3","0","","surprise2_in","surprise2_idle","132211","0.2","16030","1","0"
"16","21","0","","vo_alces_1603","0","vo_alces","","16031","",""
"16","11","10","3.9","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪","1","5","0","16032","0","0"
"16","91","0","","","0","16027","","16033","",""
"16","91","0","","","0","16032","","16034","",""
"16","22","","","0.5","","0","","16035","",""
"16","23","","","se_alces_surprise","","se_alces","","16036","",""
"16","3","0","","iroha_shock_in","iroha_shock_loop","5","0.2","16037","1","0"
"16","3","0","","iroha_shock_in","","1001","0.2","16038","",""
"16","93","","","0","","1","","16039","",""
"16","3","1","","sono_armcrossed_talk","","3","0.2","16040","",""
"16","21","0","","vo_alces_1604","0","vo_alces","","16041","",""
"16","11","10","1.7","…私のフリしてどこ行くのかしら？\nイロハちゃん？","1","3","0","16042","0","0"
"16","91","0","","","0","0","","16043","",""
"16","22","","","0.5","","0","","16044","",""
"16","3","0","","sono_doya_in","sono_doya_idle","3","0.2","16045","1","0"
"16","3","0","","iroha_kyorokyoro","","5","0.2","16046","",""
"16","93","","","0","","1.8","","16047","",""
"16","23","","","se_alces_dotabata","","se_alces","","16048","",""
"16","3","0","","iroha_escape_in","iroha_escape","5","0","16049","1","0"
"16","2","-160","","-1200","3.5","5","","16050","0",""
"16","32","","","1","","11","","16051","",""
"16","37","","","sweatR_Loop","","11","","16052","",""
"16","33","-160","","-1200","3.5","11","","16053","0",""
"16","93","","","0","","0.1","","16054","",""
"16","3","1","","sono_notice_in_anger","","3","0.2","16055","",""
"16","3","0","","sono_notice_in_anger","","1002","0.2","16056","",""
"16","93","","","0","","0.3","","16057","",""
"16","3","0","","surprise2_turn","surprise2R_idle","132211","0.2","16058","1","0"
"16","93","","","0","","0.4","","16059","",""
"16","3","1","","run_chase","","3","0.2","16060","",""
"16","2","-160","","-1050","3.5","3","","16061","0",""
"16","93","","","0","","2","","16062","",""
"16","3","1","","sadR_idle_nervous","","132211","0.2","16063","",""
"16","3","0","","sad_idle_nervous_in","sad_idle_nervous","1003","0.2","16064","1","0"
"16","93","","","0","","2","","16065","",""
"16","22","","","0","","0","","16066","",""
"16","93","","","0","","3","","16067","",""
"16","101","0","","","0","16067","","16068","",""
"17","5","100","idle_normal","5","-100","5","1.47","17001","-190","0"
"17","31","-100","","1101","-190","11","0","17002","1",""
"17","5","101","empty","1001","-100","10","1.47","17003","-190","0"
"17","13","","","130","","5","","17004","",""
"17","5","101","idle_kyapi_normal","4","125","4","1.43","17005","-190","1"
"17","31","125","","1102","-190","11","0","17006","1",""
"17","91","","","0","","0","","17007","",""
"17","23","","","se_alces_breath","","se_alces","","17008","",""
"17","3","0","","sono_relief_in","sono_relief_talk","5","0.2","17009","1","0"
"17","3","0","","sono_relief_in","","1001","0.2","17010","",""
"17","93","","","0","","0.5","","17011","",""
"17","21","0","","vo_alces_1700","0","vo_alces","","17012","",""
"17","11","10","2.4","はあ…\n元の姿に戻っちゃった…","1","5","0","17013","0","0"
"17","93","","","1","","3.5","","17014","",""
"17","91","0","","","0","17013","","17015","",""
"17","3","0","","sono_ache_in","sono_tired_talk","5","0.2","17016","1","0"
"17","21","0","","vo_alces_1701","0","vo_alces","","17017","",""
"17","11","10","3.7","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…","1","5","0","17018","0","0"
"17","91","0","","","0","0","","17019","",""
"17","3","1","","sono_tired_idle","","5","0.2","17020","",""
"17","3","1","","jump_loop","","4","0.2","17021","",""
"17","21","0","","vo_alces_1702","0","vo_alces","","17022","",""
"17","11","10","1.4","あはははーっ！！\nイロハの体、なまってるー！！","1","4","0","17023","0","0"
"17","91","0","","","0","0","","17024","",""
"17","3","1","","joy_talk_normal2","","4","0.2","17025","",""
"17","21","0","","vo_alces_1703","0","vo_alces","","17026","",""
"17","11","10","0.3","ちょっと全力で走ってくるねー！！","1","4","0","17027","0","0"
"17","91","0","","","0","0","","17028","",""
"17","3","0","","iroha_joy_to_run","iroha_run_dash","4","0.1","17029","1","0"
"17","22","","","0.5","","0","","17030","",""
"17","2","-190","","1200","2.1","4","","17031","0",""
"17","32","","","1","","1102","","17032","",""
"17","37","","","smokeL","","1102","","17033","",""
"17","33","-190","","1200","2.1","1102","","17034","0",""
"17","93","","","0","","2","","17035","",""
"17","3","0","","tired_to_sad","sad_talk_anger","5","0.2","17036","1","0"
"17","21","0","","vo_alces_1704","0","vo_alces","","17037","",""
"17","11","10","4.3","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな","1","5","0","17038","0","0"
"17","91","0","","","0","0","","17039","",""
"17","3","1","","run_chase_Ex0006","","5","0.1","17040","",""
"17","2","-190","","1100","3.5","5","","17041","0",""
"17","32","","","1","","1101","","17042","",""
"17","37","","","sweatL_Loop","","1101","","17043","",""
"17","33","-190","","1100","3.5","1101","","17044","0",""
"17","21","0","","vo_alces_1705","0","vo_alces","","17045","",""
"17","11","10","0.5","コラ待てーっ！！","1","5","0","17046","0","0"
"17","93","","","0","","3","","17047","",""
"17","91","0","","","0","0","","17048","",""
"17","22","","","0","","0","","17049","",""
"17","93","","","0","","3","","17050","",""
"17","101","0","","","0","17050","","17051","",""
"18","5","100","sit_drink_loop","5","400","5","1.4","18001","-130","1"
"18","5","101","iroha_sad_lookup_surprise","4","235","4","1.37","18002","-145","0"
"18","91","","","0","","0","","18003","",""
"18","21","0","","vo_alces_1800","0","vo_alces","","18004","",""
"18","11","10","0.5","ごきゅっ…ごきゅっ…ごきゅっ！","1","5","0","18005","0","0"
"18","91","0","","","0","0","","18006","",""
"18","3","0","","sit_drink_handup_in","sit_drink_handup_talk","5","0.2","18007","1","0"
"18","93","","","0","","0.2","","18008","",""
"18","3","0","","iroha_surprise_in","iroha_surprise_look_idle","4","0.2","18009","1","0"
"18","93","","","0","","0.2","","18010","",""
"18","21","0","","vo_alces_1801","0","vo_alces","","18011","",""
"18","11","10","4.2","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～","1","5","0","18012","0","0"
"18","91","0","","","0","0","","18013","",""
"18","3","0","","sit_drink_idle_in","sit_drink_idle","5","0.2","18014","1","0"
"18","3","1","","iroha_anger_talk_lookup","","4","0.2","18015","",""
"18","21","0","","vo_alces_1802","0","vo_alces","","18016","",""
"18","11","10","3.8","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！","1","4","0","18017","0","20"
"18","91","0","","","0","0","","18018","",""
"18","3","1","","iroha_anger_idle_lookup","","4","0.2","18019","",""
"18","3","0","","sit_drink_idle_notice","sit_drink_idle_Jitome","5","0.2","18020","1","0"
"18","21","0","","vo_alces_1803","0","vo_alces","","18021","",""
"18","11","10","3.7","ふ、10年早いわ。\nぐびぐび","1","5","0","18022","0","0"
"18","91","0","","","0","0","","18023","",""
"18","3","0","","sit_drink_idle_to_yareyare","sit_drink_yareyare","5","0.2","18024","1","0"
"18","21","0","","vo_alces_1804","0","vo_alces","","18025","",""
"18","11","10","3.9","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね","1","5","0","18026","0","0"
"18","91","0","","","0","0","","18027","",""
"18","22","","","0","","0","","18028","",""
"18","3","0","","iroha_anger_to_sad","iroha_sad_lookup_shy","4","0.2","18029","1","0"
"18","3","0","","sit_drink_yareyare_to_loop","sit_drink_loop","5","0.2","18030","1","0"
"18","93","","","0","","2","","18031","",""
"18","3","0","","sit_drink_handup_in_dead","sit_drink_handup_idle_dead","5","0.2","18032","1","0"
"18","93","","","0","","2","","18033","",""
"18","21","0","","vo_alces_1805","0","vo_alces","","18034","",""
"18","11","10","1.2","…うぃ～、ヒックッ","1","5","0","18035","0","0"
"18","91","0","","","0","0","","18036","",""
"18","3","1","","iroha_sad_talk_lookup","","4","0.2","18037","",""
"18","21","0","","vo_alces_1806","0","vo_alces","","18038","",""
"18","11","10","0.5","ダメな大人だ…","1","4","0","18039","0","20"
"18","91","0","","","0","0","","18040","",""
"18","3","1","","iroha_sad_lookup_shy","","4","0.2","18041","",""
"18","22","","","0","","0","","18042","",""
"18","93","","","0","","3","","18043","",""
"18","101","0","","","0","18043","","18044","",""
"19","5","100","idle_normal","1","-216","1","1.4","19001","-103","1"
"19","31","-57","","13","-140","13","0","19002","1",""
"19","31","-57","","14","-140","14","0","19003","1",""
"19","91","","","0","","0","","19004","",""
"19","3","0","","top_luis_arm_crossed_in","top_luis_arm_crossed_idle","1","0.2","19005","1","0"
"19","93","","","0","","4","","19006","",""
"19","3","0","","top_luis_approach_in","top_luis_approach_idle","1","0.2","19007","1","0"
"19","93","","","0","","3.5","","19008","",""
"19","3","1","","top_luis_thinking","","1","0.2","19009","",""
"19","93","","","0","","3.5","","19010","",""
"19","3","1","","top_luis_walk_think","","1","0.2","19011","",""
"19","2","-103","","-495","2","1","","19012","0",""
"19","93","","","0","","2","","19013","",""
"19","4","","","0","","1","","19014","",""
"19","2","-103","","-216","2","1","","19015","0",""
"19","93","","","0","","2","","19016","",""
"19","3","1","","top_luis_notice","","1","0","19017","",""
"19","93","","","0","","1","","19018","",""
"19","3","1","","top_luis_walk_jog","","1","0.2","19019","",""
"19","2","-130","","-100","0.5","1","","19020","0",""
"19","93","","","0","","0.5","","19021","",""
"19","4","","","1","","1","","19022","",""
"19","3","0","","top_luis_sit_in","top_luis_sit_idle","1","0.2","19023","1","0"
"19","93","","","0","","0.1","","19024","",""
"19","2","-140","","-57","0.4","1","","19025","0",""
"19","93","","","0","","1","","19026","",""
"19","3","0","","top_luis_experiment_failer_in","","1","0.2","19027","",""
"19","93","","","0","","2.3","","19028","",""
"19","3","0","","top_luis_experiment_failer_mix","","1","0.1","19029","",""
"19","93","","","0","","2.7","","19030","",""
"19","32","","","1","","13","","19031","",""
"19","3","0","","top_luis_experiment_failer_burst","","1","0.1","19032","",""
"19","93","","","0","","2.7","","19033","",""
"19","3","0","","top_luis_experiment_failer_out","","1","0.1","19034","",""
"19","93","","","0","","1.1","","19035","",""
"19","3","0","","top_luis_sit_out","idle_normal","1","0.2","19036","1","0"
"19","2","-130","","-100","0.3","1","","19037","0",""
"19","93","","","0","","1","","19038","",""
"19","3","0","","walk_normal","","1","0.2","19039","",""
"19","2","-103","","-216","1","1","","19040","0",""
"19","93","","","0","","1","","19041","",""
"19","3","0","","idle_normal","","1","0.1","19042","",""
"19","93","","","0","","0.8","","19043","",""
"19","32","","","0","","13","","19044","",""
"19","3","0","","top_luis_arm_crossed_in","top_luis_arm_crossed_idle","1","0.2","19045","1","0"
"19","93","","","0","","4","","19046","",""
"19","3","0","","top_luis_approach_in","top_luis_approach_idle","1","0.2","19047","1","0"
"19","93","","","0","","3.5","","19048","",""
"19","3","1","","top_luis_thinking","","1","0.2","19049","",""
"19","93","","","0","","3.5","","19050","",""
"19","3","1","","top_luis_walk_think","","1","0.2","19051","",""
"19","2","-103","","-495","2","1","","19052","0",""
"19","93","","","0","","2","","19053","",""
"19","4","","","0","","1","","19054","",""
"19","2","-103","","-216","2","1","","19055","0",""
"19","93","","","0","","2","","19056","",""
"19","3","1","","top_luis_notice","","1","0","19057","",""
"19","93","","","0","","1","","19058","",""
"19","3","1","","top_luis_walk_jog","","1","0.2","19059","",""
"19","2","-130","","-100","0.5","1","","19060","0",""
"19","93","","","0","","0.5","","19061","",""
"19","4","","","1","","1","","19062","",""
"19","3","0","","top_luis_sit_in","top_luis_sit_idle","1","0.2","19063","1","0"
"19","93","","","0","","0.1","","19064","",""
"19","2","-140","","-57","0.4","1","","19065","0",""
"19","93","","","0","","1","","19066","",""
"19","3","0","","top_luis_experiment_success_in","","1","0.2","19067","",""
"19","93","","","0","","2.3","","19068","",""
"19","3","0","","top_luis_experiment_success_mix","","1","0.1","19069","",""
"19","93","","","0","","2.7","","19070","",""
"19","32","","","1","","14","","19071","",""
"19","3","0","","top_luis_experiment_success_burst","","1","0.1","19072","",""
"19","93","","","0","","2.7","","19073","",""
"19","3","0","","top_luis_experiment_success_out","","1","0.1","19074","",""
"19","93","","","0","","1.1","","19075","",""
"19","3","0","","top_luis_sit_out","idle_normal","1","0.2","19076","1","0"
"19","2","-130","","-100","0.3","1","","19077","0",""
"19","93","","","0","","1","","19078","",""
"19","3","0","","walk_normal","","1","0.2","19079","",""
"19","2","-103","","-216","1","1","","19080","0",""
"19","93","","","0","","1","","19081","",""
"19","3","0","","idle_normal","","1","0.1","19082","",""
"19","93","","","0","","0.8","","19083","",""
"19","32","","","0","","14","","19084","",""
"19","101","0","","","0","19005","","19085","",""
"101","5","100","adv_luis","1","-1.7","1","1.4","101001","-140","0"
"101","31","108.3","","1","87","1","1","101002","1",""
"102","5","100","adv_luis","1","-1.7","1","1.4","102001","-140","0"
"102","31","108.3","","1","87","1","1","102002","1",""
"103","5","100","adv_luis","1","-1.7","1","1.4","103001","-140","0"
"103","31","108.3","","1","87","1","1","103002","1",""
"104","5","100","adv_iroha","2","90","2","1.5","104001","-190","0"
"104","31","200","","1","37","1","1","104002","1",""
"105","5","100","adv_iroha","2","90","2","1.5","105001","-190","0"
"105","31","200","","1","37","1","1","105002","1",""
"106","5","100","adv_iroha","2","90","2","1.5","106001","-190","0"
"106","31","200","","1","37","1","1","106002","1",""
"107","5","100","adv_sono","3","350","3","1.38","107001","-130","1"
"107","31","475","","10","-18","10","1","107002","1",""
"107","31","460","","1","125","1","1","107003","1",""
"108","5","100","adv_sono","3","350","3","1.38","108001","-130","1"
"108","31","475","","10","-18","10","1","108002","1",""
"108","31","460","","1","125","1","1","108003","1",""
"109","5","100","adv_sono","3","350","3","1.38","109001","-130","1"
"109","31","475","","10","-18","10","1","109002","1",""
"109","31","460","","1","125","1","1","109003","1",""
"110","5","100","adv_sono","3","350","3","1.38","110001","-130","1"
"110","31","475","","10","-18","10","1","110002","1",""
"110","31","460","","1","125","1","1","110003","1",""
"111","5","100","adv_luis","1","-1.7","1","1.4","111001","-140","0"
"111","31","108.3","","1","87","1","1","111002","1",""
"111","37","","","special","","1","","111003","",""
"112","5","100","adv_sono","3","350","3","1.38","112001","-130","1"
"112","31","475","","10","-18","10","1","112002","1",""
"112","31","460","","1","125","1","1","112003","1",""
"112","37","","","special","","1","","112004","",""
"113","5","100","adv_iroha","2","90","2","1.5","113001","-190","0"
"113","31","200","","1","37","1","1","113002","1",""
"113","37","","","special","","1","","113003","",""
"114","5","100","adv_iroha","2","90","2","1.5","114001","-190","0"
"114","31","200","","1","37","1","1","114002","1",""
"114","37","","","special","","1","","114003","",""
"115","5","100","adv_luis","1","-1.7","1","1.4","115001","-140","0"
"115","31","108.3","","1","87","1","1","115002","1",""
"115","37","","","special","","1","","115003","",""
"116","5","100","adv_iroha","2","90","2","1.5","116001","-190","0"
"116","31","200","","1","37","1","1","116002","1",""
"116","37","","","special","","1","","116003","",""
"117","5","100","adv_sono","3","350","3","1.38","117001","-130","1"
"117","31","475","","10","-18","10","1","117002","1",""
"117","31","460","","1","125","1","1","117003","1",""
"117","37","","","special","","1","","117004","",""
"118","5","100","adv_iroha_kodomo","4","90","4","1.48","118001","-190","0"
"118","31","200","","1","37","1","1","118002","1",""
"118","37","","","special","","1","","118003","",""
"119","5","100","adv_sono","3","350","3","1.38","119001","-130","1"
"119","31","475","","10","-18","10","1","119002","1",""
"119","31","460","","1","125","1","1","119003","1",""
"119","37","","","special","","1","","119004","",""
"120","5","100","adv_sono","3","350","3","1.38","120001","-130","1"
"120","31","475","","10","-18","10","1","120002","1",""
"120","31","460","","1","125","1","1","120003","1",""
"120","37","","","special","","1","","120004","",""
"121","5","100","adv_luis","1","-1.7","1","1.4","121001","-140","0"
"121","31","108.3","","1","87","1","1","121002","1",""
"121","37","","","special","","1","","121003","",""
"122","5","100","adv_sono","3","350","3","1.38","122001","-130","1"
"122","31","475","","10","-18","10","1","122002","1",""
"122","31","460","","1","125","1","1","122003","1",""
"122","37","","","special","","1","","122004","",""
"123","5","100","adv_sono_otona","5","350","5","1.4","123001","-130","1"
"123","31","475","","10","-18","10","1","123002","1",""
"123","31","460","","1","125","1","1","123003","1",""
"123","37","","","special","","1","","123004","",""
"125","5","100","adv_luis","1","-1.7","1","1.4","125001","-140","0"
"125","31","108.3","","1","87","1","1","125002","1",""
"125","37","","","special","","1","","125003","",""
"126","5","100","adv_iroha_kodomo","4","90","4","1.48","126001","-190","0"
"126","31","200","","1","37","1","1","126002","1",""
"126","37","","","special","","1","","126003","",""
"127","5","100","adv_iroha","2","90","2","1.5","127001","-190","0"
"127","31","200","","1","37","1","1","127002","1",""
"127","37","","","special","","1","","127003","",""
"128","5","100","adv_luis","1","-1.7","1","1.4","128001","-140","0"
"128","31","108.3","","1","87","1","1","128002","1",""
"128","37","","","special","","1","","128003","",""
"129","5","100","adv_sono_otona","5","350","5","1.4","129001","-130","1"
"129","31","475","","10","-18","10","1","129002","1",""
"129","31","460","","1","125","1","1","129003","1",""
"129","37","","","special","","1","","129004","",""
"130","5","100","adv_sono","3","350","3","1.38","130001","-130","1"
"130","31","475","","10","-18","10","1","130002","1",""
"130","31","460","","1","125","1","1","130003","1",""
"130","37","","","special","","1","","130004","",""
"131","5","100","adv_luis","1","-1.7","1","1.4","131001","-140","0"
"131","31","108.3","","1","87","1","1","131002","1",""
"131","37","","","special","","1","","131003","",""
"132","5","100","adv_iroha","2","90","2","1.5","132001","-190","0"
"132","31","200","","1","37","1","1","132002","1",""
"132","37","","","special","","1","","132003","",""
