99ed6c7926e465e59d4c9e15e1d50111629bfeadd8d8c366c601abd3a0c2b81d,74a5f2a2665a05304516573bc6ca794d7e3847978427112d3890d495cea96319,be71a16f8f853aa344f19233c7c1c557e6dc1d6f6c20c403d1b0475c42b65431,f957587c1b56ab33881c6c733b43dac8ed5cadcdec9cb7c30ce7c2382a54c638,a46e049d1d1b234bafe20886da1c191fdafbe6010084944ead9dd459050ae2a5,4f2df695ad69b9ec02ae357f0d6839af1c64815b4e92f31901e6a96867c2c7ff,5f80f9156d3fabda7d7ae845c8d394b124096caa30c41a3f12f5e921a21c5341,eb0eae2cdad117cf46897b115d10fffcaa580ba789a50b7366b0743fe92a9f64,8a3a10f662e61829d1eb6f82a84e24e73d84b8a97ae33295f3cd1e85e7d13767,69338ba1f33280779f300588030dd801eb2e3634f6244b6bc9e1e2463cb65a17
"でこぴん","0","2320009","0","でんきん","でんぷん","1","0","0","でんせん"
"340","0","2320010","0","360","720","1","0","0","960"
"4分の1","0","2320011","0","6分の1","8分の1","1","0","0","2分の1"
"コサイン","0","2320013","0","サイン","タンジェント","1","0","0","コタンジェント"
"足し算の答え","0","2320014","0","かけ算の答え","割り算の答え","1","0","0","引き算の答え"
"炭素液","0","2320016","0","臭素液","ヨウ素液","1","0","0","水素液"
"ヘスの法則","0","2320017","0","ヘンリーの法則","キルヒホッフの法則","1","0","0","ドルトンの法則"
"ちょう座","0","2320018","0","とんぼ座","はえ座","1","0","0","ばった座"
"木星","0","2320020","0","地球","太陽","1","0","0","月"
"夏","0","2320021","0","春","冬","1","0","0","秋"
"トリウム","0","2320022","0","カリウム","ヘリウム","1","0","0","バリウム"
"トオン","0","2320025","0","イオン","ネオン","1","0","0","フオン"
"総数","0","2320026","0","小数","整数","1","0","0","自然対数"
"ソシアルダンス","0","2320029","0","リンボーダンス","インピーダンス","1","0","0","フラダンス"
"水化銀","0","2320030","0","純銀","水銀","1","0","0","水溶銀"
"4回","0","2320031","0","1回","2回","1","0","0","12回"
"地熱","0","2320032","0","魚群","月","1","0","0","海流"
"Nt","0","2320033","0","N","Na","1","0","0","Ne"
"Cl","0","2320034","0","K","Ca","1","0","0","Ka"
"結節","0","2320035","0","結氷","結晶","1","0","0","結膜"
"3回","0","2320036","0","2回","1回","1","0","0","4回"
"分兄","0","2320037","0","分父","分母","1","0","0","分姉"
"臭素","0","2320040","0","水素","酸素","1","0","0","炭素"
"弱火山","0","2320041","0","休火山","死火山","1","0","0","伏火山"
"アスミスト","0","2320042","0","アスラスト","アスベスト","1","0","0","アスガスト"
"ゼータ","0","2320043","0","ガンマ","デルタ","1","0","0","シグマ"
"かに座","0","2320044","0","さそり座","みずがめ座","1","0","0","しし座"
"さそり座","0","2320045","0","みずがめ座","しし座","1","0","0","かに座"
"辺","0","2320046","0","頂点","母線","1","0","0","面"
"5","0","2320049","0","3","2","1","0","0","7"
"20キロ","0","2320050","0","15キロ","25キロ","1","0","0","33キロ"
"電線","0","2320051","0","点線","前線","1","0","0","無線"
"ニッケル","0","2320053","0","鉄","アルミニウム","1","0","0","チタン"
"衛星","0","2320054","0","恒星","惑星","1","0","0","超新星"
"時間","0","2320056","0","昼夜","季節","1","0","0","日付"
"リューズ","0","2320057","0","ミューズ","ヒューズ","1","0","0","シューズ"
"青","0","2320058","0","赤","緑","1","0","0","白"
"トル","0","2320059","0","パスカル","ニュートン","1","0","0","ジュール"
"コンビネーション","0","2320060","0","ファクトリアル","インテグラル","1","0","0","インターセクション"
"4本","0","2320061","0","1本","2本","1","0","0","16本"
"キョウカ","0","2321001","0","リマ","全員同じ","1","0","0","ペコリーヌ"
"セントールス","0","2321002","0","オーエド","オーマ","1","0","0","ランドソル"
"オーエド","0","2321003","0","オーマ","セントールス","1","0","0","エルビス島"
"セントールス","0","2321004","0","オーマ","オーエド","1","0","0","サレンディア"
"1000","0","2321005","0","2000","2500","1","0","0","1500"
"アルガン","0","2330001","0","アルヘナ","アルベド","1","0","0","アルキン"
"20","0","2330002","0","16","18","1","0","0","22"
"みずがめ座","0","2330004","0","しし座","おうし座","1","0","0","おひつじ座"
"カノープス","0","2330005","0","シリウス","アークトゥルス","1","0","0","ベテルギウス"
"木星","0","2330007","0","海王星","天王星","1","0","0","土星"
"マイカナイト","0","2330008","0","ベントナイト","モアサナイト","1","0","0","カオリナイト"
"かえる座","0","2330010","0","やもり座","とかげ座","1","0","0","いもり座"
"CC","0","2330011","0","BC","AC","1","0","0","DC"
"どちらも変化しない","0","2330012","0","赤色が青くなる","青色が赤くなる","1","0","0","どちらも白くなる"
"垂心","0","2330015","0","外心","重心","1","0","0","内心"
"透明","0","2330016","0","橙","緑","1","0","0","青"
"7本","0","2330017","0","5本","9本","1","0","0","13本"
"23戦目","0","2330018","0","16戦目","31戦目","1","0","0","9戦目"
"みなみのしかく座","0","2330020","0","みなみのまる座","みなみのさんかく座","1","0","0","みなみのひしがた座"
"ベクルックス","0","2330021","0","アクルックス","ポルックス","1","0","0","アンタレス"
"アンドロイド座","0","2330022","0","アンドロギュノス座","アンドロメダ座","1","0","0","アイスキュロス座"
"ポリリズム","0","2330023","0","オリエンタリズム","サーカディアンリズム","1","0","0","インターナショナリズム"
"歯石化石","0","2330024","0","示準化石","示相化石","1","0","0","自然化石"
"ミュラー","0","2330026","0","ラスカー","スカラー","1","0","0","リヤー"
"銀","0","2330027","0","アセチレン","アンモニア","1","0","0","ダイヤモンド"
"991","0","2330028","0","989","997","1","0","0","993"
"テトロドトキシン","0","2330029","0","イクシオトキシン","アスタキサンチン","1","0","0","パフトキシン"
"ジーメンス","0","2330030","0","インダクタンス","コンダクタンス","1","0","0","ヘンリー"
"ガンマ","0","2330031","0","ラムダ","シグマ","1","0","0","デルタ"
"こいぬ座","0","2330032","0","おおぐま座","こぐま座","1","0","0","おおいぬ座"
"ナトリウム","0","2330033","0","カリウム","カルシウム","1","0","0","マグネシウム"
"ジュラ紀","0","2330034","0","三畳紀","ペルム紀","1","0","0","白亜紀"
"テルル","0","2330035","0","モリブデン","テクネチウム","1","0","0","ロジウム"
"マグナカルタ","0","2330036","0","アルスマグナ","フォッサマグナ","1","0","0","マグカップ"
"ムシロスコープ","0","2330037","0","ヤシロスコープ","オシロスコープ","1","0","0","タシロスコープ"
"1尺","0","2330038","0","1里","1分","1","0","0","1銭"
"10気圧","0","2330040","0","0気圧","1気圧","1","0","0","1013気圧"
"MgO","0","2330041","0","NaOH","NaCl","1","0","0","SiO2"
"4個","0","2330042","0","3個","2個","1","0","0","1個"
"8","0","2330043","0","7","10","1","0","0","9"
"二酸化炭素","0","2330045","0","窒素","酸素","1","0","0","水素"
"月","0","2330047","0","地球","金星","1","0","0","木星"
"クリープ現象","0","2330048","0","スプロール現象","ブロッケン現象","1","0","0","ヒートアイランド現象"
"力点","0","2330049","0","支点","作用点","1","0","0","交点"
"デューン現象","0","2330051","0","ジェーン現象","フェーン現象","1","0","0","ビューン現象"
"火星","0","2330053","0","水星","太陽","1","0","0","月"
"中間圏","0","2330056","0","熱圏","成層圏","1","0","0","対流圏"
"火星","0","2330057","0","水星","金星","1","0","0","土星"
"倍分数","0","2330058","0","偽分数","仮分数","1","0","0","偉分数"
"5分の1","0","2330061","0","4分の1","6分の1","1","0","0","7分の1"
"ブリザ海岸","0","2331001","0","ミステリオン海岸","マルジェン海岸","1","0","0","オーエド海岸"
"5","0","2331002","0","4","4.5","1","0","0","3"
"コッコロ","0","2331003","0","アキノ","マコト","1","0","0","モニカ"
"タリア湿地","0","2331004","0","ナンセイ湿地","ドロテア湿地","1","0","0","ジュノー湿地"
"エスタ岬","0","2331005","0","カウダ岬","プロピーナ岬","1","0","0","フテラ岬"
"路線バス","0","2410002","0","シャトルバス","ユニットバス","1","0","0","ワンマンバス"
"救急車","0","2410003","0","自転車","新幹線","1","0","0","潜水艦"
"メタボンスシンドローム","0","2410004","0","メタボライズシンドローム","メタボリックシンドローム","1","0","0","メタボットシンドローム"
"ネットランニング","0","2410005","0","ネットサイクリング","ネットサーフィン","1","0","0","ネットドライビング"
"サミング","0","2410006","0","ショールーミング","ストリーミング","1","0","0","ハッキング"
"炎ファイバー","0","2410007","0","闇ファイバー","光ファイバー","1","0","0","水ファイバー"
"若手ドライバー","0","2410008","0","初心者ドライバー","ペーパードライバー","1","0","0","新人ドライバー"
"エーデルワイス","0","2410009","0","スイートピー","カーネーション","1","0","0","チューリップ"
"お達し","0","2410011","0","お直し","お通し","1","0","0","お察し"
"アイガード","0","2410012","0","バブルレス","シャンプーハット","1","0","0","バスドーナッツ"
"夜逃げ","0","2410014","0","夜なべ","夜泣き","1","0","0","夜更し"
"海","0","2410015","0","プール","花火","1","0","0","山"
"タルト","0","2410016","0","フォルテ","カルテ","1","0","0","カルテット"
"近近法","0","2410017","0","遠遠法","遠近法","1","0","0","正距方位図法"
"チャイルドシート","0","2410018","0","シートベルト","ヘルメット","1","0","0","鎧"
"特別総会","0","2410019","0","株主集会","株主総会","1","0","0","緊急集会"
"天地有情","0","2410020","0","上下無用","天地無用","1","0","0","天下御免"
"人間ピッグ","0","2410022","0","人間タッグ","人間ドック","1","0","0","人間サッグ"
"自動車教会所","0","2410024","0","自動車教育所","自動車教習所","1","0","0","自動車教養所"
"グライダー","0","2410025","0","飛行機","ヘリコプター","1","0","0","気球"
"チャイニーズウォール","0","2410026","0","グレートウォール","ファイアウォール","1","0","0","クライミングウォール"
"ホットタイム","0","2410027","0","スプリングタイム","サマータイム","1","0","0","エコロジータイム"
"グリーンシート","0","2410028","0","ゴールドシート","シルバーシート","1","0","0","ブルーシート"
"ニッキ飴","0","2410030","0","べっこう飴","千歳飴","1","0","0","金太郎飴"
"けん針","0","2410031","0","むら針","まち針","1","0","0","ぐん針"
"春","0","2410032","0","秋","夏","1","0","0","冬"
"火炎瓶","0","2410033","0","花瓶","魔法瓶","1","0","0","牛乳瓶"
"鏡上げ","0","2410036","0","鏡閉じ","鏡開き","1","0","0","鏡下げ"
"スピーディー交差点","0","2410037","0","ストロング交差点","スクランブル交差点","1","0","0","スパゲッティ交差点"
"いつも外出している","0","2410038","0","イクラが大好き","子育てに積極的","1","0","0","俳句が趣味"
"暑中見舞い","0","2410039","0","残暑見舞い","年賀状","1","0","0","不幸の手紙"
"おかあさん","0","2410040","0","おばあさん","おじいさん","1","0","0","おとうさん"
"ラッキークッキー","0","2410041","0","ペーパークッキー","フォーチュンクッキー","1","0","0","ゴッドクッキー"
"しょっつる","0","2410042","0","まげわっぱ","きりたんぽ","1","0","0","いぶりがっこ"
"せん切り","0","2410048","0","乱切り","みじん切り","1","0","0","輪切り"
"くろ胡椒","0","2410050","0","しろ胡椒","ゆず胡椒","1","0","0","しお胡椒"
"いか焼き","0","2410051","0","たこ焼き","たい焼き","1","0","0","卵焼き"
"ボロボロ崩れる","0","2410052","0","赤く変色する","水分が出てくる","1","0","0","味が無くなる"
"すみれ","0","2410053","0","さくら","れんげ","1","0","0","もみじ"
"ツナ","0","2410054","0","グリンピース","牛肉","1","0","0","タケノコ"
"タンブラー","0","2410055","0","ジョッキ","デミタス","1","0","0","ソーサー"
"きんつば","0","2410056","0","ぜんざい","くず餅","1","0","0","水ようかん"
"ラーメン","0","2410057","0","うどん","そば","1","0","0","きしめん"
"サニーサイドアップ","0","2410058","0","ポーチドエッグ","スクランブルエッグ","1","0","0","プレーンオムレツ"
"ガリ","0","2410059","0","サビ","ネタ","1","0","0","サラ"
"メイケオール結社","0","2411001","0","マリネリウス財閥","メルクリウス財団","1","0","0","ムシエラルゴ商社"
"アドベンチャー","0","2411002","0","オニギリすごろく","キャラバン","1","0","0","レッツ！テオゴニア！"
"マナ","0","2411003","0","ジュエル","ルピ","1","0","0","ソル"
"タマキ","0","2411004","0","スズメ","アユミ","1","0","0","リノ"
"予定表","0","2411005","0","一括スキップ","予定帳","1","0","0","デイリー帳"
"黒髪","0","2420001","0","茶髪","白髪","1","0","0","金髪"
"気象予告士","0","2420002","0","気象予想士","気象予報士","1","0","0","気象予言士"
"ジェネラル","0","2420003","0","ジェネレーション","ジェネリック","1","0","0","ジェネシス"
"3","0","2420004","0","1","7","1","0","0","9"
"茶托","0","2420005","0","ソーサー","コースター","1","0","0","はかま"
"世間話会議","0","2420006","0","お茶の間会議","井戸端会議","1","0","0","作戦会議"
"十二神将","0","2420008","0","四天王","七福神","1","0","0","八部衆"
"TO","0","2420009","0","TW","WC","1","0","0","WT"
"終期保険","0","2420011","0","終末保険","終身保険","1","0","0","延長保険"
"グレーダー","0","2420012","0","レシピエント","ドナー","1","0","0","パタンナー"
"弁護士","0","2420013","0","裁判官","検察官","1","0","0","司法書士"
"春分の日","0","2420014","0","元旦","大晦日","1","0","0","クリスマスイブ"
"リアル式海岸","0","2420016","0","シワス式海岸","リアス式海岸","1","0","0","イグアス式海岸"
"ばら梅雨","0","2420017","0","たら梅雨","から梅雨","1","0","0","さら梅雨"
"氷害","0","2420018","0","水害","冷害","1","0","0","かんがい"
"カウボーイ","0","2420019","0","トムボーイ","ベルボーイ","1","0","0","ボールボーイ"
"クレープ","0","2420020","0","ケーキ","ドーナツ","1","0","0","アイスクリーム"
"54回","0","2420021","0","27回","108回","1","0","0","216回"
"スタグネーション","0","2420023","0","デフレーション","インフレーション","1","0","0","デノミネーション"
"違法試験","0","2420025","0","憲法試験","司法試験","1","0","0","忍法試験"
"海に近い地域","0","2420028","0","気温の高い地域","雪の多い地域","1","0","0","乾燥している地域"
"面積が狭い状態","0","2420029","0","気温が低い状態","人口が減った状態","1","0","0","地震が起こる状態"
"サラダボウル","0","2420030","0","ウォッシュボウル","フィンガーボウル","1","0","0","クリーニングボウル"
"！？","0","2420031","0","？","！","1","0","0","※"
"茶さじ","0","2420032","0","小さじ","大さじ","1","0","0","どれも同じ"
"役者専門","0","2420033","0","子供専門","ペット専門","1","0","0","美容師専門"
"オペラグラス","0","2420035","0","サングラス","ステンドグラス","1","0","0","ハリメグラス"
"白玉粉","0","2420036","0","小麦粉","片栗粉","1","0","0","葛粉"
"アンチョビ","0","2420039","0","しょっつる","くさや","1","0","0","みがきにしん"
"鶏","0","2420040","0","豚","牛","1","0","0","羊"
"鉛","0","2420042","0","煙","塩","1","0","0","縁"
"焼き餃子","0","2420046","0","揚げ餃子","水餃子","1","0","0","蒸し餃子"
"ステンドグラス","0","2420048","0","ビールグラス","レモングラス","1","0","0","ワイングラス"
"小麦","0","2420049","0","ジャガイモ","米","1","0","0","大豆"
"豚肉","0","2420051","0","牛肉","鶏肉","1","0","0","羊肉"
"かきあげ","0","2420052","0","鶏肉","卵","1","0","0","ねぎ"
"春","0","2420053","0","冬","夏","1","0","0","秋"
"3cc","0","2420054","0","10cc","5cc","1","0","0","12cc"
"ムラサキ","0","2420055","0","アガリ","シャリ","1","0","0","シロ"
"カプレーゼ","0","2420056","0","カプリチオ","カプチーノ","1","0","0","カプサイシン"
"味噌汁","0","2420057","0","揚げ物","炒め物","1","0","0","冷や奴"
"馬車巻き","0","2420058","0","客船巻き","軍艦巻き","1","0","0","気球巻き"
"焼酎","0","2420059","0","麦茶","緑茶","1","0","0","日本酒"
"ミディアムレア","0","2420060","0","ウェルダン","レア","1","0","0","ミディアム"
"ソーセージ","0","2420061","0","マシュマロ","ホイップクリーム","1","0","0","ストロベリージャム"
"Lost Princess","0","2421001","0","Precious Journey","Mirage Game","1","0","0","Connecting Happy！！"
"Connecting Happy！！","0","2421002","0","Precious Journey","茜色の寄り道","1","0","0","つなぐもの"
"4人","0","2421003","0","3人","5人","1","0","0","2人"
"カズヒコ","0","2421004","0","マサカズ","カズマサ","1","0","0","フィッシャーマン・ジーク"
"木材","0","2421005","0","鉄","お菓子","1","0","0","魔物"
"SSD","0","2430001","0","GPS","CPU","1","0","0","DOS"
"腕枕","0","2430002","0","膝枕","北枕","1","0","0","抱き枕"
"5．5平方メートル","0","2430003","0","4．4平方メートル","3．3平方メートル","1","0","0","6．6平方メートル"
"9親等","0","2430004","0","3親等","6親等","1","0","0","10親等"
"A4","0","2430005","0","A3","B5","1","0","0","B4"
"グレーダー","0","2430006","0","ドナー","レシピエント","1","0","0","パタンナー"
"遺令分","0","2430007","0","遺訓分","遺留分","1","0","0","遺愛分"
"税務署","0","2430008","0","小学校","保健所","1","0","0","銀行"
"家族傷害保険","0","2430009","0","個人年金保険","自賠責保険","1","0","0","火災保険 "
"電気","0","2430010","0","ガス","水道","1","0","0","固定電話"
"高くてなかなか手に入らない薬","0","2430011","0","すぐに効き目が出る薬","周りを糖分でくるんだ薬","1","0","0","遠くの病院でもらう薬"
"行動資産","0","2430015","0","固定資産","流動資産","1","0","0","確定資産"
"敬老の日","0","2430016","0","誕生日","成人式","1","0","0","銀婚式"
"クラゲ講","0","2430017","0","カラス講","ネズミ講","1","0","0","カマキリ講"
"B4","0","2430018","0","A4","A3","1","0","0","B5"
"警戒標識","0","2430019","0","案内標識","規制標識","1","0","0","指示標識"
"時間帯","0","2430020","0","眼帯","岩田帯","1","0","0","亜寒帯"
"40キロ","0","2430021","0","50キロ","30キロ","1","0","0","20キロ"
"運転手の制服の色","0","2430022","0","車体の色","ナンバープレートの色","1","0","0","割引チケットの色"
"土用","0","2430023","0","立春","節分","1","0","0","夏至"
"3人","0","2430024","0","1人","2人","1","0","0","0人"
"COUNTRY","0","2430025","0","ROAD","ROUTE","1","0","0","NUMBER"
"課税証明書","0","2430026","0","住民票","戸籍謄本","1","0","0","印鑑登録証明書"
"御洗浄","0","2430027","0","御不浄","御手洗","1","0","0","御内儀"
"お蔵入り","0","2430028","0","都入り","お国入り","1","0","0","藪入り"
"地獄","0","2430029","0","脱獄","疑獄","1","0","0","牢獄"
"北","0","2430030","0","北東","北西","1","0","0","東"
"ひっさつ","0","2430031","0","ぼさつ","おさつ","1","0","0","いきさつ"
"臨月手帳","0","2430032","0","子宝手帳","母子健康手帳","1","0","0","育児手帳"
"ぼたん肉","0","2430034","0","もみじ肉","さくら肉","1","0","0","つつじ肉"
"ライト液","0","2430041","0","ピッチャー液","バッター液","1","0","0","キャッチャー液"
"肉じゃが","0","2430042","0","しゃぶしゃぶ","すきやき","1","0","0","ジンギスカン"
"シイタケ","0","2430043","0","長ネギ","しらたき","1","0","0","白菜"
"サトイモ","0","2430044","0","ジャガイモ","サツマイモ","1","0","0","コンニャクイモ"
"ジャガイモ","0","2430046","0","サツマイモ","コンニャクイモ","1","0","0","サトイモ"
"シャケ","0","2430047","0","マグロ","カツオ","1","0","0","イワシ"
"マグロ","0","2430048","0","クジラ","サメ","1","0","0","イルカ"
"ハクサイ","0","2430049","0","ダイコン","ネギ","1","0","0","オクラ"
"酢","0","2430052","0","真水","塩水","1","0","0","泥水"
"ピタパン","0","2430053","0","ピーターパン","ピータン","1","0","0","ピーカン"
"スフレ","0","2430054","0","グラッセ","ピューレ","1","0","0","パテ"
"エシャロット","0","2430056","0","テリーヌ","クルトン","1","0","0","プラリネ"
"松むき","0","2430058","0","杉むき","桂むき","1","0","0","樫むき"
"わらび餅","0","2430060","0","ようかん","ういろう","1","0","0","きんつば"
"オムレツ","0","2430061","0","ラザニア","パエリア","1","0","0","ブイヤベース"
"冒険の始まり","0","2431001","0","駆けだしの冒険者","冒険への初立","1","0","0","裸の冒険者"
"ユキのビューティーチェック","0","2431002","0","美の饗宴","ユキの審美会","1","0","0","美の伝道者"
"蒼海の孤塔","0","2431003","0","緑竜の骸嶺","毒瘴の闇稜","1","0","0","断崖の遺跡"
"追憶のメモリー","0","2431004","0","ムイミの思い出","追想のデフラグ","1","0","0","ノウェムの過ぎ去りし日々"
"Seize The Day！","0","2431005","0","GREEDY LOVE","私色STORY","1","0","0","フェアリーテイルは夢の中"
"フィーネ","0","2510003","0","ファイン","フォルテ","1","0","0","フォックス"
"バイオリン","0","2510004","0","チェロ","コントラバス","1","0","0","ビオラ"
"d","0","2510005","0","g","f","1","0","0","i"
"最年長","0","2510006","0","作曲者","指揮者","1","0","0","第一バイオリン"
"ひさしぶり","0","2510007","0","ごぶさた","しばらく","1","0","0","このあいだはどうも"
"Commercial Voice","0","2510008","0","Cuter Voice","Character Voice","1","0","0","Create Voice"
"スタートソフト","0","2510009","0","キラーソフト","ローンチソフト","1","0","0","バンドルソフト"
"盛り髪","0","2510010","0","縦ロール","アホ毛","1","0","0","ちょこ毛"
"チェス","0","2510012","0","将棋","オセロ","1","0","0","どれも同じ"
"角行","0","2510013","0","飛車","王将","1","0","0","歩兵"
"北風","0","2510014","0","そよ風","木枯らし","1","0","0","爆風"
"タイフーン","0","2510015","0","ハリケーン","スコール","1","0","0","モンスーン"
"とろ","0","2510016","0","なぎ","しけ","1","0","0","ふち"
"ブビン","0","2510018","0","バビン","ボビン","1","0","0","ベビン"
"プレミア","0","2510019","0","ボヘミア","カシミア","1","0","0","クリミア"
"リンス","0","2510022","0","シャンプー","トリートメント","1","0","0","ボディーソープ"
"ヒトカラ","0","2510023","0","チーク","マスカラ","1","0","0","マラカス"
"スリット","0","2510025","0","ステップ","ステッチ","1","0","0","スカッド"
"バイプレーヤー","0","2510027","0","バインダー","バイヤー","1","0","0","バイト"
"上水","0","2510028","0","軟水","硬水","1","0","0","井戸水"
"エクトプラズム","0","2510029","0","テンプテーション","ポルターガイスト","1","0","0","リインカーネーション"
"麻雀牌","0","2510030","0","トランプ","サイコロ","1","0","0","将棋の駒"
"麻雀","0","2510031","0","将棋","囲碁","1","0","0","五目並べ"
"マネーハザード","0","2510032","0","バイオハザード","モラルハザード","1","0","0","ライフハザード"
"ラパン","0","2510033","0","バリン","バラン","1","0","0","ハッパ"
"包丁を油まみれにする","0","2510035","0","包丁をよく冷やす","包丁を軽く温める","1","0","0","包丁をさびつかせる"
"キュキュ","0","2510038","0","チュチュ","シュシュ","1","0","0","リュリュ"
"ストール","0","2510039","0","パニール","デニール","1","0","0","プリーツ"
"除名液","0","2510040","0","除湿液","除光液","1","0","0","除算液"
"コサージュ","0","2510041","0","ベージュ","ルージュ","1","0","0","ミラージュ"
"アンチクレンジング","0","2510042","0","アンチクルージング","アンチエイジング","1","0","0","アンチドレッシング"
"フラッシュ","0","2510043","0","スリーカード","ワンペア","1","0","0","フルハウス"
"ポン","0","2510044","0","ロン","ツモ","1","0","0","チー"
"6月6日","0","2510046","0","7月7日","8月8日","1","0","0","5月5日"
"B","0","2510047","0","A","C","1","0","0","D"
"舌打ち","0","2510048","0","耳打ち","峰打ち","1","0","0","頭打ち"
"深夜バス","0","2510050","0","トラック","タクシー","1","0","0","タンカー"
"キク","0","2510051","0","タチバナ","ヒマワリ","1","0","0","キリ"
"カロリーの高い順番","0","2510053","0","味の強い順番","使っている量の多い順番","1","0","0","高価な食材の順番"
"プレイヤー","0","2510054","0","ドライヤー","フライヤー","1","0","0","セットリスト"
"ダンスジョグ","0","2510056","0","デジタルジョーカー","ディスクジョッキー","1","0","0","ドリームジャスティス"
"回転","0","2510057","0","側転","暗転","1","0","0","バク転"
"ハズバンド","0","2510058","0","ビッグバンド","ブラスバンド","1","0","0","ブロードバンド"
"銀","0","2510059","0","金","歩","1","0","0","角"
"ロック音","0","2510060","0","ジャズ音","ラップ音","1","0","0","エンカ音"
"保健室","0","2511001","0","職員室","プール","1","0","0","体育館"
"6.5","0","2511002","0","4.5","5.5","1","0","0","3.5"
"シオリ","0","2511003","0","レイ","ヒヨリ","1","0","0","サレン"
"いつでもチエルちゃん","0","2511004","0","どこでもチエルちゃん","おしゃべりチエルちゃん","1","0","0","ちぇる～ん☆チエルちゃん"
"クレジッタ・ビルディング","0","2511005","0","リッチモンド・タワー","クレジッタ・タワー","1","0","0","タワー・オブ・クレジッタ"
"7月7日","0","2520001","0","6月27日","7月2日","1","0","0","6月22日"
"身切り","0","2520002","0","皮切り","骨切り","1","0","0","髪切り"
"まわし","0","2520004","0","さわり","にぎり","1","0","0","はなし"
"自分鉤","0","2520006","0","自由鉤","自在鉤","1","0","0","天狗鉤"
"チェチェ","0","2520007","0","チャチャ","チュチュ","1","0","0","チョチョ"
"ヘビーフィッシング","0","2520009","0","ライトフィッシング","フライフィッシング","1","0","0","ヘアーフィッシング"
"浮き","0","2520010","0","糸","重り","1","0","0","針"
"直語り","0","2520011","0","生語り","素語り","1","0","0","静語り"
"屋点","0","2520012","0","露点","野点","1","0","0","支点"
"グランジ","0","2520013","0","ステージ","フリンジ","1","0","0","ブリッジ"
"セールスランキング","0","2520015","0","セパレート","セレクトショップ","1","0","0","セレモニー"
"オーバーニーソックス","0","2520016","0","レギンス","プルオーバー","1","0","0","スコート"
"オートミール","0","2520018","0","コーンフレーク","グラノーラ","1","0","0","ポリッジ"
"ブリザード","0","2520020","0","ワイアード","ティアード","1","0","0","プレイヤード"
"シズル広告","0","2520022","0","ティーザー広告","サブリミナル広告","1","0","0","テスティモニアル広告"
"8本","0","2520023","0","5本","4本","1","0","0","6本"
"デュオ","0","2520024","0","トリオ","クインテット","1","0","0","カルテット"
"バリトン","0","2520025","0","メゾアルト","メゾソプラノ","1","0","0","テノール"
"タータン","0","2520026","0","マドラス","アーガイル","1","0","0","ギンガム"
"大安","0","2520028","0","先負","先勝","1","0","0","仏滅"
"T","0","2520029","0","S","R","1","0","0","U"
"花札","0","2520033","0","麻雀","囲碁","1","0","0","将棋"
"9月1日","0","2520034","0","7月1日","8月1日","1","0","0","6月1日"
"尻","0","2520035","0","まぶた","足の裏","1","0","0","膝"
"すあま売り","0","2520037","0","ようかん売り","ういろう売り","1","0","0","ぎゅうひ売り"
"フレーム","0","2520038","0","クラウド","バルーン","1","0","0","サークル"
"スペードのキング","0","2520039","0","ダイヤのキング","ハートのキング","1","0","0","クラブのキング"
"ターコイズ","0","2520040","0","ルビー","アメシスト","1","0","0","ラピスラズリ"
"太陰暦","0","2520042","0","地球暦 ","太陽暦 ","1","0","0","御化暦"
"21年目","0","2520043","0","11年目","1年目","1","0","0","31年目"
"細編み","0","2520044","0","長編み","メリヤス編み","1","0","0","鎖編み"
"大三元","0","2520045","0","字一色","天和","1","0","0","四暗刻"
"フルハウス","0","2520047","0","ストレート","フラッシュ","1","0","0","ファイブカード"
"瀞","0","2520048","0","川","海","1","0","0","山"
"カシェ","0","2520049","0","ラシェ","サシェ","1","0","0","リシェ"
"北西","0","2520050","0","南東","北東","1","0","0","南西"
"クルブシネック","0","2520051","0","クルーザーネック","クルーネック","1","0","0","クルクルネック"
"パールカラー","0","2520052","0","ピーチカラー","アースカラー","1","0","0","ドールカラー"
"せっさ","0","2520054","0","かっぱ","かっさ","1","0","0","せっぱ"
"ページオン","0","2520055","0","キープオン","ロールオン","1","0","0","ピースオン"
"サイドカー","0","2520056","0","ウーファー","チョーカー","1","0","0","ストーカー"
"30組","0","2520058","0","24組","26組","1","0","0","20組"
"トリオ","0","2520059","0","クインテット","カルテット","1","0","0","デュオ"
"バロメーター","0","2520060","0","クロノグラフ","メトロノーム","1","0","0","オシロスコープ"
"のむ","0","2520061","0","うつ","さす","1","0","0","きく"
"雲海の魔物肉","0","2521001","0","天露の金甘水","ゴールデン無限おにぎり","1","0","0","至高のドラゴンテイルおでん"
"肉","0","2521002","0","ご飯","卵","1","0","0","蜜"
"だいじょぶマイフレンドくん1号","0","2521003","0","キャンプ道具","土鍋","1","0","0","弓"
"竜の翼","0","2521004","0","竜の卵","龍の卵","1","0","0","龍の翼"
"ホマレにいたずらをする","0","2521005","0","龍の卵をカジノ王から盗む","ホマレの部屋で写真を撮る","1","0","0","カヤと掃除をする"
"ノールックタイピング","0","2530001","0","シャドータイピング","タッチタイピング","1","0","0","スーパータイピング"
"ソルトスポット","0","2530002","0","ソルトプール","タイドプール","1","0","0","スイートスポット"
"キャメルトゥース","0","2530003","0","キャットトゥース","ハウンドトゥース","1","0","0","シャークトゥース"
