caba4afc3f4cb1015ae41d4b5b2fb7b1a188410333fe5381e18a33aeb81b3d21,5d4b96a3ddbc1ac9f70f4a82f8ab4b20ad4ef16b9ee14e4d3cd049ad80068e09,7900a1bab6ca8a943af27bf89b78dbf8c2da3c339c5b0488b49276187eaf8396,4c2e3bbd68e3affde39385204a046264f0669d0331d95cfdbbe844f0e1aa2ad0,7b0159fb3a82d84ed018244279b0bd45a6ef92a70c38723098bab034d3557ab1,41e2cb59bbe1d304b0c7a72e82e12512136170c1738788ff055ae68f997ad1c7,0148bc8909266bfe523b82f63f9a484b9229eb4616f5f511df65b131fe6edad6,b08657429b3e237f40d18b0943092b5a8078b75d8059272460ae279f37ebe0f4,9a89905dbf0aaf4760d24fb28ed71af64b168c82292d0e3c055b5de48a33db97,e64f90996362892af39ea21379c337b471cf982ccd45ac4aedb1d70dbefe9a52,0375472484accb10eb90933544cb95e30e4a185cfd087f9678eb642014b51f82,7215474341526d50f232435017eecbce24fce50377843977a9256ce6d663d3da
"0","vo_ske","0","vo_ske_0608","2","1005901","0","0","0","53","0","100590153"
"0","0","0","0","1","1005901","2","0","212","54","11","100590154"
"0","0","1","0","4","1005901","0","2.7","0","55","0","100590155"
"212","0","0","0","1","1005901","1","0","339","56","11","100590156"
"0","0","1","0","4","1005901","0","1","0","57","0","100590157"
"0","0","0","0","1","1005901","0.7","0","82","58","12","100590158"
"0","0","1","0","4","1005901","0","1.9","0","59","0","100590159"
"82","0","0","0","1","1005901","1.6","0","313","60","12","100590160"
"0","0","1","0","4","1005901","0","4","0","61","0","100590161"
"0","vo_ske","0","vo_ske_0609","2","1005901","0","0","0","62","0","100590162"
"0","0","0","0","1","1005901","2","0","238","63","13","100590163"
"0","0","1","0","4","1005901","0","3.8","0","64","0","100590164"
"0","vo_ske","0","vo_ske_0610","2","1005901","0","0","0","65","0","100590165"
"0","0","0","0","1","1005901","0.7","0","114","66","14","100590166"
"0","0","1","0","4","1005901","0","1.4","0","67","0","100590167"
"114","0","0","0","1","1005901","1.7","0","336","68","14","100590168"
"0","0","1","0","4","1005901","0","4.2","0","69","0","100590169"
"0","0","1","0","4","1005902","0","0.8","0","1","0","100590201"
"0","vo_ske","0","vo_ske_0701","2","1005902","0","0","0","2","0","100590202"
"0","0","0","0","1","1005902","2.3","0","310","3","1","100590203"
"0","0","1","0","4","1005902","0","3.6","0","4","0","100590204"
"0","vo_ske","0","vo_ske_0702","2","1005902","0","0","0","5","0","100590205"
"0","0","0","0","1","1005902","0.9","0","120","6","2","100590206"
"0","0","1","0","4","1005902","0","1.6","0","7","0","100590207"
"120","0","0","0","1","1005902","0.7","0","210","8","2","100590208"
"0","0","1","0","4","1005902","0","1.6","0","9","0","100590209"
"210","0","0","0","1","1005902","0.9","0","290","10","2","100590210"
"0","0","1","0","4","1005902","0","1.5","0","11","0","100590211"
"0","0","0","0","1","1005902","1.9","0","250","12","3","100590212"
"0","0","1","0","4","1005902","0","3.5","0","13","0","100590213"
"0","vo_ske","0","vo_ske_0703","2","1005902","0","0","0","14","0","100590214"
"0","0","0","0","1","1005902","1.2","0","135","15","4","100590215"
"0","0","1","0","4","1005902","0","2.1","0","16","0","100590216"
"135","0","0","0","1","1005902","1.6","0","328","17","4","100590217"
"0","0","1","0","4","1005902","0","1.6","0","18","0","100590218"
"0","0","0","0","1","1005902","0.6","0","114","19","5","100590219"
"0","0","1","0","4","1005902","0","2.5","0","20","0","100590220"
"0","vo_ske","0","vo_ske_0704","2","1005902","0","0","0","21","0","100590221"
"114","0","0","0","1","1005902","0.7","0","200","22","5","100590222"
"0","0","1","0","4","1005902","0","2.4","0","23","0","100590223"
"200","0","0","0","1","1005902","1.1","0","318","24","5","100590224"
"0","0","1","0","4","1005902","0","1.1","0","25","0","100590225"
"0","0","0","0","1","1005902","1.5","0","183","26","6","100590226"
"0","0","1","0","4","1005902","0","2","0","27","0","100590227"
"183","0","0","0","1","1005902","1.4","0","340","28","6","100590228"
"0","0","1","0","4","1005902","0","2.9","0","29","0","100590229"
"0","vo_ske","0","vo_ske_0705","2","1005902","0","0","0","30","0","100590230"
"0","0","0","0","1","1005902","0.6","0","85","31","7","100590231"
"0","0","1","0","4","1005902","0","1.4","0","32","0","100590232"
"85","0","0","0","1","1005902","2","0","340","33","7","100590233"
"0","0","1","0","4","1005902","0","5.2","0","34","0","100590234"
"0","vo_ske","0","vo_ske_0706","2","1005902","0","0","0","35","0","100590235"
"0","0","0","0","1","1005902","1.226","0","116","36","8","100590236"
"0","0","1","0","4","1005902","0","1.934","0","37","0","100590237"
"116","0","0","0","1","1005902","1.42","0","281","38","8","100590238"
"0","0","1","0","4","1005902","0","1.552","0","39","0","100590239"
"281","0","0","0","1","1005902","0.6","0","357","40","8","100590240"
"0","0","1","0","4","1005902","0","0.6","0","41","0","100590241"
"0","0","0","0","1","1005902","1.2","0","180","42","9","100590242"
"0","0","1","0","4","1005902","0","3","0","43","0","100590243"
"0","vo_ske","0","vo_ske_0707","2","1005902","0","0","0","44","0","100590244"
"180","0","0","0","1","1005902","1","0","284","45","9","100590245"
"0","0","1","0","4","1005902","0","2","0","46","0","100590246"
"284","0","0","0","1","1005902","0.9","0","402","47","9","100590247"
"0","0","1","0","4","1005902","0","3.1","0","48","0","100590248"
"0","vo_ske","0","vo_ske_0708","2","1005902","0","0","0","49","0","100590249"
"0","0","0","0","1","1005902","1.1","0","168","50","10","100590250"
"0","0","1","0","4","1005902","0","2.4","0","51","0","100590251"
"0","vo_ske","0","vo_ske_0709","2","1005902","0","0","0","52","0","100590252"
"0","0","0","0","1","1005902","2.5","0","340","53","11","100590253"
"0","0","1","0","4","1005902","0","3.4","0","54","0","100590254"
"0","vo_ske","0","vo_ske_0710","2","1005902","0","0","0","55","0","100590255"
"0","0","0","0","1","1005902","1.4","0","150","56","12","100590256"
"0","0","1","0","4","1005902","0","2.1","0","57","0","100590257"
"150","0","0","0","1","1005902","1.3","0","302","58","12","100590258"
"0","0","1","0","4","1005902","0","3.2","0","59","0","100590259"
"0","vo_ske","0","vo_ske_0711","2","1005902","0","0","0","60","0","100590260"
"0","0","0","0","1","1005902","0.8","0","63","61","13","100590261"
"0","0","1","0","4","1005902","0","1.9","0","62","0","100590262"
"63","0","0","0","1","1005902","1.7","0","305","63","13","100590263"
"0","0","1","0","4","1005902","0","3.5","0","64","0","100590264"
"0","vo_ske","0","vo_ske_0712","2","1005902","0","0","0","65","0","100590265"
"0","0","0","0","1","1005902","1","0","95","66","14","100590266"
"0","0","1","0","4","1005902","0","1.9","0","67","0","100590267"
"95","0","0","0","1","1005902","1.6","0","362","68","14","100590268"
"0","0","1","0","4","1005902","0","4.1","0","69","0","100590269"
"0","0","1","0","4","1005903","0","0.8","0","1","0","100590301"
"0","vo_ske","0","vo_ske_0801","2","1005903","0","0","0","2","0","100590302"
"0","0","0","0","1","1005903","2.2","0","231","3","1","100590303"
"0","0","1","0","4","1005903","0","3.4","0","4","0","100590304"
"0","vo_ske","0","vo_ske_0802","2","1005903","0","0","0","5","0","100590305"
"0","0","0","0","1","1005903","0.465","0","39","6","2","100590306"
"0","0","1","0","4","1005903","0","0.998","0","7","0","100590307"
"39","0","0","0","1","1005903","1.722","0","284","8","2","100590308"
"0","0","1","0","4","1005903","0","3.024","0","9","0","100590309"
"284","0","0","0","1","1005903","0.8","0","388","10","2","100590310"
"0","0","1","0","4","1005903","0","0.8","0","11","0","100590311"
"0","0","0","0","1","1005903","0.9","0","168","12","3","100590312"
"0","0","1","0","4","1005903","0","2.5","0","13","0","100590313"
"168","0","0","0","1","1005903","1","0","262","14","3","100590314"
"0","0","1","0","4","1005903","0","1.8","0","15","0","100590315"
"262","0","0","0","1","1005903","1.2","0","388","16","3","100590316"
"0","0","1","0","4","1005903","0","1.2","0","17","0","100590317"
"0","0","0","0","1","1005903","0.828","0","145","18","4","100590318"
"0","0","1","0","4","1005903","0","3.156","0","19","0","100590319"
"0","vo_ske","0","vo_ske_0803","2","1005903","0","0","0","20","0","100590320"
"0","0","0","0","1","1005903","1.2","0","134","21","5","100590321"
"0","0","1","0","4","1005903","0","2.3","0","22","0","100590322"
"134","0","0","0","1","1005903","1.8","0","347","23","5","100590323"
"0","0","1","0","4","1005903","0","3.4","0","24","0","100590324"
"0","0","0","0","1","1005903","1.9","0","257","25","6","100590325"
"0","0","1","0","4","1005903","0","4.3","0","26","0","100590326"
"0","vo_ske","0","vo_ske_0804","2","1005903","0","0","0","27","0","100590327"
"0","0","0","0","1","1005903","1.067","0","133","28","7","100590328"
"0","0","1","0","4","1005903","0","1.523","0","29","0","100590329"
"133","0","0","0","1","1005903","0.674","0","210","30","7","100590330"
"0","0","1","0","4","1005903","0","2.337","0","31","0","100590331"
"0","vo_ske","0","vo_ske_0805","2","1005903","0","0","0","32","0","100590332"
"210","0","0","0","1","1005903","1.1","0","330","33","7","100590333"
"0","0","1","0","4","1005903","0","1.1","0","34","0","100590334"
"0","0","0","0","1","1005903","0.675","0","110","35","8","100590335"
"0","0","1","0","4","1005903","0","1.662","0","36","0","100590336"
"110","0","0","0","1","1005903","2","0","350","37","8","100590337"
"0","0","1","0","4","1005903","0","4.3","0","38","0","100590338"
"0","vo_ske","0","vo_ske_0806","2","1005903","0","0","0","39","0","100590339"
"0","0","0","0","1","1005903","1.3","0","140","40","9","100590340"
"0","0","1","0","4","1005903","0","2.5","0","41","0","100590341"
"140","0","0","0","1","1005903","1.7","0","370","42","9","100590342"
"0","0","1","0","4","1005903","0","1.7","0","43","0","100590343"
"0","0","0","0","1","1005903","0.5","0","83","44","10","100590344"
"0","0","1","0","4","1005903","0","3.5","0","45","0","100590345"
"0","vo_ske","0","vo_ske_0807","2","1005903","0","0","0","46","0","100590346"
"0","0","0","0","1","1005903","2","0","222","47","11","100590347"
"0","0","1","0","4","1005903","0","3.2","0","48","0","100590348"
"222","0","0","0","1","1005903","1.1","0","385","49","11","100590349"
"0","0","1","0","4","1005903","0","1.1","0","50","0","100590350"
"0","0","0","0","1","1005903","0.8","0","102","51","12","100590351"
"0","0","1","0","4","1005903","0","2.4","0","52","0","100590352"
"102","0","0","0","1","1005903","1.7","0","328","53","12","100590353"
"0","0","1","0","4","1005903","0","4.6","0","54","0","100590354"
"0","vo_ske","0","vo_ske_0808","2","1005903","0","0","0","55","0","100590355"
"0","0","0","0","1","1005903","0.4","0","89","56","13","100590356"
"0","0","1","0","4","1005903","0","2","0","57","0","100590357"
"89","0","0","0","1","1005903","2.3","0","360","58","13","100590358"
"0","0","1","0","4","1005903","0","3.2","0","59","0","100590359"
"0","0","0","0","1","1005903","0.9","0","120","60","14","100590360"
"0","0","1","0","4","1005903","0","3.2","0","61","0","100590361"
"0","vo_ske","0","vo_ske_0809","2","1005903","0","0","0","62","0","100590362"
"120","0","0","0","1","1005903","0.8","0","318","63","14","100590363"
"0","0","1","0","4","1005903","0","3.3","0","64","0","100590364"
"0","0","1","0","4","1005904","0","0.8","0","1","0","100590401"
"0","vo_ske","0","vo_ske_0901","2","1005904","0","0","0","2","0","100590402"
"0","0","0","0","1","1005904","1.325","0","113","3","1","100590403"
"0","0","1","0","4","1005904","0","2.008","0","4","0","100590404"
"113","0","0","0","1","1005904","1.863","0","365","5","1","100590405"
"0","0","1","0","4","1005904","0","3.699","0","6","0","100590406"
"0","vo_ske","0","vo_ske_0902","2","1005904","0","0","0","7","0","100590407"
"0","0","0","0","1","1005904","1.3","0","151","8","2","100590408"
"0","0","1","0","4","1005904","0","2.1","0","9","0","100590409"
"151","0","0","0","1","1005904","1.8","0","375","10","2","100590410"
"0","0","1","0","4","1005904","0","1.8","0","11","0","100590411"
"0","0","0","0","1","1005904","0.7","0","71","12","3","100590412"
"0","0","1","0","4","1005904","0","1.6","0","13","0","100590413"
"71","0","0","0","1","1005904","2.2","0","351","14","3","100590414"
"0","0","1","0","4","1005904","0","4.8","0","15","0","100590415"
"0","vo_ske","0","vo_ske_0903","2","1005904","0","0","0","16","0","100590416"
"0","0","0","0","1","1005904","2.3","0","304","17","4","100590417"
"0","0","1","0","4","1005904","0","3","0","18","0","100590418"
"304","0","0","0","1","1005904","0.8","0","389","19","4","100590419"
"0","0","1","0","4","1005904","0","1.3","0","20","0","100590420"
"0","0","0","0","1","1005904","2.8","0","342","21","5","100590421"
"0","0","1","0","4","1005904","0","4.9","0","22","0","100590422"
"0","vo_ske","0","vo_ske_0904","2","1005904","0","0","0","23","0","100590423"
"0","0","0","0","1","1005904","0.9","0","125","24","6","100590424"
"0","0","1","0","4","1005904","0","1.9","0","25","0","100590425"
"125","0","0","0","1","1005904","0.8","0","215","26","6","100590426"
"0","0","1","0","4","1005904","0","1.4","0","27","0","100590427"
"215","0","0","0","1","1005904","1.7","0","395","28","6","100590428"
"0","0","1","0","4","1005904","0","1.7","0","29","0","100590429"
"0","0","0","0","1","1005904","0.3","0","47","30","7","100590430"
"0","0","1","0","4","1005904","0","1.2","0","31","0","100590431"
"47","0","0","0","1","1005904","2.1","0","317","32","7","100590432"
"0","0","1","0","4","1005904","0","4.1","0","33","0","100590433"
"0","vo_ske","0","vo_ske_0905","2","1005904","0","0","0","34","0","100590434"
"0","0","0","0","1","1005904","1.3","0","233","35","8","100590435"
"0","0","1","0","4","1005904","0","1.9","0","36","0","100590436"
"233","0","0","0","1","1005904","0.59","0","311","37","8","100590437"
"0","0","1","0","4","1005904","0","2.656","0","38","0","100590438"
"0","vo_ske","0","vo_ske_0906","2","1005904","0","0","0","39","0","100590439"
"0","0","0","0","1","1005904","0.8","0","97","40","9","100590440"
"0","0","1","0","4","1005904","0","1.7","0","41","0","100590441"
"97","0","0","0","1","1005904","2.1","0","350","42","9","100590442"
"0","0","1","0","4","1005904","0","2.1","0","43","0","100590443"
"0","0","0","0","1","1005904","1.4","0","170","44","10","100590444"
"0","0","1","0","4","1005904","0","3.3","0","45","0","100590445"
"170","0","0","0","1","1005904","1.1","0","300","46","10","100590446"
"0","0","1","0","4","1005904","0","2.2","0","47","0","100590447"
"300","0","0","0","1","1005904","0.6","0","395","48","10","100590448"
"0","0","1","0","4","1005904","0","0.6","0","49","0","100590449"
"0","0","0","0","1","1005904","2.1","0","253","50","11","100590450"
"0","0","1","0","4","1005904","0","4.7","0","51","0","100590451"
"0","vo_ske","0","vo_ske_0907","2","1005904","0","0","0","52","0","100590452"
"0","0","0","0","1","1005904","0.8","0","95","53","12","100590453"
"0","0","1","0","4","1005904","0","1.7","0","54","0","100590454"
"95","0","0","0","1","1005904","1.34","0","256","55","12","100590455"
"0","0","1","0","4","1005904","0","1.874","0","56","0","100590456"
"256","0","0","0","1","1005904","0.776","0","347","57","12","100590457"
"0","0","1","0","4","1005904","0","2.613","0","58","0","100590458"
"0","vo_ske","0","vo_ske_0908","2","1005904","0","0","0","59","0","100590459"
"0","0","0","0","1","1005904","1.5","0","161","60","14","100590460"
"0","0","1","0","4","1005904","0","2.6","0","61","0","100590461"
"161","0","0","0","1","1005904","2","0","399","62","14","100590462"
"0","0","1","0","4","1005904","0","4.5","0","63","0","100590463"
"0","0","1","0","4","1005905","0","0.8","0","1","0","100590501"
"0","vo_ske","0","vo_ske_1001","2","1005905","0","0","0","2","0","100590502"
"0","0","0","0","1","1005905","0.5","0","53","3","1","100590503"
"0","0","1","0","4","1005905","0","1.1","0","4","0","100590504"
"53","0","0","0","1","1005905","1.4","0","235","5","1","100590505"
"0","0","1","0","4","1005905","0","2.8","0","6","0","100590506"
"0","vo_ske","0","vo_ske_1002","2","1005905","0","0","0","7","0","100590507"
"0","0","0","0","1","1005905","1.8","0","230","8","2","100590508"
"0","0","1","0","4","1005905","0","2.4","0","9","0","100590509"
"230","0","0","0","1","1005905","1.4","0","400","10","2","100590510"
"0","0","1","0","4","1005905","0","3.3","0","11","0","100590511"
"0","vo_ske","0","vo_ske_1003","2","1005905","0","0","0","12","0","100590512"
"0","0","0","0","1","1005905","2.224","0","237","13","3","100590513"
"0","0","1","0","4","1005905","0","2.769","0","14","0","100590514"
"237","0","0","0","1","1005905","0.869","0","358","15","3","100590515"
"0","0","1","0","4","1005905","0","1.635","0","16","0","100590516"
"0","0","0","0","1","1005905","0.6","0","93","17","4","100590517"
"0","0","1","0","4","1005905","0","2.2","0","18","0","100590518"
"0","vo_ske","0","vo_ske_1004","2","1005905","0","0","0","19","0","100590519"
"93","0","0","0","1","1005905","1.3","0","237","20","4","100590520"
"0","0","1","0","4","1005905","0","1.8","0","21","0","100590521"
"237","0","0","0","1","1005905","0.9","0","342","22","4","100590522"
"0","0","1","0","4","1005905","0","0.9","0","23","0","100590523"
"0","0","0","0","1","1005905","0.9","0","166","24","5","100590524"
"0","0","1","0","4","1005905","0","2.7","0","25","0","100590525"
"166","0","0","0","1","1005905","1.059","0","327","26","5","100590526"
"0","0","1","0","4","1005905","0","3","0","27","0","100590527"
"0","vo_ske","0","vo_ske_1005","2","1005905","0","0","0","28","0","100590528"
"0","0","0","0","1","1005905","1.2","0","94","29","6","100590529"
"0","0","1","0","4","1005905","0","1.7","0","30","0","100590530"
"94","0","0","0","1","1005905","2.1","0","397","31","6","100590531"
"0","0","1","0","4","1005905","0","4.5","0","32","0","100590532"
"0","vo_ske","0","vo_ske_1006","2","1005905","0","0","0","33","0","100590533"
"0","0","0","0","1","1005905","0.566","0","47","34","7","100590534"
"0","0","1","0","4","1005905","0","1.552","0","35","0","100590535"
"47","0","0","0","1","1005905","2.318","0","362","36","7","100590536"
"0","0","1","0","4","1005905","0","3.724","0","37","0","100590537"
"0","0","0","0","1","1005905","2.077","0","260","38","8","100590538"
"0","0","1","0","4","1005905","0","2.729","0","39","0","100590539"
"260","0","0","0","1","1005905","0.66","0","327","40","8","100590540"
"0","0","1","0","4","1005905","0","2.832","0","41","0","100590541"
"0","vo_ske","0","vo_ske_1007","2","1005905","0","0","0","42","0","100590542"
"0","0","0","0","1","1005905","0.608","0","60","43","9","100590543"
"0","0","1","0","4","1005905","0","1.363","0","44","0","100590544"
"60","0","0","0","1","1005905","1.493","0","179","45","9","100590545"
"0","0","1","0","4","1005905","0","2.007","0","46","0","100590546"
"179","0","0","0","1","1005905","1.437","0","387","47","9","100590547"
"0","0","1","0","4","1005905","0","3.22","0","48","0","100590548"
"0","vo_ske","0","vo_ske_1008","2","1005905","0","0","0","49","0","100590549"
"0","0","0","0","1","1005905","1.2","0","133","50","10","100590550"
"0","0","1","0","4","1005905","0","2.4","0","51","0","100590551"
"133","0","0","0","1","1005905","1.5","0","347","52","10","100590552"
"0","0","1","0","4","1005905","0","1.5","0","53","0","100590553"
"0","0","0","0","1","1005905","0.4","0","104","54","11","100590554"
"0","0","1","0","4","1005905","0","2.7","0","55","0","100590555"
"104","0","0","0","1","1005905","1.6","0","331","56","11","100590556"
"0","0","1","0","4","1005905","0","3.7","0","57","0","100590557"
"0","vo_ske","0","vo_ske_1009","2","1005905","0","0","0","58","0","100590558"
"0","0","0","0","1","1005905","2.9","0","345","59","12","100590559"
"0","0","1","0","4","1005905","0","4","0","60","0","100590560"
"0","0","0","0","1","1005905","1.6","0","216","61","13","100590561"
"0","0","1","0","4","1005905","0","3.6","0","62","0","100590562"
"0","vo_ske","0","vo_ske_1010","2","1005905","0","0","0","63","0","100590563"
"0","0","0","0","1","1005905","0.7","0","121","64","14","100590564"
"0","0","1","0","4","1005905","0","2.1","0","65","0","100590565"
"121","0","0","0","1","1005905","1.9","0","360","66","14","100590566"
"0","0","1","0","4","1005905","0","4.4","0","67","0","100590567"
"0","0","1","0","4","1005906","0","0.8","0","1","0","100590601"
"0","vo_ske","0","vo_ske_1101","2","1005906","0","0","0","2","0","100590602"
"0","0","0","0","1","1005906","1","0","121","3","1","100590603"
"0","0","1","0","4","1005906","0","1.7","0","4","0","100590604"
"121","0","0","0","1","1005906","0.6","0","211","5","1","100590605"
"0","0","1","0","4","1005906","0","1.5","0","6","0","100590606"
"211","0","0","0","1","1005906","0.9","0","280","7","1","100590607"
"0","0","1","0","4","1005906","0","1.5","0","8","0","100590608"
"0","0","0","0","1","1005906","1.6","0","135","9","2","100590609"
"0","0","1","0","4","1005906","0","3.6","0","10","0","100590610"
"0","vo_ske","0","vo_ske_1102","2","1005906","0","0","0","11","0","100590611"
"135","0","0","0","1","1005906","0.9","0","260","12","2","100590612"
"0","0","1","0","4","1005906","0","1.8","0","13","0","100590613"
"260","0","0","0","1","1005906","0.7","0","320","14","2","100590614"
"0","0","1","0","4","1005906","0","1.9","0","15","0","100590615"
"320","0","0","0","1","1005906","0.2","0","346","16","2","100590616"
"0","0","1","0","4","1005906","0","1.5","0","17","0","100590617"
"0","0","0","0","1","1005906","2.1","0","190","18","3","100590618"
"0","0","1","0","4","1005906","0","4.1","0","19","0","100590619"
"0","vo_ske","0","vo_ske_1103","2","1005906","0","0","0","20","0","100590620"
"190","0","0","0","1","1005906","1.7","0","387","21","3","100590621"
"0","0","1","0","4","1005906","0","2.5","0","22","0","100590622"
"0","0","0","0","1","1005906","1.197","0","139","23","4","100590623"
"0","0","1","0","4","1005906","0","1.72","0","24","0","100590624"
"139","0","0","0","1","1005906","1.735","0","347","25","4","100590625"
"0","0","1","0","4","1005906","0","4.154","0","26","0","100590626"
"0","vo_ske","0","vo_ske_1104","2","1005906","0","0","0","27","0","100590627"
"0","0","0","0","1","1005906","2.4","0","292","28","5","100590628"
"0","0","1","0","4","1005906","0","3.1","0","29","0","100590629"
"292","0","0","0","1","1005906","0.7","0","355","30","5","100590630"
"0","0","1","0","4","1005906","0","0.7","0","31","0","100590631"
"0","0","0","0","1","1005906","1.2","0","153","32","6","100590632"
"0","0","1","0","4","1005906","0","1.8","0","33","0","100590633"
"153","0","0","0","1","1005906","1.2","0","289","34","6","100590634"
"0","0","1","0","4","1005906","0","3.8","0","35","0","100590635"
"0","vo_ske","0","vo_ske_1105","2","1005906","0","0","0","36","0","100590636"
"0","0","0","0","1","1005906","0.8","0","92","37","7","100590637"
"0","0","1","0","4","1005906","0","1.4","0","38","0","100590638"
"92","0","0","0","1","1005906","1.1","0","230","39","7","100590639"
"0","0","1","0","4","1005906","0","2.1","0","40","0","100590640"
"260","0","0","0","1","1005906","1.3","0","384","41","7","100590641"
"0","0","1","0","4","1005906","0","1.3","0","42","0","100590642"
"0","0","0","0","1","1005906","0.4","0","55","43","8","100590643"
"0","0","1","0","4","1005906","0","1.9","0","44","0","100590644"
"55","0","0","0","1","1005906","1.152","0","177","45","8","100590645"
"0","0","1","0","4","1005906","0","1.561","0","46","0","100590646"
"177","0","0","0","1","1005906","1.273","0","355","47","8","100590647"
"0","0","1","0","4","1005906","0","3.32","0","48","0","100590648"
"0","vo_ske","0","vo_ske_1106","2","1005906","0","0","0","49","0","100590649"
"0","0","0","0","1","1005906","2.7","0","300","50","9","100590650"
"0","0","1","0","4","1005906","0","3.8","0","51","0","100590651"
"0","0","0","0","1","1005906","0.894","0","79","52","10","100590652"
"0","0","1","0","4","1005906","0","1.455","0","53","0","100590653"
"79","0","0","0","1","1005906","1.334","0","263","54","10","100590654"
"0","0","1","0","4","1005906","0","3.699","0","55","0","100590655"
"0","vo_ske","0","vo_ske_1107","2","1005906","0","0","0","56","0","100590656"
"0","0","0","0","1","1005906","1.7","0","210","57","11","100590657"
"0","0","1","0","4","1005906","0","2.8","0","58","0","100590658"
"0","0","0","0","1","1005906","1.364","0","183","59","12","100590659"
"0","0","1","0","4","1005906","0","3.365","0","60","0","100590660"
"0","vo_ske","0","vo_ske_1108","2","1005906","0","0","0","61","0","100590661"
"0","0","0","0","1","1005906","0.6","0","85","62","13","100590662"
"0","0","1","0","4","1005906","0","2.4","0","63","0","100590663"
"0","vo_ske","0","vo_ske_1109","2","1005906","0","0","0","64","0","100590664"
"0","0","0","0","1","1005906","1","0","122","65","14","100590665"
"0","0","1","0","4","1005906","0","2","0","66","0","100590666"
"122","0","0","0","1","1005906","1","0","212","67","14","100590667"
"0","0","1","0","4","1005906","0","3.5","0","68","0","100590668"
