306954af60d4a1daffe1c247678c4f441357afc01e6df663a835486292c01870,ca347b4793ea59dc1d5cd7db6152165067a2c960cdd4de66d1c7043684c92fb0,3241ab5a2e7eb72d2f674e29d30a28e2a39450e080c76f877d73a8f5605bec0a,d42d65a262accc720395999ed88a094609c6058a6498cfe0405a30252c53d222,5997d2ea1e49ac706236a5a07722137e04623670744d668498968d0fc6bbac3c,17cc71002175acfc5e61fd4ad782e98bbc7b1dd5588ab261daf7a197e61999cf,db2be72d332631e7181fdb0cb678b88e66ee828bb287f11e3d68ba2eacb6fb6d,d3442c7afb24339fbb0d79c060b50f75b4dca65bf970f596641f1aeb2ca61c35,e810d990df15d626612f4d20a58a354cdd4a37b8d5beeb2c010e4a548e105ca5,e4e34b756f057ba579247ebe4beef9464cd4d1e0c995f71cb94a265129e9b5e8,e654180ee5e1969caa783811ce91109a72265fbfe07e23324cc706fddaac7238,58f66e3b038d29caa483b460f18e3b37949b31dddde003c0fdd65bc8e0a5c3ec
"0","0","24","0","61","1.189","1240061","0","0","4","1","0"
"0.235","41","24","78","62","0","1240062","0","14","1","0","0"
"0","0","24","0","63","0.235","1240063","0","0","4","1","0"
"1.729","78","24","192","64","0","1240064","0","14","1","0","0"
"0","0","24","0","65","3.529","1240065","0","0","4","1","0"
"0","0","25","0","1","1","1250001","0","0","4","3","0"
"0","0","25","0","2","0","1250002","vo_nyx_0701","0","2","0","vo_nyx"
"2.62","0","25","225","3","0","1250003","0","1","1","0","0"
"0","0","25","0","4","3.07","1250004","0","0","4","1","0"
"0","0","25","0","5","0","1250005","vo_nyx_0702","0","2","0","vo_nyx"
"1.252","225","25","385","6","0","1250006","0","1","1","0","0"
"0","0","25","0","7","1.252","1250007","0","0","4","1","0"
"0.322","0","25","55","8","0","1250008","0","2","1","0","0"
"0","0","25","0","9","0.577","1250009","0","0","4","1","0"
"2.127","55","25","345","10","0","1250010","0","2","1","0","0"
"0","0","25","0","11","2.985","1250011","0","0","4","1","0"
"0","0","25","0","12","0","1250012","vo_nyx_0703","0","2","0","vo_nyx"
"2.972","0","25","380","13","0","1250013","0","3","1","0","0"
"0","0","25","0","14","3.55","1250014","0","0","4","1","0"
"3.003","0","25","323","15","0","1250015","0","4","1","0","0"
"0","0","25","0","16","3.672","1250016","0","0","4","1","0"
"0","0","25","0","17","0","1250017","vo_nyx_0704","0","2","0","vo_nyx"
"2.06","0","25","248","18","0","1250018","0","5","1","0","0"
"0","0","25","0","19","2.34","1250019","0","0","4","1","0"
"1.44","248","25","400","20","0","1250020","0","5","1","0","0"
"0","0","25","0","21","2.486","1250021","0","0","4","1","0"
"0","0","25","0","22","0","1250022","vo_nyx_0705","0","2","0","vo_nyx"
"0.766","0","25","92","23","0","1250023","0","6","1","0","0"
"0","0","25","0","24","1.136","1250024","0","0","4","1","0"
"2.067","92","25","320","25","0","1250025","0","6","1","0","0"
"0","0","25","0","26","2.735","1250026","0","0","4","1","0"
"0","0","25","0","27","0","1250027","vo_nyx_0706","0","2","0","vo_nyx"
"3.027","0","25","375","28","0","1250028","0","7","1","0","0"
"0","0","25","0","29","3.027","1250029","0","0","4","1","0"
"0.808","0","25","93","30","0","1250030","0","8","1","0","0"
"0","0","25","0","31","1.288","1250031","0","0","4","1","0"
"1.8","93","25","385","32","0","1250032","0","8","1","0","0"
"0","0","25","0","33","2.043","1250033","0","0","4","1","0"
"1.75","0","25","190","34","0","1250034","0","9","1","0","0"
"0","0","25","0","35","2.547","1250035","0","0","4","1","0"
"0","0","25","0","36","2","1250036","0","0","4","3","0"
"0","0","25","0","37","0","1250037","vo_nyx_0707","0","2","0","vo_nyx"
"2.997","0","25","326","38","0","1250038","0","10","1","0","0"
"0","0","25","0","39","3.809","1250039","0","0","4","1","0"
"0","0","25","0","40","0","1250040","vo_nyx_0708","0","2","0","vo_nyx"
"1.538","0","25","233","41","0","1250041","0","11","1","0","0"
"0","0","25","0","42","1.671","1250042","0","0","4","1","0"
"0.893","233","25","352","43","0","1250043","0","11","1","0","0"
"0","0","25","0","44","1.738","1250044","0","0","4","1","0"
"0","0","25","0","45","3","1250045","0","0","4","3","0"
"0","0","25","0","46","0","1250046","vo_nyx_0709","0","2","0","vo_nyx"
"1.427","0","25","72","47","0","1250047","0","12","1","0","0"
"0","0","25","0","48","1.895","1250048","0","0","4","1","0"
"1.653","72","25","272","49","0","1250049","0","12","1","0","0"
"0","0","25","0","50","1.732","1250050","0","0","4","1","0"
"0.686","272","25","373","51","0","1250051","0","12","1","0","0"
"0","0","25","0","52","0.686","1250052","0","0","4","1","0"
"0.693","0","25","90","53","0","1250053","0","13","1","0","0"
"0","0","25","0","54","1.063","1250054","0","0","4","1","0"
"1.258","90","25","230","55","0","1250055","0","13","1","0","0"
"0","0","25","0","56","1.915","1250056","0","0","4","1","0"
"1.222","230","25","388","57","0","1250057","0","13","1","0","0"
"0","0","25","0","58","2.085","1250058","0","0","4","1","0"
"0","0","25","0","59","0","1250059","vo_nyx_0710","0","2","0","vo_nyx"
"2.18","0","25","185","60","0","1250060","0","14","1","0","0"
"0","0","25","0","61","3.98","1250061","0","0","4","1","0"
"0","0","26","0","1","1","1260001","0","0","4","3","0"
"0","0","26","0","2","0","1260002","vo_nyx_0801","0","2","0","vo_nyx"
"0.65","0","26","70","3","0","1260003","0","1","1","0","0"
"0","0","26","0","4","1.4","1260004","0","0","4","1","0"
"1.119","70","26","158","5","0","1260005","0","1","1","0","0"
"0","0","26","0","6","1.816","1260006","0","0","4","1","0"
"1.557","158","26","332","7","0","1260007","0","1","1","0","0"
"0","0","26","0","8","2.665","1260008","0","0","4","1","0"
"0","0","26","0","9","0","1260009","vo_nyx_0802","0","2","0","vo_nyx"
"0.776","70","26","143","10","0","1260010","0","2","1","0","0"
"0","0","26","0","11","1.608","1260011","0","0","4","1","0"
"1.562","143","26","282","12","0","1260012","0","2","1","0","0"
"0","0","26","0","13","2.562","1260013","0","0","4","1","0"
"0","0","26","0","14","2","1260014","0","0","4","3","0"
"0","0","26","0","15","0","1260015","vo_nyx_0803","0","2","0","vo_nyx"
"0.65","0","26","68","16","0","1260016","0","3","1","0","0"
"0","0","26","0","17","1.4","1260017","0","0","4","1","0"
"2.205","68","26","222","18","0","1260018","0","3","1","0","0"
"0","0","26","0","19","2.779","1260019","0","0","4","1","0"
"0","0","26","0","20","0","1260020","vo_nyx_0804","0","2","0","vo_nyx"
"0.393","222","26","260","21","0","1260021","0","3","1","0","0"
"0","0","26","0","22","0.987","1260022","0","0","4","1","0"
"0.843","260","26","370","23","0","1260023","0","3","1","0","0"
"0","0","26","0","24","0.843","1260024","0","0","4","1","0"
"1.481","68","26","215","25","0","1260025","0","4","1","0","0"
"0","0","26","0","26","2.481","1260026","0","0","4","1","0"
"0","0","26","0","27","3","1260027","0","0","4","3","0"
"0","0","26","0","28","0","1260028","vo_nyx_0805","0","2","0","vo_nyx"
"0.65","0","26","70","29","0","1260029","0","5","1","0","0"
"0","0","26","0","30","1.4","1260030","0","0","4","1","0"
"1.879","70","26","270","31","0","1260031","0","5","1","0","0"
"0","0","26","0","32","2.917","1260032","0","0","4","1","0"
"2.759","70","26","342","33","0","1260033","0","6","1","0","0"
"0","0","26","0","34","3.645","1260034","0","0","4","1","0"
"0.487","342","26","395","35","0","1260035","0","6","1","0","0"
"0","0","26","0","36","1.487","1260036","0","0","4","1","0"
"0","0","26","0","37","4","1260037","0","0","4","3","0"
"0","0","26","0","38","0","1260038","vo_nyx_0806","0","2","0","vo_nyx"
"0.65","0","26","70","39","0","1260039","0","7","1","0","0"
"0","0","26","0","40","1.4","1260040","0","0","4","1","0"
"1.003","70","26","136","41","0","1260041","0","7","1","0","0"
"0","0","26","0","42","1.452","1260042","0","0","4","1","0"
"2.373","136","26","387","43","0","1260043","0","7","1","0","0"
"0","0","26","0","44","2.6","1260044","0","0","4","1","0"
"1.23","70","26","180","45","0","1260045","0","8","1","0","0"
"0","0","26","0","46","2.23","1260046","0","0","4","1","0"
"0","0","26","0","47","1","1260047","0","0","4","3","0"
"0","0","26","0","48","0","1260048","vo_nyx_0807","0","2","0","vo_nyx"
"0.65","0","26","68","49","0","1260049","0","9","1","0","0"
"0","0","26","0","50","1.4","1260050","0","0","4","1","0"
"2.24","68","26","350","51","0","1260051","0","9","1","0","0"
"0","0","26","0","52","2.74","1260052","0","0","4","1","0"
"1.252","70","26","165","53","0","1260053","0","10","1","0","0"
"0","0","26","0","54","1.742","1260054","0","0","4","1","0"
"2.352","165","26","380","55","0","1260055","0","10","1","0","0"
"0","0","26","0","56","2.779","1260056","0","0","4","1","0"
"2.013","70","26","310","57","0","1260057","0","11","1","0","0"
"0","0","26","0","58","3.047","1260058","0","0","4","1","0"
"0","0","26","0","59","0","1260059","vo_nyx_0808","0","2","0","vo_nyx"
"1.401","70","26","184","60","0","1260060","0","12","1","0","0"
"0","0","26","0","61","1.984","1260061","0","0","4","1","0"
"2.073","184","26","390","62","0","1260062","0","12","1","0","0"
"0","0","26","0","63","2.372","1260063","0","0","4","1","0"
"1.4","70","26","240","64","0","1260064","0","13","1","0","0"
"0","0","26","0","65","2.2","1260065","0","0","4","1","0"
"0","0","26","0","66","4","1260066","0","0","4","3","0"
"0","0","26","0","67","0","1260067","vo_nyx_0809","0","2","0","vo_nyx"
"0.65","0","26","68","68","0","1260068","0","14","1","0","0"
"0","0","26","0","69","1.4","1260069","0","0","4","1","0"
"1.52","68","26","260","70","0","1260070","0","14","1","0","0"
"0","0","26","0","71","2.5","1260071","0","0","4","1","0"
"0","0","26","0","72","0","1260072","vo_nyx_0810","0","2","0","vo_nyx"
"2.7","70","26","280","73","0","1260073","0","15","1","0","0"
"0","0","26","0","74","4.5","1260074","0","0","4","1","0"
"0","0","32","0","1","1","1320001","0","0","4","3","0"
"0","0","32","0","2","0","1320002","vo_nyx_0901","0","2","0","vo_nyx"
"3.31","0","32","286","3","0","1320003","0","1","1","0","0"
"0","0","32","0","4","3.909","1320004","0","0","4","1","0"
"0.836","286","32","358","5","0","1320005","0","1","1","0","0"
"0","0","32","0","6","1.457","1320006","0","0","4","1","0"
"0.533","358","32","395","7","0","1320007","0","1","1","0","0"
"0","0","32","0","8","0.533","1320008","0","0","4","1","0"
"1.392","0","32","124","9","0","1320009","0","2","1","0","0"
"0","0","32","0","10","1.99","1320010","0","0","4","1","0"
"3.058","124","32","395","11","0","1320011","0","2","1","0","0"
"0","0","32","0","12","3.058","1320012","0","0","4","1","0"
"0.338","0","32","55","13","0","1320013","0","3","1","0","0"
"0","0","32","0","14","1.471","1320014","0","0","4","1","0"
"0","0","32","0","15","0","1320015","vo_nyx_0902","0","2","0","vo_nyx"
"2.683","55","32","301","16","0","1320016","0","3","1","0","0"
"0","0","32","0","17","3.31","1320017","0","0","4","1","0"
"0.944","301","32","375","18","0","1320018","0","3","1","0","0"
"0","0","32","0","19","0.944","1320019","0","0","4","1","0"
"1.745","0","32","160","20","0","1320020","0","4","1","0","0"
"0","0","32","0","21","2.481","1320021","0","0","4","1","0"
"1.399","160","32","306","22","0","1320022","0","4","1","0","0"
"0","0","32","0","23","2.87","1320023","0","0","4","1","0"
"0","0","32","0","24","2","1320024","0","0","4","3","0"
"0","0","32","0","25","0","1320025","vo_nyx_0903","0","2","0","vo_nyx"
"1.276","0","32","122","26","0","1320026","0","5","1","0","0"
"0","0","32","0","27","2.005","1320027","0","0","4","1","0"
"1.038","122","32","211","28","0","1320028","0","5","1","0","0"
"0","0","32","0","29","1.608","1320029","0","0","4","1","0"
"1.038","211","32","280","30","0","1320030","0","5","1","0","0"
"0","0","32","0","31","1.11","1320031","0","0","4","1","0"
"2.055","0","32","202","32","0","1320032","0","6","1","0","0"
"0","0","32","0","33","2.844","1320033","0","0","4","1","0"
"1.871","202","32","389","34","0","1320034","0","6","1","0","0"
"0","0","32","0","35","2.397","1320035","0","0","4","1","0"
"1.589","0","32","182","36","0","1320036","0","7","1","0","0"
"0","0","32","0","37","2.196","1320037","0","0","4","1","0"
"2.445","182","32","395","38","0","1320038","0","7","1","0","0"
"0","0","32","0","39","2.445","1320039","0","0","4","1","0"
"1.372","0","32","180","40","0","1320040","0","8","1","0","0"
"0","0","32","0","41","2.657","1320041","0","0","4","1","0"
"0","0","32","0","42","3","1320042","0","0","4","3","0"
"0","0","32","0","43","0","1320043","vo_nyx_0904","0","2","0","vo_nyx"
"2.066","180","32","390","44","0","1320044","0","8","1","0","0"
"0","0","32","0","45","2.066","1320045","0","0","4","1","0"
"0.916","0","32","83","46","0","1320046","0","9","1","0","0"
"0","0","32","0","47","1.42","1320047","0","0","4","1","0"
"0.71","83","32","162","48","0","1320048","0","9","1","0","0"
"0","0","32","0","49","1.561","1320049","0","0","4","1","0"
"2.191","162","32","385","50","0","1320050","0","9","1","0","0"
"0","0","32","0","51","2.191","1320051","0","0","4","1","0"
"1.377","0","32","130","52","0","1320052","0","10","1","0","0"
"0","0","32","0","53","1.833","1320053","0","0","4","1","0"
"2.749","130","32","390","54","0","1320054","0","10","1","0","0"
"0","0","32","0","55","2.749","1320055","0","0","4","1","0"
"0.753","0","32","85","56","0","1320056","0","11","1","0","0"
"0","0","32","0","57","2.093","1320057","0","0","4","1","0"
"0","0","32","0","58","0","1320058","vo_nyx_0905","0","2","0","vo_nyx"
"1.534","85","32","205","59","0","1320059","0","11","1","0","0"
"0","0","32","0","60","2.185","1320060","0","0","4","1","0"
"1.269","205","32","311","61","0","1320061","0","11","1","0","0"
"0","0","32","0","62","1.86","1320062","0","0","4","1","0"
"0.74","311","32","400","63","0","1320063","0","11","1","0","0"
"0","0","32","0","64","0.74","1320064","0","0","4","1","0"
"1.911","0","32","149","65","0","1320065","0","12","1","0","0"
"0","0","32","0","66","2.508","1320066","0","0","4","1","0"
"2.445","149","32","380","67","0","1320067","0","12","1","0","0"
"0","0","32","0","68","3.145","1320068","0","0","4","1","0"
"0","0","32","0","69","0","1320069","vo_nyx_0906","0","2","0","vo_nyx"
"0.992","0","32","116","70","0","1320070","0","13","1","0","0"
"0","0","32","0","71","2.792","1320071","0","0","4","1","0"
"0","0","33","0","1","1","1330001","0","0","4","3","0"
"0","0","33","0","2","0","1330002","vo_nyx_1001","0","2","0","vo_nyx"
"1.326","0","33","98","3","0","1330003","0","1","1","0","0"
"0","0","33","0","4","1.649","1330004","0","0","4","1","0"
"2.01","98","33","271","5","0","1330005","0","1","1","0","0"
"0","0","33","0","6","2.529","1330006","0","0","4","1","0"
"1.404","271","33","395","7","0","1330007","0","1","1","0","0"
"0","0","33","0","8","1.459","1330008","0","0","4","1","0"
"0.468","0","33","55","9","0","1330009","0","2","1","0","0"
"0","0","33","0","10","1.704","1330010","0","0","4","1","0"
"0","0","33","0","11","0","1330011","vo_nyx_1002","0","2","0","vo_nyx"
"1.337","55","33","183","12","0","1330012","0","2","1","0","0"
"0","0","33","0","13","1.337","1330013","0","0","4","1","0"
"2.128","183","33","380","14","0","1330014","0","2","1","0","0"
"0","0","33","0","15","3.666","1330015","0","0","4","1","0"
"0","0","33","0","16","0","1330016","vo_nyx_1003","0","2","0","vo_nyx"
"1.938","0","33","190","17","0","1330017","0","3","1","0","0"
"0","0","33","0","18","2.451","1330018","0","0","4","1","0"
"1.303","190","33","330","19","0","1330019","0","3","1","0","0"
"0","0","33","0","20","2.273","1330020","0","0","4","1","0"
"0","0","33","0","21","0","1330021","vo_nyx_1004","0","2","0","vo_nyx"
"1.136","0","33","113","22","0","1330022","0","4","1","0","0"
"0","0","33","0","23","1.905","1330023","0","0","4","1","0"
"1.136","113","33","211","24","0","1330024","0","4","1","0","0"
"0","0","33","0","25","1.905","1330025","0","0","4","1","0"
"2.016","211","33","395","26","0","1330026","0","4","1","0","0"
"0","0","33","0","27","3.118","1330027","0","0","4","1","0"
"0","0","33","0","28","0","1330028","vo_nyx_1005","0","2","0","vo_nyx"
"1.227","0","33","128","29","0","1330029","0","5","1","0","0"
"0","0","33","0","30","2.174","1330030","0","0","4","1","0"
"0","0","33","0","31","0","1330031","vo_nyx_1006","0","2","0","vo_nyx"
"3.075","128","33","395","32","0","1330032","0","5","1","0","0"
"0","0","33","0","33","3.81","1330033","0","0","4","1","0"
"1.281","0","33","128","34","0","1330034","0","6","1","0","0"
"0","0","33","0","35","2.507","1330035","0","0","4","1","0"
"0","0","33","0","36","0","1330036","vo_nyx_1007","0","2","0","vo_nyx"
"1.17","128","33","252","37","0","1330037","0","6","1","0","0"
"0","0","33","0","38","2.039","1330038","0","0","4","1","0"
"0","0","33","0","39","0","1330039","vo_nyx_1008","0","2","0","vo_nyx"
"0.757","252","33","350","40","0","1330040","0","6","1","0","0"
"0","0","33","0","41","2.139","1330041","0","0","4","1","0"
"0","0","33","0","42","2","1330042","0","0","4","3","0"
"0","0","33","0","43","0","1330043","vo_nyx_1009","0","2","0","vo_nyx"
"1.348","0","33","110","44","0","1330044","0","7","1","0","0"
"0","0","33","0","45","2.852","1330045","0","0","4","1","0"
"0","0","33","0","46","0","1330046","vo_nyx_1010","0","2","0","vo_nyx"
"0.702","0","33","60","47","0","1330047","0","8","1","0","0"
"0","0","33","0","48","0.702","1330048","0","0","4","1","0"
"1.604","60","33","205","49","0","1330049","0","8","1","0","0"
"0","0","33","0","50","2.844","1330050","0","0","4","1","0"
"0","0","33","0","51","0","1330051","vo_nyx_1011","0","2","0","vo_nyx"
"2.016","205","33","395","52","0","1330052","0","8","1","0","0"
"0","0","33","0","53","2.707","1330053","0","0","4","1","0"
"2.128","0","33","206","54","0","1330054","0","9","1","0","0"
"0","0","33","0","55","3.32","1330055","0","0","4","1","0"
"0","0","33","0","56","0","1330056","vo_nyx_1012","0","2","0","vo_nyx"
"2.38","206","33","390","57","0","1330057","0","9","1","0","0"
"0","0","33","0","58","3.338","1330058","0","0","4","1","0"
"0","0","33","0","59","3","1330059","0","0","4","3","0"
"0","0","33","0","60","0","1330060","vo_nyx_1013","0","2","0","vo_nyx"
"1.337","0","33","133","61","0","1330061","0","10","1","0","0"
"0","0","33","0","62","1.883","1330062","0","0","4","1","0"
"1.95","133","33","330","63","0","1330063","0","10","1","0","0"
"0","0","33","0","64","3.243","1330064","0","0","4","1","0"
"0","0","33","0","65","0","1330065","vo_nyx_1014","0","2","0","vo_nyx"
"0.724","330","33","392","66","0","1330066","0","10","1","0","0"
"0","0","33","0","67","0.724","1330067","0","0","4","1","0"
"0.824","0","33","73","68","0","1330068","0","11","1","0","0"
"0","0","33","0","69","1.392","1330069","0","0","4","1","0"
"3.319","73","33","360","70","0","1330070","0","11","1","0","0"
"0","0","33","0","71","4.265","1330071","0","0","4","1","0"
"0","0","33","0","72","0","1330072","vo_nyx_1015","0","2","0","vo_nyx"
"2.306","0","33","235","73","0","1330073","0","12","1","0","0"
"0","0","33","0","74","3.198","1330074","0","0","4","1","0"
"0","0","33","0","75","4","1330075","0","0","4","3","0"
"0","0","33","0","76","0","1330076","vo_nyx_1016","0","2","0","vo_nyx"
"1.713","0","33","142","77","0","1330077","0","13","1","0","0"
"0","0","33","0","78","2.607","1330078","0","0","4","1","0"
"1.66","142","33","308","79","0","1330079","0","13","1","0","0"
"0","0","33","0","80","3.16","1330080","0","0","4","1","0"
"0","0","34","0","1","1","1340001","0","0","4","3","0"
"0","0","34","0","2","0","1340002","vo_nyx_1501","0","2","0","vo_nyx"
"0.64","0","34","45","3","0","1340003","0","1","1","0","0"
"0","0","34","0","4","1.223","1340004","0","0","4","1","0"
"0.878","45","34","160","5","0","1340005","0","1","1","0","0"
"0","0","34","0","6","1.635","1340006","0","0","4","1","0"
"0","0","34","0","7","0","1340007","vo_nyx_1502","0","2","0","vo_nyx"
"1.01","160","34","280","8","0","1340008","0","1","1","0","0"
"0","0","34","0","9","2.02","1340009","0","0","4","1","0"
"0","0","34","0","10","0","1340010","vo_nyx_1503","0","2","0","vo_nyx"
"4.04","0","34","375","11","0","1340011","0","2","1","0","0"
"0","0","34","0","12","4.731","1340012","0","0","4","1","0"
"2.766","0","34","310","13","0","1340013","0","3","1","0","0"
"0","0","34","0","14","3.699","1340014","0","0","4","1","0"
"0","0","34","0","15","0","1340015","vo_nyx_1504","0","2","0","vo_nyx"
"2.338","0","34","225","16","0","1340016","0","4","1","0","0"
"0","0","34","0","17","3.085","1340017","0","0","4","1","0"
"0","0","34","0","18","0","1340018","vo_nyx_1505","0","2","0","vo_nyx"
"0.911","225","34","340","19","0","1340019","0","4","1","0","0"
"0","0","34","0","20","2.338","1340020","0","0","4","1","0"
"0","0","34","0","21","0","1340021","vo_nyx_1506","0","2","0","vo_nyx"
"1.789","0","34","173","22","0","1340022","0","5","1","0","0"
"0","0","34","0","23","2.096","1340023","0","0","4","1","0"
"1.992","173","34","370","24","0","1340024","0","5","1","0","0"
"0","0","34","0","25","3.002","1340025","0","0","4","1","0"
"0","0","34","0","26","0","1340026","vo_nyx_1507","0","2","0","vo_nyx"
"1.179","0","34","110","27","0","1340027","0","6","1","0","0"
"0","0","34","0","28","1.679","1340028","0","0","4","1","0"
"1.438","110","34","225","29","0","1340029","0","6","1","0","0"
"0","0","34","0","30","2.096","1340030","0","0","4","1","0"
"0","0","34","0","31","0","1340031","vo_nyx_1508","0","2","0","vo_nyx"
"1.679","225","34","395","32","0","1340032","0","6","1","0","0"
"0","0","34","0","33","1.679","1340033","0","0","4","1","0"
"1.032","0","34","90","34","0","1340034","0","7","1","0","0"
"0","0","34","0","35","1.833","1340035","0","0","4","1","0"
"0","0","34","0","36","0","1340036","vo_nyx_1509","0","2","0","vo_nyx"
"2.788","90","34","356","37","0","1340037","0","7","1","0","0"
"0","0","34","0","38","3.765","1340038","0","0","4","1","0"
"0","0","34","0","39","0","1340039","vo_nyx_1510","0","2","0","vo_nyx"
"0.79","0","34","48","40","0","1340040","0","8","1","0","0"
"0","0","34","0","41","1.35","1340041","0","0","4","1","0"
"2.404","48","34","262","42","0","1340042","0","8","1","0","0"
"0","0","34","0","43","3.117","1340043","0","0","4","1","0"
"0","0","34","0","44","2","1340044","0","0","4","3","0"
"0","0","34","0","45","0","1340045","vo_nyx_1511","0","2","0","vo_nyx"
"1.756","262","34","395","46","0","1340046","0","8","1","0","0"
"0","0","34","0","47","2.59","1340047","0","0","4","1","0"
"1.954","0","34","190","48","0","1340048","0","9","1","0","0"
"0","0","34","0","49","2.415","1340049","0","0","4","1","0"
"1.649","190","34","341","50","0","1340050","0","9","1","0","0"
"0","0","34","0","51","2.228","1340051","0","0","4","1","0"
"0.592","341","34","391","52","0","1340052","0","9","1","0","0"
"0","0","34","0","53","0.592","1340053","0","0","4","1","0"
"1.12","0","34","90","54","0","1340054","0","10","1","0","0"
"0","0","34","0","55","1.68","1340055","0","0","4","1","0"
"2.205","90","34","254","56","0","1340056","0","10","1","0","0"
"0","0","34","0","57","2.908","1340057","0","0","4","1","0"
"1.526","254","34","385","58","0","1340058","0","10","1","0","0"
"0","0","34","0","59","1.526","1340059","0","0","4","1","0"
"1.207","0","34","125","60","0","1340060","0","11","1","0","0"
"0","0","34","0","61","2.448","1340061","0","0","4","1","0"
"0","0","34","0","62","3","1340062","0","0","4","3","0"
"0","0","34","0","63","0","1340063","vo_nyx_1512","0","2","0","vo_nyx"
"1.624","125","34","249","64","0","1340064","0","11","1","0","0"
"0","0","34","0","65","2.294","1340065","0","0","4","1","0"
"1.405","249","34","397","66","0","1340066","0","11","1","0","0"
"0","0","34","0","67","1.405","1340067","0","0","4","1","0"
"0.746","0","34","65","68","0","1340068","0","12","1","0","0"
"0","0","34","0","69","1.822","1340069","0","0","4","1","0"
"0","0","34","0","70","4","1340070","0","0","4","3","0"
"0","0","34","0","71","0","1340071","vo_nyx_1513","0","2","0","vo_nyx"
"2.338","72","34","260","72","0","1340072","0","12","1","0","0"
"0","0","34","0","73","3.227","1340073","0","0","4","1","0"
"0","0","34","0","74","5","1340074","0","0","4","3","0"
"0","0","34","0","75","0","1340075","vo_nyx_1514","0","2","0","vo_nyx"
"1.745","0","34","150","76","0","1340076","0","13","1","0","0"
"0","0","34","0","77","2.195","1340077","0","0","4","1","0"
"1.405","150","34","293","78","0","1340078","0","13","1","0","0"
"0","0","34","0","79","2.437","1340079","0","0","4","1","0"
"0","0","34","0","80","0","1340080","vo_nyx_1515","0","2","0","vo_nyx"
"0.428","0","34","42","81","0","1340081","0","14","1","0","0"
"0","0","34","0","82","2.16","1340082","0","0","4","1","0"
