beb63a2bbd181c6a43629b8d112d1933fb217e4d3e0533912fb6a698a64d5880,5381ac9ffaa8bedc240a82531ae131bce081350569d8b1f6d5653c8e6b62e417,03aa837777a2a602b5bea11af87756cf8d87756bed43f436d0e7bd6736049593,16df7cd9ba9d77cce934713c37664bb3c0663898b9049db129460ca5bd2ccc86,577c92fdebc60b11be9c16f1c673de49c08c2c3c5e2c88618db6e1e011bfe1b2,005dee344a2d9617d1c093d9dbb922f8b759ec34143474ce0b9983e243c275b8,602693e184a2de00fed17650f7eb668249512208c584d064e44bd44ba9b94f28,400c77157aaca8a12d4b2e86c5bd3186661047cd36d032d107ae23a6f3e1e429,b10f6ac229b62f39108093c140527ac236ea6fd68bfa0dbe1f20a722c354f48d
"11","3","522","0","0","43.5","1","0.65","320120206"
"50","1","523","0","502012206","-98","2","0.7","320120207"
"72","2","524","0","502012208","0","3","1","320120207"
"13","3","525","0","0","49","1","0.65","320120207"
"30","1","526","0","0","10","1","1.2","320120208"
"40","1","527","0","0","40","1","0.9","320120209"
"-35","1","528","0","0","-20","1","1.1","320120210"
"40","1","529","0","502012301","-74","2","0.7","320120306"
"67","2","530","0","502012303","10","3","1","320120306"
"11","3","531","0","0","43.5","1","0.65","320120306"
"50","1","532","0","502012306","-98","2","0.7","320120307"
"72","2","533","0","502012308","0","3","1","320120307"
"13","3","534","0","0","49","1","0.65","320120307"
"30","1","535","0","0","10","1","1.2","320120308"
"40","1","536","0","0","40","1","0.9","320120309"
"-35","1","537","0","0","-20","1","1.1","320120310"
"40","1","538","0","502012401","-74","2","0.7","320120406"
"67","2","539","0","502012403","10","3","1","320120406"
"11","3","540","0","0","43.5","1","0.65","320120406"
"50","1","541","0","502012406","-98","2","0.7","320120407"
"72","2","542","0","502012408","0","3","1","320120407"
"13","3","543","0","0","49","1","0.65","320120407"
"30","1","544","0","0","10","1","1.2","320120408"
"40","1","545","0","0","40","1","0.9","320120409"
"-35","1","546","0","0","-20","1","1.1","320120410"
"40","1","547","0","502012501","-74","2","0.7","320120506"
"67","2","548","0","502012503","10","3","1","320120506"
"11","3","549","0","0","43.5","1","0.65","320120506"
"50","1","550","0","502012506","-98","2","0.7","320120507"
"72","2","551","0","502012508","0","3","1","320120507"
"13","3","552","0","0","49","1","0.65","320120507"
"30","1","553","0","0","10","1","1.2","320120508"
"40","1","554","0","0","40","1","0.9","320120509"
"-35","1","555","0","0","-20","1","1.1","320120510"
"40","1","556","0","502013101","-74","2","0.7","320130106"
"67","2","557","0","502013103","10","3","0.8","320130106"
"11","3","558","0","0","43.5","1","0.65","320130106"
"50","1","559","0","502013106","-98","2","0.7","320130107"
"72","2","560","0","502013108","50","3","0.9","320130107"
"13","3","561","0","0","49","1","0.65","320130107"
"30","1","562","0","0","10","1","1.2","320130108"
"40","1","563","0","0","40","1","0.8","320130109"
"-35","1","564","0","0","-20","1","1.1","320130110"
"40","1","565","0","502013201","-74","2","0.7","320130206"
"67","2","566","0","502013203","10","3","0.8","320130206"
"11","3","567","0","0","43.5","1","0.65","320130206"
"50","1","568","0","502013206","-98","2","0.7","320130207"
"72","2","569","0","502013208","50","3","0.9","320130207"
"13","3","570","0","0","49","1","0.65","320130207"
"30","1","571","0","0","10","1","1.2","320130208"
"40","1","572","0","0","40","1","0.8","320130209"
"-35","1","573","0","0","-20","1","1.1","320130210"
"40","1","574","0","502013301","-74","2","0.7","320130306"
"67","2","575","0","502013303","10","3","0.8","320130306"
"11","3","576","0","0","43.5","1","0.65","320130306"
"50","1","577","0","502013306","-98","2","0.7","320130307"
"72","2","578","0","502013308","50","3","0.9","320130307"
"13","3","579","0","0","49","1","0.65","320130307"
"30","1","580","0","0","10","1","1.2","320130308"
"40","1","581","0","0","40","1","0.8","320130309"
"-35","1","582","0","0","-20","1","1.1","320130310"
"40","1","583","0","502013401","-74","2","0.7","320130406"
"67","2","584","0","502013403","10","3","0.8","320130406"
"11","3","585","0","0","43.5","1","0.65","320130406"
"50","1","586","0","502013406","-98","2","0.7","320130407"
"72","2","587","0","502013408","50","3","0.9","320130407"
"13","3","588","0","0","49","1","0.65","320130407"
"30","1","589","0","0","10","1","1.2","320130408"
"40","1","590","0","0","40","1","0.8","320130409"
"-35","1","591","0","0","-20","1","1.1","320130410"
"40","1","592","0","502013501","-74","2","0.7","320130506"
"67","2","593","0","502013503","10","3","0.8","320130506"
"11","3","594","0","0","43.5","1","0.65","320130506"
"50","1","595","0","502013506","-98","2","0.7","320130507"
"72","2","596","0","502013508","50","3","0.9","320130507"
"13","3","597","0","0","49","1","0.65","320130507"
"30","1","598","0","0","10","1","1.2","320130508"
"40","1","599","0","0","40","1","0.8","320130509"
"-35","1","600","0","0","-20","1","1.1","320130510"
