1bbfaac4a17d8d28ea0921f9d86be9b345d9be4ae70624e77e94b52e16037779,9cee26dbd45b07cf51bc75d0aca6de9d1f6cae625c8e26317320b4604336a4ed,81639b7993112c32103fd0c2dd3ff77b004e1e1a7914ae53324feb9240fd8ead,adecdc7e885680830983ea6dd29eeb23e6aab187baf725b74fb1e4be92dd168c,8381ef297d5967616b2bd363d66f56aa0fec453c800d88f55d5b2fc58d73b411,edd2f44b37446a5d2f336206c6ba5eeed851be467e42d6093783b5eca6abddd3,f9d6d64d21b13815f2e1fd8432185a9fdcd262ae74a439367c9e2320aec63e9a,8c901e38d8671c7f6eba513abc76f2d67538232edd4c4a49f1550b905db84d89,98e27c4519e8fc3d4698c2b2046b53ba075050de808d1a6d8cd9791da4f627ee,94117bfbdf2c788a981a89d7a6d90ba890159545f978224b2485b51503654d12,b379dbbc1aed02065931884cfafe3f3fa22b76d9c003dd22f03d8f24dbdb103a,432410ebb6a09490d92a079fea13006862b403d8d0bfe47e7ba67d024de659df,9b8c8659f034c14a992af02167f0cd00123b79ad3b1f5c4da71aa79b51ccfb58,2ccc3c01425495143dfc343d727b02404df7da35770a4279118b12cf33aae315,d7f229442b5a4edf05262ee18c2f6f7e49d6d0551998189665fb33b76060a323,9538299ddc2c7707c9fb99f98e18d81b4e905f98e698a630623f5268c339439b,534d33ff69f4b48e8df4b3de525305e6ff4169418b57d73ef002a2003c2000a8,594335ce13dfb1d09b54510b5409df193f0a87e3c56fe209eb28921a40d17a1b,094eed318a53f3551d9b6f5bc09df749d726292c3fcdf14326620008db8a923c,79016e9e12e2b4a922f77550df521dc59c1daa27068f248362bf117e6c84e8e9,588822f76eb2e5f7f49c6c89129daa3e38fb71dd2f042c32ae1bd80c11dfbe40,4c9810458641976507a6dcb759c89d363b1faf0cf852e49a14e024c84581d08a
"1.4","5","200","440","0","1.6","bgm_M55","0","1","5","220","101031","0","0","1.8","1038","0","-30","1","1","101031","10380105"
"0.6","1","250","-470","-125","0.7","bgm_M64","0","1","1","210","101041","-30","10","0.8","1039","0","-30","1","1","101041","10390101"
"0.65","2","200","-210","-95","0.7","bgm_M64","0","1","2","200","101041","0","10","1","1039","0","-30","1","1","101041","10390102"
"0.9","3","100","50","-120","1","bgm_M64","-15","1","3","200","101041","-10","0","1.3","1039","0","-30","1","1","101041","10390103"
"0.9","4","100","195","35","1.3","bgm_M64","0","1","4","200","101041","0","0","1.35","1039","0","-30","1","1","101041","10390104"
"1.1","5","150","450","-55","1.35","bgm_M55","0","1","5","210","101042","0","0","1.8","1039","-50","-30","1.3","1","101042","10390105"
"0.6","1","250","-480","-120","0.85","bgm_M64","0","1","1","210","101161","0","10","0.8","1040","0","-30","1","1","101161","10400101"
"0.75","2","100","-260","-100","1.1","bgm_M64","0","1","2","240","101161","0","0","1.2","1040","0","-30","1","1","101161","10400102"
"0.65","3","100","-10","65","1","bgm_M64","-5","1","3","200","101161","-10","5","1.1","1040","0","-30","1","1","101161","10400103"
"0.9","4","150","190","-110","1","bgm_M64","0","1","4","200","101161","0","0","1","1040","43","-30","1","1","101161","10400104"
"0.9","5","270","485","-70","1","bgm_M55","-40","1","5","280","101162","-45","-10","1.15","1040","-50","-30","1.3","1","101162","10400105"
"0.6","1","120","-480","-120","0.85","bgm_M64","0","1","1","210","101171","0","10","0.8","1041","0","-30","1","1","101171","10410101"
"0.75","2","120","-260","-120","1","bgm_M64","0","1","2","200","101171","0","10","1.2","1041","0","-30","1","1","101171","10410102"
"0.6","3","150","-10","0","0.55","bgm_M64","-13","1.4","3","200","101171","-60","0","0.9","1041","-50","-30","1","1","101171","10410103"
"0.9","4","100","190","-110","1","bgm_M64","0","1","4","200","101171","0","0","1.2","1041","0","-30","1","1","101171","10410104"
"1","5","200","475","-30","1","bgm_M55","-20","1","5","250","101172","0","10","1.45","1041","-50","-30","1","1","101172","10410105"
"0.6","1","100","-480","-120","0.7","bgm_M64","0","1","1","210","101191","-30","10","0.8","1042","0","-30","1","1","101191","10420101"
"0.8","2","100","-260","-100","1","bgm_M64","0","1","2","200","101191","0","10","1.2","1042","0","-30","1","1","101191","10420102"
"0.9","3","100","-10","65","1","bgm_M64","-15","1","3","200","101191","-10","0","1.4","1042","-30","-30","1","1","101451","10420103"
"0.65","4","100","190","-110","1","bgm_M64","0","1","4","200","101191","0","0","1.1","1042","0","-30","1","1","101191","10420104"
"1.1","5","200","485","-70","1","bgm_M55","0","1.2","5","280","101192","-45","-10","1.3","1042","-50","-30","1","1","101192","10420105"
"0.6","1","100","-480","-120","0.85","bgm_M64","0","1","1","210","101201","0","10","0.8","1043","0","-30","1","1","101201","10430101"
"0.75","2","100","-260","-120","1.1","bgm_M64","0","1","2","240","101201","0","10","1.2","1043","0","-30","1","1","101201","10430102"
"0.8","3","100","-10","65","1","bgm_M64","-15","1","3","200","101201","-10","0","1.1","1043","0","-30","1","1","101201","10430103"
"0.7","4","100","190","-110","1","bgm_M64","0","1","4","200","101201","0","0","1","1043","43","-30","1","1","101201","10430104"
"1","5","100","475","-30","1","bgm_M55","-20","1","5","250","101202","-45","10","1.45","1043","-50","-30","1","1","101202","10430105"
"0.6","1","100","-480","-120","0.85","bgm_M64","0","1","1","210","101291","0","10","0.8","1044","0","-30","1","1","101291","10440101"
"0.75","2","100","-260","-120","1.1","bgm_M64","0","1","2","240","101291","0","10","1.2","1044","0","-30","1","1","101291","10440102"
"1.55","3","100","-40","65","2.2","bgm_M64","-15","1","3","200","101291","-10","0","2.3","1044","0","-30","1","1","101291","10440103"
"1.1","4","100","150","-110","1","bgm_M64","0","1","4","200","101291","0","0","1.2","1044","0","-30","1","1","101291","10440104"
"1.1","5","100","490","-15","1","bgm_M55","-20","1","5","230","101292","30","30","1.45","1044","15","-30","1","1","101292","10440105"
"0.58","1","100","-480","-120","0.7","bgm_M64","0","1","1","210","101301","-30","10","0.8","1045","0","-30","1","1","101301","10450101"
"0.9","2","100","-260","-120","1","bgm_M64","0","1","2","200","101301","0","10","1.2","1045","0","-30","1","1","101301","10450102"
"0.93","3","200","-50","100","1","bgm_M64","0","1","3","200","101301","-10","-10","1.4","1045","-30","-30","1","1","101301","10450103"
"0.9","4","100","100","-100","1","bgm_M64","0","1","4","200","101301","0","0","1.3","1045","15","-30","1","1","101301","10450104"
"1","5","100","470","-55","1.1","bgm_M55","-20","1","5","270","101302","-30","10","1.2","1045","-15","-30","1","1","101302","10450105"
"0.575","1","100","-450","-130","0.85","bgm_M64","0","1","1","210","101441","0","10","0.8","1046","0","-30","1","1","101161","10460101"
"0.75","2","200","-250","-120","0.7","bgm_M64","0","1","2","200","101441","0","10","1","1046","0","-30","1","1","101161","10460102"
"0.8","3","100","-10","50","1.1","bgm_M64","-15","1","3","200","101441","-10","0","1.2","1046","0","-30","1","1","101161","10460103"
"0.8","4","150","210","-100","1","bgm_M64","0","1","4","200","101441","0","0","1","1046","43","-30","1","1","101161","10460104"
"0.95","5","100","470","-70","1.1","bgm_M55","-20","1","5","230","101442","-30","10","1.2","1046","-35","-30","1","1","101162","10460105"
"0.58","1","100","-450","-130","0.7","bgm_M64","0","1","1","210","101451","-30","10","0.8","1047","0","-30","1","1","101451","10470101"
"0.9","2","100","-250","-120","1","bgm_M64","0","1","2","200","101451","0","10","1.2","1047","0","-30","1","1","101451","10470102"
"0.9","3","100","-20","50","1","bgm_M64","-15","1","3","200","101451","-10","0","1.4","1047","-30","-30","1","1","101451","10470103"
"0.8","4","100","200","-100","0.85","bgm_M64","0","1","4","200","101451","0","0","1","1047","0","-30","1","1","101451","10470104"
"1.25","5","100","510","-70","1.4","bgm_M55","0","1.2","5","290","101452","-50","0","1.55","1047","-35","-30","1","1","101452","10470105"
"0.58","1","100","-450","-130","0.7","bgm_M64","0","1","1","210","101561","-30","10","0.8","1048","0","-30","1","1","101451","10480101"
"0.75","2","100","-240","-120","1.1","bgm_M64","0","1","2","240","101561","0","0","1.2","1048","0","-30","1","1","101451","10480102"
"0.6","3","150","-10","0","0.55","bgm_M64","-13","1.4","3","200","101561","-60","0","0.9","1048","-50","-30","1","1","101451","10480103"
"0.7","4","100","195","-100","1","bgm_M64","0","1","4","200","101561","0","0","1.1","1048","20","-30","1","1","101451","10480104"
"1.25","5","400","460","-70","1.35","bgm_M55","0","1.4","5","290","101562","-50","0","1.55","1048","-60","-30","1","1","101452","10480105"
"0.58","1","100","-480","-120","0.7","bgm_M64","0","1","1","210","101001","-30","10","0.8","1049","0","-30","1","1","101001","10490101"
"0.75","2","100","-270","-120","1.1","bgm_M64","0","1","2","200","101001","0","10","1.2","1049","0","-30","1","1","101001","10490102"
"0.9","3","200","-25","65","1","bgm_M64","-15","1","3","200","101001","-10","0","1.4","1049","-30","-30","1","1","101001","10490103"
"0.9","4","150","200","-120","1","bgm_M64","0","1","4","200","101001","0","0","1.1","1049","-30","-30","1","1","101001","10490104"
"1.2","5","200","480","-40","1","bgm_M55","0","1.2","5","250","101011","0","0","1.3","1049","0","-30","1","1","101011","10490105"
"0.575","1","170","-450","-110","0.9","bgm_M64","0","1","1","210","101021","-30","10","1","1050","-25","-30","1","1","101021","10500101"
"0.75","2","100","-240","-120","1.1","bgm_M64","0","1","2","240","101021","0","0","1.2","1050","0","-30","1","1","101021","10500102"
"0.6","3","100","-10","65","0.8","bgm_M64","-5","1","3","200","101021","-10","5","0.9","1050","0","-30","1","1","101021","10500103"
"0.65","4","100","190","-110","1","bgm_M64","0","1","4","200","101021","0","0","1.1","1050","0","-30","1","1","101021","10500104"
"1.4","5","200","440","0","1.6","bgm_M55","0","1","5","220","101031","0","0","1.8","1050","0","-30","1","1","101031","10500105"
"0.58","1","100","-450","-130","0.7","bgm_M64","0","1","1","210","101041","-30","10","0.8","1051","0","-30","1","1","101041","10510101"
"0.65","2","200","-250","-120","0.7","bgm_M64","0","1","2","200","101041","0","10","1","1051","0","-30","1","1","101041","10510102"
"0.75","3","100","-35","70","1","bgm_M64","-15","1","3","200","101041","-10","10","1.3","1051","-10","-30","1","1","101041","10510103"
"1","4","100","150","-110","1","bgm_M64","0","1","4","200","101041","0","0","1.4","1051","0","-30","1","1","101041","10510104"
"1.1","5","150","450","-55","1.35","bgm_M55","0","1","5","210","101042","0","0","1.8","1051","-50","-30","1.3","1","101042","10510105"
"0.6","1","250","-480","-120","0.7","bgm_M64","0","1","1","210","101161","-30","10","0.8","1052","0","-30","1","1","101161","10520101"
"0.75","2","100","-260","-100","1.1","bgm_M64","0","1","2","240","101161","0","0","1.2","1052","0","-30","1","1","101161","10520102"
"0.65","3","100","-10","65","1","bgm_M64","-5","1","3","200","101161","-10","5","1.1","1052","0","-30","1","1","101161","10520103"
"0.8","4","100","240","-50","1","bgm_M64","0","1","4","200","101161","0","0","1.3","1052","-30","-30","1","1","101161","10520104"
"0.9","5","270","485","-70","1","bgm_M55","-40","1","5","280","101162","-45","-10","1.15","1052","-50","-30","1.3","1","101162","10520105"
"0.5","1","120","-480","-120","0.85","bgm_M64","0","1","1","210","101171","0","10","0.8","1053","0","-30","1","1","101171","10530101"
"0.75","2","100","-270","-120","1.1","bgm_M64","0","1","2","200","101171","0","10","1.2","1053","0","-30","1","1","101171","10530102"
"1.55","3","100","-25","65","2.2","bgm_M64","-15","1","3","200","101171","-10","0","2.3","1053","0","-30","1","1","101171","10530103"
"0.9","4","100","200","-100","1","bgm_M64","0","1","4","200","101171","0","0","1.5","1053","-30","-30","1","1","101171","10530104"
"1","5","200","475","-30","1","bgm_M55","-20","1","5","250","101172","0","10","1.45","1053","-50","-30","1","1","101172","10530105"
"0.575","1","170","-450","-110","0.9","bgm_M64","0","1","1","210","101191","-30","10","1","1054","-25","-30","1","1","101191","10540101"
"0.65","2","200","-250","-120","0.7","bgm_M64","0","1","2","200","101191","0","10","1","1054","0","-30","1","1","101191","10540102"
"0.8","3","100","-10","50","1.1","bgm_M64","-15","1","3","200","101191","-10","0","1.2","1054","0","-30","1","1","101191","10540103"
"1","4","200","190","-90","1","bgm_M64","0","1","4","200","101191","0","0","1.5","1054","0","-30","1","1","101191","10540104"
"1.1","5","200","485","-70","1","bgm_M55","0","1.2","5","280","101192","-45","-10","1.3","1054","-50","-30","1","1","101192","10540105"
"0.5","1","120","-480","-120","0.85","bgm_M64","0","1","1","210","101201","0","10","0.8","1055","0","-30","1","1","101201","10550101"
"0.7","2","250","-250","-120","1","bgm_M64","0","1","2","240","101201","-30","0","1","1055","-30","-30","1","1","101201","10550102"
"0.8","3","100","-10","65","1","bgm_M64","-15","1","3","200","101201","-10","0","1.1","1055","0","-30","1","1","101201","10550103"
"0.7","4","100","190","-110","1","bgm_M64","0","1","4","200","101201","0","0","1","1055","43","-30","1","1","101201","10550104"
"1","5","100","475","-30","1","bgm_M55","-20","1","5","250","101202","-45","10","1.45","1055","-50","-30","1","1","101202","10550105"
"0.6","1","250","-480","-120","0.7","bgm_M64","0","1","1","210","101291","-30","10","0.8","1056","0","-30","1","1","101291","10560101"
"0.75","2","100","-260","-100","1.1","bgm_M64","0","1","2","240","101291","0","0","1.2","1056","0","-30","1","1","101291","10560102"
"0.9","3","100","-35","50","1","bgm_M64","-15","1","3","200","101291","-10","0","1.4","1056","-30","-30","1","1","101291","10560103"
"0.9","4","150","190","-120","1","bgm_M64","0","1","4","200","101291","0","0","1.1","1056","-30","-30","1","1","101291","10560104"
"1.1","5","100","490","-15","1","bgm_M55","-20","1","5","230","101292","30","30","1.45","1056","15","-30","1","1","101292","10560105"
"0.575","1","170","-450","-110","0.9","bgm_M64","0","1","1","210","101301","-30","10","1","1057","-25","-30","1","1","101301","10570101"
"0.75","2","100","-270","-120","1.1","bgm_M64","0","1","2","200","101301","0","10","1.2","1057","0","-30","1","1","101301","10570102"
"0.93","3","200","-50","100","1","bgm_M64","0","1","3","200","101301","-10","-10","1.4","1057","-30","-30","1","1","101301","10570103"
"0.9","4","100","190","-110","1","bgm_M64","0","1","4","200","101301","0","0","1.2","1057","0","-30","1","1","101301","10570104"
"1","5","100","470","-55","1.1","bgm_M55","-20","1","5","270","101302","-30","10","1.2","1057","-15","-30","1","1","101302","10570105"
"0.6","1","250","-480","-120","0.7","bgm_M64","0","1","1","210","101441","-30","10","0.8","1058","0","-30","1","1","101441","10580101"
"0.7","2","250","-250","-120","1","bgm_M64","0","1","2","240","101441","-30","0","1","1058","-30","-30","1","1","101441","10580102"
"0.75","3","100","-5","70","1","bgm_M64","-15","1","3","200","101441","-10","10","1.3","1058","-10","-30","1","1","101441","10580103"
"0.8","4","100","210","-100","1","bgm_M64","0","1","4","200","101441","0","10","1.1","1058","20","-30","1","1","101441","10580104"
"0.95","5","100","470","-70","1.1","bgm_M55","-20","1","5","230","101442","-30","10","1.2","1058","-35","-30","1","1","101442","10580105"
"0.575","1","170","-450","-110","0.9","bgm_M64","0","1","1","210","101451","-30","10","1","1059","-25","-30","1","1","101451","10590101"
"0.65","2","200","-250","-120","0.7","bgm_M64","0","1","2","200","101451","0","10","1","1059","0","-30","1","1","101451","10590102"
"0.6","3","150","-10","0","0.55","bgm_M64","-13","1.4","3","200","101451","-60","0","0.9","1059","-50","-30","1","1","101451","10590103"
"0.7","4","100","200","-120","0.7","bgm_M64","0","1","4","200","101451","0","0","1","1059","0","-30","1","1","101451","10590104"
"1.25","5","100","510","-70","1.4","bgm_M55","0","1.2","5","290","101452","-50","0","1.55","1059","-35","-30","1","1","101452","10590105"
"0.5","1","120","-480","-120","0.85","bgm_M64","0","1","1","210","101561","0","10","0.8","1060","0","-30","1","1","101561","10600101"
"0.75","2","100","-270","-120","1.1","bgm_M64","0","1","2","200","101561","0","10","1.2","1060","0","-30","1","1","101561","10600102"
"0.9","3","200","-25","65","1","bgm_M64","-15","1","3","200","101561","-10","0","1.4","1060","-30","-30","1","1","101561","10600103"
"0.65","4","100","190","-110","1","bgm_M64","0","1","4","200","101561","0","0","1.1","1060","0","-30","1","1","101561","10600104"
"1.25","5","400","460","-70","1.35","bgm_M55","0","1.4","5","290","101562","-50","0","1.55","1060","-60","-30","1","1","101562","10600105"
"0.6","1","250","-480","-120","0.7","bgm_M64","0","1","1","210","101001","-30","10","0.8","1061","0","-30","1","1","101001","10610101"
"0.75","2","100","-260","-100","1.1","bgm_M64","0","1","2","240","101001","0","0","1.2","1061","0","-30","1","1","101001","10610102"
"1","3","100","-10","65","1","bgm_M64","-15","1","3","200","101001","-10","0","1.4","1061","-30","-30","1","1","101001","10610103"
"1","4","100","200","-110","1","bgm_M64","0","1","4","200","101001","0","0","1.4","1061","0","-30","1","1","101001","10610104"
"1.2","5","200","480","-40","1","bgm_M55","0","1.2","5","250","101011","0","0","1.3","1061","0","-30","1","1","101011","10610105"
"0.5","1","120","-480","-120","0.85","bgm_M64","0","1","1","210","101021","0","10","0.8","1063","0","-30","1","1","101021","10630101"
"0.7","2","250","-250","-120","1","bgm_M64","0","1","2","240","101021","-30","0","1","1063","-30","-30","1","1","101021","10630102"
"0.9","3","100","-10","70","1","bgm_M64","0","1","3","200","101021","0","0","1.3","1063","0","-30","1","1","101021","10630103"
"0.8","4","100","240","-70","1","bgm_M64","0","1","4","200","101021","0","0","1.2","1063","-30","-30","1","1","101021","10630104"
"1.4","5","200","470","0","1.6","bgm_M55","0","1","5","220","101031","0","0","1.8","1063","0","-30","1","1","101031","10630105"
"0.575","1","170","-450","-110","0.9","bgm_M64","0","1","1","210","101041","-30","10","1","1064","-25","-30","1","1","101041","10640101"
"0.65","2","200","-250","-120","0.7","bgm_M64","0","1","2","200","101041","0","10","1","1064","0","-30","1","1","101041","10640102"
"0.8","3","100","-10","65","1","bgm_M64","-15","1","3","200","101041","-10","0","1.1","1064","0","-30","1","1","101041","10640103"
"0.9","4","100","200","-100","1","bgm_M64","0","1","4","200","101041","0","0","1.5","1064","-30","-30","1","1","101041","10640104"
"1.1","5","150","450","-55","1.35","bgm_M55","0","1","5","210","101042","0","0","1.8","1064","-50","-30","1.3","1","101042","10640105"
"0.6","1","250","-480","-120","0.7","bgm_M64","0","1","1","210","101161","-30","10","0.8","1065","0","-30","1","1","101161","10650101"
"0.75","2","100","-260","-100","1.1","bgm_M64","0","1","2","240","101161","0","0","1.2","1065","0","-30","1","1","101161","10650102"
"0.65","3","100","-10","65","1","bgm_M64","-5","1","3","200","101161","-10","5","1.1","1065","0","-30","1","1","101161","10650103"
"0.8","4","100","200","-100","0.85","bgm_M64","0","1","4","200","101161","0","0","1","1065","0","-30","1","1","101161","10650104"
"0.9","5","270","485","-70","1","bgm_M55","-40","1","5","280","101162","-45","-10","1.15","1065","-50","-30","1.3","1","101162","10650105"
"0.5","1","120","-480","-120","0.85","bgm_M64","0","1","1","210","101171","0","10","0.8","1066","0","-30","1","1","101171","10660101"
"0.7","2","250","-250","-120","1","bgm_M64","0","1","2","240","101171","-30","0","1","1066","-30","-30","1","1","101171","10660102"
"0.8","3","100","0","65","1.1","bgm_M64","-10","1","3","200","101171","-10","0","1.15","1066","0","-30","1","1","101171","10660103"
"0.9","4","100","230","5","1.3","bgm_M64","0","1","4","200","101171","-10","0","1.35","1066","0","-30","1","1","101171","10660104"
"1","5","200","475","-30","1","bgm_M55","-20","1","5","250","101172","0","10","1.45","1066","-50","-30","1","1","101172","10660105"
"0.6","1","250","-480","-50","0.7","bgm_M64","0","1","1","210","101191","-30","10","0.8","1067","0","-30","1","1","101191","10670101"
"0.75","2","100","-270","-120","1.1","bgm_M64","0","1","2","200","101191","0","10","1.2","1067","0","-30","1","1","101191","10670102"
"0.9","3","100","-20","50","1","bgm_M64","-15","1","3","200","101191","-10","0","1.4","1067","-30","-30","1","1","101191","10670103"
"1","4","200","200","-90","1","bgm_M64","0","1","4","200","101191","0","0","1.5","1067","0","-30","1","1","101191","10670104"
"1.1","5","200","485","-70","1","bgm_M55","0","1.2","5","280","101192","-45","-10","1.3","1067","-50","-30","1","1","101192","10670105"
"0.8","1","100","-470","0","1.1","bgm_M64","0","1","1","210","101201","0","10","1.45","1068","20","-30","1","1","101201","10680101"
"0.65","2","200","-250","-120","0.7","bgm_M64","0","1","2","200","101201","0","10","1","1068","0","-30","1","1","101201","10680102"
"0.75","3","100","-5","70","1","bgm_M64","-15","1","3","200","101201","-10","10","1.3","1068","-10","-30","1","1","101201","10680103"
"0.7","4","100","190","-110","1","bgm_M64","0","1","4","200","101201","0","0","1","1068","43","-30","1","1","101201","10680104"
"1","5","100","475","-30","1","bgm_M55","-20","1","5","250","101202","-45","10","1.45","1068","-50","-30","1","1","101202","10680105"
"0.575","1","170","-450","-110","0.9","bgm_M64","0","1","1","210","101291","-30","10","1","1069","-25","-30","1","1","101291","10690101"
"0.75","2","100","-225","-25","1.1","bgm_M64","0","1","2","240","101291","0","0","1.2","1069","0","-30","1","1","101291","10690102"
"1.55","3","100","0","65","2.2","bgm_M64","-15","1","3","200","101291","-10","0","2.3","1069","0","-30","1","1","101291","10690103"
"0.65","4","100","190","-110","1","bgm_M64","0","1","4","200","101291","0","0","1.1","1069","0","-30","1","1","101291","10690104"
"1.1","5","100","490","-15","1","bgm_M55","-20","1","5","230","101292","30","30","1.45","1069","15","-30","1","1","101292","10690105"
"0.6","1","250","-480","-50","0.7","bgm_M64","0","1","1","210","101301","-30","10","0.8","1070","0","-30","1","1","101301","10700101"
"0.65","2","200","-250","-120","0.7","bgm_M64","0","1","2","200","101301","0","10","1","1070","0","-30","1","1","101301","10700102"
"0.93","3","200","-50","100","1","bgm_M64","0","1","3","200","101301","-10","-10","1.4","1070","-30","-30","1","1","101301","10700103"
"0.9","4","150","190","-120","1","bgm_M64","0","1","4","200","101301","0","0","1.1","1070","-30","-30","1","1","101301","10700104"
"1","5","100","470","-55","1.1","bgm_M55","-20","1","5","270","101302","-30","10","1.2","1070","-15","-30","1","1","101302","10700105"
"0.8","1","100","-470","0","1.1","bgm_M64","0","1","1","210","101441","0","10","1.45","1071","20","-30","1","1","101441","10710101"
"0.7","2","250","-250","-120","1","bgm_M64","0","1","2","240","101441","-30","0","1","1071","-30","-30","1","1","101441","10710102"
"0.8","3","100","-10","65","1","bgm_M64","-15","1","3","200","101441","-10","0","1.1","1071","0","-30","1","1","101441","10710103"
"0.7","4","100","200","-120","0.7","bgm_M64","0","1","4","200","101441","0","0","1","1071","0","-30","1","1","101441","10710104"
"0.95","5","100","470","-70","1.1","bgm_M55","-20","1","5","230","101442","-30","10","1.2","1071","-35","-30","1","1","101442","10710105"
"0.575","1","170","-450","-110","0.9","bgm_M64","0","1","1","210","101451","-30","10","1","1072","-25","-30","1","1","101451","10720101"
"0.75","2","100","-225","-25","1.1","bgm_M64","0","1","2","240","101451","0","0","1.2","1072","0","-30","1","1","101451","10720102"
"1","3","100","-10","65","1","bgm_M64","-15","1","3","200","101451","-10","0","1.4","1072","-30","-30","1","1","101451","10720103"
"0.8","4","100","210","-100","1","bgm_M64","0","1","4","200","101451","0","10","1.1","1072","20","-30","1","1","101451","10720104"
"1.25","5","100","510","-70","1.4","bgm_M55","0","1.2","5","290","101452","-50","0","1.55","1072","-35","-30","1","1","101452","10720105"
"0.575","1","170","-450","0","0.9","bgm_M64","0","1","1","210","101561","-30","10","1","1073","-25","-30","1","1","101561","10730101"
"0.75","2","100","-270","-120","1.1","bgm_M64","0","1","2","200","101561","0","10","1.2","1073","0","-30","1","1","101561","10730102"
"0.65","3","100","-10","65","1","bgm_M64","-5","1","3","200","101561","-10","5","1.1","1073","0","-30","1","1","101561","10730103"
"1","4","100","200","-110","1","bgm_M64","0","1","4","200","101561","0","0","1.4","1073","0","-30","1","1","101561","10730104"
"1.25","5","400","460","-70","1.35","bgm_M55","0","1.4","5","290","101562","-50","0","1.55","1073","-60","-30","1","1","101562","10730105"
"0.6","1","250","-480","-50","0.7","bgm_M64","0","1","1","210","101001","-30","10","0.8","1074","0","-30","1","1","101001","10740101"
"0.9","2","200","-260","-110","1.1","bgm_M64","0","1","2","240","101001","10","0","1.35","1074","10","-30","1","1","101001","10740102"
"0.75","3","100","-5","70","1","bgm_M64","-15","1","3","200","101001","-10","10","1.15","1074","-10","-30","1","1","101001","10740103"
"0.9","4","100","190","-110","1","bgm_M64","0","1","4","200","101001","0","0","1.2","1074","0","-30","1","1","101001","10740104"
"1.2","5","200","480","-40","1","bgm_M55","0","1.2","5","250","101011","0","0","1.3","1074","0","-30","1","1","101011","10740105"
"0.8","1","100","-470","0","1.1","bgm_M64","0","1","1","210","101021","0","10","1.45","1075","20","-30","1","1","101021","10750101"
"0.65","2","200","-250","-120","0.7","bgm_M64","0","1","2","200","101021","0","10","1","1075","0","-30","1","1","101021","10750102"
"0.6","3","150","-10","0","0.55","bgm_M64","-13","1.4","3","200","101021","-60","0","0.9","1075","-50","-30","1","1","101021","10750103"
"0.9","4","100","200","-100","1","bgm_M64","0","1","4","200","101021","0","0","1.5","1075","-30","-30","1","1","101021","10750104"
"1.4","5","200","470","0","1.6","bgm_M55","0","1","5","220","101031","0","0","1.8","1075","0","-30","1","1","101031","10750105"
"0.575","1","170","-480","-110","0.9","bgm_M64","0","1","1","210","101041","-30","10","1","1076","-25","-30","1","1","101041","10760101"
"0.7","2","250","-230","-20","1","bgm_M64","0","1","2","240","101041","-30","0","1","1076","-30","-30","1","1","101041","10760102"
"0.9","3","100","15","-120","1","bgm_M64","-15","1","3","200","101041","-10","0","1.4","1076","-30","-30","1","1","101041","10760103"
"0.8","4","300","200","40","1","bgm_M64","0","1","4","200","101041","-50","0","1.3","1076","-60","-30","1","1","101041","10760104"
"1.1","5","150","450","-55","1.35","bgm_M55","0","1","5","210","101042","0","0","1.8","1076","-50","-30","1.3","1","101042","10760105"
"0.6","1","250","-480","-50","0.7","bgm_M64","0","1","1","210","101161","-30","10","0.8","1077","0","-30","1","1","101161","10770101"
"0.75","2","100","-270","-120","1.1","bgm_M64","0","1","2","200","101161","0","10","1.2","1077","0","-30","1","1","101161","10770102"
"0.9","3","100","-10","70","1","bgm_M64","0","1","3","200","101161","0","0","1.3","1077","0","-30","1","1","101161","10770103"
"1","4","200","200","-90","1","bgm_M64","0","1","4","200","101161","0","0","1.5","1077","0","-30","1","1","101161","10770104"
"0.9","5","270","485","-70","1","bgm_M55","-40","1","5","280","101162","-45","-10","1.15","1077","-50","-30","1.3","1","101162","10770105"
"0.575","1","170","-450","-90","0.9","bgm_M64","0","1","1","210","101171","-30","10","1","1078","-25","-30","1","1","101171","10780101"
"0.75","2","100","-225","20","1.1","bgm_M64","0","1","2","240","101171","0","0","1.2","1078","0","-30","1","1","101171","10780102"
"0.8","3","100","0","-65","1.1","bgm_M64","-10","1","3","200","101171","-10","0","1.15","1078","0","-30","1","1","101171","10780103"
"0.65","4","100","230","0","0.9","bgm_M64","0","1","4","200","101171","-10","0","1","1078","0","-30","1","1","101171","10780104"
"1","5","200","475","-30","1","bgm_M55","-20","1","5","250","101172","0","10","1.45","1078","-50","-30","1","1","101172","10780105"
"0.6","1","250","-480","-50","0.7","bgm_M64","0","1","1","210","101191","-30","10","0.8","1079","0","-30","1","1","101191","10790101"
"0.9","2","200","-260","-110","1.1","bgm_M64","0","1","2","240","101191","10","0","1.35","1079","10","-30","1","1","101191","10790102"
"0.8","3","100","-10","65","1","bgm_M64","-15","1","3","200","101191","-10","0","1.1","1079","0","-30","1","1","101191","10790103"
"0.9","4","100","230","5","1.3","bgm_M64","0","1","4","200","101191","-10","0","1.35","1079","0","-30","1","1","101191","10790104"
"1.1","5","200","485","-70","1","bgm_M55","0","1.2","5","280","101192","-45","-10","1.3","1079","-50","-30","1","1","101192","10790105"
"0.85","1","100","-470","0","1.1","bgm_M64","0","1","1","210","101201","0","10","1.35","1080","0","-30","1","1","101201","10800101"
"0.65","2","200","-250","-120","0.8","bgm_M64","0","1","2","200","101201","-5","10","1","1080","0","-30","1","1","101201","10800102"
