1b04b1674eede584b243508674b16668eda474ddef3d1541d2adcb09f4b2c1be,b2eedf7eca956cf7d840cdb69f9a3f08f8e43909730fcd779ebd42028e3f67e0,0a1c19f4eb590ab1bfbefdbcf6e9743d8fffe6593c0510d87e9fba532867b936,673eaaa42aaab5e3fde986cc06f1d00b11b0f08853d0c1d5d85c5401971c9401,ea60b49e690ae74d0b062d0a85988877bcd3c9457e1fbe95f817dc295e8d07c8,30455d3445f7e00274d48d596029908a4378ad2639e5677e42c6fea94770ab27
"10201492","56011492","1","15","1002","847"
"10201493","56011493","1","15","1003","848"
"91002","56011493","50","8","0","849"
"10201494","56011494","1","15","1003","850"
"91002","56011494","100","8","0","851"
"10201495","56011495","1","15","1001","852"
"10201496","56011496","1","15","1002","853"
"10201497","56011497","1","15","1003","854"
"91002","56011497","50","8","0","855"
"10201498","56011498","1","15","1001","856"
"10201499","56011499","1","15","1002","857"
"10201500","56011500","1","15","1003","858"
"91002","56011500","50","8","0","859"
"10201501","56011501","1","15","1001","860"
"10201502","56011502","1","15","1002","861"
"10201503","56011503","1","15","1003","862"
"91002","56011503","50","8","0","863"
"10201504","56011504","1","15","1003","864"
"91002","56011504","100","8","0","865"
"10201505","56011505","1","15","1001","867"
"10201506","56011506","1","15","1002","868"
"10201507","56011507","1","15","1003","869"
"91002","56011507","50","8","0","870"
"10201508","56011508","1","15","1001","871"
"10201509","56011509","1","15","1002","872"
"10201510","56011510","1","15","1003","873"
"91002","56011510","50","8","0","874"
"10201511","56011511","1","15","1001","875"
"10201512","56011512","1","15","1002","876"
"10201513","56011513","1","15","1003","877"
"91002","56011513","50","8","0","878"
"10201514","56011514","1","15","1003","879"
"91002","56011514","100","8","0","880"
"10201515","56011515","1","15","1001","881"
"10201516","56011516","1","15","1002","882"
"10201517","56011517","1","15","1003","883"
"91002","56011517","50","8","0","884"
"10201518","56011518","1","15","1001","885"
"10201519","56011519","1","15","1002","886"
"10201520","56011520","1","15","1003","887"
"91002","56011520","50","8","0","888"
"10201521","56011521","1","15","1001","889"
"10201522","56011522","1","15","1002","890"
"10201523","56011523","1","15","1003","891"
"91002","56011523","50","8","0","892"
"10201524","56011524","1","15","1003","893"
"91002","56011524","100","8","0","894"
"10201525","56011525","1","15","1001","895"
"10201526","56011526","1","15","1002","896"
"10201527","56011527","1","15","1003","897"
"91002","56011527","50","8","0","898"
"10201528","56011528","1","15","1001","899"
"10201529","56011529","1","15","1002","900"
"10201530","56011530","1","15","1003","901"
"91002","56011530","50","8","0","902"
"10201531","56011531","1","15","1001","903"
"10201532","56011532","1","15","1002","904"
"10201533","56011533","1","15","1003","905"
"91002","56011533","50","8","0","906"
"10201534","56011534","1","15","1001","907"
"10201535","56011535","1","15","1002","908"
"10201536","56011536","1","15","1003","909"
"91002","56011536","50","8","0","910"
"10201537","56011537","1","15","1003","911"
"91002","56011537","100","8","0","912"
"10201538","56011538","1","15","1001","913"
"10201539","56011539","1","15","1002","914"
"10201540","56011540","1","15","1003","915"
"91002","56011540","50","8","0","916"
"10201541","56011541","1","15","1001","917"
"10201542","56011542","1","15","1002","918"
"10201543","56011543","1","15","1003","919"
"91002","56011543","50","8","0","920"
"10201544","56011544","1","15","1001","921"
"10201545","56011545","1","15","1002","922"
"10201546","56011546","1","15","1003","923"
"91002","56011546","50","8","0","924"
"10201547","56011547","1","15","1001","925"
"10201548","56011548","1","15","1002","926"
"10201549","56011549","1","15","1003","927"
"91002","56011549","50","8","0","928"
"10201550","56011550","1","15","1003","929"
"91002","56011550","100","8","0","930"
"10201551","56011551","1","15","1003","931"
"91002","56011551","100","8","0","932"
"10201552","56011552","1","15","1001","933"
"10201553","56011553","1","15","1002","934"
"10201554","56011554","1","15","1003","935"
"91002","56011554","50","8","0","936"
"10201555","56011555","1","15","1001","937"
"10201556","56011556","1","15","1002","938"
"10201557","56011557","1","15","1003","939"
"91002","56011557","50","8","0","940"
"10201558","56011558","1","15","1001","941"
"10201559","56011559","1","15","1002","942"
"10201560","56011560","1","15","1003","943"
"91002","56011560","50","8","0","944"
"11302001","51402001","1","15","1001","945"
"91002","51402001","50","8","0","946"
"11302002","51402002","1","15","1002","947"
"91002","51402002","50","8","0","948"
"11302003","51402003","1","15","1003","949"
"91002","51402003","50","8","0","950"
"10201561","56011561","1","15","1003","951"
"91002","56011561","100","8","0","952"
"10201562","56011562","1","15","1001","953"
"10201563","56011563","1","15","1002","954"
"10201564","56011564","1","15","1003","955"
"91002","56011564","50","8","0","956"
"10201565","56011565","1","15","1001","957"
"10201566","56011566","1","15","1002","958"
"10201567","56011567","1","15","1003","959"
"91002","56011567","50","8","0","960"
"10201568","56011568","1","15","1001","961"
"10201569","56011569","1","15","1002","962"
"10201570","56011570","1","15","1003","963"
"91002","56011570","50","8","0","964"
"10201571","56011571","1","15","1001","965"
"10201572","56011572","1","15","1002","966"
"10201573","56011573","1","15","1003","967"
"91002","56011573","50","8","0","968"
"10201574","56011574","1","15","1003","969"
"91002","56011574","100","8","0","970"
"10201575","56011575","1","15","1001","971"
"10201576","56011576","1","15","1002","972"
"10201577","56011577","1","15","1003","973"
"91002","56011577","50","8","0","974"
"10201578","56011578","1","15","1001","975"
"10201579","56011579","1","15","1002","976"
"10201580","56011580","1","15","1003","977"
"91002","56011580","50","8","0","978"
"10201581","56011581","1","15","1001","979"
"10201582","56011582","1","15","1002","980"
"10201583","56011583","1","15","1003","981"
"91002","56011583","50","8","0","982"
"10201584","56011584","1","15","1001","983"
"10201585","56011585","1","15","1002","984"
"10201586","56011586","1","15","1003","985"
"91002","56011586","50","8","0","986"
"10201587","56011587","1","15","1001","987"
"10201588","56011588","1","15","1002","988"
"10201589","56011589","1","15","1003","989"
"91002","56011589","50","8","0","990"
"10201590","56011590","1","15","1001","991"
"10201591","56011591","1","15","1002","992"
"10201592","56011592","1","15","1003","993"
"91002","56011592","50","8","0","994"
"10201593","56011593","1","15","1001","995"
"10201594","56011594","1","15","1002","996"
"10201595","56011595","1","15","1003","997"
"91002","56011595","50","8","0","998"
"10201596","56011596","1","15","1003","999"
"91002","56011596","100","8","0","1000"
"10201597","56011597","1","15","1003","1001"
"91002","56011597","100","8","0","1002"
"10201598","56011598","1","15","1003","1003"
"91002","56011598","100","8","0","1004"
"10201599","56011599","1","15","1001","1005"
"10201600","56011600","1","15","1002","1006"
"10201601","56011601","1","15","1003","1007"
"91002","56011601","50","8","0","1008"
"10201602","56011602","1","15","1001","1009"
"10201603","56011603","1","15","1002","1010"
"10201604","56011604","1","15","1003","1011"
"91002","56011604","50","8","0","1012"
"10201605","56011605","1","15","1003","1013"
"91002","56011605","100","8","0","1014"
"10201606","56011606","1","15","1001","1015"
"10201607","56011607","1","15","1002","1016"
"10201608","56011608","1","15","1003","1017"
"91002","56011608","50","8","0","1018"
"10201609","56011609","1","15","1001","1019"
"10201610","56011610","1","15","1002","1020"
"10201611","56011611","1","15","1003","1021"
"91002","56011611","50","8","0","1022"
"10201612","56011612","1","15","1001","1023"
"10201613","56011613","1","15","1002","1024"
"10201614","56011614","1","15","1003","1025"
"91002","56011614","50","8","0","1026"
"10201615","56011615","1","15","1003","1027"
"91002","56011615","100","8","0","1028"
"10201616","56011616","1","15","1001","1029"
"10201617","56011617","1","15","1002","1030"
"10201618","56011618","1","15","1003","1031"
"91002","56011618","50","8","0","1032"
"10201619","56011619","1","15","1001","1033"
"10201620","56011620","1","15","1002","1034"
"10201621","56011621","1","15","1003","1035"
"91002","56011621","50","8","0","1036"
"10201622","56011622","1","15","1001","1037"
"10201623","56011623","1","15","1002","1038"
"10201624","56011624","1","15","1003","1039"
"91002","56011624","50","8","0","1040"
"10201625","56011625","1","15","1003","1041"
"91002","56011625","100","8","0","1042"
"10201626","56011626","1","15","1001","1043"
"10201627","56011627","1","15","1002","1044"
"10201628","56011628","1","15","1003","1045"
"91002","56011628","50","8","0","1046"
"10201629","56011629","1","15","1001","1047"
"10201630","56011630","1","15","1002","1048"
"10201631","56011631","1","15","1003","1049"
"91002","56011631","50","8","0","1050"
"10201632","56011632","1","15","1001","1051"
"10201633","56011633","1","15","1002","1052"
"10201634","56011634","1","15","1003","1053"
"91002","56011634","50","8","0","1054"
"10201635","56011635","1","15","1003","1055"
"91002","56011635","100","8","0","1056"
"10201636","56011636","1","15","1001","1057"
"10201637","56011637","1","15","1002","1058"
"10201638","56011638","1","15","1003","1059"
"91002","56011638","50","8","0","1060"
"10201639","56011639","1","15","1001","1061"
"10201640","56011640","1","15","1002","1062"
"10201641","56011641","1","15","1003","1063"
"91002","56011641","50","8","0","1064"
"10201642","56011642","1","15","1001","1065"
"10201643","56011643","1","15","1002","1066"
"10201644","56011644","1","15","1003","1067"
"91002","56011644","50","8","0","1068"
"10201645","56011645","1","15","1003","1069"
"91002","56011645","100","8","0","1070"
"10201646","56011646","1","15","1001","1071"
"10201647","56011647","1","15","1002","1072"
"10201648","56011648","1","15","1003","1073"
"91002","56011648","50","8","0","1074"
"10201649","56011649","1","15","1001","1075"
"10201650","56011650","1","15","1002","1076"
"10201651","56011651","1","15","1003","1077"
"91002","56011651","50","8","0","1078"
"10201652","56011652","1","15","1001","1079"
"10201653","56011653","1","15","1002","1080"
"10201654","56011654","1","15","1003","1081"
"91002","56011654","50","8","0","1082"
"10201655","56011655","1","15","1003","1083"
"91002","56011655","100","8","0","1084"
"10201656","56011656","1","15","1003","1085"
"91002","56011656","100","8","0","1086"
"10201657","56011657","1","15","1001","1087"
"10201658","56011658","1","15","1002","1088"
"10201659","56011659","1","15","1003","1089"
"91002","56011659","50","8","0","1090"
"10201660","56011660","1","15","1001","1091"
"10201661","56011661","1","15","1002","1092"
"10201662","56011662","1","15","1003","1093"
"91002","56011662","50","8","0","1094"
"10201663","56011663","1","15","1001","1095"
"10201664","56011664","1","15","1002","1096"
"10201665","56011665","1","15","1003","1097"
"91002","56011665","50","8","0","1098"
"10201666","56011666","1","15","1001","1099"
"10201667","56011667","1","15","1002","1100"
"10201668","56011668","1","15","1003","1101"
"91002","56011668","50","8","0","1102"
"10201669","56011669","1","15","1003","1103"
"91002","56011669","100","8","0","1104"
"10201670","56011670","1","15","1001","1105"
"10201671","56011671","1","15","1002","1106"
"10201672","56011672","1","15","1003","1107"
"91002","56011672","50","8","0","1108"
"10201673","56011673","1","15","1001","1109"
"10201674","56011674","1","15","1002","1110"
"10201675","56011675","1","15","1003","1111"
"91002","56011675","50","8","0","1112"
"10201676","56011676","1","15","1003","1113"
"91002","56011676","100","8","0","1114"
"10201677","56011677","1","15","1001","1115"
"10201678","56011678","1","15","1002","1116"
"10201679","56011679","1","15","1003","1117"
"91002","56011679","50","8","0","1118"
"10201680","56011680","1","15","1001","1119"
"10201681","56011681","1","15","1002","1120"
"10201682","56011682","1","15","1003","1121"
"91002","56011682","50","8","0","1122"
"10201683","56011683","1","15","1001","1123"
"10201684","56011684","1","15","1002","1124"
"10201685","56011685","1","15","1003","1125"
"91002","56011685","50","8","0","1126"
"10201686","56011686","1","15","1001","1127"
"10201687","56011687","1","15","1002","1128"
"10201688","56011688","1","15","1003","1129"
"91002","56011688","50","8","0","1130"
"10201689","56011689","1","15","1003","1131"
"91002","56011689","100","8","0","1132"
"10201690","56011690","1","15","1001","1133"
"10201691","56011691","1","15","1002","1134"
"10201692","56011692","1","15","1003","1135"
"91002","56011692","50","8","0","1136"
"10201693","56011693","1","15","1001","1137"
"10201694","56011694","1","15","1002","1138"
"10201695","56011695","1","15","1003","1139"
"91002","56011695","50","8","0","1140"
"10201696","56011696","1","15","1001","1141"
"10201697","56011697","1","15","1002","1142"
"10201698","56011698","1","15","1003","1143"
"91002","56011698","50","8","0","1144"
"10201699","56011699","1","15","1001","1145"
"10201700","56011700","1","15","1002","1146"
"10201701","56011701","1","15","1003","1147"
"91002","56011701","50","8","0","1148"
"11401001","51501001","1","15","1002","1149"
"91002","51501001","50","8","0","1150"
"11401002","51502001","1","15","1003","1151"
"91002","51502001","100","8","0","1152"
"10201702","56011702","1","15","1003","1153"
"91002","56011702","100","8","0","1154"
"10201703","56011703","1","15","1001","1155"
"10201704","56011704","1","15","1002","1156"
"10201705","56011705","1","15","1003","1157"
"91002","56011705","50","8","0","1158"
"10201706","56011706","1","15","1001","1159"
"10201707","56011707","1","15","1002","1160"
"10201708","56011708","1","15","1003","1161"
"91002","56011708","50","8","0","1162"
"10201709","56011709","1","15","1001","1163"
"10201710","56011710","1","15","1002","1164"
"10201711","56011711","1","15","1003","1165"
"91002","56011711","50","8","0","1166"
"10201712","56011712","1","15","1003","1167"
"91002","56011712","100","8","0","1168"
"10201713","56011713","1","15","1001","1169"
"10201714","56011714","1","15","1002","1170"
"10201715","56011715","1","15","1003","1171"
"91002","56011715","50","8","0","1172"
"10201716","56011716","1","15","1001","1173"
"10201717","56011717","1","15","1002","1174"
"10201718","56011718","1","15","1003","1175"
"91002","56011718","50","8","0","1176"
"10201719","56011719","1","15","1001","1177"
"10201720","56011720","1","15","1002","1178"
"10201721","56011721","1","15","1003","1179"
"91002","56011721","50","8","0","1180"
"10201722","56011722","1","15","1003","1182"
"91002","56011722","100","8","0","1183"
"10201723","56011723","1","15","1001","1184"
"10201724","56011724","1","15","1002","1185"
"10201725","56011725","1","15","1003","1186"
"91002","56011725","50","8","0","1187"
"10201726","56011726","1","15","1001","1188"
"10201727","56011727","1","15","1002","1189"
"10201728","56011728","1","15","1003","1190"
"91002","56011728","50","8","0","1191"
"10201729","56011729","1","15","1001","1192"
"10201730","56011730","1","15","1002","1193"
"10201731","56011731","1","15","1003","1194"
"91002","56011731","50","8","0","1195"
"10201732","56011732","1","15","1003","1196"
"91002","56011732","100","8","0","1197"
"10201733","56011733","1","15","1001","1198"
"10201734","56011734","1","15","1002","1199"
"10201735","56011735","1","15","1003","1200"
"91002","56011735","50","8","0","1201"
"10201736","56011736","1","15","1001","1202"
"10201737","56011737","1","15","1002","1203"
"10201738","56011738","1","15","1003","1204"
"91002","56011738","50","8","0","1205"
"10201739","56011739","1","15","1001","1206"
"10201740","56011740","1","15","1002","1207"
"10201741","56011741","1","15","1003","1208"
"91002","56011741","50","8","0","1209"
"10201742","56011742","1","15","1001","1210"
"10201743","56011743","1","15","1002","1211"
"10201744","56011744","1","15","1003","1212"
"91002","56011744","50","8","0","1213"
"10201745","56011745","1","15","1003","1214"
"91002","56011745","100","8","0","1215"
"10201746","56011746","1","15","1001","1216"
"10201747","56011747","1","15","1002","1217"
"10201748","56011748","1","15","1003","1218"
"91002","56011748","50","8","0","1219"
"10201749","56011749","1","15","1001","1220"
"10201750","56011750","1","15","1002","1221"
"10201751","56011751","1","15","1003","1222"
"91002","56011751","50","8","0","1223"
"10201752","56011752","1","15","1003","1224"
"91002","56011752","100","8","0","1225"
"10201753","56011753","1","15","1001","1226"
"10201754","56011754","1","15","1002","1227"
"10201755","56011755","1","15","1003","1228"
"91002","56011755","50","8","0","1229"
"10201756","56011756","1","15","1001","1230"
"10201757","56011757","1","15","1002","1231"
"10201758","56011758","1","15","1003","1232"
"91002","56011758","50","8","0","1233"
"10201759","56011759","1","15","1001","1234"
"10201760","56011760","1","15","1002","1235"
"10201761","56011761","1","15","1003","1236"
"91002","56011761","50","8","0","1237"
"10201762","56011762","1","15","1001","1238"
"10201763","56011763","1","15","1002","1239"
"10201764","56011764","1","15","1003","1240"
"91002","56011764","50","8","0","1241"
"10201765","56011765","1","15","1003","1242"
"91002","56011765","100","8","0","1243"
"10201766","56011766","1","15","1001","1244"
"10201767","56011767","1","15","1002","1245"
"10201768","56011768","1","15","1003","1246"
"91002","56011768","50","8","0","1247"
"10201769","56011769","1","15","1001","1248"
"10201770","56011770","1","15","1002","1249"
"10201771","56011771","1","15","1003","1250"
"91002","56011771","50","8","0","1251"
"10201772","56011772","1","15","1001","1252"
"10201773","56011773","1","15","1002","1253"
"10201774","56011774","1","15","1003","1254"
"91002","56011774","50","8","0","1255"
"10201775","56011775","1","15","1003","1256"
"91002","56011775","100","8","0","1257"
"10201776","56011776","1","15","1001","1258"
"10201777","56011777","1","15","1002","1259"
"10201778","56011778","1","15","1003","1260"
"91002","56011778","50","8","0","1261"
"10201779","56011779","1","15","1001","1262"
"10201780","56011780","1","15","1002","1263"
"10201781","56011781","1","15","1003","1264"
"91002","56011781","50","8","0","1265"
"10201782","56011782","1","15","1001","1266"
"10201783","56011783","1","15","1002","1267"
"10201784","56011784","1","15","1003","1268"
"91002","56011784","50","8","0","1269"
"10201785","56011785","1","15","1003","1270"
"91002","56011785","100","8","0","1271"
"11601001","51601001","1","15","1001","1272"
"11601002","51601002","1","15","1002","1273"
"11601003","51601003","1","15","1003","1274"
"10201786","56011786","1","15","1001","1275"
"10201787","56011787","1","15","1002","1276"
"10201788","56011788","1","15","1003","1277"
"91002","56011788","50","8","0","1278"
"10201789","56011789","1","15","1001","1279"
"10201790","56011790","1","15","1002","1280"
"10201791","56011791","1","15","1003","1281"
"91002","56011791","50","8","0","1282"
"10201792","56011792","1","15","1003","1283"
"91002","56011792","100","8","0","1284"
"10201793","56011793","1","15","1001","1285"
"10201794","56011794","1","15","1002","1286"
"10201795","56011795","1","15","1003","1287"
"91002","56011795","50","8","0","1288"
"10201796","56011796","1","15","1001","1289"
"10201797","56011797","1","15","1002","1290"
"10201798","56011798","1","15","1003","1291"
"91002","56011798","50","8","0","1292"
"10201799","56011799","1","15","1003","1293"
"91002","56011799","100","8","0","1294"
"10201800","56011800","1","15","1001","1295"
"10201801","56011801","1","15","1002","1296"
"10201802","56011802","1","15","1003","1297"
"91002","56011802","50","8","0","1298"
"10201803","56011803","1","15","1001","1299"
"10201804","56011804","1","15","1002","1300"
"10201805","56011805","1","15","1003","1301"
"91002","56011805","50","8","0","1302"
"10201806","56011806","1","15","1003","1303"
"91002","56011806","100","8","0","1304"
"10201807","56011807","1","15","1001","1305"
"10201808","56011808","1","15","1002","1306"
"10201809","56011809","1","15","1003","1307"
"91002","56011809","50","8","0","1308"
"10201810","56011810","1","15","1001","1309"
"10201811","56011811","1","15","1002","1310"
"10201812","56011812","1","15","1003","1311"
"91002","56011812","50","8","0","1312"
"10201813","56011813","1","15","1001","1313"
"10201814","56011814","1","15","1002","1314"
"10201815","56011815","1","15","1003","1315"
"91002","56011815","50","8","0","1316"
"10201816","56011816","1","15","1001","1317"
"10201817","56011817","1","15","1002","1318"
"10201818","56011818","1","15","1003","1319"
"91002","56011818","50","8","0","1320"
"10201819","56011819","1","15","1003","1321"
"91002","56011819","100","8","0","1322"
"10201820","56011820","1","15","1001","1323"
"10201821","56011821","1","15","1002","1324"
"10201822","56011822","1","15","1003","1325"
"91002","56011822","50","8","0","1326"
"10201823","56011823","1","15","1001","1327"
"10201824","56011824","1","15","1002","1328"
"10201825","56011825","1","15","1003","1329"
"91002","56011825","50","8","0","1330"
"10201826","56011826","1","15","1001","1331"
"10201827","56011827","1","15","1002","1332"
"10201828","56011828","1","15","1003","1333"
"91002","56011828","50","8","0","1334"
"10201829","56011829","1","15","1001","1335"
"10201830","56011830","1","15","1002","1336"
"10201831","56011831","1","15","1003","1337"
"91002","56011831","50","8","0","1338"
"11701001","51701001","1","15","1001","1339"
"10201832","56011832","1","15","1001","1340"
"10201833","56011833","1","15","1002","1341"
"10201834","56011834","1","15","1003","1342"
"91002","56011834","50","8","0","1343"
"10201835","56011835","1","15","1001","1344"
"10201836","56011836","1","15","1002","1345"
"10201837","56011837","1","15","1003","1346"
"91002","56011837","50","8","0","1347"
"10201838","56011838","1","15","1003","1348"
"91002","56011838","100","8","0","1349"
"10201839","56011839","1","15","1003","1350"
"91002","56011839","100","8","0","1351"
"10201840","56011840","1","15","1003","1352"
"91002","56011840","100","8","0","1353"
"10201841","56011841","1","15","1001","1354"
"10201842","56011842","1","15","1002","1355"
"10201843","56011843","1","15","1003","1356"
"91002","56011843","50","8","0","1357"
"10201844","56011844","1","15","1001","1358"
"10201845","56011845","1","15","1002","1359"
"10201846","56011846","1","15","1003","1360"
"91002","56011846","50","8","0","1361"
"10201847","56011847","1","15","1001","1362"
"10201848","56011848","1","15","1002","1363"
"10201849","56011849","1","15","1003","1364"
"91002","56011849","50","8","0","1365"
"10201850","56011850","1","15","1001","1366"
"10201851","56011851","1","15","1002","1367"
"10201852","56011852","1","15","1003","1368"
"91002","56011852","50","8","0","1369"
"10201853","56011853","1","15","1001","1370"
"10201854","56011854","1","15","1002","1371"
"10201855","56011855","1","15","1003","1372"
"91002","56011855","50","8","0","1373"
"10201856","56011856","1","15","1001","1374"
"10201857","56011857","1","15","1002","1375"
"10201858","56011858","1","15","1003","1376"
"91002","56011858","50","8","0","1377"
"10201859","56011859","1","15","1001","1378"
"10201860","56011860","1","15","1002","1379"
"10201861","56011861","1","15","1003","1380"
"91002","56011861","50","8","0","1381"
"10201862","56011862","1","15","1003","1382"
"91002","56011862","100","8","0","1383"
"10201863","56011863","1","15","1001","1384"
"10201864","56011864","1","15","1002","1385"
"10201865","56011865","1","15","1003","1386"
"91002","56011865","50","8","0","1387"
"10201866","56011866","1","15","1001","1388"
"10201867","56011867","1","15","1002","1389"
"10201868","56011868","1","15","1003","1390"
"91002","56011868","50","8","0","1391"
"10201869","56011869","1","15","1001","1392"
"10201870","56011870","1","15","1002","1393"
"10201871","56011871","1","15","1003","1394"
"91002","56011871","50","8","0","1395"
"10201872","56011872","1","15","1001","1396"
"10201873","56011873","1","15","1002","1397"
"10201874","56011874","1","15","1003","1398"
"91002","56011874","50","8","0","1399"
"11801001","51801001","1","15","1003","1400"
"10201875","56011875","1","15","1001","1401"
"10201876","56011876","1","15","1002","1402"
"10201877","56011877","1","15","1003","1403"
"91002","56011877","50","8","0","1404"
"10201878","56011878","1","15","1001","1405"
"10201879","56011879","1","15","1002","1406"
"10201880","56011880","1","15","1003","1407"
"91002","56011880","50","8","0","1408"
"10201881","56011881","1","15","1001","1409"
"10201882","56011882","1","15","1002","1410"
"10201883","56011883","1","15","1003","1411"
"91002","56011883","50","8","0","1412"
"10201884","56011884","1","15","1001","1413"
"10201885","56011885","1","15","1002","1414"
"10201886","56011886","1","15","1003","1415"
"91002","56011886","50","8","0","1416"
