59eca8df1474c71cb77150b73f16c838ee96be8dd089c3032bc132f50caa93b5,ca1e55060ab8ac8b182acb251616c1c17562c19ef872a2af9fae9b3762646c51,9f35bde421f2bd813f8118d35f79ddb1ea98e9a2b78f4f1c5c396e83d8f44cdd,86e3136aad5792fddf2afc00c0540a02bc44ab1197b8e7e783566b9e01fcba54,7774025341c67628b1b6848b64adc2fb6bb05e9dfce54a437ab608553372a788,f1be606831243682e8503ee69d46db763320d7be5be6e215bc584a034f0a052b,83e013849cfa4972faff20839fc012a89c637469dd957395857790730ccc79aa,fe5bc6d9d069dac94d9959db98deaa2648e38cf28c05870db8d119644c09b358,72b2accc96e4d0a3cf7ce90fe306da25e0997d0a538bb09d5080f21a90abed97,d99e36e1d2a06a53597cdf465d6d42a379e2f7bb015b6b791a7380dd5e8eb611,2aaaba0d0fb410029bb00be19dc495f847ec51e596cdc590c2b0f001881e977c
"","","311","","101311","","nop_idle_joy_normal","311012","1","3","0.2"
"","","311","","105111","","nop_talk_thinking","311013","1","3","0.2"
"0","0","311","0","105111","0.5","医食同源……って知ってるかしら？\n長寿を願う料理には、なにかしらの\n効能があるものも多いのよ。","311014","8","11","0"
"","","311","","311014","","","311015","","91",""
"","","311","","105111","","nop_idle_thinking","311016","1","3","0.2"
"0","0","312","0","101831","0.5","素敵な新年会ね～\n他の学校の人たちも来ているようだし\nお話を伺いに行こうかしら？","312001","8","11","0"
"","","312","","101831","","nop_talk_joy1","312002","1","3","0.2"
"","","312","","312001","","","312003","","91",""
"","","312","1","101831","","nop_idle_joy1","312004","1","3","0.2"
"0","0","312","0","101611","0.5","見て見てミサキっち！\nあそこの料理すっごく美味しそう！","312005","8","11","0"
"","","312","","101611","","nop_talk_surprise_kira","312006","1","3","0.2"
"","","312","","312005","","","312007","","91",""
"","","312","1","101611","","nop_idle_surprise_kira","312008","1","3","0.2"
"0","0","312","0","105011","0.5","えー？　でもあれって野菜じゃない？\n別に、大人のレディだから\n食べられないわけじゃないけど？","312009","8","11","0"
"","","312","","105011","","nop_talk_sad","312010","1","3","0.2"
"","","312","","2.5","","0","312011","","93",""
"","","312","","105011","","nop_talk_tsun_pain","312012","1","3","0.2"
"","","312","","312009","","","312013","","91",""
"","","312","1","105011","","nop_idle_sad","312014","1","3","0.2"
"0","0","313","0","105331","0.5","立派な新年会ではないか。\n我々もこの場に相応しく\n振る舞わなければな！","313001","8","11","0"
"nop_13_monica_talk_doya_loop","0.2","313","1","105331","","nop_13_monica_talk_doya","313002","0","3","0.2"
"","","313","","313001","","","313003","","91",""
"","","313","1","105331","","nop_idle_doya","313004","1","3","0.2"
"0","0","313","0","103031","0.5","おせちといえばトーゴクデース！\nオーエド町のみなさんにも\n新年のゴアイサツしないとデスね！","313005","8","11","0"
"","","313","","103031","","nop_talk_joy1","313006","1","3","0.2"
"","","313","","313005","","","313007","","91",""
"","","313","1","103031","","nop_idle_joy1","313008","1","3","0.2"
"0","0","313","0","100811","0.5","新年会でもボクは美しいね。\nああ、会場中の視線が\n集まってるようだよ。","313009","8","11","0"
"","","313","","100811","","nop_talk_thinking","313010","1","3","0.2"
"","","313","","313009","","","313011","","91",""
"","","313","1","100811","","nop_idle_thinking","313012","1","3","0.2"
"0","0","313","0","104511","0.5","会場中の視線……\nああ、蔑みの視線がクウカに……\nぐふふふ……","313013","8","11","0"
"","","313","","104511","","nop_13_kuka_talk_memory1","313014","1","3","0.2"
"","","313","","313013","","","313015","","91",""
"","","313","1","104511","","nop_13_kuka_idle_memory1","313016","1","3","0.2"
"0","0","313","0","105511","0.5","大きな会場……\n先輩はどこにいるのかな？","313017","8","11","0"
"","","313","","105511","","nop_talk_sad","313018","1","3","0.2"
"","","313","","313017","","","313019","","91",""
"","","313","1","105511","","nop_idle_sad","313020","1","3","0.2"
"0","0","314","0","104931","0.5","むむむ……弟くんの気配！\n近くにいるよ、リノちゃん！","314001","8","11","0"
"","","314","","104931","","nop_14_shizuru_talk_thinking","314002","1","3","0.2"
"","","314","","2","","0","314003","","93",""
"nop_talk_guts3_loop","0","314","1","104931","","nop_talk_guts3","314004","0","3","0.2"
"","","314","","314001","","","314005","","91",""
"0","0","314","0","101131","0.5","はい！　私にも分かりますよ！\nあ、あそこです！　たぶん！","314006","8","11","0"
"nop_talk_arm_crossed_loop","","314","1","101131","","nop_talk_arm_crossed","314007","0","3","0.2"
"","","314","","2","","0","314008","","93",""
"","","314","","101131","","nop_talk_joy1","314009","1","3","0.2"
"","","314","","314006","","","314010","","91",""
"","","314","1","101131","","nop_idle_joy_normal","314011","1","3","0.2"
"0","0","314","0","106831","0.5","ははっ、相変わらずの\nお姉ちゃんパワーと妹パワーだね。","314012","8","11","0"
"nop_talk_arm_crossed_loop_joy","0","314","1","106831","","nop_talk_arm_crossed_joy","314013","0","3","0.2"
"","","314","","314012","","","314014","","91",""
"","","314","1","106831","","nop_idle_normal","314015","1","3","0.2"
"","","314","","104931","","nop_idle_normal","314016","1","3","0.2"
"","","314","1","101131","","nop_idle_normal","314017","1","3","0.2"
"0","0","315","0","104211","0.5","素敵な新年会ですね。\nみんなが楽しそうなおかげで\n精霊も喜んでいます。","315001","8","11","0"
"","","315","","104211","","nop_talk_wish","315002","1","3","0.2"
"","","315","","315001","","","315003","","91",""
"","","315","1","104211","","nop_idle_wish","315004","1","3","0.2"
"0","0","315","0","105411","0.5","トーゴクの晴れ着、きれいですね……\nステージ衣装の参考にできないかな？","315005","8","11","0"
"","","315","","105411","","nop_talk_normal","315006","1","3","0.2"
"","","315","","2.5","","0","315007","","93",""
"","","315","","105411","","nop_talk_thinking","315008","1","3","0.2"
"","","315","","315005","","","315009","","91",""
"","","315","","105411","","nop_idle_thinking","315010","1","3","0.2"
"0","0","315","0","102931","0.5","おせち料理もすごく美味しいよ。\n元気、もらっちゃったな♪","315011","8","11","0"
"","","315","","102931","","nop_talk_joy1","315012","1","3","0.2"
"","","315","","315011","","","315013","","91",""
"","","315","1","102931","","nop_idle_joy1","315014","1","3","0.2"
"nop_16_inori_talk_doya_loop","0","316","1","106631","","nop_16_inori_talk_doya","316001","0","3","0.2"
"0","0","316","0","106631","0.5","ビッグなあたしにふさわしい会場です！\n気に入ったですよ！","316002","8","11","0"
"","","316","","316002","","","316003","","91",""
"","","316","","106631","","nop_16_inori_idle_doya","316004","1","3","0.2"
"","","316","","106531","","nop_talk_joy1","316005","1","3","0.2"
"0","0","316","0","106531","0.5","楽しいケンカが出来そうな\n顔もチラホラいるな……\nなんだかたぎってきたぜ。","316006","8","11","0"
"","","316","","3.5","","1","316007","","93",""
"nop_talk_arm_crossed_loop","0","316","1","106531","","nop_talk_arm_crossed","316008","0","3","0.2"
"","","316","","316006","","","316009","","91",""
"","","316","","106531","","nop_idle_arm_crossed","316010","1","3","0.2"
"","","316","","106731","","nop_talk_normal","316011","1","3","0.2"
"0","0","316","0","106731","0.5","二人とも、問題起こしちゃダメだよ～？\nこの会場には怒ったら怖い人たちが\nい～っぱいいるからね～？","316012","8","11","0"
"","","316","","316012","","","316013","","91",""
"","","316","","106731","","nop_idle_normal","316014","1","3","0.2"
"0","0","317","0","110931","0.5","わぁ～！　美味しそうなお料理が\n所狭しと山盛り子ちゃんですね！\nちぇる～ん☆","317001","8","11","0"
"","","317","","110931","","nop_17_chieru_talk_memory","317002","1","3","0.2"
"","","317","","4.2","","0","317003","","93",""
"nop_17_chieru_loop","0","317","1","110931","","nop_17_chieru_01","317004","0","3","0.2"
"nop_17_chieru_loop","0","317","1","1","","nop_17_chieru_01","317005","0","3","0.2"
"","","317","","317001","","","317006","","91",""
"","","317","","110931","","nop_idle_joy1","317007","1","3","0.2"
"","","317","","1","","NoItem_idle","317008","1","3","0.2"
"0","0","317","0","111031","0.5","夥しい数の固形食物……うぇっぷ！\nこれは見ているだけで嫌になるな……","317009","8","11","0"
"","","317","","111031","","nop_talk_normal_sad","317010","1","3","0.2"
"","","317","","1.5","","0","317011","","93",""
"nop_17_yuni_weppu_loop","0","317","1","111031","","nop_17_yuni_weppu","317012","0","3","0.2"
"","","317","","317009","","","317013","","91",""
"0","0","317","0","110831","0.5","パイセン。\nうちらまでカンジ悪いと思われンで、\n二度と口開かないでもらっていいすか。","317014","8","11","0"
"nop_17_chloe_talk_normal_anger_loop","0","317","1","110831","","nop_17_chloe_talk_normal_anger","317015","0","3","0.2"
"","","317","","110931","","nop_idle_sad","317016","1","3","0.2"
"","","317","","317014","","","317017","","91",""
"","","317","","110831","","nop_17_chloe_idle_normal2","317018","1","3","0.2"
"","","317","1","111031","","nop_idle_normal","317019","1","3","0.2"
"","","318","","114711","","nop_talk_joy1","318001","1","3","0.2"
"0","0","318","0","114711","0.5","おせち料理、どれも美味しそうだな！\n……アイツも、ちゃんと\n正月楽しんでるのかな……","318002","8","11","0"
"","","318","","2.5","","0","318003","","93",""
"","","318","","114711","","nop_18_muimi_talk_thinking","318004","1","3","0.2"
"","","318","","318002","","","318005","","91",""
"","","318","1","114711","","nop_18_muimi_idle_thinking","318006","1","3","0.2"
"nop_idle_normal","0","318","1","115031","","nop_18_neneka_humu","318007","0","3","0.2"
"0","0","318","0","115031","0.5","正月くらいは少しゆっくり\nさせてもらいましょうか。","318008","8","11","0"
"","","318","","318008","","","318009","","91",""
"nop_talk_arm_crossed_loop","0","318","1","118031","","nop_talk_arm_crossed","318010","0","3","0.2"
"0","0","318","0","118031","0.5","む……この規模の会場を\nその価格で？　あなた、\nなかなかのやり手ですわね……！","318011","8","11","0"
"","","318","","2.5","","0","318012","","93",""
"nop_talk_doya_loop","0","318","1","118031","","nop_talk_doya","318013","0","3","0.2"
"","","318","","318011","","","318014","","91",""
"","","318","","118031","","nop_idle_doya","318015","1","3","0.2"
"","","318","","118511","","nop_18_karin_talk_normal","318016","1","3","0.2"
"0","0","318","0","118511","0.5","いえいえ。それほどでもー","318017","8","11","0"
"","","318","","318017","","","318018","","91",""
"","","318","1","118511","","nop_18_karin_idle_normal","318019","1","3","0.2"
"","","401","","111831","","nop_talk_joy2","401001","1","3","0.2"
"","","401","","2","","0","401002","","93",""
"","","401","","111831","","nop_idle_joy_normal","401003","1","3","0.2"
"nop_idle_normal","0","401","1","112031","","nop_18_neneka_humu","401004","0","3","0.2"
"","","401","","2","","0","401005","","93",""
"","","401","","120831","","nop_16_kaya_talk_normal2_loop","401006","1","3","0.2"
"","","401","","2","","0","401007","","93",""
"","","401","","120831","","nop_16_kaya_idle_normal2","401008","1","3","0.2"
"","","401","","120931","","nop_talk_surprise1","401009","1","3","0.2"
"","","401","","2","","0","401010","","93",""
"","","401","","120931","","nop_idle_normal_joy","401011","1","3","0.2"
"","","401","","111931","","nop_talk_normal","401012","1","3","0.2"
"","","401","","2","","0","401013","","93",""
"","","401","","111931","","nop_idle_normal","401014","1","3","0.2"
"","","401","","120731","","nop_talk_joy1","401015","1","3","0.2"
"","","401","","2","","0","401016","","93",""
"","","401","","120731","","nop_idle_normal_joy","401017","1","3","0.2"
"","","402","","108731","","nop_talk_joy2","402001","1","3","0.2"
"","","402","","2","","0","402002","","93",""
"","","402","","108731","","nop_idle_joy1","402003","1","3","0.2"
"","","402","","108831","","nop_talk_joy3_blink","402004","1","3","0.2"
"","","402","","2","","0","402005","","93",""
"","","402","","108831","","nop_idle_joy_normal","402006","1","3","0.2"
"","","402","","108931","","nop_talk_normal","402007","1","3","0.2"
"","","402","","2","","0","402008","","93",""
"","","402","","108931","","nop_idle_normal","402009","1","3","0.2"
"","","403","","102011","","nop_talk_surprise_kira","403001","1","3","0.2"
"","","403","","2","","0","403002","","93",""
"","","403","","102011","","nop_idle_joy1","403003","1","3","0.2"
"","","403","","100411","","nop_talk_joy2","403004","1","3","0.2"
"","","403","","2","","0","403005","","93",""
"","","403","","100411","","nop_idle_normal","403006","1","3","0.2"
"","","403","","103631","","nop_talk_wish","403007","1","3","0.2"
"","","403","","2","","0","403008","","93",""
"","","403","","103631","","nop_idle_wish","403009","1","3","0.2"
"","","404","","101511","","nop_talk_wish_joy","404001","1","3","0.2"
"","","404","","2","","0","404002","","93",""
"","","404","","101511","","nop_idle_normal","404003","1","3","0.2"
"","","404","","101231","","nop_talk_joy2","404004","1","3","0.2"
"","","404","","2","","0","404005","","93",""
"","","404","","101231","","nop_idle_normal","404006","1","3","0.2"
"","","404","","104011","","nop_talk_surprise_kira","404007","1","3","0.2"
"","","404","","2","","0","404008","","93",""
"","","404","","104011","","nop_idle_normal","404009","1","3","0.2"
"","","405","","103111","","nop_talk_normal","405001","1","3","0.2"
"","","405","","2","","0","405002","","93",""
"","","405","","103111","","nop_idle_normal","405003","1","3","0.2"
"","","405","","102211","","nop_talk_worry","405004","1","3","0.2"
"","","405","","2","","0","405005","","93",""
"","","405","","102211","","nop_idle_worry","405006","1","3","0.2"
"","","405","","100711","","nop_05_miyako_talk_joy1","405007","1","3","0.2"
"","","405","","2","","0","405008","","93",""
"","","405","","100711","","nop_05_miyako_idle_joy1","405009","1","3","0.2"
"","","405","","100611","","nop_talk_joy1","405010","1","3","0.2"
"","","405","","2","","0","405011","","93",""
"","","405","","100611","","nop_idle_joy1","405012","1","3","0.2"
"","","406","","107131","","nop_talk_thinking","406001","1","3","0.2"
"","","406","","2","","0","406002","","93",""
"","","406","","107131","","nop_idle_arm_crossed","406003","1","3","0.2"
"","","406","","103731","","nop_talk_sad","406004","1","3","0.2"
"","","406","","2","","0","406005","","93",""
"","","406","","103731","","nop_idle_sad","406006","1","3","0.2"
"","","406","","100511","","nop_talk_joy2","406007","1","3","0.2"
"","","406","","2","","0","406008","","93",""
"","","406","","100511","","nop_idle_normal","406009","1","3","0.2"
"","","406","","104731","","nop_talk_normal","406010","1","3","0.2"
"","","406","","2","","0","406011","","93",""
"","","406","","104731","","nop_idle_normal","406012","1","3","0.2"
"","","407","","102831","","nop_talk_joy3","407001","1","3","0.2"
"","","407","","2","","0","407002","","93",""
"","","407","","102831","","nop_idle_normal","407003","1","3","0.2"
"","","407","","102111","","nop_07_kurumi_idle_bitter","407004","1","3","0.2"
"","","407","","2","","0","407005","","93",""
"","","407","","102111","","nop_idle_normal","407006","1","3","0.2"
"","","407","","102511","","nop_talk_joy2","407007","1","3","0.2"
"","","407","","2","","0","407008","","93",""
"","","407","","102511","","nop_idle_normal","407009","1","3","0.2"
"","","407","","102311","","nop_talk_joy1","407010","1","3","0.2"
"","","407","","2","","0","407011","","93",""
"","","407","","102311","","nop_idle_normal","407012","1","3","0.2"
"","","408","","101011","","nop_talk_joy1","408001","1","3","0.2"
"","","408","","2","","0","408002","","93",""
"","","408","","101011","","nop_idle_joy_normal","408003","1","3","0.2"
"","","408","","104331","","nop_talk_arm_crossed_loop","408004","1","3","0.2"
"","","408","","2","","0","408005","","93",""
"","","408","","104331","","nop_idle_arm_crossed","408006","1","3","0.2"
"","","408","","101711","","nop_talk_joy2","408007","1","3","0.2"
"","","408","","2","","0","408008","","93",""
"","","408","","101711","","nop_idle_joy1","408009","1","3","0.2"
"","","408","","101431","","nop_talk_normal","408010","1","3","0.2"
"","","408","","2","","0","408011","","93",""
"","","408","","101431","","nop_idle_normal","408012","1","3","0.2"
"","","409","","103311","","nop_talk_joy1","409001","1","3","0.2"
"","","409","","2","","0","409002","","93",""
"","","409","","103311","","nop_idle_joy1","409003","1","3","0.2"
"","","409","","105211","","nop_talk_joy1","409004","1","3","0.2"
"","","409","","2","","0","409005","","93",""
"","","409","","105211","","nop_idle_joy_normal","409006","1","3","0.2"
"","","409","","102611","","nop_talk_sad2","409007","1","3","0.2"
"","","409","","2","","0","409008","","93",""
"","","409","","102611","","nop_idle_sad2","409009","1","3","0.2"
"","","409","","103811","","nop_talk_normal","409010","1","3","0.2"
"","","409","","2","","0","409011","","93",""
"","","409","","103811","","nop_idle_normal","409012","1","3","0.2"
"","","410","","103231","","nop_talk_joy1","410001","1","3","0.2"
"","","410","","2","","0","410002","","93",""
"","","410","","103231","","nop_idle_joy1","410003","1","3","0.2"
"","","410","","103411","","nop_10_yukari_01","410004","1","3","0.2"
"","","410","","11","","nop_10_yukari_01","410005","1","3","0.2"
"","","410","","2","","0","410006","","93",""
"","","410","","103411","","nop_10_yukari_02","410007","1","3","0.2"
"","","410","","11","","nop_10_yukari_02","410008","1","3","0.2"
"","","410","","104811","","nop_talk_doya_loop","410009","1","3","0.2"
"","","410","","104811","","1","410010","","4",""
"","","410","","2","","0","410011","","93",""
"","","410","","104811","","nop_idle_doya","410012","1","3","0.2"
"","","410","","104611","","nop_talk_joy2","410013","1","3","0.2"
"","","410","","2","","0","410014","","93",""
"","","410","","104611","","nop_idle_joy_normal","410015","1","3","0.2"
"","","411","","102711","","nop_talk_wish2","411001","1","3","0.2"
"","","411","","2","","0","411002","","93",""
"","","411","","102711","","nop_idle_memory","411003","1","3","0.2"
"","","411","","100911","","nop_talk_normal","411004","1","3","0.2"
"","","411","","2","","0","411005","","93",""
"","","411","","100911","","nop_idle_arm_crossed","411006","1","3","0.2"
"","","411","","101311","","nop_talk_joy2","411007","1","3","0.2"
"","","411","","2","","0","411008","","93",""
"","","411","","101311","","nop_idle_joy_normal","411009","1","3","0.2"
"","","411","","105111","","nop_talk_normal","411010","1","3","0.2"
"","","411","","2","","0","411011","","93",""
"","","411","","105111","","nop_idle_normal","411012","1","3","0.2"
"","","412","","101831","","nop_talk_joy1","412001","1","3","0.2"
"","","412","","2","","0","412002","","93",""
"","","412","","101831","","nop_idle_joy1","412003","1","3","0.2"
"","","412","","101611","","nop_talk_joy2","412004","1","3","0.2"
"","","412","","2","","0","412005","","93",""
"","","412","","101611","","nop_idle_joy_normal","412006","1","3","0.2"
"","","412","","105011","","nop_talk_joy1","412007","1","3","0.2"
"","","412","","2","","0","412008","","93",""
"","","412","","105011","","nop_idle_joy_normal","412009","1","3","0.2"
"","","413","","105331","","nop_talk_normal","413001","1","3","0.2"
"","","413","","2","","0","413002","","93",""
"","","413","","105331","","nop_idle_normal","413003","1","3","0.2"
"","","413","","104511","","nop_talk_memory","413004","1","3","0.2"
"","","413","","2","","0","413005","","93",""
"","","413","","104511","","nop_idle_memory","413006","1","3","0.2"
"","","413","","103031","","nop_talk_joy1","413007","1","3","0.2"
"","","413","","2","","0","413008","","93",""
"","","413","","103031","","nop_idle_joy1","413009","1","3","0.2"
"","","413","","100811","","nop_talk_wish","413010","1","3","0.2"
"","","413","","2","","0","413011","","93",""
"","","413","","100811","","nop_idle_wish","413012","1","3","0.2"
"","","413","","105511","","nop_talk_sad","413013","1","3","0.2"
"","","413","","2","","0","413014","","93",""
"","","413","","105511","","nop_idle_sad","413015","1","3","0.2"
"nop_talk_guts2_loop","0","414","1","101131","","nop_talk_guts2","414001","0","3","0.2"
"","","414","","2","","0","414002","","93",""
"","","414","","101131","","nop_idle_normal","414003","1","3","0.2"
"","","414","","104931","","nop_talk_wish","414004","1","3","0.2"
"","","414","","2","","0","414005","","93",""
"","","414","","104931","","nop_idle_normal","414006","1","3","0.2"
"","","414","","106831","","nop_talk_thinking","414007","1","3","0.2"
"","","414","","2","","0","414008","","93",""
"","","414","","106831","","nop_idle_normal","414009","1","3","0.2"
"","","415","","104211","","nop_talk_wish","415001","1","3","0.2"
"","","415","","2","","0","415002","","93",""
"","","415","","104211","","nop_idle_wish","415003","1","3","0.2"
"","","415","","102931","","nop_talk_joy1","415004","1","3","0.2"
"","","415","","2","","0","415005","","93",""
"","","415","","102931","","nop_idle_joy1","415006","1","3","0.2"
"","","415","","105411","","nop_talk_normal","415007","1","3","0.2"
"","","415","","2","","0","415008","","93",""
"","","415","","105411","","nop_idle_normal","415009","1","3","0.2"
"","","416","","106731","","nop_talk_normal","416001","1","3","0.2"
"","","416","","2","","0","416002","","93",""
"","","416","","106731","","nop_idle_normal","416003","1","3","0.2"
"","","416","","106631","","nop_talk_joy2","416004","1","3","0.2"
"","","416","","2","","0","416005","","93",""
"","","416","","106631","","nop_idle_joy1","416006","1","3","0.2"
"","","416","","106531","","nop_16_kaya_talk_normal2_loop","416007","1","3","0.2"
"","","416","","2","","0","416008","","93",""
"","","416","","106531","","nop_16_kaya_idle_normal2","416009","1","3","0.2"
"nop_talk_arm_crossed_loop2","0","417","1","111031","","nop_talk_arm_crossed2","417001","0","3","0.2"
"","","417","","2","","0","417002","","93",""
"","","417","","111031","","nop_idle_normal","417003","1","3","0.2"
"","","417","","110931","","nop_talk_joy2","417004","1","3","0.2"
"","","417","","2","","0","417005","","93",""
"","","417","","110931","","nop_idle_joy_normal","417006","1","3","0.2"
"","","417","","110831","","nop_17_chloe_talk_normal2_loop","417007","1","3","0.2"
"","","417","","2","","0","417008","","93",""
"","","417","","110831","","nop_17_chloe_idle_normal2","417009","1","3","0.2"
"nop_idle_normal","0.2","418","1","115031","","nop_18_neneka_humu","418001","0","3","0.2"
"","","418","","2","","0","418002","","93",""
"","","418","","114711","","nop_talk_joy1_normal","418003","1","3","0.2"
"","","418","","2","","0","418004","","93",""
"","","418","","114711","","nop_idle_joy1","418005","1","3","0.2"
"","","418","","118511","","nop_18_karin_talk_normal","418006","1","3","0.2"
"","","418","","2","","0","418007","","93",""
"","","418","","118511","","nop_18_karin_idle_normal","418008","1","3","0.2"
"nop_talk_doya_loop","0","418","1","118031","","nop_talk_doya","418009","0","3","0.2"
"","","418","","2","","0","418010","","93",""
"","","418","","118031","","nop_idle_doya","418011","1","3","0.2"
"-150","0","501","-255","1","nop_idle_joy2","111831","501001","101","1","1.95"
"150","1","501","-255","1","nop_idle_normal","120731","501002","100","1","1.95"
"-320","0","501","-265","1","nop_idle_arm_crossed","120831","501003","103","1","1.95"
"320","1","501","-265","1","nop_idle_normal","111931","501004","102","1","1.95"
"-450","0","501","-300","1","nop_idle_thinking","120931","501005","105","1","1.95"
"450","1","501","-300","1","nop_idle_doya","112031","501006","104","1","1.95"
"","","501","","0.5","","0","501007","","93",""
"nop_talk_joy1","0.2","501","1","111831","","nop_01_peko_oissu","501008","0","3","0.2"
"0","","501","","vo_drama_10082001","","vo_drama_10082001_001","501009","0","21",""
"1","0","501","0","111831","0.5","おいっすー！\n新年会、楽しんでますか？","501010","5","11","0"
"","","501","","501010","","","501011","","91",""
"","","501","","0.2","","0","501012","","93",""
"0","0","501","0","120731","0","6","501013","1","12","0"
"0","0","501","0","111931","0","8","501014","1","12","0"
"0","0","501","0","112031","0","10","501015","1","12","0"
"0","0","501","0","120931","0","7","501016","1","12","0"
"0","0","501","0","120831","0","13","501017","1","12","0"
"","","501","","120731","","nop_talk_joy1","501018","1","3","0.2"
"","","501","","111931","","nop_talk_wish3","501019","1","3","0.2"
"nop_talk_doya_loop","0","501","1","112031","","nop_talk_doya","501020","0","3","0.2"
"nop_talk_arm_crossed_loop","0","501","1","120931","","nop_talk_arm_crossed","501021","0","3","0.2"
"","","501","","120831","","nop_01_ruka_hello_long","501022","1","3","0.2"
"","","501","","2","","0","501023","","93",""
"","","501","","111831","","nop_idle_joy1","501024","1","3","0.2"
"","","501","","120731","","nop_idle_normal_joy","501025","1","3","0.3"
"","","501","","112031","","nop_idle_doya","501026","1","3","0.3"
"","","501","","120931","","nop_idle_arm_crossed","501027","1","3","0.3"
"","","501","","120831","","nop_idle_normal","501028","1","3","0.3"
"","","501","","111931","","nop_talk_normal","501029","1","3","0.2"
"0","","501","","vo_drama_10082001","","vo_drama_10082001_002","501030","0","21",""
"1","0","501","0","111931","0.5","はい、とても楽しんでおります。\nお料理もとても美味しいですし、\n皆さまも楽しんでいただけているようで\nわたくしもうれしいです。","501031","6","11","0"
"","","501","","3","","1","501032","","93",""
"","","501","","111931","","nop_talk_joy3_dere","501033","1","3","0.2"
"","","501","","501031","","","501034","","91",""
"","","501","","111931","","nop_idle_normal_joy","501035","1","3","0.2"
"","","501","","112031","","nop_talk_sad","501036","1","3","0.2"
"0","","501","","vo_drama_10082001","","vo_drama_10082001_003","501037","0","21",""
"1","0","501","0","112031","0.5","と言ってもあんたほどじゃないけどね。\nそれ、いったい何皿目よ……","501038","5","11","0"
"","","501","","5","","1","501039","","93",""
"0","0","501","0","111831","0","8","501040","1","12","0"
"nop_idle_joy_normal","0.2","501","1","111831","","nop_17_chieru_swing","501041","0","3","0.2"
"","","501","","501038","","","501042","","91",""
"","","501","","112031","","nop_idle_sad","501043","1","3","0.2"
"","","501","","0.1","","","501044","","93",""
"","","501","","120731","","0","501045","","4",""
"","","501","","120731","","nop_talk_normal","501046","1","3","0.2"
"0","","501","","vo_drama_10082001","","vo_drama_10082001_004","501047","0","21",""
"1","0","501","0","120731","0.5","食べつくしちゃえ、って言ったのは\nキャルじゃない。\n美味しそうに食べてるのは\nペコリーヌさんらしくていいわね。","501048","6","11","0"
"","","501","","2.5","","1","501049","","93",""
"0","0","501","0","112031","0","4","501050","1","12","0"
"nop_idle_surprise1","0.3","501","1","112031","","nop_surprise","501051","0","3","0.2"
"","","501","","2","","1","501052","","93",""
"","","501","","120731","","1","501053","","4",""
"","","501","","120731","","nop_talk_joy1","501054","1","3","0.2"
"","","501","","112031","","nop_idle_arm_crossed","501055","1","3","0.2"
"","","501","","501048","","","501056","","91",""
"","","501","","120731","","nop_idle_joy1","501057","1","3","0.2"
"","","501","","111831","","nop_talk_joy1","501058","1","3","0.2"
"0","","501","","vo_drama_10082001","","vo_drama_10082001_005","501059","0","21",""
"1","0","501","0","111831","0.5","わたしたちが作ったおせちも\nみなさんに好評みたいですよ！","501060","6","11","0"
"","","501","","501060","","","501061","","91",""
"","","501","","111831","","nop_idle_joy_normal","501062","1","3","0.2"
"","","501","","120831","","nop_talk_normal","501063","1","3","0.2"
"0","","501","","vo_drama_10082001","","vo_drama_10082001_006","501064","0","21",""
"1","0","501","0","120831","0.5","ああ、美味しくいただいてるよ。\nトーゴクでもこれだけ豪華なものは\nそうそう食べられないんじゃないかい？","501065","6","11","0"
"","","501","","3","","1","501066","","93",""
"nop_talk_arm_crossed_loop","0.2","501","1","120831","","nop_talk_arm_crossed","501067","0","3","0.2"
"","","501","","501065","","","501068","","91",""
"","","501","","120831","","nop_idle_arm_crossed","501069","1","3","0.2"
"nop_talk_doya_loop","0.2","501","1","120931","","nop_talk_doya","501070","0","3","0.2"
"0","","501","","vo_drama_10082001","","vo_drama_10082001_007","501071","0","21",""
"1","0","501","0","120931","0.5","うむ！　わらわも真の力を取り戻して\nしまうほどの料理、さすがじゃ。\nシェフィが頑張ったおかげじゃな。","501072","5","11","0"
"","","501","","5","","1","501073","","93",""
"","","501","","120931","","nop_talk_normal","501074","1","3","0.2"
"","","501","","501072","","","501075","","91",""
"","","501","","120931","","nop_idle_normal","501076","1","3","0.2"
"","","501","","120731","","nop_talk_normal","501077","1","3","0.2"
"0","","501","","vo_drama_10082001","","vo_drama_10082001_008","501078","0","21",""
"1","0","501","0","120731","0.5","それはみんなが手伝ってくれたからよ。\n二人とも、去年は本当にありがとう。","501079","4","11","0"
"","","501","","6.5","","1","501080","","93",""
"nop_idle_normal_joy","0.2","501","1","120731","","nop_bow","501081","0","3","0.2"
"","","501","","501079","","","501082","","91",""
"","","501","","120731","","nop_idle_normal_joy","501083","1","3","0.2"
"","","501","","120831","","nop_talk_normal","501084","1","3","0.2"
"0","","501","","vo_drama_10082001","","vo_drama_10082001_009","501085","0","21",""
"1","0","501","0","120831","0.5","水臭いこと言わないでおくれよ。\nアタシらが好きでやったことさ。","501086","6","11","0"
"","","501","","3","","1","501087","","93",""
"nop_talk_doya_loop","0.2","501","1","120831","","nop_talk_doya","501088","0","3","0.2"
"","","501","","501086","","","501089","","91",""
"","","501","","120831","","nop_idle_doya","501090","1","3","0.2"
"","","501","","120931","","nop_talk_thinking","501091","1","3","0.2"
"0","","501","","vo_drama_10082001","","vo_drama_10082001_010","501092","0","21",""
