3985afeaf89c788982ebe034450f5e5384477dc9b97650f48b268afbae4c2b45,3a1b5c484dde7cf7151ac9a2666d9b12b5583b427181e843da1a67851fddda2b,6d1a9a3bc563e3dacef1aead078644caf9410b6f8686711f103699e426c1f7a0,7610dd6b3bd351013d4fe3a291c1e8122e7cd87ba59f116d7b5722719ca19ff1,0df3aef9786634c0637fb4ffe75cb9eebcab38cfc765bd3c05361812b55af102,f6d538bba62f8de20b2c1719a163e52d0436486fbf46e5610e703a148e9ede99,5ce318569e814a5f267cb15b5f3ea87e0cb09d772520799daa0ff2c78855128e,15c3534b766f9a4777b5cc4f497e2286af2de0fb966f901cc8190975a2940b21,4d9bd31add83fc9de9e772cc2ed6969bb08fb2fb0067036809b8d1738655a5a9,2688a17f7334f8a2bcb99ff57fe75c46fc38012ea03d530cccec8ef99660bc63,5cadad2f201f426292217f82568c568d084ff84e5c02837903c8664b022fc4c4
"nop_idle_joy_normal","","3","101311","311","","0.2","311012","1","",""
"nop_talk_thinking","","3","105111","311","","0.2","311013","1","",""
"医食同源……って知ってるかしら？\n長寿を願う料理には、なにかしらの\n効能があるものも多いのよ。","0.5","11","105111","311","0","0","311014","8","0","0"
"","","91","311014","311","","","311015","","",""
"nop_idle_thinking","","3","105111","311","","0.2","311016","1","",""
"素敵な新年会ね～\n他の学校の人たちも来ているようだし\nお話を伺いに行こうかしら？","0.5","11","101831","312","0","0","312001","8","0","0"
"nop_talk_joy1","","3","101831","312","","0.2","312002","1","",""
"","","91","312001","312","","","312003","","",""
"nop_idle_joy1","","3","101831","312","","0.2","312004","1","","1"
"見て見てミサキっち！\nあそこの料理すっごく美味しそう！","0.5","11","101611","312","0","0","312005","8","0","0"
"nop_talk_surprise_kira","","3","101611","312","","0.2","312006","1","",""
"","","91","312005","312","","","312007","","",""
"nop_idle_surprise_kira","","3","101611","312","","0.2","312008","1","","1"
"えー？　でもあれって野菜じゃない？\n別に、大人のレディだから\n食べられないわけじゃないけど？","0.5","11","105011","312","0","0","312009","8","0","0"
"nop_talk_sad","","3","105011","312","","0.2","312010","1","",""
"0","","93","2.5","312","","","312011","","",""
"nop_talk_tsun_pain","","3","105011","312","","0.2","312012","1","",""
"","","91","312009","312","","","312013","","",""
"nop_idle_sad","","3","105011","312","","0.2","312014","1","","1"
"立派な新年会ではないか。\n我々もこの場に相応しく\n振る舞わなければな！","0.5","11","105331","313","0","0","313001","8","0","0"
"nop_13_monica_talk_doya","","3","105331","313","0.2","0.2","313002","0","nop_13_monica_talk_doya_loop","1"
"","","91","313001","313","","","313003","","",""
"nop_idle_doya","","3","105331","313","","0.2","313004","1","","1"
"おせちといえばトーゴクデース！\nオーエド町のみなさんにも\n新年のゴアイサツしないとデスね！","0.5","11","103031","313","0","0","313005","8","0","0"
"nop_talk_joy1","","3","103031","313","","0.2","313006","1","",""
"","","91","313005","313","","","313007","","",""
"nop_idle_joy1","","3","103031","313","","0.2","313008","1","","1"
"新年会でもボクは美しいね。\nああ、会場中の視線が\n集まってるようだよ。","0.5","11","100811","313","0","0","313009","8","0","0"
"nop_talk_thinking","","3","100811","313","","0.2","313010","1","",""
"","","91","313009","313","","","313011","","",""
"nop_idle_thinking","","3","100811","313","","0.2","313012","1","","1"
"会場中の視線……\nああ、蔑みの視線がクウカに……\nぐふふふ……","0.5","11","104511","313","0","0","313013","8","0","0"
"nop_13_kuka_talk_memory1","","3","104511","313","","0.2","313014","1","",""
"","","91","313013","313","","","313015","","",""
"nop_13_kuka_idle_memory1","","3","104511","313","","0.2","313016","1","","1"
"大きな会場……\n先輩はどこにいるのかな？","0.5","11","105511","313","0","0","313017","8","0","0"
"nop_talk_sad","","3","105511","313","","0.2","313018","1","",""
"","","91","313017","313","","","313019","","",""
"nop_idle_sad","","3","105511","313","","0.2","313020","1","","1"
"むむむ……弟くんの気配！\n近くにいるよ、リノちゃん！","0.5","11","104931","314","0","0","314001","8","0","0"
"nop_14_shizuru_talk_thinking","","3","104931","314","","0.2","314002","1","",""
"0","","93","2","314","","","314003","","",""
"nop_talk_guts3","","3","104931","314","0","0.2","314004","0","nop_talk_guts3_loop","1"
"","","91","314001","314","","","314005","","",""
"はい！　私にも分かりますよ！\nあ、あそこです！　たぶん！","0.5","11","101131","314","0","0","314006","8","0","0"
"nop_talk_arm_crossed","","3","101131","314","","0.2","314007","0","nop_talk_arm_crossed_loop","1"
"0","","93","2","314","","","314008","","",""
"nop_talk_joy1","","3","101131","314","","0.2","314009","1","",""
"","","91","314006","314","","","314010","","",""
"nop_idle_joy_normal","","3","101131","314","","0.2","314011","1","","1"
"ははっ、相変わらずの\nお姉ちゃんパワーと妹パワーだね。","0.5","11","106831","314","0","0","314012","8","0","0"
"nop_talk_arm_crossed_joy","","3","106831","314","0","0.2","314013","0","nop_talk_arm_crossed_loop_joy","1"
"","","91","314012","314","","","314014","","",""
"nop_idle_normal","","3","106831","314","","0.2","314015","1","","1"
"nop_idle_normal","","3","104931","314","","0.2","314016","1","",""
"nop_idle_normal","","3","101131","314","","0.2","314017","1","","1"
"素敵な新年会ですね。\nみんなが楽しそうなおかげで\n精霊も喜んでいます。","0.5","11","104211","315","0","0","315001","8","0","0"
"nop_talk_wish","","3","104211","315","","0.2","315002","1","",""
"","","91","315001","315","","","315003","","",""
"nop_idle_wish","","3","104211","315","","0.2","315004","1","","1"
"トーゴクの晴れ着、きれいですね……\nステージ衣装の参考にできないかな？","0.5","11","105411","315","0","0","315005","8","0","0"
"nop_talk_normal","","3","105411","315","","0.2","315006","1","",""
"0","","93","2.5","315","","","315007","","",""
"nop_talk_thinking","","3","105411","315","","0.2","315008","1","",""
"","","91","315005","315","","","315009","","",""
"nop_idle_thinking","","3","105411","315","","0.2","315010","1","",""
"おせち料理もすごく美味しいよ。\n元気、もらっちゃったな♪","0.5","11","102931","315","0","0","315011","8","0","0"
"nop_talk_joy1","","3","102931","315","","0.2","315012","1","",""
"","","91","315011","315","","","315013","","",""
"nop_idle_joy1","","3","102931","315","","0.2","315014","1","","1"
"nop_16_inori_talk_doya","","3","106631","316","0","0.2","316001","0","nop_16_inori_talk_doya_loop","1"
"ビッグなあたしにふさわしい会場です！\n気に入ったですよ！","0.5","11","106631","316","0","0","316002","8","0","0"
"","","91","316002","316","","","316003","","",""
"nop_16_inori_idle_doya","","3","106631","316","","0.2","316004","1","",""
"nop_talk_joy1","","3","106531","316","","0.2","316005","1","",""
"楽しいケンカが出来そうな\n顔もチラホラいるな……\nなんだかたぎってきたぜ。","0.5","11","106531","316","0","0","316006","8","0","0"
"1","","93","3.5","316","","","316007","","",""
"nop_talk_arm_crossed","","3","106531","316","0","0.2","316008","0","nop_talk_arm_crossed_loop","1"
"","","91","316006","316","","","316009","","",""
"nop_idle_arm_crossed","","3","106531","316","","0.2","316010","1","",""
"nop_talk_normal","","3","106731","316","","0.2","316011","1","",""
"二人とも、問題起こしちゃダメだよ～？\nこの会場には怒ったら怖い人たちが\nい～っぱいいるからね～？","0.5","11","106731","316","0","0","316012","8","0","0"
"","","91","316012","316","","","316013","","",""
"nop_idle_normal","","3","106731","316","","0.2","316014","1","",""
"わぁ～！　美味しそうなお料理が\n所狭しと山盛り子ちゃんですね！\nちぇる～ん☆","0.5","11","110931","317","0","0","317001","8","0","0"
"nop_17_chieru_talk_memory","","3","110931","317","","0.2","317002","1","",""
"0","","93","4.2","317","","","317003","","",""
"nop_17_chieru_01","","3","110931","317","0","0.2","317004","0","nop_17_chieru_loop","1"
"nop_17_chieru_01","","3","1","317","0","0.2","317005","0","nop_17_chieru_loop","1"
"","","91","317001","317","","","317006","","",""
"nop_idle_joy1","","3","110931","317","","0.2","317007","1","",""
"NoItem_idle","","3","1","317","","0.2","317008","1","",""
"夥しい数の固形食物……うぇっぷ！\nこれは見ているだけで嫌になるな……","0.5","11","111031","317","0","0","317009","8","0","0"
"nop_talk_normal_sad","","3","111031","317","","0.2","317010","1","",""
"0","","93","1.5","317","","","317011","","",""
"nop_17_yuni_weppu","","3","111031","317","0","0.2","317012","0","nop_17_yuni_weppu_loop","1"
"","","91","317009","317","","","317013","","",""
"パイセン。\nうちらまでカンジ悪いと思われンで、\n二度と口開かないでもらっていいすか。","0.5","11","110831","317","0","0","317014","8","0","0"
"nop_17_chloe_talk_normal_anger","","3","110831","317","0","0.2","317015","0","nop_17_chloe_talk_normal_anger_loop","1"
"nop_idle_sad","","3","110931","317","","0.2","317016","1","",""
"","","91","317014","317","","","317017","","",""
"nop_17_chloe_idle_normal2","","3","110831","317","","0.2","317018","1","",""
"nop_idle_normal","","3","111031","317","","0.2","317019","1","","1"
"nop_talk_joy1","","3","114711","318","","0.2","318001","1","",""
"おせち料理、どれも美味しそうだな！\n……アイツも、ちゃんと\n正月楽しんでるのかな……","0.5","11","114711","318","0","0","318002","8","0","0"
"0","","93","2.5","318","","","318003","","",""
"nop_18_muimi_talk_thinking","","3","114711","318","","0.2","318004","1","",""
"","","91","318002","318","","","318005","","",""
"nop_18_muimi_idle_thinking","","3","114711","318","","0.2","318006","1","","1"
"nop_18_neneka_humu","","3","115031","318","0","0.2","318007","0","nop_idle_normal","1"
"正月くらいは少しゆっくり\nさせてもらいましょうか。","0.5","11","115031","318","0","0","318008","8","0","0"
"","","91","318008","318","","","318009","","",""
"nop_talk_arm_crossed","","3","118031","318","0","0.2","318010","0","nop_talk_arm_crossed_loop","1"
"む……この規模の会場を\nその価格で？　あなた、\nなかなかのやり手ですわね……！","0.5","11","118031","318","0","0","318011","8","0","0"
"0","","93","2.5","318","","","318012","","",""
"nop_talk_doya","","3","118031","318","0","0.2","318013","0","nop_talk_doya_loop","1"
"","","91","318011","318","","","318014","","",""
"nop_idle_doya","","3","118031","318","","0.2","318015","1","",""
"nop_18_karin_talk_normal","","3","118511","318","","0.2","318016","1","",""
"いえいえ。それほどでもー","0.5","11","118511","318","0","0","318017","8","0","0"
"","","91","318017","318","","","318018","","",""
"nop_18_karin_idle_normal","","3","118511","318","","0.2","318019","1","","1"
"nop_talk_joy2","","3","111831","401","","0.2","401001","1","",""
"0","","93","2","401","","","401002","","",""
"nop_idle_joy_normal","","3","111831","401","","0.2","401003","1","",""
"nop_18_neneka_humu","","3","112031","401","0","0.2","401004","0","nop_idle_normal","1"
"0","","93","2","401","","","401005","","",""
"nop_16_kaya_talk_normal2_loop","","3","120831","401","","0.2","401006","1","",""
"0","","93","2","401","","","401007","","",""
"nop_16_kaya_idle_normal2","","3","120831","401","","0.2","401008","1","",""
"nop_talk_surprise1","","3","120931","401","","0.2","401009","1","",""
"0","","93","2","401","","","401010","","",""
"nop_idle_normal_joy","","3","120931","401","","0.2","401011","1","",""
"nop_talk_normal","","3","111931","401","","0.2","401012","1","",""
"0","","93","2","401","","","401013","","",""
"nop_idle_normal","","3","111931","401","","0.2","401014","1","",""
"nop_talk_joy1","","3","120731","401","","0.2","401015","1","",""
"0","","93","2","401","","","401016","","",""
"nop_idle_normal_joy","","3","120731","401","","0.2","401017","1","",""
"nop_talk_joy2","","3","108731","402","","0.2","402001","1","",""
"0","","93","2","402","","","402002","","",""
"nop_idle_joy1","","3","108731","402","","0.2","402003","1","",""
"nop_talk_joy3_blink","","3","108831","402","","0.2","402004","1","",""
"0","","93","2","402","","","402005","","",""
"nop_idle_joy_normal","","3","108831","402","","0.2","402006","1","",""
"nop_talk_normal","","3","108931","402","","0.2","402007","1","",""
"0","","93","2","402","","","402008","","",""
"nop_idle_normal","","3","108931","402","","0.2","402009","1","",""
"nop_talk_surprise_kira","","3","102011","403","","0.2","403001","1","",""
"0","","93","2","403","","","403002","","",""
"nop_idle_joy1","","3","102011","403","","0.2","403003","1","",""
"nop_talk_joy2","","3","100411","403","","0.2","403004","1","",""
"0","","93","2","403","","","403005","","",""
"nop_idle_normal","","3","100411","403","","0.2","403006","1","",""
"nop_talk_wish","","3","103631","403","","0.2","403007","1","",""
"0","","93","2","403","","","403008","","",""
"nop_idle_wish","","3","103631","403","","0.2","403009","1","",""
"nop_talk_wish_joy","","3","101511","404","","0.2","404001","1","",""
"0","","93","2","404","","","404002","","",""
"nop_idle_normal","","3","101511","404","","0.2","404003","1","",""
"nop_talk_joy2","","3","101231","404","","0.2","404004","1","",""
"0","","93","2","404","","","404005","","",""
"nop_idle_normal","","3","101231","404","","0.2","404006","1","",""
"nop_talk_surprise_kira","","3","104011","404","","0.2","404007","1","",""
"0","","93","2","404","","","404008","","",""
"nop_idle_normal","","3","104011","404","","0.2","404009","1","",""
"nop_talk_normal","","3","103111","405","","0.2","405001","1","",""
"0","","93","2","405","","","405002","","",""
"nop_idle_normal","","3","103111","405","","0.2","405003","1","",""
"nop_talk_worry","","3","102211","405","","0.2","405004","1","",""
"0","","93","2","405","","","405005","","",""
"nop_idle_worry","","3","102211","405","","0.2","405006","1","",""
"nop_05_miyako_talk_joy1","","3","100711","405","","0.2","405007","1","",""
"0","","93","2","405","","","405008","","",""
"nop_05_miyako_idle_joy1","","3","100711","405","","0.2","405009","1","",""
"nop_talk_joy1","","3","100611","405","","0.2","405010","1","",""
"0","","93","2","405","","","405011","","",""
"nop_idle_joy1","","3","100611","405","","0.2","405012","1","",""
"nop_talk_thinking","","3","107131","406","","0.2","406001","1","",""
"0","","93","2","406","","","406002","","",""
"nop_idle_arm_crossed","","3","107131","406","","0.2","406003","1","",""
"nop_talk_sad","","3","103731","406","","0.2","406004","1","",""
"0","","93","2","406","","","406005","","",""
"nop_idle_sad","","3","103731","406","","0.2","406006","1","",""
"nop_talk_joy2","","3","100511","406","","0.2","406007","1","",""
"0","","93","2","406","","","406008","","",""
"nop_idle_normal","","3","100511","406","","0.2","406009","1","",""
"nop_talk_normal","","3","104731","406","","0.2","406010","1","",""
"0","","93","2","406","","","406011","","",""
"nop_idle_normal","","3","104731","406","","0.2","406012","1","",""
"nop_talk_joy3","","3","102831","407","","0.2","407001","1","",""
"0","","93","2","407","","","407002","","",""
"nop_idle_normal","","3","102831","407","","0.2","407003","1","",""
"nop_07_kurumi_idle_bitter","","3","102111","407","","0.2","407004","1","",""
"0","","93","2","407","","","407005","","",""
"nop_idle_normal","","3","102111","407","","0.2","407006","1","",""
"nop_talk_joy2","","3","102511","407","","0.2","407007","1","",""
"0","","93","2","407","","","407008","","",""
"nop_idle_normal","","3","102511","407","","0.2","407009","1","",""
"nop_talk_joy1","","3","102311","407","","0.2","407010","1","",""
"0","","93","2","407","","","407011","","",""
"nop_idle_normal","","3","102311","407","","0.2","407012","1","",""
"nop_talk_joy1","","3","101011","408","","0.2","408001","1","",""
"0","","93","2","408","","","408002","","",""
"nop_idle_joy_normal","","3","101011","408","","0.2","408003","1","",""
"nop_talk_arm_crossed_loop","","3","104331","408","","0.2","408004","1","",""
"0","","93","2","408","","","408005","","",""
"nop_idle_arm_crossed","","3","104331","408","","0.2","408006","1","",""
"nop_talk_joy2","","3","101711","408","","0.2","408007","1","",""
"0","","93","2","408","","","408008","","",""
"nop_idle_joy1","","3","101711","408","","0.2","408009","1","",""
"nop_talk_normal","","3","101431","408","","0.2","408010","1","",""
"0","","93","2","408","","","408011","","",""
"nop_idle_normal","","3","101431","408","","0.2","408012","1","",""
"nop_talk_joy1","","3","103311","409","","0.2","409001","1","",""
"0","","93","2","409","","","409002","","",""
"nop_idle_joy1","","3","103311","409","","0.2","409003","1","",""
"nop_talk_joy1","","3","105211","409","","0.2","409004","1","",""
"0","","93","2","409","","","409005","","",""
"nop_idle_joy_normal","","3","105211","409","","0.2","409006","1","",""
"nop_talk_sad2","","3","102611","409","","0.2","409007","1","",""
"0","","93","2","409","","","409008","","",""
"nop_idle_sad2","","3","102611","409","","0.2","409009","1","",""
"nop_talk_normal","","3","103811","409","","0.2","409010","1","",""
"0","","93","2","409","","","409011","","",""
"nop_idle_normal","","3","103811","409","","0.2","409012","1","",""
"nop_talk_joy1","","3","103231","410","","0.2","410001","1","",""
"0","","93","2","410","","","410002","","",""
"nop_idle_joy1","","3","103231","410","","0.2","410003","1","",""
"nop_10_yukari_01","","3","103411","410","","0.2","410004","1","",""
"nop_10_yukari_01","","3","11","410","","0.2","410005","1","",""
"0","","93","2","410","","","410006","","",""
"nop_10_yukari_02","","3","103411","410","","0.2","410007","1","",""
"nop_10_yukari_02","","3","11","410","","0.2","410008","1","",""
"nop_talk_doya_loop","","3","104811","410","","0.2","410009","1","",""
"1","","4","104811","410","","","410010","","",""
"0","","93","2","410","","","410011","","",""
"nop_idle_doya","","3","104811","410","","0.2","410012","1","",""
"nop_talk_joy2","","3","104611","410","","0.2","410013","1","",""
"0","","93","2","410","","","410014","","",""
"nop_idle_joy_normal","","3","104611","410","","0.2","410015","1","",""
"nop_talk_wish2","","3","102711","411","","0.2","411001","1","",""
"0","","93","2","411","","","411002","","",""
"nop_idle_memory","","3","102711","411","","0.2","411003","1","",""
"nop_talk_normal","","3","100911","411","","0.2","411004","1","",""
"0","","93","2","411","","","411005","","",""
"nop_idle_arm_crossed","","3","100911","411","","0.2","411006","1","",""
"nop_talk_joy2","","3","101311","411","","0.2","411007","1","",""
"0","","93","2","411","","","411008","","",""
"nop_idle_joy_normal","","3","101311","411","","0.2","411009","1","",""
"nop_talk_normal","","3","105111","411","","0.2","411010","1","",""
"0","","93","2","411","","","411011","","",""
"nop_idle_normal","","3","105111","411","","0.2","411012","1","",""
"nop_talk_joy1","","3","101831","412","","0.2","412001","1","",""
"0","","93","2","412","","","412002","","",""
"nop_idle_joy1","","3","101831","412","","0.2","412003","1","",""
"nop_talk_joy2","","3","101611","412","","0.2","412004","1","",""
"0","","93","2","412","","","412005","","",""
"nop_idle_joy_normal","","3","101611","412","","0.2","412006","1","",""
"nop_talk_joy1","","3","105011","412","","0.2","412007","1","",""
"0","","93","2","412","","","412008","","",""
"nop_idle_joy_normal","","3","105011","412","","0.2","412009","1","",""
"nop_talk_normal","","3","105331","413","","0.2","413001","1","",""
"0","","93","2","413","","","413002","","",""
"nop_idle_normal","","3","105331","413","","0.2","413003","1","",""
"nop_talk_memory","","3","104511","413","","0.2","413004","1","",""
"0","","93","2","413","","","413005","","",""
"nop_idle_memory","","3","104511","413","","0.2","413006","1","",""
"nop_talk_joy1","","3","103031","413","","0.2","413007","1","",""
"0","","93","2","413","","","413008","","",""
"nop_idle_joy1","","3","103031","413","","0.2","413009","1","",""
"nop_talk_wish","","3","100811","413","","0.2","413010","1","",""
"0","","93","2","413","","","413011","","",""
"nop_idle_wish","","3","100811","413","","0.2","413012","1","",""
"nop_talk_sad","","3","105511","413","","0.2","413013","1","",""
"0","","93","2","413","","","413014","","",""
"nop_idle_sad","","3","105511","413","","0.2","413015","1","",""
"nop_talk_guts2","","3","101131","414","0","0.2","414001","0","nop_talk_guts2_loop","1"
"0","","93","2","414","","","414002","","",""
"nop_idle_normal","","3","101131","414","","0.2","414003","1","",""
"nop_talk_wish","","3","104931","414","","0.2","414004","1","",""
"0","","93","2","414","","","414005","","",""
"nop_idle_normal","","3","104931","414","","0.2","414006","1","",""
"nop_talk_thinking","","3","106831","414","","0.2","414007","1","",""
"0","","93","2","414","","","414008","","",""
"nop_idle_normal","","3","106831","414","","0.2","414009","1","",""
"nop_talk_wish","","3","104211","415","","0.2","415001","1","",""
"0","","93","2","415","","","415002","","",""
"nop_idle_wish","","3","104211","415","","0.2","415003","1","",""
"nop_talk_joy1","","3","102931","415","","0.2","415004","1","",""
"0","","93","2","415","","","415005","","",""
"nop_idle_joy1","","3","102931","415","","0.2","415006","1","",""
"nop_talk_normal","","3","105411","415","","0.2","415007","1","",""
"0","","93","2","415","","","415008","","",""
"nop_idle_normal","","3","105411","415","","0.2","415009","1","",""
"nop_talk_normal","","3","106731","416","","0.2","416001","1","",""
"0","","93","2","416","","","416002","","",""
"nop_idle_normal","","3","106731","416","","0.2","416003","1","",""
"nop_talk_joy2","","3","106631","416","","0.2","416004","1","",""
"0","","93","2","416","","","416005","","",""
"nop_idle_joy1","","3","106631","416","","0.2","416006","1","",""
"nop_16_kaya_talk_normal2_loop","","3","106531","416","","0.2","416007","1","",""
"0","","93","2","416","","","416008","","",""
"nop_16_kaya_idle_normal2","","3","106531","416","","0.2","416009","1","",""
"nop_talk_arm_crossed2","","3","111031","417","0","0.2","417001","0","nop_talk_arm_crossed_loop2","1"
"0","","93","2","417","","","417002","","",""
"nop_idle_normal","","3","111031","417","","0.2","417003","1","",""
"nop_talk_joy2","","3","110931","417","","0.2","417004","1","",""
"0","","93","2","417","","","417005","","",""
"nop_idle_joy_normal","","3","110931","417","","0.2","417006","1","",""
"nop_17_chloe_talk_normal2_loop","","3","110831","417","","0.2","417007","1","",""
"0","","93","2","417","","","417008","","",""
"nop_17_chloe_idle_normal2","","3","110831","417","","0.2","417009","1","",""
"nop_18_neneka_humu","","3","115031","418","0.2","0.2","418001","0","nop_idle_normal","1"
"0","","93","2","418","","","418002","","",""
"nop_talk_joy1_normal","","3","114711","418","","0.2","418003","1","",""
"0","","93","2","418","","","418004","","",""
"nop_idle_joy1","","3","114711","418","","0.2","418005","1","",""
"nop_18_karin_talk_normal","","3","118511","418","","0.2","418006","1","",""
"0","","93","2","418","","","418007","","",""
"nop_18_karin_idle_normal","","3","118511","418","","0.2","418008","1","",""
"nop_talk_doya","","3","118031","418","0","0.2","418009","0","nop_talk_doya_loop","1"
"0","","93","2","418","","","418010","","",""
"nop_idle_doya","","3","118031","418","","0.2","418011","1","",""
"111831","nop_idle_joy2","1","1","501","0","1.95","501001","101","-150","-255"
"120731","nop_idle_normal","1","1","501","1","1.95","501002","100","150","-255"
"120831","nop_idle_arm_crossed","1","1","501","0","1.95","501003","103","-320","-265"
"111931","nop_idle_normal","1","1","501","1","1.95","501004","102","320","-265"
"120931","nop_idle_thinking","1","1","501","0","1.95","501005","105","-450","-300"
"112031","nop_idle_doya","1","1","501","1","1.95","501006","104","450","-300"
"0","","93","0.5","501","","","501007","","",""
"nop_01_peko_oissu","","3","111831","501","0.2","0.2","501008","0","nop_talk_joy1","1"
"vo_drama_10082001_001","","21","vo_drama_10082001","501","","","501009","0","0",""
"おいっすー！\n新年会、楽しんでますか？","0.5","11","111831","501","0","0","501010","5","1","0"
"","","91","501010","501","","","501011","","",""
"0","","93","0.2","501","","","501012","","",""
"6","0","12","120731","501","0","0","501013","1","0","0"
"8","0","12","111931","501","0","0","501014","1","0","0"
"10","0","12","112031","501","0","0","501015","1","0","0"
"7","0","12","120931","501","0","0","501016","1","0","0"
"13","0","12","120831","501","0","0","501017","1","0","0"
"nop_talk_joy1","","3","120731","501","","0.2","501018","1","",""
"nop_talk_wish3","","3","111931","501","","0.2","501019","1","",""
"nop_talk_doya","","3","112031","501","0","0.2","501020","0","nop_talk_doya_loop","1"
"nop_talk_arm_crossed","","3","120931","501","0","0.2","501021","0","nop_talk_arm_crossed_loop","1"
"nop_01_ruka_hello_long","","3","120831","501","","0.2","501022","1","",""
"0","","93","2","501","","","501023","","",""
"nop_idle_joy1","","3","111831","501","","0.2","501024","1","",""
"nop_idle_normal_joy","","3","120731","501","","0.3","501025","1","",""
"nop_idle_doya","","3","112031","501","","0.3","501026","1","",""
"nop_idle_arm_crossed","","3","120931","501","","0.3","501027","1","",""
"nop_idle_normal","","3","120831","501","","0.3","501028","1","",""
"nop_talk_normal","","3","111931","501","","0.2","501029","1","",""
"vo_drama_10082001_002","","21","vo_drama_10082001","501","","","501030","0","0",""
"はい、とても楽しんでおります。\nお料理もとても美味しいですし、\n皆さまも楽しんでいただけているようで\nわたくしもうれしいです。","0.5","11","111931","501","0","0","501031","6","1","0"
"1","","93","3","501","","","501032","","",""
"nop_talk_joy3_dere","","3","111931","501","","0.2","501033","1","",""
"","","91","501031","501","","","501034","","",""
"nop_idle_normal_joy","","3","111931","501","","0.2","501035","1","",""
"nop_talk_sad","","3","112031","501","","0.2","501036","1","",""
"vo_drama_10082001_003","","21","vo_drama_10082001","501","","","501037","0","0",""
"と言ってもあんたほどじゃないけどね。\nそれ、いったい何皿目よ……","0.5","11","112031","501","0","0","501038","5","1","0"
"1","","93","5","501","","","501039","","",""
"8","0","12","111831","501","0","0","501040","1","0","0"
"nop_17_chieru_swing","","3","111831","501","0.2","0.2","501041","0","nop_idle_joy_normal","1"
"","","91","501038","501","","","501042","","",""
"nop_idle_sad","","3","112031","501","","0.2","501043","1","",""
"","","93","0.1","501","","","501044","","",""
"0","","4","120731","501","","","501045","","",""
"nop_talk_normal","","3","120731","501","","0.2","501046","1","",""
"vo_drama_10082001_004","","21","vo_drama_10082001","501","","","501047","0","0",""
"食べつくしちゃえ、って言ったのは\nキャルじゃない。\n美味しそうに食べてるのは\nペコリーヌさんらしくていいわね。","0.5","11","120731","501","0","0","501048","6","1","0"
"1","","93","2.5","501","","","501049","","",""
"4","0","12","112031","501","0","0","501050","1","0","0"
"nop_surprise","","3","112031","501","0.3","0.2","501051","0","nop_idle_surprise1","1"
"1","","93","2","501","","","501052","","",""
"1","","4","120731","501","","","501053","","",""
"nop_talk_joy1","","3","120731","501","","0.2","501054","1","",""
"nop_idle_arm_crossed","","3","112031","501","","0.2","501055","1","",""
"","","91","501048","501","","","501056","","",""
"nop_idle_joy1","","3","120731","501","","0.2","501057","1","",""
"nop_talk_joy1","","3","111831","501","","0.2","501058","1","",""
"vo_drama_10082001_005","","21","vo_drama_10082001","501","","","501059","0","0",""
"わたしたちが作ったおせちも\nみなさんに好評みたいですよ！","0.5","11","111831","501","0","0","501060","6","1","0"
"","","91","501060","501","","","501061","","",""
"nop_idle_joy_normal","","3","111831","501","","0.2","501062","1","",""
"nop_talk_normal","","3","120831","501","","0.2","501063","1","",""
"vo_drama_10082001_006","","21","vo_drama_10082001","501","","","501064","0","0",""
"ああ、美味しくいただいてるよ。\nトーゴクでもこれだけ豪華なものは\nそうそう食べられないんじゃないかい？","0.5","11","120831","501","0","0","501065","6","1","0"
"1","","93","3","501","","","501066","","",""
"nop_talk_arm_crossed","","3","120831","501","0.2","0.2","501067","0","nop_talk_arm_crossed_loop","1"
"","","91","501065","501","","","501068","","",""
"nop_idle_arm_crossed","","3","120831","501","","0.2","501069","1","",""
"nop_talk_doya","","3","120931","501","0.2","0.2","501070","0","nop_talk_doya_loop","1"
"vo_drama_10082001_007","","21","vo_drama_10082001","501","","","501071","0","0",""
"うむ！　わらわも真の力を取り戻して\nしまうほどの料理、さすがじゃ。\nシェフィが頑張ったおかげじゃな。","0.5","11","120931","501","0","0","501072","5","1","0"
"1","","93","5","501","","","501073","","",""
"nop_talk_normal","","3","120931","501","","0.2","501074","1","",""
"","","91","501072","501","","","501075","","",""
"nop_idle_normal","","3","120931","501","","0.2","501076","1","",""
"nop_talk_normal","","3","120731","501","","0.2","501077","1","",""
"vo_drama_10082001_008","","21","vo_drama_10082001","501","","","501078","0","0",""
"それはみんなが手伝ってくれたからよ。\n二人とも、去年は本当にありがとう。","0.5","11","120731","501","0","0","501079","4","1","0"
"1","","93","6.5","501","","","501080","","",""
"nop_bow","","3","120731","501","0.2","0.2","501081","0","nop_idle_normal_joy","1"
"","","91","501079","501","","","501082","","",""
"nop_idle_normal_joy","","3","120731","501","","0.2","501083","1","",""
"nop_talk_normal","","3","120831","501","","0.2","501084","1","",""
"vo_drama_10082001_009","","21","vo_drama_10082001","501","","","501085","0","0",""
"水臭いこと言わないでおくれよ。\nアタシらが好きでやったことさ。","0.5","11","120831","501","0","0","501086","6","1","0"
"1","","93","3","501","","","501087","","",""
"nop_talk_doya","","3","120831","501","0.2","0.2","501088","0","nop_talk_doya_loop","1"
"","","91","501086","501","","","501089","","",""
"nop_idle_doya","","3","120831","501","","0.2","501090","1","",""
"nop_talk_thinking","","3","120931","501","","0.2","501091","1","",""
"vo_drama_10082001_010","","21","vo_drama_10082001","501","","","501092","0","0",""
